Orthogroup	Dufourea_novaeangliae	Ceratina_calcarata
OG0000315	XP_015436528.1	XP_026675531.1, XP_026675529.1, XP_017892631.1, XP_017892630.1, XP_017892633.1, XP_017892632.1, XP_017892635.1, XP_017892634.1, XP_017892636.1
OG0000316	XP_015435697.1	XP_026673470.1, XP_026673471.1, XP_017888358.1
OG0000317	XP_015433752.1	XP_026671441.1
OG0000318	XP_015438126.1	XP_017881510.1
OG0000319	XP_015430668.1, XP_015430669.1, XP_015430670.1	XP_026666844.1, XP_017893640.1, XP_017893639.1, XP_017893638.1, XP_017893637.1, XP_017893635.1, XP_017893634.1
OG0000320	XP_015437541.1	XP_017875127.1
OG0000321	XP_015440019.1, XP_015440020.1	XP_017892218.2, XP_017893148.1, XP_017892229.1, XP_017883003.2
OG0000323	XP_015433466.1, XP_015433467.1, XP_015433468.1, XP_015432613.1	XP_017876987.2
OG0000324	XP_015431925.1	XP_017882576.1, XP_017882577.1, XP_026670617.1
OG0000326	XP_015438960.1	XP_026671812.1
OG0000327	XP_015434133.1	XP_017884792.1, XP_017884791.1
OG0000328	XP_015433558.1, XP_015433554.1	XP_017888309.1, XP_017888308.1
OG0000329	XP_015431794.1	XP_017888722.1, XP_017888721.1
OG0000330	XP_015437689.1	XP_017875305.1
OG0000330	XP_015437691.1	XP_026667060.1, XP_017875307.1
OG0000331	XP_015435728.1	XP_026666632.1, XP_017893300.1
OG0000332	XP_015429639.1	XP_017885849.1
OG0000333	XP_015430996.1	XP_017875615.1, XP_017875618.1, XP_017875613.1, XP_017875617.1, XP_017875611.1, XP_026667188.1
OG0000334	XP_015439163.1	XP_017882301.1, XP_026670260.1
OG0000335	XP_015431213.1, XP_015431214.1	XP_026668042.1
OG0000336	XP_015432184.1, XP_015432185.1, XP_015432183.1	XP_017877209.1
OG0000337	XP_015431478.1	XP_017882334.1, XP_017882333.1
OG0000338	XP_015429658.1	XP_017876980.2
OG0000339	XP_015433439.1	XP_017882127.1
OG0000340	XP_015437485.1	XP_026667384.1
OG0000341	XP_015439651.1	XP_017883067.1
OG0000342	XP_015439003.1	XP_017884928.1
OG0000343	XP_015438467.1, XP_015438468.1	XP_026670462.1, XP_017882114.1
OG0000344	XP_015435527.1	XP_017890442.1, XP_017890441.1
OG0000345	XP_015436177.1, XP_015436178.1	XP_026673878.1
OG0000347	XP_015437148.1	XP_017887891.1
OG0000348	XP_015436644.1, XP_015436647.1	XP_026671107.1
OG0000349	XP_015437004.1	XP_017882631.1
OG0000350	XP_015437721.1	XP_017879015.1
OG0000351	XP_015440518.1, XP_015436583.1, XP_015440435.1	XP_017879431.1, XP_017880104.1, XP_026670745.1, XP_017881611.1, XP_026673021.1
OG0000352	XP_015440215.1	XP_017879420.1
OG0000353	XP_015432987.1	XP_017875776.1
OG0000354	XP_015435313.1, XP_015435305.1, XP_015435314.1	XP_017877020.1
OG0000355	XP_015440190.1, XP_015440189.1	XP_017876220.1, XP_017876219.1, XP_017876221.1, XP_017876223.1, XP_017876222.1
OG0000356	XP_015439705.1	XP_026674338.1, XP_026674337.1, XP_026674336.1, XP_017890043.1, XP_017890045.1, XP_017890044.1, XP_026674339.1
OG0000357	XP_015440001.1	XP_017883601.1, XP_017883604.1, XP_017883603.1, XP_017883602.1
OG0000358	XP_015439013.1	XP_026671665.1, XP_026671666.1
OG0000359	XP_015430869.1	XP_026667907.1
OG0000359	XP_015429327.1	XP_026675149.1
OG0000360	XP_015432821.1	XP_026674774.1, XP_017891265.1
OG0000361	XP_015434388.1	XP_026666601.1
OG0000361	XP_015434389.1	XP_026674571.1, XP_026674574.1
OG0000362	XP_015428740.1	XP_017878368.1, XP_017888803.1
OG0000363	XP_015430935.1	XP_026670020.1, XP_017881399.1, XP_017881397.1
OG0000364	XP_015432602.1	XP_017890425.1
OG0000365	XP_015434622.1	XP_026673913.1, XP_026673911.1, XP_026673910.1, XP_026673912.1, XP_017889314.1, XP_026673914.1
OG0000366	XP_015433595.1	XP_017891024.1
OG0000367	XP_015431910.1	XP_017885102.1
OG0000368	XP_015432834.1	XP_017892741.1, XP_026675616.1
OG0000369	XP_015433953.1	XP_017884211.1
OG0000370	XP_015437639.1	XP_017875724.1
OG0000371	XP_015432762.1	XP_017890681.1
OG0000372	XP_015440030.1, XP_015440029.1	XP_017891787.1, XP_017891786.1, XP_026675153.1, XP_017891788.1, XP_017891789.1
OG0000374	XP_015437856.1, XP_015437063.1, XP_015438077.1, XP_015430607.1, XP_015437811.1, XP_015434759.1	XP_017886196.1, XP_017890453.1, XP_026669405.1, XP_017888591.1, XP_017876268.1, XP_017877688.1, XP_017889154.1, XP_017875795.1, XP_017885272.1, XP_017885478.1, XP_017880834.1, XP_017881064.1, XP_017890417.1, XP_017888671.1
OG0000375	XP_015440451.1	XP_017880003.1
OG0000377	XP_015438430.1	XP_017876705.1
OG0000378	XP_015434715.1	XP_026672229.1, XP_026672228.1, XP_017885746.1, XP_026672230.1
OG0000380	XP_015434948.1	XP_017879217.1
OG0000381	XP_015438304.1	XP_017887720.1, XP_017887719.1
OG0000382	XP_015436001.1	XP_017885079.1
OG0000383	XP_015438675.1	XP_017886713.1, XP_017886711.1, XP_017886710.1
OG0000384	XP_015431131.1	XP_017885722.1, XP_017885721.1, XP_026672240.1, XP_017885720.1
OG0000385	XP_015437447.1	XP_017885097.1, XP_017885107.1
OG0000386	XP_015430528.1	XP_017876004.1
OG0000387	XP_015439589.1	XP_026671246.1
OG0000388	XP_015428650.1	XP_017893520.1
OG0000389	XP_015430382.1, XP_015430381.1	XP_026674256.1, XP_017889984.1
OG0000390	XP_015432329.1	XP_017893445.1
OG0000391	XP_015436519.1, XP_015436621.1	XP_017880384.1, XP_026669442.1
OG0000392	XP_015439605.1, XP_015439606.1, XP_015439604.1	XP_017883836.1, XP_017883835.1, XP_026671267.1
OG0000393	XP_015438460.1, XP_015438459.1	XP_026670585.1, XP_026670575.1, XP_017882535.1, XP_017882550.1, XP_017882558.1, XP_017882527.1
OG0000394	XP_015438883.1, XP_015438882.1	XP_017876721.1, XP_017876729.1
OG0000395	XP_015437554.1, XP_015437553.1	XP_017879917.1
OG0000396	XP_015436664.1	XP_017892526.1, XP_017892525.1, XP_026675422.1
OG0000397	XP_015432744.1, XP_015432743.1, XP_015432742.1	XP_017886844.1, XP_017886843.1
OG0000398	XP_015440167.1	XP_017876425.1, XP_017876424.1, XP_017876422.1, XP_017876423.1, XP_026667570.1
OG0000399	XP_015435467.1	XP_026669802.1, XP_026669801.1, XP_017881043.1, XP_017881044.1
OG0000400	XP_015432954.1	XP_026673753.1, XP_017889124.1, XP_026673754.1, XP_026673752.1
OG0000401	XP_015437884.1, XP_015430402.1	XP_017879321.1, XP_017883946.1, XP_017879308.1, XP_026672076.1, XP_017885395.1, XP_017885625.1
OG0000402	XP_015434309.1	XP_026669663.1, XP_026669664.1, XP_017880753.1, XP_026669665.1
OG0000404	XP_015438704.1, XP_015438693.1	XP_017886597.1, XP_017886589.1
OG0000406	XP_015433964.1	XP_017884207.1, XP_017884205.1
OG0000407	XP_015428711.1, XP_015428696.1, XP_015428704.1	XP_017884491.1, XP_026671512.1
OG0000408	XP_015437087.1	XP_017888925.2, XP_017886275.1, XP_017886249.1, XP_017886267.1, XP_017886258.1
OG0000409	XP_015429551.1	XP_017893314.1
OG0000410	XP_015430577.1	XP_017883453.1
OG0000412	XP_015438592.1	XP_017882168.1
OG0000413	XP_015438862.1	XP_017879984.1
OG0000414	XP_015428672.1	XP_017885094.2, XP_026675167.1, XP_026668991.1, XP_017891813.1
OG0000415	XP_015440486.1	XP_026668790.1
OG0000416	XP_015432779.1, XP_015432778.1	XP_017886684.1, XP_026672663.1
OG0000417	XP_015428538.1	XP_026675222.1, XP_026675220.1, XP_017891912.1
OG0000418	XP_015433594.1	XP_026669751.1, XP_017892956.2, XP_017891025.1
OG0000419	XP_015432643.1	XP_017890927.1
OG0000420	XP_015432979.1	XP_017889183.1
OG0000421	XP_015437313.1	XP_026674530.1, XP_017890537.1, XP_017890536.1
OG0000422	XP_015438217.1	XP_026666859.1, XP_026666852.1, XP_026666870.1, XP_026666867.1
OG0000423	XP_015433383.1, XP_015433382.1	XP_017890189.1
OG0000424	XP_015435885.1	XP_017886107.1, XP_026672373.1, XP_017886106.1
OG0000426	XP_015439712.1	XP_017890528.1, XP_017883555.1
OG0000427	XP_015430209.1	XP_026671739.1, XP_026671742.1, XP_017884799.1
OG0000428	XP_015432930.1	XP_017880475.1
OG0000428	XP_015432119.1	XP_017880489.1
OG0000429	XP_015440193.1	XP_017887009.1, XP_017887008.1
OG0000430	XP_015431157.1	XP_017879641.1
OG0000430	XP_015431186.1	XP_017888125.1
OG0000431	XP_015439206.1	XP_017875410.1, XP_017875412.1, XP_017875411.1
OG0000432	XP_015437815.1	XP_017875152.1, XP_017875151.1, XP_017875150.1, XP_017885804.1
OG0000433	XP_015437472.1, XP_015437475.1	XP_017892969.1, XP_017892973.1
OG0000433	XP_015437482.1	XP_017892982.1
OG0000434	XP_015432255.1	XP_017877208.1, XP_017877206.1
OG0000436	XP_015430282.1	XP_026674594.1, XP_026674590.1, XP_026674595.1, XP_017890652.1, XP_026674592.1, XP_026674591.1, XP_017890651.1
OG0000437	XP_015433620.1	XP_026670221.1, XP_017887042.1, XP_017881880.1
OG0000438	XP_015428705.1	XP_017881113.1
OG0000439	XP_015431088.1	XP_026672207.1, XP_026672206.1, XP_026672208.1, XP_026672209.1, XP_026672210.1, XP_017885740.1, XP_026672205.1, XP_026672211.1
OG0000440	XP_015435743.1	XP_017880238.1, XP_017880240.1
OG0000441	XP_015430275.1	XP_026675559.1, XP_017875980.2
OG0000442	XP_015433626.1	XP_017886157.1
OG0000443	XP_015429610.1	XP_017885599.1, XP_026672148.1
OG0000444	XP_015439000.1, XP_015439001.1	XP_017875538.1
OG0000445	XP_015432294.1	XP_017893539.1, XP_026666681.1, XP_026666682.1
OG0000446	XP_015433248.1	XP_017875382.1
OG0000447	XP_015434626.1	XP_017879443.1, XP_017879445.1, XP_017879444.1
OG0000448	XP_015438921.1, XP_015439019.1, XP_015438919.1, XP_015438920.1	XP_017887161.1, XP_017887159.1, XP_017887158.1, XP_017887153.1
OG0000449	XP_015438750.1	XP_017875153.1
OG0000450	XP_015434567.1	XP_017890988.1, XP_017890987.1, XP_017890986.1
OG0000451	XP_015434121.1	XP_026671702.1
OG0000452	XP_015437567.1, XP_015437566.1	XP_017886888.1, XP_017886889.1
OG0000453	XP_015437481.1	XP_017883445.1
OG0000454	XP_015435554.1	XP_017886230.2
OG0000455	XP_015432162.1	XP_017882596.1, XP_026670620.1
OG0000456	XP_015437761.1	XP_017878611.1, XP_017878615.1, XP_017878613.1, XP_017878614.1, XP_017878612.1
OG0000457	XP_015437296.1	XP_017890593.1, XP_026674563.1, XP_017890591.1
OG0000458	XP_015431625.1	XP_017879114.1
OG0000459	XP_015430723.1, XP_015430726.1, XP_015430725.1, XP_015430724.1	XP_026666840.1, XP_017893628.1
OG0000460	XP_015439987.1, XP_015439986.1, XP_015439985.1	XP_017890057.1
OG0000461	XP_015429427.1	XP_017892403.1
OG0000462	XP_015430844.1	XP_017888705.1
OG0000463	XP_015429808.1	XP_017890736.1, XP_017890735.1, XP_017890723.1
OG0000464	XP_015439143.1	XP_017875547.1, XP_017875546.1, XP_017875545.1, XP_017875544.1
OG0000465	XP_015438589.1, XP_015438588.1	XP_017876485.1
OG0000466	XP_015434734.1	XP_017884125.1, XP_026671371.1, XP_026671372.1, XP_026671373.1
OG0000467	XP_015436302.1	XP_017885045.1
OG0000468	XP_015433166.1	XP_017891643.1
OG0000469	XP_015435418.1	XP_017888284.1
OG0000470	XP_015434573.1	XP_017883259.1
OG0000471	XP_015440332.1	XP_017876717.1, XP_026667609.1
OG0000472	XP_015440109.1	XP_017883545.1
OG0000473	XP_015431968.1	XP_026670113.1
OG0000473	XP_015432044.1	XP_026666493.1, XP_026666492.1, XP_026666491.1
OG0000474	XP_015433442.1, XP_015433436.1	XP_017893077.1, XP_017893076.1
OG0000475	XP_015436502.1	XP_017883676.1, XP_017883675.1, XP_017883674.1, XP_017883673.1, XP_017883672.1, XP_026671113.1, XP_026671112.1
OG0000476	XP_015428633.1	XP_017887075.1, XP_017887074.1, XP_017887071.1, XP_017887073.1, XP_017887072.1, XP_026672822.1
OG0000477	XP_015438926.1	XP_017884401.2, XP_026671595.1, XP_026671596.1
OG0000478	XP_015432670.1	XP_017877252.1
OG0000479	XP_015435212.1	XP_026673554.1
OG0000480	XP_015440017.1	XP_017890135.1, XP_017890133.1
OG0000481	XP_015436145.1	XP_017881241.1, XP_026669947.1, XP_026669948.1, XP_017881242.1, XP_017881245.1, XP_017881239.1, XP_017881240.1, XP_026669946.1
OG0000482	XP_015429094.1	XP_026669532.1
OG0000483	XP_015437667.1	XP_026667249.1
OG0000485	XP_015429651.1, XP_015435727.1	XP_026675096.1
OG0000487	XP_015433233.1	XP_017889260.1
OG0000487	XP_015433232.1	XP_026673879.1
OG0000488	XP_015438966.1	XP_017884378.1
OG0000489	XP_015430804.1	XP_026668241.1
OG0000490	XP_015435289.1, XP_015435288.1, XP_015435286.1, XP_015435285.1, XP_015435290.1	XP_026668326.1
OG0000491	XP_015428726.1	XP_017879055.1, XP_017878925.1
OG0000492	XP_015431874.1	XP_017884166.1
OG0000492	XP_015431820.1	XP_017884165.1
OG0000494	XP_015433780.1, XP_015433779.1	XP_017882856.1, XP_017882866.1, XP_017882847.1
OG0000495	XP_015437432.1	XP_017890958.1
OG0000496	XP_015431387.1, XP_015431388.1, XP_015431389.1	XP_017876672.1
OG0000497	XP_015438367.1	XP_017882092.1, XP_017882086.1, XP_017882094.1, XP_026670278.1, XP_017882088.1, XP_017882087.1, XP_026670279.1, XP_017882091.1
OG0000498	XP_015437195.1	XP_017892625.1
OG0000499	XP_015437387.1, XP_015437388.1, XP_015437390.1	XP_026673464.1, XP_017888323.1
OG0000500	XP_015431707.1	XP_017881059.1
OG0000501	XP_015436351.1	XP_026670085.1, XP_017881650.1, XP_026670083.1, XP_026670084.1
OG0000502	XP_015437034.1	XP_026669402.1, XP_017880297.1, XP_017880369.1
OG0000503	XP_015430909.1	XP_026669291.1, XP_017880048.1
OG0000504	XP_015428464.1	XP_017888736.1, XP_026673972.1, XP_026673978.1, XP_017888744.1, XP_026673967.1
OG0000505	XP_015432903.1, XP_015432902.1, XP_015432901.1	XP_017876054.2
OG0000506	XP_015430513.1, XP_015430512.1	XP_026670226.1, XP_017881886.1, XP_026670225.1
OG0000508	XP_015438942.1	XP_017884991.1, XP_026671633.1
OG0000509	XP_015436329.1	XP_017885639.1, XP_017885647.1
OG0000510	XP_015431719.1	XP_017878387.1
OG0000511	XP_015439675.1	XP_017890025.2
OG0000512	XP_015430057.1, XP_015430058.1	XP_017885235.1, XP_026671991.1, XP_017885234.1
OG0000513	XP_015428998.1	XP_017886242.1, XP_017886243.1
OG0000514	XP_015434410.1	XP_017885225.1, XP_017885226.1
OG0000515	XP_015430260.1	XP_026674246.1
OG0000516	XP_015440060.1	XP_017883516.1
OG0000517	XP_015430445.1, XP_015430444.1, XP_015430443.1	XP_026673662.1
OG0000518	XP_015434705.1	XP_026673506.1, XP_026673507.1, XP_017888383.1, XP_017888384.1, XP_026673508.1
OG0000519	XP_015436300.1	XP_026674155.1
OG0000520	XP_015439810.1	XP_017879635.1
OG0000521	XP_015438358.1	XP_017876734.1
OG0000522	XP_015430238.1	XP_026675309.1, XP_017892155.1, XP_017892156.1
OG0000523	XP_015434899.1	XP_017882879.1, XP_017882880.1
OG0000524	XP_015430963.1, XP_015430962.1, XP_015430964.1	XP_026670023.1, XP_017881478.1
OG0000525	XP_015431581.1, XP_015431580.1, XP_015431579.1, XP_015431578.1	XP_017875637.1, XP_017875635.1, XP_017875633.1
OG0000526	XP_015440248.1, XP_015440249.1	XP_017883167.1
OG0000527	XP_015433380.1	XP_017876412.1, XP_017876413.1, XP_017876414.1, XP_017876410.1, XP_017876411.1, XP_026667557.1
OG0000528	XP_015435545.1	XP_017890588.1, XP_017890587.1, XP_017890589.1
OG0000529	XP_015432216.1	XP_017880175.1
OG0000530	XP_015440418.1	XP_017886585.1, XP_026672603.1, XP_017886584.1
OG0000531	XP_015438810.1	XP_017878649.1
OG0000531	XP_015438807.1	XP_017878648.1
OG0000532	XP_015428756.1, XP_015428757.1	XP_026668398.1
OG0000533	XP_015433990.1	XP_017876848.1
OG0000534	XP_015436922.1	XP_017891678.1
OG0000535	XP_015440021.1	XP_026670837.1, XP_017883017.1, XP_026670836.1
OG0000536	XP_015430118.1, XP_015430121.1	XP_017875702.1, XP_017875693.1
OG0000537	XP_015435369.1	XP_026673193.1, XP_026673194.1, XP_026673195.1, XP_026673191.1, XP_026673192.1, XP_017887781.1
OG0000539	XP_015438176.1	XP_017881530.2, XP_026669984.1, XP_026666909.1, XP_017881402.1
OG0000540	XP_015439543.1	XP_026673888.1, XP_026673889.1, XP_026673887.1, XP_017889249.1, XP_026673890.1
OG0000541	XP_015429710.1	XP_026674731.1
OG0000541	XP_015429686.1	XP_026674733.1, XP_026674730.1
OG0000542	XP_015429244.1	XP_017879550.1
OG0000543	XP_015439579.1	XP_026671263.1, XP_017883834.1, XP_026671266.1, XP_026671264.1
OG0000544	XP_015432168.1	XP_026671152.1
OG0000545	XP_015430216.1	XP_026671646.1, XP_026671636.1, XP_026671640.1, XP_026671643.1
OG0000546	XP_015434883.1	XP_017889613.1
OG0000547	XP_015429407.1, XP_015429406.1	XP_017893012.1, XP_017893037.1
OG0000548	XP_015435352.1	XP_017889057.1
OG0000549	XP_015431864.1	XP_017886253.1
OG0000550	XP_015434268.1, XP_015434218.1	XP_026671339.1, XP_017884059.1
OG0000551	XP_015429785.1	XP_017889252.1
OG0000552	XP_015439656.1	XP_017890618.1, XP_017883524.1, XP_026671041.1
OG0000553	XP_015431062.1	XP_026667327.1, XP_017875874.1, XP_026667326.1, XP_017875876.1
OG0000554	XP_015438906.1	XP_026668281.1, XP_026668280.1, XP_026668279.1
OG0000555	XP_015429495.1	XP_017885418.1
OG0000556	XP_015431135.1	XP_017891560.1
OG0000557	XP_015438541.1	XP_017886551.1
OG0000558	XP_015428951.1	XP_026675267.1, XP_026675268.1, XP_026675269.1, XP_017891919.1
OG0000559	XP_015437374.1	XP_017878430.1, XP_017878429.1, XP_026668533.1
OG0000560	XP_015437330.1, XP_015437332.1, XP_015437333.1	XP_017878975.1, XP_026668816.1, XP_026668820.1, XP_026668819.1, XP_026668818.1, XP_026668817.1, XP_026668822.1, XP_026668821.1
OG0000561	XP_015428702.1	XP_017877585.1, XP_017877587.1, XP_026668180.1, XP_017877586.1
OG0000562	XP_015432197.1	XP_026668115.1
OG0000564	XP_015439409.1	XP_026674102.1, XP_017889494.1, XP_017889491.1, XP_017889492.1
OG0000565	XP_015433175.1, XP_015433176.1	XP_017889817.1
OG0000566	XP_015437892.1	XP_017878159.1, XP_026668411.1, XP_026668410.1
OG0000567	XP_015438232.1	XP_017885885.1
OG0000568	XP_015437465.1	XP_026666565.1, XP_017893132.1, XP_017893129.1
OG0000569	XP_015435737.1, XP_015434421.1, XP_015434434.1	XP_026670674.1, XP_017885741.1
OG0000570	XP_015432837.1	XP_026669133.1
OG0000571	XP_015439532.1, XP_015433009.1	XP_017890809.1
OG0000572	XP_015438101.1	XP_017889750.1
OG0000573	XP_015429044.1	XP_017884262.1, XP_017884263.1
OG0000574	XP_015431992.1	XP_017888946.1
OG0000575	XP_015437743.1, XP_015437744.1, XP_015437746.1, XP_015437745.1, XP_015437742.1	XP_026674531.1
OG0000576	XP_015433181.1	XP_017889463.1, XP_017889465.1, XP_026673966.1
OG0000577	XP_015429172.1	XP_017890733.1
OG0000578	XP_015432092.1	XP_017887182.1, XP_026674767.1, XP_017892140.2
OG0000579	XP_015430314.1, XP_015430315.1	XP_026670611.1, XP_017882547.1
OG0000580	XP_015429654.1, XP_015433443.1	XP_017876390.1
OG0000583	XP_015440179.1	XP_017878064.1
OG0000583	XP_015438227.1	XP_017881454.1
OG0000584	XP_015434629.1	XP_026673949.1, XP_026673952.1, XP_026673951.1, XP_026673956.1
OG0000585	XP_015430580.1	XP_026667444.1
OG0000586	XP_015432049.1, XP_015432051.1, XP_015432050.1, XP_015432048.1	XP_026674859.1, XP_017891160.1
OG0000587	XP_015435564.1	XP_017883752.1, XP_017883754.1
OG0000588	XP_015429797.1	XP_026673130.1
OG0000589	XP_015429335.1	XP_017887280.1
OG0000590	XP_015432222.1	XP_017884171.1
OG0000591	XP_015433666.1, XP_015433665.1, XP_015433664.1	XP_026669662.1, XP_017880741.1, XP_017880743.1, XP_017880742.1
OG0000592	XP_015434141.1	XP_017875456.1, XP_017875458.1
OG0000594	XP_015435260.1	XP_017875205.1
OG0000595	XP_015437348.1	XP_017890540.1, XP_017890539.1
OG0000596	XP_015439466.1	XP_017881053.1
OG0000596	XP_015439467.1	XP_017881398.1
OG0000597	XP_015428607.1	XP_017890364.1, XP_017890363.1, XP_017890362.1
OG0000598	XP_015436658.1, XP_015436659.1, XP_015436660.1	XP_017877173.1
OG0000599	XP_015430977.1, XP_015430978.1	XP_026669298.1, XP_026669297.1, XP_026669296.1, XP_026669294.1, XP_026669295.1, XP_017880060.1, XP_026669293.1, XP_026669300.1
OG0000600	XP_015431168.1	XP_017883297.1
OG0000601	XP_015439897.1, XP_015439895.1	XP_017883572.1
OG0000602	XP_015432188.1	XP_026667780.1, XP_026667784.1
OG0000603	XP_015437821.1	XP_026675560.1
OG0000604	XP_015435318.1	XP_026667270.1, XP_017875766.1, XP_026667272.1
OG0000605	XP_015430326.1	XP_017887107.1
OG0000606	XP_015431935.1	XP_017885433.1
OG0000607	XP_015438024.1	XP_017893482.1
OG0000608	XP_015430194.1	XP_017883311.1, XP_017883312.1
OG0000609	XP_015428627.1	XP_017887112.1
OG0000610	XP_015433149.1	XP_026673971.1
OG0000611	XP_015433625.1	XP_026675231.1, XP_026675228.1
OG0000612	XP_015435916.1	XP_017880599.1, XP_017880593.1
OG0000613	XP_015428422.1	XP_026667084.1, XP_026667086.1, XP_026667087.1, XP_017875365.1, XP_026667081.1, XP_026667083.1, XP_026667082.1, XP_026667085.1, XP_026667088.1, XP_026667089.1
OG0000614	XP_015436273.1	XP_026667476.1
OG0000615	XP_015434641.1	XP_017888603.1
OG0000616	XP_015434627.1	XP_017886849.1, XP_017886848.1, XP_017886850.1
OG0000617	XP_015432641.1	XP_017890921.1
OG0000618	XP_015432495.1	XP_026672517.1, XP_017886477.1, XP_017886478.1
OG0000620	XP_015431114.1	XP_017883367.1, XP_026670979.1, XP_026670978.1, XP_017883368.1
OG0000621	XP_015434075.1	XP_017884390.1
OG0000622	XP_015429109.1	XP_017880523.1
OG0000623	XP_015436551.1	XP_017892640.1
OG0000623	XP_015436549.1	XP_017892637.1
OG0000624	XP_015435474.1	XP_026668586.1
OG0000625	XP_015437318.1	XP_017890471.1, XP_017890470.1
OG0000626	XP_015437736.1	XP_017890473.1
OG0000627	XP_015428846.1	XP_017882584.1, XP_017882585.1, XP_017882586.1
OG0000628	XP_015431599.1	XP_026668316.1
OG0000629	XP_015431656.1	XP_017878836.1, XP_017878838.1, XP_017878835.1, XP_026668720.1
OG0000631	XP_015434720.1, XP_015434721.1	XP_017884155.1, XP_026671374.1
OG0000632	XP_015429761.1	XP_026667928.1, XP_017877159.1, XP_017877158.1
OG0000633	XP_015429923.1	XP_017885853.1, XP_026672326.1, XP_017885854.1
OG0000634	XP_015432714.1	XP_017886927.1, XP_026672770.1, XP_026672771.1
OG0000636	XP_015431289.1	XP_017883993.1
OG0000636	XP_015431300.1	XP_026671299.1
OG0000637	XP_015437247.1	XP_017886007.1, XP_026672283.1
OG0000638	XP_015433753.1	XP_017893335.1
OG0000639	XP_015435142.1	XP_017876379.1, XP_017876377.1, XP_017876380.1, XP_017876381.1, XP_026667534.1, XP_017876378.1
