Orthogroup	Dufourea_novaeangliae	Nomia_melanderi
OG0000251	XP_015433212.1, XP_015433213.1, XP_015433214.1	XP_031847343.1, XP_031847344.1, XP_031847345.1, XP_031847346.1, XP_031847347.1, XP_031847348.1, XP_031847342.1
OG0000252	XP_015439601.1, XP_015439599.1	XP_031825917.1, XP_031825916.1, XP_031825923.1, XP_031825918.1, XP_031825921.1, XP_031825920.1, XP_031825919.1
OG0000253	XP_015428727.1	XP_031829842.1
OG0000253	XP_015428670.1	XP_031829750.1
OG0000254	XP_015435781.1	XP_031844318.1, XP_031844319.1, XP_031844320.1, XP_031844321.1
OG0000255	XP_015439251.1	XP_031832795.1
OG0000257	XP_015434092.1, XP_015434094.1, XP_015434091.1, XP_015434090.1, XP_015434093.1	XP_031833147.1, XP_031833148.1, XP_031833144.1, XP_031833145.1
OG0000258	XP_015434468.1	XP_031826353.1, XP_031826352.1, XP_031826355.1, XP_031826354.1, XP_031826351.1
OG0000259	XP_015436712.1, XP_015436714.1, XP_015436713.1	XP_031836434.1
OG0000260	XP_015435795.1	XP_031848459.1
OG0000261	XP_015430515.1	XP_031829988.1, XP_031829989.1, XP_031829990.1
OG0000262	XP_015429586.1	XP_031845761.1
OG0000263	XP_015435613.1, XP_015435612.1	XP_031847483.1
OG0000264	XP_015438442.1, XP_015438443.1, XP_015438441.1	XP_031830742.1, XP_031830741.1, XP_031830740.1, XP_031830739.1, XP_031830738.1
OG0000265	XP_015440522.1	XP_031838556.1
OG0000266	XP_015433994.1, XP_015433993.1	XP_031832538.1, XP_031832547.1, XP_031832507.1, XP_031832528.1, XP_031832557.1, XP_031832517.1, XP_031832497.1
OG0000267	XP_015435023.1	XP_031839905.1, XP_031839904.1, XP_031839903.1, XP_031839906.1
OG0000268	XP_015432942.1, XP_015432950.1	XP_031839691.1
OG0000269	XP_015430099.1	XP_031842013.1, XP_031842014.1, XP_031842017.1, XP_031842015.1, XP_031842016.1, XP_031842012.1
OG0000271	XP_015437477.1	XP_031827916.1
OG0000272	XP_015431399.1	XP_031830412.1, XP_031830414.1, XP_031830413.1, XP_031830411.1, XP_031830408.1, XP_031830409.1, XP_031830415.1, XP_031830410.1
OG0000273	XP_015430495.1	XP_031830318.1
OG0000274	XP_015428714.1	XP_031837337.1
OG0000275	XP_015432084.1, XP_015432171.1, XP_015432170.1	XP_031827522.1
OG0000276	XP_015433084.1	XP_031837012.1, XP_031837013.1
OG0000277	XP_015432611.1	XP_031837793.1, XP_031837792.1, XP_031837790.1, XP_031837791.1
OG0000279	XP_015429328.1	XP_031848395.1, XP_031848396.1, XP_031848391.1, XP_031848390.1, XP_031848388.1, XP_031848393.1, XP_031848392.1, XP_031848394.1
OG0000280	XP_015438081.1	XP_031842427.1
OG0000281	XP_015431667.1	XP_031846090.1
OG0000282	XP_015430519.1	XP_031837510.1
OG0000283	XP_015432130.1	XP_031841340.1, XP_031841339.1, XP_031841343.1, XP_031841341.1
OG0000284	XP_015432508.1	XP_031842869.1
OG0000285	XP_015439365.1	XP_031842635.1, XP_031842636.1, XP_031842634.1, XP_031842632.1, XP_031842637.1
OG0000286	XP_015430330.1	XP_031827105.1, XP_031827108.1, XP_031827106.1, XP_031827107.1
OG0000287	XP_015438755.1	XP_031848117.1
OG0000288	XP_015440120.1	XP_031831396.1, XP_031831395.1, XP_031831398.1, XP_031831397.1, XP_031831399.1, XP_031831402.1, XP_031831401.1, XP_031831400.1
OG0000289	XP_015439048.1	XP_031832794.1, XP_031832793.1
OG0000290	XP_015429963.1	XP_031826052.1
OG0000291	XP_015433942.1	XP_031836954.1, XP_031836949.1, XP_031836950.1, XP_031836953.1, XP_031836955.1, XP_031836951.1
OG0000292	XP_015432042.1	XP_031839757.1
OG0000293	XP_015437071.1	XP_031827859.1
OG0000294	XP_015428439.1, XP_015428441.1, XP_015428440.1	XP_031827095.1, XP_031827094.1
OG0000295	XP_015429618.1	XP_031838306.1, XP_031838305.1, XP_031838308.1, XP_031838307.1
OG0000296	XP_015429506.1	XP_031838352.1, XP_031838353.1, XP_031838351.1
OG0000297	XP_015435125.1	XP_031832177.1, XP_031832178.1
OG0000298	XP_015428647.1, XP_015428648.1, XP_015428649.1	XP_031825448.1, XP_031825446.1, XP_031825447.1, XP_031825449.1
OG0000299	XP_015436446.1	XP_031835309.1
OG0000299	XP_015436448.1	XP_031835311.1
OG0000300	XP_015433923.1, XP_015433927.1	XP_031842197.1
OG0000300	XP_015433918.1, XP_015433924.1	XP_031842198.1, XP_031842190.1
OG0000301	XP_015431428.1	XP_031843828.1, XP_031843830.1, XP_031843829.1
OG0000302	XP_015432439.1	XP_031842773.1, XP_031842772.1
OG0000303	XP_015430976.1	XP_031829748.1
OG0000305	XP_015440094.1	XP_031833818.1, XP_031833817.1, XP_031833815.1
OG0000306	XP_015428777.1, XP_015428776.1, XP_015428775.1	XP_031829839.1, XP_031829840.1
OG0000307	XP_015434584.1	XP_031828056.1, XP_031828047.1
OG0000308	XP_015430659.1	XP_031832463.1, XP_031832464.1
OG0000309	XP_015432975.1	XP_031847599.1, XP_031847598.1, XP_031847597.1, XP_031847596.1, XP_031847593.1, XP_031847594.1, XP_031847595.1, XP_031847600.1
OG0000310	XP_015430325.1, XP_015430342.1, XP_015430334.1	XP_031843972.1, XP_031843974.1, XP_031843973.1, XP_031843975.1
OG0000311	XP_015438056.1	XP_031832251.1
OG0000312	XP_015438781.1	XP_031838239.1, XP_031848835.1
OG0000312	XP_015430767.1	XP_031842068.1, XP_031842067.1
OG0000313	XP_015439500.1	XP_031845408.1, XP_031845462.1, XP_031845453.1, XP_031845341.1, XP_031845351.1, XP_031845379.1, XP_031845370.1, XP_031845444.1, XP_031845437.1, XP_031845428.1, XP_031845360.1, XP_031845388.1, XP_031845398.1, XP_031845418.1
OG0000314	XP_015436531.1	XP_031838473.1, XP_031838474.1, XP_031838475.1
OG0000315	XP_015436528.1	XP_031850026.1, XP_031850028.1, XP_031850029.1
OG0000316	XP_015435697.1	XP_031846224.1
OG0000317	XP_015433752.1	XP_031826359.1, XP_031826358.1, XP_031826356.1
OG0000318	XP_015438126.1	XP_031828142.1, XP_031828143.1, XP_031828144.1, XP_031828145.1, XP_031828146.1, XP_031828151.1, XP_031828150.1, XP_031828149.1, XP_031828148.1, XP_031828147.1, XP_031828141.1
OG0000319	XP_015430668.1, XP_015430669.1, XP_015430670.1	XP_031845382.1
OG0000320	XP_015437541.1	XP_031830869.1, XP_031830868.1, XP_031830867.1
OG0000321	XP_015440019.1, XP_015440020.1	XP_031833445.1
OG0000323	XP_015433466.1, XP_015433467.1, XP_015433468.1, XP_015432613.1	XP_031849116.1, XP_031849117.1, XP_031849133.1
OG0000324	XP_015431925.1	XP_031827571.1
OG0000326	XP_015438960.1	XP_031833027.1, XP_031833026.1, XP_031833028.1, XP_031833031.1, XP_031833030.1, XP_031833029.1, XP_031833032.1
OG0000327	XP_015434133.1	XP_031829646.1, XP_031829645.1, XP_031829647.1
OG0000328	XP_015433558.1, XP_015433554.1	XP_031825263.1, XP_031826128.1
OG0000329	XP_015431794.1	XP_031846051.1, XP_031846050.1, XP_031846049.1
OG0000330	XP_015437689.1	XP_031840021.1
OG0000330	XP_015437691.1	XP_031840023.1
OG0000330	XP_015437690.1	XP_031840022.1
OG0000331	XP_015435728.1	XP_031837900.1
OG0000332	XP_015429639.1	XP_031845802.1, XP_031845803.1, XP_031845804.1
OG0000333	XP_015430996.1	XP_031836538.1
OG0000334	XP_015439163.1	XP_031837757.1
OG0000335	XP_015431214.1	XP_031840076.1
OG0000336	XP_015432184.1, XP_015432185.1, XP_015432183.1	XP_031841541.1, XP_031841542.1
OG0000337	XP_015431478.1	XP_031844486.1, XP_031844488.1, XP_031844487.1, XP_031844490.1, XP_031844491.1
OG0000338	XP_015429658.1	XP_031828878.1
OG0000339	XP_015433439.1	XP_031831151.1
OG0000340	XP_015437485.1	XP_031829947.1
OG0000341	XP_015439651.1	XP_031833495.1, XP_031833497.1
OG0000342	XP_015439003.1	XP_031832791.1, XP_031832789.1, XP_031832790.1
OG0000343	XP_015438467.1, XP_015438468.1	XP_031847815.1, XP_031847813.1, XP_031847814.1
OG0000344	XP_015435527.1	XP_031849947.1, XP_031849948.1, XP_031849945.1, XP_031849946.1, XP_031849943.1, XP_031849944.1
OG0000345	XP_015436177.1, XP_015436178.1	XP_031839873.1
OG0000347	XP_015437148.1	XP_031846780.1, XP_031846779.1, XP_031846778.1, XP_031846777.1
OG0000348	XP_015436644.1, XP_015436647.1	XP_031848940.1
OG0000349	XP_015437004.1	XP_031828926.1, XP_031828925.1, XP_031828924.1, XP_031828921.1, XP_031828922.1
OG0000350	XP_015437721.1	XP_031849230.1, XP_031849233.1, XP_031849232.1, XP_031849231.1, XP_031849235.1
OG0000351	XP_015440518.1, XP_015436583.1, XP_015440435.1	XP_031850184.1
OG0000352	XP_015440215.1	XP_031829287.1, XP_031829286.1, XP_031829288.1
OG0000353	XP_015432987.1	XP_031832456.1, XP_031832457.1, XP_031832459.1
OG0000354	XP_015435313.1, XP_015435305.1, XP_015435314.1	XP_031839180.1
OG0000355	XP_015440190.1, XP_015440189.1	XP_031825303.1
OG0000356	XP_015439705.1	XP_031833426.1, XP_031833427.1, XP_031833424.1, XP_031833429.1, XP_031833428.1
OG0000357	XP_015440001.1	XP_031831410.1, XP_031831411.1, XP_031831408.1, XP_031831409.1
OG0000358	XP_015439013.1	XP_031848056.1, XP_031848054.1, XP_031848055.1, XP_031848061.1
OG0000359	XP_015437849.1, XP_015434582.1, XP_015434937.1	XP_031837901.1
OG0000360	XP_015432821.1	XP_031839309.1, XP_031839308.1
OG0000361	XP_015434386.1	XP_031826009.1
OG0000361	XP_015434389.1	XP_031826008.1
OG0000362	XP_015428740.1	XP_031829798.1
OG0000363	XP_015430935.1	XP_031829770.1, XP_031829779.1, XP_031829796.1, XP_031829787.1
OG0000364	XP_015432602.1	XP_031833286.1
OG0000365	XP_015434622.1	XP_031827412.1
OG0000366	XP_015433595.1	XP_031844389.1
OG0000367	XP_015431910.1	XP_031837251.1, XP_031837250.1, XP_031837249.1
OG0000368	XP_015432834.1	XP_031839197.1
OG0000369	XP_015433953.1	XP_031832659.1
OG0000370	XP_015437639.1	XP_031835894.1, XP_031835896.1, XP_031835895.1
OG0000371	XP_015432762.1	XP_031827010.1, XP_031827011.1, XP_031827013.1, XP_031827007.1, XP_031827008.1, XP_031827009.1, XP_031827012.1
OG0000372	XP_015440030.1, XP_015440029.1	XP_031831416.1, XP_031831417.1, XP_031831418.1
OG0000375	XP_015440451.1	XP_031835789.1, XP_031835791.1, XP_031835790.1
OG0000376	XP_015439582.1	XP_031845838.1
OG0000377	XP_015438430.1	XP_031830816.1, XP_031830818.1, XP_031830817.1
OG0000378	XP_015434715.1	XP_031846276.1
OG0000379	XP_015432039.1	XP_031836436.1
OG0000380	XP_015434948.1	XP_031839949.1, XP_031839952.1, XP_031839948.1, XP_031839951.1, XP_031839953.1, XP_031839954.1, XP_031839950.1
OG0000381	XP_015438304.1	XP_031827938.1
OG0000382	XP_015436001.1	XP_031832194.1, XP_031832193.1, XP_031832196.1, XP_031832195.1
OG0000383	XP_015438675.1	XP_031850152.1, XP_031850143.1, XP_031850178.1, XP_031850161.1, XP_031850187.1, XP_031850169.1
OG0000384	XP_015431131.1	XP_031837941.1, XP_031837940.1
OG0000385	XP_015437447.1	XP_031837194.1, XP_031837193.1
OG0000386	XP_015430528.1	XP_031829896.1, XP_031829894.1
OG0000387	XP_015439589.1	XP_031835944.1, XP_031835943.1, XP_031835949.1, XP_031835950.1, XP_031835947.1, XP_031835948.1, XP_031835946.1, XP_031835945.1
OG0000388	XP_015428650.1	XP_031832339.1
OG0000389	XP_015430382.1, XP_015430381.1	XP_031827170.1, XP_031827171.1, XP_031827172.1, XP_031827173.1
OG0000390	XP_015432329.1	XP_031848984.1
OG0000391	XP_015436519.1, XP_015436621.1	XP_031828907.1
OG0000392	XP_015439605.1, XP_015439606.1, XP_015439604.1	XP_031845487.1, XP_031845486.1, XP_031845485.1
OG0000393	XP_015438460.1, XP_015438459.1	XP_031847773.1
OG0000394	XP_015438883.1, XP_015438882.1	XP_031835644.1
OG0000395	XP_015437554.1, XP_015437553.1	XP_031845765.1, XP_031845747.1, XP_031845737.1, XP_031845756.1, XP_031845726.1
OG0000396	XP_015436664.1	XP_031825964.1, XP_031825963.1, XP_031825965.1, XP_031825962.1
OG0000397	XP_015432744.1, XP_015432743.1, XP_015432742.1	XP_031826747.1
OG0000398	XP_015440167.1	XP_031846610.1, XP_031846609.1
OG0000399	XP_015435467.1	XP_031839392.1, XP_031839394.1
OG0000400	XP_015432954.1	XP_031827331.1, XP_031827332.1, XP_031827329.1, XP_031827330.1, XP_031827335.1, XP_031827336.1, XP_031827334.1
OG0000401	XP_015437884.1, XP_015430402.1	XP_031834007.1, XP_031834006.1, XP_031834008.1
OG0000402	XP_015434309.1	XP_031848343.1
OG0000403	XP_015432328.1, XP_015432303.1	XP_031827662.1
OG0000403	XP_015432304.1	XP_031827664.1
OG0000404	XP_015438704.1, XP_015438693.1	XP_031827591.1, XP_031827577.1, XP_031827590.1
OG0000406	XP_015433964.1	XP_031839775.1, XP_031839769.1
OG0000407	XP_015428711.1, XP_015428696.1, XP_015428704.1	XP_031829185.1
OG0000409	XP_015429551.1	XP_031838336.1, XP_031838335.1, XP_031838333.1, XP_031838332.1, XP_031838331.1
OG0000410	XP_015430577.1	XP_031830072.1, XP_031830071.1, XP_031830074.1, XP_031830073.1, XP_031830076.1, XP_031830075.1, XP_031830077.1, XP_031830070.1
OG0000412	XP_015438592.1	XP_031841229.1, XP_031841230.1, XP_031841227.1, XP_031841228.1, XP_031841234.1, XP_031841233.1, XP_031841236.1, XP_031841235.1, XP_031841231.1
OG0000413	XP_015438862.1	XP_031835720.1, XP_031835716.1, XP_031835715.1, XP_031835719.1, XP_031835712.1, XP_031835711.1, XP_031835710.1, XP_031835709.1, XP_031835718.1, XP_031835717.1, XP_031835714.1
OG0000414	XP_015428672.1	XP_031846386.1
OG0000415	XP_015440486.1	XP_031850182.1
OG0000416	XP_015432779.1, XP_015432778.1	XP_031826811.1, XP_031826808.1, XP_031826810.1, XP_031826809.1
OG0000417	XP_015428538.1	XP_031827685.1, XP_031827680.1, XP_031827682.1
OG0000418	XP_015433594.1	XP_031844401.1
OG0000419	XP_015432643.1	XP_031838615.1, XP_031838617.1, XP_031838611.1, XP_031838614.1, XP_031838613.1, XP_031838609.1, XP_031838610.1, XP_031838616.1
OG0000420	XP_015432979.1	XP_031847196.1, XP_031847195.1
OG0000421	XP_015437313.1	XP_031835620.1, XP_031835618.1, XP_031835617.1, XP_031835616.1, XP_031835622.1, XP_031835621.1
OG0000422	XP_015438217.1	XP_031840492.1, XP_031840490.1, XP_031840491.1
OG0000423	XP_015433383.1, XP_015433382.1	XP_031847688.1
OG0000424	XP_015435885.1	XP_031836826.1, XP_031836827.1
OG0000426	XP_015439712.1	XP_031846619.1
OG0000427	XP_015430209.1	XP_031848859.1
OG0000428	XP_015432930.1	XP_031839765.1, XP_031839764.1
OG0000428	XP_015432119.1	XP_031839664.1
OG0000429	XP_015440193.1	XP_031850472.1, XP_031850470.1, XP_031850471.1
OG0000430	XP_015431157.1	XP_031838059.1
OG0000430	XP_015431186.1	XP_031838077.1
OG0000431	XP_015439206.1	XP_031832667.1
OG0000432	XP_015437815.1	XP_031847232.1
OG0000433	XP_015437472.1, XP_015437475.1	XP_031830362.1
OG0000433	XP_015437482.1	XP_031830359.1
OG0000434	XP_015432255.1	XP_031841595.1, XP_031841589.1, XP_031841592.1, XP_031841591.1, XP_031841594.1, XP_031841593.1, XP_031841590.1
OG0000435	XP_015435593.1, XP_015435619.1	XP_031844857.1
OG0000436	XP_015430282.1	XP_031826741.1, XP_031826743.1
OG0000437	XP_015433620.1	XP_031830089.1
OG0000438	XP_015428705.1	XP_031841108.1, XP_031841111.1, XP_031841110.1, XP_031841105.1, XP_031841107.1, XP_031841106.1, XP_031841112.1, XP_031841109.1
OG0000439	XP_015431088.1	XP_031843682.1, XP_031843681.1
OG0000440	XP_015435743.1	XP_031835406.1
OG0000441	XP_015430275.1	XP_031827097.1, XP_031827096.1
OG0000442	XP_015433626.1	XP_031836877.1
OG0000443	XP_015429610.1	XP_031838365.1, XP_031838364.1
OG0000444	XP_015439000.1, XP_015439001.1	XP_031845887.1
OG0000445	XP_015432294.1	XP_031827747.1
OG0000446	XP_015433248.1	XP_031831495.1
OG0000447	XP_015434626.1	XP_031841351.1, XP_031841352.1, XP_031841356.1, XP_031841355.1, XP_031841353.1
OG0000448	XP_015438921.1, XP_015439019.1, XP_015438919.1, XP_015438920.1	XP_031837097.1
OG0000449	XP_015438750.1	XP_031849066.1, XP_031849064.1, XP_031849065.1
OG0000450	XP_015434567.1	XP_031847247.1
OG0000451	XP_015434121.1	XP_031848559.1, XP_031848553.1, XP_031848552.1, XP_031848551.1, XP_031848558.1, XP_031848556.1, XP_031848554.1, XP_031848555.1, XP_031848560.1
OG0000452	XP_015437567.1, XP_015437566.1	XP_031841801.1, XP_031841799.1, XP_031841800.1, XP_031841798.1
OG0000453	XP_015437481.1	XP_031830504.1, XP_031830486.1, XP_031830495.1, XP_031830477.1
OG0000454	XP_015435554.1	XP_031829087.1, XP_031829088.1
OG0000455	XP_015432162.1	XP_031827559.1
OG0000456	XP_015437761.1	XP_031849312.1, XP_031849313.1
OG0000457	XP_015437296.1	XP_031835584.1
OG0000458	XP_015431625.1	XP_031845600.1
OG0000459	XP_015430723.1, XP_015430726.1, XP_015430725.1, XP_015430724.1	XP_031845012.1
OG0000460	XP_015439987.1, XP_015439986.1, XP_015439985.1	XP_031833919.1
OG0000461	XP_015429427.1	XP_031826320.1, XP_031826318.1, XP_031826319.1, XP_031826317.1, XP_031826315.1, XP_031826314.1
OG0000462	XP_015430844.1	XP_031845081.1, XP_031845080.1
OG0000463	XP_015429808.1	XP_031841977.1, XP_031841976.1
OG0000464	XP_015439143.1	XP_031845851.1, XP_031845852.1
OG0000465	XP_015438589.1, XP_015438588.1	XP_031830980.1, XP_031830979.1, XP_031830981.1
OG0000466	XP_015434734.1	XP_031849672.1
OG0000467	XP_015436302.1	XP_031835120.1
OG0000468	XP_015433166.1	XP_031847296.1
OG0000469	XP_015435418.1	XP_031844738.1
OG0000470	XP_015434573.1	XP_031835080.1, XP_031835079.1, XP_031835078.1, XP_031835077.1, XP_031835082.1
OG0000471	XP_015440332.1	XP_031833179.1, XP_031833182.1, XP_031833180.1, XP_031833183.1
OG0000472	XP_015440109.1	XP_031831611.1, XP_031831612.1, XP_031831613.1, XP_031831614.1, XP_031831615.1, XP_031831616.1, XP_031831610.1, XP_031831617.1
OG0000473	XP_015431968.1	XP_031836446.1
OG0000473	XP_015432044.1	XP_031836437.1
OG0000474	XP_015433442.1, XP_015433436.1	XP_031830042.1
OG0000475	XP_015436502.1	XP_031847023.1
OG0000476	XP_015428633.1	XP_031840044.1
OG0000478	XP_015432670.1	XP_031827100.1
OG0000479	XP_015435212.1	XP_031836045.1, XP_031836046.1, XP_031836044.1, XP_031836043.1, XP_031836055.1, XP_031836054.1
OG0000480	XP_015440017.1	XP_031831792.1, XP_031831793.1, XP_031831794.1, XP_031831795.1
OG0000481	XP_015436145.1	XP_031839132.1
OG0000482	XP_015429094.1	XP_031836096.1, XP_031848965.1, XP_031836082.1
OG0000482	XP_015429075.1	XP_031835549.1
OG0000483	XP_015437667.1	XP_031835822.1
OG0000487	XP_015433233.1	XP_031848178.1
OG0000487	XP_015433232.1	XP_031848240.1
OG0000488	XP_015438966.1	XP_031832597.1, XP_031832596.1, XP_031832595.1, XP_031832598.1
OG0000490	XP_015435289.1, XP_015435288.1, XP_015435286.1, XP_015435285.1, XP_015435290.1	XP_031839104.1, XP_031839105.1
OG0000491	XP_015428726.1	XP_031829744.1, XP_031829801.1
OG0000492	XP_015431874.1	XP_031836310.1
OG0000492	XP_015431820.1	XP_031836308.1
OG0000494	XP_015433780.1, XP_015433779.1	XP_031843526.1, XP_031843549.1, XP_031843535.1
OG0000495	XP_015437432.1	XP_031836159.1
OG0000496	XP_015431387.1, XP_015431388.1, XP_015431389.1	XP_031830420.1, XP_031830419.1, XP_031830418.1, XP_031830417.1
OG0000497	XP_015438367.1	XP_031830685.1
OG0000498	XP_015437195.1	XP_031838851.1
OG0000499	XP_015437387.1, XP_015437388.1, XP_015437390.1	XP_031850297.1, XP_031850296.1
OG0000500	XP_015431707.1	XP_031837928.1, XP_031837929.1, XP_031837930.1, XP_031837931.1, XP_031837932.1, XP_031837926.1, XP_031837927.1, XP_031837924.1, XP_031837925.1, XP_031837922.1, XP_031837923.1, XP_031837921.1
OG0000501	XP_015436351.1	XP_031841942.1
OG0000502	XP_015437034.1	XP_031849770.1, XP_031849773.1, XP_031849772.1
OG0000503	XP_015430909.1	XP_031830931.1
OG0000504	XP_015428464.1	XP_031837653.1
OG0000505	XP_015432903.1, XP_015432902.1, XP_015432901.1	XP_031849581.1, XP_031849592.1, XP_031846850.1
OG0000506	XP_015430513.1, XP_015430512.1	XP_031829874.1, XP_031829875.1, XP_031829878.1, XP_031829876.1
OG0000507	XP_015435755.1	XP_031846301.1
OG0000508	XP_015438942.1	XP_031836592.1
OG0000509	XP_015436329.1	XP_031835289.1, XP_031835288.1
OG0000510	XP_015431719.1	XP_031845978.1
OG0000511	XP_015439675.1	XP_031833783.1
OG0000512	XP_015430057.1, XP_015430058.1	XP_031826160.1
OG0000513	XP_015428998.1	XP_031844927.1
OG0000514	XP_015434410.1	XP_031846751.1, XP_031846752.1
OG0000515	XP_015430260.1	XP_031827068.1, XP_031827067.1
OG0000516	XP_015440060.1	XP_031831423.1, XP_031831424.1, XP_031831425.1, XP_031831426.1, XP_031831432.1, XP_031831431.1, XP_031831430.1, XP_031831429.1, XP_031831428.1, XP_031831427.1, XP_031831433.1
OG0000517	XP_015430445.1, XP_015430444.1, XP_015430443.1	XP_031830106.1
OG0000518	XP_015434705.1	XP_031849963.1
OG0000519	XP_015436300.1	XP_031838008.1
OG0000520	XP_015439810.1	XP_031825472.1, XP_031825473.1, XP_031825474.1, XP_031825475.1, XP_031825476.1, XP_031825477.1, XP_031825470.1
OG0000521	XP_015438358.1	XP_031830549.1, XP_031830548.1, XP_031830551.1, XP_031830550.1, XP_031830553.1, XP_031830552.1, XP_031830555.1, XP_031830554.1, XP_031830547.1, XP_031830556.1
OG0000522	XP_015430238.1	XP_031837106.1
OG0000523	XP_015434899.1	XP_031829512.1, XP_031829511.1
OG0000524	XP_015430963.1, XP_015430962.1, XP_015430964.1	XP_031829294.1, XP_031829271.1, XP_031829289.1, XP_031829303.1, XP_031829281.1
OG0000525	XP_015431581.1, XP_015431580.1, XP_015431579.1, XP_015431578.1	XP_031849596.1, XP_031849598.1, XP_031849597.1
OG0000526	XP_015440248.1, XP_015440249.1	XP_031833715.1, XP_031833714.1, XP_031833717.1, XP_031833716.1, XP_031833722.1, XP_031833721.1, XP_031833720.1, XP_031833719.1
OG0000527	XP_015433380.1	XP_031833565.1
OG0000528	XP_015435545.1	XP_031838501.1, XP_031838502.1, XP_031838499.1, XP_031838500.1
OG0000529	XP_015432216.1	XP_031841493.1
OG0000530	XP_015440418.1	XP_031834513.1, XP_031834510.1, XP_031834512.1, XP_031834511.1
OG0000531	XP_015438810.1	XP_031849414.1
OG0000531	XP_015438807.1	XP_031849412.1
OG0000532	XP_015428756.1, XP_015428757.1	XP_031846505.1, XP_031846504.1, XP_031846512.1, XP_031846509.1, XP_031846508.1, XP_031846507.1, XP_031846510.1, XP_031846511.1, XP_031846506.1
OG0000533	XP_015433990.1	XP_031848900.1
OG0000534	XP_015436922.1	XP_031829309.1
