Orthogroup	Dufourea_novaeangliae	Megalopta_genalis
OG0000300	XP_015433923.1, XP_015433927.1	XP_033321400.1
OG0000300	XP_015433918.1, XP_015433924.1	XP_033321397.1, XP_033321401.1
OG0000301	XP_015431428.1	XP_033325773.1, XP_033325772.1, XP_033325770.1, XP_033325771.1, XP_033325774.1
OG0000302	XP_015432439.1	XP_033324795.1, XP_033324797.1
OG0000303	XP_015430976.1	XP_033337545.1
OG0000304	XP_015431178.1	XP_033329048.1, XP_033329049.1
OG0000305	XP_015440094.1	XP_033331139.1, XP_033331140.1, XP_033331137.1, XP_033331136.1, XP_033331138.1
OG0000306	XP_015428777.1, XP_015428776.1, XP_015428775.1	XP_033327365.1, XP_033327366.1, XP_033327363.1, XP_033327364.1
OG0000307	XP_015434584.1	XP_033322532.1, XP_033322531.1, XP_033322530.1
OG0000308	XP_015430659.1	XP_033341415.1, XP_033341416.1, XP_033341414.1, XP_033341417.1
OG0000309	XP_015432975.1	XP_033328522.1, XP_033328523.1
OG0000310	XP_015430325.1, XP_015430342.1, XP_015430334.1	XP_033340048.1
OG0000311	XP_015438056.1	XP_033339126.1, XP_033339125.1, XP_033339124.1, XP_033339123.1, XP_033339122.1
OG0000312	XP_015430767.1	XP_033323053.1, XP_033342091.1
OG0000313	XP_015439500.1	XP_033326124.1, XP_033326121.1, XP_033339907.1
OG0000314	XP_015436531.1	XP_033335083.1
OG0000315	XP_015436528.1	XP_033335004.1
OG0000316	XP_015435697.1	XP_033323595.1
OG0000317	XP_015433752.1	XP_033337654.1
OG0000318	XP_015438126.1	XP_033340775.1
OG0000319	XP_015430668.1, XP_015430669.1, XP_015430670.1	XP_033327126.1, XP_033327125.1
OG0000320	XP_015437541.1	XP_033320948.1
OG0000323	XP_015433466.1, XP_015433467.1, XP_015433468.1, XP_015432613.1	XP_033329817.1, XP_033339401.1, XP_033339085.1
OG0000324	XP_015431925.1	XP_033338299.1
OG0000326	XP_015438960.1	XP_033336108.1
OG0000327	XP_015434133.1	XP_033335694.1, XP_033335695.1
OG0000328	XP_015433558.1, XP_015433554.1	XP_033330337.1, XP_033330342.1, XP_033330339.1, XP_033330341.1, XP_033330338.1
OG0000329	XP_015431794.1	XP_033329800.1, XP_033329799.1
OG0000330	XP_015437689.1	XP_033330156.1
OG0000331	XP_015435728.1	XP_033331637.1, XP_033331636.1
OG0000332	XP_015429639.1	XP_033329235.1
OG0000333	XP_015430996.1	XP_033322740.1
OG0000334	XP_015439163.1	XP_033323956.1
OG0000336	XP_015432184.1, XP_015432185.1, XP_015432183.1	XP_033332536.1
OG0000337	XP_015431478.1	XP_033339025.1
OG0000338	XP_015429658.1	XP_033338209.1, XP_033338210.1, XP_033338211.1, XP_033338212.1
OG0000339	XP_015433439.1	XP_033326083.1, XP_033326082.1, XP_033326084.1
OG0000340	XP_015437485.1	XP_033337412.1
OG0000341	XP_015439651.1	XP_033323853.1, XP_033323852.1, XP_033323851.1, XP_033323849.1, XP_033323850.1, XP_033323848.1
OG0000342	XP_015439003.1	XP_033336213.1, XP_033336214.1
OG0000343	XP_015438467.1, XP_015438468.1	XP_033331437.1
OG0000344	XP_015435527.1	XP_033334977.1, XP_033334976.1
OG0000345	XP_015436177.1, XP_015436178.1	XP_033332381.1
OG0000346	XP_015432620.1	XP_033327134.1
OG0000347	XP_015437148.1	XP_033340228.1, XP_033340229.1
OG0000348	XP_015436644.1, XP_015436647.1	XP_033324453.1, XP_033324447.1, XP_033324448.1
OG0000349	XP_015437004.1	XP_033330450.1
OG0000350	XP_015437721.1	XP_033334564.1, XP_033334563.1, XP_033334566.1, XP_033334565.1
OG0000351	XP_015440518.1, XP_015436583.1, XP_015440435.1	XP_033342522.1, XP_033342521.1, XP_033334893.1, XP_033334752.1
OG0000352	XP_015440215.1	XP_033326835.1
OG0000353	XP_015432987.1	XP_033325249.1, XP_033325247.1, XP_033325248.1
OG0000354	XP_015435313.1, XP_015435305.1, XP_015435314.1	XP_033341359.1
OG0000355	XP_015440190.1, XP_015440189.1	XP_033328198.1, XP_033328201.1, XP_033328199.1, XP_033328200.1
OG0000356	XP_015439705.1	XP_033328050.1, XP_033328048.1, XP_033328046.1, XP_033328047.1
OG0000357	XP_015440001.1	XP_033324622.1
OG0000358	XP_015439013.1	XP_033336020.1, XP_033336028.1, XP_033336031.1
OG0000359	XP_015429327.1	XP_033328398.1
OG0000359	XP_015437849.1, XP_015434582.1, XP_015434937.1	XP_033331624.1
OG0000360	XP_015432821.1	XP_033328779.1
OG0000361	XP_015434388.1	XP_033332409.1
OG0000361	XP_015434389.1	XP_033332479.1
OG0000362	XP_015428740.1	XP_033327375.1, XP_033327377.1, XP_033327376.1
OG0000363	XP_015430935.1	XP_033337643.1, XP_033337644.1
OG0000364	XP_015432602.1	XP_033336733.1
OG0000365	XP_015434622.1	XP_033331554.1, XP_033335506.1, XP_033335423.1, XP_033335422.1, XP_033335421.1, XP_033335414.1, XP_033335507.1, XP_033339400.1
OG0000366	XP_015433595.1	XP_033330160.1, XP_033330202.1, XP_033330157.1, XP_033330203.1
OG0000367	XP_015431910.1	XP_033323978.1
OG0000368	XP_015432834.1	XP_033328803.1
OG0000369	XP_015433953.1	XP_033342206.1
OG0000370	XP_015437639.1	XP_033325901.1, XP_033325900.1, XP_033325899.1, XP_033325898.1, XP_033325897.1, XP_033325895.1
OG0000371	XP_015432762.1	XP_033326379.1, XP_033326378.1, XP_033326376.1, XP_033326380.1
OG0000372	XP_015440030.1, XP_015440029.1	XP_033337171.1
OG0000375	XP_015440451.1	XP_033342842.1, XP_033342841.1, XP_033342843.1
OG0000376	XP_015439582.1	XP_033329808.1
OG0000377	XP_015438430.1	XP_033325445.1
OG0000378	XP_015434715.1	XP_033321304.1, XP_033321302.1, XP_033321303.1
OG0000379	XP_015432039.1	XP_033330961.1
OG0000380	XP_015434948.1	XP_033323629.1
OG0000381	XP_015438304.1	XP_033340766.1, XP_033340767.1, XP_033340768.1, XP_033340770.1, XP_033340771.1, XP_033340772.1
OG0000382	XP_015436001.1	XP_033329604.1, XP_033329603.1
OG0000383	XP_015438675.1	XP_033325061.1
OG0000384	XP_015431131.1	XP_033338006.1
OG0000385	XP_015437447.1	XP_033323988.1
OG0000386	XP_015430528.1	XP_033327356.1, XP_033327359.1, XP_033327355.1, XP_033327357.1, XP_033327358.1
OG0000387	XP_015439589.1	XP_033331516.1
OG0000388	XP_015428650.1	XP_033332054.1
OG0000389	XP_015430382.1, XP_015430381.1	XP_033335468.1
OG0000390	XP_015432329.1	XP_033331996.1, XP_033331997.1, XP_033331995.1
OG0000391	XP_015436519.1, XP_015436621.1	XP_033334465.1
OG0000392	XP_015439605.1, XP_015439606.1, XP_015439604.1	XP_033325808.1, XP_033325809.1
OG0000393	XP_015438460.1, XP_015438459.1	XP_033330425.1
OG0000394	XP_015438883.1, XP_015438882.1	XP_033342584.1, XP_033342583.1, XP_033342582.1, XP_033342581.1, XP_033342585.1
OG0000395	XP_015437554.1, XP_015437553.1	XP_033331374.1
OG0000396	XP_015436664.1	XP_033340416.1
OG0000397	XP_015432744.1, XP_015432743.1, XP_015432742.1	XP_033326270.1, XP_033326272.1, XP_033326273.1, XP_033326271.1, XP_033326269.1
OG0000398	XP_015440167.1	XP_033324199.1
OG0000399	XP_015435467.1	XP_033323072.1
OG0000401	XP_015437884.1, XP_015430402.1	XP_033329999.1
OG0000402	XP_015434309.1	XP_033339930.1, XP_033331189.1
OG0000403	XP_015432328.1, XP_015432303.1	XP_033331530.1, XP_033332228.1
OG0000403	XP_015432304.1	XP_033331535.1
OG0000404	XP_015438704.1, XP_015438693.1	XP_033331390.1
OG0000406	XP_015433964.1	XP_033341924.1, XP_033341920.1
OG0000407	XP_015428711.1, XP_015428696.1, XP_015428704.1	XP_033339764.1
OG0000408	XP_015437087.1	XP_033331648.1
OG0000409	XP_015429551.1	XP_033323993.1
OG0000410	XP_015430577.1	XP_033337885.1
OG0000412	XP_015438592.1	XP_033325411.1, XP_033325409.1, XP_033325410.1
OG0000413	XP_015438862.1	XP_033335112.1
OG0000414	XP_015428672.1	XP_033329936.1, XP_033329943.1
OG0000415	XP_015440486.1	XP_033334891.1, XP_033334892.1
OG0000416	XP_015432779.1, XP_015432778.1	XP_033332305.1, XP_033326332.1
OG0000417	XP_015428538.1	XP_033334509.1, XP_033334574.1
OG0000418	XP_015433594.1	XP_033330200.1, XP_033330159.1, XP_033330161.1
OG0000419	XP_015432643.1	XP_033322887.1
OG0000420	XP_015432979.1	XP_033328919.1, XP_033328918.1, XP_033328917.1
OG0000421	XP_015437313.1	XP_033342274.1
OG0000422	XP_015438217.1	XP_033340945.1
OG0000423	XP_015433383.1, XP_015433382.1	XP_033324309.1
OG0000426	XP_015439712.1	XP_033324110.1
OG0000426	XP_015439997.1	XP_033324107.1
OG0000427	XP_015430209.1	XP_033335628.1, XP_033335624.1
OG0000428	XP_015432930.1	XP_033334211.1
OG0000428	XP_015432119.1	XP_033334192.1
OG0000429	XP_015440193.1	XP_033321932.1, XP_033321928.1, XP_033321927.1, XP_033321930.1, XP_033321929.1
OG0000430	XP_015431157.1	XP_033337638.1
OG0000430	XP_015431186.1	XP_033337639.1, XP_033337640.1
OG0000431	XP_015439206.1	XP_033336300.1
OG0000432	XP_015437815.1	XP_033322655.1, XP_033322656.1, XP_033322657.1
OG0000433	XP_015437472.1, XP_015437475.1, XP_015437482.1	XP_033337321.1, XP_033337326.1
OG0000434	XP_015432255.1	XP_033332519.1
OG0000435	XP_015435593.1, XP_015435619.1	XP_033340580.1
OG0000436	XP_015430282.1	XP_033335430.1
OG0000437	XP_015433620.1	XP_033321462.1, XP_033321471.1
OG0000438	XP_015428705.1	XP_033329440.1, XP_033329441.1, XP_033329439.1
OG0000439	XP_015431088.1	XP_033337111.1
OG0000440	XP_015435743.1	XP_033322471.1, XP_033322463.1
OG0000441	XP_015430275.1	XP_033338771.1, XP_033338770.1, XP_033338772.1, XP_033338774.1, XP_033338773.1
OG0000442	XP_015433626.1	XP_033321789.1
OG0000443	XP_015429610.1	XP_033329398.1
OG0000444	XP_015439000.1, XP_015439001.1	XP_033336603.1, XP_033336602.1, XP_033336605.1, XP_033336604.1, XP_033336606.1
OG0000445	XP_015432294.1	XP_033332022.1
OG0000446	XP_015433248.1	XP_033332148.1
OG0000447	XP_015434626.1	XP_033335379.1, XP_033335381.1, XP_033335380.1, XP_033335378.1
OG0000448	XP_015438921.1, XP_015439019.1, XP_015438919.1, XP_015438920.1	XP_033323894.1, XP_033323884.1, XP_033323895.1
OG0000449	XP_015438750.1	XP_033339344.1
OG0000450	XP_015434567.1	XP_033330954.1, XP_033330953.1, XP_033330951.1
OG0000451	XP_015434121.1	XP_033335860.1, XP_033335864.1
OG0000452	XP_015437567.1, XP_015437566.1	XP_033330067.1
OG0000453	XP_015437481.1	XP_033327580.1, XP_033327582.1
OG0000454	XP_015435554.1	XP_033334725.1
OG0000455	XP_015432162.1	XP_033331342.1
OG0000456	XP_015437761.1	XP_033342293.1
OG0000457	XP_015437296.1	XP_033342252.1
OG0000458	XP_015431625.1	XP_033338049.1
OG0000459	XP_015430723.1, XP_015430726.1, XP_015430725.1, XP_015430724.1	XP_033327099.1
OG0000460	XP_015439987.1, XP_015439986.1, XP_015439985.1	XP_033328119.1, XP_033328120.1, XP_033328121.1
OG0000461	XP_015429427.1	XP_033341021.1, XP_033341022.1, XP_033341024.1, XP_033341023.1, XP_033341020.1
OG0000462	XP_015430844.1	XP_033338146.1
OG0000463	XP_015429808.1	XP_033329882.1, XP_033329891.1
OG0000464	XP_015439143.1	XP_033335765.1, XP_033335767.1
OG0000465	XP_015438589.1, XP_015438588.1	XP_033326070.1, XP_033326071.1
OG0000466	XP_015434734.1	XP_033324482.1
OG0000467	XP_015436302.1	XP_033323815.1, XP_033323813.1, XP_033323812.1, XP_033323811.1
OG0000468	XP_015433166.1	XP_033340166.1, XP_033340160.1
OG0000469	XP_015435418.1	XP_033341421.1, XP_033341420.1
OG0000470	XP_015434573.1	XP_033330388.1
OG0000471	XP_015440332.1	XP_033326415.1, XP_033326414.1
OG0000472	XP_015440109.1	XP_033333081.1, XP_033333078.1, XP_033333080.1, XP_033333082.1, XP_033333083.1
OG0000473	XP_015431968.1	XP_033331077.1
OG0000473	XP_015432044.1	XP_033323761.1
OG0000474	XP_015433442.1, XP_015433436.1	XP_033327623.1, XP_033327624.1, XP_033327625.1, XP_033327622.1
OG0000475	XP_015436502.1	XP_033324478.1
OG0000476	XP_015428633.1	XP_033323404.1
OG0000477	XP_015438926.1	XP_033336220.1
OG0000478	XP_015432670.1	XP_033338497.1, XP_033338496.1, XP_033338495.1
OG0000479	XP_015435212.1	XP_033336023.1
OG0000480	XP_015440017.1	XP_033338388.1, XP_033338386.1, XP_033338387.1
OG0000481	XP_015436145.1	XP_033334363.1, XP_033334361.1, XP_033334360.1, XP_033334364.1, XP_033334362.1
OG0000482	XP_015429094.1	XP_033342102.1
OG0000483	XP_015437667.1	XP_033331427.1
OG0000485	XP_015438100.1	XP_033335210.1
OG0000487	XP_015433233.1	XP_033324034.1
OG0000487	XP_015433232.1	XP_033324032.1
OG0000488	XP_015438966.1	XP_033336687.1, XP_033336686.1, XP_033336689.1, XP_033336688.1
OG0000489	XP_015430804.1	XP_033336806.1
OG0000490	XP_015435289.1, XP_015435288.1, XP_015435286.1, XP_015435285.1, XP_015435290.1	XP_033328821.1, XP_033328820.1, XP_033328819.1, XP_033328822.1
OG0000491	XP_015428687.1	XP_033327291.1
OG0000491	XP_015428726.1	XP_033327295.1
OG0000492	XP_015431874.1	XP_033339725.1
OG0000492	XP_015431820.1	XP_033323498.1
OG0000493	XP_015433638.1	XP_033341344.1
OG0000494	XP_015433780.1, XP_015433779.1	XP_033323371.1, XP_033323367.1, XP_033323368.1, XP_033323366.1, XP_033323370.1
OG0000495	XP_015437432.1	XP_033328577.1, XP_033328584.1, XP_033328592.1, XP_033328569.1, XP_033328552.1, XP_033328561.1
OG0000496	XP_015431387.1, XP_015431388.1, XP_015431389.1	XP_033320914.1, XP_033320915.1
OG0000497	XP_015438367.1	XP_033331623.1
OG0000498	XP_015437195.1	XP_033323695.1
OG0000499	XP_015437387.1, XP_015437388.1, XP_015437390.1	XP_033334924.1, XP_033334925.1, XP_033334923.1
OG0000500	XP_015431707.1	XP_033325038.1
OG0000501	XP_015436351.1	XP_033339991.1, XP_033339992.1, XP_033339990.1
OG0000502	XP_015437034.1	XP_033334777.1, XP_033334776.1
OG0000503	XP_015430909.1	XP_033327270.1
OG0000505	XP_015432903.1, XP_015432902.1, XP_015432901.1	XP_033341265.1
OG0000506	XP_015430513.1, XP_015430512.1	XP_033327260.1, XP_033327261.1
OG0000507	XP_015435755.1	XP_033334320.1, XP_033334321.1, XP_033334319.1
OG0000508	XP_015438942.1	XP_033336323.1
OG0000509	XP_015436329.1	XP_033331556.1, XP_033331555.1, XP_033331558.1
OG0000510	XP_015431719.1	XP_033323475.1, XP_033323476.1, XP_033323474.1
OG0000511	XP_015439675.1	XP_033328156.1
OG0000512	XP_015430057.1, XP_015430058.1	XP_033328367.1, XP_033328368.1
OG0000513	XP_015428998.1	XP_033330601.1, XP_033330603.1, XP_033330602.1
OG0000514	XP_015434410.1	XP_033323042.1, XP_033323041.1, XP_033323038.1, XP_033323037.1, XP_033323040.1, XP_033323039.1, XP_033323043.1
OG0000515	XP_015430260.1	XP_033338473.1
OG0000516	XP_015440060.1	XP_033323892.1
OG0000517	XP_015430445.1, XP_015430444.1, XP_015430443.1	XP_033327574.1, XP_033327573.1, XP_033327571.1
OG0000518	XP_015434705.1	XP_033324533.1, XP_033324536.1, XP_033324535.1, XP_033324534.1
OG0000519	XP_015436300.1	XP_033332722.1, XP_033332721.1
OG0000520	XP_015439810.1	XP_033324358.1, XP_033324355.1, XP_033324357.1
OG0000521	XP_015438358.1	XP_033325871.1
OG0000522	XP_015430238.1	XP_033336245.1
OG0000523	XP_015434899.1	XP_033330584.1, XP_033330587.1
OG0000524	XP_015430963.1, XP_015430962.1, XP_015430964.1	XP_033337303.1, XP_033337302.1
OG0000525	XP_015431581.1, XP_015431580.1, XP_015431579.1, XP_015431578.1	XP_033329897.1
OG0000526	XP_015440248.1, XP_015440249.1	XP_033327764.1, XP_033327763.1
OG0000527	XP_015433380.1	XP_033337238.1
OG0000528	XP_015435545.1	XP_033335037.1
OG0000529	XP_015432216.1	XP_033338397.1, XP_033338396.1, XP_033338393.1, XP_033338392.1, XP_033338394.1, XP_033338395.1
OG0000530	XP_015440418.1	XP_033326698.1, XP_033326699.1
OG0000531	XP_015438810.1	XP_033342575.1
OG0000531	XP_015438807.1	XP_033342572.1
OG0000532	XP_015428756.1, XP_015428757.1	XP_033337673.1
OG0000533	XP_015433990.1	XP_033341863.1, XP_033341862.1
OG0000534	XP_015436922.1	XP_033327119.1
OG0000535	XP_015440021.1	XP_033327975.1
OG0000536	XP_015430118.1, XP_015430121.1	XP_033326235.1, XP_033326236.1
OG0000537	XP_015435369.1	XP_033341123.1
OG0000538	XP_015433063.1, XP_015433061.1	XP_033328931.1, XP_033328934.1
OG0000538	XP_015433067.1	XP_033328935.1
OG0000539	XP_015438176.1	XP_033330137.1, XP_033330146.1
OG0000540	XP_015439543.1	XP_033333703.1, XP_033333704.1
OG0000541	XP_015429710.1	XP_033331700.1
OG0000541	XP_015429686.1	XP_033326006.1
OG0000542	XP_015429244.1	XP_033329591.1, XP_033329586.1, XP_033329587.1, XP_033329589.1, XP_033329588.1
OG0000543	XP_015439579.1	XP_033325807.1, XP_033325805.1, XP_033325806.1
OG0000545	XP_015430216.1	XP_033330788.1, XP_033330791.1
OG0000546	XP_015434883.1	XP_033339919.1
OG0000547	XP_015429407.1, XP_015429406.1	XP_033327442.1, XP_033327445.1, XP_033327444.1, XP_033327443.1
OG0000548	XP_015435352.1	XP_033328742.1, XP_033328741.1, XP_033328743.1
OG0000549	XP_015431864.1	XP_033342153.1, XP_033342150.1, XP_033342151.1, XP_033342147.1, XP_033342149.1, XP_033342145.1, XP_033342146.1, XP_033342154.1, XP_033342152.1
OG0000550	XP_015434268.1, XP_015434218.1	XP_033321872.1
OG0000551	XP_015429785.1	XP_033321267.1, XP_033340094.1, XP_033340095.1
OG0000552	XP_015439656.1	XP_033335580.1, XP_033335582.1
OG0000553	XP_015431062.1	XP_033333478.1
OG0000554	XP_015438906.1	XP_033340076.1, XP_033340075.1, XP_033340077.1
OG0000555	XP_015429495.1	XP_033330404.1, XP_033330407.1, XP_033330406.1
OG0000556	XP_015431135.1	XP_033339239.1, XP_033339240.1
OG0000557	XP_015438541.1	XP_033325640.1, XP_033325641.1, XP_033325642.1
OG0000558	XP_015428951.1	XP_033331450.1, XP_033331451.1, XP_033331452.1
OG0000559	XP_015437374.1	XP_033342772.1, XP_033342776.1, XP_033342774.1, XP_033342773.1
OG0000560	XP_015437330.1, XP_015437332.1, XP_015437333.1	XP_033342357.1
OG0000561	XP_015428702.1	XP_033332966.1
OG0000562	XP_015432197.1	XP_033338654.1
OG0000563	XP_015437439.1, XP_015437438.1, XP_015437441.1, XP_015437440.1, XP_015437443.1, XP_015437437.1	XP_033328616.1
OG0000564	XP_015439409.1	XP_033324671.1
OG0000565	XP_015433175.1, XP_015433176.1	XP_033342822.1, XP_033342829.1, XP_033342815.1
OG0000566	XP_015437892.1	XP_033324854.1
OG0000567	XP_015438232.1	XP_033331893.1
OG0000568	XP_015437465.1	XP_033328303.1
OG0000569	XP_015435737.1, XP_015434421.1, XP_015434434.1	XP_033332962.1
OG0000570	XP_015432837.1	XP_033328804.1
OG0000571	XP_015439532.1, XP_015433009.1	XP_033328879.1, XP_033328878.1, XP_033328877.1
OG0000572	XP_015438101.1	XP_033324811.1, XP_033324804.1
OG0000573	XP_015429044.1	XP_033321525.1
OG0000574	XP_015431992.1	XP_033322324.1, XP_033322238.1, XP_033322154.1
OG0000575	XP_015437743.1, XP_015437744.1, XP_015437746.1, XP_015437745.1, XP_015437742.1	XP_033334927.1
OG0000576	XP_015433181.1	XP_033324989.1, XP_033324988.1, XP_033324990.1
OG0000577	XP_015429172.1	XP_033321524.1
OG0000578	XP_015432092.1	XP_033335371.1, XP_033335370.1, XP_033335369.1, XP_033335368.1, XP_033335367.1, XP_033335366.1, XP_033335364.1, XP_033335363.1, XP_033335373.1, XP_033335372.1, XP_033335362.1
OG0000579	XP_015430314.1, XP_015430315.1	XP_033338637.1
OG0000582	XP_015433444.1	XP_033320863.1
OG0000583	XP_015440179.1	XP_033339734.1
OG0000583	XP_015438227.1	XP_033330269.1
OG0000584	XP_015434629.1	XP_033322533.1, XP_033322534.1
OG0000586	XP_015432049.1, XP_015432051.1, XP_015432050.1, XP_015432048.1	XP_033327740.1, XP_033327739.1
OG0000588	XP_015429797.1	XP_033340389.1
OG0000588	XP_015429795.1	XP_033340386.1
OG0000589	XP_015429335.1	XP_033331196.1
OG0000590	XP_015432222.1	XP_033337888.1, XP_033337880.1
OG0000591	XP_015433666.1, XP_015433665.1, XP_015433664.1	XP_033339010.1, XP_033339012.1, XP_033339011.1
OG0000592	XP_015434141.1	XP_033336441.1
OG0000594	XP_015435260.1	XP_033328580.1
OG0000595	XP_015437348.1	XP_033343065.1, XP_033343062.1, XP_033343066.1, XP_033343063.1, XP_033343064.1
OG0000596	XP_015439466.1	XP_033339242.1
OG0000596	XP_015439467.1	XP_033339241.1
OG0000597	XP_015428607.1	XP_033332020.1, XP_033332021.1
OG0000598	XP_015436658.1, XP_015436659.1, XP_015436660.1	XP_033325219.1
OG0000599	XP_015430977.1, XP_015430978.1	XP_033337964.1, XP_033337963.1
OG0000600	XP_015431168.1	XP_033327725.1
OG0000601	XP_015439897.1, XP_015439895.1	XP_033333926.1
OG0000603	XP_015437821.1	XP_033326430.1
OG0000604	XP_015435318.1	XP_033341141.1
OG0000605	XP_015430326.1	XP_033338611.1, XP_033338612.1
OG0000606	XP_015431935.1	XP_033338114.1
OG0000607	XP_015438024.1	XP_033330110.1
OG0000608	XP_015430194.1	XP_033322430.1
OG0000609	XP_015428627.1	XP_033323394.1
OG0000610	XP_015433149.1	XP_033324982.1, XP_033324985.1, XP_033324983.1, XP_033324986.1
OG0000611	XP_015433625.1	XP_033334115.1, XP_033334068.1
OG0000612	XP_015435918.1	XP_033321801.1
OG0000612	XP_015435916.1	XP_033321792.1
OG0000613	XP_015428422.1	XP_033332491.1
OG0000614	XP_015436273.1	XP_033321114.1
OG0000615	XP_015434641.1	XP_033335314.1
OG0000616	XP_015434627.1	XP_033330060.1, XP_033330062.1, XP_033330061.1
OG0000617	XP_015432641.1	XP_033322880.1
OG0000618	XP_015432495.1	XP_033324766.1, XP_033324765.1
OG0000619	XP_015436972.1	XP_033340709.1, XP_033340717.1
OG0000620	XP_015431114.1	XP_033333867.1, XP_033333868.1
OG0000621	XP_015434075.1	XP_033336011.1
OG0000623	XP_015436549.1	XP_033335003.1
OG0000625	XP_015437318.1	XP_033342734.1
OG0000626	XP_015437736.1	XP_033334903.1
OG0000627	XP_015428846.1	XP_033322466.1, XP_033322464.1, XP_033322465.1
OG0000628	XP_015431599.1	XP_033336948.1, XP_033336947.1, XP_033336946.1, XP_033336949.1
OG0000629	XP_015431656.1	XP_033333828.1
OG0000631	XP_015434720.1, XP_015434721.1	XP_033324459.1
OG0000632	XP_015429761.1	XP_033339644.1, XP_033339642.1, XP_033339646.1, XP_033339645.1, XP_033339641.1
OG0000633	XP_015429923.1	XP_033328316.1
OG0000634	XP_015432714.1	XP_033326258.1
OG0000636	XP_015431289.1	XP_033337078.1
OG0000636	XP_015431300.1	XP_033337385.1
OG0000637	XP_015437247.1	XP_033340677.1, XP_033340678.1
OG0000638	XP_015433753.1	XP_033337807.1
OG0000639	XP_015435142.1	XP_033325653.1
