Orthogroup	Dufourea_novaeangliae	Bombus_terrestris
OG0000300	XP_015433918.1, XP_015433924.1	XP_012168862.1
OG0000301	XP_015431428.1	XP_012167907.1, XP_012167905.1, XP_012167906.1, XP_012167904.1, XP_020720846.1, XP_020720845.1
OG0000302	XP_015432439.1	XP_020722513.1, XP_020722511.1, XP_020722514.1, XP_012172295.2
OG0000303	XP_015430976.1	XP_020722833.1, XP_012172906.1
OG0000304	XP_015431178.1	XP_020720871.1, XP_020720870.1, XP_003398739.1
OG0000305	XP_015440094.1	XP_003395709.1
OG0000306	XP_015428777.1, XP_015428776.1, XP_015428775.1	XP_012173171.1, XP_012173172.1
OG0000307	XP_015434584.1	XP_012176422.2
OG0000308	XP_015430659.1	XP_012169757.1, XP_012169746.1, XP_012169752.1, XP_012169763.1
OG0000309	XP_015432975.1	XP_012164662.1, XP_020720859.1
OG0000310	XP_015430325.1, XP_015430342.1, XP_015430334.1	XP_003392877.1, XP_003392876.1
OG0000311	XP_015438056.1	XP_012166549.1, XP_012166548.1
OG0000312	XP_015438781.1	XP_003402310.1
OG0000313	XP_015439500.1	XP_012167136.1
OG0000314	XP_015436531.1	XP_020721101.1, XP_020721100.1, XP_020721099.1, XP_003398973.1, XP_020721098.1, XP_020721097.1
OG0000315	XP_015436528.1	XP_003398946.1, XP_003398945.1, XP_003398947.1
OG0000316	XP_015435697.1	XP_003402790.1
OG0000317	XP_015433752.1	XP_020724351.1, XP_012176301.1, XP_012176300.1, XP_003394433.1, XP_003394432.1
OG0000318	XP_015438126.1	XP_012165883.1, XP_012165884.1, XP_012165885.1, XP_012165882.1
OG0000319	XP_015430668.1, XP_015430669.1, XP_015430670.1	XP_020718472.1, XP_020718473.1
OG0000323	XP_015433466.1, XP_015433467.1, XP_015433468.1, XP_015432613.1	XP_003402753.1
OG0000324	XP_015431925.1	XP_012176475.1, XP_012176476.1, XP_003394640.1
OG0000326	XP_015438960.1	XP_012171583.1
OG0000327	XP_015434133.1	XP_012171762.1, XP_012171761.1, XP_012171763.1, XP_012171764.1, XP_012171760.1
OG0000328	XP_015433558.1, XP_015433554.1	XP_012172941.1, XP_020722815.1
OG0000329	XP_015431794.1	XP_012163588.1, XP_012163587.1, XP_003395137.1
OG0000330	XP_015437689.1	XP_003400211.1
OG0000330	XP_015437691.1	XP_012170959.1
OG0000330	XP_015437690.1	XP_012170958.1
OG0000331	XP_015435728.1	XP_012171371.1, XP_012171372.1, XP_003400497.1, XP_012171370.1
OG0000332	XP_015429639.1	XP_012166429.1, XP_012166431.1, XP_012166430.1, XP_003397118.1
OG0000333	XP_015430996.1	XP_012174794.1, XP_012174795.1, XP_012174796.1, XP_003402908.1
OG0000334	XP_015439163.1	XP_020722363.1, XP_020722357.1, XP_020722361.1, XP_020722360.1, XP_020722364.1, XP_020722358.1, XP_020722359.1, XP_020722362.1, XP_012171985.1, XP_020722365.1
OG0000335	XP_015431213.1	XP_020720155.1
OG0000335	XP_015431214.1	XP_020720157.1
OG0000336	XP_015432184.1, XP_015432185.1, XP_015432183.1	XP_020721739.1, XP_020721740.1, XP_012170425.1, XP_012170426.1
OG0000337	XP_015431478.1	XP_003394254.1
OG0000338	XP_015429658.1	XP_003394870.1, XP_003394869.1
OG0000339	XP_015433439.1	XP_003398477.1
OG0000340	XP_015437485.1	XP_003401699.1, XP_012173062.1, XP_012173060.1, XP_012173061.1, XP_012173058.1, XP_012173059.1, XP_020722867.1
OG0000341	XP_015439651.1	XP_020718933.1
OG0000342	XP_015439003.1	XP_003400463.1, XP_012171276.1, XP_012171275.1
OG0000343	XP_015438467.1, XP_015438468.1	XP_003398536.1
OG0000344	XP_015435527.1	XP_012169055.1, XP_003398939.1, XP_003398938.1, XP_012169054.1
OG0000345	XP_015436177.1, XP_015436178.1	XP_012167465.1, XP_012167467.1, XP_012167466.1, XP_003397930.1, XP_012167468.1
OG0000346	XP_015432620.1	XP_012175936.1, XP_012175932.1, XP_012175931.1, XP_012175930.1, XP_012175938.1, XP_012175937.1, XP_012175933.1, XP_012175934.1
OG0000347	XP_015437148.1	XP_020719577.1, XP_012165516.1, XP_003396680.1, XP_012165515.1
OG0000348	XP_015436644.1, XP_015436647.1	XP_012173918.1
OG0000349	XP_015437004.1	XP_012166740.1, XP_012166739.1, XP_003397412.1, XP_020719994.1
OG0000350	XP_015437721.1	XP_020720903.1, XP_003399124.1, XP_020720902.1, XP_012169371.1
OG0000351	XP_015440518.1, XP_015436583.1, XP_015440435.1	XP_020721217.1
OG0000352	XP_015440215.1	XP_003394778.1, XP_012163108.1, XP_020718339.1, XP_012163106.1
OG0000353	XP_015432987.1	XP_012169458.1, XP_012169464.1, XP_012169453.1, XP_012169476.1, XP_012169484.1, XP_012169483.1
OG0000354	XP_015435313.1, XP_015435305.1, XP_015435314.1	XP_012166025.1
OG0000355	XP_015440190.1, XP_015440189.1	XP_020718880.1
OG0000356	XP_015439705.1	XP_020718680.1
OG0000357	XP_015440001.1	XP_012174262.1, XP_012174263.1, XP_012174264.1, XP_012174265.1, XP_003402577.1, XP_020723447.1
OG0000358	XP_015439013.1	XP_012171867.1, XP_012171871.1, XP_012171868.1, XP_012171870.1
OG0000359	XP_015437849.1, XP_015434582.1, XP_015434937.1	XP_012171365.1, XP_003400510.1
OG0000360	XP_015432821.1	XP_012169540.2
OG0000361	XP_015434386.1	XP_020719538.1
OG0000361	XP_015434389.1	XP_020719539.1
OG0000362	XP_015428740.1	XP_003401786.1
OG0000363	XP_015430935.1	XP_012174951.1, XP_003403133.1
OG0000364	XP_015432602.1	XP_003398880.1, XP_012168876.1, XP_012168875.1, XP_012168874.1, XP_012168873.1, XP_012168877.1
OG0000365	XP_015434622.1	XP_003399944.1, XP_012170594.1
OG0000366	XP_015433595.1	XP_012170790.1, XP_020721952.1
OG0000367	XP_015431910.1	XP_012171443.1, XP_020722304.1, XP_003400539.1
OG0000368	XP_015432834.1	XP_012165477.1
OG0000369	XP_015433953.1	XP_012172632.1
OG0000370	XP_015437639.1	XP_003398491.1
OG0000371	XP_015432762.1	XP_003399522.1
OG0000372	XP_015440030.1, XP_015440029.1	XP_003395429.1
OG0000375	XP_015440451.1	XP_012168640.1, XP_003398677.1, XP_012168641.1
OG0000376	XP_015439582.1	XP_003397685.1
OG0000377	XP_015438430.1	XP_020720573.1, XP_020720575.1, XP_020720574.1, XP_003398070.1
OG0000378	XP_015434715.1	XP_012165980.1, XP_012165978.1, XP_012165977.1
OG0000379	XP_015432039.1	XP_003395980.1
OG0000380	XP_015434948.1	XP_012174361.1, XP_003402629.1, XP_012174360.1
OG0000381	XP_015438304.1	XP_012165416.1, XP_012165417.1, XP_003396390.1, XP_012165418.1
OG0000382	XP_015436001.1	XP_012166462.1, XP_012166459.1, XP_012166460.1, XP_012166458.1, XP_012166457.1, XP_003397203.1, XP_012166461.1
OG0000383	XP_015438675.1	XP_003399719.1, XP_003399720.1
OG0000384	XP_015431131.1	XP_012173421.1, XP_020723117.1, XP_003401940.1, XP_020723118.1, XP_020723119.1
OG0000385	XP_015437447.1	XP_003400547.1
OG0000386	XP_015430528.1	XP_012173098.1
OG0000387	XP_015439589.1	XP_003398317.1
OG0000388	XP_015428650.1	XP_012171010.1, XP_012171009.1, XP_012171005.1, XP_012171004.1, XP_012171011.1, XP_020721911.1, XP_020721912.1, XP_020721910.1, XP_012171003.1
OG0000389	XP_015430382.1, XP_015430381.1	XP_012170578.1, XP_003399921.1, XP_020721587.1
OG0000390	XP_015432329.1	XP_003400044.1, XP_020721966.1, XP_012170677.1, XP_012170676.1
OG0000392	XP_015439605.1, XP_015439606.1, XP_015439604.1	XP_020720840.1, XP_012168011.1
OG0000393	XP_015438460.1, XP_015438459.1	XP_012168336.1, XP_012168335.1, XP_012168338.1, XP_012168337.1
OG0000394	XP_015438883.1, XP_015438882.1	XP_012169674.1, XP_012169675.1, XP_012169673.1, XP_003399332.1, XP_012169676.1
OG0000395	XP_015437554.1, XP_015437553.1	XP_003399769.1
OG0000396	XP_015436664.1	XP_012165321.1, XP_020719311.1, XP_003396339.1, XP_012165322.1
OG0000397	XP_015432744.1, XP_015432743.1, XP_015432742.1	XP_003399765.2
OG0000398	XP_015440167.1	XP_012164127.1, XP_012164125.1, XP_012164129.1, XP_012164128.1, XP_012164126.1
OG0000399	XP_015435467.1	XP_012174876.1
OG0000400	XP_015432954.1	XP_003393487.1, XP_020719664.1
OG0000401	XP_015437884.1, XP_015430402.1	XP_012172930.1, XP_003401651.1
OG0000402	XP_015434309.1	XP_020724293.1, XP_020724291.1, XP_020724292.1, XP_012176379.1
OG0000403	XP_015432328.1, XP_015432303.1	XP_020721956.1
OG0000404	XP_015438704.1, XP_015438693.1	XP_020721531.1, XP_020721525.1, XP_020721530.1
OG0000406	XP_015433964.1	XP_012174317.1, XP_020723488.1
OG0000407	XP_015428711.1, XP_015428696.1, XP_015428704.1	XP_020720260.1, XP_020720259.1, XP_012167260.1, XP_020720258.1, XP_012167259.1
OG0000408	XP_015437087.1	XP_012166782.1, XP_012166781.1, XP_003397546.1, XP_003397545.1, XP_003397547.1
OG0000409	XP_015429551.1	XP_012166278.1
OG0000410	XP_015430577.1	XP_003403039.1, XP_012175001.1, XP_012175002.1
OG0000412	XP_015438592.1	XP_003398523.1, XP_012168266.1
OG0000413	XP_015438862.1	XP_003398683.1
OG0000414	XP_015428672.1	XP_012168711.1
OG0000415	XP_015440486.1	XP_012169769.1, XP_012169768.1
OG0000416	XP_015432779.1, XP_015432778.1	XP_020721443.1
OG0000417	XP_015428538.1	XP_020721894.1, XP_020721895.1, XP_020721897.1
OG0000418	XP_015433594.1	XP_020721950.1, XP_012175459.1, XP_020721953.1, XP_012170791.1
OG0000419	XP_015432643.1	XP_012174455.1, XP_003402784.1
OG0000421	XP_015437313.1	XP_003399056.1
OG0000422	XP_015438217.1	XP_012165530.1, XP_020719621.1, XP_020719620.1, XP_003396841.1
OG0000423	XP_015433383.1, XP_015433382.1	XP_012174256.2
OG0000424	XP_015435885.1	XP_003394560.1, XP_012176367.1, XP_020724179.1
OG0000426	XP_015439712.1, XP_015439997.1	XP_020718843.1
OG0000427	XP_015430209.1	XP_020722019.1, XP_012171130.1, XP_012171135.1
OG0000428	XP_015432119.1	XP_003393783.1
OG0000429	XP_015440193.1	NP_001267853.1, XP_012173953.1, XP_003394693.1
OG0000430	XP_015431157.1	XP_012173430.1
OG0000430	XP_015431186.1	XP_012173429.1
OG0000431	XP_015439206.1	XP_012171511.1
OG0000432	XP_015437815.1	XP_003402743.1, XP_003402744.1
OG0000433	XP_015437472.1, XP_015437475.1	XP_003401916.2
OG0000433	XP_015437482.1	XP_012173042.1
OG0000434	XP_015432255.1	XP_012170414.1, XP_012170416.1
OG0000436	XP_015430282.1	XP_020723181.1, XP_020723180.1, XP_020723179.1, XP_020723178.1, XP_012173619.1, XP_003402126.1
OG0000437	XP_015433620.1	XP_003403108.1
OG0000438	XP_015428705.1	XP_003399445.1
OG0000439	XP_015431088.1	XP_020721997.1
OG0000440	XP_015435743.1	XP_012176460.1, XP_003394520.1, XP_003394519.1
OG0000441	XP_015430275.1	XP_012170073.1, XP_012170071.1, XP_012170075.1, XP_020721696.1, XP_012170074.1
OG0000442	XP_015433626.1	XP_003394275.1
OG0000443	XP_015429610.1	XP_003397239.1, XP_003397238.1
OG0000444	XP_015439000.1, XP_015439001.1	XP_012171787.1, XP_012171786.1, XP_012171784.1
OG0000445	XP_015432294.1	XP_020721757.1, XP_012170667.1, XP_012170666.1, XP_003400075.1
OG0000446	XP_015433248.1	XP_012163760.1, XP_003395301.1
OG0000447	XP_015434626.1	XP_012169938.1
OG0000448	XP_015438921.1, XP_015439019.1, XP_015438919.1, XP_015438920.1	XP_003393377.1, XP_003393376.1
OG0000449	XP_015438750.1	XP_012164795.1, XP_003396173.1, XP_012164794.1
OG0000450	XP_015434567.1	XP_012174482.1, XP_012174481.1, XP_012174483.1
OG0000451	XP_015434121.1	XP_003400723.1, XP_012171735.1
OG0000452	XP_015437567.1, XP_015437566.1	XP_012170172.1, XP_012170173.1, XP_003399650.1
OG0000453	XP_015437481.1	XP_003403096.1, XP_020723797.1
OG0000454	XP_015435554.1	XP_020721324.1, XP_012169151.1
OG0000455	XP_015432162.1	XP_003399507.1, XP_020721555.1, XP_012169948.1, XP_012169949.1, XP_012169950.1, XP_012169951.1
OG0000456	XP_015437761.1	XP_020721045.1, XP_020721046.1, XP_020721044.1, XP_003398780.1
OG0000457	XP_015437296.1	XP_012169298.1
OG0000458	XP_015431625.1	XP_003402479.1, XP_012174082.1
OG0000459	XP_015430723.1, XP_015430726.1, XP_015430725.1, XP_015430724.1	XP_012163233.1, XP_012163235.1, XP_003395250.1, XP_020718465.1, XP_020718463.1, XP_012163234.1, XP_012163236.1
OG0000460	XP_015439987.1, XP_015439986.1, XP_015439985.1	XP_020718816.1, XP_020718817.1, XP_012164263.1
OG0000461	XP_015429427.1	XP_020719245.1
OG0000462	XP_015430844.1	XP_003394768.1
OG0000463	XP_015429808.1	XP_012176282.1, XP_003392928.1
OG0000464	XP_015439143.1	XP_003400941.1
OG0000465	XP_015438589.1, XP_015438588.1	XP_012168166.1
OG0000466	XP_015434734.1	XP_003394698.1
OG0000467	XP_015436302.1	XP_003397889.1, XP_012167588.1
OG0000468	XP_015433166.1	XP_020722375.1, XP_012172548.1, XP_012172549.1, XP_012172546.1
OG0000469	XP_015435418.1	XP_012165628.1
OG0000470	XP_015434573.1	XP_012167695.1, XP_020720049.1
OG0000471	XP_015440332.1	XP_003394827.1, XP_012176733.1
OG0000472	XP_015440109.1	XP_003395867.1
OG0000473	XP_015431968.1	XP_020719108.1
OG0000473	XP_015432044.1	XP_020719105.1
OG0000474	XP_015433442.1, XP_015433436.1	XP_012175096.1, XP_012175097.1, XP_003403104.1
OG0000475	XP_015436502.1	XP_020723292.1
OG0000476	XP_015428633.1	XP_020721936.1, XP_012171027.1, XP_003400252.1
OG0000477	XP_015438926.1	XP_003400880.1, XP_020722203.1, XP_020722255.1
OG0000478	XP_015432670.1	XP_003402131.1
OG0000479	XP_015435212.1	XP_003399181.1, XP_003399195.1
OG0000480	XP_015440017.1	XP_012163931.1
OG0000481	XP_015436145.1	XP_003397437.1, XP_012166925.1
OG0000482	XP_015429094.1	XP_012175738.1
OG0000482	XP_015429075.1	XP_012175734.1
OG0000483	XP_015437667.1	XP_003398486.1, XP_020720808.1
OG0000487	XP_015433233.1	XP_003397690.1
OG0000487	XP_015433232.1	XP_020720012.1
OG0000488	XP_015438966.1	XP_012171560.1, XP_012171559.1, XP_003400602.1
OG0000490	XP_015435289.1, XP_015435288.1, XP_015435286.1, XP_015435285.1, XP_015435290.1	XP_020720274.1
OG0000491	XP_015428726.1	XP_012169459.1, XP_003399185.1
OG0000492	XP_015431874.1	XP_012169969.1
OG0000492	XP_015431820.1	XP_012170000.1
OG0000493	XP_015433638.1	XP_003394299.1
OG0000494	XP_015433780.1, XP_015433779.1	XP_020720148.1
OG0000495	XP_015437432.1	XP_012170823.1, XP_012170822.1
OG0000496	XP_015431387.1, XP_015431388.1, XP_015431389.1	XP_003398323.1
OG0000497	XP_015438367.1	XP_003398374.1, XP_012168092.1
OG0000498	XP_015437195.1	XP_012164818.1, XP_003396017.1
OG0000499	XP_015437387.1, XP_015437388.1, XP_015437390.1	XP_020721294.1
OG0000500	XP_015431707.1	XP_003399681.1
OG0000501	XP_015436351.1	XP_003397870.1
OG0000502	XP_015437034.1	XP_003403381.2
OG0000503	XP_015430909.1	XP_003401766.1
OG0000504	XP_015428464.1	XP_012176420.1, XP_012176419.1, XP_020724383.1, XP_003394480.1, XP_012176421.1
OG0000506	XP_015430513.1, XP_015430512.1	XP_020723841.1
OG0000507	XP_015435755.1	XP_020719684.1, XP_020719685.1, XP_003396855.1
OG0000508	XP_015438942.1	XP_003400814.1, XP_012171854.1
OG0000509	XP_015436329.1	XP_012166828.1, XP_012166829.1, XP_003397404.1
OG0000510	XP_015431719.1	XP_003395194.1, XP_012163647.1, XP_012163648.1
OG0000511	XP_015439675.1	XP_012164261.1
OG0000512	XP_015430057.1, XP_015430058.1	XP_020719697.1, XP_020719698.1
OG0000513	XP_015428998.1	XP_012171792.1, XP_003393629.1, XP_012171780.1
OG0000514	XP_015434410.1	XP_003396957.1
OG0000515	XP_015430260.1	XP_020721467.1, XP_020721468.1, XP_012170293.1, XP_003399736.1
OG0000516	XP_015440060.1	XP_012173529.1
OG0000517	XP_015430445.1, XP_015430444.1, XP_015430443.1	XP_003401842.1
OG0000518	XP_015434705.1	XP_012173726.1
OG0000519	XP_015436300.1	XP_003397751.1, XP_012167093.1, XP_012167092.1
OG0000520	XP_015439810.1	XP_003395514.1
OG0000521	XP_015438358.1	XP_012168157.1
OG0000522	XP_015430238.1	XP_012171411.1, XP_012171410.1, XP_012171409.1, XP_020722154.1, XP_003400540.1, XP_012171412.1
OG0000523	XP_015434899.1	XP_020722740.1, XP_020722741.1
OG0000524	XP_015430963.1, XP_015430962.1, XP_015430964.1	XP_012174941.1, XP_012174943.1, XP_012174944.1, XP_012174942.1
OG0000525	XP_015431581.1, XP_015431580.1, XP_015431579.1, XP_015431578.1	XP_003394580.3, XP_020724309.1
OG0000526	XP_015440248.1, XP_015440249.1	XP_012163907.1
OG0000527	XP_015433380.1	XP_012163809.1
OG0000528	XP_015435545.1	XP_012169195.1, XP_012169194.1, XP_012169193.1
OG0000529	XP_015432216.1	XP_020721376.1
OG0000530	XP_015440418.1	XP_012163419.1
OG0000531	XP_015438810.1	XP_012168586.1
OG0000531	XP_015438807.1	XP_003398779.1
OG0000532	XP_015428756.1, XP_015428757.1	XP_020723021.1
OG0000533	XP_015433990.1	XP_012173414.1, XP_012173420.1
OG0000534	XP_015436922.1	XP_012174139.1, XP_012174140.1, XP_012174141.1, XP_003402412.1
OG0000535	XP_015440021.1	XP_020718898.1
OG0000536	XP_015430118.1, XP_015430121.1	XP_020720085.1
OG0000537	XP_015435369.1	XP_003393201.1, XP_012165840.1
OG0000538	XP_015433063.1, XP_015433061.1	XP_012171073.1, XP_012171260.1
OG0000538	XP_015433067.1	XP_020719234.1
OG0000539	XP_015438176.1	XP_003396694.1
OG0000540	XP_015439543.1	XP_003394748.1
OG0000541	XP_015429710.1	XP_012167264.1
OG0000541	XP_015429686.1	XP_012167351.1
OG0000542	XP_015429244.1	XP_012166695.1
OG0000543	XP_015439579.1	XP_003398311.1, XP_003398310.1
OG0000544	XP_015432168.1	XP_020721394.1, XP_020721393.1, XP_012169986.1, XP_012169985.1, XP_012169988.1, XP_012169987.1, XP_012169982.1, XP_012169984.1, XP_012169983.1
OG0000545	XP_015430216.1	XP_020721999.1
OG0000546	XP_015434883.1	XP_003401132.1, XP_003401131.1
OG0000547	XP_015429407.1, XP_015429406.1	XP_020722809.1
OG0000548	XP_015435352.1	XP_020720690.1
OG0000549	XP_015431864.1	XP_020720529.1
OG0000550	XP_015434268.1, XP_015434218.1	XP_012176557.1, XP_012176558.1, XP_012176559.1, XP_012176561.1, XP_012176562.1, XP_012176563.1, XP_020724196.1
OG0000551	XP_015429785.1	XP_012164313.1
OG0000552	XP_015439656.1	XP_003395415.2, XP_020718937.1, XP_003402523.3
OG0000553	XP_015431062.1	XP_012174803.1
OG0000554	XP_015438906.1	XP_020719231.1
OG0000555	XP_015429495.1	XP_012167699.1, XP_012167701.1, XP_003397976.1, XP_012167700.1
OG0000556	XP_015431135.1	XP_020720110.1
OG0000557	XP_015438541.1	XP_020720702.1
OG0000559	XP_015437374.1	XP_012169218.1
OG0000560	XP_015437330.1, XP_015437332.1, XP_015437333.1	XP_003399107.1, XP_012169339.1, XP_012169340.1
OG0000561	XP_015428702.1	XP_003399174.3
OG0000562	XP_015432197.1	XP_012170561.1, XP_012170562.1, XP_012170563.1, XP_012170564.1, XP_012170565.1, XP_012170566.1, XP_012170568.1, XP_012170569.1
OG0000564	XP_015439409.1	XP_020722382.1, XP_003401548.1
OG0000565	XP_015433175.1, XP_015433176.1	XP_020722663.1
OG0000566	XP_015437892.1	XP_020722376.1
OG0000568	XP_015437465.1	XP_020719206.1, XP_012165912.1, XP_020719204.1, XP_012165913.1, XP_012165915.1
OG0000569	XP_015435737.1, XP_015434421.1, XP_015434434.1	XP_020719679.1
OG0000570	XP_015432837.1	XP_012165500.1
OG0000571	XP_015439532.1, XP_015433009.1	XP_012169264.1, XP_012169255.1, XP_012169281.1, XP_012169275.1, XP_012169288.1, XP_012169269.1
OG0000572	XP_015438101.1	XP_012172333.2
OG0000573	XP_015429044.1	XP_003394028.1, XP_012175724.1
OG0000574	XP_015431992.1	XP_012164905.1, XP_003396062.1
OG0000575	XP_015437743.1, XP_015437744.1, XP_015437746.1, XP_015437745.1, XP_015437742.1	XP_003399063.1, XP_012169266.1, XP_012169265.1
OG0000576	XP_015433181.1	XP_012172797.1, XP_012172796.1, XP_003401536.1
OG0000577	XP_015429172.1	XP_003393749.1
OG0000578	XP_015432092.1	XP_003399933.1
OG0000579	XP_015430314.1, XP_015430315.1	XP_003399862.1
OG0000583	XP_015440179.1, XP_015438227.1	XP_003402013.1
OG0000584	XP_015434629.1	XP_012176424.1
OG0000585	XP_015430580.1	XP_003393336.1, XP_003393337.1, XP_012166339.1
OG0000586	XP_015432049.1, XP_015432051.1, XP_015432050.1, XP_015432048.1	XP_012164544.1, XP_012164541.1
OG0000587	XP_015435564.1, XP_015435563.1	XP_020721088.1
OG0000588	XP_015429795.1	XP_020719667.1
OG0000589	XP_015429335.1	XP_012175845.1
OG0000590	XP_015432222.1	XP_003394019.1, XP_012174219.1, XP_020724049.1
OG0000591	XP_015433666.1, XP_015433665.1, XP_015433664.1	XP_003394311.1
OG0000592	XP_015434141.1	XP_020722334.1, XP_020722329.1, XP_020722330.1, XP_020722333.1, XP_020722332.1, XP_003400733.1
OG0000594	XP_015435260.1	XP_012175620.1
OG0000595	XP_015437348.1	XP_003399053.1
OG0000596	XP_015439466.1	XP_003397801.1
OG0000596	XP_015439467.1	XP_020720212.1
OG0000597	XP_015428607.1	XP_003400095.1
OG0000598	XP_015436658.1, XP_015436659.1, XP_015436660.1	XP_012170811.1, XP_012170812.1, XP_003400190.1, XP_003400191.1
OG0000599	XP_015430977.1, XP_015430978.1	XP_012172989.1, XP_003401913.1
OG0000600	XP_015431168.1	XP_003395963.1
OG0000601	XP_015439897.1, XP_015439895.1	XP_012164050.1, XP_012164048.1, XP_003395588.1, XP_020718931.1, XP_020718930.1, XP_012164046.1
OG0000602	XP_015432188.1	XP_012175623.1, XP_020724044.1, XP_012175621.1, XP_012175622.1, XP_012175619.1, XP_003393927.1
OG0000603	XP_015437821.1	XP_012170863.1, XP_020721794.1, XP_003400132.1, XP_012170865.1
OG0000604	XP_015435318.1	XP_020719848.1, XP_003393092.1, XP_003393093.1
OG0000605	XP_015430326.1	XP_003402108.1, XP_012173665.1
OG0000606	XP_015431935.1	XP_012172468.1
OG0000607	XP_015438024.1	XP_012170974.1, XP_003400217.1
OG0000608	XP_015430194.1	XP_003401444.1
OG0000609	XP_015428627.1	XP_003400253.1
OG0000610	XP_015433149.1	XP_003401531.3
OG0000611	XP_015433625.1	XP_020721825.1
OG0000612	XP_015435916.1	XP_012176045.1, XP_020724335.1
OG0000613	XP_015428422.1	XP_012173636.1
OG0000614	XP_015436273.1	XP_012167356.1
OG0000615	XP_015434641.1	XP_012169926.1
OG0000616	XP_015434627.1	XP_012170177.1, XP_003399652.1
OG0000617	XP_015432641.1	XP_020723544.1, XP_012174454.1
OG0000618	XP_015432495.1	XP_012172182.1, XP_012172183.1
OG0000620	XP_015431114.1	XP_012164630.1, XP_012164634.1, XP_012164635.1, XP_012164629.1
OG0000621	XP_015434075.1	XP_003400713.1, XP_020722282.1, XP_012171768.1
