Orthogroup	Megachile_rotundata	Drosophila_melanogaster
OG0000311	XP_012145310.1	NP_477380.1
OG0000312	XP_012149526.1	NP_001286891.1
OG0000313	XP_003701165.1, XP_003701166.1	NP_001262580.1, NP_727588.2
OG0000314	XP_012143927.1, XP_012143925.1, XP_012143926.1	NP_611815.3
OG0000314	XP_003704743.2, XP_012143918.1	NP_001287244.1
OG0000316	XP_012149717.1	NP_723502.2, NP_611157.1
OG0000316	XP_012137523.1	NP_611470.1
OG0000317	XP_012148424.1, XP_003699981.1, XP_012148458.1, XP_012148442.1, XP_012148439.1, XP_012148433.1, XP_012148450.1	NP_732413.1
OG0000318	XP_003704099.2	NP_609354.1
OG0000319	XP_012135023.1	NP_523751.2
OG0000320	XP_012152561.1	NP_001285825.1, NP_476734.1
OG0000321	XP_003708518.1	NP_523551.1
OG0000322	XP_003706986.1	NP_996040.1
OG0000322	XP_003703099.1	NP_649068.1
OG0000323	XP_003702453.2	NP_524359.2
OG0000324	XP_012143166.1	NP_001189070.1
OG0000326	XP_003700119.1	NP_001246635.1
OG0000327	XP_003701781.1	NP_001246651.1
OG0000330	XP_003702707.2	NP_523672.1
OG0000331	XP_003705686.1	NP_572986.1, NP_001285254.1, NP_001285253.1
OG0000332	XP_012149524.1, XP_003707142.1	NP_651838.1
OG0000333	XP_003703002.2	NP_731787.1, NP_650273.2, NP_650274.2
OG0000334	XP_003706965.2	NP_001260523.1, NP_724023.1, NP_001097168.1, NP_609817.1
OG0000335	XP_012154285.1, XP_012154283.1, XP_012154287.1, XP_012154284.1, XP_012154288.1, XP_012154289.1, XP_012154290.1, XP_003700441.1	NP_608439.2, NP_001285956.1
OG0000336	XP_012148014.1, XP_003706072.1	NP_001286141.1
OG0000337	XP_012135630.1	NP_001097630.2
OG0000338	XP_012142275.1	NP_001303553.1, NP_728030.2
OG0000339	XP_003702674.1	NP_649788.2
OG0000339	XP_003705530.1, XP_012145886.1	NP_001245907.1
OG0000340	XP_012145764.1, XP_012145765.1	NP_726025.1, NP_611123.2
OG0000341	XP_003704822.1, XP_012144121.1, XP_012144124.1, XP_012144125.1	NP_001284896.1
OG0000342	XP_012154374.1	NP_649266.1
OG0000344	XP_012141836.1, XP_012141838.1, XP_012141835.1, XP_012141839.1	NP_001246528.1
OG0000345	XP_003708164.2, XP_003708165.1	NP_610946.1
OG0000347	XP_003702599.1, XP_012139080.1	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1
OG0000349	XP_012154317.1	NP_650967.2
OG0000350	XP_012135254.1, XP_012135256.1, XP_012135255.1, XP_012135258.1, XP_012135257.1	NP_726992.2
OG0000351	XP_012147200.1	NP_001286398.1
OG0000352	XP_012138374.1, XP_012138375.1, XP_012138376.1	NP_001259266.1
OG0000356	XP_012152175.1	NP_001163468.1, NP_728338.2
OG0000357	XP_012152486.1, XP_003708319.1	NP_001137674.2
OG0000358	XP_012143873.1, XP_012143874.1, XP_012143872.1, XP_003704704.1	NP_001286927.1
OG0000360	XP_012142588.1, XP_012142586.1, XP_012142587.1, XP_012142583.1, XP_012142584.1, XP_012142581.1, XP_012142582.1, XP_003704153.1	NP_001246235.1
OG0000361	XP_012153467.1, XP_012153468.1, XP_003708557.1	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2
OG0000362	XP_003708510.2	NP_647710.1
OG0000362	XP_003708511.1	NP_523888.1
OG0000363	XP_012135320.1	NP_609157.3
OG0000363	XP_012150517.1	NP_651519.1, NP_610707.2, NP_651999.1
OG0000364	XP_003707298.1, XP_012150131.1, XP_012150132.1	NP_001245832.1, NP_523936.2, NP_572633.1
OG0000365	XP_012137131.1, XP_012137132.1, XP_012137133.1, XP_012137130.1	NP_729619.1
OG0000367	XP_003706966.1, XP_012148849.1, XP_012148850.1, XP_012148848.1, XP_012148852.1	NP_001286000.1
OG0000368	XP_003700684.1	NP_001260509.1
OG0000368	XP_003701289.1	NP_001285984.1
OG0000369	XP_012141445.1, XP_003707668.1, XP_012150874.1	NP_649024.1
OG0000370	XP_012144316.1	NP_648711.1
OG0000372	XP_012153750.1, XP_012153752.1, XP_012153749.1, XP_012153748.1, XP_012153751.1, XP_003704661.1	NP_788925.2, NP_728118.2
OG0000375	XP_012138104.1, XP_003702089.1	NP_001262227.1
OG0000376	XP_012143339.1, XP_012143348.1, XP_012143353.1, XP_003699743.1, XP_012143367.1, XP_012143361.1, XP_012143333.1	NP_611476.3
OG0000377	XP_012147672.1, XP_012147676.1, XP_012147671.1, XP_012147673.1, XP_012147674.1, XP_012147675.1	NP_476977.1
OG0000378	XP_012140754.1, XP_012140758.1	NP_996298.1
OG0000379	XP_012136830.1	NP_001162668.2
OG0000380	XP_003703764.1, XP_012141808.1, XP_012141807.1	NP_524672.1
OG0000381	XP_012140183.1	NP_727418.1
OG0000381	XP_003701471.1	NP_001262919.1, NP_524921.1, NP_524937.1
OG0000382	XP_003706910.1, XP_012149297.1, XP_003708419.1	NP_001259313.1, NP_610213.1
OG0000383	XP_012135466.1, XP_012140362.1, XP_012138672.1	NP_001163142.1
OG0000384	XP_012148688.1, XP_012148686.1	NP_001189151.1
OG0000384	XP_012148701.1	NP_001188547.1
OG0000385	XP_012135512.1, XP_003702425.1	NP_611305.1
OG0000386	XP_003706715.2, XP_003706716.1	NP_001259349.1
OG0000387	XP_012152085.1, XP_003708136.1, XP_012148651.1, XP_012153573.1, XP_012148653.1, XP_012137203.1	NP_608955.1
OG0000388	XP_012135627.1, XP_012135626.1, XP_003701232.1	NP_001285744.1
OG0000388	XP_003699232.1	NP_523952.2
OG0000388	XP_003706234.1	NP_001163366.1, NP_648081.1
OG0000389	XP_012151722.1, XP_003708000.1, XP_012147824.1, XP_012147823.1	NP_651184.1
OG0000390	XP_003702207.2	NP_001036599.1
OG0000394	XP_003703438.1, XP_012141054.1	NP_001285181.1, NP_569887.1, NP_001259118.1
OG0000395	XP_003700152.2, XP_012152325.1, XP_012152326.1	NP_001262738.1
OG0000396	XP_003706948.1	NP_609571.1, NP_572912.1, NP_001285222.1
OG0000397	XP_003706551.2, XP_012148214.1	NP_649233.2
OG0000398	XP_003706804.1	NP_611475.3
OG0000399	XP_012135873.1, XP_012135875.1	NP_001285311.1
OG0000400	XP_012143737.1, XP_012143735.1, XP_012143736.1	NP_001259479.1
OG0000401	XP_003705245.1	NP_651350.2
OG0000403	XP_012151663.1, XP_012151659.1, XP_012151656.1, XP_012151664.1	NP_723263.2
OG0000405	XP_003706823.1, XP_012148976.1	NP_609402.1
OG0000405	XP_003706708.1	NP_723611.1
OG0000406	XP_012140515.1	NP_650571.2
OG0000406	XP_012140519.1	NP_649888.1
OG0000407	XP_003702625.1, XP_012139069.1, XP_003702627.1	NP_001261909.1, NP_648820.1, NP_001261908.1, NP_001189114.1
OG0000408	XP_003702130.2	NP_001097137.1
OG0000408	XP_012137734.1, XP_012137736.1, XP_012137735.1, XP_003702041.1	NP_001261876.1
OG0000409	XP_003700783.1, XP_012134665.1, XP_012134664.1, XP_012134661.1, XP_012134663.1, XP_012134660.1, XP_012134658.1, XP_012134659.1	NP_001247003.1
OG0000411	XP_012150884.1, XP_012150883.1, XP_012150885.1	NP_730248.2
OG0000411	XP_012138148.1	NP_570017.1
OG0000412	XP_012139436.1	NP_001246627.1
OG0000412	XP_012136660.1, XP_012136661.1	NP_573357.1, NP_001259699.1
OG0000413	XP_003708031.2	NP_523375.2
OG0000415	XP_012138118.1, XP_012138125.1, XP_012138159.1, XP_012138103.1, XP_012138107.1, XP_012138151.1, XP_012138131.1, XP_012138142.1, XP_012138138.1	NP_733403.1
OG0000416	XP_012151720.1, XP_012145365.1, XP_012135049.1	NP_995952.1, NP_476818.1
OG0000417	XP_012147620.1	NP_001097759.1
OG0000417	XP_012143973.1	NP_001246053.1
OG0000418	XP_012144427.1	NP_001247272.1
OG0000418	XP_003703347.2	NP_001246512.1
OG0000419	XP_012143510.1, XP_003704488.1, XP_012143509.1	NP_001260362.1, NP_001285558.1
OG0000420	XP_012138373.1	NP_726324.3
OG0000421	XP_003704125.1	NP_477105.2
OG0000422	XP_012154009.1	NP_001260025.1
OG0000423	XP_003700805.1, XP_012135005.1	NP_651694.1
OG0000424	XP_012138932.1	NP_725192.2, NP_001036538.3, NP_001036539.1
OG0000425	XP_003708670.2, XP_012153580.1, XP_012153579.1	NP_647811.2
OG0000426	XP_012141111.1	NP_001163740.1
OG0000427	XP_003701662.1, XP_003700324.1	NP_001286728.1, NP_001286726.1
OG0000427	XP_003705422.2	NP_732572.1
OG0000428	XP_012142601.1	NP_001263092.1
OG0000428	XP_012145303.1	NP_001097741.1
OG0000429	XP_012153644.1	NP_788728.1
OG0000430	XP_003705028.1, XP_012141797.1, XP_012141798.1, XP_012141799.1, XP_012141800.1	NP_001286094.1
OG0000431	XP_012144803.1	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1
OG0000432	XP_003702507.1, XP_012138855.1, XP_012138854.1	NP_001260310.1
OG0000433	XP_012142828.1	NP_001137612.1, NP_001014501.1
OG0000434	XP_012143186.1, XP_012143185.1, XP_003704457.1	NP_001261100.1
OG0000436	XP_012135622.1	NP_001246364.1
OG0000436	XP_003701242.1	NP_651178.1
OG0000437	XP_012136091.1, XP_012136090.1, XP_003701347.1, XP_012136092.1	NP_001287127.1
OG0000438	XP_003702655.2	NP_650405.2
OG0000439	XP_012150542.1, XP_012150541.1, XP_012150544.1, XP_012150543.1, XP_003707536.1	NP_647622.1, NP_001261264.1
OG0000440	XP_012140296.1	NP_651672.1
OG0000442	XP_003699914.1	NP_001259518.1
OG0000443	XP_012140078.1, XP_003703094.1	NP_001260942.1, NP_610331.1
OG0000444	XP_003699277.1, XP_012134848.1, XP_012134857.1, XP_012134863.1, XP_012134840.1, XP_012134881.1, XP_012134890.1, XP_012134872.1	NP_609032.1
OG0000445	XP_012143530.1	NP_723044.1
OG0000445	XP_012143529.1, XP_003704566.1	NP_001260071.1
OG0000446	XP_012141148.1	NP_001263109.1
OG0000447	XP_012138825.1, XP_003702497.1	NP_727696.2
OG0000448	XP_012144930.1, XP_003705151.1	NP_651721.1
OG0000449	XP_003700565.1, XP_012154471.1	NP_001246778.1, NP_001246777.1
OG0000451	XP_012137601.1, XP_012137603.1, XP_012137602.1, XP_012137606.1, XP_012137605.1, XP_003701985.1	NP_609750.1, NP_730966.1
OG0000452	XP_003700613.1	NP_001260946.1
OG0000452	XP_012153184.1	NP_001286988.1
OG0000453	XP_012139607.1, XP_012139604.1, XP_012139606.1, XP_003702782.1	NP_001246225.1
OG0000454	XP_012136124.1	NP_610614.1
OG0000456	XP_012153094.1, XP_012153095.1	NP_608737.1, NP_651434.3
OG0000457	XP_003700512.1	NP_001368957.1
OG0000458	XP_012151682.1, XP_012151683.1, XP_012151684.1	NP_611606.1
OG0000459	XP_003699197.1	NP_001356963.1
OG0000460	XP_003707861.1, XP_012151552.1	NP_001015261.3
OG0000461	XP_003704206.1	NP_001285280.1
OG0000462	XP_003699608.1	NP_001261842.1
OG0000464	XP_012144723.1	NP_647826.2
OG0000464	XP_012144721.1	NP_651860.2, NP_733051.2
OG0000466	XP_003706537.1, XP_012148167.1	NP_609172.1
OG0000467	XP_012147656.1	NP_001246713.1
OG0000468	XP_012147009.1, XP_012147007.1, XP_012147006.1, XP_003705989.1	NP_001260343.1
OG0000469	XP_003703934.2	NP_651781.1
OG0000470	XP_012142526.1, XP_012142527.1, XP_003704114.1, XP_012142524.1, XP_012142525.1	NP_609192.1, NP_001097055.2, NP_001097056.3, NP_001138069.2
OG0000471	XP_012144297.1, XP_012144296.1, XP_003704834.1	NP_001188992.1
OG0000472	XP_003702046.1, XP_012137968.1, XP_012137966.1, XP_012137967.1	NP_001285147.1
OG0000475	XP_012146944.1, XP_003705916.2	NP_609588.1
OG0000476	XP_003708425.1	NP_001285980.1
OG0000477	XP_012151743.1	NP_728869.1
OG0000478	XP_012140641.1	NP_001027127.1
OG0000479	XP_012151218.1	NP_524809.2
OG0000480	XP_012145437.1	NP_001027106.1, NP_511050.1, NP_728924.2
OG0000482	XP_012147117.1	NP_001097060.1, NP_001036339.1, NP_001260521.1
OG0000483	XP_003707873.1	NP_610217.1, NP_611859.1
OG0000484	XP_012145805.1, XP_012145804.1, XP_012145807.1, XP_012145806.1, XP_012145803.1, XP_003705511.1	NP_001163649.1
OG0000485	XP_003706547.1, XP_003706577.2	NP_001286073.1, NP_001286071.1
OG0000486	XP_012140151.1, XP_012140157.1, XP_012140139.1, XP_012140161.1, XP_012140153.1, XP_012140140.1, XP_012140145.1, XP_012140142.1, XP_012140164.1, XP_012140148.1, XP_012140146.1, XP_012140156.1, XP_012140154.1, XP_012140155.1, XP_012140149.1, XP_012140165.1, XP_012140150.1, XP_012140141.1, XP_012140137.1, XP_012140147.1, XP_012140144.1, XP_012140159.1, XP_012140160.1, XP_012140143.1, XP_012140162.1, XP_012140138.1, XP_012140163.1, XP_012140158.1, XP_012140166.1	NP_611374.1
OG0000487	XP_003707438.1, XP_012150188.1	NP_651901.3
OG0000488	XP_012137688.1, XP_012137687.1, XP_012137686.1, XP_003701993.1	NP_001286563.1
OG0000489	XP_003700279.1	NP_001284957.1
OG0000490	XP_012150943.1, XP_012150944.1, XP_003707675.1	NP_001287103.1
OG0000491	XP_012151089.1	NP_788278.1, NP_523702.1
OG0000492	XP_003706126.1	NP_001036362.1
OG0000493	XP_012149368.1, XP_012149369.1	NP_996214.1
OG0000495	XP_012138548.1, XP_012138549.1, XP_012138545.1, XP_012138551.1, XP_012138547.1, XP_012138556.1, XP_012138555.1, XP_012138554.1, XP_012138553.1, XP_012138552.1, XP_012138550.1, XP_012138559.1, XP_012138558.1, XP_003702393.1	NP_612040.1
OG0000496	XP_012138008.1, XP_012138007.1	NP_523937.2
OG0000497	XP_003707005.1	NP_001036687.1
OG0000497	XP_012145168.1	NP_001261016.1
OG0000498	XP_003705105.1	NP_611046.2
OG0000499	XP_003703402.1	NP_610430.1
OG0000501	XP_012136031.1	NP_001261211.1
OG0000501	XP_012136028.1	NP_001261207.1
OG0000502	XP_003699867.1	NP_610226.2
OG0000503	XP_012147312.1, XP_012147313.1, XP_012147314.1, XP_003706121.1	NP_001163291.1
OG0000504	XP_012147375.1, XP_003699906.1	NP_477213.1, NP_609349.1
OG0000505	XP_003702822.1	NP_001285501.1
OG0000505	XP_012139883.1	NP_001259745.1
OG0000506	XP_012135153.1, XP_003701012.1, XP_012135330.1, XP_012135331.1, XP_012135332.1, XP_012135333.1	NP_001334747.1
OG0000507	XP_003701609.1	NP_001033959.1, NP_001033839.1, NP_726308.1
OG0000508	XP_012150893.1, XP_003700128.1	NP_001287331.1, NP_001188841.1
OG0000509	XP_003704434.2	NP_523768.1, NP_001286518.1, NP_477262.1
OG0000510	XP_012146772.1	NP_001246792.1
OG0000513	XP_003700277.1	NP_610051.2
OG0000516	XP_012136668.1, XP_012136667.1, XP_012136669.1, XP_012136665.1	NP_476699.1
OG0000517	XP_012146111.1, XP_012146110.1	NP_732486.2
OG0000518	XP_012139695.1, XP_012139694.1, XP_012139696.1, XP_003702944.1	NP_001137633.1
OG0000519	XP_012143635.1, XP_012143636.1, XP_012143634.1, XP_012143637.1	NP_648378.1
OG0000520	XP_012143877.1	NP_609115.1
OG0000520	XP_012143878.1	NP_647817.2
OG0000521	XP_012146106.1	NP_001303469.1
OG0000522	XP_003706731.2	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1
OG0000523	XP_012144728.1	NP_001286646.1, NP_001369113.1
OG0000524	XP_012149449.1	NP_649370.1, NP_649374.1
OG0000525	XP_003700424.1, XP_012154253.1	NP_001263050.1
OG0000526	XP_003703603.2	NP_610483.1
OG0000526	XP_003704647.1	NP_001246039.1
OG0000528	XP_003707178.1	NP_650142.1, NP_608978.2
OG0000529	XP_012145252.1, XP_003704796.1	NP_722721.1
OG0000530	XP_012145160.1	NP_523957.1
OG0000530	XP_012145199.1	NP_001287054.1
OG0000533	XP_012148330.1	NP_726548.1
OG0000536	XP_012151826.1	NP_731632.1
OG0000536	XP_012150447.1	NP_524406.1
OG0000537	XP_012134731.1	NP_001188817.2
OG0000538	XP_003703203.1	NP_001137782.1
OG0000540	XP_012143752.1	NP_648284.1
OG0000540	XP_012146859.1	NP_729446.1
OG0000541	XP_012141741.1, XP_012141742.1, XP_012141739.1, XP_003703819.1	NP_651714.1
OG0000543	XP_012153054.1, XP_012153053.1, XP_012153052.1, XP_012153055.1, XP_012153050.1, XP_012153051.1, XP_012153056.1	NP_001259662.1
OG0000545	XP_003705341.2, XP_003703186.1	NP_001014494.1, NP_001014493.2, NP_001014492.2
OG0000546	XP_012151352.1, XP_012151391.1	NP_648629.1, NP_001097313.1, NP_001097312.1, NP_001097311.1, NP_001097310.1
OG0000547	XP_003702085.1, XP_012138083.1, XP_012138081.1, XP_012138082.1	NP_511062.1
OG0000548	XP_003705921.1	NP_648127.1, NP_648126.1
OG0000551	XP_012144041.1, XP_003704785.1	NP_001259638.1, NP_573191.1
OG0000552	XP_003705057.1	NP_001286811.1
OG0000553	XP_003703532.1, XP_012141409.1	NP_001189023.1
OG0000554	XP_003703581.1, XP_003699656.1	NP_651415.1
OG0000555	XP_003701051.1	NP_611172.1
OG0000555	XP_003701079.1	NP_001259584.1, NP_001033936.1
OG0000556	XP_003707345.2	NP_647674.1
OG0000557	XP_012149683.1, XP_012149672.1, XP_003700130.1	NP_573098.1
OG0000558	XP_003705272.1	NP_650732.1
OG0000559	XP_003705404.1	NP_001285224.1
OG0000560	XP_003704777.1	NP_001287513.1
OG0000561	XP_012148186.1	NP_648220.1
OG0000562	XP_012145024.1	NP_648523.1
OG0000562	XP_012145014.1	NP_477210.1
OG0000563	XP_003707364.1	NP_648501.1
OG0000564	XP_012147756.1	NP_001097215.1
OG0000565	XP_012145461.1, XP_012136786.1	NP_001286175.1
OG0000567	XP_003699254.1, XP_012151432.1	NP_001284997.1
OG0000568	XP_012138846.1, XP_012138845.1	NP_477170.1
OG0000569	XP_012141900.1	NP_524209.3
OG0000569	XP_012138656.1	NP_524233.1
OG0000570	XP_003708533.1	NP_572801.2
OG0000571	XP_012139520.1, XP_012139518.1, XP_012139519.1	NP_524625.3
OG0000572	XP_012142896.1	NP_001033956.2
OG0000573	XP_003708111.1	NP_001260658.1
OG0000574	XP_003702503.1, XP_012138851.1, XP_012138937.1	NP_610901.1
OG0000575	XP_003700028.2, XP_012152647.1	NP_996071.2, NP_650108.2, NP_001097598.1, NP_001097597.2
OG0000576	XP_012142530.1, XP_012142529.1	NP_001285799.1
OG0000579	XP_012143705.1, XP_012143704.1, XP_012143703.1, XP_012143702.1, XP_012143701.1, XP_012143700.1, XP_003704643.1, XP_012143706.1	NP_001096880.1
OG0000582	XP_012154015.1	NP_647703.1
OG0000584	XP_003701095.1	NP_731825.1
OG0000585	XP_003699449.1, XP_012137588.1	NP_001262720.1
OG0000586	XP_003708104.1	NP_001285420.1, NP_477101.1
OG0000587	XP_012143050.1, XP_003704410.1	NP_001247005.1
OG0000588	XP_003700698.1, XP_012134591.1, XP_012134590.1	NP_477442.1
OG0000589	XP_003702019.1	NP_608365.1, NP_648309.1
OG0000591	XP_003700763.1	NP_001246992.1
OG0000591	XP_003700356.1	NP_476947.1
OG0000593	XP_003707045.1, XP_012149206.1	NP_001261723.1
OG0000594	XP_003706573.2, XP_012148185.1, XP_012148183.1, XP_012148184.1, XP_012148181.1, XP_012148182.1	NP_649931.1
OG0000595	XP_012153305.1	NP_001260766.1
OG0000595	XP_012153307.1	NP_650716.2
OG0000596	XP_012135068.1, XP_012135074.1	NP_524734.2
OG0000597	XP_003702054.1	NP_648493.3
OG0000598	XP_012135992.1	NP_001259605.1
OG0000598	XP_012135634.1	NP_722858.1
OG0000599	XP_012141674.1, XP_012141685.1	NP_731390.1, NP_001163573.1
OG0000601	XP_003705493.1	NP_649628.2
OG0000601	XP_012145798.1	NP_649627.1
OG0000602	XP_012140187.1	NP_572182.1
OG0000603	XP_003699623.1, XP_012141367.1	NP_649556.3
OG0000604	XP_003706232.1, XP_012147475.1	NP_001247314.1, NP_001262985.1
OG0000605	XP_003706919.1	NP_001138087.1
OG0000607	XP_012139773.1, XP_003702826.1	NP_610730.1
OG0000609	XP_012150149.1, XP_012150148.1, XP_012150150.1, XP_003707308.1	NP_524612.2
OG0000611	XP_012146946.1	NP_001014525.1
OG0000612	XP_012139018.1	NP_001137800.1
OG0000613	XP_012151435.1	NP_001285721.1
OG0000614	XP_012135347.1	NP_001036762.2, NP_001015499.4
OG0000614	XP_003708658.2	NP_001262793.1
OG0000616	XP_012136781.1	NP_610925.3
OG0000619	XP_003699212.1	NP_650283.1
OG0000620	XP_003704014.1, XP_012142164.1, XP_012142163.1	NP_001262966.1
OG0000621	XP_012134974.1, XP_012134981.1, XP_012134958.1, XP_012134967.1, XP_003699281.1	NP_608616.2
OG0000622	XP_012146926.1	NP_001260824.1
OG0000623	XP_003704122.1, XP_012142456.1	NP_651455.1
OG0000624	XP_003702431.1	NP_608663.1, NP_608668.2
OG0000625	XP_012137108.1, XP_012137107.1, XP_012137110.1, XP_012137109.1, XP_003701751.1	NP_523364.2
OG0000626	XP_012134602.1, XP_003700700.2	NP_001286578.1
OG0000627	XP_012152695.1	NP_650034.1, NP_001246511.1
OG0000629	XP_012149303.1	NP_476685.1
OG0000631	XP_012139766.1	NP_001188974.1, NP_001261083.1
OG0000632	XP_003704217.1	NP_648413.1
OG0000633	XP_003702788.2	NP_611209.1
OG0000634	XP_003700649.2	NP_523566.4
OG0000634	XP_003700648.1	NP_001285932.1
OG0000635	XP_012141488.1, XP_003705447.1, XP_012141583.1	NP_609594.2
OG0000636	XP_012149325.1, XP_003706913.1	NP_001036454.1
OG0000637	XP_012140807.1, XP_012140808.1, XP_003703313.1	NP_570060.1, NP_731045.1
OG0000638	XP_012136617.1, XP_012136630.1	NP_001015096.2
OG0000639	XP_003702233.1, XP_012138309.1	NP_524132.1
OG0000640	XP_003708059.1, XP_012151918.1, XP_012151917.1, XP_012151919.1	NP_001284902.1, NP_647886.2
OG0000641	XP_003699394.1	NP_611356.1
OG0000642	XP_012138364.1, XP_012138363.1, XP_003702243.1	NP_001286255.1
OG0000643	XP_003703311.1	NP_651971.2
OG0000643	XP_003703310.1	NP_572287.1
OG0000644	XP_003700862.1, XP_012135174.1, XP_012135173.1, XP_012135172.1	NP_524980.1
OG0000645	XP_012143317.1	NP_573262.2
OG0000645	XP_003704517.1	NP_650014.2
OG0000646	XP_012143713.1, XP_003704625.1	NP_572168.1, NP_612043.1
OG0000647	XP_003703636.1	NP_001356889.1
OG0000648	XP_003704915.1, XP_012144478.1	NP_001162713.1
OG0000649	XP_012148844.1	NP_001286294.1
OG0000650	XP_012138910.1, XP_012138911.1	NP_001097359.1
OG0000651	XP_012146709.1	NP_001260456.1
OG0000651	XP_003706774.2	NP_001033810.1
OG0000653	XP_012150339.1	NP_001261074.1
OG0000654	XP_012146273.1, XP_012153940.1	NP_001287006.1
OG0000655	XP_012144791.1	NP_001163538.1
OG0000656	XP_012147137.1, XP_012147136.1, XP_012147135.1	NP_001261425.1
OG0000659	XP_003704846.1	NP_001246461.1
OG0000660	XP_003708232.1	NP_001286912.1, NP_647694.1, NP_647696.1, NP_001246563.1, NP_649302.1, NP_649301.1
OG0000661	XP_003707830.1	NP_001036368.2
OG0000661	XP_012151862.1, XP_012151328.1	NP_001027277.1
OG0000662	XP_003703421.1	NP_001138085.1, NP_524311.1, NP_001287203.1
OG0000663	XP_012140389.1	NP_001260375.1
OG0000664	XP_003704889.2	NP_001246470.1
OG0000665	XP_012145766.1, XP_012145767.1, XP_012145769.1, XP_012145768.1	NP_001263042.1, NP_524700.1
OG0000667	XP_012138048.1, XP_012138046.1, XP_012138047.1, XP_012138043.1, XP_012138044.1, XP_003702066.1	NP_001188798.2
OG0000668	XP_003704444.2	NP_611056.2
OG0000669	XP_012138808.1, XP_012138807.1, XP_012138804.1, XP_012138806.1, XP_012138805.1, XP_003702483.1	NP_001262614.1
OG0000670	XP_003705423.1	NP_731439.2, NP_649975.1, NP_649976.1
OG0000671	XP_003703047.1, XP_012139953.1	NP_724597.1
OG0000672	XP_012141550.1, XP_012141549.1, XP_003703560.1, XP_003703561.1	NP_001260445.1
OG0000673	XP_012136410.1, XP_012136409.1, XP_012136411.1, XP_012136412.1, XP_012136413.1, XP_012136414.1, XP_012136415.1, XP_012136416.1, XP_012136408.1	NP_609360.2
OG0000674	XP_012151680.1, XP_012151678.1, XP_003707905.2, XP_003703681.1	NP_731246.2
OG0000677	XP_012143146.1, XP_012143151.1, XP_012143150.1, XP_012144552.1	NP_001245993.1
