Orthogroup	Megachile_rotundata	Nasonia_vitripennis
OG0000172	XP_012144448.1, XP_012144447.1, XP_012144446.1, XP_012144445.1, XP_012144449.1, XP_012144439.1, XP_012144440.1, XP_012144441.1, XP_012144442.1, XP_012144443.1, XP_003704990.1	XP_031789541.1
OG0000173	XP_012141604.1	XP_031787440.1, NP_001153423.1, NP_001153422.1
OG0000174	XP_012139778.1, XP_012139779.1, XP_012139777.1, XP_012139776.1, XP_012139775.1, XP_012139774.1	XP_001600210.1
OG0000176	XP_003702272.1	NP_001127789.1
OG0000177	XP_003707752.1	XP_001606472.1
OG0000177	XP_012151117.1	XP_008210134.1
OG0000177	XP_012151116.1	XP_003427240.1
OG0000178	XP_012149455.1	XP_031787092.1
OG0000179	XP_003700764.1, XP_012134930.1	XP_001604591.1
OG0000179	XP_003707098.1	XP_032451900.1, XP_001607038.1, XP_032451901.1
OG0000180	XP_012138838.1, XP_012138835.1, XP_012138836.1, XP_012138837.1, XP_003702490.1	XP_008206406.1, XP_001606981.2
OG0000181	XP_012135659.1	XP_001600458.2, XP_008214574.1, XP_008214578.1, XP_016845255.1
OG0000182	XP_003700170.2, XP_012149750.1, XP_012149742.1	XP_001601987.2, XP_016841479.1, XP_016841478.1, XP_031787113.1, XP_031787104.1, XP_031787105.1, XP_031787106.1, XP_031787109.1, XP_031787110.1, XP_031787111.1, XP_031787112.1, XP_008205687.1, XP_008205678.1, XP_031787103.1
OG0000183	XP_012144139.1	XP_003426002.1, XP_008204775.1, XP_008204776.1, XP_008204778.1
OG0000183	XP_012136967.1	XP_001603387.1
OG0000184	XP_012151665.1	NP_001177442.1, XP_031786125.1, NP_001177456.1, NP_001177454.1, NP_001177455.1, NP_001177445.1, NP_001177448.1, NP_001177447.1, XP_031786129.1, NP_001177452.1, NP_001177453.1, NP_001177446.1, XP_032454720.1, NP_001177450.1, NP_001164388.1, NP_001177421.1, NP_001177422.1, XP_016845192.1, NP_001177460.1, NP_001177457.1, NP_001177449.1, NP_001177451.1, NP_001164464.1, NP_001177642.1, XP_031786111.1, NP_001177697.1, NP_001177444.1, NP_001177458.1, NP_001177459.1, NP_001177443.1, NP_001177441.1
OG0000185	XP_012152010.1, XP_012152006.1, XP_012152009.1, XP_012152008.1, XP_003708091.1, XP_012152007.1	XP_008202977.1
OG0000185	XP_012152005.1, XP_003708093.1	XP_032452589.1, NP_001136331.1, XP_008202533.1
OG0000186	XP_012138246.1, XP_003702219.1, XP_003702293.1	XP_008214191.1, NP_001165994.1
OG0000187	XP_012144258.1	XP_016840762.1, XP_032455395.1, XP_032455396.1, XP_032455397.1, XP_008211394.1, XP_008211389.1, XP_031785200.1
OG0000188	XP_003705392.1	XP_031783182.1, XP_016839660.1
OG0000188	XP_003703034.1	XP_001604859.1
OG0000189	XP_012147949.1	XP_031781874.1
OG0000190	XP_012142605.1	XP_008201771.1, XP_032456089.1, XP_032456090.1, XP_032456086.1, XP_001605005.1, XP_032456093.1, XP_032456091.1, XP_032456092.1, XP_032456087.1, XP_032456088.1, XP_001604983.1, XP_003425264.1, XP_008201772.1, XP_032456085.1, XP_008201769.1, XP_032456082.1, XP_032456084.1, XP_032456083.1, XP_008201770.1
OG0000191	XP_012136269.1	XP_008207212.2
OG0000192	XP_003702365.2	XP_031780067.1, XP_031780066.1
OG0000194	XP_003699995.1	NP_001166262.1
OG0000194	XP_003700093.1	XP_003426834.1
OG0000194	XP_003700092.1	NP_001166261.1
OG0000194	XP_012152398.1	NP_001161280.1, XP_032451902.1
OG0000195	XP_003704952.1	XP_008203346.1, XP_008203347.1
OG0000195	XP_003708251.1, XP_003701025.1, XP_012152159.1, XP_012148661.1	XP_008203348.1, XP_031783672.1, XP_001599898.2, XP_031783674.2
OG0000196	XP_012134628.1	XP_003423952.1, XP_008215430.1
OG0000196	XP_012143079.1	XP_008215207.1
OG0000197	XP_012144858.1, XP_003699822.1	XP_016837276.1, XP_016837275.1, NP_001155183.1, XP_016837279.1, XP_016837277.1, XP_032452047.1, XP_031777742.1, XP_031777741.1, XP_031777743.1
OG0000198	XP_012136053.1, XP_012136051.1	XP_008213258.1
OG0000200	XP_003701725.1	XP_001601256.2
OG0000200	XP_003700547.1, XP_012154376.1	NP_001153462.1
OG0000201	XP_012148479.1	XP_001606137.1
OG0000201	XP_012148478.1	XP_001607558.2
OG0000202	XP_012139160.1	XP_001608175.1, XP_032456995.1, XP_032456994.1
OG0000202	XP_012137745.1	XP_031788443.1, XP_031788445.1
OG0000203	XP_003705579.2	XP_032452106.1, XP_031779307.1
OG0000204	XP_003704418.1	XP_016841715.1, XP_031788586.1, XP_016841716.1
OG0000205	XP_003705021.1, XP_012144620.1, XP_012144622.1, XP_012144618.1, XP_012144619.1	XP_031784084.1
OG0000207	XP_012146454.1	XP_001605874.1
OG0000207	XP_012134609.1	XP_031780977.1
OG0000207	XP_012134607.1	XP_031779878.1, XP_031781051.1
OG0000208	XP_012134606.1	XP_031781008.1
OG0000209	XP_012150853.1, XP_012150852.1, XP_003707562.1	XP_032456886.1
OG0000210	XP_003703387.1	XP_008212102.1, XP_008212106.1
OG0000210	XP_012148961.1	XP_016845495.1, XP_008214952.1
OG0000210	XP_012137421.1	XP_032455257.1
OG0000212	XP_003700908.2	XP_001603421.1
OG0000212	XP_003702537.1, XP_003702536.2	XP_001601231.2
OG0000213	XP_012141554.1, XP_003703563.1, XP_012141555.1, XP_012141556.1, XP_012141557.1	XP_003427028.1, XP_001605473.1, XP_032456240.1
OG0000214	XP_003703502.1	XP_032457643.1, XP_032457642.1, XP_031781552.1, XP_031781551.1
OG0000214	XP_003700432.2	XP_032455627.1, XP_031784508.1
OG0000215	XP_003705904.2	XP_016843751.2, XP_016843750.2, XP_016843749.2, XP_031788092.1, XP_032456457.1, XP_001603599.4
OG0000216	XP_003699552.2	XP_001603476.3
OG0000217	XP_003703360.2	XP_001605172.2, XP_031785580.1, XP_032453386.1, XP_001605149.3, XP_031780038.1, XP_001599171.3, XP_032451628.1, XP_001605811.2
OG0000218	XP_012146998.1, XP_012146997.1, XP_012147000.1, XP_012146999.1, XP_012146995.1, XP_012146996.1	XP_008207040.1, XP_008207042.1, XP_008207041.1
OG0000219	XP_003707713.1, XP_012151048.1	XP_032452539.1
OG0000220	XP_003706502.1	XP_008206095.1, XP_008206096.1, XP_008206094.1, XP_016843252.1, XP_008206097.1, XP_001604656.1
OG0000221	XP_003703821.1	XP_001607468.1
OG0000223	XP_003700060.2	NP_001155149.1, XP_008213618.1
OG0000223	XP_012141734.1	XP_031785562.1
OG0000224	XP_003703036.2, XP_012139938.1, XP_012139967.1	NP_001166091.1, XP_016836998.2, XP_032452314.1, XP_031780168.1
OG0000225	XP_012147417.1, XP_012147416.1	XP_001602931.1
OG0000225	XP_012142097.1	XP_031781485.1, XP_032457609.1, XP_031777410.1
OG0000226	XP_012142844.1, XP_012142842.1, XP_012142841.1	XP_016844695.1
OG0000226	XP_012142847.1	XP_016845008.1
OG0000228	XP_012153562.1	XP_031788714.1
OG0000229	XP_012153002.1, XP_012153001.1	XP_008215504.1
OG0000230	XP_012142731.1, XP_012142730.1, XP_003704424.1	XP_003424711.1
OG0000231	XP_012148493.1, XP_012148491.1, XP_012148494.1, XP_012148489.1, XP_003706704.1, XP_012148490.1	XP_001602920.1
OG0000232	XP_012139351.1, XP_003702791.1	XP_031788753.1
OG0000233	XP_012151529.1, XP_012151530.1	XP_008216033.1, XP_016836863.1, XP_003423899.1, XP_031777023.1
OG0000234	XP_003705839.1	NP_001166089.1
OG0000235	XP_012152694.1	XP_031779029.1, XP_031779025.1, XP_031779027.1
OG0000236	XP_003705969.1	NP_001164379.1
OG0000236	XP_012146799.1	XP_031785405.1
OG0000237	XP_012139348.1, XP_012137591.1, XP_012137578.1	XP_008203240.1
OG0000239	XP_003704346.1	XP_031785698.1
OG0000240	XP_003704786.1	XP_016838389.1, XP_016838388.1, XP_016838390.1, XP_016838387.1, XP_008207243.1, XP_003426690.1, XP_032456400.1, XP_031779042.1, XP_016838108.1, NP_001153321.1, XP_031787488.1, XP_008217955.2, XP_032457878.1
OG0000241	XP_012141585.1	XP_001599078.1
OG0000241	XP_012138646.1, XP_012138647.1, XP_012138648.1, XP_012138644.1	XP_031784889.1
OG0000243	XP_012137098.1	XP_001605952.2
OG0000244	XP_003702794.2	XP_031781211.1, XP_008214562.1, XP_008214563.1, XP_032457510.1, XP_031781210.1
OG0000245	XP_003707107.1	NP_001164331.1, NP_001164357.1, XP_031783456.1
OG0000246	XP_012143780.1	XP_001603679.1
OG0000246	XP_003704683.1	XP_003427114.1, XP_031778429.1
OG0000247	XP_012150346.1	XP_031779115.1
OG0000248	XP_012151211.1	XP_031783660.1
OG0000249	XP_012140328.1	NP_001153452.1
OG0000249	XP_012140331.1	XP_031787477.1
OG0000250	XP_003706993.1	XP_001607440.2
OG0000250	XP_012138594.1	XP_001603664.1
OG0000251	XP_012148950.1, XP_012148951.1, XP_012138655.1, XP_012144355.1	XP_032455324.1, XP_031784890.1, XP_003426647.1
OG0000252	XP_003706376.1	XP_008202453.1, XP_008202456.1, XP_032457326.1, XP_031777444.1, XP_031777443.1, XP_032457324.1, XP_032457323.1, XP_032457325.1
OG0000253	XP_003708641.2	NP_001164367.1
OG0000253	XP_012153159.1, XP_012153161.1	XP_031781922.1, NP_001122571.1
OG0000254	XP_012141089.1	XP_008211229.1, XP_031785157.1
OG0000254	XP_012150104.1	XP_008206656.1
OG0000255	XP_003707576.1	XP_001601575.1
OG0000256	XP_012141779.1, XP_003703743.1, XP_012141781.1, XP_012141782.1, XP_012141780.1, XP_012141775.1, XP_012141774.1, XP_012141778.1, XP_012141777.1	XP_008204801.1, XP_008204800.1, XP_008204803.1, XP_008204805.1
OG0000257	XP_012152627.1	XP_016838496.1, XP_008203021.1
OG0000257	XP_003708278.1, XP_012152634.1	XP_016838482.1
OG0000258	XP_003708550.1, XP_012153429.1, XP_012153430.1	XP_001601068.1, XP_016845241.1, XP_001601290.2, XP_001601182.1
OG0000259	XP_012141818.1, XP_012141819.1	XP_008207661.2
OG0000260	XP_012147130.1	XP_003425726.1, XP_032452737.1
OG0000261	XP_003708378.2, XP_012152145.1, XP_012152140.1, XP_003708132.1, XP_003703046.1, XP_012139949.1	XP_001602288.1
OG0000262	XP_012143761.1, XP_012143762.1	XP_016844355.1, XP_003427736.1
OG0000263	XP_012154514.1, XP_012154527.1, XP_012154521.1, XP_003699274.1	XP_008203575.1, XP_032454107.1, XP_003425684.1, XP_031783237.1, XP_008203574.1, XP_031783236.1
OG0000264	XP_012141565.1	XP_016844991.1, XP_016844992.1, XP_016844993.1
OG0000264	XP_003706549.1, XP_012148148.1	XP_001608103.1
OG0000265	XP_003700852.1, XP_012135145.1	XP_016839585.1
OG0000266	XP_012142351.1, XP_012142346.1	XP_003428081.1
OG0000266	XP_003701377.1	XP_008213988.1, XP_001601016.1, XP_032455467.1
OG0000268	XP_012147628.1, XP_012151349.1, XP_003705563.2, XP_003704992.1	XP_001604577.1, XP_031789511.1, XP_001604871.2, XP_001604880.2
OG0000269	XP_003707502.1	XP_001607744.2
OG0000270	XP_003701983.1	XP_031787127.1
OG0000271	XP_003703932.2	NP_001153387.1, XP_001600587.2
OG0000272	XP_012137264.1	XP_031778066.1, XP_032453944.1
OG0000272	XP_012137477.1	XP_001603198.2
OG0000273	XP_003708387.1	XP_031780333.1
OG0000274	XP_012150333.1	XP_031785813.1
OG0000276	XP_012146515.1	XP_001607936.1
OG0000277	XP_012139530.1, XP_003702918.1, XP_012139529.1	XP_008211107.1
OG0000278	XP_012140846.1	XP_032454137.1, XP_032454138.1, XP_032454139.1, XP_032454140.1, XP_032454133.1, XP_032454134.1, XP_032454135.1, XP_032454136.1, XP_016839921.1, XP_032454142.1, XP_032454141.1, XP_016839922.1, XP_032454144.1, XP_032454143.1, XP_032454146.1, XP_032454145.1, XP_032454148.1, XP_032454147.1, XP_032454149.1, XP_032454151.1, XP_032454132.1, XP_032454150.1, XP_031783292.1
OG0000279	XP_003704233.1	XP_031783226.1, XP_008203513.1, XP_016839857.1
OG0000281	XP_003705781.1	XP_001607948.2
OG0000281	XP_003707314.1	XP_001604393.1
OG0000283	XP_012145591.1	XP_031785502.1, XP_001600158.2, XP_031785501.1, XP_008205791.1, XP_008205792.1, XP_032454919.1
OG0000284	XP_012138543.1	XP_001606673.1
OG0000284	XP_012145095.1, XP_012137964.1	XP_008211037.1
OG0000285	XP_003699411.2	XP_016838297.1
OG0000286	XP_003701800.2	XP_032452557.1
OG0000287	XP_012148331.1	XP_008202843.1, XP_001606457.2
OG0000287	XP_003706601.1	XP_003425383.1, XP_008202274.1
OG0000288	XP_003707452.1	NP_001166048.1, XP_008209318.1
OG0000289	XP_012144635.1	XP_016840362.1, XP_001604619.1, XP_008211310.1, XP_008211309.1, XP_032454831.1
OG0000290	XP_012141017.1, XP_012141018.1, XP_012141019.1, XP_012141016.1	XP_008204706.1, XP_008204688.1, XP_008204693.1, XP_008204700.1
OG0000291	XP_012136291.1	XP_001606579.2, XP_031785150.1
OG0000291	XP_012136349.1, XP_012136290.1	XP_008211563.1
OG0000292	XP_012139889.1	XP_031780071.1
OG0000293	XP_003706108.2	XP_016838208.1, XP_016838209.1, XP_001605452.1, XP_008204320.1, XP_032453204.1, XP_032453205.1, XP_031787723.1, NP_001155147.1, XP_016837208.1, XP_001605977.1, XP_016837209.1, XP_031785202.1, XP_001606969.1, XP_001604473.1, NP_001155146.1, XP_001600770.1, XP_031783053.1
OG0000294	XP_012138436.1, XP_012138238.1	XP_032454504.1, XP_008213463.1, XP_031782170.1, XP_031787254.1, XP_031786886.1, XP_016841020.1, XP_016841021.1
OG0000295	XP_012145127.1, XP_012145128.1, XP_003705274.1	XP_001607980.1, XP_001607976.1, XP_001607974.1, XP_003428212.1, XP_032455169.1, XP_032455170.1, XP_032455171.1
OG0000296	XP_012136932.1, XP_003701648.1, XP_012136934.1, XP_012136933.1, XP_012136935.1	XP_031779169.1
OG0000298	XP_012139175.1, XP_003702628.1	XP_008216149.1, XP_008216147.1, XP_008216146.1, XP_032453473.1, XP_032453472.1
OG0000299	XP_003707712.2	XP_003426781.1, XP_001601854.1
OG0000300	XP_003705565.1	XP_003425056.1, XP_001605288.1
OG0000301	XP_012145465.1, XP_003705403.1	NP_001165992.1
OG0000301	XP_003700755.1	NP_001165993.1
OG0000302	XP_012135451.1	XP_031783914.1
OG0000302	XP_003705687.2, XP_003707086.1, XP_012149383.1	XP_032455159.1, XP_008214883.1, XP_032455160.1, XP_008214882.1, XP_031786529.1, XP_031786440.1
OG0000303	XP_012154089.1	XP_008212905.1
OG0000303	XP_012151306.1, XP_012151111.1	XP_003426614.1
OG0000303	XP_003700589.2	XP_031785517.1
OG0000304	XP_003702511.1	XP_031786449.1
OG0000305	XP_003705033.1	XP_031787288.1, XP_016841776.1, XP_016841777.1
OG0000306	XP_003705265.2, XP_012145085.1, XP_012145087.1, XP_012145089.1, XP_012145088.1	XP_031785304.1
OG0000307	XP_012145496.1, XP_012145495.1, XP_012145494.1, XP_012145493.1, XP_012145497.1	XP_031785703.1, XP_008215148.1, XP_032455669.1
OG0000308	XP_012148928.1, XP_012148929.1, XP_012148931.1, XP_012148932.1, XP_003706809.1, XP_012148927.1, XP_012148935.1, XP_012148934.1, XP_012148933.1, XP_012148938.1, XP_012148937.1, XP_012148926.1	XP_008208754.1, XP_001602066.1
OG0000310	XP_012136599.1, XP_003701573.1	XP_016840055.1, XP_001606567.1
OG0000311	XP_012145310.1	XP_031788070.1
OG0000312	XP_012149526.1	XP_032454158.1, XP_032454156.1, XP_032454154.1, XP_008206250.1, XP_008206249.1, XP_032454157.1, XP_032454153.1
OG0000313	XP_003701165.1, XP_003701166.1	XP_031781836.1, XP_001599934.1
OG0000314	XP_012143927.1, XP_012143925.1, XP_012143926.1	XP_001606465.1, XP_032456526.1, XP_008204338.1, XP_031787274.1, XP_003424762.3
OG0000314	XP_003704743.2, XP_012143918.1	XP_032456533.1, XP_001607656.1
OG0000315	XP_012147116.1, XP_012147112.1, XP_012147113.1	XP_001599137.1, XP_001600184.4
OG0000316	XP_012137523.1	XP_031787731.1
OG0000317	XP_012148424.1, XP_003699981.1, XP_012148458.1, XP_012148442.1, XP_012148439.1, XP_012148433.1, XP_012148450.1	XP_016841106.1, XP_003426518.1, XP_008206890.1
OG0000318	XP_003704099.2	XP_008206399.1, XP_001606799.1
OG0000319	XP_012135023.1	XP_016845436.1, XP_003428126.1
OG0000320	XP_012152561.1	XP_001602384.1, XP_001607362.3, XP_001605719.1
OG0000321	XP_003708518.1	XP_031777401.1
OG0000322	XP_003706986.1	XP_001607407.1
OG0000323	XP_003702453.2	XP_031788472.1, XP_032457254.1, XP_031788450.1
OG0000324	XP_012141998.1	XP_031780816.1
OG0000324	XP_012143166.1	XP_016838881.2
OG0000325	XP_003702122.1	XP_008213655.1
OG0000326	XP_003700119.1	XP_031784208.1, XP_032457888.1, XP_032457885.1, XP_032457884.1, XP_032457887.1, XP_032457886.1, XP_031784204.1, XP_031784205.1, XP_031784206.1, XP_031784207.1, XP_016842072.1, XP_008217372.1, XP_031784209.1
OG0000327	XP_003701781.1	XP_016838935.1, XP_016838930.1
OG0000329	XP_012154307.1, XP_012154306.1, XP_012154305.1, XP_003700513.1	XP_008212188.1, XP_032454722.1, XP_032454721.1, XP_032454724.1, XP_008212187.1, XP_008212184.1, XP_032454723.1, XP_032454725.1, XP_016844327.1, XP_016844329.1, XP_016844328.1, XP_008212174.1, NP_001136350.1, NP_001136351.1, XP_008212189.1, XP_008212190.1, XP_016844326.1
OG0000330	XP_012144480.1	XP_016837033.1, NP_001280498.1, NP_001280500.1, NP_001280494.1
OG0000330	XP_003702707.2	NP_001159944.1, NP_001159943.1
OG0000331	XP_003705686.1	XP_016843206.1
OG0000332	XP_012149524.1, XP_003707142.1	XP_031783273.1, XP_008206247.1
OG0000333	XP_003703002.2	XP_031783197.1
OG0000334	XP_003706965.2	NP_001164403.1, XP_032452183.1, XP_008216254.1
OG0000335	XP_012154285.1, XP_012154283.1, XP_012154287.1, XP_012154284.1, XP_012154288.1, XP_012154289.1, XP_012154290.1, XP_003700441.1	XP_003426117.1
OG0000336	XP_012148014.1	XP_003426396.1
OG0000336	XP_003706072.1	XP_008206529.1, XP_016839052.1
OG0000337	XP_012135630.1	XP_031783756.1
OG0000338	XP_012142275.1	XP_003424878.1
OG0000339	XP_003702674.1	XP_031784468.1
OG0000339	XP_003705530.1, XP_012145886.1	XP_031779603.1
OG0000340	XP_012136431.1	XP_008202557.1
OG0000340	XP_012145764.1, XP_012145765.1	XP_008215783.2
OG0000341	XP_003704822.1, XP_012144121.1, XP_012144124.1, XP_012144125.1	XP_031780569.1, XP_001601882.1
OG0000342	XP_012154374.1	XP_016842459.1, XP_031788435.1
OG0000342	XP_012154383.1	XP_008206353.1
OG0000343	XP_012135157.1	XP_003428067.1
OG0000344	XP_012141836.1, XP_012141838.1, XP_012141835.1, XP_012141839.1	XP_016844412.1
OG0000345	XP_003708164.2, XP_003708165.1	XP_016837521.1, XP_031779210.1
OG0000347	XP_003702599.1, XP_012139080.1	XP_032456833.1, XP_031788519.1, XP_031788520.1, XP_031788521.1
OG0000349	XP_012154317.1	XP_031785287.1
OG0000350	XP_012135254.1, XP_012135256.1, XP_012135255.1, XP_012135258.1, XP_012135257.1	XP_001601576.1, XP_008204559.1
OG0000351	XP_012147200.1	XP_001603070.1
OG0000352	XP_012138374.1, XP_012138375.1, XP_012138376.1	XP_016839388.1
OG0000354	XP_012140182.1	NP_001164417.1, NP_001177708.1, NP_001164420.2, XP_016843659.1, NP_001164460.2, NP_001177594.1, XP_031778349.1, NP_001177599.1, NP_001177598.1, XP_016845920.1, NP_001177597.1, XP_016845905.1, NP_001177595.1, NP_001164463.1, NP_001177603.1, XP_031778371.1, NP_001177601.1, NP_001177602.1, NP_001177709.1, NP_001177600.1, NP_001177596.1, XP_016844910.1, XP_031778011.1, NP_001164418.1, NP_001164419.1, NP_001177593.1, XP_016836494.1, NP_001177604.1
OG0000356	XP_012152175.1	XP_001603497.1, XP_001603472.2
OG0000357	XP_012152486.1, XP_003708319.1	XP_008201758.1, XP_003425261.1
OG0000358	XP_012143873.1, XP_012143874.1, XP_012143872.1, XP_003704704.1	XP_032451992.1
OG0000360	XP_012142588.1, XP_012142586.1, XP_012142587.1, XP_012142583.1, XP_012142584.1, XP_012142581.1, XP_012142582.1, XP_003704153.1	XP_031786393.1
OG0000361	XP_012153467.1, XP_012153468.1, XP_003708557.1	XP_001599966.3
OG0000362	XP_003708510.2	XP_001603573.1, NP_001154986.1, XP_001603544.1
OG0000362	XP_003708511.1	XP_032453925.1, XP_032453924.1, XP_008210363.1, XP_008210364.1
OG0000363	XP_012135320.1	NP_001166856.1
OG0000363	XP_012150517.1	XP_008215037.1, NP_001136080.1
OG0000364	XP_003707298.1, XP_012150131.1, XP_012150132.1	XP_032455556.1, XP_016840845.1
OG0000365	XP_012137131.1, XP_012137132.1, XP_012137133.1, XP_012137130.1	XP_001604570.2, XP_016839941.1, XP_016839942.1, XP_008210434.1
OG0000366	XP_012146838.1, XP_012146835.1, XP_012146832.1, XP_012146831.1, XP_012146833.1	NP_001234894.1
OG0000367	XP_003706966.1, XP_012148849.1, XP_012148850.1, XP_012148848.1, XP_012148852.1	XP_001603452.1, XP_031780815.1
OG0000368	XP_003700684.1	XP_031779116.1
OG0000368	XP_003701289.1	XP_031779250.1, XP_001606272.1
OG0000369	XP_012141445.1, XP_003707668.1, XP_012150874.1	XP_032451964.1, XP_008212938.1
OG0000370	XP_012144316.1	XP_008216733.1, NP_001166053.1
OG0000371	XP_003705927.2	XP_003426598.1
OG0000372	XP_012153750.1, XP_012153752.1, XP_012153749.1, XP_012153748.1, XP_012153751.1, XP_003704661.1	XP_032452377.1, XP_032452378.1, XP_032452376.1, XP_016838013.1, XP_016838012.1, XP_032452380.1, XP_032452379.1, XP_032452382.1, XP_032452381.1
OG0000375	XP_012138104.1, XP_003702089.1	XP_008208423.1, XP_001599241.1, XP_008208436.1, XP_008208430.1
OG0000376	XP_012143339.1, XP_012143348.1, XP_012143353.1, XP_003699743.1, XP_012143367.1, XP_012143361.1, XP_012143333.1	XP_031782974.1, XP_032457748.1, XP_031782970.1, XP_031782973.1, XP_031782972.1, XP_031782975.1
OG0000377	XP_003703779.1	XP_008210300.1
OG0000377	XP_012147672.1, XP_012147676.1, XP_012147671.1, XP_012147673.1, XP_012147674.1, XP_012147675.1	NP_001164381.1
OG0000378	XP_012146654.1	XP_001601479.2
OG0000379	XP_012136830.1	XP_008209839.1, XP_008209838.1
OG0000380	XP_003703764.1, XP_012141808.1, XP_012141807.1	XP_031786831.1, XP_031786832.1
OG0000381	XP_012140183.1	XP_016841180.1
OG0000381	XP_003701471.1	XP_001602738.1
OG0000382	XP_003706910.1, XP_012149297.1	XP_001607827.3
OG0000382	XP_003708419.1	XP_008217713.1
OG0000383	XP_012135466.1, XP_012140362.1, XP_012138672.1	XP_003427646.1
OG0000384	XP_012148688.1, XP_012148686.1	XP_001604432.2, XP_008210418.1
OG0000384	XP_012148701.1	XP_031782398.1
OG0000385	XP_012135512.1	XP_001599984.1
OG0000386	XP_003706715.2, XP_003706716.1	XP_008202799.1, XP_031777593.1
OG0000387	XP_012152085.1, XP_003708136.1, XP_012148651.1, XP_012153573.1, XP_012148653.1, XP_012137203.1	XP_008210181.2
OG0000388	XP_012135627.1, XP_012135626.1, XP_003701232.1	XP_008206350.1
OG0000388	XP_003699232.1	XP_032454208.1, XP_032454209.1, XP_016839439.1, XP_032454207.1
