Orthogroup	Megachile_rotundata	Osmia_bicornis
OG0000132	XP_003706203.1, XP_012147468.1	XP_029042885.1, XP_029042884.1
OG0000132	XP_012152838.1, XP_003708422.1	XP_029046706.1, XP_029046715.1
OG0000133	XP_003707714.1	XP_029032942.1, XP_029032943.1, XP_029032944.1
OG0000133	XP_012147926.1	XP_029035782.1
OG0000134	XP_003705740.1	XP_029037364.1
OG0000135	XP_003701934.1, XP_012137460.1	XP_029032688.1
OG0000135	XP_003708004.1	XP_029052001.1
OG0000135	XP_003708115.1	XP_029033778.1
OG0000136	XP_003705561.1	XP_029051548.1
OG0000136	XP_012146210.1	XP_029051623.1
OG0000137	XP_003705868.1	XP_029048064.1
OG0000137	XP_012135720.1	XP_029046790.1, XP_029046789.1, XP_029046791.1, XP_029046788.1
OG0000137	XP_012140417.1	XP_029051312.1
OG0000138	XP_012141572.1	XP_029043735.1, XP_029043737.1, XP_029043736.1, XP_029043739.1, XP_029043738.1, XP_029043741.1, XP_029043740.1
OG0000138	XP_012141209.1	XP_029043742.1
OG0000139	XP_012153876.1, XP_012153877.1, XP_012153878.1, XP_012153875.1	XP_029050502.1
OG0000140	XP_012139616.1, XP_012139622.1, XP_012139623.1, XP_012139620.1, XP_012139621.1, XP_012139617.1, XP_003702933.1, XP_012139615.1	XP_029050611.1
OG0000141	XP_003701926.1	XP_029038466.1, XP_029038465.1
OG0000141	XP_003704620.1	XP_029044664.1
OG0000142	XP_003704387.2	XP_029044489.1, XP_029044511.1
OG0000142	XP_012143007.1	XP_029053705.1, XP_029044543.1, XP_029054183.1, XP_029044512.1
OG0000143	XP_003702327.1	XP_029041592.1, XP_029041591.1, XP_029041594.1
OG0000143	XP_012138200.1, XP_012138199.1, XP_012138201.1, XP_012138202.1, XP_003702328.1	XP_029041621.1, XP_029041620.1, XP_029041624.1, XP_029041623.1, XP_029041622.1
OG0000144	XP_003705522.1	XP_029035145.1
OG0000145	XP_012141845.1, XP_012141847.1, XP_012141846.1, XP_012141849.1, XP_012141851.1, XP_003703775.1, XP_012141850.1	XP_029047376.1, XP_029047377.1
OG0000145	XP_012138596.1	XP_029043895.1, XP_029045165.1
OG0000146	XP_003705369.1	XP_029045164.1, XP_029045163.1
OG0000146	XP_012151898.1, XP_012151891.1, XP_012151896.1	XP_029038795.1, XP_029038794.1
OG0000147	XP_012149993.1, XP_003707471.1	XP_029048716.1, XP_029048715.1, XP_029048711.1, XP_029048710.1, XP_029048714.1, XP_029048709.1, XP_029048708.1, XP_029048717.1
OG0000149	XP_012147339.1	XP_029047226.1
OG0000149	XP_012147343.1, XP_012147342.1, XP_003706133.1	XP_029047230.1, XP_029047231.1, XP_029047232.1
OG0000150	XP_012149657.1, XP_012149656.1, XP_012149659.1, XP_012149658.1, XP_003707166.1, XP_012149660.1, XP_012149661.1	XP_029041950.1
OG0000151	XP_003704470.2	XP_029031892.1, XP_029031893.1, XP_029031895.1, XP_029031894.1, XP_029031896.1
OG0000152	XP_012135668.1, XP_012135673.1, XP_012135674.1, XP_012135671.1, XP_012135669.1, XP_012135670.1, XP_003701272.1	XP_029047059.1
OG0000153	XP_012139835.1	XP_029039104.1, XP_029039105.1, XP_029039106.1, XP_029039101.1, XP_029039103.1
OG0000154	XP_012152021.1	XP_029038796.1
OG0000156	XP_012150894.1	XP_029035328.1
OG0000157	XP_003703163.1	XP_029051284.1, XP_029048978.1, XP_029051286.1
OG0000157	XP_012140472.1	XP_029051319.1
OG0000158	XP_003705555.2, XP_012145928.1, XP_003706752.1, XP_012152076.1, XP_012150572.1, XP_012148634.1, XP_012148635.1, XP_012145922.1	XP_029046478.1, XP_029046471.1, XP_029046469.1, XP_029046468.1, XP_029042113.1
OG0000158	XP_012150087.1, XP_012150086.1	XP_029046467.1
OG0000160	XP_012147327.1	XP_029042735.1
OG0000160	XP_012138102.1, XP_003702188.1	XP_029032546.1
OG0000161	XP_003703976.1	XP_029049654.1, XP_029049653.1
OG0000162	XP_003699383.2	XP_029035080.1
OG0000162	XP_012151345.1	XP_029037503.1
OG0000164	XP_012138610.1	XP_029053418.1, XP_029053381.1
OG0000164	XP_012138588.1	XP_029053299.1
OG0000164	XP_012138609.1	XP_029053407.1
OG0000165	XP_012141446.1, XP_012141448.1, XP_012141447.1	XP_029038180.1, XP_029038179.1
OG0000165	XP_012138919.1	XP_029047501.1
OG0000166	XP_012138260.1, XP_012138247.1, XP_012138255.1, XP_012138249.1	XP_029043654.1, XP_029043635.1, XP_029043629.1
OG0000168	XP_012142201.1	XP_029052804.1
OG0000168	XP_012136788.1	XP_029036231.1
OG0000168	XP_012139252.1	XP_029043972.1
OG0000169	XP_003705463.1	XP_029040131.1
OG0000169	XP_003705446.1, XP_003705458.1, XP_003705457.1	XP_029040198.1
OG0000170	XP_003701076.1	XP_029033623.1
OG0000170	XP_012143625.1	XP_029033620.1, XP_029033633.1
OG0000171	XP_003704787.1	XP_029047309.1
OG0000171	XP_012144044.1	XP_029047311.1
OG0000172	XP_012144448.1, XP_012144447.1, XP_012144446.1, XP_012144445.1, XP_012144449.1, XP_012144439.1, XP_012144440.1, XP_012144441.1, XP_012144442.1, XP_012144443.1, XP_003704990.1	XP_029040332.1, XP_029040337.1, XP_029040338.1, XP_029040333.1, XP_029040334.1, XP_029040335.1, XP_029040336.1
OG0000173	XP_012141604.1	XP_029045882.1, XP_029045886.1, XP_029045884.1, XP_029045883.1, XP_029045881.1, XP_029045880.1
OG0000174	XP_012139778.1, XP_012139779.1, XP_012139777.1, XP_012139776.1, XP_012139775.1, XP_012139774.1	XP_029038443.1, XP_029038444.1, XP_029038447.1, XP_029038446.1, XP_029038448.1
OG0000175	XP_012137455.1, XP_012137456.1, XP_012137454.1, XP_003701918.1	XP_029032769.1, XP_029032767.1, XP_029032768.1
OG0000176	XP_012149521.1	XP_029039386.1
OG0000176	XP_003702272.1	XP_029041606.1
OG0000177	XP_003707752.1	XP_029035382.1, XP_029035383.1
OG0000177	XP_012151117.1	XP_029035403.1
OG0000177	XP_012151116.1	XP_029035380.1
OG0000178	XP_012149455.1	XP_029039971.1, XP_029039967.1
OG0000179	XP_012134930.1	XP_029046643.1
OG0000179	XP_003707098.1	XP_029038918.1
OG0000180	XP_012138838.1, XP_012138835.1, XP_012138836.1, XP_012138837.1, XP_003702490.1	XP_029046844.1, XP_029046842.1, XP_029046843.1
OG0000181	XP_012135659.1	XP_029051355.1, XP_029051353.1, XP_029051352.1, XP_029051351.1, XP_029051350.1, XP_029051349.1, XP_029051354.1, XP_029051348.1
OG0000182	XP_003700170.2, XP_012149750.1, XP_012149742.1	XP_029044796.1, XP_029044797.1, XP_029044799.1, XP_029044800.1, XP_029044801.1, XP_029044793.1, XP_029044794.1, XP_029044795.1
OG0000183	XP_012144139.1	XP_029047940.1
OG0000183	XP_012136967.1	XP_029053202.1
OG0000184	XP_012151665.1	XP_029034044.1, XP_029034077.1
OG0000185	XP_012152010.1	XP_029037648.1
OG0000185	XP_012152006.1, XP_012152009.1, XP_012152008.1, XP_003708091.1, XP_012152007.1	XP_029037641.1, XP_029037640.1
OG0000185	XP_012152005.1, XP_003708093.1	XP_029037652.1, XP_029037651.1
OG0000186	XP_003702219.1	XP_029043698.1
OG0000186	XP_003702293.1	XP_029043697.1
OG0000187	XP_012144258.1	XP_029047831.1
OG0000188	XP_003705392.1	XP_029045188.1
OG0000188	XP_003703034.1	XP_029035546.1
OG0000189	XP_012147949.1	XP_029035806.1, XP_029035810.1, XP_029035809.1, XP_029035808.1
OG0000190	XP_012142605.1	XP_029056400.1, XP_029056399.1, XP_029056401.1
OG0000191	XP_012136269.1	XP_029036825.1
OG0000192	XP_003702365.2	XP_029034267.1, XP_029034266.1
OG0000194	XP_003700093.1	XP_029038776.1
OG0000194	XP_003700092.1	XP_029038788.1
OG0000194	XP_012152398.1	XP_029038813.1
OG0000195	XP_003704952.1	XP_029052983.1, XP_029052995.1, XP_029052191.1, XP_029052984.1, XP_029052188.1
OG0000196	XP_012134628.1	XP_029041657.1, XP_029041656.1
OG0000196	XP_012143079.1	XP_029053549.1
OG0000197	XP_012144858.1	XP_029032736.1, XP_029032735.1
OG0000197	XP_003699822.1	XP_029032734.1
OG0000198	XP_012136053.1, XP_012136051.1	XP_029048766.1, XP_029048776.1
OG0000199	XP_012153319.1	XP_029049343.1
OG0000200	XP_003701725.1	XP_029052014.1
OG0000200	XP_003700547.1	XP_029049081.1
OG0000200	XP_012154376.1	XP_029049085.1
OG0000201	XP_012148479.1	XP_029039891.1
OG0000202	XP_012139160.1	XP_029044324.1
OG0000202	XP_012137745.1	XP_029032521.1, XP_029032520.1
OG0000203	XP_003705579.2	XP_029042308.1, XP_029042310.1
OG0000204	XP_003704418.1	XP_029049274.1, XP_029049273.1, XP_029049272.1, XP_029049275.1
OG0000205	XP_003705021.1, XP_012144620.1, XP_012144622.1, XP_012144618.1, XP_012144619.1	XP_029047201.1, XP_029047202.1, XP_029047200.1, XP_029047205.1, XP_029047203.1, XP_029047204.1
OG0000206	XP_003707704.1	XP_029052215.1
OG0000206	XP_012150998.1	XP_029052187.1, XP_029052186.1
OG0000207	XP_012146454.1	XP_029046518.1
OG0000207	XP_012134609.1	XP_029041769.1
OG0000207	XP_012134607.1	XP_029041771.1
OG0000208	XP_012134606.1	XP_029041765.1
OG0000208	XP_012135224.1	XP_029055923.1
OG0000208	XP_012139840.1, XP_003699567.1	XP_029055922.1
OG0000208	XP_012136964.1	XP_029033072.1
OG0000209	XP_012150853.1, XP_012150852.1, XP_003707562.1	XP_029047963.1, XP_029047965.1, XP_029047964.1
OG0000210	XP_003703387.1	XP_029037304.1
OG0000210	XP_012148961.1	XP_029045711.1
OG0000210	XP_012137421.1	XP_029041331.1
OG0000212	XP_003700908.2	XP_029034391.1, XP_029034390.1
OG0000212	XP_003702537.1	XP_029051924.1
OG0000212	XP_003702536.2	XP_029051929.1
OG0000213	XP_012141554.1, XP_003703563.1, XP_012141555.1, XP_012141556.1, XP_012141557.1	XP_029041152.1, XP_029041153.1, XP_029041150.1, XP_029041151.1
OG0000214	XP_003703502.1	XP_029041256.1
OG0000215	XP_003705904.2	XP_029040889.1, XP_029040887.1, XP_029040888.1, XP_029040891.1
OG0000216	XP_003699552.2	XP_029052235.1, XP_029052237.1
OG0000217	XP_003703360.2	XP_029041283.1
OG0000218	XP_012146998.1, XP_012146997.1, XP_012147000.1, XP_012146999.1, XP_012146995.1, XP_012146996.1	XP_029034776.1, XP_029034777.1, XP_029034772.1, XP_029034773.1, XP_029034774.1, XP_029034775.1
OG0000219	XP_003707713.1, XP_012151048.1	XP_029033097.1, XP_029033098.1, XP_029033099.1, XP_029033101.1, XP_029033100.1
OG0000220	XP_003706502.1	XP_029033278.1, XP_029033277.1, XP_029033279.1, XP_029033274.1, XP_029033275.1, XP_029033276.1, XP_029033273.1
OG0000221	XP_003703821.1	XP_029042551.1
OG0000223	XP_003700060.2	XP_029038992.1
OG0000223	XP_012141734.1	XP_029044364.1
OG0000224	XP_003703036.2, XP_012139938.1	XP_029035644.1
OG0000225	XP_012147417.1, XP_012147416.1	XP_029035976.1, XP_029035979.1, XP_029035978.1
OG0000225	XP_012142097.1	XP_029032932.1
OG0000226	XP_012142844.1, XP_012142842.1, XP_012142841.1	XP_029036179.1
OG0000226	XP_012142847.1	XP_029036153.1
OG0000227	XP_012152961.1, XP_012152968.1, XP_012152963.1, XP_012152971.1	XP_029056277.1, XP_029056278.1, XP_029056276.1, XP_029056274.1, XP_029056306.1, XP_029056308.1, XP_029056307.1, XP_029056309.1, XP_029056279.1
OG0000229	XP_012153002.1, XP_012153001.1	XP_029043983.1
OG0000230	XP_012142731.1, XP_012142730.1, XP_003704424.1	XP_029052179.1, XP_029052178.1
OG0000231	XP_012148493.1, XP_012148491.1, XP_012148494.1, XP_012148489.1, XP_003706704.1, XP_012148490.1	XP_029054484.1, XP_029039829.1
OG0000232	XP_012139351.1, XP_003702791.1	XP_029039432.1
OG0000233	XP_012151529.1, XP_012151530.1	XP_029038096.1, XP_029038095.1
OG0000234	XP_003705839.1	XP_029050333.1, XP_029050356.1, XP_029050344.1, XP_029050517.1
OG0000235	XP_012152694.1	XP_029045311.1, XP_029045317.1, XP_029045324.1, XP_029045318.1
OG0000236	XP_003705969.1	XP_029036862.1, XP_029036865.1, XP_029036864.1
OG0000236	XP_012146799.1	XP_029036869.1
OG0000237	XP_012139348.1	XP_029032722.1
OG0000237	XP_012137591.1	XP_029051857.1
OG0000237	XP_012137578.1	XP_029051872.1
OG0000239	XP_003704346.1	XP_029036180.1, XP_029036132.1
OG0000240	XP_003704786.1	XP_029047308.1, XP_029047307.1, XP_029047306.1, XP_029047240.1
OG0000241	XP_012141585.1	XP_029044589.1
OG0000241	XP_012138646.1, XP_012138647.1, XP_012138648.1, XP_012138644.1	XP_029038589.1
OG0000243	XP_012137098.1	XP_029053744.1
OG0000244	XP_003702794.2	XP_029039027.1
OG0000245	XP_003707107.1	XP_029039448.1
OG0000246	XP_012143780.1	XP_029043282.1, XP_029043284.1, XP_029043283.1
OG0000246	XP_003704683.1	XP_029043287.1, XP_029043289.1, XP_029043288.1
OG0000247	XP_012150345.1	XP_029036519.1
OG0000247	XP_012150346.1	XP_029036521.1
OG0000248	XP_012151211.1	XP_029042768.1
OG0000249	XP_012140332.1, XP_012140328.1, XP_012140331.1	XP_029044045.1
OG0000250	XP_003706993.1	XP_029052124.1
OG0000250	XP_012149090.1	XP_029052120.1
OG0000250	XP_012138594.1	XP_029055624.1, XP_029055616.1
OG0000251	XP_012148950.1, XP_012148951.1	XP_029045709.1, XP_029045708.1
OG0000251	XP_012138655.1	XP_029038523.1, XP_029038522.1
OG0000252	XP_003706376.1	XP_029037839.1
OG0000253	XP_003708641.2	XP_029036723.1
OG0000253	XP_012153161.1	XP_029032574.1
OG0000254	XP_012141089.1	XP_029046368.1
OG0000254	XP_012150104.1	XP_029055807.1
OG0000256	XP_012141779.1, XP_003703743.1, XP_012141781.1, XP_012141782.1, XP_012141780.1, XP_012141775.1, XP_012141774.1, XP_012141778.1, XP_012141777.1	XP_029042504.1, XP_029042508.1, XP_029042505.1, XP_029042506.1, XP_029042511.1, XP_029042512.1, XP_029042509.1, XP_029042507.1
OG0000257	XP_012152627.1	XP_029045410.1
OG0000257	XP_003708278.1, XP_012152634.1	XP_029045406.1
OG0000258	XP_003708550.1	XP_029047643.1
OG0000258	XP_012153429.1, XP_012153430.1	XP_029047644.1
OG0000259	XP_012141818.1, XP_012141819.1	XP_029044913.1
OG0000260	XP_012149801.1	XP_029053188.1
OG0000260	XP_012149800.1	XP_029050171.1
OG0000261	XP_003708378.2, XP_012152145.1, XP_012152140.1, XP_003708132.1, XP_003703046.1, XP_012139949.1	XP_029035663.1, XP_029035664.1, XP_029035662.1
OG0000263	XP_012154514.1, XP_012154527.1, XP_012154521.1, XP_003699274.1	XP_029042765.1, XP_029042764.1, XP_029042763.1
OG0000264	XP_012141565.1	XP_029053644.1
OG0000264	XP_003706549.1, XP_012148148.1	XP_029053659.1, XP_029053657.1
OG0000265	XP_003700852.1, XP_012135145.1	XP_029048310.1
OG0000266	XP_012142351.1, XP_012142346.1	XP_029049979.1
OG0000266	XP_003701377.1	XP_029049312.1
OG0000268	XP_003704992.1	XP_029053715.1
OG0000269	XP_003707502.1	XP_029036205.1, XP_029036204.1
OG0000270	XP_003701984.1	XP_029047487.1
OG0000270	XP_003701983.1	XP_029045046.1
OG0000271	XP_003703932.2	XP_029048607.1
OG0000272	XP_012137264.1	XP_029034319.1
OG0000272	XP_012137477.1	XP_029032785.1, XP_029032787.1
OG0000273	XP_003708387.1	XP_029044326.1, XP_029044327.1
OG0000275	XP_003707508.1, XP_012150479.1	XP_029051562.1
OG0000276	XP_012146515.1	XP_029053712.1
OG0000277	XP_012139530.1, XP_003702918.1, XP_012139529.1	XP_029032823.1, XP_029032828.1, XP_029032829.1, XP_029032830.1, XP_029032831.1, XP_029032824.1, XP_029032825.1, XP_029032832.1, XP_029032833.1, XP_029032827.1
OG0000278	XP_012140846.1	XP_029051961.1, XP_029049618.1
OG0000279	XP_003704233.1	XP_029036092.1, XP_029036091.1, XP_029036094.1, XP_029036095.1, XP_029036096.1
OG0000281	XP_003705781.1	XP_029053027.1
OG0000281	XP_003707314.1	XP_029045750.1, XP_029045751.1, XP_029045752.1, XP_029045754.1, XP_029045756.1, XP_029045753.1
OG0000283	XP_012145591.1	XP_029045503.1, XP_029045504.1
OG0000284	XP_012138543.1	XP_029055634.1
OG0000284	XP_012145095.1	XP_029055784.1
OG0000284	XP_012137964.1	XP_029055401.1
OG0000285	XP_003699411.2	XP_029048555.1, XP_029048564.1, XP_029048573.1, XP_029048581.1
OG0000286	XP_003701800.2	XP_029033341.1
OG0000287	XP_003706601.1	XP_029055707.1
OG0000288	XP_012136951.1	XP_029037231.1
OG0000288	XP_003707452.1	XP_029048238.1
OG0000289	XP_012144635.1	XP_029040796.1
OG0000290	XP_012141017.1, XP_012141018.1, XP_012141019.1, XP_012141016.1	XP_029051156.1
OG0000291	XP_012136349.1, XP_012136290.1	XP_029034855.1
OG0000292	XP_012139889.1	XP_029042887.1
OG0000292	XP_012146321.1	XP_029037740.1
OG0000293	XP_003706108.2	XP_029038982.1, XP_029038983.1, XP_029038981.1
OG0000294	XP_012138436.1	XP_029041535.1
OG0000294	XP_012138238.1	XP_029041597.1
OG0000295	XP_012145127.1, XP_012145128.1, XP_003705274.1	XP_029042145.1
OG0000296	XP_012136932.1, XP_003701648.1, XP_012136934.1, XP_012136933.1, XP_012136935.1	XP_029049544.1, XP_029049545.1, XP_029049543.1
OG0000297	XP_003703683.1	XP_029038213.1
OG0000298	XP_012139175.1, XP_003702628.1	XP_029052544.1, XP_029052541.1, XP_029052542.1, XP_029052540.1
OG0000299	XP_003707712.2	XP_029033103.1, XP_029033106.1, XP_029033105.1, XP_029033102.1
OG0000300	XP_012153075.1	XP_029032385.1
OG0000300	XP_003705565.1	XP_029032635.1
OG0000301	XP_012145465.1, XP_003705403.1	XP_029048644.1, XP_029048643.1
OG0000301	XP_003700755.1	XP_029043020.1
OG0000302	XP_012135451.1	XP_029039652.1
OG0000302	XP_003705687.2, XP_003707086.1, XP_012149383.1	XP_029045566.1
OG0000303	XP_012154089.1	XP_029051023.1
OG0000303	XP_012151306.1, XP_012151111.1	XP_029035381.1
OG0000303	XP_003700589.2	XP_029048888.1
OG0000304	XP_003702511.1	XP_029044234.1, XP_029044235.1, XP_029044237.1, XP_029044236.1, XP_029044238.1
OG0000305	XP_003705033.1	XP_029048754.1
OG0000306	XP_003705265.2	XP_029055772.1
OG0000306	XP_012145085.1, XP_012145087.1, XP_012145089.1	XP_029055770.1
OG0000306	XP_012145088.1	XP_029055768.1
OG0000307	XP_012145496.1, XP_012145495.1, XP_012145494.1, XP_012145493.1, XP_012145497.1	XP_029042359.1, XP_029042358.1
OG0000308	XP_012148928.1, XP_012148929.1, XP_012148931.1, XP_012148932.1, XP_003706809.1, XP_012148927.1, XP_012148935.1, XP_012148934.1, XP_012148933.1, XP_012148938.1, XP_012148937.1, XP_012148926.1	XP_029040434.1, XP_029040435.1, XP_029040433.1
OG0000309	XP_012154330.1, XP_003700520.1	XP_029048625.1, XP_029048626.1, XP_029048627.1, XP_029048623.1, XP_029048622.1
OG0000310	XP_012136599.1, XP_003701573.1	XP_029056622.1, XP_029056621.1, XP_029056620.1, XP_029056619.1
OG0000311	XP_012145310.1	XP_029054207.1
OG0000312	XP_012149526.1	XP_029039443.1, XP_029039442.1
OG0000313	XP_003701165.1, XP_003701166.1	XP_029044195.1
OG0000314	XP_012143927.1, XP_012143925.1, XP_012143926.1	XP_029040843.1, XP_029040844.1
OG0000314	XP_003704743.2, XP_012143918.1	XP_029040842.1
OG0000315	XP_012147112.1, XP_012147113.1	XP_029050380.1
OG0000316	XP_012149717.1	XP_029052013.1
OG0000316	XP_012137523.1	XP_029037315.1
OG0000317	XP_012148424.1, XP_003699981.1, XP_012148458.1, XP_012148442.1, XP_012148439.1, XP_012148433.1, XP_012148450.1	XP_029038559.1, XP_029038556.1, XP_029038557.1, XP_029038558.1
OG0000318	XP_003704099.2	XP_029045169.1
OG0000319	XP_012135023.1	XP_029049730.1
OG0000320	XP_012152561.1	XP_029043380.1
OG0000321	XP_003708518.1	XP_029032312.1, XP_029032313.1
OG0000322	XP_003706986.1	XP_029040429.1
OG0000322	XP_003703099.1	XP_029035236.1
OG0000323	XP_003702453.2	XP_029037477.1, XP_029037478.1, XP_029037481.1, XP_029037479.1, XP_029037480.1
OG0000324	XP_012141998.1	XP_029032272.1
OG0000325	XP_003702122.1	XP_029032468.1, XP_029032467.1
OG0000326	XP_003700119.1	XP_029036522.1, XP_029036513.1
OG0000327	XP_003701781.1	XP_029044880.1, XP_029044872.1
OG0000329	XP_012154307.1, XP_012154306.1, XP_012154305.1, XP_003700513.1	XP_029045200.1
OG0000330	XP_012144480.1	XP_029039000.1
OG0000330	XP_003702707.2	XP_029044991.1, XP_029043396.1, XP_029044978.1
OG0000331	XP_003705686.1	XP_029037754.1
OG0000332	XP_012149524.1, XP_003707142.1	XP_029039444.1, XP_029039445.1, XP_029039447.1
OG0000333	XP_003703002.2	XP_029035562.1
OG0000334	XP_003706965.2	XP_029040536.1
OG0000335	XP_012154285.1, XP_012154283.1, XP_012154287.1, XP_012154284.1, XP_012154288.1, XP_012154289.1, XP_012154290.1, XP_003700441.1	XP_029049760.1, XP_029049770.1, XP_029049752.1, XP_029049777.1
OG0000336	XP_012148014.1	XP_029050296.1
OG0000336	XP_003706072.1	XP_029053215.1
OG0000337	XP_012135630.1	XP_029044048.1
OG0000338	XP_012142275.1	XP_029049651.1
OG0000339	XP_003702674.1	XP_029036574.1
OG0000339	XP_003705530.1, XP_012145886.1	XP_029035057.1
OG0000340	XP_012136431.1	XP_029043213.1
OG0000341	XP_003704822.1, XP_012144121.1, XP_012144124.1, XP_012144125.1	XP_029047897.1
OG0000342	XP_012154374.1	XP_029049079.1, XP_029049078.1, XP_029049080.1, XP_029049076.1
OG0000342	XP_012154383.1	XP_029048895.1
OG0000343	XP_012135157.1	XP_029055935.1, XP_029055937.1, XP_029055936.1
OG0000344	XP_012141836.1, XP_012141838.1, XP_012141835.1, XP_012141839.1	XP_029040724.1
OG0000345	XP_003708165.1	XP_029046179.1, XP_029046178.1, XP_029046181.1, XP_029046182.1
OG0000347	XP_003702599.1, XP_012139080.1	XP_029056512.1, XP_029056513.1, XP_029056509.1, XP_029056510.1, XP_029056511.1
OG0000348	XP_012147890.1	XP_029040383.1, XP_029040373.1, XP_029040376.1, XP_029040378.1, XP_029040380.1, XP_029040381.1, XP_029040379.1, XP_029040374.1, XP_029040375.1, XP_029040377.1
OG0000349	XP_012154317.1	XP_029045227.1, XP_029045228.1
OG0000350	XP_012135254.1, XP_012135256.1, XP_012135255.1, XP_012135258.1, XP_012135257.1	XP_029035510.1, XP_029035506.1, XP_029035507.1, XP_029035508.1, XP_029035509.1
OG0000351	XP_012147200.1	XP_029032992.1, XP_029032991.1, XP_029032993.1
OG0000352	XP_012138374.1, XP_012138375.1, XP_012138376.1	XP_029054732.1, XP_029054729.1
OG0000356	XP_012152175.1	XP_029038604.1
OG0000357	XP_012152486.1, XP_003708319.1	XP_029043524.1, XP_029043523.1, XP_029043522.1, XP_029043520.1, XP_029043525.1, XP_029043526.1
OG0000358	XP_012143873.1, XP_012143874.1, XP_012143872.1, XP_003704704.1	XP_029055341.1, XP_029055342.1, XP_029055343.1, XP_029055344.1
OG0000360	XP_012142588.1, XP_012142586.1, XP_012142587.1, XP_012142583.1, XP_012142584.1, XP_012142581.1, XP_012142582.1, XP_003704153.1	XP_029034706.1
OG0000361	XP_012153467.1, XP_012153468.1, XP_003708557.1	XP_029040875.1
OG0000362	XP_003708510.2	XP_029032609.1
