Orthogroup	Megachile_rotundata	Polistes_dominula
OG0000188	XP_003703034.1	XP_015176881.1
OG0000189	XP_012147949.1	XP_015171025.1
OG0000190	XP_012142605.1	XP_015184945.1
OG0000191	XP_012136269.1	XP_015179465.1, XP_015179466.1
OG0000192	XP_003702365.2	XP_015178452.1
OG0000194	XP_003699995.1	XP_015173607.1
OG0000194	XP_003700093.1	XP_015173634.1
OG0000194	XP_003700092.1	XP_015173610.1
OG0000194	XP_012152398.1	XP_015181334.1, XP_015181335.1
OG0000195	XP_003704952.1	XP_015179161.1
OG0000196	XP_012134628.1	XP_015178964.1
OG0000196	XP_012143079.1	XP_015174639.1
OG0000198	XP_012136053.1, XP_012136051.1	XP_015173178.1
OG0000199	XP_012153319.1	XP_015174540.1
OG0000200	XP_003701725.1	XP_015187594.1
OG0000200	XP_003700547.1, XP_012154376.1	XP_015178431.1, XP_015178427.1
OG0000201	XP_012148479.1	XP_015179138.1
OG0000202	XP_012139160.1	XP_015177652.1, XP_015177653.1, XP_015177655.1, XP_015177654.1
OG0000203	XP_003705579.2	XP_015174579.1, XP_015174578.1
OG0000204	XP_003704418.1	XP_015182497.1, XP_015177887.1
OG0000205	XP_003705021.1, XP_012144620.1, XP_012144622.1, XP_012144618.1, XP_012144619.1	XP_015183111.1, XP_015183110.1
OG0000206	XP_003707704.1	XP_015186289.1
OG0000206	XP_012150998.1	XP_015186290.1, XP_015186291.1
OG0000207	XP_012146454.1	XP_015175962.1
OG0000207	XP_012134609.1	XP_015186420.1, XP_015186417.1
OG0000208	XP_012134606.1	XP_015186385.1
OG0000208	XP_012136964.1	XP_015173568.1
OG0000209	XP_012150853.1, XP_012150852.1, XP_003707562.1	XP_015184955.1
OG0000210	XP_003703387.1	XP_015177416.1
OG0000210	XP_012148961.1	XP_015180468.1
OG0000210	XP_012137421.1	XP_015185061.1
OG0000212	XP_003700908.2	XP_015179526.1, XP_015179527.1
OG0000212	XP_003702537.1	XP_015185495.1
OG0000212	XP_003702536.2	XP_015185494.1
OG0000213	XP_012141554.1, XP_003703563.1, XP_012141555.1, XP_012141556.1, XP_012141557.1	XP_015189481.1
OG0000214	XP_003703502.1	XP_015190491.1
OG0000214	XP_003700432.2	XP_015175994.1
OG0000215	XP_003705904.2	XP_015185000.1, XP_015185001.1
OG0000216	XP_003699552.2	XP_015185916.1
OG0000217	XP_003703360.2	XP_015186718.1
OG0000218	XP_012146998.1, XP_012146997.1, XP_012147000.1, XP_012146999.1, XP_012146995.1, XP_012146996.1	XP_015174590.1, XP_015174588.1, XP_015174591.1
OG0000219	XP_003707713.1, XP_012151048.1	XP_015173758.1, XP_015173757.1, XP_015173756.1
OG0000220	XP_003706502.1	XP_015184604.1
OG0000221	XP_003703821.1	XP_015184406.1
OG0000223	XP_003700060.2	XP_015186521.1
OG0000223	XP_012141734.1	XP_015178968.1
OG0000225	XP_012147417.1, XP_012147416.1	XP_015171829.1, XP_015171828.1
OG0000225	XP_012142097.1	XP_015176375.1
OG0000227	XP_012152961.1, XP_012152968.1, XP_012152963.1, XP_012152971.1	XP_015177648.1, XP_015177645.1
OG0000228	XP_012153562.1	XP_015189765.1
OG0000229	XP_012153002.1, XP_012153001.1	XP_015186538.1
OG0000230	XP_012142731.1, XP_012142730.1, XP_003704424.1	XP_015187246.1, XP_015187244.1, XP_015187242.1, XP_015187243.1
OG0000231	XP_012148493.1, XP_012148491.1, XP_012148494.1, XP_012148489.1, XP_003706704.1, XP_012148490.1	XP_015174418.1, XP_015174419.1
OG0000232	XP_012139351.1, XP_003702791.1	XP_015185539.1, XP_015185538.1, XP_015185537.1
OG0000233	XP_012151529.1, XP_012151530.1	XP_015178474.1
OG0000235	XP_012152694.1	XP_015191589.1
OG0000236	XP_003705969.1	XP_015175604.1, XP_015175605.1
OG0000236	XP_012146799.1	XP_015175615.1
OG0000237	XP_012137591.1	XP_015171667.1
OG0000237	XP_012137578.1	XP_015171630.1
OG0000239	XP_003704346.1	XP_015190308.1, XP_015190309.1, XP_015189352.1
OG0000240	XP_003704786.1	XP_015173344.1, XP_015173331.1, XP_015173359.1
OG0000243	XP_012137098.1	XP_015174530.1
OG0000244	XP_003702794.2	XP_015179576.1, XP_015179577.1, XP_015179580.1, XP_015179579.1, XP_015179578.1
OG0000245	XP_003707107.1	XP_015189008.1
OG0000246	XP_012143780.1	XP_015179151.1
OG0000246	XP_003704683.1	XP_015182115.1, XP_015182116.1
OG0000247	XP_012150345.1	XP_015191550.1
OG0000247	XP_012150346.1	XP_015191855.1, XP_015191854.1
OG0000248	XP_012151211.1	XP_015182680.1
OG0000249	XP_012140331.1	XP_015190237.1, XP_015190236.1
OG0000250	XP_012149090.1	XP_015190042.1
OG0000250	XP_012138594.1	XP_015172559.1, XP_015172558.1
OG0000251	XP_012148950.1, XP_012148951.1	XP_015180463.1
OG0000251	XP_012138655.1, XP_012144355.1	XP_015181737.1
OG0000252	XP_003706376.1	XP_015171597.1, XP_015171596.1
OG0000253	XP_003708641.2	XP_015190633.1
OG0000253	XP_012153159.1, XP_012153161.1	XP_015182084.1
OG0000254	XP_012141089.1	XP_015190592.1
OG0000254	XP_012150104.1	XP_015179929.1
OG0000255	XP_003707576.1	XP_015188065.1
OG0000256	XP_012141779.1, XP_003703743.1, XP_012141781.1, XP_012141782.1, XP_012141780.1, XP_012141775.1, XP_012141774.1, XP_012141778.1, XP_012141777.1	XP_015190359.1
OG0000257	XP_012152627.1	XP_015191073.1, XP_015191061.1
OG0000257	XP_003708278.1, XP_012152634.1	XP_015191056.1
OG0000258	XP_003708550.1, XP_012153429.1, XP_012153430.1	XP_015179393.1
OG0000259	XP_012141818.1, XP_012141819.1	XP_015189497.1
OG0000260	XP_012149801.1	XP_015186969.1
OG0000262	XP_012143761.1, XP_012143762.1	XP_015189351.1
OG0000263	XP_012154514.1, XP_012154527.1, XP_012154521.1, XP_003699274.1	XP_015182751.1
OG0000264	XP_012141565.1	XP_015177860.1
OG0000264	XP_003706549.1, XP_012148148.1	XP_015175459.1
OG0000265	XP_003700852.1, XP_012135145.1	XP_015187998.1, XP_015187683.1, XP_015188988.1
OG0000265	XP_012135142.1	XP_015188044.1
OG0000266	XP_012142351.1, XP_012142346.1	XP_015188854.1
OG0000266	XP_003701377.1	XP_015188288.1
OG0000268	XP_012147628.1, XP_012151349.1, XP_003705563.2, XP_003704992.1	XP_015181711.1
OG0000269	XP_003707502.1	XP_015188277.1, XP_015188276.1, XP_015188274.1
OG0000270	XP_003701984.1, XP_012137596.1	XP_015178020.1
OG0000270	XP_003701983.1	XP_015180910.1
OG0000272	XP_012137264.1	XP_015171556.1
OG0000272	XP_012137477.1	XP_015185525.1
OG0000273	XP_003708387.1	XP_015191012.1, XP_015191013.1
OG0000275	XP_003707508.1, XP_012150479.1	XP_015173577.1, XP_015173578.1, XP_015173580.1
OG0000276	XP_012146515.1	XP_015184477.1
OG0000277	XP_012139530.1, XP_003702918.1, XP_012139529.1	XP_015172488.1, XP_015172487.1, XP_015172485.1, XP_015172489.1, XP_015172490.1
OG0000278	XP_012140846.1	XP_015171924.1, XP_015181215.1, XP_015181217.1, XP_015181216.1, XP_015181214.1
OG0000279	XP_003704233.1	XP_015187581.1, XP_015187580.1
OG0000281	XP_003705781.1	XP_015184470.1
OG0000281	XP_003707314.1	XP_015171539.1
OG0000283	XP_012145591.1	XP_015179948.1, XP_015179949.1
OG0000284	XP_012138543.1	XP_015182032.1
OG0000284	XP_012145095.1, XP_012137964.1	XP_015181126.1
OG0000285	XP_003699411.2	XP_015173011.1, XP_015173009.1
OG0000286	XP_003701800.2	XP_015177428.1, XP_015177411.1, XP_015177397.1, XP_015177404.1, XP_015177419.1
OG0000287	XP_012148331.1	XP_015187469.1
OG0000288	XP_012136951.1	XP_015186294.1
OG0000288	XP_003707452.1	XP_015183873.1
OG0000289	XP_012144635.1	XP_015177216.1, XP_015177215.1, XP_015177214.1
OG0000290	XP_012141017.1, XP_012141018.1, XP_012141019.1, XP_012141016.1	XP_015179247.1
OG0000291	XP_012136291.1	XP_015182037.1
OG0000292	XP_012139889.1	XP_015175897.1
OG0000292	XP_012146321.1	XP_015175924.1
OG0000293	XP_003706108.2	XP_015179982.1, XP_015180247.1
OG0000294	XP_012138436.1	XP_015190559.1
OG0000294	XP_012138238.1	XP_015175803.1, XP_015190974.1, XP_015190973.1, XP_015189890.1, XP_015190560.1
OG0000295	XP_012145127.1, XP_012145128.1, XP_003705274.1	XP_015185216.1, XP_015185218.1, XP_015185219.1, XP_015185221.1, XP_015185220.1
OG0000296	XP_012136932.1, XP_003701648.1, XP_012136934.1, XP_012136933.1, XP_012136935.1	XP_015175143.1
OG0000298	XP_012139175.1, XP_003702628.1	XP_015178198.1
OG0000299	XP_003707712.2	XP_015173742.1, XP_015173740.1, XP_015173741.1
OG0000300	XP_003705565.1	XP_015174564.1, XP_015174566.1, XP_015174563.1, XP_015174565.1, XP_015174562.1
OG0000301	XP_012145465.1, XP_003705403.1	XP_015180681.1
OG0000301	XP_003700755.1	XP_015183588.1
OG0000302	XP_012135451.1	XP_015171510.1
OG0000302	XP_003705687.2, XP_003707086.1, XP_012149383.1	XP_015178748.1
OG0000303	XP_012154089.1	XP_015174186.1
OG0000303	XP_003700589.2	XP_015179972.1
OG0000304	XP_003702511.1	XP_015186040.1, XP_015186043.1, XP_015186044.1, XP_015186041.1, XP_015186042.1, XP_015186039.1
OG0000305	XP_003705033.1	XP_015181733.1
OG0000306	XP_003705265.2	XP_015183454.1
OG0000307	XP_012145496.1, XP_012145495.1, XP_012145494.1, XP_012145493.1, XP_012145497.1	XP_015176072.1
OG0000308	XP_012148928.1, XP_012148929.1, XP_012148931.1, XP_012148932.1, XP_003706809.1, XP_012148927.1, XP_012148935.1, XP_012148934.1, XP_012148933.1, XP_012148938.1, XP_012148937.1, XP_012148926.1	XP_015172660.1
OG0000309	XP_012154330.1, XP_003700520.1	XP_015185206.1, XP_015185207.1
OG0000310	XP_012136599.1, XP_003701573.1	XP_015178812.1, XP_015178815.1, XP_015178811.1
OG0000311	XP_012145310.1	XP_015189996.1
OG0000312	XP_012149526.1	XP_015172100.1, XP_015172101.1
OG0000313	XP_003701165.1, XP_003701166.1	XP_015186194.1
OG0000314	XP_012143927.1, XP_012143925.1, XP_012143926.1	XP_015173286.1
OG0000314	XP_003704743.2, XP_012143918.1	XP_015174831.1, XP_015174832.1
OG0000315	XP_012147116.1, XP_012147112.1, XP_012147113.1	XP_015181547.1
OG0000316	XP_012149717.1	XP_015188891.1
OG0000316	XP_012137523.1	XP_015185171.1
OG0000317	XP_012148424.1, XP_003699981.1, XP_012148458.1, XP_012148442.1, XP_012148439.1, XP_012148433.1, XP_012148450.1	XP_015174046.1
OG0000318	XP_003704099.2	XP_015181576.1
OG0000319	XP_012135023.1	XP_015177103.1, XP_015177105.1, XP_015177107.1, XP_015177104.1
OG0000320	XP_012152561.1	XP_015190093.1
OG0000321	XP_003708518.1	XP_015180736.1, XP_015180737.1, XP_015180734.1, XP_015180735.1, XP_015180740.1, XP_015180739.1, XP_015180738.1
OG0000322	XP_003706986.1	XP_015180479.1
OG0000322	XP_003703099.1	XP_015177862.1, XP_015177861.1
OG0000323	XP_003702453.2	XP_015190020.1, XP_015190019.1
OG0000324	XP_012141998.1	XP_015191559.1
OG0000324	XP_012143166.1	XP_015178081.1
OG0000325	XP_003702122.1	XP_015182480.1
OG0000326	XP_003700119.1	XP_015187782.1
OG0000327	XP_003701781.1	XP_015171979.1, XP_015171973.1
OG0000329	XP_012154307.1, XP_012154306.1, XP_012154305.1, XP_003700513.1	XP_015182897.1, XP_015182898.1, XP_015182899.1, XP_015182900.1
OG0000330	XP_003702707.2	XP_015171434.1
OG0000332	XP_012149524.1, XP_003707142.1	XP_015172020.1, XP_015172019.1, XP_015172018.1
OG0000333	XP_003703002.2	XP_015171023.1
OG0000334	XP_003706965.2	XP_015182857.1, XP_015182847.1, XP_015182876.1, XP_015182866.1, XP_015182885.1
OG0000335	XP_012154285.1, XP_012154283.1, XP_012154287.1, XP_012154284.1, XP_012154288.1, XP_012154289.1, XP_012154290.1, XP_003700441.1	XP_015180888.1, XP_015180897.1
OG0000336	XP_012148014.1	XP_015191296.1, XP_015191294.1, XP_015191295.1
OG0000336	XP_003706072.1	XP_015176027.1
OG0000337	XP_012135630.1	XP_015172545.1
OG0000338	XP_012142275.1	XP_015175675.1
OG0000339	XP_003702674.1	XP_015182663.1
OG0000339	XP_003705530.1, XP_012145886.1	XP_015185741.1
OG0000340	XP_012136431.1	XP_015184769.1
OG0000340	XP_012145764.1, XP_012145765.1	XP_015184668.1
OG0000341	XP_003704822.1, XP_012144121.1, XP_012144124.1, XP_012144125.1	XP_015185152.1, XP_015185154.1, XP_015185153.1
OG0000342	XP_012154374.1	XP_015178419.1
OG0000342	XP_012154383.1	XP_015186344.1, XP_015186343.1
OG0000343	XP_012135157.1	XP_015190431.1
OG0000344	XP_012141836.1, XP_012141838.1, XP_012141835.1, XP_012141839.1	XP_015185092.1, XP_015185090.1, XP_015185091.1
OG0000345	XP_003708164.2, XP_003708165.1	XP_015174394.1
OG0000347	XP_003702599.1, XP_012139080.1	XP_015184796.1
OG0000349	XP_012154317.1	XP_015187454.1, XP_015187451.1, XP_015187456.1, XP_015187457.1, XP_015187458.1, XP_015187459.1, XP_015187452.1, XP_015187453.1, XP_015187455.1
OG0000350	XP_012135254.1, XP_012135256.1, XP_012135255.1, XP_012135258.1, XP_012135257.1	XP_015175799.1
OG0000351	XP_012147200.1	XP_015174757.1, XP_015174756.1
OG0000352	XP_012138374.1, XP_012138375.1, XP_012138376.1	XP_015181417.1, XP_015181418.1
OG0000354	XP_012140182.1	XP_015171447.1, XP_015171656.1, XP_015171448.1, XP_015171446.1, XP_015171444.1
OG0000356	XP_012152175.1	XP_015182720.1
OG0000357	XP_012152486.1, XP_003708319.1	XP_015188589.1, XP_015188587.1
OG0000358	XP_012143873.1, XP_012143874.1, XP_012143872.1, XP_003704704.1	XP_015171782.1, XP_015171781.1
OG0000360	XP_012142588.1, XP_012142586.1, XP_012142587.1, XP_012142583.1, XP_012142584.1, XP_012142581.1, XP_012142582.1, XP_003704153.1	XP_015176956.1, XP_015176958.1, XP_015176954.1, XP_015176957.1, XP_015176955.1
OG0000361	XP_012153467.1, XP_012153468.1, XP_003708557.1	XP_015184937.1
OG0000362	XP_003708510.2	XP_015173895.1
OG0000362	XP_003708511.1	XP_015173885.1
OG0000363	XP_012150517.1	XP_015174614.1
OG0000364	XP_003707298.1, XP_012150131.1, XP_012150132.1	XP_015188098.1
OG0000365	XP_012137131.1, XP_012137132.1, XP_012137133.1, XP_012137130.1	XP_015179288.1
OG0000367	XP_003706966.1, XP_012148849.1, XP_012148850.1, XP_012148848.1, XP_012148852.1	XP_015182782.1, XP_015182806.1, XP_015182797.1, XP_015182814.1, XP_015182789.1, XP_015182824.1, XP_015182836.1
OG0000368	XP_003700684.1	XP_015183589.1
OG0000368	XP_003701289.1	XP_015172806.1, XP_015172805.1
OG0000369	XP_012141445.1	XP_015181056.1
OG0000369	XP_003707668.1, XP_012150874.1	XP_015171819.1, XP_015171821.1
OG0000370	XP_012144316.1	XP_015172523.1
OG0000371	XP_003705927.2	XP_015174595.1
OG0000372	XP_012153750.1, XP_012153752.1, XP_012153749.1, XP_012153748.1, XP_012153751.1	XP_015174581.1
OG0000372	XP_003704661.1	XP_015181940.1
OG0000375	XP_012138104.1, XP_003702089.1	XP_015184082.1
OG0000377	XP_003703779.1	XP_015176492.1
OG0000377	XP_012147672.1, XP_012147676.1, XP_012147671.1, XP_012147673.1, XP_012147674.1, XP_012147675.1	XP_015171536.1
OG0000378	XP_012146654.1	XP_015191759.1
OG0000378	XP_012140754.1, XP_012140758.1	XP_015182971.1
OG0000379	XP_012136830.1	XP_015177176.1, XP_015177175.1
OG0000380	XP_003703764.1, XP_012141808.1, XP_012141807.1	XP_015187034.1, XP_015187033.1, XP_015187032.1, XP_015187031.1
OG0000381	XP_012140183.1	XP_015181537.1
OG0000381	XP_003701471.1	XP_015187133.1
OG0000382	XP_003706910.1, XP_012149297.1	XP_015176221.1, XP_015176213.1
OG0000382	XP_003708419.1	XP_015181021.1
OG0000383	XP_012135466.1, XP_012140362.1, XP_012138672.1	XP_015189753.1, XP_015189965.1
OG0000384	XP_012148688.1, XP_012148686.1	XP_015187803.1
OG0000384	XP_012148701.1	XP_015187798.1
OG0000385	XP_012135512.1	XP_015187297.1
OG0000386	XP_003706715.2	XP_015184894.1
OG0000386	XP_003706716.1	XP_015184893.1
OG0000387	XP_012152085.1, XP_003708136.1, XP_012148651.1, XP_012153573.1, XP_012148653.1, XP_012137203.1	XP_015181663.1
OG0000388	XP_012135627.1, XP_012135626.1, XP_003701232.1	XP_015182150.1
OG0000388	XP_003699232.1	XP_015172563.1
OG0000389	XP_012151722.1, XP_003708000.1, XP_012147824.1, XP_012147823.1	XP_015187563.1, XP_015187565.1
OG0000390	XP_003702207.2	XP_015182435.1, XP_015182436.1, XP_015182432.1
OG0000391	XP_003701456.1	XP_015183972.1
OG0000392	XP_012151022.1	XP_015189828.1
OG0000394	XP_003703438.1, XP_012141054.1	XP_015185400.1
OG0000395	XP_003700152.2	XP_015185269.1
OG0000395	XP_012152326.1	XP_015177347.1, XP_015177346.1, XP_015177348.1
OG0000396	XP_003706948.1, XP_012135935.1	XP_015187490.1
OG0000397	XP_003706551.2, XP_012148214.1	XP_015177509.1
OG0000398	XP_003706804.1	XP_015187922.1
OG0000399	XP_012135873.1, XP_012135875.1	XP_015182944.1, XP_015182929.1, XP_015182934.1, XP_015182937.1
OG0000400	XP_012143737.1, XP_012143735.1, XP_012143736.1	XP_015182549.1
OG0000401	XP_003705245.1	XP_015182165.1
OG0000402	XP_003703219.2	XP_015177188.1
OG0000403	XP_012151663.1, XP_012151659.1, XP_012151656.1, XP_012151664.1	XP_015178385.1, XP_015178387.1, XP_015178377.1
OG0000405	XP_003706823.1, XP_012148976.1	XP_015186119.1
OG0000405	XP_003706708.1	XP_015174613.1
OG0000406	XP_012140515.1	XP_015173272.1
OG0000406	XP_012140519.1	XP_015173290.1
OG0000407	XP_003702625.1	XP_015191347.1
OG0000407	XP_003702627.1	XP_015191346.1, XP_015191345.1
OG0000408	XP_003702130.2	XP_015178819.1
OG0000408	XP_012137734.1, XP_012137736.1, XP_012137735.1, XP_003702041.1	XP_015191524.1
OG0000409	XP_003700783.1, XP_012134665.1, XP_012134664.1, XP_012134661.1, XP_012134663.1, XP_012134660.1, XP_012134658.1, XP_012134659.1	XP_015174711.1
OG0000410	XP_003704439.1	XP_015184965.1
OG0000410	XP_012144470.1	XP_015175254.1
OG0000411	XP_012150884.1, XP_012150883.1, XP_012150885.1	XP_015183849.1
OG0000411	XP_012138148.1	XP_015189262.1
OG0000412	XP_012139436.1	XP_015191503.1
OG0000413	XP_003708031.2	XP_015191329.1, XP_015191331.1, XP_015191330.1
OG0000414	XP_012140948.1, XP_003703575.1	XP_015178993.1
OG0000414	XP_012140946.1, XP_003703576.1	XP_015178987.1, XP_015178791.1
OG0000415	XP_012138118.1, XP_012138125.1, XP_012138159.1, XP_012138103.1, XP_012138107.1, XP_012138151.1, XP_012138131.1, XP_012138142.1, XP_012138138.1	XP_015174243.1
OG0000416	XP_012151720.1	XP_015172129.1
OG0000417	XP_012147620.1	XP_015175825.1, XP_015175859.1
OG0000418	XP_012144427.1	XP_015184074.1, XP_015184073.1
OG0000418	XP_003703347.2	XP_015175385.1
OG0000419	XP_012143510.1, XP_003704488.1, XP_012143509.1	XP_015177458.1, XP_015177457.1
OG0000420	XP_012138373.1	XP_015181420.1
OG0000421	XP_003704125.1	XP_015180338.1
OG0000423	XP_003700805.1, XP_012135005.1	XP_015173683.1
OG0000424	XP_012138932.1	XP_015173446.1
OG0000425	XP_003708670.2, XP_012153580.1, XP_012153579.1	XP_015171046.1, XP_015171045.1, XP_015171044.1, XP_015171049.1, XP_015171050.1
OG0000426	XP_012141111.1	XP_015178943.1, XP_015178944.1, XP_015178945.1
OG0000427	XP_003701662.1, XP_003700324.1	XP_015175837.1
OG0000427	XP_003705422.2	XP_015179186.1
OG0000428	XP_012145303.1	XP_015186351.1
OG0000429	XP_012153644.1	XP_015182920.1
OG0000430	XP_003705028.1, XP_012141797.1, XP_012141798.1, XP_012141799.1, XP_012141800.1	XP_015189386.1, XP_015189389.1, XP_015189214.1, XP_015189213.1
OG0000431	XP_012144803.1	XP_015171179.1, XP_015171182.1
OG0000432	XP_003702507.1, XP_012138855.1, XP_012138854.1	XP_015190207.1
OG0000433	XP_003706900.1	XP_015184278.1, XP_015184277.1
OG0000434	XP_012143186.1, XP_012143185.1, XP_003704457.1	XP_015178277.1
OG0000436	XP_012135622.1	XP_015182179.1
OG0000436	XP_003701242.1	XP_015180038.1
OG0000437	XP_012136091.1, XP_012136090.1, XP_003701347.1, XP_012136092.1	XP_015176927.1
OG0000438	XP_003702655.2	XP_015184824.1, XP_015179976.1
OG0000439	XP_012150542.1, XP_012150541.1, XP_012150544.1, XP_012150543.1, XP_003707536.1	XP_015190706.1, XP_015190707.1, XP_015190704.1, XP_015190705.1
OG0000442	XP_003699914.1	XP_015178722.1, XP_015178721.1
OG0000443	XP_012140078.1, XP_003703094.1	XP_015178167.1
OG0000444	XP_003699277.1, XP_012134848.1, XP_012134857.1, XP_012134863.1, XP_012134840.1, XP_012134881.1, XP_012134890.1, XP_012134872.1	XP_015177117.1, XP_015177118.1, XP_015177116.1
OG0000445	XP_012143530.1	XP_015179205.1
OG0000445	XP_012143529.1, XP_003704566.1	XP_015179206.1
OG0000446	XP_012141148.1	XP_015184677.1, XP_015184674.1, XP_015184676.1, XP_015184675.1, XP_015184678.1
OG0000447	XP_012138825.1, XP_003702497.1	XP_015183158.1, XP_015183157.1, XP_015183156.1
OG0000448	XP_012144930.1, XP_003705151.1	XP_015182614.1, XP_015182606.1, XP_015182597.1
OG0000449	XP_003700565.1, XP_012154471.1	XP_015183775.1, XP_015183773.1
OG0000450	XP_012142375.1, XP_012142379.1	XP_015171123.1
OG0000451	XP_012137601.1, XP_012137603.1, XP_012137602.1, XP_012137606.1, XP_012137605.1, XP_003701985.1	XP_015172179.1
OG0000452	XP_003700613.1	XP_015183772.1
OG0000452	XP_012153184.1	XP_015175979.1
OG0000453	XP_012139607.1, XP_012139604.1, XP_012139606.1, XP_003702782.1	XP_015172208.1, XP_015172207.1
OG0000454	XP_012136124.1	XP_015175549.1
OG0000455	XP_012136526.1, XP_012136525.1, XP_003701555.1	XP_015177184.1
OG0000456	XP_012153094.1, XP_012153095.1	XP_015186589.1, XP_015186587.1, XP_015186591.1, XP_015186590.1
OG0000457	XP_003700512.1	XP_015182902.1
OG0000458	XP_012151682.1, XP_012151683.1, XP_012151684.1	XP_015175800.1
OG0000459	XP_003699197.1	XP_015191361.1, XP_015191365.1, XP_015191363.1, XP_015191364.1, XP_015191360.1
OG0000460	XP_012151551.1	XP_015181326.1
OG0000460	XP_003707861.1, XP_012151552.1	XP_015181394.1
OG0000461	XP_003704206.1	XP_015176525.1, XP_015176524.1, XP_015176522.1, XP_015176523.1, XP_015176526.1
OG0000462	XP_003699608.1	XP_015178560.1, XP_015178559.1
OG0000463	XP_012151564.1	XP_015177816.1
OG0000464	XP_012144722.1	XP_015171757.1
OG0000464	XP_012144721.1	XP_015190554.1, XP_015190767.1
OG0000465	XP_012142191.1	XP_015173894.1, XP_015177167.1
OG0000466	XP_003706537.1, XP_012148167.1	XP_015186604.1
OG0000467	XP_012147656.1	XP_015188253.1, XP_015188252.1, XP_015188251.1, XP_015188257.1, XP_015188256.1, XP_015188255.1, XP_015188254.1
OG0000468	XP_012147009.1, XP_012147007.1, XP_012147006.1, XP_003705989.1	XP_015187171.1, XP_015187167.1
