Orthogroup	Megachile_rotundata	Solenopsis_invicta
OG0000133	XP_003707714.1	XP_025988235.1, XP_025988236.1, XP_039308247.1, XP_039308246.1
OG0000135	XP_003701934.1, XP_012137460.1	XP_025991427.1
OG0000135	XP_003708004.1	XP_011168086.1
OG0000135	XP_003708115.1	XP_025992521.1
OG0000136	XP_003705561.1, XP_012146210.1	XP_011168434.2, XP_011168435.1, XP_011168438.2, XP_039309206.1, XP_025989059.2, XP_011168437.1, XP_011168436.1, XP_011168451.1
OG0000137	XP_003705868.1	XP_039302269.1, XP_011164282.1
OG0000137	XP_012135720.1, XP_012140417.1	XP_025987902.2, XP_011171988.2, XP_011171990.2, XP_011171989.2
OG0000138	XP_012141572.1	XP_011156769.2
OG0000139	XP_003700273.1	XP_011163331.1, XP_011163323.1, XP_011163250.1
OG0000139	XP_012153876.1, XP_012153877.1, XP_012153878.1, XP_012153875.1	XP_011163312.2, XP_025992297.2
OG0000141	XP_003701926.1	XP_011172931.2
OG0000141	XP_003704620.1	XP_011173169.1
OG0000142	XP_003704387.2, XP_012143007.1	XP_039305867.1, XP_025986931.2, XP_039314570.1, XP_025986941.2, XP_025986936.2, XP_039314535.1, XP_039314558.1, XP_011168007.2, XP_039314529.1, XP_039314590.1, XP_039314564.1, XP_039305868.1, XP_039305708.1, XP_039305809.1, XP_039305616.1, XP_039305178.1, XP_039305782.1
OG0000143	XP_012138200.1, XP_012138199.1, XP_012138201.1, XP_012138202.1, XP_003702328.1	XP_011158940.1, XP_011158941.1
OG0000144	XP_003705520.2	XP_011155485.2
OG0000144	XP_003705522.1	XP_011155484.1
OG0000145	XP_012141845.1, XP_012141847.1, XP_012141846.1, XP_012141849.1, XP_012141851.1, XP_003703775.1, XP_012141850.1	XP_039310475.1, XP_039310474.1
OG0000145	XP_012138596.1	XP_025989810.1
OG0000146	XP_003705369.1	XP_011158610.1
OG0000146	XP_012151898.1, XP_012151891.1, XP_012151896.1	XP_011163024.1, XP_011163029.1
OG0000146	XP_003708217.1	XP_011157598.1
OG0000147	XP_012149993.1, XP_003707471.1	XP_025987816.1, XP_039314750.1
OG0000149	XP_012147339.1	XP_011168700.1
OG0000149	XP_012147343.1, XP_012147342.1, XP_003706133.1	XP_039303906.1, XP_011168707.2, XP_011168703.2, XP_011168705.2, XP_011168706.2, XP_011168701.2
OG0000150	XP_012149657.1, XP_012149656.1, XP_012149659.1, XP_012149658.1, XP_003707166.1, XP_012149660.1, XP_012149661.1	XP_011156682.1, XP_025991203.1, XP_011156666.1, XP_011156673.1, XP_025991204.1
OG0000151	XP_003704470.2	XP_011167344.2
OG0000152	XP_012135668.1, XP_012135673.1, XP_012135674.1, XP_012135671.1, XP_012135669.1, XP_012135670.1, XP_003701272.1	XP_011159593.1, XP_011159592.1
OG0000153	XP_012139835.1	XP_025991417.2
OG0000154	XP_012152021.1	XP_039306572.1, XP_011172804.1, XP_039306683.1
OG0000156	XP_012150894.1	XP_039313051.1, XP_039313052.1, XP_011167313.1, XP_011167314.1, XP_011167312.1
OG0000157	XP_003703163.1, XP_012140472.1	XP_039311111.1, XP_039311110.1
OG0000158	XP_012150089.1	XP_039312830.1
OG0000158	XP_012150087.1, XP_012150086.1	XP_039312827.1
OG0000160	XP_012147327.1	XP_025995468.2
OG0000160	XP_012138102.1, XP_003702188.1	XP_039307899.1
OG0000161	XP_003703976.1	XP_011171818.2, XP_011157167.1, XP_011171836.1
OG0000162	XP_012151345.1	XP_025990139.1
OG0000164	XP_012138609.1	XP_011175603.2, XP_039313027.1
OG0000165	XP_012141446.1, XP_012141448.1, XP_012141447.1	XP_011162664.1, XP_011162665.1, XP_025987522.1, XP_025987521.1
OG0000165	XP_012138919.1	XP_011173553.1
OG0000166	XP_012138260.1, XP_012138247.1, XP_012138255.1, XP_012138249.1	XP_025986750.2, XP_025986751.2, XP_039305072.1, XP_039305077.1
OG0000168	XP_012139252.1	XP_025989788.2
OG0000169	XP_003705463.1	XP_011166801.1, XP_011166805.2, XP_011166806.2
OG0000170	XP_012135505.1	XP_011161394.2
OG0000170	XP_003701076.1	XP_011161401.1
OG0000170	XP_012135503.1	XP_011161396.1
OG0000170	XP_012143625.1	XP_011161392.2
OG0000171	XP_003704787.1, XP_012144044.1	XP_011160261.1, XP_039309768.1, XP_011160941.1, XP_039309770.1, XP_011160937.1, XP_011160936.1
OG0000172	XP_012144448.1, XP_012144447.1, XP_012144446.1, XP_012144445.1, XP_012144449.1, XP_012144439.1, XP_012144440.1, XP_012144441.1, XP_012144442.1, XP_012144443.1, XP_003704990.1	XP_039313711.1
OG0000173	XP_012141604.1	XP_025993243.1, XP_011165836.1, XP_039304290.1, XP_011165837.1, XP_011165835.1
OG0000174	XP_012139778.1, XP_012139779.1, XP_012139777.1, XP_012139776.1, XP_012139775.1, XP_012139774.1	XP_025991237.1, XP_025991236.1, XP_025991235.1, XP_025991234.1, XP_025991233.1, XP_039302167.1, XP_039302166.1
OG0000175	XP_012137455.1, XP_012137456.1, XP_012137454.1, XP_003701918.1	XP_039302006.1, XP_039302007.1, XP_011157853.1
OG0000176	XP_003702272.1	XP_025986721.1
OG0000177	XP_003707752.1	XP_025993788.1
OG0000177	XP_012151117.1	XP_011167661.1
OG0000179	XP_003700764.1, XP_012134930.1	XP_039308745.1
OG0000179	XP_003707098.1	XP_011164111.1
OG0000180	XP_012138838.1, XP_012138835.1, XP_012138836.1, XP_012138837.1, XP_003702490.1	XP_011166951.1, XP_011166952.1, XP_025986052.1, XP_025986051.1
OG0000181	XP_012135659.1	XP_025994298.1, XP_025994299.1, XP_039312812.1, XP_039312813.1, XP_011169149.1, XP_011169148.1
OG0000182	XP_003700170.2, XP_012149750.1, XP_012149742.1	XP_011171027.1, XP_039307169.1, XP_039307168.1, XP_039307167.1, XP_039307166.1, XP_025991013.1
OG0000183	XP_012144139.1	XP_011173713.1, XP_011173715.1
OG0000183	XP_012136967.1	XP_025992667.1
OG0000184	XP_012151665.1	XP_039308158.1, XP_039308138.1, XP_039308136.1
OG0000185	XP_012152006.1, XP_012152009.1, XP_012152008.1, XP_003708091.1, XP_012152007.1	XP_011158491.1, XP_011158492.1
OG0000185	XP_012152005.1, XP_003708093.1	XP_039315703.1, XP_039315704.1, XP_039315705.1, XP_039315702.1
OG0000186	XP_012138246.1, XP_003702219.1, XP_003702293.1	XP_039303622.1, XP_025989743.2, XP_011172186.2, XP_039302616.1, XP_011172178.2, XP_011172155.1, XP_025989742.2, XP_011172133.1
OG0000187	XP_012144258.1	XP_039309150.1, XP_011165088.1, XP_011165087.1
OG0000188	XP_003705392.1	XP_039308892.1, XP_039308891.1, XP_039308889.1, XP_039308888.1
OG0000188	XP_003703034.1	XP_011168465.1
OG0000189	XP_012147949.1	XP_011170993.1, XP_039306223.1
OG0000190	XP_012142605.1	XP_011166168.1, XP_039304064.1, XP_025988559.1
OG0000191	XP_012136269.1	XP_039315120.1, XP_011164616.2
OG0000192	XP_003702365.2	XP_039310511.1, XP_039310512.1, XP_039310513.1, XP_039310514.1, XP_025989114.2, XP_025989113.2, XP_011155855.2
OG0000194	XP_003699995.1	XP_039304800.1
OG0000194	XP_003700093.1	XP_011158373.2
OG0000194	XP_012152398.1	XP_025992171.1, XP_039304703.1
OG0000195	XP_003704952.1	XP_025990073.1, XP_011155425.1, XP_011155426.1, XP_011155427.1, XP_039308628.1
OG0000196	XP_012134628.1	XP_039306717.1, XP_011171411.1, XP_011171412.1, XP_039306716.1
OG0000196	XP_012143079.1	XP_011161482.2
OG0000197	XP_012144858.1, XP_003699822.1	XP_011157191.1
OG0000198	XP_012136053.1, XP_012136051.1	XP_011163990.2, XP_039313887.1, XP_025994493.1
OG0000199	XP_012153319.1	XP_011165422.2, XP_011165427.2, XP_039305866.1, XP_039306015.1, XP_039306014.1, XP_025986794.1, XP_011158963.2, XP_011165426.2, XP_039305878.1, XP_011176328.2, XP_025986782.1, XP_011158964.2, XP_039306012.1, XP_025986804.2, XP_039305620.1, XP_039306018.1, XP_025986792.2, XP_025986790.2, XP_025986791.2, XP_039305823.1, XP_039305738.1, XP_039305739.1, XP_025995023.2, XP_039305615.1, XP_039305580.1, XP_039305527.1, XP_039305898.1, XP_039305927.1, XP_025986822.2, XP_025995029.2, XP_025995030.2, XP_039305692.1, XP_039305703.1, XP_039305561.1, XP_025995028.2, XP_039301743.1, XP_039301738.1, XP_039306017.1, XP_039306005.1, XP_025995190.2, XP_011155917.2, XP_039306011.1, XP_039305555.1, XP_039305553.1, XP_039305552.1, XP_039305551.1, XP_025986677.2, XP_039305197.1, XP_039306008.1, XP_039305196.1, XP_011155915.3, XP_011158962.2, XP_011158961.2, XP_011158960.2, XP_025986793.1, XP_039310897.1, XP_011173265.1
OG0000200	XP_003701725.1	XP_011170758.1
OG0000200	XP_003700547.1, XP_012154376.1	XP_011168061.1, XP_011168064.1
OG0000201	XP_012148479.1	XP_025990401.2
OG0000201	XP_012148478.1	XP_039308817.1, XP_011165064.3, XP_039308820.1, XP_011165062.1, XP_011165070.2, XP_011165069.2
OG0000202	XP_012139160.1	XP_025988731.1
OG0000202	XP_012137745.1	XP_025993071.1
OG0000203	XP_003705579.2	XP_011168468.1, XP_039309884.1
OG0000204	XP_003704418.1	XP_011157986.2, XP_039310926.1, XP_039310928.1, XP_039310930.1, XP_039310927.1, XP_025986662.2, XP_025986663.1, XP_011157989.1, XP_039310924.1, XP_025986661.1, XP_011157991.1
OG0000205	XP_003705021.1, XP_012144620.1, XP_012144622.1, XP_012144618.1, XP_012144619.1	XP_011168746.1, XP_039308307.1
OG0000206	XP_003707704.1	XP_025988777.2, XP_039314221.1, XP_039314222.1
OG0000206	XP_012150998.1	XP_039314588.1, XP_039314587.1, XP_039314586.1, XP_039302134.1, XP_039302063.1, XP_011172221.2, XP_011172346.2, XP_025993307.2
OG0000207	XP_012146454.1	XP_025996998.1
OG0000207	XP_012134609.1	XP_011156648.1
OG0000207	XP_012134607.1	NP_001291516.1
OG0000208	XP_012134606.1	XP_011156625.1
OG0000208	XP_012136964.1	XP_039313116.1, XP_039313117.1
OG0000209	XP_012150853.1, XP_012150852.1, XP_003707562.1	XP_011160517.1, XP_011160520.1
OG0000210	XP_003703387.1	XP_039301699.1
OG0000210	XP_012148961.1	XP_011157224.2
OG0000210	XP_012137421.1	XP_025991680.2
OG0000212	XP_003702537.1	XP_011175849.1
OG0000212	XP_003702536.2	XP_011175847.2
OG0000213	XP_012141554.1, XP_003703563.1, XP_012141555.1, XP_012141556.1, XP_012141557.1	XP_039307097.1, XP_039307100.1, XP_039307098.1, XP_039307099.1, XP_039307096.1
OG0000214	XP_003703502.1	XP_011162082.1
OG0000214	XP_003700432.2	XP_025990048.1, XP_025990047.1
OG0000215	XP_003705904.2	XP_025993451.1, XP_039314411.1, XP_011167858.1, XP_011167862.1, XP_039314414.1, XP_039314413.1, XP_011167867.1, XP_039314640.1
OG0000216	XP_003699552.2	XP_011163750.1
OG0000217	XP_003703360.2	XP_011155464.2
OG0000218	XP_012146998.1, XP_012146997.1, XP_012147000.1, XP_012146999.1, XP_012146995.1, XP_012146996.1	XP_011160002.1, XP_011160001.1, XP_011160003.1, XP_011160000.1
OG0000219	XP_003707713.1, XP_012151048.1	XP_011168754.1, XP_011168753.1, XP_011168751.1, XP_011168750.1, XP_011168748.1
OG0000220	XP_003706502.1	XP_039306555.1, XP_039306557.1, XP_039306558.1, XP_039306556.1, XP_039306554.1, XP_011172901.1
OG0000221	XP_003703821.1	XP_025986297.1
OG0000223	XP_003700060.2	XP_011166243.1
OG0000223	XP_012141734.1	XP_011158143.1
OG0000225	XP_012147417.1, XP_012147416.1	XP_011163590.1, XP_011163589.1, XP_039304922.1
OG0000225	XP_012142097.1	XP_011163592.1
OG0000226	XP_012142841.1	XP_025988435.1
OG0000226	XP_012142847.1	XP_025988429.1
OG0000227	XP_012152961.1, XP_012152968.1, XP_012152963.1, XP_012152971.1	XP_025988617.1, XP_025988616.1
OG0000228	XP_012153562.1	XP_025998010.1
OG0000229	XP_012153002.1, XP_012153001.1	XP_011167118.1
OG0000230	XP_012142731.1, XP_012142730.1, XP_003704424.1	XP_039310937.1, XP_011157985.1
OG0000231	XP_012148493.1, XP_012148491.1, XP_012148494.1, XP_012148489.1, XP_003706704.1, XP_012148490.1	XP_039311197.1, XP_025994418.1, XP_025994419.1, XP_025994417.1
OG0000232	XP_012139351.1, XP_003702791.1	XP_011161208.1, XP_011161207.1
OG0000233	XP_012151529.1, XP_012151530.1	XP_011165376.2, XP_011165374.2, XP_011165377.1, XP_011165378.1, XP_011165383.1, XP_025993530.1, XP_011165381.1, XP_011165400.1, XP_025993534.2
OG0000234	XP_003705839.1	XP_039301750.1, XP_039301749.1, XP_025986027.1, XP_025986025.2, XP_025986029.1, XP_025986030.1, XP_025986032.1, XP_025986033.1, XP_025986034.1, XP_025992614.1
OG0000235	XP_012152694.1	XP_039301746.1, XP_011176069.1, XP_011176072.1, XP_011176068.1
OG0000236	XP_003705969.1	XP_011164467.1
OG0000236	XP_012146799.1	XP_025993904.1
OG0000237	XP_012137578.1	XP_025992756.2
OG0000239	XP_003704346.1	XP_011164898.1, XP_011164905.1, XP_039315084.1, XP_039313572.1, XP_025986634.2, XP_025986633.2, XP_025986632.2
OG0000240	XP_003704786.1	XP_039315157.1, XP_011160092.3, XP_011160096.2, XP_011160089.1, XP_039309756.1, XP_011160938.2, XP_039309767.1, XP_039309764.1, XP_011160940.2, XP_039309765.1, XP_039309199.1, XP_039309198.1, XP_025992868.2, XP_025992871.2
OG0000241	XP_012138646.1, XP_012138647.1, XP_012138648.1, XP_012138644.1	XP_011175763.2
OG0000243	XP_012137098.1	XP_039301690.1, XP_039301691.1, XP_011170229.2, XP_039312287.1, XP_039312290.1, XP_011163953.1, XP_039304163.1, XP_011166868.1, XP_011166866.1, XP_011166867.2
OG0000244	XP_003702794.2	XP_039306518.1, XP_011175201.1, XP_011175202.1
OG0000245	XP_003707107.1	XP_011162616.1
OG0000246	XP_012143780.1	XP_011161827.1, XP_039303228.1
OG0000246	XP_003704683.1	XP_039302793.1, XP_039302661.1
OG0000247	XP_012150346.1	XP_011173011.1
OG0000248	XP_012151211.1	XP_025995392.1
OG0000249	XP_012140332.1	XP_011156910.2
OG0000249	XP_012140328.1	XP_039306219.1
OG0000249	XP_012140331.1	XP_011156908.1, XP_011174006.1
OG0000250	XP_003706993.1	XP_011161725.1, XP_025995993.1, XP_025995992.1
OG0000250	XP_012149090.1	XP_011156530.2
OG0000251	XP_012148950.1, XP_012148951.1	XP_011157217.1
OG0000251	XP_012138655.1, XP_012144355.1	XP_011175696.1
OG0000252	XP_003706376.1	XP_025997250.1
OG0000253	XP_012153159.1, XP_012153161.1	XP_039309534.1
OG0000254	XP_012141089.1	XP_011166638.1
OG0000254	XP_012150104.1	XP_011155529.1
OG0000255	XP_003707576.1	XP_011171007.1
OG0000256	XP_012141779.1, XP_003703743.1, XP_012141781.1, XP_012141782.1, XP_012141780.1, XP_012141775.1, XP_012141774.1, XP_012141778.1, XP_012141777.1	XP_011169053.1, XP_011169052.1
OG0000257	XP_012152627.1	XP_039314679.1
OG0000257	XP_003708278.1, XP_012152634.1	XP_039314645.1
OG0000258	XP_003708550.1, XP_012153429.1, XP_012153430.1	XP_025992647.1, XP_039303185.1, XP_039302453.1, XP_025996520.1, XP_025992648.1, XP_011164418.2
OG0000259	XP_012141818.1, XP_012141819.1	XP_039309679.1, XP_039309716.1, XP_039309721.1, XP_039309680.1, XP_039309686.1, XP_039309683.1, XP_039309708.1, XP_039309709.1, XP_039309696.1, XP_039309717.1, XP_039309719.1, XP_011170601.2, XP_039309643.1, XP_011170599.2, XP_039309710.1, XP_039309647.1, XP_039309631.1, XP_039309632.1, XP_011166100.3, XP_039309639.1, XP_039309641.1, XP_039309642.1, XP_039309689.1, XP_039309644.1, XP_039309703.1, XP_039309712.1, XP_039309711.1, XP_039309714.1, XP_039309713.1, XP_039309530.1, XP_039309678.1, XP_039309724.1, XP_025994309.2
OG0000260	XP_012147130.1	XP_039302312.1
OG0000260	XP_012149800.1	XP_039306355.1
OG0000261	XP_003708378.2, XP_012152145.1, XP_012152140.1, XP_003708132.1, XP_003703046.1, XP_012139949.1	XP_011163661.1, XP_039305380.1, XP_011163662.1
OG0000262	XP_012143761.1, XP_012143762.1	XP_011174072.2, XP_039302817.1, XP_039306734.1, XP_039304828.1, XP_011167114.1, XP_039303336.1, XP_011172275.1
OG0000263	XP_012154514.1, XP_012154527.1, XP_012154521.1, XP_003699274.1	XP_011170654.1, XP_011170655.1, XP_011170657.1, XP_011170656.1, XP_011170653.1
OG0000264	XP_012141565.1	XP_039306192.1
OG0000264	XP_003706549.1, XP_012148148.1	XP_011165046.1
OG0000265	XP_003700852.1, XP_012135145.1	XP_011163230.1, XP_011172089.2, XP_025991743.1
OG0000265	XP_012135142.1	XP_011172088.1
OG0000266	XP_012142351.1, XP_012142346.1	XP_011163945.2
OG0000266	XP_003701377.1	XP_011167747.1
OG0000268	XP_012147628.1, XP_012151349.1, XP_003705563.2, XP_003704992.1	XP_011158225.1, XP_011158224.1
OG0000269	XP_003707502.1	XP_011176251.1, XP_011176253.1, XP_025987467.1, XP_025987468.1, XP_025987465.1, XP_025987466.1, XP_025987463.1, XP_025987464.1
OG0000270	XP_003701984.1, XP_012137596.1	XP_025992265.1
OG0000270	XP_003701983.1	XP_011166273.1
OG0000271	XP_003703932.2	NP_001291526.1, XP_025988373.1
OG0000272	XP_012137264.1	XP_025989138.1
OG0000272	XP_012137477.1	XP_011157845.2
OG0000273	XP_012152922.1, XP_003708387.1	XP_011169097.2, XP_011169099.2, XP_025988447.2, XP_011169096.2
OG0000275	XP_003707508.1, XP_012150479.1	XP_039313032.1, XP_039313033.1, XP_039313034.1
OG0000276	XP_012146515.1	XP_025988816.1, XP_011164236.1
OG0000277	XP_012139530.1, XP_003702918.1, XP_012139529.1	XP_011157342.1
OG0000278	XP_012140846.1	XP_011164304.1, XP_011164305.1
OG0000279	XP_003704233.1	XP_025993822.1, XP_025993819.1, XP_025993821.1, XP_025993820.1, XP_039309319.1, XP_011164446.1, XP_039309318.1
OG0000280	XP_012145329.1	XP_011158184.1
OG0000281	XP_003705781.1	XP_011164399.1
OG0000281	XP_003707314.1	XP_011170774.2
OG0000283	XP_012145591.1	XP_039302806.1
OG0000284	XP_012138543.1	XP_025994994.1
OG0000284	XP_012137964.1	XP_011161425.1
OG0000285	XP_003699411.2	XP_039311592.1, XP_011176371.1, XP_011176378.1, XP_011176361.1
OG0000286	XP_003701800.2	XP_011158397.1, XP_011158395.1, XP_011158398.1, XP_025991394.1
OG0000287	XP_012148331.1	XP_011165803.1
OG0000287	XP_003706601.1	XP_011165802.1
OG0000288	XP_012136951.1	XP_011167249.2
OG0000288	XP_003707452.1	XP_039314771.1
OG0000289	XP_012144635.1	XP_039313629.1, XP_039313627.1, XP_011166676.1, XP_025994274.1, XP_011166677.1, XP_011166680.1, XP_011166679.1
OG0000290	XP_012141017.1, XP_012141018.1, XP_012141019.1, XP_012141016.1	XP_011170099.1
OG0000291	XP_012136291.1	XP_011165283.1
OG0000291	XP_012136349.1, XP_012136290.1	XP_011165472.3
OG0000292	XP_012139889.1	XP_039302767.1, XP_011157418.1, XP_025993038.1, XP_025993037.1, XP_025993036.1, XP_025993035.1, XP_039302766.1
OG0000292	XP_012146321.1	XP_011157423.1
OG0000293	XP_003706108.2	XP_039305187.1
OG0000294	XP_012138436.1	XP_039305591.1, XP_039305577.1, XP_039305938.1, XP_039305191.1
OG0000294	XP_012138238.1	XP_039305522.1
OG0000295	XP_012145127.1, XP_012145128.1, XP_003705274.1	XP_011157721.3
OG0000296	XP_012136932.1, XP_003701648.1, XP_012136934.1, XP_012136933.1, XP_012136935.1	XP_039313607.1
OG0000297	XP_003703683.1	XP_039312929.1
OG0000298	XP_012139175.1, XP_003702628.1	XP_011163496.1, XP_039314927.1, XP_039314926.1, XP_011163495.1
OG0000299	XP_003707712.2	XP_011168755.2, XP_039308295.1, XP_011168756.2
OG0000300	XP_003705565.1	XP_039309883.1
OG0000301	XP_012145465.1, XP_003705403.1	XP_011170516.1, XP_039304166.1
OG0000301	XP_003700755.1	XP_011156580.1
OG0000302	XP_003705687.2, XP_003707086.1, XP_012149383.1	XP_039311789.1
OG0000303	XP_012151306.1, XP_012151111.1	XP_039312848.1
OG0000303	XP_003700589.2	XP_039302513.1
OG0000304	XP_003702511.1	XP_039302604.1, XP_011175853.1
OG0000305	XP_003705033.1	XP_011165476.2
OG0000306	XP_003705265.2, XP_012145085.1, XP_012145087.1, XP_012145089.1, XP_012145088.1	XP_025988786.1, XP_011170424.1, XP_039314289.1
OG0000307	XP_012145496.1, XP_012145495.1, XP_012145494.1, XP_012145493.1, XP_012145497.1	XP_039315186.1, XP_039309355.1, XP_039315188.1, XP_039315187.1, XP_039309356.1, XP_039309357.1
OG0000308	XP_012148928.1, XP_012148929.1, XP_012148931.1, XP_012148932.1, XP_003706809.1, XP_012148927.1, XP_012148935.1, XP_012148934.1, XP_012148933.1, XP_012148938.1, XP_012148937.1, XP_012148926.1	XP_025990312.1, XP_039306101.1, XP_025990313.1, XP_039306095.1, XP_039306092.1, XP_039306103.1
OG0000309	XP_012154330.1, XP_003700520.1	XP_039314088.1, XP_025995008.1, XP_025995007.1, XP_025995009.1
OG0000310	XP_012136599.1, XP_003701573.1	XP_011158546.1, XP_011158544.1, XP_039302548.1, XP_039302551.1, XP_039302550.1, XP_039302549.1, XP_039302552.1, XP_039302553.1
OG0000311	XP_012145310.1	XP_025991643.1, XP_011161322.1, XP_039314394.1, XP_039301666.1, XP_039301665.1, XP_011162412.2, XP_039308731.1, XP_011161325.1, XP_039306127.1, XP_025997312.1, XP_011175170.1, XP_039306544.1, XP_039306543.1, XP_011175275.1, XP_039306140.1, XP_039306124.1, XP_039306125.1, XP_039306123.1, XP_039306134.1, XP_039306133.1, XP_039306137.1, XP_039315137.1
OG0000312	XP_012149526.1	XP_011173333.1
OG0000313	XP_003701165.1, XP_003701166.1	XP_011175815.1
OG0000314	XP_003704743.2, XP_012143918.1	XP_039310823.1
OG0000315	XP_012147116.1, XP_012147112.1, XP_012147113.1	XP_011156600.1, XP_011167657.2, XP_011167650.2, XP_011167653.1, XP_039312601.1, XP_011167658.1, XP_011167651.2, XP_011167652.1, XP_011167649.1
OG0000316	XP_012149717.1	XP_011165933.1
OG0000316	XP_012137523.1	XP_025989686.2
OG0000317	XP_012148424.1, XP_003699981.1, XP_012148458.1, XP_012148442.1, XP_012148439.1, XP_012148433.1, XP_012148450.1	XP_025995413.2, XP_039313826.1, XP_011162316.2, XP_011162315.2, XP_025995412.2
OG0000318	XP_003704099.2	XP_011176294.1
OG0000319	XP_012135023.1	XP_011169063.1, XP_011169064.1, XP_011169065.1
OG0000320	XP_012152561.1	XP_011157059.2, XP_011159342.1, XP_011159343.1, XP_011159341.1, XP_039304572.1
OG0000321	XP_003708518.1	XP_011172456.1, XP_011172453.1, XP_039314100.1
OG0000322	XP_003706986.1	XP_011157229.1, XP_011157228.1
OG0000323	XP_003702453.2	XP_011162498.1, XP_039310186.1, XP_039310184.1, XP_039310185.1
OG0000324	XP_012141998.1	XP_039304925.1, XP_039304936.1
OG0000324	XP_012143166.1	XP_011168296.2
OG0000325	XP_003702122.1	XP_025995957.2
OG0000326	XP_003700119.1	XP_011155856.1, XP_025991274.1, XP_025991272.1, XP_025991273.1
OG0000327	XP_003701781.1	XP_025990794.1, XP_025990791.2, XP_039306899.1, XP_025990793.1
