Orthogroup	Megachile_rotundata	Tribolium_castaneum
OG0000210	XP_012137421.1	XP_015838316.1, XP_971337.1
OG0000212	XP_003700908.2, XP_003702537.1, XP_003702536.2	XP_970912.2, XP_015835896.1, XP_015840439.1, XP_015840441.1
OG0000213	XP_012141554.1, XP_003703563.1, XP_012141555.1, XP_012141556.1, XP_012141557.1	XP_970612.2
OG0000214	XP_003703502.1	XP_967960.2
OG0000214	XP_003700432.2	XP_970835.1
OG0000215	XP_003705904.2	XP_972301.2, XP_008197697.1, XP_008197706.1, XP_015839776.1
OG0000216	XP_003699552.2	NP_001107836.1, XP_967724.1, NP_001123993.1, XP_008193185.1, XP_008199996.1, XP_971612.1, NP_001123994.1
OG0000217	XP_003703360.2	XP_973791.2, XP_975130.2, XP_015839401.1, XP_015839404.1, XP_015839405.1, XP_008199621.1, XP_015839403.1, XP_015840143.1, XP_008192685.2, XP_008192686.2, XP_015835054.1, XP_015835055.1, XP_008191628.1, XP_008191600.1, XP_008198006.2
OG0000218	XP_012146998.1, XP_012146997.1, XP_012147000.1, XP_012146999.1, XP_012146995.1, XP_012146996.1	XP_967940.2
OG0000219	XP_003707713.1, XP_012151048.1	XP_968383.1
OG0000220	XP_003706502.1	XP_015840696.1
OG0000221	XP_003703821.1	XP_015837155.1, XP_974256.1
OG0000223	XP_003700060.2	NP_001164284.1, XP_972063.1
OG0000225	XP_012147417.1, XP_012147416.1, XP_012142097.1	XP_971086.2
OG0000226	XP_012142844.1, XP_012142842.1, XP_012142841.1	NP_001280522.1, XP_008197480.1
OG0000226	XP_012142847.1	XP_015838522.1
OG0000227	XP_012152961.1, XP_012152968.1, XP_012152963.1, XP_012152971.1	XP_008198897.2
OG0000229	XP_012153002.1, XP_012153001.1	XP_008190780.1
OG0000230	XP_012142731.1, XP_012142730.1, XP_003704424.1	XP_015836723.1
OG0000231	XP_012148493.1, XP_012148491.1, XP_012148494.1, XP_012148489.1, XP_003706704.1, XP_012148490.1	XP_015836454.1, XP_015836453.1, XP_973943.1, XP_008194841.1
OG0000232	XP_012139351.1, XP_003702791.1	XP_970131.1
OG0000233	XP_012151529.1, XP_012151530.1	XP_008196062.1, XP_008196018.1, XP_008196019.1
OG0000234	XP_003705839.1	XP_972520.3, XP_001814003.1
OG0000235	XP_012152694.1	XP_015835330.1, XP_015835329.1, XP_015835324.1, XP_015835328.1
OG0000236	XP_003705969.1	NP_001155991.1
OG0000237	XP_012137591.1	XP_008197452.1
OG0000237	XP_012137578.1	XP_008197451.1
OG0000239	XP_003704346.1	XP_015836807.1, XP_008200144.1
OG0000240	XP_003704786.1	XP_015833080.1, XP_015833079.1, XP_015840681.1, XP_008190666.2, XP_008190667.1, XP_966770.1, XP_001809806.2, XP_008190687.2, XP_008201648.1
OG0000244	XP_003702794.2	XP_974579.1, XP_015836330.1
OG0000245	XP_003707107.1	XP_008194988.1, NP_001034522.1, NP_001034493.1
OG0000246	XP_012143780.1	NP_001096056.1
OG0000246	XP_003704683.1	XP_973068.2, XP_008193582.1
OG0000247	XP_012150345.1	XP_015836651.1, XP_967265.2, XP_015836758.1, XP_967437.1, XP_015836650.1, XP_015836187.1
OG0000247	XP_012150346.1	XP_015840017.1, XP_008190606.2, XP_015833810.1
OG0000248	XP_012151217.1, XP_012151211.1	XP_015839338.1, XP_008193359.2, XP_015835108.1
OG0000249	XP_012140332.1, XP_012140328.1, XP_012140331.1	XP_966587.1
OG0000250	XP_003706993.1, XP_012149090.1	XP_008196257.1
OG0000251	XP_012148950.1, XP_012148951.1, XP_012138655.1, XP_012144355.1	XP_015840048.1, XP_008201191.1
OG0000252	XP_003706376.1	XP_970662.1
OG0000253	XP_003708641.2	XP_008198043.1
OG0000253	XP_012153159.1, XP_012153161.1	XP_015838158.1
OG0000254	XP_012141089.1	XP_008195945.1
OG0000254	XP_012150104.1	XP_008195412.1, XP_971164.2
OG0000256	XP_012141779.1, XP_003703743.1, XP_012141781.1, XP_012141782.1, XP_012141780.1, XP_012141775.1, XP_012141774.1, XP_012141778.1, XP_012141777.1	XP_973160.1, XP_973850.1, XP_008193331.1
OG0000257	XP_012152627.1	XP_015838389.1
OG0000257	XP_003708278.1, XP_012152634.1	XP_974236.1, XP_008201491.1, XP_008197327.1
OG0000260	XP_012147130.1	NP_001034506.1
OG0000261	XP_003708378.2, XP_012152145.1, XP_012152140.1, XP_003708132.1, XP_003703046.1, XP_012139949.1	XP_015839903.1, XP_015840001.1, XP_015840896.1, XP_015840891.1, XP_975108.2, XP_008201425.1, XP_975146.1, XP_015840860.1, XP_008201428.1, XP_008201427.1
OG0000263	XP_012154514.1, XP_012154527.1, XP_012154521.1, XP_003699274.1	XP_966512.1, XP_975893.1
OG0000264	XP_012141565.1	XP_008198346.1, NP_001164126.1
OG0000264	XP_003706549.1, XP_012148148.1	XP_968284.1, XP_015835141.1
OG0000265	XP_003700852.1, XP_012135145.1	NP_001153781.1, XP_008200967.1, XP_008200966.1
OG0000265	XP_012135142.1	XP_967029.1
OG0000266	XP_012142351.1, XP_012142346.1	XP_967356.1
OG0000266	XP_003701377.1	XP_970881.1, XP_970797.1
OG0000268	XP_012147628.1, XP_012151349.1, XP_003705563.2, XP_003704992.1	XP_967796.2, XP_015832932.1, XP_015838161.1
OG0000269	XP_003707502.1	XP_971005.2
OG0000270	XP_003701984.1, XP_012137596.1	XP_008198078.1, NP_001280505.1
OG0000270	XP_003701983.1	XP_008198076.1, NP_001280501.1
OG0000271	XP_003703932.2	NP_001290187.1, NP_001280499.1, XP_015839433.1
OG0000272	XP_012137264.1	XP_008193383.1, NP_001107763.1
OG0000272	XP_012137477.1	NP_001103420.1
OG0000273	XP_012152922.1, XP_003708387.1	XP_008191036.1
OG0000274	XP_012150333.1	XP_008199963.1
OG0000275	XP_003707508.1, XP_012150479.1	XP_970514.2
OG0000277	XP_012139530.1, XP_003702918.1, XP_012139529.1	XP_015837443.1
OG0000278	XP_012140846.1	XP_015834844.1
OG0000279	XP_003704233.1	NP_001280538.1, XP_015838925.1, XP_015838796.1
OG0000281	XP_003705781.1	XP_967340.1
OG0000281	XP_003707314.1	XP_968478.1, XP_968177.1
OG0000283	XP_012145591.1	XP_970327.1, XP_015836740.1
OG0000284	XP_012138543.1	XP_968561.1
OG0000284	XP_012145095.1, XP_012137964.1	XP_008195942.1, XP_973257.1
OG0000285	XP_003699411.2	XP_970530.1
OG0000286	XP_003701800.2	XP_008193140.1
OG0000287	XP_012148331.1	XP_008197596.1
OG0000287	XP_003706601.1	XP_001814592.1
OG0000288	XP_012136951.1	XP_015833077.1, XP_008200294.1
OG0000288	XP_003707452.1	XP_966392.1
OG0000289	XP_012144635.1	XP_973833.1
OG0000290	XP_012141017.1, XP_012141018.1, XP_012141019.1, XP_012141016.1	XP_008193818.1
OG0000291	XP_012136291.1	NP_001161313.1
OG0000291	XP_012136349.1, XP_012136290.1	XP_008192535.1
OG0000292	XP_012139889.1, XP_012146321.1	XP_015836717.1, XP_008199379.1, XP_015836718.1
OG0000293	XP_003706108.2	XP_974062.1, XP_974008.1, XP_001811085.2, XP_008192813.2, XP_015835032.1, XP_974034.1, XP_972744.1, XP_972703.3, XP_972663.1
OG0000295	XP_012145127.1, XP_012145128.1, XP_003705274.1	XP_974942.1
OG0000296	XP_012136932.1, XP_003701648.1, XP_012136934.1, XP_012136933.1, XP_012136935.1	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1
OG0000297	XP_003703683.1	XP_015836263.1, XP_967109.3, XP_015836510.1, XP_015836508.1, XP_015836509.1, XP_970866.1, XP_008194978.1, XP_008190426.2, XP_966329.1, XP_008195034.1, XP_008195035.1, XP_015840885.1, XP_974610.1, XP_008199115.2, XP_974592.1, XP_008194674.2, XP_015836400.1, XP_015836399.1, XP_008194675.2, XP_974420.1, XP_966559.1
OG0000298	XP_012139175.1, XP_003702628.1	XP_975374.1
OG0000299	XP_003707712.2	XP_008196759.1
OG0000300	XP_012153075.1	XP_969695.1
OG0000300	XP_003705565.1	XP_001811015.1
OG0000301	XP_012145465.1, XP_003705403.1	NP_001107791.1
OG0000301	XP_003700755.1	NP_001107860.1
OG0000302	XP_012135451.1	XP_008196651.1
OG0000302	XP_003705687.2, XP_003707086.1, XP_012149383.1	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1
OG0000303	XP_012154089.1	XP_971548.1, XP_008199064.1
OG0000304	XP_003702511.1	XP_015835772.1, XP_008193751.1
OG0000306	XP_003705265.2, XP_012145085.1, XP_012145087.1, XP_012145089.1, XP_012145088.1	XP_008195672.2
OG0000307	XP_012145496.1, XP_012145495.1, XP_012145494.1, XP_012145493.1, XP_012145497.1	XP_973197.1
OG0000308	XP_012148928.1, XP_012148929.1, XP_012148931.1, XP_012148932.1, XP_003706809.1, XP_012148927.1, XP_012148935.1, XP_012148934.1, XP_012148933.1, XP_012148938.1, XP_012148937.1, XP_012148926.1	XP_015835181.1
OG0000309	XP_012154330.1, XP_003700520.1	XP_968563.2, XP_015838858.1
OG0000310	XP_012136599.1, XP_003701573.1	XP_015834524.1
OG0000311	XP_012145310.1	NP_001164089.1, XP_015836774.1
OG0000312	XP_012149526.1	XP_015833546.1
OG0000313	XP_003701165.1, XP_003701166.1	XP_008197561.1, XP_008197562.1, XP_971420.2, XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2
OG0000314	XP_012143927.1, XP_012143925.1, XP_012143926.1	XP_968893.1, XP_008193080.1, XP_966924.1
OG0000314	XP_003704743.2, XP_012143918.1	XP_967017.1
OG0000315	XP_012147116.1, XP_012147112.1, XP_012147113.1	XP_008196876.1, XP_008196877.1, XP_008193351.1, XP_015838172.1
OG0000316	XP_012149717.1	XP_008190751.1, NP_001182329.1
OG0000317	XP_012148424.1, XP_003699981.1, XP_012148458.1, XP_012148442.1, XP_012148439.1, XP_012148433.1, XP_012148450.1	XP_008200064.1
OG0000318	XP_003704099.2	XP_008192121.1, XP_974398.1
OG0000319	XP_012135023.1	XP_967713.1, XP_971783.1
OG0000320	XP_012152561.1	XP_008196303.1, XP_015837420.1, XP_008196304.1
OG0000321	XP_003708518.1	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1
OG0000322	XP_003706986.1	XP_974306.1
OG0000322	XP_003703099.1	XP_008191340.1
OG0000323	XP_003702453.2	XP_015839632.1, XP_015839647.1
OG0000324	XP_012141998.1, XP_012143166.1	XP_015834170.1, XP_015834173.1
OG0000325	XP_003702122.1	XP_970199.2, XP_015838203.1, XP_015838204.1, XP_008196730.1
OG0000326	XP_003700119.1	XP_015834991.1, XP_008192193.1, XP_008192194.1
OG0000327	XP_012137702.1	XP_015833709.1
OG0000327	XP_003701781.1	XP_008191189.2
OG0000330	XP_003702707.2	XP_967194.1, XP_973575.3, XP_968237.2
OG0000331	XP_003705686.1	XP_972225.1
OG0000332	XP_012149524.1, XP_003707142.1	XP_971957.1
OG0000333	XP_003703002.2	XP_015839725.1
OG0000334	XP_003706965.2	XP_015836026.1
OG0000335	XP_012154285.1, XP_012154283.1, XP_012154287.1, XP_012154284.1, XP_012154288.1, XP_012154289.1, XP_012154290.1, XP_003700441.1	XP_971201.1
OG0000336	XP_003706072.1	XP_001814361.1
OG0000337	XP_012135630.1	XP_008198111.1, XP_008198112.1
OG0000338	XP_012142275.1	XP_008197000.1
OG0000339	XP_003702674.1	XP_975511.1
OG0000339	XP_003705530.1, XP_012145886.1	NP_001177648.1, XP_008193158.1
OG0000340	XP_012136431.1	XP_008200736.1
OG0000340	XP_012145764.1, XP_012145765.1	XP_015838405.1, XP_973952.1, XP_973891.1
OG0000341	XP_003704822.1, XP_012144121.1, XP_012144124.1, XP_012144125.1	XP_975221.1
OG0000342	XP_012154374.1	XP_008198162.1
OG0000342	XP_012154383.1	XP_968153.2
OG0000343	XP_012135157.1	XP_008193357.1
OG0000344	XP_012141836.1, XP_012141838.1, XP_012141835.1, XP_012141839.1	XP_015840052.1, XP_015840053.1
OG0000345	XP_003708164.2, XP_003708165.1	XP_015838177.1
OG0000347	XP_003702599.1, XP_012139080.1	XP_008196770.1
OG0000348	XP_012147890.1	XP_008195650.1
OG0000349	XP_012154317.1	XP_008199681.1, XP_008199682.1, XP_015839246.1
OG0000350	XP_012135254.1, XP_012135256.1, XP_012135255.1, XP_012135258.1, XP_012135257.1	XP_008197841.1, XP_971237.1
OG0000351	XP_012147200.1	XP_971635.2, XP_008196968.1
OG0000352	XP_012138374.1, XP_012138375.1, XP_012138376.1	XP_974349.1
OG0000356	XP_012152175.1	XP_008197708.1, XP_008197784.2
OG0000357	XP_012152486.1, XP_003708319.1	XP_008194728.1
OG0000358	XP_012143873.1, XP_012143874.1, XP_012143872.1, XP_003704704.1	XP_972062.1
OG0000360	XP_012142588.1, XP_012142586.1, XP_012142587.1, XP_012142583.1, XP_012142584.1, XP_012142581.1, XP_012142582.1, XP_003704153.1	XP_008195292.1, XP_967057.1
OG0000361	XP_012153467.1, XP_012153468.1, XP_003708557.1	XP_973660.1
OG0000362	XP_003708510.2	NP_001161782.1
OG0000362	XP_003708511.1	NP_001161781.1
OG0000363	XP_012135320.1	XP_970320.1
OG0000363	XP_012150517.1	XP_015834105.1
OG0000364	XP_003707298.1, XP_012150131.1, XP_012150132.1	XP_008200761.1, XP_015840859.1, XP_008192910.2, XP_966855.1
OG0000366	XP_012146838.1, XP_012146835.1, XP_012146832.1, XP_012146831.1, XP_012146833.1	XP_015840947.1, NP_001107777.1
OG0000367	XP_003706966.1, XP_012148849.1, XP_012148850.1, XP_012148848.1, XP_012148852.1	XP_008194856.1, XP_015836457.1
OG0000368	XP_003701289.1	XP_976104.1, XP_015838018.1
OG0000369	XP_012141445.1, XP_003707668.1, XP_012150874.1	XP_008201712.1
OG0000370	XP_012144316.1	XP_015839940.1
OG0000371	XP_003705927.2	XP_008201299.1
OG0000372	XP_012153750.1, XP_012153752.1, XP_012153749.1, XP_012153748.1, XP_012153751.1, XP_003704661.1	XP_015836666.1
OG0000373	XP_012139969.1	XP_015837712.1, XP_008198311.1
OG0000375	XP_012138104.1, XP_003702089.1	XP_015838589.1
OG0000376	XP_012143339.1, XP_012143348.1, XP_012143353.1, XP_003699743.1, XP_012143367.1, XP_012143361.1, XP_012143333.1	XP_008190447.1
OG0000377	XP_003703779.1	XP_008198810.1
OG0000377	XP_012147672.1, XP_012147676.1, XP_012147671.1, XP_012147673.1, XP_012147674.1, XP_012147675.1	XP_008199609.1
OG0000378	XP_012140754.1, XP_012140758.1	XP_008190395.1
OG0000379	XP_012136830.1	XP_008191956.1, XP_015836606.1
OG0000380	XP_003703764.1, XP_012141808.1, XP_012141807.1	XP_970911.1, XP_015835308.1
OG0000381	XP_012140183.1	XP_015834938.1
OG0000381	XP_003701471.1	XP_001813974.1
OG0000382	XP_003706910.1, XP_012149297.1, XP_003708419.1	XP_966771.1
OG0000383	XP_012135466.1, XP_012140362.1, XP_012138672.1	XP_015840217.1
OG0000384	XP_012148688.1, XP_012148686.1	XP_001813130.1
OG0000384	XP_012148701.1	XP_008193509.1, XP_008193510.1
OG0000385	XP_012135512.1, XP_003702425.1	XP_008200161.1
OG0000386	XP_003706715.2, XP_003706716.1	XP_970034.2
OG0000387	XP_012152085.1, XP_003708136.1, XP_012148651.1, XP_012153573.1, XP_012148653.1, XP_012137203.1	XP_968734.1
OG0000388	XP_012135627.1, XP_012135626.1, XP_003701232.1	XP_974824.1
OG0000388	XP_003699232.1, XP_003706234.1	XP_974813.1
OG0000389	XP_012151722.1, XP_003708000.1, XP_012147824.1, XP_012147823.1	XP_008191053.1, XP_971552.2
OG0000390	XP_003702207.2	XP_970733.3
OG0000392	XP_012147487.1, XP_012147630.1	XP_015839708.1
OG0000394	XP_003703438.1, XP_012141054.1	XP_008190453.1, XP_015836362.1, XP_970450.1
OG0000395	XP_003700152.2, XP_012152325.1, XP_012152326.1	XP_967306.3
OG0000396	XP_003706948.1	XP_967256.1
OG0000397	XP_003706551.2, XP_012148214.1	XP_973626.3
OG0000398	XP_003706804.1	XP_973071.1
OG0000399	XP_012135873.1, XP_012135875.1	XP_015838955.1
OG0000401	XP_003705245.1	XP_973474.1
OG0000403	XP_012151663.1, XP_012151659.1, XP_012151656.1, XP_012151664.1	XP_015835469.1
OG0000405	XP_003706823.1, XP_012148976.1	XP_975505.1
OG0000405	XP_003706708.1	XP_969335.1
OG0000406	XP_012140515.1	XP_015840310.1
OG0000406	XP_012140519.1	XP_967861.2
OG0000407	XP_003702625.1, XP_012139069.1, XP_003702627.1	XP_008198805.1
OG0000408	XP_003702130.2	XP_008190910.1
OG0000408	XP_012137734.1, XP_012137736.1, XP_012137735.1, XP_003702041.1	XP_008199142.1, XP_970081.3
OG0000409	XP_003700783.1, XP_012134665.1, XP_012134664.1, XP_012134661.1, XP_012134663.1, XP_012134660.1, XP_012134658.1, XP_012134659.1	XP_015835314.1, XP_008200456.1, XP_972202.1, XP_008200455.1
OG0000410	XP_003704439.1	XP_008194279.1
OG0000410	XP_012144471.1, XP_012144470.1	XP_008199891.1
OG0000411	XP_012150884.1, XP_012150883.1, XP_012150885.1	XP_008191461.1
OG0000411	XP_012138148.1	XP_001813433.1
OG0000412	XP_012136660.1, XP_012136661.1	XP_015836557.1, XP_971694.2
OG0000413	XP_003708031.2	XP_969620.2
OG0000415	XP_012138118.1, XP_012138125.1, XP_012138159.1, XP_012138103.1, XP_012138107.1, XP_012138151.1, XP_012138131.1, XP_012138142.1, XP_012138138.1	XP_973217.2
OG0000416	XP_012151720.1, XP_012145365.1, XP_012135049.1	XP_008192545.1
OG0000417	XP_012147620.1	XP_008198772.1
OG0000417	XP_012143973.1	XP_974698.1
OG0000418	XP_003703347.2	XP_015833481.1
OG0000419	XP_012143510.1, XP_003704488.1, XP_012143509.1	XP_971173.1, XP_015838774.1
OG0000420	XP_012138373.1	XP_008192326.1, XP_001816525.1, XP_008192327.1, XP_008192332.1
OG0000421	XP_003704125.1	XP_008192097.1
OG0000422	XP_012154009.1	XP_008192616.1
OG0000423	XP_003700805.1, XP_012135005.1	XP_008199561.1
OG0000424	XP_012138932.1	XP_015840422.1
OG0000425	XP_003708670.2, XP_012153580.1, XP_012153579.1	XP_969804.2
OG0000426	XP_012141111.1	XP_973970.1
OG0000427	XP_003701662.1, XP_003700324.1	XP_972369.1
OG0000427	XP_003705422.2	XP_008196417.1
OG0000428	XP_012142601.1	XP_015839428.1, XP_008194527.2
OG0000428	XP_012145303.1	XP_015837845.1, NP_001280511.1
OG0000429	XP_012153644.1	XP_008196407.1, XP_015837255.1
OG0000430	XP_003705028.1, XP_012141797.1, XP_012141798.1, XP_012141799.1, XP_012141800.1	XP_008190881.1, XP_008197779.1, XP_008197331.1, XP_008199845.1
OG0000431	XP_012144803.1	XP_015839887.1, XP_967707.1, XP_008190865.1, XP_015834261.1
OG0000432	XP_003702507.1, XP_012138855.1, XP_012138854.1	XP_973723.1
OG0000433	XP_003706900.1	XP_015835623.1, NP_001139342.1, XP_008193524.2, NP_001139461.1
OG0000433	XP_012142828.1	NP_001139389.1, XP_015833910.1
OG0000434	XP_012143186.1, XP_012143185.1, XP_003704457.1	XP_972017.1, XP_008196460.1, XP_008196458.1, XP_008196459.1, XP_015838266.1, XP_015838265.1
OG0000436	XP_012135622.1	XP_008197909.1
OG0000436	XP_003701242.1	XP_970620.1
OG0000437	XP_012136091.1, XP_012136090.1, XP_003701347.1, XP_012136092.1	XP_008200406.1
OG0000438	XP_003702655.2	XP_971688.3
OG0000439	XP_012150542.1, XP_012150541.1, XP_012150544.1, XP_012150543.1, XP_003707536.1	XP_008193933.1
OG0000440	XP_012140296.1	XP_008200809.1
OG0000442	XP_003699914.1	XP_008197799.1, XP_968004.1
OG0000443	XP_012140078.1, XP_003703094.1	XP_974381.2
OG0000444	XP_003699277.1, XP_012134848.1, XP_012134857.1, XP_012134863.1, XP_012134840.1, XP_012134881.1, XP_012134890.1, XP_012134872.1	NP_001164534.1, NP_001164533.1
OG0000445	XP_012143530.1	XP_008193734.1
OG0000446	XP_012141148.1	XP_008198655.1, XP_008198715.2, XP_008198651.1
OG0000447	XP_012138825.1, XP_003702497.1	XP_008191853.2
OG0000448	XP_012144930.1, XP_003705151.1	XP_969343.1
OG0000449	XP_003700565.1, XP_012154471.1	XP_966346.1
OG0000450	XP_012142375.1, XP_012142379.1	NP_001157610.1, XP_015835206.1
OG0000451	XP_012137601.1, XP_012137603.1, XP_012137602.1, XP_012137606.1, XP_012137605.1, XP_003701985.1	XP_972488.2
OG0000452	XP_003700613.1	XP_008195563.1
OG0000452	XP_012153184.1	XP_008190571.1
OG0000453	XP_012139607.1, XP_012139604.1, XP_012139606.1, XP_003702782.1	XP_008196382.1, XP_008196383.1, XP_008196384.1
OG0000454	XP_012136124.1	XP_008197523.2
OG0000455	XP_012136526.1, XP_012136525.1, XP_003701555.1	NP_001280547.1, XP_008193388.1
OG0000456	XP_012153094.1, XP_012153095.1	XP_969928.1, XP_008196724.1
OG0000457	XP_003700512.1	XP_015835204.1, NP_001076795.1, XP_015837745.1, NP_001076796.1
OG0000458	XP_012151682.1, XP_012151683.1, XP_012151684.1	XP_967155.1
OG0000459	XP_003699197.1	XP_968944.1
OG0000460	XP_012151551.1	XP_968752.1
OG0000460	XP_003707861.1, XP_012151552.1	XP_968824.2
OG0000461	XP_003704206.1	XP_008198752.1
OG0000462	XP_003699608.1	XP_015840075.1
OG0000464	XP_012144721.1	XP_015836316.1, XP_015837285.1, XP_015836265.1, XP_015835579.1
OG0000465	XP_012142191.1	XP_008198275.1
OG0000466	XP_003706537.1, XP_012148167.1	XP_969900.1, XP_008191787.1
OG0000467	XP_012147656.1	XP_008198462.1, XP_008198465.1, XP_967712.2, XP_008198474.1
OG0000468	XP_012147009.1, XP_012147007.1, XP_012147006.1, XP_003705989.1	XP_008194809.1
OG0000469	XP_003703934.2	XP_967943.1, NP_001306191.1
OG0000471	XP_012144297.1, XP_012144296.1, XP_003704834.1	XP_972436.1
OG0000472	XP_003702046.1, XP_012137968.1, XP_012137966.1, XP_012137967.1	XP_008190497.1, XP_008190496.1, XP_008190495.1, XP_008190494.1
OG0000474	XP_012141871.1, XP_012141873.1, XP_012141872.1, XP_003703781.1, XP_012141870.1	XP_967468.1
OG0000475	XP_012146944.1, XP_003705916.2	XP_008193995.1, XP_015836218.1, XP_969591.2
OG0000476	XP_003708425.1	NP_001127700.1, XP_015834940.1, NP_001120783.1
OG0000477	XP_003707285.1, XP_003707284.1, XP_012151743.1	NP_001164309.1, XP_008198961.1, XP_969867.1
OG0000478	XP_012140641.1	XP_970086.1
OG0000479	XP_012151218.1	XP_015839265.1, XP_008198225.1
OG0000480	XP_012145437.1	XP_008194196.2, XP_015836177.1, XP_015836175.1, XP_008194198.2, XP_008194199.2, XP_015835638.1, XP_015835640.1, XP_015835226.1
OG0000482	XP_012147117.1	XP_015838834.1, XP_970997.2
OG0000483	XP_003707873.1	XP_015837619.1, XP_008196295.1, XP_973683.1, XP_015837618.1, XP_015837422.1
OG0000484	XP_012145805.1, XP_012145804.1, XP_012145807.1, XP_012145806.1, XP_012145803.1, XP_003705511.1	XP_008198466.1
OG0000485	XP_003706547.1, XP_003706577.2	XP_971795.1
OG0000488	XP_012137688.1, XP_012137687.1, XP_012137686.1, XP_003701993.1	XP_970829.1
OG0000489	XP_003700279.1	XP_971503.1, XP_015836306.1, XP_015836308.1
OG0000490	XP_012150943.1, XP_012150944.1, XP_003707675.1	XP_970402.1
OG0000491	XP_012151089.1	XP_966641.2
OG0000492	XP_003706126.1	XP_008191436.1, XP_008191435.1, XP_008191434.1
OG0000493	XP_012149368.1, XP_012149369.1	XP_015836062.1
OG0000494	XP_012142412.1, XP_012152463.1, XP_012147161.1	XP_008193825.2
OG0000495	XP_012138548.1, XP_012138549.1, XP_012138545.1, XP_012138551.1, XP_012138547.1, XP_012138556.1, XP_012138555.1, XP_012138554.1, XP_012138553.1, XP_012138552.1, XP_012138550.1, XP_012138559.1, XP_012138558.1, XP_003702393.1	XP_971329.1
