Orthogroup	Megachile_rotundata	Vespa_mandarinia
OG0000203	XP_003705579.2	XP_035727456.1, XP_035727445.1, XP_035727495.1, XP_035727486.1, XP_035727526.1, XP_035727477.1, XP_035727505.1, XP_035727467.1, XP_035727516.1
OG0000204	XP_003704418.1	XP_035736371.1, XP_035736362.1, XP_035736353.1, XP_035736365.1
OG0000205	XP_003705021.1, XP_012144620.1, XP_012144622.1, XP_012144618.1, XP_012144619.1	XP_035727194.1, XP_035727191.1, XP_035727193.1
OG0000206	XP_003707704.1	XP_035731791.1
OG0000206	XP_012150998.1	XP_035731805.1
OG0000207	XP_012146454.1	XP_035718709.1
OG0000207	XP_012134609.1	XP_035726226.1
OG0000207	XP_012134607.1	XP_035726227.1
OG0000208	XP_012134606.1	XP_035726225.1
OG0000208	XP_012136964.1	XP_035721855.1
OG0000209	XP_012150853.1, XP_012150852.1, XP_003707562.1	XP_035728112.1
OG0000210	XP_003703387.1	XP_035733688.1
OG0000210	XP_012148961.1	XP_035732804.1
OG0000210	XP_012137421.1	XP_035723457.1
OG0000212	XP_003700908.2	XP_035737335.1
OG0000212	XP_003702536.2	XP_035737458.1
OG0000213	XP_012141554.1, XP_003703563.1, XP_012141555.1, XP_012141556.1, XP_012141557.1	XP_035723104.1
OG0000214	XP_003703502.1	XP_035723354.1, XP_035723352.1, XP_035723353.1, XP_035723355.1
OG0000214	XP_003700432.2	XP_035741447.1, XP_035741444.1
OG0000215	XP_003705904.2	XP_035724895.1, XP_035724894.1, XP_035724898.1, XP_035724897.1
OG0000216	XP_003699552.2	XP_035724451.1
OG0000217	XP_003703360.2	XP_035740471.1
OG0000218	XP_012146998.1, XP_012146997.1, XP_012147000.1, XP_012146999.1, XP_012146995.1, XP_012146996.1	XP_035726856.1
OG0000219	XP_003707713.1, XP_012151048.1	XP_035741255.1, XP_035741253.1, XP_035741259.1, XP_035741260.1, XP_035741251.1, XP_035741257.1, XP_035741254.1, XP_035741252.1, XP_035741256.1
OG0000220	XP_003706502.1	XP_035717455.1, XP_035717452.1, XP_035717450.1, XP_035717454.1, XP_035717453.1
OG0000221	XP_003703821.1	XP_035721735.1
OG0000223	XP_003700060.2	XP_035733807.1
OG0000223	XP_012141734.1	XP_035722636.1
OG0000225	XP_012147417.1, XP_012147416.1	XP_035734246.1, XP_035734248.1
OG0000225	XP_012142097.1	XP_035742936.1
OG0000227	XP_012152961.1, XP_012152968.1, XP_012152963.1, XP_012152971.1	XP_035735426.1
OG0000229	XP_012153002.1, XP_012153001.1	XP_035730748.1, XP_035730749.1, XP_035731006.1, XP_035731009.1
OG0000231	XP_012148493.1, XP_012148491.1, XP_012148494.1, XP_012148489.1, XP_003706704.1, XP_012148490.1	XP_035738625.1, XP_035738626.1, XP_035738627.1
OG0000232	XP_012139351.1, XP_003702791.1	XP_035727361.1, XP_035727359.1, XP_035727360.1
OG0000233	XP_012151529.1, XP_012151530.1	XP_035718297.1
OG0000234	XP_003705839.1	XP_035726727.1
OG0000235	XP_012152694.1	XP_035729544.1, XP_035729549.1, XP_035729541.1
OG0000236	XP_003705969.1	XP_035735169.1
OG0000236	XP_012146799.1	XP_035735167.1
OG0000237	XP_012137591.1	XP_035740253.1
OG0000237	XP_012137578.1	XP_035740306.1
OG0000240	XP_003704786.1	XP_035741192.1, XP_035741079.1
OG0000243	XP_012137098.1	XP_035719823.1, XP_035719832.1
OG0000244	XP_003702794.2	XP_035735677.1, XP_035735674.1, XP_035735678.1, XP_035735673.1, XP_035735676.1, XP_035735675.1
OG0000245	XP_003707107.1	XP_035726439.1
OG0000246	XP_012143780.1	XP_035739647.1
OG0000246	XP_003704683.1	XP_035722551.1, XP_035722552.1, XP_035722553.1
OG0000247	XP_012150345.1	XP_035731997.1
OG0000247	XP_012150346.1	XP_035732193.1
OG0000248	XP_012151211.1	XP_035739829.1
OG0000249	XP_012140331.1	XP_035717767.1
OG0000250	XP_012149090.1	XP_035723650.1
OG0000250	XP_012138594.1	XP_035723432.1, XP_035723431.1, XP_035723434.1, XP_035723433.1
OG0000251	XP_012138655.1, XP_012144355.1	XP_035723813.1
OG0000252	XP_003706376.1	XP_035720532.1, XP_035720531.1
OG0000253	XP_003708641.2	XP_035742337.1, XP_035742338.1
OG0000254	XP_012141089.1	XP_035718876.1
OG0000254	XP_012150104.1	XP_035732648.1
OG0000255	XP_003707576.1	XP_035737965.1
OG0000256	XP_012141779.1, XP_003703743.1, XP_012141781.1, XP_012141782.1, XP_012141780.1, XP_012141775.1, XP_012141774.1, XP_012141778.1, XP_012141777.1	XP_035743889.1, XP_035743888.1, XP_035743887.1, XP_035743890.1
OG0000257	XP_012152627.1	XP_035740806.1, XP_035740850.1
OG0000257	XP_003708278.1, XP_012152634.1	XP_035740701.1
OG0000258	XP_003708550.1, XP_012153429.1, XP_012153430.1	XP_035735190.1
OG0000259	XP_012141818.1, XP_012141819.1	XP_035726652.1
OG0000260	XP_012147130.1	XP_035730089.1
OG0000260	XP_012149801.1	XP_035739763.1
OG0000260	XP_012149800.1	XP_035730091.1
OG0000263	XP_012154514.1, XP_012154527.1, XP_012154521.1, XP_003699274.1	XP_035722794.1, XP_035722793.1, XP_035722795.1, XP_035722792.1, XP_035722797.1
OG0000264	XP_012141565.1	XP_035735842.1
OG0000264	XP_003706549.1, XP_012148148.1	XP_035728468.1
OG0000265	XP_003700852.1, XP_012135145.1	XP_035743707.1
OG0000266	XP_012142351.1, XP_012142346.1	XP_035743679.1
OG0000266	XP_003701377.1	XP_035727916.1
OG0000268	XP_012147628.1, XP_012151349.1, XP_003705563.2, XP_003704992.1	XP_035724329.1
OG0000269	XP_003707502.1	XP_035719187.1, XP_035719185.1, XP_035719186.1, XP_035719184.1
OG0000270	XP_003701984.1, XP_012137596.1	XP_035721119.1
OG0000270	XP_003701983.1	XP_035736463.1
OG0000272	XP_012137264.1	XP_035738837.1
OG0000272	XP_012137477.1	XP_035729176.1
OG0000273	XP_012152922.1	XP_035734287.1
OG0000273	XP_003708387.1	XP_035734277.1
OG0000275	XP_003707508.1, XP_012150479.1	XP_035721639.1, XP_035721634.1, XP_035721635.1, XP_035721637.1, XP_035721638.1, XP_035721636.1
OG0000276	XP_012146515.1	XP_035719572.1, XP_035719570.1
OG0000277	XP_012139530.1, XP_003702918.1, XP_012139529.1	XP_035720328.1, XP_035720326.1, XP_035720324.1, XP_035720323.1, XP_035720322.1, XP_035720327.1
OG0000278	XP_012140846.1	XP_035742183.1, XP_035742182.1
OG0000281	XP_003707314.1	XP_035720653.1
OG0000282	XP_012151413.1	XP_035742493.1, XP_035731240.1, XP_035731241.1
OG0000283	XP_012145591.1	XP_035732633.1, XP_035732632.1, XP_035732635.1, XP_035732634.1, XP_035732636.1, XP_035732638.1, XP_035732643.1, XP_035732639.1, XP_035732637.1, XP_035732628.1, XP_035732629.1, XP_035732630.1, XP_035732640.1, XP_035732641.1
OG0000284	XP_012138543.1	XP_035725371.1
OG0000284	XP_012145095.1, XP_012137964.1	XP_035736377.1
OG0000285	XP_003699411.2	XP_035725457.1, XP_035725458.1, XP_035725456.1
OG0000286	XP_003701800.2	XP_035731751.1, XP_035731750.1, XP_035731752.1
OG0000287	XP_012148331.1	XP_035740381.1
OG0000288	XP_012136951.1	XP_035725617.1, XP_035725618.1, XP_035725619.1, XP_035725620.1
OG0000288	XP_003707452.1	XP_035727964.1
OG0000289	XP_012144635.1	XP_035736843.1, XP_035736844.1, XP_035736845.1
OG0000290	XP_012141017.1, XP_012141018.1, XP_012141019.1, XP_012141016.1	XP_035742649.1
OG0000291	XP_012136291.1	XP_035728615.1
OG0000292	XP_012139889.1	XP_035733107.1, XP_035733106.1, XP_035733105.1, XP_035733104.1, XP_035733110.1, XP_035733109.1, XP_035733111.1, XP_035733108.1
OG0000294	XP_012138436.1	XP_035718426.1, XP_035718431.1, XP_035718428.1
OG0000294	XP_012138238.1	XP_035742757.1, XP_035733003.1, XP_035718487.1, XP_035718041.1, XP_035718488.1, XP_035742755.1, XP_035742760.1, XP_035742758.1, XP_035732948.1, XP_035718486.1, XP_035718485.1, XP_035718459.1, XP_035732977.1
OG0000295	XP_012145127.1, XP_012145128.1, XP_003705274.1	XP_035724522.1, XP_035724503.1, XP_035724513.1
OG0000296	XP_012136932.1, XP_003701648.1, XP_012136934.1, XP_012136933.1, XP_012136935.1	XP_035742884.1, XP_035742883.1, XP_035742885.1
OG0000297	XP_003703683.1	XP_035732677.1
OG0000298	XP_012139175.1, XP_003702628.1	XP_035725046.1, XP_035725050.1, XP_035725049.1, XP_035725047.1, XP_035725048.1
OG0000299	XP_003707712.2	XP_035741263.1, XP_035741264.1, XP_035741266.1, XP_035741261.1, XP_035741262.1, XP_035741265.1
OG0000300	XP_003705565.1	XP_035727377.1, XP_035727386.1, XP_035727394.1, XP_035727402.1, XP_035727433.1, XP_035727422.1, XP_035727412.1
OG0000301	XP_012145465.1, XP_003705403.1	XP_035741425.1
OG0000301	XP_003700755.1	XP_035725195.1
OG0000302	XP_003705687.2, XP_003707086.1, XP_012149383.1	XP_035736733.1
OG0000303	XP_012154089.1	XP_035738398.1
OG0000303	XP_012151306.1, XP_012151111.1	XP_035743560.1
OG0000303	XP_003700589.2	XP_035732718.1
OG0000304	XP_003702511.1	XP_035737437.1, XP_035737434.1, XP_035737433.1, XP_035737435.1
OG0000305	XP_003705033.1	XP_035729831.1
OG0000306	XP_003705265.2	XP_035737223.1, XP_035737207.1
OG0000306	XP_012145085.1, XP_012145087.1, XP_012145089.1, XP_012145088.1	XP_035737199.1
OG0000307	XP_012145496.1, XP_012145495.1, XP_012145494.1, XP_012145493.1, XP_012145497.1	XP_035721440.1, XP_035721443.1, XP_035721442.1
OG0000308	XP_012148928.1, XP_012148929.1, XP_012148931.1, XP_012148932.1, XP_003706809.1, XP_012148927.1, XP_012148935.1, XP_012148934.1, XP_012148933.1, XP_012148938.1, XP_012148937.1, XP_012148926.1	XP_035734694.1, XP_035734697.1
OG0000309	XP_012154330.1, XP_003700520.1	XP_035724469.1, XP_035724734.1, XP_035724558.1, XP_035724388.1, XP_035724832.1, XP_035724645.1
OG0000310	XP_012136599.1, XP_003701573.1	XP_035742346.1, XP_035722399.1
OG0000311	XP_012145310.1	XP_035743868.1, XP_035743867.1
OG0000312	XP_012149526.1	XP_035734088.1, XP_035734082.1, XP_035734083.1, XP_035734080.1, XP_035734081.1, XP_035734086.1, XP_035734084.1, XP_035734087.1, XP_035734085.1
OG0000313	XP_003701165.1, XP_003701166.1	XP_035740443.1
OG0000315	XP_012147116.1, XP_012147112.1, XP_012147113.1	XP_035727385.1
OG0000316	XP_012149717.1	XP_035740432.1
OG0000316	XP_012137523.1	XP_035729094.1, XP_035729092.1
OG0000317	XP_012148424.1, XP_003699981.1, XP_012148458.1, XP_012148442.1, XP_012148439.1, XP_012148433.1, XP_012148450.1	XP_035740159.1
OG0000318	XP_003704099.2	XP_035736725.1, XP_035736729.1, XP_035736727.1, XP_035736728.1, XP_035736730.1, XP_035736726.1, XP_035736724.1
OG0000319	XP_012135023.1	XP_035727711.1, XP_035727714.1, XP_035727715.1, XP_035727717.1, XP_035727716.1, XP_035727713.1, XP_035727712.1
OG0000320	XP_012152561.1	XP_035723044.1
OG0000321	XP_003708518.1	XP_035718651.1, XP_035718650.1
OG0000322	XP_003706986.1	XP_035732799.1
OG0000322	XP_003703099.1	XP_035736008.1, XP_035735999.1
OG0000323	XP_003702453.2	XP_035717456.1, XP_035717458.1, XP_035717457.1, XP_035717459.1, XP_035717460.1
OG0000324	XP_012141998.1	XP_035728721.1, XP_035728715.1
OG0000324	XP_012143166.1	XP_035724087.1
OG0000325	XP_003702122.1	XP_035743020.1, XP_035743019.1, XP_035743024.1, XP_035743023.1, XP_035743021.1, XP_035743025.1, XP_035743026.1
OG0000326	XP_003700119.1	XP_035730290.1
OG0000327	XP_003701781.1	XP_035729496.1
OG0000329	XP_012154307.1, XP_012154306.1, XP_012154305.1, XP_003700513.1	XP_035727539.1, XP_035727540.1
OG0000330	XP_003702707.2	XP_035734130.1, XP_035719014.1
OG0000331	XP_003705686.1	XP_035739946.1, XP_035739945.1, XP_035739944.1, XP_035739947.1
OG0000332	XP_012149524.1, XP_003707142.1	XP_035734091.1, XP_035734090.1, XP_035734092.1
OG0000333	XP_003703002.2	XP_035719269.1
OG0000334	XP_003706965.2	XP_035730056.1, XP_035730060.1, XP_035730063.1, XP_035730057.1, XP_035730061.1, XP_035730062.1
OG0000335	XP_012154285.1, XP_012154283.1, XP_012154287.1, XP_012154284.1, XP_012154288.1, XP_012154289.1, XP_012154290.1, XP_003700441.1	XP_035731643.1, XP_035731642.1
OG0000336	XP_012148014.1	XP_035742767.1, XP_035742772.1, XP_035742759.1
OG0000336	XP_003706072.1	XP_035739272.1
OG0000337	XP_012135630.1	XP_035723409.1
OG0000338	XP_012142275.1	XP_035737384.1
OG0000339	XP_003702674.1	XP_035724022.1
OG0000339	XP_003705530.1, XP_012145886.1	XP_035718121.1, XP_035718122.1
OG0000340	XP_012136431.1	XP_035721594.1
OG0000340	XP_012145764.1, XP_012145765.1	XP_035725472.1, XP_035725471.1
OG0000341	XP_003704822.1, XP_012144121.1, XP_012144124.1, XP_012144125.1	XP_035738281.1, XP_035738279.1, XP_035738282.1, XP_035738283.1, XP_035738285.1, XP_035738284.1
OG0000342	XP_012154374.1	XP_035718354.1
OG0000342	XP_012154383.1	XP_035719318.1
OG0000343	XP_012135157.1	XP_035743980.1
OG0000344	XP_012141836.1, XP_012141838.1, XP_012141835.1, XP_012141839.1	XP_035738356.1, XP_035738358.1, XP_035738359.1, XP_035738364.1, XP_035738363.1, XP_035738362.1, XP_035738360.1, XP_035738361.1, XP_035738357.1
OG0000345	XP_003708164.2, XP_003708165.1	XP_035738666.1, XP_035738667.1, XP_035738669.1, XP_035738665.1, XP_035738670.1, XP_035738671.1, XP_035738668.1, XP_035738672.1
OG0000347	XP_003702599.1, XP_012139080.1	XP_035739165.1, XP_035739169.1, XP_035739163.1, XP_035739164.1, XP_035739166.1, XP_035739168.1
OG0000349	XP_012154317.1	XP_035729444.1
OG0000350	XP_012135254.1, XP_012135256.1, XP_012135255.1, XP_012135258.1, XP_012135257.1	XP_035737131.1, XP_035737130.1
OG0000351	XP_012147200.1	XP_035718015.1, XP_035718022.1, XP_035718032.1
OG0000352	XP_012138374.1, XP_012138375.1, XP_012138376.1	XP_035737721.1
OG0000354	XP_012140182.1	XP_035720593.1, XP_035720599.1, XP_035720600.1, XP_035720601.1, XP_035720348.1
OG0000356	XP_012152175.1	XP_035740320.1
OG0000357	XP_012152486.1, XP_003708319.1	XP_035731381.1, XP_035731380.1, XP_035731379.1, XP_035731378.1, XP_035731377.1
OG0000358	XP_012143873.1, XP_012143874.1, XP_012143872.1, XP_003704704.1	XP_035727372.1, XP_035727374.1, XP_035727373.1
OG0000360	XP_012142588.1, XP_012142586.1, XP_012142587.1, XP_012142583.1, XP_012142584.1, XP_012142581.1, XP_012142582.1, XP_003704153.1	XP_035717699.1
OG0000361	XP_012153467.1, XP_012153468.1, XP_003708557.1	XP_035728053.1
OG0000362	XP_003708510.2	XP_035733777.1
OG0000362	XP_003708511.1	XP_035733776.1
OG0000363	XP_012150517.1	XP_035717943.1
OG0000364	XP_003707298.1, XP_012150131.1, XP_012150132.1	XP_035724830.1, XP_035724831.1
OG0000365	XP_012137131.1, XP_012137132.1, XP_012137133.1, XP_012137130.1	XP_035734724.1, XP_035734725.1, XP_035734728.1, XP_035734729.1, XP_035734726.1, XP_035734727.1
OG0000366	XP_012146838.1, XP_012146835.1	XP_035731038.1, XP_035731020.1
OG0000367	XP_003706966.1, XP_012148849.1, XP_012148850.1, XP_012148848.1, XP_012148852.1	XP_035730042.1, XP_035730043.1
OG0000368	XP_003700684.1	XP_035725196.1
OG0000368	XP_003701289.1	XP_035725421.1
OG0000369	XP_012141445.1	XP_035736257.1
OG0000369	XP_003707668.1, XP_012150874.1	XP_035735619.1
OG0000370	XP_012144316.1	XP_035723563.1
OG0000371	XP_003705927.2	XP_035726921.1, XP_035726926.1, XP_035726961.1, XP_035726953.1, XP_035726911.1, XP_035726901.1, XP_035726891.1, XP_035726945.1, XP_035726970.1, XP_035726935.1
OG0000372	XP_012153750.1, XP_012153752.1, XP_012153749.1, XP_012153748.1, XP_012153751.1	XP_035726735.1
OG0000372	XP_003704661.1	XP_035733921.1
OG0000375	XP_012138104.1, XP_003702089.1	XP_035733331.1
OG0000377	XP_003703779.1	XP_035744081.1
OG0000377	XP_012147672.1, XP_012147676.1, XP_012147671.1, XP_012147673.1, XP_012147674.1, XP_012147675.1	XP_035738841.1
OG0000378	XP_012146654.1	XP_035732227.1, XP_035732224.1
OG0000378	XP_012140754.1, XP_012140758.1	XP_035720515.1
OG0000379	XP_012136830.1	XP_035730189.1, XP_035730188.1, XP_035730187.1
OG0000380	XP_003703764.1, XP_012141808.1, XP_012141807.1	XP_035726693.1, XP_035726692.1, XP_035726694.1
OG0000381	XP_012140183.1	XP_035739680.1
OG0000381	XP_003701471.1	XP_035743164.1
OG0000382	XP_003706910.1, XP_012149297.1	XP_035731760.1
OG0000382	XP_003708419.1	XP_035732432.1
OG0000383	XP_012135466.1, XP_012140362.1, XP_012138672.1	XP_035740378.1
OG0000384	XP_012148688.1, XP_012148686.1	XP_035720776.1
OG0000385	XP_012135512.1	XP_035729195.1
OG0000385	XP_003702425.1	XP_035723456.1
OG0000386	XP_003706715.2	XP_035728376.1
OG0000386	XP_003706716.1	XP_035728377.1
OG0000387	XP_012152085.1, XP_003708136.1, XP_012148651.1, XP_012153573.1, XP_012148653.1, XP_012137203.1	XP_035736603.1
OG0000388	XP_012135627.1, XP_012135626.1, XP_003701232.1	XP_035726517.1
OG0000389	XP_012151722.1, XP_003708000.1, XP_012147824.1, XP_012147823.1	XP_035719223.1
OG0000390	XP_003702207.2	XP_035738057.1
OG0000391	XP_003701456.1	XP_035733359.1
OG0000392	XP_012152710.1, XP_012153221.1, XP_012147487.1, XP_012147630.1, XP_012151022.1	XP_035742210.1
OG0000394	XP_003703438.1, XP_012141054.1	XP_035735750.1, XP_035735752.1, XP_035735751.1
OG0000395	XP_003700152.2	XP_035722253.1
OG0000395	XP_012152325.1, XP_012152326.1	XP_035722857.1
OG0000396	XP_003706948.1, XP_012135935.1	XP_035740626.1
OG0000397	XP_003706551.2, XP_012148214.1	XP_035733757.1, XP_035733756.1
OG0000398	XP_003706804.1	XP_035727861.1, XP_035727863.1, XP_035727862.1
OG0000399	XP_012135873.1, XP_012135875.1	XP_035721048.1, XP_035721027.1, XP_035721035.1, XP_035721037.1
OG0000400	XP_012143737.1, XP_012143735.1, XP_012143736.1	XP_035742371.1, XP_035724332.1, XP_035724334.1, XP_035724333.1, XP_035724335.1
OG0000401	XP_003705245.1	XP_035726732.1, XP_035726733.1, XP_035726731.1, XP_035726736.1, XP_035726734.1
OG0000402	XP_012140463.1, XP_003703219.2	XP_035730366.1
OG0000403	XP_012151663.1, XP_012151659.1, XP_012151656.1, XP_012151664.1	XP_035718489.1
OG0000405	XP_003706823.1	XP_035740586.1
OG0000405	XP_012148976.1	XP_035740585.1
OG0000405	XP_003706708.1	XP_035729013.1, XP_035729012.1
OG0000406	XP_012140515.1	XP_035732984.1
OG0000406	XP_012140519.1	XP_035732985.1
OG0000407	XP_003702625.1	XP_035743386.1
OG0000407	XP_012139069.1	XP_035743388.1, XP_035743390.1
OG0000407	XP_003702627.1	XP_035743383.1, XP_035743384.1
OG0000408	XP_003702130.2	XP_035722401.1
OG0000408	XP_012137734.1, XP_012137736.1, XP_012137735.1, XP_003702041.1	XP_035737799.1
OG0000409	XP_003700783.1, XP_012134665.1, XP_012134664.1, XP_012134661.1, XP_012134663.1, XP_012134660.1, XP_012134658.1, XP_012134659.1	XP_035723932.1
OG0000410	XP_003704439.1	XP_035724504.1
OG0000410	XP_012144470.1	XP_035724339.1
OG0000411	XP_012150884.1, XP_012150883.1, XP_012150885.1	XP_035728085.1
OG0000411	XP_012138148.1	XP_035736358.1
OG0000412	XP_012139436.1	XP_035731605.1
OG0000413	XP_003708031.2	XP_035737679.1
OG0000414	XP_012140948.1, XP_003703575.1	XP_035741012.1, XP_035741013.1, XP_035741014.1
OG0000414	XP_012140946.1, XP_003703576.1	XP_035740991.1, XP_035740990.1
OG0000415	XP_012138118.1, XP_012138125.1, XP_012138159.1, XP_012138103.1, XP_012138107.1, XP_012138151.1, XP_012138131.1, XP_012138142.1, XP_012138138.1	XP_035739802.1
OG0000416	XP_012151720.1	XP_035742854.1
OG0000417	XP_012147620.1	XP_035731664.1, XP_035731666.1
OG0000417	XP_012143973.1	XP_035736212.1
OG0000419	XP_012143510.1, XP_003704488.1, XP_012143509.1	XP_035736016.1
OG0000420	XP_012138373.1	XP_035737714.1
OG0000421	XP_003704125.1	XP_035725314.1
OG0000423	XP_003700805.1, XP_012135005.1	XP_035741386.1, XP_035741387.1, XP_035741388.1, XP_035741392.1, XP_035741391.1, XP_035741389.1, XP_035741390.1
OG0000424	XP_012138932.1	XP_035721878.1
OG0000425	XP_003708670.2, XP_012153580.1, XP_012153579.1	XP_035718955.1, XP_035718958.1, XP_035718956.1, XP_035718957.1
OG0000426	XP_012141111.1	XP_035722302.1, XP_035722301.1, XP_035722303.1, XP_035722305.1, XP_035722304.1, XP_035722300.1
OG0000427	XP_003705422.2	XP_035736616.1
OG0000428	XP_012142601.1	XP_035728302.1, XP_035728301.1, XP_035728303.1
OG0000428	XP_012145303.1	XP_035731002.1, XP_035731003.1
OG0000429	XP_012153644.1	XP_035720359.1
OG0000430	XP_003705028.1, XP_012141797.1, XP_012141798.1, XP_012141799.1, XP_012141800.1	XP_035742034.1
OG0000431	XP_012144803.1	XP_035719249.1
OG0000432	XP_003702507.1, XP_012138855.1, XP_012138854.1	XP_035723495.1, XP_035723496.1, XP_035723494.1, XP_035723497.1, XP_035723498.1
OG0000433	XP_003706900.1	XP_035740897.1
OG0000434	XP_012143186.1, XP_012143185.1, XP_003704457.1	XP_035724577.1, XP_035724578.1, XP_035724580.1
OG0000436	XP_012135622.1	XP_035726509.1
OG0000436	XP_003701242.1	XP_035717431.1
OG0000437	XP_012136091.1, XP_012136090.1, XP_003701347.1, XP_012136092.1	XP_035719769.1
OG0000438	XP_003702655.2	XP_035721976.1, XP_035721975.1, XP_035721973.1, XP_035721974.1, XP_035732528.1
OG0000439	XP_012150542.1, XP_012150541.1, XP_012150544.1, XP_012150543.1, XP_003707536.1	XP_035726037.1
OG0000440	XP_012140296.1	XP_035734048.1
OG0000442	XP_003699914.1	XP_035728022.1
OG0000443	XP_012140078.1, XP_003703094.1	XP_035724536.1
OG0000444	XP_003699277.1, XP_012134848.1, XP_012134857.1, XP_012134863.1, XP_012134840.1, XP_012134881.1, XP_012134890.1, XP_012134872.1	XP_035727705.1, XP_035727706.1, XP_035727708.1, XP_035727709.1, XP_035727707.1
OG0000445	XP_012143530.1	XP_035739638.1
OG0000445	XP_012143529.1, XP_003704566.1	XP_035739639.1
OG0000446	XP_012141148.1	XP_035725068.1, XP_035725067.1
OG0000447	XP_012138825.1, XP_003702497.1	XP_035727077.1, XP_035727079.1, XP_035727078.1
OG0000448	XP_012144930.1, XP_003705151.1	XP_035732885.1, XP_035732883.1
OG0000449	XP_003700565.1, XP_012154471.1	XP_035730911.1, XP_035730912.1
OG0000450	XP_012142379.1	XP_035719304.1
OG0000451	XP_012137601.1, XP_012137603.1, XP_012137602.1, XP_012137606.1, XP_012137605.1, XP_003701985.1	XP_035732335.1, XP_035732337.1, XP_035732336.1
OG0000452	XP_003700613.1	XP_035731135.1
OG0000452	XP_012153184.1	XP_035721082.1
OG0000453	XP_012139607.1, XP_012139604.1, XP_012139606.1, XP_003702782.1	XP_035720153.1, XP_035720154.1, XP_035720155.1, XP_035720156.1, XP_035720158.1, XP_035720159.1, XP_035720160.1, XP_035720161.1
