Orthogroup	Megachile_rotundata	Apis_mellifera
OG0000215	XP_003705904.2	XP_016772012.1, XP_394061.2
OG0000216	XP_003699552.2	XP_016767691.1
OG0000217	XP_003703360.2	XP_394861.4
OG0000218	XP_012146998.1, XP_012146997.1, XP_012147000.1, XP_012146999.1, XP_012146995.1, XP_012146996.1	XP_623312.2
OG0000219	XP_003707713.1, XP_012151048.1	XP_392277.4, XP_006563970.2
OG0000221	XP_003703821.1	XP_006571382.1
OG0000223	XP_003700060.2	NP_001157186.1, XP_016769330.2
OG0000223	XP_012141734.1	XP_001121634.3
OG0000224	XP_003703036.2, XP_012139938.1	XP_006560620.1
OG0000225	XP_012142097.1	XP_006567210.2
OG0000226	XP_012142841.1	XP_026300579.1
OG0000227	XP_012152961.1, XP_012152968.1, XP_012152963.1, XP_012152971.1	XP_006562291.2, XP_006562294.2, XP_006562293.2, XP_016770836.2
OG0000229	XP_012153002.1, XP_012153001.1	XP_001121505.2
OG0000230	XP_003707766.1, XP_012151176.1, XP_012151175.1	XP_001122612.2
OG0000230	XP_012142731.1, XP_012142730.1, XP_003704424.1	XP_026300638.1, XP_026300637.1
OG0000231	XP_012148493.1, XP_012148491.1, XP_012148494.1, XP_012148489.1, XP_003706704.1, XP_012148490.1	XP_006562424.1
OG0000232	XP_012139351.1, XP_003702791.1	XP_393976.2, XP_006563043.1, XP_006563042.1
OG0000233	XP_012151529.1, XP_012151530.1	XP_001120116.2, XP_016768768.2, XP_397073.5, XP_026300288.1
OG0000234	XP_003705839.1	XP_393127.4
OG0000235	XP_012152694.1	XP_026294767.1, XP_026294798.1, XP_026294810.1
OG0000236	XP_003705969.1	NP_001011639.2
OG0000236	XP_012146799.1	NP_001071293.1
OG0000237	XP_012137591.1	XP_006559356.1
OG0000237	XP_012137578.1	XP_006559358.1
OG0000239	XP_003704346.1	XP_006560473.1, XP_623685.1
OG0000240	XP_003704786.1	XP_001122105.4
OG0000241	XP_012141585.1	XP_006571827.3
OG0000241	XP_012138646.1, XP_012138647.1, XP_012138648.1, XP_012138644.1	XP_016770807.2, XP_016770806.2, XP_016770796.1, XP_016770795.1, XP_026299638.1
OG0000243	XP_012137098.1	XP_026297086.1
OG0000244	XP_003702794.2	XP_026300900.1
OG0000245	XP_003707107.1	NP_001011627.1
OG0000246	XP_012143780.1	XP_394115.2
OG0000246	XP_003704683.1	XP_006563197.1
OG0000247	XP_012150346.1	XP_006562263.2
OG0000248	XP_012151217.1, XP_012151211.1	XP_026299493.1
OG0000249	XP_012140332.1, XP_012140328.1, XP_012140331.1	XP_026298733.1
OG0000250	XP_003706993.1	XP_026299154.1
OG0000250	XP_012149090.1	XP_625112.2
OG0000250	XP_012138594.1	NP_001314882.1, XP_016773049.1
OG0000251	XP_012148950.1, XP_012148951.1	XP_003250675.2
OG0000251	XP_012144355.1	XP_003250969.2
OG0000252	XP_003706376.1	XP_026298583.1, XP_026298580.1, XP_026298584.1
OG0000253	XP_003708641.2	XP_393612.2
OG0000254	XP_012141089.1	XP_392477.4
OG0000254	XP_012150104.1	XP_623652.2
OG0000255	XP_003707576.1	XP_394814.1
OG0000256	XP_012141779.1, XP_003703743.1, XP_012141781.1, XP_012141782.1, XP_012141780.1, XP_012141775.1, XP_012141774.1, XP_012141778.1, XP_012141777.1	XP_006571385.1
OG0000257	XP_012152627.1	XP_026300984.1
OG0000257	XP_003708278.1, XP_012152634.1	XP_026300982.1
OG0000258	XP_003708550.1, XP_012153429.1, XP_012153430.1	NP_001035314.1
OG0000259	XP_012141818.1, XP_012141819.1	XP_026302035.1
OG0000260	XP_012147130.1	XP_016770898.2
OG0000260	XP_012149801.1	XP_026298109.1
OG0000261	XP_003708378.2, XP_012152145.1, XP_012152140.1, XP_003708132.1, XP_003703046.1, XP_012139949.1	XP_393396.2
OG0000263	XP_012154514.1, XP_012154527.1, XP_012154521.1, XP_003699274.1	XP_006570503.1, XP_393761.1
OG0000264	XP_012141565.1	XP_026298264.1, XP_026298263.1
OG0000264	XP_003706549.1, XP_012148148.1	NP_001171498.1
OG0000265	XP_003700852.1, XP_012135145.1	XP_624456.2
OG0000266	XP_012142351.1, XP_012142346.1	NP_001171495.1
OG0000266	XP_003701377.1	XP_003249289.2
OG0000268	XP_003704992.1	XP_006562783.1, XP_016767403.1, XP_026295852.1, XP_026295853.1, XP_016767402.1, XP_016767400.1, XP_016767401.1, XP_016767399.1
OG0000270	XP_003701984.1	XP_003249152.1
OG0000270	XP_003701983.1	XP_006558130.1
OG0000271	XP_003703932.2	XP_026295760.1, NP_001091688.1
OG0000272	XP_012137264.1	NP_001073564.1, XP_026302163.1
OG0000272	XP_012137477.1	XP_026300655.1, NP_001011621.1
OG0000273	XP_012152922.1	XP_016767148.1
OG0000273	XP_003708387.1	XP_006560612.2
OG0000275	XP_003707508.1, XP_012150479.1	XP_003251850.1
OG0000276	XP_012146515.1	XP_624151.1
OG0000277	XP_012139530.1, XP_003702918.1, XP_012139529.1	XP_001122835.3, XP_006565811.2
OG0000278	XP_012140846.1	XP_026296923.1
OG0000279	XP_003704233.1	NP_001164579.1
OG0000283	XP_012145591.1	XP_006567824.1, XP_006567820.1, XP_006567825.1, XP_006567823.1, XP_016767795.1, XP_016767792.1, XP_026296835.1
OG0000284	XP_012138543.1	NP_001010975.1
OG0000284	XP_012145095.1	XP_026296666.1
OG0000284	XP_012137964.1	XP_395934.2
OG0000285	XP_003699411.2	XP_016767133.1, XP_001120198.1
OG0000286	XP_003701800.2	NP_001164443.1
OG0000287	XP_012148331.1	XP_016771224.1, XP_026302005.1, XP_026302006.1, XP_026302007.1, XP_026302008.1, XP_006570139.1, XP_006570135.1, XP_006570134.1, XP_006570140.1, XP_026302009.1
OG0000287	XP_003706601.1	XP_624121.2
OG0000288	XP_012136951.1	XP_026295225.1
OG0000288	XP_003707452.1	XP_624678.1
OG0000289	XP_012144635.1	XP_396469.1, XP_006571187.1, XP_006571186.1, XP_006571185.1
OG0000290	XP_012141017.1, XP_012141018.1, XP_012141019.1, XP_012141016.1	XP_006563910.1, XP_016769242.1
OG0000291	XP_012136291.1	NP_001257755.1
OG0000291	XP_012136349.1, XP_012136290.1	XP_006560155.1, XP_006560156.1
OG0000292	XP_012139889.1	XP_026302029.1, XP_026302031.1, XP_026302030.1
OG0000292	XP_012146321.1	XP_016772487.1
OG0000293	XP_003706108.2	NP_001013377.2
OG0000294	XP_012138436.1	XP_026294745.1
OG0000295	XP_012145127.1, XP_012145128.1, XP_003705274.1	XP_026296372.1, XP_026296371.1
OG0000296	XP_012136932.1, XP_003701648.1, XP_012136934.1, XP_012136933.1, XP_012136935.1	XP_003249767.1, XP_392285.1
OG0000297	XP_003703683.1	NP_001011640.1
OG0000298	XP_012139175.1, XP_003702628.1	XP_016767798.1, XP_006567970.1, XP_006567968.1, XP_006567969.1, XP_006567967.1
OG0000299	XP_003707712.2	XP_006563972.1, XP_006563971.1, XP_396934.4
OG0000300	XP_012153075.1	XP_016773009.2
OG0000300	XP_003705565.1	XP_624183.1
OG0000301	XP_012145465.1, XP_003705403.1	XP_016772392.1, NP_001035323.1
OG0000302	XP_012135451.1	XP_006571833.1
OG0000302	XP_003705687.2, XP_003707086.1, XP_012149383.1	XP_395048.4
OG0000303	XP_012154089.1	XP_016772523.1
OG0000303	XP_012151306.1, XP_012151111.1	XP_026299472.1
OG0000303	XP_003700589.2	XP_026299848.1
OG0000304	XP_003702511.1	XP_006568070.1
OG0000306	XP_003705265.2	XP_016767898.1
OG0000306	XP_012145088.1	XP_016767897.1
OG0000307	XP_012145496.1, XP_012145495.1, XP_012145494.1, XP_012145493.1, XP_012145497.1	XP_006561447.1, XP_026301562.1, XP_016772425.1
OG0000308	XP_012148928.1, XP_012148929.1, XP_012148931.1, XP_012148932.1, XP_003706809.1, XP_012148927.1, XP_012148935.1, XP_012148934.1, XP_012148933.1, XP_012148938.1, XP_012148937.1, XP_012148926.1	XP_392582.1
OG0000310	XP_012136599.1, XP_003701573.1	XP_006568882.1, XP_006568883.1
OG0000311	XP_012145310.1	XP_026300397.1, XP_016772838.2, XP_026300405.1, XP_026300396.1, XP_624298.3, XP_001122575.3, XP_006572097.2, XP_026300402.1
OG0000312	XP_012149526.1	XP_397055.1, XP_006558287.1
OG0000313	XP_003701165.1, XP_003701166.1	XP_026298038.1
OG0000314	XP_012143927.1, XP_012143925.1, XP_012143926.1	XP_026301105.1
OG0000314	XP_003704743.2, XP_012143918.1	XP_396447.3
OG0000315	XP_012147112.1, XP_012147113.1	XP_006571730.2
OG0000316	XP_012149717.1	XP_006563165.2
OG0000317	XP_012148424.1, XP_003699981.1, XP_012148458.1, XP_012148442.1, XP_012148439.1, XP_012148433.1, XP_012148450.1	XP_006566517.1, XP_016770258.1, XP_026299433.1, XP_016770257.1
OG0000318	XP_003704099.2	XP_026296489.1, XP_006570321.2
OG0000319	XP_012135023.1	XP_026299509.1, XP_026299510.1
OG0000320	XP_012152561.1	XP_026300661.1, NP_001159378.1
OG0000321	XP_003708518.1	XP_026299571.1
OG0000322	XP_003706986.1	XP_006565594.3
OG0000322	XP_003703099.1	XP_001121102.2
OG0000323	XP_003702453.2	XP_026299532.1, XP_026299531.1, XP_026299534.1, XP_026299533.1
OG0000324	XP_012141998.1	XP_026296234.1, XP_026296228.1
OG0000324	XP_012143166.1	XP_026295816.1
OG0000325	XP_003702122.1	XP_003251224.2, XP_006568360.2
OG0000326	XP_003700119.1	XP_006567415.1, XP_001120061.2
OG0000327	XP_003701781.1	XP_016770398.1, XP_016770397.1, XP_006564397.1, XP_006564400.1
OG0000329	XP_012154307.1, XP_012154306.1, XP_012154305.1, XP_003700513.1	XP_001119858.2
OG0000330	XP_012144480.1	NP_001011638.1
OG0000330	XP_003702707.2	NP_001011616.2
OG0000331	XP_003705686.1	XP_006565044.2, XP_003250569.2, XP_003251149.1, XP_003251148.1, XP_394209.2, XP_392145.3, XP_006568008.2, XP_394210.5, XP_006565513.1
OG0000332	XP_012149524.1, XP_003707142.1	XP_026300806.1, XP_026300805.1
OG0000333	XP_003703002.2	XP_006560640.1
OG0000334	XP_003706965.2	XP_006562896.1
OG0000335	XP_012154285.1, XP_012154283.1, XP_012154287.1, XP_012154284.1, XP_012154288.1, XP_012154289.1, XP_012154290.1, XP_003700441.1	XP_003249498.1, XP_003249499.1
OG0000336	XP_012148014.1	XP_006568577.1, XP_026298127.1
OG0000336	XP_003706072.1	XP_394886.4
OG0000337	XP_012135630.1	XP_006570477.1
OG0000338	XP_012142275.1	XP_016766952.1
OG0000339	XP_003702674.1	XP_393356.1
OG0000339	XP_003705530.1, XP_012145886.1	XP_623285.1
OG0000340	XP_012136431.1	XP_026302145.1, NP_001106141.1
OG0000341	XP_003704822.1, XP_012144121.1, XP_012144124.1, XP_012144125.1	XP_003249977.1, XP_006561675.1
OG0000342	XP_012154383.1	XP_026299722.1
OG0000343	XP_012135157.1	XP_392617.4
OG0000344	XP_012141836.1, XP_012141838.1, XP_012141835.1, XP_012141839.1	XP_026301521.1, XP_026301524.1, XP_026301523.1, XP_026301526.1, XP_026301532.1, XP_026301514.1, XP_026301515.1, XP_026301519.1
OG0000345	XP_003708165.1	XP_006557317.1, XP_006557318.1, XP_006557319.1, XP_006557316.1, XP_016766730.1
OG0000347	XP_003702599.1, XP_012139080.1	XP_623076.2
OG0000348	XP_012147890.1	XP_026295623.1, XP_006571071.1, XP_006571072.1, XP_006571073.1, XP_006571074.1, XP_006571069.1, XP_006571070.1, XP_016769192.1, XP_006571068.1
OG0000349	XP_012154317.1	XP_026301664.1, XP_026301665.1
OG0000350	XP_012135254.1, XP_012135256.1, XP_012135255.1, XP_012135258.1, XP_012135257.1	XP_006564458.1, XP_006564457.1, XP_006564456.1, XP_006564455.1, XP_006564454.1
OG0000351	XP_012147200.1	XP_026295181.1
OG0000352	XP_012138374.1, XP_012138375.1, XP_012138376.1	XP_006569000.1, XP_006568999.1, XP_006568998.1, XP_016766331.1
OG0000354	XP_012140182.1	XP_026299633.1
OG0000356	XP_012152175.1	NP_001011593.1, XP_006567383.1
OG0000357	XP_012152486.1, XP_003708319.1	XP_006563129.1, XP_623083.1
OG0000358	XP_012143873.1, XP_012143874.1, XP_012143872.1, XP_003704704.1	XP_016768555.1, XP_006565559.1
OG0000360	XP_012142588.1, XP_012142586.1, XP_012142587.1, XP_012142583.1, XP_012142584.1, XP_012142581.1, XP_012142582.1, XP_003704153.1	XP_003249464.1
OG0000361	XP_012153467.1, XP_012153468.1, XP_003708557.1	XP_026301193.1
OG0000362	XP_003708510.2	XP_006559006.1
OG0000362	XP_003708511.1	XP_396824.1
OG0000363	XP_012135320.1	XP_001120232.3
OG0000363	XP_012150517.1	NP_001136109.1
OG0000364	XP_003707298.1, XP_012150131.1, XP_012150132.1	XP_006562214.1
OG0000365	XP_012137131.1, XP_012137132.1, XP_012137133.1, XP_012137130.1	XP_006564303.1
OG0000367	XP_003706966.1, XP_012148849.1, XP_012148850.1, XP_012148848.1, XP_012148852.1	XP_006562894.1, XP_006562893.1
OG0000368	XP_003700684.1	XP_001120432.1
OG0000368	XP_003701289.1	NP_001170961.1
OG0000369	XP_012141445.1	XP_016772111.2
OG0000369	XP_003707668.1, XP_012150874.1	XP_006570176.2
OG0000370	XP_012144316.1	XP_026298736.1
OG0000371	XP_003705927.2	XP_006557654.1, XP_026301302.1, XP_016772326.1, XP_392709.3
OG0000372	XP_012153750.1, XP_012153752.1, XP_012153749.1, XP_012153748.1, XP_012153751.1	XP_026297975.1
OG0000372	XP_003704661.1	XP_394846.2
OG0000375	XP_012138104.1, XP_003702089.1	XP_006570087.2, XP_006570088.2, XP_394997.3, XP_026300785.1, XP_016770156.2, XP_016770157.2
OG0000376	XP_012143339.1, XP_012143348.1, XP_012143353.1, XP_003699743.1, XP_012143367.1, XP_012143361.1, XP_012143333.1	XP_026298975.1, XP_026298976.1
OG0000377	XP_003703779.1	XP_006571428.1
OG0000377	XP_012147672.1, XP_012147676.1, XP_012147671.1, XP_012147673.1, XP_012147674.1, XP_012147675.1	XP_393285.1
OG0000378	XP_012146654.1	XP_394649.3
OG0000378	XP_012140754.1	XP_006564195.1, XP_026297110.1
OG0000379	XP_012136830.1	XP_006569276.1
OG0000380	XP_003703764.1, XP_012141808.1, XP_012141807.1	XP_006571553.1, XP_016772009.1, XP_392808.2
OG0000381	XP_012140183.1	XP_623273.1
OG0000381	XP_003701471.1	XP_392943.3
OG0000382	XP_003706910.1, XP_012149297.1	XP_391836.2
OG0000382	XP_003708419.1	XP_006567371.1
OG0000383	XP_012135466.1, XP_012140362.1, XP_012138672.1	XP_006565095.2, XP_001120578.2
OG0000384	XP_012148688.1, XP_012148686.1	XP_392769.5
OG0000384	XP_012148701.1	XP_016766394.2
OG0000385	XP_012135512.1	XP_026298045.1
OG0000385	XP_003702425.1	XP_026297284.1
OG0000386	XP_003706715.2	XP_026301328.1, XP_006563697.2
OG0000387	XP_012152085.1, XP_003708136.1, XP_012148651.1, XP_012153573.1, XP_012148653.1, XP_012137203.1	XP_026297715.1, XP_624193.2, XP_006571990.1
OG0000388	XP_012135627.1, XP_012135626.1, XP_003701232.1	XP_006564597.1
OG0000389	XP_012151722.1, XP_003708000.1	XP_026296199.1
OG0000389	XP_012147824.1, XP_012147823.1	XP_016771975.2
OG0000390	XP_003702207.2	XP_016768447.1
OG0000391	XP_003701456.1	XP_397517.2, XP_006568902.1, XP_006568901.1, XP_006568903.1, XP_006568900.1
OG0000394	XP_003703438.1, XP_012141054.1	XP_006559712.2, XP_006559711.2, XP_397062.3
OG0000395	XP_003700152.2	XP_026298838.1
OG0000395	XP_012152326.1	XP_006568548.2
OG0000396	XP_012135935.1	XP_016768985.2
OG0000397	XP_003706551.2, XP_012148214.1	XP_001123187.2
OG0000398	XP_003706804.1	XP_006562405.1
OG0000399	XP_012135873.1, XP_012135875.1	XP_006564719.2, XP_016769093.2, XP_006564729.1
OG0000400	XP_012143737.1, XP_012143735.1, XP_012143736.1	XP_006563318.2, XP_026295759.1, XP_026295755.1
OG0000401	XP_003705245.1	XP_026296707.1
OG0000402	XP_003703219.2	NP_001157188.1, XP_006564106.1
OG0000403	XP_012151663.1, XP_012151659.1, XP_012151656.1, XP_012151664.1	XP_026301925.1, XP_026301994.1, XP_026301991.1, XP_026301980.1
OG0000405	XP_003706823.1, XP_012148976.1	XP_395824.1
OG0000405	XP_003706708.1	XP_395771.3
OG0000406	XP_012140515.1, XP_012140519.1	XP_624150.2
OG0000407	XP_012139069.1	XP_016768376.1, XP_392398.3
OG0000407	XP_003702627.1	XP_001122213.5
OG0000408	XP_003702130.2	XP_003251385.1
OG0000408	XP_012137734.1, XP_012137736.1, XP_012137735.1, XP_003702041.1	XP_393143.2
OG0000409	XP_003700783.1, XP_012134665.1, XP_012134664.1, XP_012134661.1, XP_012134663.1, XP_012134660.1, XP_012134658.1, XP_012134659.1	XP_006570965.1
OG0000410	XP_003704439.1	XP_393523.5
OG0000410	XP_012144470.1	XP_391942.5
OG0000411	XP_012150884.1, XP_012150883.1, XP_012150885.1	XP_624548.2
OG0000411	XP_012138148.1	XP_006557483.1
OG0000412	XP_012136660.1, XP_012136661.1	XP_026302239.1, XP_006568843.1
OG0000413	XP_003708031.2	XP_026300633.1, XP_026300632.1, XP_026300636.1
OG0000414	XP_012140946.1, XP_003703576.1	XP_016769079.1
OG0000415	XP_012138118.1, XP_012138125.1, XP_012138159.1, XP_012138103.1, XP_012138107.1, XP_012138151.1, XP_012138131.1, XP_012138142.1, XP_012138138.1	XP_026295887.1, XP_395146.3
OG0000416	XP_012151720.1	XP_006570866.1
OG0000416	XP_012145365.1, XP_012135049.1	XP_026299610.1
OG0000417	XP_012147620.1	XP_026296264.1, XP_026296267.1
OG0000418	XP_003703347.2	XP_006570570.1, NP_001177850.1
OG0000419	XP_012143510.1, XP_003704488.1, XP_012143509.1	XP_006569847.1
OG0000420	XP_012138373.1	XP_006568996.1
OG0000421	XP_003704125.1	XP_001121869.2, XP_026296772.1
OG0000422	XP_012154009.1	XP_006572088.1
OG0000423	XP_003700805.1, XP_012135005.1	XP_026295804.1
OG0000424	XP_012138932.1	XP_006562644.1
OG0000425	XP_003708670.2, XP_012153580.1, XP_012153579.1	XP_395221.4
OG0000426	XP_012141111.1	XP_393189.1, XP_006559877.1
OG0000427	XP_003701662.1	XP_394389.3
OG0000427	XP_003700324.1	XP_396915.4
OG0000427	XP_003705422.2	XP_016767660.1
OG0000428	XP_012142601.1	XP_026301054.1, NP_001314884.1
OG0000429	XP_012153644.1	XP_026296787.1
OG0000430	XP_003705028.1	XP_016772824.1
OG0000430	XP_012141797.1, XP_012141798.1, XP_012141799.1, XP_012141800.1	XP_026295303.1
OG0000431	XP_012144803.1	XP_016768886.2
OG0000432	XP_003702507.1, XP_012138855.1, XP_012138854.1	XP_026298315.1, XP_016769150.2
OG0000433	XP_003706900.1	XP_001120293.2
OG0000433	XP_012142828.1	NP_001011614.1
OG0000434	XP_012143186.1, XP_012143185.1, XP_003704457.1	XP_026296060.1
OG0000435	XP_012142815.1, XP_012142816.1	XP_006558601.1
OG0000436	XP_012135622.1	XP_006564598.1, XP_006564601.1
OG0000436	XP_003701242.1	XP_001120684.2
OG0000437	XP_012136091.1, XP_012136090.1, XP_003701347.1, XP_012136092.1	XP_006566943.1, XP_393874.3
OG0000438	XP_003702655.2	XP_006567961.1, XP_397205.2, XP_006559947.1
OG0000439	XP_012150542.1, XP_012150541.1, XP_012150544.1, XP_012150543.1, XP_003707536.1	XP_006569984.1
OG0000440	XP_012140296.1	XP_026298705.1
OG0000442	XP_003699914.1	XP_006560934.1, XP_016766817.1, XP_016766820.1, XP_624657.2, XP_006560933.1, XP_016766818.1
OG0000443	XP_012140078.1, XP_003703094.1	XP_016771723.2
OG0000444	XP_003699277.1, XP_012134848.1, XP_012134857.1, XP_012134863.1, XP_012134840.1, XP_012134881.1, XP_012134890.1, XP_012134872.1	XP_624349.1
OG0000445	XP_012143530.1	XP_392097.5
OG0000445	XP_012143529.1, XP_003704566.1	XP_006563187.2
OG0000446	XP_012141148.1	XP_393129.4, XP_006559729.2, XP_006559730.2, XP_006559728.2
OG0000447	XP_012138825.1, XP_003702497.1	XP_006559494.1
OG0000448	XP_012144930.1, XP_003705151.1	XP_016767931.1
OG0000449	XP_003700565.1, XP_012154471.1	XP_003250896.1, XP_001120350.1, XP_003250898.1
OG0000450	XP_012142375.1	XP_026295210.1
OG0000450	XP_012142379.1	XP_026295212.1
OG0000451	XP_012137601.1, XP_012137603.1, XP_012137602.1, XP_012137606.1, XP_012137605.1, XP_003701985.1	XP_006572424.1, NP_001265256.1
OG0000452	XP_003700613.1	XP_006566781.2
OG0000452	XP_012153184.1	XP_026299462.1
OG0000453	XP_012139607.1, XP_012139604.1, XP_012139606.1, XP_003702782.1	XP_392026.2, XP_006565842.1
OG0000454	XP_012136124.1	XP_006567039.1
OG0000455	XP_012136526.1, XP_012136525.1, XP_003701555.1	XP_006568930.1
OG0000456	XP_012153094.1, XP_012153095.1	XP_006572147.1
OG0000457	XP_003700512.1	XP_001122652.2
OG0000458	XP_012151682.1, XP_012151683.1, XP_012151684.1	XP_003251707.1, XP_006571340.1, XP_003251708.1
OG0000459	XP_003699197.1	XP_016769739.2
OG0000460	XP_012151551.1	XP_016772943.1
OG0000461	XP_003704206.1	XP_396991.5, XP_006560484.2, XP_006560483.2
OG0000462	XP_003699608.1	XP_026301426.1
OG0000463	XP_012151564.1	XP_006571228.1, XP_006571233.1
OG0000464	XP_012144722.1	XP_026302089.1
OG0000465	XP_012142191.1	XP_026295428.1
OG0000466	XP_003706537.1, XP_012148167.1	XP_026298283.1, XP_003249882.1, XP_026298282.1
OG0000467	XP_012147656.1	XP_006566644.1
OG0000468	XP_012147009.1, XP_012147007.1, XP_012147006.1, XP_003705989.1	XP_006558307.1, XP_006558308.1, XP_006558304.1, XP_006558305.1, XP_006558306.1, XP_006558309.1, XP_026301100.1, XP_026301099.1, XP_026301101.1, XP_016772297.1, XP_016772296.1
OG0000469	XP_003703934.2	XP_026296160.1, XP_026296161.1, XP_026296162.1, XP_026296163.1
OG0000470	XP_012142526.1, XP_012142527.1, XP_003704114.1, XP_012142524.1, XP_012142525.1	XP_026299985.1
OG0000471	XP_012144297.1, XP_012144296.1, XP_003704834.1	XP_003249895.1, XP_006561688.1, XP_001119951.1
OG0000472	XP_003702046.1, XP_012137968.1, XP_012137966.1, XP_012137967.1	XP_006568709.1
OG0000474	XP_012141871.1, XP_012141873.1, XP_012141872.1, XP_003703781.1, XP_012141870.1	XP_394152.2
OG0000475	XP_012146944.1, XP_003705916.2	XP_016772190.1
OG0000476	XP_003708425.1	NP_001314896.1
OG0000477	XP_003707285.1, XP_003707284.1	XP_003250526.1, XP_026296405.1
OG0000477	XP_012151743.1	XP_006570759.1, NP_001171493.1, NP_001171492.1
OG0000478	XP_012140641.1	XP_006562526.1, XP_006562527.1, XP_003250091.1
OG0000479	XP_012151218.1	XP_006570497.1, XP_006570499.1, XP_006570498.1
OG0000480	XP_012145437.1	XP_016767961.2
OG0000482	XP_012147117.1	XP_016772171.1
OG0000483	XP_003707873.1	XP_394164.3, XP_006571261.2, XP_006571260.2
OG0000484	XP_012145805.1, XP_012145804.1, XP_012145807.1, XP_012145806.1, XP_012145803.1, XP_003705511.1	XP_016772038.1
OG0000485	XP_003706547.1	XP_003250116.1
OG0000485	XP_003706577.2	XP_623182.1
OG0000486	XP_012140151.1, XP_012140157.1, XP_012140139.1, XP_012140161.1, XP_012140153.1, XP_012140140.1, XP_012140145.1, XP_012140142.1, XP_012140164.1, XP_012140148.1, XP_012140146.1, XP_012140156.1, XP_012140154.1, XP_012140155.1, XP_012140149.1, XP_012140165.1, XP_012140150.1, XP_012140141.1, XP_012140137.1, XP_012140147.1, XP_012140144.1, XP_012140159.1, XP_012140160.1, XP_012140143.1, XP_012140162.1, XP_012140138.1, XP_012140163.1, XP_012140158.1, XP_012140166.1	XP_006569489.2
