ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1148	"LOC114871111"	NA	chrOU015508.1	+	1957275	1957917	1957275	1957432	1957831	1957917
1149	"LOC114871111"	NA	chrOU015508.1	+	1957275	1957917	1957275	1957636	1957831	1957917
1150	"LOC114871111"	NA	chrOU015508.1	+	1957275	1957917	1957275	1957713	1957831	1957917
1151	"LOC114871111"	NA	chrOU015508.1	+	1957275	1957917	1957275	1957744	1957831	1957917
1152	"LOC114871111"	NA	chrOU015508.1	+	1958720	1958976	1958720	1958756	1958826	1958976
1153	"LOC114881109"	NA	chrOU015507.1	-	6951110	6951364	6951110	6951182	6951243	6951364
1154	"LOC114879707"	NA	chrOU015505.1	-	12685231	12686695	12685231	12685706	12685917	12686695
1155	"LOC114879707"	NA	chrOU015505.1	-	12685231	12686695	12685231	12686297	12686647	12686695
1156	"LOC114879707"	NA	chrOU015505.1	-	12685231	12686695	12685231	12686347	12686647	12686695
1157	"LOC114881203"	NA	chrOU015513.1	-	996552	999582	996552	997014	997093	999582
1158	"LOC114881126"	NA	chrOU015517.1	+	7416228	7416767	7416228	7416465	7416547	7416767
1159	"LOC114881126"	NA	chrOU015517.1	+	7416228	7416767	7416228	7416469	7416547	7416767
1160	"LOC114881511"	NA	chrOU015513.1	-	1143085	1144173	1143085	1143783	1143879	1144173
1161	"LOC114878817"	NA	chrOU015514.1	-	9115341	9116503	9115341	9115555	9115649	9116503
1162	"LOC114881209"	NA	chrOU015513.1	-	1732777	1733516	1732777	1732941	1733030	1733516
1163	"LOC114881209"	NA	chrOU015513.1	-	1732777	1733516	1732777	1732941	1733199	1733516
1164	"LOC114875741"	NA	chrOU015513.1	-	1830863	1831259	1830863	1831070	1831151	1831259
1165	"LOC114877622"	NA	chrOU015506.1	-	2553514	2553806	2553514	2553638	2553722	2553806
1166	"LOC114881255"	NA	chrOU015513.1	-	2285916	2286338	2285916	2285929	2286030	2286338
1167	"LOC114870917"	NA	chrOU015504.1	-	14434693	14435797	14434693	14434856	14435653	14435797
1168	"LOC114881655"	NA	chrOU015517.1	+	7232070	7232627	7232070	7232323	7232397	7232627
1169	"LOC114877623"	NA	chrOU015515.1	+	313255	315395	313255	314601	314872	315395
1170	"LOC114874959"	NA	chrOU015515.1	+	1690550	1692478	1690550	1690784	1690995	1692478
1171	"LOC114873863"	NA	chrOU015513.1	-	4943483	4944932	4943483	4944503	4944606	4944932
1172	"LOC114871823"	NA	chrOU015504.1	-	16253940	16254276	16253940	16254103	16254172	16254276
1173	"LOC114873837"	NA	chrOU015513.1	-	5115744	5118370	5115744	5116680	5118275	5118370
1174	"LOC114873837"	NA	chrOU015513.1	-	5115744	5118370	5115744	5117582	5118275	5118370
1175	"LOC114873827"	NA	chrOU015513.1	+	5134899	5137849	5134899	5136147	5136526	5137849
1176	"LOC114879679"	NA	chrOU015513.1	+	10682881	10683266	10682881	10683021	10683101	10683266
1177	"LOC114873841"	NA	chrOU015513.1	+	5140537	5141232	5140537	5140683	5140889	5141232
1178	"LOC114873841"	NA	chrOU015513.1	+	5140537	5141232	5140537	5140683	5140914	5141232
1179	"LOC114877242"	NA	chrOU015513.1	+	5217330	5218083	5217330	5217461	5217645	5218083
1180	"LOC114877242"	NA	chrOU015513.1	+	5217330	5218083	5217330	5217465	5217645	5218083
1181	"LOC114874614"	NA	chrOU015509.1	+	3853510	3853802	3853510	3853550	3853637	3853802
1182	"LOC114877233"	NA	chrOU015513.1	-	5463399	5467659	5463399	5465875	5465978	5467659
1183	"LOC114877233"	NA	chrOU015513.1	-	5463399	5467659	5463399	5466116	5466864	5467659
1184	"LOC114877233"	NA	chrOU015513.1	-	5463399	5467659	5463399	5466116	5467012	5467659
1185	"LOC114877233"	NA	chrOU015513.1	-	5476376	5478104	5476376	5477575	5477657	5478104
1186	"LOC114877232"	NA	chrOU015513.1	-	5556436	5559246	5556436	5558139	5558961	5559246
1187	"LOC114877232"	NA	chrOU015513.1	-	5556436	5559246	5556436	5558148	5558961	5559246
1188	"LOC114879385"	NA	chrOU015515.1	-	1918166	1919337	1918166	1918353	1918416	1919337
1189	"LOC114879385"	NA	chrOU015515.1	-	1918416	1919337	1918416	1918614	1918741	1919337
1190	"LOC114879385"	NA	chrOU015515.1	-	1918166	1919337	1918166	1918895	1919231	1919337
1191	"LOC114879385"	NA	chrOU015515.1	-	1918166	1919337	1918166	1918898	1919231	1919337
1192	"LOC114879385"	NA	chrOU015515.1	-	1918416	1919337	1918416	1918776	1919231	1919337
1193	"LOC114871228"	NA	chrOU015513.1	-	7378247	7380227	7378247	7379636	7380180	7380227
1194	"LOC114871277"	NA	chrOU015513.1	-	7438896	7440662	7438896	7440556	7440628	7440662
1195	"LOC114879945"	NA	chrOU015513.1	-	7452276	7453021	7452276	7452373	7452604	7453021
1196	"LOC114880241"	NA	chrOU015513.1	-	2870961	2872532	2870961	2871044	2871473	2872532
1197	"LOC114875624"	NA	chrOU015513.1	+	8126874	8127039	8126874	8126899	8126992	8127039
1198	"LOC114877065"	NA	chrOU015517.1	-	611038	612222	611038	611736	611810	612222
1199	"LOC114882796"	NA	chrOU015508.1	-	832408	833513	832408	833248	833377	833513
1200	"LOC114873742"	NA	chrOU015511.1	-	8969638	8971244	8969638	8970752	8970851	8971244
1201	"LOC114873742"	NA	chrOU015511.1	-	8977466	8978892	8977466	8977548	8977641	8978892
1202	"LOC114876335"	NA	chrOU015513.1	-	8532842	8533851	8532842	8533168	8533273	8533851
1203	"LOC114876335"	NA	chrOU015513.1	-	8536758	8537152	8536758	8536893	8536984	8537152
1204	"LOC114876339"	NA	chrOU015513.1	+	8574268	8575103	8574268	8574380	8574465	8575103
1205	"LOC114879787"	NA	chrOU015516.1	+	8318372	8318895	8318372	8318589	8318739	8318895
1206	"LOC114876289"	NA	chrOU015513.1	-	8741739	8742882	8741739	8742459	8742683	8742882
1207	"LOC114881559"	NA	chrOU015511.1	+	1613524	1613862	1613524	1613628	1613693	1613862
1208	"LOC114876295"	NA	chrOU015513.1	+	8827450	8827591	8827450	8827483	8827549	8827591
1209	"LOC114878330"	NA	chrOU015506.1	+	2626501	2627491	2626501	2626782	2627404	2627491
1210	"LOC114878330"	NA	chrOU015506.1	+	2626501	2627491	2626501	2627201	2627404	2627491
1211	"LOC114876260"	NA	chrOU015513.1	-	8946414	8947042	8946414	8946480	8946555	8947042
1212	"LOC114876260"	NA	chrOU015513.1	-	8946414	8947042	8946414	8946480	8946842	8947042
1213	"LOC114876316"	NA	chrOU015513.1	+	9003798	9004355	9003798	9003883	9003997	9004355
1214	"LOC114876320"	NA	chrOU015513.1	-	9005601	9008536	9005601	9008328	9008404	9008536
1215	"LOC114876320"	NA	chrOU015513.1	-	9005601	9008536	9005601	9008333	9008404	9008536
1216	"LOC114880659"	NA	chrOU015513.1	+	9058505	9059469	9058505	9058983	9059252	9059469
1217	"LOC114880659"	NA	chrOU015513.1	+	9058505	9059469	9058505	9059193	9059252	9059469
1218	"LOC114880659"	NA	chrOU015513.1	+	9060147	9060768	9060147	9060445	9060535	9060768
1219	"LOC114878938"	NA	chrOU015505.1	+	5116313	5117674	5116313	5116804	5116885	5117674
1220	"LOC114874233"	NA	chrOU015513.1	-	9141651	9142601	9141651	9141842	9141933	9142601
1221	"LOC114874233"	NA	chrOU015513.1	-	9141651	9142601	9141651	9141842	9141971	9142601
1222	"LOC114874233"	NA	chrOU015513.1	-	9141651	9142355	9141651	9142188	9142309	9142355
1223	"LOC114874233"	NA	chrOU015513.1	-	9141651	9142601	9141651	9142350	9142434	9142601
1224	"LOC114874233"	NA	chrOU015513.1	-	9141651	9142601	9141651	9142355	9142434	9142601
1225	"LOC114874233"	NA	chrOU015513.1	-	9143151	9144042	9143151	9143180	9143272	9144042
1226	"LOC114874233"	NA	chrOU015513.1	-	9143151	9144042	9143151	9143427	9143934	9144042
1227	"LOC114874194"	NA	chrOU015513.1	-	9195559	9196013	9195559	9195710	9195788	9196013
1228	"LOC114874204"	NA	chrOU015513.1	+	9236216	9237561	9236216	9236358	9236539	9237561
1229	"LOC114874204"	NA	chrOU015513.1	+	9236216	9237561	9236216	9236358	9237113	9237561
1230	"LOC114874204"	NA	chrOU015513.1	+	9236539	9237561	9236539	9236612	9237113	9237561
1231	"LOC114874167"	NA	chrOU015513.1	-	9266348	9268728	9266348	9268375	9268459	9268728
1232	"LOC114874167"	NA	chrOU015513.1	-	9272946	9273712	9272946	9273102	9273554	9273712
1233	"LOC114874165"	NA	chrOU015513.1	-	9312134	9312810	9312134	9312230	9312315	9312810
1234	"LOC114874165"	NA	chrOU015513.1	-	9312134	9312810	9312134	9312230	9312319	9312810
1235	"LOC114874179"	NA	chrOU015513.1	+	9360765	9361732	9360765	9361239	9361322	9361732
1236	"LOC114875879"	NA	chrOU015516.1	+	4264231	4274239	4264231	4264734	4274140	4274239
1237	"LOC114876573"	NA	chrOU015514.1	+	8914230	8916120	8914230	8914495	8914575	8916120
1238	"LOC114874209"	NA	chrOU015513.1	+	9440505	9440764	9440505	9440591	9440678	9440764
1239	"LOC114873541"	NA	chrOU015504.1	+	9639003	9639280	9639003	9639116	9639182	9639280
1240	"LOC114874264"	NA	chrOU015513.1	+	9895557	9898205	9895557	9895611	9896515	9898205
1241	"LOC114874264"	NA	chrOU015513.1	+	9895557	9898205	9895557	9895611	9898145	9898205
1242	"LOC114880094"	NA	chrOU015519.1	-	8060509	8061278	8060509	8060642	8060730	8061278
1243	"LOC114873436"	NA	chrOU015513.1	+	10138924	10139437	10138924	10139171	10139235	10139437
1244	"LOC114873436"	NA	chrOU015513.1	+	10138924	10139437	10138924	10139171	10139269	10139437
1245	"LOC114873463"	NA	chrOU015513.1	+	10175288	10175885	10175288	10175648	10175705	10175885
1246	"LOC114878126"	NA	chrOU015516.1	+	5591968	5595448	5591968	5592641	5592975	5595448
1247	"LOC114873474"	NA	chrOU015513.1	-	10461301	10461754	10461301	10461332	10461400	10461754
1248	"LOC114878945"	NA	chrOU015514.1	-	9421742	9422417	9421742	9422278	9422348	9422417
1249	"LOC114878945"	NA	chrOU015514.1	-	9421742	9422417	9421742	9422282	9422348	9422417
1250	"LOC114879667"	NA	chrOU015513.1	-	10555897	10557498	10555897	10556601	10557457	10557498
1251	"LOC114879667"	NA	chrOU015513.1	-	10555897	10557726	10555897	10556601	10557577	10557726
1252	"LOC114879667"	NA	chrOU015513.1	-	10555897	10557726	10555897	10557498	10557577	10557726
1253	"LOC114879667"	NA	chrOU015513.1	-	10562737	10563546	10562737	10563178	10563239	10563546
1254	"LOC114879682"	NA	chrOU015513.1	-	10680307	10681526	10680307	10680950	10681151	10681526
1255	"LOC114879682"	NA	chrOU015513.1	-	10680307	10681526	10680307	10680973	10681151	10681526
1256	"LOC114878591"	NA	chrOU015514.1	-	1213610	1214591	1213610	1214056	1214234	1214591
1257	"LOC114878572"	NA	chrOU015514.1	-	1366615	1367208	1366615	1366800	1366881	1367208
1258	"LOC114873310"	NA	chrOU015514.1	-	7219681	7220110	7219681	7219827	7219923	7220110
1259	"LOC114879995"	NA	chrOU015514.1	+	1508646	1509582	1508646	1509031	1509109	1509582
1260	"LOC114877019"	NA	chrOU015516.1	-	4822145	4822767	4822145	4822408	4822481	4822767
1261	"LOC114879986"	NA	chrOU015514.1	-	1573490	1574008	1573490	1573691	1573783	1574008
1262	"LOC114879988"	NA	chrOU015514.1	-	1585917	1586860	1585917	1586038	1586236	1586860
1263	"LOC114871698"	NA	chrOU015515.1	+	6047671	6051966	6047671	6048182	6048869	6051966
1264	"LOC114877781"	NA	chrOU015514.1	-	1881878	1882504	1881878	1881977	1882455	1882504
1265	"LOC114877781"	NA	chrOU015514.1	-	1883359	1883676	1883359	1883453	1883534	1883676
1266	"LOC114872223"	NA	chrOU015519.1	-	6848542	6849106	6848542	6848803	6848878	6849106
1267	"LOC114872223"	NA	chrOU015519.1	-	6848542	6849106	6848542	6848809	6848878	6849106
1268	"LOC114877751"	NA	chrOU015514.1	-	2175476	2176737	2175476	2175774	2175852	2176737
1269	"LOC114880728"	NA	chrOU015514.1	-	2269367	2270180	2269367	2269478	2269746	2270180
1270	"LOC114875778"	NA	chrOU015514.1	+	2378144	2379509	2378144	2378563	2378641	2379509
1271	"LOC114875778"	NA	chrOU015514.1	+	2378144	2379509	2378144	2378563	2378657	2379509
1272	"LOC114879444"	NA	chrOU015514.1	-	2519789	2520773	2519789	2520221	2520329	2520773
1273	"LOC114879417"	NA	chrOU015514.1	+	2546305	2547231	2546305	2546452	2546531	2547231
1274	"LOC114879417"	NA	chrOU015514.1	+	2546305	2547231	2546305	2546698	2546772	2547231
1275	"LOC114871709"	NA	chrOU015515.1	-	6085376	6087171	6085376	6086857	6086911	6087171
1276	"LOC114878171"	NA	chrOU015511.1	+	4402334	4402870	4402334	4402401	4402475	4402870
1277	"LOC114878854"	NA	chrOU015514.1	+	9252187	9252990	9252187	9252446	9252518	9252990
1278	"LOC114878958"	NA	chrOU015514.1	-	4304615	4305244	4304615	4304914	4304995	4305244
1279	"LOC114878958"	NA	chrOU015514.1	-	4305580	4306113	4305580	4305586	4305879	4306113
1280	"LOC114872459"	NA	chrOU015514.1	+	4764553	4767198	4764553	4764647	4764766	4767198
1281	"LOC114873779"	NA	chrOU015514.1	+	7017172	7018024	7017172	7017388	7017481	7018024
1282	"LOC114872439"	NA	chrOU015514.1	-	4866999	4867490	4866999	4867040	4867120	4867490
1283	"LOC114872396"	NA	chrOU015514.1	-	5094634	5095200	5094634	5094833	5094949	5095200
1284	"LOC114872456"	NA	chrOU015514.1	+	5354947	5357201	5354947	5355403	5355594	5357201
1285	"LOC114872425"	NA	chrOU015514.1	-	5431943	5432388	5431943	5432051	5432263	5432388
1286	"LOC114872402"	NA	chrOU015514.1	-	5452633	5453354	5452633	5452763	5453113	5453354
1287	"LOC114872402"	NA	chrOU015514.1	-	5452633	5453354	5452633	5452952	5453113	5453354
1288	"LOC114875942"	NA	chrOU015514.1	-	5556819	5559164	5556819	5558759	5558849	5559164
1289	"LOC114875928"	NA	chrOU015514.1	-	5656227	5657027	5656227	5656609	5656672	5657027
1290	"LOC114875963"	NA	chrOU015514.1	-	6012602	6013011	6012602	6012753	6012812	6013011
1291	"LOC114880743"	NA	chrOU015510.1	-	48652	49417	48652	49101	49209	49417
1292	"LOC114871399"	NA	chrOU015515.1	-	3222404	3223046	3222404	3222818	3222881	3223046
1293	"LOC114873311"	NA	chrOU015514.1	-	7273907	7277525	7273907	7276709	7276798	7277525
1294	"LOC114873311"	NA	chrOU015514.1	-	7273907	7277525	7273907	7277251	7277378	7277525
1295	"LOC114876552"	NA	chrOU015508.1	+	2761878	2762427	2761878	2762038	2762107	2762427
1296	"LOC114873294"	NA	chrOU015514.1	-	7327310	7327992	7327310	7327606	7327693	7327992
1297	"LOC114873307"	NA	chrOU015514.1	-	7470655	7471125	7470655	7470757	7470836	7471125
1298	"LOC114879327"	NA	chrOU015512.1	+	6180433	6181679	6180433	6181188	6181621	6181679
1299	"LOC114873326"	NA	chrOU015514.1	+	7588073	7588504	7588073	7588112	7588352	7588504
1300	"LOC114873905"	NA	chrOU015514.1	-	7666739	7667113	7666739	7666826	7666970	7667113
1301	"LOC114873942"	NA	chrOU015514.1	-	7741198	7742594	7741198	7742453	7742535	7742594
1302	"LOC114873942"	NA	chrOU015514.1	-	7741198	7743054	7741198	7742594	7742767	7743054
1303	"LOC114873942"	NA	chrOU015514.1	-	7743934	7744825	7743934	7744169	7744257	7744825
1304	"LOC114873935"	NA	chrOU015514.1	+	8208505	8210840	8208505	8209130	8209213	8210840
1305	"LOC114873921"	NA	chrOU015514.1	-	8331964	8333333	8331964	8332650	8332763	8333333
1306	"LOC114873915"	NA	chrOU015514.1	-	8437043	8441940	8437043	8439625	8441774	8441940
1307	"LOC114873915"	NA	chrOU015514.1	-	8474763	8475923	8474763	8474908	8475326	8475923
1308	"LOC114873915"	NA	chrOU015514.1	-	8474763	8475923	8474763	8474860	8475406	8475923
1309	"LOC114877909"	NA	chrOU015507.1	+	1961401	1961943	1961401	1961605	1961786	1961943
1310	"LOC114877909"	NA	chrOU015507.1	+	1961401	1961943	1961401	1961605	1961827	1961943
1311	"LOC114877909"	NA	chrOU015507.1	+	1963584	1968426	1963584	1963911	1963975	1968426
1312	"LOC114876572"	NA	chrOU015514.1	+	8713101	8713537	8713101	8713223	8713319	8713537
1313	"LOC114876577"	NA	chrOU015514.1	-	8728395	8730137	8728395	8729907	8729978	8730137
1314	"LOC114876586"	NA	chrOU015514.1	-	8788993	8789387	8788993	8789079	8789196	8789387
1315	"LOC114876160"	NA	chrOU015507.1	-	10811543	10812458	10811543	10811742	10811877	10812458
1316	"LOC114871701"	NA	chrOU015515.1	-	6020183	6022023	6020183	6020267	6021815	6022023
1317	"LOC114871701"	NA	chrOU015515.1	-	6020183	6022023	6020183	6020360	6021815	6022023
1318	"LOC114878851"	NA	chrOU015514.1	+	8952160	8952668	8952160	8952342	8952437	8952668
1319	"LOC114878851"	NA	chrOU015514.1	+	8952437	8952668	8952437	8952445	8952581	8952668
1320	"LOC114878851"	NA	chrOU015514.1	+	8952734	8954044	8952734	8953553	8953698	8954044
1321	"LOC114878829"	NA	chrOU015514.1	-	9055675	9056588	9055675	9056268	9056442	9056588
1322	"LOC114871695"	NA	chrOU015515.1	+	6874986	6875864	6874986	6875350	6875734	6875864
1323	"LOC114871695"	NA	chrOU015515.1	+	6874986	6875864	6874986	6875645	6875734	6875864
1324	"LOC114874905"	NA	chrOU015509.1	+	8505348	8506097	8505348	8505503	8505579	8506097
1325	"LOC114878797"	NA	chrOU015514.1	+	9179358	9179778	9179358	9179518	9179577	9179778
1326	"LOC114878867"	NA	chrOU015514.1	+	9232001	9233882	9232001	9232984	9233327	9233882
1327	"LOC114878867"	NA	chrOU015514.1	+	9232001	9233882	9232001	9233495	9233585	9233882
1328	"LOC114878867"	NA	chrOU015514.1	+	9232001	9233882	9232001	9233517	9233585	9233882
1329	"LOC114878946"	NA	chrOU015514.1	+	9400330	9400900	9400330	9400437	9400637	9400900
1330	"LOC114878946"	NA	chrOU015514.1	+	9400330	9400900	9400330	9400579	9400637	9400900
1331	"LOC114878946"	NA	chrOU015514.1	+	9400330	9400900	9400330	9400579	9400660	9400900
1332	"LOC114880282"	NA	chrOU015516.1	-	9464149	9464429	9464149	9464203	9464269	9464429
1333	"LOC114880282"	NA	chrOU015516.1	-	9481265	9481592	9481265	9481352	9481423	9481592
1334	"LOC114878914"	NA	chrOU015514.1	-	9423472	9424518	9423472	9424089	9424161	9424518
1335	"LOC114878941"	NA	chrOU015514.1	+	9587498	9587940	9587498	9587744	9587820	9587940
1336	"LOC114873536"	NA	chrOU015504.1	+	9548199	9548612	9548199	9548321	9548394	9548612
1337	"LOC114871193"	NA	chrOU015514.1	-	9680723	9681580	9680723	9680935	9681046	9681580
1338	"LOC114871193"	NA	chrOU015514.1	-	9680723	9681580	9680723	9680935	9681100	9681580
1339	"LOC114870979"	NA	chrOU015514.1	+	9740000	9740660	9740000	9740221	9740314	9740660
1340	"LOC114874844"	NA	chrOU015505.1	+	9669848	9670566	9669848	9670156	9670241	9670566
1341	"LOC114879177"	NA	chrOU015514.1	+	9925263	9926062	9925263	9925355	9925912	9926062
1342	"LOC114879177"	NA	chrOU015514.1	+	9925263	9926062	9925263	9925481	9925912	9926062
1343	"LOC114879200"	NA	chrOU015514.1	+	9990459	9990820	9990459	9990572	9990704	9990820
1344	"LOC114873974"	NA	chrOU015515.1	-	5322185	5322945	5322185	5322347	5322432	5322945
1345	"LOC114874231"	NA	chrOU015513.1	-	9138082	9138706	9138082	9138458	9138558	9138706
1346	"LOC114874231"	NA	chrOU015513.1	-	9138082	9138706	9138082	9138478	9138558	9138706
1347	"LOC114877614"	NA	chrOU015515.1	-	63923	64335	63923	64115	64173	64335
1348	"LOC114877614"	NA	chrOU015515.1	-	74663	77383	74663	75524	75541	77383
1349	"LOC114877611"	NA	chrOU015515.1	+	79553	83829	79553	82652	83033	83829
1350	"LOC114877576"	NA	chrOU015515.1	+	148268	148534	148268	148302	148365	148534
1351	"LOC114877592"	NA	chrOU015515.1	-	168010	168429	168010	168153	168254	168429
1352	"LOC114873257"	NA	chrOU015515.1	+	2260113	2261620	2260113	2260366	2260435	2261620
1353	"LOC114873257"	NA	chrOU015515.1	+	2260113	2261620	2260113	2260366	2260441	2261620
1354	"LOC114873257"	NA	chrOU015515.1	+	2261685	2262668	2261685	2261837	2262012	2262668
1355	"LOC114873257"	NA	chrOU015515.1	+	2261685	2262668	2261685	2261877	2262012	2262668
1356	"LOC114873257"	NA	chrOU015515.1	+	2261685	2262668	2261685	2261837	2262155	2262668
1357	"LOC114873257"	NA	chrOU015515.1	+	2261685	2262668	2261685	2261837	2262382	2262668
1358	"LOC114879477"	NA	chrOU015515.1	+	509962	510410	509962	510214	510295	510410
1359	"LOC114879453"	NA	chrOU015515.1	+	587901	589119	587901	588442	588624	589119
1360	"LOC114879463"	NA	chrOU015515.1	+	598117	598753	598117	598496	598578	598753
1361	"LOC114880663"	NA	chrOU015512.1	-	7403862	7404700	7403862	7404068	7404178	7404700
1362	"LOC114880663"	NA	chrOU015512.1	-	7404116	7404700	7404116	7404293	7404376	7404700
1363	"LOC114880663"	NA	chrOU015512.1	-	7405896	7406723	7405896	7406223	7406292	7406723
1364	"LOC114879278"	NA	chrOU015515.1	+	660250	660661	660250	660310	660458	660661
1365	"LOC114879264"	NA	chrOU015515.1	+	696929	698041	696929	697631	697699	698041
1366	"LOC114879265"	NA	chrOU015515.1	+	708231	709959	708231	708252	708300	709959
1367	"LOC114879287"	NA	chrOU015515.1	+	738396	738880	738396	738564	738634	738880
1368	"LOC114880326"	NA	chrOU015515.1	+	887873	888546	887873	888113	888225	888546
1369	"LOC114875012"	NA	chrOU015515.1	+	958570	958937	958570	958741	958820	958937
1370	"LOC114875012"	NA	chrOU015515.1	+	959013	960317	959013	959461	959730	960317
1371	"LOC114875003"	NA	chrOU015515.1	+	980296	980763	980296	980488	980553	980763
1372	"LOC114874991"	NA	chrOU015515.1	+	1166012	1168681	1166012	1167265	1168128	1168681
1373	"LOC114874989"	NA	chrOU015515.1	-	1176603	1177034	1176603	1176748	1176830	1177034
1374	"LOC114874971"	NA	chrOU015515.1	+	1257650	1258775	1257650	1257932	1258245	1258775
1375	"LOC114874958"	NA	chrOU015515.1	+	1350436	1352248	1350436	1351994	1352090	1352248
1376	"LOC114875016"	NA	chrOU015515.1	-	1424747	1425130	1424747	1424856	1424957	1425130
1377	"LOC114875016"	NA	chrOU015515.1	-	1424747	1425130	1424747	1424869	1424957	1425130
1378	"LOC114874954"	NA	chrOU015515.1	-	1613471	1614329	1613471	1613849	1614102	1614329
1379	"LOC114874953"	NA	chrOU015515.1	+	1622440	1622861	1622440	1622610	1622682	1622861
1380	"LOC114880632"	NA	chrOU015515.1	+	1779497	1779925	1779497	1779586	1779689	1779925
1381	"LOC114880625"	NA	chrOU015515.1	+	1849785	1850055	1849785	1849809	1849886	1850055
1382	"LOC114880625"	NA	chrOU015515.1	+	1849785	1850055	1849785	1849809	1849898	1850055
1383	"LOC114879369"	NA	chrOU015515.1	+	1996318	1997591	1996318	1996436	1996514	1997591
1384	"LOC114873213"	NA	chrOU015515.1	-	2049744	2050008	2049744	2049799	2049864	2050008
1385	"LOC114873218"	NA	chrOU015515.1	-	2106838	2107309	2106838	2107108	2107183	2107309
1386	"LOC114872030"	NA	chrOU015506.1	-	5145022	5145562	5145022	5145148	5145238	5145562
1387	"LOC114872030"	NA	chrOU015506.1	-	5145022	5145562	5145022	5145283	5145357	5145562
1388	"LOC114882319"	NA	chrOU015519.1	-	804794	805472	804794	804948	805058	805472
1389	"LOC114880628"	NA	chrOU015507.1	-	6948243	6949042	6948243	6948799	6948876	6949042
1390	"LOC114873233"	NA	chrOU015515.1	-	2142984	2144379	2142984	2143150	2143254	2144379
1391	"LOC114873233"	NA	chrOU015515.1	-	2142984	2144379	2142984	2143150	2143265	2144379
1392	"LOC114873233"	NA	chrOU015515.1	-	2142984	2144379	2142984	2143150	2143504	2144379
1393	"LOC114873233"	NA	chrOU015515.1	-	2140838	2144379	2140838	2143150	2144192	2144379
1394	"LOC114873191"	NA	chrOU015515.1	+	2201005	2201508	2201005	2201133	2201333	2201508
1395	"LOC114872518"	NA	chrOU015506.1	+	9405102	9405518	9405102	9405275	9405352	9405518
1396	"LOC114873170"	NA	chrOU015515.1	-	2561024	2561760	2561024	2561484	2561701	2561760
1397	"LOC114873237"	NA	chrOU015515.1	+	2948952	2958393	2948952	2955698	2955876	2958393
1398	"LOC114871334"	NA	chrOU015515.1	-	3103972	3106842	3103972	3104218	3104272	3106842
1399	"LOC114871334"	NA	chrOU015515.1	-	3103972	3106842	3103972	3104218	3104690	3106842
1400	"LOC114871349"	NA	chrOU015515.1	-	3168671	3169464	3168671	3169010	3169100	3169464
1401	"LOC114871389"	NA	chrOU015515.1	-	3237108	3237518	3237108	3237165	3237335	3237518
1402	"LOC114871297"	NA	chrOU015515.1	+	3304368	3304683	3304368	3304434	3304539	3304683
1403	"LOC114875502"	NA	chrOU015505.1	+	3692930	3693896	3692930	3693242	3693336	3693896
1404	"LOC114875502"	NA	chrOU015505.1	+	3692930	3693896	3692930	3693242	3693670	3693896
1405	"LOC114875502"	NA	chrOU015505.1	+	3692930	3693896	3692930	3693552	3693670	3693896
1406	"LOC114871313"	NA	chrOU015515.1	-	3410878	3411422	3410878	3411167	3411293	3411422
1407	"LOC114872185"	NA	chrOU015519.1	-	7804163	7805274	7804163	7804583	7804686	7805274
1408	"LOC114872185"	NA	chrOU015519.1	-	7805359	7805755	7805359	7805478	7805547	7805755
1409	"LOC114871304"	NA	chrOU015515.1	-	3418656	3422677	3418656	3420091	3420211	3422677
1410	"LOC114871424"	NA	chrOU015515.1	+	3626181	3627736	3626181	3626333	3626390	3627736
1411	"LOC114871424"	NA	chrOU015515.1	+	3690623	3692480	3690623	3691744	3691819	3692480
1412	"LOC114871375"	NA	chrOU015515.1	+	4190187	4190928	4190187	4190337	4190408	4190928
1413	"LOC114871344"	NA	chrOU015515.1	+	4312382	4312641	4312382	4312460	4312609	4312641
1414	"LOC114871324"	NA	chrOU015515.1	-	4364152	4364463	4364152	4364298	4364367	4364463
1415	"LOC114871324"	NA	chrOU015515.1	-	4364966	4365448	4364966	4365231	4365324	4365448
1416	"LOC114879167"	NA	chrOU015515.1	+	4682512	4692314	4682512	4684129	4684189	4692314
1417	"LOC114879168"	NA	chrOU015515.1	+	4706255	4710408	4706255	4708997	4709204	4710408
1418	"LOC114871759"	NA	chrOU015516.1	+	2431250	2432448	2431250	2431619	2431901	2432448
1419	"LOC114875711"	NA	chrOU015518.1	+	7529001	7529879	7529001	7529179	7529285	7529879
1420	"LOC114873973"	NA	chrOU015515.1	+	5158807	5159802	5158807	5159625	5159699	5159802
1421	"LOC114871750"	NA	chrOU015515.1	+	5778262	5778406	5778262	5778275	5778341	5778406
1422	"LOC114871704"	NA	chrOU015515.1	+	6202410	6202715	6202410	6202509	6202615	6202715
1423	"LOC114876576"	NA	chrOU015515.1	-	7135337	7137947	7135337	7136445	7136568	7137947
1424	"LOC114876576"	NA	chrOU015515.1	-	7135337	7137947	7135337	7136973	7137045	7137947
1425	"LOC114872869"	NA	chrOU015518.1	+	657200	657668	657200	657437	657518	657668
1426	"LOC114874902"	NA	chrOU015509.1	-	8494841	8495975	8494841	8495480	8495637	8495975
1427	"LOC114880337"	NA	chrOU015515.1	+	7868367	7871481	7868367	7870802	7871106	7871481
1428	"LOC114880103"	NA	chrOU015515.1	-	9063100	9063658	9063100	9063262	9063337	9063658
