Orthogroup	Dufourea_novaeangliae	Aedes_aegypti
OG0000226	XP_015432297.1	XP_021706929.1
OG0000227	XP_015438705.1	XP_021696785.1
OG0000228	XP_015438890.1, XP_015440282.1	XP_021712416.1
OG0000230	XP_015435543.1, XP_015428614.1, XP_015428616.1, XP_015428615.1	XP_021699383.1
OG0000231	XP_015438519.1	XP_021702255.1, XP_001656509.2, XP_011493518.1, XP_021712758.1, XP_021712760.1, XP_021698283.1, XP_021698300.1
OG0000232	XP_015439264.1	XP_021697432.1, XP_021697433.1, XP_021697431.1, XP_021697430.1, XP_021697411.1, XP_021697412.1, XP_021697413.1, XP_021697424.1, XP_021697425.1, XP_021697426.1, XP_021697427.1, XP_021697428.1, XP_021697429.1, XP_021697414.1, XP_021697421.1, XP_021697420.1, XP_021697419.1, XP_021697418.1, XP_021697417.1, XP_021697416.1, XP_021697415.1, XP_021697423.1, XP_021697422.1
OG0000233	XP_015435413.1, XP_015435414.1	XP_001657370.2
OG0000234	XP_015436796.1, XP_015436761.1	XP_001659472.1, XP_001659474.1, XP_001659473.2
OG0000235	XP_015433084.1	XP_021707634.1, XP_021707632.1, XP_021707627.1
OG0000236	XP_015433151.1	XP_001657619.2, XP_001651997.1, XP_021712370.1, XP_001651998.1, XP_021712372.1, XP_001651166.1, XP_001651167.1
OG0000236	XP_015433153.1	XP_001652725.2
OG0000237	XP_015438767.1	XP_021707698.1
OG0000237	XP_015438769.1	XP_021708376.1
OG0000239	XP_015432329.1	XP_001648774.2, XP_021704849.1, XP_021705252.1, XP_001662669.2
OG0000241	XP_015435537.1, XP_015436630.1	XP_001661295.2, XP_001652449.1
OG0000243	XP_015436725.1	XP_001656949.2, XP_001656950.2, XP_021705735.1, XP_021704726.1
OG0000244	XP_015439085.1	XP_001652340.2
OG0000245	XP_015437253.1, XP_015435215.1	XP_001663686.2, XP_001663685.2, XP_021699381.1, XP_021699380.1, XP_001663688.2, XP_001650638.2, XP_001650639.2, XP_001661890.1, XP_001661891.2, XP_001661190.2, XP_001648968.1
OG0000246	XP_015438662.1	XP_021702972.1
OG0000246	XP_015438684.1	XP_001661057.2
OG0000248	XP_015437282.1, XP_015437302.1	XP_021712411.1, XP_021695736.1, XP_021712410.1, XP_001648018.2, XP_021695735.1, XP_001651553.2
OG0000249	XP_015431145.1, XP_015431096.1, XP_015431100.1	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1
OG0000250	XP_015428900.1, XP_015428865.1	XP_001660282.2, XP_021705092.1
OG0000252	XP_015430094.1, XP_015430087.1, XP_015430103.1	XP_001659013.1, XP_021711486.1
OG0000253	XP_015433105.1	XP_021694648.1, XP_021694649.1, XP_021694646.1, XP_021694644.1, XP_001658552.1, XP_021694643.1, XP_021694642.1, XP_021694641.1, XP_021694640.1, XP_021694647.1
OG0000253	XP_015430007.1	XP_021703386.1, XP_021703387.1, XP_021703388.1
OG0000254	XP_015435101.1	XP_001664252.1
OG0000254	XP_015440243.1	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1
OG0000255	XP_015440437.1	XP_021695873.1
OG0000256	XP_015435282.1, XP_015435281.1	XP_001659923.1
OG0000257	XP_015439225.1	XP_021707001.1
OG0000257	XP_015439223.1	XP_001653528.1
OG0000261	XP_015431688.1	XP_001653512.1
OG0000263	XP_015438831.1, XP_015438832.1, XP_015438830.1	XP_021695756.1, XP_001659895.1
OG0000264	XP_015438044.1	XP_021699793.1
OG0000264	XP_015429295.1, XP_015429294.1	XP_001654772.1
OG0000265	XP_015429094.1	XP_021693311.1, XP_021693310.1, XP_001656086.1, XP_001656087.2
OG0000266	XP_015433228.1	XP_001663718.1
OG0000266	XP_015431896.1	XP_001648452.3
OG0000268	XP_015439427.1	XP_021694310.1, XP_021709288.1, XP_021708718.1, XP_021703075.1, XP_021703638.1, XP_021708988.1
OG0000269	XP_015440166.1	XP_021694258.1
OG0000270	XP_015429298.1	XP_021693340.1
OG0000270	XP_015429562.1	XP_021693342.1
OG0000271	XP_015431651.1	XP_021694461.1, XP_021694462.1, XP_001657210.3, XP_021694460.1
OG0000272	XP_015438983.1	XP_021702656.1, XP_001651408.2
OG0000273	XP_015436896.1, XP_015436881.1	XP_021697010.1
OG0000274	XP_015439714.1	XP_021701671.1, XP_021701673.1, XP_021701670.1, XP_021701669.1, XP_021701674.1, XP_021701675.1, XP_021700871.1, XP_021700753.1, XP_021711724.1
OG0000274	XP_015433358.1	XP_021708647.1, XP_021712554.1
OG0000275	XP_015433891.1	XP_021698978.1, XP_021698986.1, XP_021698985.1, XP_021698984.1, XP_021698983.1, XP_021698982.1, XP_021698981.1, XP_021698980.1, XP_021698979.1, XP_021698977.1
OG0000277	XP_015430231.1	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1
OG0000278	XP_015431164.1	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1
OG0000279	XP_015432369.1	XP_021701402.1, XP_021704615.1
OG0000281	XP_015432612.1	XP_021704238.1, XP_021704239.1, XP_001651431.1
OG0000283	XP_015440094.1	XP_021699203.1
OG0000284	XP_015429852.1	XP_021713281.1
OG0000284	XP_015439650.1, XP_015438214.1	XP_001649911.1
OG0000285	XP_015436920.1, XP_015436921.1	XP_021711274.1, XP_021711275.1, XP_001654392.1, XP_001654393.1
OG0000287	XP_015438255.1	XP_021693442.1, XP_021693441.1, XP_021693440.1, XP_021693439.1, XP_001654533.1, XP_001654534.1, XP_021693438.1
OG0000287	XP_015438180.1	XP_001653434.1
OG0000288	XP_015435796.1	XP_021708643.1
OG0000288	XP_015439791.1	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1
OG0000289	XP_015432866.1, XP_015432868.1, XP_015432869.1, XP_015432870.1, XP_015432867.1	XP_001653392.1, XP_021700629.1
OG0000291	XP_015433144.1	XP_001660325.1
OG0000295	XP_015433330.1, XP_015433328.1, XP_015433329.1	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1
OG0000296	XP_015434298.1	XP_021696627.1, XP_001652037.1
OG0000298	XP_015433364.1	XP_001653995.1
OG0000299	XP_015435404.1	XP_001651322.2
OG0000300	XP_015436168.1	XP_001648404.2
OG0000300	XP_015437092.1, XP_015437090.1, XP_015437089.1	XP_001655172.1
OG0000301	XP_015428488.1	XP_001648376.1
OG0000301	XP_015434699.1	XP_001658068.2
OG0000302	XP_015433893.1	XP_021704818.1
OG0000302	XP_015438406.1	XP_011493002.2
OG0000303	XP_015430384.1	XP_001654671.2
OG0000304	XP_015430485.1	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1
OG0000305	XP_015434461.1	XP_021713275.1
OG0000305	XP_015432811.1	XP_021709869.1
OG0000306	XP_015439792.1, XP_015439652.1	XP_021713149.1, XP_001657736.2
OG0000307	XP_015428477.1	XP_001648503.2, XP_021709490.1
OG0000308	XP_015438475.1	XP_021704951.1, XP_001652493.1
OG0000309	XP_015430291.1	XP_021703498.1, XP_021703499.1, XP_021703500.1, XP_021703501.1
OG0000310	XP_015435023.1	XP_021709445.1, XP_021707061.1
OG0000311	XP_015428715.1	XP_001663796.1
OG0000312	XP_015431093.1	XP_011493181.2
OG0000313	XP_015433511.1	XP_021711596.1
OG0000314	XP_015430168.1	XP_001651916.1, XP_021710674.1, XP_001651919.1
OG0000314	XP_015430171.1	XP_021694403.1
OG0000315	XP_015429602.1, XP_015429443.1	XP_001659087.2, XP_021708161.1, XP_001659089.2, XP_021708674.1, XP_021708675.1
OG0000316	XP_015438634.1	XP_001659462.2
OG0000316	XP_015431212.1	XP_021708459.1
OG0000317	XP_015438869.1	XP_021709328.1
OG0000318	XP_015432674.1	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1
OG0000319	XP_015437316.1	XP_021696890.1, XP_021696891.1, XP_021696892.1, XP_021696894.1, XP_021696895.1, XP_021696896.1, XP_021696897.1, XP_021696893.1, XP_001650010.1, XP_021696889.1
OG0000320	XP_015434182.1	XP_001657626.2, XP_021712346.1, XP_021707306.1, XP_021707307.1, XP_001652831.1, XP_001663870.2, XP_001653082.1
OG0000321	XP_015438194.1	XP_001654226.2
OG0000323	XP_015436562.1	XP_021709796.1
OG0000325	XP_015433942.1	XP_021707537.1, XP_021707536.1, XP_021707533.1, XP_021707534.1, XP_021707535.1, XP_021707531.1, XP_021707530.1, XP_021707529.1, XP_021707538.1, XP_021707532.1
OG0000326	XP_015436335.1	XP_021704815.1, XP_001661509.1, XP_021704813.1, XP_021704814.1, XP_021706377.1
OG0000327	XP_015436511.1	XP_021696134.1, XP_021696137.1, XP_021696149.1
OG0000329	XP_015430338.1, XP_015430339.1	XP_001663012.2, XP_001663019.1, XP_001663014.2, XP_021713330.1, XP_001663018.1, XP_001663020.2, XP_001663015.2, XP_001657173.1
OG0000330	XP_015431229.1, XP_015431230.1	XP_021712238.1, XP_001657293.2, XP_001657289.2, XP_001657288.2
OG0000332	XP_015431199.1, XP_015431198.1	XP_001648362.2
OG0000333	XP_015439205.1, XP_015431766.1	XP_021693426.1
OG0000334	XP_015431428.1	XP_021701876.1
OG0000335	XP_015428456.1	XP_021711938.1
OG0000336	XP_015428756.1, XP_015428757.1, XP_015434373.1	XP_001655208.2
OG0000337	XP_015437277.1	XP_021696470.1, XP_021696471.1, XP_021711867.1
OG0000338	XP_015439789.1	XP_021704339.1, XP_021712750.1, XP_021699898.1, XP_021699880.1, XP_001648753.2
OG0000339	XP_015439872.1	XP_001648723.1
OG0000339	XP_015428725.1	XP_001656676.1
OG0000340	XP_015438911.1	XP_021705793.1
OG0000341	XP_015436438.1, XP_015436439.1, XP_015436440.1, XP_015436441.1	XP_021702717.1, XP_001659283.1
OG0000342	XP_015437294.1	XP_021700597.1
OG0000342	XP_015438850.1	XP_021709325.1
OG0000343	XP_015429049.1	XP_021708138.1, XP_021708134.1, XP_021708135.1, XP_021708132.1, XP_021708133.1, XP_021708130.1, XP_021708131.1, XP_021708137.1, XP_021708129.1, XP_021708128.1, XP_021708127.1, XP_021708136.1, XP_021708126.1, XP_021704604.1
OG0000344	XP_015436838.1	XP_021697739.1, XP_021697741.1, XP_021697740.1
OG0000345	XP_015431497.1, XP_015431498.1	XP_021707280.1, XP_021707281.1, XP_021707282.1
OG0000347	XP_015434738.1	XP_021700452.1
OG0000349	XP_015430394.1	XP_021693827.1
OG0000350	XP_015435505.1, XP_015435506.1	XP_001659213.2
OG0000351	XP_015434218.1, XP_015434268.1	XP_021707134.1, XP_001647780.1
OG0000352	XP_015431829.1	XP_021696227.1, XP_021696225.1, XP_021696229.1, XP_021696224.1, XP_021696228.1, XP_021696219.1, XP_021696220.1, XP_021696221.1, XP_021696216.1, XP_021696217.1, XP_021696222.1, XP_021696223.1, XP_001654250.2, XP_021696226.1
OG0000356	XP_015436405.1, XP_015436403.1, XP_015436404.1	XP_001657830.1, XP_001648015.1, XP_001647923.1, XP_001655977.1, XP_001647921.1, XP_001647922.2
OG0000357	XP_015434164.1, XP_015434163.1	XP_021701084.1
OG0000358	XP_015429959.1, XP_015429961.1	XP_001661132.1, XP_021698766.1
OG0000360	XP_015439359.1	XP_021705669.1, XP_021705670.1
OG0000361	XP_015432508.1	XP_001650659.2, XP_021704356.1, XP_021704357.1, XP_021704358.1, XP_021704359.1, XP_001653317.1
OG0000362	XP_015430004.1	XP_001658111.1
OG0000362	XP_015430005.1, XP_015430006.1	XP_021698010.1
OG0000363	XP_015433747.1	XP_001660101.2
OG0000363	XP_015433738.1	XP_001660100.2, XP_021693660.1, XP_021708215.1, XP_011492937.1
OG0000364	XP_015439810.1	XP_021701773.1, XP_001658074.1, XP_021701778.1, XP_021701775.1, XP_021701774.1, XP_021701777.1, XP_021701776.1
OG0000365	XP_015436626.1	XP_021696655.1, XP_021696656.1, XP_001652059.2
OG0000366	XP_015432472.1	XP_021698510.1, XP_021698495.1, XP_021698505.1, XP_021698504.1, XP_021698507.1
OG0000367	XP_015431427.1, XP_015431426.1, XP_015431425.1	XP_001650261.2
OG0000368	XP_015434717.1, XP_015434755.1, XP_015434748.1	XP_001649238.1, XP_001649236.1, XP_021705594.1
OG0000369	XP_015439388.1, XP_015436596.1	XP_021706588.1, XP_021708003.1
OG0000370	XP_015431054.1	XP_021712555.1
OG0000372	XP_015428534.1, XP_015434144.1	XP_001653705.2
OG0000375	XP_015438184.1	XP_001652513.1
OG0000376	XP_015438463.1	XP_021711017.1
OG0000377	XP_015429723.1	XP_001652672.1, XP_001652671.1, XP_001652673.1
OG0000378	XP_015436731.1, XP_015436710.1, XP_015432063.1	XP_021709491.1
OG0000379	XP_015432620.1	XP_021704205.1, XP_021704206.1
OG0000380	XP_015430841.1, XP_015430849.1	XP_001658589.2, XP_021700482.1
OG0000381	XP_015436144.1	XP_021709141.1
OG0000381	XP_015435054.1	XP_021708636.1, XP_001653770.1
OG0000382	XP_015438431.1, XP_015430799.1	XP_021712504.1, XP_021705463.1
OG0000384	XP_015429068.1, XP_015429067.1, XP_015429069.1	XP_001660403.1
OG0000384	XP_015429058.1	XP_021708638.1
OG0000385	XP_015430155.1	XP_021712982.1, XP_001649476.1
OG0000386	XP_015434825.1, XP_015434823.1, XP_015434824.1	XP_011493284.1, XP_001651049.1, XP_021694539.1
OG0000387	XP_015436567.1	XP_001651743.2, XP_001651741.2, XP_021706845.1, XP_021706846.1, XP_021707468.1, XP_021707467.1
OG0000388	XP_015437504.1	XP_021694733.1
OG0000388	XP_015437405.1	XP_001659821.1
OG0000389	XP_015435398.1, XP_015429308.1	XP_001653489.2, XP_001653487.1
OG0000390	XP_015433732.1	XP_001652622.1
OG0000391	XP_015431880.1	XP_021708186.1, XP_021708180.1
OG0000394	XP_015429618.1	XP_021705811.1, XP_021705815.1, XP_021705814.1, XP_021705816.1, XP_021705810.1, XP_021705812.1, XP_021705813.1
OG0000395	XP_015436053.1, XP_015435778.1	XP_021711480.1
OG0000396	XP_015438347.1	XP_001649428.2, XP_001651977.1, XP_001651979.1, XP_021694881.1
OG0000397	XP_015433099.1, XP_015433098.1, XP_015433097.1	XP_021705047.1, XP_021705046.1, XP_021712900.1
OG0000398	XP_015438441.1, XP_015438442.1, XP_015438443.1	XP_001654423.1
OG0000399	XP_015430976.1	XP_021701463.1, XP_021701471.1, XP_021701437.1
OG0000400	XP_015432526.1, XP_015432594.1	XP_021708893.1, XP_001657539.2, XP_001657536.2
OG0000401	XP_015440081.1	XP_021710740.1, XP_001657992.2, XP_021710747.1
OG0000402	XP_015428527.1	XP_011492940.1, XP_001658086.2
OG0000403	XP_015432862.1	XP_021702997.1, XP_021702978.1, XP_021702985.1, XP_021702994.1
OG0000405	XP_015428940.1	XP_001663334.1
OG0000405	XP_015438542.1	XP_001660991.1
OG0000406	XP_015438700.1	XP_001656191.2
OG0000406	XP_015438653.1	XP_001657673.2, XP_001657671.1, XP_001657674.2
OG0000407	XP_015435692.1, XP_015435711.1, XP_015435719.1	XP_001650092.2
OG0000408	XP_015437857.1	XP_001656144.1
OG0000408	XP_015433869.1	XP_001649800.1
OG0000409	XP_015440215.1	XP_021710172.1, XP_021710173.1, XP_021710174.1, XP_021710175.1, XP_001652242.1, XP_021710171.1, XP_001652240.1
OG0000410	XP_015440327.1	XP_021706294.1, XP_021706293.1
OG0000410	XP_015437545.1	XP_021700545.1, XP_021700546.1, XP_021711935.1
OG0000411	XP_015436878.1, XP_015436886.1	XP_021698601.1
OG0000411	XP_015429831.1	XP_001664033.2
OG0000412	XP_015434167.1	XP_021698414.1
OG0000412	XP_015434957.1	XP_021710181.1, XP_021710186.1
OG0000413	XP_015435296.1	XP_021704464.1, XP_021704463.1, XP_021704462.1, XP_021704461.1, XP_021704460.1, XP_021704471.1, XP_021704472.1, XP_021704469.1, XP_021704470.1, XP_021704467.1, XP_021704468.1, XP_021704465.1, XP_021704466.1
OG0000415	XP_015430865.1	XP_021707878.1
OG0000416	XP_015435263.1, XP_015428672.1	XP_001648022.2
OG0000417	XP_015431668.1	XP_001656516.2
OG0000417	XP_015437968.1	XP_001660338.2
OG0000418	XP_015432085.1	XP_001658954.1
OG0000418	XP_015440371.1	XP_021700067.1
OG0000419	XP_015433820.1	XP_001650207.1
OG0000420	XP_015431289.1	XP_001654248.2, XP_001663090.2, XP_001663089.2
OG0000421	XP_015432218.1	XP_021710730.1
OG0000422	XP_015439981.1	XP_021695345.1
OG0000423	XP_015430628.1	XP_021700803.1, XP_021700802.1, XP_001654139.1, XP_001654140.1
OG0000424	XP_015433765.1	XP_001660884.1, XP_001660885.1
OG0000425	XP_015439601.1, XP_015439599.1	XP_001661159.1
OG0000426	XP_015435125.1	XP_001648511.1, XP_021706083.1
OG0000427	XP_015440151.1	XP_021693479.1
OG0000428	XP_015439352.1	XP_001652376.3
OG0000428	XP_015434708.1	XP_021713276.1
OG0000429	XP_015439988.1	XP_021708592.1
OG0000430	XP_015432989.1, XP_015429785.1	XP_001651734.2
OG0000431	XP_015433474.1	XP_001654510.2, XP_021699064.1, XP_001654511.2, XP_021699065.1, XP_011493547.2, XP_021694254.1, XP_021699035.1, XP_021695235.1
OG0000432	XP_015430495.1	XP_021693214.1, XP_001660788.2
OG0000434	XP_015440332.1	XP_021706134.1, XP_021706133.1, XP_021707113.1, XP_021707115.1
OG0000436	XP_015437472.1, XP_015437475.1	XP_021707245.1, XP_021707240.1
OG0000436	XP_015437482.1	XP_001648952.2
OG0000437	XP_015437559.1, XP_015437558.1, XP_015437557.1	XP_001652247.1
OG0000438	XP_015433362.1, XP_015433348.1	XP_021707499.1
OG0000439	XP_015439918.1	XP_021708260.1
OG0000440	XP_015430611.1	XP_021693136.1
OG0000441	XP_015428778.1	XP_021703713.1, XP_021703712.1, XP_021703709.1, XP_021703711.1
OG0000442	XP_015431478.1	XP_021698175.1, XP_021698170.1
OG0000443	XP_015438231.1	XP_021696026.1
OG0000444	XP_015437287.1	XP_001659746.2
OG0000445	XP_015432260.1	XP_021701995.1, XP_021701992.1, XP_021701996.1, XP_021701994.1
OG0000445	XP_015432261.1	XP_021701997.1
OG0000446	XP_015429506.1	XP_021703072.1, XP_021703048.1, XP_021703054.1, XP_001658093.2, XP_021703060.1
OG0000447	XP_015430478.1	XP_001660470.2, XP_001660472.2
OG0000448	XP_015440001.1	XP_001649735.1
OG0000449	XP_015437325.1	XP_001652874.1
OG0000451	XP_015428735.1, XP_015428736.1, XP_015428737.1	XP_001655826.2
OG0000452	XP_015437321.1	XP_001648925.2
OG0000452	XP_015429805.1	XP_001648027.2
OG0000453	XP_015439003.1	XP_021697495.1
OG0000454	XP_015432223.1	XP_021706461.1
OG0000455	XP_015432676.1	XP_001652284.1, XP_021706466.1, XP_021706467.1
OG0000456	XP_015438176.1	XP_001654206.1, XP_001654207.2, XP_001650194.1
OG0000457	XP_015430282.1	XP_021706429.1, XP_021711607.1, XP_021711608.1
OG0000458	XP_015433077.1	XP_001660837.1
OG0000459	XP_015439579.1	XP_021706301.1, XP_021706296.1, XP_021706297.1, XP_021706298.1, XP_021706299.1, XP_021706300.1, XP_021706302.1
OG0000460	XP_015435422.1	XP_001649855.2
OG0000460	XP_015435423.1	XP_021705970.1, XP_021705971.1
OG0000461	XP_015432294.1	XP_021695522.1
OG0000462	XP_015439365.1	XP_001661490.1
OG0000463	XP_015435313.1, XP_015435314.1, XP_015435305.1	XP_021701569.1, XP_021701573.1, XP_001658986.1, XP_021702949.1
OG0000466	XP_015429220.1	XP_021701291.1, XP_021701290.1, XP_021701289.1, XP_021701288.1, XP_021701299.1, XP_021701298.1, XP_021701297.1, XP_001648093.1, XP_001648092.1, XP_001648088.2, XP_021701300.1
OG0000467	XP_015437761.1	XP_021704958.1
OG0000468	XP_015434849.1	XP_021701552.1
OG0000469	XP_015431772.1	XP_001657083.2
OG0000470	XP_015432130.1	XP_021703041.1, XP_021703042.1, XP_001658302.1
OG0000471	XP_015435730.1, XP_015436283.1, XP_015436162.1	XP_021702045.1, XP_011493210.1
OG0000472	XP_015429983.1	XP_021694230.1, XP_021694226.1, XP_021694200.1, XP_021694194.1, XP_021694186.1, XP_021694182.1, XP_021694212.1, XP_021694219.1, XP_021694207.1, XP_021694174.1
OG0000475	XP_015432455.1	XP_001658443.1
OG0000476	XP_015431600.1	XP_001651876.1
OG0000477	XP_015439894.1	XP_001653252.2, XP_021698468.1
OG0000477	XP_015435437.1	XP_021705457.1
OG0000478	XP_015437208.1	XP_021710495.1
OG0000479	XP_015437281.1	XP_021699545.1, XP_021699548.1, XP_021699547.1, XP_021699553.1, XP_021699551.1, XP_021699552.1, XP_021699549.1, XP_021699550.1, XP_021704290.1
OG0000480	XP_015433561.1	XP_001647877.2, XP_021707116.1, XP_021709330.1, XP_001647875.1, XP_001647874.3
OG0000482	XP_015429591.1	XP_021709780.1, XP_021709778.1, XP_021709784.1, XP_021709783.1, XP_021709782.1, XP_021709781.1, XP_021709786.1, XP_021709785.1, XP_021709779.1, XP_021700824.1, XP_001652443.1, XP_021702781.1, XP_021702769.1
OG0000483	XP_015435369.1	XP_021710437.1, XP_001651282.2, XP_001651280.2, XP_001651281.2, XP_001651279.2
OG0000484	XP_015433166.1	XP_001655592.2
OG0000485	XP_015429741.1, XP_015429690.1	XP_021702534.1, XP_001649650.1
OG0000486	XP_015436437.1	XP_021695997.1
OG0000487	XP_015440145.1, XP_015440057.1, XP_015440058.1	XP_021695383.1, XP_001648267.1, XP_021695379.1
OG0000488	XP_015436500.1	XP_021704843.1, XP_021704842.1, XP_021704841.1
OG0000489	XP_015429761.1	XP_021710339.1, XP_021710340.1, XP_001651533.1
OG0000490	XP_015428411.1	XP_021705413.1
OG0000491	XP_015434278.1	XP_001659566.1, XP_021711040.1, XP_021711043.1, XP_021711042.1, XP_021711045.1, XP_021711044.1, XP_021711047.1, XP_021711046.1, XP_021711049.1, XP_021711048.1, XP_021711038.1, XP_021711039.1, XP_021711036.1, XP_021711037.1, XP_021711034.1, XP_021711035.1, XP_021711051.1, XP_021711050.1, XP_021711053.1, XP_021711041.1, XP_021711052.1
OG0000492	XP_015435792.1	XP_021700463.1, XP_021700462.1, XP_001658450.1
OG0000493	XP_015438423.1	XP_021706430.1
OG0000495	XP_015429963.1	XP_001648105.2
OG0000496	XP_015430038.1, XP_015430037.1	XP_001663387.2
OG0000497	XP_015428876.1	XP_021695023.1
OG0000497	XP_015440098.1	XP_021702634.1
OG0000498	XP_015430515.1	XP_001661660.2
OG0000499	XP_015432026.1	XP_001661019.1
OG0000500	XP_015432044.1	XP_021694568.1, XP_021694566.1, XP_021694563.1
OG0000501	XP_015438706.1	XP_001653016.2, XP_021703695.1
OG0000501	XP_015438636.1	XP_021694596.1, XP_021694597.1
OG0000502	XP_015435832.1	XP_001656851.2
OG0000503	XP_015435885.1	XP_001654241.1, XP_001654242.1, XP_001654243.1
OG0000504	XP_015435805.1, XP_015435768.1	XP_021703514.1, XP_021703513.1, XP_021701404.1
OG0000505	XP_015439188.1	XP_021702952.1
OG0000506	XP_015429036.1, XP_015433753.1	XP_021701340.1
OG0000507	XP_015429104.1, XP_015429116.1	XP_001650838.1
OG0000508	XP_015436217.1	XP_001651210.2
OG0000509	XP_015436969.1	XP_001653284.2, XP_001653283.2, XP_001653282.2, XP_001663616.1, XP_021711678.1, XP_001658576.2
