Orthogroup	Dufourea_novaeangliae	Solenopsis_invicta
OG0000172	XP_015432146.1	XP_039313711.1
OG0000173	XP_015434867.1, XP_015434866.1, XP_015434871.1, XP_015434870.1, XP_015434869.1, XP_015434868.1	XP_025993243.1, XP_011165836.1, XP_039304290.1, XP_011165837.1, XP_011165835.1
OG0000174	XP_015438965.1	XP_025991237.1, XP_025991236.1, XP_025991235.1, XP_025991234.1, XP_025991233.1, XP_039302167.1, XP_039302166.1
OG0000175	XP_015437422.1, XP_015437423.1	XP_039302006.1, XP_039302007.1, XP_011157853.1
OG0000176	XP_015428971.1	XP_025986721.1
OG0000177	XP_015435549.1	XP_025993788.1
OG0000177	XP_015435485.1	XP_011167661.1
OG0000178	XP_015438494.1	XP_011165136.1
OG0000179	XP_015436506.1	XP_039308745.1
OG0000179	XP_015434426.1	XP_011164111.1
OG0000180	XP_015430454.1, XP_015430456.1, XP_015430455.1, XP_015430457.1	XP_011166951.1, XP_011166952.1, XP_025986052.1, XP_025986051.1
OG0000181	XP_015440531.1	XP_025994298.1, XP_025994299.1, XP_039312812.1, XP_039312813.1, XP_011169149.1, XP_011169148.1
OG0000182	XP_015436232.1	XP_011171027.1, XP_039307169.1, XP_039307168.1, XP_039307167.1, XP_039307166.1, XP_025991013.1
OG0000183	XP_015431052.1	XP_011173713.1, XP_011173715.1
OG0000183	XP_015435715.1	XP_025992667.1
OG0000184	XP_015432847.1	XP_039308158.1, XP_039308138.1, XP_039308136.1
OG0000185	XP_015434133.1	XP_011158491.1, XP_011158492.1
OG0000185	XP_015434039.1	XP_039315703.1, XP_039315704.1, XP_039315705.1, XP_039315702.1
OG0000186	XP_015434985.1, XP_015434960.1, XP_015434988.1, XP_015434990.1	XP_039303622.1, XP_025989743.2, XP_011172186.2, XP_039302616.1, XP_011172178.2, XP_011172155.1, XP_025989742.2, XP_011172133.1
OG0000187	XP_015436316.1	XP_039309150.1, XP_011165088.1, XP_011165087.1
OG0000188	XP_015428433.1	XP_039308892.1, XP_039308891.1, XP_039308889.1, XP_039308888.1
OG0000188	XP_015431689.1	XP_011168465.1
OG0000189	XP_015429076.1	XP_011170993.1, XP_039306223.1
OG0000190	XP_015440287.1, XP_015440288.1, XP_015440289.1	XP_011166168.1, XP_039304064.1, XP_025988559.1
OG0000191	XP_015434794.1	XP_039315120.1, XP_011164616.2
OG0000192	XP_015433091.1	XP_039310511.1, XP_039310512.1, XP_039310513.1, XP_039310514.1, XP_025989114.2, XP_025989113.2, XP_011155855.2
OG0000194	XP_015439485.1	XP_039304800.1
OG0000194	XP_015439482.1	XP_011158373.2
OG0000194	XP_015439487.1	XP_025992171.1, XP_039304703.1
OG0000195	XP_015432263.1, XP_015432088.1	XP_025990073.1, XP_011155425.1, XP_011155426.1, XP_011155427.1, XP_039308628.1
OG0000196	XP_015432167.1	XP_039306717.1, XP_011171411.1, XP_011171412.1, XP_039306716.1
OG0000196	XP_015437821.1	XP_011161482.2
OG0000197	XP_015439072.1, XP_015439073.1, XP_015439149.1	XP_011157191.1
OG0000199	XP_015435599.1	XP_011165422.2, XP_011165427.2, XP_039305866.1, XP_039306015.1, XP_039306014.1, XP_025986794.1, XP_011158963.2, XP_011165426.2, XP_039305878.1, XP_011176328.2, XP_025986782.1, XP_011158964.2, XP_039306012.1, XP_025986804.2, XP_039305620.1, XP_039306018.1, XP_025986792.2, XP_025986790.2, XP_025986791.2, XP_039305823.1, XP_039305738.1, XP_039305739.1, XP_025995023.2, XP_039305615.1, XP_039305580.1, XP_039305527.1, XP_039305898.1, XP_039305927.1, XP_025986822.2, XP_025995029.2, XP_025995030.2, XP_039305692.1, XP_039305703.1, XP_039305561.1, XP_025995028.2, XP_039301743.1, XP_039301738.1, XP_039306017.1, XP_039306005.1, XP_025995190.2, XP_011155917.2, XP_039306011.1, XP_039305555.1, XP_039305553.1, XP_039305552.1, XP_039305551.1, XP_025986677.2, XP_039305197.1, XP_039306008.1, XP_039305196.1, XP_011155915.3, XP_011158962.2, XP_011158961.2, XP_011158960.2, XP_025986793.1, XP_039310897.1, XP_011173265.1
OG0000200	XP_015435653.1	XP_011170758.1
OG0000200	XP_015438807.1, XP_015438810.1	XP_011168061.1, XP_011168064.1
OG0000201	XP_015438380.1	XP_025990401.2
OG0000201	XP_015438436.1	XP_039308817.1, XP_011165064.3, XP_039308820.1, XP_011165062.1, XP_011165070.2, XP_011165069.2
OG0000202	XP_015434898.1	XP_025988731.1
OG0000202	XP_015433874.1	XP_025993071.1
OG0000203	XP_015429928.1	XP_011160113.1, XP_011160112.1
OG0000204	XP_015428607.1	XP_011157986.2, XP_039310926.1, XP_039310928.1, XP_039310930.1, XP_039310927.1, XP_025986662.2, XP_025986663.1, XP_011157989.1, XP_039310924.1, XP_025986661.1, XP_011157991.1
OG0000205	XP_015435790.1	XP_011168746.1, XP_039308307.1
OG0000206	XP_015432679.1	XP_025988777.2, XP_039314221.1, XP_039314222.1
OG0000206	XP_015432778.1, XP_015432779.1	XP_039314588.1, XP_039314587.1, XP_039314586.1, XP_039302134.1, XP_039302063.1, XP_011172221.2, XP_011172346.2, XP_025993307.2
OG0000207	XP_015437049.1	XP_025996998.1
OG0000207	XP_015434683.1	XP_011156648.1
OG0000207	XP_015434682.1	NP_001291516.1
OG0000208	XP_015434613.1	XP_011156625.1
OG0000208	XP_015428530.1, XP_015428529.1	XP_039313116.1, XP_039313117.1
OG0000209	XP_015436163.1	XP_011160517.1, XP_011160520.1
OG0000210	XP_015440351.1	XP_039301699.1
OG0000210	XP_015428957.1	XP_011157224.2
OG0000210	XP_015439732.1	XP_025991680.2
OG0000212	XP_015430967.1	XP_011175849.1
OG0000212	XP_015430965.1, XP_015430966.1	XP_011175847.2
OG0000213	XP_015428729.1	XP_039307097.1, XP_039307100.1, XP_039307098.1, XP_039307099.1, XP_039307096.1
OG0000214	XP_015435958.1	XP_011162082.1
OG0000214	XP_015428442.1	XP_025990048.1, XP_025990047.1
OG0000215	XP_015432430.1	XP_025993451.1, XP_039314411.1, XP_011167858.1
OG0000215	XP_015432437.1	XP_011167862.1, XP_039314414.1, XP_039314413.1, XP_011167867.1, XP_039314640.1
OG0000216	XP_015431904.1	XP_011163750.1
OG0000217	XP_015437152.1	XP_011155464.2
OG0000218	XP_015434934.1, XP_015434933.1	XP_011160002.1, XP_011160001.1, XP_011160003.1, XP_011160000.1
OG0000219	XP_015434863.1, XP_015434855.1	XP_011168754.1, XP_011168753.1, XP_011168751.1, XP_011168750.1, XP_011168748.1
OG0000220	XP_015435676.1, XP_015435677.1	XP_039306555.1, XP_039306557.1, XP_039306558.1, XP_039306556.1, XP_039306554.1, XP_011172901.1
OG0000223	XP_015433759.1	XP_011166243.1
OG0000223	XP_015437890.1	XP_011158143.1
OG0000225	XP_015430669.1, XP_015430668.1, XP_015430670.1	XP_011163590.1, XP_011163589.1, XP_039304922.1
OG0000225	XP_015430654.1	XP_011163592.1
OG0000226	XP_015432295.1	XP_025988435.1
OG0000226	XP_015432297.1	XP_025988429.1
OG0000227	XP_015438705.1	XP_025988617.1, XP_025988616.1
OG0000228	XP_015440284.1	XP_039309072.1, XP_039311279.1, XP_039310271.1, XP_011163688.1, XP_039303960.1, XP_039311154.1, XP_039303552.1, XP_011171244.1
OG0000228	XP_015438890.1	XP_039311970.1, XP_039304297.1
OG0000228	XP_015440282.1	XP_025997477.2, XP_039304823.1, XP_039308733.1, XP_039302912.1, XP_039304364.1
OG0000229	XP_015437954.1	XP_011167118.1
OG0000230	XP_015428614.1, XP_015428616.1, XP_015428615.1	XP_039310937.1, XP_011157985.1
OG0000231	XP_015438519.1	XP_039311197.1, XP_025994418.1, XP_025994419.1, XP_025994417.1
OG0000232	XP_015439264.1	XP_011161208.1, XP_011161207.1
OG0000233	XP_015435413.1, XP_015435414.1	XP_011165376.2, XP_011165374.2, XP_011165377.1, XP_011165378.1, XP_011165383.1, XP_025993530.1, XP_011165381.1, XP_011165400.1, XP_025993534.2
OG0000234	XP_015436761.1	XP_039301750.1, XP_039301749.1, XP_025986027.1, XP_025986025.2, XP_025986029.1, XP_025986030.1, XP_025986032.1, XP_025986033.1, XP_025986034.1, XP_025992614.1
OG0000235	XP_015433084.1	XP_039301746.1, XP_011176069.1, XP_011176072.1, XP_011176068.1
OG0000236	XP_015433151.1	XP_011164467.1
OG0000236	XP_015433153.1	XP_025993904.1
OG0000237	XP_015438769.1	XP_025992756.2
OG0000239	XP_015432329.1	XP_011164898.1, XP_011164905.1, XP_039315084.1, XP_039313572.1, XP_025986634.2, XP_025986633.2, XP_025986632.2
OG0000240	XP_015434475.1	XP_039315157.1, XP_011160092.3, XP_011160096.2, XP_011160089.1, XP_039309756.1, XP_011160938.2, XP_039309767.1, XP_039309764.1, XP_011160940.2, XP_039309765.1, XP_039309199.1, XP_039309198.1, XP_025992868.2, XP_025992871.2
OG0000241	XP_015435537.1, XP_015436630.1	XP_011175763.2
OG0000243	XP_015436725.1	XP_039301690.1, XP_039301691.1, XP_011170229.2, XP_039312287.1, XP_039312290.1, XP_011163953.1, XP_039304163.1, XP_011166868.1, XP_011166866.1, XP_011166867.2
OG0000244	XP_015439085.1	XP_039306518.1, XP_011175201.1, XP_011175202.1
OG0000245	XP_015437253.1, XP_015435215.1	XP_011162616.1
OG0000246	XP_015438662.1	XP_011161827.1, XP_039303228.1
OG0000246	XP_015438684.1	XP_039302793.1, XP_039302661.1
OG0000248	XP_015437282.1	XP_025995392.1
OG0000249	XP_015431145.1	XP_011156910.2
OG0000249	XP_015431096.1	XP_039306219.1
OG0000249	XP_015431100.1	XP_011156908.1, XP_011174006.1
OG0000250	XP_015428900.1	XP_011161725.1, XP_025995993.1, XP_025995992.1
OG0000250	XP_015428865.1	XP_011156530.2
OG0000251	XP_015428959.1	XP_011157217.1
OG0000251	XP_015432104.1	XP_011175696.1
OG0000252	XP_015430094.1, XP_015430087.1, XP_015430103.1	XP_025997250.1
OG0000253	XP_015430007.1	XP_039309534.1
OG0000254	XP_015435101.1	XP_011166638.1
OG0000254	XP_015440243.1	XP_011155529.1
OG0000255	XP_015440437.1	XP_039307633.1, XP_011165456.1, XP_011165455.1, XP_039307648.1, XP_039303212.1, XP_039301859.1, XP_039301860.1, XP_039304117.1, XP_039307649.1, XP_039301858.1, XP_011155980.2
OG0000255	XP_015436124.1	XP_011171007.1
OG0000256	XP_015435282.1, XP_015435281.1	XP_011169053.1, XP_011169052.1
OG0000257	XP_015439225.1	XP_039314679.1
OG0000257	XP_015439223.1	XP_039314645.1
OG0000258	XP_015434872.1	XP_025992647.1, XP_039303185.1, XP_039302453.1, XP_025996520.1, XP_025992648.1, XP_011164418.2
OG0000260	XP_015438781.1	XP_039306355.1
OG0000261	XP_015431688.1	XP_011163661.1, XP_039305380.1, XP_011163662.1
OG0000263	XP_015438831.1, XP_015438832.1, XP_015438830.1	XP_011170654.1, XP_011170655.1, XP_011170657.1, XP_011170656.1, XP_011170653.1
OG0000264	XP_015438044.1	XP_039306192.1
OG0000264	XP_015429295.1, XP_015429294.1	XP_011165046.1
OG0000265	XP_015429094.1	XP_011163230.1, XP_011172089.2, XP_025991743.1
OG0000265	XP_015429075.1	XP_011172088.1
OG0000266	XP_015433228.1	XP_011163945.2
OG0000266	XP_015431896.1	XP_011167747.1
OG0000268	XP_015439427.1	XP_011158225.1, XP_011158224.1
OG0000269	XP_015440166.1	XP_011176251.1, XP_011176253.1, XP_025987467.1, XP_025987468.1, XP_025987465.1, XP_025987466.1, XP_025987463.1, XP_025987464.1
OG0000270	XP_015429298.1	XP_025992265.1
OG0000270	XP_015429562.1	XP_011166273.1
OG0000271	XP_015431651.1	NP_001291526.1, XP_025988373.1
OG0000271	XP_015429507.1	XP_011161787.2
OG0000272	XP_015430061.1	XP_025989138.1
OG0000272	XP_015438983.1	XP_011157845.2
OG0000273	XP_015436896.1, XP_015436881.1	XP_011169097.2, XP_011169099.2, XP_025988447.2, XP_011169096.2
OG0000274	XP_015433358.1	XP_039314283.1, XP_039314280.1, XP_039314281.1, XP_025988766.1, XP_025988765.1, XP_025988767.1, XP_039314282.1
OG0000275	XP_015433891.1	XP_039313032.1, XP_039313033.1, XP_039313034.1
OG0000276	XP_015432586.1	XP_025988816.1, XP_011164236.1
OG0000277	XP_015430231.1	XP_011157342.1
OG0000278	XP_015431164.1	XP_011164304.1, XP_011164305.1
OG0000279	XP_015432369.1	XP_025993822.1, XP_025993819.1, XP_025993821.1, XP_025993820.1, XP_039309319.1, XP_011164446.1, XP_039309318.1
OG0000281	XP_015432612.1	XP_011164399.1
OG0000281	XP_015439997.1	XP_011170774.2
OG0000281	XP_015439712.1	XP_011170785.2
OG0000283	XP_015440094.1	XP_039302806.1
OG0000284	XP_015429852.1	XP_025994994.1
OG0000284	XP_015438214.1	XP_011161425.1
OG0000285	XP_015436920.1, XP_015436921.1	XP_039311592.1, XP_011176371.1, XP_011176378.1, XP_011176361.1
OG0000286	XP_015436588.1, XP_015436589.1	XP_011158397.1, XP_011158395.1, XP_011158398.1, XP_025991394.1
OG0000287	XP_015438255.1	XP_011165803.1
OG0000287	XP_015438180.1	XP_011165802.1
OG0000288	XP_015435796.1	XP_011167249.2
OG0000288	XP_015439791.1	XP_039314771.1
OG0000289	XP_015432866.1, XP_015432868.1, XP_015432869.1, XP_015432870.1, XP_015432867.1	XP_039313629.1, XP_039313627.1, XP_011166676.1, XP_025994274.1, XP_011166677.1, XP_011166680.1, XP_011166679.1
OG0000290	XP_015429200.1	XP_011170099.1
OG0000291	XP_015433145.1	XP_011165283.1
OG0000291	XP_015433144.1	XP_011165472.3
OG0000292	XP_015429696.1	XP_039302767.1, XP_011157418.1, XP_025993038.1, XP_025993037.1, XP_025993036.1, XP_025993035.1, XP_039302766.1
OG0000293	XP_015434629.1	XP_039305187.1
OG0000294	XP_015428977.1	XP_039305591.1, XP_039305577.1, XP_039305938.1, XP_039305191.1
OG0000295	XP_015433330.1, XP_015433328.1, XP_015433329.1	XP_011157721.3
OG0000296	XP_015434298.1	XP_039313607.1
OG0000297	XP_015429556.1	XP_039312929.1
OG0000298	XP_015433364.1	XP_011163496.1, XP_039314927.1, XP_039314926.1, XP_011163495.1
OG0000299	XP_015435404.1	XP_011168755.2, XP_039308295.1, XP_011168756.2
OG0000300	XP_015437092.1, XP_015437090.1, XP_015437089.1	XP_039309883.1
OG0000301	XP_015428488.1	XP_011170516.1, XP_039304166.1
OG0000301	XP_015434699.1	XP_011156580.1
OG0000302	XP_015438406.1	XP_039311789.1
OG0000303	XP_015435487.1	XP_039312848.1
OG0000303	XP_015435547.1	XP_039302513.1
OG0000304	XP_015430485.1	XP_039302604.1, XP_011175853.1
OG0000305	XP_015434461.1	XP_011161793.1
OG0000305	XP_015432811.1	XP_011165476.2
OG0000306	XP_015439792.1, XP_015439652.1	XP_025988786.1, XP_011170424.1, XP_039314289.1
OG0000307	XP_015428477.1	XP_039315186.1, XP_039309355.1, XP_039315188.1, XP_039315187.1, XP_039309356.1, XP_039309357.1
OG0000308	XP_015438475.1	XP_025990312.1, XP_039306101.1, XP_025990313.1, XP_039306095.1, XP_039306092.1, XP_039306103.1
OG0000309	XP_015430291.1	XP_039314088.1, XP_025995008.1, XP_025995007.1, XP_025995009.1
OG0000310	XP_015435023.1	XP_011158546.1, XP_011158544.1, XP_039302548.1, XP_039302551.1, XP_039302550.1, XP_039302549.1, XP_039302552.1, XP_039302553.1
OG0000311	XP_015428715.1	XP_025991643.1, XP_011161322.1, XP_039314394.1, XP_039301666.1, XP_039301665.1, XP_011162412.2, XP_039308731.1, XP_011161325.1, XP_039306127.1, XP_025997312.1, XP_011175170.1, XP_039306544.1, XP_039306543.1, XP_011175275.1, XP_039306140.1, XP_039306124.1, XP_039306125.1, XP_039306123.1, XP_039306134.1, XP_039306133.1, XP_039306137.1, XP_039315137.1
OG0000312	XP_015431093.1	XP_011173333.1
OG0000313	XP_015433511.1	XP_011175815.1
OG0000314	XP_015430171.1	XP_039310823.1
OG0000315	XP_015429602.1, XP_015429443.1	XP_011156600.1, XP_011167657.2, XP_011167650.2, XP_011167653.1, XP_039312601.1, XP_011167658.1, XP_011167651.2, XP_011167652.1, XP_011167649.1
OG0000316	XP_015438634.1	XP_011165933.1
OG0000316	XP_015431212.1	XP_025989686.2
OG0000317	XP_015438869.1	XP_025995413.2, XP_039313826.1, XP_011162316.2, XP_011162315.2, XP_025995412.2
OG0000318	XP_015432674.1	XP_011176294.1
OG0000319	XP_015437316.1	XP_011169063.1, XP_011169064.1, XP_011169065.1
OG0000320	XP_015434182.1	XP_011157059.2, XP_011159342.1, XP_011159343.1, XP_011159341.1, XP_039304572.1
OG0000321	XP_015438194.1	XP_011172456.1, XP_011172453.1, XP_039314100.1
OG0000323	XP_015436562.1	XP_011162498.1, XP_039310186.1, XP_039310184.1, XP_039310185.1
OG0000324	XP_015440416.1	XP_039304925.1, XP_039304936.1
OG0000324	XP_015440322.1	XP_011168296.2
OG0000325	XP_015433942.1	XP_025995957.2
OG0000326	XP_015436335.1	XP_011155856.1, XP_025991274.1, XP_025991272.1, XP_025991273.1
OG0000327	XP_015436510.1	XP_025990794.1, XP_025990791.2, XP_039306899.1, XP_025990793.1
OG0000329	XP_015430338.1, XP_015430339.1	XP_011174933.2, XP_011174925.1
OG0000330	XP_015434719.1	XP_011164096.1
OG0000330	XP_015431229.1, XP_015431230.1	XP_025989792.2, XP_011160312.2
OG0000332	XP_015431199.1, XP_015431198.1	XP_011173375.1, XP_011173377.1, XP_039305807.1
OG0000333	XP_015439205.1, XP_015431766.1	XP_039305276.1, XP_039305277.1
OG0000334	XP_015431428.1	XP_039308455.1, XP_039308454.1, XP_039306966.1, XP_039308429.1
OG0000335	XP_015428456.1	XP_011157762.1
OG0000336	XP_015428756.1, XP_015428757.1	XP_011164875.1, XP_011164877.1
OG0000336	XP_015434373.1	XP_025987058.2
OG0000337	XP_015437277.1	XP_011173365.2
OG0000338	XP_015432576.1	XP_011171807.1
OG0000338	XP_015439789.1	XP_011170750.1
OG0000339	XP_015439872.1	XP_011166134.1
OG0000339	XP_015428725.1	XP_011176133.1
OG0000340	XP_015435055.1	XP_025996699.2
OG0000341	XP_015436438.1, XP_015436439.1, XP_015436440.1, XP_015436441.1	XP_011160367.1
OG0000342	XP_015437294.1	XP_025992367.1
OG0000342	XP_015438850.1	XP_025986147.2
OG0000343	XP_015429049.1	XP_011172106.1
OG0000344	XP_015436838.1	XP_011171384.2, XP_011171383.2, XP_039306999.1
OG0000345	XP_015431497.1, XP_015431498.1	XP_011159940.2, XP_039311426.1, XP_011159942.2, XP_011159941.2
OG0000347	XP_015434738.1	XP_039311376.1
OG0000348	XP_015430085.1	XP_025991268.1, XP_025991269.1, XP_039310127.1
OG0000349	XP_015430394.1	XP_039313919.1, XP_039313920.1, XP_039313917.1, XP_039313918.1, XP_039313921.1, XP_039313922.1
OG0000350	XP_015435505.1, XP_015435506.1	XP_039308116.1, XP_039308118.1, XP_039308117.1, XP_039308119.1, XP_011159774.1, XP_011159775.1
OG0000351	XP_015434218.1, XP_015434268.1	XP_011175689.2, XP_039313432.1, XP_039313431.1, XP_039313430.1, XP_039313429.1
OG0000352	XP_015431829.1	XP_011167136.1
OG0000356	XP_015436405.1	XP_039310530.1
OG0000357	XP_015434164.1, XP_015434163.1	XP_039307123.1
OG0000358	XP_015429959.1, XP_015429961.1	XP_011168327.1, XP_011168326.1
OG0000360	XP_015439359.1	XP_011159166.1, XP_011159170.1, XP_011159171.1, XP_011159172.1, XP_039311705.1, XP_011159167.1
OG0000361	XP_015432508.1	XP_025988581.1
OG0000362	XP_015430004.1	XP_011164453.2
OG0000362	XP_015430005.1, XP_015430006.1	XP_025995044.1
OG0000363	XP_015433747.1	XP_011175928.2
OG0000363	XP_015433738.1	XP_025985928.1
OG0000364	XP_015439810.1	XP_039304986.1, XP_039304985.1, XP_025995086.1, XP_025995085.1, XP_025995084.1, XP_025995083.1
OG0000365	XP_015436626.1	XP_039306342.1
OG0000367	XP_015431427.1, XP_015431426.1, XP_015431425.1	XP_039311291.1, XP_039308453.1, XP_039308452.1
OG0000368	XP_015434717.1	XP_025990031.1
OG0000368	XP_015434755.1, XP_015434748.1	XP_025993896.1, XP_025993895.1, XP_039303919.1
OG0000369	XP_015439388.1	XP_039304506.1, XP_039304503.1, XP_025996134.1
OG0000369	XP_015436596.1	XP_011160293.2
OG0000370	XP_015431054.1	XP_039306345.1
OG0000371	XP_015434902.1	XP_039311901.1
OG0000372	XP_015428534.1	XP_039313284.1
OG0000372	XP_015434144.1	XP_011166761.1, XP_039309517.1
OG0000375	XP_015438184.1	XP_025996689.1, XP_039307908.1, XP_039307909.1
OG0000376	XP_015438463.1	XP_011174039.1, XP_011174046.1, XP_011174051.1, XP_011174059.1, XP_025996341.1
OG0000377	XP_015429723.1	XP_039310371.1
OG0000378	XP_015436731.1	XP_011175590.1, XP_039313390.1
OG0000379	XP_015432620.1	XP_039308901.1, XP_039308903.1, XP_025991307.1, XP_025991305.1, XP_025991306.1, XP_025991304.1
OG0000380	XP_015430841.1, XP_015430849.1	XP_039310569.1, XP_039310570.1, XP_039310568.1, XP_011171156.1, XP_025992903.1
OG0000381	XP_015436144.1	XP_039307216.1
OG0000381	XP_015435054.1	XP_039302634.1
OG0000382	XP_015438431.1	XP_011170984.1
OG0000382	XP_015430799.1	XP_011162104.2
OG0000383	XP_015438151.1, XP_015439947.1, XP_015435224.1	XP_011162973.2
OG0000384	XP_015429068.1, XP_015429067.1, XP_015429069.1	XP_039303070.1
OG0000384	XP_015429058.1	XP_011157435.1
OG0000386	XP_015434823.1	XP_011167781.2
OG0000386	XP_015434824.1	XP_011167819.2
OG0000387	XP_015436567.1	XP_011161176.1, XP_039304263.1, XP_039301947.1
OG0000388	XP_015437504.1	XP_039308296.1, XP_039308297.1
OG0000388	XP_015437405.1	XP_011173346.1
OG0000389	XP_015435398.1, XP_015429308.1	XP_011165727.1, XP_011172675.1
OG0000390	XP_015433732.1	XP_039309504.1
OG0000391	XP_015431880.1	XP_011158667.1
OG0000394	XP_015429618.1	XP_039313718.1, XP_011165214.1
OG0000395	XP_015436053.1	XP_011163413.1
OG0000395	XP_015435778.1	XP_025991776.2
OG0000396	XP_015438347.1	XP_011157223.1
OG0000396	XP_015433533.1	XP_025988943.1
OG0000397	XP_015433099.1, XP_015433098.1, XP_015433097.1	XP_025988315.1, XP_025988314.1, XP_039309909.1, XP_025988313.1
OG0000398	XP_015438441.1, XP_015438442.1, XP_015438443.1	XP_011173312.2, XP_039306122.1
OG0000399	XP_015430976.1	XP_025986228.2, XP_039308214.1, XP_025986237.2, XP_025986223.2
OG0000400	XP_015432526.1, XP_015432594.1	XP_039301700.1, XP_039315603.1, XP_039315590.1, XP_039315597.1, XP_039315595.1, XP_039315596.1, XP_039315601.1, XP_039315599.1
OG0000402	XP_015428527.1	XP_011160235.1
OG0000403	XP_015432862.1	XP_039308132.1, XP_039308125.1, XP_039308124.1, XP_039308135.1
OG0000405	XP_015428940.1	XP_011176033.1, XP_011176032.1
OG0000406	XP_015438700.1	XP_025988073.2
OG0000406	XP_015438653.1	XP_011175524.1
OG0000407	XP_015435711.1	XP_011168687.1
OG0000407	XP_015435719.1	XP_039306565.1
OG0000408	XP_015437857.1	XP_011173210.1
OG0000408	XP_015433869.1	XP_011163908.1, XP_011163907.1
OG0000409	XP_015440215.1	XP_011155587.1
OG0000410	XP_015440327.1	XP_011176175.2
OG0000410	XP_015437545.1	XP_025986889.1
OG0000411	XP_015436878.1, XP_015436886.1	XP_011160223.1
OG0000411	XP_015429831.1	XP_025995923.1
OG0000412	XP_015434167.1	XP_039306107.1, XP_011172820.1
