Orthogroup	Dufourea_novaeangliae	Anopheles_gambiae
OG0000333	XP_015439205.1, XP_015431766.1	XP_312762.5, XP_003436384.1
OG0000334	XP_015431428.1	XP_314676.4
OG0000335	XP_015428456.1	XP_003436883.1, XP_316737.3
OG0000336	XP_015428756.1, XP_015428757.1, XP_015434373.1	XP_307640.4, XP_313669.5
OG0000337	XP_015437277.1	XP_308411.4, XP_001687921.1
OG0000338	XP_015432576.1	XP_316824.5
OG0000338	XP_015439789.1	XP_319663.4, XP_319430.4
OG0000339	XP_015439872.1	XP_312776.3
OG0000339	XP_015428725.1	XP_318978.3
OG0000340	XP_015438911.1	XP_320471.4
OG0000341	XP_015436438.1, XP_015436439.1, XP_015436440.1, XP_015436441.1	XP_319890.3
OG0000342	XP_015437294.1	XP_316483.4
OG0000342	XP_015438850.1	XP_315148.4
OG0000343	XP_015429049.1	XP_311526.4
OG0000344	XP_015436838.1	XP_001237160.2
OG0000345	XP_015431497.1, XP_015431498.1	XP_318033.4
OG0000347	XP_015434738.1	XP_319116.4
OG0000348	XP_015430085.1	XP_319147.4
OG0000349	XP_015430394.1	XP_309063.4
OG0000350	XP_015435505.1, XP_015435506.1	XP_308023.5
OG0000351	XP_015434218.1, XP_015434268.1	XP_321705.4
OG0000352	XP_015431829.1	XP_001687947.1, XP_308460.4
OG0000356	XP_015436405.1, XP_015436403.1, XP_015436404.1	XP_318661.2, XP_314462.2, XP_314108.4, XP_313271.1, XP_313719.3, XP_001687816.1
OG0000357	XP_015434164.1, XP_015434163.1	XP_319323.3
OG0000358	XP_015429959.1, XP_015429961.1	XP_315015.1
OG0000360	XP_015439359.1	XP_311565.4
OG0000361	XP_015432508.1	XP_320718.4
OG0000362	XP_015430004.1	XP_315999.4
OG0000362	XP_015430005.1, XP_015430006.1	XP_315998.4
OG0000363	XP_015433747.1	XP_310546.5
OG0000363	XP_015433738.1	XP_310545.4, XP_551277.4, XP_313887.5, XP_003435866.1, XP_001687778.2
OG0000364	XP_015439810.1	XP_319428.4, XP_308650.4
OG0000365	XP_015436626.1	XP_316149.4
OG0000366	XP_015432472.1	XP_001688691.1, XP_315611.3
OG0000367	XP_015431427.1, XP_015431426.1, XP_015431425.1	XP_561080.4, XP_313654.5
OG0000368	XP_015434755.1, XP_015434748.1	XP_310154.1
OG0000369	XP_015439388.1, XP_015436596.1	XP_559235.3, XP_311598.4
OG0000370	XP_015431054.1	XP_313875.2
OG0000371	XP_015434902.1	XP_316786.4
OG0000372	XP_015428534.1, XP_015434144.1	XP_310552.5, XP_003437022.1
OG0000375	XP_015438184.1	XP_314533.4
OG0000376	XP_015438463.1	XP_314270.5
OG0000377	XP_015429723.1	XP_321752.4
OG0000378	XP_015432063.1	XP_313201.4
OG0000379	XP_015432620.1	XP_311845.5, XP_003436359.1
OG0000380	XP_015430841.1, XP_015430849.1	XP_319182.3, XP_553933.2
OG0000381	XP_015436144.1	XP_003436397.1, XP_312797.5
OG0000381	XP_015435054.1	XP_309483.4
OG0000382	XP_015438431.1, XP_015430799.1	XP_317621.2
OG0000384	XP_015429068.1, XP_015429067.1, XP_015429069.1	XP_555061.3
OG0000384	XP_015429058.1	XP_320635.4
OG0000385	XP_015430155.1	XP_001237800.1, XP_316640.4
OG0000386	XP_015434825.1, XP_015434823.1, XP_015434824.1	XP_310698.4, XP_307577.3, XP_313941.3
OG0000387	XP_015436567.1	XP_315272.3, XP_315274.4, XP_315275.3
OG0000388	XP_015437504.1	XP_001237266.2
OG0000388	XP_015437405.1	XP_308405.3, XP_001687920.1
OG0000389	XP_015435398.1, XP_015429308.1	XP_318057.3, XP_307582.4
OG0000390	XP_015433732.1	XP_309960.4
OG0000391	XP_015431880.1	XP_311596.4
OG0000394	XP_015429618.1	XP_321253.4
OG0000395	XP_015436053.1, XP_015435778.1	XP_321695.5
OG0000396	XP_015438347.1	XP_319041.4, XP_321974.4, XP_320780.3
OG0000397	XP_015433099.1, XP_015433098.1, XP_015433097.1	XP_318514.3
OG0000398	XP_015438441.1, XP_015438442.1, XP_015438443.1	XP_309559.3
OG0000399	XP_015430976.1	XP_309168.4
OG0000400	XP_015432526.1, XP_015432594.1	XP_003435910.1, XP_321381.5
OG0000401	XP_015440081.1	XP_312250.5
OG0000402	XP_015428527.1	XP_316359.1, XP_316360.1
OG0000403	XP_015432862.1	XP_318819.3
OG0000405	XP_015428940.1	XP_318737.3
OG0000405	XP_015438542.1	XP_316198.4
OG0000406	XP_015438700.1	XP_001689338.1
OG0000406	XP_015438653.1	XP_307722.3, XP_001230565.1, XP_313255.4, XP_307721.3, XP_003436506.1, XP_313253.4
OG0000407	XP_015435692.1, XP_015435711.1, XP_015435719.1	XP_311485.3
OG0000408	XP_015433869.1	XP_320166.4
OG0000409	XP_015440215.1	XP_001238816.1, XP_003436394.1, XP_003436391.1, XP_003436393.1, XP_003436392.1
OG0000410	XP_015437545.1	XP_318590.3, XP_306537.3
OG0000411	XP_015436878.1, XP_015436886.1	XP_308807.4
OG0000411	XP_015429831.1	XP_310523.5
OG0000412	XP_015434167.1	XP_314315.3
OG0000412	XP_015434957.1	XP_003436454.1, XP_314252.4, XP_003436453.1
OG0000413	XP_015435296.1	XP_309828.4
OG0000414	XP_015435132.1	XP_311018.5
OG0000415	XP_015430865.1	XP_003436539.1, XP_313377.5
OG0000416	XP_015435263.1, XP_015428672.1	XP_308374.4
OG0000417	XP_015431668.1	XP_312988.5, XP_560742.5
OG0000417	XP_015437968.1	XP_560264.4
OG0000418	XP_015432085.1	XP_307899.5
OG0000418	XP_015440371.1	XP_313370.5
OG0000419	XP_015433820.1	XP_317521.4, XP_024667069.1
OG0000420	XP_015431289.1	XP_001687948.1, XP_564859.1, XP_316443.2, XP_316444.3
OG0000421	XP_015432218.1	XP_309225.5
OG0000423	XP_015430628.1	XP_319395.3
OG0000424	XP_015433765.1	XP_001688490.1, XP_313956.1, XP_001688486.1, XP_001688493.1, XP_001688491.1, XP_001688484.1, XP_001688492.1, XP_001688488.1, XP_001688489.1, XP_001688485.1, XP_001688487.1
OG0000425	XP_015439601.1, XP_015439599.1	XP_001688755.1, XP_315971.4
OG0000426	XP_015435125.1	XP_312914.4
OG0000427	XP_015440151.1	XP_003436270.1, XP_312058.4, XP_003436269.1, XP_003436268.1, XP_003436267.1
OG0000428	XP_015439352.1	XP_321512.5, XP_003435887.1, XP_561144.4
OG0000428	XP_015434708.1	XP_312088.4
OG0000429	XP_015439988.1	XP_319540.5
OG0000430	XP_015432989.1, XP_015429785.1	XP_557414.3
OG0000431	XP_015433474.1	XP_316294.4, XP_316291.4, XP_001688833.1, XP_001688831.1, XP_001688830.1, XP_001688700.1
OG0000432	XP_015430495.1	XP_001689031.1
OG0000434	XP_015440332.1	XP_311575.4, XP_001230815.2
OG0000436	XP_015437472.1, XP_015437475.1	XP_320338.4
OG0000436	XP_015437482.1	XP_313820.5
OG0000437	XP_015437559.1, XP_015437558.1, XP_015437557.1	XP_312425.3, XP_003436143.1
OG0000438	XP_015433362.1, XP_015433348.1	XP_311834.5
OG0000439	XP_015439918.1	XP_307918.5, XP_003436071.1, XP_003436072.1, XP_003436074.1, XP_003436073.1
OG0000440	XP_015430611.1	XP_562586.3, XP_003436584.1, XP_003436583.1, XP_003436582.1
OG0000441	XP_015428778.1	XP_310080.3
OG0000442	XP_015431478.1	XP_316879.5
OG0000443	XP_015438231.1	XP_309467.4, XP_308975.4
OG0000444	XP_015437287.1	XP_317600.4
OG0000445	XP_015432260.1	XP_319976.3
OG0000445	XP_015432261.1	XP_319978.4
OG0000446	XP_015429506.1	XP_309165.3
OG0000447	XP_015430478.1	XP_316880.5
OG0000448	XP_015440001.1	XP_319042.4
OG0000449	XP_015437325.1	XP_315614.2, XP_315615.2
OG0000451	XP_015428735.1, XP_015428736.1, XP_015428737.1	XP_003436509.1, XP_562364.3
OG0000452	XP_015437321.1	XP_311528.4
OG0000452	XP_015429805.1	XP_316654.3
OG0000453	XP_015439003.1	XP_308836.4, XP_001237142.2
OG0000454	XP_015432223.1	XP_001238331.2
OG0000455	XP_015432676.1	XP_317809.4
OG0000456	XP_015438176.1	XP_555204.2, XP_317211.3, XP_555205.1, XP_001237894.2
OG0000457	XP_015430282.1	XP_001238433.2, XP_321100.4, XP_321101.4
OG0000458	XP_015433077.1	XP_311395.2
OG0000459	XP_015439579.1	XP_311558.3
OG0000460	XP_015435422.1	XP_001688244.1
OG0000460	XP_015435423.1	XP_001688243.1
OG0000461	XP_015432294.1	XP_309203.5
OG0000462	XP_015439365.1	XP_321604.4, XP_003435861.1
OG0000463	XP_015435313.1, XP_015435314.1, XP_015435305.1	XP_319085.4, XP_321180.5, XP_309157.5
OG0000466	XP_015429220.1	XP_319990.2, XP_319998.2, XP_553153.2, XP_001689142.1, XP_318720.4
OG0000467	XP_015437761.1	XP_321775.5
OG0000468	XP_015434849.1	XP_318937.4
OG0000469	XP_015431772.1	XP_311819.3
OG0000470	XP_015432130.1	XP_317663.4, XP_317661.3, XP_317660.4
OG0000471	XP_015435730.1, XP_015436283.1, XP_015436162.1	XP_317381.3
OG0000472	XP_015429983.1	XP_003437138.1
OG0000475	XP_015432455.1	XP_319656.4
OG0000476	XP_015431600.1	XP_314173.1
OG0000477	XP_015435437.1	XP_313167.3, XP_313166.3, XP_003436755.1
OG0000478	XP_015437208.1	XP_320165.3
OG0000479	XP_015437281.1	XP_316228.4
OG0000480	XP_015433561.1	XP_307766.1, XP_307768.1, XP_307762.3, XP_307760.4
OG0000482	XP_015429591.1	XP_320255.4, XP_319851.4
OG0000483	XP_015435369.1	XP_311551.4, XP_311550.4, XP_559053.3
OG0000484	XP_015433166.1	XP_321460.4, XP_321461.4
OG0000485	XP_015429741.1, XP_015429690.1	XP_316898.4
OG0000486	XP_015436437.1	XP_564581.3
OG0000487	XP_015440145.1, XP_015440057.1, XP_015440058.1	XP_310954.5
OG0000488	XP_015436500.1	XP_561157.5, XP_314246.4
OG0000489	XP_015429761.1	XP_564036.3
OG0000490	XP_015428411.1	XP_320879.4
OG0000491	XP_015434278.1	XP_309956.4
OG0000492	XP_015435792.1	XP_001689170.1, XP_319114.3
OG0000493	XP_015438423.1	XP_313157.5
OG0000495	XP_015429963.1	XP_001688655.1, XP_315399.4
OG0000496	XP_015430038.1, XP_015430037.1	XP_001237119.2
OG0000497	XP_015428876.1	XP_001689344.2
OG0000497	XP_015440098.1	XP_314947.4
OG0000498	XP_015430515.1	XP_314112.3
OG0000499	XP_015432026.1	XP_553610.3
OG0000500	XP_015432044.1	XP_311090.5
OG0000501	XP_015438706.1	XP_310059.4
OG0000501	XP_015438636.1	XP_311103.5
OG0000502	XP_015435832.1	XP_308521.3
OG0000503	XP_015435885.1	XP_001237084.1, XP_001238802.1
OG0000504	XP_015435805.1, XP_015435768.1	XP_314690.4, XP_318891.4
OG0000505	XP_015439188.1	XP_001689117.2
OG0000506	XP_015429036.1, XP_015433753.1	XP_314755.4
OG0000507	XP_015429104.1, XP_015429116.1	XP_001238394.2, XP_001230950.3
OG0000508	XP_015436217.1	XP_320054.4
OG0000509	XP_015436969.1	XP_312654.5, XP_312655.5, XP_551967.2
OG0000510	XP_015435612.1, XP_015435613.1	XP_308808.4, XP_001688096.1
OG0000512	XP_015431214.1, XP_015431213.1	XP_003436909.1, XP_001237355.2, XP_566342.2, XP_311072.4, XP_001237356.2
OG0000513	XP_015433088.1	XP_552793.1
OG0000516	XP_015433990.1	XP_307965.4
OG0000517	XP_015429686.1, XP_015429710.1	XP_312302.3
OG0000518	XP_015439206.1	XP_308156.3, XP_001687847.1, XP_001687848.1
OG0000519	XP_015434468.1	XP_315418.4, XP_001688658.1, XP_001688657.1
OG0000520	XP_015429955.1	XP_314101.4
OG0000520	XP_015429974.1	XP_315538.3
OG0000521	XP_015437087.1	XP_310260.5
OG0000522	XP_015440397.1	XP_003436838.1, XP_003436837.1, XP_001238821.3
OG0000523	XP_015433083.1	XP_319932.4
OG0000524	XP_015431379.1	XP_321954.3, XP_320175.3
OG0000525	XP_015430382.1, XP_015430381.1	XP_313810.3
OG0000526	XP_015435087.1	XP_316916.3, XP_313700.4
OG0000527	XP_015437689.1, XP_015437690.1, XP_015437691.1	XP_001687795.1
OG0000528	XP_015431707.1	XP_001689312.2, XP_320991.5, XP_550752.3
OG0000529	XP_015436656.1, XP_015434457.1	XP_317672.2
OG0000533	XP_015438304.1	XP_309387.4
OG0000536	XP_015435368.1	XP_003436941.1
OG0000536	XP_015440431.1	XP_321152.5
OG0000537	XP_015440254.1	XP_315491.4
OG0000537	XP_015438836.1	XP_318625.3
OG0000537	XP_015439799.1	XP_318596.3
OG0000538	XP_015434765.1	XP_317268.4, XP_317267.4
OG0000540	XP_015432501.1	XP_001688697.1, XP_001688696.1, XP_315641.3, XP_001688698.1, XP_306771.3
OG0000543	XP_015437477.1	XP_003437124.1, XP_003437125.1, XP_316855.5
OG0000544	XP_015432517.1, XP_015432519.1, XP_015432521.1, XP_015432520.1, XP_015432518.1, XP_015432522.1	XP_308971.4
OG0000545	XP_015434858.1, XP_015431089.1	XP_313011.5, XP_307590.4
OG0000546	XP_015439508.1, XP_015439517.1	XP_318463.5, XP_001689122.2, XP_318467.5, XP_001231158.1
OG0000547	XP_015437695.1, XP_015437702.1	XP_311559.3, XP_309676.3
OG0000548	XP_015439405.1	XP_318181.3
OG0000549	XP_015436050.1	XP_317762.3
OG0000551	XP_015434437.1, XP_015434435.1	XP_565802.4
OG0000552	XP_015430423.1	XP_317397.3
OG0000553	XP_015429639.1	XP_550942.3, XP_003435963.1, XP_003435964.1
OG0000554	XP_015434889.1, XP_015434890.1	XP_313279.4
OG0000555	XP_015430604.1	XP_318655.2
OG0000556	XP_015433332.1, XP_015433331.1, XP_015433333.1	XP_315740.4
OG0000557	XP_015436178.1, XP_015436177.1	XP_309438.2
OG0000558	XP_015430419.1	XP_001230821.2
OG0000559	XP_015428439.1, XP_015428440.1, XP_015428441.1	XP_311035.4
OG0000560	XP_015434883.1	XP_312915.3
OG0000561	XP_015434544.1	XP_308116.4, XP_003436650.1
OG0000562	XP_015433405.1	XP_311518.4
OG0000563	XP_015439705.1	XP_320678.4
OG0000564	XP_015437714.1	XP_003437141.1, XP_001238804.3, XP_003437140.1
OG0000565	XP_015438914.1, XP_015434955.1	XP_558570.2, XP_001688519.1
OG0000567	XP_015435501.1, XP_015432904.1	XP_311354.2
OG0000568	XP_015430553.1	XP_001238825.3, XP_001238828.3, XP_001238827.3, XP_313857.3, XP_024667106.1, XP_003436840.1, XP_003436842.1, XP_003436843.1, XP_003436844.1, XP_003436845.1, XP_003436846.1
OG0000569	XP_015436835.1	XP_321951.2
OG0000569	XP_015436529.1	XP_321336.5
OG0000570	XP_015438303.1, XP_015438302.1, XP_015438301.1, XP_015438300.1, XP_015438299.1	XP_003436910.1, XP_003436911.1, XP_003436912.1, XP_566336.2
OG0000571	XP_015430209.1	XP_310604.5
OG0000572	XP_015432288.1	XP_319953.4, XP_313213.4
OG0000574	XP_015430534.1	XP_024667097.1
OG0000575	XP_015439510.1	XP_307788.5, XP_003436433.1, XP_318465.5, XP_003436687.1
OG0000576	XP_015432168.1	XP_555680.3, XP_317659.3
OG0000582	XP_015439735.1	XP_315519.4
OG0000584	XP_015440306.1	XP_001237856.2, XP_003436985.1, XP_310701.5
OG0000585	XP_015430694.1	XP_321716.4, XP_003435822.1
OG0000586	XP_015431489.1	XP_308512.4
OG0000587	XP_015437432.1	XP_309520.2
OG0000588	XP_015438642.1	XP_312032.5
OG0000589	XP_015434455.1	XP_001688736.1, XP_001688735.1, XP_315853.4
OG0000591	XP_015433846.1	XP_310353.5
OG0000591	XP_015440033.1	XP_307855.3
OG0000592	XP_015429806.1	XP_308389.4, XP_317633.3, XP_317638.4, XP_308390.4
OG0000593	XP_015431261.1	XP_309968.4, XP_309969.4
OG0000594	XP_015434546.1	XP_310412.7
OG0000595	XP_015432442.1	XP_309498.4
OG0000595	XP_015432492.1	XP_310612.5
OG0000596	XP_015429070.1, XP_015429106.1	XP_313021.5
OG0000597	XP_015438217.1	XP_314086.4
OG0000598	XP_015437496.1	XP_308205.4, XP_308207.2
OG0000598	XP_015437505.1	XP_309229.4, XP_003437180.1
OG0000599	XP_015433061.1, XP_015433063.1, XP_015433067.1	XP_315432.4
OG0000600	XP_015438367.1	XP_001238414.3
OG0000601	XP_015433201.1	XP_313009.1
OG0000601	XP_015433130.1	XP_313005.4
OG0000602	XP_015436076.1	XP_001689086.1, XP_318026.4
OG0000603	XP_015439412.1	XP_561377.5, XP_313270.4
OG0000604	XP_015436738.1, XP_015436758.1, XP_015436757.1	XP_312372.4, XP_003436156.1, XP_003436155.1, XP_003436158.1, XP_003436157.1
OG0000605	XP_015433720.1	XP_001689309.2, XP_312318.3
OG0000606	XP_015438085.1, XP_015438084.1, XP_015438086.1	XP_003436708.1, XP_309640.5
OG0000609	XP_015440194.1	XP_319246.4
OG0000611	XP_015433176.1, XP_015433175.1	XP_313775.4
OG0000612	XP_015437004.1	XP_317513.3
OG0000613	XP_015432916.1	XP_310601.5
OG0000614	XP_015433748.1	XP_321424.5
OG0000614	XP_015435590.1	XP_559011.3
OG0000615	XP_015430027.1, XP_015430036.1	XP_321045.5
OG0000616	XP_015433964.1	XP_311535.4
OG0000619	XP_015440418.1	XP_316024.4
OG0000620	XP_015431510.1, XP_015431511.1, XP_015431509.1	XP_552567.1
OG0000621	XP_015437746.1, XP_015437744.1, XP_015437743.1, XP_015437742.1, XP_015437745.1	XP_311411.3
OG0000622	XP_015433212.1, XP_015433214.1, XP_015433213.1	XP_563974.2
OG0000623	XP_015432743.1, XP_015432744.1, XP_015432742.1	XP_321862.3
OG0000624	XP_015432546.1	XP_001237058.2, XP_001687886.1, XP_308292.3
OG0000625	XP_015430996.1	XP_311150.5
OG0000626	XP_015432162.1	XP_309478.3
OG0000627	XP_015435545.1	XP_313991.3, XP_308941.4
OG0000628	XP_015437709.1	XP_003435801.1, XP_321860.5
OG0000629	XP_015438509.1	XP_307949.3
OG0000630	XP_015436208.1	XP_319210.4
OG0000631	XP_015439121.1	XP_315856.4
OG0000632	XP_015432406.1	XP_306246.4
OG0000633	XP_015439060.1	XP_314784.2
OG0000634	XP_015434621.1	XP_319410.4
OG0000636	XP_015438460.1, XP_015438459.1	XP_319577.4
OG0000637	XP_015437199.1	XP_310856.5
OG0000638	XP_015436908.1	XP_562148.4
OG0000639	XP_015429071.1	XP_309308.4
OG0000640	XP_015437071.1	XP_003436963.1, XP_310820.4, XP_003436962.1
OG0000641	XP_015430154.1	XP_316424.3
OG0000642	XP_015432222.1	XP_311230.3, XP_003437068.1, XP_003437069.1
OG0000643	XP_015437212.1	XP_560259.3
OG0000643	XP_015437210.1	XP_309230.3
OG0000644	XP_015429150.1	XP_001688516.1
OG0000645	XP_015431074.1	XP_315876.4
OG0000645	XP_015431075.1	XP_001688363.2
OG0000646	XP_015434410.1	XP_003437070.1, XP_315052.4
OG0000647	XP_015438056.1	XP_321059.2
OG0000649	XP_015431280.1	XP_314034.3, XP_001230969.2
OG0000650	XP_015434573.1	XP_320650.4
OG0000651	XP_015432064.1	XP_317650.4
OG0000651	XP_015429048.1	XP_317229.4
OG0000653	XP_015440189.1, XP_015440190.1	XP_001230952.2
OG0000655	XP_015433541.1	XP_319245.3
OG0000656	XP_015429876.1	XP_316542.4
OG0000657	XP_015433993.1, XP_015433994.1	XP_001688791.1
OG0000659	XP_015439500.1	XP_313457.4
OG0000660	XP_015435816.1	XP_307846.2, XP_001230584.2, XP_001687822.1, XP_307847.4
OG0000661	XP_015432276.1	XP_001238044.2, XP_318783.4, XP_318768.4, XP_318769.4, XP_553534.3, XP_318800.4, XP_318773.4, XP_001689145.1, XP_553557.1, XP_318779.3
OG0000661	XP_015432115.1	XP_001238041.2
OG0000662	XP_015440363.1	XP_313337.4, XP_313338.3
OG0000663	XP_015428538.1	XP_317433.4
OG0000664	XP_015436395.1	XP_308050.5
OG0000665	XP_015439163.1	XP_001230383.1, XP_321303.3, XP_003435929.1, XP_003435928.1, XP_551025.3, XP_313434.3, XP_003436555.1
OG0000666	XP_015436070.1, XP_015436071.1	XP_001238109.2, XP_319212.3
OG0000667	XP_015437621.1	XP_319669.4
OG0000668	XP_015428745.1, XP_015428748.1, XP_015428747.1	XP_001688078.1
OG0000669	XP_015430929.1	XP_309585.5
OG0000670	XP_015440089.1	XP_312110.5, XP_001688360.2, XP_308586.1, XP_312064.5, XP_001687933.1, XP_312063.2, XP_312068.4, XP_003436263.1
OG0000671	XP_015431794.1	XP_001688495.1, XP_001688496.1, XP_001688497.1, XP_558477.3, XP_001688494.1
OG0000672	XP_015429268.1, XP_015429284.1	XP_317741.4
OG0000673	XP_015433953.1	XP_308041.5
OG0000674	XP_015432937.1, XP_015429621.1	XP_310408.4, XP_003436633.1, XP_003436634.1
OG0000675	XP_015438926.1	XP_312203.1
OG0000676	XP_015429601.1	XP_317278.4
OG0000680	XP_015433554.1, XP_015433558.1	XP_320630.2
OG0000681	XP_015433017.1	XP_321558.2
OG0000681	XP_015428903.1	XP_319533.2, XP_001231181.2
OG0000682	XP_015438452.1	XP_319299.4
OG0000683	XP_015436281.1	XP_319765.3
OG0000684	XP_015432542.1, XP_015432541.1	XP_001238071.2
OG0000685	XP_015431118.1	XP_319708.4
OG0000686	XP_015429335.1	XP_321442.4, XP_003435895.1
OG0000687	XP_015436147.1, XP_015436148.1	XP_319825.4
OG0000688	XP_015434082.1	XP_308581.3
OG0000689	XP_015440063.1	XP_314674.4, XP_314675.4
OG0000690	XP_015430057.1, XP_015430058.1	XP_308564.3, XP_001688002.1
OG0000691	XP_015437058.1, XP_015437059.1	XP_320710.4
OG0000692	XP_015431341.1	XP_001688676.1, XP_001688677.1, XP_556168.3, XP_315528.2, XP_001237680.1
OG0000693	XP_015429764.1	XP_317603.4
OG0000694	XP_015440083.1	XP_313897.4, XP_001688469.1
OG0000695	XP_015431578.1, XP_015431579.1, XP_015431581.1, XP_015431580.1	XP_556108.3, XP_001237663.2
OG0000696	XP_015434483.1	XP_314098.2
OG0000697	XP_015432291.1	XP_311232.5
OG0000698	XP_015439831.1	XP_314131.4
OG0000699	XP_015439540.1	XP_312504.4
OG0000704	XP_015434162.1, XP_015438972.1	XP_309375.4
OG0000705	XP_015432029.1	XP_003435769.1
OG0000706	XP_015437465.1	XP_315558.4
OG0000707	XP_015436876.1	XP_320621.4, XP_001689277.1, XP_552329.3, XP_320615.4, XP_320620.4, XP_320619.4
OG0000708	XP_015434860.1	XP_311193.4
OG0000709	XP_015430935.1	XP_314703.4
OG0000711	XP_015431925.1	XP_320429.3
OG0000712	XP_015432050.1, XP_015432051.1, XP_015432049.1, XP_015432048.1	XP_001688392.2, XP_001688393.2, XP_001688394.2, XP_001688395.1, XP_312613.5
OG0000713	XP_015434206.1	XP_321588.5
OG0000714	XP_015428397.1, XP_015428396.1	XP_311086.2
OG0000715	XP_015430199.1	XP_003436561.1, XP_003437118.1, XP_316817.5, XP_003437119.1
OG0000716	XP_015429867.1	XP_308561.4, XP_003435740.1
OG0000717	XP_015432908.1	XP_317161.4
OG0000718	XP_015438933.1, XP_015439212.1	XP_566366.4
OG0000719	XP_015432587.1	XP_319824.3
OG0000720	XP_015432543.1	XP_307780.5
OG0000720	XP_015430178.1	XP_308196.4
OG0000721	XP_015431480.1	XP_310647.1
OG0000722	XP_015430974.1, XP_015430975.1	XP_321617.4
OG0000723	XP_015430804.1	XP_311134.3
OG0000724	XP_015436647.1, XP_015436644.1	XP_564450.1, XP_312565.3
OG0000725	XP_015431762.1	XP_001237669.1, XP_315481.3, XP_001237668.1, XP_313351.2, XP_001237665.1, XP_315488.2, XP_001237671.2, XP_315968.4, XP_001237670.2, XP_315487.3, XP_315360.4
OG0000726	XP_015433614.1	XP_309067.4, XP_308848.4, XP_565288.3
OG0000727	XP_015439589.1	XP_317811.4
OG0000728	XP_015440526.1	XP_551486.2, XP_551485.2, XP_321793.2, XP_001689357.1
OG0000729	XP_015433222.1	XP_003436318.1, XP_563178.3
OG0000730	XP_015430002.1	XP_001237838.2
OG0000731	XP_015433610.1, XP_015433611.1	XP_001238225.2, XP_001238226.1
OG0000732	XP_015434230.1	XP_319834.4
OG0000736	XP_015434092.1, XP_015434093.1, XP_015434090.1, XP_015434091.1, XP_015434094.1	XP_309539.2
OG0000737	XP_015439526.1	XP_321482.4, XP_001689335.2
OG0000738	XP_015433375.1	XP_003436513.1
OG0000738	XP_015433274.1	XP_003436514.1, XP_313282.5
OG0000739	XP_015432942.1, XP_015432950.1	XP_001689185.1
OG0000740	XP_015432891.1, XP_015432790.1	XP_308979.2
OG0000741	XP_015435759.1, XP_015435760.1, XP_015435761.1	XP_320004.4, XP_319076.3
OG0000742	XP_015438404.1	XP_314748.3, XP_003436764.1, XP_003436763.1, XP_313179.4
OG0000743	XP_015429985.1	XP_317315.3
OG0000744	XP_015432237.1	XP_311931.4, XP_001237485.2
OG0000745	XP_015430064.1	XP_320670.3
OG0000746	XP_015437573.1	XP_318705.3, XP_312838.4
OG0000747	XP_015437721.1	XP_310665.3
OG0000748	XP_015431791.1	XP_320170.4, XP_320144.4
OG0000749	XP_015430201.1	XP_003436933.1, XP_310951.5
OG0000749	XP_015434828.1	XP_003436731.1, XP_313043.5
OG0000750	XP_015437374.1	XP_308778.4
OG0000751	XP_015432871.1	XP_314756.4
OG0000752	XP_015438973.1, XP_015439115.1	XP_317823.4, XP_310889.5
