Orthogroup	Dufourea_novaeangliae	Vespa_mandarinia
OG0000276	XP_015432586.1	XP_035719572.1, XP_035719570.1
OG0000277	XP_015430231.1	XP_035720328.1, XP_035720326.1, XP_035720324.1, XP_035720323.1, XP_035720322.1, XP_035720327.1
OG0000278	XP_015431164.1	XP_035742183.1, XP_035742182.1
OG0000281	XP_015439997.1	XP_035720653.1
OG0000281	XP_015439712.1	XP_035720658.1
OG0000282	XP_015435177.1, XP_015429409.1, XP_015438099.1, XP_015437539.1, XP_015438111.1	XP_035742493.1, XP_035731240.1, XP_035731241.1
OG0000283	XP_015440094.1	XP_035732633.1, XP_035732632.1, XP_035732635.1, XP_035732634.1, XP_035732636.1, XP_035732638.1, XP_035732643.1, XP_035732639.1, XP_035732637.1, XP_035732628.1, XP_035732629.1, XP_035732630.1, XP_035732640.1, XP_035732641.1
OG0000284	XP_015429852.1	XP_035725371.1
OG0000284	XP_015439650.1, XP_015438214.1	XP_035736377.1
OG0000285	XP_015436920.1, XP_015436921.1	XP_035725457.1, XP_035725458.1, XP_035725456.1
OG0000286	XP_015436588.1, XP_015436589.1	XP_035731751.1, XP_035731750.1, XP_035731752.1
OG0000287	XP_015438255.1	XP_035740381.1
OG0000288	XP_015435796.1	XP_035725617.1, XP_035725618.1, XP_035725619.1, XP_035725620.1
OG0000288	XP_015439791.1	XP_035727964.1
OG0000289	XP_015432866.1, XP_015432868.1, XP_015432869.1, XP_015432870.1, XP_015432867.1	XP_035736843.1, XP_035736844.1, XP_035736845.1
OG0000290	XP_015429200.1	XP_035742649.1
OG0000291	XP_015433145.1	XP_035728615.1
OG0000292	XP_015429696.1	XP_035733107.1, XP_035733106.1, XP_035733105.1, XP_035733104.1, XP_035733110.1, XP_035733109.1, XP_035733111.1, XP_035733108.1
OG0000294	XP_015428977.1	XP_035718426.1, XP_035718431.1, XP_035718428.1
OG0000295	XP_015433330.1, XP_015433328.1, XP_015433329.1	XP_035724522.1, XP_035724503.1, XP_035724513.1
OG0000296	XP_015434298.1	XP_035742884.1, XP_035742883.1, XP_035742885.1
OG0000297	XP_015429556.1	XP_035732677.1
OG0000298	XP_015433364.1	XP_035725046.1, XP_035725050.1, XP_035725049.1, XP_035725047.1, XP_035725048.1
OG0000299	XP_015435404.1	XP_035741263.1, XP_035741264.1, XP_035741266.1, XP_035741261.1, XP_035741262.1, XP_035741265.1
OG0000300	XP_015437092.1, XP_015437090.1, XP_015437089.1	XP_035727377.1, XP_035727386.1, XP_035727394.1, XP_035727402.1, XP_035727433.1, XP_035727422.1, XP_035727412.1
OG0000301	XP_015428488.1	XP_035741425.1
OG0000301	XP_015434699.1	XP_035725195.1
OG0000302	XP_015438406.1	XP_035736733.1
OG0000303	XP_015430384.1	XP_035738398.1
OG0000303	XP_015435487.1	XP_035743560.1
OG0000303	XP_015435547.1	XP_035732718.1
OG0000304	XP_015430485.1	XP_035737437.1, XP_035737434.1, XP_035737433.1, XP_035737435.1
OG0000305	XP_015434461.1	XP_035725285.1
OG0000305	XP_015432811.1	XP_035729831.1
OG0000306	XP_015439792.1, XP_015439652.1	XP_035737199.1
OG0000307	XP_015428477.1	XP_035721440.1, XP_035721443.1, XP_035721442.1
OG0000308	XP_015438475.1	XP_035734694.1, XP_035734697.1
OG0000309	XP_015430291.1	XP_035724469.1, XP_035724734.1, XP_035724558.1, XP_035724388.1, XP_035724832.1, XP_035724645.1
OG0000310	XP_015435023.1	XP_035742346.1, XP_035722399.1
OG0000311	XP_015428715.1	XP_035743868.1, XP_035743867.1
OG0000312	XP_015431093.1	XP_035734088.1, XP_035734082.1, XP_035734083.1, XP_035734080.1, XP_035734081.1, XP_035734086.1, XP_035734084.1, XP_035734087.1, XP_035734085.1
OG0000313	XP_015433511.1	XP_035740443.1
OG0000315	XP_015429602.1, XP_015429443.1	XP_035727385.1
OG0000316	XP_015438634.1	XP_035740432.1
OG0000316	XP_015431212.1	XP_035729094.1, XP_035729092.1
OG0000317	XP_015438869.1	XP_035740159.1
OG0000318	XP_015432674.1	XP_035736725.1, XP_035736729.1, XP_035736727.1, XP_035736728.1, XP_035736730.1, XP_035736726.1, XP_035736724.1
OG0000319	XP_015437316.1	XP_035727714.1, XP_035727715.1, XP_035727717.1, XP_035727716.1, XP_035727713.1, XP_035727712.1
OG0000320	XP_015434182.1	XP_035723044.1
OG0000321	XP_015438194.1	XP_035718651.1, XP_035718650.1
OG0000322	XP_015438004.1	XP_035736008.1, XP_035735999.1
OG0000323	XP_015436562.1	XP_035717456.1, XP_035717458.1, XP_035717457.1, XP_035717459.1, XP_035717460.1
OG0000324	XP_015440416.1	XP_035728721.1, XP_035728715.1
OG0000324	XP_015440322.1	XP_035724087.1
OG0000325	XP_015433942.1	XP_035743020.1, XP_035743019.1, XP_035743024.1, XP_035743023.1, XP_035743021.1, XP_035743025.1, XP_035743026.1
OG0000326	XP_015436335.1	XP_035730290.1
OG0000327	XP_015436510.1	XP_035729496.1
OG0000329	XP_015430338.1, XP_015430339.1	XP_035727539.1, XP_035727540.1
OG0000330	XP_015431229.1, XP_015431230.1	XP_035734130.1, XP_035719014.1
OG0000332	XP_015431199.1, XP_015431198.1	XP_035734091.1, XP_035734090.1, XP_035734092.1
OG0000333	XP_015439205.1	XP_035719269.1
OG0000333	XP_015431766.1	XP_035743594.1
OG0000334	XP_015431428.1	XP_035730056.1, XP_035730060.1, XP_035730063.1, XP_035730057.1, XP_035730061.1, XP_035730062.1
OG0000335	XP_015428456.1	XP_035731643.1, XP_035731642.1
OG0000336	XP_015428756.1, XP_015428757.1	XP_035742767.1, XP_035742772.1, XP_035742759.1
OG0000336	XP_015434373.1	XP_035739272.1
OG0000337	XP_015437277.1	XP_035723409.1
OG0000338	XP_015432576.1	XP_035737384.1
OG0000338	XP_015439789.1	XP_035739250.1
OG0000339	XP_015439872.1	XP_035724022.1
OG0000339	XP_015428725.1	XP_035718121.1, XP_035718122.1
OG0000340	XP_015435055.1	XP_035721594.1
OG0000340	XP_015438911.1	XP_035725472.1, XP_035725471.1
OG0000341	XP_015436438.1, XP_015436439.1, XP_015436440.1, XP_015436441.1	XP_035738281.1, XP_035738279.1, XP_035738282.1, XP_035738283.1, XP_035738285.1, XP_035738284.1
OG0000342	XP_015437294.1	XP_035718354.1
OG0000342	XP_015438850.1	XP_035719318.1
OG0000343	XP_015429049.1	XP_035743980.1
OG0000344	XP_015436838.1	XP_035738356.1, XP_035738358.1, XP_035738359.1, XP_035738364.1, XP_035738363.1, XP_035738362.1, XP_035738360.1, XP_035738361.1, XP_035738357.1
OG0000345	XP_015431497.1, XP_015431498.1	XP_035738666.1, XP_035738667.1, XP_035738669.1, XP_035738665.1, XP_035738670.1, XP_035738671.1, XP_035738668.1, XP_035738672.1
OG0000347	XP_015434738.1	XP_035739165.1, XP_035739169.1, XP_035739163.1, XP_035739164.1, XP_035739166.1, XP_035739168.1
OG0000349	XP_015430394.1	XP_035729444.1
OG0000350	XP_015435505.1, XP_015435506.1	XP_035737131.1, XP_035737130.1
OG0000351	XP_015434218.1, XP_015434268.1	XP_035718015.1, XP_035718022.1, XP_035718032.1
OG0000352	XP_015431829.1	XP_035737721.1
OG0000354	XP_015431806.1	XP_035720593.1, XP_035720599.1, XP_035720600.1, XP_035720601.1, XP_035720348.1
OG0000356	XP_015436403.1, XP_015436404.1	XP_035740320.1
OG0000357	XP_015434164.1, XP_015434163.1	XP_035731381.1, XP_035731380.1, XP_035731379.1, XP_035731378.1, XP_035731377.1
OG0000358	XP_015429959.1, XP_015429961.1	XP_035727372.1, XP_035727374.1, XP_035727373.1
OG0000360	XP_015439359.1	XP_035717699.1
OG0000361	XP_015432508.1	XP_035728053.1
OG0000362	XP_015430004.1	XP_035733777.1
OG0000362	XP_015430005.1, XP_015430006.1	XP_035733776.1
OG0000363	XP_015433738.1	XP_035717943.1
OG0000364	XP_015439810.1	XP_035724830.1, XP_035724831.1
OG0000365	XP_015436626.1	XP_035734724.1, XP_035734725.1, XP_035734728.1, XP_035734729.1, XP_035734726.1, XP_035734727.1
OG0000367	XP_015431427.1, XP_015431426.1, XP_015431425.1	XP_035730042.1, XP_035730043.1
OG0000368	XP_015434717.1	XP_035725196.1
OG0000368	XP_015434755.1, XP_015434748.1	XP_035725421.1
OG0000369	XP_015439388.1	XP_035736257.1
OG0000369	XP_015436596.1	XP_035735619.1
OG0000370	XP_015431054.1	XP_035723563.1
OG0000371	XP_015434902.1	XP_035726921.1, XP_035726926.1, XP_035726961.1, XP_035726953.1, XP_035726911.1, XP_035726901.1, XP_035726891.1, XP_035726945.1, XP_035726970.1, XP_035726935.1
OG0000372	XP_015428534.1	XP_035726735.1
OG0000372	XP_015434144.1	XP_035733921.1
OG0000375	XP_015438184.1	XP_035733331.1
OG0000377	XP_015429723.1	XP_035738841.1
OG0000378	XP_015436731.1	XP_035732227.1, XP_035732224.1
OG0000378	XP_015432063.1	XP_035720515.1
OG0000379	XP_015432620.1	XP_035730189.1, XP_035730188.1, XP_035730187.1
OG0000380	XP_015430841.1, XP_015430849.1	XP_035726693.1, XP_035726692.1, XP_035726694.1
OG0000381	XP_015436144.1	XP_035739680.1
OG0000381	XP_015435054.1	XP_035743164.1
OG0000382	XP_015438431.1	XP_035731760.1
OG0000382	XP_015430799.1	XP_035732432.1
OG0000383	XP_015438151.1, XP_015439947.1, XP_015435224.1	XP_035740378.1
OG0000384	XP_015429068.1, XP_015429067.1, XP_015429069.1	XP_035720776.1
OG0000385	XP_015430155.1	XP_035729195.1
OG0000386	XP_015434825.1	XP_035728038.1
OG0000386	XP_015434823.1	XP_035728376.1
OG0000386	XP_015434824.1	XP_035728377.1
OG0000387	XP_015436567.1	XP_035736603.1
OG0000388	XP_015437504.1	XP_035726517.1
OG0000389	XP_015435398.1, XP_015429308.1	XP_035719223.1
OG0000390	XP_015433732.1	XP_035738057.1
OG0000391	XP_015431880.1	XP_035733359.1
OG0000394	XP_015429618.1	XP_035735750.1, XP_035735752.1, XP_035735751.1
OG0000395	XP_015436053.1	XP_035722253.1
OG0000395	XP_015435778.1	XP_035722857.1
OG0000396	XP_015438347.1, XP_015433533.1	XP_035740626.1
OG0000397	XP_015433099.1, XP_015433098.1, XP_015433097.1	XP_035733757.1, XP_035733756.1
OG0000398	XP_015438441.1, XP_015438442.1, XP_015438443.1	XP_035727861.1, XP_035727863.1, XP_035727862.1
OG0000399	XP_015430976.1	XP_035721048.1, XP_035721027.1, XP_035721035.1, XP_035721037.1
OG0000400	XP_015432526.1, XP_015432594.1	XP_035742371.1, XP_035724332.1, XP_035724334.1, XP_035724333.1, XP_035724335.1
OG0000401	XP_015440081.1	XP_035726732.1, XP_035726733.1, XP_035726731.1, XP_035726736.1, XP_035726734.1
OG0000402	XP_015428527.1	XP_035730366.1
OG0000403	XP_015432862.1	XP_035718489.1
OG0000405	XP_015428940.1	XP_035740586.1, XP_035740585.1
OG0000405	XP_015438542.1	XP_035729013.1, XP_035729012.1
OG0000406	XP_015438700.1	XP_035732984.1
OG0000406	XP_015438653.1	XP_035732985.1
OG0000407	XP_015435692.1	XP_035743386.1
OG0000407	XP_015435711.1	XP_035743388.1, XP_035743390.1
OG0000407	XP_015435719.1	XP_035743383.1, XP_035743384.1
OG0000408	XP_015437857.1	XP_035722401.1
OG0000408	XP_015433869.1	XP_035737799.1
OG0000409	XP_015440215.1	XP_035723932.1
OG0000410	XP_015440327.1	XP_035724504.1
OG0000410	XP_015437545.1	XP_035724339.1
OG0000411	XP_015436878.1, XP_015436886.1	XP_035728085.1
OG0000411	XP_015429831.1	XP_035736358.1
OG0000412	XP_015434167.1	XP_035731605.1
OG0000413	XP_015435296.1	XP_035737679.1
OG0000414	XP_015435132.1	XP_035741012.1, XP_035741013.1, XP_035741014.1
OG0000414	XP_015435135.1	XP_035740991.1, XP_035740990.1
OG0000415	XP_015430865.1	XP_035739802.1
OG0000416	XP_015435263.1	XP_035742854.1
OG0000417	XP_015431668.1	XP_035731664.1, XP_035731666.1
OG0000417	XP_015437968.1	XP_035736212.1
OG0000419	XP_015433820.1	XP_035736016.1
OG0000420	XP_015431289.1	XP_035737714.1
OG0000420	XP_015431300.1	XP_035737727.1, XP_035737728.1, XP_035737726.1, XP_035737725.1
OG0000421	XP_015432218.1	XP_035725314.1
OG0000423	XP_015430628.1	XP_035741386.1, XP_035741387.1, XP_035741388.1, XP_035741392.1, XP_035741391.1, XP_035741389.1, XP_035741390.1
OG0000424	XP_015433762.1	XP_035721875.1
OG0000424	XP_015433765.1	XP_035721878.1
OG0000425	XP_015439601.1, XP_015439599.1	XP_035718955.1, XP_035718958.1, XP_035718956.1, XP_035718957.1
OG0000426	XP_015435125.1	XP_035722302.1, XP_035722301.1, XP_035722303.1, XP_035722305.1, XP_035722304.1, XP_035722300.1
OG0000427	XP_015440151.1	XP_035736616.1
OG0000428	XP_015439352.1	XP_035728302.1, XP_035728301.1, XP_035728303.1
OG0000428	XP_015434708.1	XP_035731002.1, XP_035731003.1
OG0000429	XP_015439988.1	XP_035720359.1
OG0000430	XP_015432989.1, XP_015429785.1	XP_035742034.1
OG0000431	XP_015433474.1	XP_035719249.1
OG0000432	XP_015430495.1	XP_035723495.1, XP_035723496.1, XP_035723494.1, XP_035723497.1, XP_035723498.1
OG0000434	XP_015440332.1	XP_035724577.1, XP_035724578.1, XP_035724580.1
OG0000436	XP_015437472.1, XP_015437475.1	XP_035726509.1
OG0000436	XP_015437482.1	XP_035717431.1
OG0000437	XP_015437559.1, XP_015437558.1, XP_015437557.1	XP_035719769.1
OG0000438	XP_015433348.1	XP_035721976.1, XP_035721975.1, XP_035721973.1, XP_035721974.1
OG0000439	XP_015439918.1	XP_035726037.1
OG0000440	XP_015430611.1	XP_035734048.1
OG0000441	XP_015428778.1	XP_035743138.1
OG0000442	XP_015431478.1	XP_035728022.1
OG0000443	XP_015438231.1	XP_035724536.1
OG0000444	XP_015437287.1	XP_035727705.1, XP_035727706.1, XP_035727708.1, XP_035727709.1, XP_035727707.1
OG0000445	XP_015432260.1	XP_035739638.1
OG0000445	XP_015432261.1	XP_035739639.1
OG0000446	XP_015429506.1	XP_035725068.1, XP_035725067.1
OG0000447	XP_015430478.1	XP_035727077.1, XP_035727079.1, XP_035727078.1
OG0000448	XP_015440001.1	XP_035732885.1, XP_035732883.1
OG0000449	XP_015437325.1	XP_035730911.1, XP_035730912.1
OG0000450	XP_015432640.1	XP_035719304.1
OG0000451	XP_015428735.1, XP_015428736.1, XP_015428737.1	XP_035732335.1, XP_035732337.1, XP_035732336.1
OG0000452	XP_015437321.1	XP_035731135.1
OG0000452	XP_015429805.1	XP_035721082.1
OG0000453	XP_015439003.1	XP_035720153.1, XP_035720154.1, XP_035720155.1, XP_035720156.1, XP_035720158.1, XP_035720159.1, XP_035720160.1, XP_035720161.1
OG0000454	XP_015432223.1	XP_035726887.1
OG0000455	XP_015432676.1	XP_035730560.1
OG0000456	XP_015438176.1	XP_035733682.1, XP_035733683.1, XP_035733681.1
OG0000457	XP_015430282.1	XP_035727490.1
OG0000458	XP_015433077.1	XP_035737420.1, XP_035737421.1
OG0000459	XP_015439579.1	XP_035743475.1
OG0000460	XP_015435422.1	XP_035737627.1
OG0000460	XP_015435423.1	XP_035737628.1
OG0000461	XP_015432294.1	XP_035717744.1, XP_035717742.1, XP_035717741.1, XP_035717743.1, XP_035717746.1, XP_035717745.1, XP_035717747.1, XP_035717739.1, XP_035717737.1, XP_035717738.1, XP_035717736.1, XP_035717740.1
OG0000462	XP_015439365.1	XP_035718532.1, XP_035718530.1
OG0000463	XP_015435313.1, XP_015435314.1, XP_015435305.1	XP_035726149.1
OG0000464	XP_015432820.1	XP_035738986.1
OG0000465	XP_015434227.1	XP_035734799.1
OG0000466	XP_015429220.1	XP_035729251.1, XP_035729250.1
OG0000467	XP_015437761.1	XP_035719734.1, XP_035719732.1, XP_035719733.1, XP_035719731.1
OG0000468	XP_015434849.1	XP_035731830.1
OG0000469	XP_015431772.1	XP_035732317.1, XP_035732334.1, XP_035732325.1, XP_035732342.1
OG0000470	XP_015432130.1	XP_035721093.1
OG0000471	XP_015435730.1, XP_015436283.1, XP_015436162.1	XP_035725522.1, XP_035725520.1, XP_035725523.1
OG0000472	XP_015429983.1	XP_035738209.1, XP_035738208.1
OG0000474	XP_015430247.1, XP_015430255.1	XP_035734433.1, XP_035734431.1, XP_035734432.1
OG0000475	XP_015432455.1	XP_035740702.1, XP_035740696.1
OG0000476	XP_015431600.1	XP_035723663.1
OG0000477	XP_015439894.1	XP_035734311.1
OG0000477	XP_015435437.1	XP_035717171.1
OG0000478	XP_015437208.1	XP_035720224.1
OG0000479	XP_015437281.1	XP_035739832.1, XP_035739831.1, XP_035739834.1, XP_035739833.1, XP_035739836.1, XP_035739835.1, XP_035739837.1, XP_035739838.1
OG0000480	XP_015433561.1	XP_035739092.1
OG0000482	XP_015429591.1	XP_035736484.1
OG0000483	XP_015435369.1	XP_035728009.1
OG0000484	XP_015433166.1	XP_035728728.1, XP_035728738.1, XP_035728765.1, XP_035728720.1, XP_035728714.1, XP_035728755.1, XP_035728746.1
OG0000485	XP_015429741.1	XP_035733703.1
OG0000486	XP_015436437.1	XP_035725763.1
OG0000487	XP_015440145.1	XP_035732753.1
OG0000487	XP_015440057.1, XP_015440058.1	XP_035732754.1
OG0000488	XP_015436500.1	XP_035723488.1
OG0000489	XP_015429761.1	XP_035733300.1
OG0000490	XP_015428411.1	XP_035725029.1
OG0000492	XP_015435792.1	XP_035717306.1, XP_035717307.1, XP_035717308.1, XP_035717310.1, XP_035717311.1, XP_035717314.1, XP_035717313.1, XP_035717312.1
OG0000493	XP_015438423.1	XP_035731687.1, XP_035731684.1, XP_035731685.1, XP_035731688.1
OG0000495	XP_015429963.1	XP_035725338.1
OG0000496	XP_015430038.1, XP_015430037.1	XP_035736171.1
OG0000497	XP_015428876.1	XP_035733287.1
OG0000497	XP_015440098.1	XP_035730688.1
OG0000498	XP_015430515.1	XP_035739325.1, XP_035739324.1, XP_035739323.1, XP_035739322.1
OG0000500	XP_015432044.1	XP_035732148.1
OG0000500	XP_015431968.1	XP_035732174.1
OG0000501	XP_015438636.1	XP_035738238.1
OG0000502	XP_015435832.1	XP_035730532.1
OG0000502	XP_015435829.1	XP_035730547.1
OG0000503	XP_015435885.1	XP_035741446.1, XP_035741429.1, XP_035741420.1, XP_035741455.1, XP_035741436.1, XP_035741410.1
OG0000504	XP_015435805.1	XP_035734634.1, XP_035734633.1
OG0000504	XP_015435768.1	XP_035734637.1
OG0000505	XP_015439185.1	XP_035735709.1
OG0000505	XP_015439188.1	XP_035735657.1, XP_035735659.1, XP_035735658.1
OG0000507	XP_015429104.1, XP_015429116.1	XP_035720858.1
OG0000508	XP_015436217.1	XP_035729979.1
OG0000509	XP_015436969.1	XP_035735617.1
OG0000510	XP_015435612.1, XP_015435613.1	XP_035735029.1, XP_035735030.1, XP_035735031.1, XP_035735033.1
OG0000511	XP_015438689.1	XP_035735451.1
OG0000513	XP_015433088.1	XP_035733054.1
OG0000514	XP_015438691.1	XP_035735459.1, XP_035735458.1, XP_035735457.1, XP_035735455.1
OG0000515	XP_015429769.1	XP_035722936.1, XP_035722934.1, XP_035722935.1
OG0000516	XP_015433990.1	XP_035717475.1, XP_035717476.1, XP_035717481.1, XP_035717479.1, XP_035717478.1, XP_035717477.1
OG0000517	XP_015429686.1	XP_035736870.1
OG0000517	XP_015429710.1	XP_035737658.1
OG0000518	XP_015439206.1	XP_035735694.1, XP_035735695.1, XP_035735697.1, XP_035735693.1
OG0000519	XP_015434468.1	XP_035727636.1
OG0000520	XP_015429955.1	XP_035739352.1
OG0000520	XP_015429974.1	XP_035739298.1
OG0000522	XP_015440397.1	XP_035727954.1
OG0000523	XP_015433083.1	XP_035729921.1, XP_035729923.1
OG0000524	XP_015431379.1	XP_035739430.1, XP_035739432.1
OG0000525	XP_015430382.1, XP_015430381.1	XP_035727500.1, XP_035727501.1
OG0000526	XP_015435087.1	XP_035726113.1
OG0000527	XP_015437689.1	XP_035719402.1
OG0000527	XP_015437690.1	XP_035719404.1
OG0000527	XP_015437691.1	XP_035719403.1
OG0000528	XP_015431707.1	XP_035721376.1, XP_035721377.1
OG0000529	XP_015436656.1	XP_035738926.1, XP_035738927.1, XP_035738928.1
OG0000529	XP_015434457.1	XP_035741199.1
OG0000530	XP_015434169.1	XP_035720714.1
OG0000530	XP_015434118.1	XP_035720729.1
OG0000531	XP_015436131.1	XP_035743490.1
OG0000533	XP_015438304.1	XP_035740461.1, XP_035740459.1, XP_035740460.1, XP_035740458.1, XP_035740457.1, XP_035740456.1
OG0000536	XP_015435368.1	XP_035725863.1
OG0000537	XP_015439799.1	XP_035732842.1, XP_035732832.1
OG0000538	XP_015434765.1	XP_035742291.1
OG0000540	XP_015432501.1	XP_035728187.1
OG0000541	XP_015435260.1	XP_035721807.1, XP_035721808.1
OG0000542	XP_015428576.1	XP_035721407.1, XP_035721406.1, XP_035721408.1, XP_035721405.1, XP_035721402.1, XP_035721404.1, XP_035721403.1, XP_035721410.1, XP_035721409.1
OG0000544	XP_015432517.1, XP_015432519.1, XP_015432521.1, XP_015432520.1, XP_015432518.1, XP_015432522.1	XP_035728188.1
OG0000545	XP_015434858.1	XP_035727994.1
OG0000545	XP_015431089.1	XP_035717765.1, XP_035717764.1
OG0000546	XP_015439508.1, XP_015439517.1	XP_035740271.1
OG0000547	XP_015437695.1, XP_015437702.1	XP_035733458.1
OG0000548	XP_015439327.1	XP_035734894.1
OG0000549	XP_015436050.1	XP_035722929.1, XP_035723017.1, XP_035722965.1, XP_035722951.1, XP_035722978.1, XP_035723045.1, XP_035723031.1, XP_035723056.1, XP_035722937.1, XP_035723019.1, XP_035723145.1, XP_035723188.1, XP_035723200.1, XP_035723070.1, XP_035723179.1
OG0000550	XP_015436516.1, XP_015436977.1, XP_015438258.1, XP_015436608.1	XP_035735760.1, XP_035735754.1
OG0000551	XP_015434437.1, XP_015434435.1	XP_035741193.1
OG0000552	XP_015433984.1	XP_035730654.1
OG0000552	XP_015430423.1	XP_035731123.1
OG0000553	XP_015429639.1	XP_035718906.1, XP_035718905.1
OG0000554	XP_015434889.1, XP_015434890.1	XP_035735174.1
OG0000555	XP_015430590.1	XP_035718009.1
OG0000555	XP_015430604.1	XP_035718008.1
OG0000556	XP_015433332.1, XP_015433331.1, XP_015433333.1	XP_035730705.1, XP_035730704.1
OG0000557	XP_015436178.1, XP_015436177.1	XP_035740309.1
OG0000558	XP_015440146.1	XP_035717359.1
OG0000558	XP_015430419.1	XP_035720628.1
OG0000559	XP_015428439.1, XP_015428440.1, XP_015428441.1	XP_035741421.1, XP_035741424.1, XP_035741422.1, XP_035741423.1
OG0000560	XP_015434883.1	XP_035742656.1, XP_035742659.1, XP_035742657.1, XP_035742658.1
OG0000561	XP_015434544.1	XP_035717328.1
OG0000562	XP_015432565.1	XP_035730714.1
OG0000562	XP_015433405.1	XP_035730672.1
OG0000563	XP_015439705.1	XP_035736517.1, XP_035736516.1, XP_035736515.1, XP_035736518.1
OG0000564	XP_015437714.1	XP_035719379.1
OG0000565	XP_015434955.1	XP_035738984.1
OG0000567	XP_015435501.1	XP_035737745.1
OG0000567	XP_015432904.1	XP_035718057.1
OG0000568	XP_015430553.1	XP_035743545.1
OG0000569	XP_015436529.1	XP_035732293.1
OG0000570	XP_015438303.1, XP_015438302.1, XP_015438301.1, XP_015438300.1, XP_015438299.1	XP_035730971.1
OG0000573	XP_015431448.1	XP_035736511.1
OG0000574	XP_015430534.1	XP_035723182.1
OG0000574	XP_015430520.1	XP_035728632.1
OG0000575	XP_015439510.1	XP_035740223.1, XP_035740252.1
OG0000576	XP_015432168.1	XP_035721333.1, XP_035721335.1, XP_035721332.1, XP_035721330.1, XP_035721331.1
OG0000577	XP_015433055.1	XP_035733148.1, XP_035733150.1, XP_035733149.1, XP_035733152.1, XP_035733151.1
