Orthogroup	Dufourea_novaeangliae	Nasonia_vitripennis
OG0000200	XP_015438807.1, XP_015438810.1	NP_001153462.1
OG0000201	XP_015438380.1	XP_001606137.1
OG0000201	XP_015438436.1	XP_001607558.2
OG0000202	XP_015434898.1	XP_001608175.1, XP_032456995.1, XP_032456994.1
OG0000202	XP_015433874.1	XP_031788443.1, XP_031788445.1
OG0000203	XP_015429928.1	XP_001608051.1
OG0000204	XP_015428607.1	XP_016841715.1, XP_031788586.1, XP_016841716.1
OG0000205	XP_015435790.1	XP_031784084.1
OG0000207	XP_015437049.1	XP_001605874.1
OG0000207	XP_015434683.1	XP_031780977.1
OG0000207	XP_015434682.1	XP_031779878.1, XP_031781051.1
OG0000208	XP_015434613.1	XP_031781008.1
OG0000209	XP_015436163.1	XP_032456886.1
OG0000210	XP_015440351.1	XP_008212102.1, XP_008212106.1
OG0000210	XP_015428957.1	XP_016845495.1, XP_008214952.1
OG0000210	XP_015439732.1	XP_032455257.1
OG0000212	XP_015431045.1	XP_001603421.1
OG0000212	XP_015430967.1, XP_015430965.1, XP_015430966.1	XP_001601231.2
OG0000213	XP_015428729.1	XP_003427028.1, XP_001605473.1, XP_032456240.1
OG0000214	XP_015435958.1	XP_032457643.1, XP_032457642.1, XP_031781552.1, XP_031781551.1
OG0000214	XP_015428442.1	XP_032455627.1, XP_031784508.1
OG0000215	XP_015432430.1	XP_016843751.2, XP_016843750.2, XP_016843749.2, XP_031788092.1, XP_032456457.1
OG0000215	XP_015432437.1	XP_001603599.4
OG0000216	XP_015431904.1	XP_001603476.3
OG0000217	XP_015437152.1	XP_001605172.2, XP_031785580.1, XP_032453386.1, XP_001605149.3, XP_031780038.1, XP_001599171.3, XP_032451628.1, XP_001605811.2
OG0000218	XP_015434934.1, XP_015434933.1	XP_008207040.1, XP_008207042.1, XP_008207041.1
OG0000219	XP_015434863.1, XP_015434855.1	XP_032452539.1
OG0000220	XP_015435676.1, XP_015435677.1	XP_008206095.1, XP_008206096.1, XP_008206094.1, XP_016843252.1, XP_008206097.1, XP_001604656.1
OG0000223	XP_015433759.1	NP_001155149.1, XP_008213618.1
OG0000223	XP_015437890.1	XP_031785562.1
OG0000224	XP_015431603.1, XP_015431605.1	NP_001166091.1, XP_016836998.2, XP_032452314.1, XP_031780168.1
OG0000225	XP_015430669.1, XP_015430668.1, XP_015430670.1	XP_001602931.1
OG0000225	XP_015430654.1	XP_031781485.1, XP_032457609.1, XP_031777410.1
OG0000226	XP_015432296.1, XP_015432295.1	XP_016844695.1
OG0000226	XP_015432297.1	XP_016845008.1
OG0000228	XP_015438890.1	XP_016842865.1
OG0000229	XP_015437954.1	XP_008215504.1
OG0000230	XP_015428614.1, XP_015428616.1, XP_015428615.1	XP_003424711.1
OG0000231	XP_015438519.1	XP_001602920.1
OG0000232	XP_015439264.1	XP_031788753.1
OG0000233	XP_015435413.1, XP_015435414.1	XP_008216033.1, XP_016836863.1, XP_003423899.1, XP_031777023.1
OG0000234	XP_015436796.1, XP_015436761.1	NP_001166089.1
OG0000235	XP_015433084.1	XP_031779029.1, XP_031779025.1, XP_031779027.1
OG0000236	XP_015433151.1	NP_001164379.1
OG0000236	XP_015433153.1	XP_031785405.1
OG0000237	XP_015430230.1, XP_015438767.1, XP_015438769.1	XP_008203240.1
OG0000239	XP_015432329.1	XP_031785698.1
OG0000240	XP_015434475.1	XP_016838389.1, XP_016838388.1, XP_016838390.1, XP_016838387.1, XP_008207243.1, XP_003426690.1, XP_032456400.1, XP_031779042.1, XP_016838108.1, NP_001153321.1, XP_031787488.1, XP_008217955.2, XP_032457878.1
OG0000241	XP_015435537.1, XP_015436630.1	XP_001599078.1, XP_031784889.1
OG0000243	XP_015436725.1	XP_001605952.2
OG0000244	XP_015439085.1	XP_031781211.1, XP_008214562.1, XP_008214563.1, XP_032457510.1, XP_031781210.1
OG0000245	XP_015437253.1, XP_015435215.1	NP_001164331.1, NP_001164357.1, XP_031783456.1
OG0000246	XP_015438662.1	XP_001603679.1
OG0000246	XP_015438684.1	XP_003427114.1, XP_031778429.1
OG0000248	XP_015437282.1	XP_031783660.1
OG0000249	XP_015431096.1	NP_001153452.1
OG0000249	XP_015431100.1	XP_031787477.1
OG0000250	XP_015428900.1	XP_001607440.2
OG0000251	XP_015428959.1, XP_015432104.1	XP_032455324.1, XP_031784890.1, XP_003426647.1
OG0000252	XP_015430094.1, XP_015430087.1, XP_015430103.1	XP_008202453.1, XP_008202456.1, XP_032457326.1, XP_031777444.1, XP_031777443.1, XP_032457324.1, XP_032457323.1, XP_032457325.1
OG0000253	XP_015433105.1	NP_001164367.1
OG0000253	XP_015430007.1	XP_031781922.1, NP_001122571.1
OG0000254	XP_015435101.1	XP_008211229.1, XP_031785157.1
OG0000254	XP_015440243.1	XP_008206656.1
OG0000255	XP_015440437.1	XP_008214568.1
OG0000255	XP_015436124.1	XP_001601575.1
OG0000256	XP_015435282.1, XP_015435281.1	XP_008204801.1, XP_008204800.1, XP_008204803.1, XP_008204805.1
OG0000257	XP_015439225.1	XP_016838496.1, XP_008203021.1
OG0000257	XP_015439223.1	XP_016838482.1
OG0000258	XP_015434872.1	XP_001601068.1, XP_016845241.1, XP_001601290.2, XP_001601182.1
OG0000258	XP_015434789.1	XP_001606346.1, XP_001606355.1
OG0000260	XP_015430767.1	XP_031784268.1, NP_001153331.1
OG0000261	XP_015431688.1	XP_001602288.1
OG0000263	XP_015438831.1, XP_015438832.1, XP_015438830.1	XP_008203575.1, XP_032454107.1, XP_003425684.1, XP_031783237.1, XP_008203574.1, XP_031783236.1
OG0000264	XP_015438044.1	XP_016844991.1, XP_016844992.1, XP_016844993.1
OG0000264	XP_015429295.1, XP_015429294.1	XP_001608103.1
OG0000265	XP_015429094.1	XP_016839585.1
OG0000266	XP_015433228.1	XP_003428081.1
OG0000266	XP_015431896.1	XP_008213988.1, XP_001601016.1, XP_032455467.1
OG0000268	XP_015439427.1	XP_001604577.1, XP_031789511.1, XP_001604871.2, XP_001604880.2
OG0000269	XP_015440166.1	XP_001607744.2
OG0000270	XP_015429562.1	XP_031787127.1
OG0000271	XP_015431651.1	NP_001153387.1, XP_001600587.2
OG0000271	XP_015429507.1	XP_001606201.2
OG0000272	XP_015430061.1	XP_031778066.1, XP_032453944.1
OG0000272	XP_015438983.1	XP_001603198.2
OG0000273	XP_015436881.1	XP_031780333.1
OG0000274	XP_015439714.1	XP_031785813.1
OG0000274	XP_015433358.1	XP_008211195.1
OG0000276	XP_015432586.1	XP_001607936.1
OG0000277	XP_015430231.1	XP_008211107.1
OG0000278	XP_015431164.1	XP_032454137.1, XP_032454138.1, XP_032454139.1, XP_032454140.1, XP_032454133.1, XP_032454134.1, XP_032454135.1, XP_032454136.1, XP_016839921.1, XP_032454142.1, XP_032454141.1, XP_016839922.1, XP_032454144.1, XP_032454143.1, XP_032454146.1, XP_032454145.1, XP_032454148.1, XP_032454147.1, XP_032454149.1, XP_032454151.1, XP_032454132.1, XP_032454150.1, XP_031783292.1
OG0000279	XP_015432369.1	XP_031783226.1, XP_008203513.1, XP_016839857.1
OG0000281	XP_015432612.1	XP_001607948.2
OG0000281	XP_015439997.1	XP_001604393.1
OG0000281	XP_015439712.1	XP_001604417.2
OG0000283	XP_015440094.1	XP_031785502.1, XP_001600158.2, XP_031785501.1, XP_008205791.1, XP_008205792.1, XP_032454919.1
OG0000284	XP_015429852.1	XP_001606673.1
OG0000284	XP_015439650.1, XP_015438214.1	XP_008211037.1
OG0000285	XP_015436920.1, XP_015436921.1	XP_016838297.1
OG0000286	XP_015436588.1, XP_015436589.1	XP_032452557.1
OG0000287	XP_015438255.1	XP_008202843.1, XP_001606457.2
OG0000287	XP_015438180.1	XP_003425383.1, XP_008202274.1
OG0000288	XP_015439791.1	NP_001166048.1, XP_008209318.1
OG0000289	XP_015432866.1, XP_015432868.1, XP_015432869.1, XP_015432870.1, XP_015432867.1	XP_016840362.1, XP_001604619.1, XP_008211310.1, XP_008211309.1, XP_032454831.1
OG0000290	XP_015429200.1	XP_008204706.1, XP_008204688.1, XP_008204693.1, XP_008204700.1
OG0000291	XP_015433145.1	XP_001606579.2, XP_031785150.1
OG0000291	XP_015433144.1	XP_008211563.1
OG0000292	XP_015429696.1	XP_031780071.1
OG0000293	XP_015434629.1	XP_016838208.1, XP_016838209.1, XP_001605452.1, XP_008204320.1, XP_032453204.1, XP_032453205.1, XP_031787723.1, NP_001155147.1, XP_016837208.1, XP_001605977.1, XP_016837209.1, XP_031785202.1, XP_001606969.1, XP_001604473.1, NP_001155146.1, XP_001600770.1, XP_031783053.1
OG0000294	XP_015428977.1	XP_032454504.1, XP_008213463.1, XP_031782170.1, XP_031787254.1, XP_031786886.1, XP_016841020.1, XP_016841021.1
OG0000295	XP_015433330.1, XP_015433328.1, XP_015433329.1	XP_001607980.1, XP_001607976.1, XP_001607974.1, XP_003428212.1, XP_032455169.1, XP_032455170.1, XP_032455171.1
OG0000296	XP_015434298.1	XP_031779169.1
OG0000298	XP_015433364.1	XP_008216149.1, XP_008216147.1, XP_008216146.1, XP_032453473.1, XP_032453472.1
OG0000299	XP_015435404.1	XP_003426781.1, XP_001601854.1
OG0000300	XP_015437092.1, XP_015437090.1, XP_015437089.1	XP_003425056.1, XP_001605288.1
OG0000301	XP_015428488.1	NP_001165992.1
OG0000301	XP_015434699.1	NP_001165993.1
OG0000302	XP_015433893.1	XP_031783914.1
OG0000302	XP_015438406.1	XP_032455159.1, XP_008214883.1, XP_032455160.1, XP_008214882.1, XP_031786529.1, XP_031786440.1
OG0000303	XP_015430384.1	XP_008212905.1
OG0000303	XP_015435487.1	XP_003426614.1
OG0000303	XP_015435547.1	XP_031785517.1
OG0000304	XP_015430485.1	XP_031786449.1
OG0000305	XP_015434461.1	XP_008203496.1
OG0000305	XP_015432811.1	XP_031787288.1, XP_016841776.1, XP_016841777.1
OG0000306	XP_015439792.1, XP_015439652.1	XP_031785304.1
OG0000307	XP_015428477.1	XP_031785703.1, XP_008215148.1, XP_032455669.1
OG0000308	XP_015438475.1	XP_008208754.1, XP_001602066.1
OG0000310	XP_015435023.1	XP_016840055.1, XP_001606567.1
OG0000311	XP_015428715.1	XP_031788070.1
OG0000312	XP_015431093.1	XP_032454158.1, XP_032454156.1, XP_032454154.1, XP_008206250.1, XP_008206249.1, XP_032454157.1, XP_032454153.1
OG0000313	XP_015433511.1	XP_031781836.1, XP_001599934.1
OG0000314	XP_015430168.1	XP_001606465.1, XP_032456526.1, XP_008204338.1, XP_031787274.1, XP_003424762.3
OG0000314	XP_015430171.1	XP_032456533.1, XP_001607656.1
OG0000315	XP_015429602.1, XP_015429443.1	XP_001599137.1, XP_001600184.4
OG0000316	XP_015431212.1	XP_031787731.1
OG0000317	XP_015438869.1	XP_016841106.1, XP_003426518.1, XP_008206890.1
OG0000318	XP_015432674.1	XP_008206399.1, XP_001606799.1
OG0000319	XP_015437316.1	XP_016845436.1, XP_003428126.1
OG0000320	XP_015434182.1	XP_001602384.1, XP_001607362.3, XP_001605719.1
OG0000321	XP_015438194.1	XP_031777401.1
OG0000323	XP_015436562.1	XP_031788472.1, XP_032457254.1, XP_031788450.1
OG0000324	XP_015440416.1	XP_031780816.1
OG0000324	XP_015440322.1	XP_016838881.2
OG0000325	XP_015433942.1	XP_008213655.1
OG0000326	XP_015436335.1	XP_031784208.1, XP_032457888.1, XP_032457885.1, XP_032457884.1, XP_032457887.1, XP_032457886.1, XP_031784204.1, XP_031784205.1, XP_031784206.1, XP_031784207.1, XP_016842072.1, XP_008217372.1, XP_031784209.1
OG0000327	XP_015436510.1	XP_016838935.1, XP_016838930.1
OG0000329	XP_015430338.1, XP_015430339.1	XP_008212188.1, XP_032454722.1, XP_032454721.1, XP_032454724.1, XP_008212187.1, XP_008212184.1, XP_032454723.1, XP_032454725.1, XP_016844327.1, XP_016844329.1, XP_016844328.1, XP_008212174.1, NP_001136350.1, NP_001136351.1, XP_008212189.1, XP_008212190.1, XP_016844326.1
OG0000330	XP_015434719.1	XP_016837033.1, NP_001280498.1, NP_001280500.1, NP_001280494.1
OG0000330	XP_015431229.1, XP_015431230.1	NP_001159944.1, NP_001159943.1
OG0000332	XP_015431199.1, XP_015431198.1	XP_031783273.1, XP_008206247.1
OG0000333	XP_015439205.1, XP_015431766.1	XP_031783197.1
OG0000334	XP_015431428.1	NP_001164403.1, XP_032452183.1, XP_008216254.1
OG0000335	XP_015428456.1	XP_003426117.1
OG0000336	XP_015428756.1, XP_015428757.1	XP_003426396.1
OG0000336	XP_015434373.1	XP_008206529.1, XP_016839052.1
OG0000337	XP_015437277.1	XP_031783756.1
OG0000338	XP_015432576.1	XP_003424878.1
OG0000338	XP_015439789.1	XP_001607488.2, XP_001604839.1
OG0000339	XP_015439872.1	XP_031784468.1
OG0000339	XP_015428725.1	XP_031779603.1
OG0000340	XP_015435055.1	XP_008202557.1
OG0000340	XP_015438911.1	XP_008215783.2
OG0000341	XP_015436438.1, XP_015436439.1, XP_015436440.1, XP_015436441.1	XP_031780569.1, XP_001601882.1
OG0000342	XP_015437294.1	XP_016842459.1, XP_031788435.1
OG0000342	XP_015438850.1	XP_008206353.1
OG0000343	XP_015429049.1	XP_003428067.1
OG0000344	XP_015436838.1	XP_016844412.1
OG0000345	XP_015431497.1, XP_015431498.1	XP_016837521.1, XP_031779210.1
OG0000347	XP_015434738.1	XP_032456833.1, XP_031788519.1, XP_031788520.1, XP_031788521.1
OG0000349	XP_015430394.1	XP_031785287.1
OG0000350	XP_015435505.1, XP_015435506.1	XP_001601576.1, XP_008204559.1
OG0000351	XP_015434218.1, XP_015434268.1	XP_001603070.1
OG0000352	XP_015431829.1	XP_016839388.1
OG0000354	XP_015431806.1	NP_001164417.1, NP_001177708.1, NP_001164420.2, XP_016843659.1, NP_001164460.2, NP_001177594.1, XP_031778349.1, NP_001177599.1, NP_001177598.1, XP_016845920.1, NP_001177597.1, XP_016845905.1, NP_001177595.1, NP_001164463.1, NP_001177603.1, XP_031778371.1, NP_001177601.1, NP_001177602.1, NP_001177709.1, NP_001177600.1, NP_001177596.1, XP_016844910.1, XP_031778011.1, NP_001164418.1, NP_001164419.1, NP_001177593.1, XP_016836494.1, NP_001177604.1
OG0000356	XP_015436405.1	XP_032455089.1, XP_016842824.1
OG0000356	XP_015436403.1, XP_015436404.1	XP_001603497.1, XP_001603472.2
OG0000357	XP_015434164.1, XP_015434163.1	XP_008201758.1, XP_003425261.1
OG0000358	XP_015429959.1, XP_015429961.1	XP_032451992.1
OG0000360	XP_015439359.1	XP_031786393.1
OG0000361	XP_015432508.1	XP_001599966.3
OG0000362	XP_015430004.1	XP_001603573.1, NP_001154986.1, XP_001603544.1
OG0000362	XP_015430005.1, XP_015430006.1	XP_032453925.1, XP_032453924.1, XP_008210363.1, XP_008210364.1
OG0000363	XP_015433747.1	NP_001166856.1
OG0000363	XP_015433738.1	XP_008215037.1, NP_001136080.1
OG0000364	XP_015439810.1	XP_032455556.1, XP_016840845.1
OG0000365	XP_015436626.1	XP_001604570.2, XP_016839941.1, XP_016839942.1, XP_008210434.1
OG0000366	XP_015432472.1	XP_031777582.1
OG0000367	XP_015431427.1, XP_015431426.1, XP_015431425.1	XP_001603452.1, XP_031780815.1
OG0000368	XP_015434717.1	XP_031779116.1
OG0000368	XP_015434755.1, XP_015434748.1	XP_031779250.1, XP_001606272.1
OG0000369	XP_015439388.1, XP_015436596.1	XP_032451964.1, XP_008212938.1
OG0000370	XP_015431054.1	XP_008216733.1, NP_001166053.1
OG0000371	XP_015434902.1	XP_003426598.1
OG0000372	XP_015428534.1, XP_015434144.1	XP_032452377.1, XP_032452378.1, XP_032452376.1, XP_016838013.1, XP_016838012.1, XP_032452380.1, XP_032452379.1, XP_032452382.1, XP_032452381.1
OG0000375	XP_015438184.1	XP_008208423.1, XP_001599241.1, XP_008208436.1, XP_008208430.1
OG0000376	XP_015438463.1	XP_031782974.1, XP_032457748.1, XP_031782970.1, XP_031782973.1, XP_031782972.1, XP_031782975.1
OG0000377	XP_015429723.1	NP_001164381.1
OG0000378	XP_015436731.1	XP_001601479.2
OG0000378	XP_015436710.1	XP_031780953.1
OG0000379	XP_015432620.1	XP_008209839.1, XP_008209838.1
OG0000380	XP_015430841.1, XP_015430849.1	XP_031786831.1, XP_031786832.1
OG0000381	XP_015436144.1	XP_016841180.1
OG0000381	XP_015435054.1	XP_001602738.1
OG0000382	XP_015438431.1	XP_001607827.3
OG0000382	XP_015430799.1	XP_008217713.1
OG0000383	XP_015438151.1, XP_015439947.1, XP_015435224.1	XP_003427646.1
OG0000384	XP_015429068.1, XP_015429067.1, XP_015429069.1	XP_001604432.2, XP_008210418.1
OG0000384	XP_015429058.1	XP_031782398.1
OG0000385	XP_015430155.1	XP_001599984.1
OG0000386	XP_015434825.1, XP_015434823.1, XP_015434824.1	XP_008202799.1, XP_031777593.1
OG0000387	XP_015436567.1	XP_008210181.2
OG0000388	XP_015437504.1	XP_008206350.1
OG0000388	XP_015437405.1	XP_032454208.1, XP_032454209.1, XP_016839439.1, XP_032454207.1
OG0000389	XP_015435398.1, XP_015429308.1	XP_008216123.1, XP_016837517.1
OG0000390	XP_015433732.1	XP_001602302.2, XP_031782806.1
OG0000391	XP_015431880.1	XP_001603994.2, XP_032453563.1, XP_003425361.1, XP_003425362.1, XP_008202185.1, XP_008202187.1
OG0000394	XP_015429618.1	XP_031778263.1
OG0000395	XP_015436053.1	XP_001601573.1, XP_031787201.1
OG0000395	XP_015435778.1	XP_001601712.1
OG0000396	XP_015438347.1	XP_008207407.1, XP_016837884.1
OG0000397	XP_015433099.1, XP_015433098.1, XP_015433097.1	XP_008203436.1, XP_031783735.1, XP_032453856.1, XP_008203434.1, XP_008203435.1, XP_008203433.1
OG0000398	XP_015438441.1, XP_015438442.1, XP_015438443.1	XP_016845283.1, XP_008214693.1, XP_008214717.1, XP_032455667.1, XP_001604820.2
OG0000399	XP_015430976.1	XP_031781127.1, XP_032457471.1
OG0000400	XP_015432526.1, XP_015432594.1	XP_016844273.1, XP_016844274.1, XP_003427708.1
OG0000402	XP_015428527.1	XP_001605218.1
OG0000403	XP_015432862.1	XP_016842670.1, XP_016842678.1
OG0000405	XP_015428940.1	XP_001607109.1
OG0000406	XP_015438700.1	XP_008208600.3
OG0000406	XP_015438653.1	XP_032455879.1
OG0000408	XP_015437857.1	XP_001607579.1, XP_008206487.1
OG0000408	XP_015433869.1	XP_031782506.1
OG0000409	XP_015440215.1	XP_032452236.1, NP_001153487.1
OG0000410	XP_015440327.1	XP_008206544.1
OG0000411	XP_015436878.1, XP_015436886.1	XP_001602382.2
OG0000411	XP_015429831.1	XP_001601862.2
OG0000412	XP_015434167.1	XP_003423876.1
OG0000412	XP_015434957.1	XP_031782587.1
OG0000413	XP_015435296.1	XP_001600121.2
OG0000414	XP_015435132.1	XP_032452894.1, XP_032452897.1, XP_032452888.1, XP_032452896.1, XP_032452902.1, XP_008203107.1
OG0000414	XP_015435135.1	XP_001607773.1, XP_016845900.1, XP_016845899.1, XP_016845901.1
OG0000415	XP_015430865.1	XP_031783559.1
OG0000416	XP_015435263.1	XP_001600745.2
OG0000417	XP_015431668.1	XP_003424313.2
OG0000417	XP_015437968.1	XP_001599945.1
OG0000418	XP_015432085.1	XP_008205709.1, XP_001601942.1
OG0000418	XP_015440371.1	XP_031782893.1
OG0000419	XP_015433820.1	XP_031788079.1, XP_031788078.1, XP_031788082.1, XP_032456075.1, XP_032456074.1, XP_031788080.1
OG0000420	XP_015431289.1	XP_031782083.1
OG0000420	XP_015431300.1	XP_001604517.1
OG0000421	XP_015432218.1	XP_016839013.1
OG0000422	XP_015439981.1	XP_016839096.1
OG0000423	XP_015430628.1	XP_032453464.1
OG0000424	XP_015433762.1	XP_031788292.1
OG0000424	XP_015433765.1	XP_031788296.1
OG0000425	XP_015439601.1, XP_015439599.1	XP_008215235.1, XP_008215236.1, XP_001604858.2
OG0000426	XP_015435125.1	XP_003425799.1, XP_003425800.1, XP_008203786.1, XP_016839812.1, XP_031782583.1
OG0000427	XP_015440151.1	XP_016840422.1
OG0000428	XP_015439352.1	XP_001607956.2
OG0000429	XP_015439988.1	XP_032455744.1, XP_031785495.1, XP_003426891.1, XP_032455743.1
OG0000430	XP_015432989.1, XP_015429785.1	XP_008211856.1, XP_008207390.1
OG0000431	XP_015433474.1	XP_008216630.2
OG0000432	XP_015430495.1	XP_016838902.1, XP_016838898.1, XP_016838897.1, XP_016838901.1, XP_016838899.1, XP_032454127.1
OG0000434	XP_015440332.1	XP_008213589.1, XP_008213590.1, XP_008213575.1, XP_001603384.1, XP_008213596.1
OG0000435	XP_015428517.1	XP_008213926.1, XP_008213917.1
OG0000436	XP_015437472.1, XP_015437475.1	XP_016839429.1
OG0000436	XP_015437482.1	XP_008215662.1
OG0000437	XP_015437559.1, XP_015437558.1, XP_015437557.1	XP_031777981.1, XP_031777979.1
OG0000438	XP_015433348.1	XP_031785753.1
OG0000439	XP_015439918.1	XP_008209688.1, XP_008209684.1
OG0000441	XP_015428778.1	XP_001603075.2
OG0000442	XP_015431478.1	XP_016838282.1, XP_008209902.1, XP_008209903.1, XP_008209904.1, XP_008209905.1, XP_031779664.1, XP_031779663.1
OG0000443	XP_015438231.1	XP_001608199.2, XP_032457005.1
OG0000444	XP_015437287.1	XP_001602623.1
OG0000445	XP_015432260.1	XP_003427100.3
OG0000445	XP_015432261.1	XP_001603511.2
OG0000446	XP_015429506.1	XP_001606211.2
OG0000447	XP_015430478.1	XP_032451673.1, XP_003425526.1
OG0000448	XP_015440001.1	XP_003428221.1, XP_032455151.1, XP_031786682.1, XP_001608037.1, XP_003428220.1
OG0000449	XP_015437325.1	XP_001606175.1
OG0000450	XP_015432640.1	XP_016842582.1
OG0000451	XP_015428735.1, XP_015428736.1, XP_015428737.1	XP_001604727.2
OG0000452	XP_015437321.1	XP_016841334.1
OG0000452	XP_015429805.1	XP_031789446.1
OG0000453	XP_015439003.1	XP_001604723.2, XP_003424454.1
OG0000455	XP_015432676.1	XP_016838988.1
OG0000456	XP_015438176.1	XP_001600253.1
OG0000457	XP_015430282.1	XP_016844324.1
OG0000458	XP_015433077.1	XP_032451643.1, XP_008215535.1, XP_001608089.1
OG0000459	XP_015439579.1	XP_016838263.1, XP_016838264.1, XP_001603840.2
OG0000461	XP_015432294.1	XP_031784669.1
OG0000462	XP_015439365.1	XP_031787376.1, XP_032456918.1, XP_032456917.1, XP_032456920.1, XP_032456919.1, XP_032456922.1, XP_032456921.1
OG0000463	XP_015435313.1, XP_015435314.1, XP_015435305.1	XP_031779415.1, XP_031779413.1, XP_031779414.1
OG0000464	XP_015432819.1	XP_031782147.1
OG0000465	XP_015434227.1	XP_032453035.1
OG0000466	XP_015429220.1	XP_008206991.1
OG0000470	XP_015432130.1	XP_001599548.1, XP_032455700.1
OG0000471	XP_015435730.1, XP_015436283.1, XP_015436162.1	XP_003423940.1
OG0000474	XP_015430247.1, XP_015430255.1	XP_001605736.1, XP_008213511.1
OG0000475	XP_015432455.1	XP_001603243.1
OG0000476	XP_015431600.1	XP_001601958.2, XP_032457485.1, XP_001604463.1
OG0000477	XP_015439894.1	XP_001608132.1
OG0000477	XP_015435437.1	XP_008210669.1
OG0000478	XP_015437208.1	XP_031780448.1, XP_031780447.1, XP_032452354.1, XP_032452355.1, XP_031780450.1, XP_016837594.1, XP_016837592.1, XP_016837593.1, XP_016837590.1, XP_016837591.1, XP_008217665.1, XP_008217664.1, XP_032452362.1, XP_032452361.1, XP_032452363.1, XP_032452360.1, XP_032452359.1, XP_032452358.1, XP_032452357.1, XP_032452356.1, XP_031780449.1
OG0000479	XP_015437281.1	XP_031778239.1, XP_008213887.2, XP_031786921.1
OG0000480	XP_015433561.1	XP_031780263.1
