Orthogroup	Tribolium_castaneum	Nomia_melanderi
OG0000212	XP_970912.2, XP_015835896.1, XP_015840439.1, XP_015840441.1	XP_031834616.1, XP_031829597.1, XP_031829541.1
OG0000213	XP_970612.2	XP_031829822.1, XP_031829824.1, XP_031829823.1
OG0000214	XP_967960.2	XP_031832084.1
OG0000214	XP_970835.1	XP_031850423.1, XP_031850412.1, XP_031850402.1, XP_031850430.1, XP_031850440.1, XP_031850450.1
OG0000215	XP_972301.2, XP_008197697.1, XP_008197706.1, XP_015839776.1	XP_031842767.1, XP_031842763.1, XP_031842762.1, XP_031842761.1, XP_031842768.1, XP_031842764.1, XP_031842770.1
OG0000216	NP_001107836.1, XP_967724.1, NP_001123993.1, XP_008193185.1, XP_008199996.1, XP_971612.1, NP_001123994.1	XP_031833974.1
OG0000217	XP_973791.2, XP_975130.2, XP_015839401.1, XP_015839404.1, XP_015839405.1, XP_008199621.1, XP_015839403.1, XP_015840143.1, XP_008192685.2, XP_008192686.2, XP_015835054.1, XP_015835055.1, XP_008191628.1, XP_008191600.1, XP_008198006.2	XP_031838827.1
OG0000218	XP_967940.2	XP_031843157.1, XP_031843154.1, XP_031843156.1, XP_031843159.1, XP_031843158.1, XP_031843153.1, XP_031843152.1, XP_031843150.1, XP_031843149.1, XP_031843148.1, XP_031843151.1, XP_031843147.1, XP_031843160.1
OG0000219	XP_968383.1	XP_031844648.1, XP_031844645.1, XP_031844649.1, XP_031844644.1, XP_031844646.1
OG0000220	XP_015840696.1	XP_031848722.1, XP_031848723.1, XP_031848720.1, XP_031848721.1, XP_031848719.1, XP_031848724.1, XP_031848727.1, XP_031848726.1
OG0000221	XP_015837155.1, XP_974256.1	XP_031847181.1, XP_031847176.1, XP_031847173.1, XP_031847174.1, XP_031847177.1, XP_031847178.1, XP_031847170.1, XP_031847180.1, XP_031847179.1, XP_031847182.1, XP_031847172.1, XP_031847171.1
OG0000223	NP_001164284.1, XP_972063.1	XP_031843281.1
OG0000225	XP_971086.2	XP_031845382.1, XP_031845330.1, XP_031845328.1, XP_031845327.1
OG0000226	NP_001280522.1, XP_008197480.1	XP_031845835.1, XP_031845830.1
OG0000226	XP_015838522.1	XP_031845816.1
OG0000227	XP_008198897.2	XP_031841465.1, XP_031841460.1, XP_031841461.1, XP_031841463.1, XP_031841462.1, XP_031841466.1
OG0000229	XP_008190780.1	XP_031828353.1, XP_031828352.1
OG0000231	XP_015836454.1, XP_015836453.1, XP_973943.1, XP_008194841.1	XP_031830558.1, XP_031830557.1
OG0000232	XP_970131.1	XP_031848186.1, XP_031848188.1, XP_031848187.1, XP_031848189.1
OG0000233	XP_008196062.1, XP_008196018.1, XP_008196019.1	XP_031828212.1, XP_031828211.1
OG0000234	XP_972520.3, XP_001814003.1	XP_031838672.1, XP_031838671.1, XP_031838673.1
OG0000235	XP_015835330.1, XP_015835329.1, XP_015835324.1, XP_015835328.1	XP_031837012.1, XP_031837013.1
OG0000236	NP_001155991.1	XP_031847307.1
OG0000237	XP_008197452.1	XP_031848024.1
OG0000237	XP_008197451.1	XP_031848023.1
OG0000239	XP_015836807.1, XP_008200144.1	XP_031848984.1
OG0000240	XP_015833080.1, XP_015833079.1, XP_015840681.1, XP_008190666.2, XP_008190667.1, XP_966770.1, XP_001809806.2, XP_008190687.2, XP_008201648.1	XP_031826590.1
OG0000244	XP_974579.1, XP_015836330.1	XP_031832857.1, XP_031832858.1, XP_031832855.1, XP_031832856.1, XP_031832846.1, XP_031832851.1, XP_031832860.1, XP_031832863.1, XP_031832862.1, XP_031832853.1, XP_031832854.1, XP_031832848.1, XP_031832852.1, XP_031832850.1, XP_031832859.1, XP_031832861.1, XP_031832849.1
OG0000245	XP_008194988.1, NP_001034522.1, NP_001034493.1	XP_031828652.1
OG0000246	NP_001096056.1	XP_031841788.1
OG0000246	XP_973068.2, XP_008193582.1	XP_031841790.1, XP_031841789.1
OG0000247	XP_015840017.1, XP_008190606.2, XP_015833810.1	XP_031825527.1
OG0000248	XP_015839338.1, XP_008193359.2, XP_015835108.1	XP_031835538.1, XP_031835539.1
OG0000249	XP_966587.1	XP_031846178.1, XP_031846219.1
OG0000250	XP_008196257.1	XP_031847829.1, XP_031835810.1
OG0000251	XP_015840048.1, XP_008201191.1	XP_031847857.1, XP_031828975.1, XP_031837823.1
OG0000252	XP_970662.1	XP_031844068.1, XP_031844065.1, XP_031844066.1, XP_031844063.1, XP_031844064.1, XP_031844071.1, XP_031844072.1, XP_031844073.1, XP_031844067.1, XP_031844069.1, XP_031844070.1
OG0000253	XP_015838158.1	XP_031840596.1, XP_031840598.1, XP_031840599.1
OG0000254	XP_008195945.1	XP_031832122.1
OG0000254	XP_008195412.1, XP_971164.2	XP_031833515.1
OG0000255	XP_970270.1, XP_008199406.1	XP_031850284.1
OG0000256	XP_973160.1, XP_973850.1, XP_008193331.1	XP_031847101.1, XP_031847102.1, XP_031847099.1, XP_031847100.1
OG0000257	XP_015838389.1	XP_031832830.1, XP_031832832.1
OG0000257	XP_974236.1, XP_008201491.1, XP_008197327.1	XP_031832827.1
OG0000260	NP_001034506.1	XP_031842067.1
OG0000261	XP_015839903.1, XP_015840001.1, XP_015840896.1, XP_015840891.1, XP_975108.2, XP_008201425.1, XP_975146.1, XP_015840860.1, XP_008201428.1, XP_008201427.1	XP_031846061.1, XP_031846059.1, XP_031846060.1, XP_031846057.1, XP_031846056.1, XP_031846055.1, XP_031846054.1, XP_031846053.1
OG0000263	XP_966512.1, XP_975893.1	XP_031835360.1, XP_031835362.1, XP_031835361.1
OG0000264	XP_008198346.1, NP_001164126.1	XP_031832256.1
OG0000264	XP_968284.1, XP_015835141.1	XP_031841809.1, XP_031841810.1
OG0000265	NP_001153781.1, XP_008200967.1, XP_008200966.1	XP_031849046.1, XP_031836082.1, XP_031848965.1, XP_031836096.1
OG0000265	XP_967029.1	XP_031835549.1
OG0000266	XP_967356.1	XP_031847517.1
OG0000266	XP_970881.1, XP_970797.1	XP_031836489.1, XP_031836488.1
OG0000268	XP_967796.2, XP_015832932.1, XP_015838161.1	XP_031848594.1
OG0000269	XP_971005.2	XP_031828528.1, XP_031828529.1, XP_031828526.1, XP_031828527.1, XP_031828531.1, XP_031828530.1, XP_031828532.1
OG0000270	XP_008198078.1, NP_001280505.1	XP_031834112.1
OG0000270	XP_008198076.1, NP_001280501.1	XP_031833977.1
OG0000271	NP_001290187.1, NP_001280499.1, XP_015839433.1	XP_031842330.1
OG0000271	NP_001280518.1	XP_031838446.1
OG0000272	XP_008193383.1, NP_001107763.1	XP_031839528.1, XP_031839531.1
OG0000272	NP_001103420.1	XP_031837103.1
OG0000273	XP_008191036.1	XP_031842454.1, XP_031842455.1, XP_031842456.1, XP_031842457.1, XP_031842452.1, XP_031842448.1, XP_031842445.1, XP_031842444.1, XP_031842443.1, XP_031842442.1, XP_031842447.1, XP_031842446.1, XP_031842451.1, XP_031842450.1, XP_031842453.1
OG0000274	XP_008199963.1	XP_031846638.1
OG0000275	XP_970514.2	XP_031841067.1
OG0000277	XP_015837443.1	XP_031848090.1, XP_031848091.1
OG0000278	XP_015834844.1	XP_031836647.1
OG0000279	NP_001280538.1, XP_015838925.1, XP_015838796.1	XP_031827783.1, XP_031827784.1, XP_031827770.1, XP_031827779.1, XP_031827780.1, XP_031827777.1, XP_031827778.1, XP_031827775.1, XP_031827776.1, XP_031827773.1, XP_031827774.1, XP_031827771.1, XP_031827772.1, XP_031827781.1
OG0000281	XP_967340.1	XP_031838606.1
OG0000281	XP_968478.1, XP_968177.1	XP_031846619.1
OG0000283	XP_970327.1, XP_015836740.1	XP_031833818.1, XP_031833817.1, XP_031833815.1
OG0000284	XP_968561.1	XP_031826330.1
OG0000284	XP_008195942.1, XP_973257.1	XP_031846776.1
OG0000285	XP_970530.1	XP_031842320.1, XP_031842319.1
OG0000286	XP_008193140.1	XP_031842494.1, XP_031842673.1, XP_031842584.1, XP_031842765.1
OG0000287	XP_008197596.1	XP_031828105.1
OG0000287	XP_001814592.1	XP_031828104.1
OG0000288	XP_015833077.1, XP_008200294.1	XP_031849686.1
OG0000288	XP_966392.1	XP_031833411.1
OG0000289	XP_973833.1	XP_031839444.1
OG0000290	XP_008193818.1	XP_031849004.1, XP_031849005.1, XP_031849002.1, XP_031849003.1
OG0000291	NP_001161313.1	XP_031844762.1
OG0000291	XP_008192535.1	XP_031844761.1
OG0000292	XP_015836717.1, XP_008199379.1, XP_015836718.1	XP_031828784.1, XP_031848114.1
OG0000293	XP_974062.1, XP_974008.1, XP_001811085.2, XP_008192813.2, XP_015835032.1, XP_974034.1, XP_972744.1, XP_972703.3, XP_972663.1	XP_031828093.1, XP_031828087.1, XP_031828068.1, XP_031828078.1
OG0000295	XP_974942.1	XP_031831489.1, XP_031831490.1, XP_031831492.1, XP_031831488.1
OG0000296	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1	XP_031844567.1
OG0000297	XP_015836263.1, XP_967109.3, XP_015836510.1, XP_015836508.1, XP_015836509.1, XP_970866.1, XP_008194978.1, XP_008190426.2, XP_966329.1, XP_008195034.1, XP_008195035.1, XP_015840885.1, XP_974610.1, XP_008199115.2, XP_974592.1, XP_008194674.2, XP_015836400.1, XP_015836399.1, XP_008194675.2, XP_974420.1, XP_966559.1	XP_031845801.1
OG0000298	XP_975374.1	XP_031825619.1, XP_031825620.1, XP_031825618.1
OG0000299	XP_008196759.1	XP_031844650.1, XP_031844651.1
OG0000300	XP_969695.1	XP_031828108.1, XP_031828109.1
OG0000300	XP_001811015.1	XP_031831837.1, XP_031831836.1
OG0000301	NP_001107791.1	XP_031827130.1
OG0000301	NP_001107860.1	XP_031828764.1
OG0000302	XP_008196651.1	XP_031849048.1, XP_031848510.1
OG0000302	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1	XP_031848793.1, XP_031848271.1
OG0000303	XP_971548.1, XP_008199064.1	XP_031827201.1
OG0000304	XP_015835772.1, XP_008193751.1	XP_031829902.1, XP_031829901.1
OG0000305	XP_015840834.1, XP_015840824.1, XP_008201263.1, XP_015840826.1, XP_015840827.1, XP_015840828.1, XP_015840825.1, XP_015839861.1	XP_031834133.1
OG0000306	XP_008195672.2	XP_031833469.1, XP_031833463.1, XP_031833470.1, XP_031833468.1
OG0000307	XP_973197.1	XP_031826733.1, XP_031826732.1, XP_031826730.1, XP_031826731.1
OG0000308	XP_015835181.1	XP_031830534.1, XP_031830529.1, XP_031830533.1, XP_031830532.1, XP_031830531.1, XP_031830530.1
OG0000309	XP_968563.2, XP_015838858.1	XP_031826842.1, XP_031826838.1, XP_031826839.1, XP_031826844.1, XP_031826843.1, XP_031826845.1, XP_031826841.1
OG0000310	XP_015834524.1	XP_031839905.1, XP_031839904.1, XP_031839903.1, XP_031839906.1
OG0000311	NP_001164089.1, XP_015836774.1	XP_031829695.1
OG0000312	XP_015833546.1	XP_031843676.1, XP_031843679.1, XP_031843678.1, XP_031843677.1, XP_031843680.1
OG0000313	XP_008197561.1, XP_008197562.1, XP_971420.2, XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2	XP_031830193.1
OG0000314	XP_968893.1, XP_008193080.1, XP_966924.1	XP_031843272.1
OG0000314	XP_967017.1	XP_031843273.1
OG0000315	XP_008196876.1, XP_008196877.1, XP_008193351.1, XP_015838172.1	XP_031841939.1, XP_031841940.1
OG0000316	XP_008190751.1, NP_001182329.1	XP_031825617.1
OG0000317	XP_008200064.1	XP_031835468.1
OG0000318	XP_008192121.1, XP_974398.1	XP_031826715.1, XP_031826720.1, XP_031826717.1, XP_031826716.1, XP_031826719.1, XP_031826718.1
OG0000319	XP_967713.1, XP_971783.1	XP_031849335.1
OG0000320	XP_008196303.1, XP_015837420.1, XP_008196304.1	XP_031829627.1, XP_031829628.1
OG0000321	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1	XP_031828113.1, XP_031828112.1
OG0000322	XP_974306.1	XP_031847858.1
OG0000322	XP_008191340.1	XP_031826181.1, XP_031826182.1, XP_031826184.1
OG0000323	XP_015839632.1, XP_015839647.1	XP_031828906.1
OG0000324	XP_015834170.1, XP_015834173.1	XP_031834417.1, XP_031833285.1
OG0000325	XP_970199.2, XP_015838203.1, XP_015838204.1, XP_008196730.1	XP_031836953.1, XP_031836954.1, XP_031836955.1, XP_031836949.1, XP_031836950.1, XP_031836951.1
OG0000326	XP_015834991.1, XP_008192193.1, XP_008192194.1	XP_031843673.1
OG0000327	XP_015833709.1	XP_031848508.1
OG0000327	XP_008191189.2	XP_031838509.1, XP_031838513.1, XP_031838516.1
OG0000330	XP_967194.1, XP_973575.3, XP_968237.2	XP_031836766.1
OG0000331	XP_972225.1	XP_031838207.1, XP_031838210.1, XP_031838208.1, XP_031838209.1, XP_031838206.1
OG0000332	XP_971957.1	XP_031838151.1, XP_031838150.1, XP_031838152.1
OG0000333	XP_015839725.1	XP_031845026.1, XP_031842299.1, XP_031842298.1, XP_031842297.1, XP_031842296.1
OG0000334	XP_015836026.1	XP_031843830.1, XP_031843829.1, XP_031843828.1
OG0000335	XP_971201.1	XP_031826910.1, XP_031826911.1, XP_031826913.1
OG0000336	XP_001814361.1	XP_031848307.1
OG0000337	XP_008198111.1, XP_008198112.1	XP_031835341.1, XP_031835340.1, XP_031835343.1, XP_031835337.1, XP_031835336.1, XP_031835342.1, XP_031835344.1, XP_031835348.1, XP_031835338.1, XP_031835335.1, XP_031835353.1, XP_031835331.1, XP_031835332.1, XP_031835355.1, XP_031835356.1, XP_031835354.1, XP_031835351.1, XP_031835352.1, XP_031835333.1, XP_031835334.1, XP_031835346.1, XP_031835347.1, XP_031835349.1, XP_031835345.1, XP_031835357.1, XP_031835358.1
OG0000338	XP_008197000.1	XP_031840740.1
OG0000339	XP_975511.1	XP_031831302.1
OG0000339	NP_001177648.1, XP_008193158.1	XP_031829836.1, XP_031829835.1
OG0000340	XP_008200736.1	XP_031833920.1
OG0000340	XP_015838405.1, XP_973952.1, XP_973891.1	XP_031837893.1
OG0000341	XP_975221.1	XP_031845183.1, XP_031845201.1, XP_031845164.1, XP_031845175.1, XP_031845190.1
OG0000342	XP_008198162.1	XP_031849801.1
OG0000342	XP_968153.2	XP_031849407.1
OG0000343	XP_008193357.1	XP_031832963.1
OG0000344	XP_015840052.1, XP_015840053.1	XP_031837555.1, XP_031837558.1, XP_031837556.1
OG0000345	XP_015838177.1	XP_031849567.1, XP_031849568.1, XP_031849564.1, XP_031849566.1
OG0000347	XP_008196770.1	XP_031829278.1, XP_031829277.1, XP_031829276.1, XP_031829282.1, XP_031829279.1, XP_031829280.1
OG0000348	XP_008195650.1	XP_031837415.1, XP_031837416.1, XP_031837417.1, XP_031837418.1, XP_031837419.1, XP_031837424.1, XP_031837423.1, XP_031837422.1, XP_031837420.1
OG0000349	XP_008199681.1, XP_008199682.1, XP_015839246.1	XP_031827122.1
OG0000350	XP_008197841.1, XP_971237.1	XP_031829082.1, XP_031829083.1, XP_031829084.1, XP_031829080.1
OG0000351	XP_971635.2, XP_008196968.1	XP_031844300.1
OG0000352	XP_974349.1	XP_031839803.1, XP_031839804.1, XP_031839801.1
OG0000356	XP_008197708.1, XP_008197784.2	XP_031840972.1, XP_031841764.1
OG0000357	XP_008194728.1	XP_031848546.1
OG0000358	XP_972062.1	XP_031826394.1, XP_031826395.1, XP_031826396.1, XP_031826397.1, XP_031826392.1, XP_031826393.1
OG0000360	XP_008195292.1, XP_967057.1	XP_031829459.1
OG0000361	XP_973660.1	XP_031842869.1
OG0000362	NP_001161781.1	XP_031827924.1
OG0000363	XP_970320.1	XP_031848153.1
OG0000363	XP_015834105.1	XP_031848675.1
OG0000364	XP_008200761.1, XP_015840859.1, XP_008192910.2, XP_966855.1	XP_031825472.1, XP_031825470.1, XP_031825477.1, XP_031825473.1, XP_031825474.1, XP_031825475.1, XP_031825476.1
OG0000366	XP_015840947.1, NP_001107777.1	XP_031842886.1, XP_031848836.1
OG0000367	XP_008194856.1, XP_015836457.1	XP_031843826.1
OG0000368	XP_976104.1, XP_015838018.1	XP_031827659.1, XP_031827667.1
OG0000369	XP_008201712.1	XP_031842508.1, XP_031828181.1
OG0000370	XP_015839940.1	XP_031838952.1
OG0000371	XP_008201299.1	XP_031843162.1
OG0000372	XP_015836666.1	XP_031835206.1, XP_031835197.1, XP_031843583.1
OG0000375	XP_015838589.1	XP_031840577.1, XP_031840579.1, XP_031840581.1, XP_031840580.1, XP_031840582.1
OG0000376	XP_008190447.1	XP_031830649.1
OG0000377	XP_008198810.1	XP_031846810.1
OG0000377	XP_008199609.1	XP_031836352.1, XP_031836354.1, XP_031836355.1
OG0000378	XP_008190395.1	XP_031836584.1
OG0000379	XP_008191956.1, XP_015836606.1	XP_031850460.1
OG0000380	XP_970911.1, XP_015835308.1	XP_031842078.1, XP_031842077.1, XP_031842082.1, XP_031842081.1, XP_031842083.1, XP_031842079.1
OG0000381	XP_001813974.1	XP_031839882.1
OG0000382	XP_966771.1	XP_031843770.1, XP_031843772.1, XP_031843771.1, XP_031845569.1
OG0000383	XP_015840217.1	XP_031829498.1, XP_031836346.1, XP_031836078.1
OG0000384	XP_001813130.1	XP_031834029.1
OG0000384	XP_008193509.1, XP_008193510.1	XP_031833987.1
OG0000385	XP_008200161.1	XP_031842127.1, XP_031842124.1, XP_031838969.1
OG0000386	XP_970034.2	XP_031837844.1, XP_031837916.1
OG0000387	XP_968734.1	XP_031840694.1, XP_031846649.1, XP_031846513.1
OG0000388	XP_974824.1	XP_031830365.1
OG0000388	XP_974813.1	XP_031835429.1
OG0000389	XP_008191053.1, XP_971552.2	XP_031839349.1, XP_031842038.1
OG0000390	XP_970733.3	XP_031836980.1
OG0000392	XP_015839708.1	XP_031842136.1, XP_031826683.1
OG0000394	XP_008190453.1, XP_015836362.1, XP_970450.1	XP_031838306.1, XP_031838305.1, XP_031838308.1, XP_031838307.1
OG0000395	XP_967306.3	XP_031841354.1, XP_031841342.1, XP_031844342.1
OG0000396	XP_967256.1	XP_031825880.1
OG0000397	XP_973626.3	XP_031828640.1
OG0000398	XP_973071.1	XP_031830739.1, XP_031830738.1, XP_031830742.1, XP_031830741.1, XP_031830740.1
OG0000399	XP_015838955.1	XP_031829748.1
OG0000401	XP_973474.1	XP_031831260.1, XP_031831262.1, XP_031831258.1, XP_031831259.1, XP_031831263.1, XP_031831257.1
OG0000403	XP_015835469.1	XP_031846922.1, XP_031846915.1
OG0000405	XP_975505.1	XP_031847772.1, XP_031847770.1, XP_031847771.1, XP_031847768.1, XP_031847769.1
OG0000405	XP_969335.1	XP_031830443.1
OG0000406	XP_015840310.1	XP_031849124.1
OG0000406	XP_967861.2	XP_031849125.1
OG0000407	XP_008198805.1	XP_031828677.1, XP_031828678.1, XP_031828680.1
OG0000408	XP_008190910.1	XP_031826067.1
OG0000408	XP_008199142.1, XP_970081.3	XP_031826434.1
OG0000409	XP_015835314.1, XP_008200456.1, XP_972202.1, XP_008200455.1	XP_031829286.1, XP_031829287.1, XP_031829288.1
OG0000410	XP_008194279.1	XP_031833209.1
OG0000410	XP_008199891.1	XP_031841679.1
OG0000411	XP_008191461.1	XP_031827908.1
OG0000411	XP_001813433.1	XP_031846667.1
OG0000412	XP_015836557.1, XP_971694.2	XP_031844906.1
OG0000413	XP_969620.2	XP_031847110.1, XP_031847111.1
OG0000415	XP_973217.2	XP_031845031.1
OG0000416	XP_008192545.1	XP_031839342.1, XP_031846386.1
OG0000417	XP_008198772.1	XP_031846073.1
OG0000417	XP_974698.1	XP_031843173.1
OG0000419	XP_971173.1, XP_015838774.1	XP_031848129.1
OG0000420	XP_008192326.1, XP_001816525.1, XP_008192327.1, XP_008192332.1	XP_031839661.1, XP_031839781.1
OG0000420	XP_008199675.1	XP_031839805.1
OG0000421	XP_008192097.1	XP_031826826.1, XP_031826818.1
OG0000422	XP_008192616.1	XP_031831659.1, XP_031831662.1, XP_031831661.1, XP_031831660.1, XP_031831658.1
OG0000423	XP_008199561.1	XP_031845141.1
OG0000424	XP_015840415.1	XP_031834158.1
OG0000424	XP_015840422.1	XP_031834162.1
OG0000425	XP_969804.2	XP_031825917.1, XP_031825916.1, XP_031825919.1, XP_031825918.1, XP_031825921.1, XP_031825920.1, XP_031825923.1
OG0000426	XP_973970.1	XP_031832178.1, XP_031832177.1
OG0000427	XP_008196417.1	XP_031825564.1
OG0000428	XP_015839428.1, XP_008194527.2	XP_031829532.1
OG0000428	XP_015837845.1, NP_001280511.1	XP_031849865.1
OG0000429	XP_008196407.1, XP_015837255.1	XP_031831637.1, XP_031831639.1, XP_031831635.1, XP_031831636.1, XP_031831634.1
OG0000430	XP_008190881.1, XP_008197779.1, XP_008197331.1, XP_008199845.1	XP_031839274.1, XP_031842027.1, XP_031842026.1, XP_031842031.1, XP_031842029.1, XP_031842030.1, XP_031842028.1
OG0000431	XP_015839887.1, XP_967707.1, XP_008190865.1, XP_015834261.1	XP_031846555.1
OG0000432	XP_973723.1	XP_031830318.1
OG0000433	XP_015835623.1, NP_001139342.1, XP_008193524.2, NP_001139461.1	XP_031847972.1, XP_031847973.1
OG0000434	XP_972017.1, XP_008196460.1, XP_008196458.1, XP_008196459.1, XP_015838266.1, XP_015838265.1	XP_031833180.1, XP_031833182.1, XP_031833183.1, XP_031833179.1
OG0000436	XP_008197909.1	XP_031830362.1
OG0000436	XP_970620.1	XP_031830359.1
OG0000437	XP_008200406.1	XP_031843950.1, XP_031843942.1, XP_031843962.1
OG0000438	XP_971688.3	XP_031833668.1, XP_031833663.1
OG0000439	XP_008193933.1	XP_031831195.1, XP_031831192.1, XP_031831193.1, XP_031831190.1, XP_031831191.1, XP_031831188.1, XP_031831189.1, XP_031831197.1, XP_031831184.1, XP_031831187.1, XP_031831186.1, XP_031831194.1
OG0000440	XP_008200809.1	XP_031848174.1, XP_031834864.1, XP_031834945.1
OG0000441	XP_008198701.1, XP_008198702.1, XP_008198700.1, XP_008198703.1	XP_031827435.1, XP_031828298.1, XP_031829199.1
OG0000442	XP_008197799.1, XP_968004.1	XP_031844491.1, XP_031844488.1, XP_031844487.1, XP_031844490.1, XP_031844486.1
OG0000443	XP_974381.2	XP_031826527.1, XP_031826528.1, XP_031826526.1
OG0000444	NP_001164534.1, NP_001164533.1	XP_031849333.1, XP_031849324.1, XP_031849325.1, XP_031849326.1, XP_031849327.1, XP_031849328.1, XP_031849329.1, XP_031849330.1, XP_031849331.1, XP_031849332.1
OG0000445	XP_008193734.1	XP_031827533.1
OG0000446	XP_008198655.1, XP_008198715.2, XP_008198651.1	XP_031838352.1, XP_031838353.1, XP_031838351.1
OG0000447	XP_008191853.2	XP_031829976.1, XP_031829984.1
OG0000448	XP_969343.1	XP_031831408.1, XP_031831410.1, XP_031831411.1, XP_031831409.1
OG0000449	XP_966346.1	XP_031849419.1
OG0000450	NP_001157610.1, XP_015835206.1	XP_031836836.1, XP_031848504.1
OG0000451	XP_972488.2	XP_031846454.1, XP_031846456.1, XP_031846455.1
OG0000452	XP_008195563.1	XP_031849268.1
OG0000452	XP_008190571.1	XP_031828311.1
OG0000453	XP_008196382.1, XP_008196383.1, XP_008196384.1	XP_031832789.1, XP_031832790.1, XP_031832791.1
OG0000454	XP_008197523.2	XP_031843476.1, XP_031843474.1
OG0000455	NP_001280547.1, XP_008193388.1	XP_031833718.1, XP_031833708.1, XP_031833683.1, XP_031833665.1, XP_031833692.1, XP_031833699.1, XP_031833674.1
OG0000456	XP_969928.1, XP_008196724.1	XP_031828432.1
OG0000457	XP_015835204.1, NP_001076795.1, XP_015837745.1, NP_001076796.1	XP_031826741.1, XP_031826743.1
OG0000458	XP_967155.1	XP_031847157.1, XP_031847156.1, XP_031847155.1, XP_031847154.1
OG0000459	XP_968944.1	XP_031845480.1, XP_031845482.1, XP_031845484.1, XP_031845483.1
OG0000460	XP_968752.1	XP_031839116.1
OG0000460	XP_968824.2	XP_031839118.1
OG0000461	XP_008198752.1	XP_031827747.1
