Orthogroup	Tribolium_castaneum	Solenopsis_invicta
OG0000146	XP_966544.1, XP_001811608.2	XP_011158610.1
OG0000146	XP_974294.1	XP_011157598.1
OG0000147	XP_966688.1	XP_039307845.1, XP_025987816.1, XP_039314750.1
OG0000148	XP_015836604.1, XP_015836603.1, XP_015840016.1	XP_039307843.1, XP_039304920.1
OG0000149	XP_008191323.1	XP_011168700.1
OG0000150	XP_015838556.1, XP_015838555.1, XP_015838554.1	XP_011156682.1, XP_025991203.1, XP_011156666.1, XP_011156673.1, XP_025991204.1
OG0000151	XP_969439.1, XP_015840091.1	XP_011167344.2
OG0000152	XP_966734.2	XP_011159593.1, XP_011159592.1
OG0000153	XP_970869.1, XP_008195606.1	XP_025991417.2
OG0000154	XP_008195104.1	XP_039306572.1, XP_011172804.1, XP_039306683.1
OG0000156	XP_008199571.1, XP_008199569.1, XP_008199570.1	XP_039313051.1, XP_039313052.1, XP_011167313.1, XP_011167314.1, XP_011167312.1
OG0000157	NP_001161084.1, XP_008194710.1, NP_001161130.1	XP_039311111.1, XP_039311110.1
OG0000158	XP_008198818.1	XP_039312830.1, XP_011168943.1, XP_011168955.1, XP_039312827.1
OG0000160	XP_008199283.1	XP_025995468.2
OG0000160	XP_967023.4	XP_039307899.1
OG0000161	NP_001164097.1, XP_015838131.1, XP_968215.1, XP_968291.1, XP_008198786.1, XP_015839834.1, XP_970896.1, XP_968653.3	XP_011171818.2, XP_011157167.1, XP_011171836.1
OG0000162	XP_008200302.1, NP_001107770.1	XP_011158164.1
OG0000162	NP_001103245.1	XP_025990139.1
OG0000163	XP_015839362.1, XP_008197923.1, XP_015840038.1	XP_039308609.1, XP_025995107.1, XP_039314688.1, XP_025985726.2, XP_039310227.1, XP_039305119.1, XP_039308588.1, XP_039313530.1, XP_039305423.1, XP_039308364.1, XP_039302748.1, XP_039307028.1, XP_039302949.1, XP_039309116.1, XP_039306857.1, XP_039302182.1, XP_039302778.1, XP_039302725.1, XP_039315256.1, XP_025990842.2, XP_039310495.1, XP_039306670.1, XP_039305300.1
OG0000163	XP_015834329.1	XP_039308512.1, XP_039308513.1, XP_039308511.1, XP_039308510.1, XP_039308704.1, XP_011166518.2, XP_039304837.1
OG0000164	XP_015833602.1, XP_015840341.1, XP_015833616.1	XP_011175603.2, XP_039313027.1
OG0000165	XP_008192571.1	XP_011162664.1, XP_011162665.1, XP_025987522.1, XP_025987521.1
OG0000165	XP_974173.2	XP_011173553.1
OG0000166	XP_008199436.1, XP_008199431.1	XP_025986750.2, XP_025986751.2, XP_039305072.1, XP_039305077.1
OG0000168	XP_008199616.2, XP_015834098.1	XP_025989788.2
OG0000169	XP_008195237.1, XP_008191380.1, XP_973188.1, XP_015833980.1, XP_015837683.1, XP_969004.1	XP_011166801.1, XP_011166805.2, XP_011166806.2
OG0000170	XP_008193117.1, XP_008193116.1	XP_011161401.1, XP_011161396.1, XP_011161392.2, XP_011161398.1
OG0000171	XP_971346.1, XP_015836633.1	XP_011160261.1, XP_039309768.1, XP_011160941.1, XP_039309770.1, XP_011160937.1, XP_011160936.1
OG0000173	XP_008194517.1	XP_025993243.1, XP_011165836.1, XP_039304290.1, XP_011165837.1, XP_011165835.1
OG0000174	XP_015838513.1	XP_025991237.1, XP_025991236.1, XP_025991235.1, XP_025991234.1, XP_025991233.1, XP_039302167.1, XP_039302166.1
OG0000175	XP_974770.1, XP_015836695.1	XP_039302006.1, XP_039302007.1, XP_011157853.1
OG0000176	XP_008195214.1	XP_025986721.1
OG0000177	XP_971910.1	XP_025993788.1
OG0000177	XP_008194311.1	XP_011167661.1
OG0000178	XP_008200484.2, XP_015835582.1	XP_011165136.1
OG0000179	XP_008194977.1	XP_039308745.1
OG0000179	XP_966308.2	XP_011164111.1
OG0000180	XP_976031.1, XP_008200320.1	XP_011166951.1, XP_011166952.1, XP_025986052.1, XP_025986051.1
OG0000181	NP_001280548.1, XP_008193833.1	XP_025994298.1, XP_025994299.1, XP_039312812.1, XP_039312813.1, XP_011169149.1, XP_011169148.1
OG0000182	XP_015832992.1	XP_011171027.1, XP_039307169.1, XP_039307168.1, XP_039307167.1, XP_039307166.1, XP_025991013.1
OG0000183	XP_975025.1	XP_011173713.1, XP_011173715.1
OG0000183	XP_970665.1	XP_025992667.1
OG0000184	XP_015832887.1, XP_015837621.1, XP_015837372.1, XP_015837383.1, XP_975520.3	XP_039308158.1, XP_039308138.1, XP_039308136.1
OG0000185	XP_008197397.1	XP_011158491.1, XP_011158492.1
OG0000186	XP_008199126.1, XP_008199118.1, XP_015835450.1	XP_039303622.1, XP_025989743.2, XP_011172186.2, XP_039302616.1, XP_011172178.2, XP_011172155.1, XP_025989742.2, XP_011172133.1
OG0000187	XP_975362.1	XP_039309150.1, XP_011165088.1, XP_011165087.1
OG0000188	XP_967501.2	XP_011168465.1
OG0000189	XP_008198457.1, XP_008193919.1	XP_011170993.1, XP_039306223.1
OG0000190	XP_015839424.1, XP_968802.1	XP_011166168.1, XP_039304064.1, XP_025988559.1
OG0000191	XP_015840404.1, XP_972346.1, XP_008197015.2, XP_015838363.1, XP_015838365.1, XP_972237.1, XP_015833908.1, XP_015833861.1, XP_015838439.1, XP_966412.2, XP_015833969.1, XP_001812470.1, XP_972442.2, XP_008193548.2	XP_039315120.1, XP_011164616.2
OG0000192	XP_976201.3, XP_008197081.1, XP_015838219.1, XP_008197084.1, XP_008197085.1, XP_008197082.1	XP_039310511.1, XP_039310512.1, XP_039310513.1, XP_039310514.1, XP_025989114.2, XP_025989113.2, XP_011155855.2
OG0000194	XP_008193011.1	XP_039304800.1
OG0000194	NP_001280525.1	XP_011158373.2, XP_025992171.1, XP_039304703.1
OG0000196	XP_969047.2	XP_039306717.1, XP_011171411.1, XP_011171412.1, XP_039306716.1
OG0000196	XP_967948.2	XP_011161482.2
OG0000197	XP_015837925.1	XP_011157191.1
OG0000198	XP_008196149.1	XP_011163990.2, XP_039313887.1, XP_025994493.1
OG0000200	XP_974164.1	XP_011170758.1
OG0000200	XP_967143.1, XP_015839106.1, XP_974030.1	XP_011168061.1, XP_011168064.1
OG0000201	XP_015833113.1	XP_025990401.2
OG0000201	XP_974115.1	XP_039308817.1, XP_011165064.3, XP_039308820.1, XP_011165062.1, XP_011165070.2, XP_011165069.2
OG0000202	XP_008196489.1, XP_008196491.1, XP_008196490.1	XP_025988731.1
OG0000203	XP_972061.1	XP_011168468.1, XP_039309884.1
OG0000204	XP_008192748.1, XP_015834354.1, XP_015834322.1, XP_001810985.1, XP_015834355.1, XP_966892.1	XP_011157986.2, XP_039310926.1, XP_039310928.1, XP_039310930.1, XP_039310927.1, XP_025986662.2, XP_025986663.1, XP_011157989.1, XP_039310924.1, XP_025986661.1, XP_011157991.1, XP_011156232.2
OG0000205	XP_015834252.1, XP_969899.1, XP_972246.2, XP_969838.2	XP_011168746.1, XP_039308307.1
OG0000206	XP_975174.1	XP_025988777.2, XP_039314221.1, XP_039314222.1
OG0000206	XP_967870.1	XP_039314588.1, XP_039314587.1, XP_039314586.1, XP_039302134.1, XP_039302063.1, XP_011172221.2, XP_011172346.2, XP_025993307.2
OG0000207	XP_008190794.1	XP_011156648.1, NP_001291516.1
OG0000208	NP_001034487.2, XP_008199220.1	XP_011156625.1
OG0000209	XP_015833617.1	XP_011160517.1, XP_011160520.1
OG0000210	XP_008196393.1	XP_039301699.1
OG0000210	XP_008194608.1, XP_973007.1	XP_011157224.2
OG0000210	XP_015838316.1, XP_971337.1	XP_025991680.2
OG0000212	XP_970912.2, XP_015835896.1, XP_015840439.1, XP_015840441.1	XP_011175849.1, XP_011175847.2
OG0000213	XP_970612.2	XP_039307097.1, XP_039307100.1, XP_039307098.1, XP_039307099.1, XP_039307096.1
OG0000214	XP_967960.2	XP_011162082.1
OG0000214	XP_970835.1	XP_025990048.1, XP_025990047.1
OG0000215	XP_972301.2, XP_008197697.1, XP_008197706.1, XP_015839776.1	XP_025993451.1, XP_039314411.1, XP_011167858.1, XP_011167862.1, XP_039314414.1, XP_039314413.1, XP_011167867.1, XP_039314640.1
OG0000216	NP_001107836.1, XP_967724.1, NP_001123993.1, XP_008193185.1, XP_008199996.1, XP_971612.1, NP_001123994.1	XP_011163750.1
OG0000217	XP_973791.2, XP_975130.2, XP_015839401.1, XP_015839404.1, XP_015839405.1, XP_008199621.1, XP_015839403.1, XP_015840143.1, XP_008192685.2, XP_008192686.2, XP_015835054.1, XP_015835055.1, XP_008191628.1, XP_008191600.1, XP_008198006.2	XP_011155464.2
OG0000218	XP_967940.2	XP_011160002.1, XP_011160001.1, XP_011160003.1, XP_011160000.1
OG0000219	XP_968383.1	XP_011168754.1, XP_011168753.1, XP_011168751.1, XP_011168750.1, XP_011168748.1
OG0000220	XP_015840696.1	XP_039306555.1, XP_039306557.1, XP_039306558.1, XP_039306556.1, XP_039306554.1, XP_011172901.1
OG0000221	XP_015837155.1, XP_974256.1	XP_025986297.1
OG0000223	NP_001164284.1, XP_972063.1	XP_011166243.1
OG0000224	XP_970766.1, XP_008193916.1	XP_011167331.2, XP_025988662.1, XP_011167330.1, XP_025988660.1
OG0000225	XP_971086.2	XP_011163590.1, XP_011163589.1, XP_039304922.1, XP_011163592.1
OG0000226	NP_001280522.1, XP_008197480.1	XP_039305990.1, XP_011165709.2, XP_039305989.1, XP_025988432.1, XP_025988435.1
OG0000226	XP_015838522.1	XP_025988429.1
OG0000227	XP_008198897.2	XP_025988617.1, XP_025988616.1
OG0000229	XP_008190780.1	XP_011167118.1
OG0000230	XP_015836723.1	XP_039310937.1, XP_011157985.1
OG0000231	XP_015836454.1, XP_015836453.1, XP_973943.1, XP_008194841.1	XP_039311197.1, XP_025994418.1, XP_025994419.1, XP_025994417.1
OG0000232	XP_970131.1	XP_011161208.1, XP_011161207.1
OG0000233	XP_008196062.1, XP_008196018.1, XP_008196019.1	XP_011165376.2, XP_011165374.2, XP_011165377.1, XP_011165378.1, XP_011165383.1, XP_025993530.1, XP_011165381.1, XP_011165400.1, XP_025993534.2
OG0000234	XP_972520.3, XP_001814003.1	XP_039301750.1, XP_039301749.1, XP_025986027.1, XP_025986025.2, XP_025986029.1, XP_025986030.1, XP_025986032.1, XP_025986033.1, XP_025986034.1, XP_025992614.1, XP_011166748.1, XP_039301747.1, XP_011166749.1, XP_011166747.1, XP_011166745.1, XP_011166746.1
OG0000235	XP_015835330.1, XP_015835329.1, XP_015835324.1, XP_015835328.1	XP_039301746.1, XP_011176069.1, XP_011176072.1, XP_011176068.1
OG0000236	NP_001155991.1	XP_011164467.1
OG0000237	XP_008197451.1	XP_025992756.2
OG0000239	XP_015836807.1, XP_008200144.1	XP_011164898.1, XP_011164905.1, XP_039315084.1, XP_039313572.1, XP_025986634.2, XP_025986633.2, XP_025986632.2
OG0000240	XP_015833080.1, XP_015833079.1, XP_015840681.1, XP_008190666.2, XP_008190667.1, XP_966770.1, XP_001809806.2, XP_008190687.2, XP_008201648.1	XP_039315157.1, XP_011160092.3, XP_011160096.2, XP_011160089.1, XP_039309756.1, XP_011160938.2, XP_039309767.1, XP_039309764.1, XP_011160940.2, XP_039309765.1, XP_039309199.1, XP_039309198.1, XP_025992868.2, XP_025992871.2
OG0000242	XP_967642.2, XP_968884.1, XP_015833766.1	XP_039303865.1, XP_039304509.1, XP_039304763.1, XP_039308990.1, XP_039304762.1, XP_039304760.1, XP_039304761.1, XP_039308991.1, XP_039304759.1, XP_039304757.1, XP_011169761.2, XP_025991592.2
OG0000244	XP_974579.1, XP_015836330.1	XP_039306518.1, XP_011175201.1, XP_011175202.1
OG0000245	XP_008194988.1, NP_001034522.1, NP_001034493.1	XP_011162616.1
OG0000246	NP_001096056.1	XP_011161827.1, XP_039303228.1
OG0000246	XP_973068.2, XP_008193582.1	XP_039302793.1, XP_039302661.1
OG0000247	XP_015840017.1, XP_008190606.2, XP_015833810.1	XP_011173011.1
OG0000248	XP_015839338.1, XP_008193359.2, XP_015835108.1	XP_039304040.1, XP_025995392.1
OG0000249	XP_966587.1	XP_011156910.2, XP_039306219.1, XP_011156908.1, XP_011174006.1
OG0000250	XP_008196257.1	XP_011161725.1, XP_025995993.1, XP_025995992.1, XP_011156530.2, XP_039308592.1
OG0000251	XP_015840048.1, XP_008201191.1	XP_011157217.1, XP_011175696.1
OG0000252	XP_970662.1	XP_025997250.1
OG0000253	XP_015838158.1	XP_039309534.1
OG0000254	XP_008195945.1	XP_011166638.1
OG0000254	XP_008195412.1, XP_971164.2	XP_011155529.1
OG0000255	XP_970270.1, XP_008199406.1	XP_039307633.1, XP_011165456.1, XP_011165455.1, XP_039307648.1, XP_039303212.1, XP_039301859.1, XP_039301860.1, XP_039304117.1, XP_039307649.1, XP_039301858.1, XP_011155980.2
OG0000256	XP_973160.1, XP_973850.1, XP_008193331.1	XP_011169053.1, XP_011169052.1
OG0000257	XP_015838389.1	XP_039314679.1
OG0000257	XP_974236.1, XP_008201491.1, XP_008197327.1	XP_039314645.1
OG0000260	NP_001034506.1	XP_039302312.1
OG0000261	XP_015839903.1, XP_015840001.1, XP_015840896.1, XP_015840891.1, XP_975108.2, XP_008201425.1, XP_975146.1, XP_015840860.1, XP_008201428.1, XP_008201427.1	XP_011163661.1, XP_039305380.1, XP_011163662.1
OG0000262	XP_015833635.1	XP_039310723.1
OG0000263	XP_966512.1, XP_975893.1	XP_011170654.1, XP_011170655.1, XP_011170657.1, XP_011170656.1, XP_011170653.1
OG0000264	XP_008198346.1, NP_001164126.1	XP_039306192.1
OG0000264	XP_968284.1, XP_015835141.1	XP_011165046.1
OG0000265	NP_001153781.1, XP_008200967.1, XP_008200966.1	XP_011163230.1, XP_011172089.2, XP_025991743.1
OG0000265	XP_967029.1	XP_011172088.1
OG0000266	XP_967356.1	XP_011163945.2
OG0000266	XP_970881.1, XP_970797.1	XP_011167747.1
OG0000268	XP_967796.2, XP_015832932.1, XP_015838161.1	XP_011158225.1, XP_011158224.1
OG0000269	XP_971005.2	XP_011176251.1, XP_011176253.1, XP_025987467.1, XP_025987468.1, XP_025987465.1, XP_025987466.1, XP_025987463.1, XP_025987464.1
OG0000270	XP_008198078.1, NP_001280505.1	XP_025992265.1
OG0000270	XP_008198076.1, NP_001280501.1	XP_011166273.1
OG0000271	NP_001290187.1, NP_001280499.1, XP_015839433.1	NP_001291526.1, XP_025988373.1
OG0000271	NP_001280518.1	XP_011161787.2
OG0000272	XP_008193383.1, NP_001107763.1	XP_025989138.1
OG0000272	NP_001103420.1	XP_011157845.2
OG0000273	XP_008191036.1	XP_011169097.2, XP_011169099.2, XP_025988447.2, XP_011169096.2
OG0000275	XP_970514.2	XP_039313032.1, XP_039313033.1, XP_039313034.1
OG0000277	XP_015837443.1	XP_011157342.1
OG0000278	XP_015834844.1	XP_011164304.1, XP_011164305.1
OG0000279	NP_001280538.1, XP_015838925.1, XP_015838796.1	XP_025993822.1, XP_025993819.1, XP_025993821.1, XP_025993820.1, XP_039309319.1, XP_011164446.1, XP_039309318.1
OG0000281	XP_967340.1	XP_011164399.1
OG0000281	XP_968478.1, XP_968177.1	XP_011170774.2, XP_011170785.2
OG0000283	XP_970327.1, XP_015836740.1	XP_039302806.1
OG0000284	XP_968561.1	XP_025994994.1
OG0000284	XP_008195942.1, XP_973257.1	XP_011161425.1
OG0000285	XP_970530.1	XP_039311592.1, XP_011176371.1, XP_011176378.1, XP_011176361.1
OG0000286	XP_008193140.1	XP_011158397.1, XP_011158395.1, XP_011158398.1, XP_025991394.1
OG0000287	XP_008197596.1	XP_011165803.1
OG0000287	XP_001814592.1	XP_011165802.1
OG0000288	XP_015833077.1, XP_008200294.1	XP_011167249.2
OG0000288	XP_966392.1	XP_039314771.1
OG0000289	XP_973833.1	XP_039313629.1, XP_039313627.1, XP_011166676.1, XP_025994274.1, XP_011166677.1, XP_011166680.1, XP_011166679.1
OG0000290	XP_008193818.1	XP_011170099.1
OG0000291	NP_001161313.1	XP_011165283.1
OG0000291	XP_008192535.1	XP_011165472.3
OG0000292	XP_015836717.1, XP_008199379.1, XP_015836718.1	XP_039302767.1, XP_011157418.1, XP_025993038.1, XP_025993037.1, XP_025993036.1, XP_025993035.1, XP_039302766.1, XP_011157423.1
OG0000293	XP_974062.1, XP_974008.1, XP_001811085.2, XP_008192813.2, XP_015835032.1, XP_974034.1, XP_972744.1, XP_972703.3, XP_972663.1	XP_039305187.1, XP_011162430.1
OG0000295	XP_974942.1	XP_011157721.3
OG0000296	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1	XP_039313607.1
OG0000297	XP_015836263.1, XP_967109.3, XP_015836510.1, XP_015836508.1, XP_015836509.1, XP_970866.1, XP_008194978.1, XP_008190426.2, XP_966329.1, XP_008195034.1, XP_008195035.1, XP_015840885.1, XP_974610.1, XP_008199115.2, XP_974592.1, XP_008194674.2, XP_015836400.1, XP_015836399.1, XP_008194675.2, XP_974420.1, XP_966559.1	XP_039312929.1
OG0000298	XP_975374.1	XP_011163496.1, XP_039314927.1, XP_039314926.1, XP_011163495.1
OG0000299	XP_008196759.1	XP_011168755.2, XP_039308295.1, XP_011168756.2
OG0000300	XP_001811015.1	XP_039309883.1
OG0000301	NP_001107791.1	XP_011170516.1, XP_039304166.1
OG0000301	NP_001107860.1	XP_011156580.1
OG0000302	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1	XP_039311789.1
OG0000304	XP_015835772.1, XP_008193751.1	XP_039302604.1, XP_011175853.1
OG0000305	XP_015840834.1, XP_015840824.1, XP_008201263.1, XP_015840826.1, XP_015840827.1, XP_015840828.1, XP_015840825.1, XP_015839861.1	XP_011161793.1
OG0000306	XP_008195672.2	XP_025988786.1, XP_011170424.1, XP_039314289.1, XP_039314295.1
OG0000307	XP_973197.1	XP_039315186.1, XP_039309355.1, XP_039315188.1, XP_039315187.1, XP_039309356.1, XP_039309357.1
OG0000308	XP_015835181.1	XP_025990312.1, XP_039306101.1, XP_025990313.1, XP_039306095.1, XP_039306092.1, XP_039306103.1
OG0000309	XP_968563.2, XP_015838858.1	XP_039314088.1, XP_025995008.1, XP_025995007.1, XP_025995009.1
OG0000310	XP_015834524.1	XP_011158546.1, XP_011158544.1, XP_039302548.1, XP_039302551.1, XP_039302550.1, XP_039302549.1, XP_039302552.1, XP_039302553.1
OG0000311	NP_001164089.1, XP_015836774.1	XP_025991643.1, XP_011161322.1, XP_039314394.1, XP_039301666.1, XP_039301665.1, XP_011162412.2, XP_039308731.1, XP_011161325.1, XP_039306127.1, XP_025997312.1, XP_011175170.1, XP_039306544.1, XP_039306543.1, XP_011175275.1, XP_039306140.1, XP_039306124.1, XP_039306125.1, XP_039306123.1, XP_039306134.1, XP_039306133.1, XP_039306137.1, XP_039315137.1
OG0000312	XP_015833546.1	XP_011173333.1
OG0000313	XP_008197561.1, XP_008197562.1, XP_971420.2, XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2	XP_011175815.1
OG0000314	XP_967017.1	XP_039310823.1
OG0000315	XP_008196876.1, XP_008196877.1, XP_008193351.1, XP_015838172.1	XP_011156600.1, XP_011167657.2, XP_011167650.2, XP_011167653.1, XP_039312601.1, XP_011167658.1, XP_011167651.2, XP_011167652.1, XP_011167649.1
OG0000316	XP_008190751.1, NP_001182329.1	XP_011165933.1
OG0000317	XP_008200064.1	XP_025995413.2, XP_039313826.1, XP_011162316.2, XP_011162315.2, XP_025995412.2
OG0000318	XP_973404.1	XP_025995691.2
OG0000318	XP_008192121.1, XP_974398.1	XP_011176294.1
OG0000319	XP_967713.1, XP_971783.1	XP_011169063.1, XP_011169064.1, XP_011169065.1
OG0000320	XP_008196303.1, XP_015837420.1, XP_008196304.1	XP_011157059.2, XP_011159342.1, XP_011159343.1, XP_011159341.1, XP_039304572.1
OG0000321	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1	XP_011172456.1, XP_011172453.1, XP_039314100.1
OG0000322	XP_974306.1	XP_011157229.1, XP_011157228.1
OG0000323	XP_015839632.1, XP_015839647.1	XP_011162498.1, XP_039310186.1, XP_039310184.1, XP_039310185.1
OG0000324	XP_015834170.1, XP_015834173.1	XP_039304925.1, XP_039304936.1, XP_011168296.2
OG0000325	XP_970199.2, XP_015838203.1, XP_015838204.1, XP_008196730.1	XP_025995957.2
OG0000326	XP_015834991.1, XP_008192193.1, XP_008192194.1	XP_011155856.1, XP_025991274.1, XP_025991272.1, XP_025991273.1
OG0000327	XP_008191189.2	XP_025990794.1, XP_025990791.2, XP_039306899.1, XP_025990793.1
OG0000330	XP_967194.1, XP_973575.3, XP_968237.2	XP_025989792.2, XP_011160312.2
OG0000332	XP_971957.1	XP_011173375.1, XP_011173377.1, XP_039305807.1
OG0000333	XP_015839725.1	XP_039305276.1, XP_039305277.1
OG0000334	XP_015836026.1	XP_039308455.1, XP_039308454.1, XP_039306966.1, XP_039308429.1
OG0000335	XP_971201.1	XP_011157762.1
OG0000336	XP_001814361.1	XP_025987058.2
OG0000337	XP_008198111.1, XP_008198112.1	XP_011173365.2
OG0000338	XP_008197000.1	XP_011171807.1
OG0000339	XP_975511.1	XP_011166134.1
OG0000339	NP_001177648.1, XP_008193158.1	XP_011176133.1
OG0000340	XP_008200736.1	XP_025996699.2
OG0000341	XP_975221.1	XP_011160367.1
OG0000342	XP_008198162.1	XP_025992367.1
OG0000342	XP_968153.2	XP_025986147.2
OG0000343	XP_008193357.1	XP_011172106.1
OG0000344	XP_015840052.1, XP_015840053.1	XP_011171384.2, XP_011171383.2, XP_039306999.1
OG0000345	XP_015838177.1	XP_011159940.2, XP_039311426.1, XP_011159942.2, XP_011159941.2
OG0000347	XP_008196770.1	XP_039311376.1
OG0000348	XP_008195650.1	XP_025991268.1, XP_025991269.1, XP_039310127.1
OG0000349	XP_008199681.1, XP_008199682.1, XP_015839246.1	XP_039313919.1, XP_039313920.1, XP_039313917.1, XP_039313918.1, XP_039313921.1, XP_039313922.1
OG0000350	XP_008197841.1, XP_971237.1	XP_039308116.1, XP_039308118.1, XP_039308117.1, XP_039308119.1, XP_011159774.1, XP_011159775.1
OG0000351	XP_971635.2, XP_008196968.1	XP_011175689.2, XP_039313432.1, XP_039313431.1, XP_039313430.1, XP_039313429.1, XP_039312928.1, XP_011164500.2
OG0000352	XP_974349.1	XP_011167136.1
OG0000356	XP_008197708.1, XP_008197784.2	XP_039310530.1
OG0000357	XP_008194728.1	XP_039307123.1
OG0000358	XP_972062.1	XP_011168327.1, XP_011168326.1
OG0000360	XP_008195292.1, XP_967057.1	XP_011159166.1, XP_011159170.1, XP_011159171.1, XP_011159172.1, XP_039311705.1, XP_011159167.1
OG0000361	XP_973660.1	XP_025988581.1
OG0000362	NP_001161782.1	XP_011164453.2
OG0000362	NP_001161781.1	XP_025995044.1
OG0000363	XP_970320.1	XP_011175928.2
OG0000363	XP_015834105.1	XP_025985928.1
OG0000364	XP_008200761.1, XP_015840859.1, XP_008192910.2, XP_966855.1	XP_039304986.1, XP_039304985.1, XP_025995086.1, XP_025995085.1, XP_025995084.1, XP_025995083.1
OG0000367	XP_008194856.1, XP_015836457.1	XP_039311291.1, XP_039308453.1, XP_039308452.1
OG0000368	XP_976104.1, XP_015838018.1	XP_025993896.1, XP_025993895.1, XP_039303919.1
OG0000369	XP_008201712.1	XP_039304506.1, XP_039304503.1, XP_025996134.1, XP_011160293.2
OG0000370	XP_015839940.1	XP_039306345.1
OG0000371	XP_008201299.1	XP_039311901.1
OG0000372	XP_015836666.1	XP_039313284.1, XP_011166761.1, XP_039309517.1
OG0000374	XP_015840165.1	XP_039313852.1
OG0000375	XP_015838589.1	XP_025996689.1, XP_039307908.1, XP_039307909.1
OG0000376	XP_008190447.1	XP_011174039.1, XP_011174046.1, XP_011174051.1, XP_011174059.1, XP_025996341.1
