Orthogroup	Tribolium_castaneum	Ceratina_calcarata
OG0000203	XP_972061.1	XP_017887627.1, XP_017887629.1, XP_017887626.1
OG0000204	XP_008192748.1, XP_015834354.1, XP_015834322.1, XP_001810985.1, XP_015834355.1, XP_966892.1	XP_017890364.1, XP_017890363.1, XP_017890362.1
OG0000205	XP_015834252.1, XP_969899.1, XP_972246.2, XP_969838.2	XP_026669616.1, XP_026669617.1, XP_026669618.1, XP_017880691.1, XP_017880690.1
OG0000206	XP_975174.1	XP_017886680.1
OG0000206	XP_967870.1	XP_026672663.1, XP_017886684.1
OG0000207	XP_008190794.1	XP_026674616.1, XP_017892647.1
OG0000208	NP_001034487.2, XP_008199220.1	XP_017888023.2
OG0000209	XP_015833617.1	XP_017877461.1
OG0000210	XP_008196393.1	XP_017892511.1
OG0000210	XP_008194608.1, XP_973007.1	XP_017891941.1
OG0000210	XP_015838316.1, XP_971337.1	XP_026674381.1, XP_026674382.1
OG0000212	XP_970912.2, XP_015835896.1, XP_015840439.1, XP_015840441.1	XP_017878882.2, XP_017881503.1, XP_017881501.1, XP_017881502.1
OG0000213	XP_970612.2	XP_017880316.1, XP_017880314.1, XP_017880318.1, XP_017880317.1, XP_017880320.1, XP_017880319.1, XP_017880312.1, XP_017880311.1, XP_017880310.1
OG0000214	XP_967960.2	XP_017887358.1
OG0000214	XP_970835.1	XP_017883709.1
OG0000215	XP_972301.2, XP_008197697.1, XP_008197706.1, XP_015839776.1	XP_026674154.1, XP_026674156.1
OG0000216	NP_001107836.1, XP_967724.1, NP_001123993.1, XP_008193185.1, XP_008199996.1, XP_971612.1, NP_001123994.1	XP_026675305.1, XP_017879922.1
OG0000217	XP_973791.2, XP_975130.2, XP_015839401.1, XP_015839404.1, XP_015839405.1, XP_008199621.1, XP_015839403.1, XP_015840143.1, XP_008192685.2, XP_008192686.2, XP_015835054.1, XP_015835055.1, XP_008191628.1, XP_008191600.1, XP_008198006.2	XP_017875872.2
OG0000218	XP_967940.2	XP_017886341.1, XP_017886340.1, XP_017886339.1
OG0000219	XP_968383.1	XP_017877521.1, XP_017877526.1
OG0000220	XP_015840696.1	XP_017876340.1, XP_026667525.1, XP_026667523.1, XP_026667524.1
OG0000221	XP_015837155.1, XP_974256.1	XP_026670075.1, XP_017881592.1, XP_026670076.1
OG0000223	NP_001164284.1, XP_972063.1	XP_017882775.1
OG0000224	XP_970766.1, XP_008193916.1	XP_017888596.1, XP_026670596.1, XP_017882521.1, XP_026673573.1
OG0000225	XP_971086.2	XP_026666844.1, XP_017893638.1, XP_017893637.1, XP_017893635.1, XP_017893634.1, XP_017893640.1, XP_017893639.1, XP_017878810.1
OG0000226	NP_001280522.1, XP_008197480.1	XP_026666804.1, XP_026666810.1
OG0000226	XP_015838522.1	XP_017893380.1
OG0000227	XP_008198897.2	XP_017888470.1, XP_017888471.1, XP_017888467.1, XP_017888469.1, XP_017888468.1
OG0000229	XP_008190780.1	XP_017875075.1
OG0000230	XP_015836723.1	XP_017890279.1
OG0000231	XP_015836454.1, XP_015836453.1, XP_973943.1, XP_008194841.1	XP_017876697.1
OG0000232	XP_970131.1	XP_017884958.1, XP_017884957.1
OG0000233	XP_008196062.1, XP_008196018.1, XP_008196019.1	XP_026675538.1, XP_017892650.2, XP_017892649.1, XP_026669124.1, XP_017879788.1, XP_017879699.1
OG0000234	XP_972520.3, XP_001814003.1	XP_017888526.1, XP_017888643.1
OG0000235	XP_015835330.1, XP_015835329.1, XP_015835324.1, XP_015835328.1	XP_017875862.1
OG0000236	NP_001155991.1	XP_017889375.1
OG0000237	XP_008197452.1	XP_017876361.1
OG0000237	XP_008197451.1	XP_017876360.1
OG0000239	XP_015836807.1, XP_008200144.1	XP_017893445.1
OG0000240	XP_015833080.1, XP_015833079.1, XP_015840681.1, XP_008190666.2, XP_008190667.1, XP_966770.1, XP_001809806.2, XP_008190687.2, XP_008201648.1	XP_017893188.1
OG0000244	XP_974579.1, XP_015836330.1	XP_017875461.1
OG0000245	XP_008194988.1, NP_001034522.1, NP_001034493.1	XP_017884414.2, XP_017877241.2, XP_017877242.1
OG0000246	NP_001096056.1	XP_026672439.1, XP_017886206.1, XP_017886207.1
OG0000247	XP_015840017.1, XP_008190606.2, XP_015833810.1	XP_026669061.1
OG0000248	XP_015839338.1, XP_008193359.2, XP_015835108.1	XP_026672461.1
OG0000249	XP_966587.1	XP_017881184.1, XP_017889296.1, XP_017889295.1, XP_017881308.1
OG0000250	XP_008196257.1	XP_017891897.1, XP_017892094.1
OG0000251	XP_015840048.1, XP_008201191.1	XP_017891906.1, XP_017880108.2
OG0000252	XP_970662.1	XP_017882976.1, XP_017882975.1
OG0000253	XP_008198043.1	XP_017892580.1
OG0000253	XP_015838158.1	XP_017887593.1
OG0000254	XP_008195945.1	XP_017885582.1
OG0000254	XP_008195412.1, XP_971164.2	XP_026670867.1, XP_017883145.1
OG0000255	XP_970270.1, XP_008199406.1	XP_017876450.1, XP_017876430.1, XP_017876438.1, XP_017876443.1
OG0000256	XP_973160.1, XP_973850.1, XP_008193331.1	XP_017888223.1, XP_017888224.1
OG0000257	XP_015838389.1	XP_017888096.1
OG0000257	XP_974236.1, XP_008201491.1, XP_008197327.1	XP_017888092.1
OG0000261	XP_015839903.1, XP_015840001.1, XP_015840896.1, XP_015840891.1, XP_975108.2, XP_008201425.1, XP_975146.1, XP_015840860.1, XP_008201428.1, XP_008201427.1	XP_026673608.1, XP_017888695.1, XP_017888696.1, XP_017888680.1, XP_017888716.1
OG0000262	XP_015833635.1	XP_026669309.1
OG0000263	XP_966512.1, XP_975893.1	XP_017879981.1, XP_017879980.1
OG0000264	XP_008198346.1, NP_001164126.1	XP_017891067.1
OG0000264	XP_968284.1, XP_015835141.1	XP_017876369.1
OG0000265	NP_001153781.1, XP_008200967.1, XP_008200966.1	XP_026669532.1, XP_017885091.1
OG0000266	XP_967356.1	XP_017891607.1, XP_026674990.1, XP_017891608.1
OG0000266	XP_970881.1, XP_970797.1	XP_017885430.1, XP_017885429.1
OG0000268	XP_967796.2, XP_015832932.1, XP_015838161.1	XP_017885444.1
OG0000269	XP_971005.2	XP_026675551.1, XP_026675554.1, XP_026675552.1, XP_026675550.1, XP_026675553.1, XP_017892665.1
OG0000270	XP_008198078.1, NP_001280505.1	XP_017876933.1, XP_017888657.2, XP_017879441.2
OG0000270	XP_008198076.1, NP_001280501.1	XP_017889037.1
OG0000271	NP_001290187.1, NP_001280499.1, XP_015839433.1	XP_017883617.2, XP_026671280.1
OG0000271	NP_001280518.1	XP_026666577.1, XP_026666578.1
OG0000272	XP_008193383.1, NP_001107763.1	XP_017892842.1
OG0000272	NP_001103420.1	XP_017876935.1
OG0000273	XP_008191036.1	XP_017881716.1, XP_026670142.1, XP_026670143.1
OG0000274	XP_008199963.1	XP_017883552.1
OG0000275	XP_970514.2	XP_017876926.2
OG0000277	XP_015837443.1	XP_017884937.1
OG0000278	XP_015834844.1	XP_017883294.2
OG0000279	NP_001280538.1, XP_015838925.1, XP_015838796.1	XP_017877534.1, XP_026668146.1
OG0000281	XP_967340.1	XP_017890997.1
OG0000281	XP_968478.1, XP_968177.1	XP_017890528.1, XP_017883555.1
OG0000283	XP_970327.1, XP_015836740.1	XP_017885393.1
OG0000284	XP_968561.1	XP_017887944.1
OG0000284	XP_008195942.1, XP_973257.1	XP_017877834.1, XP_017892296.1
OG0000286	XP_008193140.1	XP_017882800.1
OG0000287	XP_008197596.1, XP_001814592.1	XP_017887531.1
OG0000288	XP_015833077.1, XP_008200294.1	XP_017887268.1
OG0000288	XP_966392.1	XP_017890083.1
OG0000289	XP_973833.1	XP_017879713.1, XP_017879711.1, XP_017879712.1, XP_017879710.1
OG0000290	XP_008193818.1	XP_017892209.1
OG0000291	NP_001161313.1	XP_017878091.1
OG0000291	XP_008192535.1	XP_026668428.1
OG0000292	XP_015836717.1, XP_008199379.1, XP_015836718.1	XP_017883970.1, XP_026671294.1
OG0000293	XP_974062.1, XP_974008.1, XP_001811085.2, XP_008192813.2, XP_015835032.1, XP_974034.1, XP_972744.1, XP_972703.3, XP_972663.1	XP_026673949.1, XP_026673952.1, XP_026673951.1, XP_026673956.1
OG0000295	XP_974942.1	XP_017883054.1, XP_017883056.1, XP_017883055.1
OG0000296	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1	XP_017880686.1, XP_017880687.1, XP_017880688.1
OG0000297	XP_015836263.1, XP_967109.3, XP_015836510.1, XP_015836508.1, XP_015836509.1, XP_970866.1, XP_008194978.1, XP_008190426.2, XP_966329.1, XP_008195034.1, XP_008195035.1, XP_015840885.1, XP_974610.1, XP_008199115.2, XP_974592.1, XP_008194674.2, XP_015836400.1, XP_015836399.1, XP_008194675.2, XP_974420.1, XP_966559.1	XP_017893279.1
OG0000298	XP_975374.1	XP_017877821.1, XP_017877822.1, XP_017877823.1, XP_026668289.1, XP_017877820.1
OG0000299	XP_008196759.1	XP_026668130.1, XP_026668129.1, XP_017877527.1, XP_017877528.1
OG0000300	XP_969695.1	XP_017881515.1, XP_017881516.1
OG0000300	XP_001811015.1	XP_017887624.1
OG0000301	NP_001107791.1	XP_017888706.1
OG0000301	NP_001107860.1	XP_017881796.1, XP_026670186.1
OG0000302	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1	XP_017882044.1
OG0000303	XP_971548.1, XP_008199064.1	XP_017883659.1
OG0000304	XP_015835772.1, XP_008193751.1	XP_026667461.1, XP_026667462.1, XP_026667463.1, XP_017876182.1
OG0000305	XP_015840834.1, XP_015840824.1, XP_008201263.1, XP_015840826.1, XP_015840827.1, XP_015840828.1, XP_015840825.1, XP_015839861.1	XP_026670924.1
OG0000306	XP_008195672.2	XP_026670843.1, XP_026670846.1, XP_017883071.2
OG0000307	XP_973197.1	XP_017886766.1, XP_017886767.1
OG0000308	XP_015835181.1	XP_017882238.1
OG0000309	XP_968563.2, XP_015838858.1	XP_017883719.1, XP_026671117.1, XP_026671116.1
OG0000310	XP_015834524.1	XP_026668950.1, XP_017879249.1
OG0000311	NP_001164089.1, XP_015836774.1	XP_017879050.1
OG0000312	XP_015833546.1	XP_026675168.1, XP_017891847.1, XP_017891846.1
OG0000313	XP_008197561.1, XP_008197562.1, XP_971420.2, XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2	XP_017876032.1, XP_017892939.1, XP_017892941.1, XP_017892942.1
OG0000314	XP_968893.1, XP_008193080.1, XP_966924.1	XP_026674211.1
OG0000314	XP_967017.1	XP_026674212.1
OG0000315	XP_008196876.1, XP_008196877.1, XP_008193351.1, XP_015838172.1	XP_026670640.1, XP_026673904.1, XP_026670639.1, XP_026673902.1
OG0000316	XP_008190751.1, NP_001182329.1	XP_017889315.1
OG0000317	XP_008200064.1	XP_017878634.1
OG0000318	XP_008192121.1, XP_974398.1	XP_017886867.1
OG0000319	XP_967713.1, XP_971783.1	XP_017890544.1
OG0000320	XP_008196303.1, XP_015837420.1, XP_008196304.1	XP_017884838.1, XP_017885012.1
OG0000321	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1	XP_026669990.1
OG0000322	XP_974306.1	XP_017891907.1
OG0000322	XP_008191340.1	XP_026672347.1, XP_017885950.1
OG0000323	XP_015839632.1, XP_015839647.1	XP_017881130.1, XP_017881133.1, XP_026669825.1, XP_026669824.1, XP_026669823.1, XP_017881127.1
OG0000324	XP_015834170.1, XP_015834173.1	XP_026666742.1, XP_026666721.1
OG0000325	XP_970199.2, XP_015838203.1, XP_015838204.1, XP_008196730.1	XP_017892509.1, XP_017892508.1, XP_017892510.1
OG0000326	XP_015834991.1, XP_008192193.1, XP_008192194.1	XP_026672616.1, XP_017883786.2
OG0000327	XP_008191189.2	XP_026669845.1, XP_026669836.1, XP_026669837.1
OG0000330	XP_967194.1, XP_973575.3, XP_968237.2	XP_017888632.1, XP_017879694.1
OG0000331	XP_972225.1	XP_017891701.1
OG0000332	XP_971957.1	XP_026675169.1, XP_017892085.1, XP_017892086.1, XP_017892084.1, XP_017892083.1
OG0000333	XP_015839725.1	XP_017883944.1, XP_017880399.2
OG0000334	XP_015836026.1	XP_017876668.1, XP_017876666.1, XP_017876667.1, XP_026667677.1
OG0000335	XP_971201.1	XP_026674589.1, XP_017890677.1
OG0000336	XP_001814361.1	XP_017884030.1
OG0000337	XP_008198111.1, XP_008198112.1	XP_017892895.1
OG0000338	XP_008197000.1	XP_026670550.1
OG0000339	XP_975511.1	XP_017890207.1
OG0000339	NP_001177648.1, XP_008193158.1	XP_017880076.1
OG0000340	XP_008200736.1	XP_017883854.1
OG0000340	XP_015838405.1, XP_973952.1, XP_973891.1	XP_017881925.1
OG0000341	XP_975221.1	XP_017880418.1, XP_017880419.1
OG0000342	XP_008198162.1	XP_017882193.1
OG0000342	XP_968153.2	XP_017882300.1
OG0000343	XP_008193357.1	XP_017880492.1
OG0000344	XP_015840052.1, XP_015840053.1	XP_017878016.1, XP_026668371.1, XP_026668373.1, XP_026668372.1
OG0000345	XP_015838177.1	XP_017886453.1
OG0000347	XP_008196770.1	XP_017875942.1
OG0000348	XP_008195650.1	XP_026667059.1
OG0000349	XP_008199681.1, XP_008199682.1, XP_015839246.1	XP_017883706.1, XP_026671160.1
OG0000350	XP_008197841.1, XP_971237.1	XP_017877637.1, XP_017877636.1
OG0000351	XP_971635.2, XP_008196968.1	XP_026671339.1, XP_017884059.1
OG0000352	XP_974349.1	XP_017884017.1, XP_017884018.1, XP_017884019.1
OG0000356	XP_008197708.1, XP_008197784.2	XP_017882661.1, XP_017882662.1
OG0000357	XP_008194728.1	XP_017884701.1, XP_026671694.1, XP_017884704.1, XP_017884703.1, XP_017884702.1
OG0000358	XP_972062.1	XP_017881381.1, XP_017881384.1, XP_017881383.1, XP_017881382.1
OG0000360	XP_008195292.1, XP_967057.1	XP_026672518.1
OG0000361	XP_973660.1	XP_017889643.1
OG0000362	NP_001161782.1	XP_017887524.1
OG0000362	NP_001161781.1	XP_026673052.1, XP_017887555.1
OG0000363	XP_970320.1	XP_017887556.1
OG0000363	XP_015834105.1	XP_017879666.2, XP_017882363.1
OG0000364	XP_008200761.1, XP_015840859.1, XP_008192910.2, XP_966855.1	XP_017879635.1
OG0000366	XP_015840947.1, NP_001107777.1	XP_026672513.1, XP_026672512.1
OG0000367	XP_008194856.1, XP_015836457.1	XP_017876664.1, XP_017876665.1, XP_017876663.1
OG0000368	XP_976104.1, XP_015838018.1	XP_017890006.1, XP_026674259.1, XP_026674258.1
OG0000369	XP_008201712.1	XP_026673921.1, XP_026673920.1, XP_017875060.2
OG0000370	XP_015839940.1	XP_026670242.1
OG0000371	XP_008201299.1	XP_026672489.1, XP_026672487.1, XP_017886344.1, XP_017886345.1, XP_026672490.1, XP_017886342.1, XP_017886343.1
OG0000372	XP_015836666.1	XP_026674693.1, XP_017877007.1
OG0000375	XP_015838589.1	XP_026673145.1
OG0000376	XP_008190447.1	XP_026670404.1, XP_026670402.1, XP_026670403.1, XP_026670401.1, XP_026670400.1
OG0000377	XP_008198810.1	XP_017879768.1
OG0000377	XP_008199609.1	XP_017892888.1
OG0000378	XP_008190395.1	XP_017875171.1
OG0000379	XP_008191956.1, XP_015836606.1	XP_026672374.1
OG0000380	XP_970911.1, XP_015835308.1	XP_026674310.1, XP_017889485.1
OG0000381	XP_015834938.1	XP_017876207.1
OG0000381	XP_001813974.1	XP_017879359.1
OG0000382	XP_966771.1	XP_026667240.1, XP_017877895.1
OG0000383	XP_015840217.1	XP_017880981.1, XP_017887324.1
OG0000384	XP_001813130.1	XP_017880522.1, XP_026669531.1
OG0000384	XP_008193509.1, XP_008193510.1	XP_026669578.1
OG0000385	XP_008200161.1	XP_017888867.1, XP_017888864.1, XP_017880344.1
OG0000386	XP_970034.2	XP_017882819.1, XP_026670786.1, XP_026674023.1, XP_026670748.1
OG0000387	XP_968734.1	XP_017884085.2, XP_017887854.2, XP_017881302.1
OG0000388	XP_974824.1	XP_017892983.1
OG0000388	XP_974813.1	XP_017892916.1
OG0000389	XP_008191053.1, XP_971552.2	XP_017888208.1, XP_017882958.1, XP_017882959.1
OG0000390	XP_970733.3	XP_026675490.1
OG0000392	XP_015839708.1	XP_017890620.1
OG0000394	XP_008190453.1, XP_015836362.1, XP_970450.1	XP_017891153.1, XP_017891154.1
OG0000395	XP_967306.3	XP_017878360.1, XP_017880857.1
OG0000396	XP_967256.1	XP_017876629.1
OG0000398	XP_973071.1	XP_017883232.1, XP_026670933.1, XP_017881985.1, XP_026670277.1
OG0000399	XP_015838955.1	XP_017888875.2, XP_026673685.1
OG0000401	XP_973474.1	XP_017877858.1, XP_017877859.1, XP_026668295.1, XP_017877857.1
OG0000403	XP_015835469.1	XP_026669413.1, XP_026669481.1, XP_026669498.1
OG0000405	XP_975505.1	XP_017891894.1, XP_017891893.1
OG0000405	XP_969335.1	XP_017891500.1
OG0000406	XP_015840310.1	XP_017890264.1, XP_017888942.1
OG0000406	XP_967861.2	XP_017888966.1
OG0000407	XP_008198805.1	XP_017892498.1, XP_026671889.1, XP_017885063.2, XP_026675474.1
OG0000408	XP_008190910.1	XP_026673209.1, XP_026673210.1
OG0000408	XP_008199142.1, XP_970081.3	XP_017892389.1
OG0000409	XP_015835314.1, XP_008200456.1, XP_972202.1, XP_008200455.1	XP_017879420.1
OG0000410	XP_008194279.1	XP_017876457.1
OG0000410	XP_008199891.1	XP_017886929.1, XP_026672673.1
OG0000411	XP_008191461.1	XP_017875085.1
OG0000411	XP_001813433.1	XP_026669493.1
OG0000412	XP_015836557.1, XP_971694.2	XP_026667744.1, XP_017876789.1
OG0000413	XP_969620.2	XP_017889013.1, XP_026673841.1, XP_026673840.1, XP_026673839.1
OG0000415	XP_973217.2	XP_026672044.1, XP_026672043.1, XP_026672042.1, XP_026672041.1
OG0000416	XP_008192545.1	XP_026671285.1, XP_026671284.1, XP_017890267.2, XP_026667441.1, XP_017891813.1, XP_026668991.1
OG0000417	XP_008198772.1	XP_026670592.1
OG0000417	XP_974698.1	XP_017889513.1
OG0000418	XP_015833481.1	XP_026674820.1
OG0000419	XP_971173.1, XP_015838774.1	XP_017893681.1, XP_017893682.1, XP_026666873.1
OG0000420	XP_008192326.1, XP_001816525.1, XP_008192327.1, XP_008192332.1	XP_017883993.1
OG0000420	XP_008199675.1	XP_026671299.1
OG0000421	XP_008192097.1	XP_017886991.1
OG0000422	XP_008192616.1	XP_017883585.1, XP_017883586.1, XP_026671031.1, XP_017883584.1
OG0000423	XP_008199561.1	XP_017877847.1, XP_017877835.1
OG0000424	XP_015840415.1	XP_017882934.1
OG0000424	XP_015840422.1	XP_017882930.1
OG0000425	XP_969804.2	XP_026667650.1, XP_026667652.1, XP_026667651.1
OG0000426	XP_973970.1	XP_017885576.1
OG0000427	XP_972369.1	XP_026672403.1, XP_026667920.1
OG0000427	XP_008196417.1	XP_026674914.1
OG0000428	XP_015839428.1, XP_008194527.2	XP_017882890.1
OG0000429	XP_008196407.1, XP_015837255.1	XP_017882425.1, XP_017882426.1, XP_017882427.1, XP_017882428.1, XP_017882429.1, XP_026670577.1, XP_017882430.1
OG0000430	XP_008190881.1, XP_008197779.1, XP_008197331.1, XP_008199845.1	XP_017889252.1
OG0000431	XP_015839887.1, XP_967707.1, XP_008190865.1, XP_015834261.1	XP_026673703.1
OG0000432	XP_973723.1	XP_017877649.1
OG0000433	XP_015835623.1, NP_001139342.1, XP_008193524.2, NP_001139461.1	XP_026667220.1
OG0000433	NP_001139389.1, XP_015833910.1	XP_026666785.1
OG0000434	XP_972017.1, XP_008196460.1, XP_008196458.1, XP_008196459.1, XP_015838266.1, XP_015838265.1	XP_026667609.1, XP_017876717.1
OG0000436	XP_008197909.1	XP_017892969.1, XP_017892973.1
OG0000436	XP_970620.1	XP_017892982.1
OG0000437	XP_008200406.1	XP_026667075.1, XP_026667076.1, XP_026667073.1, XP_026667074.1, XP_017875336.1, XP_017875334.1, XP_017875333.1, XP_017875332.1
OG0000438	XP_971688.3	XP_017883034.1
OG0000439	XP_008193933.1	XP_017878847.1
OG0000440	XP_008200809.1	XP_017889250.1, XP_017882389.1
OG0000441	XP_008198701.1, XP_008198702.1, XP_008198700.1, XP_008198703.1	XP_017878287.1
OG0000442	XP_008197799.1, XP_968004.1	XP_017882333.1, XP_017882334.1
OG0000443	XP_974381.2	XP_017885882.1
OG0000444	NP_001164534.1, NP_001164533.1	XP_017890461.1
OG0000445	XP_008193734.1	XP_017886578.1
OG0000446	XP_008198655.1, XP_008198715.2, XP_008198651.1	XP_017893250.1
OG0000447	XP_008191853.2	XP_017877130.1, XP_026667913.1
OG0000448	XP_969343.1	XP_017883604.1, XP_017883603.1, XP_017883602.1, XP_017883601.1
OG0000449	XP_966346.1	XP_017878411.1, XP_017878410.1
OG0000450	NP_001157610.1, XP_015835206.1	XP_017887043.1, XP_017887045.1
OG0000451	XP_972488.2	XP_017880325.2
OG0000452	XP_008195563.1	XP_017879967.1, XP_017879965.1, XP_017879968.1
OG0000452	XP_008190571.1	XP_026675475.1
OG0000453	XP_008196382.1, XP_008196383.1, XP_008196384.1	XP_017884928.1
OG0000454	XP_008197523.2	XP_026667948.1
OG0000455	NP_001280547.1, XP_008193388.1	XP_017878226.1, XP_017878228.1, XP_017878227.1
OG0000456	XP_969928.1, XP_008196724.1	XP_026666909.1, XP_017881530.2, XP_026669984.1, XP_017883751.2, XP_017881402.1
OG0000457	XP_015835204.1, NP_001076795.1, XP_015837745.1, NP_001076796.1	XP_026674590.1, XP_026674592.1, XP_026674591.1, XP_026674595.1, XP_017890652.1, XP_017890651.1, XP_026674594.1
OG0000458	XP_967155.1	XP_017890258.1
OG0000459	XP_968944.1	XP_026671264.1, XP_026671263.1, XP_026671266.1, XP_017883834.1
OG0000460	XP_968752.1	XP_017877047.1
OG0000460	XP_968824.2	XP_017877050.1, XP_017877049.1, XP_017877052.1
OG0000461	XP_008198752.1	XP_026666681.1, XP_026666682.1, XP_017893539.1
OG0000462	XP_015840075.1	XP_026672526.1
OG0000463	XP_015833244.1, XP_015833229.1	XP_017877020.1
OG0000465	XP_008198275.1	XP_017886082.1
OG0000466	XP_969900.1, XP_008191787.1	XP_017879538.1
OG0000467	XP_008198462.1, XP_008198465.1, XP_967712.2, XP_008198474.1	XP_017878611.1, XP_017878615.1, XP_017878613.1, XP_017878614.1, XP_017878612.1
OG0000468	XP_008194809.1	XP_017886392.1, XP_017886387.1, XP_017886390.1
OG0000469	XP_967943.1, NP_001306191.1	XP_017888699.1, XP_017888701.1, XP_026673616.1, XP_026673617.1, XP_026673618.1, XP_026673619.1, XP_026673620.1, XP_026673621.1
OG0000471	XP_972436.1	XP_026669889.1, XP_026669892.1, XP_017881852.1
OG0000472	XP_008190497.1, XP_008190496.1, XP_008190495.1, XP_008190494.1	XP_017885150.1
OG0000474	XP_967468.1	XP_017889155.1, XP_026673796.1
OG0000475	XP_008193995.1, XP_015836218.1, XP_969591.2	XP_017889767.1
OG0000476	NP_001127700.1, XP_015834940.1, NP_001120783.1	XP_017878015.1
OG0000477	NP_001164309.1, XP_008198961.1, XP_969867.1	XP_017883094.1, XP_017888192.1
OG0000478	XP_970086.1	XP_017885291.1, XP_017885292.1, XP_026672009.1
OG0000479	XP_015839265.1, XP_008198225.1	XP_017886238.1
OG0000480	XP_008194196.2, XP_015836177.1, XP_015836175.1, XP_008194198.2, XP_008194199.2, XP_015835638.1, XP_015835640.1, XP_015835226.1	XP_026669185.1
OG0000482	XP_969479.3	XP_017876131.1, XP_026667911.1, XP_017882629.2
OG0000482	XP_015838834.1, XP_970997.2	XP_017892268.1
OG0000483	XP_015837619.1, XP_008196295.1, XP_973683.1, XP_015837618.1, XP_015837422.1	XP_026673193.1, XP_026673192.1, XP_026673191.1, XP_017887781.1, XP_026673195.1, XP_026673194.1
OG0000484	XP_008198466.1	XP_017891643.1
OG0000485	XP_971795.1	XP_017875831.1, XP_017875832.1
OG0000488	XP_970829.1	XP_017881836.1
OG0000489	XP_971503.1, XP_015836306.1, XP_015836308.1	XP_026667928.1, XP_017877158.1, XP_017877159.1
