Orthogroup	Tribolium_castaneum	Aedes_aegypti
OG0000164	XP_008196039.2, XP_015837358.1, XP_008196049.2	XP_021710131.1, XP_021698765.1
OG0000164	XP_015833602.1, XP_015840341.1, XP_015833616.1	XP_001654887.2, XP_021701278.1, XP_001654888.2, XP_021697710.1, XP_021695328.1
OG0000165	XP_008192571.1	XP_021697212.1
OG0000165	XP_974173.2	XP_021704115.1, XP_021704136.1, XP_021704202.1
OG0000166	XP_008199436.1, XP_008199431.1	XP_021694247.1, XP_021704926.1, XP_021704934.1, XP_021704935.1
OG0000168	XP_015838873.1, NP_001107841.1	XP_021705545.1
OG0000169	XP_008195237.1, XP_008191380.1, XP_973188.1, XP_015833980.1, XP_015837683.1, XP_969004.1	XP_021702706.1
OG0000170	XP_008193117.1, XP_008193116.1	XP_021699236.1
OG0000171	XP_971346.1, XP_015836633.1	XP_001656792.2
OG0000173	XP_008194517.1	XP_021694163.1, XP_001649426.1
OG0000174	XP_015838513.1	XP_021704325.1, XP_021704326.1
OG0000175	XP_974770.1, XP_015836695.1	XP_001654240.1
OG0000176	XP_001808109.1, XP_008198121.1	XP_001656692.1
OG0000177	XP_971910.1	XP_001651644.2
OG0000177	XP_008194311.1	XP_021707471.1, XP_021707472.1
OG0000177	XP_972072.1, XP_015836135.1, XP_972019.2	XP_001651645.1
OG0000178	XP_008200484.2, XP_015835582.1	XP_021707000.1, XP_021706999.1
OG0000179	XP_966308.2	XP_001655662.1, XP_021712235.1
OG0000180	XP_976031.1, XP_008200320.1	XP_001654382.1, XP_001654381.1, XP_021693530.1, XP_021693529.1
OG0000181	NP_001280548.1, XP_008193833.1	XP_001656977.3
OG0000183	XP_975025.1	XP_001655456.2
OG0000183	XP_970665.1	XP_021704629.1, XP_021704627.1
OG0000183	XP_973463.1	XP_021693217.1, XP_021693215.1, XP_021693216.1
OG0000184	XP_015832887.1	XP_011493295.2, XP_021702574.1
OG0000184	XP_015837372.1, XP_015837383.1	XP_001655087.1, XP_011493580.2
OG0000185	XP_008197397.1	XP_001651366.1
OG0000186	XP_008199126.1, XP_008199118.1, XP_015835450.1	XP_001658387.1, XP_021710177.1, XP_001652490.2
OG0000187	XP_975362.1	XP_021703024.1, XP_021703026.1, XP_021703025.1, XP_021703030.1, XP_021703029.1, XP_021703028.1, XP_021703027.1
OG0000188	XP_008197500.1	XP_001656810.1, XP_001656809.1
OG0000188	XP_967501.2	XP_021704883.1
OG0000189	XP_966528.2, XP_008201661.1	XP_001655460.2
OG0000189	XP_008198457.1, XP_008193919.1	XP_001655465.2, XP_001655464.2
OG0000190	XP_015839424.1, XP_968802.1	XP_001660557.1
OG0000191	XP_015840404.1	XP_021708624.1, XP_021708625.1
OG0000191	XP_972346.1, XP_008197015.2, XP_015838363.1, XP_015838365.1, XP_972237.1, XP_015833908.1, XP_015833861.1, XP_015838439.1, XP_966412.2, XP_015833969.1, XP_001812470.1, XP_972442.2, XP_008193548.2	XP_001651643.2, XP_021711114.1, XP_001658852.2, XP_021709915.1, XP_021708162.1, XP_021706594.1, XP_001647986.1, XP_021707346.1, XP_021705110.1, XP_001661290.1, XP_021706490.1
OG0000192	XP_976201.3, XP_008197081.1, XP_015838219.1, XP_008197084.1, XP_008197085.1, XP_008197082.1	XP_001664087.2
OG0000193	XP_008190576.1, XP_008190590.1, XP_015833035.1, XP_008190578.1	XP_001661294.1, XP_021711700.1, XP_021703013.1, XP_001658732.2, XP_001661293.1, XP_021695405.1, XP_001653803.1, XP_001659383.2, XP_001661796.2, XP_001661797.2, XP_001653125.1, XP_001660638.2, XP_021705045.1
OG0000194	XP_008193011.1	XP_001658607.2
OG0000196	XP_969047.2	XP_021709422.1, XP_021709426.1
OG0000197	XP_015837925.1	XP_021697283.1, XP_021697282.1, XP_021697285.1, XP_021697284.1, XP_001661709.1, XP_021697516.1, XP_021697517.1, XP_021697518.1, XP_021697519.1
OG0000198	XP_008196149.1	XP_021706486.1
OG0000200	XP_974164.1	XP_001655242.1
OG0000201	XP_015833113.1	XP_001663057.1
OG0000201	XP_974115.1	XP_011493157.1, XP_001652982.2, XP_021711304.1, XP_001659011.2, XP_001659009.1, XP_021712798.1, XP_001654269.2
OG0000203	XP_972061.1	XP_021697410.1
OG0000204	XP_008192748.1, XP_015834354.1, XP_015834322.1, XP_001810985.1, XP_015834355.1, XP_966892.1	XP_021704598.1, XP_021704597.1, XP_001656463.1
OG0000205	XP_015834252.1, XP_969899.1, XP_972246.2, XP_969838.2	XP_021697855.1, XP_021697857.1, XP_021697856.1, XP_021697859.1, XP_021697858.1, XP_021697862.1, XP_021697860.1
OG0000206	XP_975174.1	XP_001651825.1, XP_021704991.1
OG0000206	XP_967870.1	XP_001648552.1
OG0000208	NP_001034487.2, XP_008199220.1	XP_021698134.1, XP_021698133.1
OG0000209	XP_015833617.1	XP_021711015.1, XP_021711016.1
OG0000210	XP_008196393.1, XP_008194608.1, XP_973007.1	XP_021702938.1
OG0000210	XP_015838316.1, XP_971337.1	XP_001655152.2, XP_021707662.1, XP_021712540.1
OG0000212	XP_970912.2, XP_015835896.1, XP_015840439.1, XP_015840441.1	XP_001650168.2, XP_001650170.2, XP_001650169.2, XP_021705033.1
OG0000213	XP_970612.2	XP_001660162.2
OG0000214	XP_967960.2	XP_001653648.2
OG0000214	XP_970835.1	XP_001660495.2, XP_001648014.1
OG0000215	XP_972301.2, XP_008197697.1, XP_008197706.1, XP_015839776.1	XP_001650687.1
OG0000216	NP_001107836.1, XP_967724.1	XP_001660657.2
OG0000216	NP_001123993.1, XP_008193185.1, XP_008199996.1, XP_971612.1, NP_001123994.1	XP_001652926.3, XP_021705200.1, XP_001652928.1, XP_001652922.1, XP_021704573.1, XP_001656766.3, XP_001663987.1, XP_001652925.2
OG0000217	XP_015839401.1, XP_015839404.1, XP_015839405.1, XP_008199621.1, XP_015839403.1, XP_015840143.1, XP_008192685.2, XP_008192686.2, XP_015835054.1, XP_015835055.1, XP_008191628.1, XP_008191600.1	XP_021712681.1, XP_001656258.2, XP_021707319.1, XP_021696760.1, XP_021696771.1
OG0000217	XP_008198006.2	XP_021694727.1
OG0000218	XP_967940.2	XP_021706089.1, XP_001660419.1
OG0000219	XP_968383.1	XP_001650937.1, XP_021711710.1
OG0000220	XP_015840696.1	XP_021710699.1, XP_001651636.1
OG0000221	XP_015837155.1, XP_974256.1	XP_001660128.1
OG0000223	XP_972063.1	XP_021710530.1
OG0000223	XP_970010.1	XP_001652521.1, XP_001664288.1, XP_021711746.1, XP_001659796.1, XP_001659797.2, XP_001664289.1
OG0000224	XP_970766.1, XP_008193916.1	XP_001654732.1, XP_001654733.2
OG0000225	XP_971086.2	XP_001647679.1
OG0000226	NP_001280522.1, XP_008197480.1	XP_021708650.1
OG0000226	XP_015838522.1	XP_021706929.1
OG0000227	XP_008198897.2	XP_021696785.1
OG0000229	XP_008190759.1	XP_021701846.1, XP_021701848.1, XP_001652694.2, XP_001652693.2
OG0000230	XP_015836723.1	XP_021699383.1
OG0000230	XP_008195159.1	XP_021699390.1
OG0000231	XP_015836454.1, XP_015836453.1, XP_973943.1, XP_008194841.1	XP_021702255.1, XP_001656509.2, XP_011493518.1, XP_021712758.1, XP_021712760.1, XP_021698283.1, XP_021698300.1
OG0000232	XP_970131.1	XP_021697432.1, XP_021697433.1, XP_021697431.1, XP_021697430.1, XP_021697411.1, XP_021697412.1, XP_021697413.1, XP_021697424.1, XP_021697425.1, XP_021697426.1, XP_021697427.1, XP_021697428.1, XP_021697429.1, XP_021697414.1, XP_021697421.1, XP_021697420.1, XP_021697419.1, XP_021697418.1, XP_021697417.1, XP_021697416.1, XP_021697415.1, XP_021697423.1, XP_021697422.1
OG0000233	XP_008196062.1, XP_008196018.1, XP_008196019.1	XP_001657370.2
OG0000234	XP_972520.3, XP_001814003.1	XP_001659472.1, XP_001659474.1, XP_001659473.2
OG0000235	XP_015835330.1, XP_015835329.1, XP_015835324.1, XP_015835328.1	XP_021707634.1, XP_021707632.1, XP_021707627.1
OG0000236	NP_001155991.1	XP_001657619.2, XP_001651997.1, XP_021712370.1, XP_001651998.1, XP_021712372.1, XP_001651166.1, XP_001651167.1
OG0000237	XP_008197452.1	XP_021707698.1
OG0000237	XP_008197451.1	XP_021708376.1
OG0000239	XP_015836807.1, XP_008200144.1	XP_001648774.2, XP_021704849.1, XP_021705252.1, XP_001662669.2
OG0000242	XP_967642.2, XP_968884.1, XP_015833766.1	XP_001662864.3, XP_021705201.1, XP_001662868.2, XP_021709352.1, XP_021707901.1, XP_021706401.1, XP_021706946.1, XP_021704581.1, XP_001662870.1, XP_001662865.3
OG0000244	XP_974579.1, XP_015836330.1	XP_001652340.2
OG0000245	XP_008194988.1, NP_001034522.1, NP_001034493.1	XP_001663686.2, XP_001663685.2, XP_021699381.1, XP_021699380.1, XP_001663688.2, XP_001650638.2, XP_001650639.2, XP_001661890.1, XP_001661891.2, XP_001661190.2, XP_001648968.1
OG0000246	NP_001096056.1	XP_021702972.1
OG0000246	XP_973068.2, XP_008193582.1	XP_001661057.2
OG0000247	XP_015833810.1	XP_021694288.1
OG0000248	XP_015839338.1, XP_008193359.2, XP_015835108.1	XP_021712411.1, XP_021695736.1, XP_021712410.1, XP_001648018.2, XP_021695735.1, XP_001651553.2
OG0000248	XP_008196466.2	XP_001659313.2
OG0000249	XP_966587.1	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1, XP_021693333.1
OG0000250	XP_008196257.1	XP_001660282.2, XP_021705092.1
OG0000251	XP_008199428.1, XP_008199420.1	XP_021703650.1, XP_021703600.1, XP_021703627.1
OG0000252	XP_970662.1	XP_001659013.1, XP_021711486.1
OG0000253	XP_008198043.1	XP_021694648.1, XP_021694649.1, XP_021694646.1, XP_021694644.1, XP_001658552.1, XP_021694643.1, XP_021694642.1, XP_021694641.1, XP_021694640.1, XP_021694647.1
OG0000253	XP_015838158.1	XP_021703386.1, XP_021703387.1, XP_021703388.1
OG0000254	XP_008195945.1	XP_001664252.1
OG0000254	XP_008195412.1, XP_971164.2	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1
OG0000255	XP_970270.1, XP_008199406.1	XP_021695873.1
OG0000256	XP_973160.1, XP_973850.1, XP_008193331.1	XP_001659923.1
OG0000257	XP_015838389.1	XP_021707001.1
OG0000257	XP_974236.1, XP_008201491.1, XP_008197327.1	XP_001653528.1
OG0000258	XP_975684.1	XP_001655722.2, XP_001655723.2, XP_001660402.1, XP_001655721.2, XP_001655719.1, XP_001655720.2, XP_001655718.2
OG0000260	NP_001034506.1	XP_021710146.1
OG0000261	XP_015839903.1, XP_015840001.1, XP_015840896.1, XP_015840891.1, XP_975108.2, XP_008201425.1, XP_975146.1, XP_015840860.1, XP_008201428.1, XP_008201427.1	XP_001653512.1
OG0000262	XP_015833635.1	XP_021707597.1
OG0000263	XP_966512.1, XP_975893.1	XP_021695756.1, XP_001659895.1
OG0000264	XP_008198346.1, NP_001164126.1	XP_021699793.1
OG0000264	XP_968284.1, XP_015835141.1	XP_001654772.1
OG0000265	NP_001153781.1, XP_008200967.1, XP_008200966.1	XP_021693311.1, XP_021693310.1, XP_001656086.1, XP_001656087.2
OG0000266	XP_967356.1	XP_001663718.1
OG0000266	XP_970881.1, XP_970797.1	XP_001648452.3
OG0000268	XP_967796.2, XP_015832932.1, XP_015838161.1	XP_021694310.1, XP_021709288.1, XP_021708718.1, XP_021703075.1, XP_021703638.1, XP_021708988.1
OG0000269	XP_974272.1, XP_971005.2	XP_021694258.1
OG0000270	XP_008198078.1, NP_001280505.1	XP_021693340.1
OG0000270	XP_008198076.1, NP_001280501.1	XP_021693342.1
OG0000271	NP_001290187.1	XP_001657210.3
OG0000271	NP_001280499.1, XP_015839433.1	XP_021694460.1
OG0000272	NP_001103420.1	XP_021702656.1, XP_001651408.2
OG0000273	XP_008191036.1	XP_021697010.1
OG0000274	XP_008199963.1	XP_021701671.1, XP_021701673.1, XP_021701670.1, XP_021701669.1, XP_021701674.1, XP_021701675.1, XP_021700871.1, XP_021700753.1, XP_021711724.1
OG0000275	XP_970514.2	XP_021698978.1, XP_021698986.1, XP_021698985.1, XP_021698984.1, XP_021698983.1, XP_021698982.1, XP_021698981.1, XP_021698980.1, XP_021698979.1, XP_021698977.1
OG0000276	XP_008193315.2	XP_001659080.1, XP_021706827.1, XP_001659081.1, XP_001659077.2
OG0000276	XP_969460.1	XP_001653647.2
OG0000277	XP_015837443.1	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1
OG0000278	XP_015834844.1	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1
OG0000279	NP_001280538.1, XP_015838925.1	XP_021701402.1
OG0000279	XP_015838796.1	XP_021704615.1
OG0000281	XP_967340.1	XP_021704238.1, XP_021704239.1, XP_001651431.1
OG0000283	XP_970327.1, XP_015836740.1	XP_021699203.1
OG0000284	XP_968561.1	XP_021713281.1
OG0000284	XP_008195942.1, XP_973257.1	XP_001649911.1
OG0000285	XP_970530.1	XP_021711274.1, XP_021711275.1, XP_001654392.1, XP_001654393.1
OG0000287	XP_008197596.1	XP_021693442.1, XP_021693441.1, XP_021693440.1, XP_021693439.1, XP_001654533.1, XP_001654534.1, XP_021693438.1
OG0000287	XP_001814592.1	XP_001653434.1
OG0000288	XP_015833077.1, XP_008200294.1	XP_021708643.1
OG0000288	XP_966392.1	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1
OG0000289	XP_973833.1	XP_001653392.1, XP_021700629.1
OG0000290	XP_008195647.1	XP_001655226.2, XP_001655212.2, XP_001655228.2, XP_021696041.1, XP_001662283.2
OG0000291	XP_008192535.1, XP_968745.1, XP_001809578.1	XP_001660325.1
OG0000292	XP_015836717.1, XP_008199379.1, XP_015836718.1	XP_021705719.1
OG0000295	XP_974942.1	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1
OG0000296	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1	XP_021696627.1, XP_001652037.1
OG0000297	XP_015840904.1	XP_001655779.1, XP_021712622.1
OG0000298	XP_975374.1	XP_001653995.1
OG0000299	XP_008196759.1	XP_001651322.2
OG0000300	XP_969695.1	XP_001648404.2
OG0000300	XP_001811015.1	XP_001655172.1
OG0000301	NP_001107791.1	XP_001648376.1
OG0000301	NP_001107860.1	XP_001658068.2
OG0000302	XP_008196651.1	XP_021704818.1
OG0000302	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1	XP_011493002.2
OG0000303	XP_971548.1, XP_008199064.1	XP_001654671.2
OG0000304	XP_015835772.1, XP_008193751.1	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1
OG0000305	XP_015840834.1, XP_015840824.1, XP_008201263.1, XP_015840826.1, XP_015840827.1, XP_015840828.1, XP_015840825.1, XP_015839861.1	XP_021713275.1
OG0000306	XP_008195672.2	XP_021713149.1, XP_001657736.2
OG0000307	XP_973197.1	XP_001648503.2, XP_021709490.1
OG0000308	XP_015835181.1	XP_021704951.1, XP_001652493.1
OG0000309	XP_968563.2, XP_015838858.1	XP_021703498.1, XP_021703499.1, XP_021703500.1, XP_021703501.1
OG0000310	XP_015834524.1	XP_021709445.1, XP_021707061.1
OG0000311	NP_001164089.1, XP_015836774.1	XP_001663796.1
OG0000312	XP_015833546.1	XP_011493181.2
OG0000313	XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2	XP_021711596.1
OG0000314	XP_968893.1, XP_008193080.1, XP_966924.1	XP_001651916.1, XP_021710674.1, XP_001651919.1
OG0000314	XP_967017.1	XP_021694403.1
OG0000315	XP_008196876.1, XP_008196877.1, XP_008193351.1, XP_015838172.1	XP_001659087.2, XP_021708161.1, XP_001659089.2, XP_021708674.1, XP_021708675.1
OG0000316	XP_008190751.1, NP_001182329.1	XP_001659462.2
OG0000316	XP_008190752.1, NP_001161320.1	XP_021708459.1
OG0000317	XP_008200064.1	XP_021709328.1
OG0000318	XP_973404.1	XP_001650490.2
OG0000318	XP_008192121.1, XP_974398.1	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1
OG0000319	XP_967713.1	XP_021696890.1, XP_021696891.1, XP_021696892.1, XP_021696894.1, XP_021696895.1, XP_021696896.1, XP_021696897.1, XP_021696893.1, XP_001650010.1, XP_021696889.1
OG0000320	XP_008196303.1, XP_015837420.1, XP_008196304.1	XP_001657626.2, XP_021712346.1, XP_021707306.1, XP_021707307.1, XP_001652831.1, XP_001663870.2, XP_001653082.1
OG0000321	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1	XP_001654226.2
OG0000322	XP_974306.1	XP_021699357.1, XP_001664072.2, XP_001664071.2
OG0000323	XP_015839647.1	XP_021709796.1
OG0000324	XP_015834170.1, XP_015834173.1	XP_021701963.1, XP_021701968.1, XP_021706397.1
OG0000325	XP_970199.2, XP_015838203.1, XP_015838204.1, XP_008196730.1	XP_021707537.1, XP_021707536.1, XP_021707533.1, XP_021707534.1, XP_021707535.1, XP_021707531.1, XP_021707530.1, XP_021707529.1, XP_021707538.1, XP_021707532.1
OG0000326	XP_015834991.1, XP_008192193.1, XP_008192194.1	XP_021704815.1, XP_001661509.1, XP_021704813.1, XP_021704814.1, XP_021706377.1
OG0000327	XP_015833709.1	XP_021696134.1, XP_021696137.1, XP_021696149.1
OG0000330	XP_967194.1, XP_973575.3, XP_968237.2	XP_021712238.1, XP_001657293.2, XP_001657289.2, XP_001657288.2
OG0000332	XP_971957.1	XP_001648362.2
OG0000333	XP_015839725.1	XP_021693426.1
OG0000334	XP_015836026.1	XP_021701876.1
OG0000335	XP_971201.1	XP_021711938.1
OG0000336	XP_001814361.1	XP_001655208.2
OG0000337	XP_008198111.1, XP_008198112.1	XP_021696470.1, XP_021696471.1, XP_021711867.1
OG0000339	XP_975511.1	XP_001648723.1
OG0000339	NP_001177648.1, XP_008193158.1	XP_001656676.1
OG0000340	XP_015838405.1, XP_973952.1, XP_973891.1	XP_021705793.1
OG0000341	XP_975221.1	XP_021702717.1, XP_001659283.1
OG0000342	XP_008198162.1	XP_021700597.1
OG0000342	XP_968153.2	XP_021709325.1
OG0000343	XP_008191833.1	XP_021711307.1, XP_021711306.1, XP_021711305.1, XP_021711308.1
OG0000343	XP_969204.1	XP_021709458.1
OG0000343	XP_008193357.1, XP_008196870.1	XP_021708138.1, XP_021708134.1, XP_021708135.1, XP_021708132.1, XP_021708133.1, XP_021708130.1, XP_021708131.1, XP_021708137.1, XP_021708129.1, XP_021708128.1, XP_021708127.1, XP_021708136.1, XP_021708126.1, XP_021704604.1
OG0000344	XP_015840052.1, XP_015840053.1	XP_021697739.1, XP_021697741.1, XP_021697740.1
OG0000345	XP_015838177.1	XP_021707280.1, XP_021707281.1, XP_021707282.1
OG0000346	XP_015835157.1, XP_015833308.1, XP_015835120.1, XP_015834553.1, XP_015834551.1, XP_015840492.1, XP_015835313.1, XP_015834755.1, XP_015840412.1, XP_008200534.1, XP_015837755.1, XP_008198731.1, XP_008194917.1	XP_021707301.1, XP_021694751.1
OG0000347	XP_008196770.1	XP_021700452.1
OG0000349	XP_008199681.1, XP_008199682.1, XP_015839246.1	XP_021693827.1
OG0000350	XP_008197841.1, XP_971237.1	XP_001659213.2
OG0000351	XP_971635.2	XP_021707134.1
OG0000351	XP_008196968.1	XP_001647780.1
OG0000352	XP_974349.1	XP_021696227.1, XP_021696225.1, XP_021696229.1, XP_021696224.1, XP_021696228.1, XP_021696219.1, XP_021696220.1, XP_021696221.1, XP_021696216.1, XP_021696217.1, XP_021696222.1, XP_021696223.1, XP_001654250.2, XP_021696226.1
OG0000356	XP_008197708.1, XP_008197784.2	XP_001657830.1, XP_001648015.1, XP_001647923.1, XP_001655977.1, XP_001647921.1, XP_001647922.2
OG0000357	XP_008194728.1	XP_021701084.1
OG0000358	XP_972062.1	XP_001661132.1, XP_021698766.1
OG0000360	XP_008195292.1, XP_967057.1	XP_021705669.1, XP_021705670.1
OG0000361	XP_973660.1	XP_001650659.2, XP_021704356.1, XP_021704357.1, XP_021704358.1, XP_021704359.1, XP_001653317.1
OG0000362	NP_001161782.1	XP_001658111.1
OG0000362	NP_001161781.1	XP_021698010.1
OG0000363	XP_970320.1	XP_001660101.2
OG0000363	XP_015834105.1	XP_001660100.2, XP_021693660.1, XP_021708215.1, XP_011492937.1
OG0000366	XP_015840947.1, NP_001107777.1	XP_021698510.1, XP_021698495.1, XP_021698505.1, XP_021698504.1, XP_021698507.1
OG0000367	XP_008194856.1, XP_015836457.1	XP_001650261.2
OG0000368	XP_976104.1, XP_015838018.1	XP_001649238.1, XP_001649236.1, XP_021705594.1
OG0000369	XP_008201712.1	XP_021706588.1, XP_021708003.1, XP_021710742.1, XP_021710743.1, XP_021710741.1, XP_021710744.1
OG0000370	XP_015839940.1	XP_021712555.1
OG0000372	XP_015836666.1	XP_001653705.2
OG0000374	XP_015840165.1	XP_021710176.1
OG0000375	XP_015838589.1	XP_001652513.1
OG0000376	XP_008190447.1	XP_021711017.1
OG0000377	XP_008198810.1	XP_001660801.2
OG0000377	XP_008199609.1	XP_001652672.1, XP_001652671.1, XP_001652673.1
OG0000378	XP_008201485.1, XP_008190395.1	XP_021709491.1
OG0000379	XP_008191956.1, XP_015836606.1	XP_021704205.1, XP_021704206.1
OG0000380	XP_970911.1, XP_015835308.1	XP_001658589.2, XP_021700482.1
OG0000381	XP_015834938.1	XP_021709141.1
OG0000381	XP_001813974.1	XP_021708636.1, XP_001653770.1
OG0000382	XP_966771.1	XP_021712504.1, XP_021705463.1
OG0000384	XP_001813130.1	XP_001660403.1
OG0000384	XP_008193509.1, XP_008193510.1	XP_021708638.1
OG0000385	XP_008200161.1	XP_021712982.1, XP_001649476.1
OG0000386	XP_970034.2	XP_011493284.1, XP_001651049.1, XP_021694539.1
OG0000387	XP_968734.1	XP_001651743.2, XP_001651741.2, XP_021706845.1, XP_021706846.1, XP_021707468.1, XP_021707467.1
OG0000388	XP_974824.1	XP_021694733.1
OG0000388	XP_974813.1	XP_001659821.1
OG0000389	XP_008191053.1, XP_971552.2	XP_001653489.2, XP_001653487.1
OG0000390	XP_008194588.1	XP_001661829.2, XP_021705081.1
OG0000390	XP_970733.3	XP_001652622.1
OG0000392	XP_015839708.1	XP_021694279.1
OG0000394	XP_008190453.1, XP_015836362.1, XP_970450.1	XP_021705811.1, XP_021705815.1, XP_021705814.1, XP_021705816.1, XP_021705810.1, XP_021705812.1, XP_021705813.1
OG0000395	XP_967306.3	XP_021711480.1
OG0000396	XP_967256.1	XP_001649428.2, XP_001651977.1, XP_001651979.1, XP_021694881.1
OG0000397	XP_973626.3	XP_021705047.1, XP_021705046.1, XP_021712900.1
OG0000398	XP_973071.1	XP_001654423.1
OG0000399	XP_015839284.1, XP_015838955.1	XP_021701463.1, XP_021701471.1, XP_021701437.1
OG0000400	XP_008201359.1, XP_008196139.1	XP_001654875.3
OG0000401	XP_973474.1	XP_021710740.1, XP_001657992.2, XP_021710747.1
OG0000402	XP_969556.1	XP_021709443.1
OG0000403	XP_015835469.1	XP_021702997.1, XP_021702978.1, XP_021702985.1, XP_021702994.1
OG0000405	XP_975505.1	XP_001663334.1
OG0000405	XP_969335.1	XP_001660991.1
OG0000406	XP_015840310.1	XP_001656191.2
OG0000406	XP_967861.2	XP_001657673.2, XP_001657671.1, XP_001657674.2
OG0000407	XP_008198805.1	XP_001650092.2
OG0000408	XP_008190910.1	XP_001656144.1
OG0000408	XP_008199142.1, XP_970081.3	XP_001649800.1
