Orthogroup	Tribolium_castaneum	Dufourea_novaeangliae
OG0000252	XP_970662.1	XP_015430094.1, XP_015430087.1, XP_015430103.1
OG0000253	XP_008198043.1	XP_015433105.1
OG0000253	XP_015838158.1	XP_015430007.1
OG0000254	XP_008195945.1	XP_015435101.1
OG0000254	XP_008195412.1, XP_971164.2	XP_015440243.1
OG0000255	XP_970270.1, XP_008199406.1	XP_015440437.1
OG0000256	XP_973160.1, XP_973850.1, XP_008193331.1	XP_015435282.1, XP_015435281.1
OG0000257	XP_015838389.1	XP_015439225.1
OG0000257	XP_974236.1, XP_008201491.1, XP_008197327.1	XP_015439223.1
OG0000261	XP_015839903.1, XP_015840001.1, XP_015840896.1, XP_015840891.1, XP_975108.2, XP_008201425.1, XP_975146.1, XP_015840860.1, XP_008201428.1, XP_008201427.1	XP_015431688.1
OG0000263	XP_966512.1, XP_975893.1	XP_015438831.1, XP_015438832.1, XP_015438830.1
OG0000264	XP_008198346.1, NP_001164126.1	XP_015438044.1
OG0000264	XP_968284.1, XP_015835141.1	XP_015429295.1, XP_015429294.1
OG0000265	NP_001153781.1, XP_008200967.1, XP_008200966.1	XP_015429094.1
OG0000265	XP_967029.1	XP_015429075.1
OG0000266	XP_967356.1	XP_015433228.1
OG0000266	XP_970881.1, XP_970797.1	XP_015431896.1
OG0000268	XP_967796.2, XP_015832932.1, XP_015838161.1	XP_015439427.1
OG0000269	XP_971005.2	XP_015440166.1
OG0000270	XP_008198078.1, NP_001280505.1	XP_015429298.1
OG0000270	XP_008198076.1, NP_001280501.1	XP_015429562.1
OG0000271	NP_001290187.1, NP_001280499.1, XP_015839433.1	XP_015431651.1
OG0000271	NP_001280518.1	XP_015429507.1
OG0000272	XP_008193383.1, NP_001107763.1	XP_015430061.1
OG0000272	NP_001103420.1	XP_015438983.1
OG0000273	XP_008191036.1	XP_015436896.1, XP_015436881.1
OG0000274	XP_008199963.1	XP_015439714.1
OG0000275	XP_970514.2	XP_015433891.1
OG0000277	XP_015837443.1	XP_015430231.1
OG0000278	XP_015834844.1	XP_015431164.1
OG0000279	NP_001280538.1, XP_015838925.1, XP_015838796.1	XP_015432369.1
OG0000281	XP_967340.1	XP_015432612.1
OG0000281	XP_968478.1, XP_968177.1	XP_015439997.1, XP_015439712.1
OG0000283	XP_970327.1, XP_015836740.1	XP_015440094.1
OG0000284	XP_968561.1	XP_015429852.1
OG0000284	XP_008195942.1, XP_973257.1	XP_015439650.1, XP_015438214.1
OG0000285	XP_970530.1	XP_015436920.1, XP_015436921.1
OG0000286	XP_008193140.1	XP_015436588.1, XP_015436589.1
OG0000287	XP_008197596.1	XP_015438255.1
OG0000287	XP_001814592.1	XP_015438180.1
OG0000288	XP_015833077.1, XP_008200294.1	XP_015435796.1
OG0000288	XP_966392.1	XP_015439791.1
OG0000289	XP_973833.1	XP_015432866.1, XP_015432868.1, XP_015432869.1, XP_015432870.1, XP_015432867.1
OG0000290	XP_008193818.1	XP_015429200.1
OG0000291	NP_001161313.1	XP_015433145.1
OG0000291	XP_008192535.1	XP_015433144.1
OG0000292	XP_015836717.1, XP_008199379.1, XP_015836718.1	XP_015429696.1
OG0000293	XP_974062.1, XP_974008.1, XP_001811085.2, XP_008192813.2, XP_015835032.1, XP_974034.1, XP_972744.1, XP_972703.3, XP_972663.1	XP_015434629.1
OG0000295	XP_974942.1	XP_015433330.1, XP_015433328.1, XP_015433329.1
OG0000296	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1	XP_015434298.1
OG0000297	XP_015836263.1, XP_967109.3, XP_015836510.1, XP_015836508.1, XP_015836509.1, XP_970866.1, XP_008194978.1, XP_008190426.2, XP_966329.1, XP_008195034.1, XP_008195035.1, XP_015840885.1, XP_974610.1, XP_008199115.2, XP_974592.1, XP_008194674.2, XP_015836400.1, XP_015836399.1, XP_008194675.2, XP_974420.1, XP_966559.1	XP_015429556.1
OG0000298	XP_975374.1	XP_015433364.1
OG0000299	XP_008196759.1	XP_015435404.1
OG0000300	XP_969695.1	XP_015436168.1
OG0000300	XP_001811015.1	XP_015437092.1, XP_015437090.1, XP_015437089.1
OG0000301	NP_001107791.1	XP_015428488.1
OG0000301	NP_001107860.1	XP_015434699.1
OG0000302	XP_008196651.1	XP_015433893.1
OG0000302	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1	XP_015438406.1
OG0000303	XP_971548.1, XP_008199064.1	XP_015430384.1
OG0000304	XP_015835772.1, XP_008193751.1	XP_015430485.1
OG0000305	XP_015840834.1, XP_015840824.1, XP_008201263.1, XP_015840826.1, XP_015840827.1, XP_015840828.1, XP_015840825.1, XP_015839861.1	XP_015434461.1
OG0000306	XP_008195672.2	XP_015439792.1, XP_015439652.1
OG0000307	XP_973197.1	XP_015428477.1
OG0000308	XP_015835181.1	XP_015438475.1
OG0000309	XP_968563.2, XP_015838858.1	XP_015430291.1
OG0000310	XP_015834524.1	XP_015435023.1
OG0000311	NP_001164089.1, XP_015836774.1	XP_015428715.1
OG0000312	XP_015833546.1	XP_015431093.1
OG0000313	XP_008197561.1, XP_008197562.1, XP_971420.2, XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2	XP_015433511.1
OG0000314	XP_968893.1, XP_008193080.1, XP_966924.1	XP_015430168.1
OG0000314	XP_967017.1	XP_015430171.1
OG0000315	XP_008196876.1, XP_008196877.1, XP_008193351.1, XP_015838172.1	XP_015429602.1, XP_015429443.1
OG0000316	XP_008190751.1, NP_001182329.1	XP_015438634.1
OG0000317	XP_008200064.1	XP_015438869.1
OG0000318	XP_008192121.1, XP_974398.1	XP_015432674.1
OG0000319	XP_967713.1, XP_971783.1	XP_015437316.1
OG0000320	XP_008196303.1, XP_015837420.1, XP_008196304.1	XP_015434182.1
OG0000321	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1	XP_015438194.1
OG0000322	XP_008191340.1	XP_015438004.1
OG0000323	XP_015839632.1, XP_015839647.1	XP_015436562.1
OG0000324	XP_015834170.1, XP_015834173.1	XP_015440416.1, XP_015440322.1
OG0000325	XP_970199.2, XP_015838203.1, XP_015838204.1, XP_008196730.1	XP_015433942.1
OG0000326	XP_015834991.1, XP_008192193.1, XP_008192194.1	XP_015436335.1
OG0000327	XP_015833709.1	XP_015436511.1
OG0000327	XP_008191189.2	XP_015436510.1
OG0000330	XP_967194.1, XP_973575.3, XP_968237.2	XP_015431229.1, XP_015431230.1
OG0000332	XP_971957.1	XP_015431199.1, XP_015431198.1
OG0000333	XP_015839725.1	XP_015439205.1, XP_015431766.1
OG0000334	XP_015836026.1	XP_015431428.1
OG0000335	XP_971201.1	XP_015428456.1
OG0000336	XP_001814361.1	XP_015434373.1
OG0000337	XP_008198111.1, XP_008198112.1	XP_015437277.1
OG0000338	XP_008197000.1	XP_015432576.1
OG0000339	XP_975511.1	XP_015439872.1
OG0000339	NP_001177648.1, XP_008193158.1	XP_015428725.1
OG0000340	XP_008200736.1	XP_015435055.1
OG0000340	XP_015838405.1, XP_973952.1, XP_973891.1	XP_015438911.1
OG0000341	XP_975221.1	XP_015436438.1, XP_015436439.1, XP_015436440.1, XP_015436441.1
OG0000342	XP_008198162.1	XP_015437294.1
OG0000342	XP_968153.2	XP_015438850.1
OG0000343	XP_008193357.1	XP_015429049.1
OG0000344	XP_015840052.1, XP_015840053.1	XP_015436838.1
OG0000345	XP_015838177.1	XP_015431497.1, XP_015431498.1
OG0000347	XP_008196770.1	XP_015434738.1
OG0000348	XP_008195650.1	XP_015430085.1
OG0000349	XP_008199681.1, XP_008199682.1, XP_015839246.1	XP_015430394.1
OG0000350	XP_008197841.1, XP_971237.1	XP_015435505.1, XP_015435506.1
OG0000351	XP_971635.2, XP_008196968.1	XP_015434218.1, XP_015434268.1
OG0000352	XP_974349.1	XP_015431829.1
OG0000356	XP_008197708.1, XP_008197784.2	XP_015436405.1, XP_015436403.1, XP_015436404.1
OG0000357	XP_008194728.1	XP_015434164.1, XP_015434163.1
OG0000358	XP_972062.1	XP_015429959.1, XP_015429961.1
OG0000360	XP_008195292.1, XP_967057.1	XP_015439359.1
OG0000361	XP_973660.1	XP_015432508.1
OG0000362	NP_001161782.1	XP_015430004.1
OG0000362	NP_001161781.1	XP_015430005.1, XP_015430006.1
OG0000363	XP_970320.1	XP_015433747.1
OG0000363	XP_015834105.1	XP_015433738.1
OG0000364	XP_008200761.1, XP_015840859.1, XP_008192910.2, XP_966855.1	XP_015439810.1
OG0000366	XP_015840947.1, NP_001107777.1	XP_015432472.1
OG0000367	XP_008194856.1, XP_015836457.1	XP_015431427.1, XP_015431426.1, XP_015431425.1
OG0000368	XP_976104.1, XP_015838018.1	XP_015434755.1, XP_015434748.1
OG0000369	XP_008201712.1	XP_015439388.1, XP_015436596.1
OG0000370	XP_015839940.1	XP_015431054.1
OG0000371	XP_008201299.1	XP_015434902.1
OG0000372	XP_015836666.1	XP_015428534.1, XP_015434144.1
OG0000375	XP_015838589.1	XP_015438184.1
OG0000376	XP_008190447.1	XP_015438463.1
OG0000377	XP_008199609.1	XP_015429723.1
OG0000378	XP_008190395.1	XP_015432063.1
OG0000379	XP_008191956.1, XP_015836606.1	XP_015432620.1
OG0000380	XP_970911.1, XP_015835308.1	XP_015430841.1, XP_015430849.1
OG0000381	XP_015834938.1	XP_015436144.1
OG0000381	XP_001813974.1	XP_015435054.1
OG0000382	XP_966771.1	XP_015438431.1, XP_015430799.1
OG0000383	XP_015840217.1	XP_015438151.1, XP_015439947.1, XP_015435224.1
OG0000384	XP_001813130.1	XP_015429068.1, XP_015429067.1, XP_015429069.1
OG0000384	XP_008193509.1, XP_008193510.1	XP_015429058.1
OG0000385	XP_008200161.1	XP_015430155.1
OG0000386	XP_970034.2	XP_015434825.1, XP_015434823.1, XP_015434824.1
OG0000387	XP_968734.1	XP_015436567.1
OG0000388	XP_974824.1	XP_015437504.1
OG0000388	XP_974813.1	XP_015437405.1
OG0000389	XP_008191053.1, XP_971552.2	XP_015435398.1, XP_015429308.1
OG0000390	XP_970733.3	XP_015433732.1
OG0000394	XP_008190453.1, XP_015836362.1, XP_970450.1	XP_015429618.1
OG0000395	XP_967306.3	XP_015436053.1, XP_015435778.1
OG0000396	XP_967256.1	XP_015438347.1
OG0000397	XP_973626.3	XP_015433099.1, XP_015433098.1, XP_015433097.1
OG0000398	XP_973071.1	XP_015438441.1, XP_015438442.1, XP_015438443.1
OG0000399	XP_015839284.1, XP_015838955.1	XP_015430976.1
OG0000401	XP_973474.1	XP_015440081.1
OG0000403	XP_015835469.1	XP_015432862.1
OG0000405	XP_975505.1	XP_015428940.1
OG0000405	XP_969335.1	XP_015438542.1
OG0000406	XP_015840310.1	XP_015438700.1
OG0000406	XP_967861.2	XP_015438653.1
OG0000407	XP_008198805.1	XP_015435692.1, XP_015435711.1, XP_015435719.1
OG0000408	XP_008190910.1	XP_015437857.1
OG0000408	XP_008199142.1, XP_970081.3	XP_015433869.1
OG0000409	XP_015835314.1, XP_008200456.1, XP_972202.1, XP_008200455.1	XP_015440215.1
OG0000410	XP_008194279.1	XP_015440327.1
OG0000410	XP_008199891.1	XP_015437545.1
OG0000411	XP_008191461.1	XP_015436878.1, XP_015436886.1
OG0000411	XP_001813433.1	XP_015429831.1
OG0000412	XP_015836557.1, XP_971694.2	XP_015434957.1
OG0000413	XP_969620.2	XP_015435296.1
OG0000415	XP_973217.2	XP_015430865.1
OG0000416	XP_008192545.1	XP_015435263.1, XP_015428672.1
OG0000417	XP_008198772.1	XP_015431668.1
OG0000417	XP_974698.1	XP_015437968.1
OG0000418	XP_015833481.1	XP_015440371.1
OG0000419	XP_971173.1, XP_015838774.1	XP_015433820.1
OG0000420	XP_008192326.1, XP_001816525.1, XP_008192327.1, XP_008192332.1	XP_015431289.1
OG0000420	XP_008199675.1	XP_015431300.1
OG0000421	XP_008192097.1	XP_015432218.1
OG0000422	XP_008192616.1	XP_015439981.1
OG0000423	XP_008199561.1	XP_015430628.1
OG0000424	XP_015840415.1	XP_015433762.1
OG0000424	XP_015840422.1	XP_015433765.1
OG0000425	XP_969804.2	XP_015439601.1, XP_015439599.1
OG0000426	XP_973970.1	XP_015435125.1
OG0000427	XP_972369.1	XP_015432561.1
OG0000427	XP_008196417.1	XP_015440151.1
OG0000428	XP_015839428.1, XP_008194527.2	XP_015439352.1
OG0000428	XP_015837845.1, NP_001280511.1	XP_015434708.1
OG0000429	XP_008196407.1, XP_015837255.1	XP_015439988.1
OG0000430	XP_008190881.1, XP_008197779.1, XP_008197331.1, XP_008199845.1	XP_015432989.1, XP_015429785.1
OG0000431	XP_015839887.1, XP_967707.1, XP_008190865.1, XP_015834261.1	XP_015433474.1
OG0000432	XP_973723.1	XP_015430495.1
OG0000434	XP_972017.1, XP_008196460.1, XP_008196458.1, XP_008196459.1, XP_015838266.1, XP_015838265.1	XP_015440332.1
OG0000436	XP_008197909.1	XP_015437472.1, XP_015437475.1
OG0000436	XP_970620.1	XP_015437482.1
OG0000437	XP_008200406.1	XP_015437559.1, XP_015437558.1, XP_015437557.1
OG0000438	XP_971688.3	XP_015433362.1, XP_015433348.1
OG0000439	XP_008193933.1	XP_015439918.1
OG0000440	XP_008200809.1	XP_015430611.1
OG0000441	XP_008198701.1, XP_008198702.1, XP_008198700.1, XP_008198703.1	XP_015428778.1
OG0000442	XP_008197799.1, XP_968004.1	XP_015431478.1
OG0000443	XP_974381.2	XP_015438231.1
OG0000444	NP_001164534.1, NP_001164533.1	XP_015437287.1
OG0000445	XP_008193734.1	XP_015432260.1
OG0000446	XP_008198655.1, XP_008198715.2, XP_008198651.1	XP_015429506.1
OG0000447	XP_008191853.2	XP_015430478.1
OG0000448	XP_969343.1	XP_015440001.1
OG0000449	XP_966346.1	XP_015437325.1
OG0000450	NP_001157610.1, XP_015835206.1	XP_015432640.1
OG0000451	XP_972488.2	XP_015428735.1, XP_015428736.1, XP_015428737.1
OG0000452	XP_008195563.1	XP_015437321.1
OG0000452	XP_008190571.1	XP_015429805.1
OG0000453	XP_008196382.1, XP_008196383.1, XP_008196384.1	XP_015439003.1
OG0000454	XP_008197523.2	XP_015432223.1
OG0000455	NP_001280547.1, XP_008193388.1	XP_015432676.1
OG0000456	XP_969928.1, XP_008196724.1	XP_015438176.1
OG0000457	XP_015835204.1, NP_001076795.1, XP_015837745.1, NP_001076796.1	XP_015430282.1
OG0000458	XP_967155.1	XP_015433077.1
OG0000459	XP_968944.1	XP_015439579.1
OG0000460	XP_968752.1	XP_015435422.1
OG0000460	XP_968824.2	XP_015435423.1
OG0000461	XP_008198752.1	XP_015432294.1
OG0000462	XP_015840075.1	XP_015439365.1
OG0000463	XP_015833244.1, XP_015833229.1	XP_015435313.1, XP_015435314.1, XP_015435305.1
OG0000465	XP_008198275.1	XP_015434227.1
OG0000466	XP_969900.1, XP_008191787.1	XP_015429220.1
OG0000467	XP_008198462.1, XP_008198465.1, XP_967712.2, XP_008198474.1	XP_015437761.1
OG0000468	XP_008194809.1	XP_015434849.1
OG0000469	XP_967943.1, NP_001306191.1	XP_015431772.1
OG0000471	XP_972436.1	XP_015435730.1, XP_015436283.1, XP_015436162.1
OG0000472	XP_008190497.1, XP_008190496.1, XP_008190495.1, XP_008190494.1	XP_015429983.1
OG0000474	XP_967468.1	XP_015430247.1, XP_015430255.1
OG0000475	XP_008193995.1, XP_015836218.1, XP_969591.2	XP_015432455.1
OG0000476	NP_001127700.1, XP_015834940.1, NP_001120783.1	XP_015431600.1
OG0000477	NP_001164309.1, XP_008198961.1, XP_969867.1	XP_015439894.1, XP_015435437.1
OG0000478	XP_970086.1	XP_015437208.1
OG0000479	XP_015839265.1, XP_008198225.1	XP_015437281.1
OG0000480	XP_008194196.2, XP_015836177.1, XP_015836175.1, XP_008194198.2, XP_008194199.2, XP_015835638.1, XP_015835640.1, XP_015835226.1	XP_015433561.1
OG0000482	XP_969479.3, XP_015838834.1, XP_970997.2	XP_015429591.1
OG0000483	XP_015837619.1, XP_008196295.1, XP_973683.1, XP_015837618.1, XP_015837422.1	XP_015435369.1
OG0000484	XP_008198466.1	XP_015433166.1
OG0000485	XP_971795.1	XP_015429741.1, XP_015429690.1
OG0000488	XP_970829.1	XP_015436500.1
OG0000489	XP_971503.1, XP_015836306.1, XP_015836308.1	XP_015429761.1
OG0000490	XP_970402.1	XP_015428411.1
OG0000491	XP_966641.2	XP_015434278.1
OG0000492	XP_008191436.1, XP_008191435.1, XP_008191434.1	XP_015435792.1
OG0000493	XP_015836062.1	XP_015438423.1
OG0000494	XP_008193825.2	XP_015436648.1
OG0000495	XP_971329.1	XP_015429963.1
OG0000496	XP_968047.1	XP_015430038.1, XP_015430037.1
OG0000497	XP_975478.1	XP_015428876.1
OG0000497	XP_008196347.1, XP_015837674.1, XP_015837673.1	XP_015440098.1
OG0000498	XP_971487.1	XP_015430515.1
OG0000499	XP_008195723.1, XP_008195722.1, XP_008195721.1	XP_015432026.1
OG0000500	XP_015840287.1	XP_015432044.1
OG0000500	XP_015840276.1	XP_015431968.1
OG0000501	XP_008199865.1	XP_015438706.1
OG0000501	XP_015836029.1	XP_015438636.1
OG0000502	XP_972728.2	XP_015435829.1
OG0000503	XP_967287.2	XP_015435885.1
OG0000504	XP_968718.1, XP_008194015.1, XP_974277.2	XP_015435805.1, XP_015435768.1
OG0000505	XP_969277.1	XP_015439188.1
OG0000506	XP_008199411.2	XP_015429036.1, XP_015433753.1
OG0000507	XP_001807284.2, XP_976138.1, XP_001811691.1	XP_015429104.1, XP_015429116.1
OG0000508	XP_008192396.1	XP_015436217.1
OG0000509	XP_969380.1, NP_001107848.1, XP_015840636.1, XP_969234.1, XP_975485.1, XP_008201472.1, XP_008201470.1	XP_015436969.1
OG0000510	XP_967289.1, XP_967368.2, XP_008190366.1	XP_015435612.1, XP_015435613.1
OG0000512	NP_001157690.1, XP_008200992.1	XP_015431214.1, XP_015431213.1
OG0000516	XP_974600.1	XP_015433990.1
OG0000517	XP_972373.1	XP_015429686.1, XP_015429710.1
OG0000518	XP_966468.1	XP_015439206.1
OG0000519	XP_001806886.2	XP_015434468.1
OG0000520	XP_015833266.1	XP_015429955.1
OG0000521	XP_001811514.1	XP_015437087.1
OG0000522	NP_001161913.1, XP_008196457.1	XP_015429795.1, XP_015440397.1
OG0000523	XP_015836678.1	XP_015433083.1
OG0000524	XP_008192982.2, XP_970562.1, XP_008201110.1, XP_008201109.1	XP_015431379.1
OG0000525	XP_001809545.1	XP_015430382.1, XP_015430381.1
OG0000527	XP_015838420.1, XP_008197239.1	XP_015437689.1, XP_015437690.1, XP_015437691.1
OG0000528	XP_967647.1, XP_967722.1, XP_967491.1, XP_968058.1	XP_015431707.1
OG0000529	XP_008198334.1, XP_008198335.1, XP_967559.1, XP_975266.1	XP_015436656.1, XP_015434457.1
OG0000530	XP_970745.1	XP_015434169.1
OG0000530	XP_970872.1, XP_015838435.1	XP_015434118.1
OG0000531	XP_015840171.1	XP_015436131.1
OG0000533	XP_008194514.1	XP_015438304.1
OG0000536	NP_001103421.1	XP_015435368.1
OG0000536	XP_008191522.1, NP_001103422.1	XP_015440431.1
OG0000537	XP_015836346.1, XP_008192475.2	XP_015440254.1
OG0000537	XP_969952.4, XP_015834579.1	XP_015438836.1
OG0000537	XP_015836573.1	XP_015439799.1
OG0000538	XP_008197210.1	XP_015434765.1
OG0000540	XP_967811.2	XP_015434166.1
OG0000540	XP_008193435.1	XP_015432501.1
OG0000541	XP_008190720.1, XP_015835927.1	XP_015435260.1
OG0000543	XP_008190924.1	XP_015437477.1
OG0000544	XP_015837254.1	XP_015432517.1, XP_015432519.1, XP_015432521.1, XP_015432520.1, XP_015432518.1, XP_015432522.1
OG0000545	XP_015835441.1, XP_008193197.1, XP_008193198.1, XP_015835442.1	XP_015434858.1, XP_015431089.1
OG0000546	XP_008200617.2, XP_015836988.1	XP_015439508.1, XP_015439517.1
OG0000547	XP_968849.1, XP_968920.2, XP_008198190.1	XP_015437695.1, XP_015437702.1
OG0000548	XP_970301.1, XP_970367.1, XP_015837980.1	XP_015439405.1
OG0000548	XP_974777.1, XP_974760.1	XP_015439327.1
OG0000549	XP_015836136.1	XP_015436050.1
OG0000550	XP_015840853.1	XP_015436516.1, XP_015436977.1, XP_015438258.1, XP_015436608.1, XP_015436526.1, XP_015436620.1
OG0000551	XP_008194780.1, XP_015840169.1, XP_015838553.1, XP_015840168.1	XP_015434437.1, XP_015434435.1
OG0000552	XP_008200934.1, NP_001039273.1	XP_015433984.1
OG0000552	NP_001039290.1	XP_015430423.1
OG0000553	XP_008199860.1, XP_008199859.1, XP_008199862.1, XP_008199861.1, XP_969742.1	XP_015429639.1
OG0000554	XP_975135.1	XP_015434889.1, XP_015434890.1
OG0000555	XP_008197491.1	XP_015430590.1
OG0000555	XP_008196201.1, XP_974181.1	XP_015430604.1
OG0000556	XP_967184.1	XP_015433332.1, XP_015433331.1, XP_015433333.1
OG0000557	NP_001107844.1, XP_008191995.1	XP_015436178.1, XP_015436177.1
OG0000558	XP_971409.1	XP_015440146.1
OG0000558	XP_008192371.1	XP_015430419.1
OG0000559	XP_008192145.1	XP_015428439.1, XP_015428440.1, XP_015428441.1
OG0000560	XP_015835693.1	XP_015434883.1
OG0000561	XP_015838973.1	XP_015434544.1
OG0000562	XP_015834699.1	XP_015432565.1
OG0000562	XP_968620.1	XP_015433405.1
OG0000563	XP_969628.1	XP_015439705.1
OG0000564	XP_008197984.1	XP_015437714.1
OG0000565	XP_976359.2	XP_015438914.1, XP_015434955.1
OG0000567	XP_008193182.1, XP_008198396.1	XP_015435501.1, XP_015432904.1
OG0000568	XP_973251.1	XP_015430553.1
OG0000569	NP_001034492.1	XP_015436835.1
OG0000569	XP_008194188.1, NP_001034491.1	XP_015436529.1
OG0000570	XP_008191357.1, XP_008191356.1	XP_015438303.1, XP_015438302.1, XP_015438301.1, XP_015438300.1, XP_015438299.1
OG0000571	XP_015837858.1, XP_008196145.1	XP_015430209.1
OG0000573	XP_015835019.1	XP_015431448.1
OG0000574	XP_008193229.1	XP_015430534.1
OG0000574	XP_966720.1	XP_015430520.1
OG0000575	XP_973751.2, XP_015840907.1, XP_973717.2	XP_015439510.1
OG0000576	XP_015835491.1, XP_008193294.1	XP_015432168.1
OG0000577	XP_968282.1	XP_015433055.1
OG0000579	XP_008190509.1, XP_008190508.1	XP_015434496.1
OG0000582	XP_008194670.1	XP_015439735.1
OG0000584	XP_008201459.1	XP_015440306.1
OG0000585	XP_973753.1	XP_015430694.1
OG0000586	NP_001164360.1	XP_015431489.1
OG0000587	XP_966904.1	XP_015437432.1
OG0000588	XP_008198243.1	XP_015438642.1
OG0000589	XP_015832979.1, XP_008190545.1	XP_015434455.1
OG0000590	XP_974222.2, XP_015834947.1, XP_008192629.1, XP_008192628.1	XP_015430535.1
OG0000591	XP_974605.1	XP_015433846.1
OG0000591	XP_975644.1	XP_015440033.1
OG0000592	XP_972187.1, XP_972238.1	XP_015429806.1
OG0000592	XP_967660.1, XP_974372.1, XP_974394.1, XP_974346.1, XP_008192579.1	XP_015436804.1
OG0000593	XP_971718.1	XP_015431261.1
OG0000594	XP_008198309.1, XP_008198310.1, XP_015839110.1, XP_974863.1	XP_015434546.1
OG0000595	XP_966364.1	XP_015432442.1
OG0000595	XP_968010.1	XP_015432492.1
OG0000596	XP_008199438.1	XP_015429070.1, XP_015429106.1
OG0000597	XP_970503.2	XP_015438217.1
OG0000598	XP_975034.1	XP_015437496.1
OG0000598	XP_015838666.1	XP_015437505.1
OG0000599	XP_008198002.1, XP_008197998.1	XP_015433061.1, XP_015433063.1, XP_015433067.1
OG0000600	XP_015834659.1, XP_015834664.1	XP_015438367.1
OG0000601	NP_001161309.1	XP_015433130.1
OG0000602	XP_015833285.1, XP_974523.1	XP_015432677.1
OG0000602	XP_966627.1	XP_015436076.1
OG0000604	XP_008194890.1, XP_008194891.1	XP_015436738.1, XP_015436758.1, XP_015436757.1
OG0000605	XP_966980.1	XP_015433720.1
OG0000606	XP_015839438.1	XP_015438085.1, XP_015438084.1, XP_015438086.1
OG0000607	XP_974834.1, XP_974846.2	XP_015438996.1, XP_015438997.1
OG0000609	XP_008200471.1	XP_015440194.1
OG0000611	XP_008200881.1	XP_015433176.1, XP_015433175.1
OG0000612	XP_969513.1	XP_015437004.1
OG0000613	XP_968252.2, XP_008190961.1	XP_015432916.1
OG0000613	XP_967596.1	XP_015431452.1
