Orthogroup	Tribolium_castaneum	Apis_mellifera
OG0000234	XP_972520.3, XP_001814003.1	XP_393127.4
OG0000235	XP_015835330.1, XP_015835329.1, XP_015835324.1, XP_015835328.1	XP_026294767.1, XP_026294798.1, XP_026294810.1
OG0000236	NP_001155991.1	NP_001011639.2
OG0000237	XP_008197452.1	XP_006559356.1
OG0000237	XP_008197451.1	XP_006559358.1
OG0000239	XP_015836807.1, XP_008200144.1	XP_006560473.1, XP_623685.1
OG0000240	XP_015833080.1, XP_015833079.1, XP_015840681.1, XP_008190666.2, XP_008190667.1, XP_966770.1, XP_001809806.2, XP_008190687.2, XP_008201648.1	XP_001122105.4
OG0000244	XP_974579.1, XP_015836330.1	XP_026300900.1
OG0000245	XP_008194988.1, NP_001034522.1, NP_001034493.1	NP_001011627.1
OG0000246	NP_001096056.1	XP_394115.2
OG0000246	XP_973068.2, XP_008193582.1	XP_006563197.1
OG0000247	XP_015840017.1, XP_008190606.2, XP_015833810.1	XP_006562263.2
OG0000248	XP_015839338.1, XP_008193359.2, XP_015835108.1	XP_026299493.1
OG0000249	XP_966587.1	XP_026298733.1
OG0000250	XP_008196257.1	XP_026299154.1, XP_625112.2
OG0000251	XP_015840048.1, XP_008201191.1	XP_003250675.2, XP_003250969.2
OG0000252	XP_970662.1	XP_026298583.1, XP_026298580.1, XP_026298584.1
OG0000253	XP_008198043.1	XP_393612.2
OG0000254	XP_008195945.1	XP_392477.4
OG0000254	XP_008195412.1, XP_971164.2	XP_623652.2
OG0000256	XP_973160.1, XP_973850.1, XP_008193331.1	XP_006571385.1
OG0000257	XP_015838389.1	XP_026300984.1
OG0000257	XP_974236.1, XP_008201491.1, XP_008197327.1	XP_026300982.1
OG0000260	NP_001034506.1	XP_016770898.2
OG0000261	XP_015839903.1, XP_015840001.1, XP_015840896.1, XP_015840891.1, XP_975108.2, XP_008201425.1, XP_975146.1, XP_015840860.1, XP_008201428.1, XP_008201427.1	XP_393396.2
OG0000263	XP_966512.1, XP_975893.1	XP_006570503.1, XP_393761.1
OG0000264	XP_008198346.1, NP_001164126.1	XP_026298264.1, XP_026298263.1
OG0000264	XP_968284.1, XP_015835141.1	NP_001171498.1
OG0000265	NP_001153781.1, XP_008200967.1, XP_008200966.1	XP_624456.2
OG0000266	XP_967356.1	NP_001171495.1
OG0000266	XP_970881.1, XP_970797.1	XP_003249289.2
OG0000268	XP_967796.2, XP_015832932.1, XP_015838161.1	XP_006562783.1, XP_016767403.1, XP_026295852.1, XP_026295853.1, XP_016767402.1, XP_016767400.1, XP_016767401.1, XP_016767399.1
OG0000269	XP_971005.2	XP_001120910.2
OG0000270	XP_008198078.1, NP_001280505.1	XP_003249152.1
OG0000270	XP_008198076.1, NP_001280501.1	XP_006558130.1
OG0000271	NP_001290187.1, NP_001280499.1, XP_015839433.1	XP_026295760.1, NP_001091688.1
OG0000271	NP_001280518.1	NP_001157480.1
OG0000272	XP_008193383.1, NP_001107763.1	NP_001073564.1, XP_026302163.1
OG0000272	NP_001103420.1	XP_026300655.1, NP_001011621.1
OG0000273	XP_008191036.1	XP_016767148.1, XP_006560612.2
OG0000275	XP_970514.2	XP_026298534.1, XP_026298730.1, XP_026298718.1, XP_003251850.1
OG0000277	XP_015837443.1	XP_001122835.3, XP_006565811.2
OG0000278	XP_015834844.1	XP_026296923.1
OG0000279	NP_001280538.1, XP_015838925.1, XP_015838796.1	NP_001164579.1
OG0000281	XP_968478.1, XP_968177.1	NP_001011574.1
OG0000283	XP_970327.1, XP_015836740.1	XP_006567824.1, XP_006567820.1, XP_006567825.1, XP_006567823.1, XP_016767795.1, XP_016767792.1, XP_026296835.1
OG0000284	XP_968561.1	NP_001010975.1
OG0000284	XP_008195942.1, XP_973257.1	XP_026296666.1, XP_395934.2
OG0000285	XP_970530.1	XP_016767133.1, XP_001120198.1
OG0000286	XP_008193140.1	NP_001164443.1
OG0000287	XP_008197596.1	XP_016771224.1, XP_026302005.1, XP_026302006.1, XP_026302007.1, XP_026302008.1, XP_006570139.1, XP_006570135.1, XP_006570134.1, XP_006570140.1, XP_026302009.1
OG0000287	XP_001814592.1	XP_624121.2
OG0000288	XP_015833077.1, XP_008200294.1	XP_026295225.1
OG0000288	XP_966392.1	XP_624678.1
OG0000289	XP_973833.1	XP_396469.1, XP_006571187.1, XP_006571186.1, XP_006571185.1
OG0000290	XP_008193818.1	XP_006563910.1, XP_016769242.1
OG0000291	NP_001161313.1	NP_001257755.1
OG0000291	XP_008192535.1	XP_006560155.1, XP_006560156.1
OG0000292	XP_015836717.1, XP_008199379.1, XP_015836718.1	XP_026302029.1, XP_026302031.1, XP_026302030.1, XP_016772487.1
OG0000293	XP_974062.1, XP_974008.1, XP_001811085.2, XP_008192813.2, XP_015835032.1, XP_974034.1, XP_972744.1, XP_972703.3, XP_972663.1	NP_001013377.2
OG0000295	XP_974942.1	XP_026296372.1, XP_026296371.1
OG0000296	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1	XP_003249767.1, XP_392285.1
OG0000297	XP_015836263.1, XP_967109.3, XP_015836510.1, XP_015836508.1, XP_015836509.1, XP_970866.1, XP_008194978.1, XP_008190426.2, XP_966329.1, XP_008195034.1, XP_008195035.1, XP_015840885.1, XP_974610.1, XP_008199115.2, XP_974592.1, XP_008194674.2, XP_015836400.1, XP_015836399.1, XP_008194675.2, XP_974420.1, XP_966559.1	NP_001011640.1
OG0000298	XP_975374.1	XP_016767798.1, XP_006567970.1, XP_006567968.1, XP_006567969.1, XP_006567967.1
OG0000299	XP_008196759.1	XP_006563972.1, XP_006563971.1, XP_396934.4
OG0000300	XP_969695.1	XP_016773009.2
OG0000300	XP_001811015.1	XP_624183.1
OG0000301	NP_001107791.1	XP_016772392.1, NP_001035323.1
OG0000302	XP_008196651.1	XP_006571833.1
OG0000302	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1	XP_395048.4
OG0000303	XP_971548.1, XP_008199064.1	XP_016772523.1
OG0000304	XP_015835772.1, XP_008193751.1	XP_006568070.1
OG0000306	XP_008195672.2	XP_016767898.1, XP_016767897.1
OG0000307	XP_973197.1	XP_006561447.1, XP_026301562.1, XP_016772425.1
OG0000308	XP_015835181.1	XP_392582.1
OG0000310	XP_015834524.1	XP_006568882.1, XP_006568883.1
OG0000311	NP_001164089.1, XP_015836774.1	XP_026300397.1, XP_016772838.2, XP_026300405.1, XP_026300396.1, XP_624298.3, XP_001122575.3, XP_006572097.2, XP_026300402.1
OG0000312	XP_015833546.1	XP_397055.1, XP_006558287.1
OG0000313	XP_008197561.1, XP_008197562.1, XP_971420.2, XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2	XP_026298038.1
OG0000314	XP_968893.1, XP_008193080.1, XP_966924.1	XP_026301105.1
OG0000314	XP_967017.1	XP_396447.3
OG0000315	XP_008196876.1, XP_008196877.1, XP_008193351.1, XP_015838172.1	XP_006571730.2
OG0000316	XP_008190751.1, NP_001182329.1	XP_006563165.2
OG0000317	XP_008200064.1	XP_006566517.1, XP_016770258.1, XP_026299433.1, XP_016770257.1
OG0000318	XP_008192121.1, XP_974398.1	XP_026296489.1, XP_006570321.2
OG0000319	XP_967713.1, XP_971783.1	XP_026299509.1, XP_026299510.1
OG0000320	XP_008196303.1, XP_015837420.1, XP_008196304.1	XP_026300661.1, NP_001159378.1
OG0000321	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1	XP_026299571.1
OG0000322	XP_974306.1	XP_006565594.3
OG0000322	XP_008191340.1	XP_001121102.2
OG0000323	XP_015839632.1, XP_015839647.1	XP_026299532.1, XP_026299531.1, XP_026299534.1, XP_026299533.1
OG0000324	XP_015834170.1, XP_015834173.1	XP_026296234.1, XP_026296228.1, XP_026295817.1, XP_026295816.1, XP_026296204.1
OG0000325	XP_970199.2, XP_015838203.1, XP_015838204.1, XP_008196730.1	XP_003251224.2, XP_006568360.2
OG0000326	XP_015834991.1, XP_008192193.1, XP_008192194.1	XP_006567415.1, XP_001120061.2
OG0000327	XP_008191189.2	XP_016770398.1, XP_016770397.1, XP_006564397.1, XP_006564400.1
OG0000330	XP_967194.1, XP_973575.3, XP_968237.2	NP_001011616.2
OG0000331	XP_972225.1	XP_006565044.2, XP_003250569.2, XP_003251149.1, XP_003251148.1, XP_394209.2, XP_392145.3, XP_006568008.2, XP_394210.5, XP_006565513.1
OG0000332	XP_971957.1	XP_026300806.1, XP_026300805.1
OG0000333	XP_015839725.1	XP_006560640.1, XP_026296150.1
OG0000334	XP_015836026.1	XP_006562896.1
OG0000335	XP_971201.1	XP_026299572.1, XP_003249498.1, XP_003249499.1
OG0000336	XP_001814361.1	XP_394886.4
OG0000337	XP_008198111.1, XP_008198112.1	XP_006570477.1
OG0000338	XP_008197000.1	XP_016766952.1
OG0000339	XP_975511.1	XP_393356.1
OG0000339	NP_001177648.1, XP_008193158.1	XP_623285.1
OG0000340	XP_008200736.1	XP_026302145.1, NP_001106141.1
OG0000341	XP_975221.1	XP_003249977.1, XP_006561675.1
OG0000342	XP_968153.2	XP_026299722.1
OG0000343	XP_008193357.1	XP_392617.4
OG0000344	XP_015840052.1, XP_015840053.1	XP_026301521.1, XP_026301524.1, XP_026301523.1, XP_026301526.1, XP_026301532.1, XP_026301514.1, XP_026301515.1, XP_026301519.1
OG0000345	XP_015838177.1	XP_006557317.1, XP_006557318.1, XP_006557319.1, XP_006557316.1, XP_016766730.1
OG0000347	XP_008196770.1	XP_623076.2
OG0000348	XP_008195650.1	XP_026295623.1, XP_006571071.1, XP_006571072.1, XP_006571073.1, XP_006571074.1, XP_006571069.1, XP_006571070.1, XP_016769192.1, XP_006571068.1
OG0000349	XP_008199681.1, XP_008199682.1, XP_015839246.1	XP_026301664.1, XP_026301665.1
OG0000350	XP_008197841.1, XP_971237.1	XP_006564458.1, XP_006564457.1, XP_006564456.1, XP_006564455.1, XP_006564454.1
OG0000351	XP_971635.2, XP_008196968.1	XP_026295181.1
OG0000352	XP_974349.1	XP_006569000.1, XP_006568999.1, XP_006568998.1, XP_016766331.1
OG0000356	XP_008197708.1, XP_008197784.2	NP_001011588.1, NP_001011593.1, XP_006567383.1
OG0000357	XP_008194728.1	XP_006563129.1, XP_623083.1
OG0000358	XP_972062.1	XP_016768555.1, XP_006565559.1
OG0000360	XP_008195292.1, XP_967057.1	XP_003249464.1
OG0000361	XP_973660.1	XP_026301193.1
OG0000362	NP_001161782.1	XP_006559006.1
OG0000362	NP_001161781.1	XP_396824.1
OG0000363	XP_970320.1	XP_001120232.3
OG0000363	XP_015834105.1	NP_001136109.1
OG0000364	XP_008200761.1, XP_015840859.1, XP_008192910.2, XP_966855.1	XP_006562214.1
OG0000366	XP_015840947.1, NP_001107777.1	XP_006563397.1
OG0000367	XP_008194856.1, XP_015836457.1	XP_006562894.1, XP_006562893.1
OG0000368	XP_976104.1, XP_015838018.1	NP_001170961.1
OG0000369	XP_008201712.1	XP_016772111.2, XP_006570176.2
OG0000370	XP_015839940.1	XP_026298736.1
OG0000371	XP_008201299.1	XP_006557654.1, XP_026301302.1, XP_016772326.1, XP_392709.3
OG0000372	XP_015836666.1	XP_026297975.1, XP_394846.2
OG0000375	XP_015838589.1	XP_006570087.2, XP_006570088.2, XP_394997.3, XP_026300785.1, XP_016770156.2, XP_016770157.2
OG0000376	XP_008190447.1	XP_026298975.1, XP_026298976.1
OG0000377	XP_008198810.1	XP_006571428.1
OG0000377	XP_008199609.1	XP_393285.1
OG0000378	XP_008190395.1	XP_006564195.1, XP_026297110.1
OG0000379	XP_008191956.1, XP_015836606.1	XP_006569276.1
OG0000380	XP_970911.1, XP_015835308.1	XP_006571553.1, XP_016772009.1, XP_392808.2
OG0000381	XP_015834938.1	XP_623273.1
OG0000381	XP_001813974.1	XP_392943.3
OG0000382	XP_966771.1	XP_391836.2, XP_006567371.1
OG0000383	XP_015840217.1	XP_006565095.2, XP_001120578.2
OG0000384	XP_001813130.1	XP_392769.5
OG0000384	XP_008193509.1, XP_008193510.1	XP_016766394.2
OG0000385	XP_008200161.1	XP_026298045.1, XP_026297284.1
OG0000386	XP_970034.2	XP_003250298.1, XP_026301328.1, XP_006563697.2
OG0000387	XP_968734.1	XP_026297715.1, XP_624193.2, XP_006571990.1
OG0000388	XP_974824.1	XP_006564597.1
OG0000389	XP_008191053.1, XP_971552.2	XP_026296199.1, XP_016771975.2
OG0000390	XP_970733.3	XP_016768447.1
OG0000394	XP_008190453.1, XP_015836362.1, XP_970450.1	XP_006559712.2, XP_006559711.2, XP_397062.3
OG0000395	XP_967306.3	XP_026298838.1, XP_006568548.2
OG0000397	XP_973626.3	XP_001123187.2
OG0000398	XP_973071.1	XP_006562405.1
OG0000399	XP_015838955.1	XP_006564719.2, XP_016769093.2, XP_006564729.1
OG0000401	XP_973474.1	XP_026296707.1
OG0000403	XP_015835469.1	XP_026301925.1, XP_026301994.1, XP_026301991.1, XP_026301980.1
OG0000405	XP_975505.1	XP_395824.1
OG0000405	XP_969335.1	XP_395771.3
OG0000406	XP_015840310.1, XP_967861.2	XP_624150.2
OG0000407	XP_008198805.1	XP_016768376.1, XP_392398.3, XP_001122213.5
OG0000408	XP_008190910.1	XP_003251385.1
OG0000408	XP_008199142.1, XP_970081.3	XP_393143.2
OG0000409	XP_015835314.1, XP_008200456.1, XP_972202.1, XP_008200455.1	XP_006570965.1
OG0000410	XP_008194279.1	XP_393523.5
OG0000410	XP_008199891.1	XP_391942.5
OG0000411	XP_008191461.1	XP_624548.2
OG0000411	XP_001813433.1	XP_006557483.1
OG0000412	XP_015836557.1, XP_971694.2	XP_026302239.1, XP_006568843.1
OG0000413	XP_969620.2	XP_026300633.1, XP_026300632.1, XP_026300636.1
OG0000415	XP_973217.2	XP_026295887.1, XP_395146.3
OG0000416	XP_008192545.1	XP_006570866.1, XP_026299610.1
OG0000417	XP_008198772.1	XP_026296264.1, XP_026296267.1
OG0000418	XP_015833481.1	XP_006570570.1, NP_001177850.1
OG0000419	XP_971173.1, XP_015838774.1	XP_006569847.1
OG0000420	XP_008192326.1, XP_001816525.1, XP_008192327.1, XP_008192332.1	XP_006568996.1
OG0000420	XP_008199675.1	XP_006572449.2
OG0000421	XP_008192097.1	XP_001121869.2, XP_026296772.1
OG0000422	XP_008192616.1	XP_006572088.1
OG0000423	XP_008199561.1	XP_026295804.1
OG0000424	XP_015840415.1	XP_016768639.1
OG0000424	XP_015840422.1	XP_006562644.1
OG0000425	XP_969804.2	XP_395221.4
OG0000426	XP_973970.1	XP_393189.1, XP_006559877.1
OG0000427	XP_972369.1	XP_394389.3, XP_396915.4
OG0000427	XP_008196417.1	XP_016767660.1
OG0000428	XP_015839428.1, XP_008194527.2	XP_026301054.1, NP_001314884.1
OG0000429	XP_008196407.1, XP_015837255.1	XP_026296787.1
OG0000430	XP_008190881.1, XP_008197779.1, XP_008197331.1, XP_008199845.1	XP_016772824.1, XP_026295303.1
OG0000431	XP_015839887.1, XP_967707.1, XP_008190865.1, XP_015834261.1	XP_016768886.2
OG0000432	XP_973723.1	XP_026298315.1, XP_016769150.2
OG0000433	XP_015835623.1, NP_001139342.1, XP_008193524.2, NP_001139461.1	XP_001120293.2
OG0000433	NP_001139389.1, XP_015833910.1	NP_001011614.1
OG0000434	XP_972017.1, XP_008196460.1, XP_008196458.1, XP_008196459.1, XP_015838266.1, XP_015838265.1	XP_026296060.1
OG0000436	XP_008197909.1	XP_006564598.1, XP_006564601.1
OG0000436	XP_970620.1	XP_001120684.2
OG0000437	XP_008200406.1	XP_006566943.1, XP_393874.3
OG0000438	XP_971688.3	XP_006567961.1, XP_397205.2, XP_006559947.1
OG0000439	XP_008193933.1	XP_006569984.1
OG0000440	XP_008200809.1	XP_026298705.1
OG0000441	XP_008198701.1, XP_008198702.1, XP_008198700.1, XP_008198703.1	XP_003251165.1, XP_006568081.1
OG0000442	XP_008197799.1, XP_968004.1	XP_006560934.1, XP_016766817.1, XP_016766820.1, XP_624657.2, XP_006560933.1, XP_016766818.1
OG0000443	XP_974381.2	XP_016771723.2
OG0000444	NP_001164534.1, NP_001164533.1	XP_624349.1
OG0000445	XP_008193734.1	XP_392097.5
OG0000446	XP_008198655.1, XP_008198715.2, XP_008198651.1	XP_393129.4, XP_006559729.2, XP_006559730.2, XP_006559728.2
OG0000447	XP_008191853.2	XP_006559494.1
OG0000448	XP_969343.1	XP_016767931.1
OG0000449	XP_966346.1	XP_003250896.1, XP_001120350.1, XP_003250898.1
OG0000450	NP_001157610.1, XP_015835206.1	XP_026295436.1, XP_026295214.1, XP_026295210.1, XP_026295212.1
OG0000451	XP_972488.2	XP_006572424.1, NP_001265256.1
OG0000452	XP_008195563.1	XP_006566781.2
OG0000452	XP_008190571.1	XP_026299462.1
OG0000453	XP_008196382.1, XP_008196383.1, XP_008196384.1	XP_392026.2, XP_006565842.1
OG0000454	XP_008197523.2	XP_006567039.1
OG0000455	NP_001280547.1, XP_008193388.1	XP_006568930.1
OG0000456	XP_969928.1, XP_008196724.1	XP_026299592.1, XP_026301733.1, XP_006572147.1
OG0000457	XP_015835204.1, NP_001076795.1, XP_015837745.1, NP_001076796.1	XP_001122652.2
OG0000458	XP_967155.1	XP_003251707.1, XP_006571340.1, XP_003251708.1
OG0000459	XP_968944.1	XP_016769739.2
OG0000460	XP_968752.1	XP_016772943.1
OG0000461	XP_008198752.1	XP_396991.5, XP_006560484.2, XP_006560483.2
OG0000462	XP_015840075.1	XP_026301426.1
OG0000463	XP_015833244.1, XP_015833229.1	XP_006571243.1
OG0000465	XP_008198275.1	XP_016766748.2, XP_026295428.1
OG0000466	XP_969900.1, XP_008191787.1	XP_026298283.1, XP_003249882.1, XP_026298282.1
OG0000467	XP_008198462.1, XP_008198465.1, XP_967712.2, XP_008198474.1	XP_006566644.1
OG0000468	XP_008194809.1	XP_006558307.1, XP_006558308.1, XP_006558304.1, XP_006558305.1, XP_006558306.1, XP_006558309.1, XP_026301100.1, XP_026301099.1, XP_026301101.1, XP_016772297.1, XP_016772296.1
OG0000469	XP_967943.1, NP_001306191.1	XP_026296160.1, XP_026296161.1, XP_026296162.1, XP_026296163.1
OG0000471	XP_972436.1	XP_003249895.1, XP_006561688.1, XP_001119951.1
OG0000472	XP_008190497.1, XP_008190496.1, XP_008190495.1, XP_008190494.1	XP_006568709.1
OG0000474	XP_967468.1	XP_394152.2
OG0000475	XP_008193995.1, XP_015836218.1, XP_969591.2	XP_016772190.1
OG0000476	NP_001127700.1, XP_015834940.1, NP_001120783.1	NP_001314896.1
OG0000477	NP_001164309.1, XP_008198961.1, XP_969867.1	XP_003250526.1, XP_026296405.1, XP_006570759.1, NP_001171493.1, NP_001171492.1
OG0000478	XP_970086.1	XP_006562526.1, XP_006562527.1, XP_003250091.1
OG0000479	XP_015839265.1, XP_008198225.1	XP_006570497.1, XP_006570499.1, XP_006570498.1
OG0000480	XP_008194196.2, XP_015836177.1, XP_015836175.1, XP_008194198.2, XP_008194199.2, XP_015835638.1, XP_015835640.1, XP_015835226.1	XP_016767961.2
OG0000482	XP_969479.3, XP_015838834.1, XP_970997.2	XP_016772171.1
OG0000483	XP_015837619.1, XP_008196295.1, XP_973683.1, XP_015837618.1, XP_015837422.1	XP_394164.3, XP_006571261.2, XP_006571260.2
OG0000484	XP_008198466.1	XP_016772038.1
OG0000485	XP_971795.1	XP_003250116.1, XP_623182.1
OG0000488	XP_970829.1	XP_396989.2, XP_006569713.1
OG0000489	XP_971503.1, XP_015836306.1, XP_015836308.1	XP_006568168.1
OG0000490	XP_970402.1	XP_016770813.1, XP_006566536.1
OG0000491	XP_966641.2	XP_395083.5, XP_016766993.2
OG0000492	XP_008191436.1, XP_008191435.1, XP_008191434.1	XP_006560558.2
OG0000493	XP_015836062.1	XP_016769823.2, XP_006566138.2
OG0000494	XP_008193825.2	XP_026296030.1, XP_026295994.1, XP_026295775.1, XP_026299539.1, XP_026300392.1
OG0000495	XP_971329.1	XP_003250662.1
OG0000496	XP_968047.1	XP_026297623.1
OG0000497	XP_975478.1	XP_006565605.1
OG0000497	XP_008196347.1, XP_015837674.1, XP_015837673.1	XP_006572414.1
OG0000498	XP_971487.1	XP_006559579.1, XP_006559581.1, XP_006559580.1, XP_006559582.1, XP_026298357.1, XP_395441.2
OG0000500	XP_015840287.1	XP_026297088.1
OG0000500	XP_015840276.1	XP_026297184.1
OG0000501	XP_008199865.1, XP_015836029.1	XP_026300273.1
OG0000502	XP_972728.2	XP_006560966.1
OG0000503	XP_967287.2	XP_624930.1
OG0000504	XP_968718.1, XP_008194015.1, XP_974277.2	XP_026295426.1, XP_026295199.1
OG0000505	XP_969277.1	XP_001121886.1
OG0000506	XP_008199411.2	XP_026298297.1, XP_006569806.2, XP_006569804.2, XP_006569805.2, XP_026298298.1
OG0000507	XP_001807284.2, XP_976138.1, XP_001811691.1	XP_006564764.1
OG0000508	XP_008192396.1	XP_026298813.1, XP_026298814.1, XP_026298815.1, XP_394771.5
OG0000509	XP_969380.1, NP_001107848.1, XP_015840636.1, XP_969234.1, XP_975485.1, XP_008201472.1, XP_008201470.1	NP_001011598.1
OG0000510	XP_967289.1, XP_967368.2, XP_008190366.1	XP_026301327.1, XP_006561087.1, XP_006561089.1, XP_006561090.1
OG0000512	NP_001157690.1, XP_008200992.1	XP_026298738.1, XP_006560812.2
OG0000516	XP_974600.1	XP_016773635.1, XP_006568839.1, XP_006568840.1
OG0000517	XP_972373.1	XP_026297099.1, XP_016768325.1
OG0000518	XP_966468.1	XP_006564978.1, XP_001120242.1
OG0000519	XP_001806886.2	XP_006557422.2, XP_006557421.1, XP_016770405.1
OG0000520	XP_015833266.1	XP_001122715.3
OG0000521	XP_001811514.1	XP_026297064.1
OG0000522	NP_001161913.1, XP_008196457.1	XP_006558991.2, NP_001091698.1, XP_001122824.1
OG0000523	XP_015836678.1	XP_006571136.1, XP_006571134.1, XP_006571132.1
OG0000524	XP_008192982.2, XP_970562.1, XP_008201110.1, XP_008201109.1	XP_026299046.1
OG0000525	XP_001809545.1	XP_006559446.1, XP_026301500.1
OG0000526	XP_975555.3	XP_006568337.1
OG0000527	XP_015838420.1, XP_008197239.1	XP_624589.2, XP_006558596.1, XP_016771317.1
OG0000528	XP_967647.1, XP_967722.1, XP_967491.1, XP_968058.1	XP_001121565.2
OG0000529	XP_008198334.1, XP_008198335.1, XP_967559.1, XP_975266.1	XP_026300411.1, XP_006562554.1
OG0000530	XP_970745.1	XP_026300735.1
OG0000530	XP_970872.1, XP_015838435.1	XP_391988.2
OG0000531	XP_015840171.1	XP_006568661.1
OG0000533	XP_008194514.1	XP_001122688.2, XP_006570133.1
OG0000536	NP_001103421.1	XP_006571287.1
OG0000536	XP_008191522.1, NP_001103422.1	XP_006561141.1, NP_001071279.1
OG0000537	XP_015836346.1, XP_008192475.2	XP_003251102.1, NP_001314883.1
OG0000537	XP_969952.4, XP_015834579.1	NP_001314886.1, XP_026301730.1
OG0000537	XP_015836573.1	NP_001306197.1, XP_006567860.1
OG0000538	XP_008197210.1	XP_006565069.2
OG0000540	XP_967811.2	XP_016767358.1
OG0000540	XP_008193435.1	NP_001011603.1
OG0000541	XP_008190720.1, XP_015835927.1	XP_001121151.3
OG0000543	XP_008190924.1	XP_006572407.1
OG0000544	XP_015837254.1	XP_006559256.3
OG0000545	XP_015835441.1, XP_008193197.1, XP_008193198.1, XP_015835442.1	XP_006563715.1, XP_624704.1
OG0000546	XP_008200617.2, XP_015836988.1	XP_006561812.3, XP_006561811.1
OG0000547	XP_968849.1, XP_968920.2, XP_008198190.1	XP_016767787.2, XP_016767794.2, XP_016767790.2
OG0000548	XP_970301.1, XP_970367.1, XP_015837980.1	NP_001257760.1
OG0000548	XP_974777.1, XP_974760.1	NP_001257761.1
OG0000549	XP_015836136.1	XP_016769530.1
OG0000550	XP_015840853.1	XP_016770320.2, XP_026300495.1
OG0000551	XP_008194780.1, XP_015840169.1, XP_015838553.1, XP_015840168.1	XP_026297520.1
OG0000552	XP_008200934.1, NP_001039273.1	NP_001071278.1
OG0000552	NP_001039290.1	NP_001072129.1, XP_026298840.1
OG0000553	XP_008199860.1, XP_008199859.1, XP_008199862.1, XP_008199861.1, XP_969742.1	XP_016768542.1, XP_016768543.1, XP_006558879.1, XP_016768544.1, XP_396692.3
