Orthogroup	Tribolium_castaneum	Osmia_lignaria
OG0000205	XP_015834252.1, XP_969899.1, XP_972246.2, XP_969838.2	XP_034188205.1, XP_034188206.1, XP_034188203.1, XP_034188202.1, XP_034188198.1, XP_034188201.1, XP_034188199.1, XP_034188204.1
OG0000206	XP_975174.1	XP_034186883.1
OG0000207	XP_008190794.1	XP_034183197.1, XP_034183198.1
OG0000208	NP_001034487.2, XP_008199220.1	XP_034183186.1
OG0000209	XP_015833617.1	XP_034184421.1
OG0000210	XP_008196393.1	XP_034195547.1
OG0000210	XP_015838316.1, XP_971337.1	XP_034177733.1
OG0000212	XP_970912.2, XP_015835896.1, XP_015840439.1, XP_015840441.1	XP_034171934.1, XP_034190213.1
OG0000213	XP_970612.2	XP_034181405.1, XP_034181403.1, XP_034181402.1, XP_034181400.1, XP_034181399.1, XP_034181401.1
OG0000214	XP_967960.2	XP_034181682.1
OG0000215	XP_972301.2, XP_008197697.1, XP_008197706.1, XP_015839776.1	XP_034179200.1, XP_034179201.1, XP_034179202.1, XP_034179204.1
OG0000216	NP_001107836.1, XP_967724.1, NP_001123993.1, XP_008193185.1, XP_008199996.1, XP_971612.1, NP_001123994.1	XP_034174664.1
OG0000217	XP_973791.2, XP_975130.2, XP_015839401.1, XP_015839404.1, XP_015839405.1, XP_008199621.1, XP_015839403.1, XP_015840143.1, XP_008192685.2, XP_008192686.2, XP_015835054.1, XP_015835055.1, XP_008191628.1, XP_008191600.1, XP_008198006.2	XP_034192714.1
OG0000218	XP_967940.2	XP_034179355.1, XP_034179356.1, XP_034179353.1
OG0000219	XP_968383.1	XP_034182415.1, XP_034182416.1, XP_034182417.1, XP_034182418.1, XP_034182419.1
OG0000220	XP_015840696.1	XP_034185665.1, XP_034185663.1, XP_034185662.1, XP_034185661.1, XP_034185660.1, XP_034185659.1, XP_034185666.1, XP_034185667.1
OG0000221	XP_015837155.1, XP_974256.1	XP_034172270.1
OG0000223	NP_001164284.1, XP_972063.1	XP_034187872.1
OG0000225	XP_971086.2	XP_034187524.1, XP_034187523.1, XP_034174370.1
OG0000226	NP_001280522.1, XP_008197480.1	XP_034178580.1
OG0000226	XP_015838522.1	XP_034178152.1, XP_034178153.1, XP_034178155.1
OG0000227	XP_008198897.2	XP_034186580.1, XP_034186581.1, XP_034186577.1, XP_034186578.1, XP_034186579.1, XP_034186576.1
OG0000229	XP_008190780.1	XP_034171126.1
OG0000230	XP_015836723.1	XP_034178098.1
OG0000231	XP_015836454.1, XP_015836453.1, XP_973943.1, XP_008194841.1	XP_034190001.1, XP_034190002.1
OG0000232	XP_970131.1	XP_034180300.1
OG0000233	XP_008196062.1, XP_008196018.1, XP_008196019.1	XP_034173028.1, XP_034173029.1, XP_034173027.1
OG0000234	XP_972520.3, XP_001814003.1	XP_034195401.1
OG0000235	XP_015835330.1, XP_015835329.1, XP_015835324.1, XP_015835328.1	XP_034181826.1, XP_034181830.1, XP_034181832.1
OG0000236	NP_001155991.1	XP_034193620.1, XP_034193619.1, XP_034193622.1, XP_034193621.1
OG0000237	XP_008197452.1	XP_034194076.1
OG0000237	XP_008197451.1	XP_034194078.1
OG0000239	XP_015836807.1, XP_008200144.1	XP_034178769.1, XP_034178779.1, XP_034178780.1, XP_034178777.1, XP_034178778.1
OG0000240	XP_015833080.1, XP_015833079.1, XP_015840681.1, XP_008190666.2, XP_008190667.1, XP_966770.1, XP_001809806.2, XP_008190687.2, XP_008201648.1	XP_034175682.1, XP_034180954.1, XP_034180941.1
OG0000244	XP_974579.1, XP_015836330.1	XP_034191998.1
OG0000245	XP_008194988.1, NP_001034522.1, NP_001034493.1	XP_034194081.1
OG0000246	NP_001096056.1	XP_034190713.1
OG0000246	XP_973068.2, XP_008193582.1	XP_034190757.1
OG0000247	XP_015836651.1, XP_967265.2, XP_015836758.1, XP_967437.1, XP_015836650.1, XP_015836187.1	XP_034192948.1
OG0000247	XP_015840017.1, XP_008190606.2, XP_015833810.1	XP_034192945.1
OG0000248	XP_015839338.1, XP_008193359.2, XP_015835108.1	XP_034175213.1
OG0000248	XP_008196466.2	XP_034176258.1
OG0000249	XP_966587.1	XP_034175198.1
OG0000250	XP_008196257.1	XP_034185851.1, XP_034186045.1
OG0000251	XP_015840048.1, XP_008201191.1	XP_034174897.1, XP_034186398.1
OG0000252	XP_970662.1	XP_034172163.1
OG0000253	XP_015838158.1	XP_034188715.1
OG0000254	XP_008195945.1	XP_034181711.1
OG0000254	XP_008195412.1, XP_971164.2	XP_034176775.1
OG0000255	XP_970270.1, XP_008199406.1	XP_034175416.1
OG0000256	XP_973160.1, XP_973850.1, XP_008193331.1	XP_034172377.1, XP_034172378.1, XP_034172380.1, XP_034172381.1, XP_034172375.1, XP_034172379.1, XP_034172374.1
OG0000257	XP_015838389.1	XP_034180530.1
OG0000257	XP_974236.1, XP_008201491.1, XP_008197327.1	XP_034180525.1
OG0000260	NP_001034506.1	XP_034176615.1
OG0000261	XP_015839903.1, XP_015840001.1, XP_015840896.1, XP_015840891.1, XP_975108.2, XP_008201425.1, XP_975146.1, XP_015840860.1, XP_008201428.1, XP_008201427.1	XP_034174496.1, XP_034174495.1, XP_034174497.1
OG0000263	XP_966512.1, XP_975893.1	XP_034176251.1, XP_034176252.1, XP_034176253.1, XP_034176254.1
OG0000264	XP_008198346.1, NP_001164126.1	XP_034192517.1, XP_034192519.1
OG0000264	XP_968284.1, XP_015835141.1	XP_034192532.1, XP_034192535.1, XP_034192533.1
OG0000265	NP_001153781.1, XP_008200967.1, XP_008200966.1	XP_034172043.1
OG0000265	XP_967029.1	XP_034172048.1, XP_034172047.1, XP_034172050.1, XP_034172049.1
OG0000266	XP_967356.1	XP_034178854.1
OG0000266	XP_970881.1, XP_970797.1	XP_034179808.1
OG0000268	XP_967796.2, XP_015832932.1, XP_015838161.1	XP_034187249.1, XP_034187250.1
OG0000269	XP_971005.2	XP_034171785.1, XP_034171786.1, XP_034171784.1
OG0000270	XP_008198078.1, NP_001280505.1	XP_034187848.1
OG0000270	XP_008198076.1, NP_001280501.1	XP_034187840.1
OG0000271	NP_001290187.1, NP_001280499.1, XP_015839433.1	XP_034173987.1, XP_034173988.1
OG0000271	NP_001280518.1	XP_034181157.1
OG0000272	XP_008193383.1, NP_001107763.1	XP_034188739.1
OG0000272	NP_001103420.1	XP_034180090.1, XP_034180092.1
OG0000273	XP_008191036.1	XP_034173815.1, XP_034173817.1
OG0000274	XP_008199963.1	XP_034177701.1
OG0000275	XP_970514.2	XP_034184775.1, XP_034184776.1, XP_034184777.1, XP_034184778.1, XP_034184779.1
OG0000277	XP_015837443.1	XP_034180149.1
OG0000278	XP_015834844.1	XP_034196238.1
OG0000279	NP_001280538.1, XP_015838925.1, XP_015838796.1	XP_034178078.1, XP_034178079.1
OG0000281	XP_967340.1	XP_034183439.1
OG0000281	XP_968478.1, XP_968177.1	XP_034177719.1
OG0000283	XP_970327.1, XP_015836740.1	XP_034177112.1, XP_034177113.1, XP_034177114.1
OG0000284	XP_968561.1	XP_034177244.1
OG0000284	XP_008195942.1, XP_973257.1	XP_034176794.1, XP_034176612.1
OG0000285	XP_970530.1	XP_034174210.1, XP_034174208.1, XP_034174209.1, XP_034174207.1
OG0000286	XP_008193140.1	XP_034185528.1, XP_034186613.1
OG0000287	XP_001814592.1	XP_034181060.1
OG0000288	XP_015833077.1, XP_008200294.1	XP_034182201.1
OG0000288	XP_966392.1	XP_034176886.1
OG0000289	XP_973833.1	XP_034172935.1
OG0000290	XP_008193818.1	XP_034180983.1
OG0000291	XP_008192535.1	XP_034179489.1
OG0000292	XP_015836717.1, XP_008199379.1, XP_015836718.1	XP_034187357.1, XP_034185757.1
OG0000293	XP_974062.1, XP_974008.1, XP_001811085.2, XP_008192813.2, XP_015835032.1, XP_974034.1, XP_972744.1, XP_972703.3, XP_972663.1	XP_034186973.1
OG0000295	XP_974942.1	XP_034177800.1, XP_034177802.1, XP_034177803.1
OG0000296	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1	XP_034182600.1, XP_034182597.1, XP_034182598.1
OG0000297	XP_015836263.1, XP_967109.3, XP_015836510.1, XP_015836508.1, XP_015836509.1, XP_970866.1, XP_008194978.1, XP_008190426.2, XP_966329.1, XP_008195034.1, XP_008195035.1, XP_015840885.1, XP_974610.1, XP_008199115.2, XP_974592.1, XP_008194674.2, XP_015836400.1, XP_015836399.1, XP_008194675.2, XP_974420.1, XP_966559.1	XP_034181132.1
OG0000298	XP_975374.1	XP_034177626.1, XP_034177625.1, XP_034177622.1, XP_034177623.1
OG0000299	XP_008196759.1	XP_034182423.1, XP_034182421.1, XP_034182422.1, XP_034182424.1
OG0000300	XP_969695.1	XP_034177825.1
OG0000300	XP_001811015.1	XP_034193167.1, XP_034193170.1
OG0000301	NP_001107791.1	XP_034187069.1
OG0000301	NP_001107860.1	XP_034187199.1
OG0000302	XP_008196651.1	XP_034189557.1
OG0000302	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1	XP_034189445.1, XP_034189444.1
OG0000303	XP_971548.1, XP_008199064.1	XP_034187015.1
OG0000304	XP_015835772.1, XP_008193751.1	XP_034185537.1, XP_034185536.1, XP_034185539.1, XP_034185538.1, XP_034185540.1, XP_034185535.1
OG0000305	XP_015840834.1, XP_015840824.1, XP_008201263.1, XP_015840826.1, XP_015840827.1, XP_015840828.1, XP_015840825.1, XP_015839861.1	XP_034181240.1
OG0000306	XP_008195672.2	XP_034176770.1, XP_034176766.1
OG0000307	XP_973197.1	XP_034191324.1, XP_034191323.1
OG0000308	XP_015835181.1	XP_034183858.1, XP_034183859.1, XP_034183861.1, XP_034183857.1, XP_034183860.1, XP_034183862.1, XP_034183855.1, XP_034183854.1
OG0000309	XP_968563.2, XP_015838858.1	XP_034191109.1, XP_034191110.1
OG0000310	XP_015834524.1	XP_034171333.1, XP_034171334.1, XP_034171330.1, XP_034171331.1, XP_034171332.1
OG0000311	NP_001164089.1, XP_015836774.1	XP_034192428.1
OG0000312	XP_015833546.1	XP_034194110.1, XP_034194111.1
OG0000313	XP_008197561.1, XP_008197562.1, XP_971420.2, XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2	XP_034185221.1
OG0000314	XP_968893.1, XP_008193080.1, XP_966924.1	XP_034178893.1, XP_034178894.1
OG0000314	XP_967017.1	XP_034178892.1
OG0000315	XP_008196876.1, XP_008196877.1, XP_008193351.1, XP_015838172.1	XP_034196203.1
OG0000316	XP_008190751.1, NP_001182329.1	XP_034190778.1
OG0000317	XP_008200064.1	XP_034175009.1, XP_034175007.1, XP_034175006.1, XP_034175001.1, XP_034175000.1, XP_034174999.1, XP_034175005.1, XP_034175004.1, XP_034175003.1, XP_034175002.1, XP_034175008.1
OG0000318	XP_008192121.1, XP_974398.1	XP_034190993.1
OG0000319	XP_967713.1, XP_971783.1	XP_034193123.1, XP_034193122.1, XP_034193121.1
OG0000320	XP_008196303.1, XP_015837420.1, XP_008196304.1	XP_034191979.1
OG0000321	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1	XP_034181909.1
OG0000322	XP_974306.1	XP_034189952.1, XP_034183562.1
OG0000322	XP_008191340.1	XP_034172314.1
OG0000323	XP_015839632.1, XP_015839647.1	XP_034175132.1, XP_034175130.1, XP_034175131.1
OG0000324	XP_015834170.1, XP_015834173.1	XP_034173951.1, XP_034174782.1, XP_034174775.1
OG0000325	XP_970199.2, XP_015838203.1, XP_015838204.1, XP_008196730.1	XP_034174351.1
OG0000326	XP_015834991.1, XP_008192193.1, XP_008192194.1	XP_034184186.1, XP_034184185.1
OG0000327	XP_008191189.2	XP_034175010.1, XP_034175012.1
OG0000330	XP_967194.1, XP_973575.3, XP_968237.2	XP_034196109.1, XP_034196108.1
OG0000331	XP_972225.1	XP_034185977.1, XP_034185976.1
OG0000332	XP_971957.1	XP_034194113.1, XP_034194114.1, XP_034194115.1
OG0000333	XP_015839725.1	XP_034173930.1, XP_034173975.1
OG0000334	XP_015836026.1	XP_034183398.1, XP_034183399.1
OG0000335	XP_971201.1	XP_034175478.1, XP_034183104.1, XP_034183101.1, XP_034183103.1, XP_034183105.1, XP_034183102.1, XP_034183106.1
OG0000337	XP_008198111.1, XP_008198112.1	XP_034175506.1
OG0000338	XP_008197000.1	XP_034182687.1
OG0000339	XP_975511.1	XP_034192643.1
OG0000339	NP_001177648.1, XP_008193158.1	XP_034185690.1
OG0000340	XP_015838405.1, XP_973952.1, XP_973891.1	XP_034180751.1
OG0000341	XP_975221.1	XP_034184451.1, XP_034184452.1, XP_034184449.1, XP_034184448.1, XP_034184450.1
OG0000342	XP_008198162.1	XP_034175390.1
OG0000342	XP_968153.2	XP_034176651.1
OG0000343	XP_008193357.1	XP_034171667.1, XP_034171668.1, XP_034171666.1
OG0000344	XP_015840052.1, XP_015840053.1	XP_034172096.1, XP_034172095.1, XP_034172097.1
OG0000345	XP_015838177.1	XP_034194321.1
OG0000347	XP_008196770.1	XP_034188955.1, XP_034188954.1, XP_034188956.1, XP_034188959.1, XP_034188958.1, XP_034188957.1
OG0000348	XP_008195650.1	XP_034173336.1, XP_034173335.1, XP_034173337.1, XP_034173334.1
OG0000349	XP_008199681.1, XP_008199682.1, XP_015839246.1	XP_034191076.1, XP_034191073.1, XP_034191074.1
OG0000350	XP_008197841.1, XP_971237.1	XP_034175114.1, XP_034175113.1, XP_034175112.1
OG0000351	XP_971635.2, XP_008196968.1	XP_034182794.1, XP_034182795.1
OG0000352	XP_974349.1	XP_034171365.1, XP_034171366.1
OG0000356	XP_008197708.1, XP_008197784.2	XP_034184610.1
OG0000357	XP_008194728.1	XP_034180710.1, XP_034180709.1, XP_034180712.1, XP_034180711.1
OG0000358	XP_972062.1	XP_034177323.1, XP_034177336.1, XP_034177344.1, XP_034177330.1
OG0000360	XP_008195292.1, XP_967057.1	XP_034178956.1
OG0000361	XP_973660.1	XP_034179560.1
OG0000362	NP_001161782.1	XP_034189061.1
OG0000362	NP_001161781.1	XP_034188792.1, XP_034188799.1
OG0000363	XP_970320.1	XP_034171304.1
OG0000363	XP_015834105.1	XP_034184767.1
OG0000364	XP_008200761.1, XP_015840859.1, XP_008192910.2, XP_966855.1	XP_034177364.1, XP_034177365.1
OG0000366	XP_015840947.1, NP_001107777.1	XP_034193594.1, XP_034193586.1, XP_034193587.1, XP_034193584.1
OG0000367	XP_008194856.1, XP_015836457.1	XP_034183395.1, XP_034183397.1, XP_034183396.1
OG0000368	XP_976104.1, XP_015838018.1	XP_034187101.1
OG0000369	XP_008201712.1	XP_034179186.1, XP_034181298.1
OG0000370	XP_015839940.1	XP_034171787.1
OG0000371	XP_008201299.1	XP_034179367.1, XP_034179365.1, XP_034179363.1, XP_034179361.1, XP_034179366.1, XP_034179362.1
OG0000372	XP_015836666.1	XP_034175981.1, XP_034189717.1
OG0000375	XP_015838589.1	XP_034182296.1, XP_034182318.1, XP_034182328.1, XP_034182303.1, XP_034182312.1
OG0000376	XP_008190447.1	XP_034183658.1, XP_034183657.1
OG0000377	XP_008198810.1	XP_034172682.1
OG0000377	XP_008199609.1	XP_034189355.1
OG0000378	XP_008190395.1	XP_034195429.1
OG0000379	XP_008191956.1, XP_015836606.1	XP_034194737.1, XP_034194740.1, XP_034194741.1, XP_034194738.1, XP_034194739.1, XP_034194742.1
OG0000380	XP_970911.1, XP_015835308.1	XP_034173136.1, XP_034173135.1
OG0000381	XP_015834938.1	XP_034186144.1
OG0000381	XP_001813974.1	XP_034171088.1
OG0000382	XP_966771.1	XP_034186142.1, XP_034186146.1, XP_034186143.1, XP_034186145.1, XP_034173696.1
OG0000383	XP_015840217.1	XP_034175172.1, XP_034175972.1, XP_034175974.1, XP_034175971.1, XP_034175970.1, XP_034175973.1
OG0000384	XP_001813130.1	XP_034196598.1, XP_034196592.1
OG0000384	XP_008193509.1, XP_008193510.1	XP_034196612.1
OG0000385	XP_008200161.1	XP_034195100.1, XP_034196159.1
OG0000386	XP_970034.2	XP_034178869.1, XP_034178868.1
OG0000388	XP_974824.1	XP_034190357.1
OG0000388	XP_974813.1	XP_034175524.1
OG0000389	XP_008191053.1, XP_971552.2	XP_034172589.1, XP_034172592.1
OG0000390	XP_970733.3	XP_034181045.1
OG0000394	XP_008190453.1, XP_015836362.1, XP_970450.1	XP_034180996.1, XP_034180995.1, XP_034180997.1
OG0000395	XP_967306.3	XP_034194866.1, XP_034194334.1
OG0000396	XP_967256.1	XP_034185871.1
OG0000397	XP_973626.3	XP_034181654.1
OG0000398	XP_973071.1	XP_034183558.1, XP_034183559.1, XP_034183556.1, XP_034183557.1
OG0000399	XP_015838955.1	XP_034185476.1, XP_034185473.1
OG0000401	XP_973474.1	XP_034176760.1, XP_034176759.1, XP_034176762.1, XP_034176761.1, XP_034176758.1, XP_034176757.1
OG0000403	XP_015835469.1	XP_034173069.1, XP_034173076.1, XP_034173077.1
OG0000405	XP_975505.1	XP_034189852.1
OG0000405	XP_969335.1	XP_034185956.1
OG0000406	XP_015840310.1, XP_967861.2	XP_034193510.1
OG0000407	XP_008198805.1	XP_034171122.1, XP_034171123.1, XP_034171121.1
OG0000408	XP_008190910.1	XP_034184886.1
OG0000408	XP_008199142.1, XP_970081.3	XP_034179957.1
OG0000409	XP_015835314.1, XP_008200456.1, XP_972202.1, XP_008200455.1	XP_034187439.1
OG0000410	XP_008194279.1	XP_034187535.1
OG0000410	XP_008199891.1	XP_034183020.1, XP_034183019.1
OG0000411	XP_008191461.1	XP_034181278.1
OG0000411	XP_001813433.1	XP_034185032.1
OG0000412	XP_015836557.1, XP_971694.2	XP_034189406.1, XP_034189403.1
OG0000413	XP_969620.2	XP_034173017.1, XP_034173016.1
OG0000415	XP_973217.2	XP_034174807.1, XP_034174805.1, XP_034174804.1, XP_034174809.1, XP_034174808.1, XP_034174806.1
OG0000416	XP_008192545.1	XP_034173390.1, XP_034173389.1, XP_034181739.1, XP_034194914.1
OG0000417	XP_008198772.1	XP_034173968.1
OG0000417	XP_974698.1	XP_034179610.1
OG0000418	XP_015833481.1	XP_034192859.1
OG0000419	XP_971173.1, XP_015838774.1	XP_034180586.1
OG0000420	XP_008192326.1, XP_001816525.1, XP_008192327.1, XP_008192332.1	XP_034171358.1, XP_034171359.1
OG0000421	XP_008192097.1	XP_034190976.1, XP_034190977.1, XP_034190972.1, XP_034190973.1, XP_034190974.1, XP_034190975.1, XP_034190980.1, XP_034190981.1, XP_034190982.1, XP_034190983.1, XP_034190966.1, XP_034190969.1, XP_034190968.1, XP_034190967.1, XP_034190965.1, XP_034190964.1, XP_034190971.1, XP_034190970.1, XP_034190978.1
OG0000422	XP_008192616.1	XP_034192994.1, XP_034192996.1, XP_034192997.1, XP_034193000.1, XP_034192992.1, XP_034192993.1, XP_034192985.1, XP_034192986.1, XP_034192984.1, XP_034192989.1, XP_034192990.1, XP_034192987.1, XP_034192995.1, XP_034192988.1, XP_034192998.1, XP_034192999.1
OG0000423	XP_008199561.1	XP_034187444.1, XP_034187441.1, XP_034187442.1, XP_034187443.1, XP_034187440.1
OG0000424	XP_015840415.1	XP_034190673.1, XP_034190671.1
OG0000425	XP_969804.2	XP_034185807.1, XP_034185808.1, XP_034185805.1
OG0000426	XP_973970.1	XP_034192474.1
OG0000427	XP_972369.1	XP_034194729.1, XP_034187714.1
OG0000427	XP_008196417.1	XP_034177017.1
OG0000428	XP_015839428.1, XP_008194527.2	XP_034179556.1
OG0000428	XP_015837845.1, NP_001280511.1	XP_034185049.1
OG0000429	XP_008196407.1, XP_015837255.1	XP_034192589.1
OG0000430	XP_008190881.1, XP_008197779.1, XP_008197331.1, XP_008199845.1	XP_034172332.1, XP_034172303.1
OG0000431	XP_015839887.1, XP_967707.1, XP_008190865.1, XP_015834261.1	XP_034185073.1
OG0000432	XP_973723.1	XP_034185323.1, XP_034185324.1, XP_034185325.1
OG0000433	XP_015835623.1, NP_001139342.1, XP_008193524.2, NP_001139461.1	XP_034189624.1
OG0000434	XP_972017.1, XP_008196460.1, XP_008196458.1, XP_008196459.1, XP_015838266.1, XP_015838265.1	XP_034187557.1, XP_034187556.1, XP_034187555.1, XP_034187554.1, XP_034187553.1, XP_034187558.1
OG0000436	XP_008197909.1	XP_034190341.1
OG0000437	XP_008200406.1	XP_034182896.1, XP_034182895.1
OG0000438	XP_971688.3	XP_034177563.1
OG0000439	XP_008193933.1	XP_034176782.1
OG0000440	XP_008200809.1	XP_034175070.1, XP_034185651.1
OG0000441	XP_008198701.1, XP_008198702.1, XP_008198700.1, XP_008198703.1	XP_034185619.1, XP_034185617.1, XP_034185618.1
OG0000442	XP_008197799.1, XP_968004.1	XP_034181908.1
OG0000443	XP_974381.2	XP_034180034.1, XP_034180057.1
OG0000444	NP_001164534.1, NP_001164533.1	XP_034193114.1, XP_034193115.1, XP_034193113.1
OG0000445	XP_008193734.1	XP_034190773.1
OG0000446	XP_008198655.1, XP_008198715.2, XP_008198651.1	XP_034181155.1, XP_034181151.1, XP_034181153.1, XP_034181154.1
OG0000447	XP_008191853.2	XP_034185552.1, XP_034185553.1
OG0000448	XP_969343.1	XP_034192918.1
OG0000449	XP_966346.1	XP_034175098.1, XP_034175099.1, XP_034175100.1, XP_034175095.1, XP_034175101.1, XP_034175102.1, XP_034175097.1
OG0000450	NP_001157610.1, XP_015835206.1	XP_034188414.1, XP_034188421.1
OG0000451	XP_972488.2	XP_034181554.1
OG0000452	XP_008195563.1	XP_034193074.1
OG0000452	XP_008190571.1	XP_034190816.1
OG0000453	XP_008196382.1, XP_008196383.1, XP_008196384.1	XP_034191667.1
OG0000454	XP_008197523.2	XP_034191353.1, XP_034191354.1, XP_034191351.1, XP_034191352.1, XP_034191356.1, XP_034191359.1, XP_034191357.1, XP_034191358.1, XP_034191361.1, XP_034191360.1
OG0000455	NP_001280547.1, XP_008193388.1	XP_034171567.1, XP_034171566.1
OG0000456	XP_969928.1, XP_008196724.1	XP_034196409.1, XP_034196401.1
OG0000457	XP_015835204.1, NP_001076795.1, XP_015837745.1, NP_001076796.1	XP_034191079.1
OG0000458	XP_967155.1	XP_034173465.1, XP_034173463.1, XP_034173464.1
OG0000459	XP_968944.1	XP_034186067.1, XP_034186069.1, XP_034186068.1
OG0000460	XP_968752.1	XP_034172553.1
OG0000460	XP_968824.2	XP_034172555.1
OG0000461	XP_008198752.1	XP_034178750.1, XP_034178751.1, XP_034178749.1
OG0000462	XP_015840075.1	XP_034193967.1
OG0000463	XP_015833244.1, XP_015833229.1	XP_034172138.1
OG0000464	XP_015836316.1, XP_015837285.1, XP_015836265.1, XP_015835579.1	XP_034172746.1
OG0000465	XP_008198275.1	XP_034182650.1, XP_034182651.1, XP_034182653.1, XP_034182646.1, XP_034182647.1, XP_034182648.1, XP_034182649.1, XP_034182654.1, XP_034182634.1, XP_034182635.1, XP_034182629.1, XP_034182632.1, XP_034182633.1, XP_034182630.1, XP_034182631.1, XP_034182628.1, XP_034182645.1, XP_034182644.1, XP_034182641.1, XP_034182640.1, XP_034182642.1, XP_034182637.1, XP_034182639.1, XP_034182638.1, XP_034182643.1
OG0000466	XP_969900.1, XP_008191787.1	XP_034188067.1
OG0000467	XP_008198462.1, XP_008198465.1, XP_967712.2, XP_008198474.1	XP_034175898.1
OG0000468	XP_008194809.1	XP_034179339.1
OG0000469	XP_967943.1, NP_001306191.1	XP_034174271.1, XP_034174272.1, XP_034174273.1, XP_034174270.1
OG0000471	XP_972436.1	XP_034184461.1, XP_034184462.1, XP_034184460.1
OG0000472	XP_008190497.1, XP_008190496.1, XP_008190495.1, XP_008190494.1	XP_034195907.1, XP_034195787.1
OG0000474	XP_967468.1	XP_034172357.1, XP_034172359.1, XP_034172360.1, XP_034172361.1
OG0000475	XP_008193995.1, XP_015836218.1, XP_969591.2	XP_034179714.1
OG0000476	NP_001127700.1, XP_015834940.1, NP_001120783.1	XP_034173702.1
OG0000477	NP_001164309.1, XP_008198961.1, XP_969867.1	XP_034177335.1, XP_034173419.1
OG0000478	XP_970086.1	XP_034195846.1
OG0000479	XP_015839265.1, XP_008198225.1	XP_034175212.1
