Orthogroup	Megalopta_genalis	Apis_mellifera
OG0000231	XP_033341044.1, XP_033341042.1, XP_033341032.1, XP_033341037.1, XP_033341036.1, XP_033341034.1, XP_033341041.1, XP_033341039.1, XP_033341043.1, XP_033341035.1, XP_033341033.1, XP_033341038.1	XP_006562424.1
OG0000232	XP_033336594.1	XP_393976.2, XP_006563043.1, XP_006563042.1
OG0000233	XP_033328835.1, XP_033330123.1	XP_001120116.2, XP_016768768.2, XP_397073.5, XP_026300288.1
OG0000234	XP_033322627.1	XP_393127.4
OG0000235	XP_033327679.1, XP_033327639.1	XP_026294767.1, XP_026294798.1, XP_026294810.1
OG0000236	XP_033341648.1	NP_001011639.2
OG0000236	XP_033341647.1	NP_001071293.1
OG0000237	XP_033330897.1	XP_006559356.1
OG0000237	XP_033330926.1	XP_006559358.1
OG0000239	XP_033331997.1, XP_033331996.1, XP_033331995.1	XP_006560473.1, XP_623685.1
OG0000240	XP_033328502.1, XP_033332976.1, XP_033328457.1	XP_001122105.4
OG0000241	XP_033322650.1, XP_033322611.1	XP_006571827.3
OG0000241	XP_033334508.1, XP_033334500.1, XP_033334501.1, XP_033334502.1, XP_033334507.1, XP_033334506.1	XP_016770807.2, XP_016770806.2, XP_016770796.1, XP_016770795.1, XP_026299638.1
OG0000243	XP_033330955.1	XP_026297086.1
OG0000244	XP_033335781.1, XP_033335780.1, XP_033335782.1	XP_026300900.1
OG0000245	XP_033323070.1	NP_001011627.1
OG0000246	XP_033331324.1, XP_033331325.1	XP_006563197.1
OG0000247	XP_033324057.1	XP_026296516.1, XP_026296517.1
OG0000247	XP_033324120.1	XP_006562263.2
OG0000248	XP_033342993.1	XP_026299493.1
OG0000249	XP_033324895.1, XP_033324916.1, XP_033324906.1	XP_026298733.1
OG0000250	XP_033331459.1	XP_026299154.1
OG0000250	XP_033325499.1, XP_033325504.1	XP_625112.2
OG0000251	XP_033331476.1	XP_003250675.2
OG0000251	XP_033330030.1, XP_033330031.1	XP_003250969.2
OG0000252	XP_033340169.1, XP_033340168.1, XP_033340167.1	XP_026298583.1, XP_026298580.1
OG0000253	XP_033327704.1	XP_393612.2
OG0000254	XP_033333235.1	XP_392477.4
OG0000254	XP_033339944.1, XP_033327994.1	XP_623652.2
OG0000255	XP_033332940.1	XP_394814.1
OG0000256	XP_033341517.1	XP_006571385.1
OG0000257	XP_033335911.1, XP_033335914.1, XP_033335912.1, XP_033335913.1	XP_026300984.1
OG0000257	XP_033335903.1	XP_026300982.1
OG0000258	XP_033342464.1	NP_001035314.1
OG0000259	XP_033325263.1, XP_033325266.1, XP_033325265.1, XP_033325260.1, XP_033325261.1, XP_033325258.1, XP_033325259.1, XP_033325264.1	XP_026302035.1
OG0000260	XP_033342091.1, XP_033323053.1	XP_016770898.2
OG0000261	XP_033329797.1	XP_393396.2
OG0000263	XP_033342453.1, XP_033342455.1, XP_033342456.1	XP_006570503.1, XP_393761.1
OG0000264	XP_033339250.1	XP_026298264.1, XP_026298263.1
OG0000264	XP_033329580.1	NP_001171498.1
OG0000265	XP_033342102.1	XP_624456.2
OG0000266	XP_033340749.1	NP_001171495.1
OG0000266	XP_033338173.1	XP_003249289.2
OG0000268	XP_033325300.1, XP_033325301.1	XP_006562783.1, XP_016767403.1, XP_026295852.1, XP_026295853.1, XP_016767402.1, XP_016767400.1, XP_016767401.1, XP_016767399.1
OG0000269	XP_033324455.1, XP_033324487.1, XP_033324472.1, XP_033324481.1, XP_033324463.1	XP_001120910.2
OG0000270	XP_033332852.1, XP_033332853.1, XP_033332850.1	XP_003249152.1
OG0000270	XP_033333269.1	XP_006558130.1
OG0000271	XP_033335191.1	XP_026295760.1, NP_001091688.1
OG0000271	XP_033322323.1	NP_001157480.1
OG0000272	XP_033334149.1	XP_026302163.1
OG0000272	XP_033323942.1, XP_033323944.1	XP_026300655.1, NP_001011621.1
OG0000273	XP_033335472.1	XP_016767148.1
OG0000273	XP_033335572.1, XP_033335541.1, XP_033335536.1, XP_033335548.1, XP_033335557.1, XP_033335563.1, XP_033335534.1	XP_006560612.2
OG0000274	XP_033324310.1	XP_396815.3
OG0000275	XP_033329977.1, XP_033329978.1	XP_003251850.1
OG0000276	XP_033322708.1	XP_624151.1
OG0000277	XP_033336084.1	XP_001122835.3, XP_006565811.2
OG0000278	XP_033322809.1	XP_026296923.1
OG0000279	XP_033323438.1	NP_001164579.1
OG0000280	XP_033340364.1, XP_033340363.1	XP_026300514.1
OG0000280	XP_033342857.1	XP_006557713.1
OG0000281	XP_033324110.1	NP_001011574.1
OG0000283	XP_033331140.1, XP_033331139.1, XP_033331138.1, XP_033331136.1, XP_033331137.1	XP_006567824.1, XP_006567820.1, XP_006567825.1, XP_006567823.1, XP_016767795.1, XP_016767792.1, XP_026296835.1
OG0000284	XP_033331949.1	NP_001010975.1
OG0000284	XP_033323843.1	XP_026296666.1
OG0000284	XP_033340215.1, XP_033340029.1	XP_395934.2
OG0000285	XP_033343077.1	XP_016767133.1
OG0000286	XP_033335143.1, XP_033335144.1, XP_033335142.1, XP_033335145.1	NP_001164443.1
OG0000287	XP_033340778.1	XP_016771224.1, XP_026302005.1, XP_026302006.1, XP_026302007.1, XP_026302008.1, XP_006570139.1, XP_006570135.1, XP_006570134.1, XP_006570140.1, XP_026302009.1
OG0000287	XP_033340776.1	XP_624121.2
OG0000288	XP_033321660.1	XP_026295225.1
OG0000288	XP_033328032.1	XP_624678.1
OG0000289	XP_033322908.1, XP_033322907.1, XP_033322906.1, XP_033322909.1	XP_396469.1, XP_006571187.1, XP_006571186.1, XP_006571185.1
OG0000290	XP_033329555.1	XP_006563910.1, XP_016769242.1
OG0000291	XP_033324774.1	NP_001257755.1
OG0000291	XP_033327296.1	XP_026298041.1
OG0000291	XP_033324775.1	XP_006560155.1, XP_006560156.1
OG0000292	XP_033323730.1, XP_033339558.1	XP_026302029.1, XP_026302031.1, XP_026302030.1
OG0000292	XP_033330924.1	XP_016772487.1
OG0000293	XP_033322533.1, XP_033322534.1	NP_001013377.2
OG0000294	XP_033321567.1, XP_033321565.1	XP_026294745.1
OG0000295	XP_033321431.1, XP_033321430.1, XP_033321429.1	XP_026296372.1, XP_026296371.1
OG0000296	XP_033322094.1, XP_033322095.1, XP_033322098.1, XP_033322097.1, XP_033322099.1, XP_033322100.1	XP_003249767.1, XP_392285.1
OG0000297	XP_033333032.1	NP_001011640.1
OG0000298	XP_033332751.1	XP_016767798.1, XP_006567970.1, XP_006567968.1, XP_006567969.1, XP_006567967.1
OG0000299	XP_033341864.1, XP_033341872.1	XP_006563972.1, XP_006563971.1, XP_396934.4
OG0000300	XP_033330944.1, XP_033330952.1	XP_016773009.2
OG0000301	XP_033338889.1	XP_016772392.1, NP_001035323.1
OG0000302	XP_033325932.1	XP_395048.4
OG0000303	XP_033324369.1	XP_016772523.1
OG0000303	XP_033334839.1	XP_026299472.1
OG0000303	XP_033335129.1	XP_026299848.1
OG0000304	XP_033330323.1, XP_033330324.1	XP_006568070.1
OG0000306	XP_033323837.1	XP_016767898.1
OG0000307	XP_033338592.1, XP_033338590.1, XP_033338593.1, XP_033338594.1, XP_033338591.1, XP_033338595.1, XP_033338596.1, XP_033338597.1	XP_006561447.1, XP_026301562.1, XP_016772425.1
OG0000308	XP_033339580.1	XP_392582.1
OG0000310	XP_033334256.1	XP_006568882.1, XP_006568883.1
OG0000311	XP_033337519.1	XP_026300397.1, XP_016772838.2, XP_026300405.1, XP_026300396.1, XP_624298.3, XP_001122575.3, XP_006572097.2, XP_026300402.1
OG0000312	XP_033333350.1, XP_033333343.1, XP_033333334.1	XP_397055.1, XP_006558287.1
OG0000313	XP_033337549.1	XP_026298038.1
OG0000315	XP_033333990.1	XP_006571730.2
OG0000316	XP_033325064.1	XP_006563165.2
OG0000317	XP_033342872.1	XP_006566517.1, XP_016770258.1, XP_026299433.1, XP_016770257.1
OG0000318	XP_033326372.1	XP_026296489.1, XP_006570321.2
OG0000319	XP_033342398.1	XP_026299510.1
OG0000320	XP_033336473.1	XP_026300661.1, NP_001159378.1
OG0000321	XP_033330361.1, XP_033330369.1	XP_026299571.1
OG0000322	XP_033331478.1	XP_006565594.3
OG0000322	XP_033331858.1	XP_001121102.2
OG0000323	XP_033334479.1	XP_026299532.1, XP_026299531.1, XP_026299534.1, XP_026299533.1
OG0000324	XP_033326464.1	XP_026296234.1, XP_026296228.1
OG0000324	XP_033327142.1	XP_026295817.1, XP_026295816.1
OG0000325	XP_033333702.1, XP_033333701.1, XP_033333700.1	XP_003251224.2, XP_006568360.2
OG0000326	XP_033338031.1, XP_033338510.1	XP_006567415.1, XP_001120061.2
OG0000327	XP_033334451.1, XP_033334444.1	XP_016770398.1, XP_016770397.1, XP_006564397.1, XP_006564400.1
OG0000329	XP_033335407.1	XP_001119858.2
OG0000330	XP_033324521.1, XP_033324514.1, XP_033324513.1, XP_033324438.1, XP_033324520.1	NP_001011638.1
OG0000330	XP_033333717.1	NP_001011616.2
OG0000331	XP_033329059.1, XP_033329058.1, XP_033329045.1	XP_006565044.2, XP_003250569.2, XP_003251149.1, XP_003251148.1, XP_394209.2, XP_392145.3, XP_006568008.2, XP_394210.5, XP_006565513.1
OG0000332	XP_033339359.1, XP_033339360.1, XP_033339358.1, XP_033339357.1, XP_033339361.1	XP_026300806.1, XP_026300805.1
OG0000333	XP_033337087.1	XP_006560640.1
OG0000333	XP_033329805.1, XP_033329801.1, XP_033329802.1, XP_033329803.1, XP_033329804.1, XP_033341698.1	XP_026296150.1
OG0000334	XP_033325774.1, XP_033325772.1, XP_033325773.1, XP_033325771.1, XP_033325770.1	XP_006562896.1
OG0000335	XP_033335567.1	XP_026299572.1
OG0000335	XP_033332464.1, XP_033332465.1	XP_003249498.1, XP_003249499.1
OG0000336	XP_033337673.1	XP_006568577.1, XP_026298127.1
OG0000336	XP_033331264.1	XP_394886.4
OG0000337	XP_033342461.1, XP_033342457.1	XP_006570477.1
OG0000338	XP_033331225.1	XP_016766952.1
OG0000339	XP_033325334.1, XP_033339228.1, XP_033339229.1	XP_393356.1
OG0000339	XP_033327360.1	XP_623285.1
OG0000340	XP_033341852.1	XP_026302145.1, NP_001106141.1
OG0000341	XP_033321344.1, XP_033321342.1, XP_033321343.1	XP_003249977.1, XP_006561675.1
OG0000342	XP_033342255.1	XP_026299722.1
OG0000344	XP_033326206.1	XP_026301521.1, XP_026301524.1, XP_026301523.1, XP_026301526.1, XP_026301532.1, XP_026301514.1, XP_026301515.1, XP_026301519.1
OG0000345	XP_033321632.1, XP_033321633.1	XP_006557317.1, XP_006557318.1, XP_006557319.1, XP_006557316.1, XP_016766730.1
OG0000347	XP_033330462.1, XP_033330463.1, XP_033330464.1	XP_623076.2
OG0000348	XP_033341999.1	XP_026295623.1, XP_006571071.1, XP_006571072.1, XP_006571073.1, XP_006571074.1, XP_006571069.1, XP_006571070.1, XP_016769192.1, XP_006571068.1
OG0000349	XP_033335477.1, XP_033335476.1	XP_026301664.1, XP_026301665.1
OG0000350	XP_033334792.1, XP_033334791.1, XP_033334793.1	XP_006564458.1, XP_006564457.1, XP_006564456.1, XP_006564455.1, XP_006564454.1
OG0000351	XP_033321872.1	XP_026295181.1
OG0000352	XP_033337368.1, XP_033337357.1, XP_033337377.1	XP_006569000.1, XP_006568999.1, XP_006568998.1, XP_016766331.1
OG0000353	XP_033341245.1, XP_033341243.1	XP_016768966.2
OG0000354	XP_033329047.1, XP_033329053.1, XP_033342090.1, XP_033342088.1, XP_033342114.1, XP_033342087.1, XP_033342089.1, XP_033342113.1, XP_033341973.1	XP_026299633.1
OG0000356	XP_033327806.1	NP_001011588.1
OG0000356	XP_033327931.1	NP_001011593.1, XP_006567383.1
OG0000357	XP_033335853.1, XP_033335854.1, XP_033335851.1, XP_033335852.1	XP_006563129.1, XP_623083.1
OG0000358	XP_033331922.1, XP_033331923.1, XP_033331924.1	XP_016768555.1, XP_006565559.1
OG0000360	XP_033322281.1, XP_033322282.1, XP_033322285.1, XP_033322286.1, XP_033322283.1, XP_033322284.1	XP_003249464.1
OG0000361	XP_033341565.1	XP_026301193.1
OG0000362	XP_033340390.1	XP_006559006.1
OG0000362	XP_033340391.1, XP_033339880.1	XP_396824.1
OG0000363	XP_033323986.1	XP_001120232.3
OG0000363	XP_033329962.1	NP_001136109.1
OG0000364	XP_033324355.1, XP_033324358.1, XP_033324357.1	XP_006562214.1
OG0000365	XP_033324466.1, XP_033324465.1, XP_033324464.1	XP_006564303.1
OG0000366	XP_033324748.1, XP_033324745.1	XP_006563397.1
OG0000367	XP_033325763.1	XP_006562894.1, XP_006562893.1
OG0000368	XP_033338295.1	NP_001170961.1
OG0000369	XP_033324659.1, XP_033324658.1	XP_016772111.2
OG0000369	XP_033328412.1	XP_006570176.2
OG0000370	XP_033334080.1	XP_026298736.1
OG0000371	XP_033324702.1	XP_006557654.1, XP_026301302.1, XP_016772326.1, XP_392709.3
OG0000372	XP_033341826.1	XP_026297975.1
OG0000372	XP_033342202.1	XP_394846.2
OG0000375	XP_033340438.1, XP_033340435.1, XP_033340437.1, XP_033340436.1	XP_006570087.2, XP_006570088.2, XP_394997.3, XP_026300785.1, XP_016770156.2, XP_016770157.2
OG0000377	XP_033340052.1	XP_006571428.1
OG0000377	XP_033334283.1, XP_033334282.1	XP_393285.1
OG0000378	XP_033331059.1	XP_394649.3
OG0000379	XP_033327134.1	XP_006569276.1
OG0000380	XP_033325213.1, XP_033325212.1	XP_006571553.1, XP_016772009.1, XP_392808.2
OG0000381	XP_033333404.1	XP_623273.1
OG0000381	XP_033341763.1	XP_392943.3
OG0000382	XP_033330424.1	XP_391836.2
OG0000382	XP_033336938.1	XP_006567371.1
OG0000383	XP_033326692.1, XP_033331288.1	XP_006565095.2, XP_001120578.2
OG0000385	XP_033326778.1, XP_033326780.1	XP_026298045.1
OG0000385	XP_033322795.1	XP_026297284.1
OG0000386	XP_033330592.1	XP_003250298.1
OG0000386	XP_033330589.1	XP_026301328.1, XP_006563697.2
OG0000387	XP_033334973.1	XP_026297715.1, XP_624193.2, XP_006571990.1
OG0000388	XP_033337333.1	XP_006564597.1
OG0000389	XP_033328963.1, XP_033328964.1, XP_033328962.1	XP_026296199.1
OG0000389	XP_033340021.1	XP_016771975.2
OG0000390	XP_033333336.1, XP_033333337.1	XP_016768447.1
OG0000391	XP_033341964.1, XP_033341961.1, XP_033341963.1, XP_033341962.1	XP_397517.2, XP_006568902.1, XP_006568901.1, XP_006568903.1, XP_006568900.1
OG0000394	XP_033329400.1	XP_006559712.2, XP_006559711.2, XP_397062.3
OG0000395	XP_033333739.1, XP_033333737.1	XP_026298838.1
OG0000395	XP_033328128.1	XP_006568548.2
OG0000396	XP_033337877.1	XP_016768985.2
OG0000397	XP_033331799.1, XP_033331803.1, XP_033331800.1, XP_033331802.1, XP_033331801.1, XP_033331798.1	XP_001123187.2
OG0000398	XP_033339584.1, XP_033339585.1	XP_006562405.1
OG0000399	XP_033337545.1	XP_006564719.2, XP_016769093.2, XP_006564729.1
OG0000400	XP_033338969.1	XP_006563318.2, XP_026295759.1, XP_026295755.1
OG0000401	XP_033323822.1, XP_033323821.1, XP_033323823.1, XP_033323824.1	XP_026296707.1
OG0000402	XP_033334212.1	XP_001121036.2
OG0000402	XP_033334226.1	NP_001157188.1, XP_006564106.1
OG0000403	XP_033341474.1, XP_033341487.1, XP_033341483.1, XP_033341477.1	XP_026301925.1, XP_026301994.1, XP_026301991.1, XP_026301980.1
OG0000405	XP_033331406.1	XP_395824.1
OG0000405	XP_033340878.1	XP_395771.3
OG0000406	XP_033326903.1, XP_033326906.1, XP_033326905.1	XP_624150.2
OG0000407	XP_033339704.1	XP_016768376.1, XP_392398.3
OG0000407	XP_033339706.1	XP_001122213.5
OG0000408	XP_033340149.1	XP_003251385.1
OG0000408	XP_033328629.1	XP_393143.2
OG0000409	XP_033326835.1	XP_006570965.1
OG0000410	XP_033326694.1	XP_393523.5
OG0000410	XP_033331344.1	XP_391942.5
OG0000411	XP_033328282.1, XP_033328283.1	XP_624548.2
OG0000411	XP_033340163.1, XP_033340162.1, XP_033340164.1	XP_006557483.1
OG0000412	XP_033334185.1	XP_026302239.1, XP_006568843.1
OG0000413	XP_033341233.1	XP_026300633.1, XP_026300632.1, XP_026300636.1
OG0000414	XP_033332848.1	XP_016769079.1
OG0000415	XP_033338123.1, XP_033338121.1, XP_033338120.1, XP_033338119.1, XP_033338118.1, XP_033338124.1	XP_026295887.1, XP_395146.3
OG0000416	XP_033328960.1	XP_006570866.1
OG0000416	XP_033329936.1, XP_033329943.1	XP_026299610.1
OG0000417	XP_033332360.1	XP_026296264.1, XP_026296267.1
OG0000418	XP_033320820.1	XP_006570570.1, NP_001177850.1
OG0000419	XP_033323941.1	XP_006569847.1
OG0000420	XP_033337078.1	XP_006568996.1
OG0000420	XP_033337385.1	XP_006572449.2
OG0000421	XP_033326257.1, XP_033326283.1	XP_001121869.2, XP_026296772.1
OG0000422	XP_033324136.1, XP_033324135.1	XP_006572088.1
OG0000423	XP_033338056.1, XP_033338096.1	XP_026295804.1
OG0000424	XP_033335547.1, XP_033335545.1	XP_016768639.1
OG0000425	XP_033325468.1, XP_033325469.1, XP_033325470.1	XP_395221.4
OG0000426	XP_033333225.1, XP_033333222.1, XP_033333223.1, XP_033333221.1, XP_033333226.1	XP_393189.1, XP_006559877.1
OG0000427	XP_033341724.1	XP_394389.3
OG0000427	XP_033331808.1	XP_396915.4
OG0000427	XP_033337247.1	XP_016767660.1
OG0000428	XP_033321321.1	XP_026301054.1, NP_001314884.1
OG0000429	XP_033324519.1, XP_033324510.1, XP_033324524.1, XP_033324531.1, XP_033324539.1	XP_026296787.1
OG0000430	XP_033328948.1, XP_033328949.1	XP_016772824.1
OG0000430	XP_033340094.1, XP_033340095.1	XP_026295303.1
OG0000431	XP_033337768.1	XP_016768886.2
OG0000432	XP_033332572.1, XP_033332573.1, XP_033332575.1, XP_033332574.1	XP_026298315.1, XP_016769150.2
OG0000433	XP_033325715.1	XP_001120293.2
OG0000433	XP_033330252.1	NP_001011614.1
OG0000434	XP_033326415.1, XP_033326414.1	XP_026296060.1
OG0000435	XP_033331979.1, XP_033331978.1	XP_006558601.1
OG0000436	XP_033337321.1	XP_006564598.1, XP_006564601.1
OG0000436	XP_033337326.1	XP_001120684.2
OG0000437	XP_033331313.1, XP_033331312.1	XP_006566943.1, XP_393874.3
OG0000438	XP_033339198.1	XP_006567961.1, XP_397205.2
OG0000439	XP_033332150.1	XP_006569984.1
OG0000440	XP_033324009.1	XP_026298705.1
OG0000441	XP_033322096.1, XP_033322105.1	XP_003251165.1, XP_006568081.1
OG0000442	XP_033339025.1	XP_006560934.1, XP_016766817.1, XP_016766820.1, XP_624657.2, XP_006560933.1, XP_016766818.1
OG0000443	XP_033331891.1, XP_033331890.1, XP_033331889.1	XP_016771723.2
OG0000444	XP_033342393.1	XP_624349.1
OG0000445	XP_033331384.1	XP_392097.5
OG0000445	XP_033331385.1	XP_006563187.2
OG0000446	XP_033322264.1, XP_033322265.1, XP_033322267.1, XP_033322266.1, XP_033322263.1	XP_393129.4, XP_006559729.2, XP_006559730.2, XP_006559728.2
OG0000447	XP_033330353.1, XP_033330352.1, XP_033330351.1, XP_033330350.1, XP_033330349.1, XP_033330348.1	XP_006559494.1
OG0000448	XP_033324622.1	XP_016767931.1
OG0000449	XP_033342964.1, XP_033342965.1, XP_033342969.1, XP_033342968.1, XP_033342966.1	XP_003250896.1, XP_001120350.1, XP_003250898.1
OG0000450	XP_033339044.1, XP_033339054.1	XP_026295212.1
OG0000451	XP_033332904.1, XP_033332902.1, XP_033332901.1, XP_033332900.1, XP_033332896.1, XP_033332898.1, XP_033332899.1, XP_033332906.1, XP_033332905.1	XP_006572424.1, NP_001265256.1
OG0000452	XP_033334868.1	XP_006566781.2
OG0000453	XP_033336214.1, XP_033336213.1	XP_392026.2, XP_006565842.1
OG0000454	XP_033330005.1, XP_033330008.1, XP_033330009.1, XP_033330006.1, XP_033330007.1, XP_033330004.1	XP_006567039.1
OG0000455	XP_033334134.1	XP_006568930.1
OG0000456	XP_033330146.1, XP_033330137.1	XP_006572147.1
OG0000457	XP_033335430.1	XP_001122652.2
OG0000458	XP_033328637.1, XP_033328638.1, XP_033328636.1	XP_003251707.1, XP_006571340.1, XP_003251708.1
OG0000459	XP_033325805.1, XP_033325806.1, XP_033325807.1	XP_016769739.2
OG0000460	XP_033341286.1	XP_016772943.1
OG0000461	XP_033332022.1	XP_396991.5, XP_006560484.2, XP_006560483.2
OG0000462	XP_033341672.1	XP_026301426.1
OG0000463	XP_033341359.1	XP_006571243.1
OG0000463	XP_033341357.1, XP_033341345.1	XP_006571228.1, XP_006571233.1
OG0000464	XP_033328781.1	XP_026302089.1
OG0000465	XP_033327190.1	XP_016766748.2, XP_026295428.1
OG0000466	XP_033329584.1, XP_033329585.1	XP_026298283.1, XP_003249882.1, XP_026298282.1
OG0000467	XP_033342293.1	XP_006566644.1
OG0000468	XP_033324601.1	XP_006558307.1, XP_006558308.1, XP_006558304.1, XP_006558305.1, XP_006558306.1, XP_006558309.1, XP_026301100.1, XP_026301099.1, XP_026301101.1, XP_016772297.1, XP_016772296.1
OG0000469	XP_033329737.1	XP_026296160.1, XP_026296161.1, XP_026296162.1, XP_026296163.1
OG0000471	XP_033339218.1	XP_003249895.1, XP_006561688.1, XP_001119951.1
OG0000472	XP_033328401.1	XP_006568709.1
OG0000473	XP_033335180.1	NP_001229919.1, XP_026300304.1, XP_026300504.1, XP_026300431.1, XP_026300418.1, XP_026300491.1, XP_026300464.1, XP_026300465.1, XP_016772777.2, XP_026300571.1, NP_001229920.1, XP_016767059.1, XP_026296276.1, XP_006562033.1, XP_026296279.1, XP_006562027.2, XP_026296278.1, XP_026296277.1
OG0000473	XP_033332404.1	XP_026300422.1, XP_026300419.1
OG0000474	XP_033340261.1, XP_033340260.1, XP_033340259.1, XP_033340258.1	XP_394152.2
OG0000475	XP_033321264.1, XP_033321270.1	XP_016772190.1
OG0000476	XP_033336742.1	NP_001314896.1
OG0000477	XP_033324104.1	XP_003250526.1, XP_026296405.1
OG0000477	XP_033328757.1	XP_006570759.1, NP_001171493.1, NP_001171492.1
OG0000478	XP_033320817.1	XP_006562526.1, XP_006562527.1, XP_003250091.1
OG0000479	XP_033342911.1, XP_033342910.1, XP_033342909.1, XP_033342913.1, XP_033342912.1	XP_006570497.1, XP_006570499.1, XP_006570498.1
OG0000482	XP_033328862.1	XP_016772171.1
OG0000483	XP_033341123.1	XP_394164.3, XP_006571261.2, XP_006571260.2
OG0000484	XP_033340160.1, XP_033340166.1	XP_016772038.1
OG0000485	XP_033323497.1	XP_003250116.1
OG0000485	XP_033323494.1, XP_033323495.1, XP_033323496.1	XP_623182.1
OG0000486	XP_033328473.1	XP_006569489.2
OG0000487	XP_033331132.1	XP_026296477.1
OG0000487	XP_033331134.1	XP_394584.4
OG0000488	XP_033324532.1	XP_396989.2, XP_006569713.1
OG0000489	XP_033339645.1, XP_033339644.1, XP_033339641.1, XP_033339642.1, XP_033339646.1	XP_006568168.1
OG0000490	XP_033342588.1, XP_033342589.1, XP_033342586.1, XP_033342587.1, XP_033342595.1, XP_033342594.1, XP_033342593.1, XP_033342590.1	XP_016770813.1, XP_006566536.1
OG0000491	XP_033323235.1, XP_033323237.1	XP_395083.5, XP_016766993.2
OG0000492	XP_033331284.1	XP_006560558.2
OG0000493	XP_033325441.1	XP_016769823.2, XP_006566138.2
OG0000494	XP_033334484.1	XP_026299539.1, XP_026300392.1
OG0000495	XP_033331878.1	XP_003250662.1
OG0000496	XP_033328484.1, XP_033328483.1, XP_033328487.1, XP_033328486.1, XP_033328485.1	XP_026297623.1
OG0000497	XP_033325459.1	XP_006565605.1
OG0000497	XP_033324151.1	XP_006572414.1
OG0000498	XP_033330331.1	XP_006559579.1, XP_006559581.1, XP_006559580.1, XP_006559582.1, XP_026298357.1, XP_395441.2
OG0000500	XP_033331065.1, XP_033331064.1, XP_033331066.1, XP_033331067.1	XP_026297088.1
