Orthogroup	Megalopta_genalis	Solenopsis_invicta
OG0000170	XP_033325782.1	XP_011161396.1
OG0000170	XP_033325779.1	XP_011161392.2
OG0000171	XP_033333068.1, XP_033333056.1	XP_011160261.1, XP_039309768.1, XP_011160941.1, XP_039309770.1, XP_011160937.1, XP_011160936.1
OG0000172	XP_033326361.1	XP_039313711.1
OG0000173	XP_033324680.1, XP_033324678.1, XP_033324679.1, XP_033324677.1	XP_025993243.1, XP_011165836.1, XP_039304290.1, XP_011165837.1, XP_011165835.1
OG0000174	XP_033336682.1, XP_033336684.1, XP_033336683.1	XP_025991237.1, XP_025991236.1, XP_025991235.1, XP_025991234.1, XP_025991233.1, XP_039302167.1, XP_039302166.1
OG0000175	XP_033336009.1, XP_033336008.1, XP_033336007.1, XP_033336006.1, XP_033336005.1, XP_033336004.1, XP_033336003.1	XP_039302006.1, XP_039302007.1, XP_011157853.1
OG0000176	XP_033321468.1, XP_033321469.1	XP_025986721.1
OG0000177	XP_033335034.1	XP_025993788.1
OG0000177	XP_033334971.1	XP_011167661.1
OG0000179	XP_033324424.1	XP_039308745.1
OG0000179	XP_033329714.1	XP_011164111.1
OG0000180	XP_033332614.1, XP_033332613.1, XP_033332612.1, XP_033332615.1	XP_011166951.1, XP_011166952.1, XP_025986052.1, XP_025986051.1
OG0000181	XP_033334751.1, XP_033334750.1, XP_033334749.1, XP_033334748.1	XP_025994298.1, XP_025994299.1, XP_039312812.1, XP_039312813.1, XP_011169149.1, XP_011169148.1
OG0000182	XP_033334305.1, XP_033334301.1, XP_033334302.1, XP_033334304.1	XP_011171027.1, XP_039307169.1, XP_039307168.1, XP_039307167.1, XP_039307166.1, XP_025991013.1
OG0000183	XP_033334085.1	XP_011173713.1, XP_011173715.1
OG0000183	XP_033333570.1	XP_025992667.1
OG0000184	XP_033341498.1, XP_033341490.1, XP_033333263.1, XP_033333261.1, XP_033341497.1	XP_039308158.1, XP_039308138.1, XP_039308136.1
OG0000185	XP_033335695.1, XP_033335694.1	XP_011158491.1, XP_011158492.1
OG0000186	XP_033322600.1	XP_039303622.1, XP_025989743.2, XP_011172186.2, XP_039302616.1, XP_011172178.2, XP_011172155.1, XP_025989742.2, XP_011172133.1
OG0000187	XP_033333281.1, XP_033333280.1, XP_033333279.1, XP_033333278.1	XP_039309150.1, XP_011165088.1, XP_011165087.1
OG0000188	XP_033338475.1	XP_039308892.1, XP_039308891.1, XP_039308889.1, XP_039308888.1
OG0000188	XP_033332397.1, XP_033339920.1	XP_011168465.1
OG0000190	XP_033320777.1, XP_033320785.1, XP_033320794.1, XP_033320771.1	XP_011166168.1, XP_039304064.1, XP_025988559.1
OG0000191	XP_033324612.1, XP_033324613.1	XP_039315120.1, XP_011164616.2
OG0000192	XP_033330674.1, XP_033330682.1, XP_033330681.1, XP_033330684.1, XP_033330683.1, XP_033330689.1, XP_033330679.1, XP_033330678.1, XP_033330686.1, XP_033330685.1, XP_033330677.1, XP_033330690.1, XP_033330687.1, XP_033330688.1, XP_033330692.1, XP_033330676.1, XP_033330675.1	XP_039310511.1, XP_039310512.1, XP_039310513.1, XP_039310514.1, XP_025989114.2, XP_025989113.2, XP_011155855.2
OG0000194	XP_033339145.1	XP_039304800.1
OG0000194	XP_033339236.1	XP_011158373.2
OG0000194	XP_033339249.1	XP_025992171.1, XP_039304703.1
OG0000195	XP_033335400.1	XP_025990073.1, XP_011155425.1, XP_011155426.1, XP_011155427.1, XP_039308628.1
OG0000195	XP_033338707.1, XP_033338706.1	XP_011172831.1
OG0000196	XP_033325034.1	XP_039306717.1, XP_011171411.1, XP_011171412.1, XP_039306716.1
OG0000196	XP_033326430.1	XP_011161482.2
OG0000197	XP_033335784.1, XP_033335975.1, XP_033335974.1, XP_033335976.1, XP_033335973.1	XP_011157191.1
OG0000198	XP_033335479.1	XP_011163990.2, XP_039313887.1, XP_025994493.1
OG0000200	XP_033342572.1, XP_033342575.1	XP_011168061.1, XP_011168064.1
OG0000201	XP_033340961.1	XP_025990401.2
OG0000201	XP_033340957.1	XP_039308817.1, XP_011165064.3, XP_039308820.1, XP_011165062.1, XP_011165070.2, XP_011165069.2
OG0000202	XP_033333432.1, XP_033333433.1	XP_025988731.1
OG0000202	XP_033333451.1	XP_025993071.1
OG0000203	XP_033330196.1	XP_011160113.1, XP_011160112.1
OG0000203	XP_033332078.1	XP_011168468.1, XP_039309884.1
OG0000204	XP_033332020.1, XP_033332021.1	XP_011157986.2, XP_039310926.1, XP_039310928.1, XP_039310930.1, XP_039310927.1, XP_025986662.2, XP_025986663.1, XP_011157989.1, XP_039310924.1, XP_025986661.1, XP_011157991.1
OG0000205	XP_033323241.1, XP_033323242.1, XP_033323243.1, XP_033323244.1	XP_011168746.1, XP_039308307.1
OG0000206	XP_033326327.1, XP_033326324.1	XP_025988777.2, XP_039314221.1, XP_039314222.1
OG0000206	XP_033326332.1, XP_033332305.1	XP_039314588.1, XP_039314587.1, XP_039314586.1, XP_039302134.1, XP_039302063.1, XP_011172221.2, XP_011172346.2, XP_025993307.2
OG0000207	XP_033334745.1	XP_025996998.1
OG0000207	XP_033335457.1	XP_011156648.1
OG0000207	XP_033335455.1	NP_001291516.1
OG0000208	XP_033335301.1	XP_011156625.1
OG0000208	XP_033341683.1, XP_033341671.1	XP_039313116.1, XP_039313117.1
OG0000209	XP_033325797.1, XP_033325796.1	XP_011160517.1, XP_011160520.1
OG0000210	XP_033321038.1	XP_039301699.1
OG0000210	XP_033331494.1	XP_011157224.2
OG0000210	XP_033339699.1	XP_025991680.2
OG0000212	XP_033337306.1	XP_011175849.1
OG0000212	XP_033337304.1, XP_033337305.1	XP_011175847.2
OG0000213	XP_033335273.1, XP_033335255.1, XP_033335248.1, XP_033335265.1	XP_039307097.1, XP_039307100.1, XP_039307098.1, XP_039307099.1, XP_039307096.1
OG0000214	XP_033329279.1	XP_011162082.1
OG0000214	XP_033332495.1	XP_025990048.1, XP_025990047.1
OG0000215	XP_033324846.1	XP_025993451.1, XP_039314411.1, XP_011167858.1
OG0000215	XP_033324848.1	XP_011167862.1, XP_039314414.1, XP_039314413.1, XP_011167867.1, XP_039314640.1
OG0000216	XP_033329437.1	XP_011163750.1
OG0000217	XP_033326893.1	XP_011155464.2
OG0000218	XP_033324698.1, XP_033324701.1, XP_033324699.1, XP_033324700.1, XP_033324694.1, XP_033324693.1, XP_033324696.1, XP_033324695.1	XP_011160002.1, XP_011160001.1, XP_011160003.1, XP_011160000.1
OG0000219	XP_033341813.1, XP_033341838.1, XP_033341823.1, XP_033341832.1, XP_033341847.1	XP_011168754.1, XP_011168753.1, XP_011168751.1, XP_011168750.1, XP_011168748.1
OG0000220	XP_033334552.1	XP_039306555.1, XP_039306557.1, XP_039306558.1, XP_039306556.1, XP_039306554.1, XP_011172901.1
OG0000221	XP_033341189.1	XP_025986297.1
OG0000223	XP_033321135.1, XP_033336081.1	XP_011166243.1
OG0000223	XP_033326615.1	XP_011158143.1
OG0000225	XP_033327125.1, XP_033327126.1	XP_011163590.1, XP_011163589.1, XP_039304922.1
OG0000225	XP_033326964.1	XP_011163592.1
OG0000226	XP_033334005.1	XP_025988435.1
OG0000226	XP_033334386.1, XP_033334377.1	XP_025988429.1
OG0000227	XP_033335345.1, XP_033335343.1, XP_033335344.1, XP_033335341.1, XP_033335342.1	XP_025988617.1, XP_025988616.1
OG0000228	XP_033323173.1	XP_025997477.2, XP_039304823.1, XP_039308733.1, XP_039302912.1, XP_039304364.1
OG0000229	XP_033329851.1, XP_033329859.1	XP_011167118.1
OG0000230	XP_033332064.1, XP_033332065.1	XP_039310937.1, XP_011157985.1
OG0000231	XP_033341044.1, XP_033341042.1, XP_033341032.1, XP_033341037.1, XP_033341036.1, XP_033341034.1, XP_033341041.1, XP_033341039.1, XP_033341043.1, XP_033341035.1, XP_033341033.1, XP_033341038.1	XP_039311197.1, XP_025994418.1, XP_025994419.1, XP_025994417.1
OG0000232	XP_033336594.1	XP_011161208.1, XP_011161207.1
OG0000233	XP_033328835.1, XP_033330123.1	XP_011165376.2, XP_011165374.2, XP_011165377.1, XP_011165378.1, XP_011165383.1, XP_025993530.1, XP_011165381.1, XP_011165400.1, XP_025993534.2
OG0000234	XP_033322627.1	XP_039301750.1, XP_039301749.1, XP_025986027.1, XP_025986025.2, XP_025986029.1, XP_025986030.1, XP_025986032.1, XP_025986033.1, XP_025986034.1, XP_025992614.1
OG0000234	XP_033322628.1	XP_011166748.1, XP_039301747.1, XP_011166749.1, XP_011166747.1, XP_011166745.1, XP_011166746.1
OG0000235	XP_033327679.1, XP_033327639.1	XP_039301746.1, XP_011176069.1, XP_011176072.1, XP_011176068.1
OG0000236	XP_033341648.1	XP_011164467.1
OG0000236	XP_033341647.1	XP_025993904.1
OG0000237	XP_033330926.1	XP_025992756.2
OG0000239	XP_033331997.1, XP_033331996.1, XP_033331995.1	XP_011164898.1, XP_011164905.1, XP_039315084.1, XP_039313572.1, XP_025986634.2, XP_025986633.2, XP_025986632.2
OG0000240	XP_033328502.1, XP_033332976.1, XP_033328457.1	XP_039315157.1, XP_011160092.3, XP_011160096.2, XP_011160089.1, XP_039309756.1, XP_011160938.2, XP_039309767.1, XP_039309764.1, XP_011160940.2, XP_039309765.1, XP_039309199.1, XP_039309198.1, XP_025992868.2, XP_025992871.2
OG0000241	XP_033334508.1, XP_033334500.1, XP_033334501.1, XP_033334502.1, XP_033334507.1, XP_033334506.1	XP_011175763.2
OG0000243	XP_033330955.1	XP_039301690.1, XP_039301691.1, XP_011170229.2, XP_039312287.1, XP_039312290.1, XP_011163953.1, XP_039304163.1, XP_011166868.1, XP_011166866.1, XP_011166867.2
OG0000244	XP_033335781.1, XP_033335780.1, XP_033335782.1	XP_039306518.1, XP_011175201.1, XP_011175202.1
OG0000245	XP_033323070.1	XP_011162616.1
OG0000246	XP_033331324.1, XP_033331325.1	XP_039302793.1, XP_039302661.1
OG0000247	XP_033324120.1	XP_011173011.1
OG0000248	XP_033342993.1	XP_025995392.1
OG0000249	XP_033324895.1	XP_039306219.1
OG0000249	XP_033324916.1, XP_033324906.1	XP_011156908.1, XP_011174006.1
OG0000250	XP_033331459.1	XP_011161725.1, XP_025995993.1, XP_025995992.1
OG0000250	XP_033325499.1, XP_033325504.1	XP_011156530.2
OG0000251	XP_033331476.1	XP_011157217.1
OG0000251	XP_033334440.1, XP_033330030.1, XP_033330031.1	XP_011175696.1
OG0000252	XP_033340169.1, XP_033340168.1, XP_033340167.1	XP_025997250.1
OG0000253	XP_033326834.1	XP_039309534.1
OG0000254	XP_033333235.1	XP_011166638.1
OG0000254	XP_033339944.1, XP_033327994.1	XP_011155529.1
OG0000255	XP_033334959.1	XP_039307633.1, XP_011165456.1, XP_011165455.1, XP_039307648.1, XP_039303212.1, XP_039301859.1, XP_039301860.1, XP_039304117.1, XP_039307649.1, XP_039301858.1, XP_011155980.2
OG0000255	XP_033332940.1	XP_011171007.1
OG0000256	XP_033341517.1	XP_011169053.1, XP_011169052.1
OG0000257	XP_033335911.1, XP_033335914.1, XP_033335912.1, XP_033335913.1	XP_039314679.1
OG0000257	XP_033335903.1	XP_039314645.1
OG0000258	XP_033342464.1	XP_025992647.1, XP_039303185.1, XP_039302453.1, XP_025996520.1, XP_025992648.1, XP_011164418.2
OG0000259	XP_033325263.1, XP_033325266.1, XP_033325265.1, XP_033325260.1, XP_033325261.1, XP_033325258.1, XP_033325259.1, XP_033325264.1	XP_039309679.1, XP_039309716.1, XP_039309721.1, XP_039309680.1, XP_039309686.1, XP_039309683.1, XP_039309708.1, XP_039309709.1, XP_039309696.1, XP_039309717.1, XP_039309719.1, XP_011170601.2, XP_039309643.1, XP_011170599.2, XP_039309710.1, XP_039309647.1, XP_039309631.1, XP_039309632.1, XP_011166100.3, XP_039309639.1, XP_039309641.1, XP_039309642.1, XP_039309689.1, XP_039309644.1, XP_039309703.1, XP_039309712.1, XP_039309711.1, XP_039309714.1, XP_039309713.1, XP_039309530.1, XP_039309678.1, XP_039309724.1, XP_025994309.2
OG0000260	XP_033342091.1, XP_033323053.1	XP_039302312.1
OG0000261	XP_033329797.1	XP_011163661.1, XP_039305380.1, XP_011163662.1
OG0000263	XP_033342453.1, XP_033342455.1, XP_033342456.1	XP_011170654.1, XP_011170655.1, XP_011170657.1, XP_011170656.1, XP_011170653.1
OG0000264	XP_033339250.1	XP_039306192.1
OG0000264	XP_033329580.1	XP_011165046.1
OG0000265	XP_033342102.1	XP_011163230.1, XP_011172089.2, XP_025991743.1
OG0000266	XP_033340749.1	XP_011163945.2
OG0000266	XP_033338173.1	XP_011167747.1
OG0000268	XP_033325300.1, XP_033325301.1	XP_011158225.1, XP_011158224.1
OG0000269	XP_033324455.1, XP_033324487.1, XP_033324472.1, XP_033324481.1, XP_033324463.1	XP_011176251.1, XP_011176253.1, XP_025987467.1, XP_025987468.1, XP_025987465.1, XP_025987466.1, XP_025987463.1, XP_025987464.1
OG0000270	XP_033332852.1, XP_033332853.1, XP_033332850.1, XP_033332967.1	XP_025992265.1
OG0000270	XP_033333269.1	XP_011166273.1
OG0000271	XP_033335191.1	NP_001291526.1, XP_025988373.1
OG0000271	XP_033322323.1	XP_011161787.2
OG0000272	XP_033334149.1	XP_025989138.1
OG0000272	XP_033323942.1, XP_033323944.1	XP_011157845.2
OG0000273	XP_033335472.1, XP_033335572.1, XP_033335541.1, XP_033335536.1, XP_033335548.1, XP_033335557.1, XP_033335563.1, XP_033335534.1	XP_011169097.2, XP_011169099.2, XP_025988447.2, XP_011169096.2
OG0000274	XP_033324310.1	XP_039314283.1, XP_039314280.1, XP_039314281.1, XP_025988766.1, XP_025988765.1, XP_025988767.1, XP_039314282.1
OG0000275	XP_033329977.1, XP_033329978.1	XP_039313032.1, XP_039313033.1, XP_039313034.1
OG0000276	XP_033322708.1	XP_025988816.1, XP_011164236.1
OG0000277	XP_033336084.1	XP_011157342.1
OG0000278	XP_033322809.1	XP_011164304.1, XP_011164305.1
OG0000279	XP_033323438.1	XP_025993822.1, XP_025993819.1, XP_025993821.1, XP_025993820.1, XP_039309319.1, XP_011164446.1, XP_039309318.1
OG0000281	XP_033322646.1	XP_011164399.1
OG0000281	XP_033324107.1	XP_011170774.2
OG0000281	XP_033324110.1	XP_011170785.2
OG0000283	XP_033331140.1, XP_033331139.1, XP_033331138.1, XP_033331136.1, XP_033331137.1	XP_039302806.1
OG0000284	XP_033331949.1	XP_025994994.1
OG0000284	XP_033340215.1, XP_033340029.1	XP_011161425.1
OG0000285	XP_033343077.1	XP_039311592.1, XP_011176371.1, XP_011176378.1, XP_011176361.1
OG0000286	XP_033335143.1, XP_033335144.1, XP_033335142.1, XP_033335145.1	XP_011158397.1, XP_011158395.1, XP_011158398.1, XP_025991394.1
OG0000287	XP_033340778.1	XP_011165803.1
OG0000287	XP_033340776.1	XP_011165802.1
OG0000288	XP_033321660.1	XP_011167249.2
OG0000288	XP_033328032.1	XP_039314771.1
OG0000289	XP_033322908.1, XP_033322907.1, XP_033322906.1, XP_033322909.1	XP_039313629.1, XP_039313627.1, XP_011166676.1, XP_025994274.1, XP_011166677.1, XP_011166680.1, XP_011166679.1
OG0000290	XP_033329555.1	XP_011170099.1
OG0000291	XP_033324774.1	XP_011165283.1
OG0000291	XP_033327296.1	XP_011175630.2
OG0000291	XP_033324775.1	XP_011165472.3
OG0000292	XP_033323730.1, XP_033339558.1	XP_039302767.1, XP_011157418.1, XP_025993038.1, XP_025993037.1, XP_025993036.1, XP_025993035.1, XP_039302766.1
OG0000292	XP_033330924.1	XP_011157423.1
OG0000293	XP_033322533.1, XP_033322534.1	XP_039305187.1
OG0000294	XP_033321567.1, XP_033321565.1	XP_039305591.1, XP_039305577.1, XP_039305938.1, XP_039305191.1
OG0000294	XP_033321571.1, XP_033321570.1	XP_039305522.1
OG0000295	XP_033321431.1, XP_033321430.1, XP_033321429.1	XP_011157721.3
OG0000296	XP_033322094.1, XP_033322095.1, XP_033322098.1, XP_033322097.1, XP_033322099.1, XP_033322100.1	XP_039313607.1
OG0000297	XP_033333032.1	XP_039312929.1
OG0000298	XP_033332751.1	XP_011163496.1, XP_039314927.1, XP_039314926.1, XP_011163495.1
OG0000299	XP_033341864.1, XP_033341872.1	XP_011168755.2, XP_039308295.1, XP_011168756.2
OG0000301	XP_033338889.1	XP_011170516.1, XP_039304166.1
OG0000301	XP_033324485.1	XP_011156580.1
OG0000302	XP_033325932.1	XP_039311789.1
OG0000303	XP_033334839.1	XP_039312848.1
OG0000303	XP_033335129.1	XP_039302513.1
OG0000304	XP_033330323.1, XP_033330324.1	XP_039302604.1, XP_011175853.1
OG0000305	XP_033333019.1, XP_033333018.1	XP_011161793.1
OG0000305	XP_033328812.1, XP_033328682.1, XP_033328681.1, XP_033328680.1	XP_011165476.2
OG0000306	XP_033323837.1, XP_033323835.1, XP_033323834.1	XP_025988786.1, XP_011170424.1, XP_039314289.1
OG0000307	XP_033338592.1, XP_033338590.1, XP_033338593.1, XP_033338594.1, XP_033338591.1, XP_033338595.1, XP_033338596.1, XP_033338597.1	XP_039315186.1, XP_039309355.1, XP_039315188.1, XP_039315187.1, XP_039309356.1, XP_039309357.1
OG0000308	XP_033339580.1	XP_025990312.1, XP_039306101.1, XP_025990313.1, XP_039306095.1, XP_039306092.1, XP_039306103.1
OG0000309	XP_033335528.1, XP_033335529.1, XP_033335530.1, XP_033335531.1	XP_039314088.1, XP_025995008.1, XP_025995007.1, XP_025995009.1
OG0000310	XP_033334256.1	XP_011158546.1, XP_011158544.1, XP_039302548.1, XP_039302551.1, XP_039302550.1, XP_039302549.1, XP_039302552.1, XP_039302553.1
OG0000311	XP_033337519.1	XP_025991643.1, XP_011161322.1, XP_039314394.1, XP_039301666.1, XP_039301665.1, XP_011162412.2, XP_039308731.1, XP_011161325.1, XP_039306127.1, XP_025997312.1, XP_011175170.1, XP_039306544.1, XP_039306543.1, XP_011175275.1, XP_039306140.1, XP_039306124.1, XP_039306125.1, XP_039306123.1, XP_039306134.1, XP_039306133.1, XP_039306137.1, XP_039315137.1
OG0000312	XP_033333350.1, XP_033333343.1, XP_033333334.1	XP_011173333.1
OG0000313	XP_033337549.1	XP_011175815.1
OG0000315	XP_033333990.1	XP_011156600.1, XP_011167657.2, XP_011167650.2, XP_011167653.1, XP_039312601.1, XP_011167658.1, XP_011167651.2, XP_011167652.1, XP_011167649.1
OG0000316	XP_033325064.1	XP_011165933.1
OG0000316	XP_033338014.1	XP_025989686.2
OG0000317	XP_033342872.1	XP_025995413.2, XP_039313826.1, XP_011162316.2, XP_011162315.2, XP_025995412.2
OG0000318	XP_033326372.1	XP_011176294.1
OG0000319	XP_033342398.1	XP_011169063.1, XP_011169064.1, XP_011169065.1
OG0000320	XP_033336473.1	XP_011157059.2, XP_011159342.1, XP_011159343.1, XP_011159341.1, XP_039304572.1
OG0000321	XP_033330361.1, XP_033330369.1	XP_011172456.1, XP_011172453.1, XP_039314100.1
OG0000322	XP_033331478.1	XP_011157229.1, XP_011157228.1
OG0000323	XP_033334479.1	XP_011162498.1, XP_039310186.1, XP_039310184.1, XP_039310185.1
OG0000324	XP_033326486.1, XP_033326464.1	XP_039304925.1, XP_039304936.1
OG0000324	XP_033327142.1	XP_011168296.2
OG0000325	XP_033333702.1, XP_033333701.1, XP_033333700.1	XP_025995957.2
OG0000326	XP_033338031.1, XP_033338510.1	XP_011155856.1, XP_025991274.1, XP_025991272.1, XP_025991273.1
OG0000327	XP_033334453.1	XP_025990794.1
OG0000327	XP_033334451.1, XP_033334444.1	XP_025990791.2, XP_039306899.1, XP_025990793.1
OG0000329	XP_033335407.1	XP_011174933.2, XP_011174925.1
OG0000330	XP_033324521.1, XP_033324514.1, XP_033324513.1, XP_033324438.1, XP_033324520.1	XP_011164096.1
OG0000330	XP_033333717.1	XP_025989792.2, XP_011160312.2
OG0000332	XP_033339359.1, XP_033339360.1, XP_033339358.1, XP_033339357.1, XP_033339361.1	XP_011173375.1, XP_011173377.1, XP_039305807.1
OG0000333	XP_033337087.1, XP_033329805.1, XP_033329801.1, XP_033329802.1, XP_033329803.1, XP_033329804.1, XP_033341698.1	XP_039305276.1, XP_039305277.1
OG0000334	XP_033325774.1, XP_033325772.1, XP_033325773.1, XP_033325771.1, XP_033325770.1	XP_039308455.1, XP_039308454.1, XP_039306966.1, XP_039308429.1
OG0000335	XP_033332464.1, XP_033332465.1	XP_011157762.1
OG0000336	XP_033337673.1	XP_011164875.1, XP_011164877.1
OG0000336	XP_033331264.1	XP_025987058.2
OG0000337	XP_033342461.1, XP_033342457.1	XP_011173365.2
OG0000338	XP_033331225.1	XP_011171807.1
OG0000338	XP_033324257.1	XP_011170750.1
OG0000339	XP_033325334.1, XP_033339228.1, XP_033339229.1	XP_011166134.1
OG0000339	XP_033327360.1	XP_011176133.1
OG0000340	XP_033341852.1	XP_025996699.2
OG0000341	XP_033321344.1, XP_033321342.1, XP_033321343.1	XP_011160367.1
OG0000342	XP_033342494.1, XP_033342493.1	XP_025992367.1
OG0000342	XP_033342255.1	XP_025986147.2
OG0000344	XP_033326206.1	XP_011171384.2, XP_011171383.2, XP_039306999.1
OG0000345	XP_033321632.1, XP_033321633.1	XP_011159940.2, XP_039311426.1, XP_011159942.2, XP_011159941.2
OG0000347	XP_033330462.1, XP_033330463.1, XP_033330464.1	XP_039311376.1
OG0000348	XP_033341999.1	XP_025991268.1, XP_025991269.1, XP_039310127.1
OG0000349	XP_033335477.1, XP_033335476.1	XP_039313919.1, XP_039313920.1, XP_039313917.1, XP_039313918.1, XP_039313921.1, XP_039313922.1
OG0000350	XP_033334792.1, XP_033334791.1, XP_033334793.1	XP_039308116.1, XP_039308118.1, XP_039308117.1, XP_039308119.1, XP_011159774.1, XP_011159775.1
OG0000351	XP_033321872.1	XP_011175689.2, XP_039313432.1, XP_039313431.1, XP_039313430.1, XP_039313429.1
OG0000352	XP_033337368.1, XP_033337357.1, XP_033337377.1	XP_011167136.1
OG0000353	XP_033322822.1	XP_039307921.1
OG0000353	XP_033341245.1, XP_033341243.1	XP_011173575.3, XP_011173574.2, XP_011173573.2, XP_039312123.1, XP_039312104.1, XP_039312126.1, XP_039312124.1, XP_039312112.1, XP_039312100.1, XP_039312109.1, XP_039312081.1, XP_039312082.1, XP_011163168.3, XP_025994642.2, XP_039307775.1, XP_039307925.1, XP_039307764.1, XP_011156980.3, XP_039307747.1, XP_039307748.1, XP_025989890.2, XP_039307922.1, XP_039307923.1, XP_039307746.1, XP_025989905.2, XP_039307776.1, XP_039307777.1, XP_011156955.3, XP_039307745.1, XP_039307324.1, XP_039307325.1, XP_039307323.1, XP_025989883.2, XP_011156957.3, XP_039307320.1, XP_039307329.1, XP_039307335.1, XP_039307334.1, XP_025989887.2, XP_039307328.1, XP_039307315.1
OG0000356	XP_033327806.1	XP_039310530.1
OG0000357	XP_033335853.1, XP_033335854.1, XP_033335851.1, XP_033335852.1	XP_039307123.1
OG0000358	XP_033331922.1, XP_033331923.1, XP_033331924.1	XP_011168327.1, XP_011168326.1
OG0000360	XP_033322281.1, XP_033322282.1, XP_033322285.1, XP_033322286.1, XP_033322283.1, XP_033322284.1	XP_011159166.1, XP_011159170.1, XP_011159171.1, XP_011159172.1, XP_039311705.1, XP_011159167.1
OG0000361	XP_033341565.1	XP_025988581.1
OG0000362	XP_033340390.1	XP_011164453.2
OG0000362	XP_033340391.1, XP_033339880.1	XP_025995044.1
OG0000363	XP_033323986.1	XP_011175928.2
OG0000363	XP_033329962.1	XP_025985928.1
OG0000364	XP_033324355.1, XP_033324358.1, XP_033324357.1	XP_039304986.1, XP_039304985.1, XP_025995086.1, XP_025995085.1, XP_025995084.1, XP_025995083.1
