Orthogroup	Megalopta_genalis	Bombyx_mori
OG0000218	XP_033324698.1, XP_033324701.1, XP_033324699.1, XP_033324700.1, XP_033324694.1, XP_033324693.1, XP_033324696.1, XP_033324695.1	XP_004930688.1
OG0000219	XP_033341813.1, XP_033341838.1, XP_033341823.1, XP_033341832.1, XP_033341847.1	XP_004931785.1
OG0000221	XP_033341189.1	XP_037867521.1, XP_021207573.1, XP_021207493.1, XP_004922691.2, XP_012551723.1, XP_012551720.1, XP_004922638.1, XP_037871234.1, XP_037877580.1, XP_037872846.1, XP_037877505.1, XP_037872849.1, XP_037872848.1, XP_037877503.1, XP_037877504.1, XP_037877506.1, XP_037877501.1, XP_037877502.1, XP_037872850.1, XP_037877579.1, XP_037877510.1, XP_037877561.1, XP_037877562.1
OG0000223	XP_033321135.1, XP_033336081.1	NP_001037450.1, NP_001128672.1, XP_012550372.1, NP_001036840.1
OG0000225	XP_033327125.1, XP_033327126.1, XP_033326964.1	NP_001040252.1
OG0000226	XP_033333963.1, XP_033334005.1	NP_001127711.1, XP_021204237.1
OG0000226	XP_033334386.1, XP_033334377.1	XP_037873831.1, NP_001127712.1
OG0000227	XP_033335345.1, XP_033335343.1, XP_033335344.1, XP_033335341.1, XP_033335342.1	XP_012550182.2, XP_004931163.3, XP_012550180.2
OG0000228	XP_033323173.1	XP_037874874.1
OG0000229	XP_033329851.1, XP_033329859.1	XP_004928517.1, XP_012547831.1
OG0000230	XP_033334946.1, XP_033332064.1, XP_033332065.1	XP_021208331.1, XP_004933333.1
OG0000231	XP_033341044.1, XP_033341042.1, XP_033341032.1, XP_033341037.1, XP_033341036.1, XP_033341034.1, XP_033341041.1, XP_033341039.1, XP_033341043.1, XP_033341035.1, XP_033341033.1, XP_033341038.1	XP_037871854.1, XP_037877315.1
OG0000232	XP_033336594.1	XP_012546482.1, NP_001040472.1
OG0000233	XP_033328835.1, XP_033330123.1	XP_004928912.1, XP_004928913.2
OG0000235	XP_033327679.1, XP_033327639.1	XP_037877778.1, XP_012548383.2, XP_037877767.1, XP_037877779.1
OG0000236	XP_033341648.1	NP_001036882.1, XP_037871515.1, XP_037871704.1, XP_021205252.2
OG0000237	XP_033330897.1	XP_004931804.1
OG0000237	XP_033330926.1	XP_037875185.1
OG0000241	XP_033322650.1, XP_033322611.1, XP_033334508.1, XP_033334500.1, XP_033334501.1, XP_033334502.1, XP_033334507.1, XP_033334506.1	XP_012547063.1, XP_004926042.1, XP_037873319.1, XP_012546361.1, XP_004929513.1, XP_004929472.2
OG0000244	XP_033335781.1, XP_033335780.1, XP_033335782.1	XP_021202524.1
OG0000245	XP_033323070.1	NP_001037534.1, XP_037872283.1, XP_012548212.3, NP_001037335.1, XP_037872125.1
OG0000246	XP_033331324.1, XP_033331325.1	XP_004931016.1
OG0000247	XP_033324120.1	XP_021207883.2, XP_037873736.1
OG0000248	XP_033342993.1	XP_021203484.2, XP_037872942.1
OG0000249	XP_033324895.1, XP_033324916.1, XP_033324906.1	NP_001138804.1, XP_012545064.1
OG0000249	XP_033325592.1, XP_033325604.1, XP_033324884.1	NP_001040143.1
OG0000250	XP_033331459.1, XP_033325499.1, XP_033325504.1	XP_021206228.1, XP_004930144.1
OG0000251	XP_033331476.1, XP_033334440.1, XP_033330030.1, XP_033330031.1	XP_021206899.1, NP_001108066.1
OG0000252	XP_033340169.1, XP_033340168.1, XP_033340167.1	NP_001104796.1
OG0000253	XP_033327704.1	XP_021208580.1, NP_001037287.1
OG0000253	XP_033326834.1	NP_001037285.1
OG0000254	XP_033333235.1	XP_004921802.3
OG0000254	XP_033339944.1, XP_033327994.1	XP_004924523.1, XP_037876397.1
OG0000255	XP_033334959.1	XP_012543911.1, XP_012543887.2
OG0000255	XP_033332940.1	XP_004923881.1
OG0000256	XP_033341517.1	NP_001093298.1, XP_037870495.1
OG0000257	XP_033335911.1, XP_033335914.1, XP_033335912.1, XP_033335913.1	XP_012551257.1, XP_012551255.1
OG0000257	XP_033335903.1	XP_004932600.1
OG0000258	XP_033342464.1	NP_001159622.2, NP_001106744.1, XP_012551170.1
OG0000259	XP_033325263.1, XP_033325266.1, XP_033325265.1, XP_033325260.1, XP_033325261.1, XP_033325258.1, XP_033325259.1, XP_033325264.1	XP_012548404.1
OG0000260	XP_033342091.1	XP_004929696.2
OG0000261	XP_033329797.1	XP_004922950.1, NP_001303996.1
OG0000263	XP_033342453.1, XP_033342455.1, XP_033342456.1	XP_012549376.1, NP_001040274.1
OG0000264	XP_033339250.1	NP_001037358.2
OG0000264	XP_033329580.1	XP_037875045.1, NP_001037084.1
OG0000266	XP_033340749.1	NP_001040464.1
OG0000266	XP_033338173.1	XP_012544346.1, NP_001037083.1
OG0000268	XP_033325300.1, XP_033325301.1	XP_021204157.1
OG0000269	XP_033324455.1, XP_033324487.1, XP_033324472.1, XP_033324481.1, XP_033324463.1	XP_004924161.2
OG0000270	XP_033333269.1	NP_001171666.1
OG0000271	XP_033335191.1	XP_037870196.1, NP_001036913.1, XP_021203229.1, NP_001036977.1
OG0000272	XP_033334149.1	NP_001091830.1, XP_037866711.1
OG0000272	XP_033323942.1, XP_033323944.1	NP_001166818.1, XP_012549099.1
OG0000274	XP_033324105.1, XP_033324106.1	XP_037866704.1
OG0000274	XP_033324310.1	XP_021202962.1, XP_021202959.1
OG0000275	XP_033329977.1, XP_033329978.1	XP_004924792.1
OG0000277	XP_033336084.1	XP_012544880.1, XP_021202885.1, XP_004924999.1
OG0000278	XP_033322809.1	XP_021207737.1
OG0000279	XP_033323438.1	NP_001296510.1, XP_037868174.1, NP_001037502.1
OG0000280	XP_033342857.1	XP_012553292.2
OG0000281	XP_033322646.1	XP_004922768.2
OG0000282	XP_033339838.1	XP_021203480.1
OG0000283	XP_033331140.1, XP_033331139.1, XP_033331138.1, XP_033331136.1, XP_033331137.1	XP_037877071.1, XP_037877070.1, XP_037877069.1
OG0000284	XP_033331949.1	NP_001037072.1
OG0000284	XP_033323843.1, XP_033340215.1, XP_033340029.1	NP_001296499.1, XP_004932842.1
OG0000285	XP_033343077.1	XP_037874172.1
OG0000286	XP_033335143.1, XP_033335144.1, XP_033335142.1, XP_033335145.1	XP_004929167.1
OG0000287	XP_033340778.1	XP_004922091.1
OG0000287	XP_033340776.1	XP_004922588.1
OG0000288	XP_033321660.1	XP_021201951.2
OG0000288	XP_033328032.1	XP_037868251.1
OG0000289	XP_033322908.1, XP_033322907.1, XP_033322906.1, XP_033322909.1	XP_004925540.2
OG0000292	XP_033330924.1	XP_037874428.1, XP_021206479.1
OG0000293	XP_033322533.1, XP_033322534.1	XP_004929231.1
OG0000295	XP_033321431.1, XP_033321430.1, XP_033321429.1	NP_001037538.1
OG0000296	XP_033322094.1, XP_033322095.1, XP_033322098.1, XP_033322097.1, XP_033322099.1, XP_033322100.1	NP_001093088.1
OG0000297	XP_033333032.1	XP_037872464.1
OG0000298	XP_033332751.1	XP_037876134.1
OG0000299	XP_033341864.1, XP_033341872.1	XP_004931769.1
OG0000301	XP_033338889.1	NP_001106223.1
OG0000301	XP_033324485.1	XP_037870660.1, NP_001296467.1, XP_037870645.1, NP_001106221.1, XP_037870730.1
OG0000302	XP_033325932.1	XP_012548543.1, NP_001036995.2
OG0000303	XP_033324369.1	XP_004922660.1
OG0000303	XP_033334839.1, XP_033335129.1	XP_004933180.1
OG0000304	XP_033330323.1, XP_033330324.1	XP_012551807.1
OG0000305	XP_033333019.1, XP_033333018.1	XP_037867702.1
OG0000306	XP_033323837.1, XP_033323835.1, XP_033323834.1	XP_037876226.1, XP_012545475.3, XP_037876227.1
OG0000307	XP_033338592.1, XP_033338590.1, XP_033338593.1, XP_033338594.1, XP_033338591.1, XP_033338595.1, XP_033338596.1, XP_033338597.1	XP_021205396.1
OG0000308	XP_033339580.1	XP_021205271.1, XP_004928518.1
OG0000309	XP_033335528.1, XP_033335529.1, XP_033335530.1, XP_033335531.1	XP_037874917.1, XP_012544599.1
OG0000310	XP_033334256.1	XP_004922674.1, XP_037871399.1, XP_021207827.1, XP_021207825.1, XP_037871233.1, XP_021207822.1, XP_021207824.1, XP_021207818.1
OG0000311	XP_033337519.1	NP_001093301.1, NP_001036889.1
OG0000312	XP_033333350.1, XP_033333343.1, XP_033333334.1	NP_001040189.1, XP_004923642.1
OG0000313	XP_033337549.1	XP_037867942.1, XP_004931346.1, XP_004930719.1, XP_004930720.1, XP_004930722.1, XP_004930721.1, XP_004930724.1, XP_004930716.1
OG0000315	XP_033333990.1	XP_037867576.1
OG0000316	XP_033325064.1	XP_012546125.1, NP_001166631.1
OG0000316	XP_033338014.1	NP_001166632.1
OG0000317	XP_033342872.1	XP_037867855.1, XP_037867856.1
OG0000318	XP_033326372.1	XP_037871308.1
OG0000319	XP_033342398.1	XP_004930032.1
OG0000320	XP_033336473.1	XP_012545276.1, NP_001098066.2
OG0000321	XP_033330361.1, XP_033330369.1	XP_021202661.1, XP_004924713.2
OG0000322	XP_033331478.1	XP_037873232.1, XP_037873234.1
OG0000323	XP_033334479.1	XP_012548839.3, XP_037874398.1
OG0000324	XP_033327142.1	XP_037876704.1
OG0000325	XP_033333702.1, XP_033333701.1, XP_033333700.1	XP_021203813.1, XP_004926421.2
OG0000326	XP_033338031.1, XP_033338510.1	XP_004928341.1, XP_004928446.1, XP_012545326.1, XP_012545315.1, XP_021203283.2, XP_012545324.2
OG0000327	XP_033334453.1, XP_033334451.1, XP_033334444.1	XP_021208093.2
OG0000329	XP_033335407.1	XP_037871902.1, XP_021206656.1, XP_037875458.1, XP_004932030.3, XP_021207809.2
OG0000332	XP_033339359.1, XP_033339360.1, XP_033339358.1, XP_033339357.1, XP_033339361.1	XP_004926237.1
OG0000333	XP_033337087.1, XP_033329805.1, XP_033329801.1, XP_033329802.1, XP_033329803.1, XP_033329804.1, XP_033341698.1	NP_001274771.1, XP_004925570.1
OG0000334	XP_033325774.1, XP_033325772.1, XP_033325773.1, XP_033325771.1, XP_033325770.1	XP_012548494.3
OG0000335	XP_033335567.1, XP_033332464.1, XP_033332465.1	XP_037867290.1, NP_001091841.1
OG0000336	XP_033337673.1, XP_033331264.1	XP_004922260.1
OG0000337	XP_033342461.1, XP_033342457.1	XP_037869275.1, XP_037869270.1
OG0000338	XP_033331225.1	XP_012550935.1
OG0000338	XP_033324257.1	XP_012550857.1, NP_001243932.1
OG0000339	XP_033325334.1, XP_033339228.1, XP_033339229.1	NP_001106217.1
OG0000339	XP_033327360.1	NP_001037376.1, XP_012549898.1
OG0000340	XP_033341852.1	NP_001036910.1, XP_037876898.1, XP_037877212.1
OG0000340	XP_033323924.1, XP_033323925.1	NP_001037458.1
OG0000341	XP_033321344.1, XP_033321342.1, XP_033321343.1	XP_004929139.1, XP_012548430.1, XP_004929140.1
OG0000342	XP_033342494.1, XP_033342493.1	NP_001116809.1
OG0000342	XP_033342255.1	XP_004932270.2
OG0000344	XP_033326206.1	XP_037877717.1
OG0000345	XP_033321632.1, XP_033321633.1	NP_001243988.1
OG0000346	XP_033323532.1	XP_037877324.1
OG0000347	XP_033330462.1, XP_033330463.1, XP_033330464.1	XP_021202995.1
OG0000348	XP_033341999.1	NP_001243674.1, XP_004933388.2
OG0000349	XP_033335477.1, XP_033335476.1	XP_004924752.1
OG0000350	XP_033334792.1, XP_033334791.1, XP_033334793.1	XP_004924816.1
OG0000351	XP_033321872.1	XP_004930400.2, XP_021206282.2, XP_004930150.2, XP_012549333.1, NP_001037002.1, XP_012551199.2
OG0000356	XP_033327806.1, XP_033327931.1	XP_021204926.1, NP_001140185.1, XP_037873010.1, XP_037873052.1, XP_004928236.2
OG0000357	XP_033335853.1, XP_033335854.1, XP_033335851.1, XP_033335852.1	XP_037875620.1, XP_037875619.1
OG0000358	XP_033331922.1, XP_033331923.1, XP_033331924.1	XP_004929861.1, XP_012549059.1
OG0000360	XP_033322281.1, XP_033322282.1, XP_033322285.1, XP_033322286.1, XP_033322283.1, XP_033322284.1	XP_004925207.2
OG0000361	XP_033341565.1	XP_004932398.1, XP_004932402.1, XP_004932401.1, XP_004932403.1, XP_021207706.1, XP_021207741.1, XP_012551187.1, XP_004932400.1, XP_004932404.1
OG0000363	XP_033323986.1	NP_001166627.1
OG0000363	XP_033329962.1	NP_001036950.1, NP_001036951.1
OG0000364	XP_033324355.1, XP_033324358.1, XP_033324357.1	XP_012545855.2, NP_001036990.1
OG0000365	XP_033324466.1, XP_033324465.1, XP_033324464.1	XP_004931576.1
OG0000366	XP_033324748.1, XP_033324745.1, XP_033324753.1	XP_037868836.1, XP_037868853.1
OG0000367	XP_033325763.1	XP_004931037.1
OG0000368	XP_033338295.1	NP_001296504.1
OG0000369	XP_033324659.1, XP_033324658.1, XP_033328412.1	XP_021205545.1
OG0000370	XP_033334080.1	NP_001037368.1, XP_037867324.1, XP_021206506.2
OG0000370	XP_033333961.1	XP_037867682.1, XP_004923586.2
OG0000371	XP_033324702.1	XP_021206677.1
OG0000372	XP_033341826.1, XP_033342202.1	XP_004927647.1
OG0000375	XP_033340438.1, XP_033340435.1, XP_033340437.1, XP_033340436.1	XP_004932094.1
OG0000377	XP_033340052.1	XP_021204843.1, XP_037877759.1
OG0000377	XP_033334283.1, XP_033334282.1	NP_001093303.1
OG0000378	XP_033331059.1	NP_001128361.1, XP_012548744.1
OG0000379	XP_033327134.1	XP_012548112.2, XP_037872167.1, XP_037872168.1
OG0000380	XP_033325213.1, XP_033325212.1	XP_004929190.1
OG0000381	XP_033333404.1	XP_037873154.1
OG0000381	XP_033341763.1	NP_001040480.1
OG0000382	XP_033330424.1, XP_033336938.1	XP_004926637.1
OG0000383	XP_033326692.1, XP_033331288.1	XP_004924167.1
OG0000385	XP_033339858.1, XP_033326784.1, XP_033326778.1, XP_033326780.1, XP_033322795.1	XP_021209212.1, XP_021209213.1, XP_004923323.1, XP_012553076.1
OG0000386	XP_033330592.1, XP_033330589.1, XP_033330588.1	XP_004922882.1
OG0000388	XP_033337333.1	NP_001037022.1
OG0000388	XP_033342462.1	NP_001037023.1
OG0000389	XP_033328963.1, XP_033328964.1, XP_033328962.1, XP_033340021.1	XP_004932710.1, XP_021207907.1
OG0000390	XP_033333470.1, XP_033333336.1, XP_033333337.1	XP_021203616.1, XP_037877297.1, XP_037877296.1
OG0000391	XP_033341964.1, XP_033341961.1, XP_033341963.1, XP_033341962.1	XP_037874402.1
OG0000392	XP_033331198.1	XP_037869586.1
OG0000394	XP_033329400.1	XP_037872446.1
OG0000395	XP_033333739.1, XP_033333737.1, XP_033328128.1	XP_004925794.1
OG0000396	XP_033340552.1, XP_033340553.1, XP_033337877.1	XP_037871983.1, XP_021209044.1, XP_037872017.1, XP_037872022.1
OG0000397	XP_033331799.1, XP_033331803.1, XP_033331800.1, XP_033331802.1, XP_033331801.1, XP_033331798.1	XP_012547260.2, XP_004927925.2
OG0000398	XP_033339584.1, XP_033339585.1	XP_012549270.1
OG0000399	XP_033337545.1	XP_037869246.1
OG0000401	XP_033323822.1, XP_033323821.1, XP_033323823.1, XP_033323824.1	XP_012553127.1
OG0000403	XP_033341474.1, XP_033341487.1, XP_033341483.1, XP_033341477.1	XP_037866587.1, XP_037866592.1
OG0000405	XP_033331406.1	NP_001040392.1
OG0000405	XP_033340878.1	XP_037873435.1
OG0000406	XP_033326903.1	XP_004929643.2
OG0000406	XP_033326905.1	XP_004925045.1
OG0000408	XP_033340149.1	XP_004932927.1
OG0000408	XP_033328629.1	XP_004931561.1
OG0000409	XP_033326835.1	XP_004924677.1
OG0000410	XP_033326694.1	XP_012553301.2
OG0000411	XP_033328282.1, XP_033328283.1	XP_004923311.1
OG0000411	XP_033340163.1, XP_033340162.1, XP_033340164.1	XP_004933193.1
OG0000412	XP_033335682.1, XP_033334185.1	XP_012550723.1
OG0000413	XP_033341233.1	XP_021205027.1, XP_012547653.1, XP_004928420.1, XP_012547656.1, XP_012547655.1, XP_037873149.1
OG0000414	XP_033333138.1	XP_021206944.1
OG0000414	XP_033332848.1	XP_004926609.1
OG0000415	XP_033338123.1, XP_033338121.1, XP_033338120.1, XP_033338119.1, XP_033338118.1, XP_033338124.1	XP_004923559.1
OG0000416	XP_033328960.1, XP_033329936.1, XP_033329943.1	XP_037868006.1
OG0000417	XP_033332360.1	XP_021207012.2
OG0000417	XP_033340803.1	XP_004922341.3, XP_004922254.1
OG0000418	XP_033326354.1	XP_012545692.2
OG0000418	XP_033320820.1	XP_037867828.1, XP_037869401.1, XP_037869402.1, XP_012549539.1, XP_012549538.1, XP_037869400.1
OG0000419	XP_033323941.1	XP_004921625.1
OG0000420	XP_033337078.1	XP_037875242.1
OG0000420	XP_033337385.1	XP_004929927.1
OG0000421	XP_033326257.1, XP_033326283.1	XP_037871236.1
OG0000422	XP_033324136.1, XP_033324135.1	XP_004928016.1
OG0000423	XP_033338056.1, XP_033338096.1	XP_004922982.1
OG0000425	XP_033325468.1, XP_033325469.1, XP_033325470.1	XP_004931496.2
OG0000426	XP_033333225.1, XP_033333222.1, XP_033333223.1, XP_033333221.1, XP_033333226.1	XP_004926893.2, XP_037872271.1
OG0000427	XP_033341724.1, XP_033331808.1	XP_004931505.3
OG0000427	XP_033337247.1	XP_004921827.1
OG0000428	XP_033321321.1	NP_001127722.1, XP_021206900.2
OG0000428	XP_033324548.1	NP_001127749.1, NP_001127748.1
OG0000429	XP_033324519.1, XP_033324510.1, XP_033324524.1, XP_033324531.1, XP_033324539.1	XP_004921819.1
OG0000430	XP_033321267.1, XP_033328948.1, XP_033328949.1, XP_033340094.1, XP_033340095.1	XP_004931599.1
OG0000431	XP_033337768.1	XP_037873083.1, XP_037873009.1, NP_001103811.1, NP_001103812.1, XP_037873325.1, XP_012545633.1, XP_037873272.1, XP_037873186.1, XP_012547694.2
OG0000432	XP_033332572.1, XP_033332573.1, XP_033332575.1, XP_033332574.1	XP_004927792.1
OG0000433	XP_033325715.1	XP_004927325.1
OG0000433	XP_033330252.1	XP_037872506.1, XP_021205512.1, XP_004929039.1, XP_037872365.1, XP_004929034.3, XP_012548107.2, XP_004929036.2, XP_004929033.3, XP_037872460.1, XP_004928835.1
OG0000434	XP_033326415.1, XP_033326414.1	XP_021207352.2, XP_004931859.2, XP_012550618.1, XP_012550619.1
OG0000436	XP_033337321.1	XP_012544653.1, NP_001157382.1
OG0000436	XP_033337326.1	XP_037874773.1
OG0000437	XP_033331313.1, XP_033331312.1	XP_004925471.1, XP_037875367.1
OG0000438	XP_033324097.1, XP_033339198.1	XP_021209231.1
OG0000439	XP_033332150.1	XP_004922987.1
OG0000440	XP_033334735.1, XP_033334733.1	XP_004931128.1, XP_004931129.1
OG0000442	XP_033339025.1	XP_012552268.1, XP_037869304.1, XP_037869303.1
OG0000443	XP_033331891.1, XP_033331890.1, XP_033331889.1	NP_001243917.1, XP_037875534.1
OG0000444	XP_033342393.1	NP_001296486.1
OG0000445	XP_033331384.1	XP_037877659.1, NP_001103810.2
OG0000445	XP_033331385.1	XP_037866540.1
OG0000446	XP_033322264.1, XP_033322265.1, XP_033322267.1, XP_033322266.1, XP_033322263.1	XP_021205750.2
OG0000447	XP_033330353.1, XP_033330352.1, XP_033330351.1, XP_033330350.1, XP_033330349.1, XP_033330348.1	XP_037869965.1, XP_037870004.1
OG0000448	XP_033324622.1	XP_004928171.1
OG0000449	XP_033342964.1, XP_033342965.1, XP_033342969.1, XP_033342968.1, XP_033342966.1	XP_004927641.1, XP_004927639.1, XP_004927640.1
OG0000450	XP_033339044.1, XP_033339054.1	XP_004924638.1, XP_012544520.1
OG0000451	XP_033332904.1, XP_033332902.1, XP_033332901.1, XP_033332900.1, XP_033332896.1, XP_033332898.1, XP_033332899.1, XP_033332906.1, XP_033332905.1	XP_021207060.1
OG0000452	XP_033334868.1	XP_004923659.2, XP_012553421.2
OG0000453	XP_033336214.1, XP_033336213.1	NP_001171330.1, XP_012551816.1
OG0000454	XP_033330005.1, XP_033330008.1, XP_033330009.1, XP_033330006.1, XP_033330007.1, XP_033330004.1	XP_012543973.2, XP_037875666.1
OG0000455	XP_033334134.1	NP_001266428.1, XP_021206172.1
OG0000456	XP_033330146.1, XP_033330137.1	XP_004934093.4
OG0000457	XP_033335430.1	NP_001127746.1, NP_001127724.1, XP_037874602.1
OG0000458	XP_033328637.1, XP_033328638.1, XP_033328636.1	NP_001037412.2, XP_012552878.1
OG0000459	XP_033325805.1, XP_033325806.1, XP_033325807.1	XP_004930201.1
OG0000460	XP_033341286.1	XP_004929869.1
OG0000460	XP_033341288.1	XP_004929870.2
OG0000461	XP_033332022.1	XP_012545235.1
OG0000462	XP_033341672.1	XP_012545975.1
OG0000463	XP_033341359.1	XP_021202662.2, XP_012544580.2, XP_004924386.1
OG0000464	XP_033328780.1	XP_012544414.3
OG0000465	XP_033327190.1	XP_004925185.1
OG0000466	XP_033329584.1, XP_033329585.1	XP_037870170.1, NP_001139705.1
OG0000468	XP_033324601.1	XP_037876797.1
OG0000469	XP_033329737.1	XP_037870187.1, NP_001296505.1
OG0000471	XP_033339218.1	XP_012544171.1, NP_001037117.1
OG0000475	XP_033321264.1, XP_033321270.1	XP_004922754.1, XP_004922755.1, XP_012551854.1, XP_004922749.1
OG0000476	XP_033336742.1	XP_037870557.1, XP_004929488.4, XP_037868953.1, XP_004933576.1, XP_037870551.1, XP_037870496.1, NP_001036901.1, XP_037870195.1
OG0000477	XP_033328757.1	NP_001036999.1
OG0000478	XP_033320817.1	XP_004931958.1
OG0000479	XP_033342911.1, XP_033342910.1, XP_033342909.1, XP_033342913.1, XP_033342912.1	XP_037869129.1
OG0000482	XP_033328862.1	XP_037866530.1
OG0000483	XP_033341123.1	NP_001171913.1, XP_037872550.1
OG0000484	XP_033340160.1, XP_033340166.1	XP_037876600.1
OG0000485	XP_033323497.1, XP_033323494.1, XP_033323495.1, XP_033323496.1	NP_001040249.1
OG0000486	XP_033328473.1	XP_012552150.2
OG0000487	XP_033331132.1, XP_033331134.1	XP_012546459.2
OG0000488	XP_033324532.1	XP_004930709.1
OG0000489	XP_033339645.1, XP_033339644.1, XP_033339641.1, XP_033339642.1, XP_033339646.1	XP_004929626.1, XP_021205905.1, XP_004929625.1
OG0000490	XP_033342588.1, XP_033342589.1, XP_033342586.1, XP_033342587.1, XP_033342595.1, XP_033342594.1, XP_033342593.1, XP_033342590.1	XP_004921592.1
OG0000491	XP_033323235.1, XP_033323237.1	XP_037877644.1, NP_001191409.1
OG0000492	XP_033331284.1	XP_004932172.1, XP_012550996.1
OG0000493	XP_033325441.1	XP_004924646.1
OG0000494	XP_033334484.1	XP_021205852.2
OG0000497	XP_033325459.1	XP_004925703.1
OG0000497	XP_033324151.1	XP_037877112.1
OG0000498	XP_033330331.1	XP_012550720.2, NP_001037654.1
OG0000500	XP_033331065.1, XP_033331064.1, XP_033331066.1, XP_033331067.1	XP_021205906.2
OG0000501	XP_033330095.1, XP_033330102.1	XP_021207070.1
OG0000501	XP_033330020.1	NP_001036830.1
OG0000502	XP_033321904.1, XP_033321903.1	XP_004924879.2
OG0000504	XP_033321826.1, XP_033321898.1	XP_012544699.1
OG0000505	XP_033336261.1, XP_033335776.1	NP_001104821.1
OG0000506	XP_033342068.1, XP_033337807.1	XP_037867476.1, XP_012549568.1
OG0000507	XP_033334190.1, XP_033334144.1, XP_033334143.1	NP_001182380.2
OG0000508	XP_033332192.1	XP_021203282.2, XP_021203281.2, XP_021203279.2, XP_012545336.2, XP_012545333.2, XP_012545335.2, XP_004925605.2
OG0000509	XP_033323421.1, XP_033323422.1	XP_021208434.1, NP_001166624.1, XP_037868439.1, XP_004924134.1, XP_021202331.1, XP_021202332.1, XP_021202333.1
OG0000510	XP_033341585.1	XP_012550404.1, XP_004931507.1
OG0000513	XP_033331805.1, XP_033331794.1	XP_037874403.1
