Orthogroup	Megalopta_genalis	Anopheles_gambiae
OG0000287	XP_033340778.1	XP_315240.3
OG0000287	XP_033340776.1	XP_320482.3
OG0000288	XP_033321660.1	XP_552525.3
OG0000288	XP_033328032.1	XP_319330.4
OG0000289	XP_033322908.1, XP_033322907.1, XP_033322906.1, XP_033322909.1	XP_319051.2
OG0000291	XP_033327296.1, XP_033324775.1	XP_001689411.1
OG0000295	XP_033321431.1, XP_033321430.1, XP_033321429.1	XP_564212.2
OG0000296	XP_033322094.1, XP_033322095.1, XP_033322098.1, XP_033322097.1, XP_033322099.1, XP_033322100.1	XP_316088.3
OG0000297	XP_033333032.1	XP_309482.3
OG0000298	XP_033332751.1	XP_003436069.1, XP_307929.5
OG0000299	XP_033341864.1, XP_033341872.1	XP_317327.4
OG0000300	XP_033330944.1, XP_033330952.1	XP_315560.2
OG0000301	XP_033338889.1	XP_003437208.1, XP_003437207.1, XP_003437206.1, XP_558699.5
OG0000301	XP_033324485.1	XP_555875.4
OG0000302	XP_033325932.1	XP_559969.3
OG0000303	XP_033324369.1	XP_562126.3
OG0000304	XP_033330323.1, XP_033330324.1	XP_309314.4
OG0000305	XP_033333019.1, XP_033333018.1	XP_563311.4
OG0000306	XP_033323837.1, XP_033323835.1, XP_033323834.1	XP_313557.5
OG0000307	XP_033338592.1, XP_033338590.1, XP_033338593.1, XP_033338594.1, XP_033338591.1, XP_033338595.1, XP_033338596.1, XP_033338597.1	XP_321110.5
OG0000308	XP_033339580.1	XP_003436758.1, XP_313171.5
OG0000309	XP_033335528.1, XP_033335529.1, XP_033335530.1, XP_033335531.1	XP_314908.3
OG0000310	XP_033334256.1	XP_554747.3
OG0000311	XP_033337519.1	XP_308653.4
OG0000312	XP_033333350.1, XP_033333343.1, XP_033333334.1	XP_314530.4
OG0000313	XP_033337549.1	XP_317714.4, XP_317713.4, XP_319608.4, XP_003435856.1, XP_003435855.1, XP_321620.4
OG0000315	XP_033333990.1	XP_309465.3, XP_309463.4, XP_309462.4
OG0000316	XP_033325064.1	XP_024667073.1
OG0000316	XP_033338014.1	XP_024667074.1
OG0000317	XP_033342872.1	XP_313902.4
OG0000318	XP_033326372.1	XP_318652.3
OG0000319	XP_033342398.1	XP_001688115.1, XP_308867.3
OG0000320	XP_033336473.1	XP_564296.2, XP_310187.3
OG0000321	XP_033330361.1, XP_033330369.1	XP_319900.4
OG0000322	XP_033331478.1	XP_309035.3, XP_001237166.1, XP_001688149.1, XP_308997.4
OG0000323	XP_033334479.1	XP_321271.5
OG0000324	XP_033327142.1	XP_307908.4
OG0000325	XP_033333702.1, XP_033333701.1, XP_033333700.1	XP_321287.5
OG0000326	XP_033338031.1, XP_033338510.1	XP_321051.5, XP_321052.5
OG0000327	XP_033334453.1, XP_033334451.1, XP_033334444.1	XP_316546.4
OG0000329	XP_033335407.1	XP_313828.2, XP_313829.3
OG0000330	XP_033324521.1, XP_033324514.1, XP_033324513.1, XP_033324438.1, XP_033324520.1	XP_557449.3
OG0000330	XP_033333717.1	XP_309352.4
OG0000331	XP_033329059.1, XP_033329058.1, XP_033329045.1	XP_310335.3, XP_003436613.1, XP_003436612.1
OG0000332	XP_033339359.1, XP_033339360.1, XP_033339358.1, XP_033339357.1, XP_033339361.1	XP_566006.4
OG0000333	XP_033337087.1, XP_033329805.1, XP_033329801.1, XP_033329802.1, XP_033329803.1, XP_033329804.1, XP_033341698.1	XP_312762.5, XP_003436384.1
OG0000334	XP_033325774.1, XP_033325772.1, XP_033325773.1, XP_033325771.1, XP_033325770.1	XP_314676.4
OG0000335	XP_033335567.1, XP_033332464.1, XP_033332465.1	XP_003436883.1, XP_316737.3
OG0000336	XP_033337673.1, XP_033331264.1	XP_307640.4, XP_313669.5
OG0000337	XP_033342461.1, XP_033342457.1	XP_308411.4, XP_001687921.1
OG0000338	XP_033331225.1	XP_316824.5
OG0000338	XP_033324257.1	XP_319663.4, XP_319430.4
OG0000339	XP_033325334.1, XP_033339228.1, XP_033339229.1	XP_312776.3
OG0000339	XP_033327360.1	XP_318978.3
OG0000340	XP_033323924.1, XP_033323925.1	XP_320471.4
OG0000341	XP_033321344.1, XP_033321342.1, XP_033321343.1	XP_319890.3
OG0000342	XP_033342494.1, XP_033342493.1	XP_316483.4
OG0000342	XP_033342255.1	XP_315148.4
OG0000344	XP_033326206.1	XP_001237160.2
OG0000345	XP_033321632.1, XP_033321633.1	XP_318033.4
OG0000347	XP_033330462.1, XP_033330463.1, XP_033330464.1	XP_319116.4
OG0000348	XP_033341999.1	XP_319147.4
OG0000349	XP_033335477.1, XP_033335476.1	XP_309063.4
OG0000350	XP_033334792.1, XP_033334791.1, XP_033334793.1	XP_308023.5
OG0000351	XP_033321872.1	XP_321705.4
OG0000352	XP_033337368.1, XP_033337357.1, XP_033337377.1	XP_001687947.1, XP_308460.4
OG0000356	XP_033327806.1, XP_033327931.1	XP_318661.2, XP_314462.2, XP_314108.4, XP_313271.1, XP_313719.3, XP_001687816.1
OG0000357	XP_033335853.1, XP_033335854.1, XP_033335851.1, XP_033335852.1	XP_319323.3
OG0000358	XP_033331922.1, XP_033331923.1, XP_033331924.1	XP_315015.1
OG0000360	XP_033322281.1, XP_033322282.1, XP_033322285.1, XP_033322286.1, XP_033322283.1, XP_033322284.1	XP_311565.4
OG0000361	XP_033341565.1	XP_320718.4
OG0000362	XP_033340390.1	XP_315999.4
OG0000362	XP_033340391.1, XP_033339880.1	XP_315998.4
OG0000363	XP_033323986.1	XP_310546.5
OG0000363	XP_033329962.1	XP_310545.4, XP_551277.4, XP_313887.5, XP_003435866.1, XP_001687778.2
OG0000364	XP_033324355.1, XP_033324358.1, XP_033324357.1	XP_319428.4, XP_308650.4
OG0000365	XP_033324466.1, XP_033324465.1, XP_033324464.1	XP_316149.4
OG0000366	XP_033324748.1, XP_033324745.1, XP_033324753.1	XP_001688691.1, XP_315611.3
OG0000367	XP_033325763.1	XP_561080.4, XP_313654.5
OG0000368	XP_033338295.1	XP_310154.1
OG0000369	XP_033324659.1, XP_033324658.1, XP_033328412.1	XP_559235.3, XP_311598.4
OG0000370	XP_033334080.1	XP_313875.2
OG0000370	XP_033333961.1	XP_313874.5, XP_001237553.3
OG0000371	XP_033324702.1	XP_316786.4
OG0000372	XP_033341826.1, XP_033342202.1	XP_310552.5, XP_003437022.1
OG0000375	XP_033340438.1, XP_033340435.1, XP_033340437.1, XP_033340436.1	XP_314533.4
OG0000377	XP_033340052.1	XP_317423.4, XP_555424.2
OG0000377	XP_033334283.1, XP_033334282.1	XP_321752.4
OG0000379	XP_033327134.1	XP_311845.5, XP_003436359.1
OG0000380	XP_033325213.1, XP_033325212.1	XP_319182.3, XP_553933.2
OG0000381	XP_033333404.1	XP_003436397.1, XP_312797.5
OG0000381	XP_033341763.1	XP_309483.4
OG0000382	XP_033330424.1, XP_033336938.1	XP_317621.2
OG0000385	XP_033339858.1, XP_033326784.1, XP_033326778.1, XP_033326780.1, XP_033322795.1	XP_001237800.1, XP_316640.4
OG0000386	XP_033330592.1, XP_033330589.1, XP_033330588.1	XP_310698.4, XP_307577.3, XP_313941.3
OG0000387	XP_033334973.1	XP_315272.3, XP_315274.4, XP_315275.3
OG0000388	XP_033337333.1	XP_001237266.2
OG0000388	XP_033342462.1	XP_308405.3, XP_001687920.1
OG0000389	XP_033328963.1, XP_033328964.1, XP_033328962.1, XP_033340021.1	XP_318057.3, XP_307582.4
OG0000390	XP_033333470.1, XP_033333336.1, XP_033333337.1	XP_309960.4
OG0000391	XP_033341964.1, XP_033341961.1, XP_033341963.1, XP_033341962.1	XP_311596.4
OG0000394	XP_033329400.1	XP_321253.4
OG0000395	XP_033333739.1, XP_033333737.1, XP_033328128.1	XP_321695.5
OG0000396	XP_033340552.1, XP_033340553.1	XP_319041.4, XP_321974.4, XP_320780.3
OG0000397	XP_033331799.1, XP_033331803.1, XP_033331800.1, XP_033331802.1, XP_033331801.1, XP_033331798.1	XP_318514.3
OG0000398	XP_033339584.1, XP_033339585.1	XP_309559.3
OG0000398	XP_033339586.1	XP_564451.1
OG0000399	XP_033337545.1	XP_309168.4
OG0000400	XP_033338969.1	XP_003435910.1, XP_321381.5
OG0000401	XP_033323822.1, XP_033323821.1, XP_033323823.1, XP_033323824.1	XP_312250.5
OG0000402	XP_033334212.1, XP_033334226.1	XP_316359.1, XP_316360.1
OG0000403	XP_033341474.1, XP_033341487.1, XP_033341483.1, XP_033341477.1	XP_318819.3
OG0000405	XP_033331406.1	XP_318737.3
OG0000405	XP_033340878.1	XP_316198.4
OG0000406	XP_033326903.1	XP_001689338.1
OG0000406	XP_033326905.1	XP_307722.3, XP_001230565.1, XP_313255.4, XP_307721.3, XP_003436506.1, XP_313253.4
OG0000407	XP_033339709.1, XP_033339708.1, XP_033339704.1, XP_033339706.1	XP_311485.3
OG0000408	XP_033328629.1	XP_320166.4
OG0000409	XP_033326835.1	XP_001238816.1, XP_003436394.1, XP_003436391.1, XP_003436393.1, XP_003436392.1
OG0000410	XP_033331344.1	XP_318590.3, XP_306537.3
OG0000411	XP_033328282.1, XP_033328283.1	XP_308807.4
OG0000411	XP_033340163.1, XP_033340162.1, XP_033340164.1	XP_310523.5
OG0000412	XP_033335682.1	XP_314315.3
OG0000412	XP_033334185.1	XP_003436454.1, XP_314252.4, XP_003436453.1
OG0000413	XP_033341233.1	XP_309828.4
OG0000414	XP_033333138.1	XP_311018.5
OG0000415	XP_033338123.1, XP_033338121.1, XP_033338120.1, XP_033338119.1, XP_033338118.1, XP_033338124.1	XP_003436539.1, XP_313377.5
OG0000416	XP_033328960.1, XP_033329936.1, XP_033329943.1	XP_308374.4
OG0000417	XP_033332360.1	XP_312988.5, XP_560742.5
OG0000417	XP_033340803.1	XP_560264.4
OG0000418	XP_033326354.1	XP_307899.5
OG0000418	XP_033320820.1	XP_313370.5
OG0000419	XP_033323941.1	XP_317521.4, XP_024667069.1
OG0000420	XP_033337078.1	XP_001687948.1, XP_564859.1, XP_316443.2, XP_316444.3
OG0000421	XP_033326257.1, XP_033326283.1	XP_309225.5
OG0000423	XP_033338056.1, XP_033338096.1	XP_319395.3
OG0000425	XP_033325468.1, XP_033325469.1, XP_033325470.1	XP_001688755.1, XP_315971.4
OG0000426	XP_033333225.1, XP_033333222.1, XP_033333223.1, XP_033333221.1, XP_033333226.1	XP_312914.4
OG0000427	XP_033337247.1	XP_003436270.1, XP_312058.4, XP_003436269.1, XP_003436268.1, XP_003436267.1
OG0000428	XP_033321321.1	XP_321512.5, XP_003435887.1, XP_561144.4
OG0000428	XP_033324548.1	XP_312088.4
OG0000429	XP_033324519.1, XP_033324510.1, XP_033324524.1, XP_033324531.1, XP_033324539.1	XP_319540.5
OG0000430	XP_033321267.1, XP_033328948.1, XP_033328949.1, XP_033340094.1, XP_033340095.1	XP_557414.3
OG0000431	XP_033337768.1	XP_316294.4, XP_316291.4, XP_001688833.1, XP_001688831.1, XP_001688830.1, XP_001688700.1
OG0000432	XP_033332572.1, XP_033332573.1, XP_033332575.1, XP_033332574.1	XP_001689031.1
OG0000433	XP_033325715.1	XP_310972.5
OG0000433	XP_033330252.1	XP_309822.4
OG0000434	XP_033326415.1, XP_033326414.1	XP_311575.4, XP_001230815.2
OG0000436	XP_033337321.1	XP_320338.4
OG0000436	XP_033337326.1	XP_313820.5
OG0000437	XP_033331313.1, XP_033331312.1	XP_312425.3, XP_003436143.1
OG0000438	XP_033324097.1, XP_033339198.1	XP_311834.5
OG0000439	XP_033332150.1	XP_307918.5, XP_003436071.1, XP_003436072.1, XP_003436074.1, XP_003436073.1
OG0000440	XP_033324009.1	XP_562586.3, XP_003436584.1, XP_003436583.1, XP_003436582.1
OG0000440	XP_033334735.1, XP_033334733.1	XP_321521.2, XP_001230327.1, XP_321519.1
OG0000441	XP_033322096.1, XP_033322105.1	XP_310080.3
OG0000442	XP_033339025.1	XP_316879.5
OG0000443	XP_033331891.1, XP_033331890.1, XP_033331889.1	XP_309467.4, XP_308975.4
OG0000444	XP_033342393.1	XP_317600.4
OG0000445	XP_033331384.1	XP_319976.3
OG0000445	XP_033331385.1	XP_319978.4
OG0000446	XP_033322264.1, XP_033322265.1, XP_033322267.1, XP_033322266.1, XP_033322263.1	XP_309165.3
OG0000447	XP_033330353.1, XP_033330352.1, XP_033330351.1, XP_033330350.1, XP_033330349.1, XP_033330348.1	XP_316880.5
OG0000448	XP_033324622.1	XP_319042.4
OG0000449	XP_033342964.1, XP_033342965.1, XP_033342969.1, XP_033342968.1, XP_033342966.1	XP_315614.2, XP_315615.2
OG0000451	XP_033332904.1, XP_033332902.1, XP_033332901.1, XP_033332900.1, XP_033332896.1, XP_033332898.1, XP_033332899.1, XP_033332906.1, XP_033332905.1	XP_003436509.1, XP_562364.3
OG0000452	XP_033334868.1	XP_311528.4
OG0000453	XP_033336214.1, XP_033336213.1	XP_308836.4, XP_001237142.2
OG0000454	XP_033330005.1, XP_033330008.1, XP_033330009.1, XP_033330006.1, XP_033330007.1, XP_033330004.1	XP_001238331.2
OG0000455	XP_033334134.1	XP_317809.4
OG0000456	XP_033330146.1, XP_033330137.1	XP_555204.2, XP_317211.3, XP_555205.1, XP_001237894.2
OG0000457	XP_033335430.1	XP_001238433.2, XP_321100.4, XP_321101.4
OG0000458	XP_033328637.1, XP_033328638.1, XP_033328636.1	XP_311395.2
OG0000459	XP_033325805.1, XP_033325806.1, XP_033325807.1	XP_311558.3
OG0000460	XP_033341286.1	XP_001688244.1
OG0000460	XP_033341288.1	XP_001688243.1
OG0000461	XP_033332022.1	XP_309203.5
OG0000462	XP_033341672.1	XP_321604.4, XP_003435861.1
OG0000463	XP_033341359.1	XP_319085.4, XP_321180.5, XP_309157.5
OG0000464	XP_033328780.1	XP_321465.5
OG0000466	XP_033329584.1, XP_033329585.1	XP_319990.2, XP_319998.2, XP_553153.2, XP_001689142.1, XP_318720.4
OG0000467	XP_033342293.1	XP_321775.5
OG0000468	XP_033324601.1	XP_318937.4
OG0000469	XP_033329737.1	XP_311819.3
OG0000471	XP_033339218.1	XP_317381.3
OG0000472	XP_033328401.1	XP_003437138.1
OG0000475	XP_033321264.1, XP_033321270.1	XP_319656.4
OG0000476	XP_033336742.1	XP_314173.1
OG0000477	XP_033328757.1	XP_313167.3, XP_313166.3, XP_003436755.1
OG0000478	XP_033320817.1	XP_320165.3
OG0000479	XP_033342911.1, XP_033342910.1, XP_033342909.1, XP_033342913.1, XP_033342912.1	XP_316228.4
OG0000482	XP_033328862.1	XP_320255.4, XP_319851.4
OG0000483	XP_033341123.1	XP_311551.4, XP_311550.4, XP_559053.3
OG0000484	XP_033340160.1, XP_033340166.1	XP_321460.4, XP_321461.4
OG0000485	XP_033323497.1, XP_033323494.1, XP_033323495.1, XP_033323496.1	XP_316898.4
OG0000486	XP_033328473.1	XP_564581.3
OG0000487	XP_033331132.1, XP_033331134.1	XP_310954.5
OG0000488	XP_033324532.1	XP_561157.5, XP_314246.4
OG0000489	XP_033339645.1, XP_033339644.1, XP_033339641.1, XP_033339642.1, XP_033339646.1	XP_564036.3
OG0000490	XP_033342588.1, XP_033342589.1, XP_033342586.1, XP_033342587.1, XP_033342595.1, XP_033342594.1, XP_033342593.1, XP_033342590.1	XP_320879.4
OG0000491	XP_033323235.1, XP_033323237.1	XP_309956.4
OG0000492	XP_033331284.1	XP_001689170.1, XP_319114.3
OG0000493	XP_033325441.1	XP_313157.5
OG0000495	XP_033331878.1	XP_001688655.1, XP_315399.4
OG0000496	XP_033328484.1, XP_033328483.1, XP_033328487.1, XP_033328486.1, XP_033328485.1	XP_001237119.2
OG0000497	XP_033325459.1	XP_001689344.2
OG0000497	XP_033324151.1	XP_314947.4
OG0000498	XP_033330331.1	XP_314112.3
OG0000500	XP_033323761.1, XP_033331065.1, XP_033331064.1, XP_033331066.1, XP_033331067.1	XP_311090.5
OG0000501	XP_033330095.1, XP_033330102.1	XP_310059.4
OG0000501	XP_033330020.1	XP_311103.5
OG0000502	XP_033321904.1	XP_308521.3
OG0000504	XP_033321826.1, XP_033321898.1	XP_314690.4, XP_318891.4
OG0000505	XP_033336261.1, XP_033335776.1	XP_001689117.2
OG0000506	XP_033342068.1, XP_033337807.1	XP_314755.4
OG0000507	XP_033334190.1, XP_033334144.1, XP_033334143.1	XP_001238394.2, XP_001230950.3
OG0000508	XP_033332192.1	XP_320054.4
OG0000509	XP_033323421.1, XP_033323422.1	XP_312654.5, XP_312655.5, XP_551967.2
OG0000510	XP_033341585.1	XP_308808.4, XP_001688096.1
OG0000513	XP_033331805.1, XP_033331794.1	XP_552793.1
OG0000516	XP_033341862.1, XP_033341863.1	XP_307965.4
OG0000517	XP_033326006.1, XP_033331700.1	XP_312302.3
OG0000518	XP_033336300.1	XP_308156.3, XP_001687847.1, XP_001687848.1
OG0000519	XP_033325255.1, XP_033325256.1, XP_033325257.1	XP_315418.4, XP_001688658.1, XP_001688657.1
OG0000520	XP_033331904.1	XP_314101.4
OG0000521	XP_033331648.1	XP_310260.5
OG0000522	XP_033339431.1	XP_003436838.1, XP_003436837.1, XP_001238821.3
OG0000523	XP_033328675.1, XP_033328663.1	XP_319932.4
OG0000524	XP_033326050.1	XP_321954.3, XP_320175.3
OG0000525	XP_033335468.1	XP_313810.3
OG0000526	XP_033333233.1	XP_316916.3, XP_313700.4
OG0000527	XP_033330121.1, XP_033330156.1	XP_001687795.1
OG0000528	XP_033325038.1	XP_001689312.2, XP_320991.5, XP_550752.3
OG0000529	XP_033325205.1, XP_033325206.1, XP_033333044.1	XP_317672.2
OG0000533	XP_033340772.1, XP_033340771.1, XP_033340767.1, XP_033340766.1, XP_033340770.1, XP_033340768.1	XP_309387.4
OG0000536	XP_033323934.1	XP_321152.5
OG0000537	XP_033328017.1	XP_315491.4
OG0000538	XP_033325729.1	XP_317268.4, XP_317267.4
OG0000540	XP_033324627.1	XP_001688697.1, XP_001688696.1, XP_315641.3, XP_001688698.1, XP_306771.3
OG0000543	XP_033329982.1	XP_003437124.1, XP_003437125.1, XP_316855.5
OG0000544	XP_033321116.1	XP_308971.4
OG0000545	XP_033324781.1, XP_033325397.1, XP_033325408.1	XP_313011.5, XP_307590.4
OG0000546	XP_033338199.1, XP_033338423.1	XP_318463.5, XP_001689122.2, XP_318467.5, XP_001231158.1
OG0000547	XP_033340518.1, XP_033340517.1	XP_311559.3, XP_309676.3
OG0000548	XP_033322390.1	XP_318181.3
OG0000549	XP_033336319.1, XP_033332408.1	XP_317762.3
OG0000551	XP_033328489.1	XP_565802.4
OG0000552	XP_033340089.1	XP_317397.3
OG0000553	XP_033329235.1	XP_550942.3, XP_003435963.1, XP_003435964.1
OG0000554	XP_033339104.1, XP_033339100.1, XP_033339101.1, XP_033339099.1, XP_033339102.1, XP_033339103.1, XP_033339106.1, XP_033342105.1	XP_313279.4
OG0000555	XP_033341064.1	XP_318655.2
OG0000556	XP_033328245.1	XP_315740.4
OG0000557	XP_033332381.1	XP_309438.2
OG0000558	XP_033337451.1	XP_001230821.2
OG0000559	XP_033338737.1	XP_311035.4
OG0000560	XP_033339919.1	XP_312915.3
OG0000561	XP_033333203.1	XP_308120.4, XP_306833.2
OG0000561	XP_033333205.1	XP_308116.4, XP_003436650.1
OG0000562	XP_033321921.1, XP_033321920.1	XP_311518.4
OG0000563	XP_033328048.1, XP_033328050.1, XP_033328047.1, XP_033328046.1	XP_320678.4
OG0000564	XP_033342660.1, XP_033342659.1, XP_033342658.1, XP_033342657.1, XP_033342656.1, XP_033342655.1	XP_003437141.1, XP_001238804.3, XP_003437140.1
OG0000565	XP_033336591.1, XP_033341984.1	XP_558570.2, XP_001688519.1
OG0000566	XP_033340031.1	XP_309696.2, XP_308088.4, XP_308089.4, XP_001687840.1
OG0000567	XP_033335040.1, XP_033341388.1	XP_311354.2
OG0000568	XP_033332637.1	XP_001238825.3, XP_001238828.3, XP_001238827.3, XP_313857.3, XP_024667106.1, XP_003436840.1, XP_003436842.1, XP_003436843.1, XP_003436844.1, XP_003436845.1, XP_003436846.1
OG0000569	XP_033326224.1	XP_321951.2
OG0000569	XP_033334454.1	XP_321336.5
OG0000570	XP_033330611.1, XP_033330604.1	XP_003436910.1, XP_003436911.1, XP_003436912.1, XP_566336.2
OG0000571	XP_033335624.1, XP_033335628.1	XP_310604.5
OG0000572	XP_033323408.1	XP_319953.4, XP_313213.4
OG0000574	XP_033332557.1	XP_024667097.1
OG0000575	XP_033338321.1, XP_033338213.1	XP_307788.5, XP_003436433.1, XP_318465.5, XP_003436687.1
OG0000576	XP_033335232.1	XP_555680.3, XP_317659.3
OG0000582	XP_033324329.1	XP_315519.4
OG0000584	XP_033342376.1	XP_001237856.2, XP_003436985.1, XP_310701.5
OG0000585	XP_033338157.1, XP_033338155.1, XP_033338156.1, XP_033338154.1, XP_033326688.1	XP_321716.4, XP_003435822.1
OG0000586	XP_033329827.1	XP_308512.4
OG0000587	XP_033328577.1, XP_033328552.1, XP_033328584.1, XP_033328561.1, XP_033328569.1, XP_033328592.1	XP_309520.2
OG0000588	XP_033338617.1, XP_033338616.1, XP_033338842.1, XP_033339847.1	XP_312032.5
OG0000589	XP_033340292.1	XP_001688736.1, XP_001688735.1, XP_315853.4
OG0000591	XP_033321368.1	XP_310353.5
OG0000591	XP_033338994.1	XP_307855.3
OG0000593	XP_033330825.1, XP_033330824.1, XP_033339927.1, XP_033330387.1	XP_309968.4, XP_309969.4
OG0000594	XP_033333198.1	XP_310412.7
OG0000595	XP_033324913.1	XP_309498.4
OG0000595	XP_033324914.1	XP_310612.5
OG0000596	XP_033337990.1	XP_313021.5
OG0000597	XP_033340945.1	XP_314086.4
OG0000598	XP_033337617.1	XP_309229.4, XP_003437180.1
OG0000599	XP_033328931.1, XP_033328934.1, XP_033328935.1	XP_315432.4
OG0000600	XP_033331623.1	XP_001238414.3
OG0000601	XP_033340226.1	XP_313009.1
OG0000601	XP_033340693.1, XP_033340700.1	XP_313005.4
OG0000602	XP_033331127.1	XP_001689086.1, XP_318026.4
OG0000603	XP_033324599.1, XP_033324600.1, XP_033324596.1, XP_033324595.1, XP_033324598.1, XP_033324597.1	XP_561377.5, XP_313270.4
OG0000606	XP_033322571.1, XP_033322572.1, XP_033322573.1	XP_003436708.1, XP_309640.5
OG0000609	XP_033337270.1, XP_033337268.1, XP_033337269.1, XP_033337267.1, XP_033337266.1, XP_033337265.1	XP_319246.4
OG0000611	XP_033342815.1, XP_033342822.1, XP_033342829.1	XP_313775.4
OG0000612	XP_033330450.1	XP_317513.3
OG0000613	XP_033341407.1, XP_033341403.1	XP_310601.5
OG0000614	XP_033323893.1	XP_321424.5
OG0000614	XP_033341681.1	XP_559011.3
OG0000615	XP_033328687.1	XP_321045.5
OG0000616	XP_033341926.1, XP_033341920.1, XP_033341924.1	XP_311535.4
OG0000619	XP_033326699.1, XP_033326698.1	XP_316024.4
OG0000620	XP_033322176.1, XP_033322177.1, XP_033322183.1, XP_033322184.1	XP_552567.1
OG0000621	XP_033334927.1	XP_311411.3
OG0000622	XP_033342925.1, XP_033342933.1, XP_033342916.1, XP_033342888.1, XP_033342897.1, XP_033342942.1, XP_033342906.1	XP_563974.2
OG0000623	XP_033326272.1, XP_033326273.1, XP_033326271.1, XP_033326270.1, XP_033326269.1	XP_321862.3
OG0000624	XP_033323554.1	XP_001237058.2, XP_001687886.1, XP_308292.3
OG0000625	XP_033322740.1	XP_311150.5
OG0000626	XP_033331342.1	XP_309478.3
OG0000627	XP_033335037.1	XP_313991.3, XP_308941.4
OG0000628	XP_033342723.1, XP_033342728.1	XP_003435801.1, XP_321860.5
OG0000629	XP_033330421.1, XP_033330423.1	XP_307949.3
OG0000630	XP_033321138.1	XP_319210.4
OG0000631	XP_033336680.1	XP_315856.4
OG0000632	XP_033331564.1, XP_033331541.1, XP_033331533.1, XP_033331557.1, XP_033331549.1	XP_306246.4
OG0000633	XP_033336532.1	XP_314784.2
OG0000634	XP_033323098.1	XP_319410.4
OG0000636	XP_033330425.1	XP_319577.4
OG0000637	XP_033323739.1, XP_033323740.1, XP_033323741.1	XP_310856.5
OG0000638	XP_033335936.1, XP_033335945.1	XP_562148.4
OG0000640	XP_033330900.1, XP_033330894.1, XP_033330908.1, XP_033330884.1	XP_003436963.1, XP_310820.4, XP_003436962.1
OG0000641	XP_033340563.1	XP_316424.3
OG0000642	XP_033337880.1, XP_033337888.1	XP_311230.3, XP_003437068.1, XP_003437069.1
OG0000643	XP_033323760.1	XP_560259.3
OG0000643	XP_033323759.1	XP_309230.3
OG0000644	XP_033321544.1, XP_033321545.1	XP_001688516.1
OG0000645	XP_033337310.1	XP_315876.4
OG0000645	XP_033337386.1, XP_033337387.1	XP_001688363.2
OG0000646	XP_033323039.1, XP_033323040.1, XP_033323037.1, XP_033323038.1, XP_033323043.1, XP_033323041.1, XP_033323042.1	XP_003437070.1, XP_315052.4
OG0000647	XP_033339123.1, XP_033339122.1, XP_033339126.1, XP_033339124.1, XP_033339125.1	XP_321059.2
OG0000649	XP_033325757.1, XP_033325752.1	XP_314034.3, XP_001230969.2
