Orthogroup	Megalopta_genalis	Megachile_rotundata
OG0000182	XP_033334305.1, XP_033334301.1, XP_033334302.1, XP_033334304.1	XP_003700170.2, XP_012149750.1, XP_012149742.1
OG0000183	XP_033334085.1	XP_012144139.1
OG0000183	XP_033333570.1	XP_012136967.1
OG0000184	XP_033341498.1, XP_033341490.1, XP_033333263.1, XP_033333261.1, XP_033341497.1	XP_012151665.1
OG0000185	XP_033335697.1	XP_012152010.1
OG0000185	XP_033335695.1, XP_033335694.1	XP_012152006.1, XP_012152009.1, XP_012152008.1, XP_003708091.1, XP_012152007.1
OG0000186	XP_033322600.1	XP_012138246.1, XP_003702219.1, XP_003702293.1
OG0000187	XP_033333281.1, XP_033333280.1, XP_033333279.1, XP_033333278.1	XP_012144258.1
OG0000188	XP_033338475.1	XP_003705392.1
OG0000188	XP_033332397.1, XP_033339920.1	XP_003703034.1
OG0000190	XP_033320777.1, XP_033320785.1, XP_033320794.1, XP_033320771.1	XP_012142605.1
OG0000191	XP_033324612.1, XP_033324613.1	XP_012136269.1
OG0000192	XP_033330674.1, XP_033330682.1, XP_033330681.1, XP_033330684.1, XP_033330683.1, XP_033330689.1, XP_033330679.1, XP_033330678.1, XP_033330686.1, XP_033330685.1, XP_033330677.1, XP_033330690.1, XP_033330687.1, XP_033330688.1, XP_033330692.1, XP_033330676.1, XP_033330675.1	XP_003702365.2
OG0000194	XP_033339145.1	XP_003699995.1
OG0000194	XP_033339236.1	XP_003700093.1
OG0000194	XP_033339238.1	XP_003700092.1
OG0000194	XP_033339249.1	XP_012152398.1
OG0000195	XP_033335400.1	XP_003704952.1
OG0000196	XP_033325034.1	XP_012134628.1
OG0000196	XP_033326430.1	XP_012143079.1
OG0000197	XP_033335784.1	XP_012144858.1
OG0000197	XP_033335975.1, XP_033335974.1, XP_033335976.1, XP_033335973.1	XP_003699822.1
OG0000198	XP_033335479.1	XP_012136053.1, XP_012136051.1
OG0000200	XP_033342572.1	XP_003700547.1
OG0000200	XP_033342575.1	XP_012154376.1
OG0000201	XP_033340961.1	XP_012148479.1
OG0000201	XP_033340957.1	XP_012148478.1
OG0000202	XP_033333432.1, XP_033333433.1	XP_012139160.1
OG0000202	XP_033333451.1	XP_012137745.1
OG0000203	XP_033332078.1	XP_003705579.2
OG0000204	XP_033332020.1, XP_033332021.1	XP_003704418.1
OG0000205	XP_033323241.1, XP_033323242.1, XP_033323243.1, XP_033323244.1	XP_003705021.1, XP_012144620.1, XP_012144622.1, XP_012144618.1, XP_012144619.1
OG0000206	XP_033326327.1, XP_033326324.1	XP_003707704.1
OG0000206	XP_033326332.1, XP_033332305.1	XP_012150998.1
OG0000207	XP_033334745.1	XP_012146454.1
OG0000207	XP_033335457.1	XP_012134609.1
OG0000207	XP_033335455.1	XP_012134607.1
OG0000208	XP_033335301.1	XP_012134606.1
OG0000208	XP_033342197.1	XP_012135224.1
OG0000208	XP_033342198.1	XP_012139840.1, XP_003699567.1
OG0000208	XP_033341683.1, XP_033341671.1	XP_012136964.1
OG0000209	XP_033325797.1, XP_033325796.1	XP_012150853.1, XP_012150852.1, XP_003707562.1
OG0000210	XP_033321038.1	XP_003703387.1
OG0000210	XP_033331494.1	XP_012148961.1
OG0000210	XP_033339699.1	XP_012137421.1
OG0000212	XP_033337306.1	XP_003702537.1
OG0000212	XP_033337304.1, XP_033337305.1	XP_003702536.2
OG0000213	XP_033335273.1, XP_033335255.1, XP_033335248.1, XP_033335265.1	XP_012141554.1, XP_003703563.1, XP_012141555.1, XP_012141556.1, XP_012141557.1
OG0000214	XP_033329279.1	XP_003703502.1
OG0000214	XP_033332495.1	XP_003700432.2
OG0000215	XP_033324846.1, XP_033324848.1	XP_003705904.2
OG0000216	XP_033329437.1	XP_003699552.2
OG0000217	XP_033326893.1	XP_003703360.2
OG0000218	XP_033324698.1, XP_033324701.1, XP_033324699.1, XP_033324700.1, XP_033324694.1, XP_033324693.1, XP_033324696.1, XP_033324695.1	XP_012146998.1, XP_012146997.1, XP_012147000.1, XP_012146999.1, XP_012146995.1, XP_012146996.1
OG0000219	XP_033341813.1, XP_033341838.1, XP_033341823.1, XP_033341832.1, XP_033341847.1	XP_003707713.1, XP_012151048.1
OG0000220	XP_033334552.1	XP_003706502.1
OG0000221	XP_033341189.1	XP_003703821.1
OG0000223	XP_033321135.1, XP_033336081.1	XP_003700060.2
OG0000223	XP_033326615.1	XP_012141734.1
OG0000224	XP_033336757.1	XP_003703036.2, XP_012139938.1
OG0000225	XP_033327125.1, XP_033327126.1	XP_012147417.1, XP_012147416.1
OG0000225	XP_033326964.1	XP_012142097.1
OG0000226	XP_033333963.1	XP_012142844.1, XP_012142842.1
OG0000226	XP_033334005.1	XP_012142841.1
OG0000226	XP_033334386.1, XP_033334377.1	XP_012142847.1
OG0000227	XP_033335345.1, XP_033335343.1, XP_033335344.1, XP_033335341.1, XP_033335342.1	XP_012152961.1, XP_012152968.1, XP_012152963.1, XP_012152971.1
OG0000229	XP_033329851.1, XP_033329859.1	XP_012153002.1, XP_012153001.1
OG0000230	XP_033334946.1	XP_003707766.1, XP_012151176.1, XP_012151175.1
OG0000230	XP_033332064.1, XP_033332065.1	XP_012142731.1, XP_012142730.1, XP_003704424.1
OG0000231	XP_033341044.1, XP_033341042.1, XP_033341032.1, XP_033341037.1, XP_033341036.1, XP_033341034.1, XP_033341041.1, XP_033341039.1, XP_033341043.1, XP_033341035.1, XP_033341033.1, XP_033341038.1	XP_012148493.1, XP_012148491.1, XP_012148494.1, XP_012148489.1, XP_003706704.1, XP_012148490.1
OG0000232	XP_033336594.1	XP_012139351.1, XP_003702791.1
OG0000233	XP_033328835.1, XP_033330123.1	XP_012151529.1, XP_012151530.1
OG0000234	XP_033322627.1	XP_003705839.1
OG0000235	XP_033327679.1, XP_033327639.1	XP_012152694.1
OG0000235	XP_033327641.1	XP_003705795.2
OG0000236	XP_033341648.1	XP_003705969.1
OG0000236	XP_033341647.1	XP_012146799.1
OG0000237	XP_033330897.1	XP_012137591.1
OG0000237	XP_033330926.1	XP_012137578.1
OG0000239	XP_033331997.1, XP_033331996.1, XP_033331995.1	XP_003704346.1
OG0000240	XP_033328502.1, XP_033332976.1, XP_033328457.1	XP_003704786.1
OG0000241	XP_033322650.1, XP_033322611.1	XP_012141585.1
OG0000241	XP_033334508.1, XP_033334500.1, XP_033334501.1, XP_033334502.1, XP_033334507.1, XP_033334506.1	XP_012138646.1, XP_012138647.1, XP_012138648.1, XP_012138644.1
OG0000243	XP_033330955.1	XP_012137098.1
OG0000244	XP_033335781.1, XP_033335780.1, XP_033335782.1	XP_003702794.2
OG0000245	XP_033323070.1	XP_003707107.1
OG0000246	XP_033331324.1, XP_033331325.1	XP_003704683.1
OG0000247	XP_033324120.1	XP_012150346.1
OG0000248	XP_033342993.1	XP_012151211.1
OG0000249	XP_033324895.1	XP_012140328.1
OG0000249	XP_033324916.1, XP_033324906.1	XP_012140331.1
OG0000250	XP_033331459.1	XP_003706993.1
OG0000250	XP_033325499.1, XP_033325504.1	XP_012149090.1
OG0000251	XP_033331476.1	XP_012148950.1, XP_012148951.1
OG0000251	XP_033334440.1	XP_012138655.1
OG0000251	XP_033330030.1, XP_033330031.1	XP_012144355.1
OG0000252	XP_033340169.1, XP_033340168.1, XP_033340167.1	XP_003706376.1
OG0000253	XP_033327704.1	XP_003708641.2
OG0000253	XP_033326834.1	XP_012153159.1, XP_012153161.1
OG0000254	XP_033333235.1	XP_012141089.1
OG0000254	XP_033339944.1, XP_033327994.1	XP_012150104.1
OG0000255	XP_033332940.1	XP_003707576.1
OG0000256	XP_033341517.1	XP_012141779.1, XP_003703743.1, XP_012141781.1, XP_012141782.1, XP_012141780.1, XP_012141775.1, XP_012141774.1, XP_012141778.1, XP_012141777.1
OG0000257	XP_033335911.1, XP_033335914.1, XP_033335912.1, XP_033335913.1	XP_012152627.1
OG0000257	XP_033335903.1	XP_003708278.1, XP_012152634.1
OG0000258	XP_033342464.1	XP_003708550.1
OG0000259	XP_033325263.1, XP_033325266.1, XP_033325265.1, XP_033325260.1, XP_033325261.1, XP_033325258.1, XP_033325259.1, XP_033325264.1	XP_012141818.1, XP_012141819.1
OG0000260	XP_033342091.1, XP_033323053.1	XP_012147130.1
OG0000261	XP_033329797.1	XP_003708378.2, XP_012152145.1, XP_012152140.1, XP_003708132.1, XP_003703046.1, XP_012139949.1
OG0000263	XP_033342453.1, XP_033342455.1, XP_033342456.1	XP_012154514.1, XP_012154527.1, XP_012154521.1, XP_003699274.1
OG0000264	XP_033339250.1	XP_012141565.1
OG0000264	XP_033329580.1	XP_003706549.1, XP_012148148.1
OG0000265	XP_033342102.1	XP_003700852.1, XP_012135145.1
OG0000266	XP_033340749.1	XP_012142351.1, XP_012142346.1
OG0000266	XP_033338173.1	XP_003701377.1
OG0000268	XP_033325300.1, XP_033325301.1	XP_003704992.1
OG0000269	XP_033324455.1, XP_033324487.1, XP_033324472.1, XP_033324481.1, XP_033324463.1	XP_003707502.1
OG0000270	XP_033332852.1, XP_033332853.1, XP_033332850.1	XP_003701984.1
OG0000270	XP_033332967.1	XP_012137596.1
OG0000270	XP_033333269.1	XP_003701983.1
OG0000271	XP_033335191.1	XP_003703932.2
OG0000272	XP_033334149.1	XP_012137264.1
OG0000272	XP_033323944.1	XP_012137477.1
OG0000273	XP_033335472.1	XP_012152922.1
OG0000273	XP_033335572.1, XP_033335541.1, XP_033335536.1, XP_033335548.1, XP_033335557.1, XP_033335563.1, XP_033335534.1	XP_003708387.1
OG0000274	XP_033324105.1, XP_033324106.1	XP_012150333.1
OG0000275	XP_033329977.1, XP_033329978.1	XP_003707508.1, XP_012150479.1
OG0000276	XP_033322708.1	XP_012146515.1
OG0000277	XP_033336084.1	XP_012139530.1, XP_003702918.1, XP_012139529.1
OG0000278	XP_033322809.1	XP_012140846.1
OG0000279	XP_033323438.1	XP_003704233.1
OG0000281	XP_033322646.1	XP_003705781.1
OG0000281	XP_033324107.1	XP_003707314.1
OG0000282	XP_033339838.1	XP_012151413.1
OG0000283	XP_033331140.1, XP_033331139.1, XP_033331138.1, XP_033331136.1, XP_033331137.1	XP_012145591.1
OG0000284	XP_033331949.1	XP_012138543.1
OG0000284	XP_033323843.1	XP_012145095.1
OG0000284	XP_033340215.1, XP_033340029.1	XP_012137964.1
OG0000285	XP_033343077.1	XP_003699411.2
OG0000286	XP_033335143.1, XP_033335144.1, XP_033335142.1, XP_033335145.1	XP_003701800.2
OG0000287	XP_033340778.1	XP_012148331.1
OG0000287	XP_033340776.1	XP_003706601.1
OG0000288	XP_033321660.1	XP_012136951.1
OG0000288	XP_033328032.1	XP_003707452.1
OG0000289	XP_033322908.1, XP_033322907.1, XP_033322906.1, XP_033322909.1	XP_012144635.1
OG0000290	XP_033329555.1	XP_012141017.1, XP_012141018.1, XP_012141019.1, XP_012141016.1
OG0000291	XP_033324774.1	XP_012136291.1
OG0000291	XP_033324775.1	XP_012136349.1, XP_012136290.1
OG0000292	XP_033323730.1, XP_033339558.1	XP_012139889.1
OG0000292	XP_033330924.1	XP_012146321.1
OG0000293	XP_033322533.1, XP_033322534.1	XP_003706108.2
OG0000294	XP_033321567.1, XP_033321565.1	XP_012138436.1
OG0000294	XP_033321571.1, XP_033321570.1	XP_012138238.1
OG0000295	XP_033321431.1, XP_033321430.1, XP_033321429.1	XP_012145127.1, XP_012145128.1, XP_003705274.1
OG0000296	XP_033322094.1, XP_033322095.1, XP_033322098.1, XP_033322097.1, XP_033322099.1, XP_033322100.1	XP_012136932.1, XP_003701648.1, XP_012136934.1, XP_012136933.1, XP_012136935.1
OG0000297	XP_033333032.1	XP_003703683.1
OG0000298	XP_033332751.1	XP_012139175.1, XP_003702628.1
OG0000299	XP_033341864.1, XP_033341872.1	XP_003707712.2
OG0000300	XP_033330944.1, XP_033330952.1	XP_012153075.1
OG0000301	XP_033338889.1	XP_012145465.1, XP_003705403.1
OG0000301	XP_033324485.1	XP_003700755.1
OG0000302	XP_033325932.1	XP_003705687.2, XP_003707086.1, XP_012149383.1
OG0000303	XP_033324369.1	XP_012154089.1
OG0000303	XP_033334839.1	XP_012151306.1, XP_012151111.1
OG0000303	XP_033335129.1	XP_003700589.2
OG0000304	XP_033330323.1, XP_033330324.1	XP_003702511.1
OG0000305	XP_033328812.1, XP_033328682.1, XP_033328681.1, XP_033328680.1	XP_003705033.1
OG0000306	XP_033323837.1	XP_003705265.2
OG0000306	XP_033323835.1, XP_033323834.1	XP_012145085.1, XP_012145087.1, XP_012145089.1
OG0000307	XP_033338592.1, XP_033338590.1, XP_033338593.1, XP_033338594.1, XP_033338591.1, XP_033338595.1, XP_033338596.1, XP_033338597.1	XP_012145496.1, XP_012145495.1, XP_012145494.1, XP_012145493.1, XP_012145497.1
OG0000308	XP_033339580.1	XP_012148928.1, XP_012148929.1, XP_012148931.1, XP_012148932.1, XP_003706809.1, XP_012148927.1, XP_012148935.1, XP_012148934.1, XP_012148933.1, XP_012148938.1, XP_012148937.1, XP_012148926.1
OG0000309	XP_033335528.1, XP_033335529.1, XP_033335530.1, XP_033335531.1	XP_012154330.1, XP_003700520.1
OG0000310	XP_033334256.1	XP_012136599.1, XP_003701573.1
OG0000311	XP_033337519.1	XP_012145310.1
OG0000312	XP_033333350.1, XP_033333343.1, XP_033333334.1	XP_012149526.1
OG0000313	XP_033337549.1	XP_003701165.1, XP_003701166.1
OG0000315	XP_033333990.1	XP_012147116.1, XP_012147112.1, XP_012147113.1
OG0000316	XP_033325064.1	XP_012149717.1
OG0000316	XP_033338014.1	XP_012137523.1
OG0000317	XP_033342872.1	XP_012148424.1, XP_003699981.1, XP_012148458.1, XP_012148442.1, XP_012148439.1, XP_012148433.1, XP_012148450.1
OG0000318	XP_033326372.1	XP_003704099.2
OG0000319	XP_033342398.1	XP_012135023.1
OG0000320	XP_033336473.1	XP_012152561.1
OG0000321	XP_033330361.1, XP_033330369.1	XP_003708518.1
OG0000322	XP_033331478.1	XP_003706986.1
OG0000322	XP_033331858.1	XP_003703099.1
OG0000323	XP_033334479.1	XP_003702453.2
OG0000324	XP_033326464.1	XP_012141998.1
OG0000324	XP_033327142.1	XP_012143166.1
OG0000325	XP_033333702.1, XP_033333701.1, XP_033333700.1	XP_003702122.1
OG0000326	XP_033338031.1, XP_033338510.1	XP_003700119.1
OG0000327	XP_033334453.1, XP_033334451.1, XP_033334444.1	XP_003701781.1
OG0000329	XP_033335407.1	XP_012154307.1, XP_012154306.1, XP_012154305.1, XP_003700513.1
OG0000330	XP_033324521.1, XP_033324514.1, XP_033324513.1, XP_033324438.1, XP_033324520.1	XP_012144480.1
OG0000330	XP_033333717.1	XP_003702707.2
OG0000331	XP_033329059.1, XP_033329058.1, XP_033329045.1	XP_003705686.1
OG0000332	XP_033339359.1, XP_033339360.1, XP_033339358.1, XP_033339357.1, XP_033339361.1	XP_012149524.1, XP_003707142.1
OG0000333	XP_033337087.1	XP_003703002.2
OG0000334	XP_033325774.1, XP_033325772.1, XP_033325773.1, XP_033325771.1, XP_033325770.1	XP_003706965.2
OG0000335	XP_033332464.1, XP_033332465.1	XP_012154285.1, XP_012154283.1, XP_012154287.1, XP_012154284.1, XP_012154288.1, XP_012154289.1, XP_012154290.1, XP_003700441.1
OG0000336	XP_033337673.1	XP_012148014.1
OG0000336	XP_033331264.1	XP_003706072.1
OG0000337	XP_033342461.1, XP_033342457.1	XP_012135630.1
OG0000338	XP_033331225.1	XP_012142275.1
OG0000339	XP_033325334.1, XP_033339228.1, XP_033339229.1	XP_003702674.1
OG0000339	XP_033327360.1	XP_003705530.1, XP_012145886.1
OG0000340	XP_033341852.1	XP_012136431.1
OG0000340	XP_033323924.1, XP_033323925.1	XP_012145764.1, XP_012145765.1
OG0000341	XP_033321344.1, XP_033321342.1, XP_033321343.1	XP_003704822.1, XP_012144121.1, XP_012144124.1, XP_012144125.1
OG0000342	XP_033342494.1, XP_033342493.1	XP_012154374.1
OG0000342	XP_033342255.1	XP_012154383.1
OG0000344	XP_033326206.1	XP_012141836.1, XP_012141838.1, XP_012141835.1, XP_012141839.1
OG0000345	XP_033321632.1, XP_033321633.1	XP_003708165.1
OG0000347	XP_033330462.1, XP_033330463.1, XP_033330464.1	XP_003702599.1, XP_012139080.1
OG0000348	XP_033341999.1	XP_012147890.1
OG0000349	XP_033335477.1, XP_033335476.1	XP_012154317.1
OG0000350	XP_033334792.1, XP_033334791.1, XP_033334793.1	XP_012135254.1, XP_012135256.1, XP_012135255.1, XP_012135258.1, XP_012135257.1
OG0000351	XP_033321872.1	XP_012147200.1
OG0000352	XP_033337368.1, XP_033337357.1, XP_033337377.1	XP_012138374.1, XP_012138375.1, XP_012138376.1
OG0000354	XP_033329047.1, XP_033329053.1, XP_033342090.1, XP_033342088.1, XP_033342114.1, XP_033342087.1, XP_033342089.1, XP_033342113.1, XP_033341973.1	XP_012140182.1
OG0000356	XP_033327931.1	XP_012152175.1
OG0000357	XP_033335853.1, XP_033335854.1, XP_033335851.1, XP_033335852.1	XP_012152486.1, XP_003708319.1
OG0000358	XP_033331922.1, XP_033331923.1, XP_033331924.1	XP_012143873.1, XP_012143874.1, XP_012143872.1, XP_003704704.1
OG0000360	XP_033322281.1, XP_033322282.1, XP_033322285.1, XP_033322286.1, XP_033322283.1, XP_033322284.1	XP_012142588.1, XP_012142586.1, XP_012142587.1, XP_012142583.1, XP_012142584.1, XP_012142581.1, XP_012142582.1, XP_003704153.1
OG0000361	XP_033341565.1	XP_012153467.1, XP_012153468.1, XP_003708557.1
OG0000362	XP_033340390.1	XP_003708510.2
OG0000362	XP_033340391.1, XP_033339880.1	XP_003708511.1
OG0000363	XP_033323986.1	XP_012135320.1
OG0000363	XP_033329962.1	XP_012150517.1
OG0000364	XP_033324355.1, XP_033324358.1, XP_033324357.1	XP_003707298.1, XP_012150131.1, XP_012150132.1
OG0000365	XP_033324466.1, XP_033324465.1, XP_033324464.1	XP_012137131.1, XP_012137132.1, XP_012137133.1, XP_012137130.1
OG0000367	XP_033325763.1	XP_003706966.1, XP_012148849.1, XP_012148850.1, XP_012148848.1, XP_012148852.1
OG0000368	XP_033338295.1	XP_003701289.1
OG0000369	XP_033324659.1, XP_033324658.1	XP_012141445.1
OG0000369	XP_033328412.1	XP_003707668.1, XP_012150874.1
OG0000370	XP_033334080.1	XP_012144316.1
OG0000371	XP_033324702.1	XP_003705927.2
OG0000372	XP_033341826.1	XP_012153750.1, XP_012153752.1, XP_012153749.1, XP_012153748.1, XP_012153751.1
OG0000372	XP_033342202.1	XP_003704661.1
OG0000373	XP_033323549.1	XP_012153214.1
OG0000373	XP_033339075.1	XP_012139969.1
OG0000373	XP_033323545.1, XP_033323546.1, XP_033323547.1	XP_012145662.1, XP_012137712.1, XP_012137711.1
OG0000375	XP_033340438.1, XP_033340435.1, XP_033340437.1, XP_033340436.1	XP_012138104.1, XP_003702089.1
OG0000377	XP_033340052.1	XP_003703779.1
OG0000377	XP_033334283.1, XP_033334282.1	XP_012147672.1, XP_012147676.1, XP_012147671.1, XP_012147673.1, XP_012147674.1, XP_012147675.1
OG0000378	XP_033331059.1	XP_012146654.1
OG0000379	XP_033327134.1	XP_012136830.1
OG0000380	XP_033325213.1, XP_033325212.1	XP_003703764.1, XP_012141808.1, XP_012141807.1
OG0000381	XP_033333404.1	XP_012140183.1
OG0000381	XP_033341763.1	XP_003701471.1
OG0000382	XP_033330424.1	XP_003706910.1, XP_012149297.1
OG0000382	XP_033336938.1	XP_003708419.1
OG0000383	XP_033326692.1, XP_033331288.1	XP_012135466.1, XP_012140362.1, XP_012138672.1
OG0000385	XP_033326778.1, XP_033326780.1	XP_012135512.1
OG0000385	XP_033322795.1	XP_003702425.1
OG0000386	XP_033330589.1	XP_003706715.2
OG0000386	XP_033330588.1	XP_003706716.1
OG0000387	XP_033334973.1	XP_012152085.1, XP_003708136.1, XP_012148651.1, XP_012153573.1, XP_012148653.1, XP_012137203.1
OG0000388	XP_033337333.1	XP_012135627.1, XP_012135626.1, XP_003701232.1
OG0000388	XP_033342462.1	XP_003699232.1
OG0000389	XP_033328963.1, XP_033328964.1, XP_033328962.1	XP_012151722.1, XP_003708000.1
OG0000389	XP_033340021.1	XP_012147824.1, XP_012147823.1
OG0000390	XP_033333470.1, XP_033333336.1, XP_033333337.1	XP_003702207.2
OG0000391	XP_033341964.1, XP_033341961.1, XP_033341963.1, XP_033341962.1	XP_003701456.1
OG0000392	XP_033331198.1	XP_012147487.1
OG0000394	XP_033329400.1	XP_003703438.1, XP_012141054.1
OG0000395	XP_033333739.1, XP_033333737.1	XP_003700152.2
OG0000395	XP_033328128.1	XP_012152326.1
OG0000396	XP_033340552.1, XP_033340553.1	XP_003706948.1
OG0000396	XP_033337877.1	XP_012135935.1
OG0000397	XP_033331799.1, XP_033331803.1, XP_033331800.1, XP_033331802.1, XP_033331801.1, XP_033331798.1	XP_003706551.2, XP_012148214.1
OG0000398	XP_033339584.1, XP_033339585.1	XP_003706804.1
OG0000399	XP_033337545.1	XP_012135873.1, XP_012135875.1
OG0000400	XP_033338969.1	XP_012143737.1, XP_012143735.1, XP_012143736.1
OG0000401	XP_033323822.1, XP_033323821.1, XP_033323823.1, XP_033323824.1	XP_003705245.1
OG0000402	XP_033334226.1	XP_003703219.2
OG0000403	XP_033341474.1, XP_033341487.1, XP_033341483.1, XP_033341477.1	XP_012151663.1, XP_012151659.1, XP_012151656.1, XP_012151664.1
OG0000405	XP_033331406.1	XP_003706823.1, XP_012148976.1
OG0000405	XP_033340878.1	XP_003706708.1
OG0000406	XP_033326903.1	XP_012140515.1
OG0000406	XP_033326905.1	XP_012140519.1
OG0000407	XP_033339709.1, XP_033339708.1	XP_003702625.1
OG0000407	XP_033339704.1	XP_012139069.1
OG0000407	XP_033339706.1	XP_003702627.1
OG0000408	XP_033340149.1	XP_003702130.2
OG0000408	XP_033328629.1	XP_012137734.1, XP_012137736.1, XP_012137735.1, XP_003702041.1
OG0000409	XP_033326835.1	XP_003700783.1, XP_012134665.1, XP_012134664.1, XP_012134661.1, XP_012134663.1, XP_012134660.1, XP_012134658.1, XP_012134659.1
OG0000410	XP_033326694.1	XP_003704439.1
OG0000410	XP_033331344.1	XP_012144471.1, XP_012144470.1
OG0000411	XP_033328282.1, XP_033328283.1	XP_012150884.1, XP_012150883.1, XP_012150885.1
OG0000411	XP_033340163.1, XP_033340162.1, XP_033340164.1	XP_012138148.1
OG0000412	XP_033335682.1	XP_012139436.1
OG0000412	XP_033334185.1	XP_012136660.1, XP_012136661.1
OG0000413	XP_033341233.1	XP_003708031.2
OG0000414	XP_033333138.1	XP_012140948.1, XP_003703575.1
OG0000414	XP_033332848.1	XP_012140946.1, XP_003703576.1
OG0000415	XP_033338123.1, XP_033338121.1, XP_033338120.1, XP_033338119.1, XP_033338118.1, XP_033338124.1	XP_012138118.1, XP_012138125.1, XP_012138159.1, XP_012138103.1, XP_012138107.1, XP_012138151.1, XP_012138131.1, XP_012138142.1, XP_012138138.1
OG0000416	XP_033328960.1	XP_012151720.1
OG0000416	XP_033329936.1, XP_033329943.1	XP_012145365.1, XP_012135049.1
OG0000417	XP_033332360.1	XP_012147620.1
OG0000417	XP_033340803.1	XP_012143973.1
OG0000418	XP_033326354.1	XP_012144427.1
OG0000418	XP_033320820.1	XP_003703347.2
OG0000419	XP_033323941.1	XP_012143510.1, XP_003704488.1, XP_012143509.1
OG0000420	XP_033337078.1	XP_012138373.1
OG0000421	XP_033326257.1, XP_033326283.1	XP_003704125.1
OG0000422	XP_033324136.1, XP_033324135.1	XP_012154009.1
OG0000423	XP_033338056.1, XP_033338096.1	XP_003700805.1, XP_012135005.1
OG0000425	XP_033325468.1, XP_033325469.1, XP_033325470.1	XP_003708670.2, XP_012153580.1, XP_012153579.1
OG0000426	XP_033333225.1, XP_033333222.1, XP_033333223.1, XP_033333221.1, XP_033333226.1	XP_012141111.1
