Orthogroup	Megalopta_genalis	Polistes_dominula
OG0000219	XP_033341813.1, XP_033341838.1, XP_033341823.1, XP_033341832.1, XP_033341847.1	XP_015173758.1, XP_015173757.1, XP_015173756.1
OG0000220	XP_033334552.1	XP_015184604.1
OG0000221	XP_033341189.1	XP_015184406.1
OG0000223	XP_033321135.1, XP_033336081.1	XP_015186521.1
OG0000223	XP_033326615.1	XP_015178968.1
OG0000225	XP_033327125.1, XP_033327126.1	XP_015171829.1, XP_015171828.1
OG0000225	XP_033326964.1	XP_015176375.1
OG0000227	XP_033335345.1, XP_033335343.1, XP_033335344.1, XP_033335341.1, XP_033335342.1	XP_015177648.1, XP_015177645.1
OG0000228	XP_033323173.1	XP_015189827.1
OG0000229	XP_033329851.1, XP_033329859.1	XP_015186538.1
OG0000230	XP_033332064.1, XP_033332065.1	XP_015187246.1, XP_015187244.1, XP_015187242.1, XP_015187243.1
OG0000231	XP_033341044.1, XP_033341042.1, XP_033341032.1, XP_033341037.1, XP_033341036.1, XP_033341034.1, XP_033341041.1, XP_033341039.1, XP_033341043.1, XP_033341035.1, XP_033341033.1, XP_033341038.1	XP_015174418.1, XP_015174419.1
OG0000232	XP_033336594.1	XP_015185539.1, XP_015185538.1, XP_015185537.1
OG0000233	XP_033328835.1, XP_033330123.1	XP_015178474.1
OG0000235	XP_033327679.1, XP_033327639.1	XP_015191589.1
OG0000236	XP_033341648.1	XP_015175604.1, XP_015175605.1
OG0000236	XP_033341647.1	XP_015175615.1
OG0000237	XP_033330897.1	XP_015171667.1
OG0000237	XP_033330926.1	XP_015171630.1
OG0000239	XP_033331997.1, XP_033331996.1, XP_033331995.1	XP_015190308.1, XP_015190309.1, XP_015189352.1
OG0000240	XP_033328502.1, XP_033332976.1, XP_033328457.1	XP_015173344.1, XP_015173331.1, XP_015173359.1
OG0000243	XP_033330955.1	XP_015174530.1
OG0000244	XP_033335781.1, XP_033335780.1, XP_033335782.1	XP_015179576.1, XP_015179577.1, XP_015179580.1, XP_015179579.1, XP_015179578.1
OG0000245	XP_033323070.1	XP_015189008.1
OG0000246	XP_033331324.1, XP_033331325.1	XP_015182115.1, XP_015182116.1
OG0000247	XP_033324120.1	XP_015191855.1, XP_015191854.1
OG0000248	XP_033342993.1	XP_015182680.1
OG0000249	XP_033324916.1, XP_033324906.1	XP_015190237.1, XP_015190236.1
OG0000250	XP_033325499.1, XP_033325504.1	XP_015190042.1
OG0000251	XP_033331476.1	XP_015180463.1
OG0000251	XP_033334440.1, XP_033330030.1, XP_033330031.1	XP_015181737.1
OG0000252	XP_033340169.1, XP_033340168.1, XP_033340167.1	XP_015171597.1, XP_015171596.1
OG0000253	XP_033327704.1	XP_015190633.1
OG0000253	XP_033326834.1	XP_015182084.1
OG0000254	XP_033333235.1	XP_015190592.1
OG0000254	XP_033339944.1, XP_033327994.1	XP_015179929.1
OG0000255	XP_033334959.1	XP_015175472.1
OG0000255	XP_033332940.1	XP_015188062.1, XP_015188065.1
OG0000256	XP_033341517.1	XP_015190359.1
OG0000257	XP_033335911.1, XP_033335914.1, XP_033335912.1, XP_033335913.1	XP_015191073.1, XP_015191061.1
OG0000257	XP_033335903.1	XP_015191056.1
OG0000258	XP_033342464.1	XP_015179393.1
OG0000259	XP_033325263.1, XP_033325266.1, XP_033325265.1, XP_033325260.1, XP_033325261.1, XP_033325258.1, XP_033325259.1, XP_033325264.1	XP_015189497.1
OG0000263	XP_033342453.1, XP_033342455.1, XP_033342456.1	XP_015182751.1
OG0000264	XP_033339250.1	XP_015177860.1
OG0000264	XP_033329580.1	XP_015175459.1
OG0000265	XP_033342102.1	XP_015187998.1, XP_015187683.1, XP_015188988.1
OG0000266	XP_033340749.1	XP_015188854.1
OG0000266	XP_033338173.1	XP_015188288.1
OG0000268	XP_033325300.1, XP_033325301.1	XP_015181711.1
OG0000269	XP_033324455.1, XP_033324487.1, XP_033324472.1, XP_033324481.1, XP_033324463.1	XP_015188277.1, XP_015188276.1, XP_015188274.1
OG0000270	XP_033332852.1, XP_033332853.1, XP_033332850.1, XP_033332967.1	XP_015178020.1
OG0000270	XP_033333269.1	XP_015180910.1
OG0000271	XP_033322323.1	XP_015184680.1
OG0000272	XP_033334149.1	XP_015171556.1
OG0000272	XP_033323942.1, XP_033323944.1	XP_015185525.1
OG0000273	XP_033335572.1, XP_033335541.1, XP_033335536.1, XP_033335548.1, XP_033335557.1, XP_033335563.1, XP_033335534.1	XP_015191012.1, XP_015191013.1
OG0000275	XP_033329977.1, XP_033329978.1	XP_015173577.1, XP_015173578.1, XP_015173580.1
OG0000276	XP_033322708.1	XP_015184477.1
OG0000277	XP_033336084.1	XP_015172488.1, XP_015172487.1, XP_015172485.1, XP_015172489.1, XP_015172490.1
OG0000278	XP_033322809.1	XP_015171924.1, XP_015181215.1, XP_015181217.1, XP_015181216.1, XP_015181214.1
OG0000279	XP_033323438.1	XP_015187581.1, XP_015187580.1
OG0000281	XP_033322646.1	XP_015184470.1
OG0000281	XP_033324107.1	XP_015171539.1
OG0000281	XP_033324110.1	XP_015171540.1
OG0000283	XP_033331140.1, XP_033331139.1, XP_033331138.1, XP_033331136.1, XP_033331137.1	XP_015179948.1, XP_015179949.1
OG0000284	XP_033331949.1	XP_015182032.1
OG0000284	XP_033323843.1, XP_033340215.1, XP_033340029.1	XP_015181126.1
OG0000285	XP_033343077.1	XP_015173011.1, XP_015173009.1
OG0000286	XP_033335143.1, XP_033335144.1, XP_033335142.1, XP_033335145.1	XP_015177428.1, XP_015177411.1, XP_015177397.1, XP_015177404.1, XP_015177419.1
OG0000287	XP_033340778.1	XP_015187469.1
OG0000288	XP_033321660.1	XP_015186294.1
OG0000288	XP_033328032.1	XP_015183873.1
OG0000289	XP_033322908.1, XP_033322907.1, XP_033322906.1, XP_033322909.1	XP_015177216.1, XP_015177215.1, XP_015177214.1
OG0000290	XP_033329555.1	XP_015179247.1
OG0000291	XP_033324774.1	XP_015182037.1
OG0000291	XP_033327296.1	XP_015174407.1
OG0000292	XP_033323730.1, XP_033339558.1	XP_015175897.1
OG0000292	XP_033330924.1	XP_015175924.1
OG0000293	XP_033322533.1, XP_033322534.1	XP_015179982.1, XP_015180247.1
OG0000294	XP_033321567.1, XP_033321565.1	XP_015190559.1
OG0000294	XP_033321571.1, XP_033321570.1	XP_015175803.1, XP_015190974.1, XP_015190973.1, XP_015189890.1, XP_015190560.1
OG0000295	XP_033321431.1, XP_033321430.1, XP_033321429.1	XP_015185216.1, XP_015185218.1, XP_015185219.1, XP_015185221.1, XP_015185220.1
OG0000296	XP_033322094.1, XP_033322095.1, XP_033322098.1, XP_033322097.1, XP_033322099.1, XP_033322100.1	XP_015175143.1
OG0000298	XP_033332751.1	XP_015178198.1
OG0000299	XP_033341864.1, XP_033341872.1	XP_015173742.1, XP_015173740.1, XP_015173741.1
OG0000301	XP_033338889.1	XP_015180681.1
OG0000301	XP_033324485.1	XP_015183588.1
OG0000302	XP_033325932.1	XP_015178748.1
OG0000303	XP_033324369.1	XP_015174186.1
OG0000303	XP_033335129.1	XP_015179972.1
OG0000304	XP_033330323.1, XP_033330324.1	XP_015186040.1, XP_015186043.1, XP_015186044.1, XP_015186041.1, XP_015186042.1, XP_015186039.1
OG0000305	XP_033328812.1, XP_033328682.1, XP_033328681.1, XP_033328680.1	XP_015181733.1
OG0000306	XP_033323837.1	XP_015183454.1
OG0000307	XP_033338592.1, XP_033338590.1, XP_033338593.1, XP_033338594.1, XP_033338591.1, XP_033338595.1, XP_033338596.1, XP_033338597.1	XP_015176072.1
OG0000308	XP_033339580.1	XP_015172660.1
OG0000309	XP_033335528.1, XP_033335529.1, XP_033335530.1, XP_033335531.1	XP_015185206.1, XP_015185207.1
OG0000310	XP_033334256.1	XP_015178812.1, XP_015178815.1, XP_015178811.1
OG0000311	XP_033337519.1	XP_015189996.1
OG0000312	XP_033333350.1, XP_033333343.1, XP_033333334.1	XP_015172100.1, XP_015172101.1
OG0000313	XP_033337549.1	XP_015186194.1
OG0000315	XP_033333990.1	XP_015181547.1
OG0000316	XP_033325064.1	XP_015188891.1
OG0000316	XP_033338014.1	XP_015185171.1
OG0000317	XP_033342872.1	XP_015174046.1
OG0000318	XP_033326372.1	XP_015181576.1
OG0000319	XP_033342398.1	XP_015177107.1
OG0000320	XP_033336473.1	XP_015190093.1
OG0000321	XP_033330361.1, XP_033330369.1	XP_015180736.1, XP_015180737.1, XP_015180734.1, XP_015180735.1, XP_015180740.1, XP_015180739.1, XP_015180738.1
OG0000322	XP_033331478.1	XP_015180479.1
OG0000322	XP_033331858.1	XP_015177862.1, XP_015177861.1
OG0000323	XP_033334479.1	XP_015190020.1, XP_015190019.1
OG0000324	XP_033326486.1, XP_033326464.1	XP_015191559.1
OG0000324	XP_033327142.1	XP_015178081.1
OG0000325	XP_033333702.1, XP_033333701.1, XP_033333700.1	XP_015182480.1
OG0000326	XP_033338031.1, XP_033338510.1	XP_015187782.1
OG0000327	XP_033334453.1	XP_015171979.1
OG0000327	XP_033334451.1, XP_033334444.1	XP_015171973.1
OG0000329	XP_033335407.1	XP_015182897.1, XP_015182898.1, XP_015182899.1, XP_015182900.1
OG0000330	XP_033333717.1	XP_015171434.1
OG0000332	XP_033339359.1, XP_033339360.1, XP_033339358.1, XP_033339357.1, XP_033339361.1	XP_015172020.1, XP_015172019.1, XP_015172018.1
OG0000333	XP_033337087.1	XP_015171023.1
OG0000333	XP_033329805.1, XP_033329801.1, XP_033329802.1, XP_033329803.1, XP_033329804.1, XP_033341698.1	XP_015171557.1
OG0000334	XP_033325774.1, XP_033325772.1, XP_033325773.1, XP_033325771.1, XP_033325770.1	XP_015182857.1, XP_015182847.1, XP_015182876.1, XP_015182866.1, XP_015182885.1
OG0000335	XP_033332464.1, XP_033332465.1	XP_015180888.1, XP_015180897.1
OG0000336	XP_033337673.1	XP_015191296.1, XP_015191294.1, XP_015191295.1
OG0000336	XP_033331264.1	XP_015176027.1
OG0000337	XP_033342461.1, XP_033342457.1	XP_015172545.1
OG0000338	XP_033331225.1	XP_015175675.1
OG0000338	XP_033324257.1	XP_015184789.1
OG0000339	XP_033325334.1, XP_033339228.1, XP_033339229.1	XP_015182663.1
OG0000339	XP_033327360.1	XP_015185741.1
OG0000340	XP_033341852.1	XP_015184769.1
OG0000340	XP_033323924.1, XP_033323925.1	XP_015184668.1
OG0000341	XP_033321344.1, XP_033321342.1, XP_033321343.1	XP_015185152.1, XP_015185154.1, XP_015185153.1
OG0000342	XP_033342494.1, XP_033342493.1	XP_015178419.1
OG0000342	XP_033342255.1	XP_015186344.1, XP_015186343.1
OG0000344	XP_033326206.1	XP_015185092.1, XP_015185090.1, XP_015185091.1
OG0000345	XP_033321632.1, XP_033321633.1	XP_015174394.1
OG0000347	XP_033330462.1, XP_033330463.1, XP_033330464.1	XP_015184796.1
OG0000349	XP_033335477.1, XP_033335476.1	XP_015187454.1, XP_015187451.1, XP_015187456.1, XP_015187457.1, XP_015187458.1, XP_015187459.1, XP_015187452.1, XP_015187453.1, XP_015187455.1
OG0000350	XP_033334792.1, XP_033334791.1, XP_033334793.1	XP_015175799.1
OG0000351	XP_033321872.1	XP_015174757.1, XP_015174756.1
OG0000352	XP_033337368.1, XP_033337357.1, XP_033337377.1	XP_015181417.1, XP_015181418.1
OG0000354	XP_033329047.1, XP_033329053.1, XP_033342090.1, XP_033342088.1, XP_033342114.1, XP_033342087.1, XP_033342089.1, XP_033342113.1, XP_033341973.1	XP_015171447.1, XP_015171656.1, XP_015171448.1, XP_015171446.1, XP_015171444.1
OG0000356	XP_033327806.1	XP_015182715.1
OG0000356	XP_033327931.1	XP_015182720.1
OG0000357	XP_033335853.1, XP_033335854.1, XP_033335851.1, XP_033335852.1	XP_015188589.1, XP_015188587.1
OG0000358	XP_033331922.1, XP_033331923.1, XP_033331924.1	XP_015171782.1, XP_015171781.1
OG0000360	XP_033322281.1, XP_033322282.1, XP_033322285.1, XP_033322286.1, XP_033322283.1, XP_033322284.1	XP_015176956.1, XP_015176958.1, XP_015176954.1, XP_015176957.1, XP_015176955.1
OG0000361	XP_033341565.1	XP_015184937.1
OG0000362	XP_033340390.1	XP_015173895.1
OG0000362	XP_033340391.1, XP_033339880.1	XP_015173885.1
OG0000363	XP_033329962.1	XP_015174614.1
OG0000364	XP_033324355.1, XP_033324358.1, XP_033324357.1	XP_015188098.1
OG0000365	XP_033324466.1, XP_033324465.1, XP_033324464.1	XP_015179288.1
OG0000366	XP_033324748.1, XP_033324745.1	XP_015183995.1, XP_015184130.1
OG0000366	XP_033324753.1	XP_015184138.1
OG0000367	XP_033325763.1	XP_015182782.1, XP_015182806.1, XP_015182797.1, XP_015182814.1, XP_015182789.1, XP_015182824.1, XP_015182836.1
OG0000368	XP_033338295.1	XP_015172806.1, XP_015172805.1
OG0000369	XP_033324659.1, XP_033324658.1	XP_015181056.1
OG0000369	XP_033328412.1	XP_015171819.1, XP_015171821.1
OG0000370	XP_033334080.1	XP_015172523.1
OG0000370	XP_033333961.1	XP_015172522.1
OG0000371	XP_033324702.1	XP_015174595.1
OG0000372	XP_033341826.1	XP_015174581.1
OG0000372	XP_033342202.1	XP_015181940.1
OG0000375	XP_033340438.1, XP_033340435.1, XP_033340437.1, XP_033340436.1	XP_015184082.1
OG0000377	XP_033340052.1	XP_015176492.1
OG0000377	XP_033334283.1, XP_033334282.1	XP_015171536.1
OG0000378	XP_033331059.1	XP_015191759.1
OG0000379	XP_033327134.1	XP_015177176.1, XP_015177175.1
OG0000380	XP_033325213.1, XP_033325212.1	XP_015187034.1, XP_015187033.1, XP_015187032.1, XP_015187031.1
OG0000381	XP_033333404.1	XP_015181537.1
OG0000381	XP_033341763.1	XP_015187133.1
OG0000382	XP_033330424.1	XP_015176221.1, XP_015176213.1
OG0000382	XP_033336938.1	XP_015181021.1
OG0000383	XP_033326692.1, XP_033331288.1	XP_015189753.1, XP_015189965.1
OG0000385	XP_033326778.1, XP_033326780.1	XP_015187297.1
OG0000386	XP_033330592.1	XP_015184892.1
OG0000386	XP_033330589.1	XP_015184894.1
OG0000386	XP_033330588.1	XP_015184893.1
OG0000387	XP_033334973.1	XP_015181663.1
OG0000388	XP_033337333.1	XP_015182150.1
OG0000388	XP_033342462.1	XP_015172563.1
OG0000389	XP_033328963.1, XP_033328964.1, XP_033328962.1, XP_033340021.1	XP_015187563.1, XP_015187565.1
OG0000390	XP_033333336.1, XP_033333337.1	XP_015182432.1
OG0000391	XP_033341964.1, XP_033341961.1, XP_033341963.1, XP_033341962.1	XP_015183972.1
OG0000394	XP_033329400.1	XP_015185400.1
OG0000395	XP_033333739.1, XP_033333737.1	XP_015185269.1
OG0000395	XP_033328128.1	XP_015177347.1, XP_015177346.1, XP_015177348.1
OG0000396	XP_033340552.1, XP_033340553.1, XP_033337877.1	XP_015187490.1
OG0000397	XP_033331799.1, XP_033331803.1, XP_033331800.1, XP_033331802.1, XP_033331801.1, XP_033331798.1	XP_015177509.1
OG0000398	XP_033339584.1, XP_033339585.1	XP_015187922.1
OG0000399	XP_033337545.1	XP_015182944.1, XP_015182929.1, XP_015182934.1, XP_015182937.1
OG0000400	XP_033338969.1	XP_015182549.1
OG0000401	XP_033323822.1, XP_033323821.1, XP_033323823.1, XP_033323824.1	XP_015182165.1
OG0000402	XP_033334212.1	XP_015177187.1, XP_015177186.1
OG0000402	XP_033334226.1	XP_015177188.1
OG0000403	XP_033341474.1, XP_033341487.1, XP_033341483.1, XP_033341477.1	XP_015178385.1, XP_015178387.1, XP_015178377.1
OG0000405	XP_033331406.1	XP_015186119.1
OG0000405	XP_033340878.1	XP_015174613.1
OG0000406	XP_033326903.1	XP_015173272.1
OG0000406	XP_033326905.1	XP_015173290.1
OG0000407	XP_033339709.1, XP_033339708.1	XP_015191347.1
OG0000407	XP_033339706.1	XP_015191346.1, XP_015191345.1
OG0000408	XP_033340149.1	XP_015178819.1
OG0000408	XP_033328629.1	XP_015191524.1
OG0000409	XP_033326835.1	XP_015174711.1
OG0000410	XP_033326694.1	XP_015184965.1
OG0000410	XP_033331344.1	XP_015175254.1
OG0000411	XP_033328282.1, XP_033328283.1	XP_015183849.1
OG0000411	XP_033340163.1, XP_033340162.1, XP_033340164.1	XP_015189262.1
OG0000412	XP_033335682.1	XP_015191503.1
OG0000413	XP_033341233.1	XP_015191329.1, XP_015191331.1, XP_015191330.1
OG0000414	XP_033333138.1	XP_015178993.1
OG0000414	XP_033332848.1	XP_015178987.1, XP_015178791.1
OG0000415	XP_033338123.1, XP_033338121.1, XP_033338120.1, XP_033338119.1, XP_033338118.1, XP_033338124.1	XP_015174243.1
OG0000416	XP_033328960.1	XP_015172129.1
OG0000417	XP_033332360.1	XP_015175825.1, XP_015175859.1
OG0000418	XP_033326354.1	XP_015184074.1, XP_015184073.1
OG0000418	XP_033320820.1	XP_015175385.1
OG0000419	XP_033323941.1	XP_015177458.1, XP_015177457.1
OG0000420	XP_033337078.1	XP_015181420.1
OG0000420	XP_033337385.1	XP_015181419.1
OG0000421	XP_033326257.1, XP_033326283.1	XP_015180338.1
OG0000423	XP_033338056.1, XP_033338096.1	XP_015173683.1
OG0000424	XP_033335545.1	XP_015173437.1
OG0000425	XP_033325468.1, XP_033325469.1, XP_033325470.1	XP_015171046.1, XP_015171045.1, XP_015171044.1, XP_015171049.1, XP_015171050.1
OG0000426	XP_033333225.1, XP_033333222.1, XP_033333223.1, XP_033333221.1, XP_033333226.1	XP_015178943.1, XP_015178944.1, XP_015178945.1
OG0000427	XP_033341724.1, XP_033331808.1	XP_015175837.1
OG0000427	XP_033337247.1	XP_015179186.1
OG0000428	XP_033324548.1	XP_015186351.1
OG0000429	XP_033324519.1, XP_033324510.1, XP_033324524.1, XP_033324531.1, XP_033324539.1	XP_015182920.1
OG0000430	XP_033328948.1, XP_033328949.1, XP_033340094.1, XP_033340095.1	XP_015189386.1, XP_015189389.1, XP_015189214.1, XP_015189213.1
OG0000431	XP_033337768.1	XP_015171179.1, XP_015171182.1
OG0000432	XP_033332572.1, XP_033332573.1, XP_033332575.1, XP_033332574.1	XP_015190207.1
OG0000433	XP_033325715.1	XP_015184278.1, XP_015184277.1
OG0000434	XP_033326415.1, XP_033326414.1	XP_015178277.1
OG0000435	XP_033331979.1, XP_033331978.1	XP_015185173.1
OG0000436	XP_033337321.1	XP_015182179.1
OG0000436	XP_033337326.1	XP_015180038.1
OG0000437	XP_033331313.1, XP_033331312.1	XP_015176927.1
OG0000438	XP_033339198.1	XP_015184824.1
OG0000439	XP_033332150.1	XP_015190706.1, XP_015190707.1, XP_015190704.1, XP_015190705.1
OG0000440	XP_033334735.1, XP_033334733.1	XP_015176418.1
OG0000441	XP_033322096.1, XP_033322105.1	XP_015174801.1
OG0000442	XP_033339025.1	XP_015178722.1, XP_015178721.1
OG0000443	XP_033331891.1, XP_033331890.1, XP_033331889.1	XP_015178167.1
OG0000444	XP_033342393.1	XP_015177117.1, XP_015177118.1, XP_015177116.1
OG0000445	XP_033331384.1	XP_015179205.1
OG0000445	XP_033331385.1	XP_015179206.1
OG0000446	XP_033322264.1, XP_033322265.1, XP_033322267.1, XP_033322266.1, XP_033322263.1	XP_015184677.1, XP_015184674.1, XP_015184676.1, XP_015184675.1, XP_015184678.1
OG0000447	XP_033330353.1, XP_033330352.1, XP_033330351.1, XP_033330350.1, XP_033330349.1, XP_033330348.1	XP_015183158.1, XP_015183157.1, XP_015183156.1
OG0000448	XP_033324622.1	XP_015182614.1, XP_015182606.1, XP_015182597.1
OG0000449	XP_033342964.1, XP_033342965.1, XP_033342969.1, XP_033342968.1, XP_033342966.1	XP_015183775.1, XP_015183773.1
OG0000450	XP_033339044.1, XP_033339054.1	XP_015171123.1
OG0000451	XP_033332904.1, XP_033332902.1, XP_033332901.1, XP_033332900.1, XP_033332896.1, XP_033332898.1, XP_033332899.1, XP_033332906.1, XP_033332905.1	XP_015172179.1
OG0000452	XP_033334868.1	XP_015183772.1
OG0000453	XP_033336214.1, XP_033336213.1	XP_015172208.1, XP_015172207.1
OG0000454	XP_033330005.1, XP_033330008.1, XP_033330009.1, XP_033330006.1, XP_033330007.1, XP_033330004.1	XP_015175549.1
OG0000455	XP_033334134.1	XP_015177184.1
OG0000456	XP_033330146.1, XP_033330137.1	XP_015186589.1, XP_015186587.1, XP_015186591.1, XP_015186590.1
OG0000457	XP_033335430.1	XP_015182902.1
OG0000458	XP_033328637.1, XP_033328638.1, XP_033328636.1	XP_015175800.1
OG0000459	XP_033325805.1, XP_033325806.1, XP_033325807.1	XP_015191361.1, XP_015191365.1, XP_015191363.1, XP_015191364.1, XP_015191360.1
OG0000460	XP_033341286.1	XP_015181326.1
OG0000460	XP_033341288.1	XP_015181394.1
OG0000461	XP_033332022.1	XP_015176525.1, XP_015176524.1, XP_015176522.1, XP_015176523.1, XP_015176526.1
OG0000462	XP_033341672.1	XP_015178560.1, XP_015178559.1
OG0000463	XP_033341357.1, XP_033341345.1	XP_015177816.1
OG0000464	XP_033328781.1	XP_015171757.1
OG0000464	XP_033328780.1	XP_015190554.1, XP_015190767.1
OG0000465	XP_033327190.1	XP_015173894.1, XP_015177167.1
OG0000466	XP_033329584.1, XP_033329585.1	XP_015186604.1
OG0000467	XP_033342293.1	XP_015188253.1, XP_015188252.1, XP_015188251.1, XP_015188257.1, XP_015188256.1, XP_015188255.1, XP_015188254.1
OG0000468	XP_033324601.1	XP_015187171.1, XP_015187167.1
OG0000469	XP_033329737.1	XP_015171607.1
OG0000471	XP_033339218.1	XP_015185649.1, XP_015185648.1, XP_015185647.1
OG0000472	XP_033328401.1	XP_015185084.1
OG0000474	XP_033340261.1, XP_033340260.1, XP_033340259.1, XP_033340258.1	XP_015180603.1, XP_015180594.1
OG0000475	XP_033321264.1, XP_033321270.1	XP_015181248.1
OG0000476	XP_033336742.1	XP_015173211.1
OG0000477	XP_033324104.1	XP_015171953.1
OG0000477	XP_033328757.1	XP_015190123.1
OG0000478	XP_033320817.1	XP_015182315.1
OG0000479	XP_033342911.1, XP_033342910.1, XP_033342909.1, XP_033342913.1, XP_033342912.1	XP_015182767.1
OG0000482	XP_033328862.1	XP_015181543.1
OG0000483	XP_033341123.1	XP_015184934.1, XP_015184933.1
OG0000484	XP_033340160.1, XP_033340166.1	XP_015173280.1, XP_015173278.1
OG0000485	XP_033323497.1	XP_015177478.1
OG0000486	XP_033328473.1	XP_015175277.1
OG0000487	XP_033331132.1	XP_015188388.1
OG0000487	XP_033331134.1	XP_015188389.1, XP_015188390.1
OG0000488	XP_033324532.1	XP_015190452.1, XP_015190451.1
OG0000489	XP_033339645.1, XP_033339644.1, XP_033339641.1, XP_033339642.1, XP_033339646.1	XP_015175904.1, XP_015175906.1, XP_015175905.1, XP_015175903.1, XP_015175902.1
OG0000490	XP_033342588.1, XP_033342589.1, XP_033342586.1, XP_033342587.1, XP_033342595.1, XP_033342594.1, XP_033342593.1, XP_033342590.1	XP_015178097.1
OG0000492	XP_033331284.1	XP_015188688.1
OG0000493	XP_033325441.1	XP_015177031.1, XP_015177042.1
OG0000495	XP_033331878.1	XP_015182063.1
OG0000496	XP_033328484.1, XP_033328483.1, XP_033328487.1, XP_033328486.1, XP_033328485.1	XP_015186575.1
OG0000497	XP_033325459.1	XP_015190639.1, XP_015190640.1
OG0000497	XP_033324151.1	XP_015186732.1
OG0000498	XP_033330331.1	XP_015175025.1, XP_015175023.1, XP_015175024.1
OG0000500	XP_033331065.1, XP_033331064.1, XP_033331066.1, XP_033331067.1	XP_015191578.1
OG0000500	XP_033331077.1	XP_015191564.1
OG0000501	XP_033330095.1	XP_015181826.1
OG0000501	XP_033330020.1	XP_015181954.1
OG0000502	XP_033321904.1	XP_015177168.1
OG0000502	XP_033321903.1	XP_015177169.1
OG0000505	XP_033335789.1	XP_015191833.1
OG0000505	XP_033336261.1, XP_033335776.1	XP_015191857.1
OG0000506	XP_033342068.1	XP_015190400.1
