Orthogroup	Megalopta_genalis	Ceratina_calcarata
OG0000198	XP_033335479.1	XP_017889330.1
OG0000200	XP_033342572.1	XP_017878648.1
OG0000200	XP_033342575.1	XP_017878649.1
OG0000201	XP_033340961.1, XP_033340957.1	XP_017881997.1
OG0000202	XP_033333432.1, XP_033333433.1	XP_017879501.1
OG0000203	XP_033330196.1	XP_017887879.1
OG0000203	XP_033332078.1	XP_017887627.1, XP_017887629.1, XP_017887626.1
OG0000204	XP_033332020.1, XP_033332021.1	XP_017890364.1, XP_017890363.1, XP_017890362.1
OG0000205	XP_033323241.1, XP_033323242.1, XP_033323243.1, XP_033323244.1	XP_026669616.1, XP_026669617.1, XP_026669618.1, XP_017880691.1, XP_017880690.1
OG0000206	XP_033326327.1, XP_033326324.1	XP_017886680.1
OG0000206	XP_033326332.1, XP_033332305.1	XP_026672663.1, XP_017886684.1
OG0000207	XP_033334745.1	XP_017887500.1
OG0000207	XP_033335457.1	XP_026674616.1
OG0000207	XP_033335455.1	XP_017892647.1
OG0000208	XP_033335301.1	XP_017888023.2
OG0000208	XP_033342197.1	XP_026674450.1
OG0000208	XP_033341683.1, XP_033341671.1	XP_017890302.1
OG0000209	XP_033325797.1, XP_033325796.1	XP_017877461.1
OG0000210	XP_033321038.1	XP_017892511.1
OG0000210	XP_033331494.1	XP_017891941.1
OG0000210	XP_033339699.1	XP_026674381.1, XP_026674382.1
OG0000212	XP_033337306.1	XP_017881503.1
OG0000212	XP_033337304.1, XP_033337305.1	XP_017881501.1, XP_017881502.1
OG0000213	XP_033335273.1, XP_033335255.1, XP_033335248.1, XP_033335265.1	XP_017880316.1, XP_017880314.1, XP_017880318.1, XP_017880317.1, XP_017880320.1, XP_017880319.1, XP_017880312.1, XP_017880311.1, XP_017880310.1
OG0000214	XP_033329279.1	XP_017887358.1
OG0000214	XP_033332495.1	XP_017883709.1
OG0000215	XP_033324846.1	XP_026674154.1
OG0000215	XP_033324848.1	XP_026674156.1
OG0000216	XP_033329437.1	XP_026675305.1, XP_017879922.1
OG0000217	XP_033326893.1	XP_017875872.2
OG0000218	XP_033324698.1, XP_033324701.1, XP_033324699.1, XP_033324700.1, XP_033324694.1, XP_033324693.1, XP_033324696.1, XP_033324695.1	XP_017886341.1, XP_017886340.1, XP_017886339.1
OG0000219	XP_033341813.1, XP_033341838.1, XP_033341823.1, XP_033341832.1, XP_033341847.1	XP_017877521.1, XP_017877526.1
OG0000220	XP_033334552.1	XP_017876340.1, XP_026667525.1, XP_026667523.1, XP_026667524.1
OG0000221	XP_033341189.1	XP_026670075.1, XP_017881592.1, XP_026670076.1
OG0000223	XP_033321135.1, XP_033336081.1	XP_017882775.1
OG0000223	XP_033326615.1	XP_017893356.1
OG0000224	XP_033336757.1	XP_017880350.1
OG0000225	XP_033327125.1, XP_033327126.1	XP_026666844.1, XP_017893638.1, XP_017893637.1, XP_017893635.1, XP_017893634.1, XP_017893640.1, XP_017893639.1
OG0000225	XP_033326964.1	XP_017878810.1
OG0000226	XP_033334005.1	XP_026666810.1
OG0000226	XP_033334386.1, XP_033334377.1	XP_017893380.1
OG0000227	XP_033335345.1, XP_033335343.1, XP_033335344.1, XP_033335341.1, XP_033335342.1	XP_017888470.1, XP_017888471.1, XP_017888467.1, XP_017888469.1, XP_017888468.1
OG0000229	XP_033329851.1, XP_033329859.1	XP_017875075.1
OG0000230	XP_033332064.1, XP_033332065.1	XP_017890279.1
OG0000231	XP_033341044.1, XP_033341042.1, XP_033341032.1, XP_033341037.1, XP_033341036.1, XP_033341034.1, XP_033341041.1, XP_033341039.1, XP_033341043.1, XP_033341035.1, XP_033341033.1, XP_033341038.1	XP_017876697.1
OG0000232	XP_033336594.1	XP_017884958.1, XP_017884957.1
OG0000233	XP_033328835.1, XP_033330123.1	XP_026675538.1, XP_017892650.2, XP_017892649.1, XP_026669124.1, XP_017879788.1, XP_017879699.1
OG0000234	XP_033322626.1	XP_017888526.1
OG0000234	XP_033322627.1	XP_017888643.1
OG0000235	XP_033327679.1, XP_033327639.1	XP_017875862.1
OG0000235	XP_033327641.1	XP_026667324.1, XP_026672263.1, XP_017890424.2
OG0000236	XP_033341648.1	XP_017889375.1
OG0000236	XP_033341647.1	XP_017889373.1
OG0000237	XP_033330897.1	XP_017876361.1
OG0000237	XP_033330926.1	XP_017876360.1
OG0000239	XP_033331997.1, XP_033331996.1, XP_033331995.1	XP_017893445.1
OG0000240	XP_033328502.1, XP_033332976.1, XP_033328457.1	XP_017893188.1
OG0000241	XP_033322650.1, XP_033322611.1	XP_026666971.1
OG0000241	XP_033334508.1, XP_033334500.1, XP_033334501.1, XP_033334502.1, XP_033334507.1, XP_033334506.1	XP_026666464.1
OG0000243	XP_033330955.1	XP_017884615.1
OG0000244	XP_033335781.1, XP_033335780.1, XP_033335782.1	XP_017875461.1
OG0000245	XP_033323070.1	XP_017884414.2, XP_017877241.2, XP_017877242.1
OG0000247	XP_033324057.1	XP_017879482.1
OG0000247	XP_033324120.1	XP_026669061.1
OG0000248	XP_033342993.1	XP_026672461.1
OG0000249	XP_033324895.1	XP_017889296.1, XP_017889295.1
OG0000249	XP_033324916.1, XP_033324906.1	XP_017881308.1
OG0000250	XP_033331459.1	XP_017891897.1
OG0000250	XP_033325499.1, XP_033325504.1	XP_017892094.1
OG0000251	XP_033331476.1	XP_017891906.1
OG0000251	XP_033330030.1, XP_033330031.1	XP_017880108.2
OG0000252	XP_033340169.1, XP_033340168.1, XP_033340167.1	XP_017882976.1, XP_017882975.1
OG0000253	XP_033327704.1	XP_017892580.1
OG0000253	XP_033326834.1	XP_017887593.1
OG0000254	XP_033333235.1	XP_017885582.1
OG0000254	XP_033339944.1, XP_033327994.1	XP_026670867.1, XP_017883145.1
OG0000255	XP_033334959.1	XP_017876450.1, XP_017876430.1, XP_017876438.1, XP_017876443.1
OG0000255	XP_033332940.1	XP_017881190.1
OG0000256	XP_033341517.1	XP_017888223.1, XP_017888224.1
OG0000257	XP_033335911.1, XP_033335914.1, XP_033335912.1, XP_033335913.1	XP_017888096.1
OG0000257	XP_033335903.1	XP_017888092.1
OG0000258	XP_033342464.1	XP_017878110.1
OG0000259	XP_033325263.1, XP_033325266.1, XP_033325265.1, XP_033325260.1, XP_033325261.1, XP_033325258.1, XP_033325259.1, XP_033325264.1	XP_026675575.1, XP_026675576.1, XP_026674289.1
OG0000261	XP_033329797.1	XP_017888716.1
OG0000263	XP_033342453.1, XP_033342455.1, XP_033342456.1	XP_017879981.1, XP_017879980.1
OG0000264	XP_033339250.1	XP_017891067.1
OG0000264	XP_033329580.1	XP_017876369.1
OG0000265	XP_033342102.1	XP_026669532.1, XP_017885091.1
OG0000266	XP_033340749.1	XP_017891607.1, XP_026674990.1, XP_017891608.1
OG0000266	XP_033338173.1	XP_017885430.1, XP_017885429.1
OG0000268	XP_033325300.1, XP_033325301.1	XP_017885444.1
OG0000269	XP_033324455.1, XP_033324487.1, XP_033324472.1, XP_033324481.1, XP_033324463.1	XP_026675551.1, XP_026675554.1, XP_026675552.1, XP_026675550.1, XP_026675553.1, XP_017892665.1
OG0000270	XP_033332967.1	XP_017879441.2
OG0000270	XP_033333269.1	XP_017889037.1
OG0000271	XP_033335191.1	XP_017883617.2, XP_026671280.1
OG0000271	XP_033322323.1	XP_026666577.1, XP_026666578.1
OG0000272	XP_033334149.1	XP_017892842.1
OG0000272	XP_033323942.1, XP_033323944.1	XP_017876935.1
OG0000273	XP_033335572.1, XP_033335541.1, XP_033335536.1, XP_033335548.1, XP_033335557.1, XP_033335563.1, XP_033335534.1	XP_017881716.1, XP_026670142.1, XP_026670143.1
OG0000274	XP_033324105.1, XP_033324106.1	XP_017883552.1
OG0000274	XP_033324310.1	XP_026674273.1, XP_026674274.1, XP_026674275.1
OG0000275	XP_033329977.1, XP_033329978.1	XP_017876926.2
OG0000277	XP_033336084.1	XP_017884937.1
OG0000278	XP_033322809.1	XP_017883294.2
OG0000279	XP_033323438.1	XP_017877534.1, XP_026668146.1
OG0000280	XP_033342857.1	XP_017878800.1
OG0000281	XP_033322646.1	XP_017890997.1
OG0000281	XP_033324110.1	XP_017890528.1, XP_017883555.1
OG0000283	XP_033331140.1, XP_033331139.1, XP_033331138.1, XP_033331136.1, XP_033331137.1	XP_017885393.1
OG0000284	XP_033331949.1	XP_017887944.1
OG0000284	XP_033323843.1	XP_017877834.1
OG0000284	XP_033340215.1, XP_033340029.1	XP_017892296.1
OG0000286	XP_033335143.1, XP_033335144.1, XP_033335142.1, XP_033335145.1	XP_017882800.1
OG0000287	XP_033340778.1, XP_033340776.1	XP_017887531.1
OG0000288	XP_033321660.1	XP_017887268.1
OG0000288	XP_033328032.1	XP_017890083.1
OG0000289	XP_033322908.1, XP_033322907.1, XP_033322906.1, XP_033322909.1	XP_017879713.1, XP_017879711.1, XP_017879712.1, XP_017879710.1
OG0000290	XP_033329555.1	XP_017892209.1
OG0000291	XP_033324774.1	XP_017878091.1
OG0000291	XP_033324775.1	XP_026668428.1
OG0000292	XP_033323730.1, XP_033339558.1	XP_017883970.1, XP_026671294.1
OG0000293	XP_033322533.1, XP_033322534.1	XP_026673949.1, XP_026673952.1, XP_026673951.1, XP_026673956.1
OG0000294	XP_033321567.1, XP_033321565.1	XP_026669286.1, XP_017890616.2
OG0000294	XP_033321571.1, XP_033321570.1	XP_026669287.1
OG0000295	XP_033321431.1, XP_033321430.1, XP_033321429.1	XP_017883054.1, XP_017883056.1, XP_017883055.1
OG0000296	XP_033322094.1, XP_033322095.1, XP_033322098.1, XP_033322097.1, XP_033322099.1, XP_033322100.1	XP_017880686.1, XP_017880687.1, XP_017880688.1
OG0000297	XP_033333032.1	XP_017893279.1
OG0000298	XP_033332751.1	XP_017877821.1, XP_017877822.1, XP_017877823.1, XP_026668289.1, XP_017877820.1
OG0000299	XP_033341864.1, XP_033341872.1	XP_026668130.1, XP_026668129.1, XP_017877527.1, XP_017877528.1
OG0000300	XP_033330944.1, XP_033330952.1	XP_017881515.1, XP_017881516.1
OG0000301	XP_033338889.1	XP_017888706.1
OG0000301	XP_033324485.1	XP_017881796.1, XP_026670186.1
OG0000302	XP_033325932.1	XP_017882044.1
OG0000303	XP_033324369.1	XP_017883659.1
OG0000303	XP_033334839.1	XP_017876261.1
OG0000303	XP_033335129.1	XP_017881670.1
OG0000304	XP_033330323.1, XP_033330324.1	XP_026667461.1, XP_026667462.1, XP_026667463.1, XP_017876182.1
OG0000305	XP_033333019.1, XP_033333018.1	XP_026670924.1
OG0000305	XP_033328812.1, XP_033328682.1, XP_033328681.1, XP_033328680.1	XP_017890725.1
OG0000306	XP_033323837.1, XP_033323835.1, XP_033323834.1	XP_026670843.1, XP_026670846.1, XP_017883071.2
OG0000307	XP_033338592.1, XP_033338590.1, XP_033338593.1, XP_033338594.1, XP_033338591.1, XP_033338595.1, XP_033338596.1, XP_033338597.1	XP_017886766.1, XP_017886767.1
OG0000308	XP_033339580.1	XP_017882238.1
OG0000309	XP_033335528.1, XP_033335529.1, XP_033335530.1, XP_033335531.1	XP_017883719.1, XP_026671117.1, XP_026671116.1
OG0000310	XP_033334256.1	XP_026668950.1, XP_017879249.1
OG0000311	XP_033337519.1	XP_017879050.1
OG0000312	XP_033333350.1, XP_033333343.1, XP_033333334.1	XP_026675168.1, XP_017891847.1, XP_017891846.1
OG0000313	XP_033337549.1	XP_017876032.1, XP_017892939.1, XP_017892941.1, XP_017892942.1
OG0000315	XP_033333990.1	XP_026670640.1, XP_026673904.1, XP_026670639.1
OG0000316	XP_033325064.1	XP_017889315.1
OG0000316	XP_033338014.1	XP_017885727.1
OG0000317	XP_033342872.1	XP_017878634.1
OG0000318	XP_033326372.1	XP_017886867.1
OG0000319	XP_033342398.1	XP_017890544.1
OG0000320	XP_033336473.1	XP_017884838.1, XP_017885012.1
OG0000321	XP_033330361.1, XP_033330369.1	XP_026669990.1
OG0000322	XP_033331478.1	XP_017891907.1
OG0000322	XP_033331858.1	XP_026672347.1, XP_017885950.1
OG0000323	XP_033334479.1	XP_017881130.1, XP_017881133.1, XP_026669825.1, XP_026669824.1, XP_026669823.1, XP_017881127.1
OG0000324	XP_033326464.1	XP_026666742.1, XP_026666721.1
OG0000325	XP_033333702.1, XP_033333701.1, XP_033333700.1	XP_017892509.1, XP_017892508.1, XP_017892510.1
OG0000326	XP_033338031.1, XP_033338510.1	XP_017883786.2
OG0000327	XP_033334453.1	XP_026669845.1
OG0000327	XP_033334451.1, XP_033334444.1	XP_026669836.1, XP_026669837.1
OG0000329	XP_033335407.1	XP_017890655.1
OG0000330	XP_033324521.1, XP_033324514.1, XP_033324513.1, XP_033324438.1, XP_033324520.1	XP_017888466.1
OG0000330	XP_033333717.1	XP_017888632.1
OG0000331	XP_033329059.1, XP_033329058.1, XP_033329045.1	XP_017891701.1
OG0000332	XP_033339359.1, XP_033339360.1, XP_033339358.1, XP_033339357.1, XP_033339361.1	XP_026675169.1, XP_017892085.1, XP_017892086.1, XP_017892084.1, XP_017892083.1
OG0000333	XP_033329805.1, XP_033329801.1, XP_033329802.1, XP_033329803.1, XP_033329804.1, XP_033341698.1	XP_017883944.1, XP_017880399.2
OG0000334	XP_033325774.1, XP_033325772.1, XP_033325773.1, XP_033325771.1, XP_033325770.1	XP_017876668.1, XP_017876666.1, XP_017876667.1, XP_026667677.1
OG0000335	XP_033332464.1, XP_033332465.1	XP_026674589.1, XP_017890677.1
OG0000336	XP_033337673.1	XP_026668398.1
OG0000336	XP_033331264.1	XP_017884030.1
OG0000337	XP_033342461.1, XP_033342457.1	XP_017892895.1
OG0000338	XP_033331225.1	XP_026670550.1
OG0000339	XP_033325334.1, XP_033339228.1, XP_033339229.1	XP_017890207.1
OG0000339	XP_033327360.1	XP_017880076.1
OG0000340	XP_033341852.1	XP_017883854.1
OG0000340	XP_033323924.1, XP_033323925.1	XP_017881925.1
OG0000341	XP_033321344.1, XP_033321342.1, XP_033321343.1	XP_017880418.1, XP_017880419.1
OG0000342	XP_033342494.1, XP_033342493.1	XP_017882193.1
OG0000342	XP_033342255.1	XP_017882300.1
OG0000344	XP_033326206.1	XP_017878016.1, XP_026668371.1, XP_026668373.1, XP_026668372.1
OG0000345	XP_033321632.1, XP_033321633.1	XP_017886453.1
OG0000347	XP_033330462.1, XP_033330463.1, XP_033330464.1	XP_017875942.1
OG0000348	XP_033341999.1	XP_026667059.1
OG0000349	XP_033335477.1, XP_033335476.1	XP_017883706.1, XP_026671160.1
OG0000350	XP_033334792.1, XP_033334791.1, XP_033334793.1	XP_017877637.1, XP_017877636.1
OG0000351	XP_033321872.1	XP_026671339.1, XP_017884059.1
OG0000352	XP_033337368.1, XP_033337357.1, XP_033337377.1	XP_017884017.1, XP_017884018.1, XP_017884019.1
OG0000353	XP_033341245.1, XP_033341243.1	XP_026673816.1
OG0000356	XP_033327806.1	XP_017882661.1
OG0000356	XP_033327931.1	XP_017882662.1
OG0000357	XP_033335853.1, XP_033335854.1, XP_033335851.1, XP_033335852.1	XP_017884701.1, XP_026671694.1, XP_017884704.1, XP_017884703.1, XP_017884702.1
OG0000358	XP_033331922.1, XP_033331923.1, XP_033331924.1	XP_017881381.1, XP_017881384.1, XP_017881383.1, XP_017881382.1
OG0000360	XP_033322281.1, XP_033322282.1, XP_033322285.1, XP_033322286.1, XP_033322283.1, XP_033322284.1	XP_026672518.1
OG0000361	XP_033341565.1	XP_017889643.1
OG0000362	XP_033340390.1	XP_017887524.1
OG0000362	XP_033340391.1, XP_033339880.1	XP_026673052.1, XP_017887555.1
OG0000363	XP_033323986.1	XP_017887556.1
OG0000363	XP_033329962.1	XP_017879666.2, XP_017882363.1
OG0000364	XP_033324355.1, XP_033324358.1, XP_033324357.1	XP_017879635.1
OG0000365	XP_033324466.1, XP_033324465.1, XP_033324464.1	XP_026669826.1
OG0000366	XP_033324753.1	XP_026672513.1
OG0000367	XP_033325763.1	XP_017876664.1, XP_017876665.1, XP_017876663.1
OG0000368	XP_033338295.1	XP_017890006.1, XP_026674259.1, XP_026674258.1
OG0000369	XP_033324659.1, XP_033324658.1	XP_026673921.1, XP_026673920.1
OG0000369	XP_033328412.1	XP_017875060.2
OG0000370	XP_033334080.1	XP_026670242.1
OG0000370	XP_033333961.1	XP_017891434.1, XP_026670241.1, XP_026670240.1
OG0000371	XP_033324702.1	XP_026672489.1, XP_026672487.1, XP_017886344.1, XP_017886345.1, XP_026672490.1, XP_017886342.1, XP_017886343.1
OG0000372	XP_033341826.1	XP_026674693.1
OG0000372	XP_033342202.1	XP_017877007.1
OG0000375	XP_033340438.1, XP_033340435.1, XP_033340437.1, XP_033340436.1	XP_026673145.1
OG0000377	XP_033340052.1	XP_017879768.1
OG0000377	XP_033334283.1, XP_033334282.1	XP_017892888.1
OG0000378	XP_033331059.1	XP_026666512.1, XP_017893062.1
OG0000379	XP_033327134.1	XP_026672374.1
OG0000380	XP_033325213.1, XP_033325212.1	XP_026674310.1, XP_017889485.1
OG0000381	XP_033333404.1	XP_017876207.1
OG0000381	XP_033341763.1	XP_017879359.1
OG0000382	XP_033330424.1	XP_026667240.1
OG0000382	XP_033336938.1	XP_017877895.1
OG0000383	XP_033326692.1, XP_033331288.1	XP_017880981.1, XP_017887324.1
OG0000385	XP_033326778.1, XP_033326780.1	XP_017888867.1, XP_017888864.1
OG0000385	XP_033322795.1	XP_017880344.1
OG0000386	XP_033330592.1	XP_017882819.1
OG0000386	XP_033330589.1	XP_026670786.1
OG0000386	XP_033330588.1	XP_026674023.1, XP_026670748.1
OG0000387	XP_033334973.1	XP_017884085.2, XP_017887854.2, XP_017881302.1
OG0000388	XP_033337333.1	XP_017892983.1
OG0000388	XP_033342462.1	XP_017892916.1
OG0000389	XP_033328963.1, XP_033328964.1, XP_033328962.1	XP_017888208.1
OG0000389	XP_033340021.1	XP_017882958.1, XP_017882959.1
OG0000390	XP_033333470.1, XP_033333336.1, XP_033333337.1	XP_026675490.1
OG0000391	XP_033341964.1, XP_033341961.1, XP_033341963.1, XP_033341962.1	XP_017879294.1
OG0000392	XP_033331198.1	XP_017890620.1
OG0000394	XP_033329400.1	XP_017891153.1, XP_017891154.1
OG0000395	XP_033333739.1, XP_033333737.1	XP_017878360.1
OG0000395	XP_033328128.1	XP_017880857.1
OG0000396	XP_033340552.1, XP_033340553.1	XP_017876629.1
OG0000396	XP_033337877.1	XP_017876031.1
OG0000398	XP_033339584.1, XP_033339585.1	XP_017883232.1, XP_026670933.1, XP_017881985.1, XP_026670277.1
OG0000399	XP_033337545.1	XP_017888875.2, XP_026673685.1
OG0000400	XP_033338969.1	XP_026667276.1
OG0000401	XP_033323822.1, XP_033323821.1, XP_033323823.1, XP_033323824.1	XP_017877858.1, XP_017877859.1, XP_026668295.1, XP_017877857.1
OG0000402	XP_033334212.1	XP_017886197.1
OG0000402	XP_033334226.1	XP_017886139.2
OG0000403	XP_033341474.1, XP_033341487.1, XP_033341483.1, XP_033341477.1	XP_026669413.1, XP_026669481.1, XP_026669498.1
OG0000405	XP_033331406.1	XP_017891894.1, XP_017891893.1
OG0000405	XP_033340878.1	XP_017891500.1
OG0000406	XP_033326903.1	XP_017888942.1
OG0000406	XP_033326905.1	XP_017888966.1
OG0000407	XP_033339704.1	XP_017892498.1, XP_026671889.1
OG0000407	XP_033339706.1	XP_017885063.2, XP_026675474.1
OG0000408	XP_033340149.1	XP_026673209.1, XP_026673210.1
OG0000408	XP_033328629.1	XP_017892389.1
OG0000409	XP_033326835.1	XP_017879420.1
OG0000410	XP_033326694.1	XP_017876457.1
OG0000410	XP_033331344.1	XP_017886929.1, XP_026672673.1
OG0000411	XP_033328282.1, XP_033328283.1	XP_017875085.1
OG0000411	XP_033340163.1, XP_033340162.1, XP_033340164.1	XP_026669493.1
OG0000412	XP_033335682.1	XP_026671793.1
OG0000412	XP_033334185.1	XP_026667744.1, XP_017876789.1
OG0000413	XP_033341233.1	XP_017889013.1, XP_026673841.1, XP_026673840.1, XP_026673839.1
OG0000414	XP_033333138.1	XP_017891040.1
OG0000414	XP_033332848.1	XP_017891275.1
OG0000415	XP_033338123.1, XP_033338121.1, XP_033338120.1, XP_033338119.1, XP_033338118.1, XP_033338124.1	XP_026672044.1, XP_026672043.1, XP_026672042.1, XP_026672041.1
OG0000416	XP_033328960.1	XP_026671285.1, XP_026671284.1
OG0000417	XP_033332360.1	XP_026670592.1
OG0000417	XP_033340803.1	XP_017889513.1
OG0000418	XP_033320820.1	XP_026674820.1
OG0000419	XP_033323941.1	XP_017893681.1, XP_017893682.1, XP_026666873.1
OG0000420	XP_033337078.1	XP_017883993.1
OG0000420	XP_033337385.1	XP_026671299.1
OG0000421	XP_033326257.1, XP_033326283.1	XP_017886991.1
OG0000422	XP_033324136.1, XP_033324135.1	XP_017883585.1, XP_017883586.1, XP_026671031.1, XP_017883584.1
OG0000423	XP_033338056.1, XP_033338096.1	XP_017877847.1, XP_017877835.1
OG0000424	XP_033335545.1	XP_017882934.1
OG0000425	XP_033325468.1, XP_033325469.1, XP_033325470.1	XP_026667650.1, XP_026667652.1, XP_026667651.1
OG0000426	XP_033333225.1, XP_033333222.1, XP_033333223.1, XP_033333221.1, XP_033333226.1	XP_017885576.1
OG0000427	XP_033341724.1	XP_026672403.1
OG0000427	XP_033331808.1	XP_026667920.1
OG0000427	XP_033337247.1	XP_026674914.1
OG0000428	XP_033321321.1	XP_017882890.1
OG0000429	XP_033324519.1, XP_033324510.1, XP_033324524.1, XP_033324531.1, XP_033324539.1	XP_017882425.1, XP_017882426.1, XP_017882427.1, XP_017882428.1, XP_017882429.1, XP_026670577.1, XP_017882430.1
OG0000430	XP_033328948.1, XP_033328949.1, XP_033340094.1, XP_033340095.1	XP_017889252.1
OG0000431	XP_033337768.1	XP_026673703.1
OG0000432	XP_033332572.1, XP_033332573.1, XP_033332575.1, XP_033332574.1	XP_017877649.1
OG0000433	XP_033325715.1	XP_026667220.1
OG0000433	XP_033330252.1	XP_026666785.1
OG0000434	XP_033326415.1, XP_033326414.1	XP_026667609.1, XP_017876717.1
OG0000435	XP_033331979.1, XP_033331978.1	XP_026666744.1
OG0000436	XP_033337321.1	XP_017892969.1, XP_017892973.1
OG0000436	XP_033337326.1	XP_017892982.1
OG0000437	XP_033331313.1, XP_033331312.1	XP_026667075.1, XP_026667076.1, XP_026667073.1, XP_026667074.1, XP_017875336.1, XP_017875334.1, XP_017875333.1, XP_017875332.1
OG0000438	XP_033324097.1, XP_033339198.1	XP_017883034.1
OG0000439	XP_033332150.1	XP_017878847.1
OG0000440	XP_033324009.1	XP_017889250.1
OG0000440	XP_033334735.1, XP_033334733.1	XP_017882389.1
OG0000441	XP_033322096.1, XP_033322105.1	XP_017878287.1
OG0000442	XP_033339025.1	XP_017882333.1, XP_017882334.1
OG0000443	XP_033331891.1, XP_033331890.1, XP_033331889.1	XP_017885882.1
OG0000444	XP_033342393.1	XP_017890461.1
OG0000445	XP_033331384.1	XP_017886578.1
OG0000445	XP_033331385.1	XP_026672605.1
OG0000446	XP_033322264.1, XP_033322265.1, XP_033322267.1, XP_033322266.1, XP_033322263.1	XP_017893250.1
OG0000447	XP_033330353.1, XP_033330352.1, XP_033330351.1, XP_033330350.1, XP_033330349.1, XP_033330348.1	XP_017877130.1, XP_026667913.1
OG0000448	XP_033324622.1	XP_017883604.1, XP_017883603.1, XP_017883602.1, XP_017883601.1
OG0000449	XP_033342964.1, XP_033342965.1, XP_033342969.1, XP_033342968.1, XP_033342966.1	XP_017878411.1, XP_017878410.1
OG0000450	XP_033339054.1	XP_017887043.1, XP_017887045.1
OG0000451	XP_033332904.1, XP_033332902.1, XP_033332901.1, XP_033332900.1, XP_033332896.1, XP_033332898.1, XP_033332899.1, XP_033332906.1, XP_033332905.1	XP_017880325.2
OG0000452	XP_033334868.1	XP_017879967.1, XP_017879965.1, XP_017879968.1
