Orthogroup	Megalopta_genalis	Tribolium_castaneum
OG0000219	XP_033341813.1, XP_033341838.1, XP_033341823.1, XP_033341832.1, XP_033341847.1	XP_968383.1
OG0000220	XP_033334552.1	XP_015840696.1
OG0000221	XP_033341189.1	XP_015837155.1, XP_974256.1
OG0000223	XP_033321135.1, XP_033336081.1	NP_001164284.1, XP_972063.1
OG0000225	XP_033327125.1, XP_033327126.1, XP_033326964.1	XP_971086.2
OG0000226	XP_033333963.1, XP_033334005.1	NP_001280522.1, XP_008197480.1
OG0000226	XP_033334386.1, XP_033334377.1	XP_015838522.1
OG0000227	XP_033335345.1, XP_033335343.1, XP_033335344.1, XP_033335341.1, XP_033335342.1	XP_008198897.2
OG0000229	XP_033329851.1, XP_033329859.1	XP_008190780.1
OG0000230	XP_033332064.1, XP_033332065.1	XP_015836723.1
OG0000231	XP_033341044.1, XP_033341042.1, XP_033341032.1, XP_033341037.1, XP_033341036.1, XP_033341034.1, XP_033341041.1, XP_033341039.1, XP_033341043.1, XP_033341035.1, XP_033341033.1, XP_033341038.1	XP_015836454.1, XP_015836453.1, XP_973943.1, XP_008194841.1
OG0000232	XP_033336594.1	XP_970131.1
OG0000233	XP_033328835.1, XP_033330123.1	XP_008196062.1, XP_008196018.1, XP_008196019.1
OG0000234	XP_033322626.1, XP_033322627.1, XP_033322628.1	XP_972520.3, XP_001814003.1
OG0000235	XP_033327679.1, XP_033327639.1	XP_015835330.1, XP_015835329.1, XP_015835324.1, XP_015835328.1
OG0000236	XP_033341648.1	NP_001155991.1
OG0000237	XP_033330897.1	XP_008197452.1
OG0000237	XP_033330926.1	XP_008197451.1
OG0000239	XP_033331997.1, XP_033331996.1, XP_033331995.1	XP_015836807.1, XP_008200144.1
OG0000240	XP_033328502.1, XP_033332976.1, XP_033328457.1	XP_015833080.1, XP_015833079.1, XP_015840681.1, XP_008190666.2, XP_008190667.1, XP_966770.1, XP_001809806.2, XP_008190687.2, XP_008201648.1
OG0000244	XP_033335781.1, XP_033335780.1, XP_033335782.1	XP_974579.1, XP_015836330.1
OG0000245	XP_033323070.1	XP_008194988.1, NP_001034522.1, NP_001034493.1
OG0000246	XP_033331324.1, XP_033331325.1	XP_973068.2, XP_008193582.1
OG0000247	XP_033324120.1	XP_015840017.1, XP_008190606.2, XP_015833810.1
OG0000248	XP_033342993.1	XP_015839338.1, XP_008193359.2, XP_015835108.1
OG0000249	XP_033324895.1, XP_033324916.1, XP_033324906.1, XP_033325592.1, XP_033325604.1, XP_033324884.1	XP_966587.1
OG0000250	XP_033331459.1, XP_033325499.1, XP_033325504.1	XP_008196257.1
OG0000251	XP_033331476.1, XP_033334440.1, XP_033330030.1, XP_033330031.1	XP_015840048.1, XP_008201191.1
OG0000252	XP_033340169.1, XP_033340168.1, XP_033340167.1	XP_970662.1
OG0000253	XP_033327704.1	XP_008198043.1
OG0000253	XP_033326834.1	XP_015838158.1
OG0000254	XP_033333235.1	XP_008195945.1
OG0000254	XP_033339944.1, XP_033327994.1	XP_008195412.1, XP_971164.2
OG0000255	XP_033334959.1	XP_970270.1, XP_008199406.1
OG0000256	XP_033341517.1	XP_973160.1, XP_973850.1, XP_008193331.1
OG0000257	XP_033335911.1, XP_033335914.1, XP_033335912.1, XP_033335913.1	XP_015838389.1
OG0000257	XP_033335903.1	XP_974236.1, XP_008201491.1, XP_008197327.1
OG0000260	XP_033342091.1, XP_033323053.1	NP_001034506.1
OG0000261	XP_033329797.1	XP_015839903.1, XP_015840001.1, XP_015840896.1, XP_015840891.1, XP_975108.2, XP_008201425.1, XP_975146.1, XP_015840860.1, XP_008201428.1, XP_008201427.1
OG0000263	XP_033342453.1, XP_033342455.1, XP_033342456.1	XP_966512.1, XP_975893.1
OG0000264	XP_033339250.1	XP_008198346.1, NP_001164126.1
OG0000264	XP_033329580.1	XP_968284.1, XP_015835141.1
OG0000265	XP_033342102.1	NP_001153781.1, XP_008200967.1, XP_008200966.1
OG0000266	XP_033340749.1	XP_967356.1
OG0000266	XP_033338173.1	XP_970881.1, XP_970797.1
OG0000268	XP_033325300.1, XP_033325301.1	XP_967796.2, XP_015832932.1, XP_015838161.1
OG0000269	XP_033324455.1, XP_033324487.1, XP_033324472.1, XP_033324481.1, XP_033324463.1	XP_971005.2
OG0000270	XP_033332852.1, XP_033332853.1, XP_033332850.1, XP_033332967.1	XP_008198078.1, NP_001280505.1
OG0000270	XP_033333269.1	XP_008198076.1, NP_001280501.1
OG0000271	XP_033335191.1	NP_001290187.1, NP_001280499.1, XP_015839433.1
OG0000271	XP_033322323.1	NP_001280518.1
OG0000272	XP_033334149.1	XP_008193383.1, NP_001107763.1
OG0000272	XP_033323942.1, XP_033323944.1	NP_001103420.1
OG0000273	XP_033335472.1, XP_033335572.1, XP_033335541.1, XP_033335536.1, XP_033335548.1, XP_033335557.1, XP_033335563.1, XP_033335534.1	XP_008191036.1
OG0000274	XP_033324105.1, XP_033324106.1	XP_008199963.1
OG0000275	XP_033329977.1, XP_033329978.1	XP_970514.2
OG0000277	XP_033336084.1	XP_015837443.1
OG0000278	XP_033322809.1	XP_015834844.1
OG0000279	XP_033323438.1	NP_001280538.1, XP_015838925.1, XP_015838796.1
OG0000281	XP_033322646.1	XP_967340.1
OG0000281	XP_033324107.1, XP_033324110.1	XP_968478.1, XP_968177.1
OG0000282	XP_033339838.1	XP_015839963.1, XP_015837078.1, XP_015838612.1, XP_015840021.1
OG0000283	XP_033331140.1, XP_033331139.1, XP_033331138.1, XP_033331136.1, XP_033331137.1	XP_970327.1, XP_015836740.1
OG0000284	XP_033331949.1	XP_968561.1
OG0000284	XP_033323843.1, XP_033340215.1, XP_033340029.1	XP_008195942.1, XP_973257.1
OG0000285	XP_033343077.1	XP_970530.1
OG0000286	XP_033335143.1, XP_033335144.1, XP_033335142.1, XP_033335145.1	XP_008193140.1
OG0000287	XP_033340778.1	XP_008197596.1
OG0000287	XP_033340776.1	XP_001814592.1
OG0000288	XP_033321660.1	XP_015833077.1, XP_008200294.1
OG0000288	XP_033328032.1	XP_966392.1
OG0000289	XP_033322908.1, XP_033322907.1, XP_033322906.1, XP_033322909.1	XP_973833.1
OG0000290	XP_033329555.1	XP_008193818.1
OG0000291	XP_033324774.1	NP_001161313.1
OG0000291	XP_033324775.1	XP_008192535.1
OG0000292	XP_033323730.1, XP_033339558.1, XP_033330924.1	XP_015836717.1, XP_008199379.1, XP_015836718.1
OG0000293	XP_033322533.1, XP_033322534.1	XP_974062.1, XP_974008.1, XP_001811085.2, XP_008192813.2, XP_015835032.1, XP_974034.1, XP_972744.1, XP_972703.3, XP_972663.1
OG0000295	XP_033321431.1, XP_033321430.1, XP_033321429.1	XP_974942.1
OG0000296	XP_033322094.1, XP_033322095.1, XP_033322098.1, XP_033322097.1, XP_033322099.1, XP_033322100.1	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1
OG0000297	XP_033333032.1	XP_015836263.1, XP_967109.3, XP_015836510.1, XP_015836508.1, XP_015836509.1, XP_970866.1, XP_008194978.1, XP_008190426.2, XP_966329.1, XP_008195034.1, XP_008195035.1, XP_015840885.1, XP_974610.1, XP_008199115.2, XP_974592.1, XP_008194674.2, XP_015836400.1, XP_015836399.1, XP_008194675.2, XP_974420.1, XP_966559.1
OG0000298	XP_033332751.1	XP_975374.1
OG0000299	XP_033341864.1, XP_033341872.1	XP_008196759.1
OG0000300	XP_033330944.1, XP_033330952.1	XP_969695.1
OG0000301	XP_033338889.1	NP_001107791.1
OG0000301	XP_033324485.1	NP_001107860.1
OG0000302	XP_033325932.1	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1
OG0000303	XP_033324369.1	XP_971548.1, XP_008199064.1
OG0000304	XP_033330323.1, XP_033330324.1	XP_015835772.1, XP_008193751.1
OG0000305	XP_033333019.1, XP_033333018.1	XP_015840834.1, XP_015840824.1, XP_008201263.1, XP_015840826.1, XP_015840827.1, XP_015840828.1, XP_015840825.1, XP_015839861.1
OG0000306	XP_033323837.1, XP_033323835.1, XP_033323834.1	XP_008195672.2
OG0000307	XP_033338592.1, XP_033338590.1, XP_033338593.1, XP_033338594.1, XP_033338591.1, XP_033338595.1, XP_033338596.1, XP_033338597.1	XP_973197.1
OG0000308	XP_033339580.1	XP_015835181.1
OG0000309	XP_033335528.1, XP_033335529.1, XP_033335530.1, XP_033335531.1	XP_968563.2, XP_015838858.1
OG0000310	XP_033334256.1	XP_015834524.1
OG0000311	XP_033337519.1	NP_001164089.1, XP_015836774.1
OG0000312	XP_033333350.1, XP_033333343.1, XP_033333334.1	XP_015833546.1
OG0000313	XP_033337549.1	XP_008197561.1, XP_008197562.1, XP_971420.2, XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2
OG0000315	XP_033333990.1	XP_008196876.1, XP_008196877.1, XP_008193351.1, XP_015838172.1
OG0000316	XP_033325064.1	XP_008190751.1, NP_001182329.1
OG0000317	XP_033342872.1	XP_008200064.1
OG0000318	XP_033326372.1	XP_008192121.1, XP_974398.1
OG0000319	XP_033342398.1	XP_967713.1, XP_971783.1
OG0000320	XP_033336473.1	XP_008196303.1, XP_015837420.1, XP_008196304.1
OG0000321	XP_033330361.1, XP_033330369.1	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1
OG0000322	XP_033331478.1	XP_974306.1
OG0000322	XP_033331858.1	XP_008191340.1
OG0000323	XP_033334479.1	XP_015839632.1, XP_015839647.1
OG0000324	XP_033326486.1, XP_033326464.1, XP_033327142.1	XP_015834170.1, XP_015834173.1
OG0000325	XP_033333702.1, XP_033333701.1, XP_033333700.1	XP_970199.2, XP_015838203.1, XP_015838204.1, XP_008196730.1
OG0000326	XP_033338031.1, XP_033338510.1	XP_015834991.1, XP_008192193.1, XP_008192194.1
OG0000327	XP_033334453.1, XP_033334451.1, XP_033334444.1	XP_008191189.2
OG0000330	XP_033333717.1	XP_967194.1, XP_973575.3, XP_968237.2
OG0000331	XP_033329059.1, XP_033329058.1, XP_033329045.1	XP_972225.1
OG0000332	XP_033339359.1, XP_033339360.1, XP_033339358.1, XP_033339357.1, XP_033339361.1	XP_971957.1
OG0000333	XP_033337087.1, XP_033329805.1, XP_033329801.1, XP_033329802.1, XP_033329803.1, XP_033329804.1, XP_033341698.1	XP_015839725.1
OG0000334	XP_033325774.1, XP_033325772.1, XP_033325773.1, XP_033325771.1, XP_033325770.1	XP_015836026.1
OG0000335	XP_033335567.1, XP_033332464.1, XP_033332465.1	XP_971201.1
OG0000336	XP_033331264.1	XP_001814361.1
OG0000337	XP_033342461.1, XP_033342457.1	XP_008198111.1, XP_008198112.1
OG0000338	XP_033331225.1	XP_008197000.1
OG0000339	XP_033325334.1, XP_033339228.1, XP_033339229.1	XP_975511.1
OG0000339	XP_033327360.1	NP_001177648.1, XP_008193158.1
OG0000340	XP_033341852.1	XP_008200736.1
OG0000340	XP_033323924.1, XP_033323925.1	XP_015838405.1, XP_973952.1, XP_973891.1
OG0000341	XP_033321344.1, XP_033321342.1, XP_033321343.1	XP_975221.1
OG0000342	XP_033342494.1, XP_033342493.1	XP_008198162.1
OG0000342	XP_033342255.1	XP_968153.2
OG0000344	XP_033326206.1	XP_015840052.1, XP_015840053.1
OG0000345	XP_033321632.1, XP_033321633.1	XP_015838177.1
OG0000347	XP_033330462.1, XP_033330463.1, XP_033330464.1	XP_008196770.1
OG0000348	XP_033341999.1	XP_008195650.1
OG0000349	XP_033335477.1, XP_033335476.1	XP_008199681.1, XP_008199682.1, XP_015839246.1
OG0000350	XP_033334792.1, XP_033334791.1, XP_033334793.1	XP_008197841.1, XP_971237.1
OG0000351	XP_033321872.1	XP_971635.2, XP_008196968.1
OG0000352	XP_033337368.1, XP_033337357.1, XP_033337377.1	XP_974349.1
OG0000356	XP_033327806.1, XP_033327931.1	XP_008197708.1, XP_008197784.2
OG0000357	XP_033335853.1, XP_033335854.1, XP_033335851.1, XP_033335852.1	XP_008194728.1
OG0000358	XP_033331922.1, XP_033331923.1, XP_033331924.1	XP_972062.1
OG0000360	XP_033322281.1, XP_033322282.1, XP_033322285.1, XP_033322286.1, XP_033322283.1, XP_033322284.1	XP_008195292.1, XP_967057.1
OG0000361	XP_033341565.1	XP_973660.1
OG0000362	XP_033340390.1	NP_001161782.1
OG0000362	XP_033340391.1, XP_033339880.1	NP_001161781.1
OG0000363	XP_033323986.1	XP_970320.1
OG0000363	XP_033329962.1	XP_015834105.1
OG0000364	XP_033324355.1, XP_033324358.1, XP_033324357.1	XP_008200761.1, XP_015840859.1, XP_008192910.2, XP_966855.1
OG0000366	XP_033324748.1, XP_033324745.1, XP_033324753.1	XP_015840947.1, NP_001107777.1
OG0000367	XP_033325763.1	XP_008194856.1, XP_015836457.1
OG0000368	XP_033338295.1	XP_976104.1, XP_015838018.1
OG0000369	XP_033324659.1, XP_033324658.1, XP_033328412.1	XP_008201712.1
OG0000370	XP_033334080.1	XP_015839940.1
OG0000371	XP_033324702.1	XP_008201299.1
OG0000372	XP_033341826.1, XP_033342202.1	XP_015836666.1
OG0000373	XP_033339075.1	XP_015837712.1, XP_008198311.1
OG0000375	XP_033340438.1, XP_033340435.1, XP_033340437.1, XP_033340436.1	XP_015838589.1
OG0000377	XP_033340052.1	XP_008198810.1
OG0000377	XP_033334283.1, XP_033334282.1	XP_008199609.1
OG0000379	XP_033327134.1	XP_008191956.1, XP_015836606.1
OG0000380	XP_033325213.1, XP_033325212.1	XP_970911.1, XP_015835308.1
OG0000381	XP_033333404.1	XP_015834938.1
OG0000381	XP_033341763.1	XP_001813974.1
OG0000382	XP_033330424.1, XP_033336938.1	XP_966771.1
OG0000383	XP_033326692.1, XP_033331288.1	XP_015840217.1
OG0000385	XP_033339858.1, XP_033326784.1, XP_033326778.1, XP_033326780.1, XP_033322795.1	XP_008200161.1
OG0000386	XP_033330592.1, XP_033330589.1, XP_033330588.1	XP_970034.2
OG0000387	XP_033334973.1	XP_968734.1
OG0000388	XP_033337333.1	XP_974824.1
OG0000388	XP_033342462.1	XP_974813.1
OG0000389	XP_033328963.1, XP_033328964.1, XP_033328962.1, XP_033340021.1	XP_008191053.1, XP_971552.2
OG0000390	XP_033333470.1, XP_033333336.1, XP_033333337.1	XP_970733.3
OG0000392	XP_033331198.1	XP_015839708.1
OG0000394	XP_033329400.1	XP_008190453.1, XP_015836362.1, XP_970450.1
OG0000395	XP_033333739.1, XP_033333737.1, XP_033328128.1	XP_967306.3
OG0000396	XP_033340552.1, XP_033340553.1	XP_967256.1
OG0000397	XP_033331799.1, XP_033331803.1, XP_033331800.1, XP_033331802.1, XP_033331801.1, XP_033331798.1	XP_973626.3
OG0000398	XP_033339584.1, XP_033339585.1	XP_973071.1
OG0000399	XP_033337545.1	XP_015838955.1
OG0000401	XP_033323822.1, XP_033323821.1, XP_033323823.1, XP_033323824.1	XP_973474.1
OG0000403	XP_033341474.1, XP_033341487.1, XP_033341483.1, XP_033341477.1	XP_015835469.1
OG0000405	XP_033331406.1	XP_975505.1
OG0000405	XP_033340878.1	XP_969335.1
OG0000406	XP_033326903.1	XP_015840310.1
OG0000406	XP_033326905.1	XP_967861.2
OG0000407	XP_033339709.1, XP_033339708.1, XP_033339704.1, XP_033339706.1	XP_008198805.1
OG0000408	XP_033340149.1	XP_008190910.1
OG0000408	XP_033328629.1	XP_008199142.1, XP_970081.3
OG0000409	XP_033326835.1	XP_015835314.1, XP_008200456.1, XP_972202.1, XP_008200455.1
OG0000410	XP_033326694.1	XP_008194279.1
OG0000410	XP_033331344.1	XP_008199891.1
OG0000411	XP_033328282.1, XP_033328283.1	XP_008191461.1
OG0000411	XP_033340163.1, XP_033340162.1, XP_033340164.1	XP_001813433.1
OG0000412	XP_033334185.1	XP_015836557.1, XP_971694.2
OG0000413	XP_033341233.1	XP_969620.2
OG0000415	XP_033338123.1, XP_033338121.1, XP_033338120.1, XP_033338119.1, XP_033338118.1, XP_033338124.1	XP_973217.2
OG0000416	XP_033328960.1, XP_033329936.1, XP_033329943.1	XP_008192545.1
OG0000417	XP_033332360.1	XP_008198772.1
OG0000417	XP_033340803.1	XP_974698.1
OG0000418	XP_033320820.1	XP_015833481.1
OG0000419	XP_033323941.1	XP_971173.1, XP_015838774.1
OG0000420	XP_033337078.1	XP_008192326.1, XP_001816525.1, XP_008192327.1, XP_008192332.1
OG0000420	XP_033337385.1	XP_008199675.1
OG0000421	XP_033326257.1, XP_033326283.1	XP_008192097.1
OG0000422	XP_033324136.1, XP_033324135.1	XP_008192616.1
OG0000423	XP_033338056.1, XP_033338096.1	XP_008199561.1
OG0000424	XP_033335547.1, XP_033335545.1	XP_015840415.1
OG0000425	XP_033325468.1, XP_033325469.1, XP_033325470.1	XP_969804.2
OG0000426	XP_033333225.1, XP_033333222.1, XP_033333223.1, XP_033333221.1, XP_033333226.1	XP_973970.1
OG0000427	XP_033341724.1, XP_033331808.1	XP_972369.1
OG0000427	XP_033337247.1	XP_008196417.1
OG0000428	XP_033321321.1	XP_015839428.1, XP_008194527.2
OG0000428	XP_033324548.1	XP_015837845.1, NP_001280511.1
OG0000429	XP_033324519.1, XP_033324510.1, XP_033324524.1, XP_033324531.1, XP_033324539.1	XP_008196407.1, XP_015837255.1
OG0000430	XP_033321267.1, XP_033328948.1, XP_033328949.1, XP_033340094.1, XP_033340095.1	XP_008190881.1, XP_008197779.1, XP_008197331.1, XP_008199845.1
OG0000431	XP_033337768.1	XP_015839887.1, XP_967707.1, XP_008190865.1, XP_015834261.1
OG0000432	XP_033332572.1, XP_033332573.1, XP_033332575.1, XP_033332574.1	XP_973723.1
OG0000433	XP_033325715.1	XP_015835623.1, NP_001139342.1, XP_008193524.2, NP_001139461.1
OG0000433	XP_033330252.1	NP_001139389.1, XP_015833910.1
OG0000434	XP_033326415.1, XP_033326414.1	XP_972017.1, XP_008196460.1, XP_008196458.1, XP_008196459.1, XP_015838266.1, XP_015838265.1
OG0000436	XP_033337321.1	XP_008197909.1
OG0000436	XP_033337326.1	XP_970620.1
OG0000437	XP_033331313.1, XP_033331312.1	XP_008200406.1
OG0000438	XP_033324097.1, XP_033339198.1	XP_971688.3
OG0000439	XP_033332150.1	XP_008193933.1
OG0000440	XP_033324009.1, XP_033334735.1, XP_033334733.1	XP_008200809.1
OG0000441	XP_033322096.1, XP_033322105.1	XP_008198701.1, XP_008198702.1, XP_008198700.1, XP_008198703.1
OG0000442	XP_033339025.1	XP_008197799.1, XP_968004.1
OG0000443	XP_033331891.1, XP_033331890.1, XP_033331889.1	XP_974381.2
OG0000444	XP_033342393.1	NP_001164534.1, NP_001164533.1
OG0000445	XP_033331384.1	XP_008193734.1
OG0000446	XP_033322264.1, XP_033322265.1, XP_033322267.1, XP_033322266.1, XP_033322263.1	XP_008198655.1, XP_008198715.2, XP_008198651.1
OG0000447	XP_033330353.1, XP_033330352.1, XP_033330351.1, XP_033330350.1, XP_033330349.1, XP_033330348.1	XP_008191853.2
OG0000448	XP_033324622.1	XP_969343.1
OG0000449	XP_033342964.1, XP_033342965.1, XP_033342969.1, XP_033342968.1, XP_033342966.1	XP_966346.1
OG0000450	XP_033339044.1, XP_033339054.1	NP_001157610.1, XP_015835206.1
OG0000451	XP_033332904.1, XP_033332902.1, XP_033332901.1, XP_033332900.1, XP_033332896.1, XP_033332898.1, XP_033332899.1, XP_033332906.1, XP_033332905.1	XP_972488.2
OG0000452	XP_033334868.1	XP_008195563.1
OG0000453	XP_033336214.1, XP_033336213.1	XP_008196382.1, XP_008196383.1, XP_008196384.1
OG0000454	XP_033330005.1, XP_033330008.1, XP_033330009.1, XP_033330006.1, XP_033330007.1, XP_033330004.1	XP_008197523.2
OG0000455	XP_033334134.1	NP_001280547.1, XP_008193388.1
OG0000456	XP_033330146.1, XP_033330137.1	XP_969928.1, XP_008196724.1
OG0000457	XP_033335430.1	XP_015835204.1, NP_001076795.1, XP_015837745.1, NP_001076796.1
OG0000458	XP_033328637.1, XP_033328638.1, XP_033328636.1	XP_967155.1
OG0000459	XP_033325805.1, XP_033325806.1, XP_033325807.1	XP_968944.1
OG0000460	XP_033341286.1	XP_968752.1
OG0000460	XP_033341288.1	XP_968824.2
OG0000461	XP_033332022.1	XP_008198752.1
OG0000462	XP_033341672.1	XP_015840075.1
OG0000463	XP_033341359.1	XP_015833244.1, XP_015833229.1
OG0000464	XP_033328780.1	XP_015836316.1, XP_015837285.1, XP_015836265.1, XP_015835579.1
OG0000465	XP_033327190.1	XP_008198275.1
OG0000466	XP_033329584.1, XP_033329585.1	XP_969900.1, XP_008191787.1
OG0000467	XP_033342293.1	XP_008198462.1, XP_008198465.1, XP_967712.2, XP_008198474.1
OG0000468	XP_033324601.1	XP_008194809.1
OG0000469	XP_033329737.1	XP_967943.1, NP_001306191.1
OG0000471	XP_033339218.1	XP_972436.1
OG0000472	XP_033328401.1	XP_008190497.1, XP_008190496.1, XP_008190495.1, XP_008190494.1
OG0000474	XP_033340261.1, XP_033340260.1, XP_033340259.1, XP_033340258.1	XP_967468.1
OG0000475	XP_033321264.1, XP_033321270.1	XP_008193995.1, XP_015836218.1, XP_969591.2
OG0000476	XP_033336742.1	NP_001127700.1, XP_015834940.1, NP_001120783.1
OG0000477	XP_033324104.1, XP_033328757.1	NP_001164309.1, XP_008198961.1, XP_969867.1
OG0000478	XP_033320817.1	XP_970086.1
OG0000479	XP_033342911.1, XP_033342910.1, XP_033342909.1, XP_033342913.1, XP_033342912.1	XP_015839265.1, XP_008198225.1
OG0000482	XP_033328862.1	XP_969479.3, XP_015838834.1, XP_970997.2
OG0000483	XP_033341123.1	XP_015837619.1, XP_008196295.1, XP_973683.1, XP_015837618.1, XP_015837422.1
OG0000484	XP_033340160.1, XP_033340166.1	XP_008198466.1
OG0000485	XP_033323497.1, XP_033323494.1, XP_033323495.1, XP_033323496.1	XP_971795.1
OG0000488	XP_033324532.1	XP_970829.1
OG0000489	XP_033339645.1, XP_033339644.1, XP_033339641.1, XP_033339642.1, XP_033339646.1	XP_971503.1, XP_015836306.1, XP_015836308.1
OG0000490	XP_033342588.1, XP_033342589.1, XP_033342586.1, XP_033342587.1, XP_033342595.1, XP_033342594.1, XP_033342593.1, XP_033342590.1	XP_970402.1
OG0000491	XP_033323235.1, XP_033323237.1	XP_966641.2
OG0000492	XP_033331284.1	XP_008191436.1, XP_008191435.1, XP_008191434.1
OG0000493	XP_033325441.1	XP_015836062.1
OG0000494	XP_033334484.1	XP_008193825.2
OG0000495	XP_033331878.1	XP_971329.1
OG0000496	XP_033328484.1, XP_033328483.1, XP_033328487.1, XP_033328486.1, XP_033328485.1	XP_968047.1
OG0000497	XP_033325459.1	XP_975478.1
OG0000497	XP_033324151.1	XP_008196347.1, XP_015837674.1, XP_015837673.1
OG0000498	XP_033330331.1	XP_971487.1
OG0000500	XP_033331065.1, XP_033331064.1, XP_033331066.1, XP_033331067.1	XP_015840287.1
OG0000500	XP_033331077.1	XP_015840276.1
OG0000501	XP_033330095.1, XP_033330102.1	XP_008199865.1
OG0000501	XP_033330020.1	XP_015836029.1
OG0000502	XP_033321903.1	XP_972728.2
OG0000504	XP_033321826.1, XP_033321898.1	XP_968718.1, XP_008194015.1, XP_974277.2
OG0000505	XP_033336261.1, XP_033335776.1	XP_969277.1
OG0000506	XP_033342068.1, XP_033337807.1	XP_008199411.2
OG0000507	XP_033334190.1, XP_033334144.1, XP_033334143.1	XP_001807284.2, XP_976138.1, XP_001811691.1
OG0000508	XP_033332192.1	XP_008192396.1
OG0000509	XP_033323421.1, XP_033323422.1	XP_969380.1, NP_001107848.1, XP_015840636.1, XP_969234.1, XP_975485.1, XP_008201472.1, XP_008201470.1
OG0000510	XP_033341585.1	XP_967289.1, XP_967368.2, XP_008190366.1
OG0000516	XP_033341862.1, XP_033341863.1	XP_974600.1
OG0000517	XP_033326006.1, XP_033331700.1	XP_972373.1
OG0000518	XP_033336300.1	XP_966468.1
OG0000519	XP_033325255.1, XP_033325256.1, XP_033325257.1	XP_001806886.2
OG0000520	XP_033331904.1	XP_015833266.1
OG0000521	XP_033331648.1	XP_001811514.1
