Orthogroup	Megalopta_genalis	Nasonia_vitripennis
OG0000190	XP_033320777.1, XP_033320785.1, XP_033320794.1, XP_033320771.1	XP_008201771.1, XP_032456089.1, XP_032456090.1, XP_032456086.1, XP_001605005.1, XP_032456093.1, XP_032456091.1, XP_032456092.1, XP_032456087.1, XP_032456088.1, XP_001604983.1, XP_003425264.1, XP_008201772.1, XP_032456085.1, XP_008201769.1, XP_032456082.1, XP_032456084.1, XP_032456083.1, XP_008201770.1
OG0000191	XP_033324612.1, XP_033324613.1	XP_008207212.2
OG0000192	XP_033330674.1, XP_033330682.1, XP_033330681.1, XP_033330684.1, XP_033330683.1, XP_033330689.1, XP_033330679.1, XP_033330678.1, XP_033330686.1, XP_033330685.1, XP_033330677.1, XP_033330690.1, XP_033330687.1, XP_033330688.1, XP_033330692.1, XP_033330676.1, XP_033330675.1	XP_031780067.1, XP_031780066.1
OG0000194	XP_033339145.1	NP_001166262.1
OG0000194	XP_033339236.1	XP_003426834.1
OG0000194	XP_033339238.1	NP_001166261.1
OG0000194	XP_033339249.1	NP_001161280.1, XP_032451902.1
OG0000195	XP_033335400.1	XP_008203346.1, XP_008203347.1
OG0000195	XP_033329041.1, XP_033329044.1, XP_033329028.1, XP_033329043.1, XP_033329042.1, XP_033329055.1, XP_033329056.1, XP_033338704.1, XP_033338713.1, XP_033338705.1, XP_033339377.1	XP_003424961.1
OG0000196	XP_033325034.1	XP_003423952.1, XP_008215430.1
OG0000196	XP_033326430.1	XP_008215207.1
OG0000197	XP_033335784.1, XP_033335975.1, XP_033335974.1, XP_033335976.1, XP_033335973.1	XP_016837276.1, XP_016837275.1, NP_001155183.1, XP_016837279.1, XP_016837277.1, XP_032452047.1, XP_031777742.1, XP_031777741.1, XP_031777743.1
OG0000198	XP_033335479.1	XP_008213258.1
OG0000200	XP_033342572.1, XP_033342575.1	NP_001153462.1
OG0000201	XP_033340961.1	XP_001606137.1
OG0000201	XP_033340957.1	XP_001607558.2
OG0000202	XP_033333432.1, XP_033333433.1	XP_001608175.1, XP_032456995.1, XP_032456994.1
OG0000202	XP_033333451.1	XP_031788443.1, XP_031788445.1
OG0000203	XP_033330196.1	XP_001608051.1
OG0000203	XP_033332078.1	XP_032452106.1, XP_031779307.1
OG0000204	XP_033332020.1, XP_033332021.1	XP_016841715.1, XP_031788586.1, XP_016841716.1
OG0000205	XP_033323241.1, XP_033323242.1, XP_033323243.1, XP_033323244.1	XP_031784084.1
OG0000207	XP_033334745.1	XP_001605874.1
OG0000207	XP_033335457.1	XP_031780977.1
OG0000207	XP_033335455.1	XP_031779878.1, XP_031781051.1
OG0000208	XP_033335301.1	XP_031781008.1
OG0000209	XP_033325797.1, XP_033325796.1	XP_032456886.1
OG0000210	XP_033321038.1	XP_008212102.1, XP_008212106.1
OG0000210	XP_033331494.1	XP_016845495.1, XP_008214952.1
OG0000210	XP_033339699.1	XP_031784536.1, XP_032455257.1
OG0000212	XP_033337306.1, XP_033337304.1, XP_033337305.1	XP_001601231.2
OG0000213	XP_033335273.1, XP_033335255.1, XP_033335248.1, XP_033335265.1	XP_003427028.1, XP_001605473.1, XP_032456240.1
OG0000214	XP_033329279.1	XP_032457643.1, XP_032457642.1, XP_031781552.1, XP_031781551.1
OG0000214	XP_033332495.1	XP_032455627.1, XP_031784508.1
OG0000215	XP_033324846.1	XP_016843751.2, XP_016843750.2, XP_016843749.2, XP_031788092.1, XP_032456457.1
OG0000215	XP_033324848.1	XP_001603599.4
OG0000216	XP_033329437.1	XP_001603476.3
OG0000217	XP_033326893.1	XP_001605172.2, XP_031785580.1, XP_032453386.1, XP_001605149.3, XP_031780038.1, XP_001599171.3, XP_032451628.1, XP_001605811.2
OG0000218	XP_033324698.1, XP_033324701.1, XP_033324699.1, XP_033324700.1, XP_033324694.1, XP_033324693.1, XP_033324696.1, XP_033324695.1	XP_008207040.1, XP_008207042.1, XP_008207041.1
OG0000219	XP_033341813.1, XP_033341838.1, XP_033341823.1, XP_033341832.1, XP_033341847.1	XP_032452539.1
OG0000220	XP_033334552.1	XP_008206095.1, XP_008206096.1, XP_008206094.1, XP_016843252.1, XP_008206097.1, XP_001604656.1
OG0000221	XP_033341189.1	XP_001607468.1
OG0000223	XP_033321135.1, XP_033336081.1	NP_001155149.1, XP_008213618.1
OG0000223	XP_033326615.1	XP_031785562.1
OG0000224	XP_033336757.1	NP_001166091.1, XP_016836998.2, XP_032452314.1, XP_031780168.1
OG0000225	XP_033327125.1, XP_033327126.1	XP_001602931.1
OG0000225	XP_033326964.1	XP_031781485.1, XP_032457609.1, XP_031777410.1
OG0000226	XP_033333963.1, XP_033334005.1	XP_016844695.1
OG0000226	XP_033334386.1, XP_033334377.1	XP_016845008.1
OG0000229	XP_033329851.1, XP_033329859.1	XP_008215504.1
OG0000230	XP_033332064.1, XP_033332065.1	XP_003424711.1
OG0000231	XP_033341044.1, XP_033341042.1, XP_033341032.1, XP_033341037.1, XP_033341036.1, XP_033341034.1, XP_033341041.1, XP_033341039.1, XP_033341043.1, XP_033341035.1, XP_033341033.1, XP_033341038.1	XP_001602920.1
OG0000232	XP_033336594.1	XP_031788753.1
OG0000233	XP_033328835.1, XP_033330123.1	XP_008216033.1, XP_016836863.1, XP_003423899.1, XP_031777023.1
OG0000234	XP_033322626.1, XP_033322627.1	NP_001166089.1
OG0000234	XP_033322628.1	NP_001166062.1, XP_003426198.1, XP_003426213.1, XP_003426199.1
OG0000235	XP_033327679.1, XP_033327639.1	XP_031779029.1, XP_031779025.1, XP_031779027.1
OG0000236	XP_033341648.1	NP_001164379.1
OG0000236	XP_033341647.1	XP_031785405.1
OG0000237	XP_033335944.1, XP_033330897.1, XP_033330926.1	XP_008203240.1
OG0000239	XP_033331997.1, XP_033331996.1, XP_033331995.1	XP_031785698.1
OG0000240	XP_033328502.1, XP_033332976.1, XP_033328457.1	XP_016838389.1, XP_016838388.1, XP_016838390.1, XP_016838387.1, XP_008207243.1, XP_003426690.1, XP_032456400.1, XP_031779042.1, XP_016838108.1, NP_001153321.1, XP_031787488.1, XP_008217955.2, XP_032457878.1
OG0000241	XP_033322650.1, XP_033322611.1	XP_001599078.1
OG0000241	XP_033334508.1, XP_033334500.1, XP_033334501.1, XP_033334502.1, XP_033334507.1, XP_033334506.1	XP_031784889.1
OG0000243	XP_033330955.1	XP_001605952.2
OG0000244	XP_033335781.1, XP_033335780.1, XP_033335782.1	XP_031781211.1, XP_008214562.1, XP_008214563.1, XP_032457510.1, XP_031781210.1
OG0000245	XP_033323070.1	NP_001164331.1, NP_001164357.1, XP_031783456.1
OG0000246	XP_033331324.1, XP_033331325.1	XP_003427114.1, XP_031778429.1
OG0000247	XP_033324120.1	XP_031779115.1
OG0000248	XP_033342993.1	XP_031783660.1
OG0000249	XP_033324895.1	NP_001153452.1
OG0000249	XP_033324916.1, XP_033324906.1	XP_031787477.1
OG0000250	XP_033331459.1	XP_001607440.2
OG0000251	XP_033331476.1, XP_033334440.1, XP_033330030.1, XP_033330031.1	XP_032455324.1, XP_031784890.1, XP_003426647.1
OG0000252	XP_033340169.1, XP_033340168.1, XP_033340167.1	XP_008202453.1, XP_008202456.1, XP_032457326.1, XP_031777444.1, XP_031777443.1, XP_032457324.1, XP_032457323.1, XP_032457325.1
OG0000253	XP_033327704.1	NP_001164367.1
OG0000253	XP_033326834.1	XP_031781922.1, NP_001122571.1
OG0000254	XP_033333235.1	XP_008211229.1, XP_031785157.1
OG0000254	XP_033339944.1, XP_033327994.1	XP_008206656.1
OG0000255	XP_033334959.1	XP_008214568.1
OG0000255	XP_033332940.1	XP_001601575.1
OG0000256	XP_033341517.1	XP_008204801.1, XP_008204800.1, XP_008204803.1, XP_008204805.1
OG0000257	XP_033335911.1, XP_033335914.1, XP_033335912.1, XP_033335913.1	XP_016838496.1, XP_008203021.1
OG0000257	XP_033335903.1	XP_016838482.1
OG0000258	XP_033342464.1	XP_001601068.1, XP_016845241.1, XP_001601290.2, XP_001601182.1
OG0000259	XP_033325263.1, XP_033325266.1, XP_033325265.1, XP_033325260.1, XP_033325261.1, XP_033325258.1, XP_033325259.1, XP_033325264.1	XP_008207661.2
OG0000261	XP_033329797.1	XP_001602288.1
OG0000263	XP_033342453.1, XP_033342455.1, XP_033342456.1	XP_008203575.1, XP_032454107.1, XP_003425684.1, XP_031783237.1, XP_008203574.1, XP_031783236.1
OG0000264	XP_033339250.1	XP_016844991.1, XP_016844992.1, XP_016844993.1
OG0000264	XP_033329580.1	XP_001608103.1
OG0000265	XP_033342102.1	XP_008213476.1, XP_016839585.1
OG0000266	XP_033340749.1	XP_003428081.1
OG0000266	XP_033338173.1	XP_008213988.1, XP_001601016.1, XP_032455467.1
OG0000268	XP_033325300.1, XP_033325301.1	XP_001604577.1, XP_031789511.1, XP_001604871.2, XP_001604880.2
OG0000269	XP_033324455.1, XP_033324487.1, XP_033324472.1, XP_033324481.1, XP_033324463.1	XP_001607744.2
OG0000270	XP_033333269.1	XP_031787127.1
OG0000271	XP_033335191.1	NP_001153387.1, XP_001600587.2
OG0000271	XP_033322323.1	XP_001606201.2
OG0000272	XP_033334149.1	XP_031778066.1, XP_032453944.1
OG0000272	XP_033323942.1, XP_033323944.1	XP_001603198.2
OG0000273	XP_033335572.1, XP_033335541.1, XP_033335536.1, XP_033335548.1, XP_033335557.1, XP_033335563.1, XP_033335534.1	XP_031780333.1
OG0000274	XP_033324105.1, XP_033324106.1	XP_031785813.1
OG0000274	XP_033324310.1	XP_008211195.1
OG0000276	XP_033322708.1	XP_001607936.1
OG0000277	XP_033336084.1	XP_008211107.1
OG0000278	XP_033322809.1	XP_032454137.1, XP_032454138.1, XP_032454139.1, XP_032454140.1, XP_032454133.1, XP_032454134.1, XP_032454135.1, XP_032454136.1, XP_016839921.1, XP_032454142.1, XP_032454141.1, XP_016839922.1, XP_032454144.1, XP_032454143.1, XP_032454146.1, XP_032454145.1, XP_032454148.1, XP_032454147.1, XP_032454149.1, XP_032454151.1, XP_032454132.1, XP_032454150.1, XP_031783292.1
OG0000279	XP_033323438.1	XP_031783226.1, XP_008203513.1, XP_016839857.1
OG0000281	XP_033322646.1	XP_001607948.2
OG0000281	XP_033324107.1	XP_001604393.1
OG0000281	XP_033324110.1	XP_001604417.2
OG0000283	XP_033331140.1, XP_033331139.1, XP_033331138.1, XP_033331136.1, XP_033331137.1	XP_031785502.1, XP_001600158.2, XP_031785501.1, XP_008205791.1, XP_008205792.1, XP_032454919.1
OG0000284	XP_033331949.1	XP_001606673.1
OG0000284	XP_033323843.1, XP_033340215.1, XP_033340029.1	XP_008211037.1
OG0000285	XP_033343077.1	XP_016838297.1
OG0000286	XP_033335143.1, XP_033335144.1, XP_033335142.1, XP_033335145.1	XP_032452557.1
OG0000287	XP_033340778.1	XP_008202843.1, XP_001606457.2
OG0000287	XP_033340776.1	XP_003425383.1, XP_008202274.1
OG0000288	XP_033328032.1	NP_001166048.1, XP_008209318.1
OG0000289	XP_033322908.1, XP_033322907.1, XP_033322906.1, XP_033322909.1	XP_016840362.1, XP_001604619.1, XP_008211310.1, XP_008211309.1, XP_032454831.1
OG0000290	XP_033329555.1	XP_008204706.1, XP_008204688.1, XP_008204693.1, XP_008204700.1
OG0000291	XP_033324774.1	XP_001606579.2, XP_031785150.1
OG0000291	XP_033327296.1	XP_008212916.2
OG0000291	XP_033324775.1	XP_008211563.1
OG0000292	XP_033323730.1, XP_033339558.1	XP_031780071.1
OG0000293	XP_033322533.1, XP_033322534.1	XP_016838208.1, XP_016838209.1, XP_001605452.1, XP_008204320.1, XP_032453204.1, XP_032453205.1, XP_031787723.1, NP_001155147.1, XP_016837208.1, XP_001605977.1, XP_016837209.1, XP_031785202.1, XP_001606969.1, XP_001604473.1, NP_001155146.1, XP_001600770.1, XP_031783053.1
OG0000294	XP_033321567.1, XP_033321565.1, XP_033321571.1, XP_033321570.1	XP_032454504.1, XP_008213463.1, XP_031782170.1, XP_031787254.1, XP_031786886.1, XP_016841020.1, XP_016841021.1
OG0000295	XP_033321431.1, XP_033321430.1, XP_033321429.1	XP_001607980.1, XP_001607976.1, XP_001607974.1, XP_003428212.1, XP_032455169.1, XP_032455170.1, XP_032455171.1
OG0000296	XP_033322094.1, XP_033322095.1, XP_033322098.1, XP_033322097.1, XP_033322099.1, XP_033322100.1	XP_031779169.1
OG0000298	XP_033332751.1	XP_008216149.1, XP_008216147.1, XP_008216146.1, XP_032453473.1, XP_032453472.1
OG0000299	XP_033341864.1, XP_033341872.1	XP_003426781.1, XP_001601854.1
OG0000301	XP_033338889.1	NP_001165992.1
OG0000301	XP_033324485.1	NP_001165993.1
OG0000302	XP_033325932.1	XP_032455159.1, XP_008214883.1, XP_032455160.1, XP_008214882.1, XP_031786529.1, XP_031786440.1
OG0000303	XP_033324369.1	XP_008212905.1
OG0000303	XP_033334839.1	XP_003426614.1
OG0000303	XP_033335129.1	XP_031785517.1
OG0000304	XP_033330323.1, XP_033330324.1	XP_031786449.1
OG0000305	XP_033333019.1, XP_033333018.1	XP_008203496.1
OG0000305	XP_033328812.1, XP_033328682.1, XP_033328681.1, XP_033328680.1	XP_031787288.1, XP_016841776.1, XP_016841777.1
OG0000306	XP_033323837.1, XP_033323835.1, XP_033323834.1	XP_031785304.1
OG0000307	XP_033338592.1, XP_033338590.1, XP_033338593.1, XP_033338594.1, XP_033338591.1, XP_033338595.1, XP_033338596.1, XP_033338597.1	XP_031785703.1, XP_008215148.1, XP_032455669.1
OG0000308	XP_033339580.1	XP_008208754.1, XP_001602066.1
OG0000310	XP_033334256.1	XP_016840055.1, XP_001606567.1
OG0000311	XP_033337519.1	XP_031788070.1
OG0000312	XP_033333350.1, XP_033333343.1, XP_033333334.1	XP_032454158.1, XP_032454156.1, XP_032454154.1, XP_008206250.1, XP_008206249.1, XP_032454157.1, XP_032454153.1
OG0000313	XP_033337549.1	XP_031781836.1, XP_001599934.1
OG0000315	XP_033333990.1	XP_001599137.1, XP_001600184.4
OG0000316	XP_033338014.1	XP_031787731.1
OG0000317	XP_033342872.1	XP_016841106.1, XP_003426518.1, XP_008206890.1
OG0000318	XP_033326372.1	XP_008206399.1, XP_001606799.1
OG0000319	XP_033342398.1	XP_016845436.1
OG0000320	XP_033336473.1	XP_001602384.1, XP_001607362.3, XP_001605719.1
OG0000321	XP_033330361.1, XP_033330369.1	XP_031777401.1
OG0000322	XP_033331478.1	XP_001607407.1
OG0000323	XP_033334479.1	XP_031788472.1, XP_032457254.1, XP_031788450.1
OG0000324	XP_033326486.1, XP_033326464.1	XP_031780816.1
OG0000324	XP_033327142.1	XP_016838881.2
OG0000325	XP_033333702.1, XP_033333701.1, XP_033333700.1	XP_008213655.1
OG0000326	XP_033338031.1, XP_033338510.1	XP_031784208.1, XP_032457888.1, XP_032457885.1, XP_032457884.1, XP_032457887.1, XP_032457886.1, XP_031784204.1, XP_031784205.1, XP_031784206.1, XP_031784207.1, XP_016842072.1, XP_008217372.1, XP_031784209.1
OG0000327	XP_033334451.1, XP_033334444.1	XP_016838935.1, XP_016838930.1
OG0000329	XP_033335407.1	XP_008212188.1, XP_032454722.1, XP_032454721.1, XP_032454724.1, XP_008212187.1, XP_008212184.1, XP_032454723.1, XP_032454725.1, XP_016844327.1, XP_016844329.1, XP_016844328.1, XP_008212174.1, NP_001136350.1, NP_001136351.1, XP_008212189.1, XP_008212190.1, XP_016844326.1
OG0000330	XP_033324521.1, XP_033324514.1, XP_033324513.1, XP_033324438.1, XP_033324520.1	XP_016837033.1, NP_001280498.1, NP_001280500.1, NP_001280494.1
OG0000330	XP_033333717.1	NP_001159944.1, NP_001159943.1
OG0000331	XP_033329059.1, XP_033329058.1, XP_033329045.1	XP_016843206.1
OG0000332	XP_033339359.1, XP_033339360.1, XP_033339358.1, XP_033339357.1, XP_033339361.1	XP_031783273.1, XP_008206247.1
OG0000333	XP_033337087.1, XP_033329805.1, XP_033329801.1, XP_033329802.1, XP_033329803.1, XP_033329804.1, XP_033341698.1	XP_031783197.1
OG0000334	XP_033325774.1, XP_033325772.1, XP_033325773.1, XP_033325771.1, XP_033325770.1	NP_001164403.1, XP_032452183.1, XP_008216254.1
OG0000335	XP_033332464.1, XP_033332465.1	XP_003426117.1
OG0000336	XP_033337673.1	XP_003426396.1
OG0000336	XP_033331264.1	XP_008206529.1, XP_016839052.1
OG0000337	XP_033342461.1, XP_033342457.1	XP_031783756.1
OG0000338	XP_033331225.1	XP_003424878.1
OG0000338	XP_033324257.1	XP_001607488.2, XP_001604839.1
OG0000339	XP_033325334.1, XP_033339228.1, XP_033339229.1	XP_031784468.1
OG0000339	XP_033327360.1	XP_031779603.1
OG0000340	XP_033341852.1	XP_008202557.1
OG0000340	XP_033323924.1, XP_033323925.1	XP_008215783.2
OG0000341	XP_033321344.1, XP_033321342.1, XP_033321343.1	XP_031780569.1, XP_001601882.1
OG0000342	XP_033342494.1, XP_033342493.1	XP_016842459.1, XP_031788435.1
OG0000342	XP_033342255.1	XP_008206353.1
OG0000344	XP_033326206.1	XP_016844412.1
OG0000345	XP_033321632.1, XP_033321633.1	XP_016837521.1, XP_031779210.1
OG0000346	XP_033323532.1	XP_031788429.1
OG0000347	XP_033330462.1, XP_033330463.1, XP_033330464.1	XP_032456833.1, XP_031788519.1, XP_031788520.1, XP_031788521.1
OG0000349	XP_033335477.1, XP_033335476.1	XP_031785287.1
OG0000350	XP_033334792.1, XP_033334791.1, XP_033334793.1	XP_001601576.1, XP_008204559.1
OG0000351	XP_033321872.1	XP_001603070.1
OG0000352	XP_033337368.1, XP_033337357.1, XP_033337377.1	XP_016839388.1
OG0000354	XP_033329047.1, XP_033329053.1, XP_033342090.1, XP_033342088.1, XP_033342114.1, XP_033342087.1, XP_033342089.1, XP_033342113.1, XP_033341973.1	NP_001164417.1, NP_001177708.1, NP_001164420.2, XP_016843659.1, NP_001164460.2, NP_001177594.1, XP_031778349.1, NP_001177599.1, NP_001177598.1, XP_016845920.1, NP_001177597.1, XP_016845905.1, NP_001177595.1, NP_001164463.1, NP_001177603.1, XP_031778371.1, NP_001177601.1, NP_001177602.1, NP_001177709.1, NP_001177600.1, NP_001177596.1, XP_016844910.1, XP_031778011.1, NP_001164418.1, NP_001164419.1, NP_001177593.1, XP_016836494.1, NP_001177604.1
OG0000356	XP_033327806.1	XP_032455089.1, XP_016842824.1
OG0000356	XP_033327931.1	XP_001603497.1, XP_001603472.2
OG0000357	XP_033335853.1, XP_033335854.1, XP_033335851.1, XP_033335852.1	XP_008201758.1, XP_003425261.1
OG0000358	XP_033331922.1, XP_033331923.1, XP_033331924.1	XP_032451992.1
OG0000360	XP_033322281.1, XP_033322282.1, XP_033322285.1, XP_033322286.1, XP_033322283.1, XP_033322284.1	XP_031786393.1
OG0000361	XP_033341565.1	XP_001599966.3
OG0000362	XP_033340390.1	XP_001603573.1, NP_001154986.1, XP_001603544.1
OG0000362	XP_033340391.1, XP_033339880.1	XP_032453925.1, XP_032453924.1, XP_008210363.1, XP_008210364.1
OG0000363	XP_033323986.1	NP_001166856.1
OG0000363	XP_033329962.1	XP_008215037.1, NP_001136080.1
OG0000364	XP_033324355.1, XP_033324358.1, XP_033324357.1	XP_032455556.1, XP_016840845.1
OG0000365	XP_033324466.1, XP_033324465.1, XP_033324464.1	XP_001604570.2, XP_016839941.1, XP_016839942.1, XP_008210434.1
OG0000366	XP_033324748.1, XP_033324745.1	XP_031777582.1
OG0000366	XP_033324753.1	NP_001234894.1
OG0000367	XP_033325763.1	XP_001603452.1, XP_031780815.1
OG0000368	XP_033338295.1	XP_031779250.1, XP_001606272.1
OG0000369	XP_033324659.1, XP_033324658.1, XP_033328412.1	XP_032451964.1, XP_008212938.1
OG0000370	XP_033334080.1	XP_008216733.1, NP_001166053.1
OG0000370	XP_033333961.1	XP_032455885.1, NP_001166079.1
OG0000371	XP_033324702.1	XP_003426598.1
OG0000372	XP_033341826.1, XP_033342202.1	XP_032452377.1, XP_032452378.1, XP_032452376.1, XP_016838013.1, XP_016838012.1, XP_032452380.1, XP_032452379.1, XP_032452382.1, XP_032452381.1
OG0000375	XP_033340438.1, XP_033340435.1, XP_033340437.1, XP_033340436.1	XP_008208423.1, XP_001599241.1, XP_008208436.1, XP_008208430.1
OG0000377	XP_033340052.1	XP_008210300.1
OG0000377	XP_033334283.1, XP_033334282.1	NP_001164381.1
OG0000378	XP_033331059.1	XP_001601479.2
OG0000379	XP_033327134.1	XP_008209839.1, XP_008209838.1
OG0000380	XP_033325213.1, XP_033325212.1	XP_031786831.1, XP_031786832.1
OG0000381	XP_033333404.1	XP_016841180.1
OG0000381	XP_033341763.1	XP_001602738.1
OG0000382	XP_033330424.1	XP_001607827.3
OG0000382	XP_033336938.1	XP_008217713.1
OG0000383	XP_033326692.1, XP_033331288.1	XP_003427646.1
OG0000385	XP_033326778.1, XP_033326780.1	XP_001599984.1
OG0000386	XP_033330592.1, XP_033330589.1, XP_033330588.1	XP_008202799.1, XP_031777593.1
OG0000387	XP_033334973.1	XP_008210181.2
OG0000388	XP_033337333.1	XP_008206350.1
OG0000388	XP_033342462.1	XP_032454208.1, XP_032454209.1, XP_016839439.1, XP_032454207.1
OG0000389	XP_033328963.1, XP_033328964.1, XP_033328962.1, XP_033340021.1	XP_008216123.1, XP_016837517.1
OG0000390	XP_033333336.1, XP_033333337.1	XP_001602302.2, XP_031782806.1
OG0000391	XP_033341964.1, XP_033341961.1, XP_033341963.1, XP_033341962.1	XP_001603994.2, XP_032453563.1, XP_003425361.1, XP_003425362.1, XP_008202185.1, XP_008202187.1
OG0000394	XP_033329400.1	XP_031778263.1
OG0000395	XP_033333739.1, XP_033333737.1	XP_001601573.1, XP_031787201.1
OG0000395	XP_033328128.1	XP_001601712.1
OG0000396	XP_033340552.1, XP_033340553.1	XP_008207407.1, XP_016837884.1
OG0000397	XP_033331799.1, XP_033331803.1, XP_033331800.1, XP_033331802.1, XP_033331801.1, XP_033331798.1	XP_008203436.1, XP_031783735.1, XP_032453856.1, XP_008203434.1, XP_008203435.1, XP_008203433.1
OG0000398	XP_033339584.1, XP_033339585.1	XP_016845283.1, XP_008214693.1, XP_008214717.1, XP_032455667.1, XP_001604820.2
OG0000398	XP_033339586.1	XP_032455679.1
OG0000399	XP_033337545.1	XP_032457471.1
OG0000400	XP_033338969.1	XP_016844273.1, XP_016844274.1, XP_003427708.1
OG0000402	XP_033334212.1	XP_008201747.1
OG0000402	XP_033334226.1	XP_001605218.1
OG0000403	XP_033341474.1, XP_033341487.1, XP_033341483.1, XP_033341477.1	XP_016842670.1, XP_016842678.1
OG0000405	XP_033331406.1	XP_001607109.1
OG0000406	XP_033326903.1	XP_008208600.3
OG0000406	XP_033326906.1, XP_033326905.1	XP_032455879.1
OG0000408	XP_033340149.1	XP_001607579.1, XP_008206487.1
OG0000408	XP_033328629.1	XP_031782506.1
OG0000409	XP_033326835.1	XP_032452236.1, NP_001153487.1
OG0000410	XP_033326694.1	XP_008206544.1
OG0000411	XP_033328282.1, XP_033328283.1	XP_001602382.2
OG0000411	XP_033340163.1, XP_033340162.1, XP_033340164.1	XP_001601862.2
OG0000412	XP_033335682.1	XP_003423876.1
OG0000412	XP_033334185.1	XP_031782587.1
OG0000413	XP_033341233.1	XP_001600121.2
OG0000414	XP_033333138.1	XP_032452894.1, XP_032452897.1, XP_032452888.1, XP_032452896.1, XP_032452902.1, XP_008203107.1
OG0000414	XP_033332848.1	XP_001607773.1, XP_016845900.1, XP_016845899.1, XP_016845901.1
OG0000415	XP_033338123.1, XP_033338121.1, XP_033338120.1, XP_033338119.1, XP_033338118.1, XP_033338124.1	XP_031783559.1
OG0000416	XP_033328960.1	XP_001600745.2
OG0000417	XP_033332360.1	XP_003424313.2
OG0000417	XP_033340803.1	XP_001599945.1
OG0000418	XP_033326354.1	XP_008205709.1, XP_001601942.1
OG0000418	XP_033320820.1	XP_031782893.1
