Orthogroup	Megalopta_genalis	Acyrthosiphon_pisum
OG0000184	XP_033341498.1, XP_033341490.1, XP_033333263.1, XP_033333261.1, XP_033341497.1	XP_029341516.1
OG0000185	XP_033335697.1, XP_033335695.1, XP_033335694.1	XP_029344304.1
OG0000188	XP_033338475.1	XP_029344969.1, XP_029345698.1
OG0000188	XP_033332397.1, XP_033339920.1	XP_001944994.1
OG0000189	XP_033338330.1	XP_008180383.1
OG0000190	XP_033320777.1, XP_033320785.1, XP_033320794.1, XP_033320771.1	XP_008187339.1
OG0000191	XP_033324612.1, XP_033324613.1	XP_029346818.1, XP_016659446.1, XP_029346152.1, XP_029344343.1, XP_029342439.1
OG0000192	XP_033330674.1, XP_033330682.1, XP_033330681.1, XP_033330684.1, XP_033330683.1, XP_033330689.1, XP_033330679.1, XP_033330678.1, XP_033330686.1, XP_033330685.1, XP_033330677.1, XP_033330690.1, XP_033330687.1, XP_033330688.1, XP_033330692.1, XP_033330676.1, XP_033330675.1	XP_029345853.1
OG0000196	XP_033325034.1	XP_001943581.2
OG0000196	XP_033326430.1	XP_003248273.1, XP_008188605.1, XP_029347409.1, XP_029347413.1
OG0000197	XP_033335784.1, XP_033335975.1, XP_033335974.1, XP_033335976.1, XP_033335973.1	XP_001949247.2, XP_001943809.2
OG0000198	XP_033335479.1	XP_003240145.1, XP_016656873.1
OG0000200	XP_033342572.1, XP_033342575.1	XP_008182512.1
OG0000201	XP_033340961.1	XP_001951690.2
OG0000201	XP_033340957.1	NP_001313588.1
OG0000202	XP_033333432.1, XP_033333433.1	XP_003246184.1, XP_016661945.1
OG0000202	XP_033333451.1	XP_001944687.1
OG0000203	XP_033330196.1, XP_033332078.1	XP_016662444.1, XP_001947661.2, XP_001949662.1, XP_029342520.1, XP_001947565.2
OG0000204	XP_033332020.1, XP_033332021.1	XP_003243588.1, XP_001948363.2
OG0000205	XP_033323241.1, XP_033323242.1, XP_033323243.1, XP_033323244.1	XP_016660231.1, XP_029344431.1, XP_029344430.1, XP_003244837.1
OG0000207	XP_033334745.1	NP_001155712.1
OG0000207	XP_033335457.1, XP_033335455.1	NP_001192033.1, XP_001942674.1
OG0000208	XP_033335301.1, XP_033342197.1, XP_033342198.1, XP_033341683.1, XP_033341671.1	XP_001950788.1
OG0000209	XP_033325797.1, XP_033325796.1	XP_008183529.1
OG0000212	XP_033337306.1, XP_033337304.1, XP_033337305.1	NP_001232971.1, XP_008179391.1
OG0000213	XP_033335273.1, XP_033335255.1, XP_033335248.1, XP_033335265.1	XP_001945623.2, NP_001280334.1
OG0000214	XP_033329279.1	XP_001945750.1
OG0000214	XP_033332495.1	XP_008186309.1, XP_008186310.1, XP_008186312.3
OG0000215	XP_033324846.1, XP_033324848.1	XP_001949004.1, XP_016656471.1, XP_003241622.1
OG0000216	XP_033329437.1	XP_029341236.1, XP_029347825.1, XP_001952110.2
OG0000217	XP_033326893.1	XP_001952229.3, XP_008178352.2
OG0000218	XP_033324698.1, XP_033324701.1, XP_033324699.1, XP_033324700.1, XP_033324694.1, XP_033324693.1, XP_033324696.1, XP_033324695.1	XP_008186264.1
OG0000223	XP_033321135.1, XP_033336081.1, XP_033326615.1	XP_001944473.2, XP_029342159.1
OG0000224	XP_033336757.1	XP_003247330.1, XP_001945322.1, XP_016656052.1, XP_029346604.1, XP_001950045.2
OG0000225	XP_033327125.1, XP_033327126.1, XP_033326964.1	XP_008183136.1, XP_001946333.2, XP_016659881.1
OG0000226	XP_033333963.1, XP_033334005.1	XP_008185421.1
OG0000226	XP_033334386.1, XP_033334377.1	XP_001947155.2, XP_029346388.1, XP_029346384.1, XP_029346385.1, XP_029346382.1, XP_029346383.1, XP_029346386.1, XP_029346387.1
OG0000227	XP_033335345.1, XP_033335343.1, XP_033335344.1, XP_033335341.1, XP_033335342.1	XP_003245308.1, XP_008184764.2
OG0000229	XP_033329851.1, XP_033329859.1	XP_029341397.1, XP_016661667.1, XP_016661666.1, XP_016661665.1, XP_016661664.1, XP_016661668.1, XP_008187110.1, NP_001233057.1
OG0000230	XP_033334946.1, XP_033332064.1, XP_033332065.1	XP_016661982.1, XP_016661983.1, XP_016661984.1, XP_001943037.1
OG0000231	XP_033341044.1, XP_033341042.1, XP_033341032.1, XP_033341037.1, XP_033341036.1, XP_033341034.1, XP_033341041.1, XP_033341039.1, XP_033341043.1, XP_033341035.1, XP_033341033.1, XP_033341038.1	XP_001946956.2, XP_001948201.2
OG0000232	XP_033336594.1	XP_001947878.1, XP_029346471.1
OG0000233	XP_033328835.1, XP_033330123.1	XP_001947951.2, XP_029343172.1
OG0000234	XP_033322626.1, XP_033322627.1, XP_033322628.1	XP_001948143.1
OG0000235	XP_033327679.1, XP_033327639.1, XP_033327641.1	XP_001952457.1, XP_016662192.1
OG0000236	XP_033341648.1, XP_033341647.1	XP_016661843.1, XP_008185403.1
OG0000237	XP_033335944.1, XP_033330897.1, XP_033330926.1	XP_008186243.2, XP_029346011.1
OG0000241	XP_033322650.1, XP_033322611.1, XP_033334508.1, XP_033334500.1, XP_033334501.1, XP_033334502.1, XP_033334507.1, XP_033334506.1	NP_001155771.1
OG0000243	XP_033330955.1	XP_003243924.1, XP_003243911.1, XP_008182174.1, XP_001945201.1, XP_016659189.1, XP_016659190.1, XP_016659178.1, XP_016659180.1, XP_016659183.1, XP_016659184.1, XP_029344253.1, XP_029344252.1, XP_003243915.1, XP_016659186.1, XP_003243923.1, XP_003243922.1, XP_029344251.1, XP_029344249.1, XP_029344248.1, XP_001945635.2, XP_003248350.1, XP_016659168.2, XP_029344254.1
OG0000244	XP_033335781.1, XP_033335780.1, XP_033335782.1	XP_001946605.1, XP_029345366.1, XP_016662168.1, XP_016662169.1, XP_016662010.1, XP_029346982.1
OG0000245	XP_033323070.1	XP_001951137.1, XP_016663800.1, XP_016663799.1, XP_001949307.1
OG0000246	XP_033331324.1, XP_033331325.1	XP_001950143.1
OG0000247	XP_033324057.1, XP_033324120.1	XP_029344228.1, XP_029345461.1, XP_008184353.2
OG0000248	XP_033342993.1	XP_029347273.1, XP_016663076.2, XP_029347065.1, XP_029346989.1
OG0000249	XP_033324895.1, XP_033324916.1, XP_033324906.1, XP_033325592.1, XP_033325604.1, XP_033324884.1	XP_016665112.1
OG0000251	XP_033331476.1, XP_033334440.1, XP_033330030.1, XP_033330031.1	XP_029341406.1, XP_029348692.1, XP_016663273.1, NP_001153590.1, NP_001153589.1
OG0000252	XP_033340169.1, XP_033340168.1, XP_033340167.1	XP_016662203.1, XP_008179464.1, NP_001233107.1, XP_008179467.1, NP_001156268.1, XP_001950355.2
OG0000253	XP_033327704.1	NP_001280380.1
OG0000254	XP_033333235.1	XP_029344545.1, XP_016656660.1
OG0000254	XP_033339944.1, XP_033327994.1	XP_001944239.2, XP_003240062.1, XP_008180377.1
OG0000255	XP_033334959.1	XP_003244428.2
OG0000255	XP_033332940.1	XP_003246526.1, XP_001947928.2, XP_003242730.1
OG0000256	XP_033341517.1	XP_001951894.2, XP_029341156.1
OG0000257	XP_033335911.1, XP_033335914.1, XP_033335912.1, XP_033335913.1	XP_003246666.1
OG0000257	XP_033335903.1	XP_003248173.1
OG0000260	XP_033342091.1, XP_033323053.1	XP_001950434.1
OG0000261	XP_033329797.1	NP_001155383.1
OG0000263	XP_033342453.1, XP_033342455.1, XP_033342456.1	NP_001155556.1, XP_008180933.1
OG0000264	XP_033339250.1	NP_001156153.1
OG0000264	XP_033329580.1	NP_001156243.1
OG0000266	XP_033340749.1	XP_003240676.1, XP_001948034.1
OG0000266	XP_033338173.1	XP_008186329.1, NP_001280475.1
OG0000268	XP_033325300.1, XP_033325301.1	XP_008182102.1, XP_029347932.1, XP_008189738.2, XP_029347683.1, XP_001942733.2, XP_029347931.1
OG0000269	XP_033324455.1, XP_033324487.1, XP_033324472.1, XP_033324481.1, XP_033324463.1	XP_001943745.1
OG0000270	XP_033332852.1, XP_033332853.1, XP_033332850.1, XP_033332967.1	XP_029345241.1, XP_001948521.2
OG0000270	XP_033333269.1	XP_029346495.1, XP_001944827.2
OG0000271	XP_033335191.1, XP_033322323.1	XP_008186229.1
OG0000272	XP_033334149.1	XP_016665096.1, XP_016665095.1
OG0000272	XP_033323942.1, XP_033323944.1	XP_029346328.1, XP_016662315.1
OG0000273	XP_033335472.1, XP_033335572.1, XP_033335541.1, XP_033335536.1, XP_033335548.1, XP_033335557.1, XP_033335563.1, XP_033335534.1	XP_016664122.1
OG0000274	XP_033324105.1, XP_033324106.1	XP_029346089.1
OG0000274	XP_033324310.1	XP_029346856.1
OG0000275	XP_033329977.1, XP_033329978.1	XP_008179793.1, NP_001156725.1
OG0000276	XP_033322708.1	XP_001946172.1
OG0000277	XP_033336084.1	XP_001946581.1
OG0000278	XP_033322809.1	XP_008186457.1, XP_029342789.1, XP_001947217.2
OG0000279	XP_033323438.1	XP_003249025.3, XP_001949725.2, XP_029343956.1
OG0000280	XP_033340364.1, XP_033340363.1	XP_016657008.1, XP_029347945.1, XP_016657000.1
OG0000280	XP_033342857.1	XP_016657663.1
OG0000281	XP_033322646.1, XP_033324107.1, XP_033324110.1	XP_008179649.2
OG0000282	XP_033339838.1	XP_029341668.1, XP_008181184.1, XP_008180525.1, XP_029346210.1, XP_008188541.1, XP_008181183.1, XP_008189763.1, XP_029348064.1, XP_008189097.2, XP_008189995.1, XP_008183257.1, XP_008189828.1, XP_008180523.1, XP_008179688.1, XP_008187535.1, XP_008179985.1, XP_008181149.1
OG0000284	XP_033331949.1	NP_001155502.1
OG0000284	XP_033323843.1, XP_033340215.1, XP_033340029.1	NP_001165432.1
OG0000285	XP_033343077.1	NP_001155560.1, XP_008179924.1
OG0000286	XP_033335143.1, XP_033335144.1, XP_033335142.1, XP_033335145.1	XP_016661131.1, NP_001280318.1
OG0000287	XP_033340778.1	NP_001313583.1
OG0000287	XP_033340776.1	XP_003241653.1
OG0000288	XP_033321660.1	XP_003245506.1
OG0000288	XP_033328032.1	XP_001942634.2
OG0000289	XP_033322908.1, XP_033322907.1, XP_033322906.1, XP_033322909.1	XP_003246644.1, XP_029343790.1, XP_001943261.1
OG0000290	XP_033329555.1	XP_008185669.1, XP_001947171.2, XP_016662037.1
OG0000291	XP_033324774.1	XP_003240981.1, XP_001950806.2
OG0000291	XP_033327296.1, XP_033324775.1	XP_001950838.2
OG0000292	XP_033323730.1, XP_033339558.1, XP_033330924.1	XP_029346347.1
OG0000295	XP_033321431.1, XP_033321430.1, XP_033321429.1	NP_001155488.1
OG0000296	XP_033322094.1, XP_033322095.1, XP_033322098.1, XP_033322097.1, XP_033322099.1, XP_033322100.1	XP_029341279.1, XP_008183323.1, XP_008183324.1, NP_001156217.1, XP_008188125.1, NP_001155711.1
OG0000297	XP_033333032.1	NP_001191952.1, XP_029346529.1, XP_001950706.1, XP_001950683.2, XP_003247111.1, NP_001156072.1, XP_001950829.1
OG0000298	XP_033332751.1	NP_001232973.1, XP_008186594.1
OG0000299	XP_033341864.1, XP_033341872.1	XP_029346685.1, XP_016660445.1, XP_001943308.1
OG0000300	XP_033330944.1, XP_033330952.1	XP_001943999.2
OG0000301	XP_033338889.1	XP_001944205.2
OG0000301	XP_033324485.1	XP_008181889.1
OG0000302	XP_033325932.1	XP_001944852.2
OG0000303	XP_033324369.1, XP_033334839.1, XP_033335129.1	XP_029342096.1, XP_001948339.2, XP_029341254.1
OG0000304	XP_033330323.1, XP_033330324.1	XP_001949605.1
OG0000305	XP_033333019.1, XP_033333018.1, XP_033328812.1, XP_033328682.1, XP_033328681.1, XP_033328680.1	XP_001950929.2, XP_029344333.1
OG0000306	XP_033323837.1, XP_033323835.1, XP_033323834.1	XP_003245388.1, XP_016660941.1
OG0000307	XP_033338592.1, XP_033338590.1, XP_033338593.1, XP_033338594.1, XP_033338591.1, XP_033338595.1, XP_033338596.1, XP_033338597.1	XP_008185684.1, XP_008185680.1
OG0000311	XP_033337519.1	NP_001119633.3, XP_001950423.2
OG0000312	XP_033333350.1, XP_033333343.1, XP_033333334.1	NP_001155477.1
OG0000313	XP_033337549.1	NP_001313580.1, XP_003247263.1, NP_001155519.1, XP_008187281.1, XP_029345448.1
OG0000315	XP_033333990.1	XP_003248734.2, XP_029347016.1, NP_001156294.1, XP_029347015.1, NP_001155713.1
OG0000316	XP_033325064.1	NP_001165728.1, NP_001165729.1, XP_029341502.1, XP_016658800.1
OG0000316	XP_033338014.1	XP_001946148.2
OG0000317	XP_033342872.1	XP_001943954.1
OG0000318	XP_033326372.1	XP_001946391.1, XP_029347084.1
OG0000319	XP_033342398.1	XP_029345590.1, XP_001945303.1
OG0000320	XP_033336473.1	XP_029341090.1, XP_016660783.1, XP_029341114.1, XP_001949497.1, XP_008182691.1, XP_029341183.1, XP_029341152.1, XP_029346294.1, XP_016658527.1, XP_001948406.1, XP_001947590.2, XP_029341324.1, XP_029341155.1, XP_029345736.1
OG0000321	XP_033330361.1, XP_033330369.1	XP_001951092.3, XP_008181523.1, XP_016658692.1, XP_016658691.1, XP_029343361.1, XP_029343362.1, XP_029343359.1, XP_029343360.1, XP_029343357.1, XP_029343358.1, XP_029343355.1, XP_029343356.1, XP_029343364.1, XP_029343363.1
OG0000322	XP_033331478.1	XP_003244377.1
OG0000322	XP_033331858.1	XP_003241550.1
OG0000323	XP_033334479.1	XP_008186397.1
OG0000324	XP_033326486.1, XP_033326464.1, XP_033327142.1	XP_008186869.1
OG0000325	XP_033333702.1, XP_033333701.1, XP_033333700.1	XP_008187895.1
OG0000326	XP_033338031.1, XP_033338510.1	XP_029343584.1
OG0000327	XP_033334453.1, XP_033334451.1, XP_033334444.1	XP_029344255.1, XP_029344257.1, XP_029344259.1
OG0000332	XP_033339359.1, XP_033339360.1, XP_033339358.1, XP_033339357.1, XP_033339361.1	NP_001156093.1
OG0000333	XP_033337087.1, XP_033329805.1, XP_033329801.1, XP_033329802.1, XP_033329803.1, XP_033329804.1, XP_033341698.1	XP_003240091.1, XP_029345406.1, XP_029345402.1, XP_029345403.1, XP_029345405.1, XP_029345404.1, NP_001192196.1
OG0000334	XP_033325774.1, XP_033325772.1, XP_033325773.1, XP_033325771.1, XP_033325770.1	NP_001233012.1
OG0000335	XP_033335567.1, XP_033332464.1, XP_033332465.1	NP_001280436.1
OG0000336	XP_033337673.1, XP_033331264.1	XP_001944889.1
OG0000337	XP_033342461.1, XP_033342457.1	XP_001945953.2
OG0000338	XP_033331225.1, XP_033324257.1	XP_029347726.1, XP_029343915.1, XP_001947606.3, XP_001947868.2, XP_008186383.2, XP_001946258.2, XP_001947819.1, XP_003246759.1, XP_016662642.1
OG0000339	XP_033325334.1, XP_033339228.1, XP_033339229.1	XP_001951491.1
OG0000339	XP_033327360.1	XP_001952053.1, XP_008184766.1
OG0000340	XP_033341852.1	XP_029347555.1
OG0000340	XP_033323924.1, XP_033323925.1	XP_029344075.1, XP_016664227.1, XP_001952111.2, XP_029344074.1, XP_029343775.1, XP_001952598.2
OG0000341	XP_033321344.1, XP_033321342.1, XP_033321343.1	XP_016658787.1, XP_016658761.1, XP_003240047.1
OG0000342	XP_033342494.1, XP_033342493.1	XP_003244576.2
OG0000342	XP_033342255.1	XP_016656622.1, XP_029343628.1, XP_029343627.1, XP_029343630.1, XP_029343629.1, XP_016656623.1
OG0000344	XP_033326206.1	XP_008180648.1
OG0000345	XP_033321632.1, XP_033321633.1	XP_008183479.1
OG0000346	XP_033323532.1	XP_029347720.1, XP_029348069.1, XP_029344673.1, XP_016665113.1, XP_016655897.1, XP_029348166.1, XP_029347697.1, XP_016660317.1, XP_029344393.1, XP_029344394.1, XP_029341647.1, XP_016658173.1
OG0000347	XP_033330462.1, XP_033330463.1, XP_033330464.1	XP_016658988.1
OG0000348	XP_033341999.1	XP_016660203.1
OG0000349	XP_033335477.1, XP_033335476.1	XP_029345510.1, XP_029345507.1, XP_029345506.1, XP_029345509.1, XP_029345508.1, XP_029342686.1, XP_029342685.1, XP_029342687.1
OG0000350	XP_033334792.1, XP_033334791.1, XP_033334793.1	XP_029346452.1
OG0000356	XP_033327806.1, XP_033327931.1	XP_008181612.1, NP_001153533.1
OG0000357	XP_033335853.1, XP_033335854.1, XP_033335851.1, XP_033335852.1	XP_008179483.1, NP_001153852.1
OG0000358	XP_033331922.1, XP_033331923.1, XP_033331924.1	NP_001155804.1, XP_008182679.1, XP_003244268.1, XP_008182685.1
OG0000360	XP_033322281.1, XP_033322282.1, XP_033322285.1, XP_033322286.1, XP_033322283.1, XP_033322284.1	XP_029344378.1, XP_001943379.1
OG0000361	XP_033341565.1	XP_016662090.1, XP_001944543.2
OG0000362	XP_033340390.1	XP_001945004.2
OG0000362	XP_033340391.1, XP_033339880.1	XP_016659074.1, XP_001944949.2
OG0000363	XP_033323986.1	XP_001949431.1
OG0000363	XP_033329962.1	XP_001949637.1, XP_001947106.2
OG0000364	XP_033324355.1, XP_033324358.1, XP_033324357.1	XP_001949061.2
OG0000365	XP_033324466.1, XP_033324465.1, XP_033324464.1	XP_003241353.1
OG0000367	XP_033325763.1	XP_029341559.1
OG0000368	XP_033338295.1	XP_016663529.1, XP_008187514.1, XP_008187515.1, XP_016663530.1, NP_001119631.1
OG0000369	XP_033324659.1, XP_033324658.1, XP_033328412.1	XP_001943004.2, XP_001943611.1
OG0000370	XP_033334080.1	XP_016664382.1
OG0000370	XP_033333961.1	XP_001945107.1
OG0000371	XP_033324702.1	XP_001948534.2
OG0000372	XP_033341826.1, XP_033342202.1	XP_003242425.1
OG0000373	XP_033323549.1	XP_029346852.1, XP_029346851.1, XP_003249038.2, XP_029341393.1, XP_029348500.1
OG0000373	XP_033339075.1	XP_029348143.1, XP_029342286.1, XP_029341107.1, XP_029345774.1, XP_029343469.1, XP_003244832.1, XP_029347722.1, XP_029345790.1, XP_029341262.1, XP_029346062.1, XP_016655762.1
OG0000373	XP_033323545.1, XP_033323546.1, XP_033323547.1	XP_016665045.1, XP_029342214.1, XP_029348529.1
OG0000375	XP_033340438.1, XP_033340435.1, XP_033340437.1, XP_033340436.1	XP_008182314.2
OG0000377	XP_033340052.1, XP_033334283.1, XP_033334282.1	XP_008189819.1
OG0000378	XP_033331059.1	XP_029342427.1
OG0000379	XP_033327134.1	XP_029344225.1, XP_029344226.1, XP_029344227.1
OG0000381	XP_033333404.1	XP_001944422.1
OG0000381	XP_033341763.1	XP_001945902.2
OG0000382	XP_033330424.1, XP_033336938.1	XP_001945358.1, XP_029341335.1, XP_001944443.1, XP_029348534.1
OG0000383	XP_033326692.1, XP_033331288.1	XP_001946138.2
OG0000385	XP_033339858.1, XP_033326784.1, XP_033326778.1, XP_033326780.1, XP_033322795.1	XP_029348348.1, XP_029348344.1, XP_016660561.1, XP_001948454.2, XP_008189067.1
OG0000386	XP_033330592.1, XP_033330589.1, XP_033330588.1	XP_001949230.2, XP_029342856.1, XP_029342854.1
OG0000387	XP_033334973.1	XP_001949903.1, XP_029342415.1
OG0000388	XP_033337333.1	XP_001950440.1
OG0000388	XP_033342462.1	XP_001950495.1
OG0000389	XP_033328963.1, XP_033328964.1, XP_033328962.1, XP_033340021.1	XP_001950486.2, XP_008182516.1
OG0000390	XP_033333470.1, XP_033333336.1, XP_033333337.1	XP_008187641.1, XP_008187645.1
OG0000391	XP_033341964.1, XP_033341961.1, XP_033341963.1, XP_033341962.1	XP_003244758.1
OG0000392	XP_033331198.1	XP_008178670.1
OG0000394	XP_033329400.1	XP_029342189.1, XP_008185056.1
OG0000395	XP_033333739.1, XP_033333737.1, XP_033328128.1	XP_029345118.1, XP_029345120.1, XP_029345119.1, XP_008185423.1
OG0000396	XP_033340552.1, XP_033340553.1, XP_033337877.1	XP_029343296.1, XP_008187965.1
OG0000397	XP_033331799.1, XP_033331803.1, XP_033331800.1, XP_033331802.1, XP_033331801.1, XP_033331798.1	XP_016658097.1
OG0000398	XP_033339584.1, XP_033339585.1, XP_033339586.1	XP_016658330.1, XP_016662388.1
OG0000399	XP_033337545.1	XP_029343899.1, XP_029343897.1
OG0000405	XP_033331406.1, XP_033340878.1	NP_001155436.1
OG0000406	XP_033326903.1	NP_001233090.1
OG0000406	XP_033326905.1	XP_001948752.2, NP_001155579.1
OG0000407	XP_033339709.1, XP_033339708.1, XP_033339704.1, XP_033339706.1	NP_001155820.1
OG0000408	XP_033340149.1	XP_008181014.1
OG0000408	XP_033328629.1	NP_001156125.1
OG0000409	XP_033326835.1	NP_001233114.1
OG0000410	XP_033326694.1	XP_001942763.2
OG0000410	XP_033331344.1	XP_029342080.1
OG0000411	XP_033328282.1, XP_033328283.1	XP_001950696.1
OG0000411	XP_033340163.1, XP_033340162.1, XP_033340164.1	XP_001943590.2
OG0000412	XP_033335682.1, XP_033334185.1	XP_001943813.2
OG0000413	XP_033341233.1	XP_001943927.1
OG0000414	XP_033333138.1, XP_033332848.1	XP_008183039.1, XP_029342242.1, XP_029344409.1, XP_001944439.1
OG0000415	XP_033338123.1, XP_033338121.1, XP_033338120.1, XP_033338119.1, XP_033338118.1, XP_033338124.1	XP_001946323.1, XP_008186249.2
OG0000416	XP_033328960.1, XP_033329936.1, XP_033329943.1	XP_001946589.2
OG0000417	XP_033332360.1	XP_029342090.1, XP_029346635.1
OG0000417	XP_033340803.1	XP_008183804.1, XP_001948381.2
OG0000418	XP_033326354.1	XP_003248209.1, XP_001948821.1
OG0000418	XP_033320820.1	XP_008183261.1
OG0000419	XP_033323941.1	XP_001949820.1, XP_008182810.1
OG0000420	XP_033337078.1, XP_033337385.1	XP_001951592.1
OG0000421	XP_033326257.1, XP_033326283.1	XP_001952351.1
OG0000422	XP_033324136.1, XP_033324135.1	XP_029343422.1, XP_003240036.1
OG0000423	XP_033338056.1, XP_033338096.1	XP_003244943.1
OG0000424	XP_033335547.1, XP_033335545.1	XP_008178833.1
OG0000425	XP_033325468.1, XP_033325469.1, XP_033325470.1	XP_008182785.1
OG0000426	XP_033333225.1, XP_033333222.1, XP_033333223.1, XP_033333221.1, XP_033333226.1	XP_008184733.1
OG0000427	XP_033341724.1, XP_033331808.1	XP_008186677.1
OG0000427	XP_033337247.1	XP_016658325.1
OG0000428	XP_033321321.1	XP_029347163.1, XP_008188845.1
OG0000428	XP_033324548.1	XP_029346680.1
OG0000429	XP_033324519.1, XP_033324510.1, XP_033324524.1, XP_033324531.1, XP_033324539.1	XP_029341827.1
OG0000436	XP_033337321.1	NP_001156218.1, XP_008190188.1
OG0000436	XP_033337326.1	XP_008178871.1
OG0000437	XP_033331313.1, XP_033331312.1	NP_001233035.1, XP_008185851.1
OG0000438	XP_033324097.1, XP_033339198.1	XP_029340966.1, NP_001280392.1
OG0000439	XP_033332150.1	XP_001942570.1, XP_016657731.1
OG0000440	XP_033324009.1, XP_033334735.1, XP_033334733.1	XP_001942580.2, XP_016659788.1
OG0000441	XP_033322096.1, XP_033322105.1	XP_001942661.1, XP_029346655.1
OG0000442	XP_033339025.1	XP_001942867.2
OG0000443	XP_033331891.1, XP_033331890.1, XP_033331889.1	XP_029341360.1, XP_029341358.1, XP_016659770.1, XP_016659771.1, XP_029347456.1, XP_029347416.1, XP_016661199.1, XP_001947561.2, XP_008183316.1, XP_029341187.1, XP_001944412.2, XP_029341376.1, XP_003248512.2, XP_001948997.1, XP_029347418.1
OG0000444	XP_033342393.1	XP_001944680.1
OG0000445	XP_033331384.1	XP_001947747.2
OG0000445	XP_033331385.1	XP_001951336.2, XP_008188005.2
OG0000446	XP_033322264.1, XP_033322265.1, XP_033322267.1, XP_033322266.1, XP_033322263.1	XP_001948595.1
