Orthogroup	Osmia_bicornis	Eufriesea_mexicana
OG0000212	XP_029042763.1, XP_029042765.1, XP_029042764.1	XP_017760364.1, XP_017760363.1, XP_017760362.1
OG0000213	XP_029040796.1	XP_017765989.1, XP_017765987.1
OG0000214	XP_029037952.1, XP_029037950.1	XP_017765450.1, XP_017765451.1
OG0000215	XP_029040698.1, XP_029040697.1, XP_029040696.1	XP_017762915.1
OG0000216	XP_029044690.1, XP_029044601.1, XP_029046212.1, XP_029046384.1, XP_029046120.1, XP_029044865.1, XP_029044781.1, XP_029044950.1, XP_029045035.1, XP_029046300.1, XP_029045949.1, XP_029046032.1	XP_017766078.1
OG0000217	XP_029037762.1	XP_017763974.1, XP_017764053.1
OG0000218	XP_029040891.1, XP_029040887.1, XP_029040888.1, XP_029040889.1	XP_017765029.1
OG0000219	XP_029042878.1	XP_017760481.1
OG0000220	XP_029053413.1	XP_017764513.1
OG0000221	XP_029039027.1	XP_017759937.1
OG0000222	XP_029050577.1	XP_017762934.1
OG0000222	XP_029040022.1, XP_029040023.1	XP_017767431.1
OG0000223	XP_029056512.1, XP_029056513.1, XP_029056509.1, XP_029056510.1, XP_029056511.1	XP_017760444.1
OG0000224	XP_029051911.1, XP_029051912.1, XP_029051913.1, XP_029051914.1, XP_029051915.1	XP_017760492.1
OG0000226	XP_029039485.1, XP_029039487.1, XP_029039486.1, XP_029039483.1, XP_029039484.1	XP_017761831.1
OG0000227	XP_029039555.1	XP_017756242.1, XP_017756241.1
OG0000227	XP_029039563.1, XP_029039564.1, XP_029039565.1	XP_017756232.1
OG0000228	XP_029038096.1, XP_029038095.1	XP_017764855.1, XP_017764854.1, XP_017764853.1
OG0000229	XP_029049346.1	XP_017753960.1
OG0000230	XP_029053423.1, XP_029053421.1, XP_029053420.1, XP_029053419.1, XP_029053417.1, XP_029053425.1, XP_029053422.1, XP_029053424.1	XP_017764495.1
OG0000231	XP_029045111.1	XP_017763159.1, XP_017763158.1, XP_017763161.1, XP_017763160.1
OG0000232	XP_029052101.1, XP_029052102.1, XP_029052100.1	XP_017766787.1
OG0000233	XP_029039442.1, XP_029039443.1	XP_017756660.1
OG0000234	XP_029052965.1, XP_029052964.1	XP_017756007.1, XP_017756006.1, XP_017756004.1, XP_017756005.1, XP_017756003.1
OG0000235	XP_029047230.1, XP_029047231.1, XP_029047232.1	XP_017752374.1, XP_017752371.1, XP_017752372.1
OG0000236	XP_029055140.1, XP_029055157.1, XP_029055144.1, XP_029055133.1, XP_029055149.1, XP_029055117.1, XP_029055128.1, XP_029055127.1, XP_029055152.1, XP_029055165.1, XP_029055160.1, XP_029055137.1, XP_029055122.1	XP_017764391.1
OG0000237	XP_029041087.1, XP_029041088.1, XP_029041084.1, XP_029041083.1, XP_029041089.1, XP_029041086.1	XP_017752738.1
OG0000238	XP_029055734.1	XP_017765337.1, XP_017765335.1, XP_017765336.1
OG0000239	XP_029033287.1	XP_017765562.1
OG0000240	XP_029043504.1, XP_029043503.1	XP_017757896.1, XP_017757897.1
OG0000241	XP_029035087.1, XP_029035084.1, XP_029035083.1, XP_029035085.1, XP_029035086.1	XP_017759546.1
OG0000242	XP_029035228.1	XP_017753451.1
OG0000243	XP_029052279.1	XP_017753486.1, XP_017753487.1
OG0000244	XP_029032944.1, XP_029032942.1, XP_029032943.1	XP_017755394.1
OG0000245	XP_029047419.1, XP_029047428.1	XP_017758588.1
OG0000246	XP_029055593.1	XP_017752449.1
OG0000246	XP_029049378.1	XP_017765588.1, XP_017753107.1
OG0000247	XP_029055363.1, XP_029055358.1, XP_029055359.1, XP_029055360.1, XP_029055361.1, XP_029055362.1	XP_017762833.1
OG0000248	XP_029035923.1, XP_029035927.1, XP_029035924.1, XP_029035926.1, XP_029035925.1	XP_017765753.1
OG0000249	XP_029041124.1, XP_029041126.1	XP_017755131.1
OG0000250	XP_029040724.1	XP_017753496.1
OG0000251	XP_029052784.1, XP_029052783.1	XP_017765225.1
OG0000252	XP_029050552.1, XP_029050554.1, XP_029050553.1	XP_017767385.1
OG0000253	XP_029035145.1	XP_017759475.1
OG0000254	XP_029032935.1, XP_029032936.1	XP_017767116.1, XP_017767118.1, XP_017767117.1
OG0000255	XP_029039090.1, XP_029039088.1	XP_017759954.1, XP_017759955.1, XP_017759953.1, XP_017759956.1
OG0000256	XP_029037754.1	XP_017765643.1, XP_017765658.1, XP_017765668.1, XP_017765677.1, XP_017765690.1, XP_017765683.1, XP_017765699.1, XP_017765650.1, XP_017765592.1
OG0000257	XP_029050709.1	XP_017767214.1
OG0000258	XP_029046934.1, XP_029046936.1, XP_029046935.1, XP_029046937.1	XP_017757117.1
OG0000259	XP_029053604.1, XP_029053594.1, XP_029053725.1	XP_017764041.1
OG0000261	XP_029051522.1, XP_029051523.1, XP_029051526.1, XP_029051524.1, XP_029051527.1	XP_017758969.1
OG0000262	XP_029038180.1, XP_029038179.1	XP_017763110.1, XP_017763109.1, XP_017763108.1
OG0000263	XP_029056453.1, XP_029056454.1, XP_029056456.1, XP_029056455.1	XP_017764990.1, XP_017764993.1, XP_017764992.1, XP_017764991.1
OG0000264	XP_029040473.1, XP_029040469.1, XP_029040470.1, XP_029040468.1, XP_029040471.1	XP_017757742.1
OG0000265	XP_029048869.1, XP_029048867.1, XP_029048866.1, XP_029048864.1, XP_029048863.1, XP_029048868.1	XP_017761912.1
OG0000266	XP_029034126.1	XP_017762724.1
OG0000267	XP_029056622.1, XP_029056621.1, XP_029056619.1, XP_029056620.1	XP_017756405.1
OG0000268	XP_029054971.1, XP_029054972.1	XP_017766452.1
OG0000269	XP_029044949.1, XP_029044947.1, XP_029044948.1	XP_017764288.1
OG0000270	XP_029036658.1, XP_029036659.1, XP_029036656.1, XP_029036657.1, XP_029036649.1, XP_029036653.1, XP_029036654.1, XP_029036651.1, XP_029036650.1, XP_029036652.1	XP_017755601.1
OG0000271	XP_029032188.1, XP_029032186.1, XP_029032187.1, XP_029032185.1	XP_017755174.1, XP_017755175.1
OG0000272	XP_029052283.1	XP_017754238.1
OG0000273	XP_029044227.1, XP_029044224.1, XP_029044225.1, XP_029044228.1	XP_017755868.1, XP_017755867.1
OG0000274	XP_029053800.1, XP_029053799.1	XP_017754356.1
OG0000274	XP_029053733.1	XP_017754358.1
OG0000275	XP_029056111.1, XP_029056110.1, XP_029056109.1, XP_029056100.1	XP_017763783.1, XP_017755936.1
OG0000276	XP_029045317.1, XP_029045311.1, XP_029045324.1, XP_029045318.1	XP_017760227.1
OG0000277	XP_029042987.1, XP_029042986.1	XP_017763500.1, XP_017763493.1
OG0000278	XP_029040640.1	XP_017764827.1
OG0000278	XP_029040635.1	XP_017764822.1
OG0000279	XP_029049878.1, XP_029049879.1	XP_017757292.1
OG0000280	XP_029034547.1, XP_029034548.1, XP_029034546.1, XP_029034549.1, XP_029034556.1, XP_029034557.1, XP_029034558.1	XP_017763674.1
OG0000281	XP_029046687.1, XP_029046690.1, XP_029046692.1, XP_029046686.1, XP_029046691.1, XP_029046689.1	XP_017761092.1
OG0000282	XP_029040816.1, XP_029040817.1, XP_029040815.1, XP_029040818.1	XP_017762599.1, XP_017762600.1
OG0000283	XP_029048818.1	XP_017761039.1, XP_017761040.1
OG0000284	XP_029040875.1	XP_017753784.1, XP_017753780.1, XP_017753785.1, XP_017753782.1, XP_017753781.1
OG0000285	XP_029045769.1, XP_029045770.1, XP_029045771.1, XP_029045761.1, XP_029045760.1, XP_029045767.1, XP_029045768.1, XP_029045765.1, XP_029045766.1, XP_029045764.1, XP_029045763.1, XP_029045759.1	XP_017752839.1, XP_017752838.1
OG0000286	XP_029049858.1, XP_029049859.1	XP_017754679.1, XP_017754678.1
OG0000287	XP_029037736.1, XP_029037737.1	XP_017762468.1
OG0000288	XP_029036677.1, XP_029036676.1, XP_029036675.1	XP_017755662.1
OG0000289	XP_029039257.1, XP_029039262.1, XP_029039261.1, XP_029039260.1, XP_029039259.1	XP_017759928.1
OG0000290	XP_029055333.1	XP_017759663.1
OG0000291	XP_029032468.1, XP_029032467.1	XP_017765156.1, XP_017765155.1
OG0000292	XP_029054667.1	XP_017766480.1, XP_017766482.1, XP_017766481.1, XP_017766483.1
OG0000293	XP_029047426.1, XP_029047427.1, XP_029047429.1	XP_017753334.1, XP_017753335.1, XP_017753336.1
OG0000294	XP_029050738.1	XP_017763323.1, XP_017763326.1, XP_017763321.1, XP_017763324.1, XP_017763325.1, XP_017763322.1, XP_017763320.1
OG0000295	XP_029051207.1, XP_029051206.1	XP_017763544.1, XP_017763543.1, XP_017763542.1
OG0000296	XP_029047028.1	XP_017756753.1
OG0000297	XP_029051629.1, XP_029051627.1, XP_029051628.1, XP_029051630.1, XP_029051631.1, XP_029051626.1, XP_029051625.1	XP_017755944.1
OG0000298	XP_029036135.1, XP_029036136.1	XP_017766547.1, XP_017766548.1, XP_017766546.1, XP_017766549.1
OG0000299	XP_029041376.1	XP_017758869.1
OG0000299	XP_029041378.1	XP_017758870.1
OG0000300	XP_029042201.1	XP_017760028.1
OG0000301	XP_029040536.1	XP_017766255.1
OG0000302	XP_029036789.1, XP_029036788.1, XP_029036790.1	XP_017754071.1, XP_017765026.1
OG0000303	XP_029051263.1, XP_029051260.1	XP_017754971.1, XP_017754969.1, XP_017754963.1, XP_017754964.1, XP_017754956.1
OG0000304	XP_029037750.1, XP_029037751.1	XP_017765326.1, XP_017765386.1, XP_017765457.1, XP_017765507.1, XP_017765261.1
OG0000305	XP_029045503.1, XP_029045504.1	XP_017758719.1
OG0000306	XP_029034879.1	XP_017759523.1, XP_017759522.1
OG0000307	XP_029038975.1, XP_029038978.1, XP_029038976.1, XP_029038977.1, XP_029038980.1	XP_017758684.1
OG0000308	XP_029038025.1, XP_029038026.1, XP_029038027.1	XP_017761147.1
OG0000309	XP_029034050.1, XP_029034049.1, XP_029034048.1	XP_017754067.1
OG0000310	XP_029037897.1, XP_029037900.1, XP_029037899.1, XP_029037898.1	XP_017753234.1, XP_017753226.1
OG0000311	XP_029051042.1, XP_029051041.1, XP_029051040.1, XP_029051043.1	XP_017763452.1
OG0000312	XP_029053188.1	XP_017761868.1
OG0000312	XP_029050171.1	XP_017761870.1, XP_017761321.1
OG0000313	XP_029044779.1	XP_017755728.1
OG0000314	XP_029052871.1, XP_029052872.1	XP_017758970.1
OG0000315	XP_029042622.1	XP_017754781.1
OG0000316	XP_029046025.1, XP_029046026.1, XP_029046027.1, XP_029046028.1, XP_029046022.1, XP_029046023.1	XP_017763698.1, XP_017763700.1, XP_017763699.1
OG0000317	XP_029036301.1, XP_029036300.1	XP_017759168.1, XP_017759169.1
OG0000318	XP_029047245.1, XP_029047244.1	XP_017759828.1, XP_017759829.1
OG0000319	XP_029035978.1, XP_029035979.1, XP_029035976.1	XP_017757173.1, XP_017757174.1, XP_017757175.1
OG0000320	XP_029055255.1	XP_017762860.1, XP_017765284.1, XP_017762744.1
OG0000321	XP_029042113.1, XP_029046478.1, XP_029046471.1, XP_029046469.1, XP_029046468.1	XP_017757401.1, XP_017757402.1
OG0000322	XP_029055018.1	XP_017761859.1
OG0000323	XP_029051585.1, XP_029051584.1, XP_029051583.1	XP_017760260.1, XP_017760233.1, XP_017760258.1
OG0000324	XP_029041955.1	XP_017759285.1, XP_017759284.1
OG0000325	XP_029052180.1	XP_017754362.1
OG0000326	XP_029045334.1	XP_017756800.1
OG0000327	XP_029037641.1, XP_029037640.1	XP_017760602.1
OG0000328	XP_029044190.1, XP_029044191.1	XP_017752497.1, XP_017752498.1, XP_017752499.1, XP_017752500.1
OG0000329	XP_029035653.1, XP_029035652.1, XP_029035654.1	XP_017758629.1, XP_017758631.1, XP_017758630.1
OG0000331	XP_029041821.1	XP_017755461.1
OG0000332	XP_029046341.1, XP_029046340.1	XP_017754292.1, XP_017754291.1
OG0000334	XP_029039398.1	XP_017753871.1, XP_017753863.1
OG0000335	XP_029051661.1, XP_029051666.1, XP_029051660.1, XP_029051655.1	XP_017755745.1
OG0000336	XP_029038922.1, XP_029038921.1, XP_029038924.1	XP_017761015.1
OG0000337	XP_029032945.1, XP_029032946.1, XP_029032947.1	XP_017767102.1, XP_017767104.1, XP_017767103.1
OG0000338	XP_029047018.1, XP_029047017.1, XP_029047016.1, XP_029047015.1, XP_029047014.1, XP_029047019.1	XP_017763352.1
OG0000339	XP_029051417.1, XP_029051415.1, XP_029051413.1, XP_029051418.1, XP_029051416.1	XP_017758373.1, XP_017758372.1
OG0000340	XP_029047113.1, XP_029047114.1, XP_029047112.1, XP_029047111.1, XP_029047115.1, XP_029047116.1	XP_017752531.1, XP_017752532.1
OG0000341	XP_029055779.1, XP_029055777.1, XP_029055780.1, XP_029055778.1	XP_017757404.1
OG0000342	XP_029050616.1	XP_017761581.1, XP_017761577.1, XP_017761580.1, XP_017761579.1, XP_017761578.1, XP_017761582.1
OG0000343	XP_029033619.1, XP_029033618.1, XP_029033463.1, XP_029033462.1, XP_029033461.1, XP_029033617.1	XP_017765382.1
OG0000344	XP_029042442.1, XP_029042441.1, XP_029042440.1	XP_017754804.1
OG0000345	XP_029039195.1	XP_017765673.1, XP_017765672.1, XP_017765671.1, XP_017765670.1
OG0000346	XP_029033796.1	XP_017762918.1
OG0000346	XP_029033792.1	XP_017761255.1
OG0000347	XP_029055404.1, XP_029055405.1, XP_029055407.1, XP_029055406.1	XP_017762788.1, XP_017762790.1, XP_017762789.1
OG0000348	XP_029041204.1	XP_017756549.1
OG0000349	XP_029043116.1, XP_029043117.1, XP_029043115.1	XP_017760453.1
OG0000350	XP_029037484.1	XP_017754395.1
OG0000352	XP_029052807.1	XP_017758234.1, XP_017758236.1, XP_017758237.1
OG0000353	XP_029037929.1, XP_029037932.1, XP_029037927.1, XP_029037930.1, XP_029037928.1, XP_029037931.1	XP_017761134.1
OG0000354	XP_029050891.1	XP_017766062.1, XP_017766066.1
OG0000355	XP_029048729.1	XP_017763886.1
OG0000356	XP_029048255.1	XP_017761340.1
OG0000357	XP_029036628.1	XP_017761116.1, XP_017761117.1
OG0000358	XP_029043458.1, XP_029043448.1	XP_017763238.1
OG0000360	XP_029035758.1, XP_029035756.1, XP_029035757.1	XP_017766029.1
OG0000361	XP_029047272.1	XP_017763740.1, XP_017763749.1, XP_017763739.1, XP_017754989.1
OG0000362	XP_029051833.1	XP_017759479.1
OG0000363	XP_029050804.1, XP_029050801.1	XP_017764563.1, XP_017764562.1
OG0000364	XP_029054541.1, XP_029054540.1	XP_017759978.1
OG0000365	XP_029049282.1	XP_017761417.1, XP_017761416.1
OG0000366	XP_029044512.1, XP_029053705.1, XP_029044543.1, XP_029054183.1	XP_017752990.1
OG0000367	XP_029038422.1	XP_017752649.1, XP_017752650.1, XP_017752651.1, XP_017752654.1, XP_017752653.1, XP_017752648.1, XP_017752646.1, XP_017752652.1
OG0000368	XP_029037844.1, XP_029037845.1, XP_029037848.1, XP_029037847.1, XP_029037846.1	XP_017766030.1
OG0000369	XP_029043090.1, XP_029043089.1, XP_029043088.1, XP_029043087.1, XP_029043085.1, XP_029043086.1, XP_029043084.1	XP_017755198.1
OG0000370	XP_029033573.1, XP_029033528.1, XP_029033576.1, XP_029033575.1, XP_029033530.1, XP_029033529.1, XP_029033572.1	XP_017767420.1
OG0000371	XP_029048619.1, XP_029048618.1	XP_017763299.1
OG0000372	XP_029043899.1, XP_029043897.1, XP_029043898.1, XP_029043896.1	XP_017753680.1
OG0000373	XP_029048080.1, XP_029048078.1, XP_029048085.1, XP_029048084.1, XP_029048081.1, XP_029048075.1, XP_029048076.1	XP_017761703.1
OG0000375	XP_029042747.1, XP_029042744.1, XP_029042745.1, XP_029042746.1	XP_017762283.1, XP_017762285.1, XP_017762286.1
OG0000376	XP_029048312.1	XP_017759170.1
OG0000377	XP_029040029.1, XP_029040028.1, XP_029040030.1	XP_017756477.1, XP_017756478.1
OG0000378	XP_029035304.1, XP_029035305.1, XP_029035306.1	XP_017761780.1
OG0000379	XP_029052770.1, XP_029052987.1	XP_017764002.1
OG0000379	XP_029052253.1, XP_029052252.1, XP_029052254.1	XP_017755978.1
OG0000380	XP_029032090.1, XP_029032089.1, XP_029032088.1	XP_017756408.1, XP_017756407.1
OG0000381	XP_029055535.1, XP_029055534.1	XP_017764893.1
OG0000382	XP_029041068.1, XP_029041064.1, XP_029041066.1, XP_029041067.1	XP_017754253.1
OG0000383	XP_029056236.1, XP_029056165.1, XP_029056233.1, XP_029056237.1, XP_029056234.1	XP_017752925.1
OG0000384	XP_029037526.1	XP_017757977.1
OG0000385	XP_029038492.1, XP_029038494.1, XP_029038493.1	XP_017755475.1
OG0000386	XP_029044270.1, XP_029044269.1, XP_029044268.1	XP_017754949.1
OG0000387	XP_029033709.1, XP_029033710.1, XP_029033481.1, XP_029033482.1, XP_029033480.1, XP_029033483.1, XP_029033707.1	XP_017767341.1
OG0000388	XP_029052830.1	XP_017766510.1
OG0000389	XP_029050724.1, XP_029050725.1	XP_017754648.1, XP_017754647.1
OG0000390	XP_029036180.1, XP_029036132.1	XP_017766799.1
OG0000391	XP_029044094.1	XP_017763954.1
OG0000392	XP_029033485.1	XP_017767378.1, XP_017767376.1, XP_017767375.1
OG0000393	XP_029039620.1	XP_017764699.1
OG0000394	XP_029048972.1	XP_017761491.1
OG0000395	XP_029041732.1, XP_029041733.1, XP_029041729.1, XP_029041738.1, XP_029041731.1, XP_029041737.1, XP_029041735.1, XP_029041736.1, XP_029041730.1	XP_017764114.1
OG0000396	XP_029032295.1	XP_017761286.1
OG0000397	XP_029045218.1, XP_029045217.1	XP_017762138.1, XP_017762139.1
OG0000398	XP_029048751.1	XP_017755325.1, XP_017755327.1, XP_017755328.1
OG0000399	XP_029051728.1, XP_029051726.1, XP_029051727.1, XP_029051729.1	XP_017759262.1
OG0000400	XP_029054671.1, XP_029054670.1	XP_017761141.1
OG0000401	XP_029053364.1	XP_017755875.1
OG0000402	XP_029052700.1, XP_029052701.1	XP_017752342.1
OG0000403	XP_029036178.1	XP_017766521.1
OG0000404	XP_029033162.1	XP_017767545.1, XP_017766873.1, XP_017752361.1
OG0000406	XP_029055027.1, XP_029055011.1, XP_029055029.1	XP_017756368.1, XP_017756369.1, XP_017756371.1, XP_017756370.1
OG0000407	XP_029043587.1	XP_017767647.1
OG0000408	XP_029043766.1, XP_029043779.1, XP_029043729.1, XP_029043718.1, XP_029043722.1, XP_029043771.1	XP_017764260.1
OG0000409	XP_029051065.1, XP_029051066.1, XP_029051067.1	XP_017756768.1, XP_017756765.1, XP_017756767.1, XP_017756766.1
OG0000410	XP_029051489.1, XP_029051488.1	XP_017763617.1
OG0000411	XP_029038849.1, XP_029038825.1, XP_029038839.1	XP_017762639.1, XP_017756840.1, XP_017756839.1, XP_017756843.1, XP_017756844.1, XP_017756841.1
OG0000412	XP_029045639.1	XP_017765407.1
OG0000413	XP_029032638.1, XP_029032640.1, XP_029032637.1, XP_029032636.1	XP_017760379.1
OG0000414	XP_029053577.1, XP_029040989.1	XP_017767559.1
OG0000416	XP_029052187.1, XP_029052186.1	XP_017762187.1, XP_017762186.1, XP_017762189.1, XP_017762190.1, XP_017762192.1, XP_017762188.1
OG0000417	XP_029049220.1	XP_017766705.1, XP_017766699.1, XP_017766706.1
OG0000418	XP_029044489.1, XP_029044511.1	XP_017752988.1, XP_017752989.1
OG0000419	XP_029052640.1	XP_017766310.1, XP_017766309.1
OG0000420	XP_029034002.1, XP_029033999.1, XP_029033997.1, XP_029034001.1, XP_029034000.1, XP_029034003.1	XP_017754042.1, XP_017754041.1, XP_017754040.1
OG0000421	XP_029049725.1, XP_029049729.1, XP_029049728.1, XP_029049726.1	XP_017760748.1
OG0000423	XP_029046085.1, XP_029046088.1, XP_029046087.1, XP_029046086.1	XP_017757616.1
OG0000424	XP_029053228.1, XP_029053225.1, XP_029053226.1, XP_029053227.1	XP_017752365.1
OG0000426	XP_029045757.1	XP_017761389.1
OG0000426	XP_029045750.1, XP_029045754.1, XP_029045753.1, XP_029045756.1, XP_029045752.1, XP_029045751.1	XP_017761388.1, XP_017761387.1
OG0000428	XP_029054357.1	XP_017766346.1
OG0000429	XP_029040668.1	XP_017756773.1
OG0000430	XP_029037501.1	XP_017757907.1
OG0000431	XP_029039081.1, XP_029039078.1, XP_029039079.1, XP_029039077.1	XP_017759879.1, XP_017759880.1
OG0000432	XP_029042704.1	XP_017766275.1
OG0000433	XP_029047130.1	XP_017756249.1, XP_017756254.1
OG0000434	XP_029052213.1, XP_029052203.1	XP_017761036.1
OG0000435	XP_029047761.1	XP_017761207.1
OG0000436	XP_029045192.1	XP_017752188.1
OG0000437	XP_029046762.1, XP_029046759.1, XP_029046761.1, XP_029046760.1	XP_017758981.1, XP_017758980.1
OG0000438	XP_029040963.1, XP_029040962.1, XP_029040964.1	XP_017759549.1
OG0000439	XP_029051870.1, XP_029051869.1	XP_017762763.1
OG0000440	XP_029038868.1, XP_029038869.1, XP_029038867.1, XP_029038866.1	XP_017753531.1
OG0000441	XP_029042261.1	XP_017754649.1
OG0000442	XP_029037103.1, XP_029037110.1	XP_017764954.1
OG0000443	XP_029043728.1, XP_029043727.1, XP_029043731.1, XP_029043730.1, XP_029043726.1	XP_017753926.1, XP_017753925.1
OG0000444	XP_029037402.1	XP_017760579.1, XP_017760578.1
OG0000445	XP_029036116.1, XP_029036118.1, XP_029036117.1	XP_017766568.1, XP_017766569.1
OG0000446	XP_029046067.1	XP_017760536.1
OG0000447	XP_029041673.1, XP_029041676.1, XP_029041675.1	XP_017756097.1
OG0000448	XP_029039416.1	XP_017758640.1, XP_017758639.1
OG0000449	XP_029050419.1	XP_017766138.1, XP_017766137.1
OG0000450	XP_029036893.1, XP_029036891.1, XP_029036892.1	XP_017762416.1
OG0000451	XP_029043548.1, XP_029043546.1	XP_017759386.1
OG0000452	XP_029043270.1, XP_029043271.1	XP_017766888.1
OG0000453	XP_029035023.1, XP_029035022.1	XP_017764531.1, XP_017764530.1
OG0000454	XP_029035422.1, XP_029035424.1	XP_017754841.1
OG0000455	XP_029041705.1, XP_029041703.1, XP_029041704.1, XP_029041706.1	XP_017756141.1, XP_017756140.1
OG0000456	XP_029046488.1	XP_017760723.1, XP_017760722.1, XP_017760721.1, XP_017760720.1, XP_017760724.1
OG0000457	XP_029049739.1, XP_029049738.1, XP_029049740.1	XP_017760876.1, XP_017760875.1
OG0000458	XP_029042967.1, XP_029042965.1, XP_029042966.1, XP_029042964.1	XP_017755999.1, XP_017755993.1
OG0000459	XP_029035873.1	XP_017757152.1, XP_017757159.1
OG0000460	XP_029036458.1	XP_017757558.1
OG0000461	XP_029052556.1	XP_017762696.1
OG0000462	XP_029042983.1, XP_029042982.1, XP_029042981.1, XP_029042980.1, XP_029042985.1, XP_029042984.1	XP_017757246.1
OG0000463	XP_029047368.1, XP_029047367.1	XP_017757640.1
OG0000464	XP_029037492.1, XP_029037491.1	XP_017767287.1, XP_017767286.1
OG0000465	XP_029039748.1, XP_029039749.1, XP_029034454.1, XP_029034456.1	XP_017757899.1, XP_017758424.1, XP_017758423.1, XP_017757908.1
OG0000466	XP_029041174.1	XP_017752743.1, XP_017752744.1, XP_017752742.1
OG0000467	XP_029041486.1, XP_029041487.1, XP_029041488.1	XP_017758911.1
OG0000469	XP_029034070.1, XP_029034071.1	XP_017763281.1
OG0000470	XP_029053488.1, XP_029053486.1, XP_029053489.1	XP_017757729.1
OG0000472	XP_029055748.1	XP_017755657.1
OG0000473	XP_029038661.1	XP_017761183.1
OG0000473	XP_029038655.1	XP_017761772.1
OG0000474	XP_029046811.1, XP_029046812.1	XP_017758976.1, XP_017758977.1
OG0000475	XP_029041198.1	XP_017756524.1
