Orthogroup	Osmia_bicornis	Megalopta_genalis
OG0000206	XP_029046178.1, XP_029046181.1, XP_029046179.1, XP_029046182.1	XP_033321632.1, XP_033321633.1
OG0000207	XP_029038204.1, XP_029038203.1, XP_029038205.1, XP_029038208.1, XP_029038201.1, XP_029038207.1, XP_029038202.1	XP_033329549.1, XP_033329550.1, XP_033329551.1, XP_033329552.1
OG0000208	XP_029044272.1	XP_033330350.1, XP_033330348.1, XP_033330352.1, XP_033330353.1, XP_033330349.1, XP_033330351.1
OG0000209	XP_029054025.1, XP_029054032.1, XP_029054085.1, XP_029054092.1	XP_033321121.1, XP_033321122.1
OG0000210	XP_029036848.1	XP_033324748.1, XP_033324745.1, XP_033324753.1
OG0000211	XP_029044238.1, XP_029044235.1, XP_029044234.1, XP_029044237.1, XP_029044236.1	XP_033330324.1, XP_033330323.1
OG0000212	XP_029042763.1, XP_029042765.1, XP_029042764.1	XP_033342456.1, XP_033342455.1, XP_033342453.1
OG0000213	XP_029040796.1	XP_033322907.1, XP_033322909.1, XP_033322906.1, XP_033322908.1
OG0000214	XP_029037952.1, XP_029037950.1	XP_033325212.1, XP_033325213.1
OG0000215	XP_029040698.1, XP_029040697.1, XP_029040696.1	XP_033323142.1
OG0000216	XP_029044690.1, XP_029044601.1, XP_029046212.1, XP_029046384.1, XP_029046120.1, XP_029044865.1, XP_029044781.1, XP_029044950.1, XP_029045035.1, XP_029046300.1, XP_029045949.1, XP_029046032.1	XP_033323741.1, XP_033323739.1, XP_033323740.1
OG0000217	XP_029037762.1	XP_033321019.1, XP_033321020.1
OG0000218	XP_029040891.1	XP_033324848.1
OG0000218	XP_029040887.1, XP_029040888.1, XP_029040889.1	XP_033324846.1
OG0000219	XP_029042878.1	XP_033324531.1, XP_033324539.1, XP_033324524.1, XP_033324510.1, XP_033324519.1
OG0000220	XP_029053413.1	XP_033328845.1, XP_033335222.1, XP_033335513.1, XP_033324575.1, XP_033324992.1, XP_033335291.1, XP_033335305.1, XP_033339857.1, XP_033335510.1, XP_033335471.1, XP_033335515.1, XP_033339328.1, XP_033335514.1, XP_033335512.1, XP_033335511.1, XP_033335309.1, XP_033331754.1, XP_033321453.1
OG0000221	XP_029039027.1	XP_033335782.1, XP_033335781.1, XP_033335780.1
OG0000222	XP_029050577.1	XP_033340878.1
OG0000222	XP_029040022.1, XP_029040023.1	XP_033331406.1
OG0000223	XP_029056512.1, XP_029056513.1, XP_029056509.1, XP_029056510.1, XP_029056511.1	XP_033330464.1, XP_033330462.1, XP_033330463.1
OG0000224	XP_029051911.1, XP_029051912.1, XP_029051913.1, XP_029051914.1, XP_029051915.1	XP_033337798.1, XP_033337797.1, XP_033337796.1
OG0000225	XP_029053625.1, XP_029053624.1, XP_029053623.1, XP_029053622.1	XP_033339075.1
OG0000226	XP_029039485.1, XP_029039487.1, XP_029039486.1, XP_029039483.1, XP_029039484.1	XP_033339886.1, XP_033339893.1, XP_033339899.1, XP_033339905.1
OG0000227	XP_029039555.1	XP_033341624.1
OG0000227	XP_029039563.1, XP_029039564.1, XP_029039565.1	XP_033341626.1
OG0000228	XP_029038096.1, XP_029038095.1	XP_033328835.1, XP_033330123.1
OG0000229	XP_029049346.1	XP_033339441.1
OG0000230	XP_029053423.1, XP_029053421.1, XP_029053420.1, XP_029053419.1, XP_029053417.1, XP_029053425.1, XP_029053422.1, XP_029053424.1	XP_033331798.1, XP_033331801.1, XP_033331802.1, XP_033331799.1, XP_033331800.1, XP_033331803.1
OG0000231	XP_029045111.1	XP_033333198.1
OG0000232	XP_029052101.1, XP_029052102.1, XP_029052100.1	XP_033331541.1, XP_033331557.1, XP_033331549.1, XP_033331564.1, XP_033331533.1
OG0000233	XP_029039442.1, XP_029039443.1	XP_033333343.1, XP_033333334.1, XP_033333350.1
OG0000234	XP_029052965.1, XP_029052964.1	XP_033337469.1
OG0000235	XP_029047230.1, XP_029047231.1, XP_029047232.1	XP_033323099.1, XP_033323100.1
OG0000236	XP_029055140.1, XP_029055157.1, XP_029055144.1, XP_029055133.1, XP_029055149.1, XP_029055117.1, XP_029055128.1, XP_029055127.1, XP_029055152.1, XP_029055165.1, XP_029055160.1, XP_029055137.1, XP_029055122.1	XP_033328401.1
OG0000237	XP_029041087.1, XP_029041088.1, XP_029041084.1, XP_029041083.1, XP_029041089.1, XP_029041086.1	XP_033324532.1
OG0000238	XP_029055734.1	XP_033332150.1
OG0000239	XP_029033287.1	XP_033334973.1
OG0000240	XP_029043504.1, XP_029043503.1	XP_033337696.1
OG0000241	XP_029035087.1, XP_029035084.1, XP_029035083.1, XP_029035085.1, XP_029035086.1	XP_033327460.1, XP_033327459.1, XP_033327458.1
OG0000242	XP_029035228.1	XP_033328430.1, XP_033328429.1, XP_033328391.1, XP_033327890.1
OG0000243	XP_029052279.1	XP_033340737.1, XP_033340738.1, XP_033340739.1
OG0000244	XP_029032944.1, XP_029032942.1, XP_029032943.1	XP_033338068.1, XP_033337989.1, XP_033337902.1, XP_033338145.1
OG0000245	XP_029047419.1, XP_029047428.1	XP_033322573.1, XP_033322572.1, XP_033322571.1
OG0000246	XP_029055593.1	XP_033322795.1
OG0000246	XP_029049378.1	XP_033339858.1, XP_033326784.1, XP_033326778.1, XP_033326780.1
OG0000247	XP_029055363.1, XP_029055358.1, XP_029055359.1, XP_029055360.1, XP_029055361.1, XP_029055362.1	XP_033328483.1, XP_033328484.1, XP_033328485.1, XP_033328486.1, XP_033328487.1
OG0000248	XP_029035923.1, XP_029035927.1, XP_029035924.1, XP_029035926.1, XP_029035925.1	XP_033329923.1
OG0000249	XP_029041124.1, XP_029041126.1	XP_033327591.1, XP_033327610.1
OG0000250	XP_029040724.1	XP_033326206.1
OG0000251	XP_029052784.1, XP_029052783.1	XP_033342906.1, XP_033342925.1, XP_033342916.1, XP_033342897.1, XP_033342933.1, XP_033342942.1, XP_033342888.1
OG0000252	XP_029050552.1, XP_029050554.1, XP_029050553.1	XP_033325470.1, XP_033325469.1, XP_033325468.1
OG0000253	XP_029035145.1	XP_033329957.1, XP_033329958.1
OG0000254	XP_029032935.1, XP_029032936.1	XP_033327765.1
OG0000255	XP_029039090.1, XP_029039088.1	XP_033336696.1, XP_033336697.1, XP_033336698.1, XP_033336699.1, XP_033336695.1, XP_033336694.1, XP_033336700.1
OG0000256	XP_029037754.1	XP_033329058.1, XP_033329059.1, XP_033329045.1
OG0000257	XP_029050709.1	XP_033336466.1
OG0000258	XP_029046934.1, XP_029046936.1, XP_029046935.1, XP_029046937.1	XP_033325255.1, XP_033325257.1, XP_033325256.1
OG0000259	XP_029053604.1, XP_029053594.1, XP_029053725.1	XP_033330960.1
OG0000261	XP_029051522.1, XP_029051523.1, XP_029051526.1, XP_029051524.1, XP_029051527.1	XP_033330331.1
OG0000262	XP_029038180.1, XP_029038179.1	XP_033333152.1, XP_033333149.1
OG0000263	XP_029056453.1, XP_029056454.1, XP_029056456.1, XP_029056455.1	XP_033341585.1
OG0000264	XP_029040473.1, XP_029040469.1, XP_029040470.1, XP_029040468.1, XP_029040471.1	XP_033339585.1, XP_033339584.1, XP_033339586.1
OG0000265	XP_029048869.1, XP_029048867.1, XP_029048866.1, XP_029048864.1, XP_029048863.1, XP_029048868.1	XP_033342478.1
OG0000266	XP_029034127.1	XP_033342066.1, XP_033342063.1, XP_033342064.1
OG0000267	XP_029056622.1, XP_029056621.1, XP_029056619.1, XP_029056620.1	XP_033334256.1
OG0000268	XP_029054971.1, XP_029054972.1	XP_033334129.1, XP_033334130.1, XP_033334127.1, XP_033334128.1, XP_033334131.1, XP_033334133.1
OG0000269	XP_029044949.1, XP_029044947.1, XP_029044948.1	XP_033326133.1, XP_033326130.1, XP_033326131.1, XP_033326129.1, XP_033326132.1
OG0000270	XP_029036658.1, XP_029036659.1, XP_029036656.1, XP_029036657.1, XP_029036649.1, XP_029036653.1, XP_029036654.1, XP_029036651.1, XP_029036650.1, XP_029036652.1	XP_033333075.1, XP_033333074.1, XP_033333073.1, XP_033333072.1, XP_033333076.1
OG0000271	XP_029032188.1, XP_029032186.1, XP_029032187.1, XP_029032185.1	XP_033329982.1
OG0000272	XP_029052283.1	XP_033320874.1, XP_033320873.1
OG0000273	XP_029044227.1, XP_029044224.1, XP_029044225.1, XP_029044228.1	XP_033332574.1, XP_033332573.1, XP_033332572.1, XP_033332575.1
OG0000274	XP_029053800.1, XP_029053799.1, XP_029053733.1	XP_033323280.1
OG0000275	XP_029056111.1, XP_029056110.1, XP_029056109.1, XP_029056100.1, XP_029056104.1	XP_033326341.1
OG0000277	XP_029042987.1, XP_029042986.1	XP_033339626.1
OG0000278	XP_029040640.1	XP_033339054.1
OG0000278	XP_029040635.1	XP_033339044.1
OG0000279	XP_029049878.1, XP_029049879.1	XP_033339021.1
OG0000280	XP_029034547.1, XP_029034548.1, XP_029034546.1, XP_029034549.1, XP_029034556.1, XP_029034557.1, XP_029034558.1	XP_033321480.1, XP_033326810.1
OG0000281	XP_029046687.1, XP_029046690.1, XP_029046692.1, XP_029046686.1, XP_029046691.1, XP_029046689.1	XP_033332362.1, XP_033332363.1
OG0000282	XP_029040816.1, XP_029040817.1, XP_029040815.1, XP_029040818.1	XP_033326176.1
OG0000284	XP_029040875.1	XP_033341565.1
OG0000285	XP_029045769.1, XP_029045770.1, XP_029045771.1, XP_029045761.1, XP_029045760.1, XP_029045767.1, XP_029045768.1, XP_029045765.1, XP_029045766.1, XP_029045764.1, XP_029045763.1, XP_029045759.1	XP_033341672.1
OG0000286	XP_029049858.1, XP_029049859.1	XP_033338667.1, XP_033338669.1, XP_033338668.1
OG0000287	XP_029037736.1, XP_029037737.1	XP_033330907.1, XP_033330906.1
OG0000288	XP_029036677.1, XP_029036676.1, XP_029036675.1	XP_033325998.1, XP_033325997.1
OG0000289	XP_029039257.1, XP_029039262.1, XP_029039261.1, XP_029039260.1, XP_029039259.1	XP_033335960.1, XP_033335959.1
OG0000290	XP_029055333.1	XP_033331878.1
OG0000291	XP_029032468.1, XP_029032467.1	XP_033333701.1, XP_033333702.1, XP_033333700.1
OG0000293	XP_029047426.1, XP_029047427.1, XP_029047429.1	XP_033330908.1, XP_033330894.1, XP_033330900.1, XP_033330884.1
OG0000294	XP_029050738.1	XP_033338737.1
OG0000295	XP_029051207.1, XP_029051206.1	XP_033329400.1
OG0000296	XP_029047028.1	XP_033322264.1, XP_033322263.1, XP_033322266.1, XP_033322265.1, XP_033322267.1
OG0000297	XP_029051629.1, XP_029051627.1, XP_029051628.1, XP_029051630.1, XP_029051631.1, XP_029051626.1, XP_029051625.1	XP_033333226.1, XP_033333223.1, XP_033333222.1, XP_033333225.1, XP_033333221.1
OG0000298	XP_029036135.1, XP_029036136.1	XP_033323439.1
OG0000299	XP_029041376.1	XP_033323803.1
OG0000299	XP_029041378.1	XP_033323805.1
OG0000300	XP_029042201.1	XP_033321397.1, XP_033321401.1
OG0000301	XP_029040536.1	XP_033325773.1, XP_033325772.1, XP_033325770.1, XP_033325771.1, XP_033325774.1
OG0000302	XP_029036789.1, XP_029036788.1, XP_029036790.1	XP_033324795.1, XP_033324797.1
OG0000303	XP_029051263.1, XP_029051260.1	XP_033337545.1
OG0000304	XP_029037750.1, XP_029037751.1	XP_033329048.1, XP_033329049.1
OG0000305	XP_029045503.1, XP_029045504.1	XP_033331139.1, XP_033331140.1, XP_033331137.1, XP_033331136.1, XP_033331138.1
OG0000306	XP_029034879.1	XP_033327365.1, XP_033327366.1, XP_033327363.1, XP_033327364.1
OG0000307	XP_029038975.1, XP_029038978.1, XP_029038976.1, XP_029038977.1, XP_029038980.1	XP_033322532.1, XP_033322531.1, XP_033322530.1
OG0000308	XP_029038025.1, XP_029038026.1, XP_029038027.1	XP_033341415.1, XP_033341416.1, XP_033341414.1, XP_033341417.1
OG0000309	XP_029034050.1, XP_029034049.1, XP_029034048.1	XP_033328522.1, XP_033328523.1
OG0000310	XP_029037897.1, XP_029037900.1, XP_029037899.1, XP_029037898.1	XP_033340048.1
OG0000311	XP_029051042.1, XP_029051041.1, XP_029051040.1, XP_029051043.1	XP_033339126.1, XP_033339125.1, XP_033339124.1, XP_033339123.1, XP_033339122.1
OG0000312	XP_029050171.1	XP_033323053.1, XP_033342091.1
OG0000313	XP_029044779.1	XP_033326124.1, XP_033326121.1, XP_033339907.1
OG0000314	XP_029052871.1, XP_029052872.1	XP_033335083.1
OG0000315	XP_029042622.1	XP_033335004.1
OG0000316	XP_029046025.1, XP_029046026.1, XP_029046027.1, XP_029046028.1, XP_029046022.1, XP_029046023.1	XP_033323595.1
OG0000317	XP_029036301.1, XP_029036300.1	XP_033337654.1
OG0000318	XP_029047245.1, XP_029047244.1	XP_033340775.1
OG0000319	XP_029035978.1, XP_029035979.1, XP_029035976.1	XP_033327126.1, XP_033327125.1
OG0000320	XP_029055255.1	XP_033323473.1, XP_033329035.1, XP_033320948.1
OG0000322	XP_029055018.1	XP_033321098.1, XP_033328818.1
OG0000323	XP_029051585.1, XP_029051584.1, XP_029051583.1	XP_033329817.1, XP_033339401.1, XP_033339085.1
OG0000324	XP_029041955.1	XP_033338299.1
OG0000325	XP_029052180.1	XP_033325220.1, XP_033325222.1, XP_033325221.1
OG0000326	XP_029045334.1	XP_033336108.1
OG0000327	XP_029037641.1, XP_029037640.1	XP_033335694.1, XP_033335695.1
OG0000328	XP_029044190.1, XP_029044191.1	XP_033330337.1, XP_033330342.1, XP_033330339.1, XP_033330341.1, XP_033330338.1
OG0000329	XP_029035653.1, XP_029035652.1, XP_029035654.1	XP_033329800.1, XP_033329799.1
OG0000331	XP_029041821.1	XP_033331637.1, XP_033331636.1
OG0000332	XP_029046341.1, XP_029046340.1	XP_033329235.1
OG0000333	XP_029040101.1	XP_033322740.1
OG0000334	XP_029039398.1	XP_033323956.1
OG0000336	XP_029038922.1, XP_029038921.1, XP_029038924.1	XP_033332536.1
OG0000337	XP_029032945.1, XP_029032946.1, XP_029032947.1	XP_033339025.1
OG0000338	XP_029047018.1, XP_029047017.1, XP_029047016.1, XP_029047015.1, XP_029047014.1, XP_029047019.1	XP_033338209.1, XP_033338210.1, XP_033338211.1, XP_033338212.1
OG0000339	XP_029051417.1, XP_029051415.1, XP_029051413.1, XP_029051418.1, XP_029051416.1	XP_033326083.1, XP_033326082.1, XP_033326084.1
OG0000340	XP_029047113.1, XP_029047114.1, XP_029047112.1, XP_029047111.1, XP_029047115.1, XP_029047116.1	XP_033337412.1
OG0000341	XP_029055779.1, XP_029055777.1, XP_029055780.1, XP_029055778.1	XP_033323853.1, XP_033323852.1, XP_033323851.1, XP_033323849.1, XP_033323850.1, XP_033323848.1
OG0000342	XP_029050616.1	XP_033336213.1, XP_033336214.1
OG0000343	XP_029033619.1, XP_029033618.1, XP_029033463.1, XP_029033462.1, XP_029033461.1, XP_029033617.1	XP_033331437.1
OG0000344	XP_029042442.1, XP_029042441.1, XP_029042440.1	XP_033334977.1, XP_033334976.1
OG0000345	XP_029039195.1	XP_033332381.1
OG0000346	XP_029033792.1	XP_033327134.1
OG0000347	XP_029055404.1, XP_029055405.1, XP_029055407.1, XP_029055406.1	XP_033340228.1, XP_033340229.1
OG0000348	XP_029041204.1	XP_033324453.1, XP_033324447.1, XP_033324448.1
OG0000349	XP_029043116.1, XP_029043117.1, XP_029043115.1	XP_033330450.1
OG0000350	XP_029037484.1	XP_033334564.1, XP_033334563.1, XP_033334566.1, XP_033334565.1
OG0000351	XP_029048337.1, XP_029053395.1, XP_029053392.1, XP_029051357.1	XP_033342522.1, XP_033342521.1, XP_033334893.1, XP_033334752.1
OG0000352	XP_029052807.1	XP_033326835.1
OG0000353	XP_029037929.1, XP_029037932.1, XP_029037927.1, XP_029037930.1, XP_029037928.1, XP_029037931.1	XP_033325249.1, XP_033325247.1, XP_033325248.1
OG0000354	XP_029050891.1	XP_033341357.1, XP_033341345.1
OG0000355	XP_029048729.1	XP_033328198.1, XP_033328201.1, XP_033328199.1, XP_033328200.1
OG0000356	XP_029048255.1	XP_033328050.1, XP_033328048.1, XP_033328046.1, XP_033328047.1
OG0000357	XP_029036628.1	XP_033324622.1
OG0000358	XP_029043458.1, XP_029043448.1	XP_033336020.1, XP_033336028.1, XP_033336031.1
OG0000359	XP_029055236.1	XP_033328398.1
OG0000359	XP_029052819.1	XP_033331624.1
OG0000360	XP_029035758.1, XP_029035756.1, XP_029035757.1	XP_033328779.1
OG0000361	XP_029047272.1	XP_033332409.1, XP_033332479.1
OG0000362	XP_029051833.1	XP_033327375.1, XP_033327377.1, XP_033327376.1
OG0000363	XP_029050804.1, XP_029050801.1	XP_033337643.1, XP_033337644.1
OG0000364	XP_029054541.1, XP_029054540.1	XP_033336733.1
OG0000365	XP_029049282.1	XP_033331554.1, XP_033335506.1, XP_033335423.1, XP_033335422.1, XP_033335421.1, XP_033335414.1, XP_033335507.1, XP_033339400.1
OG0000366	XP_029044512.1, XP_029053705.1, XP_029044543.1, XP_029054183.1	XP_033330160.1, XP_033330202.1, XP_033330157.1, XP_033330203.1
OG0000367	XP_029038422.1	XP_033323978.1
OG0000368	XP_029037844.1, XP_029037845.1, XP_029037848.1, XP_029037847.1, XP_029037846.1	XP_033328803.1
OG0000369	XP_029043090.1, XP_029043089.1, XP_029043088.1, XP_029043087.1, XP_029043085.1, XP_029043086.1, XP_029043084.1	XP_033342206.1
OG0000370	XP_029033573.1, XP_029033528.1, XP_029033576.1, XP_029033575.1, XP_029033530.1, XP_029033529.1, XP_029033572.1	XP_033325901.1, XP_033325900.1, XP_033325899.1, XP_033325898.1, XP_033325897.1, XP_033325895.1
OG0000371	XP_029048619.1, XP_029048618.1	XP_033326379.1, XP_033326378.1, XP_033326376.1, XP_033326380.1
OG0000372	XP_029043899.1, XP_029043897.1, XP_029043898.1, XP_029043896.1	XP_033337171.1
OG0000373	XP_029048080.1, XP_029048078.1, XP_029048085.1, XP_029048084.1, XP_029048081.1, XP_029048075.1, XP_029048076.1	XP_033320767.1, XP_033320766.1, XP_033333838.1, XP_033333876.1, XP_033320765.1
OG0000375	XP_029042747.1, XP_029042744.1, XP_029042745.1, XP_029042746.1	XP_033342842.1, XP_033342841.1, XP_033342843.1
OG0000376	XP_029048312.1	XP_033329808.1
OG0000377	XP_029040029.1, XP_029040028.1, XP_029040030.1	XP_033325445.1
OG0000378	XP_029035304.1, XP_029035305.1, XP_029035306.1	XP_033321304.1, XP_033321302.1, XP_033321303.1
OG0000379	XP_029052770.1, XP_029052987.1	XP_033330961.1
OG0000379	XP_029052253.1, XP_029052252.1, XP_029052254.1	XP_033330655.1, XP_033330654.1
OG0000380	XP_029032090.1, XP_029032089.1, XP_029032088.1	XP_033323629.1
OG0000381	XP_029055535.1, XP_029055534.1	XP_033340766.1, XP_033340767.1, XP_033340768.1, XP_033340770.1, XP_033340771.1, XP_033340772.1
OG0000382	XP_029041068.1, XP_029041064.1, XP_029041066.1, XP_029041067.1	XP_033329604.1, XP_033329603.1
OG0000383	XP_029056236.1, XP_029056165.1, XP_029056233.1, XP_029056237.1, XP_029056234.1	XP_033325061.1
OG0000384	XP_029037526.1	XP_033338006.1
OG0000385	XP_029038492.1, XP_029038494.1, XP_029038493.1	XP_033323988.1
OG0000386	XP_029044270.1, XP_029044269.1, XP_029044268.1	XP_033327356.1, XP_033327359.1, XP_033327355.1, XP_033327357.1, XP_033327358.1
OG0000387	XP_029033709.1, XP_029033710.1, XP_029033481.1, XP_029033482.1, XP_029033480.1, XP_029033483.1, XP_029033707.1	XP_033331516.1
OG0000388	XP_029052830.1	XP_033332054.1
OG0000389	XP_029050724.1, XP_029050725.1	XP_033335468.1
OG0000390	XP_029036180.1, XP_029036132.1	XP_033331996.1, XP_033331997.1, XP_033331995.1
OG0000391	XP_029044094.1	XP_033334465.1
OG0000392	XP_029033485.1	XP_033325808.1, XP_033325809.1
OG0000393	XP_029039620.1	XP_033330425.1
OG0000394	XP_029048972.1	XP_033342584.1, XP_033342583.1, XP_033342582.1, XP_033342581.1, XP_033342585.1
OG0000395	XP_029041732.1, XP_029041733.1, XP_029041729.1, XP_029041738.1, XP_029041731.1, XP_029041737.1, XP_029041735.1, XP_029041736.1, XP_029041730.1	XP_033331374.1
OG0000396	XP_029032295.1	XP_033340416.1
OG0000397	XP_029045218.1, XP_029045217.1	XP_033326270.1, XP_033326272.1, XP_033326273.1, XP_033326271.1, XP_033326269.1
OG0000398	XP_029048751.1	XP_033324199.1
OG0000399	XP_029051728.1, XP_029051726.1, XP_029051727.1, XP_029051729.1	XP_033323072.1
OG0000401	XP_029053364.1	XP_033329999.1
OG0000402	XP_029052700.1, XP_029052701.1	XP_033339930.1, XP_033331189.1
OG0000403	XP_029036178.1	XP_033331530.1, XP_033332228.1
OG0000404	XP_029033171.1, XP_029033162.1	XP_033331390.1
OG0000405	XP_029044868.1, XP_029044869.1, XP_029044870.1	XP_033342101.1
OG0000406	XP_029055027.1, XP_029055011.1, XP_029055029.1	XP_033341924.1, XP_033341920.1
OG0000407	XP_029043587.1	XP_033339764.1
OG0000408	XP_029043766.1, XP_029043779.1, XP_029043729.1, XP_029043718.1, XP_029043722.1, XP_029043771.1	XP_033331648.1
OG0000409	XP_029051065.1, XP_029051066.1, XP_029051067.1	XP_033323993.1
OG0000410	XP_029051489.1, XP_029051488.1	XP_033337885.1
OG0000412	XP_029045639.1	XP_033325411.1, XP_033325409.1, XP_033325410.1
OG0000413	XP_029032638.1, XP_029032640.1, XP_029032637.1, XP_029032636.1	XP_033335112.1
OG0000414	XP_029040989.1	XP_033329936.1, XP_033329943.1
OG0000415	XP_029049152.1, XP_029049154.1, XP_029049145.1, XP_029049156.1, XP_029049155.1, XP_029049148.1, XP_029049150.1, XP_029049146.1, XP_029049147.1, XP_029049153.1, XP_029049151.1	XP_033334891.1, XP_033334892.1
OG0000416	XP_029052187.1, XP_029052186.1	XP_033332305.1, XP_033326332.1
OG0000417	XP_029049220.1	XP_033334509.1, XP_033334574.1
OG0000418	XP_029044489.1, XP_029044511.1	XP_033330200.1, XP_033330159.1, XP_033330161.1
OG0000419	XP_029052640.1	XP_033322887.1
OG0000420	XP_029034002.1, XP_029033999.1, XP_029033997.1, XP_029034001.1, XP_029034000.1, XP_029034003.1	XP_033328919.1, XP_033328918.1, XP_033328917.1
OG0000421	XP_029049725.1, XP_029049729.1, XP_029049728.1, XP_029049726.1	XP_033342274.1
OG0000423	XP_029046085.1, XP_029046088.1, XP_029046087.1, XP_029046086.1	XP_033324309.1
OG0000425	XP_029043299.1	XP_033331128.1
OG0000426	XP_029045757.1	XP_033324110.1
OG0000426	XP_029045750.1, XP_029045754.1, XP_029045753.1, XP_029045756.1, XP_029045752.1, XP_029045751.1	XP_033324107.1
OG0000427	XP_029032703.1, XP_029032698.1, XP_029032697.1	XP_033335628.1, XP_033335624.1
OG0000428	XP_029054357.1	XP_033334211.1
OG0000429	XP_029040668.1	XP_033321932.1, XP_033321928.1, XP_033321927.1, XP_033321930.1, XP_033321929.1
OG0000430	XP_029037501.1	XP_033337638.1
OG0000431	XP_029039081.1, XP_029039078.1, XP_029039079.1, XP_029039077.1	XP_033336300.1
OG0000432	XP_029042704.1	XP_033322655.1, XP_033322656.1, XP_033322657.1
OG0000433	XP_029047130.1	XP_033337321.1, XP_033337326.1
OG0000434	XP_029052213.1, XP_029052203.1	XP_033332519.1
OG0000435	XP_029047761.1	XP_033340595.1, XP_033340580.1
OG0000436	XP_029045192.1	XP_033335430.1
OG0000437	XP_029046762.1, XP_029046759.1, XP_029046761.1, XP_029046760.1	XP_033321462.1, XP_033321471.1
