Orthogroup	Osmia_bicornis	Dufourea_novaeangliae
OG0000261	XP_029051522.1, XP_029051523.1, XP_029051526.1, XP_029051524.1, XP_029051527.1	XP_015430515.1
OG0000262	XP_029038180.1, XP_029038179.1	XP_015429586.1
OG0000263	XP_029056453.1, XP_029056454.1, XP_029056456.1, XP_029056455.1	XP_015435613.1, XP_015435612.1
OG0000264	XP_029040473.1, XP_029040469.1, XP_029040470.1, XP_029040468.1, XP_029040471.1	XP_015438442.1, XP_015438443.1, XP_015438441.1
OG0000265	XP_029048869.1, XP_029048867.1, XP_029048866.1, XP_029048864.1, XP_029048863.1, XP_029048868.1	XP_015440522.1
OG0000266	XP_029034127.1	XP_015433994.1, XP_015433993.1
OG0000267	XP_029056622.1, XP_029056621.1, XP_029056619.1, XP_029056620.1	XP_015435023.1
OG0000268	XP_029054971.1, XP_029054972.1	XP_015432942.1, XP_015432950.1
OG0000269	XP_029044949.1, XP_029044947.1, XP_029044948.1	XP_015430099.1
OG0000270	XP_029036658.1, XP_029036659.1, XP_029036656.1, XP_029036657.1, XP_029036649.1, XP_029036653.1, XP_029036654.1, XP_029036651.1, XP_029036650.1, XP_029036652.1	XP_015433275.1
OG0000271	XP_029032188.1, XP_029032186.1, XP_029032187.1, XP_029032185.1	XP_015437477.1
OG0000272	XP_029052283.1	XP_015431399.1
OG0000273	XP_029044227.1, XP_029044224.1, XP_029044225.1, XP_029044228.1	XP_015430495.1
OG0000274	XP_029053800.1, XP_029053799.1, XP_029053733.1	XP_015428714.1
OG0000275	XP_029056111.1, XP_029056110.1, XP_029056109.1, XP_029056100.1	XP_015432084.1
OG0000275	XP_029056104.1	XP_015432171.1, XP_015432170.1
OG0000277	XP_029042987.1, XP_029042986.1	XP_015432611.1
OG0000278	XP_029040635.1	XP_015432640.1
OG0000279	XP_029049878.1, XP_029049879.1	XP_015429328.1
OG0000280	XP_029034547.1, XP_029034548.1, XP_029034546.1, XP_029034549.1, XP_029034556.1, XP_029034557.1, XP_029034558.1	XP_015438081.1
OG0000281	XP_029046687.1, XP_029046690.1, XP_029046692.1, XP_029046686.1, XP_029046691.1, XP_029046689.1	XP_015431667.1
OG0000282	XP_029040816.1, XP_029040817.1, XP_029040815.1, XP_029040818.1	XP_015430519.1
OG0000283	XP_029048818.1	XP_015432130.1
OG0000284	XP_029040875.1	XP_015432508.1
OG0000285	XP_029045769.1, XP_029045770.1, XP_029045771.1, XP_029045761.1, XP_029045760.1, XP_029045767.1, XP_029045768.1, XP_029045765.1, XP_029045766.1, XP_029045764.1, XP_029045763.1, XP_029045759.1	XP_015439365.1
OG0000286	XP_029049858.1, XP_029049859.1	XP_015430330.1
OG0000287	XP_029037736.1, XP_029037737.1	XP_015438755.1
OG0000288	XP_029036677.1, XP_029036676.1, XP_029036675.1	XP_015440120.1
OG0000289	XP_029039257.1, XP_029039262.1, XP_029039261.1, XP_029039260.1, XP_029039259.1	XP_015439048.1
OG0000290	XP_029055333.1	XP_015429963.1
OG0000291	XP_029032468.1, XP_029032467.1	XP_015433942.1
OG0000292	XP_029054667.1	XP_015432042.1
OG0000293	XP_029047426.1, XP_029047427.1, XP_029047429.1	XP_015437071.1
OG0000294	XP_029050738.1	XP_015428439.1, XP_015428441.1, XP_015428440.1
OG0000295	XP_029051207.1, XP_029051206.1	XP_015429618.1
OG0000296	XP_029047028.1	XP_015429506.1
OG0000297	XP_029051629.1, XP_029051627.1, XP_029051628.1, XP_029051630.1, XP_029051631.1, XP_029051626.1, XP_029051625.1	XP_015435125.1
OG0000298	XP_029036135.1, XP_029036136.1	XP_015428647.1, XP_015428648.1, XP_015428649.1
OG0000299	XP_029041376.1	XP_015436446.1
OG0000299	XP_029041378.1	XP_015436448.1
OG0000300	XP_029042201.1	XP_015433918.1, XP_015433924.1
OG0000301	XP_029040536.1	XP_015431428.1
OG0000302	XP_029036789.1, XP_029036788.1, XP_029036790.1	XP_015432439.1
OG0000303	XP_029051263.1, XP_029051260.1	XP_015430976.1
OG0000304	XP_029037750.1, XP_029037751.1	XP_015431178.1
OG0000305	XP_029045503.1, XP_029045504.1	XP_015440094.1
OG0000306	XP_029034879.1	XP_015428777.1, XP_015428776.1, XP_015428775.1
OG0000307	XP_029038975.1, XP_029038978.1, XP_029038976.1, XP_029038977.1, XP_029038980.1	XP_015434584.1
OG0000308	XP_029038025.1, XP_029038026.1, XP_029038027.1	XP_015430659.1
OG0000309	XP_029034050.1, XP_029034049.1, XP_029034048.1	XP_015432975.1
OG0000310	XP_029037897.1, XP_029037900.1, XP_029037899.1, XP_029037898.1	XP_015430325.1, XP_015430342.1, XP_015430334.1
OG0000311	XP_029051042.1, XP_029051041.1, XP_029051040.1, XP_029051043.1	XP_015438056.1
OG0000312	XP_029053188.1	XP_015438781.1
OG0000312	XP_029050171.1	XP_015430767.1
OG0000313	XP_029044779.1	XP_015439500.1
OG0000314	XP_029052871.1, XP_029052872.1	XP_015436531.1
OG0000315	XP_029042622.1	XP_015436528.1
OG0000316	XP_029046025.1, XP_029046026.1, XP_029046027.1, XP_029046028.1, XP_029046022.1, XP_029046023.1	XP_015435697.1
OG0000317	XP_029036301.1, XP_029036300.1	XP_015433752.1
OG0000318	XP_029047245.1, XP_029047244.1	XP_015438126.1
OG0000319	XP_029035978.1, XP_029035979.1, XP_029035976.1	XP_015430668.1, XP_015430669.1, XP_015430670.1
OG0000320	XP_029055255.1	XP_015436031.1, XP_015437541.1
OG0000321	XP_029042113.1, XP_029046478.1, XP_029046471.1, XP_029046469.1, XP_029046468.1	XP_015440019.1, XP_015440020.1
OG0000323	XP_029051585.1, XP_029051584.1, XP_029051583.1	XP_015433466.1, XP_015433467.1, XP_015433468.1, XP_015432613.1
OG0000324	XP_029041955.1	XP_015431925.1
OG0000326	XP_029045334.1	XP_015438960.1
OG0000327	XP_029037641.1, XP_029037640.1	XP_015434133.1
OG0000328	XP_029044190.1, XP_029044191.1	XP_015433558.1, XP_015433554.1
OG0000329	XP_029035653.1, XP_029035652.1, XP_029035654.1	XP_015431794.1
OG0000330	XP_029045028.1, XP_029045030.1	XP_015437690.1
OG0000331	XP_029041821.1	XP_015435728.1
OG0000332	XP_029046341.1, XP_029046340.1	XP_015429639.1
OG0000333	XP_029040101.1	XP_015430996.1
OG0000334	XP_029039398.1	XP_015439163.1
OG0000335	XP_029051661.1	XP_015431213.1
OG0000336	XP_029038922.1, XP_029038921.1, XP_029038924.1	XP_015432184.1, XP_015432185.1, XP_015432183.1
OG0000337	XP_029032945.1, XP_029032946.1, XP_029032947.1	XP_015431478.1
OG0000338	XP_029047018.1, XP_029047017.1, XP_029047016.1, XP_029047015.1, XP_029047014.1, XP_029047019.1	XP_015429658.1
OG0000339	XP_029051417.1, XP_029051415.1, XP_029051413.1, XP_029051418.1, XP_029051416.1	XP_015433439.1
OG0000340	XP_029047113.1, XP_029047114.1, XP_029047112.1, XP_029047111.1, XP_029047115.1, XP_029047116.1	XP_015437485.1
OG0000341	XP_029055779.1, XP_029055777.1, XP_029055780.1, XP_029055778.1	XP_015439651.1
OG0000342	XP_029050616.1	XP_015439003.1
OG0000343	XP_029033619.1, XP_029033618.1, XP_029033463.1, XP_029033462.1, XP_029033461.1, XP_029033617.1	XP_015438467.1, XP_015438468.1
OG0000344	XP_029042442.1, XP_029042441.1, XP_029042440.1	XP_015435527.1
OG0000345	XP_029039195.1	XP_015436177.1, XP_015436178.1
OG0000346	XP_029033792.1	XP_015432620.1
OG0000347	XP_029055404.1, XP_029055405.1, XP_029055407.1, XP_029055406.1	XP_015437148.1
OG0000348	XP_029041204.1	XP_015436644.1, XP_015436647.1
OG0000349	XP_029043116.1, XP_029043117.1, XP_029043115.1	XP_015437004.1
OG0000350	XP_029037484.1	XP_015437721.1
OG0000351	XP_029048337.1, XP_029053395.1, XP_029053392.1, XP_029051357.1	XP_015440518.1, XP_015436583.1, XP_015440435.1
OG0000352	XP_029052807.1	XP_015440215.1
OG0000353	XP_029037929.1, XP_029037932.1, XP_029037927.1, XP_029037930.1, XP_029037928.1, XP_029037931.1	XP_015432987.1
OG0000355	XP_029048729.1	XP_015440190.1, XP_015440189.1
OG0000356	XP_029048255.1	XP_015439705.1
OG0000357	XP_029036628.1	XP_015440001.1
OG0000358	XP_029043458.1, XP_029043448.1	XP_015439013.1
OG0000359	XP_029044380.1	XP_015430869.1
OG0000359	XP_029055236.1	XP_015429327.1
OG0000359	XP_029052819.1	XP_015437849.1, XP_015434582.1, XP_015434937.1
OG0000360	XP_029035758.1, XP_029035756.1, XP_029035757.1	XP_015432821.1
OG0000361	XP_029047272.1	XP_015434386.1, XP_015434388.1, XP_015434389.1
OG0000362	XP_029051833.1	XP_015428740.1
OG0000363	XP_029050804.1, XP_029050801.1	XP_015430935.1
OG0000364	XP_029054541.1, XP_029054540.1	XP_015432602.1
OG0000365	XP_029049282.1	XP_015434622.1
OG0000366	XP_029044512.1, XP_029053705.1, XP_029044543.1, XP_029054183.1	XP_015433595.1
OG0000367	XP_029038422.1	XP_015431910.1
OG0000368	XP_029037844.1, XP_029037845.1, XP_029037848.1, XP_029037847.1, XP_029037846.1	XP_015432834.1
OG0000369	XP_029043090.1, XP_029043089.1, XP_029043088.1, XP_029043087.1, XP_029043085.1, XP_029043086.1, XP_029043084.1	XP_015433953.1
OG0000370	XP_029033573.1, XP_029033528.1, XP_029033576.1, XP_029033575.1, XP_029033530.1, XP_029033529.1, XP_029033572.1	XP_015437639.1
OG0000371	XP_029048619.1, XP_029048618.1	XP_015432762.1
OG0000372	XP_029043899.1, XP_029043897.1, XP_029043898.1, XP_029043896.1	XP_015440030.1, XP_015440029.1
OG0000374	XP_029054295.1, XP_029054390.1	XP_015437856.1, XP_015437063.1, XP_015438077.1, XP_015430607.1, XP_015437811.1, XP_015434759.1
OG0000375	XP_029042747.1, XP_029042744.1, XP_029042745.1, XP_029042746.1	XP_015440451.1
OG0000376	XP_029048312.1	XP_015439582.1
OG0000377	XP_029040029.1, XP_029040028.1, XP_029040030.1	XP_015438430.1
OG0000378	XP_029035304.1, XP_029035305.1, XP_029035306.1	XP_015434715.1
OG0000379	XP_029052770.1, XP_029052987.1	XP_015432039.1
OG0000380	XP_029032090.1, XP_029032089.1, XP_029032088.1	XP_015434948.1
OG0000381	XP_029055535.1, XP_029055534.1	XP_015438304.1
OG0000382	XP_029041068.1, XP_029041064.1, XP_029041066.1, XP_029041067.1	XP_015436001.1
OG0000383	XP_029056236.1, XP_029056165.1, XP_029056233.1, XP_029056237.1, XP_029056234.1	XP_015438675.1
OG0000384	XP_029037526.1	XP_015431131.1
OG0000385	XP_029038492.1, XP_029038494.1, XP_029038493.1	XP_015437447.1
OG0000386	XP_029044270.1, XP_029044269.1, XP_029044268.1	XP_015430528.1
OG0000387	XP_029033709.1, XP_029033710.1, XP_029033481.1, XP_029033482.1, XP_029033480.1, XP_029033483.1, XP_029033707.1	XP_015439589.1
OG0000388	XP_029052830.1	XP_015428650.1
OG0000389	XP_029050724.1, XP_029050725.1	XP_015430382.1, XP_015430381.1
OG0000390	XP_029036180.1, XP_029036132.1	XP_015432329.1
OG0000391	XP_029044094.1	XP_015436621.1
OG0000392	XP_029033485.1	XP_015439605.1, XP_015439606.1, XP_015439604.1
OG0000393	XP_029039620.1	XP_015438460.1, XP_015438459.1
OG0000394	XP_029048972.1	XP_015438883.1, XP_015438882.1
OG0000395	XP_029041732.1, XP_029041733.1, XP_029041729.1, XP_029041738.1, XP_029041731.1, XP_029041737.1, XP_029041735.1, XP_029041736.1, XP_029041730.1	XP_015437554.1, XP_015437553.1
OG0000396	XP_029032295.1	XP_015436664.1
OG0000397	XP_029045218.1, XP_029045217.1	XP_015432744.1, XP_015432743.1, XP_015432742.1
OG0000398	XP_029048751.1	XP_015440167.1
OG0000399	XP_029051728.1, XP_029051726.1, XP_029051727.1, XP_029051729.1	XP_015435467.1
OG0000400	XP_029054671.1, XP_029054670.1	XP_015432954.1
OG0000401	XP_029053364.1	XP_015437884.1, XP_015430402.1
OG0000402	XP_029052700.1, XP_029052701.1	XP_015434309.1
OG0000403	XP_029036178.1	XP_015432328.1, XP_015432303.1
OG0000404	XP_029033171.1, XP_029033162.1	XP_015438704.1, XP_015438693.1
OG0000406	XP_029055027.1, XP_029055011.1, XP_029055029.1	XP_015433964.1
OG0000407	XP_029043587.1	XP_015428711.1, XP_015428696.1, XP_015428704.1
OG0000408	XP_029043766.1, XP_029043779.1, XP_029043729.1, XP_029043718.1, XP_029043722.1, XP_029043771.1	XP_015437087.1
OG0000409	XP_029051065.1, XP_029051066.1, XP_029051067.1	XP_015429551.1
OG0000410	XP_029051489.1, XP_029051488.1	XP_015430577.1
OG0000412	XP_029045639.1	XP_015438592.1
OG0000413	XP_029032638.1, XP_029032640.1, XP_029032637.1, XP_029032636.1	XP_015438862.1
OG0000414	XP_029040989.1	XP_015428672.1
OG0000415	XP_029049152.1, XP_029049154.1, XP_029049145.1, XP_029049156.1, XP_029049155.1, XP_029049148.1, XP_029049150.1, XP_029049146.1, XP_029049147.1, XP_029049153.1, XP_029049151.1	XP_015440486.1
OG0000416	XP_029052187.1, XP_029052186.1	XP_015432779.1, XP_015432778.1
OG0000417	XP_029049220.1	XP_015428538.1
OG0000418	XP_029044489.1, XP_029044511.1	XP_015433594.1
OG0000419	XP_029052640.1	XP_015432643.1
OG0000420	XP_029034002.1, XP_029033999.1, XP_029033997.1, XP_029034001.1, XP_029034000.1, XP_029034003.1	XP_015432979.1
OG0000421	XP_029049725.1, XP_029049729.1, XP_029049728.1, XP_029049726.1	XP_015437313.1
OG0000423	XP_029046085.1, XP_029046088.1, XP_029046087.1, XP_029046086.1	XP_015433383.1, XP_015433382.1
OG0000424	XP_029053228.1, XP_029053225.1, XP_029053226.1, XP_029053227.1	XP_015435885.1
OG0000425	XP_029054876.1	XP_015436995.1, XP_015432528.1
OG0000426	XP_029045757.1	XP_015439712.1
OG0000426	XP_029045750.1, XP_029045754.1, XP_029045753.1, XP_029045756.1, XP_029045752.1, XP_029045751.1	XP_015439997.1
OG0000427	XP_029032703.1, XP_029032698.1, XP_029032697.1	XP_015430209.1
OG0000428	XP_029054357.1	XP_015432930.1
OG0000429	XP_029040668.1	XP_015440193.1
OG0000430	XP_029037501.1	XP_015431157.1
OG0000431	XP_029039081.1, XP_029039078.1, XP_029039079.1, XP_029039077.1	XP_015439206.1
OG0000432	XP_029042704.1	XP_015437815.1
OG0000433	XP_029047130.1	XP_015437472.1, XP_015437475.1, XP_015437482.1
OG0000434	XP_029052213.1, XP_029052203.1	XP_015432255.1
OG0000435	XP_029047761.1	XP_015435593.1, XP_015435619.1
OG0000436	XP_029045192.1	XP_015430282.1
OG0000437	XP_029046762.1, XP_029046759.1, XP_029046761.1, XP_029046760.1	XP_015433620.1
OG0000438	XP_029040963.1, XP_029040962.1, XP_029040964.1	XP_015428705.1
OG0000439	XP_029051870.1, XP_029051869.1	XP_015431088.1
OG0000440	XP_029038868.1, XP_029038869.1, XP_029038867.1, XP_029038866.1	XP_015435743.1
OG0000441	XP_029042261.1	XP_015430275.1
OG0000442	XP_029037103.1, XP_029037110.1	XP_015433626.1
OG0000443	XP_029043728.1, XP_029043727.1, XP_029043731.1, XP_029043730.1, XP_029043726.1	XP_015429610.1
OG0000444	XP_029037402.1	XP_015439000.1, XP_015439001.1
OG0000445	XP_029036116.1, XP_029036118.1, XP_029036117.1	XP_015432294.1
OG0000446	XP_029046067.1	XP_015433248.1
OG0000447	XP_029041673.1, XP_029041676.1, XP_029041675.1	XP_015434626.1
OG0000448	XP_029039416.1	XP_015438921.1, XP_015439019.1, XP_015438919.1, XP_015438920.1
OG0000449	XP_029050419.1	XP_015438750.1
OG0000450	XP_029036893.1, XP_029036891.1, XP_029036892.1	XP_015434567.1
OG0000451	XP_029043548.1, XP_029043546.1	XP_015434121.1
OG0000452	XP_029043270.1, XP_029043271.1	XP_015437567.1, XP_015437566.1
OG0000453	XP_029035023.1, XP_029035022.1	XP_015437481.1
OG0000454	XP_029035422.1, XP_029035424.1	XP_015435554.1
OG0000455	XP_029041705.1, XP_029041703.1, XP_029041704.1, XP_029041706.1	XP_015432162.1
OG0000456	XP_029046488.1	XP_015437761.1
OG0000457	XP_029049739.1, XP_029049738.1, XP_029049740.1	XP_015437296.1
OG0000458	XP_029042967.1, XP_029042965.1, XP_029042966.1, XP_029042964.1	XP_015431625.1
OG0000459	XP_029035873.1	XP_015430723.1, XP_015430726.1, XP_015430725.1, XP_015430724.1
OG0000460	XP_029036458.1	XP_015439987.1, XP_015439986.1, XP_015439985.1
OG0000461	XP_029052556.1	XP_015429427.1
OG0000462	XP_029042983.1, XP_029042982.1, XP_029042981.1, XP_029042980.1, XP_029042985.1, XP_029042984.1	XP_015430844.1
OG0000463	XP_029047368.1, XP_029047367.1	XP_015429808.1
OG0000464	XP_029037492.1, XP_029037491.1	XP_015439143.1
OG0000465	XP_029039748.1, XP_029039749.1, XP_029034454.1, XP_029034456.1	XP_015438589.1, XP_015438588.1
OG0000466	XP_029041174.1	XP_015434734.1
OG0000467	XP_029041486.1, XP_029041487.1, XP_029041488.1	XP_015436302.1
OG0000468	XP_029049295.1, XP_029049298.1, XP_029049293.1, XP_029049296.1, XP_029049297.1	XP_015433166.1
OG0000469	XP_029034070.1, XP_029034071.1	XP_015435418.1
OG0000470	XP_029053488.1, XP_029053486.1, XP_029053489.1	XP_015434573.1
OG0000472	XP_029055748.1	XP_015440109.1
OG0000473	XP_029038661.1	XP_015431968.1
OG0000473	XP_029038655.1	XP_015432044.1
OG0000474	XP_029046811.1, XP_029046812.1	XP_015433442.1, XP_015433436.1
OG0000475	XP_029041198.1	XP_015436502.1
OG0000476	XP_029044523.1	XP_015428633.1
OG0000477	XP_029038429.1, XP_029038428.1, XP_029038406.1, XP_029038425.1	XP_015438926.1
OG0000478	XP_029042299.1, XP_029042300.1, XP_029042301.1, XP_029042302.1, XP_029042297.1, XP_029042298.1, XP_029042303.1, XP_029042304.1	XP_015432670.1
OG0000479	XP_029050502.1	XP_015435212.1
OG0000480	XP_029048169.1, XP_029048170.1, XP_029048172.1, XP_029048171.1	XP_015440017.1
OG0000481	XP_029038713.1	XP_015436145.1
OG0000482	XP_029048310.1	XP_015429094.1
OG0000483	XP_029033716.1, XP_029033711.1, XP_029033490.1, XP_029033713.1, XP_029033712.1, XP_029033493.1, XP_029033492.1, XP_029033495.1, XP_029033494.1, XP_029033491.1, XP_029033715.1, XP_029033714.1	XP_015437667.1
OG0000485	XP_029055126.1	XP_015438100.1
OG0000485	XP_029055044.1	XP_015440400.1, XP_015437583.1
OG0000486	XP_029055042.1, XP_029053753.1, XP_029055068.1, XP_029053911.1, XP_029053649.1, XP_029054220.1, XP_029054596.1, XP_029054306.1, XP_029054201.1, XP_029054946.1, XP_029053731.1, XP_029054586.1, XP_029054883.1, XP_029053906.1, XP_029055035.1, XP_029054974.1, XP_029055210.1, XP_029055239.1, XP_029055174.1	XP_015429655.1
OG0000487	XP_029038594.1	XP_015433233.1
OG0000487	XP_029038592.1	XP_015433232.1
OG0000488	XP_029038453.1	XP_015438966.1
OG0000489	XP_029052946.1	XP_015430804.1
OG0000490	XP_029038012.1, XP_029038013.1	XP_015435289.1, XP_015435288.1, XP_015435286.1, XP_015435285.1, XP_015435290.1
OG0000491	XP_029041154.1	XP_015428687.1
OG0000491	XP_029041149.1	XP_015428726.1
OG0000492	XP_029054767.1	XP_015431874.1
OG0000492	XP_029054389.1	XP_015431820.1
OG0000494	XP_029041431.1	XP_015433780.1, XP_015433779.1
OG0000495	XP_029042599.1, XP_029042598.1, XP_029042600.1	XP_015437432.1
OG0000496	XP_029052287.1, XP_029052289.1, XP_029052288.1	XP_015431387.1, XP_015431388.1, XP_015431389.1
OG0000497	XP_029040421.1	XP_015438367.1
OG0000498	XP_029053901.1, XP_029054021.1, XP_029055476.1, XP_029055494.1, XP_029055468.1, XP_029055485.1, XP_029053852.1, XP_029053963.1	XP_015437195.1
OG0000499	XP_029035417.1	XP_015437387.1, XP_015437388.1, XP_015437390.1
OG0000500	XP_029034626.1	XP_015431707.1
OG0000501	XP_029041422.1	XP_015436351.1
OG0000502	XP_029046513.1, XP_029046510.1, XP_029046511.1	XP_015437034.1
OG0000503	XP_029044316.1	XP_015430909.1
OG0000504	XP_029038920.1	XP_015428464.1
OG0000506	XP_029050830.1, XP_029050829.1	XP_015430513.1, XP_015430512.1
OG0000507	XP_029035259.1, XP_029035258.1	XP_015435755.1
OG0000508	XP_029052730.1	XP_015438942.1
OG0000509	XP_029052942.1, XP_029052940.1, XP_029052939.1	XP_015436329.1
OG0000510	XP_029046679.1, XP_029046680.1, XP_029046677.1	XP_015431719.1
OG0000511	XP_029036446.1	XP_015439675.1
OG0000512	XP_029055524.1, XP_029055523.1	XP_015430057.1, XP_015430058.1
OG0000513	XP_029032963.1	XP_015428998.1
OG0000514	XP_029048499.1	XP_015434410.1
OG0000515	XP_029049860.1, XP_029049861.1	XP_015430260.1
OG0000516	XP_029036625.1	XP_015440060.1
OG0000517	XP_029049615.1, XP_029049616.1	XP_015430445.1, XP_015430444.1, XP_015430443.1
OG0000518	XP_029043035.1	XP_015434705.1
OG0000519	XP_029047953.1	XP_015436300.1
OG0000520	XP_029048237.1	XP_015439810.1
OG0000521	XP_029039586.1, XP_029039585.1	XP_015438358.1
OG0000522	XP_029032794.1	XP_015430238.1
OG0000523	XP_029056370.1, XP_029056372.1, XP_029056371.1	XP_015434899.1
OG0000524	XP_029050797.1	XP_015430963.1, XP_015430962.1, XP_015430964.1
OG0000525	XP_029033770.1, XP_029033771.1	XP_015431581.1, XP_015431580.1, XP_015431579.1, XP_015431578.1
OG0000526	XP_029048243.1, XP_029048244.1	XP_015440248.1, XP_015440249.1
OG0000527	XP_029042180.1, XP_029042177.1, XP_029042178.1, XP_029042179.1	XP_015433380.1
OG0000528	XP_029042614.1	XP_015435545.1
OG0000529	XP_029049330.1	XP_015432216.1
OG0000530	XP_029033210.1, XP_029033220.1	XP_015440418.1
OG0000531	XP_029049085.1	XP_015438810.1
OG0000531	XP_029049081.1	XP_015438807.1
OG0000532	XP_029050296.1	XP_015428756.1, XP_015428757.1
OG0000533	XP_029034280.1, XP_029034281.1	XP_015433990.1
OG0000534	XP_029042914.1, XP_029042915.1, XP_029042912.1, XP_029042913.1	XP_015436922.1
OG0000535	XP_029052508.1, XP_029052509.1, XP_029052510.1	XP_015440021.1
OG0000537	XP_029033968.1	XP_015435369.1
OG0000538	XP_029042528.1	XP_015433067.1
OG0000539	XP_029032319.1, XP_029032317.1, XP_029032316.1, XP_029032314.1, XP_029032315.1, XP_029032318.1	XP_015438176.1
OG0000540	XP_029033349.1	XP_015439543.1
OG0000541	XP_029043370.1, XP_029043382.1	XP_015429686.1
OG0000542	XP_029053160.1, XP_029053159.1, XP_029053158.1	XP_015429244.1
OG0000543	XP_029033471.1	XP_015439579.1
OG0000545	XP_029039428.1, XP_029039417.1	XP_015430216.1
OG0000546	XP_029039489.1, XP_029039488.1	XP_015434883.1
OG0000547	XP_029033382.1	XP_015429407.1, XP_015429406.1
OG0000548	XP_029054457.1, XP_029054458.1, XP_029054459.1, XP_029054460.1	XP_015435352.1
OG0000549	XP_029048404.1, XP_029048398.1	XP_015431864.1
OG0000550	XP_029032993.1, XP_029032992.1, XP_029032991.1	XP_015434268.1, XP_015434218.1
OG0000551	XP_029037852.1	XP_015429785.1
OG0000552	XP_029042846.1, XP_029042841.1	XP_015439656.1
OG0000553	XP_029040201.1, XP_029040200.1	XP_015431062.1
OG0000554	XP_029044659.1	XP_015438906.1
OG0000555	XP_029044665.1	XP_015429495.1
OG0000556	XP_029047977.1, XP_029047978.1, XP_029047979.1, XP_029047976.1	XP_015431135.1
