Orthogroup	Habropoda_laboriosa	Vespa_mandarinia
OG0000252	XP_017797270.1, XP_017797289.1, XP_017797280.1	XP_035720532.1, XP_035720531.1
OG0000253	XP_017796608.1	XP_035742337.1, XP_035742338.1
OG0000254	XP_017789988.1	XP_035718876.1
OG0000254	XP_017793665.1	XP_035732648.1
OG0000255	XP_017793024.1	XP_035728438.1, XP_035728437.1, XP_035728436.1
OG0000255	XP_017794124.1	XP_035737965.1
OG0000256	XP_017799058.1	XP_035743889.1, XP_035743888.1, XP_035743887.1, XP_035743890.1
OG0000257	XP_017797798.1	XP_035740806.1, XP_035740850.1
OG0000257	XP_017797796.1	XP_035740701.1
OG0000258	XP_017795892.1	XP_035735190.1
OG0000259	XP_017787619.1	XP_035726652.1
OG0000260	XP_017797942.1, XP_017797440.1	XP_035730089.1
OG0000263	XP_017793038.1	XP_035722794.1, XP_035722793.1, XP_035722795.1, XP_035722792.1, XP_035722797.1
OG0000264	XP_017789982.1	XP_035735842.1
OG0000264	XP_017790586.1, XP_017790587.1	XP_035728468.1
OG0000266	XP_017799566.1	XP_035743679.1
OG0000266	XP_017789615.1	XP_035727916.1
OG0000269	XP_017794671.1	XP_035719187.1, XP_035719185.1, XP_035719186.1, XP_035719184.1
OG0000270	XP_017790438.1, XP_017790393.1	XP_035721119.1
OG0000270	XP_017790436.1	XP_035736463.1
OG0000271	XP_017798841.1	XP_035725070.1, XP_035725069.1
OG0000272	XP_017787885.1	XP_035738837.1
OG0000272	XP_017794633.1	XP_035729176.1
OG0000273	XP_017796843.1	XP_035734287.1
OG0000273	XP_017791956.1	XP_035734277.1
OG0000274	XP_017790712.1	XP_035728684.1
OG0000275	XP_017791259.1	XP_035721639.1, XP_035721634.1, XP_035721635.1, XP_035721637.1, XP_035721638.1, XP_035721636.1
OG0000276	XP_017793212.1	XP_035719572.1, XP_035719570.1
OG0000277	XP_017798618.1, XP_017798619.1, XP_017798620.1	XP_035720328.1, XP_035720326.1, XP_035720324.1, XP_035720323.1, XP_035720322.1, XP_035720327.1
OG0000278	XP_017793717.1	XP_035742183.1, XP_035742182.1
OG0000281	XP_017788629.1	XP_035720653.1
OG0000281	XP_017788631.1	XP_035720658.1
OG0000282	XP_017795699.1	XP_035742493.1, XP_035731240.1, XP_035731241.1
OG0000283	XP_017790766.1	XP_035732633.1, XP_035732632.1, XP_035732635.1, XP_035732634.1, XP_035732636.1, XP_035732638.1, XP_035732643.1, XP_035732639.1, XP_035732637.1, XP_035732628.1, XP_035732629.1, XP_035732630.1, XP_035732640.1, XP_035732641.1
OG0000284	XP_017791641.1	XP_035725371.1
OG0000284	XP_017793660.1, XP_017792010.1	XP_035736377.1
OG0000285	XP_017798151.1	XP_035725457.1, XP_035725458.1, XP_035725456.1
OG0000286	XP_017792533.1, XP_017792535.1, XP_017792536.1, XP_017792537.1, XP_017792538.1, XP_017792539.1, XP_017792534.1	XP_035731751.1, XP_035731750.1, XP_035731752.1
OG0000287	XP_017788179.1	XP_035740381.1
OG0000288	XP_017789073.1	XP_035725617.1, XP_035725618.1, XP_035725619.1, XP_035725620.1
OG0000288	XP_017788636.1	XP_035727964.1
OG0000289	XP_017799003.1	XP_035736843.1, XP_035736844.1, XP_035736845.1
OG0000290	XP_017798864.1	XP_035742649.1
OG0000291	XP_017794760.1	XP_035728615.1
OG0000291	XP_017793299.1	XP_035742447.1, XP_035742448.1
OG0000292	XP_017795506.1	XP_035733107.1, XP_035733106.1, XP_035733105.1, XP_035733104.1, XP_035733110.1, XP_035733109.1, XP_035733111.1, XP_035733108.1
OG0000294	XP_017790359.1	XP_035718426.1, XP_035718431.1, XP_035718428.1
OG0000294	XP_017790360.1	XP_035742757.1, XP_035733003.1, XP_035718487.1, XP_035718041.1, XP_035718488.1, XP_035742755.1, XP_035742760.1, XP_035742758.1, XP_035732948.1, XP_035718486.1, XP_035718485.1, XP_035718459.1, XP_035732977.1
OG0000295	XP_017795274.1, XP_017795266.1	XP_035724522.1, XP_035724503.1, XP_035724513.1
OG0000296	XP_017788651.1, XP_017788659.1, XP_017788642.1	XP_035742884.1, XP_035742883.1, XP_035742885.1
OG0000297	XP_017790136.1	XP_035732677.1
OG0000298	XP_017790769.1, XP_017790767.1	XP_035725046.1, XP_035725050.1, XP_035725049.1, XP_035725047.1, XP_035725048.1
OG0000299	XP_017788114.1	XP_035741263.1, XP_035741264.1, XP_035741266.1, XP_035741261.1, XP_035741262.1, XP_035741265.1
OG0000300	XP_017790327.1	XP_035727377.1, XP_035727386.1, XP_035727394.1, XP_035727402.1, XP_035727433.1, XP_035727422.1, XP_035727412.1
OG0000301	XP_017798433.1	XP_035741425.1
OG0000301	XP_017789978.1	XP_035725195.1
OG0000302	XP_017789605.1	XP_035736733.1
OG0000303	XP_017798322.1	XP_035738398.1
OG0000303	XP_017795549.1	XP_035743560.1
OG0000303	XP_017795593.1	XP_035732718.1
OG0000304	XP_017799529.1	XP_035737437.1, XP_035737434.1, XP_035737433.1, XP_035737435.1
OG0000305	XP_017790464.1	XP_035725285.1
OG0000305	XP_017799153.1	XP_035729831.1
OG0000306	XP_017793663.1, XP_017793662.1	XP_035737199.1
OG0000307	XP_017794904.1, XP_017794906.1, XP_017794905.1	XP_035721440.1, XP_035721443.1, XP_035721442.1
OG0000308	XP_017790044.1	XP_035734694.1, XP_035734697.1
OG0000309	XP_017798375.1	XP_035724469.1, XP_035724734.1, XP_035724558.1, XP_035724388.1, XP_035724832.1, XP_035724645.1
OG0000310	XP_017796412.1	XP_035742346.1, XP_035722399.1
OG0000311	XP_017792683.1	XP_035743868.1, XP_035743867.1
OG0000312	XP_017790961.1, XP_017795474.1	XP_035734088.1, XP_035734082.1, XP_035734083.1, XP_035734080.1, XP_035734081.1, XP_035734086.1, XP_035734084.1, XP_035734087.1, XP_035734085.1
OG0000313	XP_017787470.1, XP_017787453.1	XP_035740443.1
OG0000315	XP_017796950.1, XP_017796373.1	XP_035727385.1
OG0000316	XP_017787626.1	XP_035740432.1
OG0000316	XP_017788611.1	XP_035729094.1, XP_035729092.1
OG0000317	XP_017789247.1	XP_035740159.1
OG0000318	XP_017794915.1	XP_035736725.1, XP_035736729.1, XP_035736727.1, XP_035736728.1, XP_035736730.1, XP_035736726.1, XP_035736724.1
OG0000319	XP_017793487.1	XP_035727711.1, XP_035727714.1, XP_035727715.1, XP_035727717.1, XP_035727716.1, XP_035727713.1, XP_035727712.1
OG0000320	XP_017798550.1	XP_035723044.1
OG0000321	XP_017794268.1	XP_035718651.1, XP_035718650.1
OG0000322	XP_017791003.1	XP_035732799.1
OG0000322	XP_017792259.1, XP_017792257.1, XP_017792260.1	XP_035736008.1, XP_035735999.1
OG0000323	XP_017793291.1, XP_017793301.1	XP_035717456.1, XP_035717458.1, XP_035717457.1, XP_035717459.1, XP_035717460.1
OG0000324	XP_017793796.1	XP_035728721.1, XP_035728715.1
OG0000324	XP_017796882.1	XP_035724087.1
OG0000325	XP_017795690.1, XP_017795689.1	XP_035743020.1, XP_035743019.1, XP_035743024.1, XP_035743023.1, XP_035743021.1, XP_035743025.1, XP_035743026.1
OG0000326	XP_017796830.1, XP_017795870.1	XP_035730290.1
OG0000327	XP_017793298.1	XP_035729496.1
OG0000329	XP_017792790.1	XP_035727539.1, XP_035727540.1
OG0000330	XP_017787722.1	XP_035734130.1, XP_035719014.1
OG0000331	XP_017798011.1	XP_035739946.1, XP_035739945.1, XP_035739944.1, XP_035739947.1
OG0000332	XP_017792113.1	XP_035734091.1, XP_035734090.1, XP_035734092.1
OG0000333	XP_017797214.1	XP_035719269.1
OG0000333	XP_017796435.1	XP_035743594.1
OG0000334	XP_017792528.1	XP_035730056.1, XP_035730060.1, XP_035730063.1, XP_035730057.1, XP_035730061.1, XP_035730062.1
OG0000335	XP_017792772.1	XP_035731643.1, XP_035731642.1
OG0000336	XP_017798007.1	XP_035742767.1, XP_035742772.1, XP_035742759.1
OG0000336	XP_017788072.1	XP_035739272.1
OG0000337	XP_017793012.1	XP_035723409.1
OG0000338	XP_017791744.1	XP_035737384.1
OG0000338	XP_017792145.1	XP_035739250.1
OG0000339	XP_017790714.1	XP_035724022.1
OG0000339	XP_017797978.1, XP_017797977.1	XP_035718121.1, XP_035718122.1
OG0000340	XP_017796539.1	XP_035721594.1
OG0000340	XP_017794738.1	XP_035725472.1, XP_035725471.1
OG0000341	XP_017797340.1, XP_017797341.1	XP_035738281.1, XP_035738279.1, XP_035738282.1, XP_035738283.1, XP_035738285.1, XP_035738284.1
OG0000342	XP_017793328.1	XP_035718354.1
OG0000342	XP_017793414.1	XP_035719318.1
OG0000343	XP_017794440.1	XP_035743980.1
OG0000344	XP_017788369.1	XP_035738356.1, XP_035738358.1, XP_035738359.1, XP_035738364.1, XP_035738363.1, XP_035738362.1, XP_035738360.1, XP_035738361.1, XP_035738357.1
OG0000345	XP_017789387.1, XP_017789386.1, XP_017789385.1	XP_035738666.1, XP_035738667.1, XP_035738669.1, XP_035738665.1, XP_035738670.1, XP_035738671.1, XP_035738668.1, XP_035738672.1
OG0000347	XP_017796917.1	XP_035739165.1, XP_035739169.1, XP_035739163.1, XP_035739164.1, XP_035739166.1, XP_035739168.1
OG0000349	XP_017792810.1	XP_035729444.1
OG0000350	XP_017795578.1	XP_035737131.1, XP_035737130.1
OG0000351	XP_017796142.1	XP_035718015.1, XP_035718022.1, XP_035718032.1
OG0000352	XP_017789207.1, XP_017789128.1	XP_035737721.1
OG0000356	XP_017795525.1	XP_035740320.1
OG0000357	XP_017797704.1	XP_035731381.1, XP_035731380.1, XP_035731379.1, XP_035731378.1, XP_035731377.1
OG0000358	XP_017791660.1	XP_035727372.1, XP_035727374.1, XP_035727373.1
OG0000360	XP_017796307.1	XP_035717699.1
OG0000361	XP_017793542.1	XP_035728053.1
OG0000362	XP_017795140.1	XP_035733776.1
OG0000363	XP_017791082.1	XP_035717943.1
OG0000364	XP_017790691.1	XP_035724830.1, XP_035724831.1
OG0000365	XP_017795022.1	XP_035734724.1, XP_035734725.1, XP_035734728.1, XP_035734729.1, XP_035734726.1, XP_035734727.1
OG0000367	XP_017792517.1, XP_017792500.1, XP_017792509.1	XP_035730042.1, XP_035730043.1
OG0000368	XP_017789979.1	XP_035725196.1
OG0000368	XP_017789944.1	XP_035725421.1
OG0000369	XP_017794761.1	XP_035736257.1
OG0000369	XP_017788218.1	XP_035735619.1
OG0000370	XP_017791625.1	XP_035723563.1
OG0000370	XP_017791569.1, XP_017791571.1	XP_035723707.1
OG0000371	XP_017795103.1, XP_017795102.1	XP_035726921.1, XP_035726926.1, XP_035726961.1, XP_035726953.1, XP_035726911.1, XP_035726901.1, XP_035726891.1, XP_035726945.1, XP_035726970.1, XP_035726935.1
OG0000372	XP_017797846.1	XP_035726735.1
OG0000372	XP_017793266.1	XP_035733921.1
OG0000375	XP_017792240.1	XP_035733331.1
OG0000377	XP_017788281.1	XP_035744081.1
OG0000377	XP_017787890.1	XP_035738841.1
OG0000378	XP_017797600.1	XP_035732227.1, XP_035732224.1
OG0000378	XP_017797599.1	XP_035720515.1
OG0000379	XP_017795222.1	XP_035730189.1, XP_035730188.1, XP_035730187.1
OG0000380	XP_017797706.1, XP_017797714.1, XP_017797723.1, XP_017797698.1	XP_035726693.1, XP_035726692.1, XP_035726694.1
OG0000381	XP_017797366.1	XP_035739680.1
OG0000381	XP_017796437.1	XP_035743164.1
OG0000382	XP_017790268.1	XP_035731760.1
OG0000382	XP_017798231.1	XP_035732432.1
OG0000383	XP_017797122.1, XP_017795215.1, XP_017797126.1, XP_017792569.1, XP_017792570.1, XP_017796732.1, XP_017796955.1, XP_017796957.1, XP_017797042.1	XP_035740378.1
OG0000384	XP_017794439.1	XP_035720776.1
OG0000385	XP_017797950.1	XP_035729195.1
OG0000385	XP_017797565.1	XP_035723456.1
OG0000386	XP_017789743.1	XP_035728038.1
OG0000386	XP_017789553.1	XP_035728376.1
OG0000387	XP_017798889.1	XP_035736603.1
OG0000388	XP_017794104.1	XP_035726517.1
OG0000389	XP_017798961.1, XP_017795910.1	XP_035719223.1
OG0000390	XP_017795613.1	XP_035738057.1
OG0000391	XP_017788404.1	XP_035733359.1
OG0000392	XP_017796720.1, XP_017797008.1, XP_017796987.1	XP_035742210.1
OG0000394	XP_017798876.1	XP_035735750.1, XP_035735752.1, XP_035735751.1
OG0000395	XP_017795714.1	XP_035722253.1
OG0000395	XP_017789320.1	XP_035722857.1
OG0000396	XP_017793863.1	XP_035740626.1
OG0000397	XP_017797882.1	XP_035733757.1, XP_035733756.1
OG0000398	XP_017790243.1	XP_035727861.1, XP_035727863.1, XP_035727862.1
OG0000399	XP_017787510.1, XP_017787511.1, XP_017787509.1, XP_017787505.1, XP_017787512.1	XP_035721048.1, XP_035721027.1, XP_035721035.1, XP_035721037.1
OG0000400	XP_017793178.1	XP_035742371.1, XP_035724332.1, XP_035724334.1, XP_035724333.1, XP_035724335.1
OG0000401	XP_017793697.1, XP_017793696.1, XP_017793694.1	XP_035726732.1, XP_035726733.1, XP_035726731.1, XP_035726736.1, XP_035726734.1
OG0000402	XP_017789839.1	XP_035730366.1
OG0000403	XP_017799362.1, XP_017799360.1	XP_035718489.1
OG0000405	XP_017791752.1	XP_035740586.1
OG0000405	XP_017789951.1	XP_035729013.1, XP_035729012.1
OG0000406	XP_017789102.1	XP_035732984.1
OG0000406	XP_017789038.1	XP_035732985.1
OG0000407	XP_017790216.1	XP_035743383.1, XP_035743384.1
OG0000408	XP_017795669.1	XP_035722401.1
OG0000408	XP_017795675.1	XP_035737799.1
OG0000409	XP_017788680.1	XP_035723932.1
OG0000410	XP_017796930.1	XP_035724504.1
OG0000410	XP_017791320.1	XP_035724339.1
OG0000411	XP_017788188.1	XP_035728085.1
OG0000411	XP_017792047.1	XP_035736358.1
OG0000412	XP_017798621.1	XP_035731605.1
OG0000413	XP_017799108.1	XP_035737679.1
OG0000414	XP_017798862.1	XP_035741012.1, XP_035741013.1, XP_035741014.1
OG0000414	XP_017798865.1	XP_035740991.1, XP_035740990.1
OG0000415	XP_017798266.1	XP_035739802.1
OG0000416	XP_017799179.1	XP_035742854.1
OG0000417	XP_017795279.1	XP_035731664.1, XP_035731666.1
OG0000417	XP_017791833.1	XP_035736212.1
OG0000419	XP_017795339.1, XP_017795340.1	XP_035736016.1
OG0000420	XP_017798908.1	XP_035737714.1
OG0000420	XP_017799021.1	XP_035737727.1, XP_035737728.1, XP_035737726.1, XP_035737725.1
OG0000421	XP_017795008.1	XP_035725314.1
OG0000423	XP_017798104.1, XP_017798105.1	XP_035741386.1, XP_035741387.1, XP_035741388.1, XP_035741392.1, XP_035741391.1, XP_035741389.1, XP_035741390.1
OG0000424	XP_017797972.1, XP_017797974.1	XP_035721875.1
OG0000425	XP_017789685.1	XP_035718955.1, XP_035718958.1, XP_035718956.1, XP_035718957.1
OG0000426	XP_017790169.1	XP_035722302.1, XP_035722301.1, XP_035722303.1, XP_035722305.1, XP_035722304.1, XP_035722300.1
OG0000427	XP_017796073.1	XP_035736616.1
OG0000428	XP_017789672.1	XP_035728302.1, XP_035728301.1, XP_035728303.1
OG0000429	XP_017793783.1, XP_017793781.1, XP_017793782.1, XP_017793784.1, XP_017793785.1	XP_035720359.1
OG0000430	XP_017799298.1, XP_017795146.1	XP_035742034.1
OG0000431	XP_017791115.1	XP_035719249.1
OG0000432	XP_017799524.1, XP_017799522.1, XP_017799525.1	XP_035723495.1, XP_035723496.1, XP_035723494.1, XP_035723497.1, XP_035723498.1
OG0000433	XP_017790681.1, XP_017790690.1	XP_035740897.1
OG0000434	XP_017796879.1	XP_035724577.1, XP_035724578.1, XP_035724580.1
OG0000436	XP_017794103.1	XP_035726509.1
OG0000436	XP_017794051.1	XP_035717431.1
OG0000437	XP_017791397.1	XP_035719769.1
OG0000438	XP_017790781.1	XP_035721976.1, XP_035721975.1, XP_035721973.1, XP_035721974.1
OG0000439	XP_017793620.1	XP_035726037.1
OG0000440	XP_017791215.1	XP_035734048.1
OG0000441	XP_017799585.1	XP_035743138.1
OG0000442	XP_017788630.1	XP_035728022.1
OG0000443	XP_017792400.1	XP_035724536.1
OG0000444	XP_017793482.1	XP_035727705.1, XP_035727706.1, XP_035727708.1, XP_035727709.1, XP_035727707.1
OG0000445	XP_017787663.1	XP_035739638.1
OG0000445	XP_017787664.1	XP_035739639.1
OG0000446	XP_017798854.1	XP_035725068.1, XP_035725067.1
OG0000447	XP_017799505.1, XP_017799506.1, XP_017799503.1, XP_017799504.1, XP_017799502.1	XP_035727077.1, XP_035727079.1, XP_035727078.1
OG0000448	XP_017788599.1, XP_017788600.1	XP_035732885.1, XP_035732883.1
OG0000449	XP_017793090.1	XP_035730911.1, XP_035730912.1
OG0000450	XP_017796177.1, XP_017796175.1, XP_017796176.1, XP_017796181.1, XP_017796182.1, XP_017796183.1, XP_017796184.1, XP_017796185.1, XP_017796186.1, XP_017796178.1, XP_017796180.1	XP_035719304.1, XP_035719299.1
OG0000451	XP_017789645.1, XP_017789644.1, XP_017789648.1, XP_017789647.1, XP_017789646.1	XP_035732335.1, XP_035732337.1, XP_035732336.1
OG0000452	XP_017793368.1	XP_035731135.1
OG0000452	XP_017794161.1	XP_035721082.1
OG0000453	XP_017798574.1	XP_035720153.1, XP_035720154.1, XP_035720155.1, XP_035720156.1, XP_035720158.1, XP_035720159.1, XP_035720160.1, XP_035720161.1
OG0000454	XP_017787598.1	XP_035726887.1
OG0000455	XP_017788425.1	XP_035730560.1
OG0000456	XP_017794164.1	XP_035733682.1, XP_035733683.1, XP_035733681.1
OG0000457	XP_017792802.1	XP_035727490.1
OG0000458	XP_017799233.1, XP_017799234.1, XP_017799236.1, XP_017799237.1, XP_017799238.1, XP_017799232.1	XP_035737420.1, XP_035737421.1
OG0000459	XP_017790741.1	XP_035743475.1
OG0000460	XP_017799319.1	XP_035737627.1
OG0000460	XP_017799320.1	XP_035737628.1
OG0000461	XP_017788829.1	XP_035717744.1, XP_035717742.1, XP_035717741.1, XP_035717743.1, XP_035717746.1, XP_035717745.1, XP_035717747.1, XP_035717739.1, XP_035717737.1, XP_035717738.1, XP_035717736.1, XP_035717740.1
OG0000462	XP_017787925.1	XP_035718532.1, XP_035718530.1
OG0000463	XP_017799064.1	XP_035726149.1
OG0000464	XP_017799009.1	XP_035738986.1
OG0000464	XP_017799008.1	XP_035717973.1
OG0000465	XP_017796141.1	XP_035734799.1
OG0000466	XP_017790404.1	XP_035729251.1, XP_035729250.1
OG0000467	XP_017793388.1	XP_035719734.1, XP_035719732.1, XP_035719733.1, XP_035719731.1
OG0000468	XP_017795101.1	XP_035731830.1
OG0000469	XP_017797236.1	XP_035732317.1, XP_035732334.1, XP_035732325.1, XP_035732342.1
OG0000470	XP_017794884.1	XP_035721093.1
OG0000471	XP_017797336.1	XP_035725522.1, XP_035725520.1, XP_035725523.1
OG0000474	XP_017788334.1, XP_017788335.1, XP_017788333.1	XP_035734433.1, XP_035734431.1, XP_035734432.1
OG0000475	XP_017796621.1	XP_035740702.1, XP_035740696.1
OG0000476	XP_017791962.1	XP_035723663.1
OG0000477	XP_017793688.1	XP_035734311.1
OG0000477	XP_017799389.1	XP_035717171.1
OG0000478	XP_017789075.1	XP_035720224.1
OG0000479	XP_017793128.1	XP_035739832.1, XP_035739831.1, XP_035739834.1, XP_035739833.1, XP_035739836.1, XP_035739835.1, XP_035739837.1, XP_035739838.1
OG0000480	XP_017793583.1	XP_035739092.1
OG0000483	XP_017798974.1	XP_035728009.1
OG0000484	XP_017787953.1	XP_035728728.1, XP_035728738.1, XP_035728765.1, XP_035728720.1, XP_035728714.1, XP_035728755.1, XP_035728746.1
OG0000485	XP_017797839.1	XP_035733703.1
OG0000486	XP_017792228.1	XP_035725763.1
OG0000487	XP_017790807.1	XP_035732753.1
OG0000487	XP_017790777.1	XP_035732754.1
OG0000488	XP_017789931.1	XP_035723488.1
OG0000489	XP_017787699.1	XP_035733300.1
OG0000490	XP_017789278.1, XP_017789280.1	XP_035725029.1
OG0000492	XP_017788147.1	XP_035717306.1, XP_035717307.1, XP_035717308.1, XP_035717310.1, XP_035717311.1, XP_035717314.1, XP_035717313.1, XP_035717312.1
OG0000495	XP_017791652.1	XP_035725338.1
OG0000496	XP_017792221.1	XP_035736171.1
OG0000497	XP_017790955.1	XP_035733287.1
OG0000497	XP_017793631.1	XP_035730688.1
OG0000498	XP_017799571.1	XP_035739325.1, XP_035739324.1, XP_035739323.1, XP_035739322.1
OG0000500	XP_017797598.1	XP_035732148.1
OG0000500	XP_017797575.1	XP_035732174.1
OG0000501	XP_017795042.1	XP_035738238.1
OG0000502	XP_017788450.1	XP_035730532.1
OG0000502	XP_017788154.1	XP_035730547.1
OG0000503	XP_017788135.1, XP_017788134.1	XP_035741446.1, XP_035741429.1, XP_035741420.1, XP_035741455.1, XP_035741436.1, XP_035741410.1
OG0000504	XP_017789156.1, XP_017789133.1, XP_017789148.1, XP_017789141.1, XP_017789164.1	XP_035734634.1, XP_035734633.1
OG0000504	XP_017788787.1	XP_035734637.1
OG0000505	XP_017798753.1	XP_035735709.1
OG0000505	XP_017798745.1	XP_035735657.1, XP_035735659.1, XP_035735658.1
OG0000507	XP_017787753.1	XP_035720858.1
OG0000508	XP_017795402.1	XP_035729979.1
OG0000509	XP_017788498.1	XP_035735617.1
OG0000510	XP_017792920.1	XP_035735029.1, XP_035735030.1, XP_035735031.1, XP_035735033.1
OG0000511	XP_017791514.1	XP_035735452.1
OG0000511	XP_017791512.1	XP_035735451.1
OG0000512	XP_017793772.1	XP_035742351.1
OG0000514	XP_017791513.1	XP_035735459.1, XP_035735458.1, XP_035735457.1, XP_035735455.1
OG0000515	XP_017789530.1, XP_017789529.1	XP_035722936.1, XP_035722934.1, XP_035722935.1
OG0000516	XP_017796482.1	XP_035717475.1, XP_035717476.1, XP_035717481.1, XP_035717479.1, XP_035717478.1, XP_035717477.1
OG0000517	XP_017790071.1	XP_035736870.1
OG0000517	XP_017790072.1	XP_035737658.1
OG0000518	XP_017798671.1	XP_035735694.1, XP_035735695.1, XP_035735697.1, XP_035735693.1
OG0000519	XP_017791021.1	XP_035727636.1
OG0000520	XP_017791645.1	XP_035739352.1
OG0000522	XP_017789557.1	XP_035727954.1
OG0000523	XP_017799377.1, XP_017799382.1	XP_035729921.1, XP_035729923.1
OG0000524	XP_017792371.1	XP_035739430.1, XP_035739432.1
OG0000525	XP_017798452.1, XP_017798453.1	XP_035727500.1, XP_035727501.1
OG0000526	XP_017790192.1	XP_035726113.1
OG0000527	XP_017788912.1	XP_035719402.1
OG0000527	XP_017788913.1	XP_035719404.1
OG0000528	XP_017787650.1	XP_035721376.1, XP_035721377.1
OG0000529	XP_017796215.1	XP_035738926.1, XP_035738927.1, XP_035738928.1
OG0000529	XP_017787860.1	XP_035741199.1
OG0000530	XP_017798790.1	XP_035720714.1
OG0000530	XP_017798780.1	XP_035720729.1
OG0000531	XP_017794200.1, XP_017794146.1	XP_035743490.1
OG0000533	XP_017792307.1	XP_035740461.1, XP_035740459.1, XP_035740460.1, XP_035740458.1, XP_035740457.1, XP_035740456.1
OG0000536	XP_017799141.1	XP_035725863.1
OG0000537	XP_017790753.1	XP_035732842.1, XP_035732832.1
OG0000538	XP_017796205.1	XP_035742291.1
OG0000540	XP_017793564.1	XP_035728187.1
OG0000541	XP_017799087.1, XP_017799088.1	XP_035721807.1, XP_035721808.1
OG0000542	XP_017791324.1	XP_035721407.1, XP_035721406.1, XP_035721408.1, XP_035721405.1, XP_035721402.1, XP_035721404.1, XP_035721403.1, XP_035721410.1, XP_035721409.1
OG0000544	XP_017793535.1, XP_017793536.1	XP_035728188.1
OG0000545	XP_017791585.1	XP_035727994.1
OG0000545	XP_017795197.1	XP_035717765.1, XP_035717764.1
OG0000546	XP_017799411.1, XP_017794398.1	XP_035740271.1
OG0000547	XP_017792331.1, XP_017792330.1	XP_035733458.1
