Orthogroup	Habropoda_laboriosa	Nomia_melanderi
OG0000214	XP_017792781.1, XP_017792782.1	XP_031850423.1, XP_031850412.1, XP_031850402.1, XP_031850430.1, XP_031850440.1, XP_031850450.1
OG0000215	XP_017796692.1	XP_031842767.1, XP_031842763.1, XP_031842762.1, XP_031842761.1, XP_031842768.1, XP_031842764.1
OG0000215	XP_017796575.1	XP_031842770.1
OG0000216	XP_017793604.1	XP_031833974.1
OG0000217	XP_017789113.1	XP_031838827.1
OG0000218	XP_017795109.1	XP_031843157.1, XP_031843154.1, XP_031843156.1, XP_031843159.1, XP_031843158.1, XP_031843153.1, XP_031843152.1, XP_031843150.1, XP_031843149.1, XP_031843148.1, XP_031843151.1, XP_031843147.1, XP_031843160.1
OG0000219	XP_017788174.1, XP_017788173.1, XP_017788171.1, XP_017788172.1, XP_017788169.1, XP_017788170.1	XP_031844648.1, XP_031844645.1, XP_031844649.1, XP_031844644.1, XP_031844646.1
OG0000220	XP_017792512.1	XP_031848722.1, XP_031848723.1, XP_031848720.1, XP_031848721.1, XP_031848719.1, XP_031848724.1, XP_031848727.1, XP_031848726.1
OG0000221	XP_017798983.1, XP_017799229.1	XP_031847181.1, XP_031847176.1, XP_031847173.1, XP_031847174.1, XP_031847177.1, XP_031847178.1, XP_031847170.1, XP_031847180.1, XP_031847179.1, XP_031847182.1, XP_031847172.1, XP_031847171.1
OG0000223	XP_017794139.1	XP_031843281.1
OG0000223	XP_017796406.1	XP_031834465.1
OG0000224	XP_017797256.1	XP_031845107.1
OG0000225	XP_017798161.1	XP_031845382.1
OG0000225	XP_017796348.1	XP_031845330.1, XP_031845328.1, XP_031845327.1
OG0000226	XP_017788751.1	XP_031845830.1
OG0000226	XP_017788770.1	XP_031845816.1
OG0000227	XP_017791515.1	XP_031841465.1, XP_031841460.1, XP_031841461.1, XP_031841463.1, XP_031841462.1, XP_031841466.1
OG0000229	XP_017794169.1	XP_031828353.1, XP_031828352.1
OG0000230	XP_017792853.1	XP_031850217.1
OG0000231	XP_017789953.1	XP_031830558.1, XP_031830557.1
OG0000232	XP_017787985.1	XP_031848186.1, XP_031848188.1, XP_031848187.1, XP_031848189.1
OG0000233	XP_017798941.1	XP_031828212.1, XP_031828211.1
OG0000234	XP_017797661.1	XP_031838672.1
OG0000234	XP_017797660.1	XP_031838671.1
OG0000234	XP_017797559.1	XP_031838673.1
OG0000235	XP_017795898.1, XP_017795906.1	XP_031837012.1, XP_031837013.1
OG0000236	XP_017796613.1	XP_031847307.1
OG0000236	XP_017796614.1	XP_031847306.1
OG0000237	XP_017794664.1	XP_031848024.1
OG0000237	XP_017794663.1	XP_031848023.1
OG0000239	XP_017788956.1, XP_017788957.1, XP_017788955.1	XP_031848984.1
OG0000240	XP_017787807.1, XP_017787848.1	XP_031826590.1
OG0000241	XP_017793226.1, XP_017793227.1	XP_031848668.1, XP_031848664.1
OG0000241	XP_017793317.1, XP_017793318.1, XP_017793285.1, XP_017797037.1	XP_031839440.1, XP_031829061.1, XP_031829071.1
OG0000243	XP_017797616.1	XP_031836576.1, XP_031836577.1
OG0000244	XP_017798659.1	XP_031832857.1, XP_031832858.1, XP_031832855.1, XP_031832856.1, XP_031832846.1, XP_031832851.1, XP_031832860.1, XP_031832863.1, XP_031832862.1, XP_031832853.1, XP_031832854.1, XP_031832848.1, XP_031832852.1, XP_031832850.1, XP_031832859.1, XP_031832861.1, XP_031832849.1
OG0000245	XP_017796958.1, XP_017796963.1	XP_031828652.1
OG0000246	XP_017787631.1	XP_031841788.1
OG0000246	XP_017787636.1	XP_031841790.1, XP_031841789.1
OG0000247	XP_017790662.1	XP_031825523.1, XP_031825522.1
OG0000247	XP_017790661.1	XP_031825527.1
OG0000248	XP_017792985.1	XP_031835538.1, XP_031835539.1
OG0000249	XP_017795192.1	XP_031846178.1, XP_031846219.1
OG0000250	XP_017791430.1	XP_031847829.1
OG0000250	XP_017790978.1	XP_031835810.1
OG0000250	XP_017797566.1	XP_031838971.1
OG0000251	XP_017791741.1	XP_031847857.1
OG0000251	XP_017793287.1	XP_031828975.1
OG0000251	XP_017795052.1	XP_031837823.1
OG0000252	XP_017797270.1, XP_017797289.1, XP_017797280.1	XP_031844068.1, XP_031844065.1, XP_031844066.1, XP_031844063.1, XP_031844064.1, XP_031844071.1, XP_031844072.1, XP_031844073.1, XP_031844067.1, XP_031844069.1, XP_031844070.1
OG0000253	XP_017795187.1	XP_031840596.1, XP_031840598.1, XP_031840599.1
OG0000254	XP_017789988.1	XP_031832122.1
OG0000254	XP_017793665.1	XP_031833515.1
OG0000255	XP_017793024.1	XP_031850284.1
OG0000255	XP_017794124.1	XP_031841717.1
OG0000256	XP_017799058.1	XP_031847101.1, XP_031847102.1, XP_031847099.1, XP_031847100.1
OG0000257	XP_017797798.1	XP_031832832.1
OG0000257	XP_017797796.1	XP_031832827.1
OG0000258	XP_017795892.1	XP_031843085.1
OG0000259	XP_017787619.1	XP_031841988.1, XP_031842008.1
OG0000260	XP_017797942.1, XP_017797440.1	XP_031842067.1
OG0000261	XP_017796472.1	XP_031846061.1, XP_031846059.1, XP_031846060.1, XP_031846057.1, XP_031846056.1, XP_031846055.1, XP_031846054.1, XP_031846053.1
OG0000263	XP_017793038.1	XP_031835360.1, XP_031835362.1, XP_031835361.1
OG0000264	XP_017789982.1	XP_031832256.1
OG0000264	XP_017790586.1, XP_017790587.1	XP_031841809.1, XP_031841810.1
OG0000265	XP_017794448.1	XP_031835549.1
OG0000266	XP_017799566.1	XP_031847517.1
OG0000266	XP_017789615.1	XP_031836489.1, XP_031836488.1
OG0000269	XP_017794671.1	XP_031828528.1, XP_031828529.1, XP_031828526.1, XP_031828527.1, XP_031828531.1, XP_031828530.1, XP_031828532.1
OG0000270	XP_017790438.1	XP_031834112.1
OG0000270	XP_017790436.1	XP_031833977.1
OG0000271	XP_017796506.1	XP_031842330.1
OG0000271	XP_017798841.1	XP_031838446.1
OG0000272	XP_017787885.1	XP_031839528.1, XP_031839531.1
OG0000272	XP_017794633.1	XP_031837103.1
OG0000273	XP_017791956.1	XP_031842454.1, XP_031842455.1, XP_031842456.1, XP_031842457.1, XP_031842452.1, XP_031842448.1, XP_031842445.1, XP_031842444.1, XP_031842443.1, XP_031842442.1, XP_031842447.1, XP_031842446.1, XP_031842451.1, XP_031842450.1, XP_031842453.1
OG0000274	XP_017788622.1	XP_031846638.1
OG0000274	XP_017790712.1	XP_031825597.1, XP_031825599.1
OG0000275	XP_017791259.1	XP_031841067.1
OG0000276	XP_017793212.1	XP_031839005.1
OG0000277	XP_017798618.1, XP_017798619.1, XP_017798620.1	XP_031848090.1, XP_031848091.1
OG0000278	XP_017793717.1	XP_031836647.1
OG0000279	XP_017788771.1	XP_031827783.1, XP_031827784.1, XP_031827770.1, XP_031827779.1, XP_031827780.1, XP_031827777.1, XP_031827778.1, XP_031827775.1, XP_031827776.1, XP_031827773.1, XP_031827774.1, XP_031827771.1, XP_031827772.1, XP_031827781.1
OG0000280	XP_017796270.1	XP_031846102.1
OG0000281	XP_017793218.1	XP_031838606.1
OG0000281	XP_017788631.1	XP_031846619.1
OG0000283	XP_017790766.1	XP_031833818.1, XP_031833817.1, XP_031833815.1
OG0000284	XP_017791641.1	XP_031826330.1
OG0000284	XP_017792010.1	XP_031846776.1
OG0000285	XP_017798151.1	XP_031842320.1
OG0000286	XP_017792533.1, XP_017792535.1, XP_017792536.1, XP_017792537.1, XP_017792538.1, XP_017792539.1, XP_017792534.1	XP_031842494.1, XP_031842673.1, XP_031842584.1, XP_031842765.1
OG0000287	XP_017788179.1	XP_031828105.1, XP_031828104.1
OG0000288	XP_017789073.1	XP_031849686.1
OG0000288	XP_017788636.1	XP_031833411.1
OG0000289	XP_017799003.1	XP_031839444.1
OG0000290	XP_017798864.1	XP_031849004.1, XP_031849005.1, XP_031849002.1, XP_031849003.1
OG0000291	XP_017794760.1	XP_031844762.1
OG0000291	XP_017793299.1	XP_031830392.1
OG0000291	XP_017794759.1	XP_031844761.1
OG0000292	XP_017795506.1	XP_031828784.1
OG0000292	XP_017796966.1	XP_031848114.1
OG0000293	XP_017796745.1	XP_031828093.1, XP_031828087.1, XP_031828068.1, XP_031828078.1
OG0000294	XP_017790359.1	XP_031839587.1
OG0000294	XP_017790360.1	XP_031839589.1
OG0000295	XP_017795274.1, XP_017795266.1	XP_031831489.1, XP_031831490.1, XP_031831492.1, XP_031831488.1
OG0000296	XP_017788651.1, XP_017788659.1, XP_017788642.1	XP_031844567.1
OG0000297	XP_017790136.1	XP_031845801.1
OG0000298	XP_017790769.1, XP_017790767.1	XP_031825619.1, XP_031825620.1, XP_031825618.1
OG0000299	XP_017788114.1	XP_031844650.1, XP_031844651.1
OG0000300	XP_017794224.1, XP_017794223.1	XP_031828108.1, XP_031828109.1
OG0000300	XP_017790327.1	XP_031831837.1, XP_031831836.1
OG0000301	XP_017798433.1	XP_031827130.1
OG0000301	XP_017789978.1	XP_031828764.1
OG0000302	XP_017797066.1	XP_031849048.1
OG0000302	XP_017789605.1	XP_031848793.1, XP_031848271.1
OG0000303	XP_017798322.1	XP_031827201.1
OG0000303	XP_017795549.1	XP_031849967.1
OG0000303	XP_017795593.1	XP_031829024.1
OG0000304	XP_017799529.1	XP_031829902.1, XP_031829901.1
OG0000305	XP_017790464.1	XP_031834133.1
OG0000305	XP_017799153.1	XP_031832425.1, XP_031832424.1, XP_031832421.1, XP_031832422.1, XP_031832427.1, XP_031832426.1
OG0000306	XP_017793663.1	XP_031833463.1
OG0000306	XP_017793662.1	XP_031833468.1
OG0000307	XP_017794904.1, XP_017794906.1, XP_017794905.1	XP_031826733.1, XP_031826732.1, XP_031826730.1, XP_031826731.1
OG0000308	XP_017790044.1	XP_031830534.1, XP_031830529.1, XP_031830533.1, XP_031830532.1, XP_031830531.1, XP_031830530.1
OG0000309	XP_017798375.1	XP_031826842.1, XP_031826838.1, XP_031826839.1, XP_031826844.1, XP_031826843.1, XP_031826845.1, XP_031826841.1
OG0000310	XP_017796412.1	XP_031839905.1, XP_031839904.1, XP_031839903.1, XP_031839906.1
OG0000311	XP_017792683.1	XP_031829695.1
OG0000312	XP_017790961.1, XP_017795474.1	XP_031843676.1, XP_031843679.1, XP_031843678.1, XP_031843677.1, XP_031843680.1
OG0000313	XP_017787470.1, XP_017787453.1	XP_031830193.1
OG0000314	XP_017796592.1	XP_031843272.1
OG0000314	XP_017796594.1	XP_031843273.1
OG0000315	XP_017796950.1, XP_017796373.1	XP_031841939.1, XP_031841940.1
OG0000316	XP_017787626.1	XP_031825617.1
OG0000316	XP_017788611.1	XP_031838081.1
OG0000317	XP_017789247.1	XP_031835468.1
OG0000318	XP_017794915.1	XP_031826715.1, XP_031826720.1, XP_031826717.1, XP_031826716.1, XP_031826719.1, XP_031826718.1
OG0000319	XP_017793487.1	XP_031849335.1
OG0000320	XP_017798550.1	XP_031829627.1, XP_031829628.1
OG0000321	XP_017794268.1	XP_031828113.1, XP_031828112.1
OG0000322	XP_017791003.1	XP_031847858.1
OG0000322	XP_017792259.1, XP_017792257.1, XP_017792260.1	XP_031826181.1, XP_031826182.1, XP_031826184.1
OG0000323	XP_017793301.1	XP_031828906.1
OG0000324	XP_017796882.1	XP_031833285.1
OG0000325	XP_017795690.1, XP_017795689.1	XP_031836953.1, XP_031836954.1, XP_031836955.1, XP_031836949.1, XP_031836950.1, XP_031836951.1
OG0000326	XP_017795870.1	XP_031843673.1
OG0000327	XP_017793295.1	XP_031848508.1
OG0000327	XP_017793298.1	XP_031838509.1, XP_031838513.1, XP_031838516.1
OG0000329	XP_017792790.1	XP_031826761.1
OG0000330	XP_017791531.1	XP_031849962.1
OG0000330	XP_017787722.1	XP_031836766.1
OG0000331	XP_017798011.1	XP_031838207.1, XP_031838210.1, XP_031838208.1, XP_031838209.1, XP_031838206.1
OG0000332	XP_017792113.1	XP_031838151.1, XP_031838150.1, XP_031838152.1
OG0000333	XP_017797214.1	XP_031845026.1
OG0000333	XP_017796435.1	XP_031842299.1, XP_031842298.1, XP_031842297.1, XP_031842296.1
OG0000334	XP_017792528.1	XP_031843830.1, XP_031843829.1, XP_031843828.1
OG0000335	XP_017792772.1	XP_031826910.1, XP_031826911.1, XP_031826913.1
OG0000336	XP_017798007.1	XP_031846510.1, XP_031846511.1, XP_031846509.1, XP_031846508.1, XP_031846507.1, XP_031846506.1, XP_031846505.1, XP_031846504.1, XP_031846512.1
OG0000336	XP_017788072.1	XP_031848307.1
OG0000337	XP_017793012.1	XP_031835341.1, XP_031835340.1, XP_031835343.1, XP_031835337.1, XP_031835336.1, XP_031835342.1, XP_031835344.1, XP_031835348.1, XP_031835338.1, XP_031835335.1, XP_031835353.1, XP_031835331.1, XP_031835332.1, XP_031835355.1, XP_031835356.1, XP_031835354.1, XP_031835351.1, XP_031835352.1, XP_031835333.1, XP_031835334.1, XP_031835346.1, XP_031835347.1, XP_031835349.1, XP_031835345.1, XP_031835357.1, XP_031835358.1
OG0000338	XP_017791744.1	XP_031840740.1
OG0000338	XP_017792145.1	XP_031825343.1
OG0000339	XP_017790714.1	XP_031831302.1
OG0000339	XP_017797978.1, XP_017797977.1	XP_031829836.1, XP_031829835.1
OG0000340	XP_017796539.1	XP_031833920.1
OG0000340	XP_017794738.1	XP_031837893.1
OG0000341	XP_017797340.1, XP_017797341.1	XP_031845183.1, XP_031845201.1, XP_031845164.1, XP_031845175.1, XP_031845190.1
OG0000342	XP_017793328.1	XP_031849801.1
OG0000342	XP_017793414.1	XP_031849407.1
OG0000343	XP_017794440.1	XP_031832963.1
OG0000344	XP_017788369.1	XP_031837555.1, XP_031837558.1, XP_031837556.1
OG0000345	XP_017789387.1, XP_017789386.1, XP_017789385.1	XP_031849567.1, XP_031849568.1, XP_031849564.1, XP_031849566.1
OG0000347	XP_017796917.1	XP_031829278.1, XP_031829277.1, XP_031829276.1, XP_031829282.1, XP_031829279.1, XP_031829280.1
OG0000348	XP_017794556.1, XP_017794557.1	XP_031837415.1, XP_031837416.1, XP_031837417.1, XP_031837418.1, XP_031837419.1, XP_031837424.1, XP_031837423.1, XP_031837422.1, XP_031837420.1
OG0000349	XP_017792810.1	XP_031827122.1
OG0000350	XP_017795578.1	XP_031829082.1, XP_031829083.1, XP_031829084.1, XP_031829080.1
OG0000351	XP_017796142.1	XP_031844300.1
OG0000352	XP_017789207.1, XP_017789128.1	XP_031839803.1, XP_031839804.1, XP_031839801.1
OG0000353	XP_017798943.1	XP_031847168.1, XP_031834899.1, XP_031847148.1
OG0000356	XP_017795527.1	XP_031840972.1
OG0000356	XP_017795525.1	XP_031841764.1
OG0000357	XP_017797704.1	XP_031848546.1
OG0000358	XP_017791660.1	XP_031826394.1, XP_031826395.1, XP_031826396.1, XP_031826397.1, XP_031826392.1, XP_031826393.1
OG0000360	XP_017796307.1	XP_031829459.1
OG0000361	XP_017793542.1	XP_031842869.1
OG0000362	XP_017795140.1	XP_031827924.1
OG0000363	XP_017792001.1	XP_031848153.1
OG0000363	XP_017791082.1	XP_031848675.1
OG0000364	XP_017790691.1	XP_031825472.1, XP_031825470.1, XP_031825477.1, XP_031825473.1, XP_031825474.1, XP_031825475.1, XP_031825476.1
OG0000365	XP_017795022.1	XP_031828870.1, XP_031828869.1, XP_031828866.1, XP_031828876.1, XP_031828871.1, XP_031828872.1, XP_031828873.1, XP_031828875.1, XP_031828867.1
OG0000367	XP_017792517.1, XP_017792500.1, XP_017792509.1	XP_031843826.1
OG0000368	XP_017789979.1	XP_031828765.1
OG0000368	XP_017789944.1	XP_031827659.1, XP_031827667.1
OG0000369	XP_017794761.1	XP_031842508.1
OG0000369	XP_017788218.1	XP_031828181.1
OG0000370	XP_017791625.1	XP_031838952.1
OG0000370	XP_017791569.1	XP_031841621.1
OG0000370	XP_017791571.1	XP_031841609.1
OG0000371	XP_017795103.1, XP_017795102.1	XP_031843162.1
OG0000372	XP_017797846.1	XP_031835206.1, XP_031835197.1
OG0000372	XP_017793266.1	XP_031843583.1
OG0000375	XP_017792240.1	XP_031840577.1, XP_031840579.1, XP_031840581.1, XP_031840580.1, XP_031840582.1
OG0000376	XP_017795456.1, XP_017795455.1, XP_017795454.1, XP_017795458.1, XP_017795457.1	XP_031830649.1
OG0000377	XP_017788281.1	XP_031846810.1
OG0000377	XP_017787890.1	XP_031836352.1, XP_031836354.1, XP_031836355.1
OG0000378	XP_017797600.1	XP_031836793.1
OG0000378	XP_017797599.1	XP_031836584.1
OG0000379	XP_017795222.1	XP_031850460.1
OG0000380	XP_017797706.1, XP_017797714.1, XP_017797723.1, XP_017797698.1	XP_031842078.1, XP_031842077.1, XP_031842082.1, XP_031842081.1, XP_031842083.1, XP_031842079.1
OG0000381	XP_017796437.1	XP_031839882.1
OG0000382	XP_017790268.1	XP_031843770.1, XP_031843772.1, XP_031843771.1
OG0000382	XP_017798231.1	XP_031845569.1
OG0000383	XP_017795215.1, XP_017797126.1, XP_017792569.1, XP_017792570.1, XP_017796732.1, XP_017796955.1, XP_017796957.1, XP_017797042.1	XP_031829498.1, XP_031836346.1, XP_031836078.1
OG0000384	XP_017794439.1	XP_031834029.1
OG0000385	XP_017797950.1	XP_031842127.1, XP_031842124.1
OG0000385	XP_017797565.1	XP_031838969.1
OG0000386	XP_017789553.1	XP_031837844.1
OG0000387	XP_017798889.1	XP_031840694.1, XP_031846649.1, XP_031846513.1
OG0000388	XP_017794104.1	XP_031830365.1
OG0000388	XP_017792981.1	XP_031835429.1
OG0000389	XP_017798961.1	XP_031839349.1
OG0000389	XP_017795910.1	XP_031842038.1
OG0000390	XP_017795613.1	XP_031836980.1
OG0000391	XP_017788404.1	XP_031831918.1, XP_031831890.1, XP_031831908.1, XP_031831898.1, XP_031831880.1
OG0000392	XP_017796720.1, XP_017797008.1, XP_017796987.1	XP_031826683.1
OG0000394	XP_017798876.1	XP_031838306.1, XP_031838305.1, XP_031838308.1, XP_031838307.1
OG0000395	XP_017795714.1	XP_031841354.1, XP_031841342.1
OG0000395	XP_017789320.1	XP_031844342.1
OG0000396	XP_017793863.1	XP_031825880.1
OG0000397	XP_017797882.1	XP_031828640.1
OG0000398	XP_017790243.1	XP_031830739.1, XP_031830738.1, XP_031830742.1, XP_031830741.1, XP_031830740.1
OG0000399	XP_017787510.1, XP_017787511.1, XP_017787509.1, XP_017787505.1, XP_017787512.1	XP_031829748.1
OG0000400	XP_017793178.1	XP_031843634.1
OG0000401	XP_017793697.1, XP_017793696.1, XP_017793694.1	XP_031831260.1, XP_031831262.1, XP_031831258.1, XP_031831259.1, XP_031831263.1, XP_031831257.1
OG0000402	XP_017789839.1	XP_031836316.1
OG0000403	XP_017799362.1, XP_017799360.1	XP_031846922.1, XP_031846915.1
OG0000405	XP_017791752.1	XP_031847772.1, XP_031847770.1, XP_031847771.1, XP_031847768.1, XP_031847769.1
OG0000405	XP_017789951.1	XP_031830443.1
OG0000406	XP_017789102.1	XP_031849124.1
OG0000406	XP_017789038.1	XP_031849125.1
OG0000407	XP_017790216.1	XP_031828680.1
OG0000408	XP_017795669.1	XP_031826067.1
OG0000408	XP_017795675.1	XP_031826434.1
OG0000409	XP_017788680.1	XP_031829286.1, XP_031829287.1, XP_031829288.1
OG0000410	XP_017796930.1	XP_031833209.1
OG0000410	XP_017791320.1	XP_031841679.1
OG0000411	XP_017788188.1	XP_031827908.1
OG0000411	XP_017792047.1	XP_031846667.1
OG0000412	XP_017798621.1	XP_031833089.1
OG0000412	XP_017796421.1	XP_031844906.1
OG0000413	XP_017799108.1	XP_031847110.1, XP_031847111.1
OG0000414	XP_017798862.1	XP_031832085.1
OG0000414	XP_017798865.1	XP_031832080.1
OG0000415	XP_017798266.1	XP_031845031.1
OG0000416	XP_017799179.1	XP_031839342.1
OG0000416	XP_017797041.1, XP_017797102.1, XP_017793821.1	XP_031846386.1
OG0000417	XP_017795279.1	XP_031846073.1
OG0000417	XP_017791833.1	XP_031843173.1
OG0000418	XP_017792468.1	XP_031825945.1, XP_031825936.1
OG0000419	XP_017795339.1, XP_017795340.1	XP_031848129.1
OG0000420	XP_017798908.1	XP_031839661.1, XP_031839781.1
OG0000420	XP_017799021.1	XP_031839805.1
OG0000421	XP_017795008.1	XP_031826826.1, XP_031826818.1
OG0000422	XP_017795112.1	XP_031831659.1, XP_031831662.1, XP_031831661.1, XP_031831660.1, XP_031831658.1
OG0000423	XP_017798104.1, XP_017798105.1	XP_031845141.1
OG0000424	XP_017797972.1, XP_017797974.1	XP_031834158.1
OG0000425	XP_017789685.1	XP_031825917.1, XP_031825916.1, XP_031825919.1, XP_031825918.1, XP_031825921.1, XP_031825920.1, XP_031825923.1
OG0000426	XP_017790169.1	XP_031832178.1, XP_031832177.1
OG0000427	XP_017796073.1	XP_031825564.1
OG0000428	XP_017789672.1	XP_031829532.1
OG0000429	XP_017793783.1, XP_017793781.1, XP_017793782.1, XP_017793784.1, XP_017793785.1	XP_031831637.1, XP_031831639.1, XP_031831635.1, XP_031831636.1, XP_031831634.1
OG0000430	XP_017799298.1	XP_031839274.1
OG0000430	XP_017795146.1	XP_031842027.1, XP_031842026.1, XP_031842031.1, XP_031842029.1, XP_031842030.1, XP_031842028.1
OG0000431	XP_017791115.1	XP_031846555.1
OG0000432	XP_017799524.1, XP_017799522.1, XP_017799525.1	XP_031830318.1
OG0000433	XP_017790681.1, XP_017790690.1	XP_031847972.1, XP_031847973.1
OG0000434	XP_017796879.1	XP_031833180.1, XP_031833182.1, XP_031833183.1, XP_031833179.1
OG0000435	XP_017788720.1	XP_031832321.1
OG0000436	XP_017794103.1	XP_031830362.1
OG0000436	XP_017794051.1	XP_031830359.1
OG0000437	XP_017791397.1	XP_031843950.1, XP_031843942.1, XP_031843962.1
OG0000438	XP_017790637.1	XP_031833668.1
OG0000438	XP_017790781.1	XP_031833663.1
OG0000439	XP_017793620.1	XP_031831195.1, XP_031831192.1, XP_031831193.1, XP_031831190.1, XP_031831191.1, XP_031831188.1, XP_031831189.1, XP_031831197.1, XP_031831184.1, XP_031831187.1, XP_031831186.1, XP_031831194.1
OG0000440	XP_017791215.1	XP_031848174.1
OG0000440	XP_017792511.1	XP_031834864.1, XP_031834945.1
OG0000441	XP_017799585.1	XP_031827435.1, XP_031828298.1, XP_031829199.1
OG0000442	XP_017788630.1	XP_031844491.1, XP_031844488.1, XP_031844487.1, XP_031844490.1, XP_031844486.1
OG0000443	XP_017792400.1	XP_031826527.1, XP_031826528.1, XP_031826526.1
OG0000444	XP_017793482.1	XP_031849333.1, XP_031849324.1, XP_031849325.1, XP_031849326.1, XP_031849327.1, XP_031849328.1, XP_031849329.1, XP_031849330.1, XP_031849331.1, XP_031849332.1
OG0000445	XP_017787663.1	XP_031827533.1
OG0000445	XP_017787664.1	XP_031827411.1
OG0000446	XP_017798854.1	XP_031838352.1, XP_031838353.1, XP_031838351.1
OG0000447	XP_017799505.1, XP_017799506.1, XP_017799503.1, XP_017799504.1, XP_017799502.1	XP_031829976.1
OG0000448	XP_017788599.1, XP_017788600.1	XP_031831408.1, XP_031831410.1, XP_031831411.1, XP_031831409.1
OG0000449	XP_017793090.1	XP_031849419.1
OG0000450	XP_017796177.1, XP_017796175.1, XP_017796176.1, XP_017796181.1, XP_017796182.1, XP_017796183.1, XP_017796184.1, XP_017796185.1, XP_017796186.1, XP_017796178.1, XP_017796180.1	XP_031836836.1, XP_031848504.1
OG0000451	XP_017789645.1, XP_017789644.1, XP_017789648.1, XP_017789647.1, XP_017789646.1	XP_031846454.1, XP_031846456.1, XP_031846455.1
OG0000452	XP_017793368.1	XP_031849268.1
OG0000452	XP_017794161.1	XP_031828311.1
OG0000453	XP_017798574.1	XP_031832789.1, XP_031832790.1, XP_031832791.1
OG0000454	XP_017787598.1	XP_031843476.1, XP_031843474.1
OG0000455	XP_017788425.1	XP_031833718.1, XP_031833708.1, XP_031833683.1, XP_031833665.1, XP_031833692.1, XP_031833699.1, XP_031833674.1
OG0000456	XP_017794164.1	XP_031828432.1
