Orthogroup	Habropoda_laboriosa	Tribolium_castaneum
OG0000249	XP_017795192.1	XP_966587.1
OG0000250	XP_017791430.1, XP_017790978.1, XP_017797061.1	XP_008196257.1
OG0000251	XP_017791741.1, XP_017793287.1, XP_017795052.1	XP_015840048.1, XP_008201191.1
OG0000252	XP_017797270.1, XP_017797289.1, XP_017797280.1	XP_970662.1
OG0000253	XP_017796608.1	XP_008198043.1
OG0000253	XP_017795187.1	XP_015838158.1
OG0000254	XP_017789988.1	XP_008195945.1
OG0000254	XP_017793665.1	XP_008195412.1, XP_971164.2
OG0000255	XP_017793024.1	XP_970270.1, XP_008199406.1
OG0000256	XP_017799058.1	XP_973160.1, XP_973850.1, XP_008193331.1
OG0000257	XP_017797798.1	XP_015838389.1
OG0000257	XP_017797796.1	XP_974236.1, XP_008201491.1, XP_008197327.1
OG0000260	XP_017797942.1, XP_017797440.1	NP_001034506.1
OG0000261	XP_017796472.1	XP_015839903.1, XP_015840001.1, XP_015840896.1, XP_015840891.1, XP_975108.2, XP_008201425.1, XP_975146.1, XP_015840860.1, XP_008201428.1, XP_008201427.1
OG0000263	XP_017793038.1	XP_966512.1, XP_975893.1
OG0000264	XP_017789982.1	XP_008198346.1, NP_001164126.1
OG0000264	XP_017790586.1, XP_017790587.1	XP_968284.1, XP_015835141.1
OG0000265	XP_017794448.1	XP_967029.1
OG0000266	XP_017799566.1	XP_967356.1
OG0000266	XP_017789615.1	XP_970881.1, XP_970797.1
OG0000269	XP_017794671.1	XP_971005.2
OG0000270	XP_017790438.1, XP_017790393.1	XP_008198078.1, NP_001280505.1
OG0000270	XP_017790436.1	XP_008198076.1, NP_001280501.1
OG0000271	XP_017796506.1	NP_001290187.1, NP_001280499.1, XP_015839433.1
OG0000271	XP_017798841.1	NP_001280518.1
OG0000272	XP_017787885.1	XP_008193383.1, NP_001107763.1
OG0000272	XP_017794633.1	NP_001103420.1
OG0000273	XP_017796843.1, XP_017791956.1	XP_008191036.1
OG0000274	XP_017788622.1	XP_008199963.1
OG0000275	XP_017791259.1	XP_970514.2
OG0000277	XP_017798618.1, XP_017798619.1, XP_017798620.1	XP_015837443.1
OG0000278	XP_017793717.1	XP_015834844.1
OG0000279	XP_017788771.1	NP_001280538.1, XP_015838925.1, XP_015838796.1
OG0000281	XP_017793218.1	XP_967340.1
OG0000281	XP_017788629.1, XP_017788631.1	XP_968478.1, XP_968177.1
OG0000282	XP_017795699.1	XP_015839963.1, XP_015837078.1, XP_015838612.1, XP_015840021.1
OG0000283	XP_017790766.1	XP_970327.1, XP_015836740.1
OG0000284	XP_017791641.1	XP_968561.1
OG0000284	XP_017793660.1, XP_017792010.1	XP_008195942.1, XP_973257.1
OG0000285	XP_017798151.1	XP_970530.1
OG0000286	XP_017792533.1, XP_017792535.1, XP_017792536.1, XP_017792537.1, XP_017792538.1, XP_017792539.1, XP_017792534.1, XP_017791490.1	XP_008193140.1
OG0000287	XP_017788179.1	XP_008197596.1, XP_001814592.1
OG0000288	XP_017789073.1	XP_015833077.1, XP_008200294.1
OG0000288	XP_017788636.1	XP_966392.1
OG0000289	XP_017799003.1	XP_973833.1
OG0000290	XP_017798864.1	XP_008193818.1
OG0000291	XP_017794760.1	NP_001161313.1
OG0000291	XP_017794759.1	XP_008192535.1
OG0000292	XP_017795506.1, XP_017796966.1	XP_015836717.1, XP_008199379.1, XP_015836718.1
OG0000293	XP_017796745.1	XP_974062.1, XP_974008.1, XP_001811085.2, XP_008192813.2, XP_015835032.1, XP_974034.1, XP_972744.1, XP_972703.3, XP_972663.1
OG0000295	XP_017795274.1, XP_017795266.1	XP_974942.1
OG0000296	XP_017788651.1, XP_017788659.1, XP_017788642.1	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1
OG0000297	XP_017790136.1	XP_015836263.1, XP_967109.3, XP_015836510.1, XP_015836508.1, XP_015836509.1, XP_970866.1, XP_008194978.1, XP_008190426.2, XP_966329.1, XP_008195034.1, XP_008195035.1, XP_015840885.1, XP_974610.1, XP_008199115.2, XP_974592.1, XP_008194674.2, XP_015836400.1, XP_015836399.1, XP_008194675.2, XP_974420.1, XP_966559.1
OG0000298	XP_017790769.1, XP_017790767.1	XP_975374.1
OG0000299	XP_017788114.1	XP_008196759.1
OG0000300	XP_017794224.1, XP_017794223.1	XP_969695.1
OG0000300	XP_017790327.1	XP_001811015.1
OG0000301	XP_017798433.1	NP_001107791.1
OG0000301	XP_017789978.1	NP_001107860.1
OG0000302	XP_017797066.1	XP_008196651.1
OG0000302	XP_017789605.1	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1
OG0000303	XP_017798322.1	XP_971548.1, XP_008199064.1
OG0000304	XP_017799529.1	XP_015835772.1, XP_008193751.1
OG0000305	XP_017790464.1	XP_015840834.1, XP_015840824.1, XP_008201263.1, XP_015840826.1, XP_015840827.1, XP_015840828.1, XP_015840825.1, XP_015839861.1
OG0000306	XP_017793663.1, XP_017793662.1	XP_008195672.2
OG0000307	XP_017794904.1, XP_017794906.1, XP_017794905.1	XP_973197.1
OG0000308	XP_017790044.1	XP_015835181.1
OG0000309	XP_017798375.1	XP_968563.2, XP_015838858.1
OG0000310	XP_017796412.1	XP_015834524.1
OG0000311	XP_017792683.1	NP_001164089.1, XP_015836774.1
OG0000312	XP_017790961.1, XP_017795474.1	XP_015833546.1
OG0000313	XP_017787470.1, XP_017787453.1	XP_008197561.1, XP_008197562.1, XP_971420.2, XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2
OG0000314	XP_017796592.1	XP_968893.1, XP_008193080.1, XP_966924.1
OG0000314	XP_017796594.1	XP_967017.1
OG0000315	XP_017796950.1, XP_017796373.1	XP_008196876.1, XP_008196877.1, XP_008193351.1, XP_015838172.1
OG0000316	XP_017787626.1	XP_008190751.1, NP_001182329.1
OG0000317	XP_017789247.1	XP_008200064.1
OG0000318	XP_017794915.1	XP_008192121.1, XP_974398.1
OG0000319	XP_017793487.1	XP_967713.1, XP_971783.1
OG0000320	XP_017798550.1	XP_008196303.1, XP_015837420.1, XP_008196304.1
OG0000321	XP_017794268.1	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1
OG0000322	XP_017791003.1	XP_974306.1
OG0000322	XP_017792259.1, XP_017792257.1, XP_017792260.1	XP_008191340.1
OG0000323	XP_017793291.1, XP_017793301.1	XP_015839632.1, XP_015839647.1
OG0000324	XP_017793796.1, XP_017796882.1	XP_015834170.1, XP_015834173.1
OG0000325	XP_017795690.1, XP_017795689.1	XP_970199.2, XP_015838203.1, XP_015838204.1, XP_008196730.1
OG0000326	XP_017796830.1, XP_017795870.1	XP_015834991.1, XP_008192193.1, XP_008192194.1
OG0000327	XP_017793295.1	XP_015833709.1
OG0000327	XP_017793298.1	XP_008191189.2
OG0000330	XP_017787722.1	XP_967194.1, XP_973575.3, XP_968237.2
OG0000331	XP_017798011.1	XP_972225.1
OG0000332	XP_017792113.1	XP_971957.1
OG0000333	XP_017797214.1, XP_017796435.1	XP_015839725.1
OG0000334	XP_017792528.1	XP_015836026.1
OG0000335	XP_017792772.1	XP_971201.1
OG0000336	XP_017788072.1	XP_001814361.1
OG0000337	XP_017793012.1	XP_008198111.1, XP_008198112.1
OG0000338	XP_017791744.1	XP_008197000.1
OG0000339	XP_017790714.1	XP_975511.1
OG0000339	XP_017797978.1, XP_017797977.1	NP_001177648.1, XP_008193158.1
OG0000340	XP_017796539.1	XP_008200736.1
OG0000340	XP_017794738.1	XP_015838405.1, XP_973952.1, XP_973891.1
OG0000341	XP_017797340.1, XP_017797341.1	XP_975221.1
OG0000342	XP_017793328.1	XP_008198162.1
OG0000342	XP_017793414.1	XP_968153.2
OG0000343	XP_017794440.1	XP_008193357.1
OG0000344	XP_017788369.1	XP_015840052.1, XP_015840053.1
OG0000345	XP_017789387.1, XP_017789386.1, XP_017789385.1	XP_015838177.1
OG0000347	XP_017796917.1	XP_008196770.1
OG0000348	XP_017794556.1, XP_017794557.1	XP_008195650.1
OG0000349	XP_017792810.1	XP_008199681.1, XP_008199682.1, XP_015839246.1
OG0000350	XP_017795578.1	XP_008197841.1, XP_971237.1
OG0000351	XP_017796142.1	XP_971635.2, XP_008196968.1
OG0000352	XP_017789207.1, XP_017789128.1	XP_974349.1
OG0000356	XP_017795527.1, XP_017795525.1	XP_008197708.1, XP_008197784.2
OG0000357	XP_017797704.1	XP_008194728.1
OG0000358	XP_017791660.1	XP_972062.1
OG0000360	XP_017796307.1	XP_008195292.1, XP_967057.1
OG0000361	XP_017793542.1	XP_973660.1
OG0000362	XP_017795140.1	NP_001161781.1
OG0000363	XP_017792001.1	XP_970320.1
OG0000363	XP_017791082.1	XP_015834105.1
OG0000364	XP_017790691.1	XP_008200761.1, XP_015840859.1, XP_008192910.2, XP_966855.1
OG0000366	XP_017796670.1	XP_015840947.1, NP_001107777.1
OG0000367	XP_017792517.1, XP_017792500.1, XP_017792509.1	XP_008194856.1, XP_015836457.1
OG0000368	XP_017789944.1	XP_976104.1, XP_015838018.1
OG0000369	XP_017794761.1, XP_017788218.1	XP_008201712.1
OG0000370	XP_017791625.1	XP_015839940.1
OG0000371	XP_017795103.1, XP_017795102.1	XP_008201299.1
OG0000372	XP_017797846.1, XP_017793266.1	XP_015836666.1
OG0000375	XP_017792240.1	XP_015838589.1
OG0000376	XP_017795456.1, XP_017795455.1, XP_017795454.1, XP_017795458.1, XP_017795457.1	XP_008190447.1
OG0000377	XP_017788281.1	XP_008198810.1
OG0000377	XP_017787890.1	XP_008199609.1
OG0000378	XP_017797599.1	XP_008190395.1
OG0000379	XP_017795222.1	XP_008191956.1, XP_015836606.1
OG0000380	XP_017797706.1, XP_017797714.1, XP_017797723.1, XP_017797698.1	XP_970911.1, XP_015835308.1
OG0000381	XP_017797366.1	XP_015834938.1
OG0000381	XP_017796437.1	XP_001813974.1
OG0000382	XP_017790268.1, XP_017798231.1	XP_966771.1
OG0000383	XP_017797122.1, XP_017795215.1, XP_017797126.1, XP_017792569.1, XP_017792570.1, XP_017796732.1, XP_017796955.1, XP_017796957.1, XP_017797042.1	XP_015840217.1
OG0000384	XP_017794439.1	XP_001813130.1
OG0000385	XP_017797950.1, XP_017797565.1	XP_008200161.1
OG0000386	XP_017789743.1, XP_017789553.1	XP_970034.2
OG0000387	XP_017798889.1	XP_968734.1
OG0000388	XP_017794104.1	XP_974824.1
OG0000388	XP_017792981.1	XP_974813.1
OG0000389	XP_017798961.1, XP_017795910.1	XP_008191053.1, XP_971552.2
OG0000390	XP_017795613.1	XP_970733.3
OG0000392	XP_017796720.1, XP_017797008.1, XP_017796987.1	XP_015839708.1
OG0000394	XP_017798876.1	XP_008190453.1, XP_015836362.1, XP_970450.1
OG0000395	XP_017795714.1, XP_017789320.1	XP_967306.3
OG0000396	XP_017793863.1	XP_967256.1
OG0000397	XP_017797882.1	XP_973626.3
OG0000398	XP_017790243.1	XP_973071.1
OG0000399	XP_017787510.1, XP_017787511.1, XP_017787509.1, XP_017787505.1, XP_017787512.1	XP_015838955.1
OG0000401	XP_017793697.1, XP_017793696.1, XP_017793694.1	XP_973474.1
OG0000403	XP_017799362.1, XP_017799360.1	XP_015835469.1
OG0000405	XP_017791752.1	XP_975505.1
OG0000405	XP_017789951.1	XP_969335.1
OG0000406	XP_017789102.1	XP_015840310.1
OG0000406	XP_017789038.1	XP_967861.2
OG0000407	XP_017790216.1	XP_008198805.1
OG0000408	XP_017795669.1	XP_008190910.1
OG0000408	XP_017795675.1	XP_008199142.1, XP_970081.3
OG0000409	XP_017788680.1	XP_015835314.1, XP_008200456.1, XP_972202.1, XP_008200455.1
OG0000410	XP_017796930.1	XP_008194279.1
OG0000410	XP_017791320.1	XP_008199891.1
OG0000411	XP_017788188.1	XP_008191461.1
OG0000411	XP_017792047.1	XP_001813433.1
OG0000412	XP_017796421.1	XP_015836557.1, XP_971694.2
OG0000413	XP_017799108.1	XP_969620.2
OG0000415	XP_017798266.1	XP_973217.2
OG0000416	XP_017799179.1, XP_017797041.1, XP_017797102.1, XP_017793821.1, XP_017795986.1, XP_017791946.1, XP_017797088.1	XP_008192545.1
OG0000417	XP_017795279.1	XP_008198772.1
OG0000417	XP_017791833.1	XP_974698.1
OG0000418	XP_017795813.1	XP_015833481.1
OG0000419	XP_017795339.1, XP_017795340.1	XP_971173.1, XP_015838774.1
OG0000420	XP_017798908.1	XP_008192326.1, XP_001816525.1, XP_008192327.1, XP_008192332.1
OG0000420	XP_017799021.1	XP_008199675.1
OG0000421	XP_017795008.1	XP_008192097.1
OG0000422	XP_017795112.1	XP_008192616.1
OG0000423	XP_017798104.1, XP_017798105.1	XP_008199561.1
OG0000424	XP_017797972.1, XP_017797974.1	XP_015840415.1
OG0000425	XP_017789685.1	XP_969804.2
OG0000426	XP_017790169.1	XP_973970.1
OG0000427	XP_017796073.1	XP_008196417.1
OG0000428	XP_017789672.1	XP_015839428.1, XP_008194527.2
OG0000429	XP_017793783.1, XP_017793781.1, XP_017793782.1, XP_017793784.1, XP_017793785.1	XP_008196407.1, XP_015837255.1
OG0000430	XP_017799298.1, XP_017795146.1	XP_008190881.1, XP_008197779.1, XP_008197331.1, XP_008199845.1
OG0000431	XP_017791115.1	XP_015839887.1, XP_967707.1, XP_008190865.1, XP_015834261.1
OG0000432	XP_017799524.1, XP_017799522.1, XP_017799525.1	XP_973723.1
OG0000433	XP_017790681.1, XP_017790690.1	XP_015835623.1, NP_001139342.1, XP_008193524.2, NP_001139461.1
OG0000434	XP_017796879.1	XP_972017.1, XP_008196460.1, XP_008196458.1, XP_008196459.1, XP_015838266.1, XP_015838265.1
OG0000436	XP_017794103.1	XP_008197909.1
OG0000436	XP_017794051.1	XP_970620.1
OG0000437	XP_017791397.1	XP_008200406.1
OG0000438	XP_017790637.1, XP_017790781.1	XP_971688.3
OG0000439	XP_017793620.1	XP_008193933.1
OG0000440	XP_017791215.1, XP_017792511.1	XP_008200809.1
OG0000441	XP_017799585.1	XP_008198701.1, XP_008198702.1, XP_008198700.1, XP_008198703.1
OG0000442	XP_017788630.1	XP_008197799.1, XP_968004.1
OG0000443	XP_017792400.1	XP_974381.2
OG0000444	XP_017793482.1	NP_001164534.1, NP_001164533.1
OG0000445	XP_017787663.1	XP_008193734.1
OG0000446	XP_017798854.1	XP_008198655.1, XP_008198715.2, XP_008198651.1
OG0000447	XP_017799505.1, XP_017799506.1, XP_017799503.1, XP_017799504.1, XP_017799502.1	XP_008191853.2
OG0000448	XP_017788599.1, XP_017788600.1	XP_969343.1
OG0000449	XP_017793090.1	XP_966346.1
OG0000450	XP_017796177.1, XP_017796175.1, XP_017796176.1, XP_017796181.1, XP_017796182.1, XP_017796183.1, XP_017796184.1, XP_017796185.1, XP_017796186.1, XP_017796178.1, XP_017796180.1	NP_001157610.1, XP_015835206.1
OG0000451	XP_017789645.1, XP_017789644.1, XP_017789648.1, XP_017789647.1, XP_017789646.1	XP_972488.2
OG0000452	XP_017793368.1	XP_008195563.1
OG0000452	XP_017794161.1	XP_008190571.1
OG0000453	XP_017798574.1	XP_008196382.1, XP_008196383.1, XP_008196384.1
OG0000454	XP_017787598.1	XP_008197523.2
OG0000455	XP_017788425.1	NP_001280547.1, XP_008193388.1
OG0000456	XP_017794164.1	XP_969928.1, XP_008196724.1
OG0000457	XP_017792802.1	XP_015835204.1, NP_001076795.1, XP_015837745.1, NP_001076796.1
OG0000458	XP_017799233.1, XP_017799234.1, XP_017799236.1, XP_017799237.1, XP_017799238.1, XP_017799232.1	XP_967155.1
OG0000459	XP_017790741.1	XP_968944.1
OG0000460	XP_017799319.1	XP_968752.1
OG0000460	XP_017799320.1	XP_968824.2
OG0000461	XP_017788829.1	XP_008198752.1
OG0000462	XP_017787925.1	XP_015840075.1
OG0000463	XP_017799064.1	XP_015833244.1, XP_015833229.1
OG0000464	XP_017799008.1	XP_015836316.1, XP_015837285.1, XP_015836265.1, XP_015835579.1
OG0000465	XP_017796141.1	XP_008198275.1
OG0000466	XP_017790404.1	XP_969900.1, XP_008191787.1
OG0000467	XP_017793388.1	XP_008198462.1, XP_008198465.1, XP_967712.2, XP_008198474.1
OG0000468	XP_017795101.1	XP_008194809.1
OG0000469	XP_017797236.1	XP_967943.1, NP_001306191.1
OG0000471	XP_017797336.1	XP_972436.1
OG0000474	XP_017788334.1, XP_017788335.1, XP_017788333.1	XP_967468.1
OG0000475	XP_017796621.1	XP_008193995.1, XP_015836218.1, XP_969591.2
OG0000476	XP_017791962.1	NP_001127700.1, XP_015834940.1, NP_001120783.1
OG0000477	XP_017793688.1, XP_017799389.1	NP_001164309.1, XP_008198961.1, XP_969867.1
OG0000478	XP_017789075.1	XP_970086.1
OG0000479	XP_017793128.1	XP_015839265.1, XP_008198225.1
OG0000480	XP_017793583.1	XP_008194196.2, XP_015836177.1, XP_015836175.1, XP_008194198.2, XP_008194199.2, XP_015835638.1, XP_015835640.1, XP_015835226.1
OG0000482	XP_017797925.1	XP_015838834.1, XP_970997.2
OG0000483	XP_017798974.1	XP_015837619.1, XP_008196295.1, XP_973683.1, XP_015837618.1, XP_015837422.1
OG0000484	XP_017787953.1	XP_008198466.1
OG0000485	XP_017797839.1, XP_017797837.1	XP_971795.1
OG0000488	XP_017789931.1	XP_970829.1
OG0000489	XP_017787699.1	XP_971503.1, XP_015836306.1, XP_015836308.1
OG0000490	XP_017789278.1, XP_017789280.1	XP_970402.1
OG0000491	XP_017791699.1	XP_966641.2
OG0000492	XP_017788147.1	XP_008191436.1, XP_008191435.1, XP_008191434.1
OG0000494	XP_017795531.1	XP_008193825.2
OG0000495	XP_017791652.1	XP_971329.1
OG0000496	XP_017792221.1	XP_968047.1
OG0000497	XP_017790955.1	XP_975478.1
OG0000497	XP_017793631.1	XP_008196347.1, XP_015837674.1, XP_015837673.1
OG0000498	XP_017799571.1	XP_971487.1
OG0000499	XP_017789145.1	XP_008195723.1, XP_008195722.1, XP_008195721.1
OG0000500	XP_017797598.1	XP_015840287.1
OG0000500	XP_017797575.1	XP_015840276.1
OG0000501	XP_017795060.1	XP_008199865.1
OG0000501	XP_017795042.1	XP_015836029.1
OG0000502	XP_017788154.1	XP_972728.2
OG0000503	XP_017788135.1, XP_017788134.1	XP_967287.2
OG0000504	XP_017789156.1, XP_017789133.1, XP_017789148.1, XP_017789141.1, XP_017789164.1, XP_017788787.1	XP_968718.1, XP_008194015.1, XP_974277.2
OG0000505	XP_017798745.1	XP_969277.1
OG0000506	XP_017794431.1, XP_017795342.1	XP_008199411.2
OG0000507	XP_017787753.1	XP_001807284.2, XP_976138.1, XP_001811691.1
OG0000508	XP_017795402.1	XP_008192396.1
OG0000509	XP_017788498.1	XP_969380.1, NP_001107848.1, XP_015840636.1, XP_969234.1, XP_975485.1, XP_008201472.1, XP_008201470.1
OG0000510	XP_017792920.1	XP_967289.1, XP_967368.2, XP_008190366.1
OG0000512	XP_017793772.1	NP_001157690.1, XP_008200992.1
OG0000516	XP_017796482.1	XP_974600.1
OG0000517	XP_017790071.1, XP_017790072.1	XP_972373.1
OG0000518	XP_017798671.1	XP_966468.1
OG0000519	XP_017791021.1	XP_001806886.2
OG0000520	XP_017791645.1	XP_015833266.1
OG0000521	XP_017789663.1	XP_001811514.1
OG0000522	XP_017795143.1, XP_017789557.1	NP_001161913.1, XP_008196457.1
OG0000523	XP_017799377.1, XP_017799382.1	XP_015836678.1
OG0000524	XP_017792371.1	XP_008192982.2, XP_970562.1, XP_008201110.1, XP_008201109.1
OG0000525	XP_017798452.1, XP_017798453.1	XP_001809545.1
OG0000527	XP_017788912.1, XP_017788913.1	XP_015838420.1, XP_008197239.1
OG0000528	XP_017787650.1	XP_967647.1, XP_967722.1, XP_967491.1, XP_968058.1
OG0000529	XP_017796215.1, XP_017787860.1	XP_008198334.1, XP_008198335.1, XP_967559.1, XP_975266.1
OG0000530	XP_017798790.1	XP_970745.1
OG0000530	XP_017798780.1	XP_970872.1, XP_015838435.1
OG0000531	XP_017794200.1, XP_017794146.1	XP_015840171.1
OG0000533	XP_017792307.1	XP_008194514.1
OG0000536	XP_017799141.1	NP_001103421.1
OG0000537	XP_017790713.1	XP_015836346.1, XP_008192475.2
OG0000537	XP_017792995.1	XP_969952.4, XP_015834579.1
OG0000537	XP_017790753.1	XP_015836573.1
OG0000538	XP_017796205.1	XP_008197210.1
OG0000540	XP_017795754.1	XP_967811.2
OG0000540	XP_017793564.1	XP_008193435.1
OG0000541	XP_017799087.1, XP_017799088.1	XP_008190720.1, XP_015835927.1
OG0000543	XP_017794217.1	XP_008190924.1
OG0000544	XP_017793535.1, XP_017793536.1	XP_015837254.1
OG0000545	XP_017791585.1, XP_017795197.1	XP_015835441.1, XP_008193197.1, XP_008193198.1, XP_015835442.1
OG0000546	XP_017799411.1, XP_017794398.1	XP_008200617.2, XP_015836988.1
OG0000547	XP_017792331.1, XP_017792330.1	XP_968849.1, XP_968920.2, XP_008198190.1
OG0000548	XP_017796667.1	XP_970301.1, XP_970367.1, XP_015837980.1
OG0000548	XP_017796664.1	XP_974777.1, XP_974760.1
OG0000549	XP_017795711.1	XP_015836136.1
OG0000550	XP_017788192.1, XP_017788193.1, XP_017788191.1, XP_017788190.1, XP_017788189.1	XP_015840853.1
OG0000551	XP_017787789.1, XP_017787791.1	XP_008194780.1, XP_015840169.1, XP_015838553.1, XP_015840168.1
OG0000552	XP_017796466.1	XP_008200934.1, NP_001039273.1
OG0000552	XP_017795804.1	NP_001039290.1
OG0000553	XP_017790038.1, XP_017790039.1, XP_017790040.1	XP_008199860.1, XP_008199859.1, XP_008199862.1, XP_008199861.1, XP_969742.1
OG0000554	XP_017789918.1, XP_017795903.1	XP_975135.1
OG0000555	XP_017789808.1	XP_008197491.1
OG0000555	XP_017789811.1	XP_008196201.1, XP_974181.1
OG0000556	XP_017790775.1, XP_017790774.1	XP_967184.1
OG0000557	XP_017794527.1, XP_017794529.1, XP_017794528.1, XP_017794530.1	NP_001107844.1, XP_008191995.1
OG0000558	XP_017790823.1	XP_971409.1
OG0000558	XP_017791113.1	XP_008192371.1
OG0000559	XP_017798356.1	XP_008192145.1
OG0000560	XP_017791847.1	XP_015835693.1
OG0000561	XP_017790460.1	XP_015838975.1, XP_015838976.1, XP_015838977.1
OG0000561	XP_017790394.1	XP_015838973.1
OG0000562	XP_017795295.1	XP_015834699.1
OG0000562	XP_017795319.1, XP_017795318.1	XP_968620.1
OG0000563	XP_017788619.1	XP_969628.1
OG0000564	XP_017793513.1	XP_008197984.1
OG0000565	XP_017794595.1, XP_017796419.1	XP_976359.2
OG0000567	XP_017795556.1, XP_017798953.1	XP_008193182.1, XP_008198396.1
OG0000568	XP_017799520.1	XP_973251.1
OG0000569	XP_017788296.1	NP_001034492.1
OG0000569	XP_017793315.1	XP_008194188.1, NP_001034491.1
OG0000570	XP_017794289.1	XP_008191357.1, XP_008191356.1
OG0000571	XP_017798518.1	XP_015837858.1, XP_008196145.1
OG0000573	XP_017788476.1	XP_015835019.1
OG0000574	XP_017799602.1	XP_008193229.1
OG0000574	XP_017799579.1	XP_966720.1
OG0000575	XP_017799412.1, XP_017799413.1	XP_973751.2, XP_015840907.1, XP_973717.2
OG0000576	XP_017794420.1	XP_015835491.1, XP_008193294.1
OG0000577	XP_017788396.1, XP_017788395.1	XP_968282.1
OG0000579	XP_017787826.1	XP_008190509.1, XP_008190508.1
OG0000582	XP_017795164.1	XP_008194670.1
OG0000584	XP_017798769.1	XP_008201459.1
OG0000585	XP_017798269.1, XP_017796240.1	XP_973753.1
OG0000586	XP_017788474.1	NP_001164360.1
OG0000587	XP_017795762.1	XP_966904.1
OG0000588	XP_017787593.1, XP_017787594.1	XP_008198243.1
OG0000589	XP_017787799.1	XP_015832979.1, XP_008190545.1
OG0000590	XP_017791211.1	XP_974222.2, XP_015834947.1, XP_008192629.1, XP_008192628.1
OG0000591	XP_017790711.1	XP_975644.1
OG0000592	XP_017794652.1	XP_972187.1, XP_972238.1
OG0000592	XP_017789564.1	XP_967660.1, XP_974372.1, XP_974394.1, XP_974346.1, XP_008192579.1
OG0000593	XP_017791548.1	XP_971718.1
OG0000594	XP_017790432.1	XP_008198309.1, XP_008198310.1, XP_015839110.1, XP_974863.1
OG0000595	XP_017792912.1	XP_966364.1
OG0000595	XP_017792911.1	XP_968010.1
