Orthogroup	Habropoda_laboriosa	Aedes_aegypti
OG0000237	XP_017794664.1	XP_021707698.1
OG0000237	XP_017794663.1	XP_021708376.1
OG0000239	XP_017788956.1, XP_017788957.1, XP_017788955.1	XP_001648774.2, XP_021704849.1, XP_021705252.1, XP_001662669.2
OG0000241	XP_017793226.1, XP_017793227.1, XP_017793317.1, XP_017793318.1, XP_017793285.1, XP_017797037.1	XP_001661295.2, XP_001652449.1
OG0000243	XP_017797616.1	XP_001656949.2, XP_001656950.2, XP_021705735.1, XP_021704726.1
OG0000244	XP_017798659.1	XP_001652340.2
OG0000245	XP_017796958.1, XP_017796963.1	XP_001663686.2, XP_001663685.2, XP_021699381.1, XP_021699380.1, XP_001663688.2, XP_001650638.2, XP_001650639.2, XP_001661890.1, XP_001661891.2, XP_001661190.2, XP_001648968.1
OG0000246	XP_017787631.1	XP_021702972.1
OG0000246	XP_017787636.1	XP_001661057.2
OG0000247	XP_017790662.1	XP_021693011.1, XP_001651225.2, XP_001651227.2, XP_001650550.2
OG0000247	XP_017790661.1	XP_021694288.1
OG0000248	XP_017792985.1	XP_021712411.1, XP_021695736.1, XP_021712410.1, XP_001648018.2, XP_021695735.1, XP_001651553.2
OG0000249	XP_017795192.1	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1
OG0000250	XP_017791430.1, XP_017790978.1, XP_017797061.1	XP_001660282.2, XP_021705092.1
OG0000252	XP_017797270.1, XP_017797289.1, XP_017797280.1	XP_001659013.1, XP_021711486.1
OG0000253	XP_017796608.1	XP_021694648.1, XP_021694649.1, XP_021694646.1, XP_021694644.1, XP_001658552.1, XP_021694643.1, XP_021694642.1, XP_021694641.1, XP_021694640.1, XP_021694647.1
OG0000253	XP_017795187.1	XP_021703386.1, XP_021703387.1, XP_021703388.1
OG0000254	XP_017789988.1	XP_001664252.1
OG0000254	XP_017793665.1	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1
OG0000255	XP_017793024.1	XP_021695873.1
OG0000256	XP_017799058.1	XP_001659923.1
OG0000257	XP_017797798.1	XP_021707001.1
OG0000257	XP_017797796.1	XP_001653528.1
OG0000261	XP_017796472.1	XP_001653512.1
OG0000263	XP_017793038.1	XP_021695756.1, XP_001659895.1
OG0000264	XP_017789982.1	XP_021699793.1
OG0000264	XP_017790586.1, XP_017790587.1	XP_001654772.1
OG0000266	XP_017799566.1	XP_001663718.1
OG0000266	XP_017789615.1	XP_001648452.3
OG0000269	XP_017794671.1	XP_021694258.1
OG0000270	XP_017790438.1, XP_017790393.1	XP_021693340.1
OG0000270	XP_017790436.1	XP_021693342.1
OG0000271	XP_017796506.1	XP_021694461.1, XP_021694462.1, XP_001657210.3, XP_021694460.1
OG0000272	XP_017794633.1	XP_021702656.1, XP_001651408.2
OG0000273	XP_017796843.1, XP_017791956.1	XP_021697010.1
OG0000274	XP_017788622.1	XP_021701671.1, XP_021701673.1, XP_021701670.1, XP_021701669.1, XP_021701674.1, XP_021701675.1, XP_021700871.1, XP_021700753.1, XP_021711724.1
OG0000274	XP_017790712.1	XP_021708647.1, XP_021712554.1
OG0000275	XP_017791259.1	XP_021698978.1, XP_021698986.1, XP_021698985.1, XP_021698984.1, XP_021698983.1, XP_021698982.1, XP_021698981.1, XP_021698980.1, XP_021698979.1, XP_021698977.1
OG0000277	XP_017798618.1, XP_017798619.1, XP_017798620.1	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1
OG0000278	XP_017793717.1	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1
OG0000279	XP_017788771.1	XP_021701402.1, XP_021704615.1
OG0000281	XP_017793218.1	XP_021704238.1, XP_021704239.1, XP_001651431.1
OG0000283	XP_017790766.1	XP_021699203.1
OG0000284	XP_017791641.1	XP_021713281.1
OG0000284	XP_017793660.1, XP_017792010.1	XP_001649911.1
OG0000285	XP_017798151.1	XP_021711274.1, XP_021711275.1, XP_001654392.1, XP_001654393.1
OG0000287	XP_017788179.1	XP_021693442.1, XP_021693441.1, XP_021693440.1, XP_021693439.1, XP_001654533.1, XP_001654534.1, XP_021693438.1, XP_001653434.1
OG0000288	XP_017789073.1	XP_021708643.1
OG0000288	XP_017788636.1	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1
OG0000289	XP_017799003.1	XP_001653392.1, XP_021700629.1
OG0000291	XP_017793299.1, XP_017794759.1	XP_001660325.1
OG0000292	XP_017796966.1	XP_021705719.1
OG0000295	XP_017795274.1, XP_017795266.1	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1
OG0000296	XP_017788651.1, XP_017788659.1, XP_017788642.1	XP_021696627.1, XP_001652037.1
OG0000298	XP_017790769.1, XP_017790767.1	XP_001653995.1
OG0000299	XP_017788114.1	XP_001651322.2
OG0000300	XP_017794224.1, XP_017794223.1	XP_001648404.2
OG0000300	XP_017790327.1	XP_001655172.1
OG0000301	XP_017798433.1	XP_001648376.1
OG0000301	XP_017789978.1	XP_001658068.2
OG0000302	XP_017797066.1	XP_021704818.1
OG0000302	XP_017789605.1	XP_011493002.2
OG0000303	XP_017798322.1	XP_001654671.2
OG0000304	XP_017799529.1	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1
OG0000305	XP_017790464.1	XP_021713275.1
OG0000305	XP_017799153.1	XP_021709869.1
OG0000306	XP_017793663.1, XP_017793662.1	XP_021713149.1, XP_001657736.2
OG0000307	XP_017794904.1, XP_017794906.1, XP_017794905.1	XP_001648503.2, XP_021709490.1
OG0000308	XP_017790044.1	XP_021704951.1, XP_001652493.1
OG0000309	XP_017798375.1	XP_021703498.1, XP_021703499.1, XP_021703500.1, XP_021703501.1
OG0000310	XP_017796412.1	XP_021709445.1, XP_021707061.1
OG0000311	XP_017792683.1	XP_001663796.1
OG0000312	XP_017790961.1, XP_017795474.1	XP_011493181.2
OG0000313	XP_017787470.1, XP_017787453.1	XP_021711596.1
OG0000314	XP_017796592.1	XP_001651916.1, XP_021710674.1, XP_001651919.1
OG0000314	XP_017796594.1	XP_021694403.1
OG0000315	XP_017796950.1, XP_017796373.1	XP_001659087.2, XP_021708161.1, XP_001659089.2, XP_021708674.1, XP_021708675.1
OG0000316	XP_017787626.1	XP_001659462.2
OG0000316	XP_017788611.1	XP_021708459.1
OG0000317	XP_017789247.1	XP_021709328.1
OG0000318	XP_017794915.1	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1
OG0000319	XP_017793487.1	XP_021696890.1, XP_021696891.1, XP_021696892.1, XP_021696894.1, XP_021696895.1, XP_021696896.1, XP_021696897.1, XP_021696893.1, XP_001650010.1, XP_021696889.1
OG0000320	XP_017798550.1	XP_001657626.2, XP_021712346.1, XP_021707306.1, XP_021707307.1, XP_001652831.1, XP_001663870.2, XP_001653082.1
OG0000321	XP_017794268.1	XP_001654226.2
OG0000322	XP_017791003.1	XP_021699357.1, XP_001664072.2, XP_001664071.2
OG0000323	XP_017793291.1, XP_017793301.1	XP_021709796.1
OG0000325	XP_017795690.1, XP_017795689.1	XP_021707537.1, XP_021707536.1, XP_021707533.1, XP_021707534.1, XP_021707535.1, XP_021707531.1, XP_021707530.1, XP_021707529.1, XP_021707538.1, XP_021707532.1
OG0000326	XP_017796830.1, XP_017795870.1	XP_021704815.1, XP_001661509.1, XP_021704813.1, XP_021704814.1, XP_021706377.1
OG0000327	XP_017793295.1	XP_021696134.1, XP_021696137.1, XP_021696149.1
OG0000329	XP_017792790.1	XP_001663012.2, XP_001663019.1, XP_001663014.2, XP_021713330.1, XP_001663018.1, XP_001663020.2, XP_001663015.2, XP_001657173.1
OG0000330	XP_017787722.1	XP_021712238.1, XP_001657293.2, XP_001657289.2, XP_001657288.2
OG0000332	XP_017792113.1	XP_001648362.2
OG0000333	XP_017797214.1, XP_017796435.1	XP_021693426.1
OG0000334	XP_017792528.1	XP_021701876.1
OG0000335	XP_017792772.1	XP_021711938.1
OG0000336	XP_017798007.1, XP_017788072.1	XP_001655208.2
OG0000337	XP_017793012.1	XP_021696470.1, XP_021696471.1, XP_021711867.1
OG0000338	XP_017792145.1	XP_021704339.1, XP_021712750.1, XP_021699898.1, XP_021699880.1, XP_001648753.2
OG0000339	XP_017790714.1	XP_001648723.1
OG0000339	XP_017797978.1, XP_017797977.1	XP_001656676.1
OG0000340	XP_017794738.1	XP_021705793.1
OG0000341	XP_017797340.1, XP_017797341.1	XP_021702717.1, XP_001659283.1
OG0000342	XP_017793328.1	XP_021700597.1
OG0000342	XP_017793414.1	XP_021709325.1
OG0000343	XP_017794440.1	XP_021708138.1, XP_021708134.1, XP_021708135.1, XP_021708132.1, XP_021708133.1, XP_021708130.1, XP_021708131.1, XP_021708137.1, XP_021708129.1, XP_021708128.1, XP_021708127.1, XP_021708136.1, XP_021708126.1, XP_021704604.1
OG0000344	XP_017788369.1	XP_021697739.1, XP_021697741.1, XP_021697740.1
OG0000345	XP_017789387.1, XP_017789386.1, XP_017789385.1	XP_021707280.1, XP_021707281.1, XP_021707282.1
OG0000347	XP_017796917.1	XP_021700452.1
OG0000349	XP_017792810.1	XP_021693827.1
OG0000350	XP_017795578.1	XP_001659213.2
OG0000351	XP_017796142.1	XP_021707134.1, XP_001647780.1
OG0000352	XP_017789207.1, XP_017789128.1	XP_021696227.1, XP_021696225.1, XP_021696229.1, XP_021696224.1, XP_021696228.1, XP_021696219.1, XP_021696220.1, XP_021696221.1, XP_021696216.1, XP_021696217.1, XP_021696222.1, XP_021696223.1, XP_001654250.2, XP_021696226.1
OG0000356	XP_017795527.1, XP_017795525.1	XP_001657830.1, XP_001648015.1, XP_001647923.1, XP_001655977.1, XP_001647921.1, XP_001647922.2
OG0000357	XP_017797704.1	XP_021701084.1
OG0000358	XP_017791660.1	XP_001661132.1, XP_021698766.1
OG0000360	XP_017796307.1	XP_021705669.1, XP_021705670.1
OG0000361	XP_017793542.1	XP_001650659.2, XP_021704356.1, XP_021704357.1, XP_021704358.1, XP_021704359.1, XP_001653317.1
OG0000362	XP_017795140.1	XP_021698010.1
OG0000363	XP_017792001.1	XP_001660101.2
OG0000363	XP_017791082.1	XP_001660100.2, XP_021693660.1, XP_021708215.1, XP_011492937.1
OG0000364	XP_017790691.1	XP_021701773.1, XP_001658074.1, XP_021701778.1, XP_021701775.1, XP_021701774.1, XP_021701777.1, XP_021701776.1
OG0000365	XP_017795022.1	XP_021696655.1, XP_021696656.1, XP_001652059.2
OG0000366	XP_017796670.1	XP_021698510.1, XP_021698495.1, XP_021698505.1, XP_021698504.1, XP_021698507.1
OG0000367	XP_017792517.1, XP_017792500.1, XP_017792509.1	XP_001650261.2
OG0000368	XP_017789979.1, XP_017789944.1	XP_001649238.1, XP_001649236.1, XP_021705594.1
OG0000369	XP_017794761.1, XP_017788218.1	XP_021706588.1, XP_021708003.1
OG0000370	XP_017791625.1	XP_021712555.1
OG0000370	XP_017791571.1	XP_001658407.1
OG0000372	XP_017797846.1, XP_017793266.1	XP_001653705.2
OG0000375	XP_017792240.1	XP_001652513.1
OG0000376	XP_017795456.1, XP_017795455.1, XP_017795454.1, XP_017795458.1, XP_017795457.1	XP_021711017.1
OG0000377	XP_017788281.1	XP_001660801.2
OG0000377	XP_017787890.1	XP_001652672.1, XP_001652671.1, XP_001652673.1
OG0000378	XP_017797600.1, XP_017797614.1, XP_017797599.1	XP_021709491.1
OG0000379	XP_017795222.1	XP_021704205.1, XP_021704206.1
OG0000380	XP_017797706.1, XP_017797714.1, XP_017797723.1, XP_017797698.1	XP_001658589.2, XP_021700482.1
OG0000381	XP_017797366.1	XP_021709141.1
OG0000381	XP_017796437.1	XP_021708636.1, XP_001653770.1
OG0000382	XP_017790268.1, XP_017798231.1	XP_021712504.1, XP_021705463.1
OG0000384	XP_017794439.1	XP_001660403.1
OG0000385	XP_017797950.1, XP_017797565.1	XP_021712982.1, XP_001649476.1
OG0000386	XP_017789743.1, XP_017789553.1	XP_011493284.1, XP_001651049.1, XP_021694539.1
OG0000387	XP_017798889.1	XP_001651743.2, XP_001651741.2, XP_021706845.1, XP_021706846.1, XP_021707468.1, XP_021707467.1
OG0000388	XP_017794104.1	XP_021694733.1
OG0000388	XP_017792981.1	XP_001659821.1
OG0000389	XP_017798961.1, XP_017795910.1	XP_001653489.2, XP_001653487.1
OG0000390	XP_017795613.1	XP_001652622.1
OG0000391	XP_017788404.1	XP_021708186.1, XP_021708180.1
OG0000392	XP_017796720.1, XP_017797008.1, XP_017796987.1	XP_021694279.1
OG0000394	XP_017798876.1	XP_021705811.1, XP_021705815.1, XP_021705814.1, XP_021705816.1, XP_021705810.1, XP_021705812.1, XP_021705813.1
OG0000395	XP_017795714.1, XP_017789320.1	XP_021711480.1
OG0000396	XP_017793863.1	XP_001649428.2, XP_001651977.1, XP_001651979.1, XP_021694881.1
OG0000397	XP_017797882.1	XP_021705047.1, XP_021705046.1, XP_021712900.1
OG0000398	XP_017790243.1	XP_001654423.1
OG0000399	XP_017787510.1, XP_017787511.1, XP_017787509.1, XP_017787505.1, XP_017787512.1	XP_021701463.1, XP_021701471.1, XP_021701437.1
OG0000400	XP_017793178.1	XP_021708893.1, XP_001657539.2, XP_001657536.2
OG0000401	XP_017793697.1, XP_017793696.1, XP_017793694.1	XP_021710740.1, XP_001657992.2, XP_021710747.1
OG0000402	XP_017789839.1	XP_011492940.1, XP_001658086.2
OG0000403	XP_017799362.1, XP_017799360.1	XP_021702997.1, XP_021702978.1, XP_021702985.1, XP_021702994.1
OG0000405	XP_017791752.1	XP_001663334.1
OG0000405	XP_017789951.1	XP_001660991.1
OG0000406	XP_017789102.1	XP_001656191.2
OG0000406	XP_017789038.1	XP_001657673.2, XP_001657671.1, XP_001657674.2
OG0000407	XP_017790216.1	XP_001650092.2
OG0000408	XP_017795669.1	XP_001656144.1
OG0000408	XP_017795675.1	XP_001649800.1
OG0000409	XP_017788680.1	XP_021710172.1, XP_021710173.1, XP_021710174.1, XP_021710175.1, XP_001652242.1, XP_021710171.1, XP_001652240.1
OG0000410	XP_017796930.1	XP_021706294.1, XP_021706293.1
OG0000410	XP_017791320.1	XP_021700545.1, XP_021700546.1, XP_021711935.1
OG0000411	XP_017788188.1	XP_021698601.1
OG0000411	XP_017792047.1	XP_001664033.2
OG0000412	XP_017798621.1	XP_021698414.1
OG0000412	XP_017796421.1	XP_021710181.1, XP_021710186.1
OG0000413	XP_017799108.1	XP_021704464.1, XP_021704463.1, XP_021704462.1, XP_021704461.1, XP_021704460.1, XP_021704471.1, XP_021704472.1, XP_021704469.1, XP_021704470.1, XP_021704467.1, XP_021704468.1, XP_021704465.1, XP_021704466.1
OG0000415	XP_017798266.1	XP_021707878.1
OG0000416	XP_017799179.1, XP_017797041.1, XP_017797102.1, XP_017793821.1, XP_017795986.1, XP_017791946.1, XP_017797088.1	XP_001648022.2
OG0000417	XP_017795279.1	XP_001656516.2
OG0000417	XP_017791833.1	XP_001660338.2
OG0000418	XP_017792468.1	XP_001658954.1
OG0000418	XP_017795813.1	XP_021700067.1
OG0000419	XP_017795339.1, XP_017795340.1	XP_001650207.1
OG0000420	XP_017798908.1	XP_001654248.2, XP_001663090.2, XP_001663089.2
OG0000421	XP_017795008.1	XP_021710730.1
OG0000422	XP_017795112.1	XP_021695345.1
OG0000423	XP_017798104.1, XP_017798105.1	XP_021700803.1, XP_021700802.1, XP_001654139.1, XP_001654140.1
OG0000425	XP_017789685.1	XP_001661159.1
OG0000426	XP_017790169.1	XP_001648511.1, XP_021706083.1
OG0000427	XP_017796073.1	XP_021693479.1
OG0000428	XP_017789672.1	XP_001652376.3
OG0000429	XP_017793783.1, XP_017793781.1, XP_017793782.1, XP_017793784.1, XP_017793785.1	XP_021708592.1
OG0000430	XP_017799298.1, XP_017795146.1	XP_001651734.2
OG0000431	XP_017791115.1	XP_001654510.2, XP_021699064.1, XP_001654511.2, XP_021699065.1, XP_011493547.2, XP_021694254.1, XP_021699035.1, XP_021695235.1
OG0000432	XP_017799524.1, XP_017799522.1, XP_017799525.1	XP_021693214.1, XP_001660788.2
OG0000433	XP_017790681.1, XP_017790690.1	XP_021706095.1
OG0000434	XP_017796879.1	XP_021706134.1, XP_021706133.1, XP_021707113.1, XP_021707115.1
OG0000436	XP_017794103.1	XP_021707245.1, XP_021707240.1
OG0000436	XP_017794051.1	XP_001648952.2
OG0000437	XP_017791397.1	XP_001652247.1
OG0000438	XP_017790637.1, XP_017790781.1	XP_021707499.1
OG0000439	XP_017793620.1	XP_021708260.1
OG0000440	XP_017791215.1	XP_021693136.1
OG0000440	XP_017792511.1	XP_001657753.1
OG0000441	XP_017799585.1	XP_021703713.1, XP_021703712.1, XP_021703709.1, XP_021703711.1
OG0000442	XP_017788630.1	XP_021698175.1, XP_021698170.1
OG0000443	XP_017792400.1	XP_021696026.1
OG0000444	XP_017793482.1	XP_001659746.2
OG0000445	XP_017787663.1	XP_021701995.1, XP_021701992.1, XP_021701996.1, XP_021701994.1
OG0000445	XP_017787664.1	XP_021701997.1
OG0000446	XP_017798854.1	XP_021703072.1, XP_021703048.1, XP_021703054.1, XP_001658093.2, XP_021703060.1
OG0000447	XP_017799505.1, XP_017799506.1, XP_017799503.1, XP_017799504.1, XP_017799502.1	XP_001660470.2, XP_001660472.2
OG0000448	XP_017788599.1, XP_017788600.1	XP_001649735.1
OG0000449	XP_017793090.1	XP_001652874.1
OG0000451	XP_017789645.1, XP_017789644.1, XP_017789648.1, XP_017789647.1, XP_017789646.1	XP_001655826.2
OG0000452	XP_017793368.1	XP_001648925.2
OG0000452	XP_017794161.1	XP_001648027.2
OG0000453	XP_017798574.1	XP_021697495.1
OG0000454	XP_017787598.1	XP_021706461.1
OG0000455	XP_017788425.1	XP_001652284.1, XP_021706466.1, XP_021706467.1
OG0000456	XP_017794164.1	XP_001654206.1, XP_001654207.2, XP_001650194.1
OG0000457	XP_017792802.1	XP_021706429.1, XP_021711607.1, XP_021711608.1
OG0000458	XP_017799233.1, XP_017799234.1, XP_017799236.1, XP_017799237.1, XP_017799238.1, XP_017799232.1	XP_001660837.1
OG0000459	XP_017790741.1	XP_021706301.1, XP_021706296.1, XP_021706297.1, XP_021706298.1, XP_021706299.1, XP_021706300.1, XP_021706302.1
OG0000460	XP_017799319.1	XP_001649855.2
OG0000460	XP_017799320.1	XP_021705970.1, XP_021705971.1
OG0000461	XP_017788829.1	XP_021695522.1
OG0000462	XP_017787925.1	XP_001661490.1
OG0000463	XP_017799064.1	XP_021701569.1, XP_021701573.1, XP_001658986.1, XP_021702949.1
OG0000464	XP_017799008.1	XP_021692926.1, XP_021692928.1
OG0000466	XP_017790404.1	XP_021701291.1, XP_021701290.1, XP_021701289.1, XP_021701288.1, XP_021701299.1, XP_021701298.1, XP_021701297.1, XP_001648093.1, XP_001648092.1, XP_001648088.2, XP_021701300.1
OG0000467	XP_017793388.1	XP_021704958.1
OG0000468	XP_017795101.1	XP_021701552.1
OG0000469	XP_017797236.1	XP_001657083.2
OG0000470	XP_017794884.1	XP_021703041.1, XP_021703042.1, XP_001658302.1
OG0000471	XP_017797336.1	XP_021702045.1, XP_011493210.1
OG0000475	XP_017796621.1	XP_001658443.1
OG0000476	XP_017791962.1	XP_001651876.1
OG0000477	XP_017793688.1	XP_001653252.2, XP_021698468.1
OG0000477	XP_017799389.1	XP_021705457.1
OG0000478	XP_017789075.1	XP_021710495.1
OG0000479	XP_017793128.1	XP_021699545.1, XP_021699548.1, XP_021699547.1, XP_021699553.1, XP_021699551.1, XP_021699552.1, XP_021699549.1, XP_021699550.1, XP_021704290.1
OG0000480	XP_017793583.1	XP_001647877.2, XP_021707116.1, XP_021709330.1, XP_001647875.1, XP_001647874.3
OG0000482	XP_017797925.1	XP_021700824.1, XP_001652443.1, XP_021702781.1, XP_021702769.1
OG0000483	XP_017798974.1	XP_021710437.1, XP_001651282.2, XP_001651280.2, XP_001651281.2, XP_001651279.2
OG0000484	XP_017787953.1	XP_001655592.2
OG0000485	XP_017797839.1, XP_017797837.1	XP_021702534.1, XP_001649650.1
OG0000486	XP_017792228.1	XP_021695997.1
OG0000487	XP_017790807.1, XP_017790777.1	XP_021695383.1, XP_001648267.1, XP_021695379.1
OG0000488	XP_017789931.1	XP_021704843.1, XP_021704842.1, XP_021704841.1
OG0000489	XP_017787699.1	XP_021710339.1, XP_021710340.1, XP_001651533.1
OG0000490	XP_017789278.1, XP_017789280.1	XP_021705413.1
OG0000491	XP_017791699.1	XP_001659566.1, XP_021711040.1, XP_021711043.1, XP_021711042.1, XP_021711045.1, XP_021711044.1, XP_021711047.1, XP_021711046.1, XP_021711049.1, XP_021711048.1, XP_021711038.1, XP_021711039.1, XP_021711036.1, XP_021711037.1, XP_021711034.1, XP_021711035.1, XP_021711051.1, XP_021711050.1, XP_021711053.1, XP_021711041.1, XP_021711052.1
OG0000492	XP_017788147.1	XP_021700463.1, XP_021700462.1, XP_001658450.1
OG0000495	XP_017791652.1	XP_001648105.2
OG0000496	XP_017792221.1	XP_001663387.2
OG0000497	XP_017790955.1	XP_021695023.1
OG0000497	XP_017793631.1	XP_021702634.1
OG0000498	XP_017799571.1	XP_001661660.2
OG0000499	XP_017789145.1	XP_001661019.1
OG0000500	XP_017797598.1	XP_021694568.1, XP_021694566.1, XP_021694563.1
OG0000501	XP_017795060.1	XP_001653016.2, XP_021703695.1
OG0000501	XP_017795042.1	XP_021694596.1, XP_021694597.1
OG0000502	XP_017788450.1	XP_001656851.2
OG0000503	XP_017788135.1, XP_017788134.1	XP_001654241.1, XP_001654242.1, XP_001654243.1
OG0000504	XP_017789156.1, XP_017789133.1, XP_017789148.1, XP_017789141.1, XP_017789164.1, XP_017788787.1	XP_021703514.1, XP_021703513.1, XP_021701404.1
OG0000505	XP_017798745.1	XP_021702952.1
OG0000506	XP_017794431.1, XP_017795342.1	XP_021701340.1
OG0000507	XP_017787753.1	XP_001650838.1
OG0000508	XP_017795402.1	XP_001651210.2
OG0000509	XP_017788498.1	XP_001653284.2, XP_001653283.2, XP_001653282.2, XP_001663616.1, XP_021711678.1, XP_001658576.2
OG0000510	XP_017792920.1	XP_001653296.1
OG0000511	XP_017791514.1, XP_017791512.1	XP_001658148.2
OG0000512	XP_017793772.1	XP_021702145.1, XP_021702094.1
OG0000516	XP_017796482.1	XP_021708197.1, XP_021708196.1, XP_021708199.1, XP_021708200.1, XP_021708198.1, XP_021708201.1, XP_001662234.1
OG0000517	XP_017790071.1, XP_017790072.1	XP_001657864.1
OG0000518	XP_017798671.1	XP_021696668.1
OG0000519	XP_017791021.1	XP_021697084.1, XP_021697086.1
OG0000520	XP_017791645.1	XP_001649250.2
OG0000521	XP_017789663.1	XP_001661210.1
OG0000522	XP_017789557.1	XP_021693794.1
OG0000523	XP_017799377.1, XP_017799382.1	XP_021702865.1, XP_021702855.1, XP_021702857.1, XP_021702876.1, XP_021702866.1, XP_021702873.1
OG0000524	XP_017792371.1	XP_001659801.1
OG0000525	XP_017798452.1, XP_017798453.1	XP_001661531.2, XP_021713368.1, XP_021713369.1, XP_021713370.1
OG0000526	XP_017790192.1	XP_021702254.1, XP_001656626.1, XP_001662460.1
OG0000528	XP_017787650.1	XP_021705369.1, XP_001649403.2
OG0000529	XP_017796215.1, XP_017787860.1	XP_021701188.1
OG0000530	XP_017798790.1	XP_001657237.1
OG0000530	XP_017798780.1	XP_001652432.2
