Orthogroup	Habropoda_laboriosa	Megalopta_genalis
OG0000219	XP_017788174.1, XP_017788173.1, XP_017788171.1, XP_017788172.1, XP_017788169.1, XP_017788170.1	XP_033341813.1, XP_033341838.1, XP_033341823.1, XP_033341832.1, XP_033341847.1
OG0000220	XP_017792512.1	XP_033334552.1
OG0000221	XP_017798983.1, XP_017799229.1	XP_033341189.1
OG0000223	XP_017794139.1	XP_033321135.1, XP_033336081.1
OG0000223	XP_017796406.1	XP_033326615.1
OG0000224	XP_017797256.1	XP_033336757.1
OG0000225	XP_017798161.1	XP_033327125.1, XP_033327126.1
OG0000225	XP_017796348.1	XP_033326964.1
OG0000226	XP_017788751.1	XP_033334005.1
OG0000226	XP_017788770.1	XP_033334386.1, XP_033334377.1
OG0000227	XP_017791515.1	XP_033335345.1, XP_033335343.1, XP_033335344.1, XP_033335341.1, XP_033335342.1
OG0000228	XP_017791917.1	XP_033323173.1
OG0000229	XP_017794169.1	XP_033329851.1, XP_033329859.1
OG0000230	XP_017792853.1	XP_033334946.1
OG0000230	XP_017788896.1	XP_033332064.1, XP_033332065.1
OG0000231	XP_017789953.1	XP_033341044.1, XP_033341042.1, XP_033341032.1, XP_033341037.1, XP_033341036.1, XP_033341034.1, XP_033341041.1, XP_033341039.1, XP_033341043.1, XP_033341035.1, XP_033341033.1, XP_033341038.1
OG0000232	XP_017787985.1	XP_033336594.1
OG0000233	XP_017798941.1	XP_033328835.1, XP_033330123.1
OG0000234	XP_017797661.1	XP_033322626.1
OG0000234	XP_017797660.1	XP_033322627.1
OG0000234	XP_017797559.1	XP_033322628.1
OG0000235	XP_017795898.1, XP_017795906.1	XP_033327679.1, XP_033327639.1
OG0000236	XP_017796613.1	XP_033341648.1
OG0000236	XP_017796614.1	XP_033341647.1
OG0000237	XP_017794664.1	XP_033330897.1
OG0000237	XP_017794663.1	XP_033330926.1
OG0000239	XP_017788956.1, XP_017788957.1, XP_017788955.1	XP_033331997.1, XP_033331996.1, XP_033331995.1
OG0000240	XP_017787807.1, XP_017787848.1	XP_033328502.1, XP_033332976.1, XP_033328457.1
OG0000241	XP_017793226.1, XP_017793227.1	XP_033322650.1, XP_033322611.1
OG0000241	XP_017793317.1, XP_017793318.1, XP_017793285.1, XP_017797037.1	XP_033334508.1, XP_033334500.1, XP_033334501.1, XP_033334502.1, XP_033334507.1, XP_033334506.1
OG0000243	XP_017797616.1	XP_033330955.1
OG0000244	XP_017798659.1	XP_033335781.1, XP_033335780.1, XP_033335782.1
OG0000245	XP_017796958.1, XP_017796963.1	XP_033323070.1
OG0000246	XP_017787636.1	XP_033331324.1, XP_033331325.1
OG0000247	XP_017790662.1	XP_033324057.1
OG0000247	XP_017790661.1	XP_033324120.1
OG0000248	XP_017792985.1	XP_033342993.1
OG0000249	XP_017795192.1	XP_033324895.1, XP_033324916.1, XP_033324906.1
OG0000250	XP_017791430.1	XP_033331459.1
OG0000250	XP_017790978.1	XP_033325499.1, XP_033325504.1
OG0000251	XP_017791741.1	XP_033331476.1
OG0000251	XP_017793287.1	XP_033334440.1
OG0000251	XP_017795052.1	XP_033330030.1, XP_033330031.1
OG0000252	XP_017797270.1, XP_017797289.1, XP_017797280.1	XP_033340169.1, XP_033340168.1, XP_033340167.1
OG0000253	XP_017796608.1	XP_033327704.1
OG0000253	XP_017795187.1	XP_033326834.1
OG0000254	XP_017789988.1	XP_033333235.1
OG0000254	XP_017793665.1	XP_033339944.1, XP_033327994.1
OG0000255	XP_017793024.1	XP_033334959.1
OG0000255	XP_017794124.1	XP_033332940.1
OG0000256	XP_017799058.1	XP_033341517.1
OG0000257	XP_017797798.1	XP_033335911.1, XP_033335914.1, XP_033335912.1, XP_033335913.1
OG0000257	XP_017797796.1	XP_033335903.1
OG0000258	XP_017795892.1	XP_033342464.1
OG0000259	XP_017787619.1	XP_033325263.1, XP_033325266.1, XP_033325265.1, XP_033325260.1, XP_033325261.1, XP_033325258.1, XP_033325259.1, XP_033325264.1
OG0000260	XP_017797440.1	XP_033323053.1
OG0000261	XP_017796472.1	XP_033329797.1
OG0000263	XP_017793038.1	XP_033342453.1, XP_033342455.1, XP_033342456.1
OG0000264	XP_017789982.1	XP_033339250.1
OG0000264	XP_017790586.1, XP_017790587.1	XP_033329580.1
OG0000266	XP_017799566.1	XP_033340749.1
OG0000266	XP_017789615.1	XP_033338173.1
OG0000269	XP_017794671.1	XP_033324455.1, XP_033324487.1, XP_033324472.1, XP_033324481.1, XP_033324463.1
OG0000270	XP_017790438.1	XP_033332852.1, XP_033332853.1, XP_033332850.1
OG0000270	XP_017790393.1	XP_033332967.1
OG0000270	XP_017790436.1	XP_033333269.1
OG0000271	XP_017796506.1	XP_033335191.1
OG0000271	XP_017798841.1	XP_033322323.1
OG0000272	XP_017787885.1	XP_033334149.1
OG0000272	XP_017794633.1	XP_033323942.1, XP_033323944.1
OG0000273	XP_017796843.1	XP_033335472.1
OG0000273	XP_017791956.1	XP_033335572.1, XP_033335541.1, XP_033335536.1, XP_033335548.1, XP_033335557.1, XP_033335563.1, XP_033335534.1
OG0000274	XP_017788622.1	XP_033324105.1, XP_033324106.1
OG0000274	XP_017790712.1	XP_033324310.1
OG0000275	XP_017791259.1	XP_033329977.1, XP_033329978.1
OG0000276	XP_017793212.1	XP_033322708.1
OG0000277	XP_017798618.1, XP_017798619.1, XP_017798620.1	XP_033336084.1
OG0000278	XP_017793717.1	XP_033322809.1
OG0000279	XP_017788771.1	XP_033323438.1
OG0000280	XP_017796270.1, XP_017791992.1	XP_033342857.1
OG0000281	XP_017793218.1	XP_033322646.1
OG0000281	XP_017788629.1	XP_033324107.1
OG0000281	XP_017788631.1	XP_033324110.1
OG0000282	XP_017795699.1	XP_033339838.1
OG0000283	XP_017790766.1	XP_033331140.1, XP_033331139.1, XP_033331138.1, XP_033331136.1, XP_033331137.1
OG0000284	XP_017791641.1	XP_033331949.1
OG0000284	XP_017793660.1	XP_033323843.1
OG0000284	XP_017792010.1	XP_033340215.1, XP_033340029.1
OG0000285	XP_017798151.1	XP_033343077.1
OG0000286	XP_017792533.1, XP_017792535.1, XP_017792536.1, XP_017792537.1, XP_017792538.1, XP_017792539.1, XP_017792534.1	XP_033335143.1, XP_033335144.1, XP_033335142.1, XP_033335145.1
OG0000287	XP_017788179.1	XP_033340778.1, XP_033340776.1
OG0000288	XP_017789073.1	XP_033321660.1
OG0000288	XP_017788636.1	XP_033328032.1
OG0000289	XP_017799003.1	XP_033322908.1, XP_033322907.1, XP_033322906.1, XP_033322909.1
OG0000290	XP_017798864.1	XP_033329555.1
OG0000291	XP_017794760.1	XP_033324774.1
OG0000291	XP_017793299.1	XP_033327296.1
OG0000291	XP_017794759.1	XP_033324775.1
OG0000292	XP_017795506.1	XP_033323730.1, XP_033339558.1
OG0000292	XP_017796966.1	XP_033330924.1
OG0000293	XP_017796745.1	XP_033322533.1, XP_033322534.1
OG0000294	XP_017790359.1	XP_033321567.1, XP_033321565.1
OG0000294	XP_017790360.1	XP_033321571.1, XP_033321570.1
OG0000295	XP_017795274.1, XP_017795266.1	XP_033321431.1, XP_033321430.1, XP_033321429.1
OG0000296	XP_017788651.1, XP_017788659.1, XP_017788642.1	XP_033322094.1, XP_033322095.1, XP_033322098.1, XP_033322097.1, XP_033322099.1, XP_033322100.1
OG0000297	XP_017790136.1	XP_033333032.1
OG0000298	XP_017790769.1, XP_017790767.1	XP_033332751.1
OG0000299	XP_017788114.1	XP_033341864.1, XP_033341872.1
OG0000300	XP_017794224.1, XP_017794223.1	XP_033330944.1, XP_033330952.1
OG0000301	XP_017798433.1	XP_033338889.1
OG0000301	XP_017789978.1	XP_033324485.1
OG0000302	XP_017789605.1	XP_033325932.1
OG0000303	XP_017798322.1	XP_033324369.1
OG0000303	XP_017795549.1	XP_033334839.1
OG0000303	XP_017795593.1	XP_033335129.1
OG0000304	XP_017799529.1	XP_033330323.1, XP_033330324.1
OG0000305	XP_017790464.1	XP_033333019.1, XP_033333018.1
OG0000305	XP_017799153.1	XP_033328812.1, XP_033328682.1, XP_033328681.1, XP_033328680.1
OG0000306	XP_017793663.1	XP_033323835.1, XP_033323834.1
OG0000307	XP_017794904.1, XP_017794906.1, XP_017794905.1	XP_033338592.1, XP_033338590.1, XP_033338593.1, XP_033338594.1, XP_033338591.1, XP_033338595.1, XP_033338596.1, XP_033338597.1
OG0000308	XP_017790044.1	XP_033339580.1
OG0000309	XP_017798375.1	XP_033335528.1, XP_033335529.1, XP_033335530.1, XP_033335531.1
OG0000310	XP_017796412.1	XP_033334256.1
OG0000311	XP_017792683.1	XP_033337519.1
OG0000312	XP_017790961.1, XP_017795474.1	XP_033333350.1, XP_033333343.1, XP_033333334.1
OG0000313	XP_017787470.1, XP_017787453.1	XP_033337549.1
OG0000315	XP_017796950.1, XP_017796373.1	XP_033333990.1
OG0000316	XP_017787626.1	XP_033325064.1
OG0000316	XP_017788611.1	XP_033338014.1
OG0000317	XP_017789247.1	XP_033342872.1
OG0000318	XP_017794915.1	XP_033326372.1
OG0000319	XP_017793487.1	XP_033342398.1
OG0000320	XP_017798550.1	XP_033336473.1
OG0000321	XP_017794268.1	XP_033330361.1, XP_033330369.1
OG0000322	XP_017791003.1	XP_033331478.1
OG0000322	XP_017792259.1, XP_017792257.1, XP_017792260.1	XP_033331858.1
OG0000323	XP_017793301.1	XP_033334479.1
OG0000324	XP_017793796.1	XP_033326464.1
OG0000324	XP_017796882.1	XP_033327142.1
OG0000325	XP_017795690.1, XP_017795689.1	XP_033333702.1, XP_033333701.1, XP_033333700.1
OG0000326	XP_017795870.1	XP_033338031.1, XP_033338510.1
OG0000327	XP_017793298.1	XP_033334453.1, XP_033334451.1, XP_033334444.1
OG0000329	XP_017792790.1	XP_033335407.1
OG0000330	XP_017791531.1	XP_033324521.1, XP_033324514.1, XP_033324513.1, XP_033324438.1, XP_033324520.1
OG0000330	XP_017787722.1	XP_033333717.1
OG0000331	XP_017798011.1	XP_033329059.1, XP_033329058.1, XP_033329045.1
OG0000332	XP_017792113.1	XP_033339359.1, XP_033339360.1, XP_033339358.1, XP_033339357.1, XP_033339361.1
OG0000333	XP_017797214.1	XP_033337087.1
OG0000333	XP_017796435.1	XP_033329805.1, XP_033329801.1, XP_033329802.1, XP_033329803.1, XP_033329804.1, XP_033341698.1
OG0000334	XP_017792528.1	XP_033325774.1, XP_033325772.1, XP_033325773.1, XP_033325771.1, XP_033325770.1
OG0000335	XP_017792772.1	XP_033332464.1, XP_033332465.1
OG0000336	XP_017798007.1	XP_033337673.1
OG0000336	XP_017788072.1	XP_033331264.1
OG0000337	XP_017793012.1	XP_033342461.1, XP_033342457.1
OG0000338	XP_017791744.1	XP_033331225.1
OG0000338	XP_017792145.1	XP_033324257.1
OG0000339	XP_017790714.1	XP_033325334.1, XP_033339228.1, XP_033339229.1
OG0000339	XP_017797978.1, XP_017797977.1	XP_033327360.1
OG0000340	XP_017796539.1	XP_033341852.1
OG0000340	XP_017794738.1	XP_033323924.1, XP_033323925.1
OG0000341	XP_017797340.1, XP_017797341.1	XP_033321344.1, XP_033321342.1, XP_033321343.1
OG0000342	XP_017793328.1	XP_033342494.1, XP_033342493.1
OG0000342	XP_017793414.1	XP_033342255.1
OG0000344	XP_017788369.1	XP_033326206.1
OG0000345	XP_017789387.1, XP_017789386.1, XP_017789385.1	XP_033321632.1, XP_033321633.1
OG0000347	XP_017796917.1	XP_033330462.1, XP_033330463.1, XP_033330464.1
OG0000348	XP_017794556.1, XP_017794557.1	XP_033341999.1
OG0000349	XP_017792810.1	XP_033335477.1, XP_033335476.1
OG0000350	XP_017795578.1	XP_033334792.1, XP_033334791.1, XP_033334793.1
OG0000351	XP_017796142.1	XP_033321872.1
OG0000352	XP_017789207.1, XP_017789128.1	XP_033337368.1, XP_033337357.1, XP_033337377.1
OG0000353	XP_017798943.1	XP_033341245.1, XP_033341243.1
OG0000356	XP_017795527.1	XP_033327806.1
OG0000356	XP_017795525.1	XP_033327931.1
OG0000357	XP_017797704.1	XP_033335853.1, XP_033335854.1, XP_033335851.1, XP_033335852.1
OG0000358	XP_017791660.1	XP_033331922.1, XP_033331923.1, XP_033331924.1
OG0000360	XP_017796307.1	XP_033322281.1, XP_033322282.1, XP_033322285.1, XP_033322286.1, XP_033322283.1, XP_033322284.1
OG0000361	XP_017793542.1	XP_033341565.1
OG0000362	XP_017795140.1	XP_033340391.1, XP_033339880.1
OG0000363	XP_017792001.1	XP_033323986.1
OG0000363	XP_017791082.1	XP_033329962.1
OG0000364	XP_017790691.1	XP_033324355.1, XP_033324358.1, XP_033324357.1
OG0000365	XP_017795022.1	XP_033324466.1, XP_033324465.1, XP_033324464.1
OG0000366	XP_017796670.1	XP_033324748.1, XP_033324745.1
OG0000367	XP_017792517.1, XP_017792500.1, XP_017792509.1	XP_033325763.1
OG0000368	XP_017789944.1	XP_033338295.1
OG0000369	XP_017794761.1	XP_033324659.1, XP_033324658.1
OG0000369	XP_017788218.1	XP_033328412.1
OG0000370	XP_017791625.1	XP_033334080.1
OG0000370	XP_017791569.1, XP_017791571.1	XP_033333961.1
OG0000371	XP_017795103.1, XP_017795102.1	XP_033324702.1
OG0000372	XP_017797846.1	XP_033341826.1
OG0000372	XP_017793266.1	XP_033342202.1
OG0000375	XP_017792240.1	XP_033340438.1, XP_033340435.1, XP_033340437.1, XP_033340436.1
OG0000377	XP_017788281.1	XP_033340052.1
OG0000377	XP_017787890.1	XP_033334283.1, XP_033334282.1
OG0000378	XP_017797600.1	XP_033331059.1
OG0000379	XP_017795222.1	XP_033327134.1
OG0000380	XP_017797706.1, XP_017797714.1, XP_017797723.1, XP_017797698.1	XP_033325213.1, XP_033325212.1
OG0000381	XP_017797366.1	XP_033333404.1
OG0000381	XP_017796437.1	XP_033341763.1
OG0000382	XP_017790268.1	XP_033330424.1
OG0000382	XP_017798231.1	XP_033336938.1
OG0000383	XP_017795215.1, XP_017797126.1, XP_017792569.1, XP_017792570.1, XP_017796732.1, XP_017796955.1, XP_017796957.1, XP_017797042.1	XP_033326692.1, XP_033331288.1
OG0000385	XP_017797950.1	XP_033326778.1, XP_033326780.1
OG0000385	XP_017797565.1	XP_033322795.1
OG0000386	XP_017789743.1	XP_033330592.1
OG0000386	XP_017789553.1	XP_033330589.1
OG0000387	XP_017798889.1	XP_033334973.1
OG0000388	XP_017794104.1	XP_033337333.1
OG0000388	XP_017792981.1	XP_033342462.1
OG0000389	XP_017798961.1	XP_033328963.1, XP_033328964.1, XP_033328962.1
OG0000389	XP_017795910.1	XP_033340021.1
OG0000390	XP_017795613.1	XP_033333336.1, XP_033333337.1
OG0000391	XP_017788404.1	XP_033341964.1, XP_033341961.1, XP_033341963.1, XP_033341962.1
OG0000394	XP_017798876.1	XP_033329400.1
OG0000395	XP_017795714.1	XP_033333739.1, XP_033333737.1
OG0000395	XP_017789320.1	XP_033328128.1
OG0000396	XP_017793863.1	XP_033340552.1, XP_033340553.1
OG0000397	XP_017797882.1	XP_033331799.1, XP_033331803.1, XP_033331800.1, XP_033331802.1, XP_033331801.1, XP_033331798.1
OG0000398	XP_017790243.1	XP_033339584.1, XP_033339585.1
OG0000399	XP_017787510.1, XP_017787511.1, XP_017787509.1, XP_017787505.1, XP_017787512.1	XP_033337545.1
OG0000400	XP_017793178.1	XP_033338969.1
OG0000401	XP_017793697.1, XP_017793696.1, XP_017793694.1	XP_033323822.1, XP_033323821.1, XP_033323823.1, XP_033323824.1
OG0000402	XP_017789839.1	XP_033334226.1
OG0000403	XP_017799362.1, XP_017799360.1	XP_033341474.1, XP_033341487.1, XP_033341483.1, XP_033341477.1
OG0000405	XP_017791752.1	XP_033331406.1
OG0000405	XP_017789951.1	XP_033340878.1
OG0000406	XP_017789102.1	XP_033326903.1
OG0000406	XP_017789038.1	XP_033326905.1
OG0000407	XP_017790216.1	XP_033339706.1
OG0000408	XP_017795669.1	XP_033340149.1
OG0000408	XP_017795675.1	XP_033328629.1
OG0000409	XP_017788680.1	XP_033326835.1
OG0000410	XP_017796930.1	XP_033326694.1
OG0000410	XP_017791320.1	XP_033331344.1
OG0000411	XP_017788188.1	XP_033328282.1, XP_033328283.1
OG0000411	XP_017792047.1	XP_033340163.1, XP_033340162.1, XP_033340164.1
OG0000412	XP_017798621.1	XP_033335682.1
OG0000412	XP_017796421.1	XP_033334185.1
OG0000413	XP_017799108.1	XP_033341233.1
OG0000414	XP_017798862.1	XP_033333138.1
OG0000414	XP_017798865.1	XP_033332848.1
OG0000415	XP_017798266.1	XP_033338123.1, XP_033338121.1, XP_033338120.1, XP_033338119.1, XP_033338118.1, XP_033338124.1
OG0000416	XP_017799179.1	XP_033328960.1
OG0000416	XP_017797041.1, XP_017797102.1, XP_017793821.1	XP_033329936.1, XP_033329943.1
OG0000417	XP_017795279.1	XP_033332360.1
OG0000417	XP_017791833.1	XP_033340803.1
OG0000418	XP_017792468.1	XP_033326354.1
OG0000418	XP_017795813.1	XP_033320820.1
OG0000419	XP_017795339.1, XP_017795340.1	XP_033323941.1
OG0000420	XP_017798908.1	XP_033337078.1
OG0000420	XP_017799021.1	XP_033337385.1
OG0000421	XP_017795008.1	XP_033326257.1, XP_033326283.1
OG0000422	XP_017795112.1	XP_033324136.1, XP_033324135.1
OG0000423	XP_017798104.1, XP_017798105.1	XP_033338056.1, XP_033338096.1
OG0000424	XP_017797972.1, XP_017797974.1	XP_033335545.1
OG0000425	XP_017789685.1	XP_033325468.1, XP_033325469.1, XP_033325470.1
OG0000426	XP_017790169.1	XP_033333225.1, XP_033333222.1, XP_033333223.1, XP_033333221.1, XP_033333226.1
OG0000427	XP_017796073.1	XP_033337247.1
OG0000428	XP_017789672.1	XP_033321321.1
OG0000429	XP_017793783.1, XP_017793781.1, XP_017793782.1, XP_017793784.1, XP_017793785.1	XP_033324519.1, XP_033324510.1, XP_033324524.1, XP_033324531.1, XP_033324539.1
OG0000430	XP_017799298.1	XP_033328948.1, XP_033328949.1
OG0000430	XP_017795146.1	XP_033340094.1, XP_033340095.1
OG0000431	XP_017791115.1	XP_033337768.1
OG0000432	XP_017799524.1, XP_017799522.1, XP_017799525.1	XP_033332572.1, XP_033332573.1, XP_033332575.1, XP_033332574.1
OG0000433	XP_017790681.1, XP_017790690.1	XP_033325715.1
OG0000434	XP_017796879.1	XP_033326415.1, XP_033326414.1
OG0000435	XP_017788720.1	XP_033331979.1, XP_033331978.1
OG0000436	XP_017794103.1	XP_033337321.1
OG0000436	XP_017794051.1	XP_033337326.1
OG0000437	XP_017791397.1	XP_033331313.1, XP_033331312.1
OG0000438	XP_017790637.1	XP_033324097.1
OG0000438	XP_017790781.1	XP_033339198.1
OG0000439	XP_017793620.1	XP_033332150.1
OG0000440	XP_017791215.1	XP_033324009.1
OG0000440	XP_017792511.1	XP_033334735.1, XP_033334733.1
OG0000441	XP_017799585.1	XP_033322096.1, XP_033322105.1
OG0000442	XP_017788630.1	XP_033339025.1
OG0000443	XP_017792400.1	XP_033331891.1, XP_033331890.1, XP_033331889.1
OG0000444	XP_017793482.1	XP_033342393.1
OG0000445	XP_017787663.1	XP_033331384.1
OG0000445	XP_017787664.1	XP_033331385.1
OG0000446	XP_017798854.1	XP_033322264.1, XP_033322265.1, XP_033322267.1, XP_033322266.1, XP_033322263.1
OG0000447	XP_017799505.1, XP_017799506.1, XP_017799503.1, XP_017799504.1, XP_017799502.1	XP_033330353.1, XP_033330352.1, XP_033330351.1, XP_033330350.1, XP_033330349.1, XP_033330348.1
OG0000448	XP_017788599.1, XP_017788600.1	XP_033324622.1
OG0000449	XP_017793090.1	XP_033342964.1, XP_033342965.1, XP_033342969.1, XP_033342968.1, XP_033342966.1
OG0000450	XP_017796177.1, XP_017796175.1, XP_017796176.1, XP_017796181.1, XP_017796182.1, XP_017796183.1, XP_017796184.1, XP_017796185.1, XP_017796186.1, XP_017796178.1, XP_017796180.1	XP_033339044.1, XP_033339054.1
OG0000451	XP_017789645.1, XP_017789644.1, XP_017789648.1, XP_017789647.1, XP_017789646.1	XP_033332904.1, XP_033332902.1, XP_033332901.1, XP_033332900.1, XP_033332896.1, XP_033332898.1, XP_033332899.1, XP_033332906.1, XP_033332905.1
OG0000452	XP_017793368.1	XP_033334868.1
OG0000453	XP_017798574.1	XP_033336214.1, XP_033336213.1
OG0000454	XP_017787598.1	XP_033330005.1, XP_033330008.1, XP_033330009.1, XP_033330006.1, XP_033330007.1, XP_033330004.1
OG0000455	XP_017788425.1	XP_033334134.1
OG0000456	XP_017794164.1	XP_033330146.1, XP_033330137.1
OG0000457	XP_017792802.1	XP_033335430.1
OG0000458	XP_017799233.1, XP_017799234.1, XP_017799236.1, XP_017799237.1, XP_017799238.1, XP_017799232.1	XP_033328637.1, XP_033328638.1, XP_033328636.1
OG0000459	XP_017790741.1	XP_033325805.1, XP_033325806.1, XP_033325807.1
OG0000460	XP_017799319.1	XP_033341286.1
OG0000460	XP_017799320.1	XP_033341288.1
OG0000461	XP_017788829.1	XP_033332022.1
OG0000462	XP_017787925.1	XP_033341672.1
OG0000463	XP_017799064.1	XP_033341359.1
OG0000464	XP_017799009.1	XP_033328781.1
OG0000464	XP_017799008.1	XP_033328780.1
OG0000465	XP_017796141.1	XP_033327190.1
OG0000466	XP_017790404.1	XP_033329584.1, XP_033329585.1
OG0000467	XP_017793388.1	XP_033342293.1
OG0000468	XP_017795101.1	XP_033324601.1
OG0000469	XP_017797236.1	XP_033329737.1
OG0000471	XP_017797336.1	XP_033339218.1
OG0000474	XP_017788334.1, XP_017788335.1, XP_017788333.1	XP_033340261.1, XP_033340260.1, XP_033340259.1, XP_033340258.1
OG0000475	XP_017796621.1	XP_033321264.1, XP_033321270.1
OG0000476	XP_017791962.1	XP_033336742.1
OG0000477	XP_017793688.1	XP_033324104.1
OG0000477	XP_017799389.1	XP_033328757.1
OG0000478	XP_017789075.1	XP_033320817.1
OG0000479	XP_017793128.1	XP_033342911.1, XP_033342910.1, XP_033342909.1, XP_033342913.1, XP_033342912.1
OG0000482	XP_017797925.1	XP_033328862.1
OG0000483	XP_017798974.1	XP_033341123.1
OG0000484	XP_017787953.1	XP_033340160.1, XP_033340166.1
OG0000485	XP_017797839.1	XP_033323497.1
OG0000485	XP_017797837.1	XP_033323494.1, XP_033323495.1, XP_033323496.1
OG0000486	XP_017792228.1	XP_033328473.1
OG0000487	XP_017790807.1	XP_033331132.1
OG0000487	XP_017790777.1	XP_033331134.1
OG0000488	XP_017789931.1	XP_033324532.1
OG0000489	XP_017787699.1	XP_033339645.1, XP_033339644.1, XP_033339641.1, XP_033339642.1, XP_033339646.1
OG0000490	XP_017789278.1, XP_017789280.1	XP_033342588.1, XP_033342589.1, XP_033342586.1, XP_033342587.1, XP_033342595.1, XP_033342594.1, XP_033342593.1, XP_033342590.1
OG0000491	XP_017791699.1	XP_033323235.1, XP_033323237.1
OG0000492	XP_017788147.1	XP_033331284.1
OG0000494	XP_017795531.1	XP_033334484.1
OG0000495	XP_017791652.1	XP_033331878.1
OG0000496	XP_017792221.1	XP_033328484.1, XP_033328483.1, XP_033328487.1, XP_033328486.1, XP_033328485.1
OG0000497	XP_017790955.1	XP_033325459.1
OG0000497	XP_017793631.1	XP_033324151.1
OG0000498	XP_017799571.1	XP_033330331.1
OG0000500	XP_017797598.1	XP_033331065.1, XP_033331064.1, XP_033331066.1, XP_033331067.1
OG0000500	XP_017797575.1	XP_033331077.1
OG0000501	XP_017795060.1	XP_033330095.1
OG0000501	XP_017795042.1	XP_033330020.1
OG0000502	XP_017788450.1	XP_033321904.1
OG0000502	XP_017788154.1	XP_033321903.1
OG0000504	XP_017788787.1	XP_033321826.1, XP_033321898.1
OG0000505	XP_017798753.1	XP_033335789.1
OG0000505	XP_017798745.1	XP_033336261.1, XP_033335776.1
OG0000506	XP_017794431.1	XP_033342068.1
OG0000506	XP_017795342.1	XP_033337807.1
OG0000507	XP_017787753.1	XP_033334190.1, XP_033334144.1, XP_033334143.1
OG0000508	XP_017795402.1	XP_033332192.1
OG0000509	XP_017788498.1	XP_033323421.1, XP_033323422.1
