Orthogroup	Eufriesea_mexicana	Megalopta_genalis
OG0000260	XP_017763087.1, XP_017763088.1	XP_033331181.1, XP_033331182.1, XP_033333187.1, XP_033333186.1, XP_033333184.1, XP_033333183.1, XP_033333176.1, XP_033333175.1, XP_033333178.1, XP_033333177.1, XP_033333180.1, XP_033333179.1, XP_033333185.1, XP_033333182.1, XP_033333188.1
OG0000261	XP_017758969.1	XP_033330331.1
OG0000262	XP_017763110.1, XP_017763109.1, XP_017763108.1	XP_033333152.1, XP_033333149.1
OG0000263	XP_017764990.1, XP_017764993.1, XP_017764992.1, XP_017764991.1	XP_033341585.1
OG0000264	XP_017757742.1	XP_033339585.1, XP_033339584.1, XP_033339586.1
OG0000265	XP_017761912.1	XP_033342478.1
OG0000267	XP_017756405.1	XP_033334256.1
OG0000268	XP_017766452.1	XP_033334129.1, XP_033334130.1, XP_033334127.1, XP_033334128.1, XP_033334131.1, XP_033334133.1
OG0000269	XP_017764288.1	XP_033326133.1, XP_033326130.1, XP_033326131.1, XP_033326129.1, XP_033326132.1
OG0000270	XP_017755601.1	XP_033333075.1, XP_033333074.1, XP_033333073.1, XP_033333072.1, XP_033333076.1
OG0000271	XP_017755174.1, XP_017755175.1	XP_033329982.1
OG0000272	XP_017754238.1	XP_033320874.1, XP_033320873.1
OG0000273	XP_017755868.1, XP_017755867.1	XP_033332574.1, XP_033332573.1, XP_033332572.1, XP_033332575.1
OG0000274	XP_017754356.1, XP_017754358.1	XP_033323280.1
OG0000275	XP_017763783.1, XP_017755936.1	XP_033326341.1
OG0000276	XP_017760227.1	XP_033327639.1, XP_033327679.1
OG0000277	XP_017763500.1, XP_017763493.1	XP_033339626.1
OG0000278	XP_017764827.1	XP_033339054.1
OG0000278	XP_017764822.1	XP_033339044.1
OG0000279	XP_017757292.1	XP_033339021.1
OG0000280	XP_017763674.1	XP_033321480.1, XP_033326810.1
OG0000281	XP_017761092.1	XP_033332362.1, XP_033332363.1
OG0000282	XP_017762599.1, XP_017762600.1	XP_033326176.1
OG0000284	XP_017753784.1, XP_017753780.1, XP_017753785.1, XP_017753782.1, XP_017753781.1	XP_033341565.1
OG0000285	XP_017752839.1, XP_017752838.1	XP_033341672.1
OG0000286	XP_017754679.1, XP_017754678.1	XP_033338667.1, XP_033338669.1, XP_033338668.1
OG0000287	XP_017762468.1	XP_033330907.1, XP_033330906.1
OG0000288	XP_017755662.1	XP_033325998.1, XP_033325997.1
OG0000289	XP_017759928.1	XP_033335960.1, XP_033335959.1
OG0000290	XP_017759663.1	XP_033331878.1
OG0000291	XP_017765156.1, XP_017765155.1	XP_033333701.1, XP_033333702.1, XP_033333700.1
OG0000293	XP_017753334.1, XP_017753335.1, XP_017753336.1	XP_033330908.1, XP_033330894.1, XP_033330900.1, XP_033330884.1
OG0000294	XP_017763323.1, XP_017763326.1, XP_017763321.1, XP_017763324.1, XP_017763325.1, XP_017763322.1, XP_017763320.1	XP_033338737.1
OG0000295	XP_017763544.1, XP_017763543.1, XP_017763542.1	XP_033329400.1
OG0000296	XP_017756753.1	XP_033322264.1, XP_033322263.1, XP_033322266.1, XP_033322265.1, XP_033322267.1
OG0000297	XP_017755944.1	XP_033333226.1, XP_033333223.1, XP_033333222.1, XP_033333225.1, XP_033333221.1
OG0000298	XP_017766547.1, XP_017766548.1, XP_017766546.1, XP_017766549.1	XP_033323439.1
OG0000299	XP_017758869.1	XP_033323803.1
OG0000299	XP_017758870.1	XP_033323805.1
OG0000300	XP_017760031.1	XP_033321400.1
OG0000300	XP_017760028.1	XP_033321397.1, XP_033321401.1
OG0000301	XP_017766255.1	XP_033325773.1, XP_033325772.1, XP_033325770.1, XP_033325771.1, XP_033325774.1
OG0000302	XP_017754071.1, XP_017765026.1	XP_033324795.1, XP_033324797.1
OG0000303	XP_017754971.1, XP_017754969.1, XP_017754963.1, XP_017754964.1, XP_017754956.1	XP_033337545.1
OG0000304	XP_017765326.1, XP_017765386.1, XP_017765457.1, XP_017765507.1, XP_017765261.1	XP_033329048.1, XP_033329049.1
OG0000305	XP_017758719.1	XP_033331139.1, XP_033331140.1, XP_033331137.1, XP_033331136.1, XP_033331138.1
OG0000306	XP_017759523.1, XP_017759522.1	XP_033327365.1, XP_033327366.1, XP_033327363.1, XP_033327364.1
OG0000307	XP_017758684.1	XP_033322532.1, XP_033322531.1, XP_033322530.1
OG0000308	XP_017761147.1	XP_033341415.1, XP_033341416.1, XP_033341414.1, XP_033341417.1
OG0000309	XP_017754067.1	XP_033328522.1, XP_033328523.1
OG0000310	XP_017753234.1, XP_017753226.1	XP_033340048.1
OG0000311	XP_017763452.1	XP_033339126.1, XP_033339125.1, XP_033339124.1, XP_033339123.1, XP_033339122.1
OG0000312	XP_017761870.1, XP_017761321.1	XP_033342091.1
OG0000313	XP_017755728.1	XP_033326124.1, XP_033326121.1, XP_033339907.1
OG0000314	XP_017758970.1	XP_033335083.1
OG0000315	XP_017754781.1	XP_033335004.1
OG0000316	XP_017763698.1, XP_017763700.1, XP_017763699.1	XP_033323595.1
OG0000317	XP_017759168.1, XP_017759169.1	XP_033337654.1
OG0000318	XP_017759828.1, XP_017759829.1	XP_033340775.1
OG0000319	XP_017757173.1, XP_017757174.1, XP_017757175.1	XP_033327126.1, XP_033327125.1
OG0000320	XP_017765284.1	XP_033329035.1
OG0000322	XP_017761859.1	XP_033321098.1, XP_033328818.1
OG0000323	XP_017760260.1, XP_017760233.1, XP_017760258.1	XP_033329817.1, XP_033339401.1, XP_033339085.1
OG0000324	XP_017759285.1, XP_017759284.1	XP_033338299.1
OG0000325	XP_017754362.1	XP_033325220.1, XP_033325222.1, XP_033325221.1
OG0000326	XP_017756800.1	XP_033336108.1
OG0000327	XP_017760602.1	XP_033335694.1, XP_033335695.1
OG0000328	XP_017752497.1, XP_017752498.1, XP_017752499.1, XP_017752500.1	XP_033330337.1, XP_033330342.1, XP_033330339.1, XP_033330341.1, XP_033330338.1
OG0000329	XP_017758629.1, XP_017758631.1, XP_017758630.1	XP_033329800.1, XP_033329799.1
OG0000330	XP_017766748.1	XP_033330156.1
OG0000331	XP_017755461.1	XP_033331637.1, XP_033331636.1
OG0000332	XP_017754292.1, XP_017754291.1	XP_033329235.1
OG0000334	XP_017753871.1, XP_017753863.1	XP_033323956.1
OG0000336	XP_017761015.1	XP_033332536.1
OG0000337	XP_017767102.1, XP_017767104.1, XP_017767103.1	XP_033339025.1
OG0000338	XP_017763352.1	XP_033338209.1, XP_033338210.1, XP_033338211.1, XP_033338212.1
OG0000339	XP_017758373.1, XP_017758372.1	XP_033326083.1, XP_033326082.1, XP_033326084.1
OG0000340	XP_017752531.1, XP_017752532.1	XP_033337412.1
OG0000341	XP_017757404.1	XP_033323853.1, XP_033323852.1, XP_033323851.1, XP_033323849.1, XP_033323850.1, XP_033323848.1
OG0000342	XP_017761581.1, XP_017761577.1, XP_017761580.1, XP_017761579.1, XP_017761578.1, XP_017761582.1	XP_033336213.1, XP_033336214.1
OG0000343	XP_017765382.1	XP_033331437.1
OG0000344	XP_017754804.1	XP_033334977.1, XP_033334976.1
OG0000345	XP_017765673.1, XP_017765672.1, XP_017765671.1, XP_017765670.1	XP_033332381.1
OG0000346	XP_017761255.1	XP_033327134.1
OG0000347	XP_017762788.1, XP_017762790.1, XP_017762789.1	XP_033340228.1, XP_033340229.1
OG0000348	XP_017756549.1	XP_033324453.1, XP_033324447.1, XP_033324448.1
OG0000349	XP_017760453.1	XP_033330450.1
OG0000350	XP_017754395.1	XP_033334564.1, XP_033334563.1, XP_033334566.1, XP_033334565.1
OG0000352	XP_017758234.1, XP_017758236.1, XP_017758237.1	XP_033326835.1
OG0000353	XP_017761134.1	XP_033325249.1, XP_033325247.1, XP_033325248.1
OG0000354	XP_017766062.1, XP_017766066.1	XP_033341357.1, XP_033341345.1
OG0000354	XP_017766072.1	XP_033341359.1
OG0000355	XP_017763886.1	XP_033328198.1, XP_033328201.1, XP_033328199.1, XP_033328200.1
OG0000356	XP_017761340.1	XP_033328050.1, XP_033328048.1, XP_033328046.1, XP_033328047.1
OG0000357	XP_017761116.1, XP_017761117.1	XP_033324622.1
OG0000358	XP_017763238.1	XP_033336020.1, XP_033336028.1, XP_033336031.1
OG0000360	XP_017766029.1	XP_033328779.1
OG0000361	XP_017763749.1	XP_033332409.1
OG0000361	XP_017763739.1, XP_017754989.1	XP_033332479.1
OG0000362	XP_017759479.1	XP_033327375.1, XP_033327377.1, XP_033327376.1
OG0000363	XP_017764563.1, XP_017764562.1	XP_033337643.1, XP_033337644.1
OG0000364	XP_017759978.1	XP_033336733.1
OG0000365	XP_017761417.1, XP_017761416.1	XP_033331554.1, XP_033335506.1, XP_033335423.1, XP_033335422.1, XP_033335421.1, XP_033335414.1, XP_033335507.1, XP_033339400.1
OG0000366	XP_017752990.1	XP_033330160.1, XP_033330202.1, XP_033330157.1, XP_033330203.1
OG0000367	XP_017752649.1, XP_017752650.1, XP_017752651.1, XP_017752654.1, XP_017752653.1, XP_017752648.1, XP_017752646.1, XP_017752652.1	XP_033323978.1
OG0000368	XP_017766030.1	XP_033328803.1
OG0000369	XP_017755198.1	XP_033342206.1
OG0000370	XP_017767420.1	XP_033325901.1, XP_033325900.1, XP_033325899.1, XP_033325898.1, XP_033325897.1, XP_033325895.1
OG0000371	XP_017763299.1	XP_033326379.1, XP_033326378.1, XP_033326376.1, XP_033326380.1
OG0000372	XP_017753680.1	XP_033337171.1
OG0000373	XP_017761703.1	XP_033320767.1, XP_033320766.1, XP_033333838.1, XP_033333876.1, XP_033320765.1
OG0000375	XP_017762283.1, XP_017762285.1, XP_017762286.1	XP_033342842.1, XP_033342841.1, XP_033342843.1
OG0000376	XP_017759170.1	XP_033329808.1
OG0000377	XP_017756477.1, XP_017756478.1	XP_033325445.1
OG0000378	XP_017761780.1	XP_033321304.1, XP_033321302.1, XP_033321303.1
OG0000379	XP_017764002.1	XP_033330961.1
OG0000379	XP_017755978.1	XP_033330655.1, XP_033330654.1
OG0000380	XP_017756408.1, XP_017756407.1	XP_033323629.1
OG0000381	XP_017764893.1	XP_033340766.1, XP_033340767.1, XP_033340768.1, XP_033340770.1, XP_033340771.1, XP_033340772.1
OG0000382	XP_017754253.1	XP_033329604.1, XP_033329603.1
OG0000383	XP_017752925.1	XP_033325061.1
OG0000384	XP_017757977.1	XP_033338006.1
OG0000385	XP_017755475.1	XP_033323988.1
OG0000386	XP_017754949.1	XP_033327356.1, XP_033327359.1, XP_033327355.1, XP_033327357.1, XP_033327358.1
OG0000387	XP_017767341.1	XP_033331516.1
OG0000388	XP_017766510.1	XP_033332054.1
OG0000389	XP_017754648.1, XP_017754647.1	XP_033335468.1
OG0000390	XP_017766799.1	XP_033331996.1, XP_033331997.1, XP_033331995.1
OG0000391	XP_017763954.1	XP_033334465.1
OG0000392	XP_017767378.1, XP_017767376.1, XP_017767375.1	XP_033325808.1, XP_033325809.1
OG0000393	XP_017764699.1	XP_033330425.1
OG0000394	XP_017761491.1	XP_033342584.1, XP_033342583.1, XP_033342582.1, XP_033342581.1, XP_033342585.1
OG0000395	XP_017764114.1	XP_033331374.1
OG0000396	XP_017761286.1	XP_033340416.1
OG0000397	XP_017762138.1, XP_017762139.1	XP_033326270.1, XP_033326272.1, XP_033326273.1, XP_033326271.1, XP_033326269.1
OG0000398	XP_017755325.1, XP_017755327.1, XP_017755328.1	XP_033324199.1
OG0000399	XP_017759262.1	XP_033323072.1
OG0000401	XP_017755875.1	XP_033329999.1
OG0000402	XP_017752342.1	XP_033339930.1, XP_033331189.1
OG0000403	XP_017766521.1	XP_033331530.1, XP_033332228.1
OG0000404	XP_017767545.1, XP_017766873.1, XP_017752361.1	XP_033331390.1
OG0000406	XP_017756368.1, XP_017756369.1, XP_017756371.1, XP_017756370.1	XP_033341924.1, XP_033341920.1
OG0000407	XP_017767647.1	XP_033339764.1
OG0000408	XP_017764260.1	XP_033331648.1
OG0000409	XP_017756768.1, XP_017756765.1, XP_017756767.1, XP_017756766.1	XP_033323993.1
OG0000410	XP_017763617.1	XP_033337885.1
OG0000412	XP_017765407.1	XP_033325411.1, XP_033325409.1, XP_033325410.1
OG0000413	XP_017760379.1	XP_033335112.1
OG0000414	XP_017767559.1	XP_033329936.1, XP_033329943.1
OG0000416	XP_017762187.1, XP_017762186.1, XP_017762189.1, XP_017762190.1, XP_017762192.1, XP_017762188.1	XP_033332305.1, XP_033326332.1
OG0000417	XP_017766705.1, XP_017766699.1, XP_017766706.1	XP_033334509.1, XP_033334574.1
OG0000418	XP_017752988.1, XP_017752989.1	XP_033330200.1, XP_033330159.1, XP_033330161.1
OG0000419	XP_017766310.1, XP_017766309.1	XP_033322887.1
OG0000420	XP_017754042.1, XP_017754041.1, XP_017754040.1	XP_033328919.1, XP_033328918.1, XP_033328917.1
OG0000421	XP_017760748.1	XP_033342274.1
OG0000422	XP_017762792.1	XP_033340945.1
OG0000423	XP_017757616.1	XP_033324309.1
OG0000426	XP_017761389.1	XP_033324110.1
OG0000426	XP_017761388.1, XP_017761387.1	XP_033324107.1
OG0000427	XP_017761519.1	XP_033335628.1, XP_033335624.1
OG0000428	XP_017766346.1	XP_033334211.1
OG0000428	XP_017766377.1	XP_033334192.1
OG0000429	XP_017756773.1	XP_033321932.1, XP_033321928.1, XP_033321927.1, XP_033321930.1, XP_033321929.1
OG0000430	XP_017757907.1	XP_033337638.1
OG0000430	XP_017757906.1, XP_017757905.1, XP_017757904.1	XP_033337639.1, XP_033337640.1
OG0000431	XP_017759879.1, XP_017759880.1	XP_033336300.1
OG0000432	XP_017766275.1	XP_033322655.1, XP_033322656.1, XP_033322657.1
OG0000433	XP_017756249.1, XP_017756254.1	XP_033337321.1, XP_033337326.1
OG0000434	XP_017761036.1	XP_033332519.1
OG0000435	XP_017761207.1	XP_033340595.1, XP_033340580.1, XP_033339844.1, XP_033331129.1, XP_033340605.1, XP_033340632.1, XP_033340619.1
OG0000436	XP_017752188.1	XP_033335430.1
OG0000437	XP_017758981.1, XP_017758980.1	XP_033321462.1, XP_033321471.1
OG0000438	XP_017759549.1	XP_033329440.1, XP_033329441.1, XP_033329439.1
OG0000439	XP_017762763.1	XP_033337111.1
OG0000440	XP_017753531.1	XP_033322471.1, XP_033322463.1
OG0000441	XP_017754649.1	XP_033338771.1, XP_033338770.1, XP_033338772.1, XP_033338774.1, XP_033338773.1
OG0000442	XP_017764954.1	XP_033321789.1
OG0000443	XP_017753926.1, XP_017753925.1	XP_033329398.1
OG0000444	XP_017760579.1, XP_017760578.1	XP_033336603.1, XP_033336602.1, XP_033336605.1, XP_033336604.1, XP_033336606.1
OG0000445	XP_017766568.1, XP_017766569.1	XP_033332022.1
OG0000446	XP_017760536.1	XP_033332148.1
OG0000447	XP_017756097.1	XP_033335379.1, XP_033335381.1, XP_033335380.1, XP_033335378.1
OG0000448	XP_017758640.1, XP_017758639.1	XP_033323894.1, XP_033323884.1, XP_033323895.1
OG0000449	XP_017766138.1, XP_017766137.1	XP_033339344.1
OG0000450	XP_017762416.1	XP_033330954.1, XP_033330953.1, XP_033330951.1
OG0000451	XP_017759386.1	XP_033335860.1, XP_033335864.1
OG0000452	XP_017766888.1	XP_033330067.1
OG0000453	XP_017764531.1, XP_017764530.1	XP_033327580.1, XP_033327582.1
OG0000454	XP_017754841.1	XP_033334725.1
OG0000455	XP_017756141.1, XP_017756140.1	XP_033331342.1
OG0000456	XP_017760723.1, XP_017760722.1, XP_017760721.1, XP_017760720.1, XP_017760724.1	XP_033342293.1
OG0000457	XP_017760876.1, XP_017760875.1	XP_033342252.1
OG0000458	XP_017755999.1, XP_017755993.1	XP_033338049.1
OG0000459	XP_017757152.1, XP_017757159.1	XP_033327099.1
OG0000460	XP_017757558.1	XP_033328119.1, XP_033328120.1, XP_033328121.1
OG0000461	XP_017762696.1	XP_033341021.1, XP_033341022.1, XP_033341024.1, XP_033341023.1, XP_033341020.1
OG0000462	XP_017757246.1	XP_033338146.1
OG0000463	XP_017757640.1	XP_033329882.1, XP_033329891.1
OG0000464	XP_017767287.1, XP_017767286.1	XP_033335765.1, XP_033335767.1
OG0000465	XP_017757899.1, XP_017758424.1, XP_017758423.1, XP_017757908.1	XP_033326070.1, XP_033326071.1
OG0000466	XP_017752743.1, XP_017752744.1, XP_017752742.1	XP_033324482.1
OG0000467	XP_017758911.1	XP_033323815.1, XP_033323813.1, XP_033323812.1, XP_033323811.1
OG0000469	XP_017763281.1	XP_033341421.1, XP_033341420.1
OG0000470	XP_017757729.1	XP_033330388.1
OG0000471	XP_017767592.1	XP_033326415.1, XP_033326414.1
OG0000472	XP_017755657.1	XP_033333081.1, XP_033333078.1, XP_033333080.1, XP_033333082.1, XP_033333083.1
OG0000473	XP_017761183.1	XP_033331077.1
OG0000473	XP_017761772.1	XP_033323761.1
OG0000474	XP_017758976.1, XP_017758977.1	XP_033327623.1, XP_033327624.1, XP_033327625.1, XP_033327622.1
OG0000475	XP_017756524.1	XP_033324478.1
OG0000476	XP_017766791.1, XP_017766789.1, XP_017766788.1, XP_017766792.1, XP_017766790.1	XP_033323404.1
OG0000477	XP_017752565.1	XP_033336220.1
OG0000478	XP_017759901.1	XP_033338497.1, XP_033338496.1, XP_033338495.1
OG0000479	XP_017764607.1, XP_017764606.1	XP_033336023.1
OG0000480	XP_017752791.1, XP_017752783.1	XP_033338388.1, XP_033338386.1, XP_033338387.1
OG0000481	XP_017758787.1	XP_033334363.1, XP_033334361.1, XP_033334360.1, XP_033334364.1, XP_033334362.1
OG0000482	XP_017758651.1	XP_033342102.1
OG0000483	XP_017767447.1	XP_033331427.1
OG0000487	XP_017759183.1	XP_033324034.1
OG0000487	XP_017759184.1	XP_033324032.1
OG0000488	XP_017759918.1	XP_033336687.1, XP_033336686.1, XP_033336689.1, XP_033336688.1
OG0000489	XP_017765899.1	XP_033336800.1
OG0000490	XP_017764870.1	XP_033328821.1, XP_033328820.1, XP_033328819.1, XP_033328822.1
OG0000491	XP_017755085.1, XP_017755078.1	XP_033327291.1
OG0000492	XP_017762224.1	XP_033339725.1
OG0000492	XP_017762229.1	XP_033323498.1
OG0000493	XP_017764989.1	XP_033341344.1, XP_033341256.1
OG0000494	XP_017759255.1	XP_033323371.1, XP_033323367.1, XP_033323368.1, XP_033323366.1, XP_033323370.1
OG0000495	XP_017757749.1, XP_017757750.1	XP_033328577.1, XP_033328584.1, XP_033328592.1, XP_033328569.1, XP_033328552.1, XP_033328561.1
OG0000496	XP_017754245.1	XP_033320914.1, XP_033320915.1
OG0000497	XP_017757430.1	XP_033331623.1
OG0000498	XP_017766097.1	XP_033323695.1
OG0000499	XP_017761439.1	XP_033334924.1, XP_033334925.1, XP_033334923.1
OG0000500	XP_017762867.1	XP_033325038.1
OG0000501	XP_017754958.1	XP_033339991.1, XP_033339992.1, XP_033339990.1
OG0000502	XP_017760859.1	XP_033334777.1, XP_033334776.1
OG0000503	XP_017764320.1	XP_033327270.1
OG0000505	XP_017754013.1, XP_017754012.1	XP_033341265.1
OG0000506	XP_017761673.1	XP_033327260.1, XP_033327261.1
OG0000507	XP_017757111.1, XP_017757110.1, XP_017757109.1	XP_033334320.1, XP_033334321.1, XP_033334319.1
OG0000508	XP_017765508.1	XP_033336323.1
OG0000509	XP_017756902.1, XP_017756901.1	XP_033331556.1, XP_033331555.1, XP_033331558.1
OG0000510	XP_017761098.1	XP_033323475.1, XP_033323476.1, XP_033323474.1
OG0000511	XP_017757527.1	XP_033328156.1
OG0000512	XP_017762818.1, XP_017762817.1	XP_033328367.1, XP_033328368.1
OG0000513	XP_017765308.1, XP_017765309.1	XP_033330601.1, XP_033330603.1, XP_033330602.1
OG0000514	XP_017763768.1	XP_033323042.1, XP_033323041.1, XP_033323038.1, XP_033323037.1, XP_033323040.1, XP_033323039.1, XP_033323043.1
OG0000515	XP_017754622.1, XP_017754620.1, XP_017754621.1	XP_033338473.1
OG0000516	XP_017762037.1, XP_017762035.1	XP_033323892.1
OG0000517	XP_017764518.1, XP_017764519.1	XP_033327574.1, XP_033327573.1, XP_033327571.1
OG0000518	XP_017765277.1	XP_033324533.1, XP_033324536.1, XP_033324535.1, XP_033324534.1
OG0000519	XP_017755841.1, XP_017755840.1, XP_017755842.1	XP_033332722.1, XP_033332721.1
OG0000520	XP_017758712.1	XP_033324358.1, XP_033324355.1, XP_033324357.1
OG0000521	XP_017757848.1	XP_033325871.1
OG0000522	XP_017760632.1, XP_017765618.1	XP_033336245.1
OG0000523	XP_017761180.1	XP_033330584.1, XP_033330587.1
OG0000524	XP_017764574.1	XP_033337303.1, XP_033337302.1
OG0000525	XP_017756079.1	XP_033329897.1
OG0000526	XP_017767740.1	XP_033327764.1, XP_033327763.1
OG0000527	XP_017767662.1	XP_033337238.1
OG0000528	XP_017754831.1	XP_033335037.1
OG0000529	XP_017752906.1	XP_033338397.1, XP_033338396.1, XP_033338393.1, XP_033338392.1, XP_033338394.1, XP_033338395.1
OG0000530	XP_017756716.1	XP_033326698.1, XP_033326699.1
OG0000531	XP_017760689.1	XP_033342575.1
OG0000531	XP_017760688.1	XP_033342572.1
OG0000532	XP_017759574.1, XP_017759573.1	XP_033337673.1
OG0000533	XP_017756414.1, XP_017756415.1, XP_017756413.1	XP_033341863.1, XP_033341862.1
OG0000534	XP_017760084.1	XP_033327119.1
OG0000535	XP_017755271.1	XP_033327975.1
OG0000536	XP_017764293.1	XP_033326234.1, XP_033326228.1
OG0000536	XP_017764296.1	XP_033326235.1, XP_033326236.1
OG0000537	XP_017766007.1	XP_033341123.1
OG0000539	XP_017755210.1	XP_033330137.1, XP_033330146.1
OG0000540	XP_017759049.1	XP_033333703.1, XP_033333704.1
OG0000541	XP_017767581.1	XP_033331700.1
OG0000541	XP_017767580.1	XP_033326006.1
OG0000542	XP_017760290.1, XP_017760291.1	XP_033329591.1, XP_033329586.1, XP_033329587.1, XP_033329589.1, XP_033329588.1
OG0000543	XP_017767481.1	XP_033325807.1, XP_033325805.1, XP_033325806.1
OG0000544	XP_017753450.1	XP_033335232.1
OG0000545	XP_017760629.1	XP_033330788.1, XP_033330791.1
OG0000546	XP_017761841.1, XP_017761844.1, XP_017761843.1, XP_017761842.1	XP_033339919.1
OG0000547	XP_017763907.1, XP_017763906.1	XP_033327442.1, XP_033327445.1, XP_033327444.1, XP_033327443.1
OG0000548	XP_017754059.1	XP_033328742.1, XP_033328741.1, XP_033328743.1
OG0000549	XP_017753386.1	XP_033342153.1, XP_033342150.1, XP_033342151.1, XP_033342147.1, XP_033342149.1, XP_033342145.1, XP_033342146.1, XP_033342154.1, XP_033342152.1
OG0000550	XP_017755390.1	XP_033321872.1
OG0000551	XP_017765421.1, XP_017765420.1	XP_033321267.1, XP_033340094.1, XP_033340095.1
OG0000552	XP_017755666.1	XP_033335580.1, XP_033335582.1
OG0000553	XP_017755056.1, XP_017755065.1	XP_033333478.1
OG0000554	XP_017755021.1	XP_033340076.1, XP_033340075.1, XP_033340077.1
OG0000555	XP_017753618.1	XP_033330404.1, XP_033330407.1, XP_033330406.1
OG0000556	XP_017755721.1	XP_033339239.1, XP_033339240.1
OG0000557	XP_017759039.1	XP_033325640.1, XP_033325641.1, XP_033325642.1
OG0000558	XP_017767458.1	XP_033335406.1
OG0000559	XP_017760807.1	XP_033342772.1, XP_033342776.1, XP_033342774.1, XP_033342773.1
OG0000560	XP_017760926.1	XP_033342357.1
OG0000561	XP_017755086.1	XP_033332966.1
OG0000562	XP_017756180.1	XP_033338654.1
OG0000563	XP_017757793.1, XP_017757792.1, XP_017757790.1, XP_017757794.1	XP_033328616.1
OG0000564	XP_017753835.1, XP_017753837.1, XP_017753834.1	XP_033324671.1
OG0000565	XP_017765255.1	XP_033342822.1, XP_033342829.1, XP_033342815.1
OG0000566	XP_017752703.1	XP_033324854.1
