Orthogroup	Eufriesea_mexicana	Osmia_lignaria
OG0000235	XP_017752374.1, XP_017752371.1, XP_017752372.1	XP_034188255.1, XP_034188260.1, XP_034188261.1, XP_034188259.1, XP_034188258.1, XP_034188257.1
OG0000236	XP_017764392.1	XP_034195907.1
OG0000236	XP_017764391.1	XP_034195787.1
OG0000237	XP_017752738.1	XP_034181102.1, XP_034181105.1, XP_034181103.1, XP_034181101.1, XP_034181104.1
OG0000238	XP_017765337.1, XP_017765335.1, XP_017765336.1	XP_034176782.1
OG0000240	XP_017757896.1, XP_017757897.1	XP_034180058.1, XP_034180056.1
OG0000241	XP_017759546.1	XP_034185581.1, XP_034185578.1, XP_034185582.1, XP_034185583.1, XP_034185580.1
OG0000242	XP_017753451.1	XP_034181365.1
OG0000243	XP_017753486.1, XP_017753487.1	XP_034173756.1
OG0000244	XP_017755394.1	XP_034182098.1, XP_034182097.1
OG0000245	XP_017758588.1	XP_034187246.1, XP_034187245.1
OG0000246	XP_017752449.1	XP_034196159.1
OG0000246	XP_017765588.1, XP_017753107.1	XP_034195100.1
OG0000247	XP_017762833.1	XP_034183856.1, XP_034183850.1, XP_034183840.1, XP_034183826.1, XP_034183833.1, XP_034183865.1, XP_034183817.1
OG0000248	XP_017765753.1	XP_034187781.1, XP_034187782.1, XP_034187783.1
OG0000249	XP_017755131.1	XP_034181364.1, XP_034181366.1, XP_034181369.1
OG0000250	XP_017753496.1	XP_034172097.1, XP_034172096.1, XP_034172095.1
OG0000251	XP_017765225.1	XP_034179315.1, XP_034179314.1
OG0000252	XP_017767385.1	XP_034185807.1, XP_034185805.1, XP_034185808.1
OG0000253	XP_017759475.1	XP_034185500.1
OG0000253	XP_017759465.1	XP_034185501.1
OG0000254	XP_017767116.1, XP_017767118.1, XP_017767117.1	XP_034181913.1, XP_034181916.1, XP_034181914.1, XP_034181915.1
OG0000255	XP_017759954.1, XP_017759955.1, XP_017759953.1, XP_017759956.1	XP_034192133.1, XP_034192134.1
OG0000256	XP_017765643.1, XP_017765658.1, XP_017765668.1, XP_017765677.1, XP_017765690.1, XP_017765683.1, XP_017765699.1, XP_017765650.1, XP_017765592.1	XP_034185976.1, XP_034185977.1
OG0000257	XP_017767214.1	XP_034191847.1
OG0000258	XP_017757117.1	XP_034189815.1, XP_034189824.1, XP_034189833.1
OG0000259	XP_017764041.1	XP_034195599.1
OG0000261	XP_017758969.1	XP_034184755.1, XP_034184753.1, XP_034184752.1, XP_034184754.1
OG0000262	XP_017763110.1, XP_017763109.1, XP_017763108.1	XP_034181772.1, XP_034181773.1, XP_034181774.1
OG0000263	XP_017764990.1, XP_017764993.1, XP_017764992.1, XP_017764991.1	XP_034179478.1, XP_034179477.1, XP_034179480.1, XP_034179481.1, XP_034179479.1
OG0000264	XP_017757742.1	XP_034183558.1, XP_034183559.1, XP_034183556.1, XP_034183557.1
OG0000265	XP_017761912.1	XP_034176282.1
OG0000267	XP_017756405.1	XP_034171334.1, XP_034171333.1, XP_034171331.1, XP_034171332.1, XP_034171330.1
OG0000268	XP_017766452.1	XP_034196640.1, XP_034196641.1, XP_034196639.1
OG0000269	XP_017764288.1	XP_034172452.1
OG0000270	XP_017755601.1	XP_034192849.1, XP_034192837.1
OG0000271	XP_017755174.1, XP_017755175.1	XP_034173912.1, XP_034173836.1, XP_034173989.1
OG0000272	XP_017754238.1	XP_034189677.1
OG0000273	XP_017755868.1, XP_017755867.1	XP_034185323.1, XP_034185324.1, XP_034185325.1
OG0000274	XP_017754356.1	XP_034171832.1
OG0000275	XP_017763783.1, XP_017755936.1	XP_034190930.1
OG0000276	XP_017760227.1	XP_034181830.1, XP_034181826.1, XP_034181832.1
OG0000277	XP_017763500.1, XP_017763493.1	XP_034187453.1, XP_034187452.1
OG0000278	XP_017764827.1	XP_034188421.1
OG0000278	XP_017764822.1	XP_034188414.1
OG0000279	XP_017757292.1	XP_034194356.1, XP_034194357.1
OG0000280	XP_017763674.1	XP_034173755.1, XP_034173759.1, XP_034173761.1, XP_034173760.1, XP_034173758.1, XP_034173757.1, XP_034173754.1
OG0000281	XP_017761092.1	XP_034173736.1, XP_034173733.1, XP_034173735.1, XP_034173734.1, XP_034173737.1
OG0000282	XP_017762599.1, XP_017762600.1	XP_034173559.1, XP_034173562.1, XP_034173561.1, XP_034173560.1, XP_034173563.1
OG0000283	XP_017761039.1, XP_017761040.1	XP_034182970.1, XP_034182969.1
OG0000284	XP_017753784.1, XP_017753780.1, XP_017753785.1, XP_017753782.1, XP_017753781.1	XP_034179560.1
OG0000285	XP_017752839.1, XP_017752838.1	XP_034193967.1
OG0000286	XP_017754679.1, XP_017754678.1	XP_034187113.1, XP_034187115.1
OG0000287	XP_017762468.1	XP_034185755.1, XP_034185756.1, XP_034185753.1, XP_034185754.1, XP_034185751.1, XP_034185752.1
OG0000288	XP_017755662.1	XP_034192862.1
OG0000289	XP_017759928.1	XP_034191632.1
OG0000290	XP_017759663.1	XP_034177193.1, XP_034177187.1
OG0000291	XP_017765156.1, XP_017765155.1	XP_034174351.1
OG0000292	XP_017766480.1, XP_017766482.1, XP_017766481.1, XP_017766483.1	XP_034171345.1, XP_034171347.1, XP_034171346.1, XP_034171350.1, XP_034171348.1
OG0000293	XP_017753334.1, XP_017753335.1, XP_017753336.1	XP_034187323.1, XP_034187341.1, XP_034187332.1
OG0000294	XP_017763323.1, XP_017763326.1, XP_017763321.1, XP_017763324.1, XP_017763325.1, XP_017763322.1, XP_017763320.1	XP_034186341.1
OG0000295	XP_017763544.1, XP_017763543.1, XP_017763542.1	XP_034180997.1, XP_034180996.1, XP_034180995.1
OG0000296	XP_017756753.1	XP_034181155.1, XP_034181153.1, XP_034181154.1, XP_034181151.1
OG0000297	XP_017755944.1	XP_034192474.1
OG0000298	XP_017766547.1, XP_017766548.1, XP_017766546.1, XP_017766549.1	XP_034178782.1, XP_034178784.1, XP_034178783.1
OG0000299	XP_017758869.1	XP_034180514.1, XP_034180523.1
OG0000299	XP_017758870.1	XP_034180545.1
OG0000300	XP_017760031.1	XP_034192275.1
OG0000300	XP_017760028.1	XP_034192273.1
OG0000301	XP_017766255.1	XP_034183399.1, XP_034183398.1
OG0000302	XP_017754071.1, XP_017765026.1	XP_034193562.1
OG0000303	XP_017754971.1, XP_017754969.1, XP_017754963.1, XP_017754964.1, XP_017754956.1	XP_034185476.1, XP_034185473.1
OG0000304	XP_017765326.1, XP_017765386.1, XP_017765457.1, XP_017765507.1, XP_017765261.1	XP_034185972.1, XP_034185971.1
OG0000305	XP_017758719.1	XP_034177114.1, XP_034177113.1, XP_034177112.1
OG0000306	XP_017759523.1, XP_017759522.1	XP_034185696.1, XP_034185692.1, XP_034185694.1, XP_034185693.1, XP_034185695.1
OG0000307	XP_017758684.1	XP_034186970.1, XP_034186971.1, XP_034186972.1
OG0000308	XP_017761147.1	XP_034173195.1, XP_034173193.1, XP_034173196.1, XP_034173192.1
OG0000309	XP_017754067.1	XP_034173109.1, XP_034173110.1
OG0000310	XP_017753234.1, XP_017753226.1	XP_034172597.1, XP_034172599.1, XP_034172598.1, XP_034172596.1
OG0000311	XP_017763452.1	XP_034188148.1
OG0000312	XP_017761868.1	XP_034196197.1, XP_034196198.1
OG0000313	XP_017755728.1	XP_034187721.1
OG0000314	XP_017758970.1	XP_034176014.1
OG0000316	XP_017763698.1, XP_017763700.1, XP_017763699.1	XP_034183506.1, XP_034183504.1, XP_034183503.1, XP_034183505.1
OG0000317	XP_017759168.1, XP_017759169.1	XP_034171418.1
OG0000318	XP_017759828.1, XP_017759829.1	XP_034195475.1
OG0000319	XP_017757173.1, XP_017757174.1, XP_017757175.1	XP_034187524.1, XP_034187523.1
OG0000321	XP_017757401.1, XP_017757402.1	XP_034177310.1, XP_034177337.1, XP_034177300.1
OG0000322	XP_017760232.1, XP_017756229.1	XP_034192460.1
OG0000322	XP_017765412.1	XP_034194826.1
OG0000323	XP_017760260.1, XP_017760233.1, XP_017760258.1	XP_034183501.1, XP_034183524.1, XP_034183512.1
OG0000324	XP_017759285.1, XP_017759284.1	XP_034186725.1, XP_034186726.1
OG0000325	XP_017754362.1	XP_034192422.1, XP_034192419.1, XP_034192420.1, XP_034192421.1
OG0000326	XP_017756800.1	XP_034180621.1, XP_034180619.1, XP_034180622.1, XP_034180623.1, XP_034180624.1, XP_034180620.1
OG0000327	XP_017760602.1	XP_034191549.1, XP_034191548.1
OG0000328	XP_017752497.1, XP_017752498.1, XP_017752499.1, XP_017752500.1	XP_034184643.1, XP_034184644.1
OG0000329	XP_017758629.1, XP_017758631.1, XP_017758630.1	XP_034174488.1, XP_034174487.1, XP_034174490.1
OG0000331	XP_017755461.1	XP_034180454.1
OG0000332	XP_017754292.1, XP_017754291.1	XP_034181902.1
OG0000334	XP_017753871.1, XP_017753863.1	XP_034180817.1
OG0000335	XP_017755745.1	XP_034184149.1, XP_034184150.1, XP_034184152.1, XP_034184148.1, XP_034184144.1
OG0000336	XP_017761015.1	XP_034186935.1
OG0000337	XP_017767102.1, XP_017767104.1, XP_017767103.1	XP_034181908.1
OG0000338	XP_017763352.1	XP_034181636.1, XP_034181635.1, XP_034181634.1, XP_034181638.1, XP_034181637.1, XP_034181639.1
OG0000339	XP_017758373.1, XP_017758372.1	XP_034183642.1
OG0000340	XP_017752531.1, XP_017752532.1	XP_034190530.1
OG0000341	XP_017757404.1	XP_034176805.1, XP_034176803.1, XP_034176804.1
OG0000342	XP_017761581.1, XP_017761577.1, XP_017761580.1, XP_017761579.1, XP_017761578.1, XP_017761582.1	XP_034191667.1
OG0000343	XP_017765382.1	XP_034189601.1, XP_034189603.1
OG0000344	XP_017754804.1	XP_034176458.1, XP_034176456.1, XP_034176455.1
OG0000345	XP_017765673.1, XP_017765672.1, XP_017765671.1, XP_017765670.1	XP_034184508.1
OG0000346	XP_017761255.1	XP_034194742.1, XP_034194738.1, XP_034194739.1, XP_034194740.1, XP_034194741.1, XP_034194737.1
OG0000347	XP_017762788.1, XP_017762790.1, XP_017762789.1	XP_034176423.1
OG0000348	XP_017756542.1	XP_034181312.1, XP_034181306.1
OG0000348	XP_017756549.1	XP_034181314.1
OG0000349	XP_017760453.1	XP_034189021.1, XP_034189023.1, XP_034189022.1
OG0000350	XP_017754395.1	XP_034193410.1, XP_034193409.1, XP_034193411.1, XP_034193412.1
OG0000352	XP_017758234.1, XP_017758236.1, XP_017758237.1	XP_034187439.1
OG0000353	XP_017761134.1	XP_034172906.1
OG0000354	XP_017766062.1, XP_017766066.1	XP_034172130.1
OG0000354	XP_017766072.1	XP_034172138.1
OG0000355	XP_017763886.1	XP_034176981.1
OG0000356	XP_017761340.1	XP_034177453.1, XP_034177454.1
OG0000357	XP_017761116.1, XP_017761117.1	XP_034192918.1
OG0000358	XP_017763238.1	XP_034180893.1, XP_034180882.1
OG0000360	XP_017766029.1	XP_034173654.1, XP_034173655.1, XP_034173656.1, XP_034173657.1, XP_034173658.1, XP_034173653.1
OG0000361	XP_017763740.1, XP_017763749.1, XP_017763739.1, XP_017754989.1	XP_034182781.1
OG0000362	XP_017759479.1	XP_034190259.1
OG0000363	XP_017764563.1, XP_017764562.1	XP_034190266.1, XP_034190264.1, XP_034190269.1, XP_034190270.1, XP_034190267.1
OG0000364	XP_017759978.1	XP_034192209.1, XP_034192212.1
OG0000365	XP_017761417.1, XP_017761416.1	XP_034183201.1
OG0000366	XP_017752990.1	XP_034192201.1, XP_034178194.1, XP_034178806.1, XP_034178808.1, XP_034178698.1, XP_034178807.1, XP_034194621.1, XP_034194612.1
OG0000367	XP_017752649.1, XP_017752650.1, XP_017752651.1, XP_017752654.1, XP_017752653.1, XP_017752648.1, XP_017752646.1, XP_017752652.1	XP_034180255.1
OG0000368	XP_017766030.1	XP_034173255.1, XP_034173257.1, XP_034173263.1, XP_034173262.1, XP_034173258.1, XP_034173259.1, XP_034173261.1, XP_034173260.1, XP_034173264.1, XP_034173265.1
OG0000369	XP_017755198.1	XP_034189277.1
OG0000370	XP_017767420.1	XP_034186084.1, XP_034186083.1
OG0000371	XP_017763299.1	XP_034191096.1
OG0000372	XP_017753680.1	XP_034177085.1, XP_034177084.1, XP_034177086.1
OG0000373	XP_017761703.1	XP_034195545.1
OG0000375	XP_017762283.1, XP_017762285.1, XP_017762286.1	XP_034176224.1, XP_034176225.1, XP_034176226.1
OG0000376	XP_017759170.1	XP_034193251.1, XP_034193245.1, XP_034193249.1, XP_034193248.1, XP_034193244.1, XP_034193250.1, XP_034193240.1, XP_034193241.1, XP_034193247.1, XP_034193246.1, XP_034193242.1, XP_034193253.1, XP_034193252.1, XP_034193239.1, XP_034193254.1
OG0000377	XP_017756477.1, XP_017756478.1	XP_034189845.1
OG0000378	XP_017761780.1	XP_034192250.1, XP_034192319.1, XP_034192370.1, XP_034192188.1
OG0000379	XP_017764002.1	XP_034195611.1
OG0000380	XP_017756408.1, XP_017756407.1	XP_034189331.1
OG0000381	XP_017764893.1	XP_034177030.1, XP_034177024.1, XP_034177015.1
OG0000382	XP_017754253.1	XP_034181453.1
OG0000383	XP_017752925.1	XP_034186544.1
OG0000384	XP_017757977.1	XP_034191743.1, XP_034191742.1, XP_034191744.1
OG0000385	XP_017755475.1	XP_034180276.1, XP_034180277.1, XP_034180275.1, XP_034180274.1
OG0000386	XP_017754949.1	XP_034185238.1, XP_034185237.1, XP_034185235.1, XP_034185239.1, XP_034185240.1
OG0000387	XP_017767341.1	XP_034186076.1
OG0000388	XP_017766510.1	XP_034178224.1
OG0000389	XP_017754648.1, XP_017754647.1	XP_034186722.1, XP_034186723.1
OG0000390	XP_017766799.1	XP_034178769.1, XP_034178780.1, XP_034178779.1, XP_034178777.1, XP_034178778.1
OG0000391	XP_017763954.1	XP_034176377.1, XP_034176375.1, XP_034176374.1, XP_034176373.1, XP_034176371.1, XP_034176372.1, XP_034176378.1, XP_034176370.1, XP_034176379.1
OG0000392	XP_017767378.1, XP_017767376.1, XP_017767375.1	XP_034185702.1
OG0000393	XP_017764699.1	XP_034186133.1, XP_034186134.1, XP_034186132.1
OG0000394	XP_017761491.1	XP_034175167.1
OG0000395	XP_017764114.1	XP_034183255.1
OG0000396	XP_017761286.1	XP_034177551.1, XP_034177541.1
OG0000397	XP_017762138.1, XP_017762139.1	XP_034190999.1, XP_034190998.1
OG0000398	XP_017755325.1, XP_017755327.1, XP_017755328.1	XP_034177324.1
OG0000399	XP_017759262.1	XP_034173488.1, XP_034173486.1, XP_034173487.1
OG0000400	XP_017761141.1	XP_034172833.1, XP_034172832.1, XP_034172834.1
OG0000401	XP_017755875.1	XP_034192158.1, XP_034174666.1
OG0000402	XP_017752342.1	XP_034188593.1, XP_034188591.1, XP_034188594.1
OG0000403	XP_017766521.1	XP_034178577.1, XP_034178511.1, XP_034178514.1, XP_034178574.1
OG0000404	XP_017767545.1, XP_017766873.1, XP_017752361.1	XP_034190807.1, XP_034190798.1
OG0000406	XP_017756368.1, XP_017756369.1, XP_017756371.1, XP_017756370.1	XP_034196693.1, XP_034196698.1, XP_034196699.1
OG0000407	XP_017767647.1	XP_034171108.1, XP_034171106.1, XP_034171107.1, XP_034171109.1, XP_034171104.1
OG0000408	XP_017764260.1	XP_034195651.1, XP_034195652.1
OG0000409	XP_017756768.1, XP_017756765.1, XP_017756767.1, XP_017756766.1	XP_034188103.1, XP_034188106.1, XP_034188105.1, XP_034188104.1
OG0000410	XP_017763617.1	XP_034185670.1, XP_034185668.1
OG0000411	XP_017762639.1, XP_017756840.1, XP_017756839.1, XP_017756843.1, XP_017756844.1, XP_017756841.1	XP_034179648.1, XP_034179661.1, XP_034179594.1, XP_034179602.1, XP_034195387.1, XP_034194733.1
OG0000412	XP_017765407.1	XP_034189459.1
OG0000413	XP_017760379.1	XP_034193171.1
OG0000414	XP_017767559.1	XP_034194914.1, XP_034181739.1
OG0000417	XP_017766705.1, XP_017766699.1, XP_017766706.1	XP_034178209.1
OG0000418	XP_017752988.1, XP_017752989.1	XP_034178047.1, XP_034178813.1, XP_034192200.1, XP_034178812.1, XP_034192230.1
OG0000419	XP_017766310.1, XP_017766309.1	XP_034183724.1, XP_034183725.1
OG0000420	XP_017754042.1, XP_017754041.1, XP_017754040.1	XP_034172078.1, XP_034172077.1, XP_034172074.1, XP_034172076.1
OG0000421	XP_017760748.1	XP_034193117.1, XP_034193118.1, XP_034193119.1
OG0000422	XP_017762792.1	XP_034183976.1, XP_034183929.1, XP_034183966.1, XP_034183937.1, XP_034183956.1, XP_034183921.1, XP_034183947.1
OG0000423	XP_017757616.1	XP_034177644.1, XP_034177641.1, XP_034177640.1, XP_034177642.1
OG0000424	XP_017752365.1	XP_034194405.1, XP_034194404.1, XP_034194406.1
OG0000426	XP_017761389.1	XP_034177719.1
OG0000428	XP_017766346.1	XP_034171020.1
OG0000428	XP_017766377.1	XP_034196642.1
OG0000429	XP_017756773.1	XP_034182151.1
OG0000430	XP_017757907.1	XP_034191741.1
OG0000431	XP_017759879.1, XP_017759880.1	XP_034192052.1, XP_034192050.1, XP_034192051.1
OG0000432	XP_017766275.1	XP_034175949.1, XP_034175950.1, XP_034175951.1
OG0000433	XP_017756249.1, XP_017756254.1	XP_034190341.1
OG0000434	XP_017761036.1	XP_034186686.1, XP_034186674.1
OG0000435	XP_017761207.1	XP_034179596.1
OG0000436	XP_017752188.1	XP_034191079.1
OG0000437	XP_017758981.1, XP_017758980.1	XP_034190283.1, XP_034190281.1, XP_034190284.1, XP_034190280.1, XP_034190285.1
OG0000438	XP_017759549.1	XP_034187889.1, XP_034187890.1
OG0000439	XP_017762763.1	XP_034194108.1, XP_034194107.1, XP_034194106.1
OG0000440	XP_017753531.1	XP_034183023.1, XP_034183022.1, XP_034183021.1, XP_034183024.1
OG0000441	XP_017754649.1	XP_034191193.1
OG0000442	XP_017764954.1	XP_034182229.1
OG0000443	XP_017753926.1, XP_017753925.1	XP_034181099.1, XP_034181100.1, XP_034181097.1, XP_034181098.1, XP_034181096.1
OG0000444	XP_017760579.1, XP_017760578.1	XP_034191694.1
OG0000445	XP_017766568.1, XP_017766569.1	XP_034178751.1, XP_034178749.1, XP_034178750.1
OG0000446	XP_017760536.1	XP_034177837.1, XP_034177838.1
OG0000447	XP_017756097.1	XP_034182952.1, XP_034182950.1, XP_034182951.1
OG0000448	XP_017758640.1, XP_017758639.1	XP_034180228.1, XP_034180226.1
OG0000449	XP_017766138.1, XP_017766137.1	XP_034195499.1
OG0000450	XP_017762416.1	XP_034189891.1, XP_034189890.1, XP_034189889.1
OG0000451	XP_017759386.1	XP_034180736.1
OG0000452	XP_017766888.1	XP_034190740.1, XP_034190741.1
OG0000453	XP_017764531.1, XP_017764530.1	XP_034185184.1, XP_034185186.1, XP_034185183.1, XP_034185182.1
OG0000454	XP_017754841.1	XP_034175784.1
OG0000455	XP_017756141.1, XP_017756140.1	XP_034183277.1, XP_034183276.1
OG0000456	XP_017760723.1, XP_017760722.1, XP_017760721.1, XP_017760720.1, XP_017760724.1	XP_034175898.1
OG0000457	XP_017760876.1, XP_017760875.1	XP_034193267.1, XP_034193265.1, XP_034193268.1, XP_034193266.1
OG0000458	XP_017755999.1, XP_017755993.1	XP_034187617.1, XP_034187616.1, XP_034187615.1, XP_034187618.1
OG0000459	XP_017757152.1, XP_017757159.1	XP_034187630.1
OG0000460	XP_017757558.1	XP_034192771.1, XP_034192772.1, XP_034192773.1, XP_034192775.1, XP_034192770.1, XP_034192769.1
OG0000461	XP_017762696.1	XP_034180534.1
OG0000462	XP_017757246.1	XP_034187454.1, XP_034187459.1, XP_034187457.1, XP_034187456.1, XP_034187458.1, XP_034187455.1
OG0000463	XP_017757640.1	XP_034172406.1, XP_034172405.1
OG0000464	XP_017767287.1, XP_017767286.1	XP_034191570.1, XP_034191569.1, XP_034191572.1, XP_034191571.1
OG0000465	XP_017757899.1, XP_017758424.1, XP_017758423.1, XP_017757908.1	XP_034189636.1, XP_034183622.1
OG0000466	XP_017752743.1, XP_017752744.1, XP_017752742.1	XP_034180962.1
OG0000467	XP_017758911.1	XP_034174056.1, XP_034174081.1, XP_034174065.1, XP_034174073.1
OG0000469	XP_017763281.1	XP_034172727.1, XP_034172729.1
OG0000470	XP_017757729.1	XP_034188776.1, XP_034188777.1, XP_034188775.1, XP_034188778.1
OG0000471	XP_017767592.1	XP_034187557.1, XP_034187553.1, XP_034187555.1, XP_034187554.1, XP_034187558.1, XP_034187556.1
OG0000472	XP_017755657.1	XP_034176948.1
OG0000473	XP_017761183.1	XP_034195905.1
OG0000473	XP_017761772.1	XP_034195891.1
OG0000474	XP_017758976.1, XP_017758977.1	XP_034190240.1, XP_034190239.1
OG0000475	XP_017756524.1	XP_034181315.1
OG0000476	XP_017766791.1, XP_017766789.1, XP_017766788.1, XP_017766792.1, XP_017766790.1	XP_034178010.1
OG0000477	XP_017752565.1	XP_034180213.1, XP_034180495.1, XP_034180205.1, XP_034180494.1, XP_034180493.1, XP_034180060.1
OG0000478	XP_017759901.1	XP_034191390.1, XP_034191388.1, XP_034191389.1, XP_034191391.1
OG0000479	XP_017764607.1, XP_017764606.1	XP_034187809.1
OG0000480	XP_017752791.1, XP_017752783.1	XP_034177459.1, XP_034177460.1, XP_034177458.1
OG0000481	XP_017758787.1	XP_034183918.1
OG0000482	XP_017758651.1	XP_034172043.1
OG0000483	XP_017767447.1	XP_034186095.1
OG0000487	XP_017759183.1	XP_034174922.1
OG0000487	XP_017759184.1	XP_034174919.1
OG0000488	XP_017759918.1	XP_034180176.1
OG0000489	XP_017765899.1, XP_017765900.1	XP_034174162.1
OG0000490	XP_017764870.1	XP_034172323.1
OG0000491	XP_017755085.1, XP_017755078.1	XP_034181406.1
OG0000492	XP_017762224.1	XP_034196475.1
OG0000492	XP_017762229.1	XP_034196526.1
OG0000493	XP_017764989.1	XP_034194303.1, XP_034194304.1
OG0000494	XP_017759255.1	XP_034180809.1
OG0000495	XP_017757749.1, XP_017757750.1	XP_034178674.1, XP_034178675.1
OG0000496	XP_017754245.1	XP_034189680.1, XP_034189681.1, XP_034189683.1, XP_034189682.1
OG0000497	XP_017757430.1	XP_034183594.1, XP_034183596.1
OG0000498	XP_017766097.1	XP_034195746.1, XP_034195748.1
OG0000499	XP_017761439.1	XP_034175835.1, XP_034175834.1, XP_034175836.1
OG0000500	XP_017762867.1	XP_034183159.1
OG0000501	XP_017754958.1	XP_034180770.1, XP_034180788.1, XP_034180759.1, XP_034180779.1
OG0000502	XP_017760859.1	XP_034176116.1
OG0000503	XP_017764320.1	XP_034185352.1
OG0000504	XP_017758685.1	XP_034186943.1
OG0000506	XP_017761673.1	XP_034190567.1
OG0000507	XP_017757111.1, XP_017757110.1, XP_017757109.1	XP_034175955.1, XP_034175946.1
OG0000508	XP_017765508.1	XP_034191520.1
OG0000509	XP_017756902.1, XP_017756901.1	XP_034184128.1, XP_034184129.1
OG0000510	XP_017761098.1	XP_034173721.1, XP_034173720.1, XP_034173719.1
OG0000511	XP_017757527.1	XP_034192758.1, XP_034192750.1, XP_034192749.1, XP_034192752.1, XP_034192751.1, XP_034192754.1, XP_034192753.1, XP_034192755.1, XP_034192748.1, XP_034192757.1, XP_034192759.1
OG0000512	XP_017762818.1, XP_017762817.1	XP_034195617.1, XP_034195626.1
OG0000513	XP_017765308.1, XP_017765309.1	XP_034182753.1, XP_034182752.1, XP_034182750.1, XP_034182751.1
OG0000514	XP_017763768.1	XP_034181008.1
OG0000515	XP_017754622.1, XP_017754620.1, XP_017754621.1	XP_034187116.1
OG0000516	XP_017762037.1, XP_017762035.1	XP_034192913.1
OG0000517	XP_017764518.1, XP_017764519.1	XP_034184874.1, XP_034184873.1
