Orthogroup	Eufriesea_mexicana	Bombus_terrestris
OG0000238	XP_017765337.1, XP_017765335.1, XP_017765336.1	XP_012173512.1
OG0000239	XP_017765562.1	XP_003402884.1, XP_012175231.1, XP_020723851.1, XP_012175221.2, XP_020723726.1, XP_012175223.1, XP_012175222.2, XP_012175291.1, XP_020723852.1
OG0000240	XP_017757896.1, XP_017757897.1	XP_020723080.1
OG0000241	XP_017759546.1	XP_020722950.1
OG0000242	XP_017753451.1	XP_003396534.1, XP_020719232.1
OG0000243	XP_017753486.1, XP_017753487.1	XP_012165897.1, XP_012165903.1, XP_012165902.1, XP_012165900.1, XP_012165899.1, XP_012165898.1
OG0000244	XP_017755394.1	XP_020724157.1, XP_020724158.1, XP_012176311.1, XP_020724156.1
OG0000245	XP_017758588.1	XP_020718282.1, XP_012163545.1
OG0000246	XP_017752449.1	XP_012164954.1, XP_020719099.1
OG0000246	XP_017765588.1, XP_017753107.1	XP_003401768.1
OG0000247	XP_017762833.1	XP_003396811.1
OG0000248	XP_017765753.1	XP_020721257.1, XP_020721258.1, XP_020721259.1, XP_012169434.1, XP_012169432.1, XP_003399159.1, XP_012169431.1, XP_012169429.1, XP_020721256.1
OG0000249	XP_017755131.1	XP_012169463.2, XP_020721343.1, XP_003402576.2, XP_020721177.1
OG0000250	XP_017753496.1	XP_020721163.1
OG0000251	XP_017765225.1	XP_003401208.1, XP_020722676.1
OG0000252	XP_017767385.1	XP_003398194.1
OG0000253	XP_017759463.1	XP_003401778.1
OG0000253	XP_017759475.1	XP_003401781.1
OG0000253	XP_017759465.1	XP_003401782.1
OG0000254	XP_017767116.1, XP_017767118.1, XP_017767117.1	XP_003394353.1, XP_020724147.1, XP_012176228.1, XP_012176226.1, XP_012176227.1
OG0000255	XP_017759954.1, XP_017759955.1, XP_017759953.1, XP_017759956.1	XP_003400584.1, XP_003400585.1, XP_020722157.1
OG0000256	XP_017765643.1, XP_017765658.1, XP_017765668.1, XP_017765677.1, XP_017765690.1, XP_017765683.1, XP_017765699.1, XP_017765650.1, XP_017765592.1	XP_012168741.1, XP_012168742.1
OG0000257	XP_017767214.1	XP_012171960.1, XP_012171957.1, XP_012171958.1, XP_012171959.1
OG0000258	XP_017757117.1	XP_012166005.2
OG0000259	XP_017764041.1	XP_003395969.1, XP_012164534.1, XP_012164536.1, XP_012164535.1
OG0000260	XP_017763087.1, XP_017763088.1	XP_020719947.1
OG0000261	XP_017758969.1	XP_003403123.1, XP_012175136.1, XP_020723829.1
OG0000262	XP_017763110.1, XP_017763109.1, XP_017763108.1	XP_012166526.1, XP_003397183.1
OG0000263	XP_017764990.1, XP_017764993.1, XP_017764992.1, XP_017764991.1	XP_012172354.1, XP_012172353.1
OG0000264	XP_017757742.1	XP_012168122.1
OG0000265	XP_017761912.1	XP_012169012.1, XP_012169011.1, XP_012169010.1
OG0000266	XP_017762724.1	XP_012173096.1
OG0000267	XP_017756405.1	XP_012174338.1, XP_012174337.1, XP_003402676.1, XP_012174339.1
OG0000268	XP_017766452.1	XP_020722159.1
OG0000269	XP_017764288.1	XP_012168056.1, XP_003393407.1
OG0000270	XP_017755601.1	XP_020723869.1, XP_012175272.1, XP_003403275.1
OG0000271	XP_017755174.1, XP_017755175.1	XP_020719265.1, XP_012166182.1, XP_012166181.1, XP_012166180.1
OG0000272	XP_017754238.1	XP_012168069.1, XP_012168068.1, XP_020720593.1, XP_003398360.1, XP_012168067.1, XP_012168071.1
OG0000273	XP_017755868.1, XP_017755867.1	XP_012175178.1, XP_012175177.1, XP_003403170.1
OG0000274	XP_017754356.1	XP_012167012.1, XP_003397491.1
OG0000275	XP_017763783.1, XP_017755936.1	XP_003399877.1
OG0000276	XP_017760227.1	XP_012167716.1, XP_012167719.1, XP_012167720.1, XP_012167718.1
OG0000277	XP_017763500.1, XP_017763493.1	XP_003403224.1
OG0000278	XP_017764827.1	XP_003402574.1
OG0000279	XP_017757292.1	XP_012175858.1, XP_012175859.1, XP_012175856.1, XP_012175853.1
OG0000280	XP_017763674.1	XP_012163634.1
OG0000281	XP_017761092.1	XP_003395200.1, XP_012163649.1
OG0000282	XP_017762599.1, XP_017762600.1	XP_012166941.1
OG0000283	XP_017761039.1, XP_017761040.1	XP_020721359.1, XP_020721360.1
OG0000284	XP_017753784.1, XP_017753780.1, XP_017753785.1, XP_017753782.1, XP_017753781.1	XP_020722603.1, XP_003403398.3, XP_012172740.1, XP_003401494.1, XP_012172741.1, XP_012172742.1, XP_012172746.2, XP_003401606.2, XP_012172745.1, XP_003403371.2, XP_020722602.1
OG0000285	XP_017752839.1, XP_017752838.1	XP_003401335.1
OG0000286	XP_017754679.1, XP_017754678.1	XP_012170287.1, XP_012170292.1, XP_003399735.1
OG0000287	XP_017762468.1	XP_020721029.1, XP_012168766.1, XP_012168765.1, XP_012168764.1, XP_012168762.1, XP_012168760.1, XP_012168759.1, XP_012168758.1
OG0000288	XP_017755662.1	XP_012164424.1, XP_003395287.1, XP_003395288.1
OG0000289	XP_017759928.1	XP_020722158.1, XP_003400580.1, XP_003400581.1, XP_012171527.1, XP_012171528.1, XP_012171526.1
OG0000290	XP_017759663.1	XP_020719510.1, XP_003396632.1
OG0000291	XP_017765156.1, XP_017765155.1	XP_012166143.1, XP_012166144.1, XP_003396981.1
OG0000293	XP_017753334.1, XP_017753335.1, XP_017753336.1	XP_003396245.1, XP_003396246.1, XP_020719607.1, XP_003396247.1
OG0000294	XP_017763323.1, XP_017763326.1, XP_017763321.1, XP_017763324.1, XP_017763325.1, XP_017763322.1, XP_017763320.1	XP_020721725.1, XP_003399614.1, XP_012169854.1
OG0000295	XP_017763544.1, XP_017763543.1, XP_017763542.1	XP_020719841.1, XP_020719839.1, XP_020719840.1, XP_020719838.1
OG0000296	XP_017756753.1	XP_003397164.1, XP_012166272.1, XP_012166271.1, XP_020719759.1
OG0000297	XP_017755944.1	XP_012166575.1, XP_012166576.1, XP_003397226.1, XP_003397227.1
OG0000298	XP_017766547.1, XP_017766548.1, XP_017766546.1, XP_017766549.1	XP_012170680.1
OG0000299	XP_017758869.1	XP_012167591.1
OG0000299	XP_017758870.1	XP_012167594.1
OG0000300	XP_017760031.1	XP_012168866.1
OG0000300	XP_017760028.1	XP_012168862.1
OG0000301	XP_017766255.1	XP_012167907.1, XP_012167905.1, XP_012167906.1, XP_012167904.1, XP_020720846.1, XP_020720845.1
OG0000302	XP_017754071.1, XP_017765026.1	XP_020722513.1, XP_020722511.1, XP_020722514.1, XP_012172295.2
OG0000303	XP_017754971.1, XP_017754969.1, XP_017754963.1, XP_017754964.1, XP_017754956.1	XP_020722833.1, XP_012172906.1
OG0000304	XP_017765326.1, XP_017765386.1, XP_017765457.1, XP_017765507.1, XP_017765261.1	XP_020720871.1, XP_020720870.1, XP_003398739.1
OG0000305	XP_017758719.1	XP_003395709.1
OG0000306	XP_017759523.1, XP_017759522.1	XP_012173171.1, XP_012173172.1
OG0000307	XP_017758684.1	XP_012176422.2
OG0000308	XP_017761147.1	XP_012169757.1, XP_012169746.1, XP_012169752.1, XP_012169763.1
OG0000309	XP_017754067.1	XP_012164662.1, XP_020720859.1
OG0000310	XP_017753234.1, XP_017753226.1	XP_003392877.1, XP_003392876.1
OG0000311	XP_017763452.1	XP_012166549.1, XP_012166548.1
OG0000312	XP_017761868.1	XP_003402310.1
OG0000313	XP_017755728.1	XP_012167136.1
OG0000314	XP_017758970.1	XP_020721101.1, XP_020721100.1, XP_020721099.1, XP_003398973.1, XP_020721098.1, XP_020721097.1
OG0000315	XP_017754781.1	XP_003398946.1, XP_003398945.1, XP_003398947.1
OG0000316	XP_017763698.1, XP_017763700.1, XP_017763699.1	XP_003402790.1
OG0000317	XP_017759168.1, XP_017759169.1	XP_020724351.1, XP_012176301.1, XP_012176300.1, XP_003394433.1, XP_003394432.1
OG0000318	XP_017759828.1, XP_017759829.1	XP_012165883.1, XP_012165884.1, XP_012165885.1, XP_012165882.1
OG0000319	XP_017757173.1, XP_017757174.1, XP_017757175.1	XP_020718472.1, XP_020718473.1
OG0000323	XP_017760260.1, XP_017760233.1, XP_017760258.1	XP_003402753.1
OG0000324	XP_017759285.1, XP_017759284.1	XP_012176475.1, XP_012176476.1, XP_003394640.1
OG0000325	XP_017754362.1	XP_003400201.1
OG0000326	XP_017756800.1	XP_012171583.1
OG0000327	XP_017760602.1	XP_012171762.1, XP_012171761.1, XP_012171763.1, XP_012171764.1, XP_012171760.1
OG0000328	XP_017752497.1, XP_017752498.1, XP_017752499.1, XP_017752500.1	XP_012172941.1, XP_020722815.1
OG0000329	XP_017758629.1, XP_017758631.1, XP_017758630.1	XP_012163588.1, XP_012163587.1, XP_003395137.1
OG0000330	XP_017766748.1	XP_003400211.1
OG0000331	XP_017755461.1	XP_012171371.1, XP_012171372.1, XP_003400497.1, XP_012171370.1
OG0000332	XP_017754292.1, XP_017754291.1	XP_012166429.1, XP_012166431.1, XP_012166430.1
OG0000334	XP_017753871.1, XP_017753863.1	XP_020722363.1, XP_020722357.1, XP_020722361.1, XP_020722360.1, XP_020722364.1, XP_020722358.1, XP_020722359.1, XP_020722362.1, XP_012171985.1, XP_020722365.1
OG0000335	XP_017755745.1	XP_020720155.1, XP_020720157.1, XP_020720156.1
OG0000336	XP_017761015.1	XP_020721739.1, XP_020721740.1, XP_012170425.1, XP_012170426.1
OG0000337	XP_017767102.1, XP_017767104.1, XP_017767103.1	XP_003394254.1
OG0000338	XP_017763352.1	XP_003394870.1, XP_003394869.1
OG0000339	XP_017758373.1, XP_017758372.1	XP_003398477.1
OG0000340	XP_017752531.1, XP_017752532.1	XP_003401699.1, XP_012173062.1, XP_012173060.1, XP_012173061.1, XP_012173058.1, XP_012173059.1, XP_020722867.1
OG0000341	XP_017757404.1	XP_020718933.1
OG0000342	XP_017761581.1, XP_017761577.1, XP_017761580.1, XP_017761579.1, XP_017761578.1, XP_017761582.1	XP_003400463.1, XP_012171276.1, XP_012171275.1
OG0000343	XP_017765382.1	XP_003398536.1
OG0000344	XP_017754804.1	XP_012169055.1, XP_003398939.1, XP_003398938.1, XP_012169054.1
OG0000345	XP_017765673.1, XP_017765672.1, XP_017765671.1, XP_017765670.1	XP_012167465.1, XP_012167467.1, XP_012167466.1, XP_003397930.1, XP_012167468.1
OG0000346	XP_017761255.1	XP_012175936.1, XP_012175932.1, XP_012175931.1, XP_012175930.1, XP_012175938.1, XP_012175937.1, XP_012175933.1, XP_012175934.1
OG0000347	XP_017762788.1, XP_017762790.1, XP_017762789.1	XP_020719577.1, XP_012165516.1, XP_003396680.1, XP_012165515.1
OG0000348	XP_017756542.1	XP_003402334.1
OG0000348	XP_017756549.1	XP_012173918.1
OG0000349	XP_017760453.1	XP_012166740.1, XP_012166739.1, XP_003397412.1, XP_020719994.1
OG0000350	XP_017754395.1	XP_020720903.1, XP_003399124.1, XP_020720902.1, XP_012169371.1
OG0000351	XP_017764789.1, XP_017763400.1	XP_020721217.1
OG0000352	XP_017758234.1, XP_017758236.1, XP_017758237.1	XP_003394778.1, XP_012163108.1, XP_020718339.1, XP_012163106.1
OG0000353	XP_017761134.1	XP_012169458.1, XP_012169464.1, XP_012169453.1, XP_012169476.1, XP_012169484.1, XP_012169483.1
OG0000354	XP_017766062.1, XP_017766066.1	XP_012166010.1, XP_012165971.1
OG0000354	XP_017766072.1	XP_012166025.1
OG0000355	XP_017763886.1	XP_020718880.1
OG0000356	XP_017761340.1	XP_020718680.1
OG0000357	XP_017761116.1, XP_017761117.1	XP_012174262.1, XP_012174263.1, XP_012174264.1, XP_012174265.1, XP_003402577.1, XP_020723447.1
OG0000358	XP_017763238.1	XP_012171867.1, XP_012171871.1, XP_012171868.1, XP_012171870.1
OG0000360	XP_017766029.1	XP_012169540.2
OG0000361	XP_017763740.1	XP_020719538.1
OG0000361	XP_017754989.1	XP_020719539.1
OG0000362	XP_017759479.1	XP_003401786.1
OG0000363	XP_017764563.1, XP_017764562.1	XP_012174951.1, XP_003403133.1
OG0000364	XP_017759978.1	XP_003398880.1, XP_012168876.1, XP_012168875.1, XP_012168874.1, XP_012168873.1, XP_012168877.1
OG0000365	XP_017761417.1, XP_017761416.1	XP_003399944.1, XP_012170594.1
OG0000366	XP_017752990.1	XP_012170790.1
OG0000367	XP_017752649.1, XP_017752650.1, XP_017752651.1, XP_017752654.1, XP_017752653.1, XP_017752648.1, XP_017752646.1, XP_017752652.1	XP_012171443.1, XP_020722304.1, XP_003400539.1
OG0000368	XP_017766030.1	XP_012165477.1
OG0000369	XP_017755198.1	XP_012172632.1
OG0000370	XP_017767420.1	XP_003398491.1
OG0000371	XP_017763299.1	XP_003399522.1
OG0000372	XP_017753680.1	XP_003395429.1
OG0000373	XP_017761703.1	XP_012164627.2
OG0000375	XP_017762283.1, XP_017762285.1, XP_017762286.1	XP_012168640.1, XP_003398677.1, XP_012168641.1
OG0000376	XP_017759170.1	XP_003397685.1
OG0000377	XP_017756477.1, XP_017756478.1	XP_020720573.1, XP_020720575.1, XP_020720574.1, XP_003398070.1
OG0000378	XP_017761780.1	XP_012165980.1, XP_012165978.1, XP_012165977.1
OG0000379	XP_017764002.1	XP_003395980.1
OG0000380	XP_017756408.1, XP_017756407.1	XP_012174361.1, XP_003402629.1, XP_012174360.1
OG0000381	XP_017764893.1	XP_012165416.1, XP_012165417.1, XP_003396390.1, XP_012165418.1
OG0000382	XP_017754253.1	XP_012166462.1, XP_012166459.1, XP_012166460.1, XP_012166458.1, XP_012166457.1, XP_003397203.1, XP_012166461.1
OG0000383	XP_017752925.1	XP_003399719.1, XP_003399720.1
OG0000384	XP_017757977.1	XP_012173421.1, XP_020723117.1, XP_003401940.1, XP_020723118.1, XP_020723119.1
OG0000385	XP_017755475.1	XP_003400547.1
OG0000386	XP_017754949.1	XP_012173098.1
OG0000387	XP_017767341.1	XP_003398317.1
OG0000388	XP_017766510.1	XP_012171010.1, XP_012171009.1, XP_012171005.1, XP_012171004.1, XP_012171011.1, XP_020721911.1, XP_020721912.1, XP_020721910.1, XP_012171003.1
OG0000389	XP_017754648.1, XP_017754647.1	XP_012170578.1, XP_003399921.1, XP_020721587.1
OG0000390	XP_017766799.1	XP_003400044.1, XP_020721966.1, XP_012170677.1, XP_012170676.1
OG0000392	XP_017767378.1, XP_017767376.1, XP_017767375.1	XP_020720840.1, XP_012168011.1
OG0000393	XP_017764699.1	XP_012168336.1, XP_012168335.1, XP_012168338.1, XP_012168337.1
OG0000394	XP_017761491.1	XP_012169674.1, XP_012169675.1, XP_012169673.1, XP_003399332.1, XP_012169676.1
OG0000395	XP_017764114.1	XP_003399769.1
OG0000396	XP_017761286.1	XP_012165321.1, XP_020719311.1, XP_003396339.1, XP_012165322.1
OG0000397	XP_017762138.1, XP_017762139.1	XP_003399765.2
OG0000398	XP_017755325.1, XP_017755327.1, XP_017755328.1	XP_012164127.1, XP_012164125.1, XP_012164129.1, XP_012164128.1, XP_012164126.1
OG0000399	XP_017759262.1	XP_012174876.1
OG0000400	XP_017761141.1	XP_003393487.1, XP_020719664.1
OG0000401	XP_017755875.1	XP_012172930.1, XP_003401651.1
OG0000402	XP_017752342.1	XP_020724293.1, XP_020724291.1, XP_020724292.1, XP_012176379.1
OG0000403	XP_017766521.1	XP_020721956.1, XP_020721870.1
OG0000404	XP_017767545.1, XP_017766873.1, XP_017752361.1	XP_020721525.1, XP_020721530.1
OG0000406	XP_017756368.1, XP_017756369.1, XP_017756371.1, XP_017756370.1	XP_012174317.1, XP_020723488.1
OG0000407	XP_017767647.1	XP_020720260.1, XP_020720259.1, XP_012167260.1, XP_020720258.1, XP_012167259.1
OG0000408	XP_017764260.1	XP_012166782.1, XP_012166781.1, XP_003397546.1, XP_003397545.1, XP_003397547.1
OG0000409	XP_017756768.1, XP_017756765.1, XP_017756767.1, XP_017756766.1	XP_012166278.1
OG0000410	XP_017763617.1	XP_003403039.1, XP_012175001.1, XP_012175002.1
OG0000411	XP_017762639.1, XP_017756840.1, XP_017756839.1, XP_017756843.1, XP_017756844.1, XP_017756841.1	XP_012167403.1
OG0000412	XP_017765407.1	XP_003398523.1, XP_012168266.1
OG0000413	XP_017760379.1	XP_003398683.1
OG0000414	XP_017767559.1	XP_012168711.1
OG0000416	XP_017762187.1, XP_017762186.1, XP_017762189.1, XP_017762190.1, XP_017762192.1, XP_017762188.1	XP_020721443.1
OG0000417	XP_017766705.1, XP_017766699.1, XP_017766706.1	XP_020721894.1, XP_020721895.1, XP_020721897.1
OG0000418	XP_017752988.1, XP_017752989.1	XP_020721950.1, XP_012175459.1, XP_020721953.1, XP_012170791.1
OG0000419	XP_017766310.1, XP_017766309.1	XP_012174455.1, XP_003402784.1
OG0000421	XP_017760748.1	XP_003399056.1
OG0000422	XP_017762792.1	XP_012165530.1, XP_020719621.1, XP_020719620.1, XP_003396841.1
OG0000423	XP_017757616.1	XP_012174256.2
OG0000424	XP_017752365.1	XP_003394560.1, XP_012176367.1, XP_020724179.1
OG0000426	XP_017761389.1, XP_017761388.1, XP_017761387.1	XP_020718843.1
OG0000427	XP_017761519.1	XP_020722019.1
OG0000428	XP_017766377.1	XP_003393783.1
OG0000429	XP_017756773.1	NP_001267853.1, XP_012173953.1, XP_003394693.1
OG0000430	XP_017757907.1	XP_012173430.1
OG0000430	XP_017757906.1, XP_017757905.1, XP_017757904.1	XP_012173429.1
OG0000431	XP_017759879.1, XP_017759880.1	XP_012171511.1
OG0000432	XP_017766275.1	XP_003402743.1, XP_003402744.1
OG0000433	XP_017756249.1	XP_003401916.2
OG0000433	XP_017756254.1	XP_012173042.1
OG0000434	XP_017761036.1	XP_012170414.1, XP_012170416.1
OG0000435	XP_017761207.1	XP_003401763.1
OG0000436	XP_017752188.1	XP_020723181.1, XP_020723180.1, XP_020723179.1, XP_020723178.1, XP_012173619.1, XP_003402126.1
OG0000437	XP_017758981.1, XP_017758980.1	XP_003403108.1
OG0000438	XP_017759549.1	XP_003399445.1
OG0000439	XP_017762763.1	XP_020721997.1
OG0000440	XP_017753531.1	XP_012176460.1, XP_003394520.1, XP_003394519.1
OG0000441	XP_017754649.1	XP_012170073.1, XP_012170071.1, XP_012170075.1, XP_020721696.1, XP_012170074.1
OG0000442	XP_017764954.1	XP_003394275.1
OG0000443	XP_017753926.1, XP_017753925.1	XP_003397239.1, XP_003397238.1
OG0000444	XP_017760579.1, XP_017760578.1	XP_012171787.1, XP_012171786.1, XP_012171784.1
OG0000445	XP_017766568.1, XP_017766569.1	XP_020721757.1, XP_012170667.1, XP_012170666.1, XP_003400075.1
OG0000446	XP_017760536.1	XP_012163760.1, XP_003395301.1
OG0000447	XP_017756097.1	XP_012169938.1
OG0000448	XP_017758640.1, XP_017758639.1	XP_003393377.1, XP_003393376.1
OG0000449	XP_017766138.1, XP_017766137.1	XP_012164795.1, XP_003396173.1, XP_012164794.1
OG0000450	XP_017762416.1	XP_012174482.1, XP_012174481.1, XP_012174483.1
OG0000451	XP_017759386.1	XP_003400723.1, XP_012171735.1
OG0000452	XP_017766888.1	XP_012170172.1, XP_012170173.1
OG0000453	XP_017764531.1, XP_017764530.1	XP_003403096.1, XP_020723797.1
OG0000454	XP_017754841.1	XP_020721324.1, XP_012169151.1
OG0000455	XP_017756141.1, XP_017756140.1	XP_003399507.1, XP_020721555.1, XP_012169948.1, XP_012169949.1, XP_012169950.1, XP_012169951.1
OG0000456	XP_017760723.1, XP_017760722.1, XP_017760721.1, XP_017760720.1, XP_017760724.1	XP_020721045.1, XP_020721046.1, XP_020721044.1, XP_003398780.1
OG0000457	XP_017760876.1, XP_017760875.1	XP_012169298.1
OG0000458	XP_017755999.1, XP_017755993.1	XP_003402479.1, XP_012174082.1
OG0000459	XP_017757152.1, XP_017757159.1	XP_012163233.1, XP_012163235.1, XP_003395250.1, XP_020718465.1, XP_020718463.1, XP_012163234.1, XP_012163236.1
OG0000460	XP_017757558.1	XP_020718816.1, XP_020718817.1, XP_012164263.1
OG0000461	XP_017762696.1	XP_020719245.1
OG0000462	XP_017757246.1	XP_003394768.1
OG0000463	XP_017757640.1	XP_012176282.1, XP_003392928.1
OG0000464	XP_017767287.1, XP_017767286.1	XP_003400941.1
OG0000465	XP_017758424.1, XP_017758423.1, XP_017757908.1	XP_012168166.1
OG0000466	XP_017752743.1, XP_017752744.1, XP_017752742.1	XP_003394698.1
OG0000467	XP_017758911.1	XP_003397889.1, XP_012167588.1
OG0000469	XP_017763277.1	XP_012165603.1, XP_012165623.1
OG0000469	XP_017763281.1	XP_012165628.1
OG0000470	XP_017757729.1	XP_012167695.1, XP_020720049.1
OG0000471	XP_017767592.1	XP_003394827.1, XP_012176733.1
OG0000472	XP_017755657.1	XP_003395867.1
OG0000473	XP_017761183.1	XP_020719108.1
OG0000473	XP_017761772.1	XP_020719105.1
OG0000474	XP_017758976.1, XP_017758977.1	XP_012175096.1, XP_012175097.1, XP_003403104.1
OG0000475	XP_017756524.1	XP_020723292.1
OG0000476	XP_017766791.1, XP_017766789.1, XP_017766788.1, XP_017766792.1, XP_017766790.1	XP_020721936.1, XP_012171027.1, XP_003400252.1
OG0000477	XP_017752565.1	XP_003400880.1, XP_020722203.1, XP_020722255.1
OG0000478	XP_017759901.1	XP_003402131.1
OG0000479	XP_017764607.1	XP_003399181.1
OG0000479	XP_017764606.1	XP_003399195.1
OG0000480	XP_017752791.1, XP_017752783.1	XP_012163931.1
OG0000481	XP_017758787.1	XP_003397437.1, XP_012166925.1
OG0000482	XP_017758651.1	XP_012175738.1
OG0000483	XP_017767447.1	XP_003398486.1, XP_020720808.1
OG0000487	XP_017759183.1	XP_003397690.1
OG0000487	XP_017759184.1	XP_020720012.1
OG0000488	XP_017759918.1	XP_012171560.1, XP_012171559.1, XP_003400602.1
OG0000489	XP_017765899.1, XP_017765900.1	XP_020718422.1
OG0000489	XP_017765922.1	XP_012163474.1
OG0000490	XP_017764870.1	XP_020720274.1
OG0000492	XP_017762224.1	XP_012169969.1
OG0000492	XP_017762229.1	XP_012170000.1
OG0000493	XP_017764989.1	XP_003394299.1
OG0000494	XP_017759255.1	XP_020720148.1
OG0000495	XP_017757749.1, XP_017757750.1	XP_012170823.1, XP_012170822.1
OG0000496	XP_017754245.1	XP_003398323.1
OG0000497	XP_017757430.1	XP_003398374.1, XP_012168092.1
OG0000498	XP_017766097.1	XP_012164818.1, XP_003396017.1
OG0000499	XP_017761439.1	XP_020721294.1
OG0000500	XP_017762867.1	XP_003399681.1
OG0000501	XP_017754958.1	XP_003397870.1
OG0000502	XP_017760859.1	XP_003403381.2
OG0000503	XP_017764320.1	XP_003401766.1
OG0000504	XP_017758685.1	XP_012176420.1, XP_012176419.1, XP_020724383.1, XP_003394480.1, XP_012176421.1
OG0000505	XP_017754013.1, XP_017754012.1	XP_012163409.1, XP_012163415.1, XP_003393061.1, XP_003393060.1
OG0000506	XP_017761673.1	XP_020723841.1
OG0000507	XP_017757111.1, XP_017757110.1, XP_017757109.1	XP_020719684.1, XP_020719685.1, XP_003396855.1
OG0000508	XP_017765508.1	XP_003400814.1, XP_012171854.1
OG0000509	XP_017756902.1, XP_017756901.1	XP_012166828.1, XP_012166829.1, XP_003397404.1
OG0000510	XP_017761098.1	XP_003395194.1, XP_012163647.1, XP_012163648.1
OG0000511	XP_017757527.1	XP_012164261.1
OG0000512	XP_017762818.1, XP_017762817.1	XP_020719697.1, XP_020719698.1
OG0000513	XP_017765308.1, XP_017765309.1	XP_012171792.1, XP_003393629.1, XP_012171780.1
OG0000514	XP_017763768.1	XP_003396957.1
OG0000515	XP_017754622.1, XP_017754620.1, XP_017754621.1	XP_020721467.1, XP_020721468.1, XP_012170293.1, XP_003399736.1
OG0000516	XP_017762037.1, XP_017762035.1	XP_012173529.1
