Orthogroup	Anopheles_gambiae	Eufriesea_mexicana
OG0000298	XP_003436069.1, XP_307929.5	XP_017757484.1, XP_017757482.1, XP_017757483.1
OG0000299	XP_317327.4	XP_017755445.1, XP_017755442.1, XP_017755443.1, XP_017755448.1, XP_017755446.1, XP_017755441.1, XP_017755444.1
OG0000300	XP_315560.2	XP_017755193.1
OG0000300	XP_311179.3	XP_017759087.1
OG0000301	XP_003437208.1, XP_003437207.1, XP_003437206.1, XP_558699.5	XP_017763305.1
OG0000301	XP_555875.4	XP_017755344.1
OG0000302	XP_320795.4	XP_017756514.1
OG0000302	XP_559969.3	XP_017765394.1
OG0000303	XP_562126.3	XP_017764406.1
OG0000304	XP_309314.4	XP_017761260.1, XP_017761259.1
OG0000306	XP_313557.5	XP_017757433.1, XP_017757434.1
OG0000307	XP_321110.5	XP_017759960.1, XP_017759969.1
OG0000308	XP_003436758.1, XP_313171.5	XP_017758002.1
OG0000309	XP_314908.3	XP_017763310.1, XP_017763311.1, XP_017763312.1, XP_017763314.1, XP_017763313.1
OG0000310	XP_554747.3	XP_017756405.1
OG0000311	XP_308653.4	XP_017755083.1
OG0000312	XP_314530.4	XP_017756660.1
OG0000313	XP_317714.4, XP_317713.4, XP_319608.4, XP_003435856.1, XP_003435855.1, XP_321620.4	XP_017754942.1, XP_017754937.1, XP_017754936.1
OG0000314	XP_001230545.2, XP_309706.4	XP_017758035.1
OG0000314	XP_313795.3	XP_017758038.1
OG0000315	XP_309465.3, XP_309463.4, XP_309462.4	XP_017764336.1
OG0000316	XP_024667073.1	XP_017766083.1
OG0000316	XP_024667074.1	XP_017757874.1
OG0000317	XP_313902.4	XP_017761493.1
OG0000318	XP_318652.3	XP_017762165.1, XP_017762164.1
OG0000319	XP_001688115.1, XP_308867.3	XP_017760713.1, XP_017760712.1
OG0000320	XP_564296.2, XP_310187.3	XP_017759304.1
OG0000321	XP_319900.4	XP_017755188.1
OG0000322	XP_309035.3, XP_001237166.1, XP_001688149.1, XP_308997.4	XP_017767430.1
OG0000323	XP_321271.5	XP_017763945.1
OG0000324	XP_307908.4	XP_017767619.1
OG0000325	XP_321287.5	XP_017765155.1, XP_017765156.1
OG0000326	XP_321051.5, XP_321052.5	XP_017765487.1
OG0000327	XP_316545.4	XP_017762798.1, XP_017762808.1
OG0000327	XP_316546.4	XP_017763918.1, XP_017763923.1
OG0000330	XP_557449.3	XP_017762511.1
OG0000330	XP_309352.4	XP_017758286.1
OG0000331	XP_310335.3, XP_003436613.1, XP_003436612.1	XP_017765690.1, XP_017765650.1, XP_017765658.1, XP_017765592.1, XP_017765699.1, XP_017765643.1, XP_017765683.1, XP_017765677.1, XP_017765668.1
OG0000332	XP_566006.4	XP_017756662.1, XP_017756661.1, XP_017756664.1, XP_017756663.1
OG0000333	XP_312762.5, XP_003436384.1	XP_017765836.1, XP_017757044.1, XP_017757045.1
OG0000334	XP_314676.4	XP_017766255.1
OG0000335	XP_003436883.1, XP_316737.3	XP_017753603.1
OG0000336	XP_307640.4, XP_313669.5	XP_017759573.1, XP_017759574.1, XP_017752435.1
OG0000337	XP_308411.4, XP_001687921.1	XP_017762307.1, XP_017762308.1
OG0000338	XP_316824.5	XP_017766197.1
OG0000338	XP_319663.4, XP_319430.4	XP_017755254.1
OG0000339	XP_312776.3	XP_017757611.1
OG0000339	XP_318978.3	XP_017759579.1
OG0000340	XP_320471.4	XP_017753847.1
OG0000341	XP_319890.3	XP_017755798.1
OG0000342	XP_316483.4	XP_017760957.1
OG0000342	XP_315148.4	XP_017760896.1
OG0000343	XP_311526.4	XP_017758657.1
OG0000344	XP_001237160.2	XP_017753496.1
OG0000345	XP_318033.4	XP_017757359.1
OG0000347	XP_319116.4	XP_017760444.1
OG0000348	XP_319147.4	XP_017764301.1, XP_017764298.1, XP_017764303.1, XP_017764300.1, XP_017764299.1, XP_017764302.1
OG0000349	XP_309063.4	XP_017752184.1
OG0000350	XP_308023.5	XP_017754876.1
OG0000351	XP_321705.4	XP_017755390.1
OG0000352	XP_001687947.1, XP_308460.4	XP_017766410.1, XP_017766415.1, XP_017766414.1, XP_017766413.1, XP_017766412.1, XP_017766409.1
OG0000356	XP_318661.2, XP_314462.2, XP_314108.4, XP_313271.1, XP_313719.3, XP_001687816.1	XP_017765649.1, XP_017765651.1
OG0000357	XP_319323.3	XP_017759380.1, XP_017759381.1, XP_017759382.1, XP_017759385.1
OG0000358	XP_315015.1	XP_017759671.1
OG0000360	XP_311565.4	XP_017762004.1, XP_017762005.1
OG0000361	XP_320718.4	XP_017753785.1, XP_017753784.1, XP_017753781.1, XP_017753782.1, XP_017753780.1
OG0000362	XP_315999.4	XP_017755150.1
OG0000362	XP_315998.4	XP_017755152.1
OG0000363	XP_310546.5	XP_017759415.1
OG0000364	XP_319428.4, XP_308650.4	XP_017758712.1
OG0000365	XP_316149.4	XP_017759636.1
OG0000366	XP_001688691.1, XP_315611.3	XP_017765046.1, XP_017765038.1, XP_017765051.1
OG0000367	XP_561080.4, XP_313654.5	XP_017766253.1, XP_017766254.1
OG0000368	XP_310154.1	XP_017759263.1
OG0000369	XP_559235.3, XP_311598.4	XP_017753797.1, XP_017753492.1
OG0000370	XP_313875.2	XP_017759441.1
OG0000370	XP_001237553.3	XP_017759428.1
OG0000371	XP_316786.4	XP_017762074.1, XP_017762077.1, XP_017762076.1
OG0000372	XP_310552.5, XP_003437022.1	XP_017764250.1, XP_017763837.1
OG0000375	XP_314533.4	XP_017761268.1
OG0000376	XP_314270.5	XP_017758537.1, XP_017758538.1, XP_017758535.1, XP_017758536.1, XP_017758534.1
OG0000377	XP_317423.4, XP_555424.2	XP_017764259.1
OG0000377	XP_321752.4	XP_017761272.1
OG0000378	XP_313201.4	XP_017761771.1
OG0000379	XP_311845.5, XP_003436359.1	XP_017761255.1, XP_017762918.1
OG0000380	XP_319182.3, XP_553933.2	XP_017765450.1, XP_017765451.1
OG0000381	XP_003436397.1, XP_312797.5	XP_017755846.1
OG0000381	XP_309483.4	XP_017756302.1
OG0000382	XP_317621.2	XP_017764706.1, XP_017756297.1
OG0000384	XP_555061.3	XP_017762986.1
OG0000384	XP_320635.4	XP_017762983.1
OG0000385	XP_001237800.1, XP_316640.4	XP_017752449.1, XP_017765588.1, XP_017753107.1
OG0000386	XP_310698.4, XP_307577.3, XP_313941.3	XP_017760506.1, XP_017760505.1
OG0000387	XP_315272.3, XP_315274.4, XP_315275.3	XP_017765562.1
OG0000388	XP_001237266.2	XP_017756252.1
OG0000388	XP_308405.3, XP_001687920.1	XP_017762309.1
OG0000389	XP_318057.3, XP_307582.4	XP_017754144.1, XP_017754145.1, XP_017765438.1
OG0000390	XP_309960.4	XP_017765126.1
OG0000391	XP_311596.4	XP_017756312.1, XP_017756313.1, XP_017756314.1
OG0000394	XP_321253.4	XP_017763543.1, XP_017763544.1, XP_017763542.1
OG0000395	XP_321695.5	XP_017755145.1, XP_017757261.1
OG0000397	XP_318514.3	XP_017764495.1
OG0000398	XP_309559.3	XP_017757742.1
OG0000399	XP_309168.4	XP_017754964.1, XP_017754956.1, XP_017754963.1, XP_017754969.1, XP_017754971.1
OG0000400	XP_003435910.1, XP_321381.5	XP_017763814.1, XP_017763819.1
OG0000401	XP_312250.5	XP_017757598.1, XP_017757597.1, XP_017757596.1
OG0000402	XP_316359.1, XP_316360.1	XP_017752210.1
OG0000403	XP_318819.3	XP_017766039.1, XP_017766040.1
OG0000405	XP_318737.3	XP_017767431.1
OG0000405	XP_316198.4	XP_017762934.1
OG0000406	XP_001689338.1	XP_017760186.1
OG0000407	XP_311485.3	XP_017760467.1, XP_017760466.1
OG0000408	XP_320166.4	XP_017765146.1
OG0000409	XP_001238816.1, XP_003436394.1, XP_003436391.1, XP_003436393.1, XP_003436392.1	XP_017758237.1, XP_017758236.1, XP_017758234.1
OG0000410	XP_318590.3, XP_306537.3	XP_017763643.1
OG0000411	XP_308807.4	XP_017764894.1
OG0000411	XP_310523.5	XP_017762783.1
OG0000412	XP_314315.3	XP_017767155.1
OG0000412	XP_003436454.1, XP_314252.4, XP_003436453.1	XP_017756296.1
OG0000413	XP_309828.4	XP_017764657.1, XP_017764658.1
OG0000414	XP_311018.5	XP_017763461.1
OG0000415	XP_003436539.1, XP_313377.5	XP_017757147.1
OG0000416	XP_308374.4	XP_017754141.1, XP_017767559.1
OG0000417	XP_560264.4	XP_017761856.1
OG0000418	XP_313370.5	XP_017767766.1
OG0000419	XP_317521.4, XP_024667069.1	XP_017757934.1
OG0000420	XP_001687948.1, XP_564859.1, XP_316443.2, XP_316444.3	XP_017766476.1
OG0000421	XP_309225.5	XP_017762179.1
OG0000423	XP_319395.3	XP_017757187.1
OG0000425	XP_001688755.1, XP_315971.4	XP_017767385.1
OG0000426	XP_312914.4	XP_017755944.1
OG0000427	XP_003436270.1, XP_312058.4, XP_003436269.1, XP_003436268.1, XP_003436267.1	XP_017767685.1
OG0000428	XP_321512.5, XP_003435887.1, XP_561144.4	XP_017757677.1
OG0000428	XP_312088.4	XP_017760527.1, XP_017758550.1
OG0000429	XP_319540.5	XP_017760481.1
OG0000430	XP_557414.3	XP_017760973.1, XP_017765420.1, XP_017765421.1
OG0000431	XP_316294.4, XP_316291.4, XP_001688833.1, XP_001688831.1, XP_001688830.1, XP_001688700.1	XP_017763663.1
OG0000432	XP_001689031.1	XP_017755867.1, XP_017755868.1
OG0000434	XP_311575.4, XP_001230815.2	XP_017767592.1
OG0000436	XP_320338.4	XP_017756249.1
OG0000436	XP_313820.5	XP_017756254.1
OG0000437	XP_312425.3, XP_003436143.1	XP_017764057.1
OG0000438	XP_311834.5	XP_017757414.1
OG0000439	XP_307918.5, XP_003436071.1, XP_003436072.1, XP_003436074.1, XP_003436073.1	XP_017765335.1, XP_017765337.1, XP_017765336.1
OG0000440	XP_562586.3, XP_003436584.1, XP_003436583.1, XP_003436582.1	XP_017759178.1
OG0000440	XP_321521.2, XP_001230327.1, XP_321519.1	XP_017765192.1, XP_017765191.1
OG0000441	XP_310080.3	XP_017763129.1
OG0000442	XP_316879.5	XP_017767104.1, XP_017767103.1, XP_017767102.1
OG0000443	XP_309467.4, XP_308975.4	XP_017753252.1, XP_017761508.1
OG0000444	XP_317600.4	XP_017760787.1
OG0000445	XP_319976.3	XP_017766891.1
OG0000445	XP_319978.4	XP_017766424.1, XP_017766903.1
OG0000446	XP_309165.3	XP_017756753.1
OG0000447	XP_316880.5	XP_017764213.1, XP_017764211.1, XP_017764212.1
OG0000448	XP_319042.4	XP_017761116.1, XP_017761117.1
OG0000449	XP_315614.2, XP_315615.2	XP_017760841.1
OG0000450	XP_003436512.1, XP_313280.5	XP_017757968.1
OG0000451	XP_003436509.1, XP_562364.3	XP_017755102.1
OG0000452	XP_311528.4	XP_017760703.1
OG0000452	XP_316654.3	XP_017753133.1
OG0000453	XP_308836.4, XP_001237142.2	XP_017761581.1, XP_017761580.1, XP_017761579.1, XP_017761577.1, XP_017761578.1, XP_017761582.1
OG0000454	XP_001238331.2	XP_017752876.1
OG0000455	XP_317809.4	XP_017754652.1, XP_017754659.1, XP_017754667.1
OG0000456	XP_555204.2, XP_317211.3, XP_555205.1, XP_001237894.2	XP_017755210.1
OG0000457	XP_001238433.2, XP_321100.4, XP_321101.4	XP_017752188.1
OG0000458	XP_311395.2	XP_017754095.1, XP_017754093.1, XP_017754097.1, XP_017754096.1
OG0000459	XP_311558.3	XP_017767481.1
OG0000460	XP_001688244.1	XP_017764843.1
OG0000460	XP_001688243.1	XP_017764840.1
OG0000461	XP_309203.5	XP_017766569.1, XP_017766568.1
OG0000462	XP_321604.4, XP_003435861.1	XP_017752839.1, XP_017752838.1
OG0000463	XP_319085.4, XP_321180.5, XP_309157.5	XP_017766072.1
OG0000464	XP_321465.5	XP_017760978.1
OG0000466	XP_319990.2, XP_319998.2, XP_553153.2, XP_001689142.1, XP_318720.4	XP_017760318.1
OG0000467	XP_321775.5	XP_017760720.1, XP_017760721.1, XP_017760722.1, XP_017760723.1, XP_017760724.1
OG0000468	XP_318937.4	XP_017762072.1
OG0000469	XP_311819.3	XP_017758614.1, XP_017758616.1, XP_017758615.1
OG0000470	XP_317663.4, XP_317661.3, XP_317660.4	XP_017761039.1, XP_017761040.1
OG0000471	XP_317381.3	XP_017755852.1, XP_017755854.1, XP_017755853.1, XP_017755851.1, XP_017755856.1, XP_017755858.1, XP_017755857.1
OG0000472	XP_003437138.1	XP_017764392.1, XP_017764391.1
OG0000475	XP_319656.4	XP_017765216.1
OG0000476	XP_314173.1	XP_017755919.1
OG0000478	XP_320165.3	XP_017760173.1
OG0000479	XP_316228.4	XP_017762280.1
OG0000480	XP_307766.1, XP_307768.1, XP_307762.3, XP_307760.4	XP_017755956.1
OG0000482	XP_320255.4	XP_017764103.1, XP_017764335.1
OG0000482	XP_319851.4	XP_017764104.1
OG0000483	XP_311551.4, XP_311550.4, XP_559053.3	XP_017766007.1
OG0000485	XP_316898.4	XP_017764492.1, XP_017764507.1
OG0000486	XP_564581.3	XP_017753139.1
OG0000487	XP_310954.5	XP_017757539.1, XP_017757493.1
OG0000488	XP_561157.5, XP_314246.4	XP_017752738.1
OG0000489	XP_564036.3	XP_017765531.1
OG0000490	XP_320879.4	XP_017761469.1, XP_017761468.1
OG0000491	XP_309956.4	XP_017755955.1
OG0000492	XP_001689170.1, XP_319114.3	XP_017752426.1
OG0000493	XP_313157.5	XP_017765376.1, XP_017765374.1, XP_017765375.1
OG0000495	XP_001688655.1, XP_315399.4	XP_017759663.1
OG0000496	XP_001237119.2	XP_017762833.1
OG0000497	XP_001689344.2	XP_017767399.1
OG0000497	XP_314947.4	XP_017755579.1
OG0000498	XP_314112.3	XP_017758969.1
OG0000499	XP_553610.3	XP_017757006.1
OG0000500	XP_311090.5	XP_017761772.1
OG0000501	XP_310059.4	XP_017752927.1
OG0000501	XP_311103.5	XP_017752878.1
OG0000502	XP_308521.3	XP_017767048.1
OG0000503	XP_001237084.1, XP_001238802.1	XP_017752365.1
OG0000504	XP_314690.4, XP_318891.4	XP_017767069.1, XP_017767072.1, XP_017767071.1, XP_017767073.1, XP_017767070.1, XP_017767036.1
OG0000505	XP_001689117.2	XP_017759849.1
OG0000506	XP_314755.4	XP_017758652.1, XP_017759175.1
OG0000507	XP_001238394.2, XP_001230950.3	XP_017754721.1
OG0000508	XP_320054.4	XP_017765669.1
OG0000509	XP_312654.5, XP_312655.5, XP_551967.2	XP_017752232.1
OG0000510	XP_308808.4, XP_001688096.1	XP_017764993.1, XP_017764990.1, XP_017764991.1, XP_017764992.1
OG0000512	XP_003436909.1, XP_001237355.2, XP_566342.2, XP_311072.4, XP_001237356.2	XP_017755745.1
OG0000516	XP_307965.4	XP_017756415.1, XP_017756414.1, XP_017756413.1
OG0000517	XP_312302.3	XP_017767580.1, XP_017767581.1
OG0000518	XP_308156.3, XP_001687847.1, XP_001687848.1	XP_017759880.1, XP_017759879.1
OG0000519	XP_315418.4, XP_001688658.1, XP_001688657.1	XP_017757117.1
OG0000520	XP_314101.4	XP_017759664.1
OG0000521	XP_310260.5	XP_017764260.1
OG0000522	XP_003436838.1, XP_003436837.1, XP_001238821.3	XP_017767119.1
OG0000523	XP_319932.4	XP_017765350.1
OG0000524	XP_321954.3, XP_320175.3	XP_017766247.1
OG0000525	XP_313810.3	XP_017754648.1, XP_017754647.1
OG0000526	XP_316916.3, XP_313700.4	XP_017755908.1
OG0000527	XP_001687795.1	XP_017766747.1, XP_017766748.1
OG0000528	XP_001689312.2, XP_320991.5, XP_550752.3	XP_017762867.1
OG0000529	XP_317672.2	XP_017754360.1, XP_017763747.1
OG0000533	XP_309387.4	XP_017764893.1
OG0000536	XP_321152.5	XP_017761064.1, XP_017761063.1
OG0000537	XP_315491.4	XP_017757435.1
OG0000537	XP_318596.3	XP_017757436.1
OG0000538	XP_317268.4, XP_317267.4	XP_017757767.1
OG0000540	XP_001688697.1, XP_001688696.1, XP_315641.3, XP_001688698.1, XP_306771.3	XP_017753865.1, XP_017753866.1
OG0000543	XP_003437124.1, XP_003437125.1, XP_316855.5	XP_017755175.1, XP_017755174.1
OG0000544	XP_308971.4	XP_017753908.1
OG0000545	XP_313011.5, XP_307590.4	XP_017752709.1, XP_017759224.1
OG0000546	XP_318463.5, XP_001689122.2, XP_318467.5, XP_001231158.1	XP_017758797.1, XP_017758848.1
OG0000547	XP_311559.3, XP_309676.3	XP_017761219.1
OG0000548	XP_318181.3	XP_017765237.1
OG0000549	XP_317762.3	XP_017764048.1, XP_017764049.1
OG0000551	XP_565802.4	XP_017763807.1
OG0000552	XP_317397.3	XP_017765414.1
OG0000553	XP_550942.3, XP_003435963.1, XP_003435964.1	XP_017754292.1, XP_017754291.1
OG0000554	XP_313279.4	XP_017763505.1, XP_017753778.1
OG0000555	XP_318655.2	XP_017758485.1
OG0000556	XP_315740.4	XP_017757477.1
OG0000557	XP_309438.2	XP_017765671.1, XP_017765673.1, XP_017765670.1, XP_017765672.1
OG0000558	XP_001230821.2	XP_017761631.1
OG0000559	XP_311035.4	XP_017763320.1, XP_017763321.1, XP_017763322.1, XP_017763325.1, XP_017763324.1, XP_017763323.1, XP_017763326.1
OG0000560	XP_312915.3	XP_017761843.1, XP_017761844.1, XP_017761841.1, XP_017761842.1
OG0000561	XP_308116.4, XP_003436650.1	XP_017763162.1
OG0000562	XP_311518.4	XP_017753092.1, XP_017753093.1
OG0000563	XP_320678.4	XP_017761340.1
OG0000564	XP_003437141.1, XP_001238804.3, XP_003437140.1	XP_017760919.1, XP_017760917.1, XP_017760918.1, XP_017760921.1
OG0000565	XP_558570.2, XP_001688519.1	XP_017753770.1, XP_017756294.1
OG0000567	XP_311354.2	XP_017754797.1, XP_017765986.1
OG0000568	XP_001238825.3, XP_001238828.3, XP_001238827.3, XP_313857.3, XP_024667106.1, XP_003436840.1, XP_003436842.1, XP_003436843.1, XP_003436844.1, XP_003436845.1, XP_003436846.1	XP_017764169.1, XP_017764168.1
OG0000569	XP_321951.2	XP_017762586.1
OG0000569	XP_321336.5	XP_017763944.1
OG0000570	XP_003436910.1, XP_003436911.1, XP_003436912.1, XP_566336.2	XP_017753245.1
OG0000571	XP_310604.5	XP_017761519.1
OG0000572	XP_319953.4, XP_313213.4	XP_017766655.1
OG0000575	XP_307788.5, XP_003436433.1, XP_318465.5, XP_003436687.1	XP_017758795.1, XP_017758794.1
OG0000576	XP_555680.3, XP_317659.3	XP_017753450.1, XP_017753448.1
OG0000582	XP_315519.4	XP_017755642.1
OG0000584	XP_001237856.2, XP_003436985.1, XP_310701.5	XP_017760147.1
OG0000585	XP_321716.4, XP_003435822.1	XP_017757162.1, XP_017765830.1
OG0000586	XP_308512.4	XP_017756074.1
OG0000587	XP_309520.2	XP_017757750.1, XP_017757749.1
OG0000588	XP_312032.5	XP_017752916.1, XP_017752915.1, XP_017752918.1, XP_017752917.1
OG0000589	XP_001688736.1, XP_001688735.1, XP_315853.4	XP_017763751.1, XP_017763752.1
OG0000591	XP_310353.5	XP_017762494.1
OG0000591	XP_307855.3	XP_017752705.1
OG0000592	XP_308389.4, XP_317633.3, XP_317638.4, XP_308390.4	XP_017755480.1, XP_017754394.1, XP_017754372.1
OG0000593	XP_309968.4, XP_309969.4	XP_017758643.1, XP_017758642.1, XP_017756429.1
OG0000594	XP_310412.7	XP_017763160.1, XP_017763161.1, XP_017763158.1, XP_017763159.1
OG0000595	XP_309498.4	XP_017764957.1
OG0000595	XP_310612.5	XP_017764958.1
OG0000596	XP_313021.5	XP_017754687.1
OG0000597	XP_314086.4	XP_017762792.1
OG0000598	XP_309229.4, XP_003437180.1	XP_017756277.1
OG0000599	XP_315432.4	XP_017754190.1, XP_017754189.1
OG0000600	XP_001238414.3	XP_017757430.1
OG0000601	XP_313009.1, XP_313005.4	XP_017752122.1
OG0000603	XP_561377.5, XP_313270.4	XP_017752864.1
OG0000604	XP_312372.4, XP_003436156.1, XP_003436155.1, XP_003436158.1, XP_003436157.1	XP_017766282.1, XP_017766300.1, XP_017766301.1
OG0000606	XP_003436708.1, XP_309640.5	XP_017758588.1
OG0000609	XP_319246.4	XP_017753707.1
OG0000611	XP_313775.4	XP_017765255.1
OG0000612	XP_317513.3	XP_017760453.1
OG0000613	XP_310601.5	XP_017754050.1
OG0000614	XP_321424.5	XP_017759416.1
OG0000614	XP_559011.3	XP_017762998.1
OG0000615	XP_321045.5	XP_017761881.1, XP_017761880.1, XP_017761882.1
OG0000616	XP_311535.4	XP_017756370.1, XP_017756368.1, XP_017756369.1, XP_017756371.1
OG0000619	XP_316024.4	XP_017756716.1
OG0000620	XP_552567.1	XP_017759507.1, XP_017759506.1
OG0000621	XP_311411.3	XP_017760680.1
OG0000622	XP_563974.2	XP_017765225.1
OG0000623	XP_321862.3	XP_017762139.1, XP_017762138.1
OG0000624	XP_001237058.2, XP_001687886.1, XP_308292.3	XP_017762237.1
OG0000626	XP_309478.3	XP_017756140.1, XP_017756141.1
OG0000627	XP_313991.3, XP_308941.4	XP_017754831.1
OG0000630	XP_319210.4	XP_017761829.1, XP_017761796.1
OG0000631	XP_315856.4	XP_017759913.1
OG0000632	XP_306246.4	XP_017766787.1
OG0000633	XP_314784.2	XP_017761544.1
OG0000634	XP_319410.4	XP_017759020.1
OG0000636	XP_319577.4	XP_017764699.1
OG0000637	XP_310856.5	XP_017766078.1
OG0000638	XP_562148.4	XP_017765889.1, XP_017765895.1
OG0000639	XP_309308.4	XP_017762540.1, XP_017762541.1, XP_017762542.1
OG0000640	XP_003436963.1, XP_310820.4, XP_003436962.1	XP_017753335.1, XP_017753334.1, XP_017753336.1
OG0000641	XP_316424.3	XP_017756441.1
OG0000642	XP_311230.3, XP_003437068.1, XP_003437069.1	XP_017766385.1
OG0000643	XP_560259.3	XP_017766125.1
OG0000643	XP_309230.3	XP_017766126.1
OG0000644	XP_001688516.1	XP_017765200.1
OG0000645	XP_315876.4	XP_017757909.1
OG0000645	XP_001688363.2	XP_017757881.1
OG0000646	XP_003437070.1, XP_315052.4	XP_017763768.1
OG0000647	XP_321059.2	XP_017763452.1
OG0000649	XP_314034.3, XP_001230969.2	XP_017766224.1
OG0000650	XP_320650.4	XP_017757729.1
OG0000651	XP_317650.4	XP_017761734.1
OG0000651	XP_317229.4	XP_017762982.1
OG0000653	XP_001230952.2	XP_017763886.1
OG0000655	XP_319245.3	XP_017763651.1, XP_017763644.1
OG0000656	XP_316542.4	XP_017761894.1
OG0000657	XP_001688791.1	XP_017762724.1
OG0000659	XP_313457.4	XP_017755728.1
OG0000660	XP_307846.2, XP_001230584.2, XP_001687822.1, XP_307847.4	XP_017767022.1
OG0000661	XP_001238041.2	XP_017766893.1
OG0000662	XP_313337.4, XP_313338.3	XP_017767764.1, XP_017767763.1
OG0000663	XP_317433.4	XP_017766706.1, XP_017766699.1, XP_017766705.1
OG0000664	XP_308050.5	XP_017755746.1
OG0000665	XP_001230383.1, XP_321303.3, XP_003435929.1, XP_003435928.1, XP_551025.3, XP_313434.3, XP_003436555.1	XP_017753871.1, XP_017753863.1
OG0000666	XP_001238109.2, XP_319212.3	XP_017758780.1
OG0000667	XP_319669.4	XP_017764388.1
OG0000668	XP_001688078.1	XP_017765753.1
OG0000669	XP_309585.5	XP_017760492.1
OG0000670	XP_312110.5, XP_001688360.2, XP_308586.1, XP_312064.5, XP_001687933.1, XP_312063.2, XP_312068.4, XP_003436263.1	XP_017767651.1
OG0000671	XP_001688495.1, XP_001688496.1, XP_001688497.1, XP_558477.3, XP_001688494.1	XP_017758629.1, XP_017758630.1, XP_017758631.1
OG0000672	XP_317741.4	XP_017753114.1, XP_017753111.1
OG0000673	XP_308041.5	XP_017755198.1
OG0000674	XP_310408.4, XP_003436633.1, XP_003436634.1	XP_017754061.1, XP_017763076.1
OG0000675	XP_312203.1	XP_017752565.1
OG0000676	XP_317278.4	XP_017761691.1, XP_017761692.1, XP_017761690.1, XP_017761688.1
OG0000680	XP_320630.2	XP_017752498.1, XP_017752500.1, XP_017752497.1, XP_017752499.1
OG0000681	XP_321558.2	XP_017756389.1, XP_017754774.1
OG0000681	XP_319533.2, XP_001231181.2	XP_017764767.1
OG0000682	XP_319299.4	XP_017767522.1
OG0000683	XP_319765.3	XP_017755038.1, XP_017755037.1
OG0000684	XP_001238071.2	XP_017762246.1
OG0000685	XP_319708.4	XP_017761715.1
OG0000686	XP_321442.4, XP_003435895.1	XP_017757353.1
OG0000687	XP_319825.4	XP_017755789.1, XP_017755790.1
OG0000688	XP_308581.3	XP_017767236.1
OG0000689	XP_314674.4, XP_314675.4	XP_017755270.1
OG0000690	XP_308564.3, XP_001688002.1	XP_017762817.1, XP_017762818.1
OG0000691	XP_320710.4	XP_017762441.1, XP_017762440.1, XP_017762437.1
OG0000692	XP_001688676.1, XP_001688677.1, XP_556168.3, XP_315528.2, XP_001237680.1	XP_017766169.1
OG0000693	XP_317603.4	XP_017759078.1
OG0000694	XP_313897.4, XP_001688469.1	XP_017760608.1
OG0000695	XP_556108.3, XP_001237663.2	XP_017756079.1
OG0000696	XP_314098.2	XP_017765404.1
OG0000697	XP_311232.5	XP_017766490.1, XP_017766484.1
OG0000698	XP_314131.4	XP_017755634.1
OG0000699	XP_312504.4	XP_017763252.1
OG0000704	XP_309375.4	XP_017759410.1, XP_017759920.1
