Orthogroup	Anopheles_gambiae	Habropoda_laboriosa
OG0000326	XP_321051.5, XP_321052.5	XP_017796830.1, XP_017795870.1
OG0000327	XP_316545.4	XP_017793295.1
OG0000327	XP_316546.4	XP_017793298.1
OG0000329	XP_313828.2, XP_313829.3	XP_017792790.1
OG0000330	XP_557449.3	XP_017791531.1
OG0000330	XP_309352.4	XP_017787722.1
OG0000331	XP_310335.3, XP_003436613.1, XP_003436612.1	XP_017798011.1
OG0000332	XP_566006.4	XP_017792113.1
OG0000333	XP_312762.5, XP_003436384.1	XP_017797214.1, XP_017796435.1
OG0000334	XP_314676.4	XP_017792528.1
OG0000335	XP_003436883.1, XP_316737.3	XP_017792772.1
OG0000336	XP_307640.4, XP_313669.5	XP_017798007.1, XP_017788072.1
OG0000337	XP_308411.4, XP_001687921.1	XP_017793012.1
OG0000338	XP_316824.5	XP_017791744.1
OG0000338	XP_319663.4, XP_319430.4	XP_017792145.1
OG0000339	XP_312776.3	XP_017790714.1
OG0000339	XP_318978.3	XP_017797978.1, XP_017797977.1
OG0000340	XP_320471.4	XP_017794738.1
OG0000341	XP_319890.3	XP_017797340.1, XP_017797341.1
OG0000342	XP_316483.4	XP_017793328.1
OG0000342	XP_315148.4	XP_017793414.1
OG0000343	XP_311526.4	XP_017794440.1
OG0000344	XP_001237160.2	XP_017788369.1
OG0000345	XP_318033.4	XP_017789387.1, XP_017789386.1, XP_017789385.1
OG0000347	XP_319116.4	XP_017796917.1
OG0000348	XP_319147.4	XP_017794556.1, XP_017794557.1
OG0000349	XP_309063.4	XP_017792810.1
OG0000350	XP_308023.5	XP_017795578.1
OG0000351	XP_321705.4	XP_017796142.1
OG0000352	XP_001687947.1, XP_308460.4	XP_017789207.1, XP_017789128.1
OG0000356	XP_318661.2, XP_314462.2, XP_314108.4, XP_313271.1, XP_313719.3, XP_001687816.1	XP_017795527.1, XP_017795525.1
OG0000357	XP_319323.3	XP_017797704.1
OG0000358	XP_315015.1	XP_017791660.1
OG0000360	XP_311565.4	XP_017796307.1
OG0000361	XP_320718.4	XP_017793542.1
OG0000362	XP_315998.4	XP_017795140.1
OG0000363	XP_310546.5	XP_017792001.1
OG0000363	XP_310545.4, XP_551277.4, XP_313887.5, XP_003435866.1, XP_001687778.2	XP_017791082.1
OG0000364	XP_319428.4, XP_308650.4	XP_017790691.1
OG0000365	XP_316149.4	XP_017795022.1
OG0000366	XP_001688691.1, XP_315611.3	XP_017796670.1
OG0000367	XP_561080.4, XP_313654.5	XP_017792517.1, XP_017792500.1, XP_017792509.1
OG0000368	XP_310154.1	XP_017789944.1
OG0000369	XP_559235.3, XP_311598.4	XP_017794761.1, XP_017788218.1
OG0000370	XP_313875.2	XP_017791625.1
OG0000370	XP_001237553.3	XP_017791571.1
OG0000371	XP_316786.4	XP_017795103.1, XP_017795102.1
OG0000372	XP_310552.5, XP_003437022.1	XP_017797846.1, XP_017793266.1
OG0000375	XP_314533.4	XP_017792240.1
OG0000376	XP_314270.5	XP_017795456.1, XP_017795455.1, XP_017795454.1, XP_017795458.1, XP_017795457.1
OG0000377	XP_317423.4, XP_555424.2	XP_017788281.1
OG0000377	XP_321752.4	XP_017787890.1
OG0000378	XP_313201.4	XP_017797599.1
OG0000379	XP_311845.5, XP_003436359.1	XP_017795222.1
OG0000380	XP_319182.3, XP_553933.2	XP_017797706.1, XP_017797714.1, XP_017797723.1, XP_017797698.1
OG0000381	XP_003436397.1, XP_312797.5	XP_017797366.1
OG0000381	XP_309483.4	XP_017796437.1
OG0000382	XP_317621.2	XP_017790268.1, XP_017798231.1
OG0000384	XP_555061.3	XP_017794439.1
OG0000385	XP_001237800.1, XP_316640.4	XP_017797950.1, XP_017797565.1
OG0000386	XP_310698.4, XP_307577.3, XP_313941.3	XP_017789743.1, XP_017789553.1
OG0000387	XP_315272.3, XP_315274.4, XP_315275.3	XP_017798889.1
OG0000388	XP_001237266.2	XP_017794104.1
OG0000388	XP_308405.3, XP_001687920.1	XP_017792981.1
OG0000389	XP_318057.3, XP_307582.4	XP_017798961.1, XP_017795910.1
OG0000390	XP_309960.4	XP_017795613.1
OG0000391	XP_311596.4	XP_017788404.1
OG0000394	XP_321253.4	XP_017798876.1
OG0000395	XP_321695.5	XP_017795714.1, XP_017789320.1
OG0000396	XP_319041.4, XP_321974.4, XP_320780.3	XP_017793863.1
OG0000397	XP_318514.3	XP_017797882.1
OG0000398	XP_309559.3	XP_017790243.1
OG0000399	XP_309168.4	XP_017787510.1, XP_017787511.1, XP_017787509.1, XP_017787505.1, XP_017787512.1
OG0000400	XP_003435910.1, XP_321381.5	XP_017793178.1
OG0000401	XP_312250.5	XP_017793697.1, XP_017793696.1, XP_017793694.1
OG0000402	XP_316359.1, XP_316360.1	XP_017789839.1
OG0000403	XP_318819.3	XP_017799362.1, XP_017799360.1
OG0000405	XP_318737.3	XP_017791752.1
OG0000405	XP_316198.4	XP_017789951.1
OG0000406	XP_001689338.1	XP_017789102.1
OG0000406	XP_307722.3, XP_001230565.1, XP_313255.4, XP_307721.3, XP_003436506.1, XP_313253.4	XP_017789038.1
OG0000407	XP_311485.3	XP_017790216.1
OG0000408	XP_320166.4	XP_017795675.1
OG0000409	XP_001238816.1, XP_003436394.1, XP_003436391.1, XP_003436393.1, XP_003436392.1	XP_017788680.1
OG0000410	XP_318590.3, XP_306537.3	XP_017791320.1
OG0000411	XP_308807.4	XP_017788188.1
OG0000411	XP_310523.5	XP_017792047.1
OG0000412	XP_314315.3	XP_017798621.1
OG0000412	XP_003436454.1, XP_314252.4, XP_003436453.1	XP_017796421.1
OG0000413	XP_309828.4	XP_017799108.1
OG0000414	XP_311018.5	XP_017798862.1
OG0000415	XP_003436539.1, XP_313377.5	XP_017798266.1
OG0000416	XP_308374.4	XP_017799179.1, XP_017797041.1, XP_017797102.1, XP_017793821.1, XP_017795986.1, XP_017791946.1, XP_017797088.1
OG0000417	XP_312988.5, XP_560742.5	XP_017795279.1
OG0000417	XP_560264.4	XP_017791833.1
OG0000418	XP_307899.5	XP_017792468.1
OG0000418	XP_313370.5	XP_017795813.1
OG0000419	XP_317521.4, XP_024667069.1	XP_017795339.1, XP_017795340.1
OG0000420	XP_001687948.1, XP_564859.1, XP_316443.2, XP_316444.3	XP_017798908.1
OG0000421	XP_309225.5	XP_017795008.1
OG0000423	XP_319395.3	XP_017798104.1, XP_017798105.1
OG0000425	XP_001688755.1, XP_315971.4	XP_017789685.1
OG0000426	XP_312914.4	XP_017790169.1
OG0000427	XP_003436270.1, XP_312058.4, XP_003436269.1, XP_003436268.1, XP_003436267.1	XP_017796073.1
OG0000428	XP_321512.5, XP_003435887.1, XP_561144.4	XP_017789672.1
OG0000429	XP_319540.5	XP_017793783.1, XP_017793781.1, XP_017793782.1, XP_017793784.1, XP_017793785.1
OG0000430	XP_557414.3	XP_017799298.1, XP_017795146.1
OG0000431	XP_316294.4, XP_316291.4, XP_001688833.1, XP_001688831.1, XP_001688830.1, XP_001688700.1	XP_017791115.1
OG0000432	XP_001689031.1	XP_017799524.1, XP_017799522.1, XP_017799525.1
OG0000433	XP_310972.5	XP_017790681.1, XP_017790690.1
OG0000434	XP_311575.4, XP_001230815.2	XP_017796879.1
OG0000436	XP_320338.4	XP_017794103.1
OG0000436	XP_313820.5	XP_017794051.1
OG0000437	XP_312425.3, XP_003436143.1	XP_017791397.1
OG0000438	XP_311834.5	XP_017790637.1, XP_017790781.1
OG0000439	XP_307918.5, XP_003436071.1, XP_003436072.1, XP_003436074.1, XP_003436073.1	XP_017793620.1
OG0000440	XP_562586.3, XP_003436584.1, XP_003436583.1, XP_003436582.1	XP_017791215.1
OG0000440	XP_321521.2, XP_001230327.1, XP_321519.1	XP_017792511.1
OG0000441	XP_310080.3	XP_017799585.1
OG0000442	XP_316879.5	XP_017788630.1
OG0000443	XP_309467.4, XP_308975.4	XP_017792400.1
OG0000444	XP_317600.4	XP_017793482.1
OG0000445	XP_319976.3	XP_017787663.1
OG0000445	XP_319978.4	XP_017787664.1
OG0000446	XP_309165.3	XP_017798854.1
OG0000447	XP_316880.5	XP_017799505.1, XP_017799506.1, XP_017799503.1, XP_017799504.1, XP_017799502.1
OG0000448	XP_319042.4	XP_017788599.1, XP_017788600.1
OG0000449	XP_315614.2, XP_315615.2	XP_017793090.1
OG0000450	XP_003436512.1, XP_313280.5	XP_017796177.1, XP_017796175.1, XP_017796176.1, XP_017796181.1, XP_017796182.1, XP_017796183.1, XP_017796184.1, XP_017796185.1, XP_017796186.1, XP_017796178.1, XP_017796180.1
OG0000451	XP_003436509.1, XP_562364.3	XP_017789645.1, XP_017789644.1, XP_017789648.1, XP_017789647.1, XP_017789646.1
OG0000452	XP_311528.4	XP_017793368.1
OG0000452	XP_316654.3	XP_017794161.1
OG0000453	XP_308836.4, XP_001237142.2	XP_017798574.1
OG0000454	XP_001238331.2	XP_017787598.1
OG0000455	XP_317809.4	XP_017788425.1
OG0000456	XP_555204.2, XP_317211.3, XP_555205.1, XP_001237894.2	XP_017794164.1
OG0000457	XP_001238433.2, XP_321100.4, XP_321101.4	XP_017792802.1
OG0000458	XP_311395.2	XP_017799233.1, XP_017799234.1, XP_017799236.1, XP_017799237.1, XP_017799238.1, XP_017799232.1
OG0000459	XP_311558.3	XP_017790741.1
OG0000460	XP_001688244.1	XP_017799319.1
OG0000460	XP_001688243.1	XP_017799320.1
OG0000461	XP_309203.5	XP_017788829.1
OG0000462	XP_321604.4, XP_003435861.1	XP_017787925.1
OG0000463	XP_319085.4, XP_321180.5, XP_309157.5	XP_017799064.1
OG0000464	XP_321465.5	XP_017799008.1
OG0000466	XP_319990.2, XP_319998.2, XP_553153.2, XP_001689142.1, XP_318720.4	XP_017790404.1
OG0000467	XP_321775.5	XP_017793388.1
OG0000468	XP_318937.4	XP_017795101.1
OG0000469	XP_311819.3	XP_017797236.1
OG0000470	XP_317663.4, XP_317661.3, XP_317660.4	XP_017794884.1
OG0000471	XP_317381.3	XP_017797336.1
OG0000475	XP_319656.4	XP_017796621.1
OG0000476	XP_314173.1	XP_017791962.1
OG0000477	XP_313167.3, XP_313166.3, XP_003436755.1	XP_017799389.1
OG0000478	XP_320165.3	XP_017789075.1
OG0000479	XP_316228.4	XP_017793128.1
OG0000480	XP_307766.1, XP_307768.1, XP_307762.3, XP_307760.4	XP_017793583.1
OG0000482	XP_319851.4	XP_017797925.1
OG0000483	XP_311551.4, XP_311550.4, XP_559053.3	XP_017798974.1
OG0000484	XP_321460.4, XP_321461.4	XP_017787953.1
OG0000485	XP_316898.4	XP_017797839.1, XP_017797837.1
OG0000486	XP_564581.3	XP_017792228.1
OG0000487	XP_310954.5	XP_017790807.1, XP_017790777.1
OG0000488	XP_561157.5, XP_314246.4	XP_017789931.1
OG0000489	XP_564036.3	XP_017787699.1
OG0000490	XP_320879.4	XP_017789278.1, XP_017789280.1
OG0000491	XP_309956.4	XP_017791699.1
OG0000492	XP_001689170.1, XP_319114.3	XP_017788147.1
OG0000495	XP_001688655.1, XP_315399.4	XP_017791652.1
OG0000496	XP_001237119.2	XP_017792221.1
OG0000497	XP_001689344.2	XP_017790955.1
OG0000497	XP_314947.4	XP_017793631.1
OG0000498	XP_314112.3	XP_017799571.1
OG0000499	XP_553610.3	XP_017789145.1
OG0000500	XP_311090.5	XP_017797598.1
OG0000501	XP_310059.4	XP_017795060.1
OG0000501	XP_311103.5	XP_017795042.1
OG0000502	XP_308521.3	XP_017788450.1
OG0000503	XP_001237084.1, XP_001238802.1	XP_017788135.1, XP_017788134.1
OG0000504	XP_314690.4, XP_318891.4	XP_017789156.1, XP_017789133.1, XP_017789148.1, XP_017789141.1, XP_017789164.1, XP_017788787.1
OG0000505	XP_001689117.2	XP_017798745.1
OG0000506	XP_314755.4	XP_017794431.1, XP_017795342.1
OG0000507	XP_001238394.2, XP_001230950.3	XP_017787753.1
OG0000508	XP_320054.4	XP_017795402.1
OG0000509	XP_312654.5, XP_312655.5, XP_551967.2	XP_017788498.1
OG0000510	XP_308808.4, XP_001688096.1	XP_017792920.1
OG0000512	XP_003436909.1, XP_001237355.2, XP_566342.2, XP_311072.4, XP_001237356.2	XP_017793772.1
OG0000516	XP_307965.4	XP_017796482.1
OG0000517	XP_312302.3	XP_017790071.1, XP_017790072.1
OG0000518	XP_308156.3, XP_001687847.1, XP_001687848.1	XP_017798671.1
OG0000519	XP_315418.4, XP_001688658.1, XP_001688657.1	XP_017791021.1
OG0000520	XP_314101.4	XP_017791645.1
OG0000521	XP_310260.5	XP_017789663.1
OG0000522	XP_003436838.1, XP_003436837.1, XP_001238821.3	XP_017789557.1
OG0000523	XP_319932.4	XP_017799377.1, XP_017799382.1
OG0000524	XP_321954.3, XP_320175.3	XP_017792371.1
OG0000525	XP_313810.3	XP_017798452.1, XP_017798453.1
OG0000526	XP_316916.3, XP_313700.4	XP_017790192.1
OG0000527	XP_001687795.1	XP_017788912.1, XP_017788913.1
OG0000528	XP_001689312.2, XP_320991.5, XP_550752.3	XP_017787650.1
OG0000529	XP_317672.2	XP_017796215.1, XP_017787860.1
OG0000533	XP_309387.4	XP_017792307.1
OG0000536	XP_003436941.1	XP_017799141.1
OG0000537	XP_315491.4	XP_017790713.1
OG0000537	XP_318625.3	XP_017792995.1
OG0000537	XP_318596.3	XP_017790753.1
OG0000538	XP_317268.4, XP_317267.4	XP_017796205.1
OG0000540	XP_001688697.1, XP_001688696.1, XP_315641.3, XP_001688698.1, XP_306771.3	XP_017793564.1
OG0000543	XP_003437124.1, XP_003437125.1, XP_316855.5	XP_017794217.1
OG0000544	XP_308971.4	XP_017793535.1, XP_017793536.1
OG0000545	XP_313011.5, XP_307590.4	XP_017791585.1, XP_017795197.1
OG0000546	XP_318463.5, XP_001689122.2, XP_318467.5, XP_001231158.1	XP_017799411.1, XP_017794398.1
OG0000547	XP_311559.3, XP_309676.3	XP_017792331.1, XP_017792330.1
OG0000548	XP_318181.3	XP_017796667.1
OG0000549	XP_317762.3	XP_017795711.1
OG0000551	XP_565802.4	XP_017787789.1, XP_017787791.1
OG0000552	XP_317397.3	XP_017795804.1
OG0000553	XP_550942.3, XP_003435963.1, XP_003435964.1	XP_017790038.1, XP_017790039.1, XP_017790040.1
OG0000554	XP_313279.4	XP_017789918.1, XP_017795903.1
OG0000555	XP_318655.2	XP_017789811.1
OG0000556	XP_315740.4	XP_017790775.1, XP_017790774.1
OG0000557	XP_309438.2	XP_017794527.1, XP_017794529.1, XP_017794528.1, XP_017794530.1
OG0000558	XP_001230821.2	XP_017791113.1
OG0000559	XP_311035.4	XP_017798356.1
OG0000560	XP_312915.3	XP_017791847.1
OG0000561	XP_308120.4, XP_306833.2	XP_017790460.1
OG0000561	XP_308116.4, XP_003436650.1	XP_017790394.1
OG0000562	XP_311518.4	XP_017795319.1, XP_017795318.1
OG0000563	XP_320678.4	XP_017788619.1
OG0000564	XP_003437141.1, XP_001238804.3, XP_003437140.1	XP_017793513.1
OG0000565	XP_558570.2, XP_001688519.1	XP_017794595.1, XP_017796419.1
OG0000567	XP_311354.2	XP_017795556.1, XP_017798953.1
OG0000568	XP_001238825.3, XP_001238828.3, XP_001238827.3, XP_313857.3, XP_024667106.1, XP_003436840.1, XP_003436842.1, XP_003436843.1, XP_003436844.1, XP_003436845.1, XP_003436846.1	XP_017799520.1
OG0000569	XP_321951.2	XP_017788296.1
OG0000569	XP_321336.5	XP_017793315.1
OG0000570	XP_003436910.1, XP_003436911.1, XP_003436912.1, XP_566336.2	XP_017794289.1
OG0000571	XP_310604.5	XP_017798518.1
OG0000572	XP_319953.4, XP_313213.4	XP_017788884.1
OG0000574	XP_024667097.1	XP_017799602.1
OG0000575	XP_307788.5, XP_003436433.1, XP_318465.5, XP_003436687.1	XP_017799412.1, XP_017799413.1
OG0000576	XP_555680.3, XP_317659.3	XP_017794420.1
OG0000582	XP_315519.4	XP_017795164.1
OG0000584	XP_001237856.2, XP_003436985.1, XP_310701.5	XP_017798769.1
OG0000585	XP_321716.4, XP_003435822.1	XP_017798269.1, XP_017796240.1
OG0000586	XP_308512.4	XP_017788474.1
OG0000587	XP_309520.2	XP_017795762.1
OG0000588	XP_312032.5	XP_017787593.1, XP_017787594.1
OG0000589	XP_001688736.1, XP_001688735.1, XP_315853.4	XP_017787799.1
OG0000591	XP_307855.3	XP_017790711.1
OG0000592	XP_308389.4, XP_317633.3, XP_317638.4, XP_308390.4	XP_017794652.1
OG0000593	XP_309968.4, XP_309969.4	XP_017791548.1
OG0000594	XP_310412.7	XP_017790432.1
OG0000595	XP_309498.4	XP_017792912.1
OG0000595	XP_310612.5	XP_017792911.1
OG0000596	XP_313021.5	XP_017787746.1
OG0000597	XP_314086.4	XP_017792345.1
OG0000598	XP_309229.4, XP_003437180.1	XP_017794120.1
OG0000599	XP_315432.4	XP_017799376.1
OG0000600	XP_001238414.3	XP_017790089.1
OG0000601	XP_313009.1, XP_313005.4	XP_017799048.1
OG0000602	XP_001689086.1, XP_318026.4	XP_017794151.1
OG0000603	XP_561377.5, XP_313270.4	XP_017799456.1
OG0000604	XP_312372.4, XP_003436156.1, XP_003436155.1, XP_003436158.1, XP_003436157.1	XP_017793180.1, XP_017793282.1
OG0000606	XP_003436708.1, XP_309640.5	XP_017797193.1
OG0000609	XP_319246.4	XP_017796091.1
OG0000611	XP_313775.4	XP_017796647.1
OG0000612	XP_317513.3	XP_017796898.1
OG0000613	XP_310601.5	XP_017799181.1
OG0000614	XP_321424.5	XP_017793166.1, XP_017791996.1
OG0000614	XP_559011.3	XP_017791808.1
OG0000615	XP_321045.5	XP_017797934.1
OG0000616	XP_311535.4	XP_017788373.1
OG0000619	XP_316024.4	XP_017793803.1, XP_017793804.1
OG0000620	XP_552567.1	XP_017791713.1, XP_017791714.1
OG0000621	XP_311411.3	XP_017793383.1, XP_017793382.1
OG0000622	XP_563974.2	XP_017796631.1
OG0000623	XP_321862.3	XP_017794955.1, XP_017794957.1
OG0000624	XP_001237058.2, XP_001687886.1, XP_308292.3	XP_017793531.1
OG0000625	XP_311150.5	XP_017797645.1
OG0000626	XP_309478.3	XP_017792421.1
OG0000627	XP_313991.3, XP_308941.4	XP_017795586.1
OG0000629	XP_307949.3	XP_017789539.1
OG0000630	XP_319210.4	XP_017794387.1, XP_017794373.1
OG0000631	XP_315856.4	XP_017798629.1
OG0000632	XP_306246.4	XP_017788807.1, XP_017788806.1, XP_017788809.1, XP_017788808.1
OG0000633	XP_314784.2	XP_017798660.1
OG0000634	XP_319410.4	XP_017790056.1
OG0000636	XP_319577.4	XP_017789806.1
OG0000637	XP_310856.5	XP_017789106.1
OG0000638	XP_562148.4	XP_017797234.1
OG0000639	XP_309308.4	XP_017790561.1
OG0000640	XP_003436963.1, XP_310820.4, XP_003436962.1	XP_017794181.1
OG0000641	XP_316424.3	XP_017790935.1
OG0000642	XP_311230.3, XP_003437068.1, XP_003437069.1	XP_017788417.1, XP_017788420.1
OG0000643	XP_560259.3	XP_017789188.1
OG0000643	XP_309230.3	XP_017789189.1
OG0000644	XP_001688516.1	XP_017794463.1
OG0000645	XP_315876.4	XP_017788568.1
OG0000645	XP_001688363.2	XP_017788538.1
OG0000646	XP_003437070.1, XP_315052.4	XP_017787820.1, XP_017787821.1, XP_017787822.1
OG0000647	XP_321059.2	XP_017798823.1
OG0000649	XP_314034.3, XP_001230969.2	XP_017792481.1
OG0000650	XP_320650.4	XP_017790920.1
OG0000651	XP_317650.4	XP_017795214.1
OG0000651	XP_317229.4	XP_017794428.1
OG0000653	XP_001230952.2	XP_017792136.1
OG0000655	XP_319245.3	XP_017791286.1, XP_017791278.1, XP_017791282.1
OG0000656	XP_316542.4	XP_017797932.1
OG0000657	XP_001688791.1	XP_017796547.1
OG0000659	XP_313457.4	XP_017790933.1
OG0000660	XP_307846.2, XP_001230584.2, XP_001687822.1, XP_307847.4	XP_017788572.1
OG0000661	XP_001238044.2, XP_318783.4, XP_318768.4, XP_318769.4, XP_553534.3, XP_318800.4, XP_318773.4, XP_001689145.1, XP_553557.1, XP_318779.3	XP_017787633.1
OG0000661	XP_001238041.2	XP_017787655.1
OG0000662	XP_313337.4, XP_313338.3	XP_017795789.1
OG0000663	XP_317433.4	XP_017788981.1, XP_017788986.1
OG0000664	XP_308649.4, XP_311023.5	XP_017790881.1
OG0000664	XP_308050.5	XP_017790880.1, XP_017794422.1
OG0000665	XP_001230383.1, XP_321303.3, XP_003435929.1, XP_003435928.1, XP_551025.3, XP_313434.3, XP_003436555.1	XP_017794702.1
OG0000666	XP_001238109.2, XP_319212.3	XP_017796802.1, XP_017796803.1
OG0000667	XP_319669.4	XP_017792277.1, XP_017792275.1, XP_017792274.1
OG0000668	XP_001688078.1	XP_017792722.1
OG0000669	XP_309585.5	XP_017794021.1
OG0000670	XP_312110.5, XP_001688360.2, XP_308586.1, XP_312064.5, XP_001687933.1, XP_312063.2, XP_312068.4, XP_003436263.1	XP_017796058.1
OG0000671	XP_001688495.1, XP_001688496.1, XP_001688497.1, XP_558477.3, XP_001688494.1	XP_017796657.1, XP_017796665.1
OG0000672	XP_317741.4	XP_017790534.1, XP_017790373.1
OG0000673	XP_308041.5	XP_017796433.1
OG0000674	XP_310408.4, XP_003436633.1, XP_003436634.1	XP_017799288.1, XP_017790172.1
OG0000675	XP_312203.1	XP_017794629.1
OG0000676	XP_317278.4	XP_017790496.1
OG0000680	XP_320630.2	XP_017799559.1
OG0000681	XP_321558.2	XP_017788431.1
OG0000681	XP_319533.2, XP_001231181.2	XP_017789629.1
OG0000682	XP_319299.4	XP_017791477.1
OG0000683	XP_319765.3	XP_017795374.1
OG0000684	XP_001238071.2	XP_017793556.1
OG0000685	XP_319708.4	XP_017795205.1
OG0000686	XP_321442.4, XP_003435895.1	XP_017789351.1
OG0000687	XP_319825.4	XP_017797312.1
OG0000688	XP_308581.3	XP_017798599.1
OG0000689	XP_314674.4, XP_314675.4	XP_017792126.1
OG0000690	XP_308564.3, XP_001688002.1	XP_017792306.1
OG0000691	XP_320710.4	XP_017793214.1, XP_017793215.1
OG0000692	XP_001688676.1, XP_001688677.1, XP_556168.3, XP_315528.2, XP_001237680.1	XP_017793949.1, XP_017793950.1
OG0000693	XP_317603.4	XP_017797195.1
OG0000694	XP_313897.4, XP_001688469.1	XP_017789792.1
OG0000695	XP_556108.3, XP_001237663.2	XP_017788491.1
OG0000696	XP_314098.2	XP_017790480.1, XP_017790478.1
OG0000697	XP_311232.5	XP_017788408.1
OG0000698	XP_314131.4	XP_017795066.1
OG0000699	XP_312504.4	XP_017799591.1
OG0000704	XP_309375.4	XP_017797702.1, XP_017797703.1, XP_017798781.1
OG0000705	XP_003435769.1	XP_017797650.1
OG0000706	XP_315558.4	XP_017788211.1
OG0000707	XP_320621.4, XP_001689277.1, XP_552329.3, XP_320615.4, XP_320620.4, XP_320619.4	XP_017796811.1
OG0000708	XP_311193.4	XP_017791790.1
OG0000709	XP_314703.4	XP_017794059.1
OG0000711	XP_320429.3	XP_017790126.1
OG0000712	XP_001688392.2, XP_001688393.2, XP_001688394.2, XP_001688395.1, XP_312613.5	XP_017793739.1
OG0000713	XP_321588.5	XP_017798587.1
OG0000714	XP_311086.2	XP_017793501.1, XP_017793494.1
OG0000715	XP_003436561.1, XP_003437118.1, XP_316817.5, XP_003437119.1	XP_017796332.1, XP_017796331.1, XP_017796330.1
OG0000716	XP_308561.4, XP_003435740.1	XP_017792417.1
OG0000717	XP_317161.4	XP_017799187.1
OG0000718	XP_566366.4	XP_017798779.1
OG0000719	XP_319824.3	XP_017790024.1
OG0000720	XP_307780.5	XP_017793546.1
OG0000720	XP_308196.4	XP_017799212.1
OG0000721	XP_310647.1	XP_017788857.1
OG0000722	XP_321617.4	XP_017787430.1
OG0000723	XP_311134.3	XP_017797237.1
OG0000724	XP_564450.1, XP_312565.3	XP_017790082.1, XP_017790084.1
OG0000726	XP_309067.4, XP_308848.4, XP_565288.3	XP_017789890.1
OG0000727	XP_317811.4	XP_017789972.1
OG0000728	XP_551486.2, XP_551485.2, XP_321793.2, XP_001689357.1	XP_017793106.1
OG0000729	XP_003436318.1, XP_563178.3	XP_017791080.1
OG0000730	XP_001237838.2	XP_017794253.1
OG0000731	XP_001238225.2, XP_001238226.1	XP_017789891.1, XP_017789892.1
OG0000732	XP_319834.4	XP_017791734.1
OG0000736	XP_309539.2	XP_017798699.1, XP_017798704.1, XP_017798703.1, XP_017798700.1, XP_017798701.1
OG0000737	XP_321482.4, XP_001689335.2	XP_017790941.1
OG0000738	XP_003436514.1, XP_313282.5	XP_017795990.1
OG0000739	XP_001689185.1	XP_017799493.1
OG0000740	XP_308979.2	XP_017799090.1
OG0000741	XP_320004.4, XP_319076.3	XP_017789689.1
OG0000742	XP_314748.3, XP_003436764.1, XP_003436763.1, XP_313179.4	XP_017789593.1
OG0000743	XP_317315.3	XP_017792070.1
OG0000744	XP_311931.4, XP_001237485.2	XP_017792455.1
OG0000745	XP_320670.3	XP_017788688.1
OG0000746	XP_318705.3, XP_312838.4	XP_017792346.1
OG0000747	XP_310665.3	XP_017793056.1
OG0000748	XP_320170.4, XP_320144.4	XP_017796555.1
OG0000749	XP_003436933.1, XP_310951.5	XP_017796333.1
OG0000749	XP_003436731.1, XP_313043.5	XP_017789611.1
OG0000750	XP_308778.4	XP_017793419.1
OG0000751	XP_315755.4, XP_001688723.1	XP_017787897.1
OG0000751	XP_314756.4	XP_017799152.1
OG0000752	XP_317823.4, XP_310889.5	XP_017798489.1
