Orthogroup	Anopheles_gambiae	Nomia_melanderi
OG0000257	XP_321869.5, XP_001689370.2, XP_003435798.1, XP_321867.5, XP_321865.3	XP_031832827.1
OG0000260	XP_550846.3	XP_031842067.1
OG0000260	XP_321091.3, XP_321092.3	XP_031848919.1, XP_031848954.1, XP_031848835.1
OG0000261	XP_315985.3, XP_001688761.1	XP_031846061.1, XP_031846059.1, XP_031846060.1, XP_031846057.1, XP_031846056.1, XP_031846055.1, XP_031846054.1, XP_031846053.1
OG0000263	XP_001687857.1, XP_564524.3, XP_001687858.1	XP_031835360.1, XP_031835362.1, XP_031835361.1
OG0000264	XP_001688533.1, XP_314137.4	XP_031832256.1
OG0000264	XP_311594.2	XP_031841809.1, XP_031841810.1
OG0000265	XP_319555.4, XP_312273.4, XP_003436201.1	XP_031849046.1, XP_031836082.1, XP_031848965.1, XP_031836096.1
OG0000266	XP_310704.3	XP_031847517.1
OG0000266	XP_308081.2	XP_031836489.1, XP_031836488.1
OG0000268	XP_309197.1, XP_003437164.1, XP_003437165.1, XP_560220.3, XP_001688171.2, XP_311384.3, XP_311355.3, XP_307829.2	XP_031848594.1
OG0000269	XP_315017.4	XP_031828528.1, XP_031828529.1, XP_031828526.1, XP_031828527.1, XP_031828531.1, XP_031828530.1, XP_031828532.1
OG0000270	XP_003436281.1, XP_312025.4, XP_003436282.1	XP_031834112.1
OG0000270	XP_003436280.1, XP_312026.4	XP_031833977.1
OG0000271	XP_311184.3, XP_312761.3, XP_003436383.1	XP_031842330.1
OG0000272	XP_308042.3, XP_001230608.1	XP_031839528.1, XP_031839531.1
OG0000272	XP_309153.3, XP_314691.2	XP_031837103.1
OG0000273	XP_308599.4, XP_001688028.1	XP_031842454.1, XP_031842455.1, XP_031842456.1, XP_031842457.1, XP_031842452.1, XP_031842448.1, XP_031842445.1, XP_031842444.1, XP_031842443.1, XP_031842442.1, XP_031842447.1, XP_031842446.1, XP_031842451.1, XP_031842450.1, XP_031842453.1
OG0000274	XP_317143.4, XP_318742.4, XP_318623.4	XP_031846638.1
OG0000274	XP_319531.4	XP_031825597.1, XP_031825599.1
OG0000275	XP_001237830.2	XP_031841067.1
OG0000276	XP_003436154.1, XP_312380.3	XP_031839005.1
OG0000277	XP_315597.3, XP_001688685.1, XP_001688686.1	XP_031848090.1, XP_031848091.1
OG0000278	XP_307914.5, XP_003436076.1	XP_031836647.1
OG0000279	XP_308623.4, XP_317820.4	XP_031827783.1, XP_031827784.1, XP_031827770.1, XP_031827779.1, XP_031827780.1, XP_031827777.1, XP_031827778.1, XP_031827775.1, XP_031827776.1, XP_031827773.1, XP_031827774.1, XP_031827771.1, XP_031827772.1, XP_031827781.1
OG0000280	XP_001238321.1, XP_552131.1, XP_001688631.1	XP_031850549.1
OG0000281	XP_312382.3	XP_031838606.1
OG0000283	XP_315855.4	XP_031833818.1, XP_031833817.1, XP_031833815.1
OG0000284	XP_003436098.1, XP_003436097.1, XP_312601.2	XP_031826330.1
OG0000284	XP_308964.2	XP_031846776.1
OG0000285	XP_309398.1	XP_031842320.1, XP_031842319.1
OG0000286	XP_309986.3	XP_031842494.1, XP_031842673.1, XP_031842584.1, XP_031842765.1
OG0000287	XP_315240.3	XP_031828105.1
OG0000287	XP_320482.3	XP_031828104.1
OG0000288	XP_552525.3	XP_031849686.1
OG0000288	XP_319330.4	XP_031833411.1
OG0000289	XP_319051.2	XP_031839444.1
OG0000291	XP_001689411.1	XP_031830392.1, XP_031844761.1
OG0000295	XP_564212.2	XP_031831489.1, XP_031831490.1, XP_031831492.1, XP_031831488.1
OG0000296	XP_316088.3	XP_031844567.1
OG0000297	XP_309482.3	XP_031845801.1
OG0000298	XP_003436069.1, XP_307929.5	XP_031825619.1, XP_031825620.1, XP_031825618.1
OG0000299	XP_317327.4	XP_031844650.1, XP_031844651.1
OG0000300	XP_315560.2	XP_031828108.1, XP_031828109.1
OG0000300	XP_311179.3	XP_031831837.1, XP_031831836.1
OG0000301	XP_003437208.1, XP_003437207.1, XP_003437206.1, XP_558699.5	XP_031827130.1
OG0000301	XP_555875.4	XP_031828764.1
OG0000302	XP_320795.4	XP_031849048.1, XP_031848510.1
OG0000302	XP_559969.3	XP_031849055.1, XP_031848793.1, XP_031848271.1
OG0000303	XP_562126.3	XP_031827201.1
OG0000304	XP_309314.4	XP_031829902.1, XP_031829901.1
OG0000305	XP_563311.4	XP_031834133.1
OG0000306	XP_313557.5	XP_031833469.1, XP_031833463.1, XP_031833470.1, XP_031833468.1
OG0000307	XP_321110.5	XP_031826733.1, XP_031826732.1, XP_031826730.1, XP_031826731.1
OG0000308	XP_003436758.1, XP_313171.5	XP_031830534.1, XP_031830529.1, XP_031830533.1, XP_031830532.1, XP_031830531.1, XP_031830530.1
OG0000309	XP_314908.3	XP_031826842.1, XP_031826838.1, XP_031826839.1, XP_031826844.1, XP_031826843.1, XP_031826845.1, XP_031826841.1
OG0000310	XP_554747.3	XP_031839905.1, XP_031839904.1, XP_031839903.1, XP_031839906.1
OG0000311	XP_308653.4	XP_031829695.1
OG0000312	XP_314530.4	XP_031843676.1, XP_031843679.1, XP_031843678.1, XP_031843677.1, XP_031843680.1
OG0000313	XP_317714.4, XP_317713.4, XP_319608.4, XP_003435856.1, XP_003435855.1, XP_321620.4	XP_031830193.1
OG0000314	XP_001230545.2, XP_309706.4	XP_031843272.1
OG0000314	XP_313795.3	XP_031843273.1
OG0000315	XP_309465.3, XP_309463.4, XP_309462.4	XP_031841939.1, XP_031841940.1
OG0000316	XP_024667073.1	XP_031825617.1
OG0000316	XP_024667074.1	XP_031838081.1
OG0000317	XP_313902.4	XP_031835468.1
OG0000318	XP_318652.3	XP_031826715.1, XP_031826720.1, XP_031826717.1, XP_031826716.1, XP_031826719.1, XP_031826718.1
OG0000319	XP_001688115.1, XP_308867.3	XP_031849335.1
OG0000320	XP_564296.2, XP_310187.3	XP_031829627.1, XP_031829628.1
OG0000321	XP_319900.4	XP_031828113.1, XP_031828112.1
OG0000322	XP_309035.3, XP_001237166.1, XP_001688149.1, XP_308997.4	XP_031847858.1
OG0000323	XP_321271.5	XP_031828906.1
OG0000324	XP_307908.4	XP_031833285.1
OG0000325	XP_321287.5	XP_031836953.1, XP_031836954.1, XP_031836955.1, XP_031836949.1, XP_031836950.1, XP_031836951.1
OG0000326	XP_321051.5, XP_321052.5	XP_031843673.1
OG0000327	XP_316545.4	XP_031848508.1
OG0000327	XP_316546.4	XP_031838509.1, XP_031838513.1, XP_031838516.1
OG0000329	XP_313828.2, XP_313829.3	XP_031826761.1
OG0000330	XP_557449.3	XP_031849962.1
OG0000330	XP_309352.4	XP_031836766.1
OG0000331	XP_310335.3, XP_003436613.1, XP_003436612.1	XP_031838207.1, XP_031838210.1, XP_031838208.1, XP_031838209.1, XP_031838206.1
OG0000332	XP_566006.4	XP_031838151.1, XP_031838150.1, XP_031838152.1
OG0000333	XP_312762.5, XP_003436384.1	XP_031845026.1, XP_031842299.1, XP_031842298.1, XP_031842297.1, XP_031842296.1
OG0000334	XP_314676.4	XP_031843830.1, XP_031843829.1, XP_031843828.1
OG0000335	XP_003436883.1, XP_316737.3	XP_031826910.1, XP_031826911.1, XP_031826913.1
OG0000336	XP_307640.4, XP_313669.5	XP_031846510.1, XP_031846511.1, XP_031846509.1, XP_031846508.1, XP_031846507.1, XP_031846506.1, XP_031846505.1, XP_031846504.1, XP_031846512.1, XP_031848307.1
OG0000337	XP_308411.4, XP_001687921.1	XP_031835341.1, XP_031835340.1, XP_031835343.1, XP_031835337.1, XP_031835336.1, XP_031835342.1, XP_031835344.1, XP_031835348.1, XP_031835338.1, XP_031835335.1, XP_031835353.1, XP_031835331.1, XP_031835332.1, XP_031835355.1, XP_031835356.1, XP_031835354.1, XP_031835351.1, XP_031835352.1, XP_031835333.1, XP_031835334.1, XP_031835346.1, XP_031835347.1, XP_031835349.1, XP_031835345.1, XP_031835357.1, XP_031835358.1
OG0000338	XP_316824.5	XP_031840740.1
OG0000338	XP_319663.4, XP_319430.4	XP_031825343.1
OG0000339	XP_312776.3	XP_031831302.1
OG0000339	XP_318978.3	XP_031829836.1, XP_031829835.1
OG0000340	XP_320471.4	XP_031837893.1
OG0000341	XP_319890.3	XP_031845183.1, XP_031845201.1, XP_031845164.1, XP_031845175.1, XP_031845190.1
OG0000342	XP_316483.4	XP_031849801.1
OG0000342	XP_315148.4	XP_031849407.1
OG0000343	XP_311526.4	XP_031832963.1
OG0000344	XP_001237160.2	XP_031837555.1, XP_031837558.1, XP_031837556.1
OG0000345	XP_318033.4	XP_031849567.1, XP_031849568.1, XP_031849564.1, XP_031849566.1
OG0000347	XP_319116.4	XP_031829278.1, XP_031829277.1, XP_031829276.1, XP_031829282.1, XP_031829279.1, XP_031829280.1
OG0000348	XP_319147.4	XP_031837415.1, XP_031837416.1, XP_031837417.1, XP_031837418.1, XP_031837419.1, XP_031837424.1, XP_031837423.1, XP_031837422.1, XP_031837420.1
OG0000349	XP_309063.4	XP_031827122.1
OG0000350	XP_308023.5	XP_031829082.1, XP_031829083.1, XP_031829084.1, XP_031829080.1
OG0000351	XP_321705.4	XP_031844300.1
OG0000352	XP_001687947.1, XP_308460.4	XP_031839803.1, XP_031839804.1, XP_031839801.1
OG0000356	XP_318661.2, XP_314462.2, XP_314108.4, XP_313271.1, XP_313719.3, XP_001687816.1	XP_031840972.1, XP_031841764.1
OG0000357	XP_319323.3	XP_031848546.1
OG0000358	XP_315015.1	XP_031826394.1, XP_031826395.1, XP_031826396.1, XP_031826397.1, XP_031826392.1, XP_031826393.1
OG0000360	XP_311565.4	XP_031829459.1
OG0000361	XP_320718.4	XP_031842869.1
OG0000362	XP_315998.4	XP_031827924.1
OG0000363	XP_310546.5	XP_031848153.1
OG0000363	XP_310545.4, XP_551277.4, XP_313887.5, XP_003435866.1, XP_001687778.2	XP_031848675.1
OG0000364	XP_319428.4, XP_308650.4	XP_031825472.1, XP_031825470.1, XP_031825477.1, XP_031825473.1, XP_031825474.1, XP_031825475.1, XP_031825476.1
OG0000365	XP_316149.4	XP_031828870.1, XP_031828869.1, XP_031828866.1, XP_031828876.1, XP_031828871.1, XP_031828872.1, XP_031828873.1, XP_031828875.1, XP_031828867.1
OG0000366	XP_001688691.1, XP_315611.3	XP_031842886.1, XP_031848836.1
OG0000367	XP_561080.4, XP_313654.5	XP_031843826.1
OG0000368	XP_310154.1	XP_031827659.1, XP_031827667.1
OG0000369	XP_559235.3, XP_311598.4	XP_031842508.1, XP_031828181.1
OG0000370	XP_313875.2	XP_031838952.1
OG0000370	XP_001237553.3	XP_031841609.1
OG0000371	XP_316786.4	XP_031843162.1
OG0000372	XP_310552.5, XP_003437022.1	XP_031835206.1, XP_031835197.1, XP_031843583.1
OG0000375	XP_314533.4	XP_031840577.1, XP_031840579.1, XP_031840581.1, XP_031840580.1, XP_031840582.1
OG0000376	XP_314270.5	XP_031830649.1
OG0000377	XP_317423.4, XP_555424.2	XP_031846810.1
OG0000377	XP_321752.4	XP_031836352.1, XP_031836354.1, XP_031836355.1
OG0000378	XP_313201.4	XP_031836584.1
OG0000379	XP_311845.5, XP_003436359.1	XP_031850460.1
OG0000380	XP_319182.3, XP_553933.2	XP_031842078.1, XP_031842077.1, XP_031842082.1, XP_031842081.1, XP_031842083.1, XP_031842079.1
OG0000381	XP_309483.4	XP_031839882.1
OG0000382	XP_317621.2	XP_031843770.1, XP_031843772.1, XP_031843771.1, XP_031845569.1
OG0000384	XP_555061.3	XP_031834029.1
OG0000384	XP_320635.4	XP_031833987.1
OG0000385	XP_001237800.1, XP_316640.4	XP_031842127.1, XP_031842124.1, XP_031838969.1
OG0000386	XP_310698.4, XP_307577.3, XP_313941.3	XP_031837844.1, XP_031837916.1
OG0000387	XP_315272.3, XP_315274.4, XP_315275.3	XP_031840694.1, XP_031846649.1, XP_031846513.1
OG0000388	XP_001237266.2	XP_031830365.1
OG0000388	XP_308405.3, XP_001687920.1	XP_031835429.1
OG0000389	XP_318057.3, XP_307582.4	XP_031839349.1, XP_031842038.1
OG0000390	XP_309960.4	XP_031836980.1
OG0000391	XP_311596.4	XP_031831918.1, XP_031831890.1, XP_031831908.1, XP_031831898.1, XP_031831880.1
OG0000394	XP_321253.4	XP_031838306.1, XP_031838305.1, XP_031838308.1, XP_031838307.1
OG0000395	XP_321695.5	XP_031841354.1, XP_031841342.1, XP_031844342.1
OG0000396	XP_319041.4, XP_321974.4, XP_320780.3	XP_031825880.1
OG0000397	XP_318514.3	XP_031828640.1
OG0000398	XP_309559.3	XP_031830739.1, XP_031830738.1, XP_031830742.1, XP_031830741.1, XP_031830740.1
OG0000399	XP_309168.4	XP_031829748.1
OG0000400	XP_003435910.1, XP_321381.5	XP_031843634.1
OG0000401	XP_312250.5	XP_031831260.1, XP_031831262.1, XP_031831258.1, XP_031831259.1, XP_031831263.1, XP_031831257.1
OG0000402	XP_316359.1, XP_316360.1	XP_031836316.1
OG0000403	XP_318819.3	XP_031846922.1, XP_031846915.1
OG0000405	XP_318737.3	XP_031847772.1, XP_031847770.1, XP_031847771.1, XP_031847768.1, XP_031847769.1
OG0000405	XP_316198.4	XP_031830443.1
OG0000406	XP_001689338.1	XP_031849124.1
OG0000406	XP_307722.3, XP_001230565.1, XP_313255.4, XP_307721.3, XP_003436506.1, XP_313253.4	XP_031849125.1
OG0000407	XP_311485.3	XP_031828677.1, XP_031828678.1, XP_031828680.1
OG0000408	XP_320166.4	XP_031826434.1
OG0000409	XP_001238816.1, XP_003436394.1, XP_003436391.1, XP_003436393.1, XP_003436392.1	XP_031829286.1, XP_031829287.1, XP_031829288.1
OG0000410	XP_318590.3, XP_306537.3	XP_031841679.1
OG0000411	XP_308807.4	XP_031827908.1
OG0000411	XP_310523.5	XP_031846667.1
OG0000412	XP_314315.3	XP_031833089.1
OG0000412	XP_003436454.1, XP_314252.4, XP_003436453.1	XP_031844906.1
OG0000413	XP_309828.4	XP_031847110.1, XP_031847111.1
OG0000414	XP_311018.5	XP_031832085.1
OG0000415	XP_003436539.1, XP_313377.5	XP_031845031.1
OG0000416	XP_308374.4	XP_031839342.1, XP_031846386.1
OG0000417	XP_312988.5, XP_560742.5	XP_031846073.1
OG0000417	XP_560264.4	XP_031843173.1
OG0000418	XP_307899.5	XP_031825945.1, XP_031825936.1
OG0000419	XP_317521.4, XP_024667069.1	XP_031848129.1
OG0000420	XP_001687948.1, XP_564859.1, XP_316443.2, XP_316444.3	XP_031839661.1, XP_031839781.1
OG0000421	XP_309225.5	XP_031826826.1, XP_031826818.1
OG0000423	XP_319395.3	XP_031845141.1
OG0000424	XP_001688490.1, XP_313956.1, XP_001688486.1, XP_001688493.1, XP_001688491.1, XP_001688484.1, XP_001688492.1, XP_001688488.1, XP_001688489.1, XP_001688485.1, XP_001688487.1	XP_031834162.1
OG0000425	XP_001688755.1, XP_315971.4	XP_031825917.1, XP_031825916.1, XP_031825919.1, XP_031825918.1, XP_031825921.1, XP_031825920.1, XP_031825923.1
OG0000426	XP_312914.4	XP_031832178.1, XP_031832177.1
OG0000427	XP_003436270.1, XP_312058.4, XP_003436269.1, XP_003436268.1, XP_003436267.1	XP_031825564.1
OG0000428	XP_321512.5, XP_003435887.1, XP_561144.4	XP_031829532.1
OG0000428	XP_312088.4	XP_031849865.1
OG0000429	XP_319540.5	XP_031831637.1, XP_031831639.1, XP_031831635.1, XP_031831636.1, XP_031831634.1
OG0000430	XP_557414.3	XP_031839274.1, XP_031842027.1, XP_031842026.1, XP_031842031.1, XP_031842029.1, XP_031842030.1, XP_031842028.1
OG0000431	XP_316294.4, XP_316291.4, XP_001688833.1, XP_001688831.1, XP_001688830.1, XP_001688700.1	XP_031846555.1
OG0000432	XP_001689031.1	XP_031830318.1
OG0000433	XP_310972.5	XP_031847972.1, XP_031847973.1
OG0000434	XP_311575.4, XP_001230815.2	XP_031833180.1, XP_031833182.1, XP_031833183.1, XP_031833179.1
OG0000436	XP_320338.4	XP_031830362.1
OG0000436	XP_313820.5	XP_031830359.1
OG0000437	XP_312425.3, XP_003436143.1	XP_031843950.1, XP_031843942.1, XP_031843962.1
OG0000438	XP_311834.5	XP_031833668.1, XP_031833663.1
OG0000439	XP_307918.5, XP_003436071.1, XP_003436072.1, XP_003436074.1, XP_003436073.1	XP_031831195.1, XP_031831192.1, XP_031831193.1, XP_031831190.1, XP_031831191.1, XP_031831188.1, XP_031831189.1, XP_031831197.1, XP_031831184.1, XP_031831187.1, XP_031831186.1, XP_031831194.1
OG0000440	XP_562586.3, XP_003436584.1, XP_003436583.1, XP_003436582.1	XP_031848174.1
OG0000440	XP_321521.2, XP_001230327.1, XP_321519.1	XP_031834864.1, XP_031834945.1
OG0000441	XP_310080.3	XP_031827435.1, XP_031828298.1, XP_031829199.1
OG0000442	XP_316879.5	XP_031844491.1, XP_031844488.1, XP_031844487.1, XP_031844490.1, XP_031844486.1
OG0000443	XP_309467.4, XP_308975.4	XP_031826527.1, XP_031826528.1, XP_031826526.1
OG0000444	XP_317600.4	XP_031849333.1, XP_031849324.1, XP_031849325.1, XP_031849326.1, XP_031849327.1, XP_031849328.1, XP_031849329.1, XP_031849330.1, XP_031849331.1, XP_031849332.1
OG0000445	XP_319976.3	XP_031827533.1
OG0000445	XP_319978.4	XP_031827411.1
OG0000446	XP_309165.3	XP_031838352.1, XP_031838353.1, XP_031838351.1
OG0000447	XP_316880.5	XP_031829976.1, XP_031829984.1
OG0000448	XP_319042.4	XP_031831408.1, XP_031831410.1, XP_031831411.1, XP_031831409.1
OG0000449	XP_315614.2, XP_315615.2	XP_031849419.1
OG0000451	XP_003436509.1, XP_562364.3	XP_031846454.1, XP_031846456.1, XP_031846455.1
OG0000452	XP_311528.4	XP_031849268.1
OG0000452	XP_316654.3	XP_031828311.1
OG0000453	XP_308836.4, XP_001237142.2	XP_031832789.1, XP_031832790.1, XP_031832791.1
OG0000454	XP_001238331.2	XP_031843476.1, XP_031843474.1
OG0000455	XP_317809.4	XP_031833718.1, XP_031833708.1, XP_031833683.1, XP_031833665.1, XP_031833692.1, XP_031833699.1, XP_031833674.1
OG0000456	XP_555204.2, XP_317211.3, XP_555205.1, XP_001237894.2	XP_031828432.1
OG0000457	XP_001238433.2, XP_321100.4, XP_321101.4	XP_031826741.1, XP_031826743.1
OG0000458	XP_311395.2	XP_031847157.1, XP_031847156.1, XP_031847155.1, XP_031847154.1
OG0000459	XP_311558.3	XP_031845480.1, XP_031845482.1, XP_031845484.1, XP_031845483.1
OG0000460	XP_001688244.1	XP_031839116.1
OG0000460	XP_001688243.1	XP_031839118.1
OG0000461	XP_309203.5	XP_031827747.1
OG0000462	XP_321604.4, XP_003435861.1	XP_031842634.1, XP_031842632.1, XP_031842637.1, XP_031842635.1, XP_031842636.1
OG0000463	XP_319085.4, XP_321180.5, XP_309157.5	XP_031839180.1
OG0000464	XP_321465.5	XP_031839320.1
OG0000466	XP_319990.2, XP_319998.2, XP_553153.2, XP_001689142.1, XP_318720.4	XP_031841858.1, XP_031841856.1
OG0000467	XP_321775.5	XP_031849313.1, XP_031849312.1
OG0000468	XP_318937.4	XP_031843218.1, XP_031843220.1, XP_031843213.1, XP_031843215.1, XP_031843214.1, XP_031843217.1, XP_031843216.1, XP_031843219.1, XP_031843209.1, XP_031843210.1, XP_031843211.1, XP_031843208.1
OG0000469	XP_311819.3	XP_031846086.1, XP_031846085.1, XP_031846082.1, XP_031846084.1, XP_031846083.1, XP_031846080.1, XP_031846079.1
OG0000470	XP_317663.4, XP_317661.3, XP_317660.4	XP_031841343.1, XP_031841340.1, XP_031841339.1, XP_031841341.1
OG0000471	XP_317381.3	XP_031838019.1
OG0000472	XP_003437138.1	XP_031826120.1
OG0000475	XP_319656.4	XP_031847461.1, XP_031847459.1
OG0000476	XP_314173.1	XP_031845538.1
OG0000477	XP_313167.3, XP_313166.3, XP_003436755.1	XP_031839436.1
OG0000478	XP_320165.3	XP_031848834.1
OG0000479	XP_316228.4	XP_031835435.1, XP_031835434.1
OG0000480	XP_307766.1, XP_307768.1, XP_307762.3, XP_307760.4	XP_031833944.1
OG0000482	XP_320255.4, XP_319851.4	XP_031841941.1
OG0000483	XP_311551.4, XP_311550.4, XP_559053.3	XP_031844708.1
OG0000484	XP_321460.4, XP_321461.4	XP_031847296.1
OG0000485	XP_316898.4	XP_031828669.1, XP_031828670.1
OG0000486	XP_564581.3	XP_031826524.1
OG0000487	XP_310954.5	XP_031825266.1, XP_031825267.1
OG0000488	XP_561157.5, XP_314246.4	XP_031846993.1, XP_031846994.1, XP_031846992.1
OG0000489	XP_564036.3	XP_031828577.1
OG0000490	XP_320879.4	XP_031835526.1, XP_031835524.1, XP_031835527.1, XP_031835523.1, XP_031835522.1, XP_031835515.1, XP_031835517.1, XP_031835519.1, XP_031835518.1, XP_031835521.1, XP_031835520.1, XP_031835516.1
OG0000491	XP_309956.4	XP_031850360.1, XP_031850362.1
OG0000492	XP_001689170.1, XP_319114.3	XP_031844658.1
OG0000493	XP_313157.5	XP_031848261.1, XP_031848263.1, XP_031848262.1
OG0000495	XP_001688655.1, XP_315399.4	XP_031826052.1
OG0000496	XP_001237119.2	XP_031826142.1
OG0000497	XP_001689344.2	XP_031835869.1
OG0000497	XP_314947.4	XP_031831502.1
OG0000498	XP_314112.3	XP_031829989.1, XP_031829990.1, XP_031829988.1
OG0000500	XP_311090.5	XP_031836437.1
OG0000501	XP_310059.4	XP_031833440.1, XP_031835043.1
OG0000501	XP_311103.5	XP_031843493.1
OG0000502	XP_308521.3	XP_031841025.1
OG0000503	XP_001237084.1, XP_001238802.1	XP_031836827.1, XP_031836826.1
OG0000505	XP_001689117.2	XP_031832693.1
OG0000506	XP_314755.4	XP_031834619.1, XP_031826268.1
OG0000507	XP_001238394.2, XP_001230950.3	XP_031834596.1, XP_031834359.1
OG0000508	XP_320054.4	XP_031842335.1, XP_031842395.1, XP_031842406.1, XP_031842374.1, XP_031842344.1, XP_031842384.1, XP_031842422.1, XP_031842328.1, XP_031842413.1, XP_031842355.1, XP_031842364.1
OG0000509	XP_312654.5, XP_312655.5, XP_551967.2	XP_031836357.1
OG0000510	XP_308808.4, XP_001688096.1	XP_031847483.1
OG0000512	XP_003436909.1, XP_001237355.2, XP_566342.2, XP_311072.4, XP_001237356.2	XP_031840076.1, XP_031840079.1, XP_031840072.1
OG0000513	XP_552793.1	XP_031849940.1, XP_031849939.1, XP_031849932.1, XP_031849933.1
OG0000516	XP_307965.4	XP_031848900.1
OG0000517	XP_312302.3	XP_031828915.1
OG0000518	XP_308156.3, XP_001687847.1, XP_001687848.1	XP_031832667.1
OG0000519	XP_315418.4, XP_001688658.1, XP_001688657.1	XP_031826351.1, XP_031826353.1, XP_031826352.1, XP_031826355.1, XP_031826354.1
OG0000520	XP_314101.4	XP_031826304.1
OG0000520	XP_315538.3	XP_031826391.1
OG0000522	XP_003436838.1, XP_003436837.1, XP_001238821.3	XP_031838109.1
OG0000523	XP_319932.4	XP_031832527.1, XP_031832523.1
OG0000524	XP_321954.3, XP_320175.3	XP_031841272.1
OG0000525	XP_313810.3	XP_031827172.1, XP_031827170.1, XP_031827171.1, XP_031827173.1
OG0000526	XP_316916.3, XP_313700.4	XP_031832135.1
OG0000527	XP_001687795.1	XP_031840021.1, XP_031840022.1, XP_031840023.1
OG0000528	XP_001689312.2, XP_320991.5, XP_550752.3	XP_031837932.1, XP_031837928.1, XP_031837929.1, XP_031837930.1, XP_031837931.1, XP_031837922.1, XP_031837925.1, XP_031837924.1, XP_031837921.1, XP_031837927.1, XP_031837923.1, XP_031837926.1
OG0000529	XP_317672.2	XP_031836240.1, XP_031826028.1
OG0000533	XP_309387.4	XP_031827938.1
OG0000536	XP_003436941.1	XP_031844720.1
OG0000536	XP_321152.5	XP_031828985.1
OG0000537	XP_318625.3	XP_031849144.1
OG0000538	XP_317268.4, XP_317267.4	XP_031836224.1
OG0000540	XP_001688697.1, XP_001688696.1, XP_315641.3, XP_001688698.1, XP_306771.3	XP_031842488.1
OG0000543	XP_003437124.1, XP_003437125.1, XP_316855.5	XP_031827916.1
OG0000545	XP_313011.5, XP_307590.4	XP_031829402.1, XP_031834976.1
OG0000546	XP_318463.5, XP_001689122.2, XP_318467.5, XP_001231158.1	XP_031844062.1, XP_031846438.1
OG0000547	XP_311559.3, XP_309676.3	XP_031840421.1, XP_031840419.1, XP_031840424.1, XP_031840426.1, XP_031840423.1, XP_031840422.1, XP_031840425.1, XP_031840420.1
OG0000548	XP_318181.3	XP_031847435.1, XP_031847434.1
OG0000549	XP_317762.3	XP_031837088.1, XP_031840528.1, XP_031840509.1
OG0000551	XP_565802.4	XP_031826591.1
OG0000552	XP_317397.3	XP_031842041.1
OG0000553	XP_550942.3, XP_003435963.1, XP_003435964.1	XP_031845802.1, XP_031845803.1, XP_031845804.1
OG0000554	XP_313279.4	XP_031832246.1, XP_031832247.1, XP_031843139.1
