Orthogroup	Anopheles_gambiae	Megachile_rotundata
OG0000275	XP_001237830.2	XP_003707508.1, XP_012150479.1
OG0000276	XP_003436154.1, XP_312380.3	XP_012146515.1
OG0000277	XP_315597.3, XP_001688685.1, XP_001688686.1	XP_012139530.1, XP_003702918.1, XP_012139529.1
OG0000278	XP_307914.5, XP_003436076.1	XP_012140846.1
OG0000279	XP_308623.4, XP_317820.4	XP_003704233.1
OG0000280	XP_001238321.1, XP_552131.1, XP_001688631.1	XP_012145329.1
OG0000281	XP_312382.3	XP_003705781.1
OG0000283	XP_315855.4	XP_012145591.1
OG0000284	XP_003436098.1, XP_003436097.1, XP_312601.2	XP_012138543.1
OG0000284	XP_308964.2	XP_012145095.1, XP_012137964.1
OG0000285	XP_309398.1	XP_003699411.2
OG0000286	XP_309986.3	XP_003701800.2
OG0000287	XP_315240.3	XP_012148331.1
OG0000287	XP_320482.3	XP_003706601.1
OG0000288	XP_552525.3	XP_012136951.1
OG0000288	XP_319330.4	XP_003707452.1
OG0000289	XP_319051.2	XP_012144635.1
OG0000291	XP_001689411.1	XP_012136349.1, XP_012136290.1
OG0000295	XP_564212.2	XP_012145127.1, XP_012145128.1, XP_003705274.1
OG0000296	XP_316088.3	XP_012136932.1, XP_003701648.1, XP_012136934.1, XP_012136933.1, XP_012136935.1
OG0000297	XP_309482.3	XP_003703683.1
OG0000298	XP_003436069.1, XP_307929.5	XP_012139175.1, XP_003702628.1
OG0000299	XP_317327.4	XP_003707712.2
OG0000300	XP_315560.2	XP_012153075.1
OG0000300	XP_311179.3	XP_003705565.1
OG0000301	XP_003437208.1, XP_003437207.1, XP_003437206.1, XP_558699.5	XP_012145465.1, XP_003705403.1
OG0000301	XP_555875.4	XP_003700755.1
OG0000302	XP_320795.4	XP_012135451.1
OG0000302	XP_559969.3	XP_003705687.2, XP_003707086.1, XP_012149383.1
OG0000303	XP_562126.3	XP_012154089.1
OG0000304	XP_309314.4	XP_003702511.1
OG0000306	XP_313557.5	XP_003705265.2, XP_012145085.1, XP_012145087.1, XP_012145089.1, XP_012145088.1
OG0000307	XP_321110.5	XP_012145496.1, XP_012145495.1, XP_012145494.1, XP_012145493.1, XP_012145497.1
OG0000308	XP_003436758.1, XP_313171.5	XP_012148928.1, XP_012148929.1, XP_012148931.1, XP_012148932.1, XP_003706809.1, XP_012148927.1, XP_012148935.1, XP_012148934.1, XP_012148933.1, XP_012148938.1, XP_012148937.1, XP_012148926.1
OG0000309	XP_314908.3	XP_012154330.1, XP_003700520.1
OG0000310	XP_554747.3	XP_012136599.1, XP_003701573.1
OG0000311	XP_308653.4	XP_012145310.1
OG0000312	XP_314530.4	XP_012149526.1
OG0000313	XP_317714.4, XP_317713.4, XP_319608.4, XP_003435856.1, XP_003435855.1, XP_321620.4	XP_003701165.1, XP_003701166.1
OG0000314	XP_001230545.2, XP_309706.4	XP_012143927.1, XP_012143925.1, XP_012143926.1
OG0000314	XP_313795.3	XP_003704743.2, XP_012143918.1
OG0000315	XP_309465.3, XP_309463.4, XP_309462.4	XP_012147116.1, XP_012147112.1, XP_012147113.1
OG0000316	XP_024667073.1	XP_012149717.1
OG0000316	XP_024667074.1	XP_012137523.1
OG0000317	XP_313902.4	XP_012148424.1, XP_003699981.1, XP_012148458.1, XP_012148442.1, XP_012148439.1, XP_012148433.1, XP_012148450.1
OG0000318	XP_318652.3	XP_003704099.2
OG0000319	XP_001688115.1, XP_308867.3	XP_012135023.1
OG0000320	XP_564296.2, XP_310187.3	XP_012152561.1
OG0000321	XP_319900.4	XP_003708518.1
OG0000322	XP_309035.3, XP_001237166.1, XP_001688149.1, XP_308997.4	XP_003706986.1
OG0000323	XP_321271.5	XP_003702453.2
OG0000324	XP_307908.4	XP_012143166.1
OG0000325	XP_321287.5	XP_003702122.1
OG0000326	XP_321051.5, XP_321052.5	XP_003700119.1
OG0000327	XP_316545.4	XP_012137702.1
OG0000327	XP_316546.4	XP_003701781.1
OG0000329	XP_313828.2, XP_313829.3	XP_012154307.1, XP_012154306.1, XP_012154305.1, XP_003700513.1
OG0000330	XP_557449.3	XP_012144480.1
OG0000330	XP_309352.4	XP_003702707.2
OG0000331	XP_310335.3, XP_003436613.1, XP_003436612.1	XP_003705686.1
OG0000332	XP_566006.4	XP_012149524.1, XP_003707142.1
OG0000333	XP_312762.5, XP_003436384.1	XP_003703002.2
OG0000334	XP_314676.4	XP_003706965.2
OG0000335	XP_003436883.1, XP_316737.3	XP_012154285.1, XP_012154283.1, XP_012154287.1, XP_012154284.1, XP_012154288.1, XP_012154289.1, XP_012154290.1, XP_003700441.1
OG0000336	XP_307640.4, XP_313669.5	XP_012148014.1, XP_003706072.1
OG0000337	XP_308411.4, XP_001687921.1	XP_012135630.1
OG0000338	XP_316824.5	XP_012142275.1
OG0000339	XP_312776.3	XP_003702674.1
OG0000339	XP_318978.3	XP_003705530.1, XP_012145886.1
OG0000340	XP_320471.4	XP_012145764.1, XP_012145765.1
OG0000341	XP_319890.3	XP_003704822.1, XP_012144121.1, XP_012144124.1, XP_012144125.1
OG0000342	XP_316483.4	XP_012154374.1
OG0000342	XP_315148.4	XP_012154383.1
OG0000343	XP_311526.4	XP_012135157.1
OG0000344	XP_001237160.2	XP_012141836.1, XP_012141838.1, XP_012141835.1, XP_012141839.1
OG0000345	XP_318033.4	XP_003708164.2, XP_003708165.1
OG0000347	XP_319116.4	XP_003702599.1, XP_012139080.1
OG0000348	XP_319147.4	XP_012147890.1
OG0000349	XP_309063.4	XP_012154317.1
OG0000350	XP_308023.5	XP_012135254.1, XP_012135256.1, XP_012135255.1, XP_012135258.1, XP_012135257.1
OG0000351	XP_321705.4	XP_012147200.1
OG0000352	XP_001687947.1, XP_308460.4	XP_012138374.1, XP_012138375.1, XP_012138376.1
OG0000356	XP_318661.2, XP_314462.2, XP_314108.4, XP_313271.1, XP_313719.3, XP_001687816.1	XP_012152175.1
OG0000357	XP_319323.3	XP_012152486.1, XP_003708319.1
OG0000358	XP_315015.1	XP_012143873.1, XP_012143874.1, XP_012143872.1, XP_003704704.1
OG0000360	XP_311565.4	XP_012142588.1, XP_012142586.1, XP_012142587.1, XP_012142583.1, XP_012142584.1, XP_012142581.1, XP_012142582.1, XP_003704153.1
OG0000361	XP_320718.4	XP_012153467.1, XP_012153468.1, XP_003708557.1
OG0000362	XP_315999.4	XP_003708510.2
OG0000362	XP_315998.4	XP_003708511.1
OG0000363	XP_310546.5	XP_012135320.1
OG0000363	XP_310545.4, XP_551277.4, XP_313887.5, XP_003435866.1, XP_001687778.2	XP_012150517.1
OG0000364	XP_319428.4, XP_308650.4	XP_003707298.1, XP_012150131.1, XP_012150132.1
OG0000365	XP_316149.4	XP_012137131.1, XP_012137132.1, XP_012137133.1, XP_012137130.1
OG0000366	XP_001688691.1, XP_315611.3	XP_012146838.1, XP_012146835.1, XP_012146832.1, XP_012146831.1, XP_012146833.1
OG0000367	XP_561080.4, XP_313654.5	XP_003706966.1, XP_012148849.1, XP_012148850.1, XP_012148848.1, XP_012148852.1
OG0000368	XP_310154.1	XP_003701289.1
OG0000369	XP_559235.3, XP_311598.4	XP_012141445.1, XP_003707668.1, XP_012150874.1
OG0000370	XP_313875.2	XP_012144316.1
OG0000371	XP_316786.4	XP_003705927.2
OG0000372	XP_310552.5, XP_003437022.1	XP_012153750.1, XP_012153752.1, XP_012153749.1, XP_012153748.1, XP_012153751.1, XP_003704661.1
OG0000375	XP_314533.4	XP_012138104.1, XP_003702089.1
OG0000376	XP_314270.5	XP_012143339.1, XP_012143348.1, XP_012143353.1, XP_003699743.1, XP_012143367.1, XP_012143361.1, XP_012143333.1
OG0000377	XP_317423.4, XP_555424.2	XP_003703779.1
OG0000377	XP_321752.4	XP_012147672.1, XP_012147676.1, XP_012147671.1, XP_012147673.1, XP_012147674.1, XP_012147675.1
OG0000378	XP_313201.4	XP_012140754.1, XP_012140758.1
OG0000379	XP_311845.5, XP_003436359.1	XP_012136830.1
OG0000380	XP_319182.3, XP_553933.2	XP_003703764.1, XP_012141808.1, XP_012141807.1
OG0000381	XP_003436397.1, XP_312797.5	XP_012140183.1
OG0000381	XP_309483.4	XP_003701471.1
OG0000382	XP_317621.2	XP_003706910.1, XP_012149297.1, XP_003708419.1
OG0000384	XP_555061.3	XP_012148688.1, XP_012148686.1
OG0000384	XP_320635.4	XP_012148701.1
OG0000385	XP_001237800.1, XP_316640.4	XP_012135512.1, XP_003702425.1
OG0000386	XP_310698.4, XP_307577.3, XP_313941.3	XP_003706715.2, XP_003706716.1
OG0000387	XP_315272.3, XP_315274.4, XP_315275.3	XP_012152085.1, XP_003708136.1, XP_012148651.1, XP_012153573.1, XP_012148653.1, XP_012137203.1
OG0000388	XP_001237266.2	XP_012135627.1, XP_012135626.1, XP_003701232.1
OG0000388	XP_308405.3, XP_001687920.1	XP_003699232.1
OG0000389	XP_318057.3, XP_307582.4	XP_012151722.1, XP_003708000.1, XP_012147824.1, XP_012147823.1
OG0000390	XP_309960.4	XP_003702207.2
OG0000391	XP_311596.4	XP_003701456.1
OG0000394	XP_321253.4	XP_003703438.1, XP_012141054.1
OG0000395	XP_321695.5	XP_003700152.2, XP_012152325.1, XP_012152326.1
OG0000396	XP_319041.4, XP_321974.4, XP_320780.3	XP_003706948.1
OG0000397	XP_318514.3	XP_003706551.2, XP_012148214.1
OG0000398	XP_309559.3	XP_003706804.1
OG0000399	XP_309168.4	XP_012135873.1, XP_012135875.1
OG0000400	XP_003435910.1, XP_321381.5	XP_012143737.1, XP_012143735.1, XP_012143736.1
OG0000401	XP_312250.5	XP_003705245.1
OG0000402	XP_316359.1, XP_316360.1	XP_012140463.1, XP_003703219.2
OG0000403	XP_318819.3	XP_012151663.1, XP_012151659.1, XP_012151656.1, XP_012151664.1
OG0000405	XP_318737.3	XP_003706823.1, XP_012148976.1
OG0000405	XP_316198.4	XP_003706708.1
OG0000406	XP_001689338.1	XP_012140515.1
OG0000406	XP_307722.3, XP_001230565.1, XP_313255.4, XP_307721.3, XP_003436506.1, XP_313253.4	XP_012140519.1
OG0000407	XP_311485.3	XP_003702625.1, XP_012139069.1, XP_003702627.1
OG0000408	XP_320166.4	XP_012137734.1, XP_012137736.1, XP_012137735.1, XP_003702041.1
OG0000409	XP_001238816.1, XP_003436394.1, XP_003436391.1, XP_003436393.1, XP_003436392.1	XP_003700783.1, XP_012134665.1, XP_012134664.1, XP_012134661.1, XP_012134663.1, XP_012134660.1, XP_012134658.1, XP_012134659.1
OG0000410	XP_318590.3, XP_306537.3	XP_012144471.1, XP_012144470.1
OG0000411	XP_308807.4	XP_012150884.1, XP_012150883.1, XP_012150885.1
OG0000411	XP_310523.5	XP_012138148.1
OG0000412	XP_314315.3	XP_012139436.1
OG0000412	XP_003436454.1, XP_314252.4, XP_003436453.1	XP_012136660.1, XP_012136661.1
OG0000413	XP_309828.4	XP_003708031.2
OG0000414	XP_311018.5	XP_012140948.1, XP_003703575.1
OG0000415	XP_003436539.1, XP_313377.5	XP_012138118.1, XP_012138125.1, XP_012138159.1, XP_012138103.1, XP_012138107.1, XP_012138151.1, XP_012138131.1, XP_012138142.1, XP_012138138.1
OG0000416	XP_308374.4	XP_012151720.1, XP_012145365.1, XP_012135049.1
OG0000417	XP_312988.5, XP_560742.5	XP_012147620.1
OG0000417	XP_560264.4	XP_012143973.1
OG0000418	XP_307899.5	XP_012144427.1
OG0000418	XP_313370.5	XP_003703347.2
OG0000419	XP_317521.4, XP_024667069.1	XP_012143510.1, XP_003704488.1, XP_012143509.1
OG0000420	XP_001687948.1, XP_564859.1, XP_316443.2, XP_316444.3	XP_012138373.1
OG0000421	XP_309225.5	XP_003704125.1
OG0000423	XP_319395.3	XP_003700805.1, XP_012135005.1
OG0000424	XP_001688490.1, XP_313956.1, XP_001688486.1, XP_001688493.1, XP_001688491.1, XP_001688484.1, XP_001688492.1, XP_001688488.1, XP_001688489.1, XP_001688485.1, XP_001688487.1	XP_012138932.1
OG0000425	XP_001688755.1, XP_315971.4	XP_003708670.2, XP_012153580.1, XP_012153579.1
OG0000426	XP_312914.4	XP_012141111.1
OG0000427	XP_003436270.1, XP_312058.4, XP_003436269.1, XP_003436268.1, XP_003436267.1	XP_003705422.2
OG0000428	XP_321512.5, XP_003435887.1, XP_561144.4	XP_012142601.1
OG0000428	XP_312088.4	XP_012145303.1
OG0000429	XP_319540.5	XP_012153644.1
OG0000430	XP_557414.3	XP_003705028.1, XP_012141797.1, XP_012141798.1, XP_012141799.1, XP_012141800.1
OG0000431	XP_316294.4, XP_316291.4, XP_001688833.1, XP_001688831.1, XP_001688830.1, XP_001688700.1	XP_012144803.1
OG0000432	XP_001689031.1	XP_003702507.1, XP_012138855.1, XP_012138854.1
OG0000433	XP_310972.5	XP_003706900.1
OG0000433	XP_309822.4	XP_012142828.1
OG0000434	XP_311575.4, XP_001230815.2	XP_012143186.1, XP_012143185.1, XP_003704457.1
OG0000436	XP_320338.4	XP_012135622.1
OG0000436	XP_313820.5	XP_003701242.1
OG0000437	XP_312425.3, XP_003436143.1	XP_012136091.1, XP_012136090.1, XP_003701347.1, XP_012136092.1
OG0000438	XP_311834.5	XP_003702655.2
OG0000439	XP_307918.5, XP_003436071.1, XP_003436072.1, XP_003436074.1, XP_003436073.1	XP_012150542.1, XP_012150541.1, XP_012150544.1, XP_012150543.1, XP_003707536.1
OG0000440	XP_562586.3, XP_003436584.1, XP_003436583.1, XP_003436582.1	XP_012140296.1
OG0000442	XP_316879.5	XP_003699914.1
OG0000443	XP_309467.4, XP_308975.4	XP_012140078.1, XP_003703094.1
OG0000444	XP_317600.4	XP_003699277.1, XP_012134848.1, XP_012134857.1, XP_012134863.1, XP_012134840.1, XP_012134881.1, XP_012134890.1, XP_012134872.1
OG0000445	XP_319976.3	XP_012143530.1
OG0000445	XP_319978.4	XP_012143529.1, XP_003704566.1
OG0000446	XP_309165.3	XP_012141148.1
OG0000447	XP_316880.5	XP_012138825.1, XP_003702497.1
OG0000448	XP_319042.4	XP_012144930.1, XP_003705151.1
OG0000449	XP_315614.2, XP_315615.2	XP_003700565.1, XP_012154471.1
OG0000451	XP_003436509.1, XP_562364.3	XP_012137601.1, XP_012137603.1, XP_012137602.1, XP_012137606.1, XP_012137605.1, XP_003701985.1
OG0000452	XP_311528.4	XP_003700613.1
OG0000452	XP_316654.3	XP_012153184.1
OG0000453	XP_308836.4, XP_001237142.2	XP_012139607.1, XP_012139604.1, XP_012139606.1, XP_003702782.1
OG0000454	XP_001238331.2	XP_012136124.1
OG0000455	XP_317809.4	XP_012136526.1, XP_012136525.1, XP_003701555.1
OG0000456	XP_555204.2, XP_317211.3, XP_555205.1, XP_001237894.2	XP_012153094.1, XP_012153095.1
OG0000457	XP_001238433.2, XP_321100.4, XP_321101.4	XP_003700512.1
OG0000458	XP_311395.2	XP_012151682.1, XP_012151683.1, XP_012151684.1
OG0000459	XP_311558.3	XP_003699197.1
OG0000460	XP_001688244.1	XP_012151551.1
OG0000460	XP_001688243.1	XP_003707861.1, XP_012151552.1
OG0000461	XP_309203.5	XP_003704206.1
OG0000462	XP_321604.4, XP_003435861.1	XP_003699608.1
OG0000464	XP_321465.5	XP_012144721.1
OG0000466	XP_319990.2, XP_319998.2, XP_553153.2, XP_001689142.1, XP_318720.4	XP_003706537.1, XP_012148167.1
OG0000467	XP_321775.5	XP_012147656.1
OG0000468	XP_318937.4	XP_012147009.1, XP_012147007.1, XP_012147006.1, XP_003705989.1
OG0000469	XP_311819.3	XP_003703934.2
OG0000470	XP_317663.4, XP_317661.3, XP_317660.4	XP_012142526.1, XP_012142527.1, XP_003704114.1, XP_012142524.1, XP_012142525.1
OG0000471	XP_317381.3	XP_012144297.1, XP_012144296.1, XP_003704834.1
OG0000472	XP_003437138.1	XP_003702046.1, XP_012137968.1, XP_012137966.1, XP_012137967.1
OG0000475	XP_319656.4	XP_012146944.1, XP_003705916.2
OG0000476	XP_314173.1	XP_003708425.1
OG0000477	XP_313167.3, XP_313166.3, XP_003436755.1	XP_012151743.1
OG0000478	XP_320165.3	XP_012140641.1
OG0000479	XP_316228.4	XP_012151218.1
OG0000480	XP_307766.1, XP_307768.1, XP_307762.3, XP_307760.4	XP_012145437.1
OG0000482	XP_319851.4	XP_012147117.1
OG0000483	XP_311551.4, XP_311550.4, XP_559053.3	XP_003707873.1
OG0000484	XP_321460.4, XP_321461.4	XP_012145805.1, XP_012145804.1, XP_012145807.1, XP_012145806.1, XP_012145803.1, XP_003705511.1
OG0000485	XP_316898.4	XP_003706547.1, XP_003706577.2
OG0000486	XP_564581.3	XP_012140151.1, XP_012140157.1, XP_012140139.1, XP_012140161.1, XP_012140153.1, XP_012140140.1, XP_012140145.1, XP_012140142.1, XP_012140164.1, XP_012140148.1, XP_012140146.1, XP_012140156.1, XP_012140154.1, XP_012140155.1, XP_012140149.1, XP_012140165.1, XP_012140150.1, XP_012140141.1, XP_012140137.1, XP_012140147.1, XP_012140144.1, XP_012140159.1, XP_012140160.1, XP_012140143.1, XP_012140162.1, XP_012140138.1, XP_012140163.1, XP_012140158.1, XP_012140166.1
OG0000487	XP_310954.5	XP_003707438.1, XP_012150188.1
OG0000488	XP_561157.5, XP_314246.4	XP_012137688.1, XP_012137687.1, XP_012137686.1, XP_003701993.1
OG0000489	XP_564036.3	XP_003700279.1
OG0000490	XP_320879.4	XP_012150943.1, XP_012150944.1, XP_003707675.1
OG0000491	XP_309956.4	XP_012151089.1
OG0000492	XP_001689170.1, XP_319114.3	XP_003706126.1
OG0000493	XP_313157.5	XP_012149368.1, XP_012149369.1
OG0000495	XP_001688655.1, XP_315399.4	XP_012138548.1, XP_012138549.1, XP_012138545.1, XP_012138551.1, XP_012138547.1, XP_012138556.1, XP_012138555.1, XP_012138554.1, XP_012138553.1, XP_012138552.1, XP_012138550.1, XP_012138559.1, XP_012138558.1, XP_003702393.1
OG0000496	XP_001237119.2	XP_012138008.1, XP_012138007.1
OG0000497	XP_001689344.2	XP_003707005.1
OG0000497	XP_314947.4	XP_012145168.1
OG0000498	XP_314112.3	XP_003705105.1
OG0000499	XP_553610.3	XP_003703402.1
OG0000501	XP_310059.4	XP_012136031.1
OG0000501	XP_311103.5	XP_012136028.1
OG0000502	XP_308521.3	XP_003699867.1
OG0000503	XP_001237084.1, XP_001238802.1	XP_012147312.1, XP_012147313.1, XP_012147314.1, XP_003706121.1
OG0000504	XP_314690.4, XP_318891.4	XP_012147375.1, XP_003699906.1
OG0000505	XP_001689117.2	XP_003702822.1
OG0000506	XP_314755.4	XP_012135153.1, XP_003701012.1, XP_012135330.1, XP_012135331.1, XP_012135332.1, XP_012135333.1
OG0000507	XP_001238394.2, XP_001230950.3	XP_003701609.1
OG0000508	XP_320054.4	XP_012150893.1, XP_003700128.1
OG0000509	XP_312654.5, XP_312655.5, XP_551967.2	XP_003704434.2
OG0000510	XP_308808.4, XP_001688096.1	XP_012146772.1
OG0000512	XP_003436909.1, XP_001237355.2, XP_566342.2, XP_311072.4, XP_001237356.2	XP_003700636.1, XP_012134545.1, XP_012134540.1
OG0000513	XP_552793.1	XP_003700277.1
OG0000516	XP_307965.4	XP_012136668.1, XP_012136667.1, XP_012136669.1, XP_012136665.1
OG0000517	XP_312302.3	XP_012146111.1, XP_012146110.1
OG0000518	XP_308156.3, XP_001687847.1, XP_001687848.1	XP_012139695.1, XP_012139694.1, XP_012139696.1, XP_003702944.1
OG0000519	XP_315418.4, XP_001688658.1, XP_001688657.1	XP_012143635.1, XP_012143636.1, XP_012143634.1, XP_012143637.1
OG0000520	XP_314101.4	XP_012143877.1
OG0000520	XP_315538.3	XP_012143878.1
OG0000521	XP_310260.5	XP_012146106.1
OG0000522	XP_003436838.1, XP_003436837.1, XP_001238821.3	XP_003706731.2
OG0000523	XP_319932.4	XP_012144728.1
OG0000524	XP_321954.3, XP_320175.3	XP_012149449.1
OG0000525	XP_313810.3	XP_003700424.1, XP_012154253.1
OG0000526	XP_316916.3, XP_313700.4	XP_003703603.2
OG0000527	XP_001687795.1	XP_012142949.1, XP_012142950.1
OG0000528	XP_001689312.2, XP_320991.5, XP_550752.3	XP_003707178.1
OG0000529	XP_317672.2	XP_012145252.1, XP_003704796.1
OG0000533	XP_309387.4	XP_012148330.1
OG0000536	XP_003436941.1	XP_012151826.1
OG0000536	XP_321152.5	XP_012150447.1
OG0000537	XP_318625.3	XP_012134731.1
OG0000538	XP_317268.4, XP_317267.4	XP_003703203.1
OG0000540	XP_001688697.1, XP_001688696.1, XP_315641.3, XP_001688698.1, XP_306771.3	XP_012146859.1
OG0000543	XP_003437124.1, XP_003437125.1, XP_316855.5	XP_012153054.1, XP_012153053.1, XP_012153052.1, XP_012153055.1, XP_012153050.1, XP_012153051.1, XP_012153056.1
OG0000545	XP_313011.5, XP_307590.4	XP_003705341.2, XP_003703186.1
OG0000546	XP_318463.5, XP_001689122.2, XP_318467.5, XP_001231158.1	XP_012151352.1, XP_012151391.1
OG0000547	XP_311559.3, XP_309676.3	XP_003702085.1, XP_012138083.1, XP_012138081.1, XP_012138082.1
OG0000548	XP_318181.3	XP_003705922.1
OG0000549	XP_317762.3	XP_012151772.1
OG0000551	XP_565802.4	XP_012144041.1, XP_003704785.1
OG0000552	XP_317397.3	XP_003705057.1
OG0000553	XP_550942.3, XP_003435963.1, XP_003435964.1	XP_003703532.1, XP_012141409.1
OG0000554	XP_313279.4	XP_003703581.1, XP_003699656.1
OG0000555	XP_318655.2	XP_003701079.1
OG0000556	XP_315740.4	XP_003707345.2
OG0000557	XP_309438.2	XP_012149683.1, XP_012149672.1, XP_003700130.1
OG0000558	XP_001230821.2	XP_012144740.1
OG0000559	XP_311035.4	XP_003705404.1
OG0000560	XP_312915.3	XP_003704777.1
OG0000561	XP_308116.4, XP_003436650.1	XP_012148186.1
OG0000562	XP_311518.4	XP_012145014.1
OG0000563	XP_320678.4	XP_003707364.1
OG0000564	XP_003437141.1, XP_001238804.3, XP_003437140.1	XP_012147756.1
OG0000565	XP_558570.2, XP_001688519.1	XP_012145461.1, XP_012136786.1
OG0000567	XP_311354.2	XP_003699254.1, XP_012151432.1
OG0000568	XP_001238825.3, XP_001238828.3, XP_001238827.3, XP_313857.3, XP_024667106.1, XP_003436840.1, XP_003436842.1, XP_003436843.1, XP_003436844.1, XP_003436845.1, XP_003436846.1	XP_012138846.1, XP_012138845.1
OG0000569	XP_321951.2	XP_012141900.1
OG0000569	XP_321336.5	XP_012138656.1
OG0000570	XP_003436910.1, XP_003436911.1, XP_003436912.1, XP_566336.2	XP_003708533.1
OG0000571	XP_310604.5	XP_012139520.1, XP_012139518.1, XP_012139519.1
OG0000572	XP_319953.4, XP_313213.4	XP_012142896.1
OG0000574	XP_024667097.1	XP_003702503.1, XP_012138851.1
OG0000575	XP_307788.5, XP_003436433.1, XP_318465.5, XP_003436687.1	XP_003700028.2, XP_012152647.1
OG0000576	XP_555680.3, XP_317659.3	XP_012142530.1, XP_012142529.1
OG0000582	XP_315519.4	XP_012154015.1
OG0000584	XP_001237856.2, XP_003436985.1, XP_310701.5	XP_003701095.1
OG0000585	XP_321716.4, XP_003435822.1	XP_003699449.1, XP_012137588.1
OG0000586	XP_308512.4	XP_003708104.1
OG0000587	XP_309520.2	XP_012143050.1, XP_003704410.1
OG0000588	XP_312032.5	XP_003700698.1, XP_012134591.1, XP_012134590.1
OG0000589	XP_001688736.1, XP_001688735.1, XP_315853.4	XP_003702019.1
OG0000591	XP_310353.5	XP_003700763.1
OG0000591	XP_307855.3	XP_003700356.1
OG0000592	XP_308389.4, XP_317633.3, XP_317638.4, XP_308390.4	XP_003707108.1, XP_012145658.1
OG0000593	XP_309968.4, XP_309969.4	XP_003707045.1, XP_012149206.1
OG0000594	XP_310412.7	XP_003706573.2, XP_012148185.1, XP_012148183.1, XP_012148184.1, XP_012148181.1, XP_012148182.1
OG0000595	XP_309498.4	XP_012153305.1
OG0000595	XP_310612.5	XP_012153307.1
OG0000596	XP_313021.5	XP_012135068.1, XP_012135074.1
OG0000597	XP_314086.4	XP_003702054.1
OG0000598	XP_308205.4, XP_308207.2	XP_012135992.1
OG0000598	XP_309229.4, XP_003437180.1	XP_012135634.1
OG0000599	XP_315432.4	XP_012141674.1, XP_012141685.1
OG0000600	XP_001238414.3	XP_012149221.1, XP_003706892.1
OG0000601	XP_313009.1	XP_003705493.1
OG0000601	XP_313005.4	XP_012145798.1
OG0000602	XP_001689086.1, XP_318026.4	XP_012140187.1
OG0000603	XP_561377.5, XP_313270.4	XP_003699623.1, XP_012141367.1
OG0000604	XP_312372.4, XP_003436156.1, XP_003436155.1, XP_003436158.1, XP_003436157.1	XP_003706232.1, XP_012147475.1
OG0000606	XP_003436708.1, XP_309640.5	XP_012152883.1, XP_012152882.1, XP_012152881.1
OG0000609	XP_319246.4	XP_012150149.1, XP_012150148.1, XP_012150150.1, XP_003707308.1
OG0000611	XP_313775.4	XP_012146946.1
OG0000612	XP_317513.3	XP_012139018.1
