Orthogroup	Anopheles_gambiae	Acyrthosiphon_pisum
OG0000244	XP_313365.4	XP_001946605.1, XP_029345366.1, XP_016662168.1, XP_016662169.1, XP_016662010.1, XP_029346982.1
OG0000245	XP_315084.2, XP_001230554.1, XP_307623.1, XP_315083.1, XP_001231041.1, XP_001687787.1, XP_315074.1, XP_315076.1, XP_315075.1, XP_315073.2, XP_316323.2, XP_312089.2	XP_001951137.1, XP_016663800.1, XP_016663799.1, XP_001949307.1
OG0000246	XP_319840.2, XP_319841.3	XP_001950555.2
OG0000246	XP_306046.3	XP_008186623.1
OG0000246	XP_319838.3	XP_001950143.1
OG0000247	XP_001687768.2, XP_313774.4, XP_311005.4, XP_003436566.1	XP_029344228.1, XP_029345461.1, XP_008184353.2
OG0000248	XP_315067.4, XP_308379.4, XP_315470.5, XP_003435724.1	XP_029347273.1, XP_016663076.2, XP_029347065.1, XP_029346989.1
OG0000248	XP_316226.4	XP_008188587.2
OG0000249	XP_310971.5, XP_003436284.1, XP_312022.5	XP_016665112.1
OG0000251	XP_310768.4	XP_029341406.1, XP_029348692.1, XP_016663273.1, NP_001153590.1, NP_001153589.1
OG0000252	XP_321164.1	XP_016662203.1, XP_008179464.1, NP_001233107.1, XP_008179467.1, NP_001156268.1, XP_001950355.2
OG0000253	XP_310451.4, XP_310450.4, XP_001238805.2	NP_001280380.1
OG0000254	XP_312967.3, XP_003436712.1	XP_001944239.2, XP_003240062.1, XP_008180377.1
OG0000255	XP_003436960.1, XP_310845.5	XP_003244428.2
OG0000256	XP_307890.5	XP_001951894.2, XP_029341156.1
OG0000257	XP_321870.5	XP_003246666.1
OG0000257	XP_321869.5, XP_001689370.2, XP_003435798.1, XP_321867.5, XP_321865.3	XP_003248173.1
OG0000260	XP_550846.3	XP_001950434.1
OG0000260	XP_321091.3, XP_321092.3	NP_001153849.1, XP_001948486.1
OG0000260	XP_312337.4	XP_016659711.1
OG0000261	XP_315985.3, XP_001688761.1	NP_001155383.1
OG0000263	XP_001687857.1, XP_564524.3, XP_001687858.1	NP_001155556.1, XP_008180933.1
OG0000264	XP_001688533.1, XP_314137.4	NP_001156153.1
OG0000264	XP_311594.2	NP_001156243.1
OG0000265	XP_001688869.1, XP_316477.4	XP_008179776.1, XP_016663154.1
OG0000266	XP_310704.3	XP_003240676.1, XP_001948034.1
OG0000266	XP_308081.2	XP_008186329.1, NP_001280475.1
OG0000268	XP_559140.3, XP_309197.1, XP_003437164.1, XP_003437165.1, XP_560220.3, XP_001688171.2, XP_311384.3, XP_311355.3, XP_307829.2	XP_008182102.1, XP_029347932.1, XP_008189738.2, XP_029347683.1, XP_001942733.2, XP_029347931.1
OG0000269	XP_315017.4	XP_001943745.1
OG0000270	XP_003436281.1, XP_312025.4, XP_003436282.1	XP_029345241.1, XP_001948521.2
OG0000270	XP_003436280.1, XP_312026.4	XP_029346495.1, XP_001944827.2
OG0000271	XP_311184.3, XP_312761.3, XP_003436383.1	XP_008186229.1
OG0000272	XP_308042.3, XP_001230608.1	XP_016665096.1, XP_016665095.1
OG0000272	XP_309153.3, XP_314691.2	XP_029346328.1, XP_016662315.1
OG0000273	XP_308599.4, XP_001688028.1	XP_016664122.1
OG0000274	XP_317143.4, XP_318742.4, XP_318623.4	XP_029346089.1
OG0000274	XP_319531.4	XP_029346856.1
OG0000275	XP_001237830.2	XP_008179793.1, NP_001156725.1
OG0000276	XP_320369.4, XP_320367.3, XP_318052.4, XP_312077.3, XP_003436154.1, XP_312380.3	XP_001946172.1
OG0000277	XP_315597.3, XP_001688685.1, XP_001688686.1	XP_001946581.1
OG0000278	XP_307914.5, XP_003436076.1	XP_008186457.1, XP_029342789.1, XP_001947217.2
OG0000279	XP_308623.4	XP_003249025.3, XP_001949725.2
OG0000279	XP_317820.4	XP_029343956.1
OG0000280	XP_001238321.1, XP_552131.1, XP_001688631.1	XP_008182582.2, XP_016657008.1, XP_029347945.1, XP_016657000.1, XP_016656615.1, XP_016664958.1, XP_003245654.1, XP_016664777.1, XP_008183212.1, XP_016660902.1, XP_029341354.1
OG0000281	XP_312382.3	XP_008179649.2
OG0000284	XP_003436098.1, XP_003436097.1, XP_312601.2	NP_001155502.1
OG0000284	XP_308964.2	NP_001165432.1
OG0000285	XP_555434.3, XP_312667.5	XP_001942945.2
OG0000285	XP_309398.1	NP_001155560.1, XP_008179924.1
OG0000286	XP_309986.3	XP_016661131.1, NP_001280318.1
OG0000287	XP_315240.3	NP_001313583.1
OG0000287	XP_320482.3	XP_003241653.1
OG0000288	XP_552525.3	XP_003245506.1
OG0000288	XP_319330.4	XP_001942634.2
OG0000289	XP_319051.2	XP_003246644.1, XP_029343790.1, XP_001943261.1
OG0000290	XP_312763.5, XP_003436385.1, XP_311719.5, XP_001688330.2, XP_311708.5, XP_564544.3, XP_308195.3	XP_016659221.1
OG0000291	XP_001689411.1	XP_001950838.2
OG0000292	XP_312445.4	XP_029346347.1
OG0000295	XP_564212.2	NP_001155488.1
OG0000296	XP_316088.3	XP_029341279.1, XP_008183323.1, XP_008183324.1, NP_001156217.1, XP_008188125.1, NP_001155711.1
OG0000297	XP_307380.3, XP_313180.3, XP_313181.1	XP_001947537.1
OG0000297	XP_309482.3	NP_001191952.1, XP_029346529.1, XP_001950706.1, XP_001950683.2, XP_003247111.1, NP_001156072.1, XP_001950829.1
OG0000298	XP_003436069.1, XP_307929.5	NP_001232973.1, XP_008186594.1
OG0000299	XP_317327.4	XP_029346685.1, XP_016660445.1, XP_001943308.1
OG0000300	XP_315560.2	XP_001943999.2
OG0000300	XP_311179.3	XP_001944983.2
OG0000301	XP_003437208.1, XP_003437207.1, XP_003437206.1, XP_558699.5	XP_001944205.2
OG0000301	XP_555875.4, XP_307987.4	XP_008181889.1
OG0000302	XP_320795.4	XP_003240620.1
OG0000302	XP_559969.3	XP_001944852.2
OG0000303	XP_562126.3	XP_029342096.1, XP_001948339.2, XP_029341254.1
OG0000304	XP_309314.4	XP_001949605.1
OG0000305	XP_563311.4	XP_001950929.2, XP_029344333.1
OG0000306	XP_561037.1, XP_554721.1	XP_029347902.1
OG0000306	XP_313557.5	XP_003245388.1, XP_016660941.1
OG0000307	XP_321110.5	XP_008185684.1, XP_008185680.1
OG0000311	XP_308653.4	NP_001119633.3, XP_001950423.2
OG0000312	XP_314530.4	NP_001155477.1
OG0000313	XP_317714.4, XP_317713.4, XP_319608.4, XP_003435856.1, XP_003435855.1, XP_321620.4	XP_003247263.1, NP_001155519.1, XP_008187281.1, XP_029345448.1
OG0000314	XP_001230545.2, XP_309706.4	XP_001949676.1, XP_016665120.1
OG0000314	XP_313795.3	XP_008189786.1, NP_001155636.1
OG0000315	XP_309465.3, XP_309463.4, XP_309462.4	XP_003248734.2, XP_029347016.1, NP_001156294.1, XP_029347015.1, NP_001155713.1
OG0000316	XP_024667073.1	NP_001165728.1, NP_001165729.1, XP_029341502.1, XP_016658800.1
OG0000316	XP_024667074.1	XP_001946148.2
OG0000317	XP_313902.4	XP_001943954.1
OG0000318	XP_315871.3	XP_008180052.1, XP_008180053.1, XP_008180054.1, XP_016657503.1, XP_001944081.2, XP_008180056.1, XP_029342133.1, XP_001951977.1
OG0000318	XP_318652.3	XP_001946391.1, XP_029347084.1
OG0000319	XP_001688115.1, XP_308867.3	XP_029345590.1, XP_001945303.1
OG0000320	XP_564296.2, XP_310187.3	XP_029341090.1, XP_016660783.1, XP_029341114.1, XP_001949497.1, XP_008182691.1, XP_029341183.1, XP_029341152.1, XP_029346294.1, XP_016658527.1, XP_001948406.1, XP_001947590.2, XP_029341324.1, XP_029341155.1, XP_029345736.1
OG0000321	XP_319900.4	XP_001951092.3, XP_008181523.1, XP_016658692.1, XP_016658691.1, XP_029343361.1, XP_029343362.1, XP_029343359.1, XP_029343360.1, XP_029343357.1, XP_029343358.1, XP_029343355.1, XP_029343356.1, XP_029343364.1, XP_029343363.1
OG0000322	XP_309035.3, XP_001237166.1, XP_001688149.1, XP_308997.4	XP_003244377.1
OG0000323	XP_321271.5	XP_008186397.1
OG0000324	XP_319063.4, XP_307908.4, XP_003436078.1, XP_003436079.1	XP_008186869.1
OG0000325	XP_321287.5	XP_008187895.1
OG0000326	XP_321051.5, XP_321052.5	XP_029343584.1
OG0000327	XP_316545.4, XP_316546.4	XP_029344255.1, XP_029344257.1, XP_029344259.1
OG0000332	XP_566006.4	NP_001156093.1
OG0000333	XP_312762.5, XP_003436384.1	XP_003240091.1, XP_029345406.1, XP_029345402.1, XP_029345403.1, XP_029345405.1, XP_029345404.1, NP_001192196.1
OG0000334	XP_314676.4	NP_001233012.1
OG0000335	XP_003436883.1, XP_316737.3	NP_001280436.1
OG0000336	XP_307640.4, XP_313669.5	XP_001944889.1
OG0000337	XP_308411.4, XP_001687921.1	XP_001945953.2
OG0000338	XP_316824.5, XP_319663.4, XP_319430.4	XP_029347726.1, XP_029343915.1, XP_001947606.3, XP_001947868.2, XP_008186383.2, XP_001946258.2, XP_001947819.1, XP_003246759.1, XP_016662642.1
OG0000339	XP_312776.3	XP_001951491.1
OG0000339	XP_318978.3	XP_001952053.1, XP_008184766.1
OG0000340	XP_320471.4	XP_029344075.1, XP_016664227.1, XP_001952111.2, XP_029344074.1, XP_029343775.1, XP_001952598.2, XP_029342378.1, XP_029340944.1, XP_029341480.1, XP_029341666.1
OG0000341	XP_319890.3	XP_016658787.1, XP_016658761.1, XP_003240047.1
OG0000342	XP_316483.4	XP_003244576.2
OG0000342	XP_315148.4	XP_016656622.1, XP_029343628.1, XP_029343627.1, XP_029343630.1, XP_029343629.1, XP_016656623.1
OG0000343	XP_312298.5	XP_008178969.2, XP_008178970.2, XP_029346679.1
OG0000343	XP_309450.4, XP_309446.4, XP_311526.4	XP_008181491.1
OG0000344	XP_001237160.2	XP_008180648.1
OG0000345	XP_318033.4	XP_008183479.1
OG0000347	XP_319116.4	XP_016658988.1
OG0000348	XP_319147.4	XP_016660203.1
OG0000349	XP_309063.4	XP_029345510.1, XP_029345507.1, XP_029345506.1, XP_029345509.1, XP_029345508.1, XP_029342686.1, XP_029342685.1, XP_029342687.1
OG0000350	XP_308023.5	XP_029346452.1
OG0000356	XP_318661.2, XP_314462.2, XP_314108.4, XP_313271.1, XP_313719.3, XP_001687816.1	XP_008181612.1, NP_001153533.1
OG0000357	XP_319323.3	XP_008179483.1, NP_001153852.1
OG0000358	XP_315015.1	NP_001155804.1, XP_008182679.1, XP_003244268.1, XP_008182685.1
OG0000360	XP_311565.4	XP_029344378.1, XP_001943379.1
OG0000361	XP_320718.4	XP_016662090.1, XP_001944543.2
OG0000362	XP_315999.4	XP_001945004.2
OG0000362	XP_315998.4	XP_016659074.1, XP_001944949.2
OG0000363	XP_310546.5	XP_001949431.1
OG0000363	XP_310545.4, XP_551277.4, XP_313887.5, XP_003435866.1, XP_001687778.2	XP_001949637.1, XP_001947106.2
OG0000364	XP_319428.4, XP_308650.4	XP_001949061.2
OG0000365	XP_316149.4	XP_003241353.1
OG0000366	XP_001688691.1, XP_315611.3	XP_029346263.1, XP_016663911.1
OG0000367	XP_561080.4, XP_313654.5	XP_029341559.1
OG0000368	XP_310154.1	XP_016663529.1, XP_008187514.1, XP_008187515.1, XP_016663530.1, NP_001119631.1
OG0000369	XP_559235.3, XP_311598.4, XP_559067.3	XP_001943004.2, XP_001943611.1
OG0000370	XP_313875.2	XP_016664382.1
OG0000370	XP_001237553.3	XP_001945107.1
OG0000371	XP_316786.4	XP_001948534.2
OG0000372	XP_310552.5, XP_003437022.1	XP_003242425.1
OG0000374	XP_311044.3, XP_001688353.2	XP_008181584.1, XP_029341154.1, XP_008188018.1, XP_029348248.1, XP_016660140.1
OG0000375	XP_314533.4	XP_008182314.2
OG0000376	XP_314270.5	XP_008185153.1
OG0000377	XP_317423.4, XP_555424.2, XP_321752.4	XP_008189819.1
OG0000378	XP_318239.4, XP_313201.4	XP_029342427.1
OG0000379	XP_311845.5, XP_003436359.1	XP_029344225.1, XP_029344226.1, XP_029344227.1
OG0000381	XP_003436397.1, XP_312797.5	XP_001944422.1
OG0000381	XP_309483.4	XP_001945902.2
OG0000382	XP_317621.2	XP_001945358.1, XP_029341335.1, XP_001944443.1, XP_029348534.1
OG0000384	XP_555061.3	XP_001948311.2, XP_029346600.1
OG0000384	XP_320635.4	XP_016656417.1, XP_008178646.1, XP_008178647.1
OG0000385	XP_001237800.1, XP_316640.4	XP_029348348.1, XP_029348344.1, XP_016660561.1, XP_001948454.2, XP_008189067.1
OG0000386	XP_310698.4, XP_307577.3, XP_313941.3	XP_001949230.2, XP_029342856.1, XP_029342854.1
OG0000387	XP_315272.3, XP_315274.4, XP_315275.3, XP_557068.3, XP_001688865.1	XP_001949903.1, XP_029342415.1
OG0000388	XP_001237266.2	XP_001950440.1
OG0000388	XP_308405.3, XP_001687920.1	XP_001950495.1
OG0000389	XP_318057.3, XP_307582.4	XP_001950486.2, XP_008182516.1
OG0000390	XP_321884.5, XP_003435794.1	XP_001951699.2, XP_008180653.1
OG0000390	XP_313066.5	XP_003247852.1, XP_008187983.1
OG0000390	XP_309960.4	XP_008187641.1, XP_008187645.1
OG0000391	XP_311596.4	XP_003244758.1
OG0000394	XP_321253.4	XP_029342189.1, XP_008185056.1
OG0000395	XP_321695.5	XP_029345118.1, XP_029345120.1, XP_029345119.1, XP_008185423.1
OG0000396	XP_319041.4, XP_321974.4, XP_320780.3	XP_029343296.1, XP_008187965.1
OG0000397	XP_318514.3	XP_016658097.1
OG0000398	XP_309559.3, XP_564453.2, XP_564451.1	XP_016658330.1, XP_016662388.1
OG0000399	XP_309168.4	XP_029343899.1, XP_029343897.1
OG0000405	XP_318737.3, XP_316198.4	NP_001155436.1
OG0000406	XP_001689338.1	NP_001233090.1
OG0000406	XP_307721.3, XP_003436506.1, XP_313253.4	XP_001948752.2, NP_001155579.1
OG0000407	XP_311485.3	NP_001155820.1
OG0000408	XP_320166.4	NP_001156125.1
OG0000409	XP_001238816.1, XP_003436394.1, XP_003436391.1, XP_003436393.1, XP_003436392.1	NP_001233114.1
OG0000410	XP_318590.3, XP_306537.3	XP_029342080.1
OG0000410	XP_318597.4, XP_306484.4	XP_016663333.1
OG0000411	XP_308807.4	XP_001950696.1
OG0000411	XP_310523.5	XP_001943590.2
OG0000412	XP_314315.3, XP_003436454.1, XP_314252.4, XP_003436453.1	XP_001943813.2
OG0000413	XP_309828.4	XP_001943927.1
OG0000414	XP_311018.5	XP_008183039.1, XP_029342242.1, XP_029344409.1, XP_001944439.1
OG0000415	XP_003436539.1, XP_313377.5	XP_001946323.1, XP_008186249.2
OG0000416	XP_308374.4	XP_001946589.2
OG0000417	XP_312988.5, XP_560742.5	XP_029342090.1, XP_029346635.1
OG0000417	XP_560264.4	XP_008183804.1, XP_001948381.2
OG0000418	XP_307899.5	XP_003248209.1, XP_001948821.1
OG0000418	XP_313370.5	XP_008183261.1
OG0000419	XP_317521.4, XP_024667069.1	XP_001949820.1, XP_008182810.1
OG0000420	XP_001687948.1, XP_564859.1, XP_316443.2, XP_316444.3	XP_001951592.1
OG0000421	XP_309225.5	XP_001952351.1
OG0000423	XP_319395.3	XP_003244943.1
OG0000424	XP_001688490.1, XP_313956.1, XP_001688486.1, XP_001688493.1, XP_001688491.1, XP_001688484.1, XP_001688492.1, XP_001688488.1, XP_001688489.1, XP_001688485.1, XP_001688487.1	XP_008178836.1
OG0000425	XP_001688755.1, XP_315971.4	XP_008182785.1
OG0000426	XP_312914.4	XP_008184733.1
OG0000427	XP_003436270.1, XP_312058.4, XP_003436269.1, XP_003436268.1, XP_003436267.1	XP_016658325.1
OG0000428	XP_321512.5, XP_003435887.1, XP_561144.4	XP_029347163.1, XP_008188845.1
OG0000428	XP_312088.4	XP_029346680.1
OG0000429	XP_319540.5	XP_029341827.1
OG0000436	XP_320338.4	NP_001156218.1, XP_008190188.1
OG0000436	XP_313820.5	XP_008178871.1
OG0000437	XP_312425.3, XP_003436143.1	NP_001233035.1, XP_008185851.1
OG0000438	XP_312793.5	XP_029342206.1, XP_001944230.1
OG0000438	XP_311834.5	XP_029340966.1, NP_001280392.1
OG0000439	XP_307918.5, XP_003436071.1, XP_003436072.1, XP_003436074.1, XP_003436073.1	XP_001942570.1, XP_016657731.1
OG0000440	XP_562586.3, XP_003436584.1, XP_003436583.1, XP_003436582.1, XP_321521.2, XP_001230327.1, XP_321519.1	XP_001942580.2, XP_016659788.1
OG0000441	XP_559886.3, XP_310080.3	XP_001942661.1, XP_029346655.1
OG0000442	XP_316879.5	XP_001942867.2
OG0000443	XP_309467.4, XP_308975.4	XP_029341360.1, XP_029341358.1, XP_016659770.1, XP_016659771.1, XP_029347456.1, XP_029347416.1, XP_016661199.1, XP_001947561.2, XP_008183316.1, XP_029341187.1, XP_001944412.2, XP_029341376.1, XP_003248512.2, XP_001948997.1, XP_029347418.1
OG0000444	XP_317600.4	XP_001944680.1
OG0000445	XP_319976.3	XP_001947747.2
OG0000445	XP_319978.4	XP_001951336.2, XP_008188005.2
OG0000446	XP_309165.3	XP_001948595.1
OG0000447	XP_316880.5	XP_001948711.2, XP_008180133.1
OG0000448	XP_319042.4	XP_008182788.1, XP_003244318.1, XP_001949326.1, XP_029343895.1
OG0000449	XP_315614.2, XP_315615.2	XP_016657987.1, XP_001950351.1
OG0000450	XP_003436512.1, XP_313280.5	XP_029346527.1, XP_001951822.2
OG0000451	XP_003436509.1, XP_562364.3	XP_001952700.2
OG0000452	XP_311528.4	XP_008180644.1, XP_008180645.1, XP_008180643.1
OG0000452	XP_316654.3	XP_003240691.1
OG0000453	XP_308836.4, XP_001237142.2	XP_003243118.1
OG0000454	XP_001238331.2	XP_003243419.1, XP_008181420.1, XP_008181421.1
OG0000455	XP_317809.4	XP_016659034.1, XP_003243797.2, XP_008181948.1
OG0000456	XP_555204.2, XP_317211.3, XP_555205.1, XP_001237894.2	XP_003244188.1, XP_016655925.1
OG0000457	XP_001238433.2, XP_321100.4, XP_321101.4	XP_008183896.1, XP_016660552.1, XP_029343084.1, XP_008183895.1, XP_008183894.1, XP_016660551.1, XP_003245097.1
OG0000458	XP_311395.2	XP_003247036.2
OG0000459	XP_311558.3	XP_008178719.1
OG0000460	XP_309721.4, XP_001688244.1, XP_001688243.1, XP_563948.3	XP_008180950.1
OG0000461	XP_309203.5	XP_008187909.2
OG0000462	XP_321604.4, XP_003435861.1	XP_008188422.1
OG0000463	XP_319085.4, XP_321180.5, XP_309157.5	XP_016655975.1
OG0000464	XP_321465.5	XP_016659460.1
OG0000466	XP_319990.2, XP_319998.2, XP_553153.2, XP_001689142.1, XP_318720.4	XP_016664343.1
OG0000467	XP_321775.5	XP_029341946.1
OG0000468	XP_318937.4	XP_029343179.1
OG0000475	XP_319656.4, XP_003436016.1, XP_550759.1	NP_001155500.1, XP_008186946.1, XP_008185283.1, XP_001947882.2, NP_001161422.1, XP_001949401.4
OG0000476	XP_314173.1	XP_001943729.1, XP_016663095.1, NP_001156251.1, XP_003244299.1, XP_016658235.2
OG0000477	XP_313167.3, XP_313166.3, XP_003436755.1	NP_001280361.1, XP_008187021.1
OG0000478	XP_320165.3	NP_001280419.1
OG0000479	XP_316228.4	XP_001942569.2, XP_003248982.3
OG0000480	XP_307766.1, XP_307768.1, XP_307762.3, XP_307760.4	XP_001942787.2, XP_016662919.1, XP_008186707.1, XP_029344591.1, XP_029344590.1
OG0000482	XP_320255.4	XP_001943945.2
OG0000482	XP_319851.4	XP_001950950.1
OG0000483	XP_311551.4, XP_311550.4, XP_559053.3	XP_001946449.1, XP_001944207.1
OG0000484	XP_321460.4, XP_321461.4	XP_001944913.2, XP_001949051.2, XP_029345896.1
OG0000485	XP_316898.4	XP_016659832.1, XP_001946395.2
OG0000486	XP_564581.3	XP_001946484.1
OG0000487	XP_310954.5	XP_001946657.4
OG0000488	XP_561157.5, XP_314246.4	XP_016661074.1, XP_016657699.1, XP_001947034.1, XP_016657697.1, XP_029345349.1, XP_016656731.1
OG0000489	XP_564036.3	XP_001948090.1
OG0000490	XP_320879.4	XP_001948446.1
OG0000491	XP_309956.4	XP_029345020.1, XP_001948797.2
OG0000492	XP_001689170.1, XP_319114.3	XP_001949862.1, XP_003243665.1, XP_029346769.1
OG0000493	XP_313157.5	XP_001950924.1
OG0000494	XP_309932.4, XP_552428.3, XP_309739.4, XP_314529.4	XP_003241142.1
OG0000495	XP_001688655.1, XP_315399.4	XP_029348624.1
OG0000496	XP_001237119.2	XP_001952719.2
OG0000497	XP_001689344.2	XP_003242591.1
OG0000497	XP_314947.4	XP_003244296.1
OG0000498	XP_314112.3	XP_016659293.1, XP_003247153.1
OG0000499	XP_553610.3	XP_003247303.1
OG0000500	XP_311090.5	XP_008178689.1
OG0000501	XP_310059.4	XP_029341662.1, XP_029341370.1, XP_016657046.1
OG0000501	XP_311103.5	XP_008183546.1
OG0000502	XP_308521.3, XP_308519.3	XP_008183726.1
OG0000503	XP_001237084.1, XP_001238802.1	XP_008186252.1
OG0000504	XP_314690.4, XP_318891.4	XP_008187060.2
OG0000505	XP_001689117.2	XP_016660620.1
OG0000506	XP_314755.4	XP_029342869.1, XP_029342870.1
OG0000516	XP_307965.4	NP_001155401.1
OG0000517	XP_321854.5, XP_312302.3	XP_008181724.1, NP_001156105.1, NP_001155509.1, XP_008189433.2, XP_001943189.2, XP_003241190.1
OG0000518	XP_308156.3, XP_001687847.1, XP_001687848.1	XP_008184004.1, NP_001155635.1
OG0000519	XP_315418.4, XP_001688658.1, XP_001688657.1	NP_001156110.1
OG0000520	XP_314101.4	NP_001156168.1
OG0000520	XP_315538.3	XP_001944755.4
OG0000521	XP_310260.5	NP_001156836.1, XP_003248597.4, XP_016664153.1, XP_016664155.1, XP_003248120.2, XP_016664154.1, XP_003248118.2, XP_003248109.2, XP_008188350.1, XP_016664818.2, XP_029341139.1, XP_003243936.2, XP_003248556.2
OG0000522	XP_003436838.1, XP_003436837.1, XP_001238821.3	XP_001942648.2, XP_016656931.1, XP_029343768.1, XP_029343766.1, XP_029343765.1, XP_001942700.2
OG0000523	XP_319932.4	XP_001943221.2, XP_029348269.1, XP_029346547.1
OG0000524	XP_321954.3, XP_320175.3	XP_016659141.2, XP_001952716.1, XP_029346814.1, XP_001943408.2, XP_029346187.1, XP_001944168.2
OG0000525	XP_313810.3	XP_001944463.1
OG0000526	XP_316916.3, XP_313700.4	XP_001946463.2, XP_001949359.2
OG0000527	XP_001687795.1	XP_001947193.2, XP_008182669.1
OG0000528	XP_001689312.2, XP_320991.5, XP_550752.3	XP_001952133.1, XP_001948549.1, XP_008183196.1, XP_029345833.1, XP_029346543.1, XP_001947370.2
OG0000529	XP_317672.2	XP_001948161.1, XP_016655758.1
OG0000531	XP_316287.2, XP_001688829.1, XP_316285.1, XP_316283.1	XP_029347411.1
OG0000533	XP_309387.4	XP_003246614.1
OG0000536	XP_321068.3, XP_003436941.1	XP_016662970.1
OG0000536	XP_321152.5	XP_029343473.1, XP_008178628.1, XP_029341398.1
OG0000537	XP_315491.4	XP_008180502.1
OG0000537	XP_318625.3, XP_318596.3	XP_016664622.1
OG0000538	XP_317268.4, XP_317267.4, XP_317265.4	XP_008181269.1
OG0000540	XP_001688697.1, XP_001688696.1, XP_315641.3, XP_001688698.1, XP_306771.3	XP_008185527.1
OG0000543	XP_003437124.1, XP_003437125.1, XP_316855.5	XP_029342046.1, XP_016656843.1
OG0000544	XP_315500.4, XP_001688667.1, XP_001688668.1, XP_001688669.1, XP_315501.4, XP_003435725.1, XP_001688666.1, XP_308971.4	XP_016660589.1
OG0000551	XP_565802.4	XP_001951455.1, NP_001119648.1
OG0000551	XP_310618.5, XP_316954.4	XP_029347567.1
OG0000552	XP_317397.3	NP_001119649.1, XP_029342990.1, XP_016661164.1, XP_029342991.1, XP_029342989.1, XP_016661165.1
OG0000553	XP_550942.3, XP_003435963.1, XP_003435964.1	NP_001191883.1
OG0000554	XP_313279.4	XP_008187575.1, NP_001280349.1
OG0000555	XP_318655.2	XP_001943052.1, XP_029348327.1, XP_008178644.1, NP_001280403.1
OG0000556	XP_315740.4	XP_001944253.1
OG0000557	XP_309438.2	XP_029347272.1, XP_001944299.2, XP_003245550.1, XP_008184580.1
OG0000558	XP_001230821.2	XP_008185702.1, XP_001944475.1
OG0000559	XP_311035.4	XP_001947194.1, XP_001947237.1
OG0000560	XP_312915.3	XP_001948149.1
OG0000561	XP_308120.4, XP_306833.2	XP_001948592.1, XP_008188807.2, XP_029347783.1
OG0000561	XP_308116.4, XP_003436650.1	XP_008178984.1
OG0000562	XP_311518.4	XP_001950339.2
OG0000563	XP_320678.4	XP_001952016.2, XP_008190012.1, XP_008190013.1
OG0000564	XP_003437141.1, XP_001238804.3, XP_003437140.1	XP_003240399.1
OG0000565	XP_558570.2, XP_001688519.1	XP_003242459.1, XP_016662147.1, XP_016662144.1
