Orthogroup	Anopheles_gambiae	Bombus_terrestris
OG0000264	XP_311594.2	XP_012166688.1, XP_003397315.1
OG0000265	XP_319555.4, XP_312273.4, XP_003436201.1	XP_012175738.1
OG0000266	XP_310704.3	XP_003401364.1
OG0000266	XP_308081.2	XP_012172464.1, XP_012172463.1
OG0000268	XP_309197.1, XP_003437164.1, XP_003437165.1, XP_560220.3, XP_001688171.2, XP_311384.3, XP_311355.3, XP_307829.2	XP_020718561.1
OG0000269	XP_315017.4	XP_012170150.1, XP_012170154.1, XP_012170161.1, XP_012170122.1, XP_020723319.1, XP_012170166.1
OG0000270	XP_003436281.1, XP_312025.4, XP_003436282.1	XP_012166216.1, XP_020719789.1, XP_012174889.2
OG0000270	XP_003436280.1, XP_312026.4	XP_003402376.1
OG0000271	XP_311184.3, XP_312761.3, XP_003436383.1	XP_012163596.1, XP_003395149.2, XP_012163598.1, XP_012163597.1, XP_012163600.1
OG0000272	XP_308042.3, XP_001230608.1	XP_020723485.1
OG0000272	XP_309153.3, XP_314691.2	XP_012167932.1
OG0000273	XP_308599.4, XP_001688028.1	XP_012163322.1, XP_003394955.1
OG0000274	XP_317143.4, XP_318742.4, XP_318623.4	XP_003395670.1
OG0000274	XP_319531.4	XP_003395603.1
OG0000275	XP_001237830.2	XP_003402700.1, XP_012174414.1, XP_003402699.1, XP_012173152.1, XP_003401772.1, XP_020722894.1, XP_003401771.1, XP_003401770.1, XP_003401883.1, XP_012173305.1, XP_003401825.1
OG0000276	XP_003436154.1, XP_312380.3	XP_003402777.1
OG0000277	XP_315597.3, XP_001688685.1, XP_001688686.1	XP_012171242.1, XP_003400456.1
OG0000278	XP_307914.5, XP_003436076.1	XP_003395965.1
OG0000279	XP_308623.4, XP_317820.4	XP_003400301.1
OG0000281	XP_312382.3	XP_020723531.1, XP_003402779.1
OG0000283	XP_315855.4	XP_003395709.1
OG0000284	XP_003436098.1, XP_003436097.1, XP_312601.2	XP_012165662.1
OG0000284	XP_308964.2	XP_003396501.1
OG0000285	XP_309398.1	XP_012163289.1, XP_003394928.1
OG0000286	XP_309986.3	XP_020719491.1, XP_012165091.1, XP_012165093.1, XP_012165095.1, XP_003396395.1, XP_012165096.1, XP_012165097.1
OG0000287	XP_315240.3	XP_012165419.1
OG0000287	XP_320482.3	XP_020719656.1, XP_020719657.1, XP_003396391.1
OG0000288	XP_552525.3	XP_012176000.1
OG0000288	XP_319330.4	XP_003395685.1
OG0000289	XP_319051.2	XP_003393170.1, XP_012175778.1, XP_012175785.1, XP_012175792.1, XP_012175770.1
OG0000291	XP_001689411.1	XP_020722949.1, XP_003401230.1
OG0000295	XP_564212.2	XP_020718759.1, XP_020718760.1, XP_003395333.1
OG0000296	XP_316088.3	XP_012175997.1, XP_012175996.1
OG0000297	XP_309482.3	XP_003397291.1
OG0000298	XP_003436069.1, XP_307929.5	XP_012164070.1, XP_003395613.1
OG0000299	XP_317327.4	XP_012176598.1, XP_012176601.1, XP_012176600.1, XP_003394635.1, XP_012176599.1
OG0000300	XP_315560.2	XP_003396567.1
OG0000300	XP_311179.3	XP_003396484.1
OG0000301	XP_003437208.1, XP_003437207.1, XP_003437206.1, XP_558699.5	XP_003399611.1
OG0000302	XP_320795.4	XP_012170889.1
OG0000302	XP_559969.3	XP_012168271.1
OG0000304	XP_309314.4	XP_012175192.1, XP_012175194.1, XP_003403180.1, XP_012175195.1
OG0000305	XP_563311.4	XP_012166359.1
OG0000306	XP_313557.5	XP_012164015.1, XP_020718921.1, XP_003395571.1
OG0000307	XP_321110.5	XP_003402144.1, XP_003402143.1
OG0000308	XP_003436758.1, XP_313171.5	XP_020720591.1
OG0000309	XP_314908.3	XP_003399465.1, XP_020721648.1, XP_012169829.1
OG0000310	XP_554747.3	XP_003402676.1, XP_012174337.1, XP_012174338.1, XP_012174339.1
OG0000311	XP_308653.4	NP_001267835.1, XP_012168914.1
OG0000312	XP_314530.4	XP_012171304.1, XP_012171301.1, XP_012171299.2, XP_020722096.1, XP_012171308.1, XP_003400476.1
OG0000313	XP_317714.4, XP_317713.4, XP_319608.4, XP_003435856.1, XP_003435855.1, XP_321620.4	XP_003401730.1, XP_020722941.1
OG0000314	XP_001230545.2, XP_309706.4	XP_003401109.1
OG0000314	XP_313795.3	XP_003401102.1
OG0000315	XP_309465.3, XP_309463.4, XP_309462.4	XP_003393266.1, XP_003393186.2, XP_020719579.1, XP_003393207.1, XP_003393256.1
OG0000316	XP_024667073.1	XP_020721709.1
OG0000316	XP_024667074.1	XP_003401938.2
OG0000317	XP_313902.4	XP_020720978.1, XP_003399343.1, XP_012169708.1, XP_012169706.1, XP_012169707.1
OG0000318	XP_318652.3	XP_003399756.2
OG0000319	XP_001688115.1, XP_308867.3	XP_012169247.1, XP_012169246.1, XP_012169248.1, XP_003399058.1
OG0000320	XP_564296.2, XP_310187.3	XP_012171701.1
OG0000321	XP_319900.4	XP_003396497.1, XP_012166184.1
OG0000322	XP_309035.3, XP_001237166.1, XP_001688149.1, XP_308997.4	XP_012167924.1
OG0000323	XP_321271.5	XP_012168820.1, XP_020720958.1, XP_020720960.1, XP_020720959.1, XP_020720957.1, XP_003398855.1, XP_012168822.1
OG0000324	XP_307908.4	XP_020718274.1, XP_020718281.1
OG0000325	XP_321287.5	XP_012166143.1, XP_012166144.1, XP_003396981.1
OG0000326	XP_321051.5, XP_321052.5	XP_012167433.1
OG0000327	XP_316546.4	XP_020720937.1, XP_020720933.1, XP_020720934.1
OG0000329	XP_313828.2, XP_313829.3	XP_012173620.1
OG0000330	XP_309352.4	NP_001267838.1
OG0000331	XP_310335.3, XP_003436613.1, XP_003436612.1	XP_012168742.1, XP_012168741.1, XP_012175437.2, XP_003403377.2, XP_012173605.2
OG0000332	XP_566006.4	XP_020722095.1, XP_012171298.1, XP_012171292.1, XP_012171295.1, XP_012171296.1, XP_012171297.1
OG0000333	XP_312762.5, XP_003436384.1	XP_012163501.1, XP_020718311.1
OG0000334	XP_314676.4	XP_020720845.1, XP_012167907.1, XP_012167904.1, XP_012167906.1, XP_012167905.1, XP_020720846.1
OG0000335	XP_003436883.1, XP_316737.3	XP_020723223.1, XP_003402203.1
OG0000336	XP_307640.4, XP_313669.5	XP_020723021.1, XP_003394465.1
OG0000337	XP_308411.4, XP_001687921.1	XP_012168611.1
OG0000338	XP_316824.5	XP_020724365.1
OG0000338	XP_319663.4, XP_319430.4	XP_003395637.1
OG0000339	XP_312776.3	XP_012164370.1, XP_012164369.1
OG0000339	XP_318978.3	XP_012173169.1, XP_020722951.1
OG0000340	XP_320471.4	XP_003400853.1
OG0000341	XP_319890.3	XP_020720041.1
OG0000342	XP_316483.4	XP_012169201.1
OG0000342	XP_564121.2	XP_020723512.1
OG0000342	XP_315148.4	XP_020721162.1
OG0000343	XP_311526.4	XP_003394043.1, XP_012175819.1
OG0000344	XP_001237160.2	XP_020721163.1
OG0000345	XP_318033.4	XP_003402881.1, XP_020723622.1, XP_012174636.1, XP_012174638.1, XP_012174635.1
OG0000347	XP_319116.4	XP_012166755.1, XP_003397452.1, XP_003397451.1
OG0000348	XP_319147.4	XP_003393409.1
OG0000349	XP_309063.4	XP_003402206.1, XP_012173611.1, XP_012173610.1, XP_012173613.1, XP_012173612.1
OG0000350	XP_308023.5	XP_012169146.1, XP_020721331.1, XP_012169147.1, XP_020721332.1
OG0000351	XP_321705.4	XP_012176559.1, XP_012176558.1, XP_012176562.1, XP_012176561.1, XP_012176563.1, XP_020724196.1, XP_012176557.1
OG0000352	XP_001687947.1, XP_308460.4	XP_020722929.1
OG0000356	XP_318661.2, XP_314462.2, XP_314108.4, XP_313271.1, XP_313719.3, XP_001687816.1	XP_003397921.1, XP_012167462.1
OG0000357	XP_319323.3	XP_020722207.1, XP_012171737.1, XP_003400885.1
OG0000358	XP_315015.1	XP_003396633.1, XP_003396634.1
OG0000360	XP_311565.4	XP_020722453.1, XP_020722452.1, XP_012172665.1, XP_012172663.1, XP_012172664.1, XP_012172661.1, XP_003401447.1
OG0000361	XP_320718.4	XP_012172740.1, XP_012172741.1, XP_012172742.1, XP_003401494.1, XP_020722602.1, XP_003403371.2, XP_012172745.1, XP_003401606.2, XP_012172746.2
OG0000362	XP_315999.4	XP_003396517.1
OG0000362	XP_315998.4	XP_003396516.2
OG0000363	XP_310546.5	XP_003402028.1
OG0000363	XP_310545.4, XP_551277.4, XP_313887.5, XP_003435866.1, XP_001687778.2	XP_012173210.2
OG0000364	XP_319428.4, XP_308650.4	XP_003395514.1
OG0000365	XP_316149.4	XP_020720955.1, XP_020720956.1, XP_020720953.1, XP_020720954.1, XP_012168842.2
OG0000366	XP_001688691.1, XP_315611.3	XP_012172186.1, XP_020722400.1, XP_020722391.1, XP_020722396.1
OG0000367	XP_561080.4, XP_313654.5	XP_012167903.1, XP_012167901.1, XP_003398235.1
OG0000368	XP_310154.1	XP_003394648.1
OG0000369	XP_559235.3, XP_311598.4	XP_020723458.1, XP_012165925.1
OG0000370	XP_313875.2	XP_020720427.1
OG0000370	XP_001237553.3	XP_020720425.1
OG0000371	XP_316786.4	XP_012172570.1, XP_012172572.1, XP_020722733.1
OG0000372	XP_310552.5, XP_003437022.1	XP_020718391.1, XP_003402715.1
OG0000375	XP_314533.4	XP_012165353.1, XP_012165354.1, XP_012165356.1
OG0000376	XP_314270.5	XP_003398352.1, XP_012168063.1, XP_020720538.1, XP_012168065.1
OG0000377	XP_317423.4, XP_555424.2	XP_020724183.1
OG0000377	XP_321752.4	XP_003402512.1
OG0000378	XP_313201.4	XP_012164598.1
OG0000379	XP_311845.5, XP_003436359.1	XP_012175936.1, XP_012175938.1, XP_012175937.1, XP_012175931.1, XP_012175932.1, XP_012175930.1, XP_012175933.1, XP_012175934.1
OG0000380	XP_319182.3, XP_553933.2	XP_003392935.1
OG0000381	XP_003436397.1, XP_312797.5	XP_012167656.1
OG0000381	XP_309483.4	XP_003402681.1
OG0000382	XP_317621.2	XP_012168350.1, XP_012174094.1
OG0000384	XP_555061.3	XP_012175752.1
OG0000384	XP_320635.4	XP_012175743.1
OG0000385	XP_001237800.1, XP_316640.4	XP_003401768.1, XP_012164954.1, XP_020719099.1
OG0000386	XP_310698.4, XP_307577.3, XP_313941.3	XP_003400987.1, XP_020722562.1, XP_012172013.1
OG0000387	XP_315272.3, XP_315274.4, XP_315275.3	XP_012175291.1, XP_012175221.2, XP_020723851.1, XP_020723852.1, XP_012175231.1, XP_003402884.1
OG0000388	XP_001237266.2	XP_012173041.1
OG0000388	XP_308405.3, XP_001687920.1	XP_003398801.1
OG0000389	XP_318057.3, XP_307582.4	XP_020718377.1, XP_012164301.1, XP_012164306.1, XP_003393116.1, XP_012164295.1, XP_012166573.1
OG0000390	XP_309960.4	XP_003396996.1, XP_003396997.1, XP_012166155.1, XP_003396995.1, XP_012166154.1, XP_012166153.1
OG0000391	XP_311596.4	XP_012174308.2, XP_012174304.1
OG0000394	XP_321253.4	XP_020719841.1, XP_020719840.1, XP_020719839.1, XP_020719838.1
OG0000395	XP_321695.5	XP_003397852.1, XP_012176252.1
OG0000396	XP_319041.4, XP_321974.4, XP_320780.3	XP_012167767.1, XP_020720841.1
OG0000397	XP_318514.3	XP_020718578.1, XP_003394879.1, XP_003394880.1, XP_003394878.1
OG0000398	XP_309559.3	XP_012168122.1
OG0000399	XP_309168.4	XP_020722833.1, XP_012172906.1
OG0000400	XP_003435910.1, XP_321381.5	XP_003402764.1
OG0000401	XP_312250.5	XP_012164030.1, XP_003395577.1, XP_003395578.1
OG0000402	XP_316359.1, XP_316360.1	XP_003400160.1, XP_012170795.1
OG0000403	XP_318819.3	XP_020718803.1, XP_020718789.1, XP_020718807.1
OG0000405	XP_318737.3	XP_012167804.1
OG0000405	XP_316198.4	XP_003398123.1
OG0000406	XP_001689338.1	XP_020723977.1
OG0000406	XP_307722.3, XP_001230565.1, XP_313255.4, XP_307721.3, XP_003436506.1, XP_313253.4	XP_012175529.1
OG0000407	XP_311485.3	XP_003403245.2, XP_020720218.1
OG0000408	XP_320166.4	XP_012165754.1
OG0000409	XP_001238816.1, XP_003436394.1, XP_003436391.1, XP_003436393.1, XP_003436392.1	XP_020718339.1, XP_003394778.1, XP_012163106.1, XP_012163108.1
OG0000410	XP_318590.3, XP_306537.3	XP_003399742.1
OG0000411	XP_308807.4	XP_003396802.2
OG0000411	XP_310523.5	XP_003396581.1, XP_012165508.1
OG0000412	XP_314315.3	XP_003400397.2
OG0000412	XP_003436454.1, XP_314252.4, XP_003436453.1	XP_012174375.1
OG0000413	XP_309828.4	XP_012163071.1, XP_012163074.1
OG0000414	XP_311018.5	XP_003397223.1
OG0000415	XP_003436539.1, XP_313377.5	XP_012163272.1, XP_003394915.1
OG0000416	XP_308374.4	XP_012164318.1, XP_012168711.1
OG0000417	XP_312988.5, XP_560742.5	XP_012163650.1
OG0000417	XP_560264.4	XP_012172282.1
OG0000418	XP_307899.5	XP_003399880.1, XP_012170533.1
OG0000418	XP_313370.5	XP_012174769.1, XP_020723705.1
OG0000419	XP_317521.4, XP_024667069.1	XP_020723145.1
OG0000420	XP_001687948.1, XP_564859.1, XP_316443.2, XP_316444.3	XP_003394025.1
OG0000421	XP_309225.5	XP_012170316.1
OG0000423	XP_319395.3	XP_003394993.1
OG0000424	XP_001688490.1, XP_313956.1, XP_001688486.1, XP_001688493.1, XP_001688491.1, XP_001688484.1, XP_001688492.1, XP_001688488.1, XP_001688489.1, XP_001688485.1, XP_001688487.1	XP_012174291.1
OG0000425	XP_001688755.1, XP_315971.4	XP_003398194.1
OG0000426	XP_312914.4	XP_003397226.1, XP_012166576.1, XP_012166575.1, XP_003397227.1
OG0000427	XP_003436270.1, XP_312058.4, XP_003436269.1, XP_003436268.1, XP_003436267.1	XP_012163873.1
OG0000428	XP_321512.5, XP_003435887.1, XP_561144.4	XP_012171994.2
OG0000428	XP_312088.4	XP_003398616.1
OG0000429	XP_319540.5	XP_012173564.1
OG0000430	XP_557414.3	XP_003393474.3, XP_012164313.1
OG0000431	XP_316294.4, XP_316291.4, XP_001688833.1, XP_001688831.1, XP_001688830.1, XP_001688700.1	XP_012175035.1
OG0000432	XP_001689031.1	XP_003403170.1, XP_012175177.1, XP_012175178.1
OG0000433	XP_310972.5	XP_003398505.3
OG0000433	XP_309822.4	XP_012170988.1, XP_012170987.1
OG0000434	XP_311575.4, XP_001230815.2	XP_003394827.1, XP_012176733.1
OG0000436	XP_320338.4	XP_003401916.2, XP_012173639.2
OG0000436	XP_313820.5	XP_012173042.1
OG0000437	XP_312425.3, XP_003436143.1	XP_012170305.1, XP_012170304.1, XP_020721631.1
OG0000438	XP_311834.5	XP_020718684.1, XP_003395796.2
OG0000439	XP_307918.5, XP_003436071.1, XP_003436072.1, XP_003436074.1, XP_003436073.1	XP_012173512.1
OG0000440	XP_562586.3, XP_003436584.1, XP_003436583.1, XP_003436582.1	XP_012167289.1
OG0000441	XP_310080.3	XP_012172936.1, XP_012172933.1, XP_012172934.1
OG0000442	XP_316879.5	XP_003394254.1
OG0000443	XP_309467.4, XP_308975.4	XP_012165307.2
OG0000444	XP_317600.4	XP_003399057.1
OG0000445	XP_319976.3	XP_003399665.1
OG0000445	XP_319978.4	XP_003399666.1
OG0000446	XP_309165.3	XP_012166271.1, XP_012166272.1, XP_020719759.1, XP_003397164.1
OG0000447	XP_316880.5	XP_020723824.1, XP_012175168.1, XP_012175169.1
OG0000448	XP_319042.4	XP_012174265.1, XP_020723447.1, XP_003402577.1, XP_012174264.1, XP_012174263.1, XP_012174262.1
OG0000449	XP_315614.2, XP_315615.2	XP_012169335.1, XP_012169334.1
OG0000451	XP_003436509.1, XP_562364.3	XP_012169448.1
OG0000452	XP_311528.4	XP_003399091.2
OG0000452	XP_316654.3	XP_012165148.1
OG0000453	XP_308836.4, XP_001237142.2	XP_003400463.1, XP_012171275.1, XP_012171276.1
OG0000454	XP_001238331.2	XP_020721488.1
OG0000455	XP_317809.4	XP_012173633.1, XP_012173634.1, XP_003393809.1
OG0000456	XP_555204.2, XP_317211.3, XP_555205.1, XP_001237894.2	XP_003396694.1
OG0000457	XP_001238433.2, XP_321100.4, XP_321101.4	XP_003402126.1, XP_020723180.1, XP_020723181.1, XP_020723178.1, XP_020723179.1, XP_012173619.1
OG0000458	XP_311395.2	XP_012164458.1, XP_003393128.1, XP_003393127.1
OG0000459	XP_311558.3	XP_003398311.1, XP_003398310.1
OG0000460	XP_001688244.1	XP_003393446.1
OG0000461	XP_309203.5	XP_012170666.1, XP_012170667.1, XP_020721757.1, XP_003400075.1
OG0000462	XP_321604.4, XP_003435861.1	XP_003401335.1
OG0000463	XP_319085.4, XP_321180.5, XP_309157.5	XP_012166025.1, XP_012166010.1
OG0000464	XP_321465.5	XP_012168944.1, XP_003393469.1, XP_012168936.1, XP_012168941.1
OG0000466	XP_319990.2, XP_319998.2, XP_553153.2, XP_001689142.1, XP_318720.4	XP_003397327.1
OG0000467	XP_321775.5	XP_020721044.1, XP_020721046.1, XP_020721045.1, XP_003398780.1
OG0000468	XP_318937.4	XP_020722768.1, XP_012172564.1
OG0000469	XP_311819.3	NP_001274492.1
OG0000470	XP_317663.4, XP_317661.3, XP_317660.4	XP_020721360.1, XP_020721359.1
OG0000471	XP_317381.3	XP_003397959.1, XP_012167677.1, XP_003397960.1
OG0000472	XP_003437138.1	XP_012165571.1, XP_012165569.1
OG0000475	XP_319656.4	XP_012172112.1
OG0000476	XP_314173.1	XP_003402481.1
OG0000477	XP_313167.3, XP_313166.3, XP_003436755.1	XP_012164100.1
OG0000478	XP_320165.3	XP_003396006.1, XP_003396005.1, XP_003396003.1
OG0000479	XP_316228.4	XP_020721166.1
OG0000480	XP_307766.1, XP_307768.1, XP_307762.3, XP_307760.4	XP_020723089.1
OG0000482	XP_320255.4	XP_020719549.1
OG0000482	XP_319851.4	XP_020719568.1
OG0000483	XP_311551.4, XP_311550.4, XP_559053.3	XP_003393201.1, XP_012165840.1
OG0000484	XP_321460.4, XP_321461.4	XP_012172549.1, XP_012172548.1, XP_020722375.1, XP_012172546.1
OG0000485	XP_316898.4	XP_012163160.1, XP_012163161.1, XP_003394874.1
OG0000486	XP_564581.3	XP_003396583.1
OG0000487	XP_310954.5	XP_012164246.1, XP_012164244.1, XP_003395722.1
OG0000488	XP_561157.5, XP_314246.4	XP_012173935.1, XP_012173936.1, XP_012173937.1
OG0000489	XP_564036.3	XP_003398712.1, XP_012168722.1, XP_012168723.1
OG0000490	XP_320879.4	XP_020721109.1
OG0000491	XP_309956.4	XP_003402850.1, XP_012174553.1
OG0000492	XP_001689170.1, XP_319114.3	XP_003394551.1
OG0000493	XP_313157.5	XP_020720786.1, XP_020720787.1, XP_020720788.1, XP_020720789.1, XP_020720785.1
OG0000495	XP_001688655.1, XP_315399.4	XP_003396632.1, XP_020719510.1
OG0000496	XP_001237119.2	XP_003396811.1
OG0000497	XP_001689344.2	XP_012168436.2
OG0000497	XP_314947.4	XP_003395864.1
OG0000498	XP_314112.3	XP_020723829.1, XP_012175136.1, XP_003403123.1
OG0000499	XP_553610.3	XP_003396032.1
OG0000500	XP_311090.5	XP_020719105.1
OG0000501	XP_310059.4	XP_012170238.1
OG0000501	XP_311103.5	XP_012170245.1
OG0000502	XP_308521.3	XP_012176053.1, XP_012176052.1
OG0000503	XP_001237084.1, XP_001238802.1	XP_020724179.1, XP_012176367.1, XP_003394560.1
OG0000504	XP_314690.4, XP_318891.4	XP_012176040.1, XP_003394227.1
OG0000505	XP_001689117.2	XP_003400596.1
OG0000506	XP_314755.4	XP_003394041.1, XP_012176298.1, XP_020718252.1
OG0000507	XP_001238394.2, XP_001230950.3	XP_003394058.1
OG0000508	XP_320054.4	XP_003397946.1, XP_012167498.1
OG0000509	XP_312654.5, XP_312655.5, XP_551967.2	XP_003400146.1
OG0000510	XP_308808.4, XP_001688096.1	XP_012172354.1, XP_012172353.1
OG0000512	XP_003436909.1, XP_001237355.2, XP_566342.2, XP_311072.4, XP_001237356.2	XP_020720155.1, XP_020720157.1, XP_020720156.1
OG0000513	XP_552793.1	XP_003398715.1, XP_012168725.1
OG0000516	XP_307965.4	XP_012173420.1, XP_012173414.1
OG0000517	XP_312302.3	XP_012167351.1, XP_012167264.1
OG0000518	XP_308156.3, XP_001687847.1, XP_001687848.1	XP_012171511.1
OG0000519	XP_315418.4, XP_001688658.1, XP_001688657.1	XP_012166005.2
OG0000520	XP_314101.4	XP_012165689.1
OG0000520	XP_315538.3	XP_012165686.1, XP_012165687.1, XP_012165688.1
OG0000521	XP_310260.5	XP_003397547.1, XP_003397545.1, XP_003397546.1, XP_012166781.1, XP_012166782.1
OG0000522	XP_003436838.1, XP_003436837.1, XP_001238821.3	XP_003400972.1
OG0000523	XP_319932.4	XP_020720091.1, XP_020720114.1
OG0000524	XP_321954.3, XP_320175.3	XP_012167864.1
OG0000525	XP_313810.3	XP_003399921.1, XP_020721587.1, XP_012170578.1
OG0000526	XP_316916.3, XP_313700.4	XP_020719895.1
OG0000527	XP_001687795.1	XP_003400211.1, XP_012170958.1, XP_012170959.1
OG0000528	XP_001689312.2, XP_320991.5, XP_550752.3	XP_003399681.1
OG0000529	XP_317672.2	XP_012170810.1
OG0000533	XP_309387.4	XP_012165417.1, XP_012165416.1, XP_003396390.1, XP_012165418.1
OG0000537	XP_315491.4	XP_012164255.1
OG0000537	XP_318596.3	XP_012164247.1
OG0000538	XP_317268.4, XP_317267.4	XP_003400361.1
OG0000540	XP_001688697.1, XP_001688696.1, XP_315641.3, XP_001688698.1, XP_306771.3	XP_003401502.1
OG0000543	XP_003437124.1, XP_003437125.1, XP_316855.5	XP_012166182.1, XP_012166180.1, XP_012166181.1, XP_020719265.1
OG0000544	XP_308971.4	XP_003401501.1, XP_012172755.1, XP_012172754.1
OG0000545	XP_313011.5, XP_307590.4	XP_003401049.1, XP_003397705.1
OG0000546	XP_318463.5, XP_001689122.2, XP_318467.5, XP_001231158.1	XP_003397567.2, XP_012166797.2
OG0000547	XP_311559.3, XP_309676.3	XP_003396374.1, XP_012165378.1, XP_012165373.1, XP_012165376.1, XP_012165379.1
OG0000548	XP_318181.3	XP_003401182.1
OG0000549	XP_317762.3	XP_003397918.2
OG0000551	XP_565802.4	XP_020719542.1, XP_020719541.1
OG0000553	XP_550942.3, XP_003435963.1, XP_003435964.1	XP_012166431.1, XP_003397118.1, XP_012166430.1, XP_012166429.1
OG0000554	XP_313279.4	XP_003397208.1, XP_003401464.1
OG0000555	XP_318655.2	XP_003398135.1
OG0000556	XP_315740.4	XP_003402529.2, XP_012164341.1, XP_020718867.1, XP_020718868.1
OG0000557	XP_309438.2	XP_012167468.1, XP_012167466.1, XP_012167467.1, XP_012167465.1, XP_003397930.1
OG0000558	XP_001230821.2	XP_003403188.1
OG0000559	XP_311035.4	XP_003399614.1, XP_012169854.1, XP_020721725.1
OG0000560	XP_312915.3	XP_003401132.1, XP_003401131.1
OG0000561	XP_308120.4, XP_306833.2	XP_020719792.1
OG0000561	XP_308116.4, XP_003436650.1	XP_020719796.1
OG0000562	XP_311518.4	XP_003402359.1
OG0000563	XP_320678.4	XP_020718680.1
OG0000564	XP_003437141.1, XP_001238804.3, XP_003437140.1	XP_012168588.1, XP_003398786.1, XP_012168589.1, XP_020721254.1
OG0000565	XP_558570.2, XP_001688519.1	XP_020722258.1, XP_003402652.1
OG0000567	XP_311354.2	XP_003399018.1, XP_012166092.1
OG0000568	XP_001238825.3, XP_001238828.3, XP_001238827.3, XP_313857.3, XP_024667106.1, XP_003436840.1, XP_003436842.1, XP_003436843.1, XP_003436844.1, XP_003436845.1, XP_003436846.1	XP_012175157.1, XP_003403153.1
OG0000569	XP_321951.2	XP_020721094.1
OG0000569	XP_321336.5	XP_012168806.1
OG0000570	XP_003436910.1, XP_003436911.1, XP_003436912.1, XP_566336.2	XP_012165154.1, XP_012165461.2
OG0000571	XP_310604.5	XP_012171130.1, XP_012171135.1, XP_020722019.1
OG0000572	XP_319953.4, XP_313213.4	XP_020721824.1, XP_003400080.1
OG0000575	XP_307788.5, XP_003436433.1, XP_318465.5, XP_003436687.1	XP_020720050.1, XP_020720086.1
OG0000576	XP_555680.3, XP_317659.3	XP_012169985.1, XP_012169988.1, XP_012169987.1, XP_012169984.1, XP_012169983.1, XP_012169982.1, XP_020721393.1, XP_020721394.1, XP_012169986.1
OG0000582	XP_315519.4	XP_012164450.1, XP_012164446.1
OG0000584	XP_001237856.2, XP_003436985.1, XP_310701.5	XP_003403257.1
OG0000585	XP_321716.4, XP_003435822.1	XP_003394914.3, XP_003395233.1
OG0000586	XP_308512.4	XP_003394586.1
OG0000587	XP_309520.2	XP_012170823.1, XP_012170822.1
OG0000588	XP_312032.5	XP_012170446.1, XP_012170447.1, XP_012170445.1, XP_003399827.1
OG0000589	XP_001688736.1, XP_001688735.1, XP_315853.4	XP_012166088.1
OG0000591	XP_310353.5	XP_003402263.1
OG0000591	XP_307855.3	XP_003395522.1
