Orthogroup	Anopheles_gambiae	Osmia_bicornis
OG0000278	XP_307914.5, XP_003436076.1	XP_029051961.1, XP_029049618.1
OG0000279	XP_308623.4, XP_317820.4	XP_029036092.1, XP_029036091.1, XP_029036094.1, XP_029036095.1, XP_029036096.1
OG0000280	XP_001237207.1	XP_029055303.1, XP_029051468.1
OG0000281	XP_312382.3	XP_029053027.1
OG0000283	XP_315855.4	XP_029045503.1, XP_029045504.1
OG0000284	XP_003436098.1, XP_003436097.1, XP_312601.2	XP_029055634.1
OG0000284	XP_308964.2	XP_029055784.1, XP_029055401.1
OG0000285	XP_309398.1	XP_029048555.1, XP_029048564.1, XP_029048573.1, XP_029048581.1
OG0000286	XP_309986.3	XP_029033341.1
OG0000287	XP_320482.3	XP_029055707.1
OG0000288	XP_552525.3	XP_029037231.1
OG0000288	XP_319330.4	XP_029048238.1
OG0000289	XP_319051.2	XP_029040796.1
OG0000291	XP_001689411.1	XP_029034855.1
OG0000295	XP_564212.2	XP_029042145.1
OG0000296	XP_316088.3	XP_029049544.1, XP_029049545.1, XP_029049543.1
OG0000297	XP_309482.3	XP_029038213.1
OG0000298	XP_003436069.1, XP_307929.5	XP_029052544.1, XP_029052541.1, XP_029052542.1, XP_029052540.1
OG0000299	XP_317327.4	XP_029033103.1, XP_029033106.1, XP_029033105.1, XP_029033102.1
OG0000300	XP_315560.2	XP_029032385.1
OG0000300	XP_311179.3	XP_029032635.1
OG0000301	XP_003437208.1, XP_003437207.1, XP_003437206.1, XP_558699.5	XP_029048644.1, XP_029048643.1
OG0000301	XP_555875.4	XP_029043020.1
OG0000302	XP_320795.4	XP_029039652.1
OG0000302	XP_559969.3	XP_029045566.1
OG0000303	XP_562126.3	XP_029051023.1
OG0000304	XP_309314.4	XP_029044234.1, XP_029044235.1, XP_029044237.1, XP_029044236.1, XP_029044238.1
OG0000305	XP_563311.4	XP_029047339.1
OG0000306	XP_313557.5	XP_029055772.1, XP_029055770.1, XP_029055768.1
OG0000307	XP_321110.5	XP_029042359.1, XP_029042358.1
OG0000308	XP_003436758.1, XP_313171.5	XP_029040434.1, XP_029040435.1, XP_029040433.1
OG0000309	XP_314908.3	XP_029048625.1, XP_029048626.1, XP_029048627.1, XP_029048623.1, XP_029048622.1
OG0000310	XP_554747.3	XP_029056622.1, XP_029056621.1, XP_029056620.1, XP_029056619.1
OG0000311	XP_308653.4	XP_029054207.1
OG0000312	XP_314530.4	XP_029039443.1, XP_029039442.1
OG0000313	XP_317714.4, XP_317713.4, XP_319608.4, XP_003435856.1, XP_003435855.1, XP_321620.4	XP_029044195.1
OG0000314	XP_001230545.2, XP_309706.4	XP_029040843.1, XP_029040844.1
OG0000314	XP_313795.3	XP_029040842.1
OG0000315	XP_309465.3, XP_309463.4, XP_309462.4	XP_029050380.1
OG0000316	XP_024667073.1	XP_029052013.1
OG0000316	XP_024667074.1	XP_029037315.1
OG0000317	XP_313902.4	XP_029038559.1, XP_029038556.1, XP_029038557.1, XP_029038558.1
OG0000318	XP_318652.3	XP_029045169.1
OG0000319	XP_001688115.1, XP_308867.3	XP_029049730.1
OG0000320	XP_564296.2, XP_310187.3	XP_029043380.1
OG0000321	XP_319900.4	XP_029032312.1, XP_029032313.1
OG0000322	XP_309035.3, XP_001237166.1, XP_001688149.1, XP_308997.4	XP_029045710.1, XP_029050313.1, XP_029040429.1
OG0000323	XP_321271.5	XP_029037477.1, XP_029037478.1, XP_029037481.1, XP_029037479.1, XP_029037480.1
OG0000325	XP_321287.5	XP_029032468.1, XP_029032467.1
OG0000326	XP_321051.5, XP_321052.5	XP_029036522.1, XP_029036513.1
OG0000327	XP_316546.4	XP_029044880.1, XP_029044872.1
OG0000329	XP_313828.2, XP_313829.3	XP_029045200.1
OG0000330	XP_557449.3	XP_029039000.1
OG0000330	XP_309352.4	XP_029044991.1, XP_029043396.1, XP_029044978.1
OG0000331	XP_310335.3, XP_003436613.1, XP_003436612.1	XP_029037754.1
OG0000332	XP_566006.4	XP_029039444.1, XP_029039445.1, XP_029039447.1
OG0000333	XP_312762.5, XP_003436384.1	XP_029035562.1, XP_029048672.1
OG0000334	XP_314676.4	XP_029040536.1
OG0000335	XP_003436883.1, XP_316737.3	XP_029049760.1, XP_029049770.1, XP_029049752.1, XP_029049777.1
OG0000336	XP_307640.4, XP_313669.5	XP_029050296.1, XP_029053215.1
OG0000337	XP_308411.4, XP_001687921.1	XP_029044048.1
OG0000338	XP_316824.5	XP_029049651.1
OG0000338	XP_319663.4, XP_319430.4	XP_029048723.1
OG0000339	XP_312776.3	XP_029036574.1
OG0000339	XP_318978.3	XP_029035057.1
OG0000341	XP_319890.3	XP_029047897.1
OG0000342	XP_316483.4	XP_029049079.1, XP_029049078.1, XP_029049080.1, XP_029049076.1
OG0000342	XP_315148.4	XP_029048895.1
OG0000343	XP_311526.4	XP_029055935.1, XP_029055937.1, XP_029055936.1
OG0000344	XP_001237160.2	XP_029040724.1
OG0000345	XP_318033.4	XP_029046179.1, XP_029046178.1, XP_029046181.1, XP_029046182.1
OG0000347	XP_319116.4	XP_029056512.1, XP_029056513.1, XP_029056509.1, XP_029056510.1, XP_029056511.1
OG0000348	XP_319147.4	XP_029040383.1, XP_029040373.1, XP_029040376.1, XP_029040378.1, XP_029040380.1, XP_029040381.1, XP_029040379.1, XP_029040374.1, XP_029040375.1, XP_029040377.1
OG0000349	XP_309063.4	XP_029045227.1, XP_029045228.1
OG0000350	XP_308023.5	XP_029035510.1, XP_029035506.1, XP_029035507.1, XP_029035508.1, XP_029035509.1
OG0000351	XP_321705.4	XP_029032992.1, XP_029032991.1, XP_029032993.1
OG0000352	XP_001687947.1, XP_308460.4	XP_029054732.1, XP_029054729.1
OG0000356	XP_318661.2, XP_314462.2, XP_314108.4, XP_313271.1, XP_313719.3, XP_001687816.1	XP_029038604.1
OG0000357	XP_319323.3	XP_029043524.1, XP_029043523.1, XP_029043522.1, XP_029043520.1, XP_029043525.1, XP_029043526.1
OG0000358	XP_315015.1	XP_029055341.1, XP_029055342.1, XP_029055343.1, XP_029055344.1
OG0000360	XP_311565.4	XP_029034706.1
OG0000361	XP_320718.4	XP_029040875.1
OG0000362	XP_315999.4	XP_029032609.1
OG0000362	XP_315998.4	XP_029032601.1, XP_029032600.1, XP_029032602.1, XP_029032603.1, XP_029032604.1
OG0000363	XP_310546.5	XP_029037783.1
OG0000363	XP_310545.4, XP_551277.4, XP_313887.5, XP_003435866.1, XP_001687778.2	XP_029051564.1
OG0000364	XP_319428.4, XP_308650.4	XP_029048237.1
OG0000365	XP_316149.4	XP_029049426.1, XP_029049425.1, XP_029049423.1, XP_029049424.1
OG0000366	XP_001688691.1, XP_315611.3	XP_029036848.1, XP_029036838.1, XP_029036835.1, XP_029036836.1
OG0000367	XP_561080.4, XP_313654.5	XP_029040540.1, XP_029040539.1, XP_029040537.1, XP_029040541.1
OG0000368	XP_310154.1	XP_029042037.1
OG0000369	XP_559235.3, XP_311598.4	XP_029040906.1, XP_029040905.1, XP_029035224.1
OG0000370	XP_313875.2	XP_029036217.1
OG0000370	XP_313874.5, XP_001237553.3	XP_029036273.1
OG0000371	XP_316786.4	XP_029034789.1, XP_029034794.1, XP_029034788.1, XP_029034793.1, XP_029034792.1
OG0000372	XP_310552.5, XP_003437022.1	XP_029050137.1, XP_029037026.1
OG0000374	XP_311044.3, XP_001688353.2	XP_029054453.1
OG0000375	XP_314533.4	XP_029032555.1, XP_029032556.1, XP_029032551.1, XP_029032550.1, XP_029032553.1, XP_029032552.1, XP_029032554.1
OG0000376	XP_314270.5	XP_029052453.1, XP_029052451.1, XP_029052452.1
OG0000377	XP_317423.4, XP_555424.2	XP_029040734.1
OG0000377	XP_321752.4	XP_029034326.1
OG0000379	XP_311845.5, XP_003436359.1	XP_029033796.1, XP_029033792.1
OG0000380	XP_319182.3, XP_553933.2	XP_029037950.1, XP_029037952.1
OG0000381	XP_003436397.1, XP_312797.5	XP_029053290.1
OG0000381	XP_309483.4	XP_029056661.1
OG0000382	XP_317621.2	XP_029039628.1, XP_029039629.1, XP_029039627.1, XP_029046829.1
OG0000384	XP_555061.3	XP_029032128.1, XP_029032123.1
OG0000384	XP_320635.4	XP_029032140.1
OG0000385	XP_001237800.1, XP_316640.4	XP_029049378.1, XP_029055593.1
OG0000386	XP_310698.4, XP_307577.3, XP_313941.3	XP_029056438.1, XP_029056437.1
OG0000387	XP_315272.3, XP_315274.4, XP_315275.3	XP_029033287.1
OG0000388	XP_001237266.2	XP_029047149.1
OG0000388	XP_308405.3, XP_001687920.1	XP_029044053.1
OG0000389	XP_318057.3, XP_307582.4	XP_029051988.1, XP_029037895.1
OG0000391	XP_311596.4	XP_029043249.1, XP_029043246.1, XP_029043247.1, XP_029043244.1, XP_029043245.1, XP_029043250.1, XP_029043248.1
OG0000394	XP_321253.4	XP_029051207.1, XP_029051206.1
OG0000395	XP_321695.5	XP_029041446.1, XP_029041452.1, XP_029041451.1, XP_029041449.1, XP_029041447.1, XP_029041448.1, XP_029050227.1
OG0000396	XP_319041.4, XP_321974.4, XP_320780.3	XP_029053559.1
OG0000397	XP_318514.3	XP_029053422.1, XP_029053423.1, XP_029053421.1, XP_029053420.1, XP_029053419.1, XP_029053417.1, XP_029053424.1, XP_029053425.1
OG0000398	XP_309559.3	XP_029040473.1, XP_029040469.1, XP_029040470.1, XP_029040468.1, XP_029040471.1
OG0000399	XP_309168.4	XP_029051263.1, XP_029051260.1
OG0000400	XP_003435910.1, XP_321381.5	XP_029047557.1
OG0000401	XP_312250.5	XP_029055758.1, XP_029055757.1, XP_029055762.1, XP_029055761.1, XP_029055759.1
OG0000402	XP_316359.1, XP_316360.1	XP_029035694.1
OG0000403	XP_318819.3	XP_029034027.1, XP_029034020.1, XP_029034022.1
OG0000405	XP_318737.3	XP_029040022.1, XP_029040023.1
OG0000405	XP_316198.4	XP_029050577.1
OG0000406	XP_001689338.1, XP_307722.3, XP_001230565.1, XP_313255.4, XP_307721.3, XP_003436506.1, XP_313253.4	XP_029055567.1
OG0000407	XP_311485.3	XP_029043685.1, XP_029043686.1, XP_029043684.1
OG0000408	XP_320166.4	XP_029032254.1
OG0000409	XP_001238816.1, XP_003436394.1, XP_003436391.1, XP_003436393.1, XP_003436392.1	XP_029052807.1
OG0000410	XP_318590.3, XP_306537.3	XP_029034621.1, XP_029034617.1
OG0000411	XP_308807.4	XP_029035220.1
OG0000411	XP_310523.5	XP_029055622.1
OG0000412	XP_314315.3	XP_029041797.1, XP_029041796.1
OG0000412	XP_003436454.1, XP_314252.4, XP_003436453.1	XP_029034129.1
OG0000413	XP_309828.4	XP_029038086.1
OG0000414	XP_311018.5	XP_029053181.1
OG0000415	XP_003436539.1, XP_313377.5	XP_029034205.1, XP_029034224.1, XP_029034214.1, XP_029034233.1
OG0000416	XP_308374.4	XP_029050280.1, XP_029040989.1, XP_029053577.1
OG0000417	XP_312988.5, XP_560742.5	XP_029046684.1, XP_029046681.1
OG0000417	XP_560264.4	XP_029039481.1
OG0000418	XP_313370.5	XP_029053844.1
OG0000419	XP_317521.4, XP_024667069.1	XP_029038504.1, XP_029038503.1
OG0000420	XP_001687948.1, XP_564859.1, XP_316443.2, XP_316444.3	XP_029054713.1
OG0000421	XP_309225.5	XP_029045207.1, XP_029045205.1, XP_029045209.1, XP_029045208.1, XP_029045206.1
OG0000423	XP_319395.3	XP_029042969.1, XP_029042970.1, XP_029042968.1
OG0000424	XP_001688490.1, XP_313956.1, XP_001688486.1, XP_001688493.1, XP_001688491.1, XP_001688484.1, XP_001688492.1, XP_001688488.1, XP_001688489.1, XP_001688485.1, XP_001688487.1	XP_029051827.1
OG0000425	XP_001688755.1, XP_315971.4	XP_029050552.1, XP_029050554.1, XP_029050553.1
OG0000426	XP_312914.4	XP_029051625.1, XP_029051626.1, XP_029051627.1, XP_029051628.1, XP_029051629.1, XP_029051630.1, XP_029051631.1
OG0000427	XP_003436270.1, XP_312058.4, XP_003436269.1, XP_003436268.1, XP_003436267.1	XP_029043845.1
OG0000428	XP_321512.5, XP_003435887.1, XP_561144.4	XP_029056380.1
OG0000428	XP_312088.4	XP_029035040.1
OG0000429	XP_319540.5	XP_029042878.1
OG0000430	XP_557414.3	XP_029048756.1, XP_029037852.1
OG0000431	XP_316294.4, XP_316291.4, XP_001688833.1, XP_001688831.1, XP_001688830.1, XP_001688700.1	XP_029034929.1
OG0000432	XP_001689031.1	XP_029044224.1, XP_029044225.1, XP_029044227.1, XP_029044228.1
OG0000433	XP_310972.5	XP_029033674.1, XP_029033660.1
OG0000433	XP_309822.4	XP_029045024.1
OG0000436	XP_320338.4	XP_029047130.1
OG0000437	XP_312425.3, XP_003436143.1	XP_029034616.1, XP_029034615.1
OG0000438	XP_311834.5	XP_029052561.1
OG0000439	XP_307918.5, XP_003436071.1, XP_003436072.1, XP_003436074.1, XP_003436073.1	XP_029055734.1
OG0000440	XP_321521.2, XP_001230327.1, XP_321519.1	XP_029033324.1
OG0000441	XP_310080.3	XP_029044307.1, XP_029044308.1
OG0000442	XP_316879.5	XP_029032945.1, XP_029032946.1, XP_029032947.1
OG0000443	XP_309467.4, XP_308975.4	XP_029032458.1, XP_029032459.1
OG0000444	XP_317600.4	XP_029049724.1, XP_029049723.1, XP_029049722.1
OG0000445	XP_319976.3	XP_029052017.1
OG0000445	XP_319978.4	XP_029052019.1
OG0000446	XP_309165.3	XP_029047028.1
OG0000447	XP_316880.5	XP_029044272.1, XP_029044277.1
OG0000448	XP_319042.4	XP_029036628.1
OG0000449	XP_315614.2, XP_315615.2	XP_029053399.1, XP_029053400.1, XP_029053397.1, XP_029053398.1
OG0000451	XP_003436509.1, XP_562364.3	XP_029041017.1
OG0000452	XP_311528.4	XP_029049758.1
OG0000452	XP_316654.3	XP_029054030.1, XP_029054029.1, XP_029054028.1
OG0000453	XP_308836.4, XP_001237142.2	XP_029050616.1
OG0000454	XP_001238331.2	XP_029056127.1, XP_029056126.1, XP_029056137.1, XP_029056136.1, XP_029056129.1, XP_029056128.1, XP_029056130.1, XP_029056133.1, XP_029056132.1, XP_029056135.1
OG0000455	XP_317809.4	XP_029036323.1, XP_029036319.1, XP_029036321.1, XP_029036324.1, XP_029036322.1
OG0000456	XP_555204.2, XP_317211.3, XP_555205.1, XP_001237894.2	XP_029032315.1, XP_029032318.1, XP_029032319.1, XP_029032317.1, XP_029032316.1, XP_029032314.1
OG0000457	XP_001238433.2, XP_321100.4, XP_321101.4	XP_029045192.1
OG0000458	XP_311395.2	XP_029051946.1
OG0000459	XP_311558.3	XP_029033471.1
OG0000460	XP_001688243.1	XP_029037984.1
OG0000461	XP_309203.5	XP_029036118.1, XP_029036117.1, XP_029036116.1
OG0000462	XP_321604.4, XP_003435861.1	XP_029045767.1, XP_029045768.1, XP_029045771.1, XP_029045769.1, XP_029045770.1, XP_029045765.1, XP_029045764.1, XP_029045763.1, XP_029045759.1, XP_029045761.1, XP_029045760.1, XP_029045766.1
OG0000464	XP_321465.5	XP_029035743.1
OG0000466	XP_319990.2, XP_319998.2, XP_553153.2, XP_001689142.1, XP_318720.4	XP_029053155.1, XP_029053153.1
OG0000467	XP_321775.5	XP_029046488.1
OG0000468	XP_318937.4	XP_029034757.1
OG0000469	XP_311819.3	XP_029048121.1, XP_029048127.1, XP_029048113.1
OG0000470	XP_317663.4, XP_317661.3, XP_317660.4	XP_029048818.1
OG0000471	XP_317381.3	XP_029047912.1, XP_029047914.1, XP_029047913.1
OG0000472	XP_003437138.1	XP_029055117.1, XP_029055137.1, XP_029055133.1, XP_029055157.1, XP_029055152.1, XP_029055122.1, XP_029055149.1, XP_029055160.1, XP_029055144.1, XP_029055165.1, XP_029055140.1, XP_029055127.1, XP_029055128.1
OG0000475	XP_319656.4	XP_029053248.1
OG0000476	XP_314173.1	XP_029046841.1
OG0000477	XP_313167.3, XP_313166.3, XP_003436755.1	XP_029052005.1
OG0000478	XP_320165.3	XP_029055612.1
OG0000479	XP_316228.4	XP_029042740.1
OG0000480	XP_307766.1, XP_307768.1, XP_307762.3, XP_307760.4	XP_029042187.1
OG0000482	XP_319851.4	XP_029050382.1
OG0000483	XP_311551.4, XP_311550.4, XP_559053.3	XP_029033968.1
OG0000484	XP_321460.4, XP_321461.4	XP_029049298.1, XP_029049297.1, XP_029049293.1, XP_029049296.1, XP_029049295.1
OG0000485	XP_316898.4	XP_029053428.1, XP_029053426.1
OG0000487	XP_310954.5	XP_029036394.1, XP_029036397.1, XP_029036396.1, XP_029036395.1
OG0000488	XP_561157.5, XP_314246.4	XP_029041089.1, XP_029041086.1, XP_029041087.1, XP_029041084.1, XP_029041083.1, XP_029041088.1
OG0000489	XP_564036.3	XP_029050496.1
OG0000490	XP_320879.4	XP_029048942.1, XP_029048941.1, XP_029048940.1
OG0000491	XP_309956.4	XP_029033855.1, XP_029033853.1
OG0000492	XP_001689170.1, XP_319114.3	XP_029032879.1, XP_029032880.1, XP_029032881.1, XP_029032882.1
OG0000493	XP_313157.5	XP_029033459.1, XP_029033458.1, XP_029033457.1, XP_029033613.1, XP_029033615.1, XP_029033614.1, XP_029033460.1
OG0000495	XP_001688655.1, XP_315399.4	XP_029055333.1
OG0000496	XP_001237119.2	XP_029055363.1, XP_029055361.1, XP_029055362.1, XP_029055359.1, XP_029055360.1, XP_029055358.1
OG0000497	XP_001689344.2	XP_029045567.1
OG0000497	XP_314947.4	XP_029055715.1
OG0000498	XP_314112.3	XP_029051523.1, XP_029051524.1, XP_029051526.1, XP_029051522.1, XP_029051527.1
OG0000499	XP_553610.3	XP_029052799.1, XP_029048971.1
OG0000500	XP_311090.5	XP_029038655.1
OG0000501	XP_310059.4	XP_029041949.1
OG0000502	XP_308521.3	XP_029047606.1, XP_029047604.1, XP_029047605.1
OG0000503	XP_001237084.1, XP_001238802.1	XP_029053226.1, XP_029053225.1, XP_029053228.1, XP_029053227.1
OG0000504	XP_314690.4, XP_318891.4	XP_029033720.1
OG0000505	XP_001689117.2	XP_029039263.1
OG0000506	XP_314755.4	XP_029055931.1, XP_029055932.1, XP_029036233.1, XP_029036232.1
OG0000507	XP_001238394.2, XP_001230950.3	XP_029037767.1
OG0000508	XP_320054.4	XP_029036311.1
OG0000509	XP_312654.5, XP_312655.5, XP_551967.2	XP_029042576.1
OG0000510	XP_308808.4, XP_001688096.1	XP_029056456.1, XP_029056453.1, XP_029056455.1, XP_029056454.1
OG0000512	XP_003436909.1, XP_001237355.2, XP_566342.2, XP_311072.4, XP_001237356.2	XP_029051661.1, XP_029051666.1, XP_029051660.1, XP_029051655.1
OG0000513	XP_552793.1	XP_029050495.1
OG0000516	XP_307965.4	XP_029034280.1, XP_029034281.1
OG0000517	XP_312302.3	XP_029043370.1, XP_029043382.1
OG0000518	XP_308156.3, XP_001687847.1, XP_001687848.1	XP_029039078.1, XP_029039079.1, XP_029039077.1, XP_029039081.1
OG0000519	XP_315418.4, XP_001688658.1, XP_001688657.1	XP_029046935.1, XP_029046937.1, XP_029046934.1, XP_029046936.1
OG0000520	XP_314101.4	XP_029055335.1
OG0000521	XP_310260.5	XP_029043729.1, XP_029043722.1, XP_029043718.1, XP_029043771.1, XP_029043779.1, XP_029043766.1
OG0000522	XP_003436838.1, XP_003436837.1, XP_001238821.3	XP_029056348.1
OG0000523	XP_319932.4	XP_029048809.1, XP_029048806.1
OG0000524	XP_321954.3, XP_320175.3	XP_029034446.1
OG0000525	XP_313810.3	XP_029050725.1, XP_029050724.1
OG0000526	XP_316916.3, XP_313700.4	XP_029046376.1
OG0000527	XP_001687795.1	XP_029045033.1, XP_029045030.1, XP_029045028.1
OG0000528	XP_001689312.2, XP_320991.5, XP_550752.3	XP_029034626.1
OG0000529	XP_317672.2	XP_029053482.1, XP_029047249.1
OG0000533	XP_309387.4	XP_029055535.1, XP_029055534.1
OG0000536	XP_321152.5	XP_029056676.1
OG0000537	XP_318625.3	XP_029054098.1
OG0000538	XP_317268.4, XP_317267.4	XP_029048579.1
OG0000540	XP_001688697.1, XP_001688696.1, XP_315641.3, XP_001688698.1, XP_306771.3	XP_029045790.1
OG0000543	XP_003437124.1, XP_003437125.1, XP_316855.5	XP_029032187.1, XP_029032186.1, XP_029032185.1, XP_029032188.1
OG0000544	XP_308971.4	XP_029045802.1
OG0000545	XP_313011.5, XP_307590.4	XP_029046002.1, XP_029044150.1
OG0000546	XP_318463.5, XP_001689122.2, XP_318467.5, XP_001231158.1	XP_029038335.1, XP_029037841.1
OG0000547	XP_311559.3, XP_309676.3	XP_029032557.1
OG0000548	XP_318181.3	XP_029039475.1
OG0000549	XP_317762.3	XP_029041385.1
OG0000551	XP_565802.4	XP_029047255.1
OG0000552	XP_317397.3	XP_029038127.1
OG0000553	XP_550942.3, XP_003435963.1, XP_003435964.1	XP_029046340.1, XP_029046341.1
OG0000554	XP_313279.4	XP_029051069.1, XP_029036958.1
OG0000555	XP_318655.2	XP_029040010.1
OG0000556	XP_315740.4	XP_029036612.1, XP_029036611.1, XP_029036613.1
OG0000557	XP_309438.2	XP_029039195.1
OG0000558	XP_001230821.2	XP_029051476.1
OG0000559	XP_311035.4	XP_029050738.1
OG0000560	XP_312915.3	XP_029039489.1, XP_029039488.1
OG0000561	XP_308120.4, XP_306833.2	XP_029045119.1
OG0000561	XP_308116.4, XP_003436650.1	XP_029045120.1
OG0000562	XP_311518.4	XP_029040662.1, XP_029040661.1
OG0000563	XP_320678.4	XP_029048255.1
OG0000564	XP_003437141.1, XP_001238804.3, XP_003437140.1	XP_029046541.1
OG0000565	XP_558570.2, XP_001688519.1	XP_029032820.1, XP_029034297.1
OG0000567	XP_311354.2	XP_029037465.1, XP_029033971.1
OG0000568	XP_001238825.3, XP_001238828.3, XP_001238827.3, XP_313857.3, XP_024667106.1, XP_003436840.1, XP_003436842.1, XP_003436843.1, XP_003436844.1, XP_003436845.1, XP_003436846.1	XP_029046837.1, XP_029046836.1, XP_029046838.1
OG0000569	XP_321951.2	XP_029033915.1
OG0000569	XP_321336.5	XP_029038511.1
OG0000570	XP_003436910.1, XP_003436911.1, XP_003436912.1, XP_566336.2	XP_029047443.1
OG0000571	XP_310604.5	XP_029032703.1, XP_029032698.1, XP_029032697.1
OG0000572	XP_319953.4, XP_313213.4	XP_029042579.1, XP_029042581.1, XP_029042578.1
OG0000574	XP_024667097.1	XP_029044230.1, XP_029044229.1
OG0000575	XP_307788.5, XP_003436433.1, XP_318465.5, XP_003436687.1	XP_029037637.1, XP_029038506.1
OG0000576	XP_555680.3, XP_317659.3	XP_029049029.1
OG0000582	XP_315519.4	XP_029042817.1
OG0000584	XP_001237856.2, XP_003436985.1, XP_310701.5	XP_029049369.1
OG0000585	XP_321716.4, XP_003435822.1	XP_029034668.1, XP_029047509.1
OG0000586	XP_308512.4	XP_029033786.1, XP_029033787.1
OG0000587	XP_309520.2	XP_029042599.1, XP_029042600.1, XP_029042598.1
OG0000588	XP_312032.5	XP_029056195.1, XP_029056190.1, XP_029056189.1, XP_029056194.1
OG0000589	XP_001688736.1, XP_001688735.1, XP_315853.4	XP_029051595.1
OG0000591	XP_310353.5	XP_029046641.1
OG0000593	XP_309968.4, XP_309969.4	XP_029032779.1, XP_029032778.1, XP_029039789.1
OG0000594	XP_310412.7	XP_029045111.1
OG0000595	XP_309498.4	XP_029049332.1
OG0000595	XP_310612.5	XP_029049333.1
OG0000596	XP_313021.5	XP_029031955.1, XP_029031954.1, XP_029055928.1
OG0000598	XP_309229.4, XP_003437180.1	XP_029044196.1
OG0000599	XP_315432.4	XP_029042529.1, XP_029042528.1
OG0000600	XP_001238414.3	XP_029040421.1
OG0000601	XP_313009.1	XP_029049997.1
OG0000601	XP_313005.4	XP_029049996.1
OG0000602	XP_001689086.1, XP_318026.4	XP_029055486.1
OG0000603	XP_561377.5, XP_313270.4	XP_029044408.1, XP_029044409.1
OG0000604	XP_312372.4, XP_003436156.1, XP_003436155.1, XP_003436158.1, XP_003436157.1	XP_029053352.1, XP_029053353.1
OG0000606	XP_003436708.1, XP_309640.5	XP_029047428.1, XP_029047419.1
OG0000609	XP_319246.4	XP_029043920.1, XP_029043923.1, XP_029043921.1, XP_029043924.1
OG0000611	XP_313775.4	XP_029053264.1, XP_029053269.1, XP_029053265.1, XP_029053266.1, XP_029053267.1, XP_029053263.1, XP_029053270.1
OG0000612	XP_317513.3	XP_029043116.1, XP_029043117.1, XP_029043115.1
OG0000613	XP_310601.5	XP_029050917.1
OG0000614	XP_321424.5	XP_029037786.1
OG0000614	XP_559011.3	XP_029047735.1
OG0000615	XP_321045.5	XP_029053196.1, XP_029053197.1, XP_029053198.1, XP_029053200.1
OG0000616	XP_311535.4	XP_029055032.1, XP_029055027.1, XP_029055011.1, XP_029055029.1
OG0000619	XP_316024.4	XP_029033210.1, XP_029033220.1
OG0000620	XP_552567.1	XP_029037150.1, XP_029037152.1, XP_029037151.1
OG0000621	XP_311411.3	XP_029049820.1
