Orthogroup	Anopheles_gambiae	Nasonia_vitripennis
OG0000233	XP_311447.4	XP_008216033.1, XP_016836863.1, XP_003423899.1, XP_031777023.1
OG0000234	XP_314989.4, XP_316577.4	XP_031780756.1, NP_001166090.1, NP_001166255.1, NP_001166089.1, NP_001166062.1, XP_003426198.1, XP_003426213.1, XP_003426199.1
OG0000235	XP_309952.4	XP_031779029.1, XP_031779025.1, XP_031779027.1
OG0000236	XP_003435759.1, XP_003435758.1, XP_003435763.1, XP_322000.4	NP_001164379.1
OG0000236	XP_312478.1, XP_001238571.2	XP_031785405.1
OG0000237	XP_559100.2, XP_311581.3	XP_008203240.1
OG0000239	XP_003436598.1, XP_310299.2, XP_001230752.2, XP_559533.6, XP_319807.4	XP_031785698.1
OG0000241	XP_553025.3	XP_001599078.1, XP_031784889.1
OG0000242	XP_565621.4, XP_307986.5, XP_003436060.1, XP_308056.5	XP_008217632.2
OG0000243	XP_312943.4, XP_308057.4, XP_321049.3, XP_308058.4	XP_001605952.2
OG0000244	XP_313365.4	XP_031781211.1, XP_008214562.1, XP_008214563.1, XP_032457510.1, XP_031781210.1
OG0000245	XP_315084.2, XP_001230554.1, XP_307623.1, XP_315083.1, XP_001231041.1, XP_001687787.1, XP_315074.1, XP_315076.1, XP_315075.1, XP_315073.2, XP_316323.2, XP_312089.2	NP_001164331.1, NP_001164357.1, XP_031783456.1
OG0000246	XP_319840.2, XP_319841.3	XP_001603679.1
OG0000246	XP_319838.3	XP_003427114.1, XP_031778429.1
OG0000247	XP_003436566.1	XP_031779115.1
OG0000248	XP_308379.4, XP_315470.5, XP_003435724.1	XP_016839636.1, XP_031783663.1, XP_031783660.1
OG0000249	XP_310971.5	NP_001153452.1, XP_031787477.1
OG0000250	XP_003436312.1, XP_003436311.1, XP_311978.5	XP_001607440.2
OG0000252	XP_321164.1	XP_008202453.1, XP_008202456.1, XP_032457326.1, XP_031777444.1, XP_031777443.1, XP_032457324.1, XP_032457323.1, XP_032457325.1
OG0000253	XP_310451.4, XP_310450.4, XP_001238805.2	NP_001164367.1
OG0000253	XP_316966.4	XP_031781922.1, NP_001122571.1
OG0000254	XP_312967.3, XP_003436712.1	XP_008206656.1
OG0000255	XP_003436960.1, XP_310845.5	XP_008214568.1
OG0000256	XP_307890.5	XP_008204801.1, XP_008204800.1, XP_008204803.1, XP_008204805.1
OG0000257	XP_321870.5	XP_016838496.1, XP_008203021.1
OG0000257	XP_321869.5, XP_001689370.2, XP_003435798.1, XP_321867.5, XP_321865.3	XP_016838482.1
OG0000258	XP_551868.2, XP_317054.1, XP_320222.2, XP_551869.1, XP_320226.1, XP_320224.2, XP_320225.1	XP_001606346.1, XP_001606355.1
OG0000261	XP_315985.3, XP_001688761.1	XP_001602288.1
OG0000263	XP_001687857.1, XP_564524.3, XP_001687858.1	XP_008203575.1, XP_032454107.1, XP_003425684.1, XP_031783237.1, XP_008203574.1, XP_031783236.1
OG0000264	XP_001688533.1, XP_314137.4	XP_016844991.1, XP_016844992.1, XP_016844993.1
OG0000264	XP_311594.2	XP_001608103.1
OG0000265	XP_319555.4, XP_312273.4, XP_003436201.1	XP_016839585.1
OG0000266	XP_310704.3	XP_003428081.1
OG0000266	XP_308081.2	XP_008213988.1, XP_001601016.1, XP_032455467.1
OG0000268	XP_309197.1, XP_003437164.1, XP_003437165.1, XP_560220.3, XP_001688171.2, XP_311384.3, XP_311355.3, XP_307829.2	XP_001604577.1, XP_031789511.1, XP_001604871.2, XP_001604880.2
OG0000269	XP_315017.4	XP_001607744.2
OG0000270	XP_003436280.1, XP_312026.4	XP_031787127.1
OG0000271	XP_312761.3, XP_003436383.1	NP_001153387.1
OG0000272	XP_308042.3, XP_001230608.1	XP_031778066.1, XP_032453944.1
OG0000272	XP_309153.3, XP_314691.2	XP_001603198.2
OG0000273	XP_308599.4, XP_001688028.1	XP_031780336.1, XP_031780333.1
OG0000274	XP_317143.4, XP_318742.4, XP_318623.4	XP_031785813.1
OG0000274	XP_319531.4	XP_008211195.1
OG0000276	XP_320369.4, XP_320367.3, XP_318052.4, XP_312077.3	XP_031778500.1
OG0000276	XP_003436154.1, XP_312380.3	XP_001607936.1
OG0000277	XP_315597.3, XP_001688685.1, XP_001688686.1	XP_008211107.1
OG0000278	XP_307914.5, XP_003436076.1	XP_032454137.1, XP_032454138.1, XP_032454139.1, XP_032454140.1, XP_032454133.1, XP_032454134.1, XP_032454135.1, XP_032454136.1, XP_016839921.1, XP_032454142.1, XP_032454141.1, XP_016839922.1, XP_032454144.1, XP_032454143.1, XP_032454146.1, XP_032454145.1, XP_032454148.1, XP_032454147.1, XP_032454149.1, XP_032454151.1, XP_032454132.1, XP_032454150.1, XP_031783292.1
OG0000279	XP_317820.4	XP_016839857.1
OG0000281	XP_312382.3	XP_001607948.2
OG0000283	XP_315855.4	XP_031785502.1, XP_001600158.2, XP_031785501.1, XP_008205791.1, XP_008205792.1, XP_032454919.1
OG0000284	XP_003436098.1, XP_003436097.1, XP_312601.2	XP_001606673.1
OG0000284	XP_308964.2	XP_008211037.1
OG0000285	XP_309398.1	XP_016838297.1
OG0000286	XP_309986.3	XP_032452557.1
OG0000287	XP_315240.3	XP_008202843.1, XP_001606457.2
OG0000287	XP_320482.3	XP_003425383.1, XP_008202274.1
OG0000288	XP_319330.4	NP_001166048.1, XP_008209318.1
OG0000289	XP_319051.2	XP_016840362.1, XP_001604619.1, XP_008211310.1, XP_008211309.1, XP_032454831.1
OG0000291	XP_001689411.1	XP_008212916.2, XP_008211563.1
OG0000295	XP_564212.2	XP_001607980.1, XP_001607976.1, XP_001607974.1, XP_003428212.1, XP_032455169.1, XP_032455170.1, XP_032455171.1
OG0000296	XP_316088.3	XP_031779169.1
OG0000298	XP_003436069.1, XP_307929.5	XP_008216149.1, XP_008216147.1, XP_008216146.1, XP_032453473.1, XP_032453472.1
OG0000299	XP_317327.4	XP_003426781.1, XP_001601854.1
OG0000300	XP_311179.3	XP_003425056.1, XP_001605288.1
OG0000301	XP_003437208.1, XP_003437207.1, XP_003437206.1, XP_558699.5	NP_001165992.1
OG0000301	XP_555875.4	NP_001165993.1
OG0000301	XP_307987.4	XP_001602395.3
OG0000302	XP_320795.4	XP_031783914.1
OG0000302	XP_559969.3	XP_032455159.1, XP_008214883.1, XP_032455160.1, XP_008214882.1, XP_031786529.1, XP_031786440.1
OG0000303	XP_562126.3	XP_008212905.1
OG0000304	XP_309314.4	XP_031786449.1
OG0000305	XP_563311.4	XP_008203496.1
OG0000306	XP_313557.5	XP_031785304.1
OG0000307	XP_321110.5	XP_031785703.1, XP_008215148.1, XP_032455669.1
OG0000308	XP_003436758.1, XP_313171.5	XP_008208754.1, XP_001602066.1
OG0000310	XP_554747.3	XP_016840055.1, XP_001606567.1
OG0000311	XP_308653.4	XP_031788070.1
OG0000312	XP_314530.4	XP_032454158.1, XP_032454156.1, XP_032454154.1, XP_008206250.1, XP_008206249.1, XP_032454157.1, XP_032454153.1
OG0000313	XP_317714.4, XP_317713.4, XP_319608.4, XP_003435856.1, XP_003435855.1, XP_321620.4	XP_031781836.1, XP_001599934.1
OG0000314	XP_001230545.2, XP_309706.4	XP_001606465.1, XP_032456526.1, XP_008204338.1, XP_031787274.1, XP_003424762.3
OG0000314	XP_313795.3	XP_032456533.1, XP_001607656.1
OG0000315	XP_309465.3, XP_309463.4, XP_309462.4	XP_001599137.1, XP_001600184.4
OG0000316	XP_024667074.1	XP_001604763.1, XP_016843738.1, XP_031787731.1
OG0000317	XP_313902.4	XP_016841106.1, XP_003426518.1, XP_008206890.1
OG0000318	XP_318652.3	XP_008206399.1, XP_001606799.1
OG0000319	XP_001688115.1, XP_308867.3	XP_016845436.1, XP_003428126.1
OG0000320	XP_564296.2, XP_310187.3	XP_001602384.1, XP_001607362.3, XP_001605719.1
OG0000321	XP_319900.4	XP_031777401.1
OG0000322	XP_309035.3, XP_001237166.1, XP_001688149.1, XP_308997.4	XP_001607407.1
OG0000323	XP_321271.5	XP_031788472.1, XP_032457254.1, XP_031788450.1
OG0000324	XP_307908.4	XP_016838881.2
OG0000325	XP_321287.5	XP_008213655.1
OG0000326	XP_321051.5, XP_321052.5	XP_031784208.1, XP_032457888.1, XP_032457885.1, XP_032457884.1, XP_032457887.1, XP_032457886.1, XP_031784204.1, XP_031784205.1, XP_031784206.1, XP_031784207.1, XP_016842072.1, XP_008217372.1, XP_031784209.1
OG0000327	XP_316546.4	XP_016838935.1, XP_016838930.1
OG0000329	XP_313828.2, XP_313829.3	XP_008212188.1, XP_032454722.1, XP_032454721.1, XP_032454724.1, XP_008212187.1, XP_008212184.1, XP_032454723.1, XP_032454725.1, XP_016844327.1, XP_016844329.1, XP_016844328.1, XP_008212174.1, NP_001136350.1, NP_001136351.1, XP_008212189.1, XP_008212190.1, XP_016844326.1
OG0000330	XP_557449.3	XP_016837033.1, NP_001280498.1, NP_001280500.1, NP_001280494.1
OG0000330	XP_309352.4	NP_001159944.1, NP_001159943.1
OG0000331	XP_310335.3, XP_003436613.1, XP_003436612.1	XP_016843206.1
OG0000332	XP_566006.4	XP_031783273.1, XP_008206247.1
OG0000333	XP_312762.5, XP_003436384.1	XP_031783197.1
OG0000334	XP_314676.4	NP_001164403.1, XP_032452183.1, XP_008216254.1
OG0000335	XP_003436883.1, XP_316737.3	XP_003426117.1
OG0000336	XP_307640.4, XP_313669.5	XP_003426396.1, XP_008206529.1, XP_016839052.1
OG0000337	XP_308411.4, XP_001687921.1	XP_031783756.1
OG0000338	XP_316824.5	XP_003424878.1
OG0000338	XP_319663.4, XP_319430.4	XP_001607488.2, XP_001604839.1
OG0000339	XP_312776.3	XP_031784468.1
OG0000339	XP_318978.3	XP_031779603.1
OG0000340	XP_320471.4	XP_008215783.2
OG0000341	XP_319890.3	XP_031780569.1, XP_001601882.1
OG0000342	XP_316483.4	XP_016842459.1, XP_031788435.1
OG0000342	XP_315148.4	XP_008206353.1
OG0000343	XP_311526.4	XP_003428067.1
OG0000344	XP_001237160.2	XP_016844412.1
OG0000345	XP_318033.4	XP_016837521.1, XP_031779210.1
OG0000347	XP_319116.4	XP_032456833.1, XP_031788519.1, XP_031788520.1, XP_031788521.1
OG0000349	XP_309063.4	XP_031785287.1
OG0000350	XP_308023.5	XP_001601576.1, XP_008204559.1
OG0000351	XP_321705.4	XP_001603070.1, XP_031780671.1, XP_032452291.1, XP_031780670.1, XP_032452292.1
OG0000352	XP_001687947.1, XP_308460.4	XP_016839388.1
OG0000356	XP_318661.2, XP_314462.2, XP_314108.4, XP_313271.1, XP_313719.3, XP_001687816.1	XP_032455089.1, XP_016842824.1, XP_001603497.1, XP_001603472.2
OG0000357	XP_319323.3	XP_008201758.1, XP_003425261.1
OG0000358	XP_315015.1	XP_032451992.1
OG0000360	XP_311565.4	XP_031786393.1
OG0000361	XP_320718.4	XP_001599966.3
OG0000362	XP_315999.4	XP_001603573.1, NP_001154986.1, XP_001603544.1
OG0000362	XP_315998.4	XP_032453925.1, XP_032453924.1, XP_008210363.1, XP_008210364.1
OG0000363	XP_310546.5	NP_001166856.1
OG0000363	XP_310545.4, XP_551277.4, XP_313887.5, XP_003435866.1, XP_001687778.2	XP_008215037.1, NP_001136080.1
OG0000364	XP_319428.4, XP_308650.4	XP_032455556.1, XP_016840845.1
OG0000365	XP_316149.4	XP_001604570.2, XP_016839941.1, XP_016839942.1, XP_008210434.1
OG0000366	XP_001688691.1, XP_315611.3	XP_031777582.1, NP_001234894.1
OG0000367	XP_561080.4, XP_313654.5	XP_001603452.1, XP_031780815.1
OG0000368	XP_310154.1	XP_031779250.1, XP_001606272.1
OG0000369	XP_559235.3, XP_311598.4	XP_032451964.1, XP_008212938.1
OG0000370	XP_313875.2	XP_008216733.1, NP_001166053.1
OG0000370	XP_313874.5, XP_001237553.3	XP_032455885.1, NP_001166079.1
OG0000371	XP_316786.4	XP_003426598.1
OG0000372	XP_310552.5, XP_003437022.1	XP_032452377.1, XP_032452378.1, XP_032452376.1, XP_016838013.1, XP_016838012.1, XP_032452380.1, XP_032452379.1, XP_032452382.1, XP_032452381.1
OG0000374	XP_311044.3, XP_001688353.2	XP_031779515.1, XP_031788545.1, XP_031788544.1, XP_031788547.1, XP_031788546.1, XP_031779514.1, XP_031781265.1, XP_031786935.1, XP_031779576.1, XP_031778786.1, XP_031778787.1, XP_031778785.1, XP_031789222.1, XP_031789223.1, XP_031789224.1, XP_032456392.1, XP_032456393.1, XP_032456607.1, XP_031781266.1, XP_031779513.1, XP_031781264.1, XP_031782865.1
OG0000375	XP_314533.4	XP_008208423.1, XP_001599241.1, XP_008208436.1, XP_008208430.1
OG0000376	XP_314270.5	XP_031782974.1, XP_032457748.1, XP_031782970.1, XP_031782973.1, XP_031782972.1, XP_031782975.1
OG0000377	XP_317423.4, XP_555424.2	XP_008210300.1
OG0000377	XP_321752.4	NP_001164381.1
OG0000379	XP_311845.5, XP_003436359.1	XP_008209839.1, XP_008209838.1
OG0000380	XP_319182.3, XP_553933.2	XP_031786831.1, XP_031786832.1
OG0000381	XP_003436397.1, XP_312797.5	XP_016841180.1
OG0000381	XP_309483.4	XP_001602738.1
OG0000382	XP_317621.2	XP_001607827.3, XP_008217713.1
OG0000384	XP_555061.3	XP_001604432.2, XP_008210418.1
OG0000384	XP_320635.4	XP_031782398.1
OG0000385	XP_001237800.1, XP_316640.4	XP_001599984.1
OG0000386	XP_310698.4, XP_307577.3, XP_313941.3	XP_008202799.1, XP_031777593.1
OG0000387	XP_315272.3, XP_315274.4, XP_315275.3	XP_008210181.2
OG0000388	XP_001237266.2	XP_008206350.1
OG0000388	XP_308405.3, XP_001687920.1	XP_032454208.1, XP_032454209.1, XP_016839439.1, XP_032454207.1
OG0000389	XP_318057.3, XP_307582.4	XP_008216123.1, XP_016837517.1
OG0000390	XP_309960.4	XP_008210448.1, XP_008210450.1, XP_001602302.2, XP_031782806.1
OG0000391	XP_311596.4	XP_001603994.2, XP_032453563.1, XP_003425361.1, XP_003425362.1, XP_008202185.1, XP_008202187.1
OG0000394	XP_321253.4	XP_031778263.1
OG0000395	XP_321695.5	XP_001601573.1, XP_031787201.1, XP_001601712.1
OG0000396	XP_319041.4, XP_321974.4, XP_320780.3	XP_003426952.1, XP_016843548.1, XP_008207407.1, XP_016837884.1
OG0000397	XP_318514.3	XP_008203436.1, XP_031783735.1, XP_032453856.1, XP_008203434.1, XP_008203435.1, XP_008203433.1
OG0000398	XP_309559.3	XP_016845283.1, XP_008214693.1, XP_008214717.1, XP_032455667.1, XP_001604820.2
OG0000398	XP_564451.1	XP_032455679.1
OG0000399	XP_309168.4	XP_031781127.1, XP_032457471.1
OG0000400	XP_316257.4	NP_001166063.1
OG0000400	XP_003435910.1, XP_321381.5	XP_016844273.1, XP_016844274.1, XP_003427708.1
OG0000402	XP_316359.1, XP_316360.1	XP_008201747.1, XP_001605218.1
OG0000403	XP_318819.3	XP_016842670.1, XP_016842678.1
OG0000405	XP_318737.3	XP_001607109.1
OG0000406	XP_001689338.1	XP_008208600.3
OG0000406	XP_307722.3, XP_001230565.1, XP_313255.4, XP_307721.3, XP_003436506.1, XP_313253.4	XP_032455879.1
OG0000408	XP_320166.4	XP_031782506.1
OG0000409	XP_001238816.1, XP_003436394.1, XP_003436391.1, XP_003436393.1, XP_003436392.1	XP_032452236.1, NP_001153487.1
OG0000411	XP_308807.4	XP_001602382.2
OG0000411	XP_310523.5	XP_001601862.2
OG0000412	XP_314315.3	XP_003423876.1
OG0000412	XP_003436454.1, XP_314252.4, XP_003436453.1	XP_031782587.1
OG0000413	XP_309828.4	XP_001600121.2
OG0000414	XP_311018.5	XP_032452894.1, XP_032452897.1, XP_032452888.1, XP_032452896.1, XP_032452902.1, XP_008203107.1
OG0000415	XP_003436539.1, XP_313377.5	XP_031783559.1
OG0000416	XP_308374.4	XP_001600745.2
OG0000417	XP_312988.5, XP_560742.5	XP_003424313.2
OG0000417	XP_560264.4	XP_001599945.1
OG0000418	XP_307899.5	XP_008205709.1, XP_001601942.1
OG0000418	XP_313370.5	XP_031782893.1
OG0000419	XP_317521.4, XP_024667069.1	XP_031788079.1, XP_031788078.1, XP_031788082.1, XP_032456075.1, XP_032456074.1, XP_031788080.1
OG0000420	XP_001687948.1, XP_564859.1, XP_316443.2, XP_316444.3	XP_031782083.1
OG0000421	XP_309225.5	XP_016839013.1
OG0000423	XP_319395.3	XP_032453464.1
OG0000424	XP_001688490.1, XP_313956.1, XP_001688486.1, XP_001688493.1, XP_001688491.1, XP_001688484.1, XP_001688492.1, XP_001688488.1, XP_001688489.1, XP_001688485.1, XP_001688487.1	XP_031788296.1
OG0000425	XP_001688755.1, XP_315971.4	XP_008215235.1, XP_008215236.1, XP_001604858.2
OG0000426	XP_312914.4	XP_003425799.1, XP_003425800.1, XP_008203786.1, XP_016839812.1, XP_031782583.1
OG0000427	XP_003436270.1, XP_312058.4, XP_003436269.1, XP_003436268.1, XP_003436267.1	XP_016840422.1
OG0000428	XP_321512.5, XP_003435887.1, XP_561144.4	XP_001607956.2
OG0000429	XP_319540.5	XP_032455744.1, XP_031785495.1, XP_003426891.1, XP_032455743.1
OG0000430	XP_557414.3	XP_008211856.1, XP_008207390.1
OG0000431	XP_316294.4, XP_316291.4, XP_001688833.1, XP_001688831.1, XP_001688830.1, XP_001688700.1	XP_008216630.2
OG0000432	XP_001689031.1	XP_016838902.1, XP_016838898.1, XP_016838897.1, XP_016838901.1, XP_016838899.1, XP_032454127.1
OG0000433	XP_310972.5	XP_001604598.1
OG0000434	XP_311575.4, XP_001230815.2	XP_008213589.1, XP_008213590.1, XP_008213575.1, XP_001603384.1, XP_008213596.1
OG0000436	XP_320338.4	XP_016839429.1
OG0000436	XP_313820.5	XP_008215662.1
OG0000437	XP_312425.3, XP_003436143.1	XP_031777981.1, XP_031777979.1
OG0000438	XP_311834.5	XP_016843605.1, XP_031785753.1
OG0000439	XP_307918.5, XP_003436071.1, XP_003436072.1, XP_003436074.1, XP_003436073.1	XP_008209688.1, XP_008209684.1
OG0000440	XP_321521.2, XP_001230327.1, XP_321519.1	XP_016840210.1, XP_032454057.1, XP_001604636.1
OG0000441	XP_310080.3	XP_001603075.2
OG0000442	XP_316879.5	XP_016838282.1, XP_008209902.1, XP_008209903.1, XP_008209904.1, XP_008209905.1, XP_031779664.1, XP_031779663.1
OG0000443	XP_309467.4, XP_308975.4	XP_001608199.2, XP_032457005.1
OG0000444	XP_317600.4	XP_001602623.1
OG0000445	XP_319976.3	XP_003427100.3
OG0000445	XP_319978.4	XP_001603511.2
OG0000446	XP_309165.3	XP_001606211.2
OG0000447	XP_316880.5	XP_032451673.1, XP_003425526.1
OG0000448	XP_319042.4	XP_003428221.1, XP_032455151.1, XP_031786682.1, XP_001608037.1, XP_003428220.1
OG0000449	XP_315614.2, XP_315615.2	XP_001606175.1
OG0000451	XP_003436509.1, XP_562364.3	XP_001604727.2
OG0000452	XP_311528.4	XP_016841334.1
OG0000452	XP_316654.3	XP_031789446.1
OG0000453	XP_308836.4, XP_001237142.2	XP_001604723.2, XP_003424454.1
OG0000455	XP_317809.4	XP_016838988.1
OG0000456	XP_555204.2, XP_317211.3, XP_555205.1, XP_001237894.2	XP_001600253.1
OG0000457	XP_001238433.2, XP_321100.4, XP_321101.4	XP_016844324.1
OG0000458	XP_311395.2	XP_032451643.1, XP_008215535.1, XP_001608089.1
OG0000459	XP_311558.3	XP_016838263.1, XP_016838264.1, XP_001603840.2
OG0000461	XP_309203.5	XP_031784669.1
OG0000462	XP_321604.4, XP_003435861.1	XP_031787376.1, XP_032456918.1, XP_032456917.1, XP_032456920.1, XP_032456919.1, XP_032456922.1, XP_032456921.1
OG0000463	XP_319085.4, XP_321180.5, XP_309157.5	XP_031779415.1, XP_031779413.1, XP_031779414.1
OG0000464	XP_321465.5	XP_016838965.2
OG0000466	XP_319990.2, XP_319998.2, XP_553153.2, XP_001689142.1, XP_318720.4	XP_008206991.1
OG0000470	XP_317663.4, XP_317661.3, XP_317660.4	XP_001599548.1, XP_032455700.1
OG0000471	XP_317381.3	XP_003423940.1
OG0000475	XP_319656.4	XP_001603243.1
OG0000475	XP_550759.1	XP_016841347.1, XP_001607900.1
OG0000476	XP_314173.1	XP_001601958.2, XP_032457485.1, XP_001604463.1
OG0000477	XP_313167.3, XP_313166.3, XP_003436755.1	XP_008210669.1
OG0000478	XP_320165.3	XP_031780448.1, XP_031780447.1, XP_032452354.1, XP_032452355.1, XP_031780450.1, XP_016837594.1, XP_016837592.1, XP_016837593.1, XP_016837590.1, XP_016837591.1, XP_008217665.1, XP_008217664.1, XP_032452362.1, XP_032452361.1, XP_032452363.1, XP_032452360.1, XP_032452359.1, XP_032452358.1, XP_032452357.1, XP_032452356.1, XP_031780449.1
OG0000479	XP_316228.4	XP_031778239.1, XP_008213887.2, XP_031786921.1
OG0000480	XP_307766.1, XP_307768.1, XP_307762.3, XP_307760.4	XP_031780263.1
OG0000482	XP_320255.4	XP_032453419.1
OG0000483	XP_311551.4, XP_311550.4, XP_559053.3	XP_001608165.1
OG0000484	XP_321460.4, XP_321461.4	XP_001602502.1
OG0000485	XP_316898.4	XP_001605767.2
OG0000486	XP_564581.3	XP_008213346.1
OG0000487	XP_310954.5	XP_032455202.1, XP_001606464.1
OG0000488	XP_561157.5, XP_314246.4	XP_001601818.1
OG0000489	XP_564036.3	XP_016837403.1, XP_016837402.1, XP_001606406.1
OG0000490	XP_320879.4	XP_001607619.1, XP_003426368.1
OG0000491	XP_309956.4	XP_031780312.1
OG0000492	XP_001689170.1, XP_319114.3	XP_016838604.1
OG0000493	XP_313157.5	XP_001606446.1
OG0000494	XP_309932.4, XP_552428.3, XP_309739.4, XP_314529.4	XP_008209090.1
OG0000495	XP_001688655.1, XP_315399.4	XP_001605421.2
OG0000496	XP_001237119.2	XP_032455901.1, XP_031784833.1, XP_032455902.1, XP_001599376.2, XP_008211153.1, XP_031784819.1, XP_008211168.1, XP_032455905.1
OG0000497	XP_001689344.2	XP_031784607.1
OG0000497	XP_314947.4	XP_008214544.1, NP_001234889.1
OG0000498	XP_314112.3	NP_001155064.1, XP_008212167.1, NP_001155065.1
OG0000500	XP_311090.5	XP_031782916.1
OG0000501	XP_310059.4	XP_008201869.1
OG0000501	XP_311103.5	XP_031787682.1
OG0000502	XP_308521.3	XP_016842142.1
OG0000503	XP_001237084.1, XP_001238802.1	XP_001607534.1, XP_032454297.1, XP_032454298.1
OG0000504	XP_314690.4, XP_318891.4	XP_031781149.1, NP_001165104.1, XP_003427192.2, XP_031779647.1, XP_031779646.1
OG0000505	XP_001689117.2	XP_016841579.1
OG0000506	XP_314755.4	XP_016843484.1, XP_001599961.2
OG0000507	XP_001238394.2, XP_001230950.3	XP_008213360.1, XP_016843129.1, XP_016842622.1, XP_016842183.1, XP_016837476.1, XP_016837085.1, XP_003423804.1, XP_031780578.1, XP_016843583.1, XP_001599834.1, XP_001599861.1, XP_016843590.1, XP_003426707.1, XP_003425836.1, XP_003424275.1, NP_001155164.1
OG0000509	XP_316401.4	XP_031783266.1, XP_031783265.1
OG0000509	XP_312654.5, XP_312655.5, XP_551967.2	XP_001606021.5
OG0000510	XP_308808.4, XP_001688096.1	XP_008202202.1, XP_001604263.2, XP_032453570.1, XP_032453569.1, XP_003425368.1
OG0000512	XP_003436909.1, XP_001237355.2, XP_566342.2, XP_311072.4, XP_001237356.2	NP_001157595.1, NP_001157608.1, NP_001157593.1, NP_001157594.1
OG0000513	XP_552793.1	XP_016837401.1, XP_008217853.1, XP_016837195.1, XP_031779079.1, XP_016837199.1, XP_031780766.1, XP_031787351.1, XP_003426687.1, XP_008207229.1, XP_031782796.1, XP_032454011.1, XP_031789617.1, XP_008212345.1, XP_008212346.1, XP_008212746.1, XP_008212752.1, XP_016838571.1, XP_008207020.1, XP_016839932.1
OG0000516	XP_307965.4	XP_001606521.1, XP_032455232.1, XP_008214752.1, XP_032455233.1
OG0000517	XP_312302.3	XP_001601686.1, XP_031779569.1
OG0000518	XP_308156.3, XP_001687847.1, XP_001687848.1	XP_016838586.1, XP_001600600.1, XP_008211112.1, XP_032457481.1
OG0000519	XP_315418.4, XP_001688658.1, XP_001688657.1	XP_031789290.1
OG0000520	XP_314101.4	XP_032455084.1
OG0000520	XP_315538.3	XP_031789621.1, XP_031789620.1, XP_031789619.1, XP_008212315.1, XP_008212316.1, XP_001603260.2, XP_032455065.1
OG0000521	XP_310260.5	XP_003426376.1
OG0000522	XP_003436838.1, XP_003436837.1, XP_001238821.3	XP_001601022.2
OG0000523	XP_319932.4	XP_008204677.2
OG0000524	XP_321954.3, XP_320175.3	XP_016839569.1, XP_001608167.1, XP_032456974.1, XP_032456973.1
