Orthogroup	Anopheles_gambiae	Drosophila_melanogaster
OG0000253	XP_316966.4	NP_001263132.1
OG0000254	XP_312967.3, XP_003436712.1	NP_001368946.1
OG0000255	XP_003436960.1, XP_310845.5	NP_572436.1
OG0000256	XP_307890.5	NP_732900.1
OG0000257	XP_321870.5	NP_001262861.1
OG0000257	XP_321869.5, XP_001689370.2, XP_003435798.1, XP_321867.5, XP_321865.3	NP_001287485.1
OG0000258	XP_551868.2, XP_317054.1, XP_320222.2, XP_551869.1, XP_320226.1, XP_320224.2, XP_320225.1	NP_995903.1, NP_611442.1, NP_611445.1, NP_001286619.1
OG0000260	XP_550846.3	NP_001261383.1
OG0000260	XP_312337.4	NP_572306.1
OG0000261	XP_315985.3, XP_001688761.1	NP_001286161.1, NP_610318.1, NP_610319.2
OG0000263	XP_001687857.1, XP_564524.3, XP_001687858.1	NP_001285111.1
OG0000264	XP_001688533.1, XP_314137.4	NP_001033939.2
OG0000264	XP_311594.2	NP_476735.1
OG0000265	XP_319555.4, XP_312273.4, XP_003436201.1	NP_649517.1, NP_650190.1
OG0000265	XP_001688869.1, XP_316477.4	NP_726038.1
OG0000266	XP_310704.3	NP_524387.1
OG0000266	XP_308081.2	NP_001285202.1
OG0000268	XP_309197.1, XP_003437164.1, XP_003437165.1, XP_560220.3, XP_001688171.2, XP_311384.3, XP_311355.3, XP_307829.2	NP_001285901.1, NP_001262995.1
OG0000269	XP_315017.4	NP_001284901.1
OG0000270	XP_003436281.1, XP_312025.4, XP_003436282.1	NP_001034048.2
OG0000270	XP_003436280.1, XP_312026.4	NP_001163596.2
OG0000271	XP_311184.3	NP_001014620.1
OG0000271	XP_312761.3, XP_003436383.1	NP_731788.1, NP_731790.1
OG0000272	XP_308042.3, XP_001230608.1	NP_995675.1
OG0000272	XP_309153.3	NP_001162795.1
OG0000272	XP_314691.2	NP_001356885.1
OG0000273	XP_308599.4, XP_001688028.1	NP_001097437.1
OG0000274	XP_317143.4, XP_318742.4, XP_318623.4	NP_001014485.3
OG0000274	XP_319531.4	NP_001036681.1
OG0000275	XP_001237830.2	NP_648909.1
OG0000276	XP_320369.4, XP_320367.3, XP_318052.4	NP_001014558.1, NP_001033984.1, NP_001285685.1, NP_001033983.1, NP_651173.2, NP_651174.2, NP_610507.1, NP_724813.1, NP_610510.2
OG0000276	XP_312077.3	NP_001284816.1, NP_001245486.2, NP_572313.1
OG0000276	XP_003436154.1, XP_312380.3	NP_649535.2
OG0000277	XP_315597.3, XP_001688685.1, XP_001688686.1	NP_647800.1
OG0000278	XP_307914.5, XP_003436076.1	NP_612039.1, NP_647794.1
OG0000279	XP_308623.4	NP_001137708.2, NP_001356890.1
OG0000280	XP_001238321.1, XP_552131.1, XP_001688631.1	NP_001260503.1
OG0000280	XP_001237207.1	NP_001286483.1
OG0000281	XP_312382.3	NP_001350861.1
OG0000283	XP_315855.4	NP_001286595.1
OG0000284	XP_003436098.1, XP_003436097.1, XP_312601.2	NP_727448.1
OG0000284	XP_308964.2	NP_001259432.1
OG0000285	XP_555434.3, XP_312667.5	NP_001188680.1
OG0000285	XP_309398.1	NP_001163186.1
OG0000286	XP_309986.3	NP_729792.1
OG0000287	XP_315240.3	NP_001036660.1
OG0000287	XP_320482.3	NP_001260729.1
OG0000288	XP_552525.3	NP_476934.2
OG0000288	XP_319330.4	NP_001188784.1
OG0000289	XP_319051.2	NP_001303316.1
OG0000290	XP_312763.5, XP_003436385.1, XP_311719.5, XP_001688330.2, XP_311708.5, XP_564544.3, XP_308195.3	NP_611414.1, NP_001261088.1, NP_001261089.1, NP_001246418.1, NP_001261090.1, NP_611418.1, NP_725142.3, NP_725141.1, NP_725143.1, NP_001260918.1, NP_788335.2
OG0000291	XP_308831.4	NP_648884.1
OG0000291	XP_001689411.1	NP_648883.1, NP_648882.1
OG0000292	XP_312445.4	NP_001245573.1
OG0000295	XP_564212.2	NP_611878.1
OG0000296	XP_316088.3	NP_573076.1, NP_001096988.2
OG0000297	XP_307380.3, XP_313180.3, XP_313181.1	NP_651357.1, NP_570016.1, NP_651358.4, NP_001287525.1
OG0000297	XP_309482.3	NP_651265.1
OG0000298	XP_003436069.1, XP_307929.5	NP_650963.2
OG0000300	XP_315560.2	NP_648000.1
OG0000300	XP_311179.3	NP_001285398.1
OG0000301	XP_003437208.1, XP_003437207.1, XP_003437206.1, XP_558699.5	NP_572721.1
OG0000301	XP_555875.4	NP_525031.1
OG0000302	XP_320795.4	NP_001246314.1
OG0000302	XP_559969.3	NP_730054.1
OG0000303	XP_562126.3	NP_609514.1, NP_730670.1, NP_572924.1, NP_730671.1, NP_648026.1
OG0000304	XP_309314.4	NP_788277.1
OG0000305	XP_563311.4	NP_001284764.1, NP_650013.3, NP_650012.2
OG0000307	XP_321110.5	NP_650089.1
OG0000308	XP_003436758.1, XP_313171.5	NP_001261704.1
OG0000309	XP_314908.3	NP_651063.1
OG0000310	XP_554747.3	NP_001286754.1
OG0000311	XP_308653.4	NP_477380.1
OG0000312	XP_314530.4	NP_001286891.1
OG0000313	XP_317714.4, XP_317713.4, XP_319608.4, XP_003435856.1, XP_003435855.1, XP_321620.4	NP_001262580.1, NP_727588.2
OG0000314	XP_001230545.2, XP_309706.4	NP_611815.3
OG0000314	XP_313795.3	NP_001287244.1
OG0000316	XP_024667073.1	NP_611157.1
OG0000316	XP_024667074.1	NP_611470.1
OG0000317	XP_313902.4	NP_732413.1
OG0000318	XP_315871.3	NP_611119.1
OG0000318	XP_318652.3	NP_609354.1
OG0000319	XP_001688115.1, XP_308867.3	NP_523751.2
OG0000320	XP_564296.2, XP_310187.3	NP_001285825.1, NP_476734.1
OG0000321	XP_319900.4	NP_523551.1
OG0000322	XP_309035.3, XP_001237166.1, XP_001688149.1, XP_308997.4	NP_996040.1
OG0000323	XP_321271.5	NP_524359.2
OG0000324	XP_319063.4	NP_001162819.1
OG0000324	XP_307908.4	NP_001189070.1
OG0000326	XP_321051.5, XP_321052.5	NP_001246635.1
OG0000327	XP_316546.4	NP_001246651.1
OG0000328	XP_310755.5, XP_314286.4	NP_572957.1
OG0000328	XP_314523.4, XP_003436455.1, XP_314254.5, XP_317349.4, XP_310606.5, XP_316459.3, XP_316457.2, XP_316453.3, XP_316479.4, XP_316454.2, XP_316455.3, XP_310756.4	NP_001284979.1, NP_001245671.1, NP_524689.2, NP_648386.1, NP_001262608.1, NP_001287282.1, NP_650061.1, NP_650062.1, NP_611950.1, NP_001188917.1, NP_649651.2, NP_001286095.1, NP_648384.1, NP_001034029.2, NP_001246284.1, NP_725234.2, NP_611582.1, NP_611581.1, NP_727412.2
OG0000330	XP_309352.4	NP_523672.1
OG0000331	XP_310335.3, XP_003436613.1, XP_003436612.1	NP_572986.1, NP_001285254.1, NP_001285253.1
OG0000332	XP_566006.4	NP_651838.1
OG0000333	XP_312762.5, XP_003436384.1	NP_731787.1, NP_650273.2, NP_650274.2
OG0000334	XP_314676.4	NP_001260523.1, NP_724023.1, NP_001097168.1, NP_609817.1
OG0000335	XP_003436883.1, XP_316737.3	NP_649526.2, NP_608439.2, NP_001285956.1, NP_001015401.1
OG0000336	XP_307640.4, XP_313669.5	NP_001286141.1
OG0000337	XP_308411.4, XP_001687921.1	NP_001097630.2
OG0000338	XP_316824.5	NP_001303553.1, NP_728030.2
OG0000338	XP_319663.4, XP_319430.4	NP_001245442.1, NP_001285408.1
OG0000339	XP_312776.3	NP_649788.2
OG0000339	XP_318978.3	NP_001245907.1
OG0000340	XP_320471.4	NP_726025.1, NP_611123.2
OG0000341	XP_319890.3	NP_001284896.1
OG0000342	XP_316483.4	NP_649266.1
OG0000343	XP_312298.5	NP_001287571.1
OG0000343	XP_309450.4, XP_309446.4	NP_001262181.1
OG0000344	XP_001237160.2	NP_001246528.1
OG0000345	XP_318033.4	NP_610946.1
OG0000347	XP_319116.4	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1
OG0000349	XP_309063.4	NP_650967.2
OG0000350	XP_308023.5	NP_726992.2
OG0000351	XP_321705.4	NP_001286398.1
OG0000352	XP_001687947.1, XP_308460.4	NP_001259266.1
OG0000356	XP_318661.2, XP_314462.2	NP_001163468.1
OG0000356	XP_314108.4, XP_313271.1, XP_313719.3, XP_001687816.1	NP_728338.2
OG0000357	XP_319323.3	NP_001137674.2
OG0000358	XP_315015.1	NP_001286927.1
OG0000360	XP_311565.4	NP_001246235.1
OG0000361	XP_320718.4	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2
OG0000362	XP_315999.4	NP_647710.1
OG0000362	XP_315998.4	NP_523888.1
OG0000363	XP_310546.5	NP_609157.3
OG0000363	XP_551277.4	NP_651519.1
OG0000363	XP_313887.5	NP_610707.2
OG0000363	XP_001687778.2	NP_651999.1
OG0000364	XP_319428.4	NP_001245832.1
OG0000364	XP_308650.4	NP_523936.2, NP_572633.1
OG0000365	XP_316149.4	NP_729619.1
OG0000366	XP_001688691.1, XP_315611.3	NP_001261898.1
OG0000367	XP_561080.4, XP_313654.5	NP_001286000.1
OG0000368	XP_310154.1	NP_001285984.1
OG0000369	XP_559235.3, XP_311598.4, XP_559067.3	NP_649024.1
OG0000370	XP_313875.2	NP_648711.1
OG0000370	XP_313874.5	NP_001356925.1
OG0000372	XP_310552.5, XP_003437022.1	NP_788925.2, NP_728118.2
OG0000375	XP_314533.4	NP_001262227.1
OG0000376	XP_314270.5	NP_611476.3
OG0000377	XP_321752.4	NP_476977.1
OG0000378	XP_313201.4	NP_996298.1
OG0000379	XP_311845.5, XP_003436359.1	NP_001162668.2
OG0000380	XP_319182.3, XP_553933.2	NP_524672.1
OG0000381	XP_003436397.1, XP_312797.5	NP_727418.1
OG0000381	XP_309483.4	NP_001262919.1, NP_524921.1, NP_524937.1
OG0000382	XP_317621.2	NP_001259313.1, NP_610213.1
OG0000384	XP_555061.3	NP_001189151.1
OG0000384	XP_320635.4	NP_001188547.1
OG0000385	XP_001237800.1, XP_316640.4	NP_611305.1
OG0000386	XP_310698.4, XP_307577.3, XP_313941.3	NP_001259349.1
OG0000387	XP_315272.3, XP_315274.4, XP_315275.3	NP_608955.1
OG0000387	XP_557068.3, XP_001688865.1	NP_001262088.1
OG0000388	XP_001237266.2	NP_001285744.1
OG0000388	XP_308405.3, XP_001687920.1	NP_523952.2
OG0000389	XP_318057.3, XP_307582.4	NP_651184.1
OG0000390	XP_313066.5	NP_001262485.1
OG0000390	XP_309960.4	NP_001036599.1
OG0000394	XP_321253.4	NP_001285181.1, NP_569887.1, NP_001259118.1
OG0000395	XP_321695.5	NP_001262738.1
OG0000396	XP_319041.4, XP_321974.4, XP_320780.3	NP_609571.1, NP_572912.1, NP_001285222.1
OG0000397	XP_318514.3	NP_649233.2
OG0000398	XP_309559.3	NP_611475.3
OG0000399	XP_309168.4	NP_001285311.1
OG0000400	XP_316257.4	NP_650344.2, NP_650343.1, NP_650345.1, NP_996209.2
OG0000400	XP_003435910.1, XP_321381.5	NP_001259479.1
OG0000401	XP_312250.5	NP_651350.2
OG0000402	XP_321943.2, XP_003435776.1	NP_001247052.1
OG0000403	XP_318819.3	NP_723263.2
OG0000405	XP_318737.3	NP_609402.1
OG0000405	XP_316198.4	NP_723611.1
OG0000406	XP_001689338.1	NP_650571.2
OG0000406	XP_307722.3, XP_001230565.1, XP_313255.4, XP_307721.3, XP_003436506.1, XP_313253.4	NP_649888.1
OG0000407	XP_311485.3	NP_001261909.1, NP_648820.1, NP_001261908.1, NP_001189114.1
OG0000408	XP_320166.4	NP_001261876.1
OG0000409	XP_001238816.1, XP_003436394.1, XP_003436391.1, XP_003436393.1, XP_003436392.1	NP_001247003.1
OG0000411	XP_308807.4	NP_730248.2
OG0000411	XP_310523.5	NP_570017.1
OG0000412	XP_314315.3	NP_001246627.1
OG0000412	XP_003436454.1, XP_314252.4, XP_003436453.1	NP_573357.1, NP_001259699.1
OG0000413	XP_309828.4	NP_523375.2
OG0000415	XP_003436539.1, XP_313377.5	NP_733403.1
OG0000416	XP_308374.4	NP_995952.1, NP_476818.1
OG0000417	XP_312988.5, XP_560742.5	NP_001097759.1
OG0000417	XP_560264.4	NP_001246053.1
OG0000418	XP_307899.5	NP_001247272.1
OG0000418	XP_313370.5	NP_001246512.1
OG0000419	XP_317521.4, XP_024667069.1	NP_001260362.1, NP_001285558.1
OG0000420	XP_316443.2, XP_316444.3	NP_726324.3
OG0000421	XP_309225.5	NP_477105.2
OG0000423	XP_319395.3	NP_651694.1
OG0000424	XP_001688490.1, XP_313956.1, XP_001688486.1, XP_001688493.1, XP_001688491.1, XP_001688484.1, XP_001688492.1, XP_001688488.1, XP_001688489.1, XP_001688485.1, XP_001688487.1	NP_725192.2, NP_001036538.3, NP_001036539.1
OG0000425	XP_001688755.1, XP_315971.4	NP_647811.2
OG0000426	XP_312914.4	NP_001163740.1
OG0000427	XP_003436270.1, XP_312058.4, XP_003436269.1, XP_003436268.1, XP_003436267.1	NP_732572.1
OG0000428	XP_321512.5, XP_003435887.1, XP_561144.4	NP_001263092.1
OG0000428	XP_312088.4	NP_001097741.1
OG0000429	XP_319540.5	NP_788728.1
OG0000430	XP_557414.3	NP_001286094.1
OG0000431	XP_316294.4, XP_316291.4, XP_001688833.1, XP_001688831.1, XP_001688830.1, XP_001688700.1	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1
OG0000432	XP_001689031.1	NP_001260310.1
OG0000433	XP_309822.4	NP_001137612.1, NP_001014501.1
OG0000434	XP_311575.4, XP_001230815.2	NP_001261100.1
OG0000436	XP_320338.4	NP_001246364.1
OG0000436	XP_313820.5	NP_651178.1
OG0000437	XP_312425.3, XP_003436143.1	NP_001287127.1
OG0000438	XP_312793.5	NP_001247098.1
OG0000438	XP_311834.5	NP_650405.2
OG0000439	XP_307918.5, XP_003436071.1, XP_003436072.1, XP_003436074.1, XP_003436073.1	NP_647622.1, NP_001261264.1
OG0000440	XP_562586.3, XP_003436584.1, XP_003436583.1, XP_003436582.1	NP_651672.1
OG0000440	XP_321521.2, XP_001230327.1, XP_321519.1	NP_650722.1, NP_650720.1, NP_001260388.1
OG0000441	XP_559886.3	NP_609592.1, NP_608952.2
OG0000441	XP_310080.3	NP_001162891.1
OG0000442	XP_316879.5	NP_001259518.1
OG0000443	XP_309467.4	NP_001260942.1
OG0000443	XP_308975.4	NP_610331.1
OG0000444	XP_317600.4	NP_609032.1
OG0000445	XP_319976.3	NP_723044.1
OG0000445	XP_319978.4	NP_001260071.1
OG0000446	XP_309165.3	NP_001263109.1
OG0000447	XP_316880.5	NP_727696.2
OG0000448	XP_319042.4	NP_651721.1
OG0000449	XP_315614.2, XP_315615.2	NP_001246778.1, NP_001246777.1
OG0000451	XP_003436509.1, XP_562364.3	NP_609750.1, NP_730966.1
OG0000452	XP_311528.4	NP_001260946.1
OG0000452	XP_316654.3	NP_001286988.1
OG0000453	XP_308836.4, XP_001237142.2	NP_001246225.1
OG0000454	XP_001238331.2	NP_610614.1
OG0000456	XP_555204.2, XP_317211.3, XP_555205.1, XP_001237894.2	NP_608737.1, NP_651434.3
OG0000457	XP_001238433.2, XP_321100.4, XP_321101.4	NP_001368957.1
OG0000458	XP_311395.2	NP_611606.1
OG0000459	XP_311558.3	NP_001356963.1
OG0000460	XP_309721.4	NP_001015257.2
OG0000460	XP_001688243.1, XP_563948.3	NP_001015261.3
OG0000461	XP_309203.5	NP_001285280.1
OG0000462	XP_321604.4, XP_003435861.1	NP_001261842.1
OG0000463	XP_321180.5	NP_001245447.1
OG0000463	XP_309157.5	NP_001096965.1
OG0000464	XP_321465.5	NP_651860.2, NP_733051.2
OG0000466	XP_319990.2, XP_319998.2, XP_553153.2, XP_001689142.1, XP_318720.4	NP_609172.1
OG0000467	XP_321775.5	NP_001246713.1
OG0000468	XP_318937.4	NP_001260343.1
OG0000469	XP_311819.3	NP_651781.1
OG0000470	XP_317663.4, XP_317661.3, XP_317660.4	NP_609192.1, NP_001097055.2, NP_001097056.3, NP_001138069.2
OG0000471	XP_317381.3	NP_001188992.1
OG0000472	XP_003437138.1	NP_001285147.1
OG0000475	XP_319656.4	NP_609588.1
OG0000475	XP_003436016.1	NP_649643.1
OG0000475	XP_550759.1	NP_651050.1, NP_651051.1, NP_476998.1, NP_649644.1
OG0000476	XP_314173.1	NP_001285980.1
OG0000477	XP_313167.3, XP_313166.3, XP_003436755.1	NP_728869.1
OG0000478	XP_320165.3	NP_001027127.1
OG0000479	XP_316228.4	NP_524809.2
OG0000480	XP_307766.1, XP_307768.1, XP_307762.3, XP_307760.4	NP_001027106.1, NP_511050.1, NP_728924.2
OG0000482	XP_320255.4	NP_001368949.1
OG0000482	XP_319851.4	NP_001260521.1
OG0000483	XP_311551.4, XP_311550.4, XP_559053.3	NP_610217.1, NP_611859.1
OG0000484	XP_321460.4, XP_321461.4	NP_001163649.1
OG0000485	XP_316898.4	NP_001286073.1, NP_001286071.1
OG0000486	XP_564581.3	NP_611374.1
OG0000487	XP_310954.5	NP_651901.3
OG0000488	XP_561157.5, XP_314246.4	NP_001286563.1
OG0000489	XP_564036.3	NP_001284957.1
OG0000490	XP_320879.4	NP_001287103.1
OG0000491	XP_309956.4	NP_788278.1
OG0000492	XP_001689170.1, XP_319114.3	NP_001036362.1
OG0000493	XP_313157.5	NP_996214.1
OG0000494	XP_309932.4, XP_552428.3, XP_309739.4	NP_611728.1
OG0000494	XP_314529.4	NP_611841.1
OG0000495	XP_001688655.1, XP_315399.4	NP_612040.1
OG0000496	XP_001237119.2	NP_523937.2
OG0000497	XP_001689344.2	NP_001036687.1
OG0000497	XP_314947.4	NP_001261016.1
OG0000498	XP_314112.3	NP_611046.2
OG0000499	XP_553610.3	NP_610430.1
OG0000500	XP_311090.5	NP_001245427.1
OG0000501	XP_310059.4	NP_001261211.1
OG0000501	XP_311103.5	NP_001261207.1
OG0000502	XP_308521.3	NP_610226.2
OG0000502	XP_308519.3	NP_724489.1
OG0000503	XP_001237084.1, XP_001238802.1	NP_001163291.1
OG0000504	XP_314690.4	NP_477213.1
OG0000504	XP_318891.4	NP_609349.1
OG0000505	XP_001689117.2	NP_001285501.1
OG0000506	XP_314755.4	NP_001334747.1
OG0000507	XP_001238394.2, XP_001230950.3	NP_001033959.1
OG0000508	XP_320054.4	NP_001287331.1, NP_001188841.1
OG0000509	XP_312654.5, XP_312655.5	NP_523768.1, NP_001286518.1
OG0000509	XP_551967.2	NP_477262.1
OG0000510	XP_308808.4, XP_001688096.1	NP_001246792.1
OG0000513	XP_552793.1	NP_610051.2
OG0000516	XP_307965.4	NP_476699.1
OG0000517	XP_321854.5	NP_649495.1
OG0000517	XP_312302.3	NP_732486.2
OG0000518	XP_308156.3, XP_001687847.1, XP_001687848.1	NP_001137633.1
OG0000519	XP_315418.4, XP_001688658.1, XP_001688657.1	NP_648378.1
OG0000520	XP_314101.4	NP_609115.1
OG0000520	XP_315538.3	NP_647817.2
OG0000521	XP_310260.5	NP_001303469.1
OG0000522	XP_003436838.1, XP_003436837.1, XP_001238821.3	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1
OG0000523	XP_319932.4	NP_001286646.1, NP_001369113.1
OG0000524	XP_321954.3, XP_320175.3	NP_001260948.1, NP_649370.1, NP_649374.1
OG0000525	XP_313810.3	NP_001263050.1
OG0000526	XP_316916.3, XP_313700.4	NP_610483.1
OG0000528	XP_001689312.2, XP_320991.5	NP_650142.1
OG0000528	XP_550752.3	NP_608978.2
OG0000529	XP_317672.2	NP_722721.1
OG0000531	XP_316287.2, XP_001688829.1, XP_316285.1, XP_316283.1	NP_788446.2, NP_728521.1, NP_788462.2, NP_788394.1, NP_001286526.1, NP_648181.2, NP_788325.2, NP_731791.2, NP_788473.1, NP_731479.3, NP_612029.1, NP_001261182.1
OG0000533	XP_309387.4	NP_726548.1
OG0000536	XP_321068.3, XP_003436941.1	NP_731632.1
OG0000536	XP_321152.5	NP_524406.1
OG0000537	XP_315491.4	NP_001246303.1
OG0000537	XP_318625.3	NP_001188817.2
OG0000537	XP_318596.3	NP_001260486.1
OG0000538	XP_317268.4	NP_001137782.1
OG0000538	XP_317265.4	NP_001097131.2
OG0000540	XP_001688697.1, XP_001688696.1, XP_315641.3, XP_001688698.1, XP_306771.3	NP_729446.1
OG0000543	XP_003437124.1, XP_003437125.1, XP_316855.5	NP_001259662.1
OG0000544	XP_315500.4, XP_001688667.1, XP_001688668.1, XP_001688669.1, XP_315501.4, XP_003435725.1, XP_001688666.1	NP_647761.1, NP_648389.3
OG0000544	XP_308971.4	NP_001260884.1
OG0000546	XP_318463.5	NP_648629.1
OG0000546	XP_001689122.2, XP_318467.5, XP_001231158.1	NP_001097313.1, NP_001097312.1, NP_001097311.1, NP_001097310.1
OG0000547	XP_311559.3, XP_309676.3	NP_511062.1
OG0000551	XP_565802.4	NP_001259638.1, NP_573191.1
OG0000551	XP_310618.5, XP_316954.4	NP_723383.1
OG0000552	XP_317397.3	NP_001286811.1
OG0000553	XP_550942.3, XP_003435963.1, XP_003435964.1	NP_001189023.1
OG0000554	XP_313279.4	NP_651415.1
OG0000555	XP_318655.2	NP_001259584.1, NP_001033936.1
OG0000556	XP_315740.4	NP_647674.1
OG0000557	XP_309438.2	NP_573098.1
OG0000559	XP_311035.4	NP_001285224.1
OG0000560	XP_312915.3	NP_001287513.1
OG0000561	XP_308120.4, XP_306833.2	NP_001285680.1
OG0000561	XP_308116.4, XP_003436650.1	NP_648220.1
OG0000562	XP_311518.4	NP_477210.1
OG0000563	XP_320678.4	NP_648501.1
OG0000564	XP_001238804.3, XP_003437140.1	NP_001097215.1
OG0000565	XP_001688519.1	NP_001286175.1
OG0000566	XP_309696.2, XP_308088.4, XP_308089.4, XP_001687840.1	NP_648610.1, NP_001262027.1, NP_649076.1, NP_648612.1
OG0000567	XP_311354.2	NP_001284997.1
OG0000568	XP_001238825.3, XP_001238828.3, XP_001238827.3, XP_313857.3, XP_024667106.1, XP_003436840.1, XP_003436842.1, XP_003436843.1, XP_003436844.1, XP_003436845.1, XP_003436846.1	NP_477170.1
OG0000569	XP_321951.2	NP_524209.3
OG0000569	XP_321336.5	NP_524233.1
OG0000570	XP_003436910.1, XP_003436911.1, XP_003436912.1, XP_566336.2	NP_572801.2
OG0000571	XP_310604.5	NP_524625.3
OG0000572	XP_319953.4, XP_313213.4	NP_001033956.2
OG0000574	XP_024667097.1	NP_610901.1
OG0000575	XP_307788.5, XP_003436433.1	NP_996071.2
OG0000575	XP_318465.5, XP_003436687.1	NP_650108.2, NP_001097598.1, NP_001097597.2
OG0000576	XP_555680.3, XP_317659.3	NP_001285799.1
OG0000582	XP_001688531.1, XP_314126.2	NP_725208.1
OG0000582	XP_315519.4	NP_647703.1
OG0000583	XP_321317.5, XP_003435926.1, XP_003435925.1, XP_321314.5, XP_003435924.1	NP_001262876.1
OG0000584	XP_001237856.2, XP_003436985.1, XP_310701.5	NP_731825.1
OG0000585	XP_321716.4, XP_003435822.1	NP_001262720.1
OG0000586	XP_308512.4	NP_001285420.1, NP_477101.1
OG0000587	XP_309520.2	NP_001247005.1
OG0000588	XP_312032.5	NP_477442.1
OG0000589	XP_001688736.1, XP_001688735.1, XP_315853.4	NP_608365.1, NP_648309.1
OG0000591	XP_310353.5	NP_001246992.1
OG0000591	XP_307855.3	NP_476947.1
OG0000593	XP_309968.4, XP_309969.4	NP_001261723.1
OG0000594	XP_310412.7	NP_649931.1
OG0000595	XP_309498.4	NP_001260766.1
OG0000595	XP_310612.5	NP_650716.2
OG0000596	XP_308406.4	NP_648080.1
OG0000596	XP_313021.5	NP_524734.2
OG0000597	XP_314086.4	NP_648493.3
OG0000598	XP_308205.4, XP_308207.2	NP_001259605.1
OG0000598	XP_309229.4, XP_003437180.1	NP_722858.1
OG0000598	XP_320315.3	NP_569881.1, NP_001259120.1
OG0000599	XP_315432.4	NP_731390.1, NP_001163573.1
OG0000600	XP_319201.4	NP_001259884.1
OG0000601	XP_313009.1	NP_649628.2
OG0000601	XP_313005.4	NP_649627.1
OG0000602	XP_311846.5	NP_726945.1
OG0000602	XP_001689086.1, XP_318026.4	NP_572182.1
OG0000603	XP_561377.5, XP_313270.4	NP_649556.3
OG0000604	XP_312372.4, XP_003436156.1, XP_003436155.1, XP_003436158.1, XP_003436157.1	NP_001247314.1, NP_001262985.1
OG0000605	XP_557495.3, XP_001688419.2	NP_611872.1
OG0000605	XP_552389.1	NP_648161.1, NP_727638.2, NP_001261216.1
OG0000609	XP_319246.4	NP_524612.2
OG0000611	XP_313775.4	NP_001014525.1
OG0000612	XP_317513.3	NP_001137800.1
OG0000613	XP_310601.5	NP_001285721.1
OG0000614	XP_321424.5	NP_001036762.2, NP_001015499.4
OG0000614	XP_559011.3	NP_001262793.1
OG0000616	XP_311535.4	NP_610925.3
OG0000619	XP_316024.4	NP_650283.1
OG0000620	XP_552567.1	NP_001262966.1
OG0000621	XP_311411.3	NP_608616.2
OG0000622	XP_563974.2	NP_001260824.1
OG0000623	XP_321862.3	NP_651455.1
OG0000624	XP_001687886.1, XP_308292.3	NP_608663.1, NP_608668.2
OG0000625	XP_311150.5	NP_523364.2
OG0000626	XP_309478.3	NP_001286578.1
OG0000627	XP_313991.3, XP_308941.4	NP_650034.1, NP_001246511.1
OG0000628	XP_003435800.1	NP_001097685.2
OG0000629	XP_307949.3	NP_476685.1
OG0000631	XP_315856.4	NP_001188974.1, NP_001261083.1
OG0000632	XP_306246.4	NP_648413.1
OG0000633	XP_314784.2	NP_611209.1
OG0000634	XP_319410.4	NP_001285932.1
OG0000636	XP_319577.4	NP_001036454.1
OG0000637	XP_310856.5	NP_570060.1, NP_731045.1
OG0000638	XP_562148.4	NP_001015096.2
OG0000639	XP_309308.4	NP_524132.1
OG0000640	XP_003436963.1, XP_310820.4, XP_003436962.1	NP_001284902.1, NP_647886.2
OG0000641	XP_316424.3	NP_611356.1
OG0000642	XP_311230.3, XP_003437068.1, XP_003437069.1	NP_001286255.1
OG0000643	XP_560259.3	NP_651971.2
OG0000643	XP_309230.3	NP_572287.1
OG0000644	XP_001688516.1	NP_524980.1
OG0000645	XP_315876.4	NP_573262.2
OG0000645	XP_001688363.2	NP_650014.2
OG0000646	XP_003437070.1	NP_572168.1
OG0000646	XP_315052.4	NP_612043.1
OG0000647	XP_321059.2	NP_001356889.1
OG0000648	XP_318105.4	NP_476755.1
