Orthogroup	Anopheles_gambiae	Bombyx_mori
OG0000263	XP_001687857.1, XP_564524.3, XP_001687858.1	XP_012549376.1, NP_001040274.1
OG0000264	XP_001688533.1, XP_314137.4	NP_001037358.2
OG0000264	XP_311594.2	XP_037875045.1, NP_001037084.1
OG0000265	XP_001688869.1, XP_316477.4	NP_001138797.1
OG0000266	XP_310704.3	NP_001040464.1
OG0000266	XP_308081.2	XP_012544346.1, NP_001037083.1
OG0000268	XP_559140.3	XP_037870103.1
OG0000268	XP_309197.1, XP_003437164.1, XP_003437165.1, XP_560220.3, XP_001688171.2, XP_311384.3, XP_311355.3, XP_307829.2	XP_021204157.1
OG0000269	XP_315017.4	XP_004924161.2
OG0000270	XP_003436280.1, XP_312026.4	NP_001171666.1
OG0000271	XP_311184.3	XP_037870196.1, NP_001036913.1
OG0000271	XP_312761.3, XP_003436383.1	XP_021203229.1, NP_001036977.1
OG0000272	XP_308042.3, XP_001230608.1	NP_001091830.1, XP_037866711.1
OG0000272	XP_309153.3, XP_314691.2	NP_001166818.1, XP_012549099.1
OG0000274	XP_317143.4, XP_318742.4, XP_318623.4	XP_037866704.1
OG0000274	XP_319531.4	XP_021202962.1, XP_021202959.1
OG0000275	XP_001237830.2	XP_004924792.1
OG0000276	XP_320369.4, XP_320367.3, XP_318052.4	XP_037866436.1, XP_004929246.1, XP_037866435.1, XP_004929247.1, XP_037866643.1
OG0000276	XP_312077.3	XP_004929635.1, XP_004929634.1, XP_012548862.1
OG0000277	XP_315597.3, XP_001688685.1, XP_001688686.1	XP_012544880.1, XP_021202885.1, XP_004924999.1
OG0000278	XP_307914.5, XP_003436076.1	XP_021207737.1
OG0000279	XP_308623.4	NP_001296510.1, XP_037868174.1
OG0000279	XP_317820.4	NP_001037502.1
OG0000280	XP_001238321.1, XP_552131.1, XP_001688631.1	XP_004923939.1, XP_037871297.1, XP_004925289.2
OG0000281	XP_312382.3	XP_012548096.1, XP_037872352.1, XP_004922768.2
OG0000283	XP_315855.4	XP_037877071.1, XP_037877070.1, XP_037877069.1
OG0000284	XP_003436098.1, XP_003436097.1, XP_312601.2	NP_001037072.1
OG0000284	XP_308964.2	NP_001296499.1, XP_004932842.1
OG0000285	XP_555434.3	XP_037867292.1, NP_001106229.1, XP_037877841.1, XP_004931024.1
OG0000285	XP_312667.5	XP_037867507.1
OG0000285	XP_309398.1	XP_037874172.1
OG0000286	XP_309986.3	XP_004929167.1
OG0000287	XP_315240.3	XP_004922091.1
OG0000287	XP_320482.3	XP_004922588.1
OG0000288	XP_552525.3	XP_021201951.2
OG0000288	XP_319330.4	XP_037868251.1
OG0000289	XP_319051.2	XP_004925540.2
OG0000290	XP_312763.5, XP_003436385.1, XP_311719.5, XP_001688330.2, XP_311708.5, XP_564544.3, XP_308195.3	XP_021202436.1
OG0000292	XP_312445.4	XP_021202479.1
OG0000295	XP_564212.2	NP_001037538.1
OG0000296	XP_316088.3	NP_001093088.1
OG0000297	XP_309482.3	XP_037872464.1
OG0000298	XP_003436069.1, XP_307929.5	XP_037876134.1
OG0000299	XP_317327.4	XP_004931769.1
OG0000300	XP_311179.3	XP_004933050.1
OG0000301	XP_003437208.1, XP_003437207.1, XP_003437206.1, XP_558699.5	NP_001106223.1
OG0000301	XP_555875.4	XP_037870660.1, NP_001296467.1, XP_037870645.1, NP_001106221.1, XP_037870730.1
OG0000301	XP_307987.4	XP_012550688.1
OG0000302	XP_320795.4	NP_001095931.1
OG0000302	XP_559969.3	XP_012548543.1, NP_001036995.2
OG0000303	XP_562126.3	XP_004922660.1
OG0000304	XP_309314.4	XP_012551807.1
OG0000305	XP_563311.4	XP_037867702.1
OG0000306	XP_561037.1, XP_554721.1	XP_012545688.1
OG0000306	XP_313557.5	XP_037876226.1, XP_012545475.3, XP_037876227.1
OG0000307	XP_321110.5	XP_021205396.1
OG0000308	XP_003436758.1, XP_313171.5	XP_021205271.1, XP_004928518.1
OG0000309	XP_314908.3	XP_037874917.1, XP_012544599.1
OG0000310	XP_554747.3	XP_004922674.1, XP_037871399.1, XP_021207827.1, XP_021207825.1, XP_037871233.1, XP_021207822.1, XP_021207824.1, XP_021207818.1
OG0000311	XP_308653.4	NP_001093301.1, NP_001036889.1
OG0000312	XP_314530.4	NP_001040189.1, XP_004923642.1
OG0000313	XP_317714.4, XP_317713.4, XP_319608.4, XP_003435856.1, XP_003435855.1, XP_321620.4	XP_004930719.1, XP_004930720.1, XP_004930722.1, XP_004930721.1, XP_004930724.1, XP_004930716.1
OG0000314	XP_313795.3	XP_004933069.3
OG0000315	XP_309465.3, XP_309463.4, XP_309462.4	XP_037867576.1
OG0000316	XP_024667073.1	XP_012546125.1, NP_001166631.1
OG0000316	XP_024667074.1	XP_021202031.1, XP_004923727.1, XP_012543764.1, XP_021202004.1, NP_001166632.1
OG0000317	XP_313902.4	XP_037867855.1, XP_037867856.1
OG0000318	XP_315871.3	NP_001040191.1
OG0000318	XP_318652.3	XP_037871308.1
OG0000319	XP_001688115.1, XP_308867.3	XP_021206353.1, XP_021206354.1, XP_004930032.1
OG0000320	XP_564296.2, XP_310187.3	XP_012545276.1, NP_001098066.2
OG0000321	XP_319900.4	XP_021202661.1, XP_004924713.2
OG0000322	XP_309035.3, XP_001237166.1, XP_001688149.1, XP_308997.4	XP_037873232.1, XP_037873234.1
OG0000323	XP_321271.5	XP_012548839.3, XP_037874398.1
OG0000324	XP_307908.4	XP_037876704.1
OG0000324	XP_003436078.1, XP_003436079.1	XP_037876974.1
OG0000325	XP_321287.5	XP_021203813.1, XP_004926421.2
OG0000326	XP_321051.5, XP_321052.5	XP_004928341.1, XP_004928446.1, XP_012545326.1, XP_012545315.1, XP_021203283.2, XP_012545324.2
OG0000327	XP_316545.4	XP_021208104.2, XP_021208109.2
OG0000327	XP_316546.4	XP_021208093.2
OG0000329	XP_313828.2, XP_313829.3	XP_037871902.1, XP_021206656.1, XP_037875458.1, XP_004932030.3, XP_021207809.2
OG0000331	XP_310335.3, XP_003436613.1, XP_003436612.1	NP_001296500.1, XP_004928920.1, XP_012548167.1, XP_012548166.1
OG0000332	XP_566006.4	XP_004926237.1
OG0000333	XP_312762.5, XP_003436384.1	NP_001274771.1, XP_004925570.1
OG0000334	XP_314676.4	XP_012548494.3
OG0000335	XP_003436883.1, XP_316737.3	XP_037867290.1, NP_001091841.1
OG0000336	XP_307640.4, XP_313669.5	XP_004922260.1
OG0000337	XP_308411.4, XP_001687921.1	XP_037869275.1, XP_037869270.1
OG0000338	XP_316824.5	XP_012550935.1
OG0000338	XP_319663.4, XP_319430.4	XP_012550857.1, NP_001243932.1
OG0000339	XP_312776.3	NP_001106217.1
OG0000339	XP_318978.3	NP_001037376.1, XP_012549898.1
OG0000340	XP_320471.4	NP_001037458.1
OG0000341	XP_319890.3	XP_004929139.1
OG0000342	XP_316483.4	NP_001116809.1
OG0000342	XP_315148.4	XP_004932270.2
OG0000343	XP_309450.4, XP_309446.4, XP_311526.4	XP_012543786.3
OG0000344	XP_001237160.2	XP_037877717.1
OG0000345	XP_318033.4	NP_001243988.1
OG0000347	XP_319116.4	XP_021202995.1
OG0000348	XP_319147.4	NP_001243674.1, XP_004933388.2
OG0000349	XP_309063.4	XP_004924752.1
OG0000350	XP_308023.5	XP_004924816.1
OG0000351	XP_321705.4	XP_004930400.2, XP_021206282.2, XP_004930150.2, XP_012549333.1, NP_001037002.1, XP_012551199.2
OG0000356	XP_318661.2, XP_314462.2, XP_314108.4, XP_313271.1, XP_313719.3, XP_001687816.1	XP_021204926.1, NP_001140185.1, XP_037873010.1, XP_037873052.1, XP_004928236.2
OG0000357	XP_319323.3	XP_037875620.1, XP_037875619.1
OG0000358	XP_315015.1	XP_004929861.1, XP_012549059.1
OG0000360	XP_311565.4	XP_004925207.2
OG0000361	XP_320718.4	XP_004932398.1, XP_004932402.1, XP_004932401.1, XP_004932403.1, XP_021207706.1, XP_021207741.1, XP_012551187.1, XP_004932400.1, XP_004932404.1
OG0000363	XP_310546.5	NP_001166627.1
OG0000363	XP_310545.4	NP_001036950.1
OG0000363	XP_551277.4, XP_313887.5, XP_003435866.1, XP_001687778.2	NP_001036951.1
OG0000365	XP_316149.4	XP_004931576.1
OG0000366	XP_001688691.1, XP_315611.3	XP_037868836.1, XP_037868853.1
OG0000367	XP_561080.4, XP_313654.5	XP_004931037.1
OG0000368	XP_310154.1	NP_001296504.1
OG0000369	XP_559235.3, XP_311598.4, XP_559067.3	XP_021205545.1
OG0000370	XP_313875.2	NP_001037368.1, XP_037867324.1, XP_021206506.2
OG0000370	XP_313874.5	XP_037867682.1
OG0000370	XP_001237553.3	XP_004923586.2
OG0000371	XP_316786.4	XP_021206677.1
OG0000372	XP_310552.5, XP_003437022.1	XP_004927647.1
OG0000375	XP_314533.4	XP_004932094.1
OG0000377	XP_317423.4, XP_555424.2	XP_021204843.1, XP_037877759.1
OG0000377	XP_321752.4	NP_001093303.1
OG0000378	XP_313201.4	XP_012545363.2
OG0000379	XP_311845.5, XP_003436359.1	XP_012548112.2, XP_037872167.1, XP_037872168.1
OG0000380	XP_319182.3, XP_553933.2	XP_004929190.1
OG0000381	XP_003436397.1, XP_312797.5	XP_037873154.1
OG0000381	XP_309483.4	NP_001040480.1
OG0000382	XP_317621.2	XP_004926637.1
OG0000384	XP_555061.3	XP_012546200.2, NP_001037020.1
OG0000384	XP_320635.4	XP_012549844.2
OG0000385	XP_001237800.1, XP_316640.4	XP_021209212.1, XP_021209213.1, XP_004923323.1, XP_012553076.1
OG0000386	XP_310698.4, XP_307577.3, XP_313941.3	XP_004922882.1
OG0000388	XP_001237266.2	NP_001037022.1
OG0000388	XP_308405.3, XP_001687920.1	NP_001037023.1
OG0000389	XP_318057.3, XP_307582.4	XP_004932710.1, XP_021207907.1
OG0000390	XP_321884.5, XP_003435794.1	XP_021203588.1, XP_037877301.1
OG0000390	XP_309960.4	XP_021203616.1, XP_037877297.1, XP_037877296.1
OG0000391	XP_311596.4	XP_037874402.1
OG0000394	XP_321253.4	XP_037872446.1
OG0000395	XP_321695.5	XP_004925794.1
OG0000396	XP_319041.4, XP_321974.4, XP_320780.3	XP_037871983.1, XP_021209044.1, XP_037872017.1, XP_037872022.1
OG0000397	XP_318514.3	XP_012547260.2, XP_004927925.2
OG0000398	XP_309559.3	XP_012549270.1
OG0000399	XP_309168.4	XP_037869246.1
OG0000400	XP_316257.4	XP_012548092.2
OG0000401	XP_312250.5	XP_012553127.1
OG0000402	XP_321943.2, XP_003435776.1	NP_001036858.1, XP_021205511.1, XP_037872331.1, NP_001243949.1
OG0000403	XP_318819.3	XP_037866587.1, XP_037866592.1
OG0000405	XP_318737.3	NP_001040392.1
OG0000405	XP_316198.4	XP_037873435.1
OG0000406	XP_001689338.1	XP_004929643.2
OG0000406	XP_307722.3, XP_001230565.1, XP_313255.4, XP_307721.3, XP_003436506.1, XP_313253.4	XP_004925045.1
OG0000408	XP_320166.4	XP_004931561.1
OG0000409	XP_001238816.1, XP_003436394.1, XP_003436391.1, XP_003436393.1, XP_003436392.1	XP_004924677.1
OG0000410	XP_318597.4, XP_306484.4	XP_004928770.2
OG0000411	XP_308807.4	XP_004923311.1
OG0000411	XP_310523.5	XP_004933193.1
OG0000412	XP_314315.3, XP_003436454.1, XP_314252.4, XP_003436453.1	XP_012550723.1
OG0000413	XP_309828.4	XP_021205027.1, XP_012547653.1, XP_004928420.1, XP_012547656.1, XP_012547655.1, XP_037873149.1
OG0000414	XP_311018.5	XP_021206944.1
OG0000415	XP_003436539.1, XP_313377.5	XP_004923559.1
OG0000416	XP_308374.4	XP_037868006.1
OG0000417	XP_312988.5, XP_560742.5	XP_021207012.2
OG0000417	XP_560264.4	XP_004922341.3, XP_004922254.1
OG0000418	XP_307899.5	XP_012545692.2
OG0000418	XP_313370.5	XP_037867828.1, XP_037869401.1, XP_037869402.1, XP_012549539.1, XP_012549538.1, XP_037869400.1
OG0000419	XP_317521.4, XP_024667069.1	XP_004921625.1
OG0000420	XP_316443.2, XP_316444.3	XP_037875242.1
OG0000421	XP_309225.5	XP_037871236.1
OG0000423	XP_319395.3	XP_004922982.1
OG0000424	XP_001688490.1, XP_313956.1, XP_001688486.1, XP_001688493.1, XP_001688491.1, XP_001688484.1, XP_001688492.1, XP_001688488.1, XP_001688489.1, XP_001688485.1, XP_001688487.1	XP_012543994.1
OG0000425	XP_001688755.1, XP_315971.4	XP_004931496.2
OG0000426	XP_312914.4	XP_004926893.2, XP_037872271.1
OG0000427	XP_003436270.1, XP_312058.4, XP_003436269.1, XP_003436268.1, XP_003436267.1	XP_004921827.1
OG0000428	XP_321512.5, XP_003435887.1, XP_561144.4	NP_001127722.1, XP_021206900.2
OG0000428	XP_312088.4	NP_001127749.1, NP_001127748.1
OG0000429	XP_319540.5	XP_004921819.1
OG0000430	XP_557414.3	XP_004931599.1
OG0000431	XP_316294.4, XP_316291.4, XP_001688833.1, XP_001688831.1, XP_001688830.1, XP_001688700.1	XP_037873083.1, XP_037873009.1, NP_001103811.1, NP_001103812.1, XP_037873325.1, XP_012545633.1, XP_037873272.1, XP_037873186.1, XP_012547694.2
OG0000432	XP_001689031.1	XP_004927792.1
OG0000433	XP_310972.5	XP_004927325.1
OG0000433	XP_309822.4	XP_037872506.1, XP_021205512.1, XP_004929039.1, XP_037872365.1, XP_004929034.3, XP_012548107.2, XP_004929036.2, XP_004929033.3, XP_037872460.1, XP_004928835.1
OG0000434	XP_311575.4, XP_001230815.2	XP_021207352.2, XP_004931859.2, XP_012550618.1, XP_012550619.1
OG0000436	XP_320338.4	XP_012544653.1, NP_001157382.1
OG0000436	XP_313820.5	XP_037874773.1
OG0000437	XP_312425.3, XP_003436143.1	XP_004925471.1, XP_037875367.1
OG0000438	XP_312793.5	XP_012544442.1, XP_004924551.1, XP_037876200.1
OG0000438	XP_311834.5	XP_021209231.1
OG0000439	XP_307918.5, XP_003436071.1, XP_003436072.1, XP_003436074.1, XP_003436073.1	XP_004922987.1
OG0000440	XP_321521.2, XP_001230327.1, XP_321519.1	XP_004931128.1, XP_004931129.1
OG0000441	XP_559886.3	XP_021205278.1, XP_004928565.1
OG0000442	XP_316879.5	XP_012552268.1, XP_037869304.1, XP_037869303.1
OG0000443	XP_309467.4, XP_308975.4	NP_001243917.1, XP_037875534.1
OG0000444	XP_317600.4	NP_001296486.1
OG0000445	XP_319976.3	XP_037877659.1, NP_001103810.2
OG0000445	XP_319978.4	XP_037866540.1
OG0000446	XP_309165.3	XP_021205750.2
OG0000447	XP_316880.5	XP_037869965.1, XP_037870004.1
OG0000448	XP_319042.4	XP_004928171.1
OG0000449	XP_315614.2, XP_315615.2	XP_004927641.1, XP_004927639.1, XP_004927640.1
OG0000450	XP_003436512.1, XP_313280.5	XP_004924638.1, XP_012544520.1
OG0000451	XP_003436509.1, XP_562364.3	XP_021207060.1
OG0000452	XP_311528.4	XP_004923659.2, XP_012553421.2
OG0000452	XP_316654.3	XP_004923139.1
OG0000453	XP_308836.4, XP_001237142.2	NP_001171330.1, XP_012551816.1
OG0000454	XP_001238331.2	XP_012543973.2, XP_037875666.1
OG0000455	XP_317809.4	NP_001266428.1, XP_021206172.1
OG0000456	XP_555204.2, XP_317211.3, XP_555205.1, XP_001237894.2	XP_004934093.4
OG0000457	XP_001238433.2, XP_321100.4, XP_321101.4	NP_001127746.1, NP_001127724.1, XP_037874602.1
OG0000458	XP_311395.2	NP_001037412.2, XP_012552878.1
OG0000459	XP_311558.3	XP_004930201.1
OG0000460	XP_309721.4	XP_004929967.2
OG0000460	XP_001688244.1	XP_004929869.1
OG0000460	XP_001688243.1, XP_563948.3	XP_004929870.2
OG0000461	XP_309203.5	XP_012545235.1
OG0000462	XP_321604.4, XP_003435861.1	XP_012545975.1
OG0000463	XP_321180.5	XP_021202662.2, XP_012544580.2, XP_004924386.1
OG0000464	XP_321465.5	XP_012544414.3
OG0000466	XP_319990.2, XP_319998.2, XP_553153.2, XP_001689142.1, XP_318720.4	XP_037870170.1, NP_001139705.1
OG0000468	XP_318937.4	XP_037876797.1
OG0000469	XP_311819.3	XP_037870187.1, NP_001296505.1
OG0000470	XP_317663.4, XP_317661.3, XP_317660.4	XP_004929360.1
OG0000471	XP_317381.3	XP_012544171.1, NP_001037117.1
OG0000475	XP_319656.4, XP_003436016.1, XP_550759.1	XP_004922754.1, XP_004922755.1, XP_012551854.1, XP_004922749.1
OG0000476	XP_314173.1	XP_037870557.1, XP_004929488.4, XP_037868953.1, XP_004933576.1, XP_037870551.1, XP_037870496.1, NP_001036901.1, XP_037870195.1
OG0000477	XP_313167.3, XP_313166.3, XP_003436755.1	NP_001036999.1
OG0000478	XP_320165.3	XP_004931958.1
OG0000479	XP_316228.4	XP_037869129.1
OG0000480	XP_307766.1, XP_307768.1, XP_307762.3, XP_307760.4	NP_001091788.1, XP_037871941.1, NP_001124344.1, XP_037871621.1
OG0000482	XP_320255.4	XP_037866530.1
OG0000483	XP_311551.4, XP_311550.4, XP_559053.3	NP_001171913.1, XP_037872550.1
OG0000484	XP_321460.4, XP_321461.4	XP_037876600.1
OG0000485	XP_316898.4	XP_037866545.1, NP_001040249.1
OG0000486	XP_564581.3	XP_012552150.2
OG0000487	XP_310954.5	XP_012546459.2
OG0000488	XP_561157.5, XP_314246.4	XP_004930709.1
OG0000489	XP_564036.3	XP_004929626.1, XP_021205905.1, XP_004929625.1
OG0000490	XP_320879.4	XP_004921592.1
OG0000491	XP_309956.4	XP_037877644.1, NP_001191409.1
OG0000492	XP_001689170.1, XP_319114.3	XP_004932172.1, XP_012550996.1
OG0000493	XP_313157.5	XP_004924646.1
OG0000497	XP_001689344.2	XP_004925703.1
OG0000497	XP_314947.4	XP_037877112.1
OG0000498	XP_314112.3	XP_012550720.2, NP_001037654.1
OG0000499	XP_553610.3	NP_001037044.1, XP_021209234.1, XP_037876391.1, XP_037876390.1, XP_037876389.1, XP_004923339.1
OG0000500	XP_311090.5	XP_021205906.2
OG0000501	XP_310059.4	XP_021207070.1
OG0000501	XP_311103.5	NP_001036830.1
OG0000502	XP_308521.3, XP_308519.3	XP_004924879.2
OG0000503	XP_001237084.1, XP_001238802.1	XP_021206408.1, XP_004930385.1
OG0000504	XP_318891.4	XP_012544699.1
OG0000505	XP_001689117.2	NP_001104821.1
OG0000506	XP_314755.4	XP_037867476.1, XP_012549568.1
OG0000507	XP_001238394.2, XP_001230950.3	NP_001182380.2
OG0000508	XP_320054.4	XP_021203282.2, XP_021203281.2, XP_021203279.2, XP_012545336.2, XP_012545333.2, XP_012545335.2, XP_004925605.2
OG0000509	XP_312654.5, XP_312655.5, XP_551967.2	XP_021208434.1, NP_001166624.1, XP_037868439.1, XP_004924134.1, XP_021202331.1, XP_021202332.1, XP_021202333.1
OG0000510	XP_308808.4, XP_001688096.1	XP_012550404.1, XP_004931507.1
OG0000512	XP_003436909.1, XP_001237355.2, XP_566342.2, XP_311072.4, XP_001237356.2	XP_037867720.1, XP_037867724.1
OG0000513	XP_552793.1	XP_037874403.1
OG0000516	XP_307965.4	NP_001036973.1
OG0000517	XP_321854.5	XP_021202620.2
OG0000517	XP_312302.3	XP_004928520.1, XP_004928521.1
OG0000518	XP_308156.3, XP_001687847.1, XP_001687848.1	XP_004927862.1
OG0000519	XP_315418.4, XP_001688658.1, XP_001688657.1	XP_004931542.1, XP_004931541.1, XP_004931540.1
OG0000520	XP_314101.4	XP_004927331.1
OG0000520	XP_315538.3	XP_012551530.1
OG0000521	XP_310260.5	NP_001157387.1, XP_012548052.1
OG0000522	XP_003436838.1, XP_003436837.1, XP_001238821.3	NP_001037422.1, XP_012545566.1
OG0000523	XP_319932.4	XP_037877469.1, XP_037871113.1, XP_037871123.1, XP_037871130.1, XP_037877529.1
OG0000524	XP_321954.3, XP_320175.3	XP_004929730.1, XP_004929729.1, XP_037874478.1, XP_037874477.1, XP_004929731.1, XP_021204539.2, XP_037875512.1, XP_012547183.1
OG0000525	XP_313810.3	NP_001136442.1
OG0000526	XP_316916.3, XP_313700.4	XP_037872072.1, XP_021205154.1
OG0000527	XP_001687795.1	XP_037868305.1, XP_021201942.1
OG0000528	XP_001689312.2, XP_320991.5, XP_550752.3	NP_001157373.1
OG0000529	XP_317672.2	NP_001091831.1, XP_021207529.1
OG0000531	XP_316287.2, XP_001688829.1, XP_316285.1, XP_316283.1	XP_037868189.1, XP_037868190.1, XP_021207607.2
OG0000533	XP_309387.4	XP_021203586.1
OG0000536	XP_003436941.1	XP_021204081.2
OG0000536	XP_321152.5	XP_012546492.1
OG0000537	XP_315491.4	XP_037874433.1, XP_037866876.1
OG0000537	XP_318596.3	XP_012549334.2
OG0000538	XP_317268.4, XP_317267.4	XP_012544334.2
OG0000540	XP_001688697.1, XP_001688696.1, XP_315641.3, XP_001688698.1, XP_306771.3	NP_001037402.1, XP_012543872.1
OG0000543	XP_003437124.1, XP_003437125.1, XP_316855.5	XP_004929963.2
OG0000544	XP_315500.4, XP_001688667.1, XP_001688668.1, XP_001688669.1, XP_315501.4, XP_003435725.1, XP_001688666.1	XP_004930221.1, XP_004930222.1
OG0000544	XP_308971.4	XP_037877425.1
OG0000545	XP_313011.5, XP_307590.4	XP_021207576.1
OG0000546	XP_318463.5, XP_001689122.2, XP_318467.5, XP_001231158.1	XP_037874421.1, XP_037874422.1
OG0000547	XP_311559.3, XP_309676.3	XP_037868185.1
OG0000548	XP_318181.3	NP_001166800.1
OG0000551	XP_565802.4	XP_012544828.1
OG0000551	XP_310618.5, XP_316954.4	XP_004929516.1
OG0000552	XP_317397.3	NP_001037180.1, XP_037874483.1
OG0000553	XP_550942.3, XP_003435963.1, XP_003435964.1	NP_001036972.1
OG0000554	XP_313279.4	XP_004926030.1
OG0000555	XP_318655.2	XP_012545898.1, NP_001037386.1
OG0000556	XP_315740.4	XP_012552107.1
OG0000557	XP_309438.2	NP_001037662.1
OG0000558	XP_001230821.2	XP_021204778.1, XP_037870997.1
OG0000559	XP_311035.4	XP_012547318.1, XP_004927820.1
OG0000560	XP_312915.3	XP_004922211.3
OG0000561	XP_308120.4, XP_306833.2	XP_037876535.1
OG0000561	XP_308116.4, XP_003436650.1	XP_021208156.1
OG0000562	XP_311518.4	XP_004931765.1
OG0000563	XP_320678.4	XP_004929133.1, XP_012548479.1
OG0000564	XP_003437141.1, XP_001238804.3, XP_003437140.1	XP_004924725.1
OG0000565	XP_558570.2	XP_037873686.1, XP_021208411.2, XP_037873685.1
OG0000565	XP_001688519.1	XP_004923238.1
OG0000566	XP_309696.2, XP_308088.4, XP_308089.4, XP_001687840.1	XP_037871442.1, XP_012547127.1, NP_001091744.1, XP_021202983.2
OG0000567	XP_311354.2	XP_012544658.1, NP_001161754.1
OG0000568	XP_001238825.3, XP_001238828.3, XP_001238827.3, XP_313857.3, XP_024667106.1, XP_003436840.1, XP_003436842.1, XP_003436843.1, XP_003436844.1, XP_003436845.1, XP_003436846.1	XP_037867612.1, NP_001037618.1, XP_012546386.1
OG0000569	XP_321951.2	XP_037866581.1, XP_037866580.1
OG0000569	XP_321336.5	NP_001245291.1, XP_021206755.2
OG0000570	XP_003436910.1, XP_003436911.1, XP_003436912.1, XP_566336.2	XP_012546682.2, XP_037875243.1
OG0000571	XP_310604.5	XP_037867331.1
OG0000572	XP_319953.4, XP_313213.4	XP_037877105.1
OG0000574	XP_024667097.1	NP_001166639.1, XP_012553441.2
OG0000575	XP_318465.5, XP_003436687.1	XP_037874419.1
OG0000576	XP_555680.3, XP_317659.3	XP_021205662.1, XP_004929219.1
OG0000582	XP_001688531.1, XP_314126.2	XP_004930448.1, XP_012549471.1
OG0000583	XP_321317.5, XP_003435926.1, XP_003435925.1, XP_321314.5, XP_003435924.1	XP_012545408.1, XP_004927412.1
OG0000584	XP_001237856.2, XP_003436985.1, XP_310701.5	XP_012546181.1, NP_001037323.1
OG0000585	XP_321716.4, XP_003435822.1	XP_012546397.1, XP_037867713.1, XP_037867714.1, XP_004926850.1
OG0000586	XP_308512.4	XP_004933012.1
OG0000587	XP_309520.2	XP_004924727.1, XP_004924726.1
OG0000588	XP_312032.5	NP_001138802.1
OG0000589	XP_001688736.1, XP_001688735.1, XP_315853.4	XP_012551468.1, XP_004932776.1
OG0000591	XP_310353.5	NP_001040111.2
OG0000591	XP_307855.3	XP_004927233.1
OG0000592	XP_308389.4, XP_317633.3, XP_317638.4, XP_308390.4	XP_004932337.1
OG0000593	XP_309968.4, XP_309969.4	XP_037869837.1, XP_021205704.1, XP_004929130.2, XP_004927048.1, XP_004932462.1
OG0000594	XP_310412.7	XP_012547108.1, XP_012547106.1
OG0000595	XP_309498.4	XP_004926349.1
OG0000595	XP_310612.5	XP_004926259.1
OG0000596	XP_308406.4	XP_021208923.2
OG0000596	XP_313021.5	XP_004932062.1
OG0000597	XP_314086.4	XP_037867979.1, XP_021206038.1, XP_004929819.2
OG0000598	XP_308205.4, XP_308207.2	XP_037874977.1, NP_001036878.1
OG0000598	XP_309229.4, XP_003437180.1	XP_037874811.1
OG0000599	XP_315432.4	XP_037876641.1
