Orthogroup	Anopheles_gambiae	Solenopsis_invicta
OG0000236	XP_312478.1, XP_001238571.2	XP_025993904.1
OG0000237	XP_311581.3	XP_025992756.2
OG0000239	XP_003436598.1, XP_310299.2, XP_001230752.2, XP_559533.6, XP_319807.4	XP_011164898.1, XP_011164905.1, XP_039315084.1, XP_039313572.1, XP_025986634.2, XP_025986633.2, XP_025986632.2
OG0000241	XP_553025.3	XP_011175763.2
OG0000242	XP_565621.4, XP_307986.5, XP_003436060.1, XP_308056.5	XP_039303865.1, XP_039304509.1, XP_039304763.1, XP_039308990.1, XP_039304762.1, XP_039304760.1, XP_039304761.1, XP_039308991.1, XP_039304759.1, XP_039304757.1, XP_011169761.2, XP_025991592.2
OG0000243	XP_312943.4, XP_308057.4, XP_321049.3, XP_308058.4	XP_039301690.1, XP_039301691.1, XP_011170229.2, XP_039312287.1, XP_039312290.1, XP_011163953.1, XP_039304163.1, XP_011166868.1, XP_011166866.1, XP_011166867.2
OG0000244	XP_313365.4	XP_039306518.1, XP_011175201.1, XP_011175202.1
OG0000245	XP_315084.2, XP_001230554.1, XP_307623.1, XP_315083.1, XP_001231041.1, XP_001687787.1, XP_315074.1, XP_315076.1, XP_315075.1, XP_315073.2, XP_316323.2, XP_312089.2	XP_011162616.1
OG0000246	XP_319840.2, XP_319841.3	XP_011161827.1, XP_039303228.1
OG0000246	XP_319838.3	XP_039302793.1, XP_039302661.1
OG0000247	XP_003436566.1	XP_011173011.1
OG0000248	XP_308379.4, XP_315470.5, XP_003435724.1	XP_039304040.1, XP_025995392.1
OG0000249	XP_310971.5	XP_011156910.2, XP_039306219.1, XP_011156908.1, XP_011174006.1
OG0000250	XP_003436312.1, XP_003436311.1, XP_311978.5	XP_011161725.1, XP_025995993.1, XP_025995992.1, XP_011156530.2, XP_039308592.1
OG0000252	XP_321164.1	XP_025997250.1
OG0000253	XP_316966.4	XP_039309534.1
OG0000254	XP_312967.3, XP_003436712.1	XP_011155529.1
OG0000255	XP_003436960.1, XP_310845.5	XP_039307633.1, XP_011165456.1, XP_011165455.1, XP_039307648.1, XP_039303212.1, XP_039301859.1, XP_039301860.1, XP_039304117.1, XP_039307649.1, XP_039301858.1, XP_011155980.2
OG0000256	XP_307890.5	XP_011169053.1, XP_011169052.1
OG0000257	XP_321870.5	XP_039314679.1
OG0000257	XP_321869.5, XP_001689370.2, XP_003435798.1, XP_321867.5, XP_321865.3	XP_039314645.1
OG0000260	XP_550846.3	XP_039302312.1
OG0000261	XP_315985.3, XP_001688761.1	XP_011163661.1, XP_039305380.1, XP_011163662.1
OG0000263	XP_001687857.1, XP_564524.3, XP_001687858.1	XP_011170654.1, XP_011170655.1, XP_011170657.1, XP_011170656.1, XP_011170653.1
OG0000264	XP_001688533.1, XP_314137.4	XP_039306192.1
OG0000264	XP_311594.2	XP_011165046.1
OG0000265	XP_319555.4, XP_312273.4, XP_003436201.1	XP_011163230.1, XP_011172089.2, XP_025991743.1
OG0000266	XP_310704.3	XP_011163945.2
OG0000266	XP_308081.2	XP_011167747.1
OG0000268	XP_309197.1, XP_003437164.1, XP_003437165.1, XP_560220.3, XP_001688171.2, XP_311384.3, XP_311355.3, XP_307829.2	XP_011158225.1, XP_011158224.1
OG0000269	XP_315017.4	XP_011176251.1, XP_011176253.1, XP_025987467.1, XP_025987468.1, XP_025987465.1, XP_025987466.1, XP_025987463.1, XP_025987464.1
OG0000270	XP_003436281.1, XP_312025.4, XP_003436282.1	XP_025992265.1
OG0000270	XP_003436280.1, XP_312026.4	XP_011166273.1
OG0000271	XP_311184.3, XP_312761.3, XP_003436383.1	NP_001291526.1, XP_025988373.1
OG0000272	XP_308042.3, XP_001230608.1	XP_025989138.1
OG0000272	XP_309153.3, XP_314691.2	XP_011157845.2
OG0000273	XP_308599.4, XP_001688028.1	XP_011169097.2, XP_011169099.2, XP_025988447.2, XP_011169096.2
OG0000274	XP_319531.4	XP_039314283.1, XP_039314280.1, XP_039314281.1, XP_025988766.1, XP_025988765.1, XP_025988767.1, XP_039314282.1
OG0000275	XP_001237830.2	XP_039313032.1, XP_039313033.1, XP_039313034.1
OG0000276	XP_003436154.1, XP_312380.3	XP_025988816.1, XP_011164236.1
OG0000277	XP_315597.3, XP_001688685.1, XP_001688686.1	XP_011157342.1
OG0000278	XP_307914.5, XP_003436076.1	XP_011164304.1, XP_011164305.1
OG0000279	XP_308623.4, XP_317820.4	XP_025993822.1, XP_025993819.1, XP_025993821.1, XP_025993820.1, XP_039309319.1, XP_011164446.1, XP_039309318.1
OG0000280	XP_001238321.1, XP_552131.1, XP_001688631.1	XP_011158184.1
OG0000281	XP_312382.3	XP_011164399.1
OG0000283	XP_315855.4	XP_039302806.1
OG0000284	XP_003436098.1, XP_003436097.1, XP_312601.2	XP_025994994.1
OG0000284	XP_308964.2	XP_011161425.1
OG0000285	XP_309398.1	XP_039311592.1, XP_011176371.1, XP_011176378.1, XP_011176361.1
OG0000286	XP_309986.3	XP_011158397.1, XP_011158395.1, XP_011158398.1, XP_025991394.1
OG0000287	XP_315240.3	XP_011165803.1
OG0000287	XP_320482.3	XP_011165802.1
OG0000288	XP_552525.3	XP_011167249.2
OG0000288	XP_319330.4	XP_039314771.1
OG0000289	XP_319051.2	XP_039313629.1, XP_039313627.1, XP_011166676.1, XP_025994274.1, XP_011166677.1, XP_011166680.1, XP_011166679.1
OG0000291	XP_001689411.1	XP_011175630.2, XP_011165472.3
OG0000295	XP_564212.2	XP_011157721.3
OG0000296	XP_316088.3	XP_039313607.1
OG0000297	XP_309482.3	XP_039312929.1
OG0000298	XP_003436069.1, XP_307929.5	XP_011163496.1, XP_039314927.1, XP_039314926.1, XP_011163495.1
OG0000299	XP_317327.4	XP_011168755.2, XP_039308295.1, XP_011168756.2
OG0000300	XP_311179.3	XP_039309883.1
OG0000301	XP_003437208.1, XP_003437207.1, XP_003437206.1, XP_558699.5	XP_011170516.1, XP_039304166.1
OG0000301	XP_555875.4	XP_011156580.1
OG0000302	XP_559969.3	XP_039311789.1
OG0000304	XP_309314.4	XP_039302604.1, XP_011175853.1
OG0000305	XP_563311.4	XP_011161793.1
OG0000306	XP_313557.5	XP_025988786.1, XP_011170424.1, XP_039314289.1, XP_039314295.1
OG0000307	XP_321110.5	XP_039315186.1, XP_039309355.1, XP_039315188.1, XP_039315187.1, XP_039309356.1, XP_039309357.1
OG0000308	XP_003436758.1, XP_313171.5	XP_025990312.1, XP_039306101.1, XP_025990313.1, XP_039306095.1, XP_039306092.1, XP_039306103.1
OG0000309	XP_314908.3	XP_039314088.1, XP_025995008.1, XP_025995007.1, XP_025995009.1
OG0000310	XP_554747.3	XP_011158546.1, XP_011158544.1, XP_039302548.1, XP_039302551.1, XP_039302550.1, XP_039302549.1, XP_039302552.1, XP_039302553.1
OG0000311	XP_308653.4	XP_025991643.1, XP_011161322.1, XP_039314394.1, XP_039301666.1, XP_039301665.1, XP_011162412.2, XP_039308731.1, XP_011161325.1, XP_039306127.1, XP_025997312.1, XP_011175170.1, XP_039306544.1, XP_039306543.1, XP_011175275.1, XP_039306140.1, XP_039306124.1, XP_039306125.1, XP_039306123.1, XP_039306134.1, XP_039306133.1, XP_039306137.1, XP_039315137.1
OG0000312	XP_314530.4	XP_011173333.1
OG0000313	XP_317714.4, XP_317713.4, XP_319608.4, XP_003435856.1, XP_003435855.1, XP_321620.4	XP_011175815.1
OG0000314	XP_313795.3	XP_039310823.1
OG0000315	XP_309465.3, XP_309463.4, XP_309462.4	XP_011156600.1, XP_011167657.2, XP_011167650.2, XP_011167653.1, XP_039312601.1, XP_011167658.1, XP_011167651.2, XP_011167652.1, XP_011167649.1
OG0000316	XP_024667073.1	XP_011165933.1
OG0000316	XP_024667074.1	XP_025989686.2
OG0000317	XP_313902.4	XP_025995413.2, XP_039313826.1, XP_011162316.2, XP_011162315.2, XP_025995412.2
OG0000318	XP_315871.3	XP_025995691.2
OG0000318	XP_318652.3	XP_011176294.1
OG0000319	XP_001688115.1, XP_308867.3	XP_011169063.1, XP_011169064.1, XP_011169065.1
OG0000320	XP_564296.2, XP_310187.3	XP_011157059.2, XP_011159342.1, XP_011159343.1, XP_011159341.1, XP_039304572.1
OG0000321	XP_319900.4	XP_011172456.1, XP_011172453.1, XP_039314100.1
OG0000322	XP_309035.3, XP_001237166.1, XP_001688149.1, XP_308997.4	XP_011157229.1, XP_011157228.1
OG0000323	XP_321271.5	XP_011162498.1, XP_039310186.1, XP_039310184.1, XP_039310185.1
OG0000324	XP_307908.4	XP_011168296.2
OG0000325	XP_321287.5	XP_025995957.2
OG0000326	XP_321051.5, XP_321052.5	XP_011155856.1, XP_025991274.1, XP_025991272.1, XP_025991273.1
OG0000327	XP_316546.4	XP_025990794.1, XP_025990791.2, XP_039306899.1, XP_025990793.1
OG0000329	XP_313828.2, XP_313829.3	XP_011174933.2, XP_011174925.1
OG0000330	XP_557449.3	XP_011164096.1
OG0000330	XP_309352.4	XP_025989792.2, XP_011160312.2
OG0000332	XP_566006.4	XP_011173375.1, XP_011173377.1, XP_039305807.1
OG0000333	XP_312762.5, XP_003436384.1	XP_039305276.1, XP_039305277.1
OG0000334	XP_314676.4	XP_039308455.1, XP_039308454.1, XP_039306966.1, XP_039308429.1
OG0000335	XP_003436883.1, XP_316737.3	XP_011157762.1
OG0000336	XP_307640.4, XP_313669.5	XP_011164875.1, XP_011164877.1, XP_025987058.2
OG0000337	XP_308411.4, XP_001687921.1	XP_011173365.2
OG0000338	XP_316824.5	XP_011171807.1
OG0000338	XP_319663.4, XP_319430.4	XP_011170750.1
OG0000339	XP_312776.3	XP_011166134.1
OG0000339	XP_318978.3	XP_011176133.1
OG0000341	XP_319890.3	XP_011160367.1
OG0000342	XP_316483.4	XP_025992367.1
OG0000342	XP_315148.4	XP_025986147.2
OG0000343	XP_311526.4	XP_011172106.1
OG0000344	XP_001237160.2	XP_011171384.2, XP_011171383.2, XP_039306999.1
OG0000345	XP_318033.4	XP_011159940.2, XP_039311426.1, XP_011159942.2, XP_011159941.2
OG0000347	XP_319116.4	XP_039311376.1
OG0000348	XP_319147.4	XP_025991268.1, XP_025991269.1, XP_039310127.1
OG0000349	XP_309063.4	XP_039313919.1, XP_039313920.1, XP_039313917.1, XP_039313918.1, XP_039313921.1, XP_039313922.1
OG0000350	XP_308023.5	XP_039308116.1, XP_039308118.1, XP_039308117.1, XP_039308119.1, XP_011159774.1, XP_011159775.1
OG0000351	XP_321705.4	XP_011175689.2, XP_039313432.1, XP_039313431.1, XP_039313430.1, XP_039313429.1, XP_039312928.1, XP_011164500.2
OG0000352	XP_001687947.1, XP_308460.4	XP_011167136.1
OG0000356	XP_318661.2, XP_314462.2, XP_314108.4, XP_313271.1, XP_313719.3, XP_001687816.1	XP_039310530.1
OG0000357	XP_319323.3	XP_039307123.1
OG0000358	XP_315015.1	XP_011168327.1, XP_011168326.1
OG0000360	XP_311565.4	XP_011159166.1, XP_011159170.1, XP_011159171.1, XP_011159172.1, XP_039311705.1, XP_011159167.1
OG0000361	XP_320718.4	XP_025988581.1
OG0000362	XP_315999.4	XP_011164453.2
OG0000362	XP_315998.4	XP_025995044.1
OG0000363	XP_310546.5	XP_011175928.2
OG0000363	XP_310545.4, XP_551277.4, XP_313887.5, XP_003435866.1, XP_001687778.2	XP_025985928.1
OG0000364	XP_319428.4, XP_308650.4	XP_039304986.1, XP_039304985.1, XP_025995086.1, XP_025995085.1, XP_025995084.1, XP_025995083.1
OG0000365	XP_316149.4	XP_039306342.1
OG0000367	XP_561080.4, XP_313654.5	XP_039311291.1, XP_039308453.1, XP_039308452.1
OG0000368	XP_310154.1	XP_025993896.1, XP_025993895.1, XP_039303919.1
OG0000369	XP_559235.3, XP_311598.4	XP_039304506.1, XP_039304503.1, XP_025996134.1, XP_011160293.2
OG0000370	XP_313875.2	XP_039306345.1
OG0000371	XP_316786.4	XP_039311901.1
OG0000372	XP_310552.5, XP_003437022.1	XP_039313284.1, XP_011166761.1, XP_039309517.1
OG0000374	XP_311044.3, XP_001688353.2	XP_039313852.1, XP_039310110.1
OG0000375	XP_314533.4	XP_025996689.1, XP_039307908.1, XP_039307909.1
OG0000376	XP_314270.5	XP_011174039.1, XP_011174046.1, XP_011174051.1, XP_011174059.1, XP_025996341.1
OG0000377	XP_317423.4, XP_555424.2	XP_011162555.1
OG0000377	XP_321752.4	XP_039310371.1
OG0000379	XP_311845.5, XP_003436359.1	XP_039308901.1, XP_039308903.1, XP_025991307.1, XP_025991305.1, XP_025991306.1, XP_025991304.1
OG0000380	XP_319182.3, XP_553933.2	XP_039310569.1, XP_039310570.1, XP_039310568.1, XP_011171156.1, XP_025992903.1
OG0000381	XP_003436397.1, XP_312797.5	XP_039307216.1
OG0000381	XP_309483.4	XP_039302634.1
OG0000382	XP_317621.2	XP_011170984.1, XP_011162104.2
OG0000384	XP_555061.3	XP_039303070.1
OG0000384	XP_320635.4	XP_011157435.1
OG0000385	XP_001237800.1, XP_316640.4	XP_011166700.1, XP_011166702.1, XP_039310212.1
OG0000386	XP_310698.4, XP_307577.3, XP_313941.3	XP_011167781.2, XP_011167819.2
OG0000387	XP_315272.3, XP_315274.4, XP_315275.3	XP_011161176.1, XP_039304263.1, XP_039301947.1
OG0000388	XP_001237266.2	XP_039308296.1, XP_039308297.1
OG0000388	XP_308405.3, XP_001687920.1	XP_011173346.1
OG0000389	XP_318057.3, XP_307582.4	XP_011165727.1, XP_011172675.1
OG0000390	XP_309960.4	XP_011173212.1, XP_039309504.1
OG0000391	XP_311596.4	XP_011158667.1
OG0000394	XP_321253.4	XP_039313718.1, XP_011165214.1
OG0000395	XP_321695.5	XP_011163413.1, XP_025991776.2
OG0000396	XP_319041.4, XP_321974.4, XP_320780.3	XP_011157223.1
OG0000397	XP_318514.3	XP_025988315.1, XP_025988314.1, XP_039309909.1, XP_025988313.1
OG0000398	XP_309559.3	XP_011173312.2, XP_039306122.1
OG0000399	XP_309168.4	XP_025986228.2, XP_039308214.1, XP_025986237.2, XP_025986223.2
OG0000400	XP_003435910.1, XP_321381.5	XP_039301700.1, XP_039315603.1, XP_039315590.1, XP_039315597.1, XP_039315595.1, XP_039315596.1, XP_039315601.1, XP_039315599.1
OG0000402	XP_316359.1, XP_316360.1	XP_011160235.1
OG0000403	XP_318819.3	XP_039308132.1, XP_039308125.1, XP_039308124.1, XP_039308135.1
OG0000405	XP_318737.3	XP_011176033.1, XP_011176032.1
OG0000406	XP_001689338.1	XP_025988073.2
OG0000406	XP_307722.3, XP_001230565.1, XP_313255.4, XP_307721.3, XP_003436506.1, XP_313253.4	XP_011175524.1
OG0000407	XP_311485.3	XP_011168687.1, XP_039306565.1
OG0000408	XP_320166.4	XP_011163908.1, XP_011163907.1
OG0000409	XP_001238816.1, XP_003436394.1, XP_003436391.1, XP_003436393.1, XP_003436392.1	XP_011155587.1
OG0000410	XP_318590.3, XP_306537.3	XP_025986889.1
OG0000411	XP_308807.4	XP_011160223.1
OG0000411	XP_310523.5	XP_025995923.1
OG0000412	XP_314315.3	XP_039306107.1, XP_011172820.1
OG0000413	XP_309828.4	XP_039307750.1
OG0000414	XP_311018.5	XP_011169182.2
OG0000415	XP_003436539.1, XP_313377.5	XP_011168828.1
OG0000416	XP_308374.4	XP_025994445.1, XP_039306718.1, XP_039312858.1
OG0000417	XP_312988.5, XP_560742.5	XP_039311146.1
OG0000417	XP_560264.4	XP_011159178.1
OG0000418	XP_307899.5	XP_039314069.1, XP_039314068.1, XP_025995255.2, XP_039314062.1
OG0000418	XP_313370.5	XP_011175472.1
OG0000419	XP_317521.4, XP_024667069.1	XP_011170168.1, XP_039315218.1, XP_039315217.1, XP_011170167.1, XP_039315473.1, XP_011170169.1, XP_011170165.1, XP_011170166.1, XP_039315470.1, XP_039315471.1, XP_039315474.1, XP_039315475.1, XP_039315472.1
OG0000420	XP_001687948.1, XP_564859.1, XP_316443.2, XP_316444.3	XP_011167142.1
OG0000421	XP_309225.5	XP_025995747.1, XP_025995746.1, XP_025995745.1, XP_025995744.1
OG0000423	XP_319395.3	XP_039305511.1, XP_039305512.1, XP_039305509.1, XP_039305510.1, XP_039305508.1, XP_039305513.1, XP_039305514.1, XP_039305516.1, XP_039305515.1, XP_011173532.1
OG0000424	XP_001688490.1, XP_313956.1, XP_001688486.1, XP_001688493.1, XP_001688491.1, XP_001688484.1, XP_001688492.1, XP_001688488.1, XP_001688489.1, XP_001688485.1, XP_001688487.1	XP_025987000.1
OG0000425	XP_001688755.1, XP_315971.4	XP_011168938.1, XP_025993412.1
OG0000426	XP_312914.4	XP_011162778.1
OG0000427	XP_003436270.1, XP_312058.4, XP_003436269.1, XP_003436268.1, XP_003436267.1	XP_025988512.1
OG0000428	XP_321512.5, XP_003435887.1, XP_561144.4	XP_025989494.1
OG0000428	XP_312088.4	XP_025986434.1
OG0000429	XP_319540.5	XP_039308806.1, XP_011155459.1, XP_011155455.1, XP_011155458.1, XP_011155456.1, XP_039308807.1, XP_039308805.1
OG0000430	XP_557414.3	XP_011169019.1
OG0000431	XP_316294.4, XP_316291.4, XP_001688833.1, XP_001688831.1, XP_001688830.1, XP_001688700.1	XP_025993326.1, XP_039304285.1, XP_039304250.1
OG0000432	XP_001689031.1	XP_039302936.1, XP_011165414.1, XP_011165415.1, XP_011165413.1
OG0000433	XP_310972.5	XP_011171476.1
OG0000433	XP_309822.4	XP_011160901.2
OG0000436	XP_320338.4	XP_039308293.1, XP_039308289.1
OG0000436	XP_313820.5	XP_025997109.2
OG0000437	XP_312425.3, XP_003436143.1	XP_039313661.1, XP_039313660.1, XP_011163984.1, XP_011163985.1
OG0000438	XP_311834.5	XP_011169727.2
OG0000439	XP_307918.5, XP_003436071.1, XP_003436072.1, XP_003436074.1, XP_003436073.1	XP_011159444.1
OG0000440	XP_562586.3, XP_003436584.1, XP_003436583.1, XP_003436582.1	XP_011157156.1
OG0000441	XP_310080.3	XP_025994829.1, XP_039313740.1, XP_011163376.1, XP_025994830.1
OG0000442	XP_316879.5	XP_011175728.1, XP_039312916.1, XP_039312917.1
OG0000443	XP_309467.4, XP_308975.4	XP_011166034.1, XP_011166447.2
OG0000444	XP_317600.4	XP_011168529.1
OG0000445	XP_319976.3	XP_011161822.1
OG0000445	XP_319978.4	XP_011161821.1
OG0000446	XP_309165.3	XP_011170954.2, XP_011161784.2
OG0000447	XP_316880.5	XP_025994302.2, XP_011169173.2
OG0000448	XP_319042.4	XP_025990261.1, XP_011163721.1, XP_011163722.1, XP_039310744.1
OG0000449	XP_315614.2, XP_315615.2	XP_011156237.1, XP_011156238.1, XP_011156239.1
OG0000451	XP_003436509.1, XP_562364.3	XP_011172774.1, XP_039307289.1
OG0000452	XP_311528.4	XP_039308636.1
OG0000452	XP_316654.3	XP_025987628.1
OG0000453	XP_308836.4, XP_001237142.2	XP_011160816.1
OG0000454	XP_001238331.2	XP_011168930.2, XP_039312833.1
OG0000455	XP_317809.4	XP_025989327.1, XP_025989325.1, XP_011158642.1, XP_011158643.1
OG0000456	XP_555204.2, XP_317211.3, XP_555205.1, XP_001237894.2	XP_011160275.1
OG0000457	XP_001238433.2, XP_321100.4, XP_321101.4	XP_025994414.1
OG0000458	XP_311395.2	XP_011168081.1, XP_011168083.1, XP_011168082.1
OG0000459	XP_311558.3	XP_025986179.1, XP_011159840.1, XP_011159841.1, XP_011159839.1, XP_011159843.1
OG0000460	XP_001688244.1	XP_039307556.1
OG0000461	XP_309203.5	XP_039310715.1
OG0000462	XP_321604.4, XP_003435861.1	XP_039315142.1, XP_039315141.1, XP_011155777.1
OG0000463	XP_319085.4, XP_321180.5, XP_309157.5	XP_011156288.1
OG0000464	XP_321465.5	XP_039302380.1, XP_039307505.1
OG0000466	XP_319990.2, XP_319998.2, XP_553153.2, XP_001689142.1, XP_318720.4	XP_039311751.1, XP_039311750.1, XP_039311752.1, XP_011164748.3
OG0000467	XP_321775.5	XP_011171825.1, XP_011171844.1, XP_039302512.1, XP_039302510.1, XP_025989598.1, XP_039302509.1
OG0000468	XP_318937.4	XP_039304139.1
OG0000469	XP_311819.3	XP_039305286.1, XP_039305285.1
OG0000470	XP_317663.4, XP_317661.3, XP_317660.4	XP_011167300.1
OG0000471	XP_317381.3	XP_011156615.1, XP_011156613.1, XP_039307156.1
OG0000472	XP_003437138.1	XP_039308997.1
OG0000475	XP_319656.4	XP_011160619.1
OG0000476	XP_314173.1	XP_039307257.1, XP_039306344.1, XP_025986350.2, XP_039309974.1, XP_039309976.1, XP_011172993.2, XP_039309975.1, XP_011164250.1, XP_025988917.1, XP_025986338.2, XP_011165951.1, XP_025993811.1
OG0000477	XP_313167.3, XP_313166.3, XP_003436755.1	XP_011168899.2
OG0000478	XP_320165.3	XP_011173143.1
OG0000479	XP_316228.4	XP_039301991.1
OG0000480	XP_307766.1, XP_307768.1, XP_307762.3, XP_307760.4	XP_025992857.1
OG0000482	XP_320255.4	XP_011156601.1
OG0000483	XP_311551.4, XP_311550.4, XP_559053.3	XP_025993672.1, XP_039307370.1
OG0000484	XP_321460.4, XP_321461.4	XP_011163920.2, XP_025992083.2, XP_039311033.1, XP_039311035.1, XP_039311034.1
OG0000485	XP_316898.4	XP_011174858.1, XP_039309923.1, XP_039309926.1, XP_039309933.1, XP_025988305.2, XP_011174835.2, XP_011174840.2
OG0000486	XP_564581.3	XP_039310943.1
OG0000487	XP_310954.5	XP_011165857.1, XP_039303806.1, XP_039303805.1, XP_011165860.1, XP_011165859.1
OG0000488	XP_561157.5, XP_314246.4	XP_039314622.1
OG0000489	XP_564036.3	XP_011157401.1, XP_011157406.1, XP_011157405.1, XP_011157404.1, XP_011157402.1
OG0000490	XP_320879.4	XP_011164822.1
OG0000492	XP_001689170.1, XP_319114.3	XP_011156001.1, XP_011156002.1, XP_039308490.1, XP_039308501.1
OG0000493	XP_313157.5	XP_011171302.2, XP_011171304.2, XP_011171303.2
OG0000495	XP_001688655.1, XP_315399.4	XP_039310887.1, XP_039310888.1, XP_039310889.1, XP_039310890.1, XP_039310891.1, XP_039310892.1, XP_039310893.1, XP_039310894.1, XP_039310895.1, XP_039310896.1
OG0000496	XP_001237119.2	XP_011166398.1, XP_011166382.1, XP_011166390.1, XP_025988359.1
OG0000497	XP_001689344.2	XP_039309094.1
OG0000497	XP_314947.4	XP_025994815.1
OG0000498	XP_314112.3	XP_039313807.1, XP_011163998.1
OG0000500	XP_311090.5	XP_011157702.1
OG0000501	XP_310059.4	XP_011166207.2
OG0000501	XP_311103.5	XP_011166208.1
OG0000502	XP_308521.3	XP_011159324.1
OG0000503	XP_001237084.1, XP_001238802.1	XP_011155986.1
OG0000504	XP_314690.4, XP_318891.4	XP_011159264.1
OG0000505	XP_001689117.2	XP_011161158.1
OG0000506	XP_314755.4	XP_011172101.2
OG0000507	XP_001238394.2, XP_001230950.3	XP_011161050.2, XP_011161049.1, XP_011161048.1, XP_011161052.1, XP_011161051.1
OG0000508	XP_320054.4	NP_001291529.1
OG0000509	XP_316401.4	XP_011162988.1
OG0000509	XP_312654.5, XP_312655.5, XP_551967.2	XP_025990433.1
OG0000510	XP_308808.4, XP_001688096.1	XP_025996242.1
OG0000512	XP_003436909.1, XP_001237355.2, XP_566342.2, XP_311072.4, XP_001237356.2	XP_039306949.1, XP_039306946.1, XP_011166406.1, XP_039306944.1
OG0000513	XP_552793.1	XP_011172177.1
OG0000516	XP_307965.4	XP_011172056.1
OG0000517	XP_312302.3	XP_011163700.2, XP_039309232.1
OG0000518	XP_308156.3, XP_001687847.1, XP_001687848.1	XP_011175188.2, XP_011175189.2, XP_011175191.2
OG0000519	XP_315418.4, XP_001688658.1, XP_001688657.1	XP_025991738.1, XP_011159219.1, XP_011159221.1, XP_039308221.1, XP_039308220.1
OG0000520	XP_314101.4	XP_011166082.1, XP_011166083.1
OG0000520	XP_315538.3	XP_025994954.1, XP_025994953.1
OG0000521	XP_310260.5	XP_011166943.1
OG0000522	XP_003436838.1, XP_003436837.1, XP_001238821.3	XP_011167766.2
OG0000523	XP_319932.4	XP_025986325.2
OG0000524	XP_321954.3, XP_320175.3	XP_025986063.1
OG0000525	XP_313810.3	XP_025993000.2
OG0000526	XP_316916.3, XP_313700.4	XP_011163487.3
OG0000527	XP_001687795.1	XP_025994056.1, XP_011171909.1
OG0000528	XP_001689312.2, XP_320991.5, XP_550752.3	XP_011164853.1
OG0000529	XP_317672.2	XP_039309772.1, XP_011161552.1, XP_011165420.2
OG0000531	XP_316287.2, XP_001688829.1, XP_316285.1, XP_316283.1	XP_039314365.1
OG0000533	XP_309387.4	XP_039310971.1, XP_039310972.1, XP_011165801.2, XP_025994422.2
OG0000536	XP_003436941.1	XP_011161602.1, XP_039310223.1, XP_039310224.1
