Orthogroup	Polistes_dominula	Aedes_aegypti
OG0000216	XP_015185916.1	XP_021695787.1, XP_021695812.1, XP_001658816.2, XP_001660657.2, XP_001652926.3, XP_021705200.1, XP_001652928.1, XP_001652922.1, XP_021704573.1, XP_001656766.3, XP_001663987.1, XP_001652925.2
OG0000217	XP_015186718.1	XP_021712681.1, XP_001656258.2, XP_021707319.1, XP_021696760.1, XP_021696771.1, XP_021694727.1
OG0000218	XP_015174590.1, XP_015174588.1, XP_015174591.1	XP_021706089.1, XP_001660419.1
OG0000219	XP_015173758.1, XP_015173757.1, XP_015173756.1	XP_001650937.1, XP_021711710.1
OG0000220	XP_015184604.1	XP_021710699.1, XP_001651636.1
OG0000221	XP_015184406.1	XP_001660128.1
OG0000223	XP_015186521.1	XP_021710530.1
OG0000223	XP_015178968.1	XP_001658512.3
OG0000224	XP_015174244.1	XP_001654732.1, XP_001654733.2
OG0000225	XP_015171829.1, XP_015171828.1, XP_015176375.1	XP_001647679.1
OG0000227	XP_015177648.1, XP_015177645.1	XP_021696785.1
OG0000228	XP_015189827.1, XP_015189765.1	XP_021712416.1
OG0000230	XP_015187246.1, XP_015187244.1, XP_015187242.1, XP_015187243.1	XP_021699383.1
OG0000231	XP_015174418.1, XP_015174419.1	XP_021702255.1, XP_001656509.2, XP_011493518.1, XP_021712758.1, XP_021712760.1, XP_021698283.1, XP_021698300.1
OG0000232	XP_015185539.1, XP_015185538.1, XP_015185537.1	XP_021697432.1, XP_021697433.1, XP_021697431.1, XP_021697430.1, XP_021697411.1, XP_021697412.1, XP_021697413.1, XP_021697424.1, XP_021697425.1, XP_021697426.1, XP_021697427.1, XP_021697428.1, XP_021697429.1, XP_021697414.1, XP_021697421.1, XP_021697420.1, XP_021697419.1, XP_021697418.1, XP_021697417.1, XP_021697416.1, XP_021697415.1, XP_021697423.1, XP_021697422.1
OG0000233	XP_015178474.1	XP_001657370.2
OG0000235	XP_015191589.1	XP_021707634.1, XP_021707632.1, XP_021707627.1
OG0000236	XP_015175604.1, XP_015175605.1	XP_001657619.2, XP_001651997.1, XP_021712370.1, XP_001651998.1, XP_021712372.1, XP_001651166.1, XP_001651167.1
OG0000236	XP_015175615.1	XP_001652725.2
OG0000237	XP_015171667.1	XP_021707698.1
OG0000237	XP_015171630.1	XP_021708376.1
OG0000238	XP_015189449.1, XP_015190396.1, XP_015181792.1, XP_015189873.1, XP_015189584.1, XP_015187720.1	XP_021695204.1
OG0000239	XP_015190308.1, XP_015190309.1, XP_015189352.1	XP_001648774.2, XP_021704849.1, XP_021705252.1, XP_001662669.2
OG0000243	XP_015174530.1	XP_001656949.2, XP_001656950.2, XP_021705735.1, XP_021704726.1
OG0000244	XP_015179576.1, XP_015179577.1, XP_015179580.1, XP_015179579.1, XP_015179578.1	XP_001652340.2
OG0000245	XP_015189008.1	XP_001663686.2, XP_001663685.2, XP_021699381.1, XP_021699380.1, XP_001663688.2, XP_001650638.2, XP_001650639.2, XP_001661890.1, XP_001661891.2, XP_001661190.2, XP_001648968.1
OG0000246	XP_015179151.1	XP_021702972.1
OG0000246	XP_015182115.1, XP_015182116.1	XP_001661057.2
OG0000247	XP_015191855.1, XP_015191854.1	XP_021694288.1
OG0000248	XP_015175042.1, XP_015182680.1	XP_021712411.1, XP_021695736.1, XP_021712410.1, XP_001648018.2, XP_021695735.1, XP_001651553.2
OG0000249	XP_015187603.1, XP_015190237.1, XP_015190236.1	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1
OG0000250	XP_015190042.1	XP_001660282.2, XP_021705092.1
OG0000252	XP_015171597.1, XP_015171596.1	XP_001659013.1, XP_021711486.1
OG0000253	XP_015190633.1	XP_021694648.1, XP_021694649.1, XP_021694646.1, XP_021694644.1, XP_001658552.1, XP_021694643.1, XP_021694642.1, XP_021694641.1, XP_021694640.1, XP_021694647.1
OG0000253	XP_015182084.1	XP_021703386.1, XP_021703387.1, XP_021703388.1
OG0000254	XP_015190592.1	XP_001664252.1
OG0000254	XP_015179929.1	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1
OG0000255	XP_015175472.1	XP_021695873.1
OG0000256	XP_015190359.1	XP_001659923.1
OG0000257	XP_015191073.1, XP_015191061.1	XP_021707001.1
OG0000257	XP_015191056.1	XP_001653528.1
OG0000260	XP_015186969.1	XP_001651266.2
OG0000263	XP_015182751.1	XP_021695756.1, XP_001659895.1
OG0000264	XP_015177860.1	XP_021699793.1
OG0000264	XP_015175459.1	XP_001654772.1
OG0000265	XP_015187998.1, XP_015187683.1, XP_015188988.1	XP_021693311.1, XP_021693310.1, XP_001656086.1, XP_001656087.2
OG0000266	XP_015188854.1	XP_001663718.1
OG0000266	XP_015188288.1	XP_001648452.3
OG0000268	XP_015181711.1	XP_021694310.1, XP_021709288.1, XP_021708718.1, XP_021703075.1, XP_021703638.1, XP_021708988.1
OG0000269	XP_015188277.1, XP_015188276.1, XP_015188274.1	XP_021694258.1
OG0000270	XP_015178020.1	XP_021693340.1
OG0000270	XP_015180910.1	XP_021693342.1
OG0000272	XP_015185525.1	XP_021702656.1, XP_001651408.2
OG0000273	XP_015191012.1, XP_015191013.1	XP_021697010.1
OG0000275	XP_015173577.1, XP_015173578.1, XP_015173580.1	XP_021698978.1, XP_021698986.1, XP_021698985.1, XP_021698984.1, XP_021698983.1, XP_021698982.1, XP_021698981.1, XP_021698980.1, XP_021698979.1, XP_021698977.1
OG0000277	XP_015172488.1, XP_015172487.1, XP_015172485.1, XP_015172489.1, XP_015172490.1	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1
OG0000278	XP_015171924.1, XP_015181215.1, XP_015181217.1, XP_015181216.1, XP_015181214.1	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1
OG0000279	XP_015187581.1, XP_015187580.1	XP_021701402.1, XP_021704615.1
OG0000281	XP_015184470.1	XP_021704238.1, XP_021704239.1, XP_001651431.1
OG0000283	XP_015179948.1, XP_015179949.1	XP_021699203.1
OG0000284	XP_015182032.1	XP_021713281.1
OG0000284	XP_015181126.1	XP_001649911.1
OG0000285	XP_015173011.1, XP_015173009.1	XP_021711274.1, XP_021711275.1, XP_001654392.1, XP_001654393.1
OG0000287	XP_015187469.1	XP_021693442.1, XP_021693441.1, XP_021693440.1, XP_021693439.1, XP_001654533.1, XP_001654534.1, XP_021693438.1
OG0000288	XP_015186294.1	XP_021708643.1
OG0000288	XP_015183873.1	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1
OG0000289	XP_015177216.1, XP_015177215.1, XP_015177214.1	XP_001653392.1, XP_021700629.1
OG0000291	XP_015174407.1	XP_001660325.1
OG0000292	XP_015175924.1	XP_021705719.1
OG0000295	XP_015185216.1, XP_015185218.1, XP_015185219.1, XP_015185221.1, XP_015185220.1	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1
OG0000296	XP_015175143.1	XP_021696627.1, XP_001652037.1
OG0000298	XP_015178198.1	XP_001653995.1
OG0000299	XP_015173742.1, XP_015173740.1, XP_015173741.1	XP_001651322.2
OG0000300	XP_015174564.1, XP_015174566.1, XP_015174563.1, XP_015174565.1, XP_015174562.1	XP_001655172.1
OG0000301	XP_015180681.1	XP_001648376.1
OG0000301	XP_015183588.1	XP_001658068.2
OG0000302	XP_015171510.1	XP_021704818.1
OG0000302	XP_015178748.1	XP_011493002.2
OG0000303	XP_015174186.1	XP_001654671.2
OG0000304	XP_015186040.1, XP_015186043.1, XP_015186044.1, XP_015186041.1, XP_015186042.1, XP_015186039.1	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1
OG0000305	XP_015181733.1	XP_021709869.1
OG0000306	XP_015183454.1	XP_021713149.1, XP_001657736.2
OG0000307	XP_015176072.1	XP_001648503.2, XP_021709490.1
OG0000308	XP_015172660.1	XP_021704951.1, XP_001652493.1
OG0000309	XP_015185206.1, XP_015185207.1	XP_021703498.1, XP_021703499.1, XP_021703500.1, XP_021703501.1
OG0000310	XP_015178812.1, XP_015178815.1, XP_015178811.1	XP_021709445.1, XP_021707061.1
OG0000311	XP_015189996.1	XP_001663796.1
OG0000312	XP_015172100.1, XP_015172101.1	XP_011493181.2
OG0000313	XP_015186194.1	XP_021711596.1
OG0000314	XP_015173286.1	XP_001651916.1, XP_021710674.1, XP_001651919.1
OG0000314	XP_015174831.1, XP_015174832.1	XP_021694403.1
OG0000315	XP_015181547.1	XP_001659087.2, XP_021708161.1, XP_001659089.2, XP_021708674.1, XP_021708675.1
OG0000316	XP_015188891.1	XP_001659462.2
OG0000316	XP_015185171.1	XP_021708459.1
OG0000317	XP_015174046.1	XP_021709328.1
OG0000318	XP_015181576.1	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1
OG0000319	XP_015177103.1, XP_015177105.1, XP_015177107.1, XP_015177104.1	XP_021696890.1, XP_021696891.1, XP_021696892.1, XP_021696894.1, XP_021696895.1, XP_021696896.1, XP_021696897.1, XP_021696893.1, XP_001650010.1, XP_021696889.1
OG0000320	XP_015190093.1	XP_001657626.2, XP_021712346.1, XP_021707306.1, XP_021707307.1, XP_001652831.1, XP_001663870.2, XP_001653082.1
OG0000321	XP_015180736.1, XP_015180737.1, XP_015180734.1, XP_015180735.1, XP_015180740.1, XP_015180739.1, XP_015180738.1	XP_001654226.2
OG0000322	XP_015180479.1	XP_021699357.1, XP_001664072.2, XP_001664071.2
OG0000323	XP_015190020.1, XP_015190019.1	XP_021709796.1
OG0000325	XP_015182480.1	XP_021707537.1, XP_021707536.1, XP_021707533.1, XP_021707534.1, XP_021707535.1, XP_021707531.1, XP_021707530.1, XP_021707529.1, XP_021707538.1, XP_021707532.1
OG0000326	XP_015187782.1	XP_021704815.1, XP_001661509.1, XP_021704813.1, XP_021704814.1, XP_021706377.1
OG0000329	XP_015182897.1, XP_015182898.1, XP_015182899.1, XP_015182900.1	XP_001663012.2, XP_001663019.1, XP_001663014.2, XP_021713330.1, XP_001663018.1, XP_001663020.2, XP_001663015.2, XP_001657173.1
OG0000330	XP_015171434.1, XP_015171433.1	XP_021712238.1, XP_001657293.2, XP_001657289.2, XP_001657288.2
OG0000332	XP_015172020.1, XP_015172019.1, XP_015172018.1	XP_001648362.2
OG0000333	XP_015171023.1, XP_015171557.1	XP_021693426.1
OG0000334	XP_015182857.1, XP_015182847.1, XP_015182876.1, XP_015182866.1, XP_015182885.1	XP_021701876.1
OG0000335	XP_015180888.1, XP_015180897.1	XP_021711938.1
OG0000336	XP_015191296.1, XP_015191294.1, XP_015191295.1, XP_015176027.1	XP_001655208.2
OG0000337	XP_015172545.1	XP_021696470.1, XP_021696471.1, XP_021711867.1
OG0000338	XP_015184789.1	XP_021704339.1, XP_021712750.1, XP_021699898.1, XP_021699880.1, XP_001648753.2
OG0000339	XP_015182663.1	XP_001648723.1
OG0000339	XP_015185741.1	XP_001656676.1
OG0000340	XP_015184668.1	XP_021705793.1
OG0000341	XP_015185152.1, XP_015185154.1, XP_015185153.1	XP_021702717.1, XP_001659283.1
OG0000342	XP_015178419.1	XP_021700597.1
OG0000342	XP_015186344.1, XP_015186343.1	XP_021709325.1
OG0000343	XP_015190431.1	XP_021708138.1, XP_021708134.1, XP_021708135.1, XP_021708132.1, XP_021708133.1, XP_021708130.1, XP_021708131.1, XP_021708137.1, XP_021708129.1, XP_021708128.1, XP_021708127.1, XP_021708136.1, XP_021708126.1, XP_021704604.1
OG0000344	XP_015185092.1, XP_015185090.1, XP_015185091.1	XP_021697739.1, XP_021697741.1, XP_021697740.1
OG0000345	XP_015174394.1	XP_021707280.1, XP_021707281.1, XP_021707282.1
OG0000347	XP_015184796.1	XP_021700452.1
OG0000349	XP_015187454.1, XP_015187451.1, XP_015187456.1, XP_015187457.1, XP_015187458.1, XP_015187459.1, XP_015187452.1, XP_015187453.1, XP_015187455.1	XP_021693827.1
OG0000350	XP_015175799.1	XP_001659213.2
OG0000351	XP_015174757.1, XP_015174756.1, XP_015191806.1	XP_021707134.1, XP_001647780.1
OG0000352	XP_015181417.1, XP_015181418.1	XP_021696227.1, XP_021696225.1, XP_021696229.1, XP_021696224.1, XP_021696228.1, XP_021696219.1, XP_021696220.1, XP_021696221.1, XP_021696216.1, XP_021696217.1, XP_021696222.1, XP_021696223.1, XP_001654250.2, XP_021696226.1
OG0000356	XP_015182715.1, XP_015182720.1	XP_001657830.1, XP_001648015.1, XP_001647923.1, XP_001655977.1, XP_001647921.1, XP_001647922.2
OG0000357	XP_015188589.1, XP_015188587.1	XP_021701084.1
OG0000358	XP_015171782.1, XP_015171781.1	XP_001661132.1, XP_021698766.1
OG0000360	XP_015176956.1, XP_015176958.1, XP_015176954.1, XP_015176957.1, XP_015176955.1	XP_021705669.1, XP_021705670.1
OG0000361	XP_015184937.1	XP_001650659.2, XP_021704356.1, XP_021704357.1, XP_021704358.1, XP_021704359.1, XP_001653317.1
OG0000362	XP_015173895.1	XP_001658111.1
OG0000362	XP_015173885.1	XP_021698010.1
OG0000363	XP_015174614.1	XP_001660100.2, XP_021693660.1, XP_021708215.1, XP_011492937.1
OG0000364	XP_015188098.1	XP_021701773.1, XP_001658074.1, XP_021701778.1, XP_021701775.1, XP_021701774.1, XP_021701777.1, XP_021701776.1
OG0000365	XP_015179288.1	XP_021696655.1, XP_021696656.1, XP_001652059.2
OG0000366	XP_015183995.1, XP_015184130.1, XP_015184138.1	XP_021698510.1, XP_021698495.1, XP_021698505.1, XP_021698504.1, XP_021698507.1
OG0000367	XP_015182782.1, XP_015182806.1, XP_015182797.1, XP_015182814.1, XP_015182789.1, XP_015182824.1, XP_015182836.1	XP_001650261.2
OG0000368	XP_015183589.1, XP_015172806.1, XP_015172805.1	XP_001649238.1, XP_001649236.1, XP_021705594.1
OG0000369	XP_015181056.1, XP_015171819.1, XP_015171821.1	XP_021706588.1, XP_021708003.1
OG0000370	XP_015172523.1	XP_021712555.1
OG0000370	XP_015172522.1	XP_021712567.1, XP_021712559.1, XP_001658407.1
OG0000372	XP_015174581.1, XP_015181940.1	XP_001653705.2
OG0000375	XP_015184082.1	XP_001652513.1
OG0000377	XP_015176492.1	XP_001660801.2
OG0000377	XP_015171536.1	XP_001652672.1, XP_001652671.1, XP_001652673.1
OG0000378	XP_015191759.1, XP_015191815.1, XP_015182971.1	XP_021709491.1
OG0000379	XP_015177176.1, XP_015177175.1	XP_021704205.1, XP_021704206.1
OG0000380	XP_015187034.1, XP_015187033.1, XP_015187032.1, XP_015187031.1	XP_001658589.2, XP_021700482.1
OG0000381	XP_015181537.1	XP_021709141.1
OG0000381	XP_015187133.1	XP_021708636.1, XP_001653770.1
OG0000382	XP_015176221.1, XP_015176213.1, XP_015181021.1	XP_021712504.1, XP_021705463.1
OG0000384	XP_015187803.1	XP_001660403.1
OG0000384	XP_015187798.1	XP_021708638.1
OG0000385	XP_015187297.1	XP_021712982.1, XP_001649476.1
OG0000386	XP_015184892.1, XP_015184894.1, XP_015184893.1	XP_011493284.1, XP_001651049.1, XP_021694539.1
OG0000387	XP_015181663.1	XP_001651743.2, XP_001651741.2, XP_021706845.1, XP_021706846.1, XP_021707468.1, XP_021707467.1
OG0000388	XP_015182150.1	XP_021694733.1
OG0000388	XP_015172563.1	XP_001659821.1
OG0000389	XP_015187563.1, XP_015187565.1	XP_001653489.2, XP_001653487.1
OG0000390	XP_015182435.1, XP_015182436.1, XP_015182432.1	XP_001652622.1
OG0000391	XP_015183972.1	XP_021708186.1, XP_021708180.1
OG0000392	XP_015189770.1, XP_015176980.1, XP_015189828.1	XP_021694279.1
OG0000394	XP_015185400.1	XP_021705811.1, XP_021705815.1, XP_021705814.1, XP_021705816.1, XP_021705810.1, XP_021705812.1, XP_021705813.1
OG0000395	XP_015185269.1, XP_015177347.1, XP_015177346.1, XP_015177348.1	XP_021711480.1
OG0000396	XP_015187490.1	XP_001649428.2, XP_001651977.1, XP_001651979.1, XP_021694881.1
OG0000397	XP_015177509.1	XP_021705047.1, XP_021705046.1, XP_021712900.1
OG0000398	XP_015187922.1	XP_001654423.1
OG0000399	XP_015182944.1, XP_015182929.1, XP_015182934.1, XP_015182937.1	XP_021701463.1, XP_021701471.1, XP_021701437.1
OG0000400	XP_015182549.1	XP_021708893.1, XP_001657539.2, XP_001657536.2
OG0000401	XP_015182165.1	XP_021710740.1, XP_001657992.2, XP_021710747.1
OG0000402	XP_015177187.1, XP_015177186.1, XP_015177188.1	XP_011492940.1, XP_001658086.2
OG0000403	XP_015178385.1, XP_015178387.1, XP_015178377.1	XP_021702997.1, XP_021702978.1, XP_021702985.1, XP_021702994.1
OG0000405	XP_015186119.1	XP_001663334.1
OG0000405	XP_015174613.1	XP_001660991.1
OG0000406	XP_015173272.1	XP_001656191.2
OG0000406	XP_015173290.1	XP_001657673.2, XP_001657671.1, XP_001657674.2
OG0000407	XP_015191347.1, XP_015191346.1, XP_015191345.1	XP_001650092.2
OG0000408	XP_015178819.1	XP_001656144.1
OG0000408	XP_015191524.1	XP_001649800.1
OG0000409	XP_015174711.1	XP_021710172.1, XP_021710173.1, XP_021710174.1, XP_021710175.1, XP_001652242.1, XP_021710171.1, XP_001652240.1
OG0000410	XP_015184965.1	XP_021706294.1, XP_021706293.1
OG0000410	XP_015175254.1	XP_021700545.1, XP_021700546.1, XP_021711935.1
OG0000411	XP_015183849.1	XP_021698601.1
OG0000411	XP_015189262.1	XP_001664033.2
OG0000412	XP_015191503.1	XP_021698414.1
OG0000413	XP_015191329.1, XP_015191331.1, XP_015191330.1	XP_021704464.1, XP_021704463.1, XP_021704462.1, XP_021704461.1, XP_021704460.1, XP_021704471.1, XP_021704472.1, XP_021704469.1, XP_021704470.1, XP_021704467.1, XP_021704468.1, XP_021704465.1, XP_021704466.1
OG0000415	XP_015174243.1	XP_021707878.1
OG0000416	XP_015172129.1	XP_001648022.2
OG0000417	XP_015175825.1, XP_015175859.1	XP_001656516.2
OG0000418	XP_015184074.1, XP_015184073.1	XP_001658954.1
OG0000418	XP_015175385.1	XP_021700067.1
OG0000419	XP_015177458.1, XP_015177457.1	XP_001650207.1
OG0000420	XP_015181420.1	XP_001654248.2, XP_001663090.2, XP_001663089.2
OG0000421	XP_015180338.1	XP_021710730.1
OG0000423	XP_015173683.1	XP_021700803.1, XP_021700802.1, XP_001654139.1, XP_001654140.1
OG0000424	XP_015173446.1	XP_001660884.1, XP_001660885.1
OG0000425	XP_015171046.1, XP_015171045.1, XP_015171044.1, XP_015171049.1, XP_015171050.1	XP_001661159.1
OG0000426	XP_015178943.1, XP_015178944.1, XP_015178945.1	XP_001648511.1, XP_021706083.1
OG0000427	XP_015179186.1	XP_021693479.1
OG0000428	XP_015186351.1	XP_021713276.1
OG0000429	XP_015182920.1	XP_021708592.1
OG0000430	XP_015189386.1, XP_015189389.1, XP_015189214.1, XP_015189213.1	XP_001651734.2
OG0000431	XP_015171179.1, XP_015171182.1	XP_001654510.2, XP_021699064.1, XP_001654511.2, XP_021699065.1, XP_011493547.2, XP_021694254.1, XP_021699035.1, XP_021695235.1
OG0000432	XP_015190207.1	XP_021693214.1, XP_001660788.2
OG0000433	XP_015184278.1, XP_015184277.1	XP_021706095.1
OG0000434	XP_015178277.1	XP_021706134.1, XP_021706133.1, XP_021707113.1, XP_021707115.1
OG0000436	XP_015182179.1	XP_021707245.1, XP_021707240.1
OG0000436	XP_015180038.1	XP_001648952.2
OG0000437	XP_015176927.1	XP_001652247.1
OG0000438	XP_015184824.1, XP_015179976.1	XP_021707499.1
OG0000439	XP_015190706.1, XP_015190707.1, XP_015190704.1, XP_015190705.1	XP_021708260.1
OG0000440	XP_015176418.1	XP_001657753.1
OG0000441	XP_015174801.1	XP_021703713.1, XP_021703712.1, XP_021703709.1, XP_021703711.1
OG0000442	XP_015178722.1, XP_015178721.1	XP_021698175.1, XP_021698170.1
OG0000443	XP_015178167.1	XP_021696026.1
OG0000444	XP_015177117.1, XP_015177118.1, XP_015177116.1	XP_001659746.2
OG0000445	XP_015179205.1	XP_021701995.1, XP_021701992.1, XP_021701996.1, XP_021701994.1
OG0000445	XP_015179206.1	XP_021701997.1
OG0000446	XP_015184677.1, XP_015184674.1, XP_015184676.1, XP_015184675.1, XP_015184678.1	XP_021703072.1, XP_021703048.1, XP_021703054.1, XP_001658093.2, XP_021703060.1
OG0000447	XP_015183158.1, XP_015183157.1, XP_015183156.1	XP_001660470.2, XP_001660472.2
OG0000448	XP_015182614.1, XP_015182606.1, XP_015182597.1	XP_001649735.1
OG0000449	XP_015183775.1, XP_015183773.1	XP_001652874.1
OG0000451	XP_015172179.1	XP_001655826.2
OG0000452	XP_015183772.1	XP_001648925.2
OG0000452	XP_015175979.1	XP_001648027.2
OG0000453	XP_015172208.1, XP_015172207.1	XP_021697495.1
OG0000454	XP_015175549.1	XP_021706461.1
OG0000455	XP_015177184.1	XP_001652284.1, XP_021706466.1, XP_021706467.1
OG0000456	XP_015186589.1, XP_015186587.1, XP_015186591.1, XP_015186590.1	XP_001654206.1, XP_001654207.2, XP_001650194.1
OG0000457	XP_015182902.1	XP_021706429.1, XP_021711607.1, XP_021711608.1
OG0000458	XP_015175800.1	XP_001660837.1
OG0000459	XP_015191361.1, XP_015191365.1, XP_015191363.1, XP_015191364.1, XP_015191360.1	XP_021706301.1, XP_021706296.1, XP_021706297.1, XP_021706298.1, XP_021706299.1, XP_021706300.1, XP_021706302.1
OG0000460	XP_015181326.1	XP_001649855.2
OG0000460	XP_015181394.1	XP_021705970.1, XP_021705971.1
OG0000461	XP_015176525.1, XP_015176524.1, XP_015176522.1, XP_015176523.1, XP_015176526.1	XP_021695522.1
OG0000462	XP_015178560.1, XP_015178559.1	XP_001661490.1
OG0000464	XP_015190554.1, XP_015190767.1	XP_021692926.1, XP_021692928.1
OG0000466	XP_015186604.1	XP_021701291.1, XP_021701290.1, XP_021701289.1, XP_021701288.1, XP_021701299.1, XP_021701298.1, XP_021701297.1, XP_001648093.1, XP_001648092.1, XP_001648088.2, XP_021701300.1
OG0000467	XP_015188253.1, XP_015188252.1, XP_015188251.1, XP_015188257.1, XP_015188256.1, XP_015188255.1, XP_015188254.1	XP_021704958.1
OG0000468	XP_015187171.1, XP_015187167.1	XP_021701552.1
OG0000469	XP_015171607.1	XP_001657083.2
OG0000470	XP_015173543.1, XP_015173542.1, XP_015173541.1, XP_015173540.1, XP_015173545.1, XP_015173544.1	XP_021703041.1, XP_021703042.1, XP_001658302.1
OG0000471	XP_015185649.1, XP_015185648.1, XP_015185647.1	XP_021702045.1, XP_011493210.1
OG0000472	XP_015185084.1	XP_021694230.1, XP_021694226.1, XP_021694200.1, XP_021694194.1, XP_021694186.1, XP_021694182.1, XP_021694212.1, XP_021694219.1, XP_021694207.1, XP_021694174.1
OG0000475	XP_015181248.1	XP_001658443.1
OG0000476	XP_015173211.1	XP_001651876.1
OG0000477	XP_015171953.1	XP_001653252.2, XP_021698468.1
OG0000477	XP_015190123.1	XP_021705457.1
OG0000478	XP_015182315.1	XP_021710495.1
OG0000479	XP_015182767.1	XP_021699545.1, XP_021699548.1, XP_021699547.1, XP_021699553.1, XP_021699551.1, XP_021699552.1, XP_021699549.1, XP_021699550.1, XP_021704290.1
