Orthogroup	Polistes_dominula	Acyrthosiphon_pisum
OG0000185	XP_015175891.1, XP_015175892.1, XP_015175893.1, XP_015175804.1	XP_029344304.1
OG0000188	XP_015176881.1, XP_015174592.1	XP_001944994.1
OG0000189	XP_015173121.1, XP_015173134.1	XP_008180383.1
OG0000189	XP_015171025.1	XP_029345137.1, XP_008180387.1, XP_029345828.1
OG0000190	XP_015184945.1	XP_008187339.1
OG0000191	XP_015179465.1, XP_015179466.1	XP_029346818.1, XP_016659446.1, XP_029346152.1, XP_029344343.1, XP_029342439.1
OG0000192	XP_015178452.1	XP_029345853.1
OG0000196	XP_015178964.1	XP_001943581.2
OG0000196	XP_015174639.1	XP_003248273.1, XP_008188605.1, XP_029347409.1, XP_029347413.1
OG0000198	XP_015173178.1	XP_003240145.1, XP_016656873.1
OG0000200	XP_015187594.1	XP_001949978.1
OG0000200	XP_015178431.1, XP_015178427.1	XP_008182512.1
OG0000201	XP_015179138.1	XP_001951690.2
OG0000202	XP_015177652.1, XP_015177653.1, XP_015177655.1, XP_015177654.1	XP_003246184.1, XP_016661945.1
OG0000203	XP_015176004.1, XP_015174579.1, XP_015174578.1	XP_016662444.1, XP_001947661.2, XP_001949662.1, XP_029342520.1, XP_001947565.2
OG0000204	XP_015182497.1, XP_015177887.1, XP_015179941.1	XP_003243588.1, XP_001948363.2
OG0000205	XP_015183111.1, XP_015183110.1	XP_016660231.1, XP_029344431.1, XP_029344430.1, XP_003244837.1
OG0000207	XP_015175962.1	NP_001155712.1
OG0000207	XP_015186420.1, XP_015186417.1	NP_001192033.1, XP_001942674.1
OG0000208	XP_015186385.1, XP_015173568.1	XP_001950788.1
OG0000209	XP_015184955.1	XP_008183529.1
OG0000212	XP_015179526.1, XP_015179527.1, XP_015185495.1, XP_015185494.1	NP_001232971.1, XP_008179391.1
OG0000213	XP_015189481.1	XP_001945623.2, NP_001280334.1
OG0000214	XP_015190491.1	XP_001945750.1
OG0000214	XP_015175994.1	XP_008186309.1, XP_008186310.1, XP_008186312.3
OG0000215	XP_015185000.1, XP_015185001.1	XP_001949004.1, XP_016656471.1, XP_003241622.1
OG0000216	XP_015185916.1	XP_029341236.1, XP_029347825.1, XP_001952110.2
OG0000217	XP_015186718.1	XP_001952229.3, XP_008178352.2
OG0000218	XP_015174590.1, XP_015174588.1, XP_015174591.1	XP_008186264.1
OG0000223	XP_015186521.1, XP_015178968.1	XP_001944473.2, XP_029342159.1
OG0000224	XP_015174244.1	XP_003247330.1, XP_001945322.1, XP_016656052.1, XP_029346604.1, XP_001950045.2
OG0000225	XP_015171829.1, XP_015171828.1, XP_015176375.1	XP_008183136.1, XP_001946333.2, XP_016659881.1
OG0000227	XP_015177648.1, XP_015177645.1	XP_003245308.1, XP_008184764.2
OG0000228	XP_015189765.1	XP_029345773.1
OG0000229	XP_015186538.1	XP_029341397.1, XP_016661667.1, XP_016661666.1, XP_016661665.1, XP_016661664.1, XP_016661668.1, XP_008187110.1, NP_001233057.1
OG0000230	XP_015174525.1, XP_015174526.1, XP_015187246.1, XP_015187244.1, XP_015187242.1, XP_015187243.1	XP_016661982.1, XP_016661983.1, XP_016661984.1, XP_001943037.1
OG0000231	XP_015174418.1, XP_015174419.1	XP_001946956.2, XP_001948201.2
OG0000232	XP_015185539.1, XP_015185538.1, XP_015185537.1	XP_001947878.1, XP_029346471.1
OG0000233	XP_015178474.1	XP_001947951.2, XP_029343172.1
OG0000235	XP_015191589.1	XP_001952457.1, XP_016662192.1
OG0000236	XP_015175604.1, XP_015175605.1, XP_015175615.1	XP_016661843.1, XP_008185403.1
OG0000237	XP_015185577.1, XP_015171667.1, XP_015171630.1	XP_008186243.2, XP_029346011.1
OG0000238	XP_015189449.1, XP_015190396.1, XP_015181792.1, XP_015189873.1, XP_015189584.1, XP_015187720.1	XP_016659406.1
OG0000243	XP_015174530.1	XP_003243924.1, XP_003243911.1, XP_008182174.1, XP_001945201.1, XP_016659189.1, XP_016659190.1, XP_016659178.1, XP_016659180.1, XP_016659183.1, XP_016659184.1, XP_029344253.1, XP_029344252.1, XP_003243915.1, XP_016659186.1, XP_003243923.1, XP_003243922.1, XP_029344251.1, XP_029344249.1, XP_029344248.1, XP_001945635.2, XP_003248350.1, XP_016659168.2, XP_029344254.1
OG0000244	XP_015179576.1, XP_015179577.1, XP_015179580.1, XP_015179579.1, XP_015179578.1	XP_001946605.1, XP_029345366.1, XP_016662168.1, XP_016662169.1, XP_016662010.1, XP_029346982.1
OG0000245	XP_015189008.1	XP_001951137.1, XP_016663800.1, XP_016663799.1, XP_001949307.1
OG0000246	XP_015179151.1	XP_001950555.2
OG0000246	XP_015182115.1, XP_015182116.1	XP_001950143.1
OG0000247	XP_015191550.1, XP_015191855.1, XP_015191854.1	XP_029344228.1, XP_029345461.1, XP_008184353.2
OG0000248	XP_015175042.1, XP_015182680.1	XP_029347273.1, XP_016663076.2, XP_029347065.1, XP_029346989.1
OG0000249	XP_015187603.1, XP_015190237.1, XP_015190236.1	XP_016665112.1
OG0000251	XP_015180463.1, XP_015181737.1	XP_029341406.1, XP_029348692.1, XP_016663273.1, NP_001153590.1, NP_001153589.1
OG0000252	XP_015171597.1, XP_015171596.1	XP_016662203.1, XP_008179464.1, NP_001233107.1, XP_008179467.1, NP_001156268.1, XP_001950355.2
OG0000253	XP_015190633.1	NP_001280380.1
OG0000254	XP_015190592.1	XP_029344545.1, XP_016656660.1
OG0000254	XP_015179929.1	XP_001944239.2, XP_003240062.1, XP_008180377.1
OG0000255	XP_015175472.1	XP_003244428.2
OG0000255	XP_015188062.1, XP_015188065.1	XP_003246526.1, XP_001947928.2, XP_003242730.1
OG0000256	XP_015190359.1	XP_001951894.2, XP_029341156.1
OG0000257	XP_015191073.1, XP_015191061.1	XP_003246666.1
OG0000257	XP_015191056.1	XP_003248173.1
OG0000260	XP_015186969.1	XP_016659711.1
OG0000262	XP_015189351.1	XP_029342225.1, XP_016656222.1, XP_029341266.1, XP_029347901.1, XP_016657422.1, XP_016661072.1, XP_029347085.1, XP_029345713.1, XP_008179527.1
OG0000263	XP_015182751.1	NP_001155556.1, XP_008180933.1
OG0000264	XP_015177860.1	NP_001156153.1
OG0000264	XP_015175459.1	NP_001156243.1
OG0000266	XP_015188854.1	XP_003240676.1, XP_001948034.1
OG0000266	XP_015188288.1	XP_008186329.1, NP_001280475.1
OG0000268	XP_015181711.1	XP_008182102.1, XP_029347932.1, XP_008189738.2, XP_029347683.1, XP_001942733.2, XP_029347931.1
OG0000269	XP_015188277.1, XP_015188276.1, XP_015188274.1	XP_001943745.1
OG0000270	XP_015178020.1	XP_029345241.1, XP_001948521.2
OG0000270	XP_015180910.1	XP_029346495.1, XP_001944827.2
OG0000271	XP_015184680.1	XP_008186229.1
OG0000272	XP_015171556.1	XP_016665096.1, XP_016665095.1
OG0000272	XP_015185525.1	XP_029346328.1, XP_016662315.1
OG0000273	XP_015191012.1, XP_015191013.1	XP_016664122.1
OG0000275	XP_015173577.1, XP_015173578.1, XP_015173580.1	XP_008179793.1, NP_001156725.1
OG0000276	XP_015184477.1	XP_001946172.1
OG0000277	XP_015172488.1, XP_015172487.1, XP_015172485.1, XP_015172489.1, XP_015172490.1	XP_001946581.1
OG0000278	XP_015171924.1, XP_015181215.1, XP_015181217.1, XP_015181216.1, XP_015181214.1	XP_008186457.1, XP_029342789.1, XP_001947217.2
OG0000279	XP_015187581.1, XP_015187580.1	XP_003249025.3, XP_001949725.2, XP_029343956.1
OG0000281	XP_015184470.1, XP_015171539.1, XP_015171540.1	XP_008179649.2
OG0000284	XP_015182032.1	NP_001155502.1
OG0000284	XP_015181126.1	NP_001165432.1
OG0000285	XP_015181188.1	XP_001942945.2
OG0000285	XP_015173011.1, XP_015173009.1	NP_001155560.1, XP_008179924.1
OG0000286	XP_015177428.1, XP_015177411.1, XP_015177397.1, XP_015177404.1, XP_015177419.1, XP_015177521.1	XP_016661131.1, NP_001280318.1
OG0000287	XP_015187469.1	NP_001313583.1
OG0000288	XP_015186294.1	XP_003245506.1
OG0000288	XP_015183873.1	XP_001942634.2
OG0000289	XP_015177216.1, XP_015177215.1, XP_015177214.1	XP_003246644.1, XP_029343790.1, XP_001943261.1
OG0000290	XP_015179247.1	XP_008185669.1, XP_001947171.2, XP_016662037.1
OG0000291	XP_015182037.1	XP_003240981.1, XP_001950806.2
OG0000291	XP_015174407.1	XP_001950838.2
OG0000292	XP_015175897.1, XP_015175924.1	XP_029346347.1
OG0000295	XP_015185216.1, XP_015185218.1, XP_015185219.1, XP_015185221.1, XP_015185220.1	NP_001155488.1
OG0000296	XP_015175143.1	XP_029341279.1, XP_008183323.1, XP_008183324.1, NP_001156217.1, XP_008188125.1, NP_001155711.1
OG0000298	XP_015178198.1	NP_001232973.1, XP_008186594.1
OG0000299	XP_015173742.1, XP_015173740.1, XP_015173741.1	XP_029346685.1, XP_016660445.1, XP_001943308.1
OG0000300	XP_015174564.1, XP_015174566.1, XP_015174563.1, XP_015174565.1, XP_015174562.1	XP_001944983.2
OG0000301	XP_015180681.1	XP_001944205.2
OG0000301	XP_015183588.1	XP_008181889.1
OG0000302	XP_015171510.1	XP_003240620.1
OG0000302	XP_015178748.1	XP_001944852.2
OG0000303	XP_015174186.1, XP_015179972.1	XP_029342096.1, XP_001948339.2, XP_029341254.1
OG0000304	XP_015186040.1, XP_015186043.1, XP_015186044.1, XP_015186041.1, XP_015186042.1, XP_015186039.1	XP_001949605.1
OG0000305	XP_015181733.1	XP_001950929.2, XP_029344333.1
OG0000306	XP_015183454.1	XP_003245388.1, XP_016660941.1
OG0000307	XP_015176072.1	XP_008185684.1, XP_008185680.1
OG0000311	XP_015189996.1	NP_001119633.3, XP_001950423.2
OG0000312	XP_015172100.1, XP_015172101.1	NP_001155477.1
OG0000313	XP_015186194.1	NP_001313580.1, XP_003247263.1, NP_001155519.1, XP_008187281.1, XP_029345448.1
OG0000314	XP_015173286.1	XP_001949676.1, XP_016665120.1
OG0000314	XP_015174831.1, XP_015174832.1	XP_008189786.1, NP_001155636.1
OG0000315	XP_015181547.1	XP_003248734.2, XP_029347016.1, NP_001156294.1, XP_029347015.1, NP_001155713.1
OG0000316	XP_015188891.1	NP_001165728.1, NP_001165729.1, XP_029341502.1, XP_016658800.1
OG0000316	XP_015185171.1	XP_001946148.2
OG0000317	XP_015174046.1	XP_001943954.1
OG0000318	XP_015181576.1	XP_001946391.1, XP_029347084.1
OG0000319	XP_015177103.1, XP_015177105.1, XP_015177107.1, XP_015177104.1	XP_029345590.1, XP_001945303.1
OG0000320	XP_015190093.1	XP_029341090.1, XP_016660783.1, XP_029341114.1, XP_001949497.1, XP_008182691.1, XP_029341183.1, XP_029341152.1, XP_029346294.1, XP_016658527.1, XP_001948406.1, XP_001947590.2, XP_029341324.1, XP_029341155.1, XP_029345736.1
OG0000321	XP_015180736.1, XP_015180737.1, XP_015180734.1, XP_015180735.1, XP_015180740.1, XP_015180739.1, XP_015180738.1	XP_001951092.3, XP_008181523.1, XP_016658692.1, XP_016658691.1, XP_029343361.1, XP_029343362.1, XP_029343359.1, XP_029343360.1, XP_029343357.1, XP_029343358.1, XP_029343355.1, XP_029343356.1, XP_029343364.1, XP_029343363.1
OG0000322	XP_015180479.1	XP_003244377.1
OG0000322	XP_015177862.1, XP_015177861.1	XP_003241550.1
OG0000323	XP_015190020.1, XP_015190019.1	XP_008186397.1
OG0000324	XP_015191559.1, XP_015178081.1	XP_008186869.1
OG0000325	XP_015182480.1	XP_008187895.1
OG0000326	XP_015187782.1	XP_029343584.1
OG0000327	XP_015171979.1, XP_015171973.1	XP_029344255.1, XP_029344257.1, XP_029344259.1
OG0000332	XP_015172020.1, XP_015172019.1, XP_015172018.1	NP_001156093.1
OG0000333	XP_015171023.1, XP_015171557.1	XP_003240091.1, XP_029345406.1, XP_029345402.1, XP_029345403.1, XP_029345405.1, XP_029345404.1, NP_001192196.1
OG0000334	XP_015182857.1, XP_015182847.1, XP_015182876.1, XP_015182866.1, XP_015182885.1	NP_001233012.1
OG0000335	XP_015180888.1, XP_015180897.1	NP_001280436.1
OG0000336	XP_015191296.1, XP_015191294.1, XP_015191295.1, XP_015176027.1	XP_001944889.1
OG0000337	XP_015172545.1	XP_001945953.2
OG0000338	XP_015175675.1, XP_015184789.1	XP_029347726.1, XP_029343915.1, XP_001947606.3, XP_001947868.2, XP_008186383.2, XP_001946258.2, XP_001947819.1, XP_003246759.1, XP_016662642.1
OG0000339	XP_015182663.1	XP_001951491.1
OG0000339	XP_015185741.1	XP_001952053.1, XP_008184766.1
OG0000340	XP_015184769.1	XP_029347555.1
OG0000340	XP_015184668.1	XP_029344075.1, XP_016664227.1, XP_001952111.2, XP_029344074.1, XP_029343775.1, XP_001952598.2
OG0000341	XP_015185152.1, XP_015185154.1, XP_015185153.1	XP_016658787.1, XP_016658761.1, XP_003240047.1
OG0000342	XP_015178419.1	XP_003244576.2
OG0000342	XP_015186344.1, XP_015186343.1	XP_016656622.1, XP_029343628.1, XP_029343627.1, XP_029343630.1, XP_029343629.1, XP_016656623.1
OG0000343	XP_015190431.1	XP_008181491.1
OG0000344	XP_015185092.1, XP_015185090.1, XP_015185091.1	XP_008180648.1
OG0000345	XP_015174394.1	XP_008183479.1
OG0000347	XP_015184796.1	XP_016658988.1
OG0000349	XP_015187454.1, XP_015187451.1, XP_015187456.1, XP_015187457.1, XP_015187458.1, XP_015187459.1, XP_015187452.1, XP_015187453.1, XP_015187455.1	XP_029345510.1, XP_029345507.1, XP_029345506.1, XP_029345509.1, XP_029345508.1, XP_029342686.1, XP_029342685.1, XP_029342687.1
OG0000350	XP_015175799.1	XP_029346452.1
OG0000356	XP_015182715.1, XP_015182720.1	XP_008181612.1, NP_001153533.1
OG0000357	XP_015188589.1, XP_015188587.1	XP_008179483.1, NP_001153852.1
OG0000358	XP_015171782.1, XP_015171781.1	NP_001155804.1, XP_008182679.1, XP_003244268.1, XP_008182685.1
OG0000359	XP_015190990.1	XP_029346450.1, XP_003241737.2, XP_016658343.1, XP_029345754.1, XP_029345753.1, XP_016664129.1, XP_016659928.1, XP_003243216.1, XP_029346398.1, XP_008178894.2, XP_016656583.2, XP_003244607.1, XP_003244605.2, XP_016659932.2, XP_016656584.1, XP_003244606.2, XP_029346047.1, XP_029348223.1, NP_001157403.2, NP_001353860.1, XP_016660864.1, XP_016656157.1, XP_016658340.1, XP_029342811.1, XP_029342812.1, XP_029342257.1, XP_029342258.1, XP_016657961.1, XP_029344506.1, XP_029344507.1, XP_008184871.1, NP_001156651.1, XP_029348391.1, XP_003240480.1, XP_003244365.1, XP_029346446.1, XP_016664381.1, XP_029346445.1, XP_016657970.1, XP_016656282.1, XP_029347766.1, XP_029348137.1, XP_003243324.1, XP_029347520.1, XP_029342657.1, XP_016662155.1, XP_003243041.3, XP_016662300.1, XP_016662669.1, XP_029348520.1, XP_003246684.3
OG0000360	XP_015176956.1, XP_015176958.1, XP_015176954.1, XP_015176957.1, XP_015176955.1	XP_029344378.1, XP_001943379.1
OG0000361	XP_015184937.1	XP_016662090.1, XP_001944543.2
OG0000362	XP_015173895.1	XP_001945004.2
OG0000362	XP_015173885.1	XP_016659074.1, XP_001944949.2
OG0000363	XP_015174614.1	XP_001949637.1, XP_001947106.2
OG0000364	XP_015188098.1	XP_001949061.2
OG0000365	XP_015179288.1	XP_003241353.1
OG0000367	XP_015182782.1, XP_015182806.1, XP_015182797.1, XP_015182814.1, XP_015182789.1, XP_015182824.1, XP_015182836.1	XP_029341559.1
OG0000368	XP_015183589.1, XP_015172806.1, XP_015172805.1	XP_016663529.1, XP_008187514.1, XP_008187515.1, XP_016663530.1, NP_001119631.1
OG0000369	XP_015181056.1, XP_015171819.1, XP_015171821.1	XP_001943004.2, XP_001943611.1
OG0000370	XP_015172523.1	XP_016664382.1
OG0000370	XP_015172522.1	XP_001945107.1
OG0000371	XP_015174595.1	XP_001948534.2
OG0000372	XP_015174581.1, XP_015181940.1	XP_003242425.1
OG0000375	XP_015184082.1	XP_008182314.2
OG0000377	XP_015176492.1, XP_015171536.1	XP_008189819.1
OG0000378	XP_015191759.1, XP_015191815.1, XP_015182971.1	XP_029342427.1
OG0000379	XP_015177176.1, XP_015177175.1	XP_029344225.1, XP_029344226.1, XP_029344227.1
OG0000381	XP_015181537.1	XP_001944422.1
OG0000381	XP_015187133.1	XP_001945902.2
OG0000382	XP_015176221.1, XP_015176213.1, XP_015181021.1	XP_001945358.1, XP_029341335.1, XP_001944443.1, XP_029348534.1
OG0000383	XP_015189753.1, XP_015189965.1	XP_001946138.2
OG0000384	XP_015187803.1	XP_001948311.2, XP_029346600.1
OG0000384	XP_015187798.1	XP_016656417.1, XP_008178646.1, XP_008178647.1
OG0000385	XP_015187297.1	XP_029348348.1, XP_029348344.1, XP_016660561.1, XP_001948454.2, XP_008189067.1
OG0000386	XP_015184892.1, XP_015184894.1, XP_015184893.1	XP_001949230.2, XP_029342856.1, XP_029342854.1
OG0000387	XP_015181663.1	XP_001949903.1, XP_029342415.1
OG0000388	XP_015182150.1	XP_001950440.1
OG0000388	XP_015172563.1	XP_001950495.1
OG0000389	XP_015187563.1, XP_015187565.1	XP_001950486.2, XP_008182516.1
OG0000390	XP_015182435.1, XP_015182436.1, XP_015182432.1	XP_008187641.1, XP_008187645.1
OG0000391	XP_015183972.1	XP_003244758.1
OG0000392	XP_015189770.1, XP_015176980.1, XP_015189828.1	XP_008178670.1
OG0000394	XP_015185400.1	XP_029342189.1, XP_008185056.1
OG0000395	XP_015185269.1, XP_015177347.1, XP_015177346.1, XP_015177348.1	XP_029345118.1, XP_029345120.1, XP_029345119.1, XP_008185423.1
OG0000396	XP_015187490.1	XP_029343296.1, XP_008187965.1
OG0000397	XP_015177509.1	XP_016658097.1
OG0000398	XP_015187922.1	XP_016658330.1, XP_016662388.1
OG0000399	XP_015182944.1, XP_015182929.1, XP_015182934.1, XP_015182937.1	XP_029343899.1, XP_029343897.1
OG0000405	XP_015186119.1, XP_015174613.1	NP_001155436.1
OG0000406	XP_015173272.1	NP_001233090.1
OG0000406	XP_015173290.1	XP_001948752.2, NP_001155579.1
OG0000407	XP_015191347.1, XP_015191346.1, XP_015191345.1	NP_001155820.1
OG0000408	XP_015178819.1	XP_008181014.1
OG0000408	XP_015191524.1	NP_001156125.1
OG0000409	XP_015174711.1	NP_001233114.1
OG0000410	XP_015184965.1	XP_001942763.2
OG0000410	XP_015175254.1	XP_029342080.1
OG0000411	XP_015183849.1	XP_001950696.1
OG0000411	XP_015189262.1	XP_001943590.2
OG0000412	XP_015191503.1	XP_001943813.2
OG0000413	XP_015191329.1, XP_015191331.1, XP_015191330.1	XP_001943927.1
OG0000414	XP_015178993.1, XP_015178987.1, XP_015178791.1	XP_008183039.1, XP_029342242.1, XP_029344409.1, XP_001944439.1
OG0000415	XP_015174243.1	XP_001946323.1, XP_008186249.2
OG0000416	XP_015172129.1	XP_001946589.2
OG0000417	XP_015175825.1, XP_015175859.1	XP_029342090.1, XP_029346635.1
OG0000418	XP_015184074.1, XP_015184073.1	XP_003248209.1, XP_001948821.1
OG0000418	XP_015175385.1	XP_008183261.1
OG0000419	XP_015177458.1, XP_015177457.1	XP_001949820.1, XP_008182810.1
OG0000420	XP_015181420.1, XP_015181419.1	XP_001951592.1
OG0000421	XP_015180338.1	XP_001952351.1
OG0000423	XP_015173683.1	XP_003244943.1
OG0000424	XP_015173437.1	XP_008178833.1
OG0000424	XP_015173446.1	XP_008178836.1
OG0000425	XP_015171046.1, XP_015171045.1, XP_015171044.1, XP_015171049.1, XP_015171050.1	XP_008182785.1
OG0000426	XP_015178943.1, XP_015178944.1, XP_015178945.1	XP_008184733.1
OG0000427	XP_015175837.1	XP_008186677.1
OG0000427	XP_015179186.1	XP_016658325.1
OG0000428	XP_015186351.1	XP_029346680.1
OG0000429	XP_015182920.1	XP_029341827.1
OG0000436	XP_015182179.1	NP_001156218.1, XP_008190188.1
OG0000436	XP_015180038.1	XP_008178871.1
OG0000437	XP_015176927.1	NP_001233035.1, XP_008185851.1
OG0000438	XP_015184824.1, XP_015179976.1	XP_029340966.1, NP_001280392.1
OG0000439	XP_015190706.1, XP_015190707.1, XP_015190704.1, XP_015190705.1	XP_001942570.1, XP_016657731.1
OG0000440	XP_015176418.1	XP_001942580.2, XP_016659788.1
OG0000441	XP_015174801.1	XP_001942661.1, XP_029346655.1
OG0000442	XP_015178722.1, XP_015178721.1	XP_001942867.2
OG0000443	XP_015178167.1	XP_029341360.1, XP_029341358.1, XP_016659770.1, XP_016659771.1, XP_029347456.1, XP_029347416.1, XP_016661199.1, XP_001947561.2, XP_008183316.1, XP_029341187.1, XP_001944412.2, XP_029341376.1, XP_003248512.2, XP_001948997.1, XP_029347418.1
OG0000444	XP_015177117.1, XP_015177118.1, XP_015177116.1	XP_001944680.1
OG0000445	XP_015179205.1	XP_001947747.2
OG0000445	XP_015179206.1	XP_001951336.2, XP_008188005.2
OG0000446	XP_015184677.1, XP_015184674.1, XP_015184676.1, XP_015184675.1, XP_015184678.1	XP_001948595.1
OG0000447	XP_015183158.1, XP_015183157.1, XP_015183156.1	XP_001948711.2, XP_008180133.1
OG0000448	XP_015182614.1, XP_015182606.1, XP_015182597.1	XP_008182788.1, XP_003244318.1, XP_001949326.1, XP_029343895.1
OG0000449	XP_015183775.1, XP_015183773.1	XP_016657987.1, XP_001950351.1
OG0000450	XP_015171123.1	XP_029346527.1, XP_001951822.2
OG0000451	XP_015172179.1	XP_001952700.2
OG0000452	XP_015183772.1	XP_008180644.1, XP_008180645.1, XP_008180643.1
OG0000452	XP_015175979.1	XP_003240691.1
OG0000453	XP_015172208.1, XP_015172207.1	XP_003243118.1
OG0000454	XP_015175549.1	XP_003243419.1, XP_008181420.1, XP_008181421.1
OG0000455	XP_015177184.1	XP_016659034.1, XP_003243797.2, XP_008181948.1
OG0000456	XP_015186589.1, XP_015186587.1, XP_015186591.1, XP_015186590.1	XP_003244188.1, XP_016655925.1
OG0000457	XP_015182902.1	XP_008183896.1, XP_016660552.1, XP_029343084.1, XP_008183895.1, XP_008183894.1, XP_016660551.1, XP_003245097.1
OG0000458	XP_015175800.1	XP_003247036.2
OG0000459	XP_015191361.1, XP_015191365.1, XP_015191363.1, XP_015191364.1, XP_015191360.1	XP_008178719.1
OG0000460	XP_015181326.1, XP_015181394.1	XP_008180950.1
OG0000461	XP_015176525.1, XP_015176524.1, XP_015176522.1, XP_015176523.1, XP_015176526.1	XP_008187909.2
OG0000462	XP_015178560.1, XP_015178559.1	XP_008188422.1
OG0000463	XP_015177816.1	XP_016655975.1
OG0000464	XP_015171757.1, XP_015190554.1, XP_015190767.1	XP_016659460.1
OG0000465	XP_015173894.1, XP_015177167.1	XP_016661611.1
OG0000466	XP_015186604.1	XP_016664343.1
OG0000467	XP_015188253.1, XP_015188252.1, XP_015188251.1, XP_015188257.1, XP_015188256.1, XP_015188255.1, XP_015188254.1	XP_029341946.1
OG0000468	XP_015187171.1, XP_015187167.1	XP_029343179.1
OG0000475	XP_015181248.1	NP_001155500.1, XP_008186946.1, XP_008185283.1, XP_001947882.2, NP_001161422.1, XP_001949401.4
OG0000476	XP_015173211.1	XP_001943729.1, XP_016663095.1, NP_001156251.1, XP_003244299.1, XP_016658235.2
OG0000477	XP_015171953.1, XP_015190123.1	NP_001280361.1, XP_008187021.1
OG0000478	XP_015182315.1	NP_001280419.1
OG0000479	XP_015182767.1	XP_001942569.2, XP_003248982.3
OG0000480	XP_015182359.1	XP_001942787.2, XP_016662919.1, XP_008186707.1, XP_029344591.1
