Orthogroup	Polistes_dominula	Solenopsis_invicta
OG0000152	XP_015177279.1	XP_011159593.1, XP_011159592.1
OG0000153	XP_015183219.1, XP_015183220.1, XP_015183221.1, XP_015183223.1, XP_015183222.1, XP_015183224.1	XP_025991417.2
OG0000154	XP_015178505.1, XP_015178503.1, XP_015178507.1, XP_015178506.1	XP_039306572.1, XP_011172804.1, XP_039306683.1
OG0000156	XP_015190200.1, XP_015190202.1, XP_015190201.1, XP_015190205.1, XP_015190203.1, XP_015190204.1	XP_039313051.1, XP_039313052.1, XP_011167313.1, XP_011167314.1, XP_011167312.1
OG0000157	XP_015176246.1	XP_039311111.1, XP_039311110.1
OG0000158	XP_015180258.1, XP_015180556.1, XP_015179489.1	XP_039312830.1
OG0000158	XP_015179488.1	XP_011168943.1, XP_011168955.1, XP_039312827.1
OG0000160	XP_015185930.1	XP_025995468.2
OG0000160	XP_015184081.1	XP_039307899.1
OG0000161	XP_015176784.1	XP_011171818.2, XP_011157167.1, XP_011171836.1
OG0000162	XP_015182682.1	XP_025990139.1
OG0000164	XP_015191588.1	XP_011175603.2, XP_039313027.1
OG0000165	XP_015185448.1	XP_011162664.1, XP_011162665.1, XP_025987522.1, XP_025987521.1
OG0000165	XP_015174982.1	XP_011173553.1
OG0000166	XP_015173109.1, XP_015173102.1, XP_015173096.1, XP_015173094.1, XP_015173098.1	XP_025986750.2, XP_025986751.2, XP_039305072.1, XP_039305077.1
OG0000169	XP_015174834.1, XP_015178625.1, XP_015181526.1	XP_011166801.1, XP_011166805.2, XP_011166806.2
OG0000170	XP_015191093.1, XP_015191092.1	XP_011161394.2
OG0000170	XP_015191094.1	XP_011161401.1
OG0000170	XP_015191097.1, XP_015191098.1	XP_011161396.1
OG0000171	XP_015174391.1, XP_015174730.1	XP_011160261.1, XP_039309768.1, XP_011160941.1, XP_039309770.1, XP_011160937.1, XP_011160936.1
OG0000172	XP_015184112.1, XP_015184114.1, XP_015184115.1, XP_015184116.1, XP_015184111.1	XP_039313711.1
OG0000173	XP_015173985.1, XP_015173987.1, XP_015173988.1, XP_015173989.1	XP_025993243.1, XP_011165836.1, XP_039304290.1, XP_011165837.1, XP_011165835.1
OG0000174	XP_015191732.1, XP_015191730.1, XP_015191731.1	XP_025991237.1, XP_025991236.1, XP_025991235.1, XP_025991234.1, XP_025991233.1, XP_039302167.1, XP_039302166.1
OG0000175	XP_015184505.1, XP_015184496.1, XP_015184487.1, XP_015184522.1, XP_015184514.1	XP_039302006.1, XP_039302007.1, XP_011157853.1
OG0000176	XP_015179485.1	XP_025986721.1
OG0000177	XP_015191041.1	XP_025993788.1
OG0000177	XP_015190999.1	XP_011167661.1
OG0000178	XP_015179140.1	XP_011165136.1
OG0000179	XP_015183599.1	XP_039308745.1
OG0000179	XP_015184549.1	XP_011164111.1
OG0000179	XP_015181406.1	XP_011163234.1
OG0000180	XP_015171486.1, XP_015171485.1, XP_015171484.1	XP_011166951.1, XP_011166952.1, XP_025986052.1, XP_025986051.1
OG0000181	XP_015183736.1, XP_015183737.1, XP_015183738.1, XP_015183741.1, XP_015183739.1, XP_015183735.1	XP_025994298.1, XP_025994299.1, XP_039312812.1, XP_039312813.1, XP_011169149.1, XP_011169148.1
OG0000182	XP_015177676.1, XP_015177666.1, XP_015177685.1, XP_015177651.1, XP_015177659.1	XP_011171027.1, XP_039307169.1, XP_039307168.1, XP_039307167.1, XP_039307166.1, XP_025991013.1
OG0000183	XP_015175162.1	XP_011173713.1, XP_011173715.1
OG0000183	XP_015181592.1	XP_025992667.1
OG0000185	XP_015175891.1, XP_015175892.1, XP_015175893.1	XP_011158491.1, XP_011158492.1
OG0000185	XP_015175804.1	XP_039315703.1, XP_039315704.1, XP_039315705.1, XP_039315702.1
OG0000186	XP_015183983.1, XP_015183981.1	XP_039303622.1, XP_025989743.2, XP_011172186.2, XP_039302616.1, XP_011172178.2, XP_011172155.1, XP_025989742.2, XP_011172133.1
OG0000187	XP_015180155.1, XP_015180146.1, XP_015180136.1	XP_039309150.1, XP_011165088.1, XP_011165087.1
OG0000188	XP_015176881.1	XP_011168465.1
OG0000189	XP_015171025.1	XP_011170993.1, XP_039306223.1
OG0000190	XP_015184945.1	XP_011166168.1, XP_039304064.1, XP_025988559.1
OG0000191	XP_015179465.1, XP_015179466.1	XP_039315120.1, XP_011164616.2
OG0000192	XP_015178452.1	XP_039310511.1, XP_039310512.1, XP_039310513.1, XP_039310514.1, XP_025989114.2, XP_025989113.2, XP_011155855.2
OG0000194	XP_015173607.1	XP_039304800.1
OG0000194	XP_015173634.1	XP_011158373.2
OG0000194	XP_015181334.1, XP_015181335.1	XP_025992171.1, XP_039304703.1
OG0000195	XP_015179161.1	XP_025990073.1, XP_011155425.1, XP_011155426.1, XP_011155427.1, XP_039308628.1
OG0000196	XP_015178964.1	XP_039306717.1, XP_011171411.1, XP_011171412.1, XP_039306716.1
OG0000196	XP_015174639.1	XP_011161482.2
OG0000198	XP_015173178.1	XP_011163990.2, XP_039313887.1, XP_025994493.1
OG0000199	XP_015174540.1	XP_011165422.2, XP_011165427.2, XP_039305866.1, XP_039306015.1, XP_039306014.1, XP_025986794.1, XP_011158963.2, XP_011165426.2, XP_039305878.1, XP_011176328.2, XP_025986782.1, XP_011158964.2, XP_039306012.1, XP_025986804.2, XP_039305620.1, XP_039306018.1, XP_025986792.2, XP_025986790.2, XP_025986791.2, XP_039305823.1, XP_039305738.1, XP_039305739.1, XP_025995023.2, XP_039305615.1, XP_039305580.1, XP_039305527.1, XP_039305898.1, XP_039305927.1, XP_025986822.2, XP_025995029.2, XP_025995030.2, XP_039305692.1, XP_039305703.1, XP_039305561.1, XP_025995028.2, XP_039301743.1, XP_039301738.1, XP_039306017.1, XP_039306005.1, XP_025995190.2, XP_011155917.2, XP_039306011.1, XP_039305555.1, XP_039305553.1, XP_039305552.1, XP_039305551.1, XP_025986677.2, XP_039305197.1, XP_039306008.1, XP_039305196.1, XP_011155915.3, XP_011158962.2, XP_011158961.2, XP_011158960.2, XP_025986793.1, XP_039310897.1, XP_011173265.1
OG0000200	XP_015187594.1	XP_011170758.1
OG0000200	XP_015178431.1, XP_015178427.1	XP_011168061.1, XP_011168064.1
OG0000201	XP_015179138.1	XP_025990401.2
OG0000202	XP_015177652.1, XP_015177653.1, XP_015177655.1, XP_015177654.1	XP_025988731.1
OG0000203	XP_015176004.1	XP_011160113.1, XP_011160112.1
OG0000203	XP_015174579.1, XP_015174578.1	XP_011168468.1, XP_039309884.1
OG0000204	XP_015182497.1, XP_015177887.1	XP_011157986.2, XP_039310926.1, XP_039310928.1, XP_039310930.1, XP_039310927.1, XP_025986662.2, XP_025986663.1, XP_011157989.1, XP_039310924.1, XP_025986661.1, XP_011157991.1
OG0000204	XP_015179941.1	XP_011156232.2
OG0000205	XP_015183111.1, XP_015183110.1	XP_011168746.1, XP_039308307.1
OG0000206	XP_015186289.1	XP_025988777.2, XP_039314221.1, XP_039314222.1
OG0000206	XP_015186290.1, XP_015186291.1	XP_039314588.1, XP_039314587.1, XP_039314586.1, XP_039302134.1, XP_039302063.1, XP_011172221.2, XP_011172346.2, XP_025993307.2
OG0000207	XP_015175962.1	XP_025996998.1
OG0000207	XP_015186420.1, XP_015186417.1	XP_011156648.1
OG0000208	XP_015186385.1	XP_011156625.1
OG0000208	XP_015173568.1	XP_039313116.1, XP_039313117.1
OG0000209	XP_015184955.1	XP_011160517.1, XP_011160520.1
OG0000210	XP_015177416.1	XP_039301699.1
OG0000210	XP_015180468.1	XP_011157224.2
OG0000210	XP_015185061.1	XP_025991680.2
OG0000212	XP_015185495.1	XP_011175849.1
OG0000212	XP_015185494.1	XP_011175847.2
OG0000213	XP_015189481.1	XP_039307097.1, XP_039307100.1, XP_039307098.1, XP_039307099.1, XP_039307096.1
OG0000214	XP_015190491.1	XP_011162082.1
OG0000214	XP_015175994.1	XP_025990048.1, XP_025990047.1
OG0000215	XP_015185000.1	XP_025993451.1, XP_039314411.1, XP_011167858.1
OG0000215	XP_015185001.1	XP_011167862.1, XP_039314414.1, XP_039314413.1, XP_011167867.1, XP_039314640.1
OG0000216	XP_015185916.1	XP_011163750.1
OG0000217	XP_015186718.1	XP_011155464.2
OG0000218	XP_015174590.1, XP_015174588.1, XP_015174591.1	XP_011160002.1, XP_011160001.1, XP_011160003.1, XP_011160000.1
OG0000219	XP_015173758.1, XP_015173757.1, XP_015173756.1	XP_011168754.1, XP_011168753.1, XP_011168751.1, XP_011168750.1, XP_011168748.1
OG0000220	XP_015184604.1	XP_039306555.1, XP_039306557.1, XP_039306558.1, XP_039306556.1, XP_039306554.1, XP_011172901.1
OG0000221	XP_015184406.1	XP_025986297.1
OG0000223	XP_015186521.1	XP_011166243.1
OG0000223	XP_015178968.1	XP_011158143.1
OG0000224	XP_015174244.1	XP_011167331.2, XP_025988662.1, XP_011167330.1, XP_025988660.1
OG0000225	XP_015171829.1, XP_015171828.1	XP_011163590.1, XP_011163589.1, XP_039304922.1
OG0000225	XP_015176375.1	XP_011163592.1
OG0000227	XP_015177648.1, XP_015177645.1	XP_025988617.1, XP_025988616.1
OG0000228	XP_015189827.1	XP_039312991.1, XP_039311970.1, XP_039304297.1, XP_011175783.1, XP_025997477.2, XP_039304823.1, XP_039308733.1, XP_039302912.1, XP_039304364.1
OG0000228	XP_015189765.1	XP_025998010.1
OG0000229	XP_015186538.1	XP_011167118.1
OG0000230	XP_015174525.1, XP_015174526.1	XP_039313632.1
OG0000230	XP_015187246.1, XP_015187244.1, XP_015187242.1, XP_015187243.1	XP_039310937.1, XP_011157985.1
OG0000231	XP_015174418.1, XP_015174419.1	XP_039311197.1, XP_025994418.1, XP_025994419.1, XP_025994417.1
OG0000232	XP_015185539.1, XP_015185538.1, XP_015185537.1	XP_011161208.1, XP_011161207.1
OG0000233	XP_015178474.1	XP_011165376.2, XP_011165374.2, XP_011165377.1, XP_011165378.1, XP_011165383.1, XP_025993530.1, XP_011165381.1, XP_011165400.1, XP_025993534.2
OG0000235	XP_015191589.1	XP_039301746.1, XP_011176069.1, XP_011176072.1, XP_011176068.1
OG0000236	XP_015175604.1, XP_015175605.1	XP_011164467.1
OG0000236	XP_015175615.1	XP_025993904.1
OG0000237	XP_015171630.1	XP_025992756.2
OG0000239	XP_015190308.1, XP_015190309.1, XP_015189352.1	XP_011164898.1, XP_011164905.1, XP_039315084.1, XP_039313572.1, XP_025986634.2, XP_025986633.2, XP_025986632.2
OG0000240	XP_015173344.1, XP_015173331.1, XP_015173359.1	XP_039315157.1, XP_011160092.3, XP_011160096.2, XP_011160089.1, XP_039309756.1, XP_011160938.2, XP_039309767.1, XP_039309764.1, XP_011160940.2, XP_039309765.1, XP_039309199.1, XP_039309198.1, XP_025992868.2, XP_025992871.2
OG0000243	XP_015174530.1	XP_039301690.1, XP_039301691.1, XP_011170229.2, XP_039312287.1, XP_039312290.1, XP_011163953.1, XP_039304163.1, XP_011166868.1, XP_011166866.1, XP_011166867.2
OG0000244	XP_015179576.1, XP_015179577.1, XP_015179580.1, XP_015179579.1, XP_015179578.1	XP_039306518.1, XP_011175201.1, XP_011175202.1
OG0000245	XP_015189008.1	XP_011162616.1
OG0000246	XP_015179151.1	XP_011161827.1, XP_039303228.1
OG0000246	XP_015182115.1, XP_015182116.1	XP_039302793.1, XP_039302661.1
OG0000247	XP_015191855.1, XP_015191854.1	XP_011173011.1
OG0000248	XP_015175042.1	XP_039304040.1
OG0000248	XP_015182680.1	XP_025995392.1
OG0000249	XP_015190237.1, XP_015190236.1	XP_011156908.1, XP_011174006.1
OG0000250	XP_015190042.1	XP_011156530.2
OG0000251	XP_015180463.1	XP_011157217.1
OG0000251	XP_015181737.1	XP_011175696.1
OG0000252	XP_015171597.1, XP_015171596.1	XP_025997250.1
OG0000253	XP_015182084.1	XP_039309534.1
OG0000254	XP_015190592.1	XP_011166638.1
OG0000254	XP_015179929.1	XP_011155529.1
OG0000255	XP_015175472.1	XP_039307633.1, XP_011165456.1, XP_011165455.1, XP_039307648.1, XP_039303212.1, XP_039301859.1, XP_039301860.1, XP_039304117.1, XP_039307649.1, XP_039301858.1, XP_011155980.2
OG0000255	XP_015188065.1	XP_011171007.1
OG0000256	XP_015190359.1	XP_011169053.1, XP_011169052.1
OG0000257	XP_015191073.1, XP_015191061.1	XP_039314679.1
OG0000257	XP_015191056.1	XP_039314645.1
OG0000258	XP_015179393.1	XP_025992647.1, XP_039303185.1, XP_039302453.1, XP_025996520.1, XP_025992648.1, XP_011164418.2
OG0000259	XP_015189497.1	XP_025994309.2
OG0000262	XP_015189351.1	XP_011174072.2, XP_039302817.1, XP_039306734.1, XP_039304828.1, XP_011167114.1, XP_039303336.1, XP_011172275.1, XP_039313764.1, XP_039305493.1
OG0000263	XP_015182751.1	XP_011170654.1, XP_011170655.1, XP_011170657.1, XP_011170656.1, XP_011170653.1
OG0000264	XP_015177860.1	XP_039306192.1
OG0000264	XP_015175459.1	XP_011165046.1
OG0000265	XP_015187998.1, XP_015187683.1, XP_015188988.1	XP_011163230.1, XP_011172089.2, XP_025991743.1
OG0000265	XP_015188044.1	XP_011172088.1
OG0000266	XP_015188854.1	XP_011163945.2
OG0000266	XP_015188288.1	XP_011167747.1
OG0000268	XP_015181711.1	XP_011158225.1, XP_011158224.1
OG0000269	XP_015188277.1, XP_015188276.1, XP_015188274.1	XP_011176251.1, XP_011176253.1, XP_025987467.1, XP_025987468.1, XP_025987465.1, XP_025987466.1, XP_025987463.1, XP_025987464.1
OG0000270	XP_015178020.1	XP_025992265.1
OG0000270	XP_015180910.1	XP_011166273.1
OG0000271	XP_015184680.1	XP_011161787.2
OG0000272	XP_015171556.1	XP_025989138.1
OG0000272	XP_015185525.1	XP_011157845.2
OG0000273	XP_015191012.1, XP_015191013.1	XP_011169097.2, XP_011169099.2, XP_025988447.2, XP_011169096.2
OG0000275	XP_015173577.1, XP_015173578.1, XP_015173580.1	XP_039313032.1, XP_039313033.1, XP_039313034.1
OG0000276	XP_015184477.1	XP_025988816.1, XP_011164236.1
OG0000277	XP_015172488.1, XP_015172487.1, XP_015172485.1, XP_015172489.1, XP_015172490.1	XP_011157342.1
OG0000278	XP_015171924.1, XP_015181215.1, XP_015181217.1, XP_015181216.1, XP_015181214.1	XP_011164304.1, XP_011164305.1
OG0000279	XP_015187581.1, XP_015187580.1	XP_025993822.1, XP_025993819.1, XP_025993821.1, XP_025993820.1, XP_039309319.1, XP_011164446.1, XP_039309318.1
OG0000281	XP_015184470.1	XP_011164399.1
OG0000281	XP_015171539.1	XP_011170774.2
OG0000281	XP_015171540.1	XP_011170785.2
OG0000283	XP_015179948.1, XP_015179949.1	XP_039302806.1
OG0000284	XP_015182032.1	XP_025994994.1
OG0000284	XP_015181126.1	XP_011161425.1
OG0000285	XP_015173011.1, XP_015173009.1	XP_011176371.1
OG0000286	XP_015177428.1, XP_015177411.1, XP_015177397.1, XP_015177404.1, XP_015177419.1	XP_011158397.1, XP_011158395.1, XP_011158398.1, XP_025991394.1
OG0000287	XP_015187469.1	XP_011165803.1
OG0000288	XP_015186294.1	XP_011167249.2
OG0000288	XP_015183873.1	XP_039314771.1
OG0000289	XP_015177216.1, XP_015177215.1, XP_015177214.1	XP_039313629.1, XP_039313627.1, XP_011166676.1, XP_025994274.1, XP_011166677.1, XP_011166680.1, XP_011166679.1
OG0000290	XP_015179247.1	XP_011170099.1
OG0000291	XP_015182037.1	XP_011165283.1
OG0000291	XP_015174407.1	XP_011175630.2
OG0000292	XP_015175897.1	XP_039302767.1, XP_011157418.1, XP_025993038.1, XP_025993037.1, XP_025993036.1, XP_025993035.1, XP_039302766.1
OG0000292	XP_015175924.1	XP_011157423.1
OG0000293	XP_015179982.1, XP_015180247.1	XP_039305187.1
OG0000293	XP_015190022.1	XP_011162430.1
OG0000294	XP_015190559.1	XP_039305591.1, XP_039305577.1, XP_039305938.1, XP_039305191.1
OG0000294	XP_015175803.1, XP_015190974.1, XP_015190973.1, XP_015189890.1, XP_015190560.1	XP_039305522.1
OG0000295	XP_015185216.1, XP_015185218.1, XP_015185219.1, XP_015185221.1, XP_015185220.1	XP_011157721.3
OG0000296	XP_015175143.1	XP_039313607.1
OG0000298	XP_015178198.1	XP_011163496.1, XP_039314927.1, XP_039314926.1, XP_011163495.1
OG0000299	XP_015173742.1, XP_015173740.1, XP_015173741.1	XP_011168755.2, XP_039308295.1, XP_011168756.2
OG0000300	XP_015174564.1, XP_015174566.1, XP_015174563.1, XP_015174565.1, XP_015174562.1	XP_039309883.1
OG0000301	XP_015180681.1	XP_011170516.1, XP_039304166.1
OG0000301	XP_015183588.1	XP_011156580.1
OG0000302	XP_015178748.1	XP_039311789.1
OG0000303	XP_015179972.1	XP_039302513.1
OG0000304	XP_015186040.1, XP_015186043.1, XP_015186044.1, XP_015186041.1, XP_015186042.1, XP_015186039.1	XP_039302604.1, XP_011175853.1
OG0000305	XP_015181733.1	XP_011165476.2
OG0000306	XP_015183454.1	XP_025988786.1, XP_011170424.1, XP_039314289.1
OG0000307	XP_015176072.1	XP_039315186.1, XP_039309355.1, XP_039315188.1, XP_039315187.1, XP_039309356.1, XP_039309357.1
OG0000308	XP_015172660.1	XP_025990312.1, XP_039306101.1, XP_025990313.1, XP_039306095.1, XP_039306092.1, XP_039306103.1
OG0000309	XP_015185206.1, XP_015185207.1	XP_039314088.1, XP_025995008.1, XP_025995007.1, XP_025995009.1
OG0000310	XP_015178812.1, XP_015178815.1, XP_015178811.1	XP_011158546.1, XP_011158544.1, XP_039302548.1, XP_039302551.1, XP_039302550.1, XP_039302549.1, XP_039302552.1, XP_039302553.1
OG0000311	XP_015189996.1	XP_025991643.1, XP_011161322.1, XP_039314394.1, XP_039301666.1, XP_039301665.1, XP_011162412.2, XP_039308731.1, XP_011161325.1, XP_039306127.1, XP_025997312.1, XP_011175170.1, XP_039306544.1, XP_039306543.1, XP_011175275.1, XP_039306140.1, XP_039306124.1, XP_039306125.1, XP_039306123.1, XP_039306134.1, XP_039306133.1, XP_039306137.1, XP_039315137.1
OG0000312	XP_015172100.1, XP_015172101.1	XP_011173333.1
OG0000313	XP_015186194.1	XP_011175815.1
OG0000314	XP_015174831.1, XP_015174832.1	XP_039310823.1
OG0000315	XP_015181547.1	XP_011156600.1, XP_011167657.2, XP_011167650.2, XP_011167653.1, XP_039312601.1, XP_011167658.1, XP_011167651.2, XP_011167652.1, XP_011167649.1
OG0000316	XP_015188891.1	XP_011165933.1
OG0000316	XP_015185171.1	XP_025989686.2
OG0000317	XP_015174046.1	XP_025995413.2, XP_039313826.1, XP_011162316.2, XP_011162315.2, XP_025995412.2
OG0000318	XP_015181576.1	XP_011176294.1
OG0000319	XP_015177103.1, XP_015177105.1, XP_015177107.1, XP_015177104.1	XP_011169063.1, XP_011169064.1, XP_011169065.1
OG0000320	XP_015190093.1	XP_011157059.2, XP_011159342.1, XP_011159343.1, XP_011159341.1, XP_039304572.1
OG0000321	XP_015180736.1, XP_015180737.1, XP_015180734.1, XP_015180735.1, XP_015180740.1, XP_015180739.1, XP_015180738.1	XP_011172456.1, XP_011172453.1, XP_039314100.1
OG0000322	XP_015180479.1	XP_011157229.1, XP_011157228.1
OG0000323	XP_015190020.1, XP_015190019.1	XP_011162498.1, XP_039310186.1, XP_039310184.1, XP_039310185.1
OG0000324	XP_015191559.1	XP_039304925.1, XP_039304936.1
OG0000324	XP_015178081.1	XP_011168296.2
OG0000325	XP_015182480.1	XP_025995957.2
OG0000326	XP_015187782.1	XP_011155856.1, XP_025991274.1, XP_025991272.1, XP_025991273.1
OG0000327	XP_015171979.1	XP_025990794.1
OG0000327	XP_015171973.1	XP_025990791.2, XP_039306899.1, XP_025990793.1
OG0000329	XP_015182897.1, XP_015182898.1, XP_015182899.1, XP_015182900.1	XP_011174933.2, XP_011174925.1
OG0000330	XP_015171434.1, XP_015171433.1	XP_025989792.2, XP_011160312.2
OG0000332	XP_015172020.1, XP_015172019.1, XP_015172018.1	XP_011173375.1, XP_011173377.1, XP_039305807.1
OG0000333	XP_015171023.1, XP_015171557.1	XP_039305276.1, XP_039305277.1
OG0000334	XP_015182857.1, XP_015182847.1, XP_015182876.1, XP_015182866.1, XP_015182885.1	XP_039308455.1, XP_039308454.1, XP_039306966.1, XP_039308429.1
OG0000335	XP_015180888.1, XP_015180897.1	XP_011157762.1
OG0000336	XP_015191296.1, XP_015191294.1, XP_015191295.1	XP_011164875.1, XP_011164877.1
OG0000336	XP_015176027.1	XP_025987058.2
OG0000337	XP_015172545.1	XP_011173365.2
OG0000338	XP_015175675.1	XP_011171807.1
OG0000338	XP_015184789.1	XP_011170750.1
OG0000339	XP_015182663.1	XP_011166134.1
OG0000339	XP_015185741.1	XP_011176133.1
OG0000340	XP_015184769.1	XP_025996699.2
OG0000341	XP_015185152.1, XP_015185154.1, XP_015185153.1	XP_011160367.1
OG0000342	XP_015178419.1	XP_025992367.1
OG0000342	XP_015186344.1, XP_015186343.1	XP_025986147.2
OG0000343	XP_015190431.1	XP_011172106.1
OG0000344	XP_015185092.1, XP_015185090.1, XP_015185091.1	XP_011171384.2, XP_011171383.2, XP_039306999.1
OG0000345	XP_015174394.1	XP_011159940.2, XP_039311426.1, XP_011159942.2, XP_011159941.2
OG0000347	XP_015184796.1	XP_039311376.1
OG0000349	XP_015187454.1, XP_015187451.1, XP_015187456.1, XP_015187457.1, XP_015187458.1, XP_015187459.1, XP_015187452.1, XP_015187453.1, XP_015187455.1	XP_039313919.1, XP_039313920.1, XP_039313917.1, XP_039313918.1, XP_039313921.1, XP_039313922.1
OG0000350	XP_015175799.1	XP_039308116.1, XP_039308118.1, XP_039308117.1, XP_039308119.1, XP_011159774.1, XP_011159775.1
OG0000351	XP_015174757.1, XP_015174756.1	XP_011175689.2, XP_039313432.1, XP_039313431.1, XP_039313430.1, XP_039313429.1
OG0000351	XP_015191806.1	XP_039312928.1, XP_011164500.2
OG0000352	XP_015181417.1, XP_015181418.1	XP_011167136.1
OG0000356	XP_015182715.1	XP_039310530.1
OG0000357	XP_015188589.1, XP_015188587.1	XP_039307123.1
OG0000358	XP_015171782.1, XP_015171781.1	XP_011168327.1, XP_011168326.1
OG0000360	XP_015176956.1, XP_015176958.1, XP_015176954.1, XP_015176957.1, XP_015176955.1	XP_011159166.1, XP_011159170.1, XP_011159171.1, XP_011159172.1, XP_039311705.1, XP_011159167.1
OG0000361	XP_015184937.1	XP_025988581.1
OG0000362	XP_015173895.1	XP_011164453.2
OG0000362	XP_015173885.1	XP_025995044.1
OG0000363	XP_015174614.1	XP_025985928.1
OG0000364	XP_015188098.1	XP_039304986.1, XP_039304985.1, XP_025995086.1, XP_025995085.1, XP_025995084.1, XP_025995083.1
OG0000365	XP_015179288.1	XP_039306342.1
OG0000367	XP_015182782.1, XP_015182806.1, XP_015182797.1, XP_015182814.1, XP_015182789.1, XP_015182824.1, XP_015182836.1	XP_039311291.1, XP_039308453.1, XP_039308452.1
OG0000368	XP_015183589.1	XP_025990031.1
OG0000368	XP_015172806.1, XP_015172805.1	XP_025993896.1, XP_025993895.1, XP_039303919.1
OG0000369	XP_015181056.1	XP_039304506.1, XP_039304503.1, XP_025996134.1
OG0000369	XP_015171819.1, XP_015171821.1	XP_011160293.2
OG0000370	XP_015172523.1	XP_039306345.1
OG0000371	XP_015174595.1	XP_039311901.1
OG0000372	XP_015174581.1	XP_039313284.1
OG0000372	XP_015181940.1	XP_011166761.1, XP_039309517.1
OG0000375	XP_015184082.1	XP_025996689.1, XP_039307908.1, XP_039307909.1
OG0000377	XP_015176492.1	XP_011162555.1
