Orthogroup	Polistes_dominula	Habropoda_laboriosa
OG0000250	XP_015172559.1, XP_015172558.1	XP_017797566.1
OG0000251	XP_015180463.1	XP_017791741.1
OG0000251	XP_015181737.1	XP_017793287.1, XP_017795052.1
OG0000252	XP_015171597.1, XP_015171596.1	XP_017797270.1, XP_017797289.1, XP_017797280.1
OG0000253	XP_015190633.1	XP_017796608.1
OG0000253	XP_015182084.1	XP_017795187.1
OG0000254	XP_015190592.1	XP_017789988.1
OG0000254	XP_015179929.1	XP_017793665.1
OG0000255	XP_015175472.1	XP_017793024.1
OG0000255	XP_015188065.1	XP_017794124.1
OG0000256	XP_015190359.1	XP_017799058.1
OG0000257	XP_015191073.1, XP_015191061.1	XP_017797798.1
OG0000257	XP_015191056.1	XP_017797796.1
OG0000258	XP_015179393.1	XP_017795892.1
OG0000259	XP_015189497.1	XP_017787619.1
OG0000263	XP_015182751.1	XP_017793038.1
OG0000264	XP_015177860.1	XP_017789982.1
OG0000264	XP_015175459.1	XP_017790586.1, XP_017790587.1
OG0000265	XP_015188044.1	XP_017794448.1
OG0000266	XP_015188854.1	XP_017799566.1
OG0000266	XP_015188288.1	XP_017789615.1
OG0000269	XP_015188277.1, XP_015188276.1, XP_015188274.1	XP_017794671.1
OG0000270	XP_015178020.1	XP_017790438.1, XP_017790393.1
OG0000270	XP_015180910.1	XP_017790436.1
OG0000271	XP_015184680.1	XP_017798841.1
OG0000272	XP_015171556.1	XP_017787885.1
OG0000272	XP_015185525.1	XP_017794633.1
OG0000273	XP_015191012.1, XP_015191013.1	XP_017791956.1
OG0000275	XP_015173577.1, XP_015173578.1, XP_015173580.1	XP_017791259.1
OG0000276	XP_015184477.1	XP_017793212.1
OG0000277	XP_015172488.1, XP_015172487.1, XP_015172485.1, XP_015172489.1, XP_015172490.1	XP_017798618.1, XP_017798619.1, XP_017798620.1
OG0000278	XP_015171924.1, XP_015181215.1, XP_015181217.1, XP_015181216.1, XP_015181214.1	XP_017793717.1
OG0000279	XP_015187581.1, XP_015187580.1	XP_017788771.1
OG0000281	XP_015184470.1	XP_017793218.1
OG0000281	XP_015171539.1	XP_017788629.1
OG0000281	XP_015171540.1	XP_017788631.1
OG0000283	XP_015179948.1, XP_015179949.1	XP_017790766.1
OG0000284	XP_015182032.1	XP_017791641.1
OG0000284	XP_015181126.1	XP_017793660.1, XP_017792010.1
OG0000285	XP_015173011.1, XP_015173009.1	XP_017798151.1
OG0000286	XP_015177428.1, XP_015177411.1, XP_015177397.1, XP_015177404.1, XP_015177419.1	XP_017792533.1, XP_017792535.1, XP_017792536.1, XP_017792537.1, XP_017792538.1, XP_017792539.1, XP_017792534.1
OG0000286	XP_015177521.1	XP_017791490.1
OG0000287	XP_015187469.1	XP_017788179.1
OG0000288	XP_015186294.1	XP_017789073.1
OG0000288	XP_015183873.1	XP_017788636.1
OG0000289	XP_015177216.1, XP_015177215.1, XP_015177214.1	XP_017799003.1
OG0000290	XP_015179247.1	XP_017798864.1
OG0000291	XP_015182037.1	XP_017794760.1
OG0000291	XP_015174407.1	XP_017793299.1
OG0000292	XP_015175897.1	XP_017795506.1
OG0000292	XP_015175924.1	XP_017796966.1
OG0000293	XP_015179982.1, XP_015180247.1	XP_017796745.1
OG0000294	XP_015190559.1	XP_017790359.1
OG0000294	XP_015175803.1, XP_015190974.1, XP_015190973.1, XP_015189890.1, XP_015190560.1	XP_017790360.1
OG0000295	XP_015185216.1, XP_015185218.1, XP_015185219.1, XP_015185221.1, XP_015185220.1	XP_017795274.1, XP_017795266.1
OG0000296	XP_015175143.1	XP_017788651.1, XP_017788659.1, XP_017788642.1
OG0000298	XP_015178198.1	XP_017790769.1, XP_017790767.1
OG0000299	XP_015173742.1, XP_015173740.1, XP_015173741.1	XP_017788114.1
OG0000300	XP_015174564.1, XP_015174566.1, XP_015174563.1, XP_015174565.1, XP_015174562.1	XP_017790327.1
OG0000301	XP_015180681.1	XP_017798433.1
OG0000301	XP_015183588.1	XP_017789978.1
OG0000302	XP_015171510.1	XP_017797066.1
OG0000302	XP_015178748.1	XP_017789605.1
OG0000303	XP_015174186.1	XP_017798322.1
OG0000303	XP_015179972.1	XP_017795593.1
OG0000304	XP_015186040.1, XP_015186043.1, XP_015186044.1, XP_015186041.1, XP_015186042.1, XP_015186039.1	XP_017799529.1
OG0000305	XP_015181733.1	XP_017799153.1
OG0000307	XP_015176072.1	XP_017794904.1, XP_017794906.1, XP_017794905.1
OG0000308	XP_015172660.1	XP_017790044.1
OG0000309	XP_015185206.1, XP_015185207.1	XP_017798375.1
OG0000310	XP_015178812.1, XP_015178815.1, XP_015178811.1	XP_017796412.1
OG0000311	XP_015189996.1	XP_017792683.1
OG0000312	XP_015172100.1, XP_015172101.1	XP_017790961.1, XP_017795474.1
OG0000313	XP_015186194.1	XP_017787470.1, XP_017787453.1
OG0000314	XP_015173286.1	XP_017796592.1
OG0000314	XP_015174831.1, XP_015174832.1	XP_017796594.1
OG0000315	XP_015181547.1	XP_017796950.1, XP_017796373.1
OG0000316	XP_015188891.1	XP_017787626.1
OG0000316	XP_015185171.1	XP_017788611.1
OG0000317	XP_015174046.1	XP_017789247.1
OG0000318	XP_015181576.1	XP_017794915.1
OG0000319	XP_015177103.1, XP_015177105.1, XP_015177107.1, XP_015177104.1	XP_017793487.1
OG0000320	XP_015190093.1	XP_017798550.1
OG0000321	XP_015180736.1, XP_015180737.1, XP_015180734.1, XP_015180735.1, XP_015180740.1, XP_015180739.1, XP_015180738.1	XP_017794268.1
OG0000322	XP_015180479.1	XP_017791003.1
OG0000322	XP_015177862.1, XP_015177861.1	XP_017792259.1, XP_017792257.1, XP_017792260.1
OG0000323	XP_015190020.1, XP_015190019.1	XP_017793291.1, XP_017793301.1
OG0000324	XP_015191559.1	XP_017793796.1
OG0000324	XP_015178081.1	XP_017796882.1
OG0000325	XP_015182480.1	XP_017795690.1, XP_017795689.1
OG0000326	XP_015187782.1	XP_017795870.1
OG0000327	XP_015171979.1, XP_015171973.1	XP_017793298.1
OG0000329	XP_015182897.1, XP_015182898.1, XP_015182899.1, XP_015182900.1	XP_017792790.1
OG0000330	XP_015171434.1	XP_017787722.1
OG0000332	XP_015172020.1, XP_015172019.1, XP_015172018.1	XP_017792113.1
OG0000333	XP_015171023.1	XP_017797214.1
OG0000333	XP_015171557.1	XP_017796435.1
OG0000334	XP_015182857.1, XP_015182847.1, XP_015182876.1, XP_015182866.1, XP_015182885.1	XP_017792528.1
OG0000335	XP_015180888.1, XP_015180897.1	XP_017792772.1
OG0000336	XP_015191296.1, XP_015191294.1, XP_015191295.1	XP_017798007.1
OG0000336	XP_015176027.1	XP_017788072.1
OG0000337	XP_015172545.1	XP_017793012.1
OG0000338	XP_015175675.1	XP_017791744.1
OG0000338	XP_015184789.1	XP_017792145.1
OG0000339	XP_015182663.1	XP_017790714.1
OG0000339	XP_015185741.1	XP_017797978.1, XP_017797977.1
OG0000340	XP_015184769.1	XP_017796539.1
OG0000340	XP_015184668.1	XP_017794738.1
OG0000341	XP_015185152.1, XP_015185154.1, XP_015185153.1	XP_017797340.1, XP_017797341.1
OG0000342	XP_015178419.1	XP_017793328.1
OG0000342	XP_015186344.1, XP_015186343.1	XP_017793414.1
OG0000343	XP_015190431.1	XP_017794440.1
OG0000344	XP_015185092.1, XP_015185090.1, XP_015185091.1	XP_017788369.1
OG0000345	XP_015174394.1	XP_017789387.1, XP_017789386.1, XP_017789385.1
OG0000347	XP_015184796.1	XP_017796917.1
OG0000349	XP_015187454.1, XP_015187451.1, XP_015187456.1, XP_015187457.1, XP_015187458.1, XP_015187459.1, XP_015187452.1, XP_015187453.1, XP_015187455.1	XP_017792810.1
OG0000350	XP_015175799.1	XP_017795578.1
OG0000351	XP_015174757.1, XP_015174756.1	XP_017796142.1
OG0000352	XP_015181417.1, XP_015181418.1	XP_017789207.1, XP_017789128.1
OG0000356	XP_015182715.1	XP_017795527.1
OG0000356	XP_015182720.1	XP_017795525.1
OG0000357	XP_015188589.1, XP_015188587.1	XP_017797704.1
OG0000358	XP_015171782.1, XP_015171781.1	XP_017791660.1
OG0000360	XP_015176956.1, XP_015176958.1, XP_015176954.1, XP_015176957.1, XP_015176955.1	XP_017796307.1
OG0000361	XP_015184937.1	XP_017793542.1
OG0000362	XP_015173885.1	XP_017795140.1
OG0000363	XP_015174614.1	XP_017791082.1
OG0000364	XP_015188098.1	XP_017790691.1
OG0000365	XP_015179288.1	XP_017795022.1
OG0000366	XP_015183995.1, XP_015184130.1	XP_017796670.1
OG0000367	XP_015182782.1, XP_015182806.1, XP_015182797.1, XP_015182814.1, XP_015182789.1, XP_015182824.1, XP_015182836.1	XP_017792517.1, XP_017792500.1, XP_017792509.1
OG0000368	XP_015183589.1	XP_017789979.1
OG0000368	XP_015172806.1, XP_015172805.1	XP_017789944.1
OG0000369	XP_015181056.1	XP_017794761.1
OG0000369	XP_015171819.1, XP_015171821.1	XP_017788218.1
OG0000370	XP_015172523.1	XP_017791625.1
OG0000370	XP_015172522.1	XP_017791569.1, XP_017791571.1
OG0000371	XP_015174595.1	XP_017795103.1, XP_017795102.1
OG0000372	XP_015174581.1	XP_017797846.1
OG0000372	XP_015181940.1	XP_017793266.1
OG0000375	XP_015184082.1	XP_017792240.1
OG0000377	XP_015176492.1	XP_017788281.1
OG0000377	XP_015171536.1	XP_017787890.1
OG0000378	XP_015191759.1	XP_017797600.1
OG0000378	XP_015191815.1	XP_017797614.1
OG0000378	XP_015182971.1	XP_017797599.1
OG0000379	XP_015177176.1, XP_015177175.1	XP_017795222.1
OG0000380	XP_015187034.1, XP_015187033.1, XP_015187032.1, XP_015187031.1	XP_017797706.1, XP_017797714.1, XP_017797723.1, XP_017797698.1
OG0000381	XP_015181537.1	XP_017797366.1
OG0000381	XP_015187133.1	XP_017796437.1
OG0000382	XP_015176221.1, XP_015176213.1	XP_017790268.1
OG0000382	XP_015181021.1	XP_017798231.1
OG0000383	XP_015189753.1, XP_015189965.1	XP_017797122.1, XP_017795215.1, XP_017797126.1, XP_017792569.1, XP_017792570.1, XP_017796732.1, XP_017796955.1, XP_017796957.1, XP_017797042.1
OG0000384	XP_015187803.1	XP_017794439.1
OG0000385	XP_015187297.1	XP_017797950.1
OG0000386	XP_015184892.1	XP_017789743.1
OG0000386	XP_015184894.1	XP_017789553.1
OG0000387	XP_015181663.1	XP_017798889.1
OG0000388	XP_015182150.1	XP_017794104.1
OG0000388	XP_015172563.1	XP_017792981.1
OG0000389	XP_015187563.1, XP_015187565.1	XP_017798961.1, XP_017795910.1
OG0000390	XP_015182432.1	XP_017795613.1
OG0000391	XP_015183972.1	XP_017788404.1
OG0000394	XP_015185400.1	XP_017798876.1
OG0000395	XP_015185269.1	XP_017795714.1
OG0000395	XP_015177347.1, XP_015177346.1, XP_015177348.1	XP_017789320.1
OG0000396	XP_015187490.1	XP_017793863.1
OG0000397	XP_015177509.1	XP_017797882.1
OG0000398	XP_015187922.1	XP_017790243.1
OG0000399	XP_015182944.1, XP_015182929.1, XP_015182934.1, XP_015182937.1	XP_017787510.1, XP_017787511.1, XP_017787509.1, XP_017787505.1, XP_017787512.1
OG0000400	XP_015182549.1	XP_017793178.1
OG0000401	XP_015182165.1	XP_017793697.1, XP_017793696.1, XP_017793694.1
OG0000402	XP_015177188.1	XP_017789839.1
OG0000403	XP_015178385.1, XP_015178387.1, XP_015178377.1	XP_017799362.1, XP_017799360.1
OG0000405	XP_015186119.1	XP_017791752.1
OG0000405	XP_015174613.1	XP_017789951.1
OG0000406	XP_015173272.1	XP_017789102.1
OG0000406	XP_015173290.1	XP_017789038.1
OG0000407	XP_015191346.1, XP_015191345.1	XP_017790216.1
OG0000408	XP_015178819.1	XP_017795669.1
OG0000408	XP_015191524.1	XP_017795675.1
OG0000409	XP_015174711.1	XP_017788680.1
OG0000410	XP_015184965.1	XP_017796930.1
OG0000410	XP_015175254.1	XP_017791320.1
OG0000411	XP_015183849.1	XP_017788188.1
OG0000411	XP_015189262.1	XP_017792047.1
OG0000412	XP_015191503.1	XP_017798621.1
OG0000413	XP_015191329.1, XP_015191331.1, XP_015191330.1	XP_017799108.1
OG0000414	XP_015178993.1	XP_017798862.1
OG0000414	XP_015178987.1, XP_015178791.1	XP_017798865.1
OG0000415	XP_015174243.1	XP_017798266.1
OG0000416	XP_015172129.1	XP_017799179.1
OG0000417	XP_015175825.1, XP_015175859.1	XP_017795279.1
OG0000418	XP_015184074.1, XP_015184073.1	XP_017792468.1
OG0000418	XP_015175385.1	XP_017795813.1
OG0000419	XP_015177458.1, XP_015177457.1	XP_017795339.1, XP_017795340.1
OG0000420	XP_015181420.1	XP_017798908.1
OG0000420	XP_015181419.1	XP_017799021.1
OG0000421	XP_015180338.1	XP_017795008.1
OG0000423	XP_015173683.1	XP_017798104.1, XP_017798105.1
OG0000424	XP_015173437.1	XP_017797972.1, XP_017797974.1
OG0000425	XP_015171046.1, XP_015171045.1, XP_015171044.1, XP_015171049.1, XP_015171050.1	XP_017789685.1
OG0000426	XP_015178943.1, XP_015178944.1, XP_015178945.1	XP_017790169.1
OG0000427	XP_015179186.1	XP_017796073.1
OG0000429	XP_015182920.1	XP_017793783.1, XP_017793781.1, XP_017793782.1, XP_017793784.1, XP_017793785.1
OG0000430	XP_015189386.1, XP_015189389.1, XP_015189214.1, XP_015189213.1	XP_017799298.1, XP_017795146.1
OG0000431	XP_015171179.1, XP_015171182.1	XP_017791115.1
OG0000432	XP_015190207.1	XP_017799524.1, XP_017799522.1, XP_017799525.1
OG0000433	XP_015184278.1, XP_015184277.1	XP_017790681.1, XP_017790690.1
OG0000434	XP_015178277.1	XP_017796879.1
OG0000436	XP_015182179.1	XP_017794103.1
OG0000436	XP_015180038.1	XP_017794051.1
OG0000437	XP_015176927.1	XP_017791397.1
OG0000438	XP_015184824.1	XP_017790781.1
OG0000439	XP_015190706.1, XP_015190707.1, XP_015190704.1, XP_015190705.1	XP_017793620.1
OG0000440	XP_015176418.1	XP_017792511.1
OG0000441	XP_015174801.1	XP_017799585.1
OG0000442	XP_015178722.1, XP_015178721.1	XP_017788630.1
OG0000443	XP_015178167.1	XP_017792400.1
OG0000444	XP_015177117.1, XP_015177118.1, XP_015177116.1	XP_017793482.1
OG0000445	XP_015179205.1	XP_017787663.1
OG0000445	XP_015179206.1	XP_017787664.1
OG0000446	XP_015184677.1, XP_015184674.1, XP_015184676.1, XP_015184675.1, XP_015184678.1	XP_017798854.1
OG0000447	XP_015183158.1, XP_015183157.1, XP_015183156.1	XP_017799505.1, XP_017799506.1, XP_017799503.1, XP_017799504.1, XP_017799502.1
OG0000448	XP_015182614.1, XP_015182606.1, XP_015182597.1	XP_017788599.1, XP_017788600.1
OG0000449	XP_015183775.1, XP_015183773.1	XP_017793090.1
OG0000450	XP_015171123.1	XP_017796177.1, XP_017796175.1, XP_017796176.1, XP_017796181.1, XP_017796182.1, XP_017796183.1, XP_017796184.1, XP_017796185.1, XP_017796186.1, XP_017796178.1, XP_017796180.1
OG0000451	XP_015172179.1	XP_017789645.1, XP_017789644.1, XP_017789648.1, XP_017789647.1, XP_017789646.1
OG0000452	XP_015183772.1	XP_017793368.1
OG0000452	XP_015175979.1	XP_017794161.1
OG0000453	XP_015172208.1, XP_015172207.1	XP_017798574.1
OG0000454	XP_015175549.1	XP_017787598.1
OG0000455	XP_015177184.1	XP_017788425.1
OG0000456	XP_015186589.1, XP_015186587.1, XP_015186591.1, XP_015186590.1	XP_017794164.1
OG0000457	XP_015182902.1	XP_017792802.1
OG0000458	XP_015175800.1	XP_017799233.1, XP_017799234.1, XP_017799236.1, XP_017799237.1, XP_017799238.1, XP_017799232.1
OG0000459	XP_015191361.1, XP_015191365.1, XP_015191363.1, XP_015191364.1, XP_015191360.1	XP_017790741.1
OG0000460	XP_015181326.1	XP_017799319.1
OG0000460	XP_015181394.1	XP_017799320.1
OG0000461	XP_015176525.1, XP_015176524.1, XP_015176522.1, XP_015176523.1, XP_015176526.1	XP_017788829.1
OG0000462	XP_015178560.1, XP_015178559.1	XP_017787925.1
OG0000464	XP_015171757.1	XP_017799009.1
OG0000464	XP_015190554.1, XP_015190767.1	XP_017799008.1
OG0000465	XP_015173894.1, XP_015177167.1	XP_017796141.1
OG0000466	XP_015186604.1	XP_017790404.1
OG0000467	XP_015188253.1, XP_015188252.1, XP_015188251.1, XP_015188257.1, XP_015188256.1, XP_015188255.1, XP_015188254.1	XP_017793388.1
OG0000468	XP_015187171.1, XP_015187167.1	XP_017795101.1
OG0000469	XP_015171607.1	XP_017797236.1
OG0000470	XP_015173543.1, XP_015173542.1, XP_015173541.1, XP_015173540.1, XP_015173545.1, XP_015173544.1	XP_017794884.1
OG0000471	XP_015185649.1, XP_015185648.1, XP_015185647.1	XP_017797336.1
OG0000474	XP_015180603.1, XP_015180594.1	XP_017788334.1, XP_017788335.1, XP_017788333.1
OG0000475	XP_015181248.1	XP_017796621.1
OG0000476	XP_015173211.1	XP_017791962.1
OG0000477	XP_015171953.1	XP_017793688.1
OG0000477	XP_015190123.1	XP_017799389.1
OG0000478	XP_015182315.1	XP_017789075.1
OG0000479	XP_015182767.1	XP_017793128.1
OG0000480	XP_015182359.1	XP_017793583.1
OG0000483	XP_015184934.1, XP_015184933.1	XP_017798974.1
OG0000484	XP_015173280.1, XP_015173278.1	XP_017787953.1
OG0000485	XP_015177478.1	XP_017797839.1
OG0000486	XP_015175277.1	XP_017792228.1
OG0000487	XP_015188388.1	XP_017790807.1
OG0000487	XP_015188389.1, XP_015188390.1	XP_017790777.1
OG0000488	XP_015190452.1, XP_015190451.1	XP_017789931.1
OG0000489	XP_015175904.1, XP_015175906.1, XP_015175905.1, XP_015175903.1, XP_015175902.1	XP_017787699.1
OG0000490	XP_015178097.1	XP_017789278.1, XP_017789280.1
OG0000492	XP_015188688.1	XP_017788147.1
OG0000495	XP_015182063.1	XP_017791652.1
OG0000496	XP_015186575.1	XP_017792221.1
OG0000497	XP_015190639.1, XP_015190640.1	XP_017790955.1
OG0000497	XP_015186732.1	XP_017793631.1
OG0000498	XP_015175025.1, XP_015175023.1, XP_015175024.1	XP_017799571.1
OG0000500	XP_015191578.1	XP_017797598.1
OG0000500	XP_015191564.1	XP_017797575.1
OG0000501	XP_015181826.1	XP_017795060.1
OG0000501	XP_015181954.1	XP_017795042.1
OG0000502	XP_015177168.1	XP_017788450.1
OG0000502	XP_015177169.1	XP_017788154.1
OG0000503	XP_015191090.1, XP_015191088.1, XP_015191087.1	XP_017788135.1, XP_017788134.1
OG0000504	XP_015172635.1	XP_017789156.1, XP_017789133.1, XP_017789148.1, XP_017789141.1, XP_017789164.1
OG0000505	XP_015191833.1	XP_017798753.1
OG0000505	XP_015191857.1	XP_017798745.1
OG0000506	XP_015190400.1	XP_017794431.1
OG0000506	XP_015175789.1, XP_015175788.1, XP_015175791.1, XP_015175790.1, XP_015175793.1	XP_017795342.1
OG0000507	XP_015171471.1	XP_017787753.1
OG0000508	XP_015183031.1	XP_017795402.1
OG0000509	XP_015187013.1	XP_017788498.1
OG0000510	XP_015179474.1	XP_017792920.1
OG0000511	XP_015177522.1	XP_017791512.1
OG0000512	XP_015175595.1	XP_017793772.1
OG0000514	XP_015177519.1, XP_015177520.1	XP_017791513.1
OG0000516	XP_015190498.1	XP_017796482.1
OG0000517	XP_015189099.1	XP_017790071.1
OG0000517	XP_015181380.1	XP_017790072.1
OG0000518	XP_015179647.1, XP_015179648.1, XP_015179649.1	XP_017798671.1
OG0000519	XP_015185214.1	XP_017791021.1
OG0000520	XP_015175185.1	XP_017791645.1
OG0000522	XP_015174040.1	XP_017795143.1
OG0000522	XP_015178697.1	XP_017789557.1
OG0000523	XP_015182265.1, XP_015182279.1, XP_015182347.1	XP_017799377.1, XP_017799382.1
OG0000525	XP_015184198.1, XP_015184199.1, XP_015184200.1, XP_015184201.1, XP_015184202.1	XP_017798452.1, XP_017798453.1
OG0000526	XP_015190607.1	XP_017790192.1
OG0000527	XP_015171347.1	XP_017788912.1
OG0000527	XP_015171348.1	XP_017788913.1
OG0000528	XP_015173596.1	XP_017787650.1
OG0000529	XP_015180779.1	XP_017796215.1
OG0000529	XP_015174000.1	XP_017787860.1
OG0000530	XP_015172268.1	XP_017798790.1
OG0000530	XP_015172277.1	XP_017798780.1
OG0000531	XP_015171584.1	XP_017794200.1, XP_017794146.1
OG0000533	XP_015187513.1, XP_015187512.1	XP_017792307.1
OG0000534	XP_015189981.1, XP_015189924.1	XP_017792952.1, XP_017796350.1, XP_017796734.1
OG0000536	XP_015190937.1	XP_017799141.1
OG0000537	XP_015188368.1	XP_017790713.1
OG0000538	XP_015191382.1	XP_017796205.1
OG0000538	XP_015191546.1	XP_017796103.1
OG0000540	XP_015188027.1	XP_017793564.1
OG0000541	XP_015184399.1, XP_015184400.1, XP_015184401.1, XP_015184397.1	XP_017799087.1, XP_017799088.1
OG0000542	XP_015173526.1, XP_015173523.1, XP_015173522.1, XP_015173525.1, XP_015173524.1, XP_015173519.1, XP_015173521.1, XP_015173520.1, XP_015173529.1, XP_015173527.1	XP_017791324.1
OG0000543	XP_015176987.1	XP_017794217.1
OG0000544	XP_015184916.1	XP_017793535.1, XP_017793536.1
OG0000545	XP_015190238.1	XP_017795197.1
OG0000546	XP_015182760.1	XP_017794398.1
OG0000547	XP_015181073.1	XP_017792331.1, XP_017792330.1
OG0000548	XP_015179381.1	XP_017796664.1
OG0000549	XP_015189695.1, XP_015189694.1, XP_015185177.1, XP_015182055.1	XP_017795711.1
OG0000550	XP_015171822.1	XP_017788192.1, XP_017788193.1, XP_017788191.1, XP_017788190.1
OG0000551	XP_015183166.1	XP_017787789.1, XP_017787791.1
OG0000552	XP_015187785.1	XP_017796466.1
OG0000552	XP_015180360.1	XP_017795804.1
OG0000553	XP_015171078.1, XP_015171077.1	XP_017790038.1, XP_017790039.1, XP_017790040.1
OG0000554	XP_015177001.1	XP_017789918.1
OG0000554	XP_015175654.1, XP_015175655.1	XP_017795903.1
OG0000555	XP_015178311.1	XP_017789808.1
OG0000555	XP_015178478.1	XP_017789811.1
OG0000556	XP_015186802.1	XP_017790775.1, XP_017790774.1
OG0000557	XP_015175082.1, XP_015175084.1	XP_017794527.1, XP_017794529.1, XP_017794528.1, XP_017794530.1
OG0000558	XP_015179999.1	XP_017790823.1
OG0000558	XP_015188663.1	XP_017791113.1
OG0000559	XP_015179651.1, XP_015179617.1, XP_015179643.1, XP_015179626.1, XP_015179633.1	XP_017798356.1
OG0000560	XP_015179179.1, XP_015179183.1, XP_015179178.1, XP_015179180.1, XP_015179181.1, XP_015179184.1	XP_017791847.1
OG0000561	XP_015174740.1	XP_017790394.1
OG0000562	XP_015186798.1	XP_017795295.1
OG0000562	XP_015186797.1	XP_017795319.1, XP_017795318.1
OG0000563	XP_015181608.1, XP_015181602.1	XP_017788619.1
OG0000565	XP_015183282.1	XP_017796419.1
OG0000567	XP_015191148.1	XP_017795556.1
OG0000567	XP_015190709.1	XP_017798953.1
OG0000568	XP_015171473.1, XP_015171472.1, XP_015171474.1	XP_017799520.1
OG0000569	XP_015191638.1	XP_017793315.1
OG0000572	XP_015171168.1, XP_015171161.1	XP_017788884.1
OG0000573	XP_015181562.1	XP_017788476.1
OG0000574	XP_015180242.1, XP_015180241.1	XP_017799602.1
OG0000574	XP_015182202.1	XP_017799579.1
OG0000575	XP_015182669.1, XP_015182785.1	XP_017799412.1
OG0000575	XP_015182670.1	XP_017799413.1
OG0000576	XP_015177938.1, XP_015177939.1, XP_015177937.1	XP_017794420.1
OG0000577	XP_015178332.1, XP_015178330.1, XP_015178331.1, XP_015178333.1	XP_017788396.1, XP_017788395.1
OG0000578	XP_015187313.1, XP_015187307.1, XP_015187306.1, XP_015187309.1, XP_015187308.1, XP_015187310.1	XP_017796684.1
OG0000579	XP_015172231.1, XP_015172238.1, XP_015172236.1, XP_015172237.1, XP_015172234.1, XP_015172233.1, XP_015172235.1	XP_017787826.1
OG0000582	XP_015188411.1, XP_015188412.1	XP_017795164.1
