Orthogroup	Polistes_dominula	Bombyx_mori
OG0000235	XP_015191589.1	XP_037877778.1, XP_012548383.2, XP_037877767.1, XP_037877779.1
OG0000236	XP_015175604.1, XP_015175605.1	NP_001036882.1, XP_037871515.1, XP_037871704.1, XP_021205252.2
OG0000237	XP_015171667.1	XP_004931804.1
OG0000237	XP_015171630.1	XP_037875185.1
OG0000244	XP_015179576.1, XP_015179577.1, XP_015179580.1, XP_015179579.1, XP_015179578.1	XP_021202524.1
OG0000245	XP_015189008.1	NP_001037534.1, XP_037872283.1, XP_012548212.3, NP_001037335.1, XP_037872125.1
OG0000246	XP_015179151.1	XP_012549895.1, NP_001037174.1
OG0000246	XP_015182115.1, XP_015182116.1	XP_004931016.1
OG0000247	XP_015191855.1, XP_015191854.1	XP_021207883.2, XP_037873736.1
OG0000248	XP_015175042.1, XP_015182680.1	XP_021203484.2, XP_037872942.1
OG0000249	XP_015187603.1, XP_015190237.1, XP_015190236.1	NP_001138804.1, XP_012545064.1
OG0000250	XP_015190042.1	XP_021206228.1, XP_004930144.1
OG0000250	XP_015172559.1, XP_015172558.1	XP_004930143.1
OG0000251	XP_015180463.1, XP_015181737.1	XP_021206899.1, NP_001108066.1
OG0000252	XP_015171597.1, XP_015171596.1	NP_001104796.1
OG0000253	XP_015190633.1	XP_021208580.1, NP_001037287.1
OG0000253	XP_015182084.1	NP_001037285.1
OG0000254	XP_015190592.1	XP_004921802.3
OG0000254	XP_015179929.1	XP_004924523.1, XP_037876397.1
OG0000255	XP_015175472.1	XP_012543911.1, XP_012543887.2
OG0000255	XP_015188062.1, XP_015188065.1	XP_004923881.1
OG0000256	XP_015190359.1	NP_001093298.1, XP_037870495.1
OG0000257	XP_015191073.1, XP_015191061.1	XP_012551257.1, XP_012551255.1
OG0000257	XP_015191056.1	XP_004932600.1
OG0000258	XP_015179393.1	NP_001159622.2, NP_001106744.1, XP_012551170.1
OG0000259	XP_015189497.1	XP_012548404.1
OG0000263	XP_015182751.1	XP_012549376.1, NP_001040274.1
OG0000264	XP_015177860.1	NP_001037358.2
OG0000264	XP_015175459.1	XP_037875045.1, NP_001037084.1
OG0000266	XP_015188854.1	NP_001040464.1
OG0000266	XP_015188288.1	XP_012544346.1, NP_001037083.1
OG0000268	XP_015181711.1	XP_021204157.1
OG0000269	XP_015188277.1, XP_015188276.1, XP_015188274.1	XP_004924161.2
OG0000270	XP_015180910.1	NP_001171666.1
OG0000272	XP_015171556.1	NP_001091830.1, XP_037866711.1
OG0000272	XP_015185525.1	NP_001166818.1, XP_012549099.1
OG0000275	XP_015173577.1, XP_015173578.1, XP_015173580.1	XP_004924792.1
OG0000277	XP_015172488.1, XP_015172487.1, XP_015172485.1, XP_015172489.1, XP_015172490.1	XP_012544880.1, XP_021202885.1, XP_004924999.1
OG0000278	XP_015171924.1, XP_015181215.1, XP_015181217.1, XP_015181216.1, XP_015181214.1	XP_021207737.1
OG0000279	XP_015187581.1, XP_015187580.1	NP_001296510.1, XP_037868174.1, NP_001037502.1
OG0000281	XP_015184470.1	XP_004922768.2
OG0000283	XP_015179948.1, XP_015179949.1	XP_037877071.1, XP_037877070.1, XP_037877069.1
OG0000284	XP_015182032.1	NP_001037072.1
OG0000284	XP_015181126.1	NP_001296499.1, XP_004932842.1
OG0000285	XP_015181188.1	XP_037867507.1
OG0000285	XP_015173011.1, XP_015173009.1	XP_037874172.1
OG0000286	XP_015177428.1, XP_015177411.1, XP_015177397.1, XP_015177404.1, XP_015177419.1, XP_015177521.1	XP_004929167.1
OG0000287	XP_015187469.1	XP_004922091.1
OG0000288	XP_015186294.1	XP_021201951.2
OG0000288	XP_015183873.1	XP_037868251.1
OG0000289	XP_015177216.1, XP_015177215.1, XP_015177214.1	XP_004925540.2
OG0000292	XP_015175924.1	XP_037874428.1, XP_021206479.1
OG0000293	XP_015179982.1, XP_015180247.1, XP_015190022.1	XP_004929231.1
OG0000295	XP_015185216.1, XP_015185218.1, XP_015185219.1, XP_015185221.1, XP_015185220.1	NP_001037538.1
OG0000296	XP_015175143.1	NP_001093088.1
OG0000298	XP_015178198.1	XP_037876134.1
OG0000299	XP_015173742.1, XP_015173740.1, XP_015173741.1	XP_004931769.1
OG0000300	XP_015174564.1, XP_015174566.1, XP_015174563.1, XP_015174565.1, XP_015174562.1	XP_004933050.1
OG0000301	XP_015180681.1	NP_001106223.1
OG0000301	XP_015183588.1	XP_037870660.1, NP_001296467.1, XP_037870645.1, NP_001106221.1, XP_037870730.1
OG0000302	XP_015171510.1	NP_001095931.1
OG0000302	XP_015178748.1	XP_012548543.1, NP_001036995.2
OG0000303	XP_015174186.1	XP_004922660.1
OG0000303	XP_015179972.1	XP_004933180.1
OG0000304	XP_015186040.1, XP_015186043.1, XP_015186044.1, XP_015186041.1, XP_015186042.1, XP_015186039.1	XP_012551807.1
OG0000306	XP_015183454.1	XP_037876226.1, XP_012545475.3, XP_037876227.1
OG0000307	XP_015176072.1	XP_021205396.1
OG0000308	XP_015172660.1	XP_021205271.1, XP_004928518.1
OG0000309	XP_015185206.1, XP_015185207.1	XP_037874917.1, XP_012544599.1
OG0000310	XP_015178812.1, XP_015178815.1, XP_015178811.1	XP_004922674.1, XP_037871399.1, XP_021207827.1, XP_021207825.1, XP_037871233.1, XP_021207822.1, XP_021207824.1, XP_021207818.1
OG0000311	XP_015189996.1	NP_001093301.1, NP_001036889.1
OG0000312	XP_015172100.1, XP_015172101.1	NP_001040189.1, XP_004923642.1
OG0000313	XP_015186194.1	XP_037867942.1, XP_004931346.1, XP_004930719.1, XP_004930720.1, XP_004930722.1, XP_004930721.1, XP_004930724.1, XP_004930716.1
OG0000314	XP_015174831.1, XP_015174832.1	XP_004933069.3
OG0000315	XP_015181547.1	XP_037867576.1
OG0000316	XP_015188891.1	XP_012546125.1, NP_001166631.1
OG0000316	XP_015185171.1	NP_001166632.1
OG0000317	XP_015174046.1	XP_037867855.1, XP_037867856.1
OG0000318	XP_015181576.1	XP_037871308.1
OG0000319	XP_015177107.1	XP_021206354.1, XP_004930032.1
OG0000320	XP_015190093.1	XP_012545276.1, NP_001098066.2
OG0000321	XP_015180736.1, XP_015180737.1, XP_015180734.1, XP_015180735.1, XP_015180740.1, XP_015180739.1, XP_015180738.1	XP_021202661.1, XP_004924713.2
OG0000322	XP_015180479.1	XP_037873232.1, XP_037873234.1
OG0000323	XP_015190020.1, XP_015190019.1	XP_012548839.3, XP_037874398.1
OG0000324	XP_015178081.1	XP_037876704.1
OG0000325	XP_015182480.1	XP_021203813.1, XP_004926421.2
OG0000326	XP_015187782.1	XP_004928341.1, XP_004928446.1, XP_012545326.1, XP_012545315.1, XP_021203283.2, XP_012545324.2
OG0000327	XP_015171979.1, XP_015171973.1	XP_021208093.2
OG0000329	XP_015182897.1, XP_015182898.1, XP_015182899.1, XP_015182900.1	XP_037871902.1, XP_021206656.1, XP_037875458.1, XP_004932030.3, XP_021207809.2
OG0000331	XP_015183004.1	NP_001296500.1, XP_004928920.1, XP_012548167.1, XP_012548166.1
OG0000332	XP_015172020.1, XP_015172019.1, XP_015172018.1	XP_004926237.1
OG0000333	XP_015171023.1, XP_015171557.1	NP_001274771.1, XP_004925570.1
OG0000334	XP_015182857.1, XP_015182847.1, XP_015182876.1, XP_015182866.1, XP_015182885.1	XP_012548494.3
OG0000335	XP_015180888.1, XP_015180897.1	XP_037867290.1, NP_001091841.1
OG0000336	XP_015191296.1, XP_015191294.1, XP_015191295.1, XP_015176027.1	XP_004922260.1
OG0000337	XP_015172545.1	XP_037869275.1, XP_037869270.1
OG0000338	XP_015175675.1	XP_012550935.1
OG0000338	XP_015184789.1	XP_012550857.1, NP_001243932.1
OG0000339	XP_015182663.1	NP_001106217.1
OG0000339	XP_015185741.1	NP_001037376.1, XP_012549898.1
OG0000340	XP_015184769.1	NP_001036910.1, XP_037876898.1, XP_037877212.1
OG0000340	XP_015184668.1	NP_001037458.1
OG0000341	XP_015185152.1, XP_015185154.1, XP_015185153.1	XP_004929139.1, XP_012548430.1, XP_004929140.1
OG0000342	XP_015178419.1	NP_001116809.1
OG0000342	XP_015186344.1, XP_015186343.1	XP_004932270.2
OG0000343	XP_015190431.1	XP_012543786.3
OG0000344	XP_015185092.1, XP_015185090.1, XP_015185091.1	XP_037877717.1
OG0000345	XP_015174394.1	NP_001243988.1
OG0000347	XP_015184796.1	XP_021202995.1
OG0000349	XP_015187454.1, XP_015187451.1, XP_015187456.1, XP_015187457.1, XP_015187458.1, XP_015187459.1, XP_015187452.1, XP_015187453.1, XP_015187455.1	XP_004924752.1
OG0000350	XP_015175799.1	XP_004924816.1
OG0000351	XP_015174757.1, XP_015174756.1, XP_015191806.1	XP_004930400.2, XP_021206282.2, XP_004930150.2, XP_012549333.1, NP_001037002.1, XP_012551199.2
OG0000356	XP_015182715.1, XP_015182720.1	XP_021204926.1, NP_001140185.1, XP_037873010.1, XP_037873052.1, XP_004928236.2
OG0000357	XP_015188589.1, XP_015188587.1	XP_037875620.1, XP_037875619.1
OG0000358	XP_015171782.1, XP_015171781.1	XP_004929861.1, XP_012549059.1
OG0000360	XP_015176956.1, XP_015176958.1, XP_015176954.1, XP_015176957.1, XP_015176955.1	XP_004925207.2
OG0000361	XP_015184937.1	XP_004932398.1, XP_004932402.1, XP_004932401.1, XP_004932403.1, XP_021207706.1, XP_021207741.1, XP_012551187.1, XP_004932400.1, XP_004932404.1
OG0000363	XP_015174614.1	NP_001036950.1, NP_001036951.1
OG0000364	XP_015188098.1	XP_012545855.2, NP_001036990.1
OG0000365	XP_015179288.1	XP_004931576.1
OG0000366	XP_015183995.1, XP_015184130.1, XP_015184138.1	XP_037868836.1, XP_037868853.1
OG0000367	XP_015182782.1, XP_015182806.1, XP_015182797.1, XP_015182814.1, XP_015182789.1, XP_015182824.1, XP_015182836.1	XP_004931037.1
OG0000368	XP_015183589.1, XP_015172806.1, XP_015172805.1	NP_001296504.1
OG0000369	XP_015181056.1, XP_015171819.1, XP_015171821.1	XP_021205545.1
OG0000370	XP_015172523.1	NP_001037368.1, XP_037867324.1, XP_021206506.2
OG0000370	XP_015172522.1	XP_037867682.1, XP_004923586.2
OG0000371	XP_015174595.1	XP_021206677.1
OG0000372	XP_015174581.1, XP_015181940.1	XP_004927647.1
OG0000375	XP_015184082.1	XP_004932094.1
OG0000377	XP_015176492.1	XP_021204843.1, XP_037877759.1
OG0000377	XP_015171536.1	NP_001093303.1
OG0000378	XP_015191759.1, XP_015191815.1	NP_001128361.1, XP_012548744.1
OG0000378	XP_015182971.1	XP_012545363.2
OG0000379	XP_015177176.1, XP_015177175.1	XP_012548112.2, XP_037872167.1, XP_037872168.1
OG0000380	XP_015187034.1, XP_015187033.1, XP_015187032.1, XP_015187031.1	XP_004929190.1
OG0000381	XP_015181537.1	XP_037873154.1
OG0000381	XP_015187133.1	NP_001040480.1
OG0000382	XP_015176221.1, XP_015176213.1, XP_015181021.1	XP_004926637.1
OG0000383	XP_015189753.1, XP_015189965.1	XP_004924167.1
OG0000384	XP_015187803.1	XP_012546200.2, NP_001037020.1
OG0000384	XP_015187798.1	XP_012549844.2
OG0000385	XP_015187297.1	XP_021209212.1, XP_021209213.1, XP_004923323.1, XP_012553076.1
OG0000386	XP_015184892.1, XP_015184894.1, XP_015184893.1	XP_004922882.1
OG0000388	XP_015182150.1	NP_001037022.1
OG0000388	XP_015172563.1	NP_001037023.1
OG0000389	XP_015187563.1, XP_015187565.1	XP_004932710.1, XP_021207907.1
OG0000390	XP_015182435.1, XP_015182436.1, XP_015182432.1	XP_021203616.1, XP_037877297.1, XP_037877296.1
OG0000391	XP_015183972.1	XP_037874402.1
OG0000392	XP_015189770.1, XP_015176980.1, XP_015189828.1	XP_037869586.1
OG0000394	XP_015185400.1	XP_037872446.1
OG0000395	XP_015185269.1, XP_015177347.1, XP_015177346.1, XP_015177348.1	XP_004925794.1
OG0000396	XP_015187490.1	XP_037871983.1, XP_021209044.1, XP_037872017.1, XP_037872022.1
OG0000397	XP_015177509.1	XP_012547260.2, XP_004927925.2
OG0000398	XP_015187922.1	XP_012549270.1
OG0000399	XP_015182944.1, XP_015182929.1, XP_015182934.1, XP_015182937.1	XP_037869246.1
OG0000401	XP_015182165.1	XP_012553127.1
OG0000403	XP_015178385.1, XP_015178387.1, XP_015178377.1	XP_037866587.1, XP_037866592.1
OG0000405	XP_015186119.1	NP_001040392.1
OG0000405	XP_015174613.1	XP_037873435.1
OG0000406	XP_015173272.1	XP_004929643.2
OG0000406	XP_015173290.1	XP_004925045.1
OG0000408	XP_015178819.1	XP_004932927.1
OG0000408	XP_015191524.1	XP_004931561.1
OG0000409	XP_015174711.1	XP_004924677.1
OG0000410	XP_015184965.1	XP_012553301.2
OG0000411	XP_015183849.1	XP_004923311.1
OG0000411	XP_015189262.1	XP_004933193.1
OG0000412	XP_015191503.1	XP_012550723.1
OG0000413	XP_015191329.1, XP_015191331.1, XP_015191330.1	XP_021205027.1, XP_012547653.1, XP_004928420.1, XP_012547656.1, XP_012547655.1, XP_037873149.1
OG0000414	XP_015178993.1	XP_021206944.1
OG0000414	XP_015178987.1, XP_015178791.1	XP_004926609.1
OG0000415	XP_015174243.1	XP_004923559.1
OG0000416	XP_015172129.1	XP_037868006.1
OG0000417	XP_015175825.1, XP_015175859.1	XP_021207012.2
OG0000418	XP_015184074.1, XP_015184073.1	XP_012545692.2
OG0000418	XP_015175385.1	XP_037867828.1, XP_037869401.1, XP_037869402.1, XP_012549539.1, XP_012549538.1, XP_037869400.1
OG0000419	XP_015177458.1, XP_015177457.1	XP_004921625.1
OG0000420	XP_015181420.1	XP_037875242.1
OG0000420	XP_015181419.1	XP_004929927.1
OG0000421	XP_015180338.1	XP_037871236.1
OG0000423	XP_015173683.1	XP_004922982.1
OG0000424	XP_015173446.1	XP_012543994.1
OG0000425	XP_015171046.1, XP_015171045.1, XP_015171044.1, XP_015171049.1, XP_015171050.1	XP_004931496.2
OG0000426	XP_015178943.1, XP_015178944.1, XP_015178945.1	XP_004926893.2, XP_037872271.1
OG0000427	XP_015175837.1	XP_004931505.3
OG0000427	XP_015179186.1	XP_004921827.1
OG0000428	XP_015186351.1	NP_001127749.1, NP_001127748.1
OG0000429	XP_015182920.1	XP_004921819.1
OG0000430	XP_015189386.1, XP_015189389.1, XP_015189214.1, XP_015189213.1	XP_004931599.1
OG0000431	XP_015171179.1, XP_015171182.1	XP_037873083.1, XP_037873009.1, NP_001103811.1, NP_001103812.1, XP_037873325.1, XP_012545633.1, XP_037873272.1, XP_037873186.1, XP_012547694.2
OG0000432	XP_015190207.1	XP_004927792.1
OG0000433	XP_015184278.1, XP_015184277.1	XP_004927325.1
OG0000434	XP_015178277.1	XP_021207352.2, XP_004931859.2, XP_012550618.1, XP_012550619.1
OG0000436	XP_015182179.1	XP_012544653.1, NP_001157382.1
OG0000436	XP_015180038.1	XP_037874773.1
OG0000437	XP_015176927.1	XP_004925471.1, XP_037875367.1
OG0000438	XP_015184824.1, XP_015179976.1	XP_021209231.1
OG0000439	XP_015190706.1, XP_015190707.1, XP_015190704.1, XP_015190705.1	XP_004922987.1
OG0000440	XP_015176418.1	XP_004931128.1, XP_004931129.1
OG0000442	XP_015178722.1, XP_015178721.1	XP_012552268.1, XP_037869304.1, XP_037869303.1
OG0000443	XP_015178167.1	NP_001243917.1, XP_037875534.1
OG0000444	XP_015177117.1, XP_015177118.1, XP_015177116.1	NP_001296486.1
OG0000445	XP_015179205.1	XP_037877659.1, NP_001103810.2
OG0000445	XP_015179206.1	XP_037866540.1
OG0000446	XP_015184677.1, XP_015184674.1, XP_015184676.1, XP_015184675.1, XP_015184678.1	XP_021205750.2
OG0000447	XP_015183158.1, XP_015183157.1, XP_015183156.1	XP_037869965.1, XP_037870004.1
OG0000448	XP_015182614.1, XP_015182606.1, XP_015182597.1	XP_004928171.1
OG0000449	XP_015183775.1, XP_015183773.1	XP_004927641.1, XP_004927639.1, XP_004927640.1
OG0000450	XP_015171123.1	XP_004924638.1, XP_012544520.1
OG0000451	XP_015172179.1	XP_021207060.1
OG0000452	XP_015183772.1	XP_004923659.2, XP_012553421.2
OG0000452	XP_015175979.1	XP_004923139.1
OG0000453	XP_015172208.1, XP_015172207.1	NP_001171330.1, XP_012551816.1
OG0000454	XP_015175549.1	XP_012543973.2, XP_037875666.1
OG0000455	XP_015177184.1	NP_001266428.1, XP_021206172.1
OG0000456	XP_015186589.1, XP_015186587.1, XP_015186591.1, XP_015186590.1	XP_004934093.4
OG0000457	XP_015182902.1	NP_001127746.1, NP_001127724.1, XP_037874602.1
OG0000458	XP_015175800.1	NP_001037412.2, XP_012552878.1
OG0000459	XP_015191361.1, XP_015191365.1, XP_015191363.1, XP_015191364.1, XP_015191360.1	XP_004930201.1
OG0000460	XP_015181326.1	XP_004929869.1
OG0000460	XP_015181394.1	XP_004929870.2
OG0000461	XP_015176525.1, XP_015176524.1, XP_015176522.1, XP_015176523.1, XP_015176526.1	XP_012545235.1
OG0000462	XP_015178560.1, XP_015178559.1	XP_012545975.1
OG0000464	XP_015190554.1, XP_015190767.1	XP_012544414.3
OG0000465	XP_015173894.1, XP_015177167.1	XP_004925185.1
OG0000466	XP_015186604.1	XP_037870170.1, NP_001139705.1
OG0000468	XP_015187171.1, XP_015187167.1	XP_037876797.1
OG0000469	XP_015171607.1	XP_037870187.1, NP_001296505.1
OG0000470	XP_015173543.1, XP_015173542.1, XP_015173541.1, XP_015173540.1, XP_015173545.1, XP_015173544.1	XP_004929360.1
OG0000471	XP_015185649.1, XP_015185648.1, XP_015185647.1	XP_012544171.1, NP_001037117.1
OG0000475	XP_015181248.1	XP_004922754.1, XP_004922755.1, XP_012551854.1, XP_004922749.1
OG0000476	XP_015173211.1	XP_037870557.1, XP_004929488.4, XP_037868953.1, XP_004933576.1, XP_037870551.1, XP_037870496.1, NP_001036901.1, XP_037870195.1
OG0000477	XP_015190123.1	NP_001036999.1
OG0000478	XP_015182315.1	XP_004931958.1
OG0000479	XP_015182767.1	XP_037869129.1
OG0000482	XP_015181543.1	XP_037866530.1
OG0000483	XP_015184934.1, XP_015184933.1	NP_001171913.1, XP_037872550.1
OG0000484	XP_015173280.1, XP_015173278.1	XP_037876600.1
OG0000485	XP_015177478.1	NP_001040249.1
OG0000486	XP_015175277.1	XP_012552150.2
OG0000487	XP_015188388.1, XP_015188389.1, XP_015188390.1	XP_012546459.2
OG0000488	XP_015190452.1, XP_015190451.1	XP_004930709.1
OG0000489	XP_015175904.1, XP_015175906.1, XP_015175905.1, XP_015175903.1, XP_015175902.1	XP_004929626.1, XP_021205905.1, XP_004929625.1
OG0000490	XP_015178097.1	XP_004921592.1
OG0000492	XP_015188688.1	XP_004932172.1, XP_012550996.1
OG0000493	XP_015177031.1, XP_015177042.1	XP_004924646.1
OG0000497	XP_015190639.1, XP_015190640.1	XP_004925703.1
OG0000497	XP_015186732.1	XP_037877112.1
OG0000498	XP_015175025.1, XP_015175023.1, XP_015175024.1	XP_012550720.2, NP_001037654.1
OG0000500	XP_015191578.1	XP_021205906.2
OG0000501	XP_015181826.1	XP_021207070.1
OG0000501	XP_015181954.1	NP_001036830.1
OG0000502	XP_015177168.1, XP_015177169.1	XP_004924879.2
OG0000503	XP_015191090.1, XP_015191088.1, XP_015191087.1	XP_021206408.1, XP_004930385.1
OG0000504	XP_015172635.1	XP_012544699.1
OG0000505	XP_015191857.1	NP_001104821.1
OG0000506	XP_015190400.1, XP_015175789.1, XP_015175788.1, XP_015175791.1, XP_015175790.1, XP_015175793.1	XP_037867476.1, XP_012549568.1
OG0000507	XP_015171471.1	NP_001182380.2
OG0000508	XP_015183031.1	XP_021203282.2, XP_021203281.2, XP_021203279.2, XP_012545336.2, XP_012545333.2, XP_012545335.2, XP_004925605.2
OG0000509	XP_015187013.1	XP_021208434.1, NP_001166624.1, XP_037868439.1, XP_004924134.1, XP_021202331.1, XP_021202332.1, XP_021202333.1
OG0000510	XP_015179474.1	XP_012550404.1, XP_004931507.1
OG0000512	XP_015175595.1	XP_037867720.1, XP_037867724.1
OG0000513	XP_015175840.1	XP_037874403.1
OG0000516	XP_015190498.1	NP_001036973.1
OG0000517	XP_015189099.1, XP_015181380.1	XP_004928520.1, XP_004928521.1
OG0000518	XP_015179647.1, XP_015179648.1, XP_015179649.1	XP_004927862.1
OG0000519	XP_015185214.1	XP_004931542.1, XP_004931541.1, XP_004931540.1
OG0000520	XP_015175185.1	XP_004927331.1
OG0000520	XP_015175037.1, XP_015175038.1	XP_012551530.1
OG0000522	XP_015174040.1, XP_015178697.1	NP_001037422.1, XP_012545566.1
OG0000523	XP_015182265.1, XP_015182279.1, XP_015182347.1	XP_037877469.1, XP_037871113.1, XP_037871123.1, XP_037871130.1, XP_037877529.1
OG0000525	XP_015184198.1, XP_015184199.1, XP_015184200.1, XP_015184201.1, XP_015184202.1	NP_001136442.1
OG0000526	XP_015190607.1	XP_037872072.1, XP_021205154.1
OG0000526	XP_015191120.1	XP_004922181.1
OG0000527	XP_015171347.1, XP_015171348.1	XP_037868305.1, XP_021201942.1
OG0000528	XP_015173596.1	NP_001157373.1
OG0000529	XP_015180779.1, XP_015174000.1	NP_001091831.1, XP_021207529.1
OG0000530	XP_015172268.1	NP_001037293.1
OG0000530	XP_015172277.1	NP_001040165.1
OG0000531	XP_015171584.1	XP_037868189.1, XP_037868190.1, XP_021207607.2
OG0000533	XP_015187513.1, XP_015187512.1	XP_021203586.1
OG0000534	XP_015189981.1, XP_015189924.1	XP_037871585.1, XP_037872502.1, XP_037876360.1, XP_037873344.1, XP_037873724.1, XP_037872894.1, XP_037868498.1, XP_037868126.1, XP_037871596.1
OG0000536	XP_015190937.1	XP_021204081.2
OG0000536	XP_015188262.1	XP_012546492.1
OG0000537	XP_015188368.1	XP_037874433.1, XP_037866876.1
OG0000538	XP_015191382.1	XP_012544334.2
OG0000538	XP_015191546.1	XP_012544306.1
OG0000539	XP_015187525.1	XP_037866948.1, XP_021202898.1
OG0000540	XP_015188027.1	NP_001037402.1, XP_012543872.1
OG0000541	XP_015184399.1, XP_015184400.1, XP_015184401.1, XP_015184397.1	XP_012549131.3
OG0000542	XP_015173526.1, XP_015173523.1, XP_015173522.1, XP_015173525.1, XP_015173524.1, XP_015173519.1, XP_015173521.1, XP_015173520.1, XP_015173529.1, XP_015173527.1	XP_037874970.1, XP_037874971.1
OG0000543	XP_015176987.1	XP_004929963.2
OG0000544	XP_015184916.1	XP_037877425.1, NP_001040144.1, XP_012546822.1
OG0000545	XP_015190238.1	XP_021207576.1
OG0000546	XP_015182760.1, XP_015182761.1, XP_015182762.1	XP_037874421.1, XP_037874422.1
OG0000547	XP_015181073.1	XP_037868185.1
OG0000551	XP_015183166.1	XP_012544828.1
OG0000552	XP_015187785.1	NP_001091782.1, XP_021205866.1
OG0000552	XP_015180360.1	XP_037874483.1
OG0000553	XP_015171078.1, XP_015171077.1	NP_001036972.1
OG0000554	XP_015177001.1, XP_015175654.1, XP_015175655.1	XP_004926030.1
OG0000555	XP_015178311.1, XP_015178478.1	XP_012545898.1, NP_001037386.1
OG0000556	XP_015186802.1	XP_012552107.1
OG0000557	XP_015175082.1, XP_015175084.1	NP_001037662.1
OG0000558	XP_015179999.1	NP_001239602.1
OG0000558	XP_015188663.1	XP_021204778.1, XP_037870997.1
OG0000559	XP_015179651.1, XP_015179617.1, XP_015179643.1, XP_015179626.1, XP_015179633.1	XP_012547318.1, XP_004927820.1
OG0000560	XP_015179179.1, XP_015179183.1, XP_015179178.1, XP_015179180.1, XP_015179181.1, XP_015179184.1	XP_004922211.3
OG0000561	XP_015174740.1	XP_021208156.1
OG0000562	XP_015186798.1	XP_004933191.1
