Orthogroup	Polistes_dominula	Bombus_terrestris
OG0000212	XP_015179526.1, XP_015179527.1	XP_003393900.1
OG0000212	XP_015185495.1	XP_003403182.1
OG0000212	XP_015185494.1	XP_012174957.1
OG0000213	XP_015189481.1	XP_003399166.1, XP_003399165.1, XP_012169441.1, XP_012169439.1, XP_012169438.1, XP_012169436.1
OG0000214	XP_015190491.1	XP_003397389.1
OG0000214	XP_015175994.1	XP_003402159.1
OG0000215	XP_015185000.1	XP_012172166.1
OG0000215	XP_015185001.1	XP_003401025.1
OG0000216	XP_015185916.1	XP_003401971.1
OG0000217	XP_015186718.1	XP_003396151.1
OG0000218	XP_015174590.1, XP_015174588.1, XP_015174591.1	XP_012172566.2
OG0000219	XP_015173758.1, XP_015173757.1, XP_015173756.1	XP_003394637.1
OG0000220	XP_015184604.1	XP_020719485.1, XP_020719486.1, XP_020719487.1, XP_012165070.1, XP_012165068.1, XP_003396344.1
OG0000221	XP_015184406.1	XP_020720834.1
OG0000223	XP_015186521.1	XP_012167632.1
OG0000223	XP_015178968.1	XP_003394761.1
OG0000225	XP_015171829.1, XP_015171828.1	XP_020718472.1, XP_020718473.1
OG0000225	XP_015176375.1	XP_012174019.1
OG0000227	XP_015177648.1, XP_015177645.1	XP_012169873.1, XP_012169872.1, XP_012169871.1, XP_003399621.1
OG0000228	XP_015189827.1	XP_020723156.1
OG0000229	XP_015186538.1	XP_003396456.1
OG0000230	XP_015187246.1, XP_015187244.1, XP_015187242.1, XP_015187243.1	XP_012170718.1
OG0000231	XP_015174418.1, XP_015174419.1	XP_020720652.1, XP_003398422.1
OG0000232	XP_015185539.1, XP_015185538.1, XP_015185537.1	XP_003400659.1, XP_020722317.1
OG0000233	XP_015178474.1	XP_003393462.1
OG0000235	XP_015191589.1	XP_012167720.1, XP_012167719.1, XP_012167718.1, XP_012167716.1
OG0000236	XP_015175604.1, XP_015175605.1	XP_012172197.1
OG0000236	XP_015175615.1	XP_012172199.1
OG0000237	XP_015171667.1	XP_020722245.1
OG0000237	XP_015171630.1	XP_020722198.1
OG0000239	XP_015190308.1, XP_015190309.1, XP_015189352.1	XP_003400044.1, XP_020721966.1, XP_012170676.1, XP_012170677.1
OG0000240	XP_015173344.1, XP_015173331.1, XP_015173359.1	XP_003396555.2, XP_003402397.2
OG0000243	XP_015174530.1	XP_012164726.1
OG0000244	XP_015179576.1, XP_015179577.1, XP_015179580.1, XP_015179579.1, XP_015179578.1	XP_003400569.1
OG0000245	XP_015189008.1	XP_003400548.1
OG0000246	XP_015179151.1	XP_003399661.1
OG0000246	XP_015182115.1, XP_015182116.1	XP_003399659.1, XP_020721543.1
OG0000247	XP_015191855.1, XP_015191854.1	XP_012164509.1
OG0000248	XP_015182680.1	XP_020721171.1
OG0000249	XP_015190237.1, XP_015190236.1	XP_012166751.1
OG0000250	XP_015190042.1	XP_003398251.1
OG0000251	XP_015180463.1	XP_012167926.1
OG0000251	XP_015181737.1	XP_012173977.1, XP_003402363.1, XP_012170583.1, XP_012170586.1
OG0000252	XP_015171597.1, XP_015171596.1	XP_020719888.1, XP_003392873.1, XP_012167405.1, XP_012167457.1
OG0000253	XP_015190633.1	XP_003401070.1
OG0000254	XP_015190592.1	XP_003397222.1
OG0000254	XP_015179929.1	XP_003395562.1
OG0000255	XP_015175472.1	XP_012169788.1
OG0000255	XP_015188065.1	XP_003397925.1
OG0000256	XP_015190359.1	NP_001295235.1, XP_012176496.1
OG0000257	XP_015191073.1, XP_015191061.1	XP_020722268.1, XP_020722269.1, XP_003400699.1
OG0000257	XP_015191056.1	XP_020722264.1
OG0000258	XP_015179393.1	XP_003402792.1, XP_003401479.1, XP_003401480.1
OG0000259	XP_015189497.1	XP_020720037.1
OG0000263	XP_015182751.1	XP_012168652.1
OG0000264	XP_015177860.1	XP_012166540.1
OG0000264	XP_015175459.1	XP_012166688.1, XP_003397315.1
OG0000265	XP_015187998.1, XP_015187683.1, XP_015188988.1	XP_012175738.1
OG0000265	XP_015188044.1	XP_012175734.1
OG0000266	XP_015188854.1	XP_003401364.1
OG0000266	XP_015183695.1	XP_020720306.1
OG0000266	XP_015188288.1	XP_012172464.1, XP_012172463.1
OG0000268	XP_015181711.1	XP_020718561.1
OG0000269	XP_015188277.1, XP_015188276.1, XP_015188274.1	XP_012170150.1, XP_012170154.1, XP_012170161.1, XP_012170122.1, XP_020723319.1, XP_012170166.1
OG0000270	XP_015178020.1	XP_012166216.1, XP_020719789.1, XP_012174889.2
OG0000270	XP_015180910.1	XP_003402376.1
OG0000271	XP_015184680.1	XP_003402532.1, XP_003397124.2
OG0000272	XP_015171556.1	XP_020723485.1
OG0000272	XP_015185525.1	XP_012167932.1
OG0000273	XP_015191012.1, XP_015191013.1	XP_003394955.1
OG0000275	XP_015173577.1, XP_015173578.1, XP_015173580.1	XP_003402700.1, XP_012174414.1, XP_003402699.1, XP_012173152.1, XP_003401772.1, XP_020722894.1, XP_003401771.1, XP_003401770.1, XP_003401883.1, XP_012173305.1, XP_003401825.1
OG0000276	XP_015184477.1	XP_003402777.1
OG0000277	XP_015172488.1, XP_015172487.1, XP_015172485.1, XP_015172489.1, XP_015172490.1	XP_012171242.1, XP_003400456.1
OG0000278	XP_015171924.1, XP_015181215.1, XP_015181217.1, XP_015181216.1, XP_015181214.1	XP_003395965.1
OG0000279	XP_015187581.1, XP_015187580.1	XP_003400301.1
OG0000281	XP_015184470.1	XP_020723531.1, XP_003402779.1
OG0000281	XP_015171539.1	XP_020718843.1
OG0000283	XP_015179948.1, XP_015179949.1	XP_003395709.1
OG0000284	XP_015182032.1	XP_012165662.1
OG0000284	XP_015181126.1	XP_003396501.1
OG0000285	XP_015173011.1, XP_015173009.1	XP_012163289.1, XP_003394928.1
OG0000286	XP_015177428.1, XP_015177411.1, XP_015177397.1, XP_015177404.1, XP_015177419.1	XP_020719491.1, XP_012165091.1, XP_012165093.1, XP_012165095.1, XP_003396395.1, XP_012165096.1, XP_012165097.1
OG0000287	XP_015187469.1	XP_012165419.1
OG0000288	XP_015186294.1	XP_012176000.1
OG0000288	XP_015183873.1	XP_003395685.1
OG0000289	XP_015177216.1, XP_015177215.1, XP_015177214.1	XP_003393170.1, XP_012175778.1, XP_012175785.1, XP_012175792.1, XP_012175770.1
OG0000290	XP_015179247.1	XP_012166386.1, XP_003397081.1
OG0000291	XP_015182037.1	XP_003401238.1
OG0000291	XP_015174407.1	XP_020722949.1
OG0000292	XP_015175897.1	XP_012168713.1
OG0000292	XP_015175924.1	XP_020721082.1
OG0000293	XP_015179982.1, XP_015180247.1	XP_012176424.1
OG0000294	XP_015190559.1	XP_020724047.1
OG0000294	XP_015175803.1, XP_015190974.1, XP_015190973.1, XP_015189890.1, XP_015190560.1	XP_012175690.2
OG0000295	XP_015185216.1, XP_015185218.1, XP_015185219.1, XP_015185221.1, XP_015185220.1	XP_020718759.1, XP_020718760.1, XP_003395333.1
OG0000296	XP_015175143.1	XP_012175997.1, XP_012175996.1
OG0000298	XP_015178198.1	XP_012164070.1, XP_003395613.1
OG0000299	XP_015173742.1, XP_015173740.1, XP_015173741.1	XP_012176598.1, XP_012176601.1, XP_012176600.1, XP_003394635.1, XP_012176599.1
OG0000300	XP_015174564.1, XP_015174566.1, XP_015174563.1, XP_015174565.1, XP_015174562.1	XP_003396484.1
OG0000301	XP_015180681.1	XP_003399611.1
OG0000302	XP_015171510.1	XP_012170889.1
OG0000302	XP_015178748.1	XP_012168271.1
OG0000303	XP_015179972.1	XP_003399008.3
OG0000304	XP_015186040.1, XP_015186043.1, XP_015186044.1, XP_015186041.1, XP_015186042.1, XP_015186039.1	XP_012175192.1, XP_012175194.1, XP_003403180.1, XP_012175195.1
OG0000305	XP_015181733.1	XP_003393481.1, XP_012169045.1, XP_012169053.1
OG0000306	XP_015183454.1	XP_012164015.1
OG0000307	XP_015176072.1	XP_003402144.1, XP_003402143.1
OG0000308	XP_015172660.1	XP_020720591.1
OG0000309	XP_015185206.1, XP_015185207.1	XP_003399465.1, XP_020721648.1, XP_012169829.1
OG0000310	XP_015178812.1, XP_015178815.1, XP_015178811.1	XP_003402676.1, XP_012174337.1, XP_012174338.1, XP_012174339.1
OG0000311	XP_015189996.1	NP_001267835.1, XP_012168914.1
OG0000312	XP_015172100.1, XP_015172101.1	XP_012171304.1, XP_012171301.1, XP_012171299.2, XP_020722096.1, XP_012171308.1, XP_003400476.1
OG0000313	XP_015186194.1	XP_003401730.1, XP_020722941.1
OG0000314	XP_015173286.1	XP_003401109.1
OG0000314	XP_015174831.1, XP_015174832.1	XP_003401102.1
OG0000315	XP_015181547.1	XP_003393266.1, XP_003393186.2, XP_020719579.1, XP_003393207.1, XP_003393256.1
OG0000316	XP_015188891.1	XP_020721709.1
OG0000316	XP_015185171.1	XP_003401938.2
OG0000317	XP_015174046.1	XP_020720978.1, XP_003399343.1, XP_012169708.1, XP_012169706.1, XP_012169707.1
OG0000318	XP_015181576.1	XP_003399756.2
OG0000319	XP_015177107.1	XP_012169246.1, XP_012169248.1
OG0000319	XP_015177104.1	XP_003399058.1
OG0000320	XP_015190093.1	XP_012171701.1
OG0000321	XP_015180736.1, XP_015180737.1, XP_015180734.1, XP_015180735.1, XP_015180740.1, XP_015180739.1, XP_015180738.1	XP_003396497.1, XP_012166184.1
OG0000322	XP_015180479.1	XP_012167924.1
OG0000322	XP_015177862.1, XP_015177861.1	XP_003396317.1, XP_003396318.1
OG0000323	XP_015190020.1, XP_015190019.1	XP_012168820.1, XP_020720958.1, XP_020720960.1, XP_020720959.1, XP_020720957.1, XP_003398855.1, XP_012168822.1
OG0000324	XP_015191559.1	XP_020718305.1, XP_020718302.1
OG0000324	XP_015178081.1	XP_020718274.1, XP_020718281.1
OG0000325	XP_015182480.1	XP_012166143.1, XP_012166144.1, XP_003396981.1
OG0000327	XP_015171973.1	XP_020720937.1, XP_020720933.1, XP_020720934.1
OG0000329	XP_015182897.1, XP_015182898.1, XP_015182899.1, XP_015182900.1	XP_012173620.1
OG0000330	XP_015171434.1	NP_001267838.1
OG0000331	XP_015183004.1	XP_012175437.2, XP_003403377.2, XP_012173605.2
OG0000332	XP_015172020.1, XP_015172019.1, XP_015172018.1	XP_020722095.1, XP_012171298.1, XP_012171292.1, XP_012171295.1, XP_012171296.1, XP_012171297.1
OG0000333	XP_015171023.1	XP_012163501.1
OG0000333	XP_015171557.1	XP_020718311.1
OG0000334	XP_015182857.1, XP_015182847.1, XP_015182876.1, XP_015182866.1, XP_015182885.1	XP_020720845.1, XP_012167907.1, XP_012167904.1, XP_012167906.1, XP_012167905.1, XP_020720846.1
OG0000335	XP_015180888.1, XP_015180897.1	XP_020723223.1, XP_003402203.1
OG0000336	XP_015191296.1, XP_015191294.1, XP_015191295.1	XP_020723021.1
OG0000336	XP_015176027.1	XP_003394465.1
OG0000337	XP_015172545.1	XP_012168611.1
OG0000338	XP_015175675.1	XP_020724365.1
OG0000338	XP_015184789.1	XP_003395637.1
OG0000339	XP_015182663.1	XP_012164370.1, XP_012164369.1
OG0000339	XP_015185741.1	XP_012173169.1, XP_020722951.1
OG0000340	XP_015184769.1	XP_012172809.1
OG0000340	XP_015184668.1	XP_003400853.1
OG0000341	XP_015185152.1, XP_015185154.1, XP_015185153.1	XP_020720041.1
OG0000342	XP_015178419.1	XP_012169201.1
OG0000342	XP_015186344.1, XP_015186343.1	XP_020721162.1
OG0000343	XP_015190431.1	XP_003394043.1, XP_012175819.1
OG0000344	XP_015185092.1, XP_015185090.1, XP_015185091.1	XP_020721163.1
OG0000345	XP_015174394.1	XP_003402881.1, XP_020723622.1, XP_012174636.1, XP_012174638.1, XP_012174635.1
OG0000347	XP_015184796.1	XP_012166755.1, XP_003397452.1, XP_003397451.1
OG0000349	XP_015187454.1, XP_015187451.1, XP_015187456.1, XP_015187457.1, XP_015187458.1, XP_015187459.1, XP_015187452.1, XP_015187453.1, XP_015187455.1	XP_003402206.1, XP_012173611.1, XP_012173610.1, XP_012173613.1, XP_012173612.1
OG0000350	XP_015175799.1	XP_012169146.1, XP_020721331.1, XP_012169147.1, XP_020721332.1
OG0000351	XP_015174757.1, XP_015174756.1	XP_012176559.1, XP_012176558.1, XP_012176562.1, XP_012176561.1, XP_012176563.1, XP_020724196.1, XP_012176557.1
OG0000352	XP_015181417.1, XP_015181418.1	XP_020722929.1
OG0000354	XP_015171447.1, XP_015171656.1, XP_015171448.1, XP_015171446.1, XP_015171444.1	XP_012165200.1
OG0000356	XP_015182715.1	XP_003397921.1
OG0000356	XP_015182720.1	XP_012167462.1
OG0000357	XP_015188589.1, XP_015188587.1	XP_020722207.1, XP_012171737.1, XP_003400885.1
OG0000358	XP_015171782.1, XP_015171781.1	XP_003396633.1, XP_003396634.1
OG0000360	XP_015176956.1, XP_015176958.1, XP_015176954.1, XP_015176957.1, XP_015176955.1	XP_020722453.1, XP_020722452.1, XP_012172665.1, XP_012172663.1, XP_012172664.1, XP_012172661.1, XP_003401447.1
OG0000361	XP_015184937.1	XP_012172740.1, XP_012172741.1, XP_012172742.1, XP_003401494.1, XP_020722602.1, XP_003403371.2, XP_012172745.1, XP_003401606.2, XP_012172746.2
OG0000362	XP_015173895.1	XP_003396517.1
OG0000362	XP_015173885.1	XP_003396516.2
OG0000363	XP_015174614.1	XP_012173210.2
OG0000364	XP_015188098.1	XP_003395514.1
OG0000365	XP_015179288.1	XP_020720955.1, XP_020720956.1, XP_020720953.1, XP_020720954.1, XP_012168842.2
OG0000366	XP_015183995.1, XP_015184130.1, XP_015184138.1	XP_012172186.1, XP_020722400.1, XP_020722391.1, XP_020722396.1
OG0000367	XP_015182782.1, XP_015182806.1, XP_015182797.1, XP_015182814.1, XP_015182789.1, XP_015182824.1, XP_015182836.1	XP_012167903.1, XP_012167901.1, XP_003398235.1
OG0000368	XP_015183589.1	XP_003394566.1
OG0000368	XP_015172806.1, XP_015172805.1	XP_003394648.1
OG0000369	XP_015181056.1	XP_020723458.1
OG0000369	XP_015171819.1, XP_015171821.1	XP_012165925.1
OG0000370	XP_015172523.1	XP_020720427.1
OG0000370	XP_015172522.1	XP_003397614.1, XP_020720425.1
OG0000371	XP_015174595.1	XP_012172570.1, XP_012172572.1, XP_020722733.1
OG0000372	XP_015174581.1	XP_020718391.1
OG0000372	XP_015181940.1	XP_003402715.1
OG0000375	XP_015184082.1	XP_012165353.1, XP_012165354.1, XP_012165356.1
OG0000377	XP_015176492.1	XP_020724183.1
OG0000377	XP_015171536.1	XP_003402512.1
OG0000378	XP_015191759.1	XP_003396150.2
OG0000378	XP_015191815.1	XP_003396189.1
OG0000378	XP_015182971.1	XP_012164598.1
OG0000379	XP_015177176.1, XP_015177175.1	XP_012175936.1, XP_012175938.1, XP_012175937.1, XP_012175931.1, XP_012175932.1, XP_012175930.1, XP_012175933.1, XP_012175934.1
OG0000380	XP_015187034.1, XP_015187033.1, XP_015187032.1, XP_015187031.1	XP_003392935.1
OG0000381	XP_015181537.1	XP_012167656.1
OG0000381	XP_015187133.1	XP_003402681.1
OG0000382	XP_015176221.1, XP_015176213.1	XP_012168350.1
OG0000382	XP_015181021.1	XP_012174094.1
OG0000383	XP_015189753.1, XP_015189965.1	XP_003400351.1, XP_003400142.1
OG0000384	XP_015187803.1	XP_012175752.1
OG0000384	XP_015187798.1	XP_012175743.1
OG0000385	XP_015187297.1	XP_003401768.1
OG0000386	XP_015184892.1	XP_003400987.1
OG0000386	XP_015184894.1	XP_020722562.1
OG0000386	XP_015184893.1	XP_012172013.1
OG0000387	XP_015181663.1	XP_012175291.1, XP_012175221.2, XP_020723851.1, XP_020723852.1, XP_012175231.1, XP_003402884.1
OG0000388	XP_015182150.1	XP_012173041.1
OG0000388	XP_015172563.1	XP_003398801.1
OG0000389	XP_015187563.1, XP_015187565.1	XP_020718377.1, XP_012164301.1, XP_012164306.1, XP_003393116.1, XP_012164295.1, XP_012166573.1
OG0000390	XP_015182432.1	XP_003396995.1, XP_012166154.1, XP_012166153.1
OG0000391	XP_015183972.1	XP_012174308.2, XP_012174304.1
OG0000394	XP_015185400.1	XP_020719841.1, XP_020719840.1, XP_020719839.1, XP_020719838.1
OG0000395	XP_015185269.1	XP_003397852.1
OG0000395	XP_015177347.1, XP_015177346.1, XP_015177348.1	XP_012176252.1
OG0000396	XP_015187490.1	XP_012167767.1, XP_020720841.1, XP_020722937.1
OG0000397	XP_015177509.1	XP_020718578.1, XP_003394879.1, XP_003394880.1, XP_003394878.1
OG0000398	XP_015187922.1	XP_012168122.1
OG0000399	XP_015182944.1, XP_015182929.1, XP_015182934.1, XP_015182937.1	XP_020722833.1, XP_012172906.1
OG0000400	XP_015182549.1	XP_003402764.1
OG0000401	XP_015182165.1	XP_012164030.1, XP_003395577.1, XP_003395578.1
OG0000402	XP_015177187.1, XP_015177186.1	XP_003400160.1
OG0000402	XP_015177188.1	XP_012170795.1
OG0000403	XP_015178385.1, XP_015178387.1, XP_015178377.1	XP_020718803.1, XP_020718789.1, XP_020718807.1
OG0000405	XP_015186119.1	XP_012167804.1
OG0000405	XP_015174613.1	XP_003398123.1
OG0000406	XP_015173272.1	XP_020723977.1
OG0000406	XP_015173290.1	XP_012175529.1
OG0000407	XP_015191347.1	XP_003403245.2
OG0000407	XP_015191346.1, XP_015191345.1	XP_020720218.1
OG0000408	XP_015178819.1	XP_003396962.1, XP_003396963.1
OG0000408	XP_015191524.1	XP_012165754.1
OG0000409	XP_015174711.1	XP_020718339.1, XP_003394778.1, XP_012163106.1, XP_012163108.1
OG0000410	XP_015184965.1	XP_012176731.1
OG0000410	XP_015175254.1	XP_003399742.1
OG0000411	XP_015183849.1	XP_003396802.2
OG0000411	XP_015189262.1	XP_003396581.1, XP_012165508.1
OG0000412	XP_015191503.1	XP_003400397.2
OG0000413	XP_015191329.1, XP_015191331.1, XP_015191330.1	XP_012163071.1, XP_012163074.1
OG0000414	XP_015178993.1	XP_003397223.1
OG0000414	XP_015178987.1, XP_015178791.1	XP_012166567.1
OG0000415	XP_015174243.1	XP_012163272.1, XP_003394915.1
OG0000416	XP_015172129.1	XP_012164318.1
OG0000417	XP_015175825.1, XP_015175859.1	XP_012163650.1
OG0000418	XP_015184074.1, XP_015184073.1	XP_003399880.1, XP_012170533.1
OG0000418	XP_015175385.1	XP_012174769.1, XP_020723705.1
OG0000419	XP_015177458.1, XP_015177457.1	XP_020723145.1
OG0000420	XP_015181420.1	XP_003394025.1
OG0000420	XP_015181419.1	XP_003393767.1
OG0000421	XP_015180338.1	XP_012170316.1
OG0000423	XP_015173683.1	XP_003394993.1
OG0000424	XP_015173437.1	XP_012174289.1
OG0000424	XP_015173446.1	XP_012174291.1
OG0000425	XP_015171046.1, XP_015171045.1, XP_015171044.1, XP_015171049.1, XP_015171050.1	XP_003398194.1
OG0000426	XP_015178943.1, XP_015178944.1, XP_015178945.1	XP_003397226.1, XP_012166576.1, XP_012166575.1, XP_003397227.1
OG0000427	XP_015175837.1	XP_020724263.1, XP_020720932.1
OG0000427	XP_015179186.1	XP_012163873.1
OG0000428	XP_015186351.1	XP_003398616.1
OG0000429	XP_015182920.1	XP_012173564.1
OG0000430	XP_015189386.1, XP_015189389.1, XP_015189214.1, XP_015189213.1	XP_003393474.3, XP_012164313.1
OG0000431	XP_015171179.1, XP_015171182.1	XP_012175035.1
OG0000432	XP_015190207.1	XP_003403170.1, XP_012175177.1, XP_012175178.1
OG0000433	XP_015184278.1, XP_015184277.1	XP_003398505.3
OG0000434	XP_015178277.1	XP_003394827.1, XP_012176733.1
OG0000436	XP_015182179.1	XP_003401916.2, XP_012173639.2
OG0000436	XP_015180038.1	XP_012173042.1
OG0000437	XP_015176927.1	XP_012170305.1, XP_012170304.1, XP_020721631.1
OG0000438	XP_015184824.1	XP_020718684.1
OG0000439	XP_015190706.1, XP_015190707.1, XP_015190704.1, XP_015190705.1	XP_012173512.1
OG0000441	XP_015174801.1	XP_012172936.1, XP_012172933.1, XP_012172934.1
OG0000442	XP_015178722.1, XP_015178721.1	XP_003394254.1
OG0000443	XP_015178167.1	XP_012165307.2
OG0000444	XP_015177117.1, XP_015177118.1, XP_015177116.1	XP_003399057.1
OG0000445	XP_015179205.1	XP_003399665.1
OG0000445	XP_015179206.1	XP_003399666.1
OG0000446	XP_015184677.1, XP_015184674.1, XP_015184676.1, XP_015184675.1, XP_015184678.1	XP_012166271.1, XP_012166272.1, XP_020719759.1, XP_003397164.1
OG0000447	XP_015183158.1, XP_015183157.1, XP_015183156.1	XP_020723824.1, XP_012175168.1, XP_012175169.1
OG0000448	XP_015182614.1, XP_015182606.1, XP_015182597.1	XP_012174265.1, XP_020723447.1, XP_003402577.1, XP_012174264.1, XP_012174263.1, XP_012174262.1
OG0000449	XP_015183775.1, XP_015183773.1	XP_012169335.1, XP_012169334.1
OG0000450	XP_015171123.1	XP_020723631.1, XP_003402574.1
OG0000451	XP_015172179.1	XP_012169448.1
OG0000452	XP_015183772.1	XP_003399091.2
OG0000452	XP_015175979.1	XP_012165148.1
OG0000453	XP_015172208.1, XP_015172207.1	XP_003400463.1, XP_012171275.1, XP_012171276.1
OG0000454	XP_015175549.1	XP_020721488.1
OG0000455	XP_015177184.1	XP_012173633.1, XP_012173634.1, XP_003393809.1
OG0000456	XP_015186589.1, XP_015186587.1, XP_015186591.1, XP_015186590.1	XP_003396694.1
OG0000457	XP_015182902.1	XP_003402126.1, XP_020723180.1, XP_020723181.1, XP_020723178.1, XP_020723179.1, XP_012173619.1
OG0000458	XP_015175800.1	XP_012164458.1, XP_003393128.1, XP_003393127.1
OG0000459	XP_015191361.1, XP_015191365.1, XP_015191363.1, XP_015191364.1, XP_015191360.1	XP_003398311.1, XP_003398310.1
OG0000460	XP_015181326.1	XP_003393446.1
OG0000461	XP_015176525.1, XP_015176524.1, XP_015176522.1, XP_015176523.1, XP_015176526.1	XP_012170666.1, XP_012170667.1, XP_020721757.1, XP_003400075.1
OG0000462	XP_015178560.1, XP_015178559.1	XP_003401335.1
OG0000463	XP_015177816.1	XP_012165971.1
OG0000464	XP_015171757.1	XP_020720489.1
OG0000464	XP_015190554.1, XP_015190767.1	XP_012168944.1, XP_003393469.1, XP_012168936.1, XP_012168941.1
OG0000465	XP_015173894.1, XP_015177167.1	XP_012176549.1
OG0000466	XP_015186604.1	XP_003397327.1
OG0000467	XP_015188253.1, XP_015188252.1, XP_015188251.1, XP_015188257.1, XP_015188256.1, XP_015188255.1, XP_015188254.1	XP_020721044.1, XP_020721046.1, XP_020721045.1, XP_003398780.1
OG0000468	XP_015187171.1, XP_015187167.1	XP_020722768.1, XP_012172564.1
OG0000469	XP_015171607.1	NP_001274492.1
OG0000470	XP_015173543.1, XP_015173542.1, XP_015173541.1, XP_015173540.1, XP_015173545.1, XP_015173544.1	XP_020721360.1, XP_020721359.1
OG0000471	XP_015185649.1, XP_015185648.1, XP_015185647.1	XP_003397959.1, XP_012167677.1, XP_003397960.1
OG0000472	XP_015185084.1	XP_012165571.1, XP_012165569.1
OG0000474	XP_015180603.1, XP_015180594.1	XP_012175971.1, XP_012175961.1, XP_012175965.1, XP_003392979.1
OG0000475	XP_015181248.1	XP_012172112.1
OG0000476	XP_015173211.1	XP_003402481.1
OG0000477	XP_015171953.1	XP_003395542.1, XP_003395541.1
OG0000477	XP_015190123.1	XP_012164100.1
OG0000478	XP_015182315.1	XP_003396006.1, XP_003396005.1, XP_003396003.1
OG0000479	XP_015182767.1	XP_020721166.1
OG0000480	XP_015182359.1	XP_020723089.1
OG0000482	XP_015181543.1	XP_020719549.1
OG0000483	XP_015184934.1, XP_015184933.1	XP_003393201.1, XP_012165840.1
OG0000484	XP_015173280.1, XP_015173278.1	XP_012172549.1, XP_012172548.1, XP_020722375.1, XP_012172546.1
OG0000485	XP_015177478.1	XP_012163160.1
