Orthogroup	Polistes_dominula	Tribolium_castaneum
OG0000212	XP_015179526.1, XP_015179527.1, XP_015185495.1, XP_015185494.1	XP_970912.2, XP_015835896.1, XP_015840439.1, XP_015840441.1
OG0000213	XP_015189481.1	XP_970612.2
OG0000214	XP_015190491.1	XP_967960.2
OG0000214	XP_015175994.1	XP_970835.1
OG0000215	XP_015185000.1, XP_015185001.1	XP_972301.2, XP_008197697.1, XP_008197706.1, XP_015839776.1
OG0000216	XP_015185916.1	NP_001107836.1, XP_967724.1, NP_001123993.1, XP_008193185.1, XP_008199996.1, XP_971612.1, NP_001123994.1
OG0000217	XP_015186718.1	XP_973791.2, XP_975130.2, XP_015839401.1, XP_015839404.1, XP_015839405.1, XP_008199621.1, XP_015839403.1, XP_015840143.1, XP_008192685.2, XP_008192686.2, XP_015835054.1, XP_015835055.1, XP_008191628.1, XP_008191600.1, XP_008198006.2
OG0000218	XP_015174590.1, XP_015174588.1, XP_015174591.1	XP_967940.2
OG0000219	XP_015173758.1, XP_015173757.1, XP_015173756.1	XP_968383.1
OG0000220	XP_015184604.1	XP_015840696.1
OG0000221	XP_015184406.1	XP_015837155.1, XP_974256.1
OG0000223	XP_015186521.1	NP_001164284.1, XP_972063.1
OG0000224	XP_015174244.1	XP_970766.1, XP_008193916.1
OG0000225	XP_015171829.1, XP_015171828.1, XP_015176375.1	XP_971086.2
OG0000227	XP_015177648.1, XP_015177645.1	XP_008198897.2
OG0000229	XP_015186538.1	XP_008190780.1
OG0000230	XP_015187246.1, XP_015187244.1, XP_015187242.1, XP_015187243.1	XP_015836723.1
OG0000231	XP_015174418.1, XP_015174419.1	XP_015836454.1, XP_015836453.1, XP_973943.1, XP_008194841.1
OG0000232	XP_015185539.1, XP_015185538.1, XP_015185537.1	XP_970131.1
OG0000233	XP_015178474.1	XP_008196062.1, XP_008196018.1, XP_008196019.1
OG0000235	XP_015191589.1	XP_015835330.1, XP_015835329.1, XP_015835324.1, XP_015835328.1
OG0000236	XP_015175604.1, XP_015175605.1	NP_001155991.1
OG0000237	XP_015171667.1	XP_008197452.1
OG0000237	XP_015171630.1	XP_008197451.1
OG0000239	XP_015190308.1, XP_015190309.1, XP_015189352.1	XP_015836807.1, XP_008200144.1
OG0000240	XP_015173344.1, XP_015173331.1, XP_015173359.1	XP_015833080.1, XP_015833079.1, XP_015840681.1, XP_008190666.2, XP_008190667.1, XP_966770.1, XP_001809806.2, XP_008190687.2, XP_008201648.1
OG0000244	XP_015179576.1, XP_015179577.1, XP_015179580.1, XP_015179579.1, XP_015179578.1	XP_974579.1, XP_015836330.1
OG0000245	XP_015189008.1	XP_008194988.1, NP_001034522.1, NP_001034493.1
OG0000246	XP_015179151.1	NP_001096056.1
OG0000246	XP_015182115.1, XP_015182116.1	XP_973068.2, XP_008193582.1
OG0000247	XP_015191550.1	XP_015836651.1, XP_967265.2, XP_015836758.1, XP_967437.1, XP_015836650.1, XP_015836187.1
OG0000247	XP_015191855.1, XP_015191854.1	XP_015840017.1, XP_008190606.2, XP_015833810.1
OG0000248	XP_015175042.1, XP_015182680.1	XP_015839338.1, XP_008193359.2, XP_015835108.1
OG0000249	XP_015187603.1, XP_015190237.1, XP_015190236.1	XP_966587.1
OG0000250	XP_015190042.1	XP_008196257.1
OG0000251	XP_015180463.1, XP_015181737.1	XP_015840048.1, XP_008201191.1
OG0000252	XP_015171597.1, XP_015171596.1	XP_970662.1
OG0000253	XP_015190633.1	XP_008198043.1
OG0000253	XP_015182084.1	XP_015838158.1
OG0000254	XP_015190592.1	XP_008195945.1
OG0000254	XP_015179929.1	XP_008195412.1, XP_971164.2
OG0000255	XP_015175472.1	XP_970270.1, XP_008199406.1
OG0000256	XP_015190359.1	XP_973160.1, XP_973850.1, XP_008193331.1
OG0000257	XP_015191073.1, XP_015191061.1	XP_015838389.1
OG0000257	XP_015191056.1	XP_974236.1, XP_008201491.1, XP_008197327.1
OG0000263	XP_015182751.1	XP_966512.1, XP_975893.1
OG0000264	XP_015177860.1	XP_008198346.1, NP_001164126.1
OG0000264	XP_015175459.1	XP_968284.1, XP_015835141.1
OG0000265	XP_015187998.1, XP_015187683.1, XP_015188988.1	NP_001153781.1, XP_008200967.1, XP_008200966.1
OG0000265	XP_015188044.1	XP_967029.1
OG0000266	XP_015188854.1	XP_967356.1
OG0000266	XP_015188288.1	XP_970881.1, XP_970797.1
OG0000268	XP_015181711.1	XP_967796.2, XP_015832932.1, XP_015838161.1
OG0000269	XP_015188277.1, XP_015188276.1, XP_015188274.1	XP_971005.2
OG0000270	XP_015178020.1	XP_008198078.1, NP_001280505.1
OG0000270	XP_015180910.1	XP_008198076.1, NP_001280501.1
OG0000271	XP_015184680.1	NP_001280518.1
OG0000272	XP_015171556.1	XP_008193383.1, NP_001107763.1
OG0000272	XP_015185525.1	NP_001103420.1
OG0000273	XP_015191012.1, XP_015191013.1	XP_008191036.1
OG0000275	XP_015173577.1, XP_015173578.1, XP_015173580.1	XP_970514.2
OG0000277	XP_015172488.1, XP_015172487.1, XP_015172485.1, XP_015172489.1, XP_015172490.1	XP_015837443.1
OG0000278	XP_015171924.1, XP_015181215.1, XP_015181217.1, XP_015181216.1, XP_015181214.1	XP_015834844.1
OG0000279	XP_015187581.1, XP_015187580.1	NP_001280538.1, XP_015838925.1, XP_015838796.1
OG0000281	XP_015184470.1	XP_967340.1
OG0000281	XP_015171539.1, XP_015171540.1	XP_968478.1, XP_968177.1
OG0000283	XP_015179948.1, XP_015179949.1	XP_970327.1, XP_015836740.1
OG0000284	XP_015182032.1	XP_968561.1
OG0000284	XP_015181126.1	XP_008195942.1, XP_973257.1
OG0000285	XP_015181188.1	XP_008192227.1
OG0000285	XP_015173011.1, XP_015173009.1	XP_970530.1
OG0000286	XP_015177428.1, XP_015177411.1, XP_015177397.1, XP_015177404.1, XP_015177419.1, XP_015177521.1	XP_008193140.1
OG0000287	XP_015187469.1	XP_008197596.1
OG0000288	XP_015186294.1	XP_015833077.1, XP_008200294.1
OG0000288	XP_015183873.1	XP_966392.1
OG0000289	XP_015177216.1, XP_015177215.1, XP_015177214.1	XP_973833.1
OG0000290	XP_015179247.1	XP_008193818.1
OG0000291	XP_015182037.1	NP_001161313.1
OG0000292	XP_015175897.1, XP_015175924.1	XP_015836717.1, XP_008199379.1, XP_015836718.1
OG0000293	XP_015179982.1, XP_015180247.1, XP_015190022.1	XP_974062.1, XP_974008.1, XP_001811085.2, XP_008192813.2, XP_015835032.1, XP_974034.1, XP_972744.1, XP_972703.3, XP_972663.1
OG0000295	XP_015185216.1, XP_015185218.1, XP_015185219.1, XP_015185221.1, XP_015185220.1	XP_974942.1
OG0000296	XP_015175143.1	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1
OG0000298	XP_015178198.1	XP_975374.1
OG0000299	XP_015173742.1, XP_015173740.1, XP_015173741.1	XP_008196759.1
OG0000300	XP_015174564.1, XP_015174566.1, XP_015174563.1, XP_015174565.1, XP_015174562.1	XP_001811015.1
OG0000301	XP_015180681.1	NP_001107791.1
OG0000301	XP_015183588.1	NP_001107860.1
OG0000302	XP_015171510.1	XP_008196651.1
OG0000302	XP_015178748.1	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1
OG0000303	XP_015174186.1	XP_971548.1, XP_008199064.1
OG0000304	XP_015186040.1, XP_015186043.1, XP_015186044.1, XP_015186041.1, XP_015186042.1, XP_015186039.1	XP_015835772.1, XP_008193751.1
OG0000306	XP_015183454.1	XP_008195672.2
OG0000307	XP_015176072.1	XP_973197.1
OG0000308	XP_015172660.1	XP_015835181.1
OG0000309	XP_015185206.1, XP_015185207.1	XP_968563.2, XP_015838858.1
OG0000310	XP_015178812.1, XP_015178815.1, XP_015178811.1	XP_015834524.1
OG0000311	XP_015189996.1	NP_001164089.1, XP_015836774.1
OG0000312	XP_015172100.1, XP_015172101.1	XP_015833546.1
OG0000313	XP_015186194.1	XP_008197561.1, XP_008197562.1, XP_971420.2, XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2
OG0000314	XP_015173286.1	XP_968893.1, XP_008193080.1, XP_966924.1
OG0000314	XP_015174831.1, XP_015174832.1	XP_967017.1
OG0000315	XP_015181547.1	XP_008196876.1, XP_008196877.1, XP_008193351.1, XP_015838172.1
OG0000316	XP_015188891.1	XP_008190751.1, NP_001182329.1
OG0000317	XP_015174046.1	XP_008200064.1
OG0000318	XP_015181576.1	XP_008192121.1, XP_974398.1
OG0000319	XP_015177103.1, XP_015177105.1, XP_015177107.1, XP_015177104.1	XP_967713.1, XP_971783.1
OG0000320	XP_015190093.1	XP_008196303.1, XP_015837420.1, XP_008196304.1
OG0000321	XP_015180736.1, XP_015180737.1, XP_015180734.1, XP_015180735.1, XP_015180740.1, XP_015180739.1, XP_015180738.1	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1
OG0000322	XP_015180479.1	XP_974306.1
OG0000322	XP_015177862.1, XP_015177861.1	XP_008191340.1
OG0000323	XP_015190020.1, XP_015190019.1	XP_015839632.1, XP_015839647.1
OG0000324	XP_015191559.1, XP_015178081.1	XP_015834170.1, XP_015834173.1
OG0000325	XP_015182480.1	XP_970199.2, XP_015838203.1, XP_015838204.1, XP_008196730.1
OG0000326	XP_015187782.1	XP_015834991.1, XP_008192193.1, XP_008192194.1
OG0000327	XP_015171979.1, XP_015171973.1	XP_008191189.2
OG0000330	XP_015171434.1, XP_015171433.1	XP_967194.1, XP_973575.3, XP_968237.2
OG0000331	XP_015183004.1	XP_972225.1
OG0000332	XP_015172020.1, XP_015172019.1, XP_015172018.1	XP_971957.1
OG0000333	XP_015171023.1, XP_015171557.1	XP_015839725.1
OG0000334	XP_015182857.1, XP_015182847.1, XP_015182876.1, XP_015182866.1, XP_015182885.1	XP_015836026.1
OG0000335	XP_015180888.1, XP_015180897.1	XP_971201.1
OG0000336	XP_015176027.1	XP_001814361.1
OG0000337	XP_015172545.1	XP_008198111.1, XP_008198112.1
OG0000338	XP_015175675.1	XP_008197000.1
OG0000339	XP_015182663.1	XP_975511.1
OG0000339	XP_015185741.1	NP_001177648.1, XP_008193158.1
OG0000340	XP_015184769.1	XP_008200736.1
OG0000340	XP_015184668.1	XP_015838405.1, XP_973952.1, XP_973891.1
OG0000341	XP_015185152.1, XP_015185154.1, XP_015185153.1	XP_975221.1
OG0000342	XP_015178419.1	XP_008198162.1
OG0000342	XP_015186344.1, XP_015186343.1	XP_968153.2
OG0000343	XP_015190431.1	XP_008193357.1
OG0000344	XP_015185092.1, XP_015185090.1, XP_015185091.1	XP_015840052.1, XP_015840053.1
OG0000345	XP_015174394.1	XP_015838177.1
OG0000347	XP_015184796.1	XP_008196770.1
OG0000349	XP_015187454.1, XP_015187451.1, XP_015187456.1, XP_015187457.1, XP_015187458.1, XP_015187459.1, XP_015187452.1, XP_015187453.1, XP_015187455.1	XP_008199681.1, XP_008199682.1, XP_015839246.1
OG0000350	XP_015175799.1	XP_008197841.1, XP_971237.1
OG0000351	XP_015174757.1, XP_015174756.1, XP_015191806.1	XP_971635.2, XP_008196968.1
OG0000352	XP_015181417.1, XP_015181418.1	XP_974349.1
OG0000356	XP_015182715.1, XP_015182720.1	XP_008197708.1, XP_008197784.2
OG0000357	XP_015188589.1, XP_015188587.1	XP_008194728.1
OG0000358	XP_015171782.1, XP_015171781.1	XP_972062.1
OG0000360	XP_015176956.1, XP_015176958.1, XP_015176954.1, XP_015176957.1, XP_015176955.1	XP_008195292.1, XP_967057.1
OG0000361	XP_015184937.1	XP_973660.1
OG0000362	XP_015173895.1	NP_001161782.1
OG0000362	XP_015173885.1	NP_001161781.1
OG0000363	XP_015174614.1	XP_015834105.1
OG0000364	XP_015188098.1	XP_008200761.1, XP_015840859.1, XP_008192910.2, XP_966855.1
OG0000366	XP_015183995.1, XP_015184130.1, XP_015184138.1	XP_015840947.1, NP_001107777.1
OG0000367	XP_015182782.1, XP_015182806.1, XP_015182797.1, XP_015182814.1, XP_015182789.1, XP_015182824.1, XP_015182836.1	XP_008194856.1, XP_015836457.1
OG0000368	XP_015172806.1, XP_015172805.1	XP_976104.1, XP_015838018.1
OG0000369	XP_015181056.1, XP_015171819.1, XP_015171821.1	XP_008201712.1
OG0000370	XP_015172523.1	XP_015839940.1
OG0000371	XP_015174595.1	XP_008201299.1
OG0000372	XP_015174581.1, XP_015181940.1	XP_015836666.1
OG0000375	XP_015184082.1	XP_015838589.1
OG0000377	XP_015176492.1	XP_008198810.1
OG0000377	XP_015171536.1	XP_008199609.1
OG0000378	XP_015182971.1	XP_008190395.1
OG0000379	XP_015177176.1, XP_015177175.1	XP_008191956.1, XP_015836606.1
OG0000380	XP_015187034.1, XP_015187033.1, XP_015187032.1, XP_015187031.1	XP_970911.1, XP_015835308.1
OG0000381	XP_015181537.1	XP_015834938.1
OG0000381	XP_015187133.1	XP_001813974.1
OG0000382	XP_015176221.1, XP_015176213.1, XP_015181021.1	XP_966771.1
OG0000383	XP_015189753.1, XP_015189965.1	XP_015840217.1
OG0000384	XP_015187803.1	XP_001813130.1
OG0000384	XP_015187798.1	XP_008193509.1, XP_008193510.1
OG0000385	XP_015187297.1	XP_008200161.1
OG0000386	XP_015184892.1, XP_015184894.1, XP_015184893.1	XP_970034.2
OG0000387	XP_015181663.1	XP_968734.1
OG0000388	XP_015182150.1	XP_974824.1
OG0000388	XP_015172563.1	XP_974813.1
OG0000389	XP_015187563.1, XP_015187565.1	XP_008191053.1, XP_971552.2
OG0000390	XP_015182435.1, XP_015182436.1, XP_015182432.1	XP_970733.3
OG0000394	XP_015185400.1	XP_008190453.1, XP_015836362.1, XP_970450.1
OG0000395	XP_015185269.1, XP_015177347.1, XP_015177346.1, XP_015177348.1	XP_967306.3
OG0000396	XP_015187490.1	XP_967256.1
OG0000397	XP_015177509.1	XP_973626.3
OG0000398	XP_015187922.1	XP_973071.1
OG0000399	XP_015182944.1, XP_015182929.1, XP_015182934.1, XP_015182937.1	XP_015838955.1
OG0000401	XP_015182165.1	XP_973474.1
OG0000403	XP_015178385.1, XP_015178387.1, XP_015178377.1	XP_015835469.1
OG0000405	XP_015186119.1	XP_975505.1
OG0000405	XP_015174613.1	XP_969335.1
OG0000406	XP_015173272.1	XP_015840310.1
OG0000406	XP_015173290.1	XP_967861.2
OG0000407	XP_015191347.1, XP_015191346.1, XP_015191345.1	XP_008198805.1
OG0000408	XP_015178819.1	XP_008190910.1
OG0000408	XP_015191524.1	XP_008199142.1, XP_970081.3
OG0000409	XP_015174711.1	XP_015835314.1, XP_008200456.1, XP_972202.1, XP_008200455.1
OG0000410	XP_015184965.1	XP_008194279.1
OG0000410	XP_015175254.1	XP_008199891.1
OG0000411	XP_015183849.1	XP_008191461.1
OG0000411	XP_015189262.1	XP_001813433.1
OG0000413	XP_015191329.1, XP_015191331.1, XP_015191330.1	XP_969620.2
OG0000415	XP_015174243.1	XP_973217.2
OG0000416	XP_015172129.1	XP_008192545.1
OG0000417	XP_015175825.1, XP_015175859.1	XP_008198772.1
OG0000418	XP_015175385.1	XP_015833481.1
OG0000419	XP_015177458.1, XP_015177457.1	XP_971173.1, XP_015838774.1
OG0000420	XP_015181420.1	XP_008192326.1, XP_001816525.1, XP_008192327.1, XP_008192332.1
OG0000420	XP_015181419.1	XP_008199675.1
OG0000421	XP_015180338.1	XP_008192097.1
OG0000423	XP_015173683.1	XP_008199561.1
OG0000424	XP_015173437.1	XP_015840415.1
OG0000424	XP_015173446.1	XP_015840422.1
OG0000425	XP_015171046.1, XP_015171045.1, XP_015171044.1, XP_015171049.1, XP_015171050.1	XP_969804.2
OG0000426	XP_015178943.1, XP_015178944.1, XP_015178945.1	XP_973970.1
OG0000427	XP_015175837.1	XP_972369.1
OG0000427	XP_015179186.1	XP_008196417.1
OG0000428	XP_015186351.1	XP_015837845.1, NP_001280511.1
OG0000429	XP_015182920.1	XP_008196407.1, XP_015837255.1
OG0000430	XP_015189386.1, XP_015189389.1, XP_015189214.1, XP_015189213.1	XP_008190881.1, XP_008197779.1, XP_008197331.1, XP_008199845.1
OG0000431	XP_015171179.1, XP_015171182.1	XP_015839887.1, XP_967707.1, XP_008190865.1, XP_015834261.1
OG0000432	XP_015190207.1	XP_973723.1
OG0000433	XP_015184278.1, XP_015184277.1	XP_015835623.1, NP_001139342.1, XP_008193524.2, NP_001139461.1
OG0000434	XP_015178277.1	XP_972017.1, XP_008196460.1, XP_008196458.1, XP_008196459.1, XP_015838266.1, XP_015838265.1
OG0000435	XP_015185172.1	XP_015836865.1, XP_015836864.1
OG0000435	XP_015189968.1	XP_008195175.1
OG0000436	XP_015182179.1	XP_008197909.1
OG0000436	XP_015180038.1	XP_970620.1
OG0000437	XP_015176927.1	XP_008200406.1
OG0000438	XP_015184824.1, XP_015179976.1	XP_971688.3
OG0000439	XP_015190706.1, XP_015190707.1, XP_015190704.1, XP_015190705.1	XP_008193933.1
OG0000440	XP_015176418.1	XP_008200809.1
OG0000441	XP_015174801.1	XP_008198701.1, XP_008198702.1, XP_008198700.1, XP_008198703.1
OG0000442	XP_015178722.1, XP_015178721.1	XP_008197799.1, XP_968004.1
OG0000443	XP_015178167.1	XP_974381.2
OG0000444	XP_015177117.1, XP_015177118.1, XP_015177116.1	NP_001164534.1, NP_001164533.1
OG0000445	XP_015179205.1	XP_008193734.1
OG0000446	XP_015184677.1, XP_015184674.1, XP_015184676.1, XP_015184675.1, XP_015184678.1	XP_008198655.1, XP_008198715.2, XP_008198651.1
OG0000447	XP_015183158.1, XP_015183157.1, XP_015183156.1	XP_008191853.2
OG0000448	XP_015182614.1, XP_015182606.1, XP_015182597.1	XP_969343.1
OG0000449	XP_015183775.1, XP_015183773.1	XP_966346.1
OG0000450	XP_015171123.1	NP_001157610.1, XP_015835206.1
OG0000451	XP_015172179.1	XP_972488.2
OG0000452	XP_015183772.1	XP_008195563.1
OG0000452	XP_015175979.1	XP_008190571.1
OG0000453	XP_015172208.1, XP_015172207.1	XP_008196382.1, XP_008196383.1, XP_008196384.1
OG0000454	XP_015175549.1	XP_008197523.2
OG0000455	XP_015177184.1	NP_001280547.1, XP_008193388.1
OG0000456	XP_015186589.1, XP_015186587.1, XP_015186591.1, XP_015186590.1	XP_969928.1, XP_008196724.1
OG0000457	XP_015182902.1	XP_015835204.1, NP_001076795.1, XP_015837745.1, NP_001076796.1
OG0000458	XP_015175800.1	XP_967155.1
OG0000459	XP_015191361.1, XP_015191365.1, XP_015191363.1, XP_015191364.1, XP_015191360.1	XP_968944.1
OG0000460	XP_015181326.1	XP_968752.1
OG0000460	XP_015181394.1	XP_968824.2
OG0000461	XP_015176525.1, XP_015176524.1, XP_015176522.1, XP_015176523.1, XP_015176526.1	XP_008198752.1
OG0000462	XP_015178560.1, XP_015178559.1	XP_015840075.1
OG0000464	XP_015190554.1, XP_015190767.1	XP_015836316.1, XP_015837285.1, XP_015836265.1, XP_015835579.1
OG0000465	XP_015173894.1, XP_015177167.1	XP_008198275.1
OG0000466	XP_015186604.1	XP_969900.1, XP_008191787.1
OG0000467	XP_015188253.1, XP_015188252.1, XP_015188251.1, XP_015188257.1, XP_015188256.1, XP_015188255.1, XP_015188254.1	XP_008198462.1, XP_008198465.1, XP_967712.2, XP_008198474.1
OG0000468	XP_015187171.1, XP_015187167.1	XP_008194809.1
OG0000469	XP_015171607.1	XP_967943.1, NP_001306191.1
OG0000471	XP_015185649.1, XP_015185648.1, XP_015185647.1	XP_972436.1
OG0000472	XP_015185084.1	XP_008190497.1, XP_008190496.1, XP_008190495.1, XP_008190494.1
OG0000474	XP_015180603.1, XP_015180594.1	XP_967468.1
OG0000475	XP_015181248.1	XP_008193995.1, XP_015836218.1, XP_969591.2
OG0000476	XP_015173211.1	NP_001127700.1, XP_015834940.1, NP_001120783.1
OG0000477	XP_015171953.1, XP_015190123.1	NP_001164309.1, XP_008198961.1, XP_969867.1
OG0000478	XP_015182315.1	XP_970086.1
OG0000479	XP_015182767.1	XP_015839265.1, XP_008198225.1
OG0000480	XP_015182359.1	XP_008194196.2, XP_015836177.1, XP_015836175.1, XP_008194198.2, XP_008194199.2, XP_015835638.1, XP_015835640.1, XP_015835226.1
OG0000482	XP_015181543.1	XP_969479.3
OG0000483	XP_015184934.1, XP_015184933.1	XP_015837619.1, XP_008196295.1, XP_973683.1, XP_015837618.1, XP_015837422.1
OG0000484	XP_015173280.1, XP_015173278.1	XP_008198466.1
OG0000485	XP_015177478.1	XP_971795.1
OG0000488	XP_015190452.1, XP_015190451.1	XP_970829.1
OG0000489	XP_015175904.1, XP_015175906.1, XP_015175905.1, XP_015175903.1, XP_015175902.1	XP_971503.1, XP_015836306.1, XP_015836308.1
OG0000490	XP_015178097.1	XP_970402.1
OG0000492	XP_015188688.1	XP_008191436.1, XP_008191435.1, XP_008191434.1
OG0000493	XP_015177031.1, XP_015177042.1	XP_015836062.1
OG0000495	XP_015182063.1	XP_971329.1
OG0000496	XP_015186575.1	XP_968047.1
OG0000497	XP_015190639.1, XP_015190640.1	XP_975478.1
OG0000497	XP_015186732.1	XP_008196347.1, XP_015837674.1, XP_015837673.1
OG0000498	XP_015175025.1, XP_015175023.1, XP_015175024.1	XP_971487.1
OG0000500	XP_015191578.1	XP_015840287.1
OG0000500	XP_015191564.1	XP_015840276.1
OG0000501	XP_015181826.1	XP_008199865.1
OG0000501	XP_015181954.1	XP_015836029.1
OG0000502	XP_015177169.1	XP_972728.2
OG0000503	XP_015191090.1, XP_015191088.1, XP_015191087.1	XP_967287.2
OG0000504	XP_015172635.1	XP_968718.1, XP_008194015.1, XP_974277.2
OG0000505	XP_015191857.1	XP_969277.1
OG0000506	XP_015190400.1, XP_015175789.1, XP_015175788.1, XP_015175791.1, XP_015175790.1, XP_015175793.1	XP_008199411.2
OG0000507	XP_015171471.1	XP_001807284.2, XP_976138.1, XP_001811691.1
OG0000508	XP_015183031.1	XP_008192396.1
OG0000509	XP_015187013.1	XP_969380.1, NP_001107848.1, XP_015840636.1, XP_969234.1, XP_975485.1, XP_008201472.1, XP_008201470.1
OG0000510	XP_015179474.1	XP_967289.1, XP_967368.2, XP_008190366.1
OG0000512	XP_015175595.1	NP_001157690.1, XP_008200992.1
OG0000516	XP_015190498.1	XP_974600.1
OG0000517	XP_015189099.1, XP_015181380.1	XP_972373.1
OG0000518	XP_015179647.1, XP_015179648.1, XP_015179649.1	XP_966468.1
OG0000519	XP_015185214.1	XP_001806886.2
OG0000520	XP_015175185.1	XP_015833266.1
OG0000522	XP_015174040.1, XP_015178697.1	NP_001161913.1, XP_008196457.1
OG0000523	XP_015182265.1, XP_015182279.1, XP_015182347.1	XP_015836678.1
OG0000525	XP_015184198.1, XP_015184199.1, XP_015184200.1, XP_015184201.1, XP_015184202.1	XP_001809545.1
OG0000526	XP_015191120.1	XP_975555.3
OG0000527	XP_015171347.1, XP_015171348.1	XP_015838420.1, XP_008197239.1
OG0000528	XP_015173596.1	XP_967647.1, XP_967722.1, XP_967491.1, XP_968058.1
OG0000529	XP_015180779.1, XP_015174000.1	XP_008198334.1, XP_008198335.1, XP_967559.1, XP_975266.1
OG0000530	XP_015172268.1	XP_970745.1
OG0000530	XP_015172277.1	XP_970872.1, XP_015838435.1
OG0000531	XP_015171584.1	XP_015840171.1
OG0000533	XP_015187513.1, XP_015187512.1	XP_008194514.1
OG0000536	XP_015190937.1	NP_001103421.1
OG0000536	XP_015188262.1	XP_008191522.1, NP_001103422.1
OG0000537	XP_015188368.1	XP_015836346.1, XP_008192475.2
OG0000538	XP_015191382.1	XP_008197210.1
OG0000540	XP_015188027.1	XP_008193435.1
OG0000541	XP_015184399.1, XP_015184400.1, XP_015184401.1, XP_015184397.1	XP_008190720.1, XP_015835927.1
OG0000543	XP_015176987.1	XP_008190924.1
OG0000544	XP_015184916.1	XP_015837254.1
OG0000545	XP_015190238.1	XP_015835441.1, XP_008193197.1, XP_008193198.1, XP_015835442.1
OG0000546	XP_015182760.1, XP_015182761.1, XP_015182762.1	XP_008200617.2, XP_015836988.1
OG0000547	XP_015181073.1	XP_968849.1, XP_968920.2, XP_008198190.1
OG0000548	XP_015179381.1	XP_974777.1, XP_974760.1
